context: You don't have to force yourself to attend anymore. response:	Well, the joint event is a week away, right?
context: It's not just your fault things ended up this way!\It's my fault, too...\I think what you said was a little unfair, Yukinon.\You're saying this now?\You're unfair, as well.\Hang on. This isn't what I wanted to talk about.\Yukinon, you didn't tell us anything.\There are things we can't know if you don't tell us. response:	You didn't say anything, either.
context: It's my fault, too...\I think what you said was a little unfair, Yukinon.\You're saying this now?\You're unfair, as well.\Hang on. This isn't what I wanted to talk about.\Yukinon, you didn't tell us anything.\There are things we can't know if you don't tell us.\You didn't say anything, either. response:	You only made conversation to keep up appearances.
context: I think what you said was a little unfair, Yukinon.\You're saying this now?\You're unfair, as well.\Hang on. This isn't what I wanted to talk about.\Yukinon, you didn't tell us anything.\There are things we can't know if you don't tell us.\You didn't say anything, either.\You only made conversation to keep up appearances. response:	So if that's what you...
context: You're saying this now?\You're unfair, as well.\Hang on. This isn't what I wanted to talk about.\Yukinon, you didn't tell us anything.\There are things we can't know if you don't tell us.\You didn't say anything, either.\You only made conversation to keep up appearances.\So if that's what you... response:	If that's what both of you wanted, you...
context: You're unfair, as well.\Hang on. This isn't what I wanted to talk about.\Yukinon, you didn't tell us anything.\There are things we can't know if you don't tell us.\You didn't say anything, either.\You only made conversation to keep up appearances.\So if that's what you...\If that's what both of you wanted, you... response:	But there are things you can't understand even if you're told, aren't there?
context: Hang on. This isn't what I wanted to talk about.\Yukinon, you didn't tell us anything.\There are things we can't know if you don't tell us.\You didn't say anything, either.\You only made conversation to keep up appearances.\So if that's what you...\If that's what both of you wanted, you...\But there are things you can't understand even if you're told, aren't there? response:	That's...
context: Yukinon, you didn't tell us anything.\There are things we can't know if you don't tell us.\You didn't say anything, either.\You only made conversation to keep up appearances.\So if that's what you...\If that's what both of you wanted, you...\But there are things you can't understand even if you're told, aren't there?\That's... response:	Even if you'd told me, I probably wouldn't have accepted it.
context: There are things we can't know if you don't tell us.\You didn't say anything, either.\You only made conversation to keep up appearances.\So if that's what you...\If that's what both of you wanted, you...\But there are things you can't understand even if you're told, aren't there?\That's...\Even if you'd told me, I probably wouldn't have accepted it. response:	I would've thought there was something behind it,
context: You didn't say anything, either.\You only made conversation to keep up appearances.\So if that's what you...\If that's what both of you wanted, you...\But there are things you can't understand even if you're told, aren't there?\That's...\Even if you'd told me, I probably wouldn't have accepted it.\I would've thought there was something behind it, response:	some circumstances making you talk that way,
context: You only made conversation to keep up appearances.\So if that's what you...\If that's what both of you wanted, you...\But there are things you can't understand even if you're told, aren't there?\That's...\Even if you'd told me, I probably wouldn't have accepted it.\I would've thought there was something behind it,\some circumstances making you talk that way, response:	even if it was my own selfish idea.
context: So if that's what you...\If that's what both of you wanted, you...\But there are things you can't understand even if you're told, aren't there?\That's...\Even if you'd told me, I probably wouldn't have accepted it.\I would've thought there was something behind it,\some circumstances making you talk that way,\even if it was my own selfish idea. response:	But if we'd talked about it...
context: If that's what both of you wanted, you...\But there are things you can't understand even if you're told, aren't there?\That's...\Even if you'd told me, I probably wouldn't have accepted it.\I would've thought there was something behind it,\some circumstances making you talk that way,\even if it was my own selfish idea.\But if we'd talked about it... response:	If I had talked to you more... I...
context: But there are things you can't understand even if you're told, aren't there?\That's...\Even if you'd told me, I probably wouldn't have accepted it.\I would've thought there was something behind it,\some circumstances making you talk that way,\even if it was my own selfish idea.\But if we'd talked about it...\If I had talked to you more... I... response:	I don't mean that.
context: That's...\Even if you'd told me, I probably wouldn't have accepted it.\I would've thought there was something behind it,\some circumstances making you talk that way,\even if it was my own selfish idea.\But if we'd talked about it...\If I had talked to you more... I...\I don't mean that. response:	Saying you'd understand because you were told is arrogant.
context: Even if you'd told me, I probably wouldn't have accepted it.\I would've thought there was something behind it,\some circumstances making you talk that way,\even if it was my own selfish idea.\But if we'd talked about it...\If I had talked to you more... I...\I don't mean that.\Saying you'd understand because you were told is arrogant. response:	It's an ego trip for the person who said it,
context: I would've thought there was something behind it,\some circumstances making you talk that way,\even if it was my own selfish idea.\But if we'd talked about it...\If I had talked to you more... I...\I don't mean that.\Saying you'd understand because you were told is arrogant.\It's an ego trip for the person who said it, response:	or the conceit of the person who was told.
context: some circumstances making you talk that way,\even if it was my own selfish idea.\But if we'd talked about it...\If I had talked to you more... I...\I don't mean that.\Saying you'd understand because you were told is arrogant.\It's an ego trip for the person who said it,\or the conceit of the person who was told. response:	After things happen, there's no guarantee everyone will
context: even if it was my own selfish idea.\But if we'd talked about it...\If I had talked to you more... I...\I don't mean that.\Saying you'd understand because you were told is arrogant.\It's an ego trip for the person who said it,\or the conceit of the person who was told.\After things happen, there's no guarantee everyone will response:	understand if they talk about it.
context: But if we'd talked about it...\If I had talked to you more... I...\I don't mean that.\Saying you'd understand because you were told is arrogant.\It's an ego trip for the person who said it,\or the conceit of the person who was told.\After things happen, there's no guarantee everyone will\understand if they talk about it. response:	So what I want isn't words.
context: If I had talked to you more... I...\I don't mean that.\Saying you'd understand because you were told is arrogant.\It's an ego trip for the person who said it,\or the conceit of the person who was told.\After things happen, there's no guarantee everyone will\understand if they talk about it.\So what I want isn't words. response:	But if you don't say anything, we'll never have any way to understand.
context: I don't mean that.\Saying you'd understand because you were told is arrogant.\It's an ego trip for the person who said it,\or the conceit of the person who was told.\After things happen, there's no guarantee everyone will\understand if they talk about it.\So what I want isn't words.\But if you don't say anything, we'll never have any way to understand. response:	You're right.
context: Saying you'd understand because you were told is arrogant.\It's an ego trip for the person who said it,\or the conceit of the person who was told.\After things happen, there's no guarantee everyone will\understand if they talk about it.\So what I want isn't words.\But if you don't say anything, we'll never have any way to understand.\You're right. response:	Thinking you'll understand without being told anything is an illusion.
context: It's an ego trip for the person who said it,\or the conceit of the person who was told.\After things happen, there's no guarantee everyone will\understand if they talk about it.\So what I want isn't words.\But if you don't say anything, we'll never have any way to understand.\You're right.\Thinking you'll understand without being told anything is an illusion. response:	But...
context: or the conceit of the person who was told.\After things happen, there's no guarantee everyone will\understand if they talk about it.\So what I want isn't words.\But if you don't say anything, we'll never have any way to understand.\You're right.\Thinking you'll understand without being told anything is an illusion.\But... response:	But...
context: After things happen, there's no guarantee everyone will\understand if they talk about it.\So what I want isn't words.\But if you don't say anything, we'll never have any way to understand.\You're right.\Thinking you'll understand without being told anything is an illusion.\But...\But... response:	What I want isn't words.
context: understand if they talk about it.\So what I want isn't words.\But if you don't say anything, we'll never have any way to understand.\You're right.\Thinking you'll understand without being told anything is an illusion.\But...\But...\What I want isn't words. response:	What I wanted was definitely there.
context: So what I want isn't words.\But if you don't say anything, we'll never have any way to understand.\You're right.\Thinking you'll understand without being told anything is an illusion.\But...\But...\What I want isn't words.\What I wanted was definitely there. response:	And it wasn't mutual understanding,
context: But if you don't say anything, we'll never have any way to understand.\You're right.\Thinking you'll understand without being told anything is an illusion.\But...\But...\What I want isn't words.\What I wanted was definitely there.\And it wasn't mutual understanding, response:	or to be friends, or to be together,
context: You're right.\Thinking you'll understand without being told anything is an illusion.\But...\But...\What I want isn't words.\What I wanted was definitely there.\And it wasn't mutual understanding,\or to be friends, or to be together, response:	or anything like that.
context: Thinking you'll understand without being told anything is an illusion.\But...\But...\What I want isn't words.\What I wanted was definitely there.\And it wasn't mutual understanding,\or to be friends, or to be together,\or anything like that. response:	I don't want to be understood.
context: But...\But...\What I want isn't words.\What I wanted was definitely there.\And it wasn't mutual understanding,\or to be friends, or to be together,\or anything like that.\I don't want to be understood. response:	I want to understand.
context: But...\What I want isn't words.\What I wanted was definitely there.\And it wasn't mutual understanding,\or to be friends, or to be together,\or anything like that.\I don't want to be understood.\I want to understand. response:	I want to understand. I want to know.
context: What I want isn't words.\What I wanted was definitely there.\And it wasn't mutual understanding,\or to be friends, or to be together,\or anything like that.\I don't want to be understood.\I want to understand.\I want to understand. I want to know. response:	I want to feel at ease knowing.
context: What I wanted was definitely there.\And it wasn't mutual understanding,\or to be friends, or to be together,\or anything like that.\I don't want to be understood.\I want to understand.\I want to understand. I want to know.\I want to feel at ease knowing. response:	I want peace of mind.
context: And it wasn't mutual understanding,\or to be friends, or to be together,\or anything like that.\I don't want to be understood.\I want to understand.\I want to understand. I want to know.\I want to feel at ease knowing.\I want peace of mind. response:	Because not understanding terrifies me.
context: or to be friends, or to be together,\or anything like that.\I don't want to be understood.\I want to understand.\I want to understand. I want to know.\I want to feel at ease knowing.\I want peace of mind.\Because not understanding terrifies me. response:	Saying I want to understand everything is extremely self-righteous.
context: or anything like that.\I don't want to be understood.\I want to understand.\I want to understand. I want to know.\I want to feel at ease knowing.\I want peace of mind.\Because not understanding terrifies me.\Saying I want to understand everything is extremely self-righteous. response:	It's a dictatorial and conceited wish.
context: I don't want to be understood.\I want to understand.\I want to understand. I want to know.\I want to feel at ease knowing.\I want peace of mind.\Because not understanding terrifies me.\Saying I want to understand everything is extremely self-righteous.\It's a dictatorial and conceited wish. response:	It's shameless and repulsive.
context: I want to understand.\I want to understand. I want to know.\I want to feel at ease knowing.\I want peace of mind.\Because not understanding terrifies me.\Saying I want to understand everything is extremely self-righteous.\It's a dictatorial and conceited wish.\It's shameless and repulsive. response:	And I'm absolutely disgusted at myself for wanting that.
context: I want to understand. I want to know.\I want to feel at ease knowing.\I want peace of mind.\Because not understanding terrifies me.\Saying I want to understand everything is extremely self-righteous.\It's a dictatorial and conceited wish.\It's shameless and repulsive.\And I'm absolutely disgusted at myself for wanting that. response:	But if...
context: I want to feel at ease knowing.\I want peace of mind.\Because not understanding terrifies me.\Saying I want to understand everything is extremely self-righteous.\It's a dictatorial and conceited wish.\It's shameless and repulsive.\And I'm absolutely disgusted at myself for wanting that.\But if... response:	If we feel the same way...
context: I want peace of mind.\Because not understanding terrifies me.\Saying I want to understand everything is extremely self-righteous.\It's a dictatorial and conceited wish.\It's shameless and repulsive.\And I'm absolutely disgusted at myself for wanting that.\But if...\If we feel the same way... response:	If a relationship exists where we can force
context: Because not understanding terrifies me.\Saying I want to understand everything is extremely self-righteous.\It's a dictatorial and conceited wish.\It's shameless and repulsive.\And I'm absolutely disgusted at myself for wanting that.\But if...\If we feel the same way...\If a relationship exists where we can force response:	that ugly self-consciousness upon each other, and accept it...
context: Saying I want to understand everything is extremely self-righteous.\It's a dictatorial and conceited wish.\It's shameless and repulsive.\And I'm absolutely disgusted at myself for wanting that.\But if...\If we feel the same way...\If a relationship exists where we can force\that ugly self-consciousness upon each other, and accept it... response:	I know there's no way that can happen.
context: It's a dictatorial and conceited wish.\It's shameless and repulsive.\And I'm absolutely disgusted at myself for wanting that.\But if...\If we feel the same way...\If a relationship exists where we can force\that ugly self-consciousness upon each other, and accept it...\I know there's no way that can happen. response:	I realize that's completely out of reach.
context: It's shameless and repulsive.\And I'm absolutely disgusted at myself for wanting that.\But if...\If we feel the same way...\If a relationship exists where we can force\that ugly self-consciousness upon each other, and accept it...\I know there's no way that can happen.\I realize that's completely out of reach. response:	But still...
context: And I'm absolutely disgusted at myself for wanting that.\But if...\If we feel the same way...\If a relationship exists where we can force\that ugly self-consciousness upon each other, and accept it...\I know there's no way that can happen.\I realize that's completely out of reach.\But still... response:	But still, I...
context: But if...\If we feel the same way...\If a relationship exists where we can force\that ugly self-consciousness upon each other, and accept it...\I know there's no way that can happen.\I realize that's completely out of reach.\But still...\But still, I... response:	I want
context: If we feel the same way...\If a relationship exists where we can force\that ugly self-consciousness upon each other, and accept it...\I know there's no way that can happen.\I realize that's completely out of reach.\But still...\But still, I...\I want response:	the real thing!
context: If a relationship exists where we can force\that ugly self-consciousness upon each other, and accept it...\I know there's no way that can happen.\I realize that's completely out of reach.\But still...\But still, I...\I want\the real thing! response:	Hikki...
context: that ugly self-consciousness upon each other, and accept it...\I know there's no way that can happen.\I realize that's completely out of reach.\But still...\But still, I...\I want\the real thing!\Hikki... response:	I don't understand.
context: I know there's no way that can happen.\I realize that's completely out of reach.\But still...\But still, I...\I want\the real thing!\Hikki...\I don't understand. response:	I'm sorry.
context: I realize that's completely out of reach.\But still...\But still, I...\I want\the real thing!\Hikki...\I don't understand.\I'm sorry. response:	Yukinon!
context: But still...\But still, I...\I want\the real thing!\Hikki...\I don't understand.\I'm sorry.\Yukinon! response:	Hikki!
context: But still, I...\I want\the real thing!\Hikki...\I don't understand.\I'm sorry.\Yukinon!\Hikki! response:	We have to go!
context: I want\the real thing!\Hikki...\I don't understand.\I'm sorry.\Yukinon!\Hikki!\We have to go! response:	Uh, but...
context: the real thing!\Hikki...\I don't understand.\I'm sorry.\Yukinon!\Hikki!\We have to go!\Uh, but... response:	We have to go together!
context: Hikki...\I don't understand.\I'm sorry.\Yukinon!\Hikki!\We have to go!\Uh, but...\We have to go together! response:	Yukinon said she doesn't understand!
context: I don't understand.\I'm sorry.\Yukinon!\Hikki!\We have to go!\Uh, but...\We have to go together!\Yukinon said she doesn't understand! response:	I think she just doesn't know what to do!
context: I'm sorry.\Yukinon!\Hikki!\We have to go!\Uh, but...\We have to go together!\Yukinon said she doesn't understand!\I think she just doesn't know what to do! response:	I have no idea, either, but...
context: Yukinon!\Hikki!\We have to go!\Uh, but...\We have to go together!\Yukinon said she doesn't understand!\I think she just doesn't know what to do!\I have no idea, either, but... response:	But we can't let it end without ever knowing!
context: Hikki!\We have to go!\Uh, but...\We have to go together!\Yukinon said she doesn't understand!\I think she just doesn't know what to do!\I have no idea, either, but...\But we can't let it end without ever knowing! response:	This is our only chance!
context: We have to go!\Uh, but...\We have to go together!\Yukinon said she doesn't understand!\I think she just doesn't know what to do!\I have no idea, either, but...\But we can't let it end without ever knowing!\This is our only chance! response:	I've never seen Yukinon act like that!
context: Uh, but...\We have to go together!\Yukinon said she doesn't understand!\I think she just doesn't know what to do!\I have no idea, either, but...\But we can't let it end without ever knowing!\This is our only chance!\I've never seen Yukinon act like that! response:	So we have to go now!
context: We have to go together!\Yukinon said she doesn't understand!\I think she just doesn't know what to do!\I have no idea, either, but...\But we can't let it end without ever knowing!\This is our only chance!\I've never seen Yukinon act like that!\So we have to go now! response:	It's okay. I can walk myself.
context: Yukinon said she doesn't understand!\I think she just doesn't know what to do!\I have no idea, either, but...\But we can't let it end without ever knowing!\This is our only chance!\I've never seen Yukinon act like that!\So we have to go now!\It's okay. I can walk myself. response:	Let's go.
context: I think she just doesn't know what to do!\I have no idea, either, but...\But we can't let it end without ever knowing!\This is our only chance!\I've never seen Yukinon act like that!\So we have to go now!\It's okay. I can walk myself.\Let's go. response:	Yeah!
context: I have no idea, either, but...\But we can't let it end without ever knowing!\This is our only chance!\I've never seen Yukinon act like that!\So we have to go now!\It's okay. I can walk myself.\Let's go.\Yeah! response:	Ah... um... I wanted to talk to you...
context: But we can't let it end without ever knowing!\This is our only chance!\I've never seen Yukinon act like that!\So we have to go now!\It's okay. I can walk myself.\Let's go.\Yeah!\Ah... um... I wanted to talk to you... response:	Sorry, Iroha-chan. Later, okay?
context: This is our only chance!\I've never seen Yukinon act like that!\So we have to go now!\It's okay. I can walk myself.\Let's go.\Yeah!\Ah... um... I wanted to talk to you...\Sorry, Iroha-chan. Later, okay? response:	Senpai, there's no meeting today.
context: I've never seen Yukinon act like that!\So we have to go now!\It's okay. I can walk myself.\Let's go.\Yeah!\Ah... um... I wanted to talk to you...\Sorry, Iroha-chan. Later, okay?\Senpai, there's no meeting today. response:	I came to tell you that... a-and...
context: So we have to go now!\It's okay. I can walk myself.\Let's go.\Yeah!\Ah... um... I wanted to talk to you...\Sorry, Iroha-chan. Later, okay?\Senpai, there's no meeting today.\I came to tell you that... a-and... response:	Okay, got it.
context: It's okay. I can walk myself.\Let's go.\Yeah!\Ah... um... I wanted to talk to you...\Sorry, Iroha-chan. Later, okay?\Senpai, there's no meeting today.\I came to tell you that... a-and...\Okay, got it. response:	Listen!
context: Let's go.\Yeah!\Ah... um... I wanted to talk to you...\Sorry, Iroha-chan. Later, okay?\Senpai, there's no meeting today.\I came to tell you that... a-and...\Okay, got it.\Listen! response:	I'm not done talking.
context: Yeah!\Ah... um... I wanted to talk to you...\Sorry, Iroha-chan. Later, okay?\Senpai, there's no meeting today.\I came to tell you that... a-and...\Okay, got it.\Listen!\I'm not done talking. response:	If you're looking for Yukinoshita-senpai, she's on the roof.
context: Ah... um... I wanted to talk to you...\Sorry, Iroha-chan. Later, okay?\Senpai, there's no meeting today.\I came to tell you that... a-and...\Okay, got it.\Listen!\I'm not done talking.\If you're looking for Yukinoshita-senpai, she's on the roof. response:	Sorry. Thanks.
context: Sorry, Iroha-chan. Later, okay?\Senpai, there's no meeting today.\I came to tell you that... a-and...\Okay, got it.\Listen!\I'm not done talking.\If you're looking for Yukinoshita-senpai, she's on the roof.\Sorry. Thanks. response:	Yukinon!
context: Senpai, there's no meeting today.\I came to tell you that... a-and...\Okay, got it.\Listen!\I'm not done talking.\If you're looking for Yukinoshita-senpai, she's on the roof.\Sorry. Thanks.\Yukinon! response:	I don't understand.
context: I came to tell you that... a-and...\Okay, got it.\Listen!\I'm not done talking.\If you're looking for Yukinoshita-senpai, she's on the roof.\Sorry. Thanks.\Yukinon!\I don't understand. response:	What do you mean by the real thing?
context: Okay, got it.\Listen!\I'm not done talking.\If you're looking for Yukinoshita-senpai, she's on the roof.\Sorry. Thanks.\Yukinon!\I don't understand.\What do you mean by the real thing? response:	It's...
context: Listen!\I'm not done talking.\If you're looking for Yukinoshita-senpai, she's on the roof.\Sorry. Thanks.\Yukinon!\I don't understand.\What do you mean by the real thing?\It's... response:	Yukinon, it's okay.
context: I'm not done talking.\If you're looking for Yukinoshita-senpai, she's on the roof.\Sorry. Thanks.\Yukinon!\I don't understand.\What do you mean by the real thing?\It's...\Yukinon, it's okay. response:	What's okay?
context: If you're looking for Yukinoshita-senpai, she's on the roof.\Sorry. Thanks.\Yukinon!\I don't understand.\What do you mean by the real thing?\It's...\Yukinon, it's okay.\What's okay? response:	I didn't really understand, either.
context: Sorry. Thanks.\Yukinon!\I don't understand.\What do you mean by the real thing?\It's...\Yukinon, it's okay.\What's okay?\I didn't really understand, either. response:	So I think,
context: Yukinon!\I don't understand.\What do you mean by the real thing?\It's...\Yukinon, it's okay.\What's okay?\I didn't really understand, either.\So I think, response:	if we talk, we'll understand more.
context: I don't understand.\What do you mean by the real thing?\It's...\Yukinon, it's okay.\What's okay?\I didn't really understand, either.\So I think,\if we talk, we'll understand more. response:	But we probably won't really understand even then, huh?
context: What do you mean by the real thing?\It's...\Yukinon, it's okay.\What's okay?\I didn't really understand, either.\So I think,\if we talk, we'll understand more.\But we probably won't really understand even then, huh? response:	And then we'd probably never understand...
context: It's...\Yukinon, it's okay.\What's okay?\I didn't really understand, either.\So I think,\if we talk, we'll understand more.\But we probably won't really understand even then, huh?\And then we'd probably never understand... response:	But, like, we'd understand that... or something...
context: Yukinon, it's okay.\What's okay?\I didn't really understand, either.\So I think,\if we talk, we'll understand more.\But we probably won't really understand even then, huh?\And then we'd probably never understand...\But, like, we'd understand that... or something... response:	Nope, I guess I really don't get it.
context: What's okay?\I didn't really understand, either.\So I think,\if we talk, we'll understand more.\But we probably won't really understand even then, huh?\And then we'd probably never understand...\But, like, we'd understand that... or something...\Nope, I guess I really don't get it. response:	But...
context: I didn't really understand, either.\So I think,\if we talk, we'll understand more.\But we probably won't really understand even then, huh?\And then we'd probably never understand...\But, like, we'd understand that... or something...\Nope, I guess I really don't get it.\But... response:	I don't like the way things are now.
context: So I think,\if we talk, we'll understand more.\But we probably won't really understand even then, huh?\And then we'd probably never understand...\But, like, we'd understand that... or something...\Nope, I guess I really don't get it.\But...\I don't like the way things are now. response:	Why are you the one crying?
context: if we talk, we'll understand more.\But we probably won't really understand even then, huh?\And then we'd probably never understand...\But, like, we'd understand that... or something...\Nope, I guess I really don't get it.\But...\I don't like the way things are now.\Why are you the one crying? response:	You really are...
context: But we probably won't really understand even then, huh?\And then we'd probably never understand...\But, like, we'd understand that... or something...\Nope, I guess I really don't get it.\But...\I don't like the way things are now.\Why are you the one crying?\You really are... response:	unfair.
context: And then we'd probably never understand...\But, like, we'd understand that... or something...\Nope, I guess I really don't get it.\But...\I don't like the way things are now.\Why are you the one crying?\You really are...\unfair. response:	Hikigaya-kun.
context: But, like, we'd understand that... or something...\Nope, I guess I really don't get it.\But...\I don't like the way things are now.\Why are you the one crying?\You really are...\unfair.\Hikigaya-kun. response:	Yeah?
context: Nope, I guess I really don't get it.\But...\I don't like the way things are now.\Why are you the one crying?\You really are...\unfair.\Hikigaya-kun.\Yeah? response:	I accept your request.
context: But...\I don't like the way things are now.\Why are you the one crying?\You really are...\unfair.\Hikigaya-kun.\Yeah?\I accept your request. response:	Thanks.
context: I don't like the way things are now.\Why are you the one crying?\You really are...\unfair.\Hikigaya-kun.\Yeah?\I accept your request.\Thanks. response:	I'll help, too.
context: Why are you the one crying?\You really are...\unfair.\Hikigaya-kun.\Yeah?\I accept your request.\Thanks.\I'll help, too. response:	But Still, Hikigaya Hachiman Is...
context: You really are...\unfair.\Hikigaya-kun.\Yeah?\I accept your request.\Thanks.\I'll help, too.\But Still, Hikigaya Hachiman Is... response:	I appreciate it.
context: unfair.\Hikigaya-kun.\Yeah?\I accept your request.\Thanks.\I'll help, too.\But Still, Hikigaya Hachiman Is...\I appreciate it. response:	09 And, Yukinoshita Yukino Is...
context: Hikigaya-kun.\Yeah?\I accept your request.\Thanks.\I'll help, too.\But Still, Hikigaya Hachiman Is...\I appreciate it.\09 And, Yukinoshita Yukino Is... response:	This beer is so good!
context: Yeah?\I accept your request.\Thanks.\I'll help, too.\But Still, Hikigaya Hachiman Is...\I appreciate it.\09 And, Yukinoshita Yukino Is...\This beer is so good! response:	Man, I said some uncharacteristically awesome stuff there.
context: I accept your request.\Thanks.\I'll help, too.\But Still, Hikigaya Hachiman Is...\I appreciate it.\09 And, Yukinoshita Yukino Is...\This beer is so good!\Man, I said some uncharacteristically awesome stuff there. response:	Go, me! I'm such a great teacher!
context: Thanks.\I'll help, too.\But Still, Hikigaya Hachiman Is...\I appreciate it.\09 And, Yukinoshita Yukino Is...\This beer is so good!\Man, I said some uncharacteristically awesome stuff there.\Go, me! I'm such a great teacher! response:	No... a great woman?
context: I'll help, too.\But Still, Hikigaya Hachiman Is...\I appreciate it.\09 And, Yukinoshita Yukino Is...\This beer is so good!\Man, I said some uncharacteristically awesome stuff there.\Go, me! I'm such a great teacher!\No... a great woman? response:	I'm a great woman, so why can't I get married?
context: But Still, Hikigaya Hachiman Is...\I appreciate it.\09 And, Yukinoshita Yukino Is...\This beer is so good!\Man, I said some uncharacteristically awesome stuff there.\Go, me! I'm such a great teacher!\No... a great woman?\I'm a great woman, so why can't I get married? response:	Excuse me! The sampler, please!
context: I appreciate it.\09 And, Yukinoshita Yukino Is...\This beer is so good!\Man, I said some uncharacteristically awesome stuff there.\Go, me! I'm such a great teacher!\No... a great woman?\I'm a great woman, so why can't I get married?\Excuse me! The sampler, please! response:	And a husband, while we're at it! Just kidding...
context: 09 And, Yukinoshita Yukino Is...\This beer is so good!\Man, I said some uncharacteristically awesome stuff there.\Go, me! I'm such a great teacher!\No... a great woman?\I'm a great woman, so why can't I get married?\Excuse me! The sampler, please!\And a husband, while we're at it! Just kidding... response:	Damn, Christmas already? Makes me sick...
context: This beer is so good!\Man, I said some uncharacteristically awesome stuff there.\Go, me! I'm such a great teacher!\No... a great woman?\I'm a great woman, so why can't I get married?\Excuse me! The sampler, please!\And a husband, while we're at it! Just kidding...\Damn, Christmas already? Makes me sick... response:	If only I didn't have to work!
context: Man, I said some uncharacteristically awesome stuff there.\Go, me! I'm such a great teacher!\No... a great woman?\I'm a great woman, so why can't I get married?\Excuse me! The sampler, please!\And a husband, while we're at it! Just kidding...\Damn, Christmas already? Makes me sick...\If only I didn't have to work! response:	If I didn't have to work, I could go out for Christmas!
context: Go, me! I'm such a great teacher!\No... a great woman?\I'm a great woman, so why can't I get married?\Excuse me! The sampler, please!\And a husband, while we're at it! Just kidding...\Damn, Christmas already? Makes me sick...\If only I didn't have to work!\If I didn't have to work, I could go out for Christmas! response:	Excuse me! Highball, please!
context: No... a great woman?\I'm a great woman, so why can't I get married?\Excuse me! The sampler, please!\And a husband, while we're at it! Just kidding...\Damn, Christmas already? Makes me sick...\If only I didn't have to work!\If I didn't have to work, I could go out for Christmas!\Excuse me! Highball, please! response:	I wanna get married...
