context: Doing things that bring attention to myself... response:	That is what I, Yoshikage Kira, hate the most.
context: You've matured.\Hey, Koichi!\Koichi!\Wh-What the heck happened here?\K-Koichi! Jotaro!\Be careful, Okuyasu.\What the heck happened?! Jotaro! Koichi!\Calm down. I need to find out if Koichi is alive or not. response:	If he's alive, I can fix his wounds with Shining Diamond.
context: Hey, Koichi!\Koichi!\Wh-What the heck happened here?\K-Koichi! Jotaro!\Be careful, Okuyasu.\What the heck happened?! Jotaro! Koichi!\Calm down. I need to find out if Koichi is alive or not.\If he's alive, I can fix his wounds with Shining Diamond. response:	Yes! Jotaro is alive! Just barely, though.
context: Koichi!\Wh-What the heck happened here?\K-Koichi! Jotaro!\Be careful, Okuyasu.\What the heck happened?! Jotaro! Koichi!\Calm down. I need to find out if Koichi is alive or not.\If he's alive, I can fix his wounds with Shining Diamond.\Yes! Jotaro is alive! Just barely, though. response:	K-Koichi's alive, too. But he's not breathing!
context: Wh-What the heck happened here?\K-Koichi! Jotaro!\Be careful, Okuyasu.\What the heck happened?! Jotaro! Koichi!\Calm down. I need to find out if Koichi is alive or not.\If he's alive, I can fix his wounds with Shining Diamond.\Yes! Jotaro is alive! Just barely, though.\K-Koichi's alive, too. But he's not breathing! response:	Hurry! Hurry up and fix him, Josuke!
context: K-Koichi! Jotaro!\Be careful, Okuyasu.\What the heck happened?! Jotaro! Koichi!\Calm down. I need to find out if Koichi is alive or not.\If he's alive, I can fix his wounds with Shining Diamond.\Yes! Jotaro is alive! Just barely, though.\K-Koichi's alive, too. But he's not breathing!\Hurry! Hurry up and fix him, Josuke! response:	Hey, he's not waking up at all!
context: Be careful, Okuyasu.\What the heck happened?! Jotaro! Koichi!\Calm down. I need to find out if Koichi is alive or not.\If he's alive, I can fix his wounds with Shining Diamond.\Yes! Jotaro is alive! Just barely, though.\K-Koichi's alive, too. But he's not breathing!\Hurry! Hurry up and fix him, Josuke!\Hey, he's not waking up at all! response:	But I've already fixed him up.
context: What the heck happened?! Jotaro! Koichi!\Calm down. I need to find out if Koichi is alive or not.\If he's alive, I can fix his wounds with Shining Diamond.\Yes! Jotaro is alive! Just barely, though.\K-Koichi's alive, too. But he's not breathing!\Hurry! Hurry up and fix him, Josuke!\Hey, he's not waking up at all!\But I've already fixed him up. response:	This is awful... Josuke and Okuyasu are here.
context: Calm down. I need to find out if Koichi is alive or not.\If he's alive, I can fix his wounds with Shining Diamond.\Yes! Jotaro is alive! Just barely, though.\K-Koichi's alive, too. But he's not breathing!\Hurry! Hurry up and fix him, Josuke!\Hey, he's not waking up at all!\But I've already fixed him up.\This is awful... Josuke and Okuyasu are here. response:	He's hurt really bad!
context: If he's alive, I can fix his wounds with Shining Diamond.\Yes! Jotaro is alive! Just barely, though.\K-Koichi's alive, too. But he's not breathing!\Hurry! Hurry up and fix him, Josuke!\Hey, he's not waking up at all!\But I've already fixed him up.\This is awful... Josuke and Okuyasu are here.\He's hurt really bad! response:	It's gonna take a while for him to regain consciousness.
context: Yes! Jotaro is alive! Just barely, though.\K-Koichi's alive, too. But he's not breathing!\Hurry! Hurry up and fix him, Josuke!\Hey, he's not waking up at all!\But I've already fixed him up.\This is awful... Josuke and Okuyasu are here.\He's hurt really bad!\It's gonna take a while for him to regain consciousness. response:	What a day... I've never had such an awful day in my life.
context: K-Koichi's alive, too. But he's not breathing!\Hurry! Hurry up and fix him, Josuke!\Hey, he's not waking up at all!\But I've already fixed him up.\This is awful... Josuke and Okuyasu are here.\He's hurt really bad!\It's gonna take a while for him to regain consciousness.\What a day... I've never had such an awful day in my life. response:	I have always been able to get through any dilemma...
context: Hurry! Hurry up and fix him, Josuke!\Hey, he's not waking up at all!\But I've already fixed him up.\This is awful... Josuke and Okuyasu are here.\He's hurt really bad!\It's gonna take a while for him to regain consciousness.\What a day... I've never had such an awful day in my life.\I have always been able to get through any dilemma... response:	I'm going to get away, no matter what.
context: Hey, he's not waking up at all!\But I've already fixed him up.\This is awful... Josuke and Okuyasu are here.\He's hurt really bad!\It's gonna take a while for him to regain consciousness.\What a day... I've never had such an awful day in my life.\I have always been able to get through any dilemma...\I'm going to get away, no matter what. response:	What are you doing?
context: But I've already fixed him up.\This is awful... Josuke and Okuyasu are here.\He's hurt really bad!\It's gonna take a while for him to regain consciousness.\What a day... I've never had such an awful day in my life.\I have always been able to get through any dilemma...\I'm going to get away, no matter what.\What are you doing? response:	Hey, he's awake.
context: This is awful... Josuke and Okuyasu are here.\He's hurt really bad!\It's gonna take a while for him to regain consciousness.\What a day... I've never had such an awful day in my life.\I have always been able to get through any dilemma...\I'm going to get away, no matter what.\What are you doing?\Hey, he's awake. response:	Hey, don't try anything funny.
context: He's hurt really bad!\It's gonna take a while for him to regain consciousness.\What a day... I've never had such an awful day in my life.\I have always been able to get through any dilemma...\I'm going to get away, no matter what.\What are you doing?\Hey, he's awake.\Hey, don't try anything funny. response:	Turn this way slowly. Show us your face!
context: It's gonna take a while for him to regain consciousness.\What a day... I've never had such an awful day in my life.\I have always been able to get through any dilemma...\I'm going to get away, no matter what.\What are you doing?\Hey, he's awake.\Hey, don't try anything funny.\Turn this way slowly. Show us your face! response:	Be careful! Don't go to Centipede Shoes!
context: What a day... I've never had such an awful day in my life.\I have always been able to get through any dilemma...\I'm going to get away, no matter what.\What are you doing?\Hey, he's awake.\Hey, don't try anything funny.\Turn this way slowly. Show us your face!\Be careful! Don't go to Centipede Shoes! response:	There's going to be some crazy explosion!
context: I have always been able to get through any dilemma...\I'm going to get away, no matter what.\What are you doing?\Hey, he's awake.\Hey, don't try anything funny.\Turn this way slowly. Show us your face!\Be careful! Don't go to Centipede Shoes!\There's going to be some crazy explosion! response:	The owner just suddenly came flying out!
context: I'm going to get away, no matter what.\What are you doing?\Hey, he's awake.\Hey, don't try anything funny.\Turn this way slowly. Show us your face!\Be careful! Don't go to Centipede Shoes!\There's going to be some crazy explosion!\The owner just suddenly came flying out! response:	Those two, too!
context: What are you doing?\Hey, he's awake.\Hey, don't try anything funny.\Turn this way slowly. Show us your face!\Be careful! Don't go to Centipede Shoes!\There's going to be some crazy explosion!\The owner just suddenly came flying out!\Those two, too! response:	An explosion?
context: Hey, he's awake.\Hey, don't try anything funny.\Turn this way slowly. Show us your face!\Be careful! Don't go to Centipede Shoes!\There's going to be some crazy explosion!\The owner just suddenly came flying out!\Those two, too!\An explosion? response:	H-Hey, calm down. Were you caught in the blast?
context: Hey, don't try anything funny.\Turn this way slowly. Show us your face!\Be careful! Don't go to Centipede Shoes!\There's going to be some crazy explosion!\The owner just suddenly came flying out!\Those two, too!\An explosion?\H-Hey, calm down. Were you caught in the blast? response:	I'm just an office employee.
context: Turn this way slowly. Show us your face!\Be careful! Don't go to Centipede Shoes!\There's going to be some crazy explosion!\The owner just suddenly came flying out!\Those two, too!\An explosion?\H-Hey, calm down. Were you caught in the blast?\I'm just an office employee. response:	But now I'm going to die... Look at all this blood.
context: Be careful! Don't go to Centipede Shoes!\There's going to be some crazy explosion!\The owner just suddenly came flying out!\Those two, too!\An explosion?\H-Hey, calm down. Were you caught in the blast?\I'm just an office employee.\But now I'm going to die... Look at all this blood. response:	I-It hurts!
context: There's going to be some crazy explosion!\The owner just suddenly came flying out!\Those two, too!\An explosion?\H-Hey, calm down. Were you caught in the blast?\I'm just an office employee.\But now I'm going to die... Look at all this blood.\I-It hurts! response:	H-Hey, calm down. It's all right now.
context: The owner just suddenly came flying out!\Those two, too!\An explosion?\H-Hey, calm down. Were you caught in the blast?\I'm just an office employee.\But now I'm going to die... Look at all this blood.\I-It hurts!\H-Hey, calm down. It's all right now. response:	I'll patch you up.
context: Those two, too!\An explosion?\H-Hey, calm down. Were you caught in the blast?\I'm just an office employee.\But now I'm going to die... Look at all this blood.\I-It hurts!\H-Hey, calm down. It's all right now.\I'll patch you up. response:	Where did you get hurt?
context: An explosion?\H-Hey, calm down. Were you caught in the blast?\I'm just an office employee.\But now I'm going to die... Look at all this blood.\I-It hurts!\H-Hey, calm down. It's all right now.\I'll patch you up.\Where did you get hurt? response:	I think one of my ribs might have punctured my lung.
context: H-Hey, calm down. Were you caught in the blast?\I'm just an office employee.\But now I'm going to die... Look at all this blood.\I-It hurts!\H-Hey, calm down. It's all right now.\I'll patch you up.\Where did you get hurt?\I think one of my ribs might have punctured my lung. response:	H-Hurry up and fix me, please!
context: I'm just an office employee.\But now I'm going to die... Look at all this blood.\I-It hurts!\H-Hey, calm down. It's all right now.\I'll patch you up.\Where did you get hurt?\I think one of my ribs might have punctured my lung.\H-Hurry up and fix me, please! response:	Hurry?
context: But now I'm going to die... Look at all this blood.\I-It hurts!\H-Hey, calm down. It's all right now.\I'll patch you up.\Where did you get hurt?\I think one of my ribs might have punctured my lung.\H-Hurry up and fix me, please!\Hurry? response:	Oh? No matter how you look at me, I just look like a high school student,
context: I-It hurts!\H-Hey, calm down. It's all right now.\I'll patch you up.\Where did you get hurt?\I think one of my ribs might have punctured my lung.\H-Hurry up and fix me, please!\Hurry?\Oh? No matter how you look at me, I just look like a high school student, response:	so why would you ask me to fix you?
context: H-Hey, calm down. It's all right now.\I'll patch you up.\Where did you get hurt?\I think one of my ribs might have punctured my lung.\H-Hurry up and fix me, please!\Hurry?\Oh? No matter how you look at me, I just look like a high school student,\so why would you ask me to fix you? response:	I have trouble just getting into pachinko parlors,
context: I'll patch you up.\Where did you get hurt?\I think one of my ribs might have punctured my lung.\H-Hurry up and fix me, please!\Hurry?\Oh? No matter how you look at me, I just look like a high school student,\so why would you ask me to fix you?\I have trouble just getting into pachinko parlors, response:	yet I look like some doctor who graduated from med school to you?
context: Where did you get hurt?\I think one of my ribs might have punctured my lung.\H-Hurry up and fix me, please!\Hurry?\Oh? No matter how you look at me, I just look like a high school student,\so why would you ask me to fix you?\I have trouble just getting into pachinko parlors,\yet I look like some doctor who graduated from med school to you? response:	You totally fell for it.
context: I think one of my ribs might have punctured my lung.\H-Hurry up and fix me, please!\Hurry?\Oh? No matter how you look at me, I just look like a high school student,\so why would you ask me to fix you?\I have trouble just getting into pachinko parlors,\yet I look like some doctor who graduated from med school to you?\You totally fell for it. response:	You saw my Shining Diamond, didn't you?
context: H-Hurry up and fix me, please!\Hurry?\Oh? No matter how you look at me, I just look like a high school student,\so why would you ask me to fix you?\I have trouble just getting into pachinko parlors,\yet I look like some doctor who graduated from med school to you?\You totally fell for it.\You saw my Shining Diamond, didn't you? response:	Crap... I got too impatient.
context: Hurry?\Oh? No matter how you look at me, I just look like a high school student,\so why would you ask me to fix you?\I have trouble just getting into pachinko parlors,\yet I look like some doctor who graduated from med school to you?\You totally fell for it.\You saw my Shining Diamond, didn't you?\Crap... I got too impatient. response:	Which means you're the enemy.
context: Oh? No matter how you look at me, I just look like a high school student,\so why would you ask me to fix you?\I have trouble just getting into pachinko parlors,\yet I look like some doctor who graduated from med school to you?\You totally fell for it.\You saw my Shining Diamond, didn't you?\Crap... I got too impatient.\Which means you're the enemy. response:	This was a draw.
context: so why would you ask me to fix you?\I have trouble just getting into pachinko parlors,\yet I look like some doctor who graduated from med school to you?\You totally fell for it.\You saw my Shining Diamond, didn't you?\Crap... I got too impatient.\Which means you're the enemy.\This was a draw. response:	Th-This guy's the murderer?!
context: I have trouble just getting into pachinko parlors,\yet I look like some doctor who graduated from med school to you?\You totally fell for it.\You saw my Shining Diamond, didn't you?\Crap... I got too impatient.\Which means you're the enemy.\This was a draw.\Th-This guy's the murderer?! response:	I guess this means I've lost.
context: yet I look like some doctor who graduated from med school to you?\You totally fell for it.\You saw my Shining Diamond, didn't you?\Crap... I got too impatient.\Which means you're the enemy.\This was a draw.\Th-This guy's the murderer?!\I guess this means I've lost. response:	Yes, the one you're all looking for is me.
context: You totally fell for it.\You saw my Shining Diamond, didn't you?\Crap... I got too impatient.\Which means you're the enemy.\This was a draw.\Th-This guy's the murderer?!\I guess this means I've lost.\Yes, the one you're all looking for is me. response:	My face has been seen, my Stand has been seen,
context: You saw my Shining Diamond, didn't you?\Crap... I got too impatient.\Which means you're the enemy.\This was a draw.\Th-This guy's the murderer?!\I guess this means I've lost.\Yes, the one you're all looking for is me.\My face has been seen, my Stand has been seen, response:	and my name has been discovered.
context: Crap... I got too impatient.\Which means you're the enemy.\This was a draw.\Th-This guy's the murderer?!\I guess this means I've lost.\Yes, the one you're all looking for is me.\My face has been seen, my Stand has been seen,\and my name has been discovered. response:	It appears I won't be able to sleep peacefully anymore...
context: Which means you're the enemy.\This was a draw.\Th-This guy's the murderer?!\I guess this means I've lost.\Yes, the one you're all looking for is me.\My face has been seen, my Stand has been seen,\and my name has been discovered.\It appears I won't be able to sleep peacefully anymore... response:	But only tonight!
context: This was a draw.\Th-This guy's the murderer?!\I guess this means I've lost.\Yes, the one you're all looking for is me.\My face has been seen, my Stand has been seen,\and my name has been discovered.\It appears I won't be able to sleep peacefully anymore...\But only tonight! response:	Deadly Queen!
context: Th-This guy's the murderer?!\I guess this means I've lost.\Yes, the one you're all looking for is me.\My face has been seen, my Stand has been seen,\and my name has been discovered.\It appears I won't be able to sleep peacefully anymore...\But only tonight!\Deadly Queen! response:	What the hell are you doing?!
context: I guess this means I've lost.\Yes, the one you're all looking for is me.\My face has been seen, my Stand has been seen,\and my name has been discovered.\It appears I won't be able to sleep peacefully anymore...\But only tonight!\Deadly Queen!\What the hell are you doing?! response:	Exactly what it looks like. I cut it off.
context: Yes, the one you're all looking for is me.\My face has been seen, my Stand has been seen,\and my name has been discovered.\It appears I won't be able to sleep peacefully anymore...\But only tonight!\Deadly Queen!\What the hell are you doing?!\Exactly what it looks like. I cut it off. response:	I-It hurts... It's so painful, and I'm bleeding a lot.
context: My face has been seen, my Stand has been seen,\and my name has been discovered.\It appears I won't be able to sleep peacefully anymore...\But only tonight!\Deadly Queen!\What the hell are you doing?!\Exactly what it looks like. I cut it off.\I-It hurts... It's so painful, and I'm bleeding a lot. response:	I'm even crying.
context: and my name has been discovered.\It appears I won't be able to sleep peacefully anymore...\But only tonight!\Deadly Queen!\What the hell are you doing?!\Exactly what it looks like. I cut it off.\I-It hurts... It's so painful, and I'm bleeding a lot.\I'm even crying. response:	But winning or losing means nothing to me.
context: It appears I won't be able to sleep peacefully anymore...\But only tonight!\Deadly Queen!\What the hell are you doing?!\Exactly what it looks like. I cut it off.\I-It hurts... It's so painful, and I'm bleeding a lot.\I'm even crying.\But winning or losing means nothing to me. response:	I'm going to survive.
context: But only tonight!\Deadly Queen!\What the hell are you doing?!\Exactly what it looks like. I cut it off.\I-It hurts... It's so painful, and I'm bleeding a lot.\I'm even crying.\But winning or losing means nothing to me.\I'm going to survive. response:	I'm going to survive in peace.
context: Deadly Queen!\What the hell are you doing?!\Exactly what it looks like. I cut it off.\I-It hurts... It's so painful, and I'm bleeding a lot.\I'm even crying.\But winning or losing means nothing to me.\I'm going to survive.\I'm going to survive in peace. response:	I have to live with the fate of being unable to fight the urge to kill people,
context: What the hell are you doing?!\Exactly what it looks like. I cut it off.\I-It hurts... It's so painful, and I'm bleeding a lot.\I'm even crying.\But winning or losing means nothing to me.\I'm going to survive.\I'm going to survive in peace.\I have to live with the fate of being unable to fight the urge to kill people, response:	but I will live happily!
context: Exactly what it looks like. I cut it off.\I-It hurts... It's so painful, and I'm bleeding a lot.\I'm even crying.\But winning or losing means nothing to me.\I'm going to survive.\I'm going to survive in peace.\I have to live with the fate of being unable to fight the urge to kill people,\but I will live happily! response:	Heart Attack, you are free!
context: I-It hurts... It's so painful, and I'm bleeding a lot.\I'm even crying.\But winning or losing means nothing to me.\I'm going to survive.\I'm going to survive in peace.\I have to live with the fate of being unable to fight the urge to kill people,\but I will live happily!\Heart Attack, you are free! response:	I leave the rest to you.
context: I'm even crying.\But winning or losing means nothing to me.\I'm going to survive.\I'm going to survive in peace.\I have to live with the fate of being unable to fight the urge to kill people,\but I will live happily!\Heart Attack, you are free!\I leave the rest to you. response:	Protect me.
context: But winning or losing means nothing to me.\I'm going to survive.\I'm going to survive in peace.\I have to live with the fate of being unable to fight the urge to kill people,\but I will live happily!\Heart Attack, you are free!\I leave the rest to you.\Protect me. response:	What the hell is that wimpy-looking thing?
context: I'm going to survive.\I'm going to survive in peace.\I have to live with the fate of being unable to fight the urge to kill people,\but I will live happily!\Heart Attack, you are free!\I leave the rest to you.\Protect me.\What the hell is that wimpy-looking thing? response:	Josuke, that's a bomb Stand that goes after body heat!
context: I'm going to survive in peace.\I have to live with the fate of being unable to fight the urge to kill people,\but I will live happily!\Heart Attack, you are free!\I leave the rest to you.\Protect me.\What the hell is that wimpy-looking thing?\Josuke, that's a bomb Stand that goes after body heat! response:	And it won't break!
context: I have to live with the fate of being unable to fight the urge to kill people,\but I will live happily!\Heart Attack, you are free!\I leave the rest to you.\Protect me.\What the hell is that wimpy-looking thing?\Josuke, that's a bomb Stand that goes after body heat!\And it won't break! response:	It's going to explode in reaction to your body temperature!
context: but I will live happily!\Heart Attack, you are free!\I leave the rest to you.\Protect me.\What the hell is that wimpy-looking thing?\Josuke, that's a bomb Stand that goes after body heat!\And it won't break!\It's going to explode in reaction to your body temperature! response:	It won't break?
context: Heart Attack, you are free!\I leave the rest to you.\Protect me.\What the hell is that wimpy-looking thing?\Josuke, that's a bomb Stand that goes after body heat!\And it won't break!\It's going to explode in reaction to your body temperature!\It won't break? response:	Break?
context: I leave the rest to you.\Protect me.\What the hell is that wimpy-looking thing?\Josuke, that's a bomb Stand that goes after body heat!\And it won't break!\It's going to explode in reaction to your body temperature!\It won't break?\Break? response:	You've got it backwards. I fixed it.
context: Protect me.\What the hell is that wimpy-looking thing?\Josuke, that's a bomb Stand that goes after body heat!\And it won't break!\It's going to explode in reaction to your body temperature!\It won't break?\Break?\You've got it backwards. I fixed it. response:	If that guy left it behind...
context: What the hell is that wimpy-looking thing?\Josuke, that's a bomb Stand that goes after body heat!\And it won't break!\It's going to explode in reaction to your body temperature!\It won't break?\Break?\You've got it backwards. I fixed it.\If that guy left it behind... response:	This is a pretty gross idea, but that hand is heading toward the murderer.
context: Josuke, that's a bomb Stand that goes after body heat!\And it won't break!\It's going to explode in reaction to your body temperature!\It won't break?\Break?\You've got it backwards. I fixed it.\If that guy left it behind...\This is a pretty gross idea, but that hand is heading toward the murderer. response:	Let's go after it!
context: And it won't break!\It's going to explode in reaction to your body temperature!\It won't break?\Break?\You've got it backwards. I fixed it.\If that guy left it behind...\This is a pretty gross idea, but that hand is heading toward the murderer.\Let's go after it! response:	Yeah!
context: It's going to explode in reaction to your body temperature!\It won't break?\Break?\You've got it backwards. I fixed it.\If that guy left it behind...\This is a pretty gross idea, but that hand is heading toward the murderer.\Let's go after it!\Yeah! response:	You're not getting away that easily, dumbass!
context: It won't break?\Break?\You've got it backwards. I fixed it.\If that guy left it behind...\This is a pretty gross idea, but that hand is heading toward the murderer.\Let's go after it!\Yeah!\You're not getting away that easily, dumbass! response:	H-Hey, look at that...
context: Break?\You've got it backwards. I fixed it.\If that guy left it behind...\This is a pretty gross idea, but that hand is heading toward the murderer.\Let's go after it!\Yeah!\You're not getting away that easily, dumbass!\H-Hey, look at that... response:	Now I'll be able to sleep peacefully...
context: You've got it backwards. I fixed it.\If that guy left it behind...\This is a pretty gross idea, but that hand is heading toward the murderer.\Let's go after it!\Yeah!\You're not getting away that easily, dumbass!\H-Hey, look at that...\Now I'll be able to sleep peacefully... response:	K-Kira? Why is your face all bloody?
context: If that guy left it behind...\This is a pretty gross idea, but that hand is heading toward the murderer.\Let's go after it!\Yeah!\You're not getting away that easily, dumbass!\H-Hey, look at that...\Now I'll be able to sleep peacefully...\K-Kira? Why is your face all bloody? response:	Hello, everyone. Is it already time to head home?
context: This is a pretty gross idea, but that hand is heading toward the murderer.\Let's go after it!\Yeah!\You're not getting away that easily, dumbass!\H-Hey, look at that...\Now I'll be able to sleep peacefully...\K-Kira? Why is your face all bloody?\Hello, everyone. Is it already time to head home? response:	I'm in a hurry, so I'll be seeing you.
context: Let's go after it!\Yeah!\You're not getting away that easily, dumbass!\H-Hey, look at that...\Now I'll be able to sleep peacefully...\K-Kira? Why is your face all bloody?\Hello, everyone. Is it already time to head home?\I'm in a hurry, so I'll be seeing you. response:	The murderer's name is Yoshikage Kira.
context: Yeah!\You're not getting away that easily, dumbass!\H-Hey, look at that...\Now I'll be able to sleep peacefully...\K-Kira? Why is your face all bloody?\Hello, everyone. Is it already time to head home?\I'm in a hurry, so I'll be seeing you.\The murderer's name is Yoshikage Kira. response:	His address is Morioh Kotodai 1-128.
context: You're not getting away that easily, dumbass!\H-Hey, look at that...\Now I'll be able to sleep peacefully...\K-Kira? Why is your face all bloody?\Hello, everyone. Is it already time to head home?\I'm in a hurry, so I'll be seeing you.\The murderer's name is Yoshikage Kira.\His address is Morioh Kotodai 1-128. response:	He's 33 years old.
context: H-Hey, look at that...\Now I'll be able to sleep peacefully...\K-Kira? Why is your face all bloody?\Hello, everyone. Is it already time to head home?\I'm in a hurry, so I'll be seeing you.\The murderer's name is Yoshikage Kira.\His address is Morioh Kotodai 1-128.\He's 33 years old. response:	His Stand is a short-ranged bomb Stand, Deadly Queen!
context: Now I'll be able to sleep peacefully...\K-Kira? Why is your face all bloody?\Hello, everyone. Is it already time to head home?\I'm in a hurry, so I'll be seeing you.\The murderer's name is Yoshikage Kira.\His address is Morioh Kotodai 1-128.\He's 33 years old.\His Stand is a short-ranged bomb Stand, Deadly Queen! response:	Hey, where is that guy headed?
context: K-Kira? Why is your face all bloody?\Hello, everyone. Is it already time to head home?\I'm in a hurry, so I'll be seeing you.\The murderer's name is Yoshikage Kira.\His address is Morioh Kotodai 1-128.\He's 33 years old.\His Stand is a short-ranged bomb Stand, Deadly Queen!\Hey, where is that guy headed? response:	It doesn't matter where he's headed. He's finished!
context: Hello, everyone. Is it already time to head home?\I'm in a hurry, so I'll be seeing you.\The murderer's name is Yoshikage Kira.\His address is Morioh Kotodai 1-128.\He's 33 years old.\His Stand is a short-ranged bomb Stand, Deadly Queen!\Hey, where is that guy headed?\It doesn't matter where he's headed. He's finished! response:	He's in this building.
context: I'm in a hurry, so I'll be seeing you.\The murderer's name is Yoshikage Kira.\His address is Morioh Kotodai 1-128.\He's 33 years old.\His Stand is a short-ranged bomb Stand, Deadly Queen!\Hey, where is that guy headed?\It doesn't matter where he's headed. He's finished!\He's in this building. response:	Hey, wait... This is...
context: The murderer's name is Yoshikage Kira.\His address is Morioh Kotodai 1-128.\He's 33 years old.\His Stand is a short-ranged bomb Stand, Deadly Queen!\Hey, where is that guy headed?\It doesn't matter where he's headed. He's finished!\He's in this building.\Hey, wait... This is... response:	Salon Cinderella!
context: His address is Morioh Kotodai 1-128.\He's 33 years old.\His Stand is a short-ranged bomb Stand, Deadly Queen!\Hey, where is that guy headed?\It doesn't matter where he's headed. He's finished!\He's in this building.\Hey, wait... This is...\Salon Cinderella! response:	What's he doing here?!
context: He's 33 years old.\His Stand is a short-ranged bomb Stand, Deadly Queen!\Hey, where is that guy headed?\It doesn't matter where he's headed. He's finished!\He's in this building.\Hey, wait... This is...\Salon Cinderella!\What's he doing here?! response:	A-Aya! Are you here?
context: His Stand is a short-ranged bomb Stand, Deadly Queen!\Hey, where is that guy headed?\It doesn't matter where he's headed. He's finished!\He's in this building.\Hey, wait... This is...\Salon Cinderella!\What's he doing here?!\A-Aya! Are you here? response:	Dr. Aya Tsuji!
context: Hey, where is that guy headed?\It doesn't matter where he's headed. He's finished!\He's in this building.\Hey, wait... This is...\Salon Cinderella!\What's he doing here?!\A-Aya! Are you here?\Dr. Aya Tsuji! response:	A-Aya's...
context: It doesn't matter where he's headed. He's finished!\He's in this building.\Hey, wait... This is...\Salon Cinderella!\What's he doing here?!\A-Aya! Are you here?\Dr. Aya Tsuji!\A-Aya's... response:	Aya's...
context: He's in this building.\Hey, wait... This is...\Salon Cinderella!\What's he doing here?!\A-Aya! Are you here?\Dr. Aya Tsuji!\A-Aya's...\Aya's... response:	What is this? What the hell is this?!
context: Hey, wait... This is...\Salon Cinderella!\What's he doing here?!\A-Aya! Are you here?\Dr. Aya Tsuji!\A-Aya's...\Aya's...\What is this? What the hell is this?! response:	He's dead... Why is Yoshikage Kira dead?
context: Salon Cinderella!\What's he doing here?!\A-Aya! Are you here?\Dr. Aya Tsuji!\A-Aya's...\Aya's...\What is this? What the hell is this?!\He's dead... Why is Yoshikage Kira dead? response:	Aya!
context: What's he doing here?!\A-Aya! Are you here?\Dr. Aya Tsuji!\A-Aya's...\Aya's...\What is this? What the hell is this?!\He's dead... Why is Yoshikage Kira dead?\Aya! response:	Th-This is...
context: A-Aya! Are you here?\Dr. Aya Tsuji!\A-Aya's...\Aya's...\What is this? What the hell is this?!\He's dead... Why is Yoshikage Kira dead?\Aya!\Th-This is... response:	What the hell happened?
context: Dr. Aya Tsuji!\A-Aya's...\Aya's...\What is this? What the hell is this?!\He's dead... Why is Yoshikage Kira dead?\Aya!\Th-This is...\What the hell happened? response:	Wait! That man isn't Yoshikage Kira! He has his left hand!
context: A-Aya's...\Aya's...\What is this? What the hell is this?!\He's dead... Why is Yoshikage Kira dead?\Aya!\Th-This is...\What the hell happened?\Wait! That man isn't Yoshikage Kira! He has his left hand! response:	Huh?
context: Aya's...\What is this? What the hell is this?!\He's dead... Why is Yoshikage Kira dead?\Aya!\Th-This is...\What the hell happened?\Wait! That man isn't Yoshikage Kira! He has his left hand!\Huh? response:	He d-doesn't have a face!
context: What is this? What the hell is this?!\He's dead... Why is Yoshikage Kira dead?\Aya!\Th-This is...\What the hell happened?\Wait! That man isn't Yoshikage Kira! He has his left hand!\Huh?\He d-doesn't have a face! response:	What?!
context: He's dead... Why is Yoshikage Kira dead?\Aya!\Th-This is...\What the hell happened?\Wait! That man isn't Yoshikage Kira! He has his left hand!\Huh?\He d-doesn't have a face!\What?! response:	He's missing his fingerprints on his right hand, too. Who is this guy?
context: Aya!\Th-This is...\What the hell happened?\Wait! That man isn't Yoshikage Kira! He has his left hand!\Huh?\He d-doesn't have a face!\What?!\He's missing his fingerprints on his right hand, too. Who is this guy? response:	Guy...
context: Th-This is...\What the hell happened?\Wait! That man isn't Yoshikage Kira! He has his left hand!\Huh?\He d-doesn't have a face!\What?!\He's missing his fingerprints on his right hand, too. Who is this guy?\Guy... response:	He's wearing the same suit...
context: What the hell happened?\Wait! That man isn't Yoshikage Kira! He has his left hand!\Huh?\He d-doesn't have a face!\What?!\He's missing his fingerprints on his right hand, too. Who is this guy?\Guy...\He's wearing the same suit... response:	He brought in that guy, and killed him in front of me.
context: Wait! That man isn't Yoshikage Kira! He has his left hand!\Huh?\He d-doesn't have a face!\What?!\He's missing his fingerprints on his right hand, too. Who is this guy?\Guy...\He's wearing the same suit...\He brought in that guy, and killed him in front of me. response:	He's too terrifying...
context: Huh?\He d-doesn't have a face!\What?!\He's missing his fingerprints on his right hand, too. Who is this guy?\Guy...\He's wearing the same suit...\He brought in that guy, and killed him in front of me.\He's too terrifying... response:	He made me switch his face using Cinderella.
context: He d-doesn't have a face!\What?!\He's missing his fingerprints on his right hand, too. Who is this guy?\Guy...\He's wearing the same suit...\He brought in that guy, and killed him in front of me.\He's too terrifying...\He made me switch his face using Cinderella. response:	And his hair and fingerprints, by force...
context: What?!\He's missing his fingerprints on his right hand, too. Who is this guy?\Guy...\He's wearing the same suit...\He brought in that guy, and killed him in front of me.\He's too terrifying...\He made me switch his face using Cinderella.\And his hair and fingerprints, by force... response:	So he's someone else now?
context: He's missing his fingerprints on his right hand, too. Who is this guy?\Guy...\He's wearing the same suit...\He brought in that guy, and killed him in front of me.\He's too terrifying...\He made me switch his face using Cinderella.\And his hair and fingerprints, by force...\So he's someone else now? response:	Yes...
