context: Kiss Him, Not Me response:	Let The Shipping Wars Begin!
context: That Princess Mitsu was pretty cute, too.\She was courageous, wasn't she?\Yeah! And the way she acts just a bit cold just adds to her charm!\She's probably going to end up with the lord by the end.\The lord has Akane-chan.\R-Right.\Shinomiya, you idiot!\Ah! Akane! Akane was good, too! His loyalty is something else! response:	Right?
context: She was courageous, wasn't she?\Yeah! And the way she acts just a bit cold just adds to her charm!\She's probably going to end up with the lord by the end.\The lord has Akane-chan.\R-Right.\Shinomiya, you idiot!\Ah! Akane! Akane was good, too! His loyalty is something else!\Right? response:	Th-The lord really treasures him, too.
context: Yeah! And the way she acts just a bit cold just adds to her charm!\She's probably going to end up with the lord by the end.\The lord has Akane-chan.\R-Right.\Shinomiya, you idiot!\Ah! Akane! Akane was good, too! His loyalty is something else!\Right?\Th-The lord really treasures him, too. response:	Right?!
context: She's probably going to end up with the lord by the end.\The lord has Akane-chan.\R-Right.\Shinomiya, you idiot!\Ah! Akane! Akane was good, too! His loyalty is something else!\Right?\Th-The lord really treasures him, too.\Right?! response:	I googled it, and it looks like that pair is the most popular.
context: The lord has Akane-chan.\R-Right.\Shinomiya, you idiot!\Ah! Akane! Akane was good, too! His loyalty is something else!\Right?\Th-The lord really treasures him, too.\Right?!\I googled it, and it looks like that pair is the most popular. response:	Yup. You mean Akane x Lord, right?
context: R-Right.\Shinomiya, you idiot!\Ah! Akane! Akane was good, too! His loyalty is something else!\Right?\Th-The lord really treasures him, too.\Right?!\I googled it, and it looks like that pair is the most popular.\Yup. You mean Akane x Lord, right? response:	Yup. You mean Lord x Akane, right?
context: Shinomiya, you idiot!\Ah! Akane! Akane was good, too! His loyalty is something else!\Right?\Th-The lord really treasures him, too.\Right?!\I googled it, and it looks like that pair is the most popular.\Yup. You mean Akane x Lord, right?\Yup. You mean Lord x Akane, right? response:	You're still going on about that crap, Senpai?
context: Ah! Akane! Akane was good, too! His loyalty is something else!\Right?\Th-The lord really treasures him, too.\Right?!\I googled it, and it looks like that pair is the most popular.\Yup. You mean Akane x Lord, right?\Yup. You mean Lord x Akane, right?\You're still going on about that crap, Senpai? response:	Everyone follows Akane x Lord. There is no other option!
context: Right?\Th-The lord really treasures him, too.\Right?!\I googled it, and it looks like that pair is the most popular.\Yup. You mean Akane x Lord, right?\Yup. You mean Lord x Akane, right?\You're still going on about that crap, Senpai?\Everyone follows Akane x Lord. There is no other option! response:	That's what I want to say to you. Lord x Akane is official. It's the truth.
context: Th-The lord really treasures him, too.\Right?!\I googled it, and it looks like that pair is the most popular.\Yup. You mean Akane x Lord, right?\Yup. You mean Lord x Akane, right?\You're still going on about that crap, Senpai?\Everyone follows Akane x Lord. There is no other option!\That's what I want to say to you. Lord x Akane is official. It's the truth. response:	Are you an idiot?! Is your mouth to blame?! Huh?!
context: Right?!\I googled it, and it looks like that pair is the most popular.\Yup. You mean Akane x Lord, right?\Yup. You mean Lord x Akane, right?\You're still going on about that crap, Senpai?\Everyone follows Akane x Lord. There is no other option!\That's what I want to say to you. Lord x Akane is official. It's the truth.\Are you an idiot?! Is your mouth to blame?! Huh?! response:	I'm sowwy.
context: I googled it, and it looks like that pair is the most popular.\Yup. You mean Akane x Lord, right?\Yup. You mean Lord x Akane, right?\You're still going on about that crap, Senpai?\Everyone follows Akane x Lord. There is no other option!\That's what I want to say to you. Lord x Akane is official. It's the truth.\Are you an idiot?! Is your mouth to blame?! Huh?!\I'm sowwy. response:	It's time to get to the bottom of this!
context: Yup. You mean Akane x Lord, right?\Yup. You mean Lord x Akane, right?\You're still going on about that crap, Senpai?\Everyone follows Akane x Lord. There is no other option!\That's what I want to say to you. Lord x Akane is official. It's the truth.\Are you an idiot?! Is your mouth to blame?! Huh?!\I'm sowwy.\It's time to get to the bottom of this! response:	Let's duel!
context: Yup. You mean Lord x Akane, right?\You're still going on about that crap, Senpai?\Everyone follows Akane x Lord. There is no other option!\That's what I want to say to you. Lord x Akane is official. It's the truth.\Are you an idiot?! Is your mouth to blame?! Huh?!\I'm sowwy.\It's time to get to the bottom of this!\Let's duel! response:	We'll post fanfiction we write based on Kachu Rabu to the same site!
context: You're still going on about that crap, Senpai?\Everyone follows Akane x Lord. There is no other option!\That's what I want to say to you. Lord x Akane is official. It's the truth.\Are you an idiot?! Is your mouth to blame?! Huh?!\I'm sowwy.\It's time to get to the bottom of this!\Let's duel!\We'll post fanfiction we write based on Kachu Rabu to the same site! response:	The one with more hits is the one we'll accept as the true pairing!
context: Everyone follows Akane x Lord. There is no other option!\That's what I want to say to you. Lord x Akane is official. It's the truth.\Are you an idiot?! Is your mouth to blame?! Huh?!\I'm sowwy.\It's time to get to the bottom of this!\Let's duel!\We'll post fanfiction we write based on Kachu Rabu to the same site!\The one with more hits is the one we'll accept as the true pairing! response:	Sound good?!
context: That's what I want to say to you. Lord x Akane is official. It's the truth.\Are you an idiot?! Is your mouth to blame?! Huh?!\I'm sowwy.\It's time to get to the bottom of this!\Let's duel!\We'll post fanfiction we write based on Kachu Rabu to the same site!\The one with more hits is the one we'll accept as the true pairing!\Sound good?! response:	I couldn't ask for more!
context: Are you an idiot?! Is your mouth to blame?! Huh?!\I'm sowwy.\It's time to get to the bottom of this!\Let's duel!\We'll post fanfiction we write based on Kachu Rabu to the same site!\The one with more hits is the one we'll accept as the true pairing!\Sound good?!\I couldn't ask for more! response:	The format will be a short story!
context: I'm sowwy.\It's time to get to the bottom of this!\Let's duel!\We'll post fanfiction we write based on Kachu Rabu to the same site!\The one with more hits is the one we'll accept as the true pairing!\Sound good?!\I couldn't ask for more!\The format will be a short story! response:	We'll both upload our work next week, Sunday at midnight!
context: It's time to get to the bottom of this!\Let's duel!\We'll post fanfiction we write based on Kachu Rabu to the same site!\The one with more hits is the one we'll accept as the true pairing!\Sound good?!\I couldn't ask for more!\The format will be a short story!\We'll both upload our work next week, Sunday at midnight! response:	You're on!
context: Let's duel!\We'll post fanfiction we write based on Kachu Rabu to the same site!\The one with more hits is the one we'll accept as the true pairing!\Sound good?!\I couldn't ask for more!\The format will be a short story!\We'll both upload our work next week, Sunday at midnight!\You're on! response:	This is getting worse and worse.
context: We'll post fanfiction we write based on Kachu Rabu to the same site!\The one with more hits is the one we'll accept as the true pairing!\Sound good?!\I couldn't ask for more!\The format will be a short story!\We'll both upload our work next week, Sunday at midnight!\You're on!\This is getting worse and worse. response:	Thank you for coming.
context: The one with more hits is the one we'll accept as the true pairing!\Sound good?!\I couldn't ask for more!\The format will be a short story!\We'll both upload our work next week, Sunday at midnight!\You're on!\This is getting worse and worse.\Thank you for coming. response:	Nishina.
context: Sound good?!\I couldn't ask for more!\The format will be a short story!\We'll both upload our work next week, Sunday at midnight!\You're on!\This is getting worse and worse.\Thank you for coming.\Nishina. response:	You're serious about this?
context: I couldn't ask for more!\The format will be a short story!\We'll both upload our work next week, Sunday at midnight!\You're on!\This is getting worse and worse.\Thank you for coming.\Nishina.\You're serious about this? response:	Of course. I've no intention of backing down.
context: The format will be a short story!\We'll both upload our work next week, Sunday at midnight!\You're on!\This is getting worse and worse.\Thank you for coming.\Nishina.\You're serious about this?\Of course. I've no intention of backing down. response:	I'll show her what side justice is on!
context: We'll both upload our work next week, Sunday at midnight!\You're on!\This is getting worse and worse.\Thank you for coming.\Nishina.\You're serious about this?\Of course. I've no intention of backing down.\I'll show her what side justice is on! response:	Justice?
context: You're on!\This is getting worse and worse.\Thank you for coming.\Nishina.\You're serious about this?\Of course. I've no intention of backing down.\I'll show her what side justice is on!\Justice? response:	But, what about after that?
context: This is getting worse and worse.\Thank you for coming.\Nishina.\You're serious about this?\Of course. I've no intention of backing down.\I'll show her what side justice is on!\Justice?\But, what about after that? response:	You might never be friends again.
context: Thank you for coming.\Nishina.\You're serious about this?\Of course. I've no intention of backing down.\I'll show her what side justice is on!\Justice?\But, what about after that?\You might never be friends again. response:	Are you prepared for that?
context: Nishina.\You're serious about this?\Of course. I've no intention of backing down.\I'll show her what side justice is on!\Justice?\But, what about after that?\You might never be friends again.\Are you prepared for that? response:	That's...
context: You're serious about this?\Of course. I've no intention of backing down.\I'll show her what side justice is on!\Justice?\But, what about after that?\You might never be friends again.\Are you prepared for that?\That's... response:	Well, it's pretty convenient for me, anyway.
context: Of course. I've no intention of backing down.\I'll show her what side justice is on!\Justice?\But, what about after that?\You might never be friends again.\Are you prepared for that?\That's...\Well, it's pretty convenient for me, anyway. response:	One less person to get in the way.
context: I'll show her what side justice is on!\Justice?\But, what about after that?\You might never be friends again.\Are you prepared for that?\That's...\Well, it's pretty convenient for me, anyway.\One less person to get in the way. response:	You should always have conviction, after all.
context: Justice?\But, what about after that?\You might never be friends again.\Are you prepared for that?\That's...\Well, it's pretty convenient for me, anyway.\One less person to get in the way.\You should always have conviction, after all. response:	Good luck.
context: But, what about after that?\You might never be friends again.\Are you prepared for that?\That's...\Well, it's pretty convenient for me, anyway.\One less person to get in the way.\You should always have conviction, after all.\Good luck. response:	Go to hell, Igarashi!
context: You might never be friends again.\Are you prepared for that?\That's...\Well, it's pretty convenient for me, anyway.\One less person to get in the way.\You should always have conviction, after all.\Good luck.\Go to hell, Igarashi! response:	I've told you over and over, don't forget the senpai!
context: Are you prepared for that?\That's...\Well, it's pretty convenient for me, anyway.\One less person to get in the way.\You should always have conviction, after all.\Good luck.\Go to hell, Igarashi!\I've told you over and over, don't forget the senpai! response:	Kiss Him, Not Me
context: That's...\Well, it's pretty convenient for me, anyway.\One less person to get in the way.\You should always have conviction, after all.\Good luck.\Go to hell, Igarashi!\I've told you over and over, don't forget the senpai!\Kiss Him, Not Me response:	Lord x Akane
context: Well, it's pretty convenient for me, anyway.\One less person to get in the way.\You should always have conviction, after all.\Good luck.\Go to hell, Igarashi!\I've told you over and over, don't forget the senpai!\Kiss Him, Not Me\Lord x Akane response:	Akane x Lord
context: One less person to get in the way.\You should always have conviction, after all.\Good luck.\Go to hell, Igarashi!\I've told you over and over, don't forget the senpai!\Kiss Him, Not Me\Lord x Akane\Akane x Lord response:	Kiss Him, Not Me
context: You should always have conviction, after all.\Good luck.\Go to hell, Igarashi!\I've told you over and over, don't forget the senpai!\Kiss Him, Not Me\Lord x Akane\Akane x Lord\Kiss Him, Not Me response:	I like things that are beautiful.
context: Good luck.\Go to hell, Igarashi!\I've told you over and over, don't forget the senpai!\Kiss Him, Not Me\Lord x Akane\Akane x Lord\Kiss Him, Not Me\I like things that are beautiful. response:	I liked looking at beautiful things,
context: Go to hell, Igarashi!\I've told you over and over, don't forget the senpai!\Kiss Him, Not Me\Lord x Akane\Akane x Lord\Kiss Him, Not Me\I like things that are beautiful.\I liked looking at beautiful things, response:	then drawing them or making them.
context: I've told you over and over, don't forget the senpai!\Kiss Him, Not Me\Lord x Akane\Akane x Lord\Kiss Him, Not Me\I like things that are beautiful.\I liked looking at beautiful things,\then drawing them or making them. response:	But...
context: Kiss Him, Not Me\Lord x Akane\Akane x Lord\Kiss Him, Not Me\I like things that are beautiful.\I liked looking at beautiful things,\then drawing them or making them.\But... response:	How lovely.
context: Lord x Akane\Akane x Lord\Kiss Him, Not Me\I like things that are beautiful.\I liked looking at beautiful things,\then drawing them or making them.\But...\How lovely. response:	Nothing less from the daughter of the Nishina family.
context: Akane x Lord\Kiss Him, Not Me\I like things that are beautiful.\I liked looking at beautiful things,\then drawing them or making them.\But...\How lovely.\Nothing less from the daughter of the Nishina family. response:	Give your father my regards.
context: Kiss Him, Not Me\I like things that are beautiful.\I liked looking at beautiful things,\then drawing them or making them.\But...\How lovely.\Nothing less from the daughter of the Nishina family.\Give your father my regards. response:	She's the young lady from the Nishina Group, right?
context: I like things that are beautiful.\I liked looking at beautiful things,\then drawing them or making them.\But...\How lovely.\Nothing less from the daughter of the Nishina family.\Give your father my regards.\She's the young lady from the Nishina Group, right? response:	She's from a different world.
context: I liked looking at beautiful things,\then drawing them or making them.\But...\How lovely.\Nothing less from the daughter of the Nishina family.\Give your father my regards.\She's the young lady from the Nishina Group, right?\She's from a different world. response:	Winner
context: then drawing them or making them.\But...\How lovely.\Nothing less from the daughter of the Nishina family.\Give your father my regards.\She's the young lady from the Nishina Group, right?\She's from a different world.\Winner response:	First-Year Nishina Shima
context: But...\How lovely.\Nothing less from the daughter of the Nishina family.\Give your father my regards.\She's the young lady from the Nishina Group, right?\She's from a different world.\Winner\First-Year Nishina Shima response:	It's good, but it's pretty normal.
context: How lovely.\Nothing less from the daughter of the Nishina family.\Give your father my regards.\She's the young lady from the Nishina Group, right?\She's from a different world.\Winner\First-Year Nishina Shima\It's good, but it's pretty normal. response:	But, it's probably her family...
context: Nothing less from the daughter of the Nishina family.\Give your father my regards.\She's the young lady from the Nishina Group, right?\She's from a different world.\Winner\First-Year Nishina Shima\It's good, but it's pretty normal.\But, it's probably her family... response:	I hear her family gives lots of donations to our school.
context: Give your father my regards.\She's the young lady from the Nishina Group, right?\She's from a different world.\Winner\First-Year Nishina Shima\It's good, but it's pretty normal.\But, it's probably her family...\I hear her family gives lots of donations to our school. response:	Oh, so that's what this is all about.
context: She's the young lady from the Nishina Group, right?\She's from a different world.\Winner\First-Year Nishina Shima\It's good, but it's pretty normal.\But, it's probably her family...\I hear her family gives lots of donations to our school.\Oh, so that's what this is all about. response:	None of them are beautiful!
context: She's from a different world.\Winner\First-Year Nishina Shima\It's good, but it's pretty normal.\But, it's probably her family...\I hear her family gives lots of donations to our school.\Oh, so that's what this is all about.\None of them are beautiful! response:	But, the way I keep losing isn't beautiful, either!
context: Winner\First-Year Nishina Shima\It's good, but it's pretty normal.\But, it's probably her family...\I hear her family gives lots of donations to our school.\Oh, so that's what this is all about.\None of them are beautiful!\But, the way I keep losing isn't beautiful, either! response:	In that case...
context: First-Year Nishina Shima\It's good, but it's pretty normal.\But, it's probably her family...\I hear her family gives lots of donations to our school.\Oh, so that's what this is all about.\None of them are beautiful!\But, the way I keep losing isn't beautiful, either!\In that case... response:	Oh, no.
context: It's good, but it's pretty normal.\But, it's probably her family...\I hear her family gives lots of donations to our school.\Oh, so that's what this is all about.\None of them are beautiful!\But, the way I keep losing isn't beautiful, either!\In that case...\Oh, no. response:	Just a little more.
context: But, it's probably her family...\I hear her family gives lots of donations to our school.\Oh, so that's what this is all about.\None of them are beautiful!\But, the way I keep losing isn't beautiful, either!\In that case...\Oh, no.\Just a little more. response:	I paved my own way to my place in the world,
context: I hear her family gives lots of donations to our school.\Oh, so that's what this is all about.\None of them are beautiful!\But, the way I keep losing isn't beautiful, either!\In that case...\Oh, no.\Just a little more.\I paved my own way to my place in the world, response:	so I can't lose this fight!
context: Oh, so that's what this is all about.\None of them are beautiful!\But, the way I keep losing isn't beautiful, either!\In that case...\Oh, no.\Just a little more.\I paved my own way to my place in the world,\so I can't lose this fight! response:	Cafeteria
context: None of them are beautiful!\But, the way I keep losing isn't beautiful, either!\In that case...\Oh, no.\Just a little more.\I paved my own way to my place in the world,\so I can't lose this fight!\Cafeteria response:	A few days later
context: But, the way I keep losing isn't beautiful, either!\In that case...\Oh, no.\Just a little more.\I paved my own way to my place in the world,\so I can't lose this fight!\Cafeteria\A few days later response:	S-Scary!
context: In that case...\Oh, no.\Just a little more.\I paved my own way to my place in the world,\so I can't lose this fight!\Cafeteria\A few days later\S-Scary! response:	Are you getting enough sleep, Serinuma-san?
context: Oh, no.\Just a little more.\I paved my own way to my place in the world,\so I can't lose this fight!\Cafeteria\A few days later\S-Scary!\Are you getting enough sleep, Serinuma-san? response:	I'm so worried about my fanfiction.
context: Just a little more.\I paved my own way to my place in the world,\so I can't lose this fight!\Cafeteria\A few days later\S-Scary!\Are you getting enough sleep, Serinuma-san?\I'm so worried about my fanfiction. response:	I've thought about it too much.
context: I paved my own way to my place in the world,\so I can't lose this fight!\Cafeteria\A few days later\S-Scary!\Are you getting enough sleep, Serinuma-san?\I'm so worried about my fanfiction.\I've thought about it too much. response:	I can't tell if it's good or not anymore.
context: so I can't lose this fight!\Cafeteria\A few days later\S-Scary!\Are you getting enough sleep, Serinuma-san?\I'm so worried about my fanfiction.\I've thought about it too much.\I can't tell if it's good or not anymore. response:	Could you read it for me?
context: Cafeteria\A few days later\S-Scary!\Are you getting enough sleep, Serinuma-san?\I'm so worried about my fanfiction.\I've thought about it too much.\I can't tell if it's good or not anymore.\Could you read it for me? response:	Sure.
context: A few days later\S-Scary!\Are you getting enough sleep, Serinuma-san?\I'm so worried about my fanfiction.\I've thought about it too much.\I can't tell if it's good or not anymore.\Could you read it for me?\Sure. response:	Yup. It's interesting.
context: S-Scary!\Are you getting enough sleep, Serinuma-san?\I'm so worried about my fanfiction.\I've thought about it too much.\I can't tell if it's good or not anymore.\Could you read it for me?\Sure.\Yup. It's interesting. response:	The concept's good, and you've got a good grasp of it.
context: Are you getting enough sleep, Serinuma-san?\I'm so worried about my fanfiction.\I've thought about it too much.\I can't tell if it's good or not anymore.\Could you read it for me?\Sure.\Yup. It's interesting.\The concept's good, and you've got a good grasp of it. response:	Really?
context: I'm so worried about my fanfiction.\I've thought about it too much.\I can't tell if it's good or not anymore.\Could you read it for me?\Sure.\Yup. It's interesting.\The concept's good, and you've got a good grasp of it.\Really? response:	But, for now,
context: I've thought about it too much.\I can't tell if it's good or not anymore.\Could you read it for me?\Sure.\Yup. It's interesting.\The concept's good, and you've got a good grasp of it.\Really?\But, for now, response:	I think you should make it clear whether it's first person or third person.
context: I can't tell if it's good or not anymore.\Could you read it for me?\Sure.\Yup. It's interesting.\The concept's good, and you've got a good grasp of it.\Really?\But, for now,\I think you should make it clear whether it's first person or third person. response:	Huh?
context: Could you read it for me?\Sure.\Yup. It's interesting.\The concept's good, and you've got a good grasp of it.\Really?\But, for now,\I think you should make it clear whether it's first person or third person.\Huh? response:	You're right!
context: Sure.\Yup. It's interesting.\The concept's good, and you've got a good grasp of it.\Really?\But, for now,\I think you should make it clear whether it's first person or third person.\Huh?\You're right! response:	Also, it's not very clear who's saying what line.
context: Yup. It's interesting.\The concept's good, and you've got a good grasp of it.\Really?\But, for now,\I think you should make it clear whether it's first person or third person.\Huh?\You're right!\Also, it's not very clear who's saying what line. response:	He's telling her things an elementary school kid learns about writing.
context: The concept's good, and you've got a good grasp of it.\Really?\But, for now,\I think you should make it clear whether it's first person or third person.\Huh?\You're right!\Also, it's not very clear who's saying what line.\He's telling her things an elementary school kid learns about writing. response:	Is she going to be okay?
context: Really?\But, for now,\I think you should make it clear whether it's first person or third person.\Huh?\You're right!\Also, it's not very clear who's saying what line.\He's telling her things an elementary school kid learns about writing.\Is she going to be okay? response:	Huh? Why should I?
context: But, for now,\I think you should make it clear whether it's first person or third person.\Huh?\You're right!\Also, it's not very clear who's saying what line.\He's telling her things an elementary school kid learns about writing.\Is she going to be okay?\Huh? Why should I? response:	Serinuma-senpai is having a really hard time with it.
context: I think you should make it clear whether it's first person or third person.\Huh?\You're right!\Also, it's not very clear who's saying what line.\He's telling her things an elementary school kid learns about writing.\Is she going to be okay?\Huh? Why should I?\Serinuma-senpai is having a really hard time with it. response:	I can't stand to see her like that.
context: Huh?\You're right!\Also, it's not very clear who's saying what line.\He's telling her things an elementary school kid learns about writing.\Is she going to be okay?\Huh? Why should I?\Serinuma-senpai is having a really hard time with it.\I can't stand to see her like that. response:	Plus, you have experience in making books.
context: You're right!\Also, it's not very clear who's saying what line.\He's telling her things an elementary school kid learns about writing.\Is she going to be okay?\Huh? Why should I?\Serinuma-senpai is having a really hard time with it.\I can't stand to see her like that.\Plus, you have experience in making books. response:	The skill gap is too big.
context: Also, it's not very clear who's saying what line.\He's telling her things an elementary school kid learns about writing.\Is she going to be okay?\Huh? Why should I?\Serinuma-senpai is having a really hard time with it.\I can't stand to see her like that.\Plus, you have experience in making books.\The skill gap is too big. response:	Why not just quit? This is all a waste of time.
context: He's telling her things an elementary school kid learns about writing.\Is she going to be okay?\Huh? Why should I?\Serinuma-senpai is having a really hard time with it.\I can't stand to see her like that.\Plus, you have experience in making books.\The skill gap is too big.\Why not just quit? This is all a waste of time. response:	A waste of time?
context: Is she going to be okay?\Huh? Why should I?\Serinuma-senpai is having a really hard time with it.\I can't stand to see her like that.\Plus, you have experience in making books.\The skill gap is too big.\Why not just quit? This is all a waste of time.\A waste of time? response:	It's just point
context: Huh? Why should I?\Serinuma-senpai is having a really hard time with it.\I can't stand to see her like that.\Plus, you have experience in making books.\The skill gap is too big.\Why not just quit? This is all a waste of time.\A waste of time?\It's just point response:	This is a battle between souls.
context: Serinuma-senpai is having a really hard time with it.\I can't stand to see her like that.\Plus, you have experience in making books.\The skill gap is too big.\Why not just quit? This is all a waste of time.\A waste of time?\It's just point\This is a battle between souls. response:	Akane is not beautiful as a catcher.
context: I can't stand to see her like that.\Plus, you have experience in making books.\The skill gap is too big.\Why not just quit? This is all a waste of time.\A waste of time?\It's just point\This is a battle between souls.\Akane is not beautiful as a catcher. response:	That is what my soul is crying out!
context: Plus, you have experience in making books.\The skill gap is too big.\Why not just quit? This is all a waste of time.\A waste of time?\It's just point\This is a battle between souls.\Akane is not beautiful as a catcher.\That is what my soul is crying out! response:	So I will never back down!
context: The skill gap is too big.\Why not just quit? This is all a waste of time.\A waste of time?\It's just point\This is a battle between souls.\Akane is not beautiful as a catcher.\That is what my soul is crying out!\So I will never back down! response:	If you don't understand what's going on, then just shut up, little kitten.
context: Why not just quit? This is all a waste of time.\A waste of time?\It's just point\This is a battle between souls.\Akane is not beautiful as a catcher.\That is what my soul is crying out!\So I will never back down!\If you don't understand what's going on, then just shut up, little kitten. response:	What's happening?
context: A waste of time?\It's just point\This is a battle between souls.\Akane is not beautiful as a catcher.\That is what my soul is crying out!\So I will never back down!\If you don't understand what's going on, then just shut up, little kitten.\What's happening? response:	A boy's being pressed up against the wall!
context: It's just point\This is a battle between souls.\Akane is not beautiful as a catcher.\That is what my soul is crying out!\So I will never back down!\If you don't understand what's going on, then just shut up, little kitten.\What's happening?\A boy's being pressed up against the wall! response:	Nishina-san is just so cool!
context: This is a battle between souls.\Akane is not beautiful as a catcher.\That is what my soul is crying out!\So I will never back down!\If you don't understand what's going on, then just shut up, little kitten.\What's happening?\A boy's being pressed up against the wall!\Nishina-san is just so cool! response:	So, you...
context: Akane is not beautiful as a catcher.\That is what my soul is crying out!\So I will never back down!\If you don't understand what's going on, then just shut up, little kitten.\What's happening?\A boy's being pressed up against the wall!\Nishina-san is just so cool!\So, you... response:	Got pressed up against the wall by your crotch in public
context: That is what my soul is crying out!\So I will never back down!\If you don't understand what's going on, then just shut up, little kitten.\What's happening?\A boy's being pressed up against the wall!\Nishina-san is just so cool!\So, you...\Got pressed up against the wall by your crotch in public response:	where everyone could see, and ran away.
context: So I will never back down!\If you don't understand what's going on, then just shut up, little kitten.\What's happening?\A boy's being pressed up against the wall!\Nishina-san is just so cool!\So, you...\Got pressed up against the wall by your crotch in public\where everyone could see, and ran away. response:	That's so lame!
context: If you don't understand what's going on, then just shut up, little kitten.\What's happening?\A boy's being pressed up against the wall!\Nishina-san is just so cool!\So, you...\Got pressed up against the wall by your crotch in public\where everyone could see, and ran away.\That's so lame! response:	What?! Th-The same thing would happen to you! Go see for yourself!
context: What's happening?\A boy's being pressed up against the wall!\Nishina-san is just so cool!\So, you...\Got pressed up against the wall by your crotch in public\where everyone could see, and ran away.\That's so lame!\What?! Th-The same thing would happen to you! Go see for yourself! response:	What does she mean by this it's not beautiful thing?
context: A boy's being pressed up against the wall!\Nishina-san is just so cool!\So, you...\Got pressed up against the wall by your crotch in public\where everyone could see, and ran away.\That's so lame!\What?! Th-The same thing would happen to you! Go see for yourself!\What does she mean by this it's not beautiful thing? response:	If you ask me, neither option is beautiful.
context: Nishina-san is just so cool!\So, you...\Got pressed up against the wall by your crotch in public\where everyone could see, and ran away.\That's so lame!\What?! Th-The same thing would happen to you! Go see for yourself!\What does she mean by this it's not beautiful thing?\If you ask me, neither option is beautiful. response:	They're very attached.
context: So, you...\Got pressed up against the wall by your crotch in public\where everyone could see, and ran away.\That's so lame!\What?! Th-The same thing would happen to you! Go see for yourself!\What does she mean by this it's not beautiful thing?\If you ask me, neither option is beautiful.\They're very attached. response:	Beautiful, huh?
context: Got pressed up against the wall by your crotch in public\where everyone could see, and ran away.\That's so lame!\What?! Th-The same thing would happen to you! Go see for yourself!\What does she mean by this it's not beautiful thing?\If you ask me, neither option is beautiful.\They're very attached.\Beautiful, huh? response:	And so, their writing from their souls continued,
context: where everyone could see, and ran away.\That's so lame!\What?! Th-The same thing would happen to you! Go see for yourself!\What does she mean by this it's not beautiful thing?\If you ask me, neither option is beautiful.\They're very attached.\Beautiful, huh?\And so, their writing from their souls continued, response:	right up until the deadline.
context: That's so lame!\What?! Th-The same thing would happen to you! Go see for yourself!\What does she mean by this it's not beautiful thing?\If you ask me, neither option is beautiful.\They're very attached.\Beautiful, huh?\And so, their writing from their souls continued,\right up until the deadline. response:	I'm done!
context: What?! Th-The same thing would happen to you! Go see for yourself!\What does she mean by this it's not beautiful thing?\If you ask me, neither option is beautiful.\They're very attached.\Beautiful, huh?\And so, their writing from their souls continued,\right up until the deadline.\I'm done! response:	Go!
context: What does she mean by this it's not beautiful thing?\If you ask me, neither option is beautiful.\They're very attached.\Beautiful, huh?\And so, their writing from their souls continued,\right up until the deadline.\I'm done!\Go! response:	Hits
context: If you ask me, neither option is beautiful.\They're very attached.\Beautiful, huh?\And so, their writing from their souls continued,\right up until the deadline.\I'm done!\Go!\Hits response:	My Lord, Surely You Jest
context: They're very attached.\Beautiful, huh?\And so, their writing from their souls continued,\right up until the deadline.\I'm done!\Go!\Hits\My Lord, Surely You Jest response:	Tags Kachu Rabu Kachu Rhythm
context: Beautiful, huh?\And so, their writing from their souls continued,\right up until the deadline.\I'm done!\Go!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu Kachu Rhythm response:	It begins.
context: And so, their writing from their souls continued,\right up until the deadline.\I'm done!\Go!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu Kachu Rhythm\It begins. response:	It goes until Monday, 4:00 P.M. Then the winner is based on the number of hits.
context: right up until the deadline.\I'm done!\Go!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu Kachu Rhythm\It begins.\It goes until Monday, 4:00 P.M. Then the winner is based on the number of hits. response:	Good luck, Senpai!
context: I'm done!\Go!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu Kachu Rhythm\It begins.\It goes until Monday, 4:00 P.M. Then the winner is based on the number of hits.\Good luck, Senpai! response:	Amazing. Both of them are going up.
context: Go!\Hits\My Lord, Surely You Jest\Tags Kachu Rabu Kachu Rhythm\It begins.\It goes until Monday, 4:00 P.M. Then the winner is based on the number of hits.\Good luck, Senpai!\Amazing. Both of them are going up. response:	And so, the decisive moment came...
context: Hits\My Lord, Surely You Jest\Tags Kachu Rabu Kachu Rhythm\It begins.\It goes until Monday, 4:00 P.M. Then the winner is based on the number of hits.\Good luck, Senpai!\Amazing. Both of them are going up.\And so, the decisive moment came... response:	It's time!
context: My Lord, Surely You Jest\Tags Kachu Rabu Kachu Rhythm\It begins.\It goes until Monday, 4:00 P.M. Then the winner is based on the number of hits.\Good luck, Senpai!\Amazing. Both of them are going up.\And so, the decisive moment came...\It's time! response:	To duel!
context: Tags Kachu Rabu Kachu Rhythm\It begins.\It goes until Monday, 4:00 P.M. Then the winner is based on the number of hits.\Good luck, Senpai!\Amazing. Both of them are going up.\And so, the decisive moment came...\It's time!\To duel! response:	Hits
context: It begins.\It goes until Monday, 4:00 P.M. Then the winner is based on the number of hits.\Good luck, Senpai!\Amazing. Both of them are going up.\And so, the decisive moment came...\It's time!\To duel!\Hits response:	My Lord, Surely You Jest
