context: I can't see Yano. response:	Summer vacation is so boring.
context: He... showed up.\Nana.\Nana, the happi coats.\I borrowed some samples.\Which color would be better?\I think red's pretty cute.\Yeah, I thought so, too. Red's better, isn't it?\Yano! response:	Yeah! It really does look cute.
context: Nana.\Nana, the happi coats.\I borrowed some samples.\Which color would be better?\I think red's pretty cute.\Yeah, I thought so, too. Red's better, isn't it?\Yano!\Yeah! It really does look cute. response:	And this way, dirt won't stand out.
context: Nana, the happi coats.\I borrowed some samples.\Which color would be better?\I think red's pretty cute.\Yeah, I thought so, too. Red's better, isn't it?\Yano!\Yeah! It really does look cute.\And this way, dirt won't stand out. response:	What's up with that?
context: I borrowed some samples.\Which color would be better?\I think red's pretty cute.\Yeah, I thought so, too. Red's better, isn't it?\Yano!\Yeah! It really does look cute.\And this way, dirt won't stand out.\What's up with that? response:	Look, look!
context: Which color would be better?\I think red's pretty cute.\Yeah, I thought so, too. Red's better, isn't it?\Yano!\Yeah! It really does look cute.\And this way, dirt won't stand out.\What's up with that?\Look, look! response:	The red looks good on you.
context: I think red's pretty cute.\Yeah, I thought so, too. Red's better, isn't it?\Yano!\Yeah! It really does look cute.\And this way, dirt won't stand out.\What's up with that?\Look, look!\The red looks good on you. response:	We're totally going with white.
context: Yeah, I thought so, too. Red's better, isn't it?\Yano!\Yeah! It really does look cute.\And this way, dirt won't stand out.\What's up with that?\Look, look!\The red looks good on you.\We're totally going with white. response:	There's no other person who can make my heart beat this fast...
context: Yano!\Yeah! It really does look cute.\And this way, dirt won't stand out.\What's up with that?\Look, look!\The red looks good on you.\We're totally going with white.\There's no other person who can make my heart beat this fast... response:	Is white all right?
context: Yeah! It really does look cute.\And this way, dirt won't stand out.\What's up with that?\Look, look!\The red looks good on you.\We're totally going with white.\There's no other person who can make my heart beat this fast...\Is white all right? response:	The white suits you. It must be nice, Yano. Everything looks good on you.
context: And this way, dirt won't stand out.\What's up with that?\Look, look!\The red looks good on you.\We're totally going with white.\There's no other person who can make my heart beat this fast...\Is white all right?\The white suits you. It must be nice, Yano. Everything looks good on you. response:	You looked good, too...
context: What's up with that?\Look, look!\The red looks good on you.\We're totally going with white.\There's no other person who can make my heart beat this fast...\Is white all right?\The white suits you. It must be nice, Yano. Everything looks good on you.\You looked good, too... response:	What are you talkin-
context: Look, look!\The red looks good on you.\We're totally going with white.\There's no other person who can make my heart beat this fast...\Is white all right?\The white suits you. It must be nice, Yano. Everything looks good on you.\You looked good, too...\What are you talkin- response:	How...?
context: The red looks good on you.\We're totally going with white.\There's no other person who can make my heart beat this fast...\Is white all right?\The white suits you. It must be nice, Yano. Everything looks good on you.\You looked good, too...\What are you talkin-\How...? response:	Takeuchi sent it to me.
context: We're totally going with white.\There's no other person who can make my heart beat this fast...\Is white all right?\The white suits you. It must be nice, Yano. Everything looks good on you.\You looked good, too...\What are you talkin-\How...?\Takeuchi sent it to me. response:	He took a pretty good picture.
context: There's no other person who can make my heart beat this fast...\Is white all right?\The white suits you. It must be nice, Yano. Everything looks good on you.\You looked good, too...\What are you talkin-\How...?\Takeuchi sent it to me.\He took a pretty good picture. response:	I regretted not going.
context: Is white all right?\The white suits you. It must be nice, Yano. Everything looks good on you.\You looked good, too...\What are you talkin-\How...?\Takeuchi sent it to me.\He took a pretty good picture.\I regretted not going. response:	You said you're watching me, didn't you? Always watching me.
context: The white suits you. It must be nice, Yano. Everything looks good on you.\You looked good, too...\What are you talkin-\How...?\Takeuchi sent it to me.\He took a pretty good picture.\I regretted not going.\You said you're watching me, didn't you? Always watching me. response:	Can you really do that?
context: You looked good, too...\What are you talkin-\How...?\Takeuchi sent it to me.\He took a pretty good picture.\I regretted not going.\You said you're watching me, didn't you? Always watching me.\Can you really do that? response:	Bullshit.
context: What are you talkin-\How...?\Takeuchi sent it to me.\He took a pretty good picture.\I regretted not going.\You said you're watching me, didn't you? Always watching me.\Can you really do that?\Bullshit. response:	You're so unreasonable.
context: How...?\Takeuchi sent it to me.\He took a pretty good picture.\I regretted not going.\You said you're watching me, didn't you? Always watching me.\Can you really do that?\Bullshit.\You're so unreasonable. response:	And what about that it all equals out junk? As if that logic works!
context: Takeuchi sent it to me.\He took a pretty good picture.\I regretted not going.\You said you're watching me, didn't you? Always watching me.\Can you really do that?\Bullshit.\You're so unreasonable.\And what about that it all equals out junk? As if that logic works! response:	You're watching over me? Spewing out a guy line like that!
context: He took a pretty good picture.\I regretted not going.\You said you're watching me, didn't you? Always watching me.\Can you really do that?\Bullshit.\You're so unreasonable.\And what about that it all equals out junk? As if that logic works!\You're watching over me? Spewing out a guy line like that! response:	You're really conceited, aren't you?
context: I regretted not going.\You said you're watching me, didn't you? Always watching me.\Can you really do that?\Bullshit.\You're so unreasonable.\And what about that it all equals out junk? As if that logic works!\You're watching over me? Spewing out a guy line like that!\You're really conceited, aren't you? response:	You're so mean, saying it like that!
context: You said you're watching me, didn't you? Always watching me.\Can you really do that?\Bullshit.\You're so unreasonable.\And what about that it all equals out junk? As if that logic works!\You're watching over me? Spewing out a guy line like that!\You're really conceited, aren't you?\You're so mean, saying it like that! response:	Ow.
context: Can you really do that?\Bullshit.\You're so unreasonable.\And what about that it all equals out junk? As if that logic works!\You're watching over me? Spewing out a guy line like that!\You're really conceited, aren't you?\You're so mean, saying it like that!\Ow. response:	S-Sorry.
context: Bullshit.\You're so unreasonable.\And what about that it all equals out junk? As if that logic works!\You're watching over me? Spewing out a guy line like that!\You're really conceited, aren't you?\You're so mean, saying it like that!\Ow.\S-Sorry. response:	Yano?
context: You're so unreasonable.\And what about that it all equals out junk? As if that logic works!\You're watching over me? Spewing out a guy line like that!\You're really conceited, aren't you?\You're so mean, saying it like that!\Ow.\S-Sorry.\Yano? response:	Just kidding.
context: And what about that it all equals out junk? As if that logic works!\You're watching over me? Spewing out a guy line like that!\You're really conceited, aren't you?\You're so mean, saying it like that!\Ow.\S-Sorry.\Yano?\Just kidding. response:	I was actually really happy.
context: You're watching over me? Spewing out a guy line like that!\You're really conceited, aren't you?\You're so mean, saying it like that!\Ow.\S-Sorry.\Yano?\Just kidding.\I was actually really happy. response:	Nana-chan.
context: You're really conceited, aren't you?\You're so mean, saying it like that!\Ow.\S-Sorry.\Yano?\Just kidding.\I was actually really happy.\Nana-chan. response:	Y-Yes?
context: You're so mean, saying it like that!\Ow.\S-Sorry.\Yano?\Just kidding.\I was actually really happy.\Nana-chan.\Y-Yes? response:	Let me borrow your chest.
context: Ow.\S-Sorry.\Yano?\Just kidding.\I was actually really happy.\Nana-chan.\Y-Yes?\Let me borrow your chest. response:	I promise to always watch over you...
context: S-Sorry.\Yano?\Just kidding.\I was actually really happy.\Nana-chan.\Y-Yes?\Let me borrow your chest.\I promise to always watch over you... response:	You're not alone.
context: Yano?\Just kidding.\I was actually really happy.\Nana-chan.\Y-Yes?\Let me borrow your chest.\I promise to always watch over you...\You're not alone. response:	September 4th Helpers: Mizuguchi Miyamoto
context: Just kidding.\I was actually really happy.\Nana-chan.\Y-Yes?\Let me borrow your chest.\I promise to always watch over you...\You're not alone.\September 4th Helpers: Mizuguchi Miyamoto response:	Summer break flew by in an instant.
context: I was actually really happy.\Nana-chan.\Y-Yes?\Let me borrow your chest.\I promise to always watch over you...\You're not alone.\September 4th Helpers: Mizuguchi Miyamoto\Summer break flew by in an instant. response:	But there's been no change between me and Yano.
context: Nana-chan.\Y-Yes?\Let me borrow your chest.\I promise to always watch over you...\You're not alone.\September 4th Helpers: Mizuguchi Miyamoto\Summer break flew by in an instant.\But there's been no change between me and Yano. response:	It's pretty impressive that Yano can fall asleep in a place like this.
context: Y-Yes?\Let me borrow your chest.\I promise to always watch over you...\You're not alone.\September 4th Helpers: Mizuguchi Miyamoto\Summer break flew by in an instant.\But there's been no change between me and Yano.\It's pretty impressive that Yano can fall asleep in a place like this. response:	And he's using my bag as a pillow.
context: Let me borrow your chest.\I promise to always watch over you...\You're not alone.\September 4th Helpers: Mizuguchi Miyamoto\Summer break flew by in an instant.\But there's been no change between me and Yano.\It's pretty impressive that Yano can fall asleep in a place like this.\And he's using my bag as a pillow. response:	I wonder if he's dreaming?
context: I promise to always watch over you...\You're not alone.\September 4th Helpers: Mizuguchi Miyamoto\Summer break flew by in an instant.\But there's been no change between me and Yano.\It's pretty impressive that Yano can fall asleep in a place like this.\And he's using my bag as a pillow.\I wonder if he's dreaming? response:	Some airheaded dream.
context: You're not alone.\September 4th Helpers: Mizuguchi Miyamoto\Summer break flew by in an instant.\But there's been no change between me and Yano.\It's pretty impressive that Yano can fall asleep in a place like this.\And he's using my bag as a pillow.\I wonder if he's dreaming?\Some airheaded dream. response:	I wonder what kind of dreams Yano has...
context: September 4th Helpers: Mizuguchi Miyamoto\Summer break flew by in an instant.\But there's been no change between me and Yano.\It's pretty impressive that Yano can fall asleep in a place like this.\And he's using my bag as a pillow.\I wonder if he's dreaming?\Some airheaded dream.\I wonder what kind of dreams Yano has... response:	Isn't that Yamamoto's older sister?
context: Summer break flew by in an instant.\But there's been no change between me and Yano.\It's pretty impressive that Yano can fall asleep in a place like this.\And he's using my bag as a pillow.\I wonder if he's dreaming?\Some airheaded dream.\I wonder what kind of dreams Yano has...\Isn't that Yamamoto's older sister? response:	Geh! That guy with her is Kagawa.
context: But there's been no change between me and Yano.\It's pretty impressive that Yano can fall asleep in a place like this.\And he's using my bag as a pillow.\I wonder if he's dreaming?\Some airheaded dream.\I wonder what kind of dreams Yano has...\Isn't that Yamamoto's older sister?\Geh! That guy with her is Kagawa. response:	Ah, you mean that guy who skipped out of our grade and graduated?
context: It's pretty impressive that Yano can fall asleep in a place like this.\And he's using my bag as a pillow.\I wonder if he's dreaming?\Some airheaded dream.\I wonder what kind of dreams Yano has...\Isn't that Yamamoto's older sister?\Geh! That guy with her is Kagawa.\Ah, you mean that guy who skipped out of our grade and graduated? response:	He's always with a different girl.
context: And he's using my bag as a pillow.\I wonder if he's dreaming?\Some airheaded dream.\I wonder what kind of dreams Yano has...\Isn't that Yamamoto's older sister?\Geh! That guy with her is Kagawa.\Ah, you mean that guy who skipped out of our grade and graduated?\He's always with a different girl. response:	She's really going out with a loser.
context: I wonder if he's dreaming?\Some airheaded dream.\I wonder what kind of dreams Yano has...\Isn't that Yamamoto's older sister?\Geh! That guy with her is Kagawa.\Ah, you mean that guy who skipped out of our grade and graduated?\He's always with a different girl.\She's really going out with a loser. response:	He threw his water on her!
context: Some airheaded dream.\I wonder what kind of dreams Yano has...\Isn't that Yamamoto's older sister?\Geh! That guy with her is Kagawa.\Ah, you mean that guy who skipped out of our grade and graduated?\He's always with a different girl.\She's really going out with a loser.\He threw his water on her! response:	Is that a battlefield?
context: I wonder what kind of dreams Yano has...\Isn't that Yamamoto's older sister?\Geh! That guy with her is Kagawa.\Ah, you mean that guy who skipped out of our grade and graduated?\He's always with a different girl.\She's really going out with a loser.\He threw his water on her!\Is that a battlefield? response:	He left...
context: Isn't that Yamamoto's older sister?\Geh! That guy with her is Kagawa.\Ah, you mean that guy who skipped out of our grade and graduated?\He's always with a different girl.\She's really going out with a loser.\He threw his water on her!\Is that a battlefield?\He left... response:	He's the worst.
context: Geh! That guy with her is Kagawa.\Ah, you mean that guy who skipped out of our grade and graduated?\He's always with a different girl.\She's really going out with a loser.\He threw his water on her!\Is that a battlefield?\He left...\He's the worst. response:	Hey, you guys are in the same class as Yuri, right?
context: Ah, you mean that guy who skipped out of our grade and graduated?\He's always with a different girl.\She's really going out with a loser.\He threw his water on her!\Is that a battlefield?\He left...\He's the worst.\Hey, you guys are in the same class as Yuri, right? response:	I'm sorry, but could you lend me some cash?
context: He's always with a different girl.\She's really going out with a loser.\He threw his water on her!\Is that a battlefield?\He left...\He's the worst.\Hey, you guys are in the same class as Yuri, right?\I'm sorry, but could you lend me some cash? response:	He left without paying.
context: She's really going out with a loser.\He threw his water on her!\Is that a battlefield?\He left...\He's the worst.\Hey, you guys are in the same class as Yuri, right?\I'm sorry, but could you lend me some cash?\He left without paying. response:	If you put that much Tabasco on, you'll get hemorrhoids!
context: He threw his water on her!\Is that a battlefield?\He left...\He's the worst.\Hey, you guys are in the same class as Yuri, right?\I'm sorry, but could you lend me some cash?\He left without paying.\If you put that much Tabasco on, you'll get hemorrhoids! response:	Hemorrhoids, huh?
context: Is that a battlefield?\He left...\He's the worst.\Hey, you guys are in the same class as Yuri, right?\I'm sorry, but could you lend me some cash?\He left without paying.\If you put that much Tabasco on, you'll get hemorrhoids!\Hemorrhoids, huh? response:	You don't resemble your younger sister much, do you?
context: He left...\He's the worst.\Hey, you guys are in the same class as Yuri, right?\I'm sorry, but could you lend me some cash?\He left without paying.\If you put that much Tabasco on, you'll get hemorrhoids!\Hemorrhoids, huh?\You don't resemble your younger sister much, do you? response:	Ah, you think I'm some kind of idiot, don't you?
context: He's the worst.\Hey, you guys are in the same class as Yuri, right?\I'm sorry, but could you lend me some cash?\He left without paying.\If you put that much Tabasco on, you'll get hemorrhoids!\Hemorrhoids, huh?\You don't resemble your younger sister much, do you?\Ah, you think I'm some kind of idiot, don't you? response:	What's that?
context: Hey, you guys are in the same class as Yuri, right?\I'm sorry, but could you lend me some cash?\He left without paying.\If you put that much Tabasco on, you'll get hemorrhoids!\Hemorrhoids, huh?\You don't resemble your younger sister much, do you?\Ah, you think I'm some kind of idiot, don't you?\What's that? response:	Huh? Ah, this?
context: I'm sorry, but could you lend me some cash?\He left without paying.\If you put that much Tabasco on, you'll get hemorrhoids!\Hemorrhoids, huh?\You don't resemble your younger sister much, do you?\Ah, you think I'm some kind of idiot, don't you?\What's that?\Huh? Ah, this? response:	Did you fall?
context: He left without paying.\If you put that much Tabasco on, you'll get hemorrhoids!\Hemorrhoids, huh?\You don't resemble your younger sister much, do you?\Ah, you think I'm some kind of idiot, don't you?\What's that?\Huh? Ah, this?\Did you fall? response:	Whenever he's in bad mood, it always turns out like this.
context: If you put that much Tabasco on, you'll get hemorrhoids!\Hemorrhoids, huh?\You don't resemble your younger sister much, do you?\Ah, you think I'm some kind of idiot, don't you?\What's that?\Huh? Ah, this?\Did you fall?\Whenever he's in bad mood, it always turns out like this. response:	He can be such a kid at times.
context: Hemorrhoids, huh?\You don't resemble your younger sister much, do you?\Ah, you think I'm some kind of idiot, don't you?\What's that?\Huh? Ah, this?\Did you fall?\Whenever he's in bad mood, it always turns out like this.\He can be such a kid at times. response:	Your boyfriend doesn't have the best reputation, you know.
context: You don't resemble your younger sister much, do you?\Ah, you think I'm some kind of idiot, don't you?\What's that?\Huh? Ah, this?\Did you fall?\Whenever he's in bad mood, it always turns out like this.\He can be such a kid at times.\Your boyfriend doesn't have the best reputation, you know. response:	But isn't he so cool?
context: Ah, you think I'm some kind of idiot, don't you?\What's that?\Huh? Ah, this?\Did you fall?\Whenever he's in bad mood, it always turns out like this.\He can be such a kid at times.\Your boyfriend doesn't have the best reputation, you know.\But isn't he so cool? response:	His bad parts are part of his charm.
context: What's that?\Huh? Ah, this?\Did you fall?\Whenever he's in bad mood, it always turns out like this.\He can be such a kid at times.\Your boyfriend doesn't have the best reputation, you know.\But isn't he so cool?\His bad parts are part of his charm. response:	There's no perfect man out there.
context: Huh? Ah, this?\Did you fall?\Whenever he's in bad mood, it always turns out like this.\He can be such a kid at times.\Your boyfriend doesn't have the best reputation, you know.\But isn't he so cool?\His bad parts are part of his charm.\There's no perfect man out there. response:	As long as I can understand him, that's good enough.
context: Did you fall?\Whenever he's in bad mood, it always turns out like this.\He can be such a kid at times.\Your boyfriend doesn't have the best reputation, you know.\But isn't he so cool?\His bad parts are part of his charm.\There's no perfect man out there.\As long as I can understand him, that's good enough. response:	They call that sort of thing being blind.
context: Whenever he's in bad mood, it always turns out like this.\He can be such a kid at times.\Your boyfriend doesn't have the best reputation, you know.\But isn't he so cool?\His bad parts are part of his charm.\There's no perfect man out there.\As long as I can understand him, that's good enough.\They call that sort of thing being blind. response:	You haven't really fallen in love with anyone before.
context: He can be such a kid at times.\Your boyfriend doesn't have the best reputation, you know.\But isn't he so cool?\His bad parts are part of his charm.\There's no perfect man out there.\As long as I can understand him, that's good enough.\They call that sort of thing being blind.\You haven't really fallen in love with anyone before. response:	They call people like you immature know-it-alls.
context: Your boyfriend doesn't have the best reputation, you know.\But isn't he so cool?\His bad parts are part of his charm.\There's no perfect man out there.\As long as I can understand him, that's good enough.\They call that sort of thing being blind.\You haven't really fallen in love with anyone before.\They call people like you immature know-it-alls. response:	Hurry and fall in love.
context: But isn't he so cool?\His bad parts are part of his charm.\There's no perfect man out there.\As long as I can understand him, that's good enough.\They call that sort of thing being blind.\You haven't really fallen in love with anyone before.\They call people like you immature know-it-alls.\Hurry and fall in love. response:	Huh? Is Nana-san waiting for her boyfriend?
context: His bad parts are part of his charm.\There's no perfect man out there.\As long as I can understand him, that's good enough.\They call that sort of thing being blind.\You haven't really fallen in love with anyone before.\They call people like you immature know-it-alls.\Hurry and fall in love.\Huh? Is Nana-san waiting for her boyfriend? response:	She should wait in a warmer place.
context: There's no perfect man out there.\As long as I can understand him, that's good enough.\They call that sort of thing being blind.\You haven't really fallen in love with anyone before.\They call people like you immature know-it-alls.\Hurry and fall in love.\Huh? Is Nana-san waiting for her boyfriend?\She should wait in a warmer place. response:	She has no cash. If she sees us, she'll probably try to sponge us.
context: As long as I can understand him, that's good enough.\They call that sort of thing being blind.\You haven't really fallen in love with anyone before.\They call people like you immature know-it-alls.\Hurry and fall in love.\Huh? Is Nana-san waiting for her boyfriend?\She should wait in a warmer place.\She has no cash. If she sees us, she'll probably try to sponge us. response:	What do you wanna do today?
context: They call that sort of thing being blind.\You haven't really fallen in love with anyone before.\They call people like you immature know-it-alls.\Hurry and fall in love.\Huh? Is Nana-san waiting for her boyfriend?\She should wait in a warmer place.\She has no cash. If she sees us, she'll probably try to sponge us.\What do you wanna do today? response:	Let's go to your place, Takeuchi.
context: You haven't really fallen in love with anyone before.\They call people like you immature know-it-alls.\Hurry and fall in love.\Huh? Is Nana-san waiting for her boyfriend?\She should wait in a warmer place.\She has no cash. If she sees us, she'll probably try to sponge us.\What do you wanna do today?\Let's go to your place, Takeuchi. response:	Ah, could I change first?
context: They call people like you immature know-it-alls.\Hurry and fall in love.\Huh? Is Nana-san waiting for her boyfriend?\She should wait in a warmer place.\She has no cash. If she sees us, she'll probably try to sponge us.\What do you wanna do today?\Let's go to your place, Takeuchi.\Ah, could I change first? response:	So cold...
context: Hurry and fall in love.\Huh? Is Nana-san waiting for her boyfriend?\She should wait in a warmer place.\She has no cash. If she sees us, she'll probably try to sponge us.\What do you wanna do today?\Let's go to your place, Takeuchi.\Ah, could I change first?\So cold... response:	Ah, the new Sunday's out!
context: Huh? Is Nana-san waiting for her boyfriend?\She should wait in a warmer place.\She has no cash. If she sees us, she'll probably try to sponge us.\What do you wanna do today?\Let's go to your place, Takeuchi.\Ah, could I change first?\So cold...\Ah, the new Sunday's out! response:	What's this? It looks so funny!
context: She should wait in a warmer place.\She has no cash. If she sees us, she'll probably try to sponge us.\What do you wanna do today?\Let's go to your place, Takeuchi.\Ah, could I change first?\So cold...\Ah, the new Sunday's out!\What's this? It looks so funny! response:	I could really laugh at this!
context: She has no cash. If she sees us, she'll probably try to sponge us.\What do you wanna do today?\Let's go to your place, Takeuchi.\Ah, could I change first?\So cold...\Ah, the new Sunday's out!\What's this? It looks so funny!\I could really laugh at this! response:	Do you still think he's gonna come?
context: What do you wanna do today?\Let's go to your place, Takeuchi.\Ah, could I change first?\So cold...\Ah, the new Sunday's out!\What's this? It looks so funny!\I could really laugh at this!\Do you still think he's gonna come? response:	He won't.
context: Let's go to your place, Takeuchi.\Ah, could I change first?\So cold...\Ah, the new Sunday's out!\What's this? It looks so funny!\I could really laugh at this!\Do you still think he's gonna come?\He won't. response:	Then why are you waiting around?
context: Ah, could I change first?\So cold...\Ah, the new Sunday's out!\What's this? It looks so funny!\I could really laugh at this!\Do you still think he's gonna come?\He won't.\Then why are you waiting around? response:	To gather my rage.
context: So cold...\Ah, the new Sunday's out!\What's this? It looks so funny!\I could really laugh at this!\Do you still think he's gonna come?\He won't.\Then why are you waiting around?\To gather my rage. response:	Your rage...?
context: Ah, the new Sunday's out!\What's this? It looks so funny!\I could really laugh at this!\Do you still think he's gonna come?\He won't.\Then why are you waiting around?\To gather my rage.\Your rage...? response:	I'll gather my rage and curse him to death!
context: What's this? It looks so funny!\I could really laugh at this!\Do you still think he's gonna come?\He won't.\Then why are you waiting around?\To gather my rage.\Your rage...?\I'll gather my rage and curse him to death! response:	Don't underestimate women.
context: I could really laugh at this!\Do you still think he's gonna come?\He won't.\Then why are you waiting around?\To gather my rage.\Your rage...?\I'll gather my rage and curse him to death!\Don't underestimate women. response:	That's not a hand warmer. It's a drink.
context: Do you still think he's gonna come?\He won't.\Then why are you waiting around?\To gather my rage.\Your rage...?\I'll gather my rage and curse him to death!\Don't underestimate women.\That's not a hand warmer. It's a drink. response:	He says not to talk to other guys...
context: He won't.\Then why are you waiting around?\To gather my rage.\Your rage...?\I'll gather my rage and curse him to death!\Don't underestimate women.\That's not a hand warmer. It's a drink.\He says not to talk to other guys... response:	He completely enjoys every minute of this.
context: Then why are you waiting around?\To gather my rage.\Your rage...?\I'll gather my rage and curse him to death!\Don't underestimate women.\That's not a hand warmer. It's a drink.\He says not to talk to other guys...\He completely enjoys every minute of this. response:	Every time I cry, he says I've made another girl cry all arrogantly.
context: To gather my rage.\Your rage...?\I'll gather my rage and curse him to death!\Don't underestimate women.\That's not a hand warmer. It's a drink.\He says not to talk to other guys...\He completely enjoys every minute of this.\Every time I cry, he says I've made another girl cry all arrogantly. response:	That jerk can just die!
context: Your rage...?\I'll gather my rage and curse him to death!\Don't underestimate women.\That's not a hand warmer. It's a drink.\He says not to talk to other guys...\He completely enjoys every minute of this.\Every time I cry, he says I've made another girl cry all arrogantly.\That jerk can just die! response:	He should fall off a bridge, break his neck, fall headfirst into a dump truck and smash his head, and die!
context: I'll gather my rage and curse him to death!\Don't underestimate women.\That's not a hand warmer. It's a drink.\He says not to talk to other guys...\He completely enjoys every minute of this.\Every time I cry, he says I've made another girl cry all arrogantly.\That jerk can just die!\He should fall off a bridge, break his neck, fall headfirst into a dump truck and smash his head, and die! response:	Why don't you say something?
context: Don't underestimate women.\That's not a hand warmer. It's a drink.\He says not to talk to other guys...\He completely enjoys every minute of this.\Every time I cry, he says I've made another girl cry all arrogantly.\That jerk can just die!\He should fall off a bridge, break his neck, fall headfirst into a dump truck and smash his head, and die!\Why don't you say something? response:	Huh?
context: That's not a hand warmer. It's a drink.\He says not to talk to other guys...\He completely enjoys every minute of this.\Every time I cry, he says I've made another girl cry all arrogantly.\That jerk can just die!\He should fall off a bridge, break his neck, fall headfirst into a dump truck and smash his head, and die!\Why don't you say something?\Huh? response:	You must think I'm some kind of moron, don't you?
context: He says not to talk to other guys...\He completely enjoys every minute of this.\Every time I cry, he says I've made another girl cry all arrogantly.\That jerk can just die!\He should fall off a bridge, break his neck, fall headfirst into a dump truck and smash his head, and die!\Why don't you say something?\Huh?\You must think I'm some kind of moron, don't you? response:	Hey... what do you think I should do?
context: He completely enjoys every minute of this.\Every time I cry, he says I've made another girl cry all arrogantly.\That jerk can just die!\He should fall off a bridge, break his neck, fall headfirst into a dump truck and smash his head, and die!\Why don't you say something?\Huh?\You must think I'm some kind of moron, don't you?\Hey... what do you think I should do? response:	What? Figure out your own problems by yourself.
context: Every time I cry, he says I've made another girl cry all arrogantly.\That jerk can just die!\He should fall off a bridge, break his neck, fall headfirst into a dump truck and smash his head, and die!\Why don't you say something?\Huh?\You must think I'm some kind of moron, don't you?\Hey... what do you think I should do?\What? Figure out your own problems by yourself. response:	Because I'm a moron, I don't know!
context: That jerk can just die!\He should fall off a bridge, break his neck, fall headfirst into a dump truck and smash his head, and die!\Why don't you say something?\Huh?\You must think I'm some kind of moron, don't you?\Hey... what do you think I should do?\What? Figure out your own problems by yourself.\Because I'm a moron, I don't know! response:	I could tell you, but in exchange, you better do as I say.
context: He should fall off a bridge, break his neck, fall headfirst into a dump truck and smash his head, and die!\Why don't you say something?\Huh?\You must think I'm some kind of moron, don't you?\Hey... what do you think I should do?\What? Figure out your own problems by yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say. response:	Will it make me happy?
context: Why don't you say something?\Huh?\You must think I'm some kind of moron, don't you?\Hey... what do you think I should do?\What? Figure out your own problems by yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy? response:	What's happiness?
context: Huh?\You must think I'm some kind of moron, don't you?\Hey... what do you think I should do?\What? Figure out your own problems by yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness? response:	I don't know.
context: You must think I'm some kind of moron, don't you?\Hey... what do you think I should do?\What? Figure out your own problems by yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know. response:	Probably something where no ones cries or gets yelled at.
context: Hey... what do you think I should do?\What? Figure out your own problems by yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know.\Probably something where no ones cries or gets yelled at. response:	Where no one gets hit or has stuff thrown at them.
context: What? Figure out your own problems by yourself.\Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know.\Probably something where no ones cries or gets yelled at.\Where no one gets hit or has stuff thrown at them. response:	Something like that.
context: Because I'm a moron, I don't know!\I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know.\Probably something where no ones cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that. response:	Am I wrong?
context: I could tell you, but in exchange, you better do as I say.\Will it make me happy?\What's happiness?\I don't know.\Probably something where no ones cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong? response:	I don't know.
context: Will it make me happy?\What's happiness?\I don't know.\Probably something where no ones cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know. response:	What's up with that!
context: What's happiness?\I don't know.\Probably something where no ones cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know.\What's up with that! response:	Then.. why don't we both go searching for our own happiness?
context: I don't know.\Probably something where no ones cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know.\What's up with that!\Then.. why don't we both go searching for our own happiness? response:	Hey! That's a bean jelly bun! Trade with me?
context: Probably something where no ones cries or gets yelled at.\Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know.\What's up with that!\Then.. why don't we both go searching for our own happiness?\Hey! That's a bean jelly bun! Trade with me? response:	No.
context: Where no one gets hit or has stuff thrown at them.\Something like that.\Am I wrong?\I don't know.\What's up with that!\Then.. why don't we both go searching for our own happiness?\Hey! That's a bean jelly bun! Trade with me?\No. response:	Stingy!
context: Something like that.\Am I wrong?\I don't know.\What's up with that!\Then.. why don't we both go searching for our own happiness?\Hey! That's a bean jelly bun! Trade with me?\No.\Stingy! response:	Just kidding.
context: Am I wrong?\I don't know.\What's up with that!\Then.. why don't we both go searching for our own happiness?\Hey! That's a bean jelly bun! Trade with me?\No.\Stingy!\Just kidding. response:	Here's half.
context: I don't know.\What's up with that!\Then.. why don't we both go searching for our own happiness?\Hey! That's a bean jelly bun! Trade with me?\No.\Stingy!\Just kidding.\Here's half. response:	Hey, is something like this...
context: What's up with that!\Then.. why don't we both go searching for our own happiness?\Hey! That's a bean jelly bun! Trade with me?\No.\Stingy!\Just kidding.\Here's half.\Hey, is something like this... response:	Who knows?
