context: Good morning! response:	Kirisaki-san!
context: Well, do you really think I could've resisted the urge?\This is why I didn't want to tell him!\So, you'd rather not have Onodera actually fall for your act the whole three years, if at all possible.\Well, yeah.\Then, hey, it couldn't be any simpler. Just tell her how you feel!\As if I could do something like that!\Really? I happen to think the odds are in your favor.\Huh? response:	Because Onodera has a crush on you!
context: This is why I didn't want to tell him!\So, you'd rather not have Onodera actually fall for your act the whole three years, if at all possible.\Well, yeah.\Then, hey, it couldn't be any simpler. Just tell her how you feel!\As if I could do something like that!\Really? I happen to think the odds are in your favor.\Huh?\Because Onodera has a crush on you! response:	What?
context: So, you'd rather not have Onodera actually fall for your act the whole three years, if at all possible.\Well, yeah.\Then, hey, it couldn't be any simpler. Just tell her how you feel!\As if I could do something like that!\Really? I happen to think the odds are in your favor.\Huh?\Because Onodera has a crush on you!\What? response:	What... No way...
context: Well, yeah.\Then, hey, it couldn't be any simpler. Just tell her how you feel!\As if I could do something like that!\Really? I happen to think the odds are in your favor.\Huh?\Because Onodera has a crush on you!\What?\What... No way... response:	I mean, come on, there's no way she'd...
context: Then, hey, it couldn't be any simpler. Just tell her how you feel!\As if I could do something like that!\Really? I happen to think the odds are in your favor.\Huh?\Because Onodera has a crush on you!\What?\What... No way...\I mean, come on, there's no way she'd... response:	But...
context: As if I could do something like that!\Really? I happen to think the odds are in your favor.\Huh?\Because Onodera has a crush on you!\What?\What... No way...\I mean, come on, there's no way she'd...\But... response:	You sure took your sweet time.
context: Really? I happen to think the odds are in your favor.\Huh?\Because Onodera has a crush on you!\What?\What... No way...\I mean, come on, there's no way she'd...\But...\You sure took your sweet time. response:	Uh... Yeah...
context: Huh?\Because Onodera has a crush on you!\What?\What... No way...\I mean, come on, there's no way she'd...\But...\You sure took your sweet time.\Uh... Yeah... response:	But if it's really true that Onodera has a thing for me...
context: Because Onodera has a crush on you!\What?\What... No way...\I mean, come on, there's no way she'd...\But...\You sure took your sweet time.\Uh... Yeah...\But if it's really true that Onodera has a thing for me... response:	We got a lot done, huh?
context: What?\What... No way...\I mean, come on, there's no way she'd...\But...\You sure took your sweet time.\Uh... Yeah...\But if it's really true that Onodera has a thing for me...\We got a lot done, huh? response:	Yeah, we sure did!
context: What... No way...\I mean, come on, there's no way she'd...\But...\You sure took your sweet time.\Uh... Yeah...\But if it's really true that Onodera has a thing for me...\We got a lot done, huh?\Yeah, we sure did! response:	How perfect would that make my life?
context: I mean, come on, there's no way she'd...\But...\You sure took your sweet time.\Uh... Yeah...\But if it's really true that Onodera has a thing for me...\We got a lot done, huh?\Yeah, we sure did!\How perfect would that make my life? response:	Hm...
context: But...\You sure took your sweet time.\Uh... Yeah...\But if it's really true that Onodera has a thing for me...\We got a lot done, huh?\Yeah, we sure did!\How perfect would that make my life?\Hm... response:	This is bad, Young Master and the Mistress haven't gotten
context: You sure took your sweet time.\Uh... Yeah...\But if it's really true that Onodera has a thing for me...\We got a lot done, huh?\Yeah, we sure did!\How perfect would that make my life?\Hm...\This is bad, Young Master and the Mistress haven't gotten response:	very far in their relationship, eh?
context: Uh... Yeah...\But if it's really true that Onodera has a thing for me...\We got a lot done, huh?\Yeah, we sure did!\How perfect would that make my life?\Hm...\This is bad, Young Master and the Mistress haven't gotten\very far in their relationship, eh? response:	He finally brings her home, but with a whole bunch of other friends.
context: But if it's really true that Onodera has a thing for me...\We got a lot done, huh?\Yeah, we sure did!\How perfect would that make my life?\Hm...\This is bad, Young Master and the Mistress haven't gotten\very far in their relationship, eh?\He finally brings her home, but with a whole bunch of other friends. response:	Looks like it's time for us to give them a little nudge. Whaddya say?
context: We got a lot done, huh?\Yeah, we sure did!\How perfect would that make my life?\Hm...\This is bad, Young Master and the Mistress haven't gotten\very far in their relationship, eh?\He finally brings her home, but with a whole bunch of other friends.\Looks like it's time for us to give them a little nudge. Whaddya say? response:	Jeez, what's the big idea, randomly calling us out here?
context: Yeah, we sure did!\How perfect would that make my life?\Hm...\This is bad, Young Master and the Mistress haven't gotten\very far in their relationship, eh?\He finally brings her home, but with a whole bunch of other friends.\Looks like it's time for us to give them a little nudge. Whaddya say?\Jeez, what's the big idea, randomly calling us out here? response:	I was enjoying myself, you know!
context: How perfect would that make my life?\Hm...\This is bad, Young Master and the Mistress haven't gotten\very far in their relationship, eh?\He finally brings her home, but with a whole bunch of other friends.\Looks like it's time for us to give them a little nudge. Whaddya say?\Jeez, what's the big idea, randomly calling us out here?\I was enjoying myself, you know! response:	Well, apparently there's some expensive tea in the storehouse out back
context: Hm...\This is bad, Young Master and the Mistress haven't gotten\very far in their relationship, eh?\He finally brings her home, but with a whole bunch of other friends.\Looks like it's time for us to give them a little nudge. Whaddya say?\Jeez, what's the big idea, randomly calling us out here?\I was enjoying myself, you know!\Well, apparently there's some expensive tea in the storehouse out back response:	and they want us to come get it.
context: This is bad, Young Master and the Mistress haven't gotten\very far in their relationship, eh?\He finally brings her home, but with a whole bunch of other friends.\Looks like it's time for us to give them a little nudge. Whaddya say?\Jeez, what's the big idea, randomly calling us out here?\I was enjoying myself, you know!\Well, apparently there's some expensive tea in the storehouse out back\and they want us to come get it. response:	Well, I guess it was good timing.
context: very far in their relationship, eh?\He finally brings her home, but with a whole bunch of other friends.\Looks like it's time for us to give them a little nudge. Whaddya say?\Jeez, what's the big idea, randomly calling us out here?\I was enjoying myself, you know!\Well, apparently there's some expensive tea in the storehouse out back\and they want us to come get it.\Well, I guess it was good timing. response:	I mean, I was so self-conscious with Onodera around.
context: He finally brings her home, but with a whole bunch of other friends.\Looks like it's time for us to give them a little nudge. Whaddya say?\Jeez, what's the big idea, randomly calling us out here?\I was enjoying myself, you know!\Well, apparently there's some expensive tea in the storehouse out back\and they want us to come get it.\Well, I guess it was good timing.\I mean, I was so self-conscious with Onodera around. response:	Just being in the same room made it hard to breathe.
context: Looks like it's time for us to give them a little nudge. Whaddya say?\Jeez, what's the big idea, randomly calling us out here?\I was enjoying myself, you know!\Well, apparently there's some expensive tea in the storehouse out back\and they want us to come get it.\Well, I guess it was good timing.\I mean, I was so self-conscious with Onodera around.\Just being in the same room made it hard to breathe. response:	Oh!
context: Jeez, what's the big idea, randomly calling us out here?\I was enjoying myself, you know!\Well, apparently there's some expensive tea in the storehouse out back\and they want us to come get it.\Well, I guess it was good timing.\I mean, I was so self-conscious with Onodera around.\Just being in the same room made it hard to breathe.\Oh! response:	Is this the storehouse they were talking about?
context: I was enjoying myself, you know!\Well, apparently there's some expensive tea in the storehouse out back\and they want us to come get it.\Well, I guess it was good timing.\I mean, I was so self-conscious with Onodera around.\Just being in the same room made it hard to breathe.\Oh!\Is this the storehouse they were talking about? response:	Yeah, that's right. They said we can't miss it once we're inside.
context: Well, apparently there's some expensive tea in the storehouse out back\and they want us to come get it.\Well, I guess it was good timing.\I mean, I was so self-conscious with Onodera around.\Just being in the same room made it hard to breathe.\Oh!\Is this the storehouse they were talking about?\Yeah, that's right. They said we can't miss it once we're inside. response:	What's wrong? Come on in.
context: and they want us to come get it.\Well, I guess it was good timing.\I mean, I was so self-conscious with Onodera around.\Just being in the same room made it hard to breathe.\Oh!\Is this the storehouse they were talking about?\Yeah, that's right. They said we can't miss it once we're inside.\What's wrong? Come on in. response:	You hurry up and get it.
context: Well, I guess it was good timing.\I mean, I was so self-conscious with Onodera around.\Just being in the same room made it hard to breathe.\Oh!\Is this the storehouse they were talking about?\Yeah, that's right. They said we can't miss it once we're inside.\What's wrong? Come on in.\You hurry up and get it. response:	What the hell? You could at least give me a
context: I mean, I was so self-conscious with Onodera around.\Just being in the same room made it hard to breathe.\Oh!\Is this the storehouse they were talking about?\Yeah, that's right. They said we can't miss it once we're inside.\What's wrong? Come on in.\You hurry up and get it.\What the hell? You could at least give me a response:	No!
context: Just being in the same room made it hard to breathe.\Oh!\Is this the storehouse they were talking about?\Yeah, that's right. They said we can't miss it once we're inside.\What's wrong? Come on in.\You hurry up and get it.\What the hell? You could at least give me a\No! response:	Okay, whatever.
context: Oh!\Is this the storehouse they were talking about?\Yeah, that's right. They said we can't miss it once we're inside.\What's wrong? Come on in.\You hurry up and get it.\What the hell? You could at least give me a\No!\Okay, whatever. response:	I really can't figure you out...
context: Is this the storehouse they were talking about?\Yeah, that's right. They said we can't miss it once we're inside.\What's wrong? Come on in.\You hurry up and get it.\What the hell? You could at least give me a\No!\Okay, whatever.\I really can't figure you out... response:	What the
context: Yeah, that's right. They said we can't miss it once we're inside.\What's wrong? Come on in.\You hurry up and get it.\What the hell? You could at least give me a\No!\Okay, whatever.\I really can't figure you out...\What the response:	Ouch!
context: What's wrong? Come on in.\You hurry up and get it.\What the hell? You could at least give me a\No!\Okay, whatever.\I really can't figure you out...\What the\Ouch! response:	Oh!
context: You hurry up and get it.\What the hell? You could at least give me a\No!\Okay, whatever.\I really can't figure you out...\What the\Ouch!\Oh! response:	What... What the hell?
context: What the hell? You could at least give me a\No!\Okay, whatever.\I really can't figure you out...\What the\Ouch!\Oh!\What... What the hell? response:	Please forgive us!
context: No!\Okay, whatever.\I really can't figure you out...\What the\Ouch!\Oh!\What... What the hell?\Please forgive us! response:	Go for it, Young Master.
context: Okay, whatever.\I really can't figure you out...\What the\Ouch!\Oh!\What... What the hell?\Please forgive us!\Go for it, Young Master. response:	This is as far as we can take you!
context: I really can't figure you out...\What the\Ouch!\Oh!\What... What the hell?\Please forgive us!\Go for it, Young Master.\This is as far as we can take you! response:	Hey! Damn it...
context: What the\Ouch!\Oh!\What... What the hell?\Please forgive us!\Go for it, Young Master.\This is as far as we can take you!\Hey! Damn it... response:	What do you think you're doing? Open the door!
context: Ouch!\Oh!\What... What the hell?\Please forgive us!\Go for it, Young Master.\This is as far as we can take you!\Hey! Damn it...\What do you think you're doing? Open the door! response:	They got us. This is why they called us.
context: Oh!\What... What the hell?\Please forgive us!\Go for it, Young Master.\This is as far as we can take you!\Hey! Damn it...\What do you think you're doing? Open the door!\They got us. This is why they called us. response:	Right now, I'll bet they're like, This is as far as we can take you!
context: What... What the hell?\Please forgive us!\Go for it, Young Master.\This is as far as we can take you!\Hey! Damn it...\What do you think you're doing? Open the door!\They got us. This is why they called us.\Right now, I'll bet they're like, This is as far as we can take you! response:	or something.
context: Please forgive us!\Go for it, Young Master.\This is as far as we can take you!\Hey! Damn it...\What do you think you're doing? Open the door!\They got us. This is why they called us.\Right now, I'll bet they're like, This is as far as we can take you!\or something. response:	Well, but still. There's a window and a ladder,
context: Go for it, Young Master.\This is as far as we can take you!\Hey! Damn it...\What do you think you're doing? Open the door!\They got us. This is why they called us.\Right now, I'll bet they're like, This is as far as we can take you!\or something.\Well, but still. There's a window and a ladder, response:	so it's not like we couldn't get out if we put our minds to it.
context: This is as far as we can take you!\Hey! Damn it...\What do you think you're doing? Open the door!\They got us. This is why they called us.\Right now, I'll bet they're like, This is as far as we can take you!\or something.\Well, but still. There's a window and a ladder,\so it's not like we couldn't get out if we put our minds to it. response:	Are you okay, Kirisaki?
context: Hey! Damn it...\What do you think you're doing? Open the door!\They got us. This is why they called us.\Right now, I'll bet they're like, This is as far as we can take you!\or something.\Well, but still. There's a window and a ladder,\so it's not like we couldn't get out if we put our minds to it.\Are you okay, Kirisaki? response:	I'm so sorry! Thanks to my guys, we're stuck.
context: What do you think you're doing? Open the door!\They got us. This is why they called us.\Right now, I'll bet they're like, This is as far as we can take you!\or something.\Well, but still. There's a window and a ladder,\so it's not like we couldn't get out if we put our minds to it.\Are you okay, Kirisaki?\I'm so sorry! Thanks to my guys, we're stuck. response:	Hey, you've been unusually quiet for the last few minutes...
context: They got us. This is why they called us.\Right now, I'll bet they're like, This is as far as we can take you!\or something.\Well, but still. There's a window and a ladder,\so it's not like we couldn't get out if we put our minds to it.\Are you okay, Kirisaki?\I'm so sorry! Thanks to my guys, we're stuck.\Hey, you've been unusually quiet for the last few minutes... response:	Huh... Huh? Huh? Huh? Huh? Huh? Huh?
context: Right now, I'll bet they're like, This is as far as we can take you!\or something.\Well, but still. There's a window and a ladder,\so it's not like we couldn't get out if we put our minds to it.\Are you okay, Kirisaki?\I'm so sorry! Thanks to my guys, we're stuck.\Hey, you've been unusually quiet for the last few minutes...\Huh... Huh? Huh? Huh? Huh? Huh? Huh? response:	Hey... Hey, hey, hey, hey, hey, hey!
context: or something.\Well, but still. There's a window and a ladder,\so it's not like we couldn't get out if we put our minds to it.\Are you okay, Kirisaki?\I'm so sorry! Thanks to my guys, we're stuck.\Hey, you've been unusually quiet for the last few minutes...\Huh... Huh? Huh? Huh? Huh? Huh? Huh?\Hey... Hey, hey, hey, hey, hey, hey! response:	K-Kirisaki-san?!
context: Well, but still. There's a window and a ladder,\so it's not like we couldn't get out if we put our minds to it.\Are you okay, Kirisaki?\I'm so sorry! Thanks to my guys, we're stuck.\Hey, you've been unusually quiet for the last few minutes...\Huh... Huh? Huh? Huh? Huh? Huh? Huh?\Hey... Hey, hey, hey, hey, hey, hey!\K-Kirisaki-san?! response:	Sh-Shut up! Just be quiet for a minute!
context: so it's not like we couldn't get out if we put our minds to it.\Are you okay, Kirisaki?\I'm so sorry! Thanks to my guys, we're stuck.\Hey, you've been unusually quiet for the last few minutes...\Huh... Huh? Huh? Huh? Huh? Huh? Huh?\Hey... Hey, hey, hey, hey, hey, hey!\K-Kirisaki-san?!\Sh-Shut up! Just be quiet for a minute! response:	And if you look at me, I'll smash your face in, got it?
context: Are you okay, Kirisaki?\I'm so sorry! Thanks to my guys, we're stuck.\Hey, you've been unusually quiet for the last few minutes...\Huh... Huh? Huh? Huh? Huh? Huh? Huh?\Hey... Hey, hey, hey, hey, hey, hey!\K-Kirisaki-san?!\Sh-Shut up! Just be quiet for a minute!\And if you look at me, I'll smash your face in, got it? response:	Hey, don't tell me...
context: I'm so sorry! Thanks to my guys, we're stuck.\Hey, you've been unusually quiet for the last few minutes...\Huh... Huh? Huh? Huh? Huh? Huh? Huh?\Hey... Hey, hey, hey, hey, hey, hey!\K-Kirisaki-san?!\Sh-Shut up! Just be quiet for a minute!\And if you look at me, I'll smash your face in, got it?\Hey, don't tell me... response:	You're afraid?
context: Hey, you've been unusually quiet for the last few minutes...\Huh... Huh? Huh? Huh? Huh? Huh? Huh?\Hey... Hey, hey, hey, hey, hey, hey!\K-Kirisaki-san?!\Sh-Shut up! Just be quiet for a minute!\And if you look at me, I'll smash your face in, got it?\Hey, don't tell me...\You're afraid? response:	Geh!
context: Huh... Huh? Huh? Huh? Huh? Huh? Huh?\Hey... Hey, hey, hey, hey, hey, hey!\K-Kirisaki-san?!\Sh-Shut up! Just be quiet for a minute!\And if you look at me, I'll smash your face in, got it?\Hey, don't tell me...\You're afraid?\Geh! response:	I told you I'd smash your face in if you looked at me, didn't I?
context: Hey... Hey, hey, hey, hey, hey, hey!\K-Kirisaki-san?!\Sh-Shut up! Just be quiet for a minute!\And if you look at me, I'll smash your face in, got it?\Hey, don't tell me...\You're afraid?\Geh!\I told you I'd smash your face in if you looked at me, didn't I? response:	I can't catch a break!
context: K-Kirisaki-san?!\Sh-Shut up! Just be quiet for a minute!\And if you look at me, I'll smash your face in, got it?\Hey, don't tell me...\You're afraid?\Geh!\I told you I'd smash your face in if you looked at me, didn't I?\I can't catch a break! response:	It makes me uncomfortable.
context: Sh-Shut up! Just be quiet for a minute!\And if you look at me, I'll smash your face in, got it?\Hey, don't tell me...\You're afraid?\Geh!\I told you I'd smash your face in if you looked at me, didn't I?\I can't catch a break!\It makes me uncomfortable. response:	I've been afraid of dark, cramped spaces since I was little. Like this storehouse.
context: And if you look at me, I'll smash your face in, got it?\Hey, don't tell me...\You're afraid?\Geh!\I told you I'd smash your face in if you looked at me, didn't I?\I can't catch a break!\It makes me uncomfortable.\I've been afraid of dark, cramped spaces since I was little. Like this storehouse. response:	A long time ago I got stuck inside a washing machine and couldn't move for five hours.
context: Hey, don't tell me...\You're afraid?\Geh!\I told you I'd smash your face in if you looked at me, didn't I?\I can't catch a break!\It makes me uncomfortable.\I've been afraid of dark, cramped spaces since I was little. Like this storehouse.\A long time ago I got stuck inside a washing machine and couldn't move for five hours. response:	How exactly did that happen?
context: You're afraid?\Geh!\I told you I'd smash your face in if you looked at me, didn't I?\I can't catch a break!\It makes me uncomfortable.\I've been afraid of dark, cramped spaces since I was little. Like this storehouse.\A long time ago I got stuck inside a washing machine and couldn't move for five hours.\How exactly did that happen? response:	I-I'm not clinging to you because I want to!
context: Geh!\I told you I'd smash your face in if you looked at me, didn't I?\I can't catch a break!\It makes me uncomfortable.\I've been afraid of dark, cramped spaces since I was little. Like this storehouse.\A long time ago I got stuck inside a washing machine and couldn't move for five hours.\How exactly did that happen?\I-I'm not clinging to you because I want to! response:	I-It's all I can do to keep myself calm.
context: I told you I'd smash your face in if you looked at me, didn't I?\I can't catch a break!\It makes me uncomfortable.\I've been afraid of dark, cramped spaces since I was little. Like this storehouse.\A long time ago I got stuck inside a washing machine and couldn't move for five hours.\How exactly did that happen?\I-I'm not clinging to you because I want to!\I-It's all I can do to keep myself calm. response:	If you get the point, then just shut up and let me keep clinging!
context: I can't catch a break!\It makes me uncomfortable.\I've been afraid of dark, cramped spaces since I was little. Like this storehouse.\A long time ago I got stuck inside a washing machine and couldn't move for five hours.\How exactly did that happen?\I-I'm not clinging to you because I want to!\I-It's all I can do to keep myself calm.\If you get the point, then just shut up and let me keep clinging! response:	What the hell? She's totally different from her usual self!
context: It makes me uncomfortable.\I've been afraid of dark, cramped spaces since I was little. Like this storehouse.\A long time ago I got stuck inside a washing machine and couldn't move for five hours.\How exactly did that happen?\I-I'm not clinging to you because I want to!\I-It's all I can do to keep myself calm.\If you get the point, then just shut up and let me keep clinging!\What the hell? She's totally different from her usual self! response:	Who knew that she had this side to her?
context: I've been afraid of dark, cramped spaces since I was little. Like this storehouse.\A long time ago I got stuck inside a washing machine and couldn't move for five hours.\How exactly did that happen?\I-I'm not clinging to you because I want to!\I-It's all I can do to keep myself calm.\If you get the point, then just shut up and let me keep clinging!\What the hell? She's totally different from her usual self!\Who knew that she had this side to her? response:	Looking at her now,
context: A long time ago I got stuck inside a washing machine and couldn't move for five hours.\How exactly did that happen?\I-I'm not clinging to you because I want to!\I-It's all I can do to keep myself calm.\If you get the point, then just shut up and let me keep clinging!\What the hell? She's totally different from her usual self!\Who knew that she had this side to her?\Looking at her now, response:	I finally realize that she's just like any other girl.
context: How exactly did that happen?\I-I'm not clinging to you because I want to!\I-It's all I can do to keep myself calm.\If you get the point, then just shut up and let me keep clinging!\What the hell? She's totally different from her usual self!\Who knew that she had this side to her?\Looking at her now,\I finally realize that she's just like any other girl. response:	Until this moment, I'd never really thought of her as one, but...
context: I-I'm not clinging to you because I want to!\I-It's all I can do to keep myself calm.\If you get the point, then just shut up and let me keep clinging!\What the hell? She's totally different from her usual self!\Who knew that she had this side to her?\Looking at her now,\I finally realize that she's just like any other girl.\Until this moment, I'd never really thought of her as one, but... response:	Whoa, talk about in-my-face!
context: I-It's all I can do to keep myself calm.\If you get the point, then just shut up and let me keep clinging!\What the hell? She's totally different from her usual self!\Who knew that she had this side to her?\Looking at her now,\I finally realize that she's just like any other girl.\Until this moment, I'd never really thought of her as one, but...\Whoa, talk about in-my-face! response:	What am I gonna do? I can hear the whisper of her breath!
context: If you get the point, then just shut up and let me keep clinging!\What the hell? She's totally different from her usual self!\Who knew that she had this side to her?\Looking at her now,\I finally realize that she's just like any other girl.\Until this moment, I'd never really thought of her as one, but...\Whoa, talk about in-my-face!\What am I gonna do? I can hear the whisper of her breath! response:	Her eyes... are glistening with tears.
context: What the hell? She's totally different from her usual self!\Who knew that she had this side to her?\Looking at her now,\I finally realize that she's just like any other girl.\Until this moment, I'd never really thought of her as one, but...\Whoa, talk about in-my-face!\What am I gonna do? I can hear the whisper of her breath!\Her eyes... are glistening with tears. response:	Damn, her eyes are so big, they're adorable. And check out those eyelashes!
context: Who knew that she had this side to her?\Looking at her now,\I finally realize that she's just like any other girl.\Until this moment, I'd never really thought of her as one, but...\Whoa, talk about in-my-face!\What am I gonna do? I can hear the whisper of her breath!\Her eyes... are glistening with tears.\Damn, her eyes are so big, they're adorable. And check out those eyelashes! response:	There's the scent of a shampoo I've never smelled before as well.
context: Looking at her now,\I finally realize that she's just like any other girl.\Until this moment, I'd never really thought of her as one, but...\Whoa, talk about in-my-face!\What am I gonna do? I can hear the whisper of her breath!\Her eyes... are glistening with tears.\Damn, her eyes are so big, they're adorable. And check out those eyelashes!\There's the scent of a shampoo I've never smelled before as well. response:	Plus, I can feel her warmth on my back!
context: I finally realize that she's just like any other girl.\Until this moment, I'd never really thought of her as one, but...\Whoa, talk about in-my-face!\What am I gonna do? I can hear the whisper of her breath!\Her eyes... are glistening with tears.\Damn, her eyes are so big, they're adorable. And check out those eyelashes!\There's the scent of a shampoo I've never smelled before as well.\Plus, I can feel her warmth on my back! response:	Her lips are sparkling... and they look so soft... for some reason.
context: Until this moment, I'd never really thought of her as one, but...\Whoa, talk about in-my-face!\What am I gonna do? I can hear the whisper of her breath!\Her eyes... are glistening with tears.\Damn, her eyes are so big, they're adorable. And check out those eyelashes!\There's the scent of a shampoo I've never smelled before as well.\Plus, I can feel her warmth on my back!\Her lips are sparkling... and they look so soft... for some reason. response:	I know I've ignored her till now, but this girl's pretty hot!
context: Whoa, talk about in-my-face!\What am I gonna do? I can hear the whisper of her breath!\Her eyes... are glistening with tears.\Damn, her eyes are so big, they're adorable. And check out those eyelashes!\There's the scent of a shampoo I've never smelled before as well.\Plus, I can feel her warmth on my back!\Her lips are sparkling... and they look so soft... for some reason.\I know I've ignored her till now, but this girl's pretty hot! response:	Wait, what the hell am I thinking?
context: What am I gonna do? I can hear the whisper of her breath!\Her eyes... are glistening with tears.\Damn, her eyes are so big, they're adorable. And check out those eyelashes!\There's the scent of a shampoo I've never smelled before as well.\Plus, I can feel her warmth on my back!\Her lips are sparkling... and they look so soft... for some reason.\I know I've ignored her till now, but this girl's pretty hot!\Wait, what the hell am I thinking? response:	When I've already got... When I've already decided who to give my heart toOnodera!
context: Her eyes... are glistening with tears.\Damn, her eyes are so big, they're adorable. And check out those eyelashes!\There's the scent of a shampoo I've never smelled before as well.\Plus, I can feel her warmth on my back!\Her lips are sparkling... and they look so soft... for some reason.\I know I've ignored her till now, but this girl's pretty hot!\Wait, what the hell am I thinking?\When I've already got... When I've already decided who to give my heart toOnodera! response:	I mean, being alone with a girl in this situation in a locked room like this
context: Damn, her eyes are so big, they're adorable. And check out those eyelashes!\There's the scent of a shampoo I've never smelled before as well.\Plus, I can feel her warmth on my back!\Her lips are sparkling... and they look so soft... for some reason.\I know I've ignored her till now, but this girl's pretty hot!\Wait, what the hell am I thinking?\When I've already got... When I've already decided who to give my heart toOnodera!\I mean, being alone with a girl in this situation in a locked room like this response:	is already questionable in more ways than one...
context: There's the scent of a shampoo I've never smelled before as well.\Plus, I can feel her warmth on my back!\Her lips are sparkling... and they look so soft... for some reason.\I know I've ignored her till now, but this girl's pretty hot!\Wait, what the hell am I thinking?\When I've already got... When I've already decided who to give my heart toOnodera!\I mean, being alone with a girl in this situation in a locked room like this\is already questionable in more ways than one... response:	Hey!
context: Plus, I can feel her warmth on my back!\Her lips are sparkling... and they look so soft... for some reason.\I know I've ignored her till now, but this girl's pretty hot!\Wait, what the hell am I thinking?\When I've already got... When I've already decided who to give my heart toOnodera!\I mean, being alone with a girl in this situation in a locked room like this\is already questionable in more ways than one...\Hey! response:	Hey, see that?
context: Her lips are sparkling... and they look so soft... for some reason.\I know I've ignored her till now, but this girl's pretty hot!\Wait, what the hell am I thinking?\When I've already got... When I've already decided who to give my heart toOnodera!\I mean, being alone with a girl in this situation in a locked room like this\is already questionable in more ways than one...\Hey!\Hey, see that? response:	A ladder!
context: I know I've ignored her till now, but this girl's pretty hot!\Wait, what the hell am I thinking?\When I've already got... When I've already decided who to give my heart toOnodera!\I mean, being alone with a girl in this situation in a locked room like this\is already questionable in more ways than one...\Hey!\Hey, see that?\A ladder! response:	Can't we use that to get out through the window up there?
context: Wait, what the hell am I thinking?\When I've already got... When I've already decided who to give my heart toOnodera!\I mean, being alone with a girl in this situation in a locked room like this\is already questionable in more ways than one...\Hey!\Hey, see that?\A ladder!\Can't we use that to get out through the window up there? response:	Huh?
context: When I've already got... When I've already decided who to give my heart toOnodera!\I mean, being alone with a girl in this situation in a locked room like this\is already questionable in more ways than one...\Hey!\Hey, see that?\A ladder!\Can't we use that to get out through the window up there?\Huh? response:	Sure, we could probably get out that way,
context: I mean, being alone with a girl in this situation in a locked room like this\is already questionable in more ways than one...\Hey!\Hey, see that?\A ladder!\Can't we use that to get out through the window up there?\Huh?\Sure, we could probably get out that way, response:	but are you in any shape to climb?
context: is already questionable in more ways than one...\Hey!\Hey, see that?\A ladder!\Can't we use that to get out through the window up there?\Huh?\Sure, we could probably get out that way,\but are you in any shape to climb? response:	No, I guess not.
context: Hey!\Hey, see that?\A ladder!\Can't we use that to get out through the window up there?\Huh?\Sure, we could probably get out that way,\but are you in any shape to climb?\No, I guess not. response:	But at least if you got out first, and went to get somebody.
context: Hey, see that?\A ladder!\Can't we use that to get out through the window up there?\Huh?\Sure, we could probably get out that way,\but are you in any shape to climb?\No, I guess not.\But at least if you got out first, and went to get somebody. response:	Don't be ridiculous!
context: A ladder!\Can't we use that to get out through the window up there?\Huh?\Sure, we could probably get out that way,\but are you in any shape to climb?\No, I guess not.\But at least if you got out first, and went to get somebody.\Don't be ridiculous! response:	As if I could leave behind someone who's in as sorry shape as you!
context: Can't we use that to get out through the window up there?\Huh?\Sure, we could probably get out that way,\but are you in any shape to climb?\No, I guess not.\But at least if you got out first, and went to get somebody.\Don't be ridiculous!\As if I could leave behind someone who's in as sorry shape as you! response:	The last thing I need is for you to start sobbing on me afterwards.
context: Huh?\Sure, we could probably get out that way,\but are you in any shape to climb?\No, I guess not.\But at least if you got out first, and went to get somebody.\Don't be ridiculous!\As if I could leave behind someone who's in as sorry shape as you!\The last thing I need is for you to start sobbing on me afterwards. response:	If we just give it some time, they'll come back for us.
context: Sure, we could probably get out that way,\but are you in any shape to climb?\No, I guess not.\But at least if you got out first, and went to get somebody.\Don't be ridiculous!\As if I could leave behind someone who's in as sorry shape as you!\The last thing I need is for you to start sobbing on me afterwards.\If we just give it some time, they'll come back for us. response:	Anyway, I'm keeping you company, so don't give me that bravado!
context: but are you in any shape to climb?\No, I guess not.\But at least if you got out first, and went to get somebody.\Don't be ridiculous!\As if I could leave behind someone who's in as sorry shape as you!\The last thing I need is for you to start sobbing on me afterwards.\If we just give it some time, they'll come back for us.\Anyway, I'm keeping you company, so don't give me that bravado! response:	What the...
context: No, I guess not.\But at least if you got out first, and went to get somebody.\Don't be ridiculous!\As if I could leave behind someone who's in as sorry shape as you!\The last thing I need is for you to start sobbing on me afterwards.\If we just give it some time, they'll come back for us.\Anyway, I'm keeping you company, so don't give me that bravado!\What the... response:	What's with you playing the cool guy now?
context: But at least if you got out first, and went to get somebody.\Don't be ridiculous!\As if I could leave behind someone who's in as sorry shape as you!\The last thing I need is for you to start sobbing on me afterwards.\If we just give it some time, they'll come back for us.\Anyway, I'm keeping you company, so don't give me that bravado!\What the...\What's with you playing the cool guy now? response:	You playing Mr. Cool isn't going to get us very...
context: Don't be ridiculous!\As if I could leave behind someone who's in as sorry shape as you!\The last thing I need is for you to start sobbing on me afterwards.\If we just give it some time, they'll come back for us.\Anyway, I'm keeping you company, so don't give me that bravado!\What the...\What's with you playing the cool guy now?\You playing Mr. Cool isn't going to get us very... response:	Well, hey, excuse me for trying...
