context: What name do I give that feeling that was born that night? response:	Sweet words like love or adore just don't sound right.
context: I, too, want to sing for a living.\So let's go to Tokyo!\Not now.\Why's that?!\Man, I don't understand you!\If I go now, I'll end up living with Ren again.\I can't live without him.\So why don't you? response:	If I do, Ren's gonna be making it big time
context: So let's go to Tokyo!\Not now.\Why's that?!\Man, I don't understand you!\If I go now, I'll end up living with Ren again.\I can't live without him.\So why don't you?\If I do, Ren's gonna be making it big time response:	in a band with a female vocalist that has a super voice,
context: Not now.\Why's that?!\Man, I don't understand you!\If I go now, I'll end up living with Ren again.\I can't live without him.\So why don't you?\If I do, Ren's gonna be making it big time\in a band with a female vocalist that has a super voice, response:	while I sit around waiting for my break which may never happen,
context: Why's that?!\Man, I don't understand you!\If I go now, I'll end up living with Ren again.\I can't live without him.\So why don't you?\If I do, Ren's gonna be making it big time\in a band with a female vocalist that has a super voice,\while I sit around waiting for my break which may never happen, response:	making miso soup and waiting for Ren to come home.
context: Man, I don't understand you!\If I go now, I'll end up living with Ren again.\I can't live without him.\So why don't you?\If I do, Ren's gonna be making it big time\in a band with a female vocalist that has a super voice,\while I sit around waiting for my break which may never happen,\making miso soup and waiting for Ren to come home. response:	No thanks, man.
context: If I go now, I'll end up living with Ren again.\I can't live without him.\So why don't you?\If I do, Ren's gonna be making it big time\in a band with a female vocalist that has a super voice,\while I sit around waiting for my break which may never happen,\making miso soup and waiting for Ren to come home.\No thanks, man. response:	That is totally degrading.
context: I can't live without him.\So why don't you?\If I do, Ren's gonna be making it big time\in a band with a female vocalist that has a super voice,\while I sit around waiting for my break which may never happen,\making miso soup and waiting for Ren to come home.\No thanks, man.\That is totally degrading. response:	So I gotta get better first.
context: So why don't you?\If I do, Ren's gonna be making it big time\in a band with a female vocalist that has a super voice,\while I sit around waiting for my break which may never happen,\making miso soup and waiting for Ren to come home.\No thanks, man.\That is totally degrading.\So I gotta get better first. response:	Give myself the confidence that
context: If I do, Ren's gonna be making it big time\in a band with a female vocalist that has a super voice,\while I sit around waiting for my break which may never happen,\making miso soup and waiting for Ren to come home.\No thanks, man.\That is totally degrading.\So I gotta get better first.\Give myself the confidence that response:	I can make it singing without Ren's help.
context: in a band with a female vocalist that has a super voice,\while I sit around waiting for my break which may never happen,\making miso soup and waiting for Ren to come home.\No thanks, man.\That is totally degrading.\So I gotta get better first.\Give myself the confidence that\I can make it singing without Ren's help. response:	One day for sure,
context: while I sit around waiting for my break which may never happen,\making miso soup and waiting for Ren to come home.\No thanks, man.\That is totally degrading.\So I gotta get better first.\Give myself the confidence that\I can make it singing without Ren's help.\One day for sure, response:	I'm going to Tokyo, even if I go alone.
context: making miso soup and waiting for Ren to come home.\No thanks, man.\That is totally degrading.\So I gotta get better first.\Give myself the confidence that\I can make it singing without Ren's help.\One day for sure,\I'm going to Tokyo, even if I go alone. response:	So bear with me, Nobu. Stick around with me here for awhile.
context: No thanks, man.\That is totally degrading.\So I gotta get better first.\Give myself the confidence that\I can make it singing without Ren's help.\One day for sure,\I'm going to Tokyo, even if I go alone.\So bear with me, Nobu. Stick around with me here for awhile. response:	You don't wanna sing to another guy's guitar?
context: That is totally degrading.\So I gotta get better first.\Give myself the confidence that\I can make it singing without Ren's help.\One day for sure,\I'm going to Tokyo, even if I go alone.\So bear with me, Nobu. Stick around with me here for awhile.\You don't wanna sing to another guy's guitar? response:	I don't care.
context: So I gotta get better first.\Give myself the confidence that\I can make it singing without Ren's help.\One day for sure,\I'm going to Tokyo, even if I go alone.\So bear with me, Nobu. Stick around with me here for awhile.\You don't wanna sing to another guy's guitar?\I don't care. response:	You don't wanna sing...
context: Give myself the confidence that\I can make it singing without Ren's help.\One day for sure,\I'm going to Tokyo, even if I go alone.\So bear with me, Nobu. Stick around with me here for awhile.\You don't wanna sing to another guy's guitar?\I don't care.\You don't wanna sing... response:	I don't care.
context: I can make it singing without Ren's help.\One day for sure,\I'm going to Tokyo, even if I go alone.\So bear with me, Nobu. Stick around with me here for awhile.\You don't wanna sing to another guy's guitar?\I don't care.\You don't wanna sing...\I don't care. response:	Ren and I fell in love exactly a year after we met,
context: One day for sure,\I'm going to Tokyo, even if I go alone.\So bear with me, Nobu. Stick around with me here for awhile.\You don't wanna sing to another guy's guitar?\I don't care.\You don't wanna sing...\I don't care.\Ren and I fell in love exactly a year after we met, response:	on Christmas night.
context: I'm going to Tokyo, even if I go alone.\So bear with me, Nobu. Stick around with me here for awhile.\You don't wanna sing to another guy's guitar?\I don't care.\You don't wanna sing...\I don't care.\Ren and I fell in love exactly a year after we met,\on Christmas night. response:	We were still feeling the excitement from our concert.
context: So bear with me, Nobu. Stick around with me here for awhile.\You don't wanna sing to another guy's guitar?\I don't care.\You don't wanna sing...\I don't care.\Ren and I fell in love exactly a year after we met,\on Christmas night.\We were still feeling the excitement from our concert. response:	On the way home from the party afterwards...
context: You don't wanna sing to another guy's guitar?\I don't care.\You don't wanna sing...\I don't care.\Ren and I fell in love exactly a year after we met,\on Christmas night.\We were still feeling the excitement from our concert.\On the way home from the party afterwards... response:	we frolicked playfully, kidding around like little kids,
context: I don't care.\You don't wanna sing...\I don't care.\Ren and I fell in love exactly a year after we met,\on Christmas night.\We were still feeling the excitement from our concert.\On the way home from the party afterwards...\we frolicked playfully, kidding around like little kids, response:	on the snow-covered sea wall.
context: You don't wanna sing...\I don't care.\Ren and I fell in love exactly a year after we met,\on Christmas night.\We were still feeling the excitement from our concert.\On the way home from the party afterwards...\we frolicked playfully, kidding around like little kids,\on the snow-covered sea wall. response:	Hey! Far out! A homemade cake! Am I ever popular. I'm eating it.
context: I don't care.\Ren and I fell in love exactly a year after we met,\on Christmas night.\We were still feeling the excitement from our concert.\On the way home from the party afterwards...\we frolicked playfully, kidding around like little kids,\on the snow-covered sea wall.\Hey! Far out! A homemade cake! Am I ever popular. I'm eating it. response:	There might be poison in that.
context: Ren and I fell in love exactly a year after we met,\on Christmas night.\We were still feeling the excitement from our concert.\On the way home from the party afterwards...\we frolicked playfully, kidding around like little kids,\on the snow-covered sea wall.\Hey! Far out! A homemade cake! Am I ever popular. I'm eating it.\There might be poison in that. response:	Actually it's from a fan of mine.
context: on Christmas night.\We were still feeling the excitement from our concert.\On the way home from the party afterwards...\we frolicked playfully, kidding around like little kids,\on the snow-covered sea wall.\Hey! Far out! A homemade cake! Am I ever popular. I'm eating it.\There might be poison in that.\Actually it's from a fan of mine. response:	It's the you're making it with Ren so now you must die cake.
context: We were still feeling the excitement from our concert.\On the way home from the party afterwards...\we frolicked playfully, kidding around like little kids,\on the snow-covered sea wall.\Hey! Far out! A homemade cake! Am I ever popular. I'm eating it.\There might be poison in that.\Actually it's from a fan of mine.\It's the you're making it with Ren so now you must die cake. response:	Then you taste it first.
context: On the way home from the party afterwards...\we frolicked playfully, kidding around like little kids,\on the snow-covered sea wall.\Hey! Far out! A homemade cake! Am I ever popular. I'm eating it.\There might be poison in that.\Actually it's from a fan of mine.\It's the you're making it with Ren so now you must die cake.\Then you taste it first. response:	I'm not about to be killed for something I didn't do.
context: we frolicked playfully, kidding around like little kids,\on the snow-covered sea wall.\Hey! Far out! A homemade cake! Am I ever popular. I'm eating it.\There might be poison in that.\Actually it's from a fan of mine.\It's the you're making it with Ren so now you must die cake.\Then you taste it first.\I'm not about to be killed for something I didn't do. response:	No way, man.
context: on the snow-covered sea wall.\Hey! Far out! A homemade cake! Am I ever popular. I'm eating it.\There might be poison in that.\Actually it's from a fan of mine.\It's the you're making it with Ren so now you must die cake.\Then you taste it first.\I'm not about to be killed for something I didn't do.\No way, man. response:	It was so sudden I forgot to close my eyes.
context: Hey! Far out! A homemade cake! Am I ever popular. I'm eating it.\There might be poison in that.\Actually it's from a fan of mine.\It's the you're making it with Ren so now you must die cake.\Then you taste it first.\I'm not about to be killed for something I didn't do.\No way, man.\It was so sudden I forgot to close my eyes. response:	Now that we're guilty, maybe I wouldn't mind getting killed.
context: There might be poison in that.\Actually it's from a fan of mine.\It's the you're making it with Ren so now you must die cake.\Then you taste it first.\I'm not about to be killed for something I didn't do.\No way, man.\It was so sudden I forgot to close my eyes.\Now that we're guilty, maybe I wouldn't mind getting killed. response:	I seriously thought I wouldn't mind dying.
context: Actually it's from a fan of mine.\It's the you're making it with Ren so now you must die cake.\Then you taste it first.\I'm not about to be killed for something I didn't do.\No way, man.\It was so sudden I forgot to close my eyes.\Now that we're guilty, maybe I wouldn't mind getting killed.\I seriously thought I wouldn't mind dying. response:	Because I longed for Ren.
context: It's the you're making it with Ren so now you must die cake.\Then you taste it first.\I'm not about to be killed for something I didn't do.\No way, man.\It was so sudden I forgot to close my eyes.\Now that we're guilty, maybe I wouldn't mind getting killed.\I seriously thought I wouldn't mind dying.\Because I longed for Ren. response:	I wanted him so badly...
context: Then you taste it first.\I'm not about to be killed for something I didn't do.\No way, man.\It was so sudden I forgot to close my eyes.\Now that we're guilty, maybe I wouldn't mind getting killed.\I seriously thought I wouldn't mind dying.\Because I longed for Ren.\I wanted him so badly... response:	always, from that day on.
context: I'm not about to be killed for something I didn't do.\No way, man.\It was so sudden I forgot to close my eyes.\Now that we're guilty, maybe I wouldn't mind getting killed.\I seriously thought I wouldn't mind dying.\Because I longed for Ren.\I wanted him so badly...\always, from that day on. response:	I thought no one was supposed to lay a hand on Nana,
context: No way, man.\It was so sudden I forgot to close my eyes.\Now that we're guilty, maybe I wouldn't mind getting killed.\I seriously thought I wouldn't mind dying.\Because I longed for Ren.\I wanted him so badly...\always, from that day on.\I thought no one was supposed to lay a hand on Nana, response:	because that would only cause problems in the band.
context: It was so sudden I forgot to close my eyes.\Now that we're guilty, maybe I wouldn't mind getting killed.\I seriously thought I wouldn't mind dying.\Because I longed for Ren.\I wanted him so badly...\always, from that day on.\I thought no one was supposed to lay a hand on Nana,\because that would only cause problems in the band. response:	No worries. There's love. Right here.
context: Now that we're guilty, maybe I wouldn't mind getting killed.\I seriously thought I wouldn't mind dying.\Because I longed for Ren.\I wanted him so badly...\always, from that day on.\I thought no one was supposed to lay a hand on Nana,\because that would only cause problems in the band.\No worries. There's love. Right here. response:	You gotta be kidding me.
context: I seriously thought I wouldn't mind dying.\Because I longed for Ren.\I wanted him so badly...\always, from that day on.\I thought no one was supposed to lay a hand on Nana,\because that would only cause problems in the band.\No worries. There's love. Right here.\You gotta be kidding me. response:	We didn't waste any time moving in together.
context: Because I longed for Ren.\I wanted him so badly...\always, from that day on.\I thought no one was supposed to lay a hand on Nana,\because that would only cause problems in the band.\No worries. There's love. Right here.\You gotta be kidding me.\We didn't waste any time moving in together. response:	Ren Honjo Nana Osaki We didn't waste any time moving in together.
context: I wanted him so badly...\always, from that day on.\I thought no one was supposed to lay a hand on Nana,\because that would only cause problems in the band.\No worries. There's love. Right here.\You gotta be kidding me.\We didn't waste any time moving in together.\Ren Honjo Nana Osaki We didn't waste any time moving in together. response:	Ren Honjo Nana Osaki
context: always, from that day on.\I thought no one was supposed to lay a hand on Nana,\because that would only cause problems in the band.\No worries. There's love. Right here.\You gotta be kidding me.\We didn't waste any time moving in together.\Ren Honjo Nana Osaki We didn't waste any time moving in together.\Ren Honjo Nana Osaki response:	Ren showed me the joy of singing.
context: I thought no one was supposed to lay a hand on Nana,\because that would only cause problems in the band.\No worries. There's love. Right here.\You gotta be kidding me.\We didn't waste any time moving in together.\Ren Honjo Nana Osaki We didn't waste any time moving in together.\Ren Honjo Nana Osaki\Ren showed me the joy of singing. response:	He taught me how to play the guitar.
context: because that would only cause problems in the band.\No worries. There's love. Right here.\You gotta be kidding me.\We didn't waste any time moving in together.\Ren Honjo Nana Osaki We didn't waste any time moving in together.\Ren Honjo Nana Osaki\Ren showed me the joy of singing.\He taught me how to play the guitar. response:	He gave me the desire to live.
context: No worries. There's love. Right here.\You gotta be kidding me.\We didn't waste any time moving in together.\Ren Honjo Nana Osaki We didn't waste any time moving in together.\Ren Honjo Nana Osaki\Ren showed me the joy of singing.\He taught me how to play the guitar.\He gave me the desire to live. response:	But what have I been able to do for him?
context: You gotta be kidding me.\We didn't waste any time moving in together.\Ren Honjo Nana Osaki We didn't waste any time moving in together.\Ren Honjo Nana Osaki\Ren showed me the joy of singing.\He taught me how to play the guitar.\He gave me the desire to live.\But what have I been able to do for him? response:	Even if it means I would not sing anymore,
context: We didn't waste any time moving in together.\Ren Honjo Nana Osaki We didn't waste any time moving in together.\Ren Honjo Nana Osaki\Ren showed me the joy of singing.\He taught me how to play the guitar.\He gave me the desire to live.\But what have I been able to do for him?\Even if it means I would not sing anymore, response:	I could go to Tokyo with Ren and at least cook for him every day...
context: Ren Honjo Nana Osaki We didn't waste any time moving in together.\Ren Honjo Nana Osaki\Ren showed me the joy of singing.\He taught me how to play the guitar.\He gave me the desire to live.\But what have I been able to do for him?\Even if it means I would not sing anymore,\I could go to Tokyo with Ren and at least cook for him every day... response:	polish the apartment, and have his child...
context: Ren Honjo Nana Osaki\Ren showed me the joy of singing.\He taught me how to play the guitar.\He gave me the desire to live.\But what have I been able to do for him?\Even if it means I would not sing anymore,\I could go to Tokyo with Ren and at least cook for him every day...\polish the apartment, and have his child... response:	Maybe that's what I should do.
context: Ren showed me the joy of singing.\He taught me how to play the guitar.\He gave me the desire to live.\But what have I been able to do for him?\Even if it means I would not sing anymore,\I could go to Tokyo with Ren and at least cook for him every day...\polish the apartment, and have his child...\Maybe that's what I should do. response:	After all, that's plenty happiness in itself.
context: He taught me how to play the guitar.\He gave me the desire to live.\But what have I been able to do for him?\Even if it means I would not sing anymore,\I could go to Tokyo with Ren and at least cook for him every day...\polish the apartment, and have his child...\Maybe that's what I should do.\After all, that's plenty happiness in itself. response:	For those of us who have no family,
context: He gave me the desire to live.\But what have I been able to do for him?\Even if it means I would not sing anymore,\I could go to Tokyo with Ren and at least cook for him every day...\polish the apartment, and have his child...\Maybe that's what I should do.\After all, that's plenty happiness in itself.\For those of us who have no family, response:	the most important thing...
context: But what have I been able to do for him?\Even if it means I would not sing anymore,\I could go to Tokyo with Ren and at least cook for him every day...\polish the apartment, and have his child...\Maybe that's what I should do.\After all, that's plenty happiness in itself.\For those of us who have no family,\the most important thing... response:	more than making some dream come true...
context: Even if it means I would not sing anymore,\I could go to Tokyo with Ren and at least cook for him every day...\polish the apartment, and have his child...\Maybe that's what I should do.\After all, that's plenty happiness in itself.\For those of us who have no family,\the most important thing...\more than making some dream come true... response:	has got to be making a home.
context: I could go to Tokyo with Ren and at least cook for him every day...\polish the apartment, and have his child...\Maybe that's what I should do.\After all, that's plenty happiness in itself.\For those of us who have no family,\the most important thing...\more than making some dream come true...\has got to be making a home. response:	Is that all ya got?
context: polish the apartment, and have his child...\Maybe that's what I should do.\After all, that's plenty happiness in itself.\For those of us who have no family,\the most important thing...\more than making some dream come true...\has got to be making a home.\Is that all ya got? response:	Yep. Just give me my guitar and some cigarettes and I'm happy.
context: Maybe that's what I should do.\After all, that's plenty happiness in itself.\For those of us who have no family,\the most important thing...\more than making some dream come true...\has got to be making a home.\Is that all ya got?\Yep. Just give me my guitar and some cigarettes and I'm happy. response:	He's lying. He sent all his stuff ahead.
context: After all, that's plenty happiness in itself.\For those of us who have no family,\the most important thing...\more than making some dream come true...\has got to be making a home.\Is that all ya got?\Yep. Just give me my guitar and some cigarettes and I'm happy.\He's lying. He sent all his stuff ahead. response:	Says he doesn't like carrying heavy stuff.
context: For those of us who have no family,\the most important thing...\more than making some dream come true...\has got to be making a home.\Is that all ya got?\Yep. Just give me my guitar and some cigarettes and I'm happy.\He's lying. He sent all his stuff ahead.\Says he doesn't like carrying heavy stuff. response:	From now on, you won't have guys below you to carry your stuff for you.
context: the most important thing...\more than making some dream come true...\has got to be making a home.\Is that all ya got?\Yep. Just give me my guitar and some cigarettes and I'm happy.\He's lying. He sent all his stuff ahead.\Says he doesn't like carrying heavy stuff.\From now on, you won't have guys below you to carry your stuff for you. response:	I can already see what Ren's poor assistant
context: more than making some dream come true...\has got to be making a home.\Is that all ya got?\Yep. Just give me my guitar and some cigarettes and I'm happy.\He's lying. He sent all his stuff ahead.\Says he doesn't like carrying heavy stuff.\From now on, you won't have guys below you to carry your stuff for you.\I can already see what Ren's poor assistant response:	is going to have to suffer through.
context: has got to be making a home.\Is that all ya got?\Yep. Just give me my guitar and some cigarettes and I'm happy.\He's lying. He sent all his stuff ahead.\Says he doesn't like carrying heavy stuff.\From now on, you won't have guys below you to carry your stuff for you.\I can already see what Ren's poor assistant\is going to have to suffer through. response:	I guess it's about time.
context: Is that all ya got?\Yep. Just give me my guitar and some cigarettes and I'm happy.\He's lying. He sent all his stuff ahead.\Says he doesn't like carrying heavy stuff.\From now on, you won't have guys below you to carry your stuff for you.\I can already see what Ren's poor assistant\is going to have to suffer through.\I guess it's about time. response:	A year and three months of living with Ren.
context: Yep. Just give me my guitar and some cigarettes and I'm happy.\He's lying. He sent all his stuff ahead.\Says he doesn't like carrying heavy stuff.\From now on, you won't have guys below you to carry your stuff for you.\I can already see what Ren's poor assistant\is going to have to suffer through.\I guess it's about time.\A year and three months of living with Ren. response:	In the beginning of spring before the snow completely melted away,
context: He's lying. He sent all his stuff ahead.\Says he doesn't like carrying heavy stuff.\From now on, you won't have guys below you to carry your stuff for you.\I can already see what Ren's poor assistant\is going to have to suffer through.\I guess it's about time.\A year and three months of living with Ren.\In the beginning of spring before the snow completely melted away, response:	our story ended.
context: Says he doesn't like carrying heavy stuff.\From now on, you won't have guys below you to carry your stuff for you.\I can already see what Ren's poor assistant\is going to have to suffer through.\I guess it's about time.\A year and three months of living with Ren.\In the beginning of spring before the snow completely melted away,\our story ended. response:	We didn't say goodbye.
context: From now on, you won't have guys below you to carry your stuff for you.\I can already see what Ren's poor assistant\is going to have to suffer through.\I guess it's about time.\A year and three months of living with Ren.\In the beginning of spring before the snow completely melted away,\our story ended.\We didn't say goodbye. response:	But living apart would be the end of us and we knew that.
context: I can already see what Ren's poor assistant\is going to have to suffer through.\I guess it's about time.\A year and three months of living with Ren.\In the beginning of spring before the snow completely melted away,\our story ended.\We didn't say goodbye.\But living apart would be the end of us and we knew that. response:	Phone calls and letters are worthless.
context: is going to have to suffer through.\I guess it's about time.\A year and three months of living with Ren.\In the beginning of spring before the snow completely melted away,\our story ended.\We didn't say goodbye.\But living apart would be the end of us and we knew that.\Phone calls and letters are worthless. response:	It doesn't mean a thing if you can't be there to hold each other in your arms.
context: I guess it's about time.\A year and three months of living with Ren.\In the beginning of spring before the snow completely melted away,\our story ended.\We didn't say goodbye.\But living apart would be the end of us and we knew that.\Phone calls and letters are worthless.\It doesn't mean a thing if you can't be there to hold each other in your arms. response:	Each night, I could feel his sadness within me...
context: A year and three months of living with Ren.\In the beginning of spring before the snow completely melted away,\our story ended.\We didn't say goodbye.\But living apart would be the end of us and we knew that.\Phone calls and letters are worthless.\It doesn't mean a thing if you can't be there to hold each other in your arms.\Each night, I could feel his sadness within me... response:	as he spilled it out without words.
context: In the beginning of spring before the snow completely melted away,\our story ended.\We didn't say goodbye.\But living apart would be the end of us and we knew that.\Phone calls and letters are worthless.\It doesn't mean a thing if you can't be there to hold each other in your arms.\Each night, I could feel his sadness within me...\as he spilled it out without words. response:	I felt it deeper than anyone else could ever do.
context: our story ended.\We didn't say goodbye.\But living apart would be the end of us and we knew that.\Phone calls and letters are worthless.\It doesn't mean a thing if you can't be there to hold each other in your arms.\Each night, I could feel his sadness within me...\as he spilled it out without words.\I felt it deeper than anyone else could ever do. response:	Merry Christmas! We're Blast.
context: We didn't say goodbye.\But living apart would be the end of us and we knew that.\Phone calls and letters are worthless.\It doesn't mean a thing if you can't be there to hold each other in your arms.\Each night, I could feel his sadness within me...\as he spilled it out without words.\I felt it deeper than anyone else could ever do.\Merry Christmas! We're Blast. response:	At times, I still regret what happened.
context: But living apart would be the end of us and we knew that.\Phone calls and letters are worthless.\It doesn't mean a thing if you can't be there to hold each other in your arms.\Each night, I could feel his sadness within me...\as he spilled it out without words.\I felt it deeper than anyone else could ever do.\Merry Christmas! We're Blast.\At times, I still regret what happened. response:	I sometimes feel that this everyday life without Ren is all part of a dream.
context: Phone calls and letters are worthless.\It doesn't mean a thing if you can't be there to hold each other in your arms.\Each night, I could feel his sadness within me...\as he spilled it out without words.\I felt it deeper than anyone else could ever do.\Merry Christmas! We're Blast.\At times, I still regret what happened.\I sometimes feel that this everyday life without Ren is all part of a dream. response:	Especially on these nights when the snow falls heavily.
context: It doesn't mean a thing if you can't be there to hold each other in your arms.\Each night, I could feel his sadness within me...\as he spilled it out without words.\I felt it deeper than anyone else could ever do.\Merry Christmas! We're Blast.\At times, I still regret what happened.\I sometimes feel that this everyday life without Ren is all part of a dream.\Especially on these nights when the snow falls heavily. response:	On a cold night like tonight, someone, please keep him warm.
context: Each night, I could feel his sadness within me...\as he spilled it out without words.\I felt it deeper than anyone else could ever do.\Merry Christmas! We're Blast.\At times, I still regret what happened.\I sometimes feel that this everyday life without Ren is all part of a dream.\Especially on these nights when the snow falls heavily.\On a cold night like tonight, someone, please keep him warm. response:	Nana, I bought the CD you released. It's the greatest! Your songs give me courage to get through the day. Your lyrics touch me deep inside. I hope more and more people will listen to your songs.
context: as he spilled it out without words.\I felt it deeper than anyone else could ever do.\Merry Christmas! We're Blast.\At times, I still regret what happened.\I sometimes feel that this everyday life without Ren is all part of a dream.\Especially on these nights when the snow falls heavily.\On a cold night like tonight, someone, please keep him warm.\Nana, I bought the CD you released. It's the greatest! Your songs give me courage to get through the day. Your lyrics touch me deep inside. I hope more and more people will listen to your songs. response:	I'd be lonely if you became famous, Nana. Because look at Ren. He's super popular now. I'm happy for him, but I have mixed feelings. But I forgive him because he's cool.
context: I felt it deeper than anyone else could ever do.\Merry Christmas! We're Blast.\At times, I still regret what happened.\I sometimes feel that this everyday life without Ren is all part of a dream.\Especially on these nights when the snow falls heavily.\On a cold night like tonight, someone, please keep him warm.\Nana, I bought the CD you released. It's the greatest! Your songs give me courage to get through the day. Your lyrics touch me deep inside. I hope more and more people will listen to your songs.\I'd be lonely if you became famous, Nana. Because look at Ren. He's super popular now. I'm happy for him, but I have mixed feelings. But I forgive him because he's cool. response:	Do you still keep in touch with Ren? Say hi to him for me. Best wishes. I'm rooting for you. AKIKO P.S. I love your latest hairstyle. It's so grown up. Maybe I'll do the same.
context: Merry Christmas! We're Blast.\At times, I still regret what happened.\I sometimes feel that this everyday life without Ren is all part of a dream.\Especially on these nights when the snow falls heavily.\On a cold night like tonight, someone, please keep him warm.\Nana, I bought the CD you released. It's the greatest! Your songs give me courage to get through the day. Your lyrics touch me deep inside. I hope more and more people will listen to your songs.\I'd be lonely if you became famous, Nana. Because look at Ren. He's super popular now. I'm happy for him, but I have mixed feelings. But I forgive him because he's cool.\Do you still keep in touch with Ren? Say hi to him for me. Best wishes. I'm rooting for you. AKIKO P.S. I love your latest hairstyle. It's so grown up. Maybe I'll do the same. response:	To Nana From Misato
context: At times, I still regret what happened.\I sometimes feel that this everyday life without Ren is all part of a dream.\Especially on these nights when the snow falls heavily.\On a cold night like tonight, someone, please keep him warm.\Nana, I bought the CD you released. It's the greatest! Your songs give me courage to get through the day. Your lyrics touch me deep inside. I hope more and more people will listen to your songs.\I'd be lonely if you became famous, Nana. Because look at Ren. He's super popular now. I'm happy for him, but I have mixed feelings. But I forgive him because he's cool.\Do you still keep in touch with Ren? Say hi to him for me. Best wishes. I'm rooting for you. AKIKO P.S. I love your latest hairstyle. It's so grown up. Maybe I'll do the same.\To Nana From Misato response:	It's sweet.
context: I sometimes feel that this everyday life without Ren is all part of a dream.\Especially on these nights when the snow falls heavily.\On a cold night like tonight, someone, please keep him warm.\Nana, I bought the CD you released. It's the greatest! Your songs give me courage to get through the day. Your lyrics touch me deep inside. I hope more and more people will listen to your songs.\I'd be lonely if you became famous, Nana. Because look at Ren. He's super popular now. I'm happy for him, but I have mixed feelings. But I forgive him because he's cool.\Do you still keep in touch with Ren? Say hi to him for me. Best wishes. I'm rooting for you. AKIKO P.S. I love your latest hairstyle. It's so grown up. Maybe I'll do the same.\To Nana From Misato\It's sweet. response:	It's been a year and nine months since Ren and I separated.
context: Especially on these nights when the snow falls heavily.\On a cold night like tonight, someone, please keep him warm.\Nana, I bought the CD you released. It's the greatest! Your songs give me courage to get through the day. Your lyrics touch me deep inside. I hope more and more people will listen to your songs.\I'd be lonely if you became famous, Nana. Because look at Ren. He's super popular now. I'm happy for him, but I have mixed feelings. But I forgive him because he's cool.\Do you still keep in touch with Ren? Say hi to him for me. Best wishes. I'm rooting for you. AKIKO P.S. I love your latest hairstyle. It's so grown up. Maybe I'll do the same.\To Nana From Misato\It's sweet.\It's been a year and nine months since Ren and I separated. response:	Soon, the second spring will come.
context: On a cold night like tonight, someone, please keep him warm.\Nana, I bought the CD you released. It's the greatest! Your songs give me courage to get through the day. Your lyrics touch me deep inside. I hope more and more people will listen to your songs.\I'd be lonely if you became famous, Nana. Because look at Ren. He's super popular now. I'm happy for him, but I have mixed feelings. But I forgive him because he's cool.\Do you still keep in touch with Ren? Say hi to him for me. Best wishes. I'm rooting for you. AKIKO P.S. I love your latest hairstyle. It's so grown up. Maybe I'll do the same.\To Nana From Misato\It's sweet.\It's been a year and nine months since Ren and I separated.\Soon, the second spring will come. response:	In March, on my twentieth birthday,
context: Nana, I bought the CD you released. It's the greatest! Your songs give me courage to get through the day. Your lyrics touch me deep inside. I hope more and more people will listen to your songs.\I'd be lonely if you became famous, Nana. Because look at Ren. He's super popular now. I'm happy for him, but I have mixed feelings. But I forgive him because he's cool.\Do you still keep in touch with Ren? Say hi to him for me. Best wishes. I'm rooting for you. AKIKO P.S. I love your latest hairstyle. It's so grown up. Maybe I'll do the same.\To Nana From Misato\It's sweet.\It's been a year and nine months since Ren and I separated.\Soon, the second spring will come.\In March, on my twentieth birthday, response:	I'm going to go out and buy me a present, to congratulate myself for hanging on.
context: I'd be lonely if you became famous, Nana. Because look at Ren. He's super popular now. I'm happy for him, but I have mixed feelings. But I forgive him because he's cool.\Do you still keep in touch with Ren? Say hi to him for me. Best wishes. I'm rooting for you. AKIKO P.S. I love your latest hairstyle. It's so grown up. Maybe I'll do the same.\To Nana From Misato\It's sweet.\It's been a year and nine months since Ren and I separated.\Soon, the second spring will come.\In March, on my twentieth birthday,\I'm going to go out and buy me a present, to congratulate myself for hanging on. response:	A one way ticket to Tokyo.
context: Do you still keep in touch with Ren? Say hi to him for me. Best wishes. I'm rooting for you. AKIKO P.S. I love your latest hairstyle. It's so grown up. Maybe I'll do the same.\To Nana From Misato\It's sweet.\It's been a year and nine months since Ren and I separated.\Soon, the second spring will come.\In March, on my twentieth birthday,\I'm going to go out and buy me a present, to congratulate myself for hanging on.\A one way ticket to Tokyo. response:	Just give me my guitar and some cigarettes, and I'm happy.
context: To Nana From Misato\It's sweet.\It's been a year and nine months since Ren and I separated.\Soon, the second spring will come.\In March, on my twentieth birthday,\I'm going to go out and buy me a present, to congratulate myself for hanging on.\A one way ticket to Tokyo.\Just give me my guitar and some cigarettes, and I'm happy. response:	I reached into the sky
context: It's sweet.\It's been a year and nine months since Ren and I separated.\Soon, the second spring will come.\In March, on my twentieth birthday,\I'm going to go out and buy me a present, to congratulate myself for hanging on.\A one way ticket to Tokyo.\Just give me my guitar and some cigarettes, and I'm happy.\I reached into the sky response:	But I couldn't reach what I wanted
context: It's been a year and nine months since Ren and I separated.\Soon, the second spring will come.\In March, on my twentieth birthday,\I'm going to go out and buy me a present, to congratulate myself for hanging on.\A one way ticket to Tokyo.\Just give me my guitar and some cigarettes, and I'm happy.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
