context: Hey, Nana. response:	Do you remember the first time we met?
context: I'm being a bother by suddenly coming like this, aren't I?\I was hoping to stay with Jun-chan until I found my own place.\But that wouldn't be too considerate, would it?\Those two are living together now.\I had no idea!\Jun-chan never told me! Since when?!\I wonder.\It was like, before I knew it, response:	Kyosuke had moved to Junko's place.
context: I was hoping to stay with Jun-chan until I found my own place.\But that wouldn't be too considerate, would it?\Those two are living together now.\I had no idea!\Jun-chan never told me! Since when?!\I wonder.\It was like, before I knew it,\Kyosuke had moved to Junko's place. response:	I see. I never knew.
context: But that wouldn't be too considerate, would it?\Those two are living together now.\I had no idea!\Jun-chan never told me! Since when?!\I wonder.\It was like, before I knew it,\Kyosuke had moved to Junko's place.\I see. I never knew. response:	Hey, you've still got your shoes on!
context: Those two are living together now.\I had no idea!\Jun-chan never told me! Since when?!\I wonder.\It was like, before I knew it,\Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on! response:	Tokyo is not a foreign country, you know!
context: I had no idea!\Jun-chan never told me! Since when?!\I wonder.\It was like, before I knew it,\Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know! response:	That's totally great!
context: Jun-chan never told me! Since when?!\I wonder.\It was like, before I knew it,\Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\That's totally great! response:	What?!
context: I wonder.\It was like, before I knew it,\Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\That's totally great!\What?! response:	Hey, are you taking my clothes off already? You pervert!
context: It was like, before I knew it,\Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert! response:	I wonder, can Shoji and I gradually become like that too?
context: Kyosuke had moved to Junko's place.\I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too? response:	I wanna make up for all the time we were apart.
context: I see. I never knew.\Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart. response:	I'm so happy.
context: Hey, you've still got your shoes on!\Tokyo is not a foreign country, you know!\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy. response:	I should be back around 6. When you go out, leave the key in the mailbox. Shoji
context: Tokyo is not a foreign country, you know!\That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji response:	I should be back around 6. When you go out, leave the key in the mailbox. Shoji Damn!
context: That's totally great!\What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\I should be back around 6. When you go out, leave the key in the mailbox. Shoji Damn! response:	I wanted to be sure to get up early and make breakfast for him.
context: What?!\Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\I should be back around 6. When you go out, leave the key in the mailbox. Shoji Damn!\I wanted to be sure to get up early and make breakfast for him. response:	I'll make up for it before Shoji gets back.
context: Hey, are you taking my clothes off already? You pervert!\I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\I should be back around 6. When you go out, leave the key in the mailbox. Shoji Damn!\I wanted to be sure to get up early and make breakfast for him.\I'll make up for it before Shoji gets back. response:	Doing stuff like this makes me feel like a newlywed wife.
context: I wonder, can Shoji and I gradually become like that too?\I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\I should be back around 6. When you go out, leave the key in the mailbox. Shoji Damn!\I wanted to be sure to get up early and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife. response:	Just to imagine how happy I'd be to help him out like this every day.
context: I wanna make up for all the time we were apart.\I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\I should be back around 6. When you go out, leave the key in the mailbox. Shoji Damn!\I wanted to be sure to get up early and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day. response:	This is pretty tasty.
context: I'm so happy.\I should be back around 6. When you go out, leave the key in the mailbox. Shoji\I should be back around 6. When you go out, leave the key in the mailbox. Shoji Damn!\I wanted to be sure to get up early and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day.\This is pretty tasty. response:	What's with that surprised look?
context: I should be back around 6. When you go out, leave the key in the mailbox. Shoji\I should be back around 6. When you go out, leave the key in the mailbox. Shoji Damn!\I wanted to be sure to get up early and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day.\This is pretty tasty.\What's with that surprised look? response:	Because you come across as the type that doesn't do much cooking.
context: I should be back around 6. When you go out, leave the key in the mailbox. Shoji Damn!\I wanted to be sure to get up early and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type that doesn't do much cooking. response:	Th-That's not true.
context: I wanted to be sure to get up early and make breakfast for him.\I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type that doesn't do much cooking.\Th-That's not true. response:	Just joking. But this is really good.
context: I'll make up for it before Shoji gets back.\Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type that doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good. response:	I'm impressed.
context: Doing stuff like this makes me feel like a newlywed wife.\Just to imagine how happy I'd be to help him out like this every day.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type that doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed. response:	This was worth the three hours it took me to make it.
context: Just to imagine how happy I'd be to help him out like this every day.\This is pretty tasty.\What's with that surprised look?\Because you come across as the type that doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it. response:	By the way, how did it go with the real estate agent?
context: This is pretty tasty.\What's with that surprised look?\Because you come across as the type that doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent? response:	Did you find a place?
context: What's with that surprised look?\Because you come across as the type that doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place? response:	I didn't have time today, so I couldn't go.
context: Because you come across as the type that doesn't do much cooking.\Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go. response:	Why? Oh, of course.
context: Th-That's not true.\Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course. response:	You were looking for a job. Did you find something?
context: Just joking. But this is really good.\I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something? response:	That's right. I've gotta look for a job.
context: I'm impressed.\This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job. response:	Don't tell me you were sleeping the whole time.
context: This was worth the three hours it took me to make it.\By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time. response:	No way! I cleaned the house, did laundry and stuff.
context: By the way, how did it go with the real estate agent?\Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff. response:	It was a super productive day!
context: Did you find a place?\I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff.\It was a super productive day! response:	You serious?
context: I didn't have time today, so I couldn't go.\Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff.\It was a super productive day!\You serious? response:	You didn't come all the way to Tokyo to do that, did you?
context: Why? Oh, of course.\You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff.\It was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you? response:	You promised you'd find a job that would allow you to make it on your own,
context: You were looking for a job. Did you find something?\That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff.\It was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised you'd find a job that would allow you to make it on your own, response:	and give it every effort, right?
context: That's right. I've gotta look for a job.\Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff.\It was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised you'd find a job that would allow you to make it on your own,\and give it every effort, right? response:	How can you say such a thing?
context: Don't tell me you were sleeping the whole time.\No way! I cleaned the house, did laundry and stuff.\It was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised you'd find a job that would allow you to make it on your own,\and give it every effort, right?\How can you say such a thing? response:	I did this all for you, Shoji!
context: No way! I cleaned the house, did laundry and stuff.\It was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised you'd find a job that would allow you to make it on your own,\and give it every effort, right?\How can you say such a thing?\I did this all for you, Shoji! response:	I shouldn't have talked to him like that.
context: It was a super productive day!\You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised you'd find a job that would allow you to make it on your own,\and give it every effort, right?\How can you say such a thing?\I did this all for you, Shoji!\I shouldn't have talked to him like that. response:	It's like I'm trying to make him feel guilty.
context: You serious?\You didn't come all the way to Tokyo to do that, did you?\You promised you'd find a job that would allow you to make it on your own,\and give it every effort, right?\How can you say such a thing?\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty. response:	Thanks for the meal.
context: You didn't come all the way to Tokyo to do that, did you?\You promised you'd find a job that would allow you to make it on your own,\and give it every effort, right?\How can you say such a thing?\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal. response:	I'll clean up.
context: You promised you'd find a job that would allow you to make it on your own,\and give it every effort, right?\How can you say such a thing?\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up. response:	It's all right.
context: and give it every effort, right?\How can you say such a thing?\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right. response:	I can take care of myself.
context: How can you say such a thing?\I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself. response:	You won't find a nice place for fifty thousand yen a month or less.
context: I did this all for you, Shoji!\I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself.\You won't find a nice place for fifty thousand yen a month or less. response:	If I work hard, I might be able to afford a bit more for the rent,
context: I shouldn't have talked to him like that.\It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself.\You won't find a nice place for fifty thousand yen a month or less.\If I work hard, I might be able to afford a bit more for the rent, response:	but can't I get a better deal on the deposit?
context: It's like I'm trying to make him feel guilty.\Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself.\You won't find a nice place for fifty thousand yen a month or less.\If I work hard, I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit? response:	Hmm... if you don't mind living in an older building.
context: Thanks for the meal.\I'll clean up.\It's all right.\I can take care of myself.\You won't find a nice place for fifty thousand yen a month or less.\If I work hard, I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building. response:	No deposit! And it's very reasonable for this space!
context: I'll clean up.\It's all right.\I can take care of myself.\You won't find a nice place for fifty thousand yen a month or less.\If I work hard, I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit! And it's very reasonable for this space! response:	I can have pets, too?
context: It's all right.\I can take care of myself.\You won't find a nice place for fifty thousand yen a month or less.\If I work hard, I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit! And it's very reasonable for this space!\I can have pets, too? response:	Do you wanna go and see it?
context: I can take care of myself.\You won't find a nice place for fifty thousand yen a month or less.\If I work hard, I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit! And it's very reasonable for this space!\I can have pets, too?\Do you wanna go and see it? response:	Yes!
context: You won't find a nice place for fifty thousand yen a month or less.\If I work hard, I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit! And it's very reasonable for this space!\I can have pets, too?\Do you wanna go and see it?\Yes! response:	There it is. That old brick building.
context: If I work hard, I might be able to afford a bit more for the rent,\but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit! And it's very reasonable for this space!\I can have pets, too?\Do you wanna go and see it?\Yes!\There it is. That old brick building. response:	That mansion, built long before I was even born,
context: but can't I get a better deal on the deposit?\Hmm... if you don't mind living in an older building.\No deposit! And it's very reasonable for this space!\I can have pets, too?\Do you wanna go and see it?\Yes!\There it is. That old brick building.\That mansion, built long before I was even born, response:	had such a high-class feel to it.
context: Hmm... if you don't mind living in an older building.\No deposit! And it's very reasonable for this space!\I can have pets, too?\Do you wanna go and see it?\Yes!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it. response:	I fell in love with the elegant western design the moment I saw it.
context: No deposit! And it's very reasonable for this space!\I can have pets, too?\Do you wanna go and see it?\Yes!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it. response:	The only problem was that the seven-story building had no elevator.
context: I can have pets, too?\Do you wanna go and see it?\Yes!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator. response:	Being a country girl,
context: Do you wanna go and see it?\Yes!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl, response:	the riverside location and green environment
context: Yes!\There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment response:	was an added bonus.
context: There it is. That old brick building.\That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment\was an added bonus. response:	Huh?
context: That mansion, built long before I was even born,\had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment\was an added bonus.\Huh? response:	Too bad! Someone beat us to it.
context: had such a high-class feel to it.\I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment\was an added bonus.\Huh?\Too bad! Someone beat us to it. response:	Would it be all right if I show this person the place too?
context: I fell in love with the elegant western design the moment I saw it.\The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment\was an added bonus.\Huh?\Too bad! Someone beat us to it.\Would it be all right if I show this person the place too? response:	Huh? Sorry, but that would be a problem.
context: The only problem was that the seven-story building had no elevator.\Being a country girl,\the riverside location and green environment\was an added bonus.\Huh?\Too bad! Someone beat us to it.\Would it be all right if I show this person the place too?\Huh? Sorry, but that would be a problem. response:	This customer has pretty well decided on this place.
context: Being a country girl,\the riverside location and green environment\was an added bonus.\Huh?\Too bad! Someone beat us to it.\Would it be all right if I show this person the place too?\Huh? Sorry, but that would be a problem.\This customer has pretty well decided on this place. response:	Nana!
context: the riverside location and green environment\was an added bonus.\Huh?\Too bad! Someone beat us to it.\Would it be all right if I show this person the place too?\Huh? Sorry, but that would be a problem.\This customer has pretty well decided on this place.\Nana! response:	That's you, right, Nana?! No way!
context: was an added bonus.\Huh?\Too bad! Someone beat us to it.\Would it be all right if I show this person the place too?\Huh? Sorry, but that would be a problem.\This customer has pretty well decided on this place.\Nana!\That's you, right, Nana?! No way! response:	What a coincidence!
context: Huh?\Too bad! Someone beat us to it.\Would it be all right if I show this person the place too?\Huh? Sorry, but that would be a problem.\This customer has pretty well decided on this place.\Nana!\That's you, right, Nana?! No way!\What a coincidence! response:	Who are you?
context: Too bad! Someone beat us to it.\Would it be all right if I show this person the place too?\Huh? Sorry, but that would be a problem.\This customer has pretty well decided on this place.\Nana!\That's you, right, Nana?! No way!\What a coincidence!\Who are you? response:	Am I such a forgettable person?
context: Would it be all right if I show this person the place too?\Huh? Sorry, but that would be a problem.\This customer has pretty well decided on this place.\Nana!\That's you, right, Nana?! No way!\What a coincidence!\Who are you?\Am I such a forgettable person? response:	Sorry, sorry.
context: Huh? Sorry, but that would be a problem.\This customer has pretty well decided on this place.\Nana!\That's you, right, Nana?! No way!\What a coincidence!\Who are you?\Am I such a forgettable person?\Sorry, sorry. response:	Are you all right, Nana?
context: This customer has pretty well decided on this place.\Nana!\That's you, right, Nana?! No way!\What a coincidence!\Who are you?\Am I such a forgettable person?\Sorry, sorry.\Are you all right, Nana? response:	So you do remember.
context: Nana!\That's you, right, Nana?! No way!\What a coincidence!\Who are you?\Am I such a forgettable person?\Sorry, sorry.\Are you all right, Nana?\So you do remember. response:	I didn't recognize you at first.
context: That's you, right, Nana?! No way!\What a coincidence!\Who are you?\Am I such a forgettable person?\Sorry, sorry.\Are you all right, Nana?\So you do remember.\I didn't recognize you at first. response:	You look different with these clothes and hairdo.
context: What a coincidence!\Who are you?\Am I such a forgettable person?\Sorry, sorry.\Are you all right, Nana?\So you do remember.\I didn't recognize you at first.\You look different with these clothes and hairdo. response:	You don't have a fixed style, do you?
context: Who are you?\Am I such a forgettable person?\Sorry, sorry.\Are you all right, Nana?\So you do remember.\I didn't recognize you at first.\You look different with these clothes and hairdo.\You don't have a fixed style, do you? response:	So, are you two friends?
context: Am I such a forgettable person?\Sorry, sorry.\Are you all right, Nana?\So you do remember.\I didn't recognize you at first.\You look different with these clothes and hairdo.\You don't have a fixed style, do you?\So, are you two friends? response:	- Well, I wouldn't really say we're friends. - Yes, we are!
context: Sorry, sorry.\Are you all right, Nana?\So you do remember.\I didn't recognize you at first.\You look different with these clothes and hairdo.\You don't have a fixed style, do you?\So, are you two friends?\- Well, I wouldn't really say we're friends. - Yes, we are! response:	Anyway, you. Miss Osaki?
context: Are you all right, Nana?\So you do remember.\I didn't recognize you at first.\You look different with these clothes and hairdo.\You don't have a fixed style, do you?\So, are you two friends?\- Well, I wouldn't really say we're friends. - Yes, we are!\Anyway, you. Miss Osaki? response:	What's your decision? Are you renting the place?
context: So you do remember.\I didn't recognize you at first.\You look different with these clothes and hairdo.\You don't have a fixed style, do you?\So, are you two friends?\- Well, I wouldn't really say we're friends. - Yes, we are!\Anyway, you. Miss Osaki?\What's your decision? Are you renting the place? response:	I'm still thinking.
context: I didn't recognize you at first.\You look different with these clothes and hairdo.\You don't have a fixed style, do you?\So, are you two friends?\- Well, I wouldn't really say we're friends. - Yes, we are!\Anyway, you. Miss Osaki?\What's your decision? Are you renting the place?\I'm still thinking. response:	If you haven't made a decision yet,
context: You look different with these clothes and hairdo.\You don't have a fixed style, do you?\So, are you two friends?\- Well, I wouldn't really say we're friends. - Yes, we are!\Anyway, you. Miss Osaki?\What's your decision? Are you renting the place?\I'm still thinking.\If you haven't made a decision yet, response:	can you please allow this young lady to see the place?
context: You don't have a fixed style, do you?\So, are you two friends?\- Well, I wouldn't really say we're friends. - Yes, we are!\Anyway, you. Miss Osaki?\What's your decision? Are you renting the place?\I'm still thinking.\If you haven't made a decision yet,\can you please allow this young lady to see the place? response:	The kitchen's so cute!
context: So, are you two friends?\- Well, I wouldn't really say we're friends. - Yes, we are!\Anyway, you. Miss Osaki?\What's your decision? Are you renting the place?\I'm still thinking.\If you haven't made a decision yet,\can you please allow this young lady to see the place?\The kitchen's so cute! response:	The rooms are so big!
context: - Well, I wouldn't really say we're friends. - Yes, we are!\Anyway, you. Miss Osaki?\What's your decision? Are you renting the place?\I'm still thinking.\If you haven't made a decision yet,\can you please allow this young lady to see the place?\The kitchen's so cute!\The rooms are so big! response:	You're kidding! An old-fashioned bathtub with legs!
context: Anyway, you. Miss Osaki?\What's your decision? Are you renting the place?\I'm still thinking.\If you haven't made a decision yet,\can you please allow this young lady to see the place?\The kitchen's so cute!\The rooms are so big!\You're kidding! An old-fashioned bathtub with legs! response:	- I'll take it! - Is that so?
context: What's your decision? Are you renting the place?\I'm still thinking.\If you haven't made a decision yet,\can you please allow this young lady to see the place?\The kitchen's so cute!\The rooms are so big!\You're kidding! An old-fashioned bathtub with legs!\- I'll take it! - Is that so? response:	- Wait a minute! - Wait a minute!
context: I'm still thinking.\If you haven't made a decision yet,\can you please allow this young lady to see the place?\The kitchen's so cute!\The rooms are so big!\You're kidding! An old-fashioned bathtub with legs!\- I'll take it! - Is that so?\- Wait a minute! - Wait a minute! response:	I found this place first! You can't just decide like that!
context: If you haven't made a decision yet,\can you please allow this young lady to see the place?\The kitchen's so cute!\The rooms are so big!\You're kidding! An old-fashioned bathtub with legs!\- I'll take it! - Is that so?\- Wait a minute! - Wait a minute!\I found this place first! You can't just decide like that! response:	I see. I'm sorry.
context: can you please allow this young lady to see the place?\The kitchen's so cute!\The rooms are so big!\You're kidding! An old-fashioned bathtub with legs!\- I'll take it! - Is that so?\- Wait a minute! - Wait a minute!\I found this place first! You can't just decide like that!\I see. I'm sorry. response:	That's right. What are you thinking?
context: The kitchen's so cute!\The rooms are so big!\You're kidding! An old-fashioned bathtub with legs!\- I'll take it! - Is that so?\- Wait a minute! - Wait a minute!\I found this place first! You can't just decide like that!\I see. I'm sorry.\That's right. What are you thinking? response:	But you seemed to be having a problem making up your mind.
context: The rooms are so big!\You're kidding! An old-fashioned bathtub with legs!\- I'll take it! - Is that so?\- Wait a minute! - Wait a minute!\I found this place first! You can't just decide like that!\I see. I'm sorry.\That's right. What are you thinking?\But you seemed to be having a problem making up your mind. response:	No, I've decided. I'll take it. Yokoi.
context: You're kidding! An old-fashioned bathtub with legs!\- I'll take it! - Is that so?\- Wait a minute! - Wait a minute!\I found this place first! You can't just decide like that!\I see. I'm sorry.\That's right. What are you thinking?\But you seemed to be having a problem making up your mind.\No, I've decided. I'll take it. Yokoi. response:	Wait a minute!
context: - I'll take it! - Is that so?\- Wait a minute! - Wait a minute!\I found this place first! You can't just decide like that!\I see. I'm sorry.\That's right. What are you thinking?\But you seemed to be having a problem making up your mind.\No, I've decided. I'll take it. Yokoi.\Wait a minute! response:	I'm not waiting.
context: - Wait a minute! - Wait a minute!\I found this place first! You can't just decide like that!\I see. I'm sorry.\That's right. What are you thinking?\But you seemed to be having a problem making up your mind.\No, I've decided. I'll take it. Yokoi.\Wait a minute!\I'm not waiting. response:	I am tired of staying at crappy capsule hotels.
context: I found this place first! You can't just decide like that!\I see. I'm sorry.\That's right. What are you thinking?\But you seemed to be having a problem making up your mind.\No, I've decided. I'll take it. Yokoi.\Wait a minute!\I'm not waiting.\I am tired of staying at crappy capsule hotels. response:	I just wanna hurry up and live any place that's available.
context: I see. I'm sorry.\That's right. What are you thinking?\But you seemed to be having a problem making up your mind.\No, I've decided. I'll take it. Yokoi.\Wait a minute!\I'm not waiting.\I am tired of staying at crappy capsule hotels.\I just wanna hurry up and live any place that's available. response:	If any place will do, look elsewhere. For me, it has to be this place!
context: That's right. What are you thinking?\But you seemed to be having a problem making up your mind.\No, I've decided. I'll take it. Yokoi.\Wait a minute!\I'm not waiting.\I am tired of staying at crappy capsule hotels.\I just wanna hurry up and live any place that's available.\If any place will do, look elsewhere. For me, it has to be this place! response:	What's wrong with you staying at your boyfriend's place?!
context: But you seemed to be having a problem making up your mind.\No, I've decided. I'll take it. Yokoi.\Wait a minute!\I'm not waiting.\I am tired of staying at crappy capsule hotels.\I just wanna hurry up and live any place that's available.\If any place will do, look elsewhere. For me, it has to be this place!\What's wrong with you staying at your boyfriend's place?! response:	Did he dump you?
context: No, I've decided. I'll take it. Yokoi.\Wait a minute!\I'm not waiting.\I am tired of staying at crappy capsule hotels.\I just wanna hurry up and live any place that's available.\If any place will do, look elsewhere. For me, it has to be this place!\What's wrong with you staying at your boyfriend's place?!\Did he dump you? response:	No! But as things are now, it's only a matter of time!
context: Wait a minute!\I'm not waiting.\I am tired of staying at crappy capsule hotels.\I just wanna hurry up and live any place that's available.\If any place will do, look elsewhere. For me, it has to be this place!\What's wrong with you staying at your boyfriend's place?!\Did he dump you?\No! But as things are now, it's only a matter of time! response:	Why? You were all lovey-dovey about him.
context: I'm not waiting.\I am tired of staying at crappy capsule hotels.\I just wanna hurry up and live any place that's available.\If any place will do, look elsewhere. For me, it has to be this place!\What's wrong with you staying at your boyfriend's place?!\Did he dump you?\No! But as things are now, it's only a matter of time!\Why? You were all lovey-dovey about him. response:	That's true, but let me tell you!
context: I am tired of staying at crappy capsule hotels.\I just wanna hurry up and live any place that's available.\If any place will do, look elsewhere. For me, it has to be this place!\What's wrong with you staying at your boyfriend's place?!\Did he dump you?\No! But as things are now, it's only a matter of time!\Why? You were all lovey-dovey about him.\That's true, but let me tell you! response:	Now, come on. Rather than discussing nonsense,
context: I just wanna hurry up and live any place that's available.\If any place will do, look elsewhere. For me, it has to be this place!\What's wrong with you staying at your boyfriend's place?!\Did he dump you?\No! But as things are now, it's only a matter of time!\Why? You were all lovey-dovey about him.\That's true, but let me tell you!\Now, come on. Rather than discussing nonsense, response:	what are you gonna do about renting this...
context: If any place will do, look elsewhere. For me, it has to be this place!\What's wrong with you staying at your boyfriend's place?!\Did he dump you?\No! But as things are now, it's only a matter of time!\Why? You were all lovey-dovey about him.\That's true, but let me tell you!\Now, come on. Rather than discussing nonsense,\what are you gonna do about renting this... response:	- Nonsense? - Nonsense?
