context: Why? response:	Mari.
context: that I was burning with the will to invent.\Where is that man now?\Huh? He's gone.\Gone?\He said something about meeting me again in the future.\I didn't get it at all.\Future?\He said I was going to bring light to the world. response:	Light?
context: Where is that man now?\Huh? He's gone.\Gone?\He said something about meeting me again in the future.\I didn't get it at all.\Future?\He said I was going to bring light to the world.\Light? response:	He wanted to be witness to that moment, or something.
context: Huh? He's gone.\Gone?\He said something about meeting me again in the future.\I didn't get it at all.\Future?\He said I was going to bring light to the world.\Light?\He wanted to be witness to that moment, or something. response:	What a weirdo-
context: Gone?\He said something about meeting me again in the future.\I didn't get it at all.\Future?\He said I was going to bring light to the world.\Light?\He wanted to be witness to that moment, or something.\What a weirdo- response:	Excuse me.
context: He said something about meeting me again in the future.\I didn't get it at all.\Future?\He said I was going to bring light to the world.\Light?\He wanted to be witness to that moment, or something.\What a weirdo-\Excuse me. response:	H-Hey!
context: I didn't get it at all.\Future?\He said I was going to bring light to the world.\Light?\He wanted to be witness to that moment, or something.\What a weirdo-\Excuse me.\H-Hey! response:	-Hey! -Where are we going?
context: Future?\He said I was going to bring light to the world.\Light?\He wanted to be witness to that moment, or something.\What a weirdo-\Excuse me.\H-Hey!\-Hey! -Where are we going? response:	After Dr. Hayase, of course.
context: He said I was going to bring light to the world.\Light?\He wanted to be witness to that moment, or something.\What a weirdo-\Excuse me.\H-Hey!\-Hey! -Where are we going?\After Dr. Hayase, of course. response:	And if I may offer some unsolicited advice...
context: Light?\He wanted to be witness to that moment, or something.\What a weirdo-\Excuse me.\H-Hey!\-Hey! -Where are we going?\After Dr. Hayase, of course.\And if I may offer some unsolicited advice... response:	first, make your own company,
context: He wanted to be witness to that moment, or something.\What a weirdo-\Excuse me.\H-Hey!\-Hey! -Where are we going?\After Dr. Hayase, of course.\And if I may offer some unsolicited advice...\first, make your own company, response:	and solicit investors.
context: What a weirdo-\Excuse me.\H-Hey!\-Hey! -Where are we going?\After Dr. Hayase, of course.\And if I may offer some unsolicited advice...\first, make your own company,\and solicit investors. response:	Don't listen to what this bad guy says!
context: Excuse me.\H-Hey!\-Hey! -Where are we going?\After Dr. Hayase, of course.\And if I may offer some unsolicited advice...\first, make your own company,\and solicit investors.\Don't listen to what this bad guy says! response:	Bad... guy?
context: H-Hey!\-Hey! -Where are we going?\After Dr. Hayase, of course.\And if I may offer some unsolicited advice...\first, make your own company,\and solicit investors.\Don't listen to what this bad guy says!\Bad... guy? response:	Sorry, but when it comes to business,
context: -Hey! -Where are we going?\After Dr. Hayase, of course.\And if I may offer some unsolicited advice...\first, make your own company,\and solicit investors.\Don't listen to what this bad guy says!\Bad... guy?\Sorry, but when it comes to business, response:	I say nothing but beneficial things.
context: After Dr. Hayase, of course.\And if I may offer some unsolicited advice...\first, make your own company,\and solicit investors.\Don't listen to what this bad guy says!\Bad... guy?\Sorry, but when it comes to business,\I say nothing but beneficial things. response:	Ow! That hurts!
context: And if I may offer some unsolicited advice...\first, make your own company,\and solicit investors.\Don't listen to what this bad guy says!\Bad... guy?\Sorry, but when it comes to business,\I say nothing but beneficial things.\Ow! That hurts! response:	Don't pull me!
context: first, make your own company,\and solicit investors.\Don't listen to what this bad guy says!\Bad... guy?\Sorry, but when it comes to business,\I say nothing but beneficial things.\Ow! That hurts!\Don't pull me! response:	My own company, eh?
context: and solicit investors.\Don't listen to what this bad guy says!\Bad... guy?\Sorry, but when it comes to business,\I say nothing but beneficial things.\Ow! That hurts!\Don't pull me!\My own company, eh? response:	You wanted to go after Papa,
context: Don't listen to what this bad guy says!\Bad... guy?\Sorry, but when it comes to business,\I say nothing but beneficial things.\Ow! That hurts!\Don't pull me!\My own company, eh?\You wanted to go after Papa, response:	but we don't know how many years into the future he's gone!
context: Bad... guy?\Sorry, but when it comes to business,\I say nothing but beneficial things.\Ow! That hurts!\Don't pull me!\My own company, eh?\You wanted to go after Papa,\but we don't know how many years into the future he's gone! response:	Untrue.
context: Sorry, but when it comes to business,\I say nothing but beneficial things.\Ow! That hurts!\Don't pull me!\My own company, eh?\You wanted to go after Papa,\but we don't know how many years into the future he's gone!\Untrue. response:	Huh?
context: I say nothing but beneficial things.\Ow! That hurts!\Don't pull me!\My own company, eh?\You wanted to go after Papa,\but we don't know how many years into the future he's gone!\Untrue.\Huh? response:	He's visiting the day Edison brought light to the world.
context: Ow! That hurts!\Don't pull me!\My own company, eh?\You wanted to go after Papa,\but we don't know how many years into the future he's gone!\Untrue.\Huh?\He's visiting the day Edison brought light to the world. response:	In other words, the invention of the light bulb.
context: Don't pull me!\My own company, eh?\You wanted to go after Papa,\but we don't know how many years into the future he's gone!\Untrue.\Huh?\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb. response:	Huh?! Mr. Edison invented the light bulb?!
context: My own company, eh?\You wanted to go after Papa,\but we don't know how many years into the future he's gone!\Untrue.\Huh?\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?! response:	Learn a little more history, would you?
context: You wanted to go after Papa,\but we don't know how many years into the future he's gone!\Untrue.\Huh?\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\Learn a little more history, would you? response:	I'm doing the best I can!
context: but we don't know how many years into the future he's gone!\Untrue.\Huh?\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\Learn a little more history, would you?\I'm doing the best I can! response:	In 1879, Edison completed the Edison light bulb.
context: Untrue.\Huh?\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\Learn a little more history, would you?\I'm doing the best I can!\In 1879, Edison completed the Edison light bulb. response:	Edison light bulb?
context: Huh?\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\Learn a little more history, would you?\I'm doing the best I can!\In 1879, Edison completed the Edison light bulb.\Edison light bulb? response:	Yes, on October 21st.
context: He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\Learn a little more history, would you?\I'm doing the best I can!\In 1879, Edison completed the Edison light bulb.\Edison light bulb?\Yes, on October 21st. response:	The success of it allowed for the first practical light bulbs,
context: In other words, the invention of the light bulb.\Huh?! Mr. Edison invented the light bulb?!\Learn a little more history, would you?\I'm doing the best I can!\In 1879, Edison completed the Edison light bulb.\Edison light bulb?\Yes, on October 21st.\The success of it allowed for the first practical light bulbs, response:	and the technology was quickly adopted across the world.
context: Huh?! Mr. Edison invented the light bulb?!\Learn a little more history, would you?\I'm doing the best I can!\In 1879, Edison completed the Edison light bulb.\Edison light bulb?\Yes, on October 21st.\The success of it allowed for the first practical light bulbs,\and the technology was quickly adopted across the world. response:	So, how do we travel to that day?
context: Learn a little more history, would you?\I'm doing the best I can!\In 1879, Edison completed the Edison light bulb.\Edison light bulb?\Yes, on October 21st.\The success of it allowed for the first practical light bulbs,\and the technology was quickly adopted across the world.\So, how do we travel to that day? response:	We can't.
context: I'm doing the best I can!\In 1879, Edison completed the Edison light bulb.\Edison light bulb?\Yes, on October 21st.\The success of it allowed for the first practical light bulbs,\and the technology was quickly adopted across the world.\So, how do we travel to that day?\We can't. response:	Have you forgotten the position you're in?
context: In 1879, Edison completed the Edison light bulb.\Edison light bulb?\Yes, on October 21st.\The success of it allowed for the first practical light bulbs,\and the technology was quickly adopted across the world.\So, how do we travel to that day?\We can't.\Have you forgotten the position you're in? response:	Dr. Hayase moves where he wants to.
context: Edison light bulb?\Yes, on October 21st.\The success of it allowed for the first practical light bulbs,\and the technology was quickly adopted across the world.\So, how do we travel to that day?\We can't.\Have you forgotten the position you're in?\Dr. Hayase moves where he wants to. response:	It can't be impossible.
context: Yes, on October 21st.\The success of it allowed for the first practical light bulbs,\and the technology was quickly adopted across the world.\So, how do we travel to that day?\We can't.\Have you forgotten the position you're in?\Dr. Hayase moves where he wants to.\It can't be impossible. response:	I'll ask again: How do we travel to October 21st?
context: The success of it allowed for the first practical light bulbs,\and the technology was quickly adopted across the world.\So, how do we travel to that day?\We can't.\Have you forgotten the position you're in?\Dr. Hayase moves where he wants to.\It can't be impossible.\I'll ask again: How do we travel to October 21st? response:	Shun can do it.
context: and the technology was quickly adopted across the world.\So, how do we travel to that day?\We can't.\Have you forgotten the position you're in?\Dr. Hayase moves where he wants to.\It can't be impossible.\I'll ask again: How do we travel to October 21st?\Shun can do it. response:	The Mizuki boy?
context: So, how do we travel to that day?\We can't.\Have you forgotten the position you're in?\Dr. Hayase moves where he wants to.\It can't be impossible.\I'll ask again: How do we travel to October 21st?\Shun can do it.\The Mizuki boy? response:	You've been watching us, haven't you?
context: We can't.\Have you forgotten the position you're in?\Dr. Hayase moves where he wants to.\It can't be impossible.\I'll ask again: How do we travel to October 21st?\Shun can do it.\The Mizuki boy?\You've been watching us, haven't you? response:	Yes.
context: Have you forgotten the position you're in?\Dr. Hayase moves where he wants to.\It can't be impossible.\I'll ask again: How do we travel to October 21st?\Shun can do it.\The Mizuki boy?\You've been watching us, haven't you?\Yes. response:	Send us...
context: Dr. Hayase moves where he wants to.\It can't be impossible.\I'll ask again: How do we travel to October 21st?\Shun can do it.\The Mizuki boy?\You've been watching us, haven't you?\Yes.\Send us... response:	You hear me?
context: It can't be impossible.\I'll ask again: How do we travel to October 21st?\Shun can do it.\The Mizuki boy?\You've been watching us, haven't you?\Yes.\Send us...\You hear me? response:	You'd better not try any funny business.
context: I'll ask again: How do we travel to October 21st?\Shun can do it.\The Mizuki boy?\You've been watching us, haven't you?\Yes.\Send us...\You hear me?\You'd better not try any funny business. response:	Hey.
context: Shun can do it.\The Mizuki boy?\You've been watching us, haven't you?\Yes.\Send us...\You hear me?\You'd better not try any funny business.\Hey. response:	Eiji has one of those armillary compasses too, doesn't he?
context: The Mizuki boy?\You've been watching us, haven't you?\Yes.\Send us...\You hear me?\You'd better not try any funny business.\Hey.\Eiji has one of those armillary compasses too, doesn't he? response:	Can't we get in contact with him?
context: You've been watching us, haven't you?\Yes.\Send us...\You hear me?\You'd better not try any funny business.\Hey.\Eiji has one of those armillary compasses too, doesn't he?\Can't we get in contact with him? response:	According to my brother,
context: Yes.\Send us...\You hear me?\You'd better not try any funny business.\Hey.\Eiji has one of those armillary compasses too, doesn't he?\Can't we get in contact with him?\According to my brother, response:	the armillary compass the doctor has is from three years ago,
context: Send us...\You hear me?\You'd better not try any funny business.\Hey.\Eiji has one of those armillary compasses too, doesn't he?\Can't we get in contact with him?\According to my brother,\the armillary compass the doctor has is from three years ago, response:	so it's synced to the system from three years ago, and we can't communicate with him.
context: You hear me?\You'd better not try any funny business.\Hey.\Eiji has one of those armillary compasses too, doesn't he?\Can't we get in contact with him?\According to my brother,\the armillary compass the doctor has is from three years ago,\so it's synced to the system from three years ago, and we can't communicate with him. response:	Quit whispering!
context: You'd better not try any funny business.\Hey.\Eiji has one of those armillary compasses too, doesn't he?\Can't we get in contact with him?\According to my brother,\the armillary compass the doctor has is from three years ago,\so it's synced to the system from three years ago, and we can't communicate with him.\Quit whispering! response:	Settings complete.
context: Hey.\Eiji has one of those armillary compasses too, doesn't he?\Can't we get in contact with him?\According to my brother,\the armillary compass the doctor has is from three years ago,\so it's synced to the system from three years ago, and we can't communicate with him.\Quit whispering!\Settings complete. response:	Let's go.
context: Eiji has one of those armillary compasses too, doesn't he?\Can't we get in contact with him?\According to my brother,\the armillary compass the doctor has is from three years ago,\so it's synced to the system from three years ago, and we can't communicate with him.\Quit whispering!\Settings complete.\Let's go. response:	The Year 1879 (What is now) Menlo Park, America
context: Can't we get in contact with him?\According to my brother,\the armillary compass the doctor has is from three years ago,\so it's synced to the system from three years ago, and we can't communicate with him.\Quit whispering!\Settings complete.\Let's go.\The Year 1879 (What is now) Menlo Park, America response:	Two minutes!
context: According to my brother,\the armillary compass the doctor has is from three years ago,\so it's synced to the system from three years ago, and we can't communicate with him.\Quit whispering!\Settings complete.\Let's go.\The Year 1879 (What is now) Menlo Park, America\Two minutes! response:	That's the shortest one yet.
context: the armillary compass the doctor has is from three years ago,\so it's synced to the system from three years ago, and we can't communicate with him.\Quit whispering!\Settings complete.\Let's go.\The Year 1879 (What is now) Menlo Park, America\Two minutes!\That's the shortest one yet. response:	I know! You don't have to report every little thing!
context: so it's synced to the system from three years ago, and we can't communicate with him.\Quit whispering!\Settings complete.\Let's go.\The Year 1879 (What is now) Menlo Park, America\Two minutes!\That's the shortest one yet.\I know! You don't have to report every little thing! response:	Mr. Edison! It's been a while!
context: Quit whispering!\Settings complete.\Let's go.\The Year 1879 (What is now) Menlo Park, America\Two minutes!\That's the shortest one yet.\I know! You don't have to report every little thing!\Mr. Edison! It's been a while! response:	Do you remember us?
context: Settings complete.\Let's go.\The Year 1879 (What is now) Menlo Park, America\Two minutes!\That's the shortest one yet.\I know! You don't have to report every little thing!\Mr. Edison! It's been a while!\Do you remember us? response:	You two... Get down!
context: Let's go.\The Year 1879 (What is now) Menlo Park, America\Two minutes!\That's the shortest one yet.\I know! You don't have to report every little thing!\Mr. Edison! It's been a while!\Do you remember us?\You two... Get down! response:	Another one appeared...
context: The Year 1879 (What is now) Menlo Park, America\Two minutes!\That's the shortest one yet.\I know! You don't have to report every little thing!\Mr. Edison! It's been a while!\Do you remember us?\You two... Get down!\Another one appeared... response:	Are all Easterners magicians?
context: Two minutes!\That's the shortest one yet.\I know! You don't have to report every little thing!\Mr. Edison! It's been a while!\Do you remember us?\You two... Get down!\Another one appeared...\Are all Easterners magicians? response:	Easterners?!
context: That's the shortest one yet.\I know! You don't have to report every little thing!\Mr. Edison! It's been a while!\Do you remember us?\You two... Get down!\Another one appeared...\Are all Easterners magicians?\Easterners?! response:	Papa's here, then?
context: I know! You don't have to report every little thing!\Mr. Edison! It's been a while!\Do you remember us?\You two... Get down!\Another one appeared...\Are all Easterners magicians?\Easterners?!\Papa's here, then? response:	Yeah, he's here.
context: Mr. Edison! It's been a while!\Do you remember us?\You two... Get down!\Another one appeared...\Are all Easterners magicians?\Easterners?!\Papa's here, then?\Yeah, he's here. response:	He came out of thin air, just like you did,
context: Do you remember us?\You two... Get down!\Another one appeared...\Are all Easterners magicians?\Easterners?!\Papa's here, then?\Yeah, he's here.\He came out of thin air, just like you did, response:	and he broke my light bulb, just like you did!
context: You two... Get down!\Another one appeared...\Are all Easterners magicians?\Easterners?!\Papa's here, then?\Yeah, he's here.\He came out of thin air, just like you did,\and he broke my light bulb, just like you did! response:	After we'd just set a record for 35 continuous hours!
context: Another one appeared...\Are all Easterners magicians?\Easterners?!\Papa's here, then?\Yeah, he's here.\He came out of thin air, just like you did,\and he broke my light bulb, just like you did!\After we'd just set a record for 35 continuous hours! response:	We're very sorry.
context: Are all Easterners magicians?\Easterners?!\Papa's here, then?\Yeah, he's here.\He came out of thin air, just like you did,\and he broke my light bulb, just like you did!\After we'd just set a record for 35 continuous hours!\We're very sorry. response:	Okay, let's go again!
context: Easterners?!\Papa's here, then?\Yeah, he's here.\He came out of thin air, just like you did,\and he broke my light bulb, just like you did!\After we'd just set a record for 35 continuous hours!\We're very sorry.\Okay, let's go again! response:	Yes, sir.
context: Papa's here, then?\Yeah, he's here.\He came out of thin air, just like you did,\and he broke my light bulb, just like you did!\After we'd just set a record for 35 continuous hours!\We're very sorry.\Okay, let's go again!\Yes, sir. response:	Yes, sir!
context: Yeah, he's here.\He came out of thin air, just like you did,\and he broke my light bulb, just like you did!\After we'd just set a record for 35 continuous hours!\We're very sorry.\Okay, let's go again!\Yes, sir.\Yes, sir! response:	Um, Mr. Edison...
context: He came out of thin air, just like you did,\and he broke my light bulb, just like you did!\After we'd just set a record for 35 continuous hours!\We're very sorry.\Okay, let's go again!\Yes, sir.\Yes, sir!\Um, Mr. Edison... response:	Shut up!
context: and he broke my light bulb, just like you did!\After we'd just set a record for 35 continuous hours!\We're very sorry.\Okay, let's go again!\Yes, sir.\Yes, sir!\Um, Mr. Edison...\Shut up! response:	I'm busy.
context: After we'd just set a record for 35 continuous hours!\We're very sorry.\Okay, let's go again!\Yes, sir.\Yes, sir!\Um, Mr. Edison...\Shut up!\I'm busy. response:	Where is Dr. Hayase?
context: We're very sorry.\Okay, let's go again!\Yes, sir.\Yes, sir!\Um, Mr. Edison...\Shut up!\I'm busy.\Where is Dr. Hayase? response:	There.
context: Okay, let's go again!\Yes, sir.\Yes, sir!\Um, Mr. Edison...\Shut up!\I'm busy.\Where is Dr. Hayase?\There. response:	The phonograph?
context: Yes, sir.\Yes, sir!\Um, Mr. Edison...\Shut up!\I'm busy.\Where is Dr. Hayase?\There.\The phonograph? response:	He told me to let his daughter play it when she showed up.
context: Yes, sir!\Um, Mr. Edison...\Shut up!\I'm busy.\Where is Dr. Hayase?\There.\The phonograph?\He told me to let his daughter play it when she showed up. response:	Mari, I'll be waiting in the warehouse out back.
context: Um, Mr. Edison...\Shut up!\I'm busy.\Where is Dr. Hayase?\There.\The phonograph?\He told me to let his daughter play it when she showed up.\Mari, I'll be waiting in the warehouse out back. response:	That's Papa's voice!
context: Shut up!\I'm busy.\Where is Dr. Hayase?\There.\The phonograph?\He told me to let his daughter play it when she showed up.\Mari, I'll be waiting in the warehouse out back.\That's Papa's voice! response:	Where's the warehouse out back?
context: I'm busy.\Where is Dr. Hayase?\There.\The phonograph?\He told me to let his daughter play it when she showed up.\Mari, I'll be waiting in the warehouse out back.\That's Papa's voice!\Where's the warehouse out back? response:	It's out back, of course!
context: Where is Dr. Hayase?\There.\The phonograph?\He told me to let his daughter play it when she showed up.\Mari, I'll be waiting in the warehouse out back.\That's Papa's voice!\Where's the warehouse out back?\It's out back, of course! response:	We're starting!
context: There.\The phonograph?\He told me to let his daughter play it when she showed up.\Mari, I'll be waiting in the warehouse out back.\That's Papa's voice!\Where's the warehouse out back?\It's out back, of course!\We're starting! response:	I'd like to witness this moment in history.
context: The phonograph?\He told me to let his daughter play it when she showed up.\Mari, I'll be waiting in the warehouse out back.\That's Papa's voice!\Where's the warehouse out back?\It's out back, of course!\We're starting!\I'd like to witness this moment in history. response:	But I need to speak to Dr. Hayase first.
context: He told me to let his daughter play it when she showed up.\Mari, I'll be waiting in the warehouse out back.\That's Papa's voice!\Where's the warehouse out back?\It's out back, of course!\We're starting!\I'd like to witness this moment in history.\But I need to speak to Dr. Hayase first. response:	Is that it?
context: Mari, I'll be waiting in the warehouse out back.\That's Papa's voice!\Where's the warehouse out back?\It's out back, of course!\We're starting!\I'd like to witness this moment in history.\But I need to speak to Dr. Hayase first.\Is that it? response:	What's going on? Those clouds appeared so suddenly...
context: That's Papa's voice!\Where's the warehouse out back?\It's out back, of course!\We're starting!\I'd like to witness this moment in history.\But I need to speak to Dr. Hayase first.\Is that it?\What's going on? Those clouds appeared so suddenly... response:	Hey! What did you do?!
context: Where's the warehouse out back?\It's out back, of course!\We're starting!\I'd like to witness this moment in history.\But I need to speak to Dr. Hayase first.\Is that it?\What's going on? Those clouds appeared so suddenly...\Hey! What did you do?! response:	I didn't do anything!
context: It's out back, of course!\We're starting!\I'd like to witness this moment in history.\But I need to speak to Dr. Hayase first.\Is that it?\What's going on? Those clouds appeared so suddenly...\Hey! What did you do?!\I didn't do anything! response:	What's the meaning of this?!
context: We're starting!\I'd like to witness this moment in history.\But I need to speak to Dr. Hayase first.\Is that it?\What's going on? Those clouds appeared so suddenly...\Hey! What did you do?!\I didn't do anything!\What's the meaning of this?! response:	Brother?
context: I'd like to witness this moment in history.\But I need to speak to Dr. Hayase first.\Is that it?\What's going on? Those clouds appeared so suddenly...\Hey! What did you do?!\I didn't do anything!\What's the meaning of this?!\Brother? response:	Shun?
context: But I need to speak to Dr. Hayase first.\Is that it?\What's going on? Those clouds appeared so suddenly...\Hey! What did you do?!\I didn't do anything!\What's the meaning of this?!\Brother?\Shun? response:	What's going on?
context: Is that it?\What's going on? Those clouds appeared so suddenly...\Hey! What did you do?!\I didn't do anything!\What's the meaning of this?!\Brother?\Shun?\What's going on? response:	Hey! Wh-What are you doing?!
context: What's going on? Those clouds appeared so suddenly...\Hey! What did you do?!\I didn't do anything!\What's the meaning of this?!\Brother?\Shun?\What's going on?\Hey! Wh-What are you doing?! response:	Stay right by my side.
context: Hey! What did you do?!\I didn't do anything!\What's the meaning of this?!\Brother?\Shun?\What's going on?\Hey! Wh-What are you doing?!\Stay right by my side. response:	Mari! Close your eyes!
context: I didn't do anything!\What's the meaning of this?!\Brother?\Shun?\What's going on?\Hey! Wh-What are you doing?!\Stay right by my side.\Mari! Close your eyes! response:	Your reactions are surprisingly quick.
context: What's the meaning of this?!\Brother?\Shun?\What's going on?\Hey! Wh-What are you doing?!\Stay right by my side.\Mari! Close your eyes!\Your reactions are surprisingly quick. response:	Papa!
context: Brother?\Shun?\What's going on?\Hey! Wh-What are you doing?!\Stay right by my side.\Mari! Close your eyes!\Your reactions are surprisingly quick.\Papa! response:	Hayase...
context: Shun?\What's going on?\Hey! Wh-What are you doing?!\Stay right by my side.\Mari! Close your eyes!\Your reactions are surprisingly quick.\Papa!\Hayase... response:	What...?
context: What's going on?\Hey! Wh-What are you doing?!\Stay right by my side.\Mari! Close your eyes!\Your reactions are surprisingly quick.\Papa!\Hayase...\What...? response:	Edison told you I was with her?
context: Hey! Wh-What are you doing?!\Stay right by my side.\Mari! Close your eyes!\Your reactions are surprisingly quick.\Papa!\Hayase...\What...?\Edison told you I was with her? response:	That's right.
context: Stay right by my side.\Mari! Close your eyes!\Your reactions are surprisingly quick.\Papa!\Hayase...\What...?\Edison told you I was with her?\That's right. response:	But why were you able to time travel with Mari?
context: Mari! Close your eyes!\Your reactions are surprisingly quick.\Papa!\Hayase...\What...?\Edison told you I was with her?\That's right.\But why were you able to time travel with Mari? response:	The armillary compass!
context: Your reactions are surprisingly quick.\Papa!\Hayase...\What...?\Edison told you I was with her?\That's right.\But why were you able to time travel with Mari?\The armillary compass! response:	Why do you have it?
context: Papa!\Hayase...\What...?\Edison told you I was with her?\That's right.\But why were you able to time travel with Mari?\The armillary compass!\Why do you have it? response:	Waka found it in the basement of the laboratory.
context: Hayase...\What...?\Edison told you I was with her?\That's right.\But why were you able to time travel with Mari?\The armillary compass!\Why do you have it?\Waka found it in the basement of the laboratory. response:	It had fallen next to the machine, she said.
context: What...?\Edison told you I was with her?\That's right.\But why were you able to time travel with Mari?\The armillary compass!\Why do you have it?\Waka found it in the basement of the laboratory.\It had fallen next to the machine, she said. response:	She said you'd probably prepared it for her, but...
context: Edison told you I was with her?\That's right.\But why were you able to time travel with Mari?\The armillary compass!\Why do you have it?\Waka found it in the basement of the laboratory.\It had fallen next to the machine, she said.\She said you'd probably prepared it for her, but... response:	Could I have made it later?
context: That's right.\But why were you able to time travel with Mari?\The armillary compass!\Why do you have it?\Waka found it in the basement of the laboratory.\It had fallen next to the machine, she said.\She said you'd probably prepared it for her, but...\Could I have made it later? response:	But I've gotta tell you, Mom's super mad!
context: But why were you able to time travel with Mari?\The armillary compass!\Why do you have it?\Waka found it in the basement of the laboratory.\It had fallen next to the machine, she said.\She said you'd probably prepared it for her, but...\Could I have made it later?\But I've gotta tell you, Mom's super mad! response:	What? Why?
context: The armillary compass!\Why do you have it?\Waka found it in the basement of the laboratory.\It had fallen next to the machine, she said.\She said you'd probably prepared it for her, but...\Could I have made it later?\But I've gotta tell you, Mom's super mad!\What? Why? response:	This guy in the past... Napoleon?
context: Why do you have it?\Waka found it in the basement of the laboratory.\It had fallen next to the machine, she said.\She said you'd probably prepared it for her, but...\Could I have made it later?\But I've gotta tell you, Mom's super mad!\What? Why?\This guy in the past... Napoleon? response:	That guy's cup?
context: Waka found it in the basement of the laboratory.\It had fallen next to the machine, she said.\She said you'd probably prepared it for her, but...\Could I have made it later?\But I've gotta tell you, Mom's super mad!\What? Why?\This guy in the past... Napoleon?\That guy's cup? response:	Because you took it and sold it!
context: It had fallen next to the machine, she said.\She said you'd probably prepared it for her, but...\Could I have made it later?\But I've gotta tell you, Mom's super mad!\What? Why?\This guy in the past... Napoleon?\That guy's cup?\Because you took it and sold it! response:	She found out?
context: She said you'd probably prepared it for her, but...\Could I have made it later?\But I've gotta tell you, Mom's super mad!\What? Why?\This guy in the past... Napoleon?\That guy's cup?\Because you took it and sold it!\She found out? response:	That's so bad...
context: Could I have made it later?\But I've gotta tell you, Mom's super mad!\What? Why?\This guy in the past... Napoleon?\That guy's cup?\Because you took it and sold it!\She found out?\That's so bad... response:	I'm too scared to go back.
context: But I've gotta tell you, Mom's super mad!\What? Why?\This guy in the past... Napoleon?\That guy's cup?\Because you took it and sold it!\She found out?\That's so bad...\I'm too scared to go back. response:	Papa...
context: What? Why?\This guy in the past... Napoleon?\That guy's cup?\Because you took it and sold it!\She found out?\That's so bad...\I'm too scared to go back.\Papa... response:	I see.
context: This guy in the past... Napoleon?\That guy's cup?\Because you took it and sold it!\She found out?\That's so bad...\I'm too scared to go back.\Papa...\I see. response:	It's better for me that you don't go back.
context: That guy's cup?\Because you took it and sold it!\She found out?\That's so bad...\I'm too scared to go back.\Papa...\I see.\It's better for me that you don't go back. response:	Then we could have the time travel system all to ourselves.
context: Because you took it and sold it!\She found out?\That's so bad...\I'm too scared to go back.\Papa...\I see.\It's better for me that you don't go back.\Then we could have the time travel system all to ourselves. response:	Mari!
context: She found out?\That's so bad...\I'm too scared to go back.\Papa...\I see.\It's better for me that you don't go back.\Then we could have the time travel system all to ourselves.\Mari! response:	What's going on?
context: That's so bad...\I'm too scared to go back.\Papa...\I see.\It's better for me that you don't go back.\Then we could have the time travel system all to ourselves.\Mari!\What's going on? response:	Mari!
context: I'm too scared to go back.\Papa...\I see.\It's better for me that you don't go back.\Then we could have the time travel system all to ourselves.\Mari!\What's going on?\Mari! response:	Let's run away!
context: Papa...\I see.\It's better for me that you don't go back.\Then we could have the time travel system all to ourselves.\Mari!\What's going on?\Mari!\Let's run away! response:	What?!
context: I see.\It's better for me that you don't go back.\Then we could have the time travel system all to ourselves.\Mari!\What's going on?\Mari!\Let's run away!\What?! response:	It can't be...
context: It's better for me that you don't go back.\Then we could have the time travel system all to ourselves.\Mari!\What's going on?\Mari!\Let's run away!\What?!\It can't be... response:	This is...
context: Then we could have the time travel system all to ourselves.\Mari!\What's going on?\Mari!\Let's run away!\What?!\It can't be...\This is... response:	Next Episode: Cherished Scientists
context: Mari!\What's going on?\Mari!\Let's run away!\What?!\It can't be...\This is...\Next Episode: Cherished Scientists response:	Mari and Waka's Quick Science
context: What's going on?\Mari!\Let's run away!\What?!\It can't be...\This is...\Next Episode: Cherished Scientists\Mari and Waka's Quick Science response:	Mari and Waka's Quick Science! Mari and Waka's Quick Science
context: Mari!\Let's run away!\What?!\It can't be...\This is...\Next Episode: Cherished Scientists\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science response:	Mari and Waka's Quick Science!
context: Let's run away!\What?!\It can't be...\This is...\Next Episode: Cherished Scientists\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science! response:	He's visiting the day Edison brought light to the world.
context: What?!\It can't be...\This is...\Next Episode: Cherished Scientists\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\He's visiting the day Edison brought light to the world. response:	In other words, the invention of the light bulb.
context: It can't be...\This is...\Next Episode: Cherished Scientists\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\He's visiting the day Edison brought light to the world.\In other words, the invention of the light bulb. response:	Huh?! Mr. Edison invented the light bulb?!
