context: Come on, Nat! response:	Why are you following me?!
context: Huh?!\Riko! Distract him best you can!\I've got a bad feeling...\Huh?\Huh?!\Don't come out of there! Got it?\We'll be in a world of trouble if you do!\Hey, Riko! Open up! response:	O-okay!
context: Riko! Distract him best you can!\I've got a bad feeling...\Huh?\Huh?!\Don't come out of there! Got it?\We'll be in a world of trouble if you do!\Hey, Riko! Open up!\O-okay! response:	Coming no-!
context: I've got a bad feeling...\Huh?\Huh?!\Don't come out of there! Got it?\We'll be in a world of trouble if you do!\Hey, Riko! Open up!\O-okay!\Coming no-! response:	Ow...!
context: Huh?\Huh?!\Don't come out of there! Got it?\We'll be in a world of trouble if you do!\Hey, Riko! Open up!\O-okay!\Coming no-!\Ow...! response:	So, what the heck did you do this time?
context: Huh?!\Don't come out of there! Got it?\We'll be in a world of trouble if you do!\Hey, Riko! Open up!\O-okay!\Coming no-!\Ow...!\So, what the heck did you do this time? response:	Huh? Nothing... much really...
context: Don't come out of there! Got it?\We'll be in a world of trouble if you do!\Hey, Riko! Open up!\O-okay!\Coming no-!\Ow...!\So, what the heck did you do this time?\Huh? Nothing... much really... response:	Ah, m-more importantly, I just banged my foot.
context: We'll be in a world of trouble if you do!\Hey, Riko! Open up!\O-okay!\Coming no-!\Ow...!\So, what the heck did you do this time?\Huh? Nothing... much really...\Ah, m-more importantly, I just banged my foot. response:	Caught it at a bad angle, too.
context: Hey, Riko! Open up!\O-okay!\Coming no-!\Ow...!\So, what the heck did you do this time?\Huh? Nothing... much really...\Ah, m-more importantly, I just banged my foot.\Caught it at a bad angle, too. response:	I-it hurts really bad...
context: O-okay!\Coming no-!\Ow...!\So, what the heck did you do this time?\Huh? Nothing... much really...\Ah, m-more importantly, I just banged my foot.\Caught it at a bad angle, too.\I-it hurts really bad... response:	I bumped it just the wrong way...
context: Coming no-!\Ow...!\So, what the heck did you do this time?\Huh? Nothing... much really...\Ah, m-more importantly, I just banged my foot.\Caught it at a bad angle, too.\I-it hurts really bad...\I bumped it just the wrong way... response:	Wai...!
context: Ow...!\So, what the heck did you do this time?\Huh? Nothing... much really...\Ah, m-more importantly, I just banged my foot.\Caught it at a bad angle, too.\I-it hurts really bad...\I bumped it just the wrong way...\Wai...! response:	Huh?!
context: So, what the heck did you do this time?\Huh? Nothing... much really...\Ah, m-more importantly, I just banged my foot.\Caught it at a bad angle, too.\I-it hurts really bad...\I bumped it just the wrong way...\Wai...!\Huh?! response:	So this here is Shiggy's handiwork?
context: Huh? Nothing... much really...\Ah, m-more importantly, I just banged my foot.\Caught it at a bad angle, too.\I-it hurts really bad...\I bumped it just the wrong way...\Wai...!\Huh?!\So this here is Shiggy's handiwork? response:	Once again, no idea what he's up to...
context: Ah, m-more importantly, I just banged my foot.\Caught it at a bad angle, too.\I-it hurts really bad...\I bumped it just the wrong way...\Wai...!\Huh?!\So this here is Shiggy's handiwork?\Once again, no idea what he's up to... response:	Hey, do you have anything to say for yourself?
context: Caught it at a bad angle, too.\I-it hurts really bad...\I bumped it just the wrong way...\Wai...!\Huh?!\So this here is Shiggy's handiwork?\Once again, no idea what he's up to...\Hey, do you have anything to say for yourself? response:	S-sorry. I won't do it again.
context: I-it hurts really bad...\I bumped it just the wrong way...\Wai...!\Huh?!\So this here is Shiggy's handiwork?\Once again, no idea what he's up to...\Hey, do you have anything to say for yourself?\S-sorry. I won't do it again. response:	I know you're frustrated given that your cave raiding didn't go so well...
context: I bumped it just the wrong way...\Wai...!\Huh?!\So this here is Shiggy's handiwork?\Once again, no idea what he's up to...\Hey, do you have anything to say for yourself?\S-sorry. I won't do it again.\I know you're frustrated given that your cave raiding didn't go so well... response:	That said, there's simply no sense in causing a blackout at the orphanage.
context: Wai...!\Huh?!\So this here is Shiggy's handiwork?\Once again, no idea what he's up to...\Hey, do you have anything to say for yourself?\S-sorry. I won't do it again.\I know you're frustrated given that your cave raiding didn't go so well...\That said, there's simply no sense in causing a blackout at the orphanage. response:	Riko...?
context: Huh?!\So this here is Shiggy's handiwork?\Once again, no idea what he's up to...\Hey, do you have anything to say for yourself?\S-sorry. I won't do it again.\I know you're frustrated given that your cave raiding didn't go so well...\That said, there's simply no sense in causing a blackout at the orphanage.\Riko...? response:	You listening to me, Riko?
context: So this here is Shiggy's handiwork?\Once again, no idea what he's up to...\Hey, do you have anything to say for yourself?\S-sorry. I won't do it again.\I know you're frustrated given that your cave raiding didn't go so well...\That said, there's simply no sense in causing a blackout at the orphanage.\Riko...?\You listening to me, Riko? response:	Before I hear your explanation for this mess,
context: Once again, no idea what he's up to...\Hey, do you have anything to say for yourself?\S-sorry. I won't do it again.\I know you're frustrated given that your cave raiding didn't go so well...\That said, there's simply no sense in causing a blackout at the orphanage.\Riko...?\You listening to me, Riko?\Before I hear your explanation for this mess, response:	I think I'll have you clean the orphanage and write a sincere apology.
context: Hey, do you have anything to say for yourself?\S-sorry. I won't do it again.\I know you're frustrated given that your cave raiding didn't go so well...\That said, there's simply no sense in causing a blackout at the orphanage.\Riko...?\You listening to me, Riko?\Before I hear your explanation for this mess,\I think I'll have you clean the orphanage and write a sincere apology. response:	Huh?
context: S-sorry. I won't do it again.\I know you're frustrated given that your cave raiding didn't go so well...\That said, there's simply no sense in causing a blackout at the orphanage.\Riko...?\You listening to me, Riko?\Before I hear your explanation for this mess,\I think I'll have you clean the orphanage and write a sincere apology.\Huh? response:	Ah... I'm sorry!
context: I know you're frustrated given that your cave raiding didn't go so well...\That said, there's simply no sense in causing a blackout at the orphanage.\Riko...?\You listening to me, Riko?\Before I hear your explanation for this mess,\I think I'll have you clean the orphanage and write a sincere apology.\Huh?\Ah... I'm sorry! response:	I get it now.
context: That said, there's simply no sense in causing a blackout at the orphanage.\Riko...?\You listening to me, Riko?\Before I hear your explanation for this mess,\I think I'll have you clean the orphanage and write a sincere apology.\Huh?\Ah... I'm sorry!\I get it now. response:	If he was to find me here, there'd be hell to pay...
context: Riko...?\You listening to me, Riko?\Before I hear your explanation for this mess,\I think I'll have you clean the orphanage and write a sincere apology.\Huh?\Ah... I'm sorry!\I get it now.\If he was to find me here, there'd be hell to pay... response:	Nevertheless, my arm can extend...
context: You listening to me, Riko?\Before I hear your explanation for this mess,\I think I'll have you clean the orphanage and write a sincere apology.\Huh?\Ah... I'm sorry!\I get it now.\If he was to find me here, there'd be hell to pay...\Nevertheless, my arm can extend... response:	I've got an extending metal arm...
context: Before I hear your explanation for this mess,\I think I'll have you clean the orphanage and write a sincere apology.\Huh?\Ah... I'm sorry!\I get it now.\If he was to find me here, there'd be hell to pay...\Nevertheless, my arm can extend...\I've got an extending metal arm... response:	and this helmet...
context: I think I'll have you clean the orphanage and write a sincere apology.\Huh?\Ah... I'm sorry!\I get it now.\If he was to find me here, there'd be hell to pay...\Nevertheless, my arm can extend...\I've got an extending metal arm...\and this helmet... response:	Talk about suspicious...
context: Huh?\Ah... I'm sorry!\I get it now.\If he was to find me here, there'd be hell to pay...\Nevertheless, my arm can extend...\I've got an extending metal arm...\and this helmet...\Talk about suspicious... response:	What exactly am I?
context: Ah... I'm sorry!\I get it now.\If he was to find me here, there'd be hell to pay...\Nevertheless, my arm can extend...\I've got an extending metal arm...\and this helmet...\Talk about suspicious...\What exactly am I? response:	Does a robot really need a belly button?
context: I get it now.\If he was to find me here, there'd be hell to pay...\Nevertheless, my arm can extend...\I've got an extending metal arm...\and this helmet...\Talk about suspicious...\What exactly am I?\Does a robot really need a belly button? response:	Huh?!
context: If he was to find me here, there'd be hell to pay...\Nevertheless, my arm can extend...\I've got an extending metal arm...\and this helmet...\Talk about suspicious...\What exactly am I?\Does a robot really need a belly button?\Huh?! response:	D-do I need this thing, too?
context: Nevertheless, my arm can extend...\I've got an extending metal arm...\and this helmet...\Talk about suspicious...\What exactly am I?\Does a robot really need a belly button?\Huh?!\D-do I need this thing, too? response:	Whoa!
context: I've got an extending metal arm...\and this helmet...\Talk about suspicious...\What exactly am I?\Does a robot really need a belly button?\Huh?!\D-do I need this thing, too?\Whoa! response:	Shh!
context: and this helmet...\Talk about suspicious...\What exactly am I?\Does a robot really need a belly button?\Huh?!\D-do I need this thing, too?\Whoa!\Shh! response:	I took the chance to sneak away when Shiggy and the others got caught.
context: Talk about suspicious...\What exactly am I?\Does a robot really need a belly button?\Huh?!\D-do I need this thing, too?\Whoa!\Shh!\I took the chance to sneak away when Shiggy and the others got caught. response:	Oh, what now? You getting all dressed up in front of the mirror?
context: What exactly am I?\Does a robot really need a belly button?\Huh?!\D-do I need this thing, too?\Whoa!\Shh!\I took the chance to sneak away when Shiggy and the others got caught.\Oh, what now? You getting all dressed up in front of the mirror? response:	Uh, n-no...
context: Does a robot really need a belly button?\Huh?!\D-do I need this thing, too?\Whoa!\Shh!\I took the chance to sneak away when Shiggy and the others got caught.\Oh, what now? You getting all dressed up in front of the mirror?\Uh, n-no... response:	Riko!
context: Huh?!\D-do I need this thing, too?\Whoa!\Shh!\I took the chance to sneak away when Shiggy and the others got caught.\Oh, what now? You getting all dressed up in front of the mirror?\Uh, n-no...\Riko! response:	Riko! Where'd you go?!
context: D-do I need this thing, too?\Whoa!\Shh!\I took the chance to sneak away when Shiggy and the others got caught.\Oh, what now? You getting all dressed up in front of the mirror?\Uh, n-no...\Riko!\Riko! Where'd you go?! response:	C-crap! Riko! Where'd you go?!
context: Whoa!\Shh!\I took the chance to sneak away when Shiggy and the others got caught.\Oh, what now? You getting all dressed up in front of the mirror?\Uh, n-no...\Riko!\Riko! Where'd you go?!\C-crap! Riko! Where'd you go?! response:	Riko! Where'd you go?!
context: Shh!\I took the chance to sneak away when Shiggy and the others got caught.\Oh, what now? You getting all dressed up in front of the mirror?\Uh, n-no...\Riko!\Riko! Where'd you go?!\C-crap! Riko! Where'd you go?!\Riko! Where'd you go?! response:	What are we gonna do?! We need to get outta here!
context: I took the chance to sneak away when Shiggy and the others got caught.\Oh, what now? You getting all dressed up in front of the mirror?\Uh, n-no...\Riko!\Riko! Where'd you go?!\C-crap! Riko! Where'd you go?!\Riko! Where'd you go?!\What are we gonna do?! We need to get outta here! response:	Grab onto me!
context: Oh, what now? You getting all dressed up in front of the mirror?\Uh, n-no...\Riko!\Riko! Where'd you go?!\C-crap! Riko! Where'd you go?!\Riko! Where'd you go?!\What are we gonna do?! We need to get outta here!\Grab onto me! response:	Quick!
context: Uh, n-no...\Riko!\Riko! Where'd you go?!\C-crap! Riko! Where'd you go?!\Riko! Where'd you go?!\What are we gonna do?! We need to get outta here!\Grab onto me!\Quick! response:	Amazing! What a handy hand!
context: Riko!\Riko! Where'd you go?!\C-crap! Riko! Where'd you go?!\Riko! Where'd you go?!\What are we gonna do?! We need to get outta here!\Grab onto me!\Quick!\Amazing! What a handy hand! response:	How cool!
context: Riko! Where'd you go?!\C-crap! Riko! Where'd you go?!\Riko! Where'd you go?!\What are we gonna do?! We need to get outta here!\Grab onto me!\Quick!\Amazing! What a handy hand!\How cool! response:	Riko, where'd you go?!
context: C-crap! Riko! Where'd you go?!\Riko! Where'd you go?!\What are we gonna do?! We need to get outta here!\Grab onto me!\Quick!\Amazing! What a handy hand!\How cool!\Riko, where'd you go?! response:	Doesn't look like things are gonna calm down anytime soon.
context: Riko! Where'd you go?!\What are we gonna do?! We need to get outta here!\Grab onto me!\Quick!\Amazing! What a handy hand!\How cool!\Riko, where'd you go?!\Doesn't look like things are gonna calm down anytime soon. response:	Oh, right!
context: What are we gonna do?! We need to get outta here!\Grab onto me!\Quick!\Amazing! What a handy hand!\How cool!\Riko, where'd you go?!\Doesn't look like things are gonna calm down anytime soon.\Oh, right! response:	Reg, there's something I've been wanting to show you.
context: Grab onto me!\Quick!\Amazing! What a handy hand!\How cool!\Riko, where'd you go?!\Doesn't look like things are gonna calm down anytime soon.\Oh, right!\Reg, there's something I've been wanting to show you. response:	Reg?
context: Quick!\Amazing! What a handy hand!\How cool!\Riko, where'd you go?!\Doesn't look like things are gonna calm down anytime soon.\Oh, right!\Reg, there's something I've been wanting to show you.\Reg? response:	That's your name.
context: Amazing! What a handy hand!\How cool!\Riko, where'd you go?!\Doesn't look like things are gonna calm down anytime soon.\Oh, right!\Reg, there's something I've been wanting to show you.\Reg?\That's your name. response:	Not having one is pretty inconvenient, right?
context: How cool!\Riko, where'd you go?!\Doesn't look like things are gonna calm down anytime soon.\Oh, right!\Reg, there's something I've been wanting to show you.\Reg?\That's your name.\Not having one is pretty inconvenient, right? response:	So what do you think of the name Reg?
context: Riko, where'd you go?!\Doesn't look like things are gonna calm down anytime soon.\Oh, right!\Reg, there's something I've been wanting to show you.\Reg?\That's your name.\Not having one is pretty inconvenient, right?\So what do you think of the name Reg? response:	I don't mind it, but... how'd you come up with it, anyway?
context: Doesn't look like things are gonna calm down anytime soon.\Oh, right!\Reg, there's something I've been wanting to show you.\Reg?\That's your name.\Not having one is pretty inconvenient, right?\So what do you think of the name Reg?\I don't mind it, but... how'd you come up with it, anyway? response:	It was the name of a dog I used to have.
context: Oh, right!\Reg, there's something I've been wanting to show you.\Reg?\That's your name.\Not having one is pretty inconvenient, right?\So what do you think of the name Reg?\I don't mind it, but... how'd you come up with it, anyway?\It was the name of a dog I used to have. response:	A dog...
context: Reg, there's something I've been wanting to show you.\Reg?\That's your name.\Not having one is pretty inconvenient, right?\So what do you think of the name Reg?\I don't mind it, but... how'd you come up with it, anyway?\It was the name of a dog I used to have.\A dog... response:	Reg, hurry, come quick!
context: Reg?\That's your name.\Not having one is pretty inconvenient, right?\So what do you think of the name Reg?\I don't mind it, but... how'd you come up with it, anyway?\It was the name of a dog I used to have.\A dog...\Reg, hurry, come quick! response:	We're here!
context: That's your name.\Not having one is pretty inconvenient, right?\So what do you think of the name Reg?\I don't mind it, but... how'd you come up with it, anyway?\It was the name of a dog I used to have.\A dog...\Reg, hurry, come quick!\We're here! response:	It's almost time now, Reg!
context: Not having one is pretty inconvenient, right?\So what do you think of the name Reg?\I don't mind it, but... how'd you come up with it, anyway?\It was the name of a dog I used to have.\A dog...\Reg, hurry, come quick!\We're here!\It's almost time now, Reg! response:	Reg, this is the city all of us live in.
context: So what do you think of the name Reg?\I don't mind it, but... how'd you come up with it, anyway?\It was the name of a dog I used to have.\A dog...\Reg, hurry, come quick!\We're here!\It's almost time now, Reg!\Reg, this is the city all of us live in. response:	The city of the great pit. It's called Orth!
context: I don't mind it, but... how'd you come up with it, anyway?\It was the name of a dog I used to have.\A dog...\Reg, hurry, come quick!\We're here!\It's almost time now, Reg!\Reg, this is the city all of us live in.\The city of the great pit. It's called Orth! response:	So this pit...?
context: It was the name of a dog I used to have.\A dog...\Reg, hurry, come quick!\We're here!\It's almost time now, Reg!\Reg, this is the city all of us live in.\The city of the great pit. It's called Orth!\So this pit...? response:	Huh?
context: A dog...\Reg, hurry, come quick!\We're here!\It's almost time now, Reg!\Reg, this is the city all of us live in.\The city of the great pit. It's called Orth!\So this pit...?\Huh? response:	Reg, you've even forgotten about the Abyss?!
context: Reg, hurry, come quick!\We're here!\It's almost time now, Reg!\Reg, this is the city all of us live in.\The city of the great pit. It's called Orth!\So this pit...?\Huh?\Reg, you've even forgotten about the Abyss?! response:	Abyss?
context: We're here!\It's almost time now, Reg!\Reg, this is the city all of us live in.\The city of the great pit. It's called Orth!\So this pit...?\Huh?\Reg, you've even forgotten about the Abyss?!\Abyss? response:	This great pit is called the Abyss.
context: It's almost time now, Reg!\Reg, this is the city all of us live in.\The city of the great pit. It's called Orth!\So this pit...?\Huh?\Reg, you've even forgotten about the Abyss?!\Abyss?\This great pit is called the Abyss. response:	And I found you in the depths of the Abyss!
context: Reg, this is the city all of us live in.\The city of the great pit. It's called Orth!\So this pit...?\Huh?\Reg, you've even forgotten about the Abyss?!\Abyss?\This great pit is called the Abyss.\And I found you in the depths of the Abyss! response:	I thought that...
context: The city of the great pit. It's called Orth!\So this pit...?\Huh?\Reg, you've even forgotten about the Abyss?!\Abyss?\This great pit is called the Abyss.\And I found you in the depths of the Abyss!\I thought that... response:	maybe you came up from the bottom of the Abyss, Reg!
context: So this pit...?\Huh?\Reg, you've even forgotten about the Abyss?!\Abyss?\This great pit is called the Abyss.\And I found you in the depths of the Abyss!\I thought that...\maybe you came up from the bottom of the Abyss, Reg! response:	Huh?
context: Huh?\Reg, you've even forgotten about the Abyss?!\Abyss?\This great pit is called the Abyss.\And I found you in the depths of the Abyss!\I thought that...\maybe you came up from the bottom of the Abyss, Reg!\Huh? response:	I mean, I've never seen any kind of robot like you before!
context: Reg, you've even forgotten about the Abyss?!\Abyss?\This great pit is called the Abyss.\And I found you in the depths of the Abyss!\I thought that...\maybe you came up from the bottom of the Abyss, Reg!\Huh?\I mean, I've never seen any kind of robot like you before! response:	That's gotta be right!
context: Abyss?\This great pit is called the Abyss.\And I found you in the depths of the Abyss!\I thought that...\maybe you came up from the bottom of the Abyss, Reg!\Huh?\I mean, I've never seen any kind of robot like you before!\That's gotta be right! response:	You must've come from the bottom of the Abyss, which no one has ever seen...
context: This great pit is called the Abyss.\And I found you in the depths of the Abyss!\I thought that...\maybe you came up from the bottom of the Abyss, Reg!\Huh?\I mean, I've never seen any kind of robot like you before!\That's gotta be right!\You must've come from the bottom of the Abyss, which no one has ever seen... response:	The Abyss...
context: And I found you in the depths of the Abyss!\I thought that...\maybe you came up from the bottom of the Abyss, Reg!\Huh?\I mean, I've never seen any kind of robot like you before!\That's gotta be right!\You must've come from the bottom of the Abyss, which no one has ever seen...\The Abyss... response:	About 1,900 years ago,
context: I thought that...\maybe you came up from the bottom of the Abyss, Reg!\Huh?\I mean, I've never seen any kind of robot like you before!\That's gotta be right!\You must've come from the bottom of the Abyss, which no one has ever seen...\The Abyss...\About 1,900 years ago, response:	a huge pit was discovered on a remote island in the southern sea of Beoluska.
context: maybe you came up from the bottom of the Abyss, Reg!\Huh?\I mean, I've never seen any kind of robot like you before!\That's gotta be right!\You must've come from the bottom of the Abyss, which no one has ever seen...\The Abyss...\About 1,900 years ago,\a huge pit was discovered on a remote island in the southern sea of Beoluska. response:	With a diameter of around 1,000 meters and a depth that is still unknown to this day,
context: Huh?\I mean, I've never seen any kind of robot like you before!\That's gotta be right!\You must've come from the bottom of the Abyss, which no one has ever seen...\The Abyss...\About 1,900 years ago,\a huge pit was discovered on a remote island in the southern sea of Beoluska.\With a diameter of around 1,000 meters and a depth that is still unknown to this day, response:	the mysterious formation mesmerized people.
context: I mean, I've never seen any kind of robot like you before!\That's gotta be right!\You must've come from the bottom of the Abyss, which no one has ever seen...\The Abyss...\About 1,900 years ago,\a huge pit was discovered on a remote island in the southern sea of Beoluska.\With a diameter of around 1,000 meters and a depth that is still unknown to this day,\the mysterious formation mesmerized people. response:	Valuable and dangerous primeval creatures and mysterious Relics that are beyond comprehension
context: That's gotta be right!\You must've come from the bottom of the Abyss, which no one has ever seen...\The Abyss...\About 1,900 years ago,\a huge pit was discovered on a remote island in the southern sea of Beoluska.\With a diameter of around 1,000 meters and a depth that is still unknown to this day,\the mysterious formation mesmerized people.\Valuable and dangerous primeval creatures and mysterious Relics that are beyond comprehension response:	beckoned adventurers looking to strike it rich, which in time gave rise to a giant city.
context: You must've come from the bottom of the Abyss, which no one has ever seen...\The Abyss...\About 1,900 years ago,\a huge pit was discovered on a remote island in the southern sea of Beoluska.\With a diameter of around 1,000 meters and a depth that is still unknown to this day,\the mysterious formation mesmerized people.\Valuable and dangerous primeval creatures and mysterious Relics that are beyond comprehension\beckoned adventurers looking to strike it rich, which in time gave rise to a giant city. response:	Over the span of many years,
context: The Abyss...\About 1,900 years ago,\a huge pit was discovered on a remote island in the southern sea of Beoluska.\With a diameter of around 1,000 meters and a depth that is still unknown to this day,\the mysterious formation mesmerized people.\Valuable and dangerous primeval creatures and mysterious Relics that are beyond comprehension\beckoned adventurers looking to strike it rich, which in time gave rise to a giant city.\Over the span of many years, response:	with a spirit of adventure for the unknown and countless legends luring them in,
context: About 1,900 years ago,\a huge pit was discovered on a remote island in the southern sea of Beoluska.\With a diameter of around 1,000 meters and a depth that is still unknown to this day,\the mysterious formation mesmerized people.\Valuable and dangerous primeval creatures and mysterious Relics that are beyond comprehension\beckoned adventurers looking to strike it rich, which in time gave rise to a giant city.\Over the span of many years,\with a spirit of adventure for the unknown and countless legends luring them in, response:	the world's only remaining unexplored chasm has swallowed up a great many people.
context: a huge pit was discovered on a remote island in the southern sea of Beoluska.\With a diameter of around 1,000 meters and a depth that is still unknown to this day,\the mysterious formation mesmerized people.\Valuable and dangerous primeval creatures and mysterious Relics that are beyond comprehension\beckoned adventurers looking to strike it rich, which in time gave rise to a giant city.\Over the span of many years,\with a spirit of adventure for the unknown and countless legends luring them in,\the world's only remaining unexplored chasm has swallowed up a great many people. response:	It is known as the Abyss.
