context: Wow! response:	Incredible!
context: Ohana.\If you're going to come back someday,\keep these logs updated for Denroku's sake.\R-Really?\If you don't want it, then it's fine.\I'm not giving it back!\I'll write the rest for Beanman!\That's why... response:	That's why, I'll return...
context: If you're going to come back someday,\keep these logs updated for Denroku's sake.\R-Really?\If you don't want it, then it's fine.\I'm not giving it back!\I'll write the rest for Beanman!\That's why...\That's why, I'll return... response:	Yeah. I'll be waiting for you.
context: keep these logs updated for Denroku's sake.\R-Really?\If you don't want it, then it's fine.\I'm not giving it back!\I'll write the rest for Beanman!\That's why...\That's why, I'll return...\Yeah. I'll be waiting for you. response:	Okay!
context: R-Really?\If you don't want it, then it's fine.\I'm not giving it back!\I'll write the rest for Beanman!\That's why...\That's why, I'll return...\Yeah. I'll be waiting for you.\Okay! response:	I'll be waiting.
context: If you don't want it, then it's fine.\I'm not giving it back!\I'll write the rest for Beanman!\That's why...\That's why, I'll return...\Yeah. I'll be waiting for you.\Okay!\I'll be waiting. response:	Mom, it's time to get up!
context: I'm not giving it back!\I'll write the rest for Beanman!\That's why...\That's why, I'll return...\Yeah. I'll be waiting for you.\Okay!\I'll be waiting.\Mom, it's time to get up! response:	Don't be late for your meeting!
context: I'll write the rest for Beanman!\That's why...\That's why, I'll return...\Yeah. I'll be waiting for you.\Okay!\I'll be waiting.\Mom, it's time to get up!\Don't be late for your meeting! response:	I'm off!
context: That's why...\That's why, I'll return...\Yeah. I'll be waiting for you.\Okay!\I'll be waiting.\Mom, it's time to get up!\Don't be late for your meeting!\I'm off! response:	Have a nice day!
context: That's why, I'll return...\Yeah. I'll be waiting for you.\Okay!\I'll be waiting.\Mom, it's time to get up!\Don't be late for your meeting!\I'm off!\Have a nice day! response:	I'm probably still a bud.
context: Yeah. I'll be waiting for you.\Okay!\I'll be waiting.\Mom, it's time to get up!\Don't be late for your meeting!\I'm off!\Have a nice day!\I'm probably still a bud. response:	But that's why, I stare up at the sun so high.
context: Okay!\I'll be waiting.\Mom, it's time to get up!\Don't be late for your meeting!\I'm off!\Have a nice day!\I'm probably still a bud.\But that's why, I stare up at the sun so high. response:	I quench my thirst with water.
context: I'll be waiting.\Mom, it's time to get up!\Don't be late for your meeting!\I'm off!\Have a nice day!\I'm probably still a bud.\But that's why, I stare up at the sun so high.\I quench my thirst with water. response:	I'm a bud that's trying to bloom!
context: Mom, it's time to get up!\Don't be late for your meeting!\I'm off!\Have a nice day!\I'm probably still a bud.\But that's why, I stare up at the sun so high.\I quench my thirst with water.\I'm a bud that's trying to bloom! response:	The End
