context: Huh? response:	The bread I'd bought is gone and has been replaced by three 100-yen coins.
context: You will not join me, but you wish to save this girl.\That tells me that you are prepared to hand over your Command Seals.\All right. How do I do that?\Shirou, no! Even if you do that, she will still\I will take them, arm and all, of course.\That is enough, Shirou. I cannot allow you to continue to play into Caster's hands.\Same here!\Anyway, do you honestly think she's the sort who would release a hostage? response:	Take it. That's all you want, right?
context: That tells me that you are prepared to hand over your Command Seals.\All right. How do I do that?\Shirou, no! Even if you do that, she will still\I will take them, arm and all, of course.\That is enough, Shirou. I cannot allow you to continue to play into Caster's hands.\Same here!\Anyway, do you honestly think she's the sort who would release a hostage?\Take it. That's all you want, right? response:	Shirou!
context: All right. How do I do that?\Shirou, no! Even if you do that, she will still\I will take them, arm and all, of course.\That is enough, Shirou. I cannot allow you to continue to play into Caster's hands.\Same here!\Anyway, do you honestly think she's the sort who would release a hostage?\Take it. That's all you want, right?\Shirou! response:	You don't have to go to such extremes to help others!
context: Shirou, no! Even if you do that, she will still\I will take them, arm and all, of course.\That is enough, Shirou. I cannot allow you to continue to play into Caster's hands.\Same here!\Anyway, do you honestly think she's the sort who would release a hostage?\Take it. That's all you want, right?\Shirou!\You don't have to go to such extremes to help others! response:	I do!
context: I will take them, arm and all, of course.\That is enough, Shirou. I cannot allow you to continue to play into Caster's hands.\Same here!\Anyway, do you honestly think she's the sort who would release a hostage?\Take it. That's all you want, right?\Shirou!\You don't have to go to such extremes to help others!\I do! response:	If my arm will save Fuji-nee's life, I don't have to think twice.
context: That is enough, Shirou. I cannot allow you to continue to play into Caster's hands.\Same here!\Anyway, do you honestly think she's the sort who would release a hostage?\Take it. That's all you want, right?\Shirou!\You don't have to go to such extremes to help others!\I do!\If my arm will save Fuji-nee's life, I don't have to think twice. response:	You truly are a foolish child!
context: Same here!\Anyway, do you honestly think she's the sort who would release a hostage?\Take it. That's all you want, right?\Shirou!\You don't have to go to such extremes to help others!\I do!\If my arm will save Fuji-nee's life, I don't have to think twice.\You truly are a foolish child! response:	You are a nuisance, so die!
context: Anyway, do you honestly think she's the sort who would release a hostage?\Take it. That's all you want, right?\Shirou!\You don't have to go to such extremes to help others!\I do!\If my arm will save Fuji-nee's life, I don't have to think twice.\You truly are a foolish child!\You are a nuisance, so die! response:	No! Stop!
context: Take it. That's all you want, right?\Shirou!\You don't have to go to such extremes to help others!\I do!\If my arm will save Fuji-nee's life, I don't have to think twice.\You truly are a foolish child!\You are a nuisance, so die!\No! Stop! response:	Saber!
context: Shirou!\You don't have to go to such extremes to help others!\I do!\If my arm will save Fuji-nee's life, I don't have to think twice.\You truly are a foolish child!\You are a nuisance, so die!\No! Stop!\Saber! response:	Saber!
context: You don't have to go to such extremes to help others!\I do!\If my arm will save Fuji-nee's life, I don't have to think twice.\You truly are a foolish child!\You are a nuisance, so die!\No! Stop!\Saber!\Saber! response:	Are you surprised?
context: I do!\If my arm will save Fuji-nee's life, I don't have to think twice.\You truly are a foolish child!\You are a nuisance, so die!\No! Stop!\Saber!\Saber!\Are you surprised? response:	This is my Noble Phantasm, Rule Breaker!
context: If my arm will save Fuji-nee's life, I don't have to think twice.\You truly are a foolish child!\You are a nuisance, so die!\No! Stop!\Saber!\Saber!\Are you surprised?\This is my Noble Phantasm, Rule Breaker! response:	It nullifies any and all magic cast in this world.
context: You truly are a foolish child!\You are a nuisance, so die!\No! Stop!\Saber!\Saber!\Are you surprised?\This is my Noble Phantasm, Rule Breaker!\It nullifies any and all magic cast in this world. response:	The dagger of betrayal and denial.
context: You are a nuisance, so die!\No! Stop!\Saber!\Saber!\Are you surprised?\This is my Noble Phantasm, Rule Breaker!\It nullifies any and all magic cast in this world.\The dagger of betrayal and denial. response:	The pact has been forged. I am now your Master.
context: No! Stop!\Saber!\Saber!\Are you surprised?\This is my Noble Phantasm, Rule Breaker!\It nullifies any and all magic cast in this world.\The dagger of betrayal and denial.\The pact has been forged. I am now your Master. response:	You are now as I am.
context: Saber!\Saber!\Are you surprised?\This is my Noble Phantasm, Rule Breaker!\It nullifies any and all magic cast in this world.\The dagger of betrayal and denial.\The pact has been forged. I am now your Master.\You are now as I am. response:	Betray your Master and pledge your blade to me!
context: Saber!\Are you surprised?\This is my Noble Phantasm, Rule Breaker!\It nullifies any and all magic cast in this world.\The dagger of betrayal and denial.\The pact has been forged. I am now your Master.\You are now as I am.\Betray your Master and pledge your blade to me! response:	You... You're a Servant, and you've taken a Servant?
context: Are you surprised?\This is my Noble Phantasm, Rule Breaker!\It nullifies any and all magic cast in this world.\The dagger of betrayal and denial.\The pact has been forged. I am now your Master.\You are now as I am.\Betray your Master and pledge your blade to me!\You... You're a Servant, and you've taken a Servant? response:	Yes, I have made her my familiar. Saber now belongs to me.
context: This is my Noble Phantasm, Rule Breaker!\It nullifies any and all magic cast in this world.\The dagger of betrayal and denial.\The pact has been forged. I am now your Master.\You are now as I am.\Betray your Master and pledge your blade to me!\You... You're a Servant, and you've taken a Servant?\Yes, I have made her my familiar. Saber now belongs to me. response:	And now, here is your friend back, little fool.
context: It nullifies any and all magic cast in this world.\The dagger of betrayal and denial.\The pact has been forged. I am now your Master.\You are now as I am.\Betray your Master and pledge your blade to me!\You... You're a Servant, and you've taken a Servant?\Yes, I have made her my familiar. Saber now belongs to me.\And now, here is your friend back, little fool. response:	Fuji-nee!
context: The dagger of betrayal and denial.\The pact has been forged. I am now your Master.\You are now as I am.\Betray your Master and pledge your blade to me!\You... You're a Servant, and you've taken a Servant?\Yes, I have made her my familiar. Saber now belongs to me.\And now, here is your friend back, little fool.\Fuji-nee! response:	Fuji-nee! Are you okay? Fuji-nee!
context: The pact has been forged. I am now your Master.\You are now as I am.\Betray your Master and pledge your blade to me!\You... You're a Servant, and you've taken a Servant?\Yes, I have made her my familiar. Saber now belongs to me.\And now, here is your friend back, little fool.\Fuji-nee!\Fuji-nee! Are you okay? Fuji-nee! response:	Fuji-nee...
context: You are now as I am.\Betray your Master and pledge your blade to me!\You... You're a Servant, and you've taken a Servant?\Yes, I have made her my familiar. Saber now belongs to me.\And now, here is your friend back, little fool.\Fuji-nee!\Fuji-nee! Are you okay? Fuji-nee!\Fuji-nee... response:	You know, I think I shall let you go.
context: Betray your Master and pledge your blade to me!\You... You're a Servant, and you've taken a Servant?\Yes, I have made her my familiar. Saber now belongs to me.\And now, here is your friend back, little fool.\Fuji-nee!\Fuji-nee! Are you okay? Fuji-nee!\Fuji-nee...\You know, I think I shall let you go. response:	That show you put on was so wonderful it was almost annoying.
context: You... You're a Servant, and you've taken a Servant?\Yes, I have made her my familiar. Saber now belongs to me.\And now, here is your friend back, little fool.\Fuji-nee!\Fuji-nee! Are you okay? Fuji-nee!\Fuji-nee...\You know, I think I shall let you go.\That show you put on was so wonderful it was almost annoying. response:	However...
context: Yes, I have made her my familiar. Saber now belongs to me.\And now, here is your friend back, little fool.\Fuji-nee!\Fuji-nee! Are you okay? Fuji-nee!\Fuji-nee...\You know, I think I shall let you go.\That show you put on was so wonderful it was almost annoying.\However... response:	Oh. I suppose that's how these things usually work.
context: And now, here is your friend back, little fool.\Fuji-nee!\Fuji-nee! Are you okay? Fuji-nee!\Fuji-nee...\You know, I think I shall let you go.\That show you put on was so wonderful it was almost annoying.\However...\Oh. I suppose that's how these things usually work. response:	Yes. Playtime is now over, young lady.
context: Fuji-nee!\Fuji-nee! Are you okay? Fuji-nee!\Fuji-nee...\You know, I think I shall let you go.\That show you put on was so wonderful it was almost annoying.\However...\Oh. I suppose that's how these things usually work.\Yes. Playtime is now over, young lady. response:	Now, Saber. Strike down Archer's Master.
context: Fuji-nee! Are you okay? Fuji-nee!\Fuji-nee...\You know, I think I shall let you go.\That show you put on was so wonderful it was almost annoying.\However...\Oh. I suppose that's how these things usually work.\Yes. Playtime is now over, young lady.\Now, Saber. Strike down Archer's Master. response:	Never... Who would obey the likes of you?
context: Fuji-nee...\You know, I think I shall let you go.\That show you put on was so wonderful it was almost annoying.\However...\Oh. I suppose that's how these things usually work.\Yes. Playtime is now over, young lady.\Now, Saber. Strike down Archer's Master.\Never... Who would obey the likes of you? response:	No, you will obey, Saber.
context: You know, I think I shall let you go.\That show you put on was so wonderful it was almost annoying.\However...\Oh. I suppose that's how these things usually work.\Yes. Playtime is now over, young lady.\Now, Saber. Strike down Archer's Master.\Never... Who would obey the likes of you?\No, you will obey, Saber. response:	As long as I have these Command Seals,
context: That show you put on was so wonderful it was almost annoying.\However...\Oh. I suppose that's how these things usually work.\Yes. Playtime is now over, young lady.\Now, Saber. Strike down Archer's Master.\Never... Who would obey the likes of you?\No, you will obey, Saber.\As long as I have these Command Seals, response:	you cannot defy me in either body or soul.
context: However...\Oh. I suppose that's how these things usually work.\Yes. Playtime is now over, young lady.\Now, Saber. Strike down Archer's Master.\Never... Who would obey the likes of you?\No, you will obey, Saber.\As long as I have these Command Seals,\you cannot defy me in either body or soul. response:	Idiot! Why did you do that?!
context: Oh. I suppose that's how these things usually work.\Yes. Playtime is now over, young lady.\Now, Saber. Strike down Archer's Master.\Never... Who would obey the likes of you?\No, you will obey, Saber.\As long as I have these Command Seals,\you cannot defy me in either body or soul.\Idiot! Why did you do that?! response:	A pity.
context: Yes. Playtime is now over, young lady.\Now, Saber. Strike down Archer's Master.\Never... Who would obey the likes of you?\No, you will obey, Saber.\As long as I have these Command Seals,\you cannot defy me in either body or soul.\Idiot! Why did you do that?!\A pity. response:	Such a waste. That boy was so fascinating.
context: Now, Saber. Strike down Archer's Master.\Never... Who would obey the likes of you?\No, you will obey, Saber.\As long as I have these Command Seals,\you cannot defy me in either body or soul.\Idiot! Why did you do that?!\A pity.\Such a waste. That boy was so fascinating. response:	Obey my Command Seal, Saber.
context: Never... Who would obey the likes of you?\No, you will obey, Saber.\As long as I have these Command Seals,\you cannot defy me in either body or soul.\Idiot! Why did you do that?!\A pity.\Such a waste. That boy was so fascinating.\Obey my Command Seal, Saber. response:	Run, Shirou!
context: No, you will obey, Saber.\As long as I have these Command Seals,\you cannot defy me in either body or soul.\Idiot! Why did you do that?!\A pity.\Such a waste. That boy was so fascinating.\Obey my Command Seal, Saber.\Run, Shirou! response:	We have to get Fuji-nee...
context: As long as I have these Command Seals,\you cannot defy me in either body or soul.\Idiot! Why did you do that?!\A pity.\Such a waste. That boy was so fascinating.\Obey my Command Seal, Saber.\Run, Shirou!\We have to get Fuji-nee... response:	Just come on!
context: you cannot defy me in either body or soul.\Idiot! Why did you do that?!\A pity.\Such a waste. That boy was so fascinating.\Obey my Command Seal, Saber.\Run, Shirou!\We have to get Fuji-nee...\Just come on! response:	Impossible!
context: Idiot! Why did you do that?!\A pity.\Such a waste. That boy was so fascinating.\Obey my Command Seal, Saber.\Run, Shirou!\We have to get Fuji-nee...\Just come on!\Impossible! response:	Saber's magic resistance is even effective against the binding of a Command Seal?
context: A pity.\Such a waste. That boy was so fascinating.\Obey my Command Seal, Saber.\Run, Shirou!\We have to get Fuji-nee...\Just come on!\Impossible!\Saber's magic resistance is even effective against the binding of a Command Seal? response:	But be that as it may, I won't let you escape!
context: Such a waste. That boy was so fascinating.\Obey my Command Seal, Saber.\Run, Shirou!\We have to get Fuji-nee...\Just come on!\Impossible!\Saber's magic resistance is even effective against the binding of a Command Seal?\But be that as it may, I won't let you escape! response:	It's about time!
context: Obey my Command Seal, Saber.\Run, Shirou!\We have to get Fuji-nee...\Just come on!\Impossible!\Saber's magic resistance is even effective against the binding of a Command Seal?\But be that as it may, I won't let you escape!\It's about time! response:	My apologies.
context: Run, Shirou!\We have to get Fuji-nee...\Just come on!\Impossible!\Saber's magic resistance is even effective against the binding of a Command Seal?\But be that as it may, I won't let you escape!\It's about time!\My apologies. response:	Breaking through that bounded field took quite a while.
context: We have to get Fuji-nee...\Just come on!\Impossible!\Saber's magic resistance is even effective against the binding of a Command Seal?\But be that as it may, I won't let you escape!\It's about time!\My apologies.\Breaking through that bounded field took quite a while. response:	From the inside, however...
context: Just come on!\Impossible!\Saber's magic resistance is even effective against the binding of a Command Seal?\But be that as it may, I won't let you escape!\It's about time!\My apologies.\Breaking through that bounded field took quite a while.\From the inside, however... response:	Archer, take Fujimura-sensei!
context: Impossible!\Saber's magic resistance is even effective against the binding of a Command Seal?\But be that as it may, I won't let you escape!\It's about time!\My apologies.\Breaking through that bounded field took quite a while.\From the inside, however...\Archer, take Fujimura-sensei! response:	Now, while we still can!
context: Saber's magic resistance is even effective against the binding of a Command Seal?\But be that as it may, I won't let you escape!\It's about time!\My apologies.\Breaking through that bounded field took quite a while.\From the inside, however...\Archer, take Fujimura-sensei!\Now, while we still can! response:	Saber...
context: But be that as it may, I won't let you escape!\It's about time!\My apologies.\Breaking through that bounded field took quite a while.\From the inside, however...\Archer, take Fujimura-sensei!\Now, while we still can!\Saber... response:	This was for the best.
context: It's about time!\My apologies.\Breaking through that bounded field took quite a while.\From the inside, however...\Archer, take Fujimura-sensei!\Now, while we still can!\Saber...\This was for the best. response:	At least you're alive.
context: My apologies.\Breaking through that bounded field took quite a while.\From the inside, however...\Archer, take Fujimura-sensei!\Now, while we still can!\Saber...\This was for the best.\At least you're alive. response:	For now, get some rest, Emiya-kun.
context: Breaking through that bounded field took quite a while.\From the inside, however...\Archer, take Fujimura-sensei!\Now, while we still can!\Saber...\This was for the best.\At least you're alive.\For now, get some rest, Emiya-kun. response:	I see. While I was breaking through that field, Saber was taken.
context: From the inside, however...\Archer, take Fujimura-sensei!\Now, while we still can!\Saber...\This was for the best.\At least you're alive.\For now, get some rest, Emiya-kun.\I see. While I was breaking through that field, Saber was taken. response:	That's all you have to say?
context: Archer, take Fujimura-sensei!\Now, while we still can!\Saber...\This was for the best.\At least you're alive.\For now, get some rest, Emiya-kun.\I see. While I was breaking through that field, Saber was taken.\That's all you have to say? response:	Yes. But we should count our blessings that we now know
context: Now, while we still can!\Saber...\This was for the best.\At least you're alive.\For now, get some rest, Emiya-kun.\I see. While I was breaking through that field, Saber was taken.\That's all you have to say?\Yes. But we should count our blessings that we now know response:	what Caster's Noble Phantasm is.
context: Saber...\This was for the best.\At least you're alive.\For now, get some rest, Emiya-kun.\I see. While I was breaking through that field, Saber was taken.\That's all you have to say?\Yes. But we should count our blessings that we now know\what Caster's Noble Phantasm is. response:	That Caster... Always sloppy on the follow-through.
context: This was for the best.\At least you're alive.\For now, get some rest, Emiya-kun.\I see. While I was breaking through that field, Saber was taken.\That's all you have to say?\Yes. But we should count our blessings that we now know\what Caster's Noble Phantasm is.\That Caster... Always sloppy on the follow-through. response:	Deep down, she might actually be a decent woman.
context: At least you're alive.\For now, get some rest, Emiya-kun.\I see. While I was breaking through that field, Saber was taken.\That's all you have to say?\Yes. But we should count our blessings that we now know\what Caster's Noble Phantasm is.\That Caster... Always sloppy on the follow-through.\Deep down, she might actually be a decent woman. response:	You don't seem very concerned, Archer. Weren't you rooting for Saber?
context: For now, get some rest, Emiya-kun.\I see. While I was breaking through that field, Saber was taken.\That's all you have to say?\Yes. But we should count our blessings that we now know\what Caster's Noble Phantasm is.\That Caster... Always sloppy on the follow-through.\Deep down, she might actually be a decent woman.\You don't seem very concerned, Archer. Weren't you rooting for Saber? response:	I don't recall ever giving that impression. What makes you think that, Rin?
context: I see. While I was breaking through that field, Saber was taken.\That's all you have to say?\Yes. But we should count our blessings that we now know\what Caster's Noble Phantasm is.\That Caster... Always sloppy on the follow-through.\Deep down, she might actually be a decent woman.\You don't seem very concerned, Archer. Weren't you rooting for Saber?\I don't recall ever giving that impression. What makes you think that, Rin? response:	Well... Would you believe women's intuition?
context: That's all you have to say?\Yes. But we should count our blessings that we now know\what Caster's Noble Phantasm is.\That Caster... Always sloppy on the follow-through.\Deep down, she might actually be a decent woman.\You don't seem very concerned, Archer. Weren't you rooting for Saber?\I don't recall ever giving that impression. What makes you think that, Rin?\Well... Would you believe women's intuition? response:	No.
context: Yes. But we should count our blessings that we now know\what Caster's Noble Phantasm is.\That Caster... Always sloppy on the follow-through.\Deep down, she might actually be a decent woman.\You don't seem very concerned, Archer. Weren't you rooting for Saber?\I don't recall ever giving that impression. What makes you think that, Rin?\Well... Would you believe women's intuition?\No. response:	Are you even old enough to qualify as a woman?
context: what Caster's Noble Phantasm is.\That Caster... Always sloppy on the follow-through.\Deep down, she might actually be a decent woman.\You don't seem very concerned, Archer. Weren't you rooting for Saber?\I don't recall ever giving that impression. What makes you think that, Rin?\Well... Would you believe women's intuition?\No.\Are you even old enough to qualify as a woman? response:	For starters, you are lacking in feminine charms.
context: That Caster... Always sloppy on the follow-through.\Deep down, she might actually be a decent woman.\You don't seem very concerned, Archer. Weren't you rooting for Saber?\I don't recall ever giving that impression. What makes you think that, Rin?\Well... Would you believe women's intuition?\No.\Are you even old enough to qualify as a woman?\For starters, you are lacking in feminine charms. response:	In refinement, as well. And in addition...
context: Deep down, she might actually be a decent woman.\You don't seem very concerned, Archer. Weren't you rooting for Saber?\I don't recall ever giving that impression. What makes you think that, Rin?\Well... Would you believe women's intuition?\No.\Are you even old enough to qualify as a woman?\For starters, you are lacking in feminine charms.\In refinement, as well. And in addition... response:	Oh, and this is the most damning. Your appeal is hard to see.
context: You don't seem very concerned, Archer. Weren't you rooting for Saber?\I don't recall ever giving that impression. What makes you think that, Rin?\Well... Would you believe women's intuition?\No.\Are you even old enough to qualify as a woman?\For starters, you are lacking in feminine charms.\In refinement, as well. And in addition...\Oh, and this is the most damning. Your appeal is hard to see. response:	Well, well. You've finally found your groove again...
context: I don't recall ever giving that impression. What makes you think that, Rin?\Well... Would you believe women's intuition?\No.\Are you even old enough to qualify as a woman?\For starters, you are lacking in feminine charms.\In refinement, as well. And in addition...\Oh, and this is the most damning. Your appeal is hard to see.\Well, well. You've finally found your groove again... response:	Getting back to the topic at hand,
context: Well... Would you believe women's intuition?\No.\Are you even old enough to qualify as a woman?\For starters, you are lacking in feminine charms.\In refinement, as well. And in addition...\Oh, and this is the most damning. Your appeal is hard to see.\Well, well. You've finally found your groove again...\Getting back to the topic at hand, response:	The first time you met Saber, you went easy on her, didn't you?
context: No.\Are you even old enough to qualify as a woman?\For starters, you are lacking in feminine charms.\In refinement, as well. And in addition...\Oh, and this is the most damning. Your appeal is hard to see.\Well, well. You've finally found your groove again...\Getting back to the topic at hand,\The first time you met Saber, you went easy on her, didn't you? response:	No matter how powerful Saber is,
context: Are you even old enough to qualify as a woman?\For starters, you are lacking in feminine charms.\In refinement, as well. And in addition...\Oh, and this is the most damning. Your appeal is hard to see.\Well, well. You've finally found your groove again...\Getting back to the topic at hand,\The first time you met Saber, you went easy on her, didn't you?\No matter how powerful Saber is, response:	I doubt she could have gotten the better of you, not with your defenses.
context: For starters, you are lacking in feminine charms.\In refinement, as well. And in addition...\Oh, and this is the most damning. Your appeal is hard to see.\Well, well. You've finally found your groove again...\Getting back to the topic at hand,\The first time you met Saber, you went easy on her, didn't you?\No matter how powerful Saber is,\I doubt she could have gotten the better of you, not with your defenses. response:	She caught me unawares.
context: In refinement, as well. And in addition...\Oh, and this is the most damning. Your appeal is hard to see.\Well, well. You've finally found your groove again...\Getting back to the topic at hand,\The first time you met Saber, you went easy on her, didn't you?\No matter how powerful Saber is,\I doubt she could have gotten the better of you, not with your defenses.\She caught me unawares. response:	Like you, I'm vulnerable to unexpected developments.
context: Oh, and this is the most damning. Your appeal is hard to see.\Well, well. You've finally found your groove again...\Getting back to the topic at hand,\The first time you met Saber, you went easy on her, didn't you?\No matter how powerful Saber is,\I doubt she could have gotten the better of you, not with your defenses.\She caught me unawares.\Like you, I'm vulnerable to unexpected developments. response:	After the incident with Rider, you tried to provoke Saber, remember?
context: Well, well. You've finally found your groove again...\Getting back to the topic at hand,\The first time you met Saber, you went easy on her, didn't you?\No matter how powerful Saber is,\I doubt she could have gotten the better of you, not with your defenses.\She caught me unawares.\Like you, I'm vulnerable to unexpected developments.\After the incident with Rider, you tried to provoke Saber, remember? response:	That was out of character for you, no two ways about it.
context: Getting back to the topic at hand,\The first time you met Saber, you went easy on her, didn't you?\No matter how powerful Saber is,\I doubt she could have gotten the better of you, not with your defenses.\She caught me unawares.\Like you, I'm vulnerable to unexpected developments.\After the incident with Rider, you tried to provoke Saber, remember?\That was out of character for you, no two ways about it. response:	But when I looked at it from another angle, it made perfect sense.
context: The first time you met Saber, you went easy on her, didn't you?\No matter how powerful Saber is,\I doubt she could have gotten the better of you, not with your defenses.\She caught me unawares.\Like you, I'm vulnerable to unexpected developments.\After the incident with Rider, you tried to provoke Saber, remember?\That was out of character for you, no two ways about it.\But when I looked at it from another angle, it made perfect sense. response:	You were actually scolding Saber, weren't you?
context: No matter how powerful Saber is,\I doubt she could have gotten the better of you, not with your defenses.\She caught me unawares.\Like you, I'm vulnerable to unexpected developments.\After the incident with Rider, you tried to provoke Saber, remember?\That was out of character for you, no two ways about it.\But when I looked at it from another angle, it made perfect sense.\You were actually scolding Saber, weren't you? response:	I'm right? I knew it!
context: I doubt she could have gotten the better of you, not with your defenses.\She caught me unawares.\Like you, I'm vulnerable to unexpected developments.\After the incident with Rider, you tried to provoke Saber, remember?\That was out of character for you, no two ways about it.\But when I looked at it from another angle, it made perfect sense.\You were actually scolding Saber, weren't you?\I'm right? I knew it! response:	I don't know if you two knew each other in a previous life or what,
context: She caught me unawares.\Like you, I'm vulnerable to unexpected developments.\After the incident with Rider, you tried to provoke Saber, remember?\That was out of character for you, no two ways about it.\But when I looked at it from another angle, it made perfect sense.\You were actually scolding Saber, weren't you?\I'm right? I knew it!\I don't know if you two knew each other in a previous life or what, response:	but it's unusual for you to be so cold to someone.
context: Like you, I'm vulnerable to unexpected developments.\After the incident with Rider, you tried to provoke Saber, remember?\That was out of character for you, no two ways about it.\But when I looked at it from another angle, it made perfect sense.\You were actually scolding Saber, weren't you?\I'm right? I knew it!\I don't know if you two knew each other in a previous life or what,\but it's unusual for you to be so cold to someone. response:	Is it? I think that I respond to everyone in that way.
context: After the incident with Rider, you tried to provoke Saber, remember?\That was out of character for you, no two ways about it.\But when I looked at it from another angle, it made perfect sense.\You were actually scolding Saber, weren't you?\I'm right? I knew it!\I don't know if you two knew each other in a previous life or what,\but it's unusual for you to be so cold to someone.\Is it? I think that I respond to everyone in that way. response:	It only looks that way to you.
context: That was out of character for you, no two ways about it.\But when I looked at it from another angle, it made perfect sense.\You were actually scolding Saber, weren't you?\I'm right? I knew it!\I don't know if you two knew each other in a previous life or what,\but it's unusual for you to be so cold to someone.\Is it? I think that I respond to everyone in that way.\It only looks that way to you. response:	The way I see it,
context: But when I looked at it from another angle, it made perfect sense.\You were actually scolding Saber, weren't you?\I'm right? I knew it!\I don't know if you two knew each other in a previous life or what,\but it's unusual for you to be so cold to someone.\Is it? I think that I respond to everyone in that way.\It only looks that way to you.\The way I see it, response:	you're only awkward when it comes to things dealing with yourself.
context: You were actually scolding Saber, weren't you?\I'm right? I knew it!\I don't know if you two knew each other in a previous life or what,\but it's unusual for you to be so cold to someone.\Is it? I think that I respond to everyone in that way.\It only looks that way to you.\The way I see it,\you're only awkward when it comes to things dealing with yourself. response:	You're smooth when it comes to others, which is why no one notices.
context: I'm right? I knew it!\I don't know if you two knew each other in a previous life or what,\but it's unusual for you to be so cold to someone.\Is it? I think that I respond to everyone in that way.\It only looks that way to you.\The way I see it,\you're only awkward when it comes to things dealing with yourself.\You're smooth when it comes to others, which is why no one notices. response:	So, have you finally remembered?
context: I don't know if you two knew each other in a previous life or what,\but it's unusual for you to be so cold to someone.\Is it? I think that I respond to everyone in that way.\It only looks that way to you.\The way I see it,\you're only awkward when it comes to things dealing with yourself.\You're smooth when it comes to others, which is why no one notices.\So, have you finally remembered? response:	Do you know what land's Heroic Spirit you are?
context: but it's unusual for you to be so cold to someone.\Is it? I think that I respond to everyone in that way.\It only looks that way to you.\The way I see it,\you're only awkward when it comes to things dealing with yourself.\You're smooth when it comes to others, which is why no one notices.\So, have you finally remembered?\Do you know what land's Heroic Spirit you are? response:	If you have some connection to Saber,
context: Is it? I think that I respond to everyone in that way.\It only looks that way to you.\The way I see it,\you're only awkward when it comes to things dealing with yourself.\You're smooth when it comes to others, which is why no one notices.\So, have you finally remembered?\Do you know what land's Heroic Spirit you are?\If you have some connection to Saber, response:	you ought to be from an era that's close to hers, right?
context: It only looks that way to you.\The way I see it,\you're only awkward when it comes to things dealing with yourself.\You're smooth when it comes to others, which is why no one notices.\So, have you finally remembered?\Do you know what land's Heroic Spirit you are?\If you have some connection to Saber,\you ought to be from an era that's close to hers, right? response:	No, everything is still hazy.
context: The way I see it,\you're only awkward when it comes to things dealing with yourself.\You're smooth when it comes to others, which is why no one notices.\So, have you finally remembered?\Do you know what land's Heroic Spirit you are?\If you have some connection to Saber,\you ought to be from an era that's close to hers, right?\No, everything is still hazy. response:	But as you say, I do have memories of this Saber.
context: you're only awkward when it comes to things dealing with yourself.\You're smooth when it comes to others, which is why no one notices.\So, have you finally remembered?\Do you know what land's Heroic Spirit you are?\If you have some connection to Saber,\you ought to be from an era that's close to hers, right?\No, everything is still hazy.\But as you say, I do have memories of this Saber. response:	But she does not seem to know me, so we could not have been very close.
context: You're smooth when it comes to others, which is why no one notices.\So, have you finally remembered?\Do you know what land's Heroic Spirit you are?\If you have some connection to Saber,\you ought to be from an era that's close to hers, right?\No, everything is still hazy.\But as you say, I do have memories of this Saber.\But she does not seem to know me, so we could not have been very close. response:	Oh.
context: So, have you finally remembered?\Do you know what land's Heroic Spirit you are?\If you have some connection to Saber,\you ought to be from an era that's close to hers, right?\No, everything is still hazy.\But as you say, I do have memories of this Saber.\But she does not seem to know me, so we could not have been very close.\Oh. response:	More to the point, Rin, how is the visitor you brought here?
context: Do you know what land's Heroic Spirit you are?\If you have some connection to Saber,\you ought to be from an era that's close to hers, right?\No, everything is still hazy.\But as you say, I do have memories of this Saber.\But she does not seem to know me, so we could not have been very close.\Oh.\More to the point, Rin, how is the visitor you brought here? response:	Luckily, she missed anything vital.
context: If you have some connection to Saber,\you ought to be from an era that's close to hers, right?\No, everything is still hazy.\But as you say, I do have memories of this Saber.\But she does not seem to know me, so we could not have been very close.\Oh.\More to the point, Rin, how is the visitor you brought here?\Luckily, she missed anything vital. response:	But his wounds aren't healing at all this time.
context: you ought to be from an era that's close to hers, right?\No, everything is still hazy.\But as you say, I do have memories of this Saber.\But she does not seem to know me, so we could not have been very close.\Oh.\More to the point, Rin, how is the visitor you brought here?\Luckily, she missed anything vital.\But his wounds aren't healing at all this time. response:	Their pact has been broken,
context: No, everything is still hazy.\But as you say, I do have memories of this Saber.\But she does not seem to know me, so we could not have been very close.\Oh.\More to the point, Rin, how is the visitor you brought here?\Luckily, she missed anything vital.\But his wounds aren't healing at all this time.\Their pact has been broken, response:	so he might have lost the healing ability he'd been getting from Saber.
context: But as you say, I do have memories of this Saber.\But she does not seem to know me, so we could not have been very close.\Oh.\More to the point, Rin, how is the visitor you brought here?\Luckily, she missed anything vital.\But his wounds aren't healing at all this time.\Their pact has been broken,\so he might have lost the healing ability he'd been getting from Saber. response:	No, not him. I meant the other.
context: But she does not seem to know me, so we could not have been very close.\Oh.\More to the point, Rin, how is the visitor you brought here?\Luckily, she missed anything vital.\But his wounds aren't healing at all this time.\Their pact has been broken,\so he might have lost the healing ability he'd been getting from Saber.\No, not him. I meant the other. response:	Oh, Fujimura-sensei?
context: Oh.\More to the point, Rin, how is the visitor you brought here?\Luckily, she missed anything vital.\But his wounds aren't healing at all this time.\Their pact has been broken,\so he might have lost the healing ability he'd been getting from Saber.\No, not him. I meant the other.\Oh, Fujimura-sensei? response:	Caster seems to have put her under a sleeping spell,
