context: Wow! response:	It feels so good!
context: Next, we have Asahi Go-kun.\Asahi Go\Behold, my pyrokinesis!\Ignite!\Huh?\Ignite! Ignite!\IgThere we go! Oh, it went out.\He uses pyrokinesis. response:	And is less useful than a 100-yen lighter...
context: Asahi Go\Behold, my pyrokinesis!\Ignite!\Huh?\Ignite! Ignite!\IgThere we go! Oh, it went out.\He uses pyrokinesis.\And is less useful than a 100-yen lighter... response:	The Shiratori brothers: Daichi-kun and Kaito-kun.
context: Behold, my pyrokinesis!\Ignite!\Huh?\Ignite! Ignite!\IgThere we go! Oh, it went out.\He uses pyrokinesis.\And is less useful than a 100-yen lighter...\The Shiratori brothers: Daichi-kun and Kaito-kun. response:	Shiratori
context: Ignite!\Huh?\Ignite! Ignite!\IgThere we go! Oh, it went out.\He uses pyrokinesis.\And is less useful than a 100-yen lighter...\The Shiratori brothers: Daichi-kun and Kaito-kun.\Shiratori response:	Daichi
context: Huh?\Ignite! Ignite!\IgThere we go! Oh, it went out.\He uses pyrokinesis.\And is less useful than a 100-yen lighter...\The Shiratori brothers: Daichi-kun and Kaito-kun.\Shiratori\Daichi response:	Kaito
context: Ignite! Ignite!\IgThere we go! Oh, it went out.\He uses pyrokinesis.\And is less useful than a 100-yen lighter...\The Shiratori brothers: Daichi-kun and Kaito-kun.\Shiratori\Daichi\Kaito response:	They're telepaths who can communicate with each other, even when they're apart.
context: IgThere we go! Oh, it went out.\He uses pyrokinesis.\And is less useful than a 100-yen lighter...\The Shiratori brothers: Daichi-kun and Kaito-kun.\Shiratori\Daichi\Kaito\They're telepaths who can communicate with each other, even when they're apart. response:	And less useful than email.
context: He uses pyrokinesis.\And is less useful than a 100-yen lighter...\The Shiratori brothers: Daichi-kun and Kaito-kun.\Shiratori\Daichi\Kaito\They're telepaths who can communicate with each other, even when they're apart.\And less useful than email. response:	This is Kageyama Shigeo-kun. Be nice to him.
context: And is less useful than a 100-yen lighter...\The Shiratori brothers: Daichi-kun and Kaito-kun.\Shiratori\Daichi\Kaito\They're telepaths who can communicate with each other, even when they're apart.\And less useful than email.\This is Kageyama Shigeo-kun. Be nice to him. response:	Nice to meet you.
context: The Shiratori brothers: Daichi-kun and Kaito-kun.\Shiratori\Daichi\Kaito\They're telepaths who can communicate with each other, even when they're apart.\And less useful than email.\This is Kageyama Shigeo-kun. Be nice to him.\Nice to meet you. response:	Nice to meet you.
context: Shiratori\Daichi\Kaito\They're telepaths who can communicate with each other, even when they're apart.\And less useful than email.\This is Kageyama Shigeo-kun. Be nice to him.\Nice to meet you.\Nice to meet you. response:	Did Mitsuura-san do something to all of you?
context: Daichi\Kaito\They're telepaths who can communicate with each other, even when they're apart.\And less useful than email.\This is Kageyama Shigeo-kun. Be nice to him.\Nice to meet you.\Nice to meet you.\Did Mitsuura-san do something to all of you? response:	Well, that's rather rude.
context: Kaito\They're telepaths who can communicate with each other, even when they're apart.\And less useful than email.\This is Kageyama Shigeo-kun. Be nice to him.\Nice to meet you.\Nice to meet you.\Did Mitsuura-san do something to all of you?\Well, that's rather rude. response:	Don't worry. That old man is just fascinated with psychic powers.
context: They're telepaths who can communicate with each other, even when they're apart.\And less useful than email.\This is Kageyama Shigeo-kun. Be nice to him.\Nice to meet you.\Nice to meet you.\Did Mitsuura-san do something to all of you?\Well, that's rather rude.\Don't worry. That old man is just fascinated with psychic powers. response:	Huh?
context: And less useful than email.\This is Kageyama Shigeo-kun. Be nice to him.\Nice to meet you.\Nice to meet you.\Did Mitsuura-san do something to all of you?\Well, that's rather rude.\Don't worry. That old man is just fascinated with psychic powers.\Huh? response:	I'm the son of a very wealthy family, but I'm not anyone special.
context: This is Kageyama Shigeo-kun. Be nice to him.\Nice to meet you.\Nice to meet you.\Did Mitsuura-san do something to all of you?\Well, that's rather rude.\Don't worry. That old man is just fascinated with psychic powers.\Huh?\I'm the son of a very wealthy family, but I'm not anyone special. response:	I don't believe in doing anything to make advancements in society or science.
context: Nice to meet you.\Nice to meet you.\Did Mitsuura-san do something to all of you?\Well, that's rather rude.\Don't worry. That old man is just fascinated with psychic powers.\Huh?\I'm the son of a very wealthy family, but I'm not anyone special.\I don't believe in doing anything to make advancements in society or science. response:	I just want to become an esper myself.
context: Nice to meet you.\Did Mitsuura-san do something to all of you?\Well, that's rather rude.\Don't worry. That old man is just fascinated with psychic powers.\Huh?\I'm the son of a very wealthy family, but I'm not anyone special.\I don't believe in doing anything to make advancements in society or science.\I just want to become an esper myself. response:	So I made a research facility. That's all!
context: Did Mitsuura-san do something to all of you?\Well, that's rather rude.\Don't worry. That old man is just fascinated with psychic powers.\Huh?\I'm the son of a very wealthy family, but I'm not anyone special.\I don't believe in doing anything to make advancements in society or science.\I just want to become an esper myself.\So I made a research facility. That's all! response:	This is a childish pipe dream,
context: Well, that's rather rude.\Don't worry. That old man is just fascinated with psychic powers.\Huh?\I'm the son of a very wealthy family, but I'm not anyone special.\I don't believe in doing anything to make advancements in society or science.\I just want to become an esper myself.\So I made a research facility. That's all!\This is a childish pipe dream, response:	but if he's able to make that happen, I'd be interested.
context: Don't worry. That old man is just fascinated with psychic powers.\Huh?\I'm the son of a very wealthy family, but I'm not anyone special.\I don't believe in doing anything to make advancements in society or science.\I just want to become an esper myself.\So I made a research facility. That's all!\This is a childish pipe dream,\but if he's able to make that happen, I'd be interested. response:	I always wanted to rise to my standards.
context: Huh?\I'm the son of a very wealthy family, but I'm not anyone special.\I don't believe in doing anything to make advancements in society or science.\I just want to become an esper myself.\So I made a research facility. That's all!\This is a childish pipe dream,\but if he's able to make that happen, I'd be interested.\I always wanted to rise to my standards. response:	Oh, Shinji. You're finally home?
context: I'm the son of a very wealthy family, but I'm not anyone special.\I don't believe in doing anything to make advancements in society or science.\I just want to become an esper myself.\So I made a research facility. That's all!\This is a childish pipe dream,\but if he's able to make that happen, I'd be interested.\I always wanted to rise to my standards.\Oh, Shinji. You're finally home? response:	Kamuro
context: I don't believe in doing anything to make advancements in society or science.\I just want to become an esper myself.\So I made a research facility. That's all!\This is a childish pipe dream,\but if he's able to make that happen, I'd be interested.\I always wanted to rise to my standards.\Oh, Shinji. You're finally home?\Kamuro response:	Student council again? Make sure you don't fool around too much.
context: I just want to become an esper myself.\So I made a research facility. That's all!\This is a childish pipe dream,\but if he's able to make that happen, I'd be interested.\I always wanted to rise to my standards.\Oh, Shinji. You're finally home?\Kamuro\Student council again? Make sure you don't fool around too much. response:	Nii-san was the student council president, too.
context: So I made a research facility. That's all!\This is a childish pipe dream,\but if he's able to make that happen, I'd be interested.\I always wanted to rise to my standards.\Oh, Shinji. You're finally home?\Kamuro\Student council again? Make sure you don't fool around too much.\Nii-san was the student council president, too. response:	But Takuya was also good in his studies.
context: This is a childish pipe dream,\but if he's able to make that happen, I'd be interested.\I always wanted to rise to my standards.\Oh, Shinji. You're finally home?\Kamuro\Student council again? Make sure you don't fool around too much.\Nii-san was the student council president, too.\But Takuya was also good in his studies. response:	Exactly. I'm embarrassed, Shinji.
context: but if he's able to make that happen, I'd be interested.\I always wanted to rise to my standards.\Oh, Shinji. You're finally home?\Kamuro\Student council again? Make sure you don't fool around too much.\Nii-san was the student council president, too.\But Takuya was also good in his studies.\Exactly. I'm embarrassed, Shinji. response:	You haven't even hit a standardized score of 70 yet?
context: I always wanted to rise to my standards.\Oh, Shinji. You're finally home?\Kamuro\Student council again? Make sure you don't fool around too much.\Nii-san was the student council president, too.\But Takuya was also good in his studies.\Exactly. I'm embarrassed, Shinji.\You haven't even hit a standardized score of 70 yet? response:	Are you really my younger brother?
context: Oh, Shinji. You're finally home?\Kamuro\Student council again? Make sure you don't fool around too much.\Nii-san was the student council president, too.\But Takuya was also good in his studies.\Exactly. I'm embarrassed, Shinji.\You haven't even hit a standardized score of 70 yet?\Are you really my younger brother? response:	You suck at violin, drawing, calligraphy, and have no talent,
context: Kamuro\Student council again? Make sure you don't fool around too much.\Nii-san was the student council president, too.\But Takuya was also good in his studies.\Exactly. I'm embarrassed, Shinji.\You haven't even hit a standardized score of 70 yet?\Are you really my younger brother?\You suck at violin, drawing, calligraphy, and have no talent, response:	so you became the student council president, right?
context: Student council again? Make sure you don't fool around too much.\Nii-san was the student council president, too.\But Takuya was also good in his studies.\Exactly. I'm embarrassed, Shinji.\You haven't even hit a standardized score of 70 yet?\Are you really my younger brother?\You suck at violin, drawing, calligraphy, and have no talent,\so you became the student council president, right? response:	Then, you should have time to study.
context: Nii-san was the student council president, too.\But Takuya was also good in his studies.\Exactly. I'm embarrassed, Shinji.\You haven't even hit a standardized score of 70 yet?\Are you really my younger brother?\You suck at violin, drawing, calligraphy, and have no talent,\so you became the student council president, right?\Then, you should have time to study. response:	How much are you going to disappoint Mom and Dad?
context: But Takuya was also good in his studies.\Exactly. I'm embarrassed, Shinji.\You haven't even hit a standardized score of 70 yet?\Are you really my younger brother?\You suck at violin, drawing, calligraphy, and have no talent,\so you became the student council president, right?\Then, you should have time to study.\How much are you going to disappoint Mom and Dad? response:	Elites like
context: Exactly. I'm embarrassed, Shinji.\You haven't even hit a standardized score of 70 yet?\Are you really my younger brother?\You suck at violin, drawing, calligraphy, and have no talent,\so you became the student council president, right?\Then, you should have time to study.\How much are you going to disappoint Mom and Dad?\Elites like response:	Ah.
context: You haven't even hit a standardized score of 70 yet?\Are you really my younger brother?\You suck at violin, drawing, calligraphy, and have no talent,\so you became the student council president, right?\Then, you should have time to study.\How much are you going to disappoint Mom and Dad?\Elites like\Ah. response:	Ugh, you need to really fix that habit of yours.
context: Are you really my younger brother?\You suck at violin, drawing, calligraphy, and have no talent,\so you became the student council president, right?\Then, you should have time to study.\How much are you going to disappoint Mom and Dad?\Elites like\Ah.\Ugh, you need to really fix that habit of yours. response:	But it just bends on its own.
context: You suck at violin, drawing, calligraphy, and have no talent,\so you became the student council president, right?\Then, you should have time to study.\How much are you going to disappoint Mom and Dad?\Elites like\Ah.\Ugh, you need to really fix that habit of yours.\But it just bends on its own. response:	What is it, a fart?
context: so you became the student council president, right?\Then, you should have time to study.\How much are you going to disappoint Mom and Dad?\Elites like\Ah.\Ugh, you need to really fix that habit of yours.\But it just bends on its own.\What is it, a fart? response:	Oh, stop that! We're eating dinner!
context: Then, you should have time to study.\How much are you going to disappoint Mom and Dad?\Elites like\Ah.\Ugh, you need to really fix that habit of yours.\But it just bends on its own.\What is it, a fart?\Oh, stop that! We're eating dinner! response:	Shige, you need to be more like Ritsu.
context: How much are you going to disappoint Mom and Dad?\Elites like\Ah.\Ugh, you need to really fix that habit of yours.\But it just bends on its own.\What is it, a fart?\Oh, stop that! We're eating dinner!\Shige, you need to be more like Ritsu. response:	Yeah.
context: Elites like\Ah.\Ugh, you need to really fix that habit of yours.\But it just bends on its own.\What is it, a fart?\Oh, stop that! We're eating dinner!\Shige, you need to be more like Ritsu.\Yeah. response:	Ritsu is much more talented than I am and doesn't do anything weird.
context: Ah.\Ugh, you need to really fix that habit of yours.\But it just bends on its own.\What is it, a fart?\Oh, stop that! We're eating dinner!\Shige, you need to be more like Ritsu.\Yeah.\Ritsu is much more talented than I am and doesn't do anything weird. response:	Good morning, Kageyama-kun.
context: Ugh, you need to really fix that habit of yours.\But it just bends on its own.\What is it, a fart?\Oh, stop that! We're eating dinner!\Shige, you need to be more like Ritsu.\Yeah.\Ritsu is much more talented than I am and doesn't do anything weird.\Good morning, Kageyama-kun. response:	What's wrong, President? Why did you call me here so early?
context: But it just bends on its own.\What is it, a fart?\Oh, stop that! We're eating dinner!\Shige, you need to be more like Ritsu.\Yeah.\Ritsu is much more talented than I am and doesn't do anything weird.\Good morning, Kageyama-kun.\What's wrong, President? Why did you call me here so early? response:	This is a girl's recorder bag.
context: What is it, a fart?\Oh, stop that! We're eating dinner!\Shige, you need to be more like Ritsu.\Yeah.\Ritsu is much more talented than I am and doesn't do anything weird.\Good morning, Kageyama-kun.\What's wrong, President? Why did you call me here so early?\This is a girl's recorder bag. response:	What do you think is inside?
context: Oh, stop that! We're eating dinner!\Shige, you need to be more like Ritsu.\Yeah.\Ritsu is much more talented than I am and doesn't do anything weird.\Good morning, Kageyama-kun.\What's wrong, President? Why did you call me here so early?\This is a girl's recorder bag.\What do you think is inside? response:	A girl's recorder.
context: Shige, you need to be more like Ritsu.\Yeah.\Ritsu is much more talented than I am and doesn't do anything weird.\Good morning, Kageyama-kun.\What's wrong, President? Why did you call me here so early?\This is a girl's recorder bag.\What do you think is inside?\A girl's recorder. response:	Correct...
context: Yeah.\Ritsu is much more talented than I am and doesn't do anything weird.\Good morning, Kageyama-kun.\What's wrong, President? Why did you call me here so early?\This is a girl's recorder bag.\What do you think is inside?\A girl's recorder.\Correct... response:	President?
context: Ritsu is much more talented than I am and doesn't do anything weird.\Good morning, Kageyama-kun.\What's wrong, President? Why did you call me here so early?\This is a girl's recorder bag.\What do you think is inside?\A girl's recorder.\Correct...\President? response:	It's long, so let's just take this off.
context: Good morning, Kageyama-kun.\What's wrong, President? Why did you call me here so early?\This is a girl's recorder bag.\What do you think is inside?\A girl's recorder.\Correct...\President?\It's long, so let's just take this off. response:	What have you been doing, President?
context: What's wrong, President? Why did you call me here so early?\This is a girl's recorder bag.\What do you think is inside?\A girl's recorder.\Correct...\President?\It's long, so let's just take this off.\What have you been doing, President? response:	What am I doing? Why, spring cleaning, Kageyama-kun.
context: This is a girl's recorder bag.\What do you think is inside?\A girl's recorder.\Correct...\President?\It's long, so let's just take this off.\What have you been doing, President?\What am I doing? Why, spring cleaning, Kageyama-kun. response:	Spring cleaning?
context: What do you think is inside?\A girl's recorder.\Correct...\President?\It's long, so let's just take this off.\What have you been doing, President?\What am I doing? Why, spring cleaning, Kageyama-kun.\Spring cleaning? response:	You said it yourself, didn't you?
context: A girl's recorder.\Correct...\President?\It's long, so let's just take this off.\What have you been doing, President?\What am I doing? Why, spring cleaning, Kageyama-kun.\Spring cleaning?\You said it yourself, didn't you? response:	There is trash called delinquents in our school.
context: Correct...\President?\It's long, so let's just take this off.\What have you been doing, President?\What am I doing? Why, spring cleaning, Kageyama-kun.\Spring cleaning?\You said it yourself, didn't you?\There is trash called delinquents in our school. response:	The student council should get rid of them.
context: President?\It's long, so let's just take this off.\What have you been doing, President?\What am I doing? Why, spring cleaning, Kageyama-kun.\Spring cleaning?\You said it yourself, didn't you?\There is trash called delinquents in our school.\The student council should get rid of them. response:	I never said anything that extreme.
context: It's long, so let's just take this off.\What have you been doing, President?\What am I doing? Why, spring cleaning, Kageyama-kun.\Spring cleaning?\You said it yourself, didn't you?\There is trash called delinquents in our school.\The student council should get rid of them.\I never said anything that extreme. response:	Please don't twist my words
context: What have you been doing, President?\What am I doing? Why, spring cleaning, Kageyama-kun.\Spring cleaning?\You said it yourself, didn't you?\There is trash called delinquents in our school.\The student council should get rid of them.\I never said anything that extreme.\Please don't twist my words response:	By the way, Kageyama-kun.
context: What am I doing? Why, spring cleaning, Kageyama-kun.\Spring cleaning?\You said it yourself, didn't you?\There is trash called delinquents in our school.\The student council should get rid of them.\I never said anything that extreme.\Please don't twist my words\By the way, Kageyama-kun. response:	This is the desk of our school's biggest piece of trash, Onigawara-kun.
context: Spring cleaning?\You said it yourself, didn't you?\There is trash called delinquents in our school.\The student council should get rid of them.\I never said anything that extreme.\Please don't twist my words\By the way, Kageyama-kun.\This is the desk of our school's biggest piece of trash, Onigawara-kun. response:	A-Are you serious, President? Why would an elite like you...
context: You said it yourself, didn't you?\There is trash called delinquents in our school.\The student council should get rid of them.\I never said anything that extreme.\Please don't twist my words\By the way, Kageyama-kun.\This is the desk of our school's biggest piece of trash, Onigawara-kun.\A-Are you serious, President? Why would an elite like you... response:	An elite?
context: There is trash called delinquents in our school.\The student council should get rid of them.\I never said anything that extreme.\Please don't twist my words\By the way, Kageyama-kun.\This is the desk of our school's biggest piece of trash, Onigawara-kun.\A-Are you serious, President? Why would an elite like you...\An elite? response:	That's just an imaginary persona that someone labeled me with.
context: The student council should get rid of them.\I never said anything that extreme.\Please don't twist my words\By the way, Kageyama-kun.\This is the desk of our school's biggest piece of trash, Onigawara-kun.\A-Are you serious, President? Why would an elite like you...\An elite?\That's just an imaginary persona that someone labeled me with. response:	You've realized it, too, haven't you?
context: I never said anything that extreme.\Please don't twist my words\By the way, Kageyama-kun.\This is the desk of our school's biggest piece of trash, Onigawara-kun.\A-Are you serious, President? Why would an elite like you...\An elite?\That's just an imaginary persona that someone labeled me with.\You've realized it, too, haven't you? response:	That the praise others lavish upon you doesn't actually fit who you really are.
context: Please don't twist my words\By the way, Kageyama-kun.\This is the desk of our school's biggest piece of trash, Onigawara-kun.\A-Are you serious, President? Why would an elite like you...\An elite?\That's just an imaginary persona that someone labeled me with.\You've realized it, too, haven't you?\That the praise others lavish upon you doesn't actually fit who you really are. response:	Come, help me, Kageyama-kun.
context: By the way, Kageyama-kun.\This is the desk of our school's biggest piece of trash, Onigawara-kun.\A-Are you serious, President? Why would an elite like you...\An elite?\That's just an imaginary persona that someone labeled me with.\You've realized it, too, haven't you?\That the praise others lavish upon you doesn't actually fit who you really are.\Come, help me, Kageyama-kun. response:	You got another perfect score on your test?
context: This is the desk of our school's biggest piece of trash, Onigawara-kun.\A-Are you serious, President? Why would an elite like you...\An elite?\That's just an imaginary persona that someone labeled me with.\You've realized it, too, haven't you?\That the praise others lavish upon you doesn't actually fit who you really are.\Come, help me, Kageyama-kun.\You got another perfect score on your test? response:	I'm...
context: A-Are you serious, President? Why would an elite like you...\An elite?\That's just an imaginary persona that someone labeled me with.\You've realized it, too, haven't you?\That the praise others lavish upon you doesn't actually fit who you really are.\Come, help me, Kageyama-kun.\You got another perfect score on your test?\I'm... response:	Ritsu is much more talented than I am and doesn't do anything weird.
context: An elite?\That's just an imaginary persona that someone labeled me with.\You've realized it, too, haven't you?\That the praise others lavish upon you doesn't actually fit who you really are.\Come, help me, Kageyama-kun.\You got another perfect score on your test?\I'm...\Ritsu is much more talented than I am and doesn't do anything weird. response:	Don't try to act like your brother.
context: That's just an imaginary persona that someone labeled me with.\You've realized it, too, haven't you?\That the praise others lavish upon you doesn't actually fit who you really are.\Come, help me, Kageyama-kun.\You got another perfect score on your test?\I'm...\Ritsu is much more talented than I am and doesn't do anything weird.\Don't try to act like your brother. response:	Even I...
context: You've realized it, too, haven't you?\That the praise others lavish upon you doesn't actually fit who you really are.\Come, help me, Kageyama-kun.\You got another perfect score on your test?\I'm...\Ritsu is much more talented than I am and doesn't do anything weird.\Don't try to act like your brother.\Even I... response:	Hey, do you think I'll be able to do this, too?
context: That the praise others lavish upon you doesn't actually fit who you really are.\Come, help me, Kageyama-kun.\You got another perfect score on your test?\I'm...\Ritsu is much more talented than I am and doesn't do anything weird.\Don't try to act like your brother.\Even I...\Hey, do you think I'll be able to do this, too? response:	Yeah.
context: Come, help me, Kageyama-kun.\You got another perfect score on your test?\I'm...\Ritsu is much more talented than I am and doesn't do anything weird.\Don't try to act like your brother.\Even I...\Hey, do you think I'll be able to do this, too?\Yeah. response:	Of course you will. You're my little brother.
context: You got another perfect score on your test?\I'm...\Ritsu is much more talented than I am and doesn't do anything weird.\Don't try to act like your brother.\Even I...\Hey, do you think I'll be able to do this, too?\Yeah.\Of course you will. You're my little brother. response:	Really? Yay!
context: I'm...\Ritsu is much more talented than I am and doesn't do anything weird.\Don't try to act like your brother.\Even I...\Hey, do you think I'll be able to do this, too?\Yeah.\Of course you will. You're my little brother.\Really? Yay! response:	Huh?
context: Ritsu is much more talented than I am and doesn't do anything weird.\Don't try to act like your brother.\Even I...\Hey, do you think I'll be able to do this, too?\Yeah.\Of course you will. You're my little brother.\Really? Yay!\Huh? response:	All right, we made it to the goal.
context: Don't try to act like your brother.\Even I...\Hey, do you think I'll be able to do this, too?\Yeah.\Of course you will. You're my little brother.\Really? Yay!\Huh?\All right, we made it to the goal. response:	You've got some good muscles on you, Onigawara.
context: Even I...\Hey, do you think I'll be able to do this, too?\Yeah.\Of course you will. You're my little brother.\Really? Yay!\Huh?\All right, we made it to the goal.\You've got some good muscles on you, Onigawara. response:	Damn it... You called me out early,
context: Hey, do you think I'll be able to do this, too?\Yeah.\Of course you will. You're my little brother.\Really? Yay!\Huh?\All right, we made it to the goal.\You've got some good muscles on you, Onigawara.\Damn it... You called me out early, response:	so I thought you were going to tell me who the shadow leader is!
context: Yeah.\Of course you will. You're my little brother.\Really? Yay!\Huh?\All right, we made it to the goal.\You've got some good muscles on you, Onigawara.\Damn it... You called me out early,\so I thought you were going to tell me who the shadow leader is! response:	Remember that pain and how good it feels, Onigawara.
context: Of course you will. You're my little brother.\Really? Yay!\Huh?\All right, we made it to the goal.\You've got some good muscles on you, Onigawara.\Damn it... You called me out early,\so I thought you were going to tell me who the shadow leader is!\Remember that pain and how good it feels, Onigawara. response:	The one you're looking for is also fighting with himself.
context: Really? Yay!\Huh?\All right, we made it to the goal.\You've got some good muscles on you, Onigawara.\Damn it... You called me out early,\so I thought you were going to tell me who the shadow leader is!\Remember that pain and how good it feels, Onigawara.\The one you're looking for is also fighting with himself. response:	So you should change, too.
context: Huh?\All right, we made it to the goal.\You've got some good muscles on you, Onigawara.\Damn it... You called me out early,\so I thought you were going to tell me who the shadow leader is!\Remember that pain and how good it feels, Onigawara.\The one you're looking for is also fighting with himself.\So you should change, too. response:	Fine!
context: All right, we made it to the goal.\You've got some good muscles on you, Onigawara.\Damn it... You called me out early,\so I thought you were going to tell me who the shadow leader is!\Remember that pain and how good it feels, Onigawara.\The one you're looking for is also fighting with himself.\So you should change, too.\Fine! response:	Bring it on!
context: You've got some good muscles on you, Onigawara.\Damn it... You called me out early,\so I thought you were going to tell me who the shadow leader is!\Remember that pain and how good it feels, Onigawara.\The one you're looking for is also fighting with himself.\So you should change, too.\Fine!\Bring it on! response:	There's been an incident!
context: Damn it... You called me out early,\so I thought you were going to tell me who the shadow leader is!\Remember that pain and how good it feels, Onigawara.\The one you're looking for is also fighting with himself.\So you should change, too.\Fine!\Bring it on!\There's been an incident! response:	Whoa, that's creepy!
context: so I thought you were going to tell me who the shadow leader is!\Remember that pain and how good it feels, Onigawara.\The one you're looking for is also fighting with himself.\So you should change, too.\Fine!\Bring it on!\There's been an incident!\Whoa, that's creepy! response:	Hurry and do something about it!
context: Remember that pain and how good it feels, Onigawara.\The one you're looking for is also fighting with himself.\So you should change, too.\Fine!\Bring it on!\There's been an incident!\Whoa, that's creepy!\Hurry and do something about it! response:	Can the student council do anything about it?
context: The one you're looking for is also fighting with himself.\So you should change, too.\Fine!\Bring it on!\There's been an incident!\Whoa, that's creepy!\Hurry and do something about it!\Can the student council do anything about it? response:	Call the police!
context: So you should change, too.\Fine!\Bring it on!\There's been an incident!\Whoa, that's creepy!\Hurry and do something about it!\Can the student council do anything about it?\Call the police! response:	We're so grossed out, there's no way we can take classes normally!
context: Fine!\Bring it on!\There's been an incident!\Whoa, that's creepy!\Hurry and do something about it!\Can the student council do anything about it?\Call the police!\We're so grossed out, there's no way we can take classes normally! response:	Now, now, calm down.
context: Bring it on!\There's been an incident!\Whoa, that's creepy!\Hurry and do something about it!\Can the student council do anything about it?\Call the police!\We're so grossed out, there's no way we can take classes normally!\Now, now, calm down. response:	I promise that the student council will find the culprit and stop them.
context: There's been an incident!\Whoa, that's creepy!\Hurry and do something about it!\Can the student council do anything about it?\Call the police!\We're so grossed out, there's no way we can take classes normally!\Now, now, calm down.\I promise that the student council will find the culprit and stop them. response:	You open up Onigawara's desk.
context: Whoa, that's creepy!\Hurry and do something about it!\Can the student council do anything about it?\Call the police!\We're so grossed out, there's no way we can take classes normally!\Now, now, calm down.\I promise that the student council will find the culprit and stop them.\You open up Onigawara's desk. response:	We'll have to inspect everyone's belongings.
context: Hurry and do something about it!\Can the student council do anything about it?\Call the police!\We're so grossed out, there's no way we can take classes normally!\Now, now, calm down.\I promise that the student council will find the culprit and stop them.\You open up Onigawara's desk.\We'll have to inspect everyone's belongings. response:	If they get caught like this, they must be pretty stupid.
context: Can the student council do anything about it?\Call the police!\We're so grossed out, there's no way we can take classes normally!\Now, now, calm down.\I promise that the student council will find the culprit and stop them.\You open up Onigawara's desk.\We'll have to inspect everyone's belongings.\If they get caught like this, they must be pretty stupid. response:	Oh, the teacher's not here yet?
context: Call the police!\We're so grossed out, there's no way we can take classes normally!\Now, now, calm down.\I promise that the student council will find the culprit and stop them.\You open up Onigawara's desk.\We'll have to inspect everyone's belongings.\If they get caught like this, they must be pretty stupid.\Oh, the teacher's not here yet? response:	I was about to ruin my record of never being late or absent.
context: We're so grossed out, there's no way we can take classes normally!\Now, now, calm down.\I promise that the student council will find the culprit and stop them.\You open up Onigawara's desk.\We'll have to inspect everyone's belongings.\If they get caught like this, they must be pretty stupid.\Oh, the teacher's not here yet?\I was about to ruin my record of never being late or absent. response:	What's the matter, Onigawara-kun?
context: Now, now, calm down.\I promise that the student council will find the culprit and stop them.\You open up Onigawara's desk.\We'll have to inspect everyone's belongings.\If they get caught like this, they must be pretty stupid.\Oh, the teacher's not here yet?\I was about to ruin my record of never being late or absent.\What's the matter, Onigawara-kun? response:	You seem out of breath.
context: I promise that the student council will find the culprit and stop them.\You open up Onigawara's desk.\We'll have to inspect everyone's belongings.\If they get caught like this, they must be pretty stupid.\Oh, the teacher's not here yet?\I was about to ruin my record of never being late or absent.\What's the matter, Onigawara-kun?\You seem out of breath. response:	What's Kamuro doing here? What's going on?
context: You open up Onigawara's desk.\We'll have to inspect everyone's belongings.\If they get caught like this, they must be pretty stupid.\Oh, the teacher's not here yet?\I was about to ruin my record of never being late or absent.\What's the matter, Onigawara-kun?\You seem out of breath.\What's Kamuro doing here? What's going on? response:	Did something happen?
context: We'll have to inspect everyone's belongings.\If they get caught like this, they must be pretty stupid.\Oh, the teacher's not here yet?\I was about to ruin my record of never being late or absent.\What's the matter, Onigawara-kun?\You seem out of breath.\What's Kamuro doing here? What's going on?\Did something happen? response:	I found them.
context: If they get caught like this, they must be pretty stupid.\Oh, the teacher's not here yet?\I was about to ruin my record of never being late or absent.\What's the matter, Onigawara-kun?\You seem out of breath.\What's Kamuro doing here? What's going on?\Did something happen?\I found them. response:	They were all in Onigawara-san's desk.
context: Oh, the teacher's not here yet?\I was about to ruin my record of never being late or absent.\What's the matter, Onigawara-kun?\You seem out of breath.\What's Kamuro doing here? What's going on?\Did something happen?\I found them.\They were all in Onigawara-san's desk. response:	Who the hell are you? Why are you going through my desk?
context: I was about to ruin my record of never being late or absent.\What's the matter, Onigawara-kun?\You seem out of breath.\What's Kamuro doing here? What's going on?\Did something happen?\I found them.\They were all in Onigawara-san's desk.\Who the hell are you? Why are you going through my desk? response:	So it was you, Onigawara-kun!
context: What's the matter, Onigawara-kun?\You seem out of breath.\What's Kamuro doing here? What's going on?\Did something happen?\I found them.\They were all in Onigawara-san's desk.\Who the hell are you? Why are you going through my desk?\So it was you, Onigawara-kun! response:	Huh? What are you
context: You seem out of breath.\What's Kamuro doing here? What's going on?\Did something happen?\I found them.\They were all in Onigawara-san's desk.\Who the hell are you? Why are you going through my desk?\So it was you, Onigawara-kun!\Huh? What are you response:	Pervert.
context: What's Kamuro doing here? What's going on?\Did something happen?\I found them.\They were all in Onigawara-san's desk.\Who the hell are you? Why are you going through my desk?\So it was you, Onigawara-kun!\Huh? What are you\Pervert. response:	Who the hell just said that?!
context: Did something happen?\I found them.\They were all in Onigawara-san's desk.\Who the hell are you? Why are you going through my desk?\So it was you, Onigawara-kun!\Huh? What are you\Pervert.\Who the hell just said that?! response:	What the heck?
context: I found them.\They were all in Onigawara-san's desk.\Who the hell are you? Why are you going through my desk?\So it was you, Onigawara-kun!\Huh? What are you\Pervert.\Who the hell just said that?!\What the heck? response:	What exactly did you find in my desk?
