context: Puella Magi Meduka Magica Episode 12 response:	CAN THE SHIT HIT THE FUCKING FAN? LET'S FIND OUT...
context: It's not a hypothesis.\It's the truth.\Even if it's true, there's no proof.\If it's like you said, and the laws of the universe have been rewritten,\we have no possible way of verifying it.\Even if you're the only who holds those memories,\you still can't distinguish reality from the fantasy that exists only in your mind.\Well, it's true. response:	Why did all of the Soul Gems that couldn't be purified disappear?
context: It's the truth.\Even if it's true, there's no proof.\If it's like you said, and the laws of the universe have been rewritten,\we have no possible way of verifying it.\Even if you're the only who holds those memories,\you still can't distinguish reality from the fantasy that exists only in your mind.\Well, it's true.\Why did all of the Soul Gems that couldn't be purified disappear? response:	We still haven't understood that phenomenon.
context: Even if it's true, there's no proof.\If it's like you said, and the laws of the universe have been rewritten,\we have no possible way of verifying it.\Even if you're the only who holds those memories,\you still can't distinguish reality from the fantasy that exists only in your mind.\Well, it's true.\Why did all of the Soul Gems that couldn't be purified disappear?\We still haven't understood that phenomenon. response:	Regarding that, the concept of the Magic that appears in your story greatly interests me.
context: If it's like you said, and the laws of the universe have been rewritten,\we have no possible way of verifying it.\Even if you're the only who holds those memories,\you still can't distinguish reality from the fantasy that exists only in your mind.\Well, it's true.\Why did all of the Soul Gems that couldn't be purified disappear?\We still haven't understood that phenomenon.\Regarding that, the concept of the Magic that appears in your story greatly interests me. response:	Collecting the energy from human emotion is definitely a charming idea.
context: we have no possible way of verifying it.\Even if you're the only who holds those memories,\you still can't distinguish reality from the fantasy that exists only in your mind.\Well, it's true.\Why did all of the Soul Gems that couldn't be purified disappear?\We still haven't understood that phenomenon.\Regarding that, the concept of the Magic that appears in your story greatly interests me.\Collecting the energy from human emotion is definitely a charming idea. response:	If such an elegant solution really exists,
context: Even if you're the only who holds those memories,\you still can't distinguish reality from the fantasy that exists only in your mind.\Well, it's true.\Why did all of the Soul Gems that couldn't be purified disappear?\We still haven't understood that phenomenon.\Regarding that, the concept of the Magic that appears in your story greatly interests me.\Collecting the energy from human emotion is definitely a charming idea.\If such an elegant solution really exists, response:	the tactics of us Incubators would probably be completely different.
context: you still can't distinguish reality from the fantasy that exists only in your mind.\Well, it's true.\Why did all of the Soul Gems that couldn't be purified disappear?\We still haven't understood that phenomenon.\Regarding that, the concept of the Magic that appears in your story greatly interests me.\Collecting the energy from human emotion is definitely a charming idea.\If such an elegant solution really exists,\the tactics of us Incubators would probably be completely different. response:	Really?
context: Well, it's true.\Why did all of the Soul Gems that couldn't be purified disappear?\We still haven't understood that phenomenon.\Regarding that, the concept of the Magic that appears in your story greatly interests me.\Collecting the energy from human emotion is definitely a charming idea.\If such an elegant solution really exists,\the tactics of us Incubators would probably be completely different.\Really? response:	You're just like that.
context: Why did all of the Soul Gems that couldn't be purified disappear?\We still haven't understood that phenomenon.\Regarding that, the concept of the Magic that appears in your story greatly interests me.\Collecting the energy from human emotion is definitely a charming idea.\If such an elegant solution really exists,\the tactics of us Incubators would probably be completely different.\Really?\You're just like that. response:	In the world of Magic you talked about, there weren't any Magical Demons like those we fight now, right?
context: We still haven't understood that phenomenon.\Regarding that, the concept of the Magic that appears in your story greatly interests me.\Collecting the energy from human emotion is definitely a charming idea.\If such an elegant solution really exists,\the tactics of us Incubators would probably be completely different.\Really?\You're just like that.\In the world of Magic you talked about, there weren't any Magical Demons like those we fight now, right? response:	Isn't this way of collecting curses exceptionally simpler?
context: Regarding that, the concept of the Magic that appears in your story greatly interests me.\Collecting the energy from human emotion is definitely a charming idea.\If such an elegant solution really exists,\the tactics of us Incubators would probably be completely different.\Really?\You're just like that.\In the world of Magic you talked about, there weren't any Magical Demons like those we fight now, right?\Isn't this way of collecting curses exceptionally simpler? response:	It's not so simple.
context: Collecting the energy from human emotion is definitely a charming idea.\If such an elegant solution really exists,\the tactics of us Incubators would probably be completely different.\Really?\You're just like that.\In the world of Magic you talked about, there weren't any Magical Demons like those we fight now, right?\Isn't this way of collecting curses exceptionally simpler?\It's not so simple. response:	Our relationship with you was also very treacherous.
context: If such an elegant solution really exists,\the tactics of us Incubators would probably be completely different.\Really?\You're just like that.\In the world of Magic you talked about, there weren't any Magical Demons like those we fight now, right?\Isn't this way of collecting curses exceptionally simpler?\It's not so simple.\Our relationship with you was also very treacherous. response:	I really can't understand the moral views of humans.
context: the tactics of us Incubators would probably be completely different.\Really?\You're just like that.\In the world of Magic you talked about, there weren't any Magical Demons like those we fight now, right?\Isn't this way of collecting curses exceptionally simpler?\It's not so simple.\Our relationship with you was also very treacherous.\I really can't understand the moral views of humans. response:	Even in a world that will not give birth to Magic,
context: Really?\You're just like that.\In the world of Magic you talked about, there weren't any Magical Demons like those we fight now, right?\Isn't this way of collecting curses exceptionally simpler?\It's not so simple.\Our relationship with you was also very treacherous.\I really can't understand the moral views of humans.\Even in a world that will not give birth to Magic, response:	it doesn't mean that the curses of the world will disappear.
context: You're just like that.\In the world of Magic you talked about, there weren't any Magical Demons like those we fight now, right?\Isn't this way of collecting curses exceptionally simpler?\It's not so simple.\Our relationship with you was also very treacherous.\I really can't understand the moral views of humans.\Even in a world that will not give birth to Magic,\it doesn't mean that the curses of the world will disappear. response:	Warping this world has merely changed its form.
context: In the world of Magic you talked about, there weren't any Magical Demons like those we fight now, right?\Isn't this way of collecting curses exceptionally simpler?\It's not so simple.\Our relationship with you was also very treacherous.\I really can't understand the moral views of humans.\Even in a world that will not give birth to Magic,\it doesn't mean that the curses of the world will disappear.\Warping this world has merely changed its form. response:	Now it is aiming at humans from a dark abyss.
context: Isn't this way of collecting curses exceptionally simpler?\It's not so simple.\Our relationship with you was also very treacherous.\I really can't understand the moral views of humans.\Even in a world that will not give birth to Magic,\it doesn't mean that the curses of the world will disappear.\Warping this world has merely changed its form.\Now it is aiming at humans from a dark abyss. response:	Tonight is truly a night filled with a thick atmosphere of fear.
context: It's not so simple.\Our relationship with you was also very treacherous.\I really can't understand the moral views of humans.\Even in a world that will not give birth to Magic,\it doesn't mean that the curses of the world will disappear.\Warping this world has merely changed its form.\Now it is aiming at humans from a dark abyss.\Tonight is truly a night filled with a thick atmosphere of fear. response:	The Magical Demons are also appearing one after another.
context: Our relationship with you was also very treacherous.\I really can't understand the moral views of humans.\Even in a world that will not give birth to Magic,\it doesn't mean that the curses of the world will disappear.\Warping this world has merely changed its form.\Now it is aiming at humans from a dark abyss.\Tonight is truly a night filled with a thick atmosphere of fear.\The Magical Demons are also appearing one after another. response:	No matter how many we destroy, they keep coming.
context: I really can't understand the moral views of humans.\Even in a world that will not give birth to Magic,\it doesn't mean that the curses of the world will disappear.\Warping this world has merely changed its form.\Now it is aiming at humans from a dark abyss.\Tonight is truly a night filled with a thick atmosphere of fear.\The Magical Demons are also appearing one after another.\No matter how many we destroy, they keep coming. response:	Complaining won't help.
context: Even in a world that will not give birth to Magic,\it doesn't mean that the curses of the world will disappear.\Warping this world has merely changed its form.\Now it is aiming at humans from a dark abyss.\Tonight is truly a night filled with a thick atmosphere of fear.\The Magical Demons are also appearing one after another.\No matter how many we destroy, they keep coming.\Complaining won't help. response:	So, let's go.
context: it doesn't mean that the curses of the world will disappear.\Warping this world has merely changed its form.\Now it is aiming at humans from a dark abyss.\Tonight is truly a night filled with a thick atmosphere of fear.\The Magical Demons are also appearing one after another.\No matter how many we destroy, they keep coming.\Complaining won't help.\So, let's go. response:	Though this world is filled with repeated sorrow and hatred, and isn't worth saving,
context: Warping this world has merely changed its form.\Now it is aiming at humans from a dark abyss.\Tonight is truly a night filled with a thick atmosphere of fear.\The Magical Demons are also appearing one after another.\No matter how many we destroy, they keep coming.\Complaining won't help.\So, let's go.\Though this world is filled with repeated sorrow and hatred, and isn't worth saving, response:	it's still a place that she wanted to protect.
context: Now it is aiming at humans from a dark abyss.\Tonight is truly a night filled with a thick atmosphere of fear.\The Magical Demons are also appearing one after another.\No matter how many we destroy, they keep coming.\Complaining won't help.\So, let's go.\Though this world is filled with repeated sorrow and hatred, and isn't worth saving,\it's still a place that she wanted to protect. response:	I remember it.
context: Tonight is truly a night filled with a thick atmosphere of fear.\The Magical Demons are also appearing one after another.\No matter how many we destroy, they keep coming.\Complaining won't help.\So, let's go.\Though this world is filled with repeated sorrow and hatred, and isn't worth saving,\it's still a place that she wanted to protect.\I remember it. response:	I will never forget it.
context: The Magical Demons are also appearing one after another.\No matter how many we destroy, they keep coming.\Complaining won't help.\So, let's go.\Though this world is filled with repeated sorrow and hatred, and isn't worth saving,\it's still a place that she wanted to protect.\I remember it.\I will never forget it. response:	That is why I will continue...
context: No matter how many we destroy, they keep coming.\Complaining won't help.\So, let's go.\Though this world is filled with repeated sorrow and hatred, and isn't worth saving,\it's still a place that she wanted to protect.\I remember it.\I will never forget it.\That is why I will continue... response:	to fight.
context: Complaining won't help.\So, let's go.\Though this world is filled with repeated sorrow and hatred, and isn't worth saving,\it's still a place that she wanted to protect.\I remember it.\I will never forget it.\That is why I will continue...\to fight. response:	Be brave.
