context: Yes? Yes. response:	Mama?
context: You didn't have a choice? Any reasonable person would have come back after finding out they've been deserted!\Well, everyone was looking forward to it.\What are you talking about?\Let's go back, Kirsi.\Let's return.\There's no reason for you to be caught up in your past anymore.\Hei...\Am I your partner? response:	Kirsi?
context: Well, everyone was looking forward to it.\What are you talking about?\Let's go back, Kirsi.\Let's return.\There's no reason for you to be caught up in your past anymore.\Hei...\Am I your partner?\Kirsi? response:	It's up to you to decide
context: What are you talking about?\Let's go back, Kirsi.\Let's return.\There's no reason for you to be caught up in your past anymore.\Hei...\Am I your partner?\Kirsi?\It's up to you to decide response:	whether you want to remain here as Yin or be someone else.
context: Let's go back, Kirsi.\Let's return.\There's no reason for you to be caught up in your past anymore.\Hei...\Am I your partner?\Kirsi?\It's up to you to decide\whether you want to remain here as Yin or be someone else. response:	Decide?
context: Let's return.\There's no reason for you to be caught up in your past anymore.\Hei...\Am I your partner?\Kirsi?\It's up to you to decide\whether you want to remain here as Yin or be someone else.\Decide? response:	Me?
context: There's no reason for you to be caught up in your past anymore.\Hei...\Am I your partner?\Kirsi?\It's up to you to decide\whether you want to remain here as Yin or be someone else.\Decide?\Me? response:	Let's go back, Kirsi.
context: Hei...\Am I your partner?\Kirsi?\It's up to you to decide\whether you want to remain here as Yin or be someone else.\Decide?\Me?\Let's go back, Kirsi. response:	Kirs...
context: Am I your partner?\Kirsi?\It's up to you to decide\whether you want to remain here as Yin or be someone else.\Decide?\Me?\Let's go back, Kirsi.\Kirs... response:	Yin.
context: Kirsi?\It's up to you to decide\whether you want to remain here as Yin or be someone else.\Decide?\Me?\Let's go back, Kirsi.\Kirs...\Yin. response:	Yin.
context: It's up to you to decide\whether you want to remain here as Yin or be someone else.\Decide?\Me?\Let's go back, Kirsi.\Kirs...\Yin.\Yin. response:	Kirsi...
context: whether you want to remain here as Yin or be someone else.\Decide?\Me?\Let's go back, Kirsi.\Kirs...\Yin.\Yin.\Kirsi... response:	Are you okay with this, Yin?
context: Decide?\Me?\Let's go back, Kirsi.\Kirs...\Yin.\Yin.\Kirsi...\Are you okay with this, Yin? response:	The sun shines a somber glitter as the hag sings.
context: Me?\Let's go back, Kirsi.\Kirs...\Yin.\Yin.\Kirsi...\Are you okay with this, Yin?\The sun shines a somber glitter as the hag sings. response:	The recurring destruction is a requiem for the lost past.
context: Let's go back, Kirsi.\Kirs...\Yin.\Yin.\Kirsi...\Are you okay with this, Yin?\The sun shines a somber glitter as the hag sings.\The recurring destruction is a requiem for the lost past. response:	Is the remuneration for betrayal blood or tears?
context: Kirs...\Yin.\Yin.\Kirsi...\Are you okay with this, Yin?\The sun shines a somber glitter as the hag sings.\The recurring destruction is a requiem for the lost past.\Is the remuneration for betrayal blood or tears? response:	The chain reaction of indignation has started and cannot be stopped.
context: Yin.\Yin.\Kirsi...\Are you okay with this, Yin?\The sun shines a somber glitter as the hag sings.\The recurring destruction is a requiem for the lost past.\Is the remuneration for betrayal blood or tears?\The chain reaction of indignation has started and cannot be stopped. response:	The town is full of chaos and dissonance.
context: Yin.\Kirsi...\Are you okay with this, Yin?\The sun shines a somber glitter as the hag sings.\The recurring destruction is a requiem for the lost past.\Is the remuneration for betrayal blood or tears?\The chain reaction of indignation has started and cannot be stopped.\The town is full of chaos and dissonance. response:	Episode Fifteen Memories of Betrayal in an Amber Smile... (Part One)
context: Kirsi...\Are you okay with this, Yin?\The sun shines a somber glitter as the hag sings.\The recurring destruction is a requiem for the lost past.\Is the remuneration for betrayal blood or tears?\The chain reaction of indignation has started and cannot be stopped.\The town is full of chaos and dissonance.\Episode Fifteen Memories of Betrayal in an Amber Smile... (Part One) response:	The stage has been set.
