context: That peddler said it was just behind that mountain pass. response:	More like three mountains.
context: Since when has he been weird?\That temple!\-Come on, we have to go to the temple. -Why?\To get married, come on.\The villagers will hold a celebration for us afterwards.\The swords will come here.\They can come when we get back from the temple.\The swords will come here. response:	Was it you that did all this?
context: That temple!\-Come on, we have to go to the temple. -Why?\To get married, come on.\The villagers will hold a celebration for us afterwards.\The swords will come here.\They can come when we get back from the temple.\The swords will come here.\Was it you that did all this? response:	I knew it.
context: -Come on, we have to go to the temple. -Why?\To get married, come on.\The villagers will hold a celebration for us afterwards.\The swords will come here.\They can come when we get back from the temple.\The swords will come here.\Was it you that did all this?\I knew it. response:	-Dororo? -Bro!
context: To get married, come on.\The villagers will hold a celebration for us afterwards.\The swords will come here.\They can come when we get back from the temple.\The swords will come here.\Was it you that did all this?\I knew it.\-Dororo? -Bro! response:	What's that creature!
context: The villagers will hold a celebration for us afterwards.\The swords will come here.\They can come when we get back from the temple.\The swords will come here.\Was it you that did all this?\I knew it.\-Dororo? -Bro!\What's that creature! response:	That ghoul is probably what made us act weird.
context: The swords will come here.\They can come when we get back from the temple.\The swords will come here.\Was it you that did all this?\I knew it.\-Dororo? -Bro!\What's that creature!\That ghoul is probably what made us act weird. response:	Get it!
context: They can come when we get back from the temple.\The swords will come here.\Was it you that did all this?\I knew it.\-Dororo? -Bro!\What's that creature!\That ghoul is probably what made us act weird.\Get it! response:	No, that way!
context: The swords will come here.\Was it you that did all this?\I knew it.\-Dororo? -Bro!\What's that creature!\That ghoul is probably what made us act weird.\Get it!\No, that way! response:	No, not me. Over there!
context: Was it you that did all this?\I knew it.\-Dororo? -Bro!\What's that creature!\That ghoul is probably what made us act weird.\Get it!\No, that way!\No, not me. Over there! response:	Mr. Hyaku, what are you doing?
context: I knew it.\-Dororo? -Bro!\What's that creature!\That ghoul is probably what made us act weird.\Get it!\No, that way!\No, not me. Over there!\Mr. Hyaku, what are you doing? response:	Dororo...
context: -Dororo? -Bro!\What's that creature!\That ghoul is probably what made us act weird.\Get it!\No, that way!\No, not me. Over there!\Mr. Hyaku, what are you doing?\Dororo... response:	Bro...
context: What's that creature!\That ghoul is probably what made us act weird.\Get it!\No, that way!\No, not me. Over there!\Mr. Hyaku, what are you doing?\Dororo...\Bro... response:	You're going to kill Dororo, stop!
context: That ghoul is probably what made us act weird.\Get it!\No, that way!\No, not me. Over there!\Mr. Hyaku, what are you doing?\Dororo...\Bro...\You're going to kill Dororo, stop! response:	Dororo, are you okay?
context: Get it!\No, that way!\No, not me. Over there!\Mr. Hyaku, what are you doing?\Dororo...\Bro...\You're going to kill Dororo, stop!\Dororo, are you okay? response:	Dororo.
context: No, that way!\No, not me. Over there!\Mr. Hyaku, what are you doing?\Dororo...\Bro...\You're going to kill Dororo, stop!\Dororo, are you okay?\Dororo. response:	Bro.
context: No, not me. Over there!\Mr. Hyaku, what are you doing?\Dororo...\Bro...\You're going to kill Dororo, stop!\Dororo, are you okay?\Dororo.\Bro. response:	I'm sorry I doubted you.
context: Mr. Hyaku, what are you doing?\Dororo...\Bro...\You're going to kill Dororo, stop!\Dororo, are you okay?\Dororo.\Bro.\I'm sorry I doubted you. response:	Who'd have thought it was real.
context: Dororo...\Bro...\You're going to kill Dororo, stop!\Dororo, are you okay?\Dororo.\Bro.\I'm sorry I doubted you.\Who'd have thought it was real. response:	So it was all this ghoul's fault.
context: Bro...\You're going to kill Dororo, stop!\Dororo, are you okay?\Dororo.\Bro.\I'm sorry I doubted you.\Who'd have thought it was real.\So it was all this ghoul's fault. response:	Legend has it there was once an Amanojaku that worked mischief in the village.
context: You're going to kill Dororo, stop!\Dororo, are you okay?\Dororo.\Bro.\I'm sorry I doubted you.\Who'd have thought it was real.\So it was all this ghoul's fault.\Legend has it there was once an Amanojaku that worked mischief in the village. response:	It was confined here.
context: Dororo, are you okay?\Dororo.\Bro.\I'm sorry I doubted you.\Who'd have thought it was real.\So it was all this ghoul's fault.\Legend has it there was once an Amanojaku that worked mischief in the village.\It was confined here. response:	So we really were protected by the Hyottoko gods.
context: Dororo.\Bro.\I'm sorry I doubted you.\Who'd have thought it was real.\So it was all this ghoul's fault.\Legend has it there was once an Amanojaku that worked mischief in the village.\It was confined here.\So we really were protected by the Hyottoko gods. response:	But when did it get out?
context: Bro.\I'm sorry I doubted you.\Who'd have thought it was real.\So it was all this ghoul's fault.\Legend has it there was once an Amanojaku that worked mischief in the village.\It was confined here.\So we really were protected by the Hyottoko gods.\But when did it get out? response:	Who knows?
context: I'm sorry I doubted you.\Who'd have thought it was real.\So it was all this ghoul's fault.\Legend has it there was once an Amanojaku that worked mischief in the village.\It was confined here.\So we really were protected by the Hyottoko gods.\But when did it get out?\Who knows? response:	Now then, Mr. Hyaku and Dororo are back to being friends again.
context: Who'd have thought it was real.\So it was all this ghoul's fault.\Legend has it there was once an Amanojaku that worked mischief in the village.\It was confined here.\So we really were protected by the Hyottoko gods.\But when did it get out?\Who knows?\Now then, Mr. Hyaku and Dororo are back to being friends again. response:	So let's get on with the wedding...
context: So it was all this ghoul's fault.\Legend has it there was once an Amanojaku that worked mischief in the village.\It was confined here.\So we really were protected by the Hyottoko gods.\But when did it get out?\Who knows?\Now then, Mr. Hyaku and Dororo are back to being friends again.\So let's get on with the wedding... response:	Wait, if everyone was speaking in opposites because of the ghoul...
context: Legend has it there was once an Amanojaku that worked mischief in the village.\It was confined here.\So we really were protected by the Hyottoko gods.\But when did it get out?\Who knows?\Now then, Mr. Hyaku and Dororo are back to being friends again.\So let's get on with the wedding...\Wait, if everyone was speaking in opposites because of the ghoul... response:	That means...
context: It was confined here.\So we really were protected by the Hyottoko gods.\But when did it get out?\Who knows?\Now then, Mr. Hyaku and Dororo are back to being friends again.\So let's get on with the wedding...\Wait, if everyone was speaking in opposites because of the ghoul...\That means... response:	Dororo and Mr. Hyaku were too, and...
context: So we really were protected by the Hyottoko gods.\But when did it get out?\Who knows?\Now then, Mr. Hyaku and Dororo are back to being friends again.\So let's get on with the wedding...\Wait, if everyone was speaking in opposites because of the ghoul...\That means...\Dororo and Mr. Hyaku were too, and... response:	So you see, it's not Mr. Hyaku's fault.
context: But when did it get out?\Who knows?\Now then, Mr. Hyaku and Dororo are back to being friends again.\So let's get on with the wedding...\Wait, if everyone was speaking in opposites because of the ghoul...\That means...\Dororo and Mr. Hyaku were too, and...\So you see, it's not Mr. Hyaku's fault. response:	I'm sorry.
context: Who knows?\Now then, Mr. Hyaku and Dororo are back to being friends again.\So let's get on with the wedding...\Wait, if everyone was speaking in opposites because of the ghoul...\That means...\Dororo and Mr. Hyaku were too, and...\So you see, it's not Mr. Hyaku's fault.\I'm sorry. response:	Okowa, you don't need to marry him anyway.
context: Now then, Mr. Hyaku and Dororo are back to being friends again.\So let's get on with the wedding...\Wait, if everyone was speaking in opposites because of the ghoul...\That means...\Dororo and Mr. Hyaku were too, and...\So you see, it's not Mr. Hyaku's fault.\I'm sorry.\Okowa, you don't need to marry him anyway. response:	I couldn't tell you how I felt all this time.
context: So let's get on with the wedding...\Wait, if everyone was speaking in opposites because of the ghoul...\That means...\Dororo and Mr. Hyaku were too, and...\So you see, it's not Mr. Hyaku's fault.\I'm sorry.\Okowa, you don't need to marry him anyway.\I couldn't tell you how I felt all this time. response:	But I promise to make you happier than grouchy face here.
context: Wait, if everyone was speaking in opposites because of the ghoul...\That means...\Dororo and Mr. Hyaku were too, and...\So you see, it's not Mr. Hyaku's fault.\I'm sorry.\Okowa, you don't need to marry him anyway.\I couldn't tell you how I felt all this time.\But I promise to make you happier than grouchy face here. response:	Will you marry me?
context: That means...\Dororo and Mr. Hyaku were too, and...\So you see, it's not Mr. Hyaku's fault.\I'm sorry.\Okowa, you don't need to marry him anyway.\I couldn't tell you how I felt all this time.\But I promise to make you happier than grouchy face here.\Will you marry me? response:	Whatever.
context: Dororo and Mr. Hyaku were too, and...\So you see, it's not Mr. Hyaku's fault.\I'm sorry.\Okowa, you don't need to marry him anyway.\I couldn't tell you how I felt all this time.\But I promise to make you happier than grouchy face here.\Will you marry me?\Whatever. response:	Okowa looks happy.
context: So you see, it's not Mr. Hyaku's fault.\I'm sorry.\Okowa, you don't need to marry him anyway.\I couldn't tell you how I felt all this time.\But I promise to make you happier than grouchy face here.\Will you marry me?\Whatever.\Okowa looks happy. response:	Wow.
context: I'm sorry.\Okowa, you don't need to marry him anyway.\I couldn't tell you how I felt all this time.\But I promise to make you happier than grouchy face here.\Will you marry me?\Whatever.\Okowa looks happy.\Wow. response:	I told you, Papa's the best swordmaker in the land.
context: Okowa, you don't need to marry him anyway.\I couldn't tell you how I felt all this time.\But I promise to make you happier than grouchy face here.\Will you marry me?\Whatever.\Okowa looks happy.\Wow.\I told you, Papa's the best swordmaker in the land. response:	The swords are here.
context: I couldn't tell you how I felt all this time.\But I promise to make you happier than grouchy face here.\Will you marry me?\Whatever.\Okowa looks happy.\Wow.\I told you, Papa's the best swordmaker in the land.\The swords are here. response:	You like them?
context: But I promise to make you happier than grouchy face here.\Will you marry me?\Whatever.\Okowa looks happy.\Wow.\I told you, Papa's the best swordmaker in the land.\The swords are here.\You like them? response:	Bro looks so happy.
context: Will you marry me?\Whatever.\Okowa looks happy.\Wow.\I told you, Papa's the best swordmaker in the land.\The swords are here.\You like them?\Bro looks so happy. response:	I look happy.
context: Whatever.\Okowa looks happy.\Wow.\I told you, Papa's the best swordmaker in the land.\The swords are here.\You like them?\Bro looks so happy.\I look happy. response:	They've been through harsh fates no normal human could even imagine.
context: Okowa looks happy.\Wow.\I told you, Papa's the best swordmaker in the land.\The swords are here.\You like them?\Bro looks so happy.\I look happy.\They've been through harsh fates no normal human could even imagine. response:	And it's not over for them yet.
context: Wow.\I told you, Papa's the best swordmaker in the land.\The swords are here.\You like them?\Bro looks so happy.\I look happy.\They've been through harsh fates no normal human could even imagine.\And it's not over for them yet. response:	There was no place for you by his side to begin with.
context: I told you, Papa's the best swordmaker in the land.\The swords are here.\You like them?\Bro looks so happy.\I look happy.\They've been through harsh fates no normal human could even imagine.\And it's not over for them yet.\There was no place for you by his side to begin with. response:	No doubt about that. Dealing with ghouls like that all the time.
context: The swords are here.\You like them?\Bro looks so happy.\I look happy.\They've been through harsh fates no normal human could even imagine.\And it's not over for them yet.\There was no place for you by his side to begin with.\No doubt about that. Dealing with ghouls like that all the time. response:	-Don't rub your head on people anymore. -Why?
context: You like them?\Bro looks so happy.\I look happy.\They've been through harsh fates no normal human could even imagine.\And it's not over for them yet.\There was no place for you by his side to begin with.\No doubt about that. Dealing with ghouls like that all the time.\-Don't rub your head on people anymore. -Why? response:	Because it'll go pear-shaped!
context: Bro looks so happy.\I look happy.\They've been through harsh fates no normal human could even imagine.\And it's not over for them yet.\There was no place for you by his side to begin with.\No doubt about that. Dealing with ghouls like that all the time.\-Don't rub your head on people anymore. -Why?\Because it'll go pear-shaped! response:	Pear...?
context: I look happy.\They've been through harsh fates no normal human could even imagine.\And it's not over for them yet.\There was no place for you by his side to begin with.\No doubt about that. Dealing with ghouls like that all the time.\-Don't rub your head on people anymore. -Why?\Because it'll go pear-shaped!\Pear...? response:	I'll explain later.
context: They've been through harsh fates no normal human could even imagine.\And it's not over for them yet.\There was no place for you by his side to begin with.\No doubt about that. Dealing with ghouls like that all the time.\-Don't rub your head on people anymore. -Why?\Because it'll go pear-shaped!\Pear...?\I'll explain later. response:	Let's get going then, bro.
context: And it's not over for them yet.\There was no place for you by his side to begin with.\No doubt about that. Dealing with ghouls like that all the time.\-Don't rub your head on people anymore. -Why?\Because it'll go pear-shaped!\Pear...?\I'll explain later.\Let's get going then, bro. response:	You go with me.
context: There was no place for you by his side to begin with.\No doubt about that. Dealing with ghouls like that all the time.\-Don't rub your head on people anymore. -Why?\Because it'll go pear-shaped!\Pear...?\I'll explain later.\Let's get going then, bro.\You go with me. response:	Duh. I'm the only one who can handle this journey with you.
context: No doubt about that. Dealing with ghouls like that all the time.\-Don't rub your head on people anymore. -Why?\Because it'll go pear-shaped!\Pear...?\I'll explain later.\Let's get going then, bro.\You go with me.\Duh. I'm the only one who can handle this journey with you. response:	We look happy.
context: -Don't rub your head on people anymore. -Why?\Because it'll go pear-shaped!\Pear...?\I'll explain later.\Let's get going then, bro.\You go with me.\Duh. I'm the only one who can handle this journey with you.\We look happy. response:	Born into this world
context: Because it'll go pear-shaped!\Pear...?\I'll explain later.\Let's get going then, bro.\You go with me.\Duh. I'm the only one who can handle this journey with you.\We look happy.\Born into this world response:	There is no salvation
context: Pear...?\I'll explain later.\Let's get going then, bro.\You go with me.\Duh. I'm the only one who can handle this journey with you.\We look happy.\Born into this world\There is no salvation response:	The distorted shape of the heart
context: I'll explain later.\Let's get going then, bro.\You go with me.\Duh. I'm the only one who can handle this journey with you.\We look happy.\Born into this world\There is no salvation\The distorted shape of the heart response:	Yet it beats courageously
context: Let's get going then, bro.\You go with me.\Duh. I'm the only one who can handle this journey with you.\We look happy.\Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously response:	There is no turning back
context: You go with me.\Duh. I'm the only one who can handle this journey with you.\We look happy.\Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back response:	Even from the path of evil
context: Duh. I'm the only one who can handle this journey with you.\We look happy.\Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil response:	Witnessing the withering seasons
context: We look happy.\Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons response:	We search for the truth
context: Born into this world\There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth response:	In our ugliness
context: There is no salvation\The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness response:	We don't even recognize the pain
context: The distorted shape of the heart\Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain response:	As we peel back the skin
context: Yet it beats courageously\There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin response:	We are forever tormented by our stupidity
context: There is no turning back\Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity response:	But if the dawn never comes
context: Even from the path of evil\Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes response:	Through the painful night
context: Witnessing the withering seasons\We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night response:	You who distrusts nothing
context: We search for the truth\In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night\You who distrusts nothing response:	You will be able to love this accursed world
context: In our ugliness\We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night\You who distrusts nothing\You will be able to love this accursed world response:	Now that we carry the world on our shoulders
context: We don't even recognize the pain\As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night\You who distrusts nothing\You will be able to love this accursed world\Now that we carry the world on our shoulders response:	It's time to take it back
context: As we peel back the skin\We are forever tormented by our stupidity\But if the dawn never comes\Through the painful night\You who distrusts nothing\You will be able to love this accursed world\Now that we carry the world on our shoulders\It's time to take it back response:	Amanojaku
