context: The All Magic Knights Thanksgiving Festa response:	It appeared as though humanity would be destroyed by the demons.
context: The correct answer is Sekke Shooting Star!\What the heck's a Sekke?\Bah-ha!\Question 4\This question's basically a freebie!\My Water Creation Magic: Something Something's Roar.\Go ahead and try to guess what the missing part is!\O O Roar response:	Asta might have the upper hand on this question!
context: What the heck's a Sekke?\Bah-ha!\Question 4\This question's basically a freebie!\My Water Creation Magic: Something Something's Roar.\Go ahead and try to guess what the missing part is!\O O Roar\Asta might have the upper hand on this question! response:	Haven't all the questions been favoring him?
context: Bah-ha!\Question 4\This question's basically a freebie!\My Water Creation Magic: Something Something's Roar.\Go ahead and try to guess what the missing part is!\O O Roar\Asta might have the upper hand on this question!\Haven't all the questions been favoring him? response:	I'll never forgive you if you get this wrong, Stupidsta!
context: Question 4\This question's basically a freebie!\My Water Creation Magic: Something Something's Roar.\Go ahead and try to guess what the missing part is!\O O Roar\Asta might have the upper hand on this question!\Haven't all the questions been favoring him?\I'll never forgive you if you get this wrong, Stupidsta! response:	O O Roar
context: This question's basically a freebie!\My Water Creation Magic: Something Something's Roar.\Go ahead and try to guess what the missing part is!\O O Roar\Asta might have the upper hand on this question!\Haven't all the questions been favoring him?\I'll never forgive you if you get this wrong, Stupidsta!\O O Roar response:	I've got this, Noelle!
context: My Water Creation Magic: Something Something's Roar.\Go ahead and try to guess what the missing part is!\O O Roar\Asta might have the upper hand on this question!\Haven't all the questions been favoring him?\I'll never forgive you if you get this wrong, Stupidsta!\O O Roar\I've got this, Noelle! response:	Eagle's Roar
context: Go ahead and try to guess what the missing part is!\O O Roar\Asta might have the upper hand on this question!\Haven't all the questions been favoring him?\I'll never forgive you if you get this wrong, Stupidsta!\O O Roar\I've got this, Noelle!\Eagle's Roar response:	Eagle's Roar.
context: O O Roar\Asta might have the upper hand on this question!\Haven't all the questions been favoring him?\I'll never forgive you if you get this wrong, Stupidsta!\O O Roar\I've got this, Noelle!\Eagle's Roar\Eagle's Roar. response:	It's not all about you.
context: Asta might have the upper hand on this question!\Haven't all the questions been favoring him?\I'll never forgive you if you get this wrong, Stupidsta!\O O Roar\I've got this, Noelle!\Eagle's Roar\Eagle's Roar.\It's not all about you. response:	Lion's Roar
context: Haven't all the questions been favoring him?\I'll never forgive you if you get this wrong, Stupidsta!\O O Roar\I've got this, Noelle!\Eagle's Roar\Eagle's Roar.\It's not all about you.\Lion's Roar response:	Lion's Roar!
context: I'll never forgive you if you get this wrong, Stupidsta!\O O Roar\I've got this, Noelle!\Eagle's Roar\Eagle's Roar.\It's not all about you.\Lion's Roar\Lion's Roar! response:	It's not all about you.
context: O O Roar\I've got this, Noelle!\Eagle's Roar\Eagle's Roar.\It's not all about you.\Lion's Roar\Lion's Roar!\It's not all about you. response:	The Roar of Despair as I Cut Through You
context: I've got this, Noelle!\Eagle's Roar\Eagle's Roar.\It's not all about you.\Lion's Roar\Lion's Roar!\It's not all about you.\The Roar of Despair as I Cut Through You response:	The Roar of Despair as I Cut Through You.
context: Eagle's Roar\Eagle's Roar.\It's not all about you.\Lion's Roar\Lion's Roar!\It's not all about you.\The Roar of Despair as I Cut Through You\The Roar of Despair as I Cut Through You. response:	You're scary!
context: Eagle's Roar.\It's not all about you.\Lion's Roar\Lion's Roar!\It's not all about you.\The Roar of Despair as I Cut Through You\The Roar of Despair as I Cut Through You.\You're scary! response:	Roar of Love
context: It's not all about you.\Lion's Roar\Lion's Roar!\It's not all about you.\The Roar of Despair as I Cut Through You\The Roar of Despair as I Cut Through You.\You're scary!\Roar of Love response:	The Roar of Love...
context: Lion's Roar\Lion's Roar!\It's not all about you.\The Roar of Despair as I Cut Through You\The Roar of Despair as I Cut Through You.\You're scary!\Roar of Love\The Roar of Love... response:	How romantic!
context: Lion's Roar!\It's not all about you.\The Roar of Despair as I Cut Through You\The Roar of Despair as I Cut Through You.\You're scary!\Roar of Love\The Roar of Love...\How romantic! response:	Dragon's Roar
context: It's not all about you.\The Roar of Despair as I Cut Through You\The Roar of Despair as I Cut Through You.\You're scary!\Roar of Love\The Roar of Love...\How romantic!\Dragon's Roar response:	Rar!
context: The Roar of Despair as I Cut Through You\The Roar of Despair as I Cut Through You.\You're scary!\Roar of Love\The Roar of Love...\How romantic!\Dragon's Roar\Rar! response:	Is it Dragon's Roar?
context: The Roar of Despair as I Cut Through You.\You're scary!\Roar of Love\The Roar of Love...\How romantic!\Dragon's Roar\Rar!\Is it Dragon's Roar? response:	So close!
context: You're scary!\Roar of Love\The Roar of Love...\How romantic!\Dragon's Roar\Rar!\Is it Dragon's Roar?\So close! response:	He's still taking a dump.
context: Roar of Love\The Roar of Love...\How romantic!\Dragon's Roar\Rar!\Is it Dragon's Roar?\So close!\He's still taking a dump. response:	Sea Current's Roar
context: The Roar of Love...\How romantic!\Dragon's Roar\Rar!\Is it Dragon's Roar?\So close!\He's still taking a dump.\Sea Current's Roar response:	Sea Current's Roar!
context: How romantic!\Dragon's Roar\Rar!\Is it Dragon's Roar?\So close!\He's still taking a dump.\Sea Current's Roar\Sea Current's Roar! response:	And no one got it right!
context: Dragon's Roar\Rar!\Is it Dragon's Roar?\So close!\He's still taking a dump.\Sea Current's Roar\Sea Current's Roar!\And no one got it right! response:	What?!
context: Rar!\Is it Dragon's Roar?\So close!\He's still taking a dump.\Sea Current's Roar\Sea Current's Roar!\And no one got it right!\What?! response:	It's Sea Dragon's Roar!
context: Is it Dragon's Roar?\So close!\He's still taking a dump.\Sea Current's Roar\Sea Current's Roar!\And no one got it right!\What?!\It's Sea Dragon's Roar! response:	Sea Current's Roar
context: So close!\He's still taking a dump.\Sea Current's Roar\Sea Current's Roar!\And no one got it right!\What?!\It's Sea Dragon's Roar!\Sea Current's Roar response:	Sea Dragon's Roar
context: He's still taking a dump.\Sea Current's Roar\Sea Current's Roar!\And no one got it right!\What?!\It's Sea Dragon's Roar!\Sea Current's Roar\Sea Dragon's Roar response:	How could you forget something about me?!
context: Sea Current's Roar\Sea Current's Roar!\And no one got it right!\What?!\It's Sea Dragon's Roar!\Sea Current's Roar\Sea Dragon's Roar\How could you forget something about me?! response:	You stupid Stupidsta!
context: Sea Current's Roar!\And no one got it right!\What?!\It's Sea Dragon's Roar!\Sea Current's Roar\Sea Dragon's Roar\How could you forget something about me?!\You stupid Stupidsta! response:	All right, let's move right to the next question!
context: And no one got it right!\What?!\It's Sea Dragon's Roar!\Sea Current's Roar\Sea Dragon's Roar\How could you forget something about me?!\You stupid Stupidsta!\All right, let's move right to the next question! response:	Next up is...
context: What?!\It's Sea Dragon's Roar!\Sea Current's Roar\Sea Dragon's Roar\How could you forget something about me?!\You stupid Stupidsta!\All right, let's move right to the next question!\Next up is... response:	Let's Gordon. Where's Gordon?
context: It's Sea Dragon's Roar!\Sea Current's Roar\Sea Dragon's Roar\How could you forget something about me?!\You stupid Stupidsta!\All right, let's move right to the next question!\Next up is...\Let's Gordon. Where's Gordon? response:	Where's Gordon?
context: Sea Current's Roar\Sea Dragon's Roar\How could you forget something about me?!\You stupid Stupidsta!\All right, let's move right to the next question!\Next up is...\Let's Gordon. Where's Gordon?\Where's Gordon? response:	Gordon is somewhere in the footage we're about to show you.
context: Sea Dragon's Roar\How could you forget something about me?!\You stupid Stupidsta!\All right, let's move right to the next question!\Next up is...\Let's Gordon. Where's Gordon?\Where's Gordon?\Gordon is somewhere in the footage we're about to show you. response:	The first one to find him gets ten points.
context: How could you forget something about me?!\You stupid Stupidsta!\All right, let's move right to the next question!\Next up is...\Let's Gordon. Where's Gordon?\Where's Gordon?\Gordon is somewhere in the footage we're about to show you.\The first one to find him gets ten points. response:	I was always watching over my friends.
context: You stupid Stupidsta!\All right, let's move right to the next question!\Next up is...\Let's Gordon. Where's Gordon?\Where's Gordon?\Gordon is somewhere in the footage we're about to show you.\The first one to find him gets ten points.\I was always watching over my friends. response:	Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!
context: All right, let's move right to the next question!\Next up is...\Let's Gordon. Where's Gordon?\Where's Gordon?\Gordon is somewhere in the footage we're about to show you.\The first one to find him gets ten points.\I was always watching over my friends.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam! response:	Okay, did you find me?
context: Next up is...\Let's Gordon. Where's Gordon?\Where's Gordon?\Gordon is somewhere in the footage we're about to show you.\The first one to find him gets ten points.\I was always watching over my friends.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Okay, did you find me? response:	Where?
context: Let's Gordon. Where's Gordon?\Where's Gordon?\Gordon is somewhere in the footage we're about to show you.\The first one to find him gets ten points.\I was always watching over my friends.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Okay, did you find me?\Where? response:	He was at the dungeon?
context: Where's Gordon?\Gordon is somewhere in the footage we're about to show you.\The first one to find him gets ten points.\I was always watching over my friends.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Okay, did you find me?\Where?\He was at the dungeon? response:	I'm everywhere.
context: Gordon is somewhere in the footage we're about to show you.\The first one to find him gets ten points.\I was always watching over my friends.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Okay, did you find me?\Where?\He was at the dungeon?\I'm everywhere. response:	Again! Show us the footage again!
context: The first one to find him gets ten points.\I was always watching over my friends.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Okay, did you find me?\Where?\He was at the dungeon?\I'm everywhere.\Again! Show us the footage again! response:	I can't tell!
context: I was always watching over my friends.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Okay, did you find me?\Where?\He was at the dungeon?\I'm everywhere.\Again! Show us the footage again!\I can't tell! response:	Is he really there?
context: Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Okay, did you find me?\Where?\He was at the dungeon?\I'm everywhere.\Again! Show us the footage again!\I can't tell!\Is he really there? response:	One more time!
context: Okay, did you find me?\Where?\He was at the dungeon?\I'm everywhere.\Again! Show us the footage again!\I can't tell!\Is he really there?\One more time! response:	Man, I feel a lot better.
context: Where?\He was at the dungeon?\I'm everywhere.\Again! Show us the footage again!\I can't tell!\Is he really there?\One more time!\Man, I feel a lot better. response:	Buzz. You're out of time. The correct answer is...
context: He was at the dungeon?\I'm everywhere.\Again! Show us the footage again!\I can't tell!\Is he really there?\One more time!\Man, I feel a lot better.\Buzz. You're out of time. The correct answer is... response:	Right here.
context: I'm everywhere.\Again! Show us the footage again!\I can't tell!\Is he really there?\One more time!\Man, I feel a lot better.\Buzz. You're out of time. The correct answer is...\Right here. response:	How are we supposed to tell?
context: Again! Show us the footage again!\I can't tell!\Is he really there?\One more time!\Man, I feel a lot better.\Buzz. You're out of time. The correct answer is...\Right here.\How are we supposed to tell? response:	Here's another.
context: I can't tell!\Is he really there?\One more time!\Man, I feel a lot better.\Buzz. You're out of time. The correct answer is...\Right here.\How are we supposed to tell?\Here's another. response:	Five, 4, 3, 2, 1, bam!
context: Is he really there?\One more time!\Man, I feel a lot better.\Buzz. You're out of time. The correct answer is...\Right here.\How are we supposed to tell?\Here's another.\Five, 4, 3, 2, 1, bam! response:	Where? Where is he?
context: One more time!\Man, I feel a lot better.\Buzz. You're out of time. The correct answer is...\Right here.\How are we supposed to tell?\Here's another.\Five, 4, 3, 2, 1, bam!\Where? Where is he? response:	He's not there! Show it again!
context: Man, I feel a lot better.\Buzz. You're out of time. The correct answer is...\Right here.\How are we supposed to tell?\Here's another.\Five, 4, 3, 2, 1, bam!\Where? Where is he?\He's not there! Show it again! response:	I can't tell at all!
context: Buzz. You're out of time. The correct answer is...\Right here.\How are we supposed to tell?\Here's another.\Five, 4, 3, 2, 1, bam!\Where? Where is he?\He's not there! Show it again!\I can't tell at all! response:	Tell me where you are!
context: Right here.\How are we supposed to tell?\Here's another.\Five, 4, 3, 2, 1, bam!\Where? Where is he?\He's not there! Show it again!\I can't tell at all!\Tell me where you are! response:	The right? Toward the back?
context: How are we supposed to tell?\Here's another.\Five, 4, 3, 2, 1, bam!\Where? Where is he?\He's not there! Show it again!\I can't tell at all!\Tell me where you are!\The right? Toward the back? response:	Wait, what? I can't hear you!
context: Here's another.\Five, 4, 3, 2, 1, bam!\Where? Where is he?\He's not there! Show it again!\I can't tell at all!\Tell me where you are!\The right? Toward the back?\Wait, what? I can't hear you! response:	Buzz. You're out of time. The correct answer is...
context: Five, 4, 3, 2, 1, bam!\Where? Where is he?\He's not there! Show it again!\I can't tell at all!\Tell me where you are!\The right? Toward the back?\Wait, what? I can't hear you!\Buzz. You're out of time. The correct answer is... response:	Right here.
context: Where? Where is he?\He's not there! Show it again!\I can't tell at all!\Tell me where you are!\The right? Toward the back?\Wait, what? I can't hear you!\Buzz. You're out of time. The correct answer is...\Right here. response:	He was captured?
context: He's not there! Show it again!\I can't tell at all!\Tell me where you are!\The right? Toward the back?\Wait, what? I can't hear you!\Buzz. You're out of time. The correct answer is...\Right here.\He was captured? response:	He's actually crying!
context: I can't tell at all!\Tell me where you are!\The right? Toward the back?\Wait, what? I can't hear you!\Buzz. You're out of time. The correct answer is...\Right here.\He was captured?\He's actually crying! response:	I can't believe I couldn't find him! I have failed as royalty!
context: Tell me where you are!\The right? Toward the back?\Wait, what? I can't hear you!\Buzz. You're out of time. The correct answer is...\Right here.\He was captured?\He's actually crying!\I can't believe I couldn't find him! I have failed as royalty! response:	Oh, the humiliation...
context: The right? Toward the back?\Wait, what? I can't hear you!\Buzz. You're out of time. The correct answer is...\Right here.\He was captured?\He's actually crying!\I can't believe I couldn't find him! I have failed as royalty!\Oh, the humiliation... response:	Here's another.
context: Wait, what? I can't hear you!\Buzz. You're out of time. The correct answer is...\Right here.\He was captured?\He's actually crying!\I can't believe I couldn't find him! I have failed as royalty!\Oh, the humiliation...\Here's another. response:	Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!
context: Buzz. You're out of time. The correct answer is...\Right here.\He was captured?\He's actually crying!\I can't believe I couldn't find him! I have failed as royalty!\Oh, the humiliation...\Here's another.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam! response:	Seriously, I have no idea!
context: Right here.\He was captured?\He's actually crying!\I can't believe I couldn't find him! I have failed as royalty!\Oh, the humiliation...\Here's another.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Seriously, I have no idea! response:	The correct answer is...
context: He was captured?\He's actually crying!\I can't believe I couldn't find him! I have failed as royalty!\Oh, the humiliation...\Here's another.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Seriously, I have no idea!\The correct answer is... response:	Right here.
context: He's actually crying!\I can't believe I couldn't find him! I have failed as royalty!\Oh, the humiliation...\Here's another.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Seriously, I have no idea!\The correct answer is...\Right here. response:	You've been stabbed!
context: I can't believe I couldn't find him! I have failed as royalty!\Oh, the humiliation...\Here's another.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Seriously, I have no idea!\The correct answer is...\Right here.\You've been stabbed! response:	Here's the last one.
context: Oh, the humiliation...\Here's another.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Seriously, I have no idea!\The correct answer is...\Right here.\You've been stabbed!\Here's the last one. response:	Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!
context: Here's another.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Seriously, I have no idea!\The correct answer is...\Right here.\You've been stabbed!\Here's the last one.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam! response:	Huh? Me?
context: Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Seriously, I have no idea!\The correct answer is...\Right here.\You've been stabbed!\Here's the last one.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Huh? Me? response:	And it's from the last opening?
context: Seriously, I have no idea!\The correct answer is...\Right here.\You've been stabbed!\Here's the last one.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Huh? Me?\And it's from the last opening? response:	Where is he?
context: The correct answer is...\Right here.\You've been stabbed!\Here's the last one.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Huh? Me?\And it's from the last opening?\Where is he? response:	This is a trap! He's definitely not there!
context: Right here.\You've been stabbed!\Here's the last one.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Huh? Me?\And it's from the last opening?\Where is he?\This is a trap! He's definitely not there! response:	But I am.
context: You've been stabbed!\Here's the last one.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Huh? Me?\And it's from the last opening?\Where is he?\This is a trap! He's definitely not there!\But I am. response:	Where?!
context: Here's the last one.\Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Huh? Me?\And it's from the last opening?\Where is he?\This is a trap! He's definitely not there!\But I am.\Where?! response:	Well...
context: Okay, Let's Gordon! Five, 4, 3, 2, 1, bam!\Huh? Me?\And it's from the last opening?\Where is he?\This is a trap! He's definitely not there!\But I am.\Where?!\Well... response:	I'm inside your eye.
context: Huh? Me?\And it's from the last opening?\Where is he?\This is a trap! He's definitely not there!\But I am.\Where?!\Well...\I'm inside your eye. response:	I'm always right by your side...
context: And it's from the last opening?\Where is he?\This is a trap! He's definitely not there!\But I am.\Where?!\Well...\I'm inside your eye.\I'm always right by your side... response:	I'm always watching over you...
context: Where is he?\This is a trap! He's definitely not there!\But I am.\Where?!\Well...\I'm inside your eye.\I'm always right by your side...\I'm always watching over you... response:	It's fine. I mean...
context: This is a trap! He's definitely not there!\But I am.\Where?!\Well...\I'm inside your eye.\I'm always right by your side...\I'm always watching over you...\It's fine. I mean... response:	We're best friends...
context: But I am.\Where?!\Well...\I'm inside your eye.\I'm always right by your side...\I'm always watching over you...\It's fine. I mean...\We're best friends... response:	Th-Th-Th-Thank you, Gordon...
context: Where?!\Well...\I'm inside your eye.\I'm always right by your side...\I'm always watching over you...\It's fine. I mean...\We're best friends...\Th-Th-Th-Thank you, Gordon... response:	W-We now have a special guest for you.
context: Well...\I'm inside your eye.\I'm always right by your side...\I'm always watching over you...\It's fine. I mean...\We're best friends...\Th-Th-Th-Thank you, Gordon...\W-We now have a special guest for you. response:	It's the Wizard King!
context: I'm inside your eye.\I'm always right by your side...\I'm always watching over you...\It's fine. I mean...\We're best friends...\Th-Th-Th-Thank you, Gordon...\W-We now have a special guest for you.\It's the Wizard King! response:	Oh, hello, everyone!
context: I'm always right by your side...\I'm always watching over you...\It's fine. I mean...\We're best friends...\Th-Th-Th-Thank you, Gordon...\W-We now have a special guest for you.\It's the Wizard King!\Oh, hello, everyone! response:	Looks like you're all working hard.
context: I'm always watching over you...\It's fine. I mean...\We're best friends...\Th-Th-Th-Thank you, Gordon...\W-We now have a special guest for you.\It's the Wizard King!\Oh, hello, everyone!\Looks like you're all working hard. response:	Okay, here's your question.
context: It's fine. I mean...\We're best friends...\Th-Th-Th-Thank you, Gordon...\W-We now have a special guest for you.\It's the Wizard King!\Oh, hello, everyone!\Looks like you're all working hard.\Okay, here's your question. response:	A question from the Wizard King?
context: We're best friends...\Th-Th-Th-Thank you, Gordon...\W-We now have a special guest for you.\It's the Wizard King!\Oh, hello, everyone!\Looks like you're all working hard.\Okay, here's your question.\A question from the Wizard King? response:	I wonder what it'll be.
context: Th-Th-Th-Thank you, Gordon...\W-We now have a special guest for you.\It's the Wizard King!\Oh, hello, everyone!\Looks like you're all working hard.\Okay, here's your question.\A question from the Wizard King?\I wonder what it'll be. response:	Quiz: Where's Julius?
context: W-We now have a special guest for you.\It's the Wizard King!\Oh, hello, everyone!\Looks like you're all working hard.\Okay, here's your question.\A question from the Wizard King?\I wonder what it'll be.\Quiz: Where's Julius? response:	It's the same thing as Gordon's!
context: It's the Wizard King!\Oh, hello, everyone!\Looks like you're all working hard.\Okay, here's your question.\A question from the Wizard King?\I wonder what it'll be.\Quiz: Where's Julius?\It's the same thing as Gordon's! response:	I've transformed myself into someone else in the footage you're about to see.
context: Oh, hello, everyone!\Looks like you're all working hard.\Okay, here's your question.\A question from the Wizard King?\I wonder what it'll be.\Quiz: Where's Julius?\It's the same thing as Gordon's!\I've transformed myself into someone else in the footage you're about to see. response:	Do you think you can find me?
context: Looks like you're all working hard.\Okay, here's your question.\A question from the Wizard King?\I wonder what it'll be.\Quiz: Where's Julius?\It's the same thing as Gordon's!\I've transformed myself into someone else in the footage you're about to see.\Do you think you can find me? response:	Anyone want some grilled purple snakes
context: Okay, here's your question.\A question from the Wizard King?\I wonder what it'll be.\Quiz: Where's Julius?\It's the same thing as Gordon's!\I've transformed myself into someone else in the footage you're about to see.\Do you think you can find me?\Anyone want some grilled purple snakes response:	that I just happened to catch somewhere or other?
context: A question from the Wizard King?\I wonder what it'll be.\Quiz: Where's Julius?\It's the same thing as Gordon's!\I've transformed myself into someone else in the footage you're about to see.\Do you think you can find me?\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other? response:	Huh? Where is he?
context: I wonder what it'll be.\Quiz: Where's Julius?\It's the same thing as Gordon's!\I've transformed myself into someone else in the footage you're about to see.\Do you think you can find me?\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Huh? Where is he? response:	The old woman.
context: Quiz: Where's Julius?\It's the same thing as Gordon's!\I've transformed myself into someone else in the footage you're about to see.\Do you think you can find me?\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Huh? Where is he?\The old woman. response:	The old woman.
context: It's the same thing as Gordon's!\I've transformed myself into someone else in the footage you're about to see.\Do you think you can find me?\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Huh? Where is he?\The old woman.\The old woman. response:	The old lady.
context: I've transformed myself into someone else in the footage you're about to see.\Do you think you can find me?\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Huh? Where is he?\The old woman.\The old woman.\The old lady. response:	The old hag.
context: Do you think you can find me?\Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Huh? Where is he?\The old woman.\The old woman.\The old lady.\The old hag. response:	The granny!
context: Anyone want some grilled purple snakes\that I just happened to catch somewhere or other?\Huh? Where is he?\The old woman.\The old woman.\The old lady.\The old hag.\The granny! response:	The old lady.
context: that I just happened to catch somewhere or other?\Huh? Where is he?\The old woman.\The old woman.\The old lady.\The old hag.\The granny!\The old lady. response:	This is too easy.
context: Huh? Where is he?\The old woman.\The old woman.\The old lady.\The old hag.\The granny!\The old lady.\This is too easy. response:	Huh?! Am I the only one that couldn't figure it out?
context: The old woman.\The old woman.\The old lady.\The old hag.\The granny!\The old lady.\This is too easy.\Huh?! Am I the only one that couldn't figure it out? response:	Wait, the one selling the purple snakes was the Wizard King?
context: The old woman.\The old lady.\The old hag.\The granny!\The old lady.\This is too easy.\Huh?! Am I the only one that couldn't figure it out?\Wait, the one selling the purple snakes was the Wizard King? response:	Everyone but Asta got it right.
context: The old lady.\The old hag.\The granny!\The old lady.\This is too easy.\Huh?! Am I the only one that couldn't figure it out?\Wait, the one selling the purple snakes was the Wizard King?\Everyone but Asta got it right. response:	I guess that might've been too easy.
context: The old hag.\The granny!\The old lady.\This is too easy.\Huh?! Am I the only one that couldn't figure it out?\Wait, the one selling the purple snakes was the Wizard King?\Everyone but Asta got it right.\I guess that might've been too easy. response:	Wizard King! Quit fooling around and come back!
context: The granny!\The old lady.\This is too easy.\Huh?! Am I the only one that couldn't figure it out?\Wait, the one selling the purple snakes was the Wizard King?\Everyone but Asta got it right.\I guess that might've been too easy.\Wizard King! Quit fooling around and come back! response:	You have a ton of work waiting!
context: The old lady.\This is too easy.\Huh?! Am I the only one that couldn't figure it out?\Wait, the one selling the purple snakes was the Wizard King?\Everyone but Asta got it right.\I guess that might've been too easy.\Wizard King! Quit fooling around and come back!\You have a ton of work waiting! response:	Okay, fine, Marx.
context: This is too easy.\Huh?! Am I the only one that couldn't figure it out?\Wait, the one selling the purple snakes was the Wizard King?\Everyone but Asta got it right.\I guess that might've been too easy.\Wizard King! Quit fooling around and come back!\You have a ton of work waiting!\Okay, fine, Marx. response:	Well, good luck, everyone!
context: Huh?! Am I the only one that couldn't figure it out?\Wait, the one selling the purple snakes was the Wizard King?\Everyone but Asta got it right.\I guess that might've been too easy.\Wizard King! Quit fooling around and come back!\You have a ton of work waiting!\Okay, fine, Marx.\Well, good luck, everyone! response:	Bye!
context: Wait, the one selling the purple snakes was the Wizard King?\Everyone but Asta got it right.\I guess that might've been too easy.\Wizard King! Quit fooling around and come back!\You have a ton of work waiting!\Okay, fine, Marx.\Well, good luck, everyone!\Bye! response:	Thanks, sir!
context: Everyone but Asta got it right.\I guess that might've been too easy.\Wizard King! Quit fooling around and come back!\You have a ton of work waiting!\Okay, fine, Marx.\Well, good luck, everyone!\Bye!\Thanks, sir! response:	Okay, let's keep the ball rolling.
context: I guess that might've been too easy.\Wizard King! Quit fooling around and come back!\You have a ton of work waiting!\Okay, fine, Marx.\Well, good luck, everyone!\Bye!\Thanks, sir!\Okay, let's keep the ball rolling. response:	Things are going to get even more exciting, la!
context: Wizard King! Quit fooling around and come back!\You have a ton of work waiting!\Okay, fine, Marx.\Well, good luck, everyone!\Bye!\Thanks, sir!\Okay, let's keep the ball rolling.\Things are going to get even more exciting, la! response:	But before that, please take a look at this!
context: You have a ton of work waiting!\Okay, fine, Marx.\Well, good luck, everyone!\Bye!\Thanks, sir!\Okay, let's keep the ball rolling.\Things are going to get even more exciting, la!\But before that, please take a look at this! response:	And so, the heated quiz battle continued!
context: Okay, fine, Marx.\Well, good luck, everyone!\Bye!\Thanks, sir!\Okay, let's keep the ball rolling.\Things are going to get even more exciting, la!\But before that, please take a look at this!\And so, the heated quiz battle continued! response:	An eating contest!
context: Well, good luck, everyone!\Bye!\Thanks, sir!\Okay, let's keep the ball rolling.\Things are going to get even more exciting, la!\But before that, please take a look at this!\And so, the heated quiz battle continued!\An eating contest! response:	What quiz battle?
context: Bye!\Thanks, sir!\Okay, let's keep the ball rolling.\Things are going to get even more exciting, la!\But before that, please take a look at this!\And so, the heated quiz battle continued!\An eating contest!\What quiz battle? response:	Eat, eat, and eat some more!
context: Thanks, sir!\Okay, let's keep the ball rolling.\Things are going to get even more exciting, la!\But before that, please take a look at this!\And so, the heated quiz battle continued!\An eating contest!\What quiz battle?\Eat, eat, and eat some more! response:	Quiz where?
context: Okay, let's keep the ball rolling.\Things are going to get even more exciting, la!\But before that, please take a look at this!\And so, the heated quiz battle continued!\An eating contest!\What quiz battle?\Eat, eat, and eat some more!\Quiz where? response:	A speed battle!
context: Things are going to get even more exciting, la!\But before that, please take a look at this!\And so, the heated quiz battle continued!\An eating contest!\What quiz battle?\Eat, eat, and eat some more!\Quiz where?\A speed battle! response:	Go, go, Crazy Cyclone!
context: But before that, please take a look at this!\And so, the heated quiz battle continued!\An eating contest!\What quiz battle?\Eat, eat, and eat some more!\Quiz where?\A speed battle!\Go, go, Crazy Cyclone! response:	Seriously, quiz where?
context: And so, the heated quiz battle continued!\An eating contest!\What quiz battle?\Eat, eat, and eat some more!\Quiz where?\A speed battle!\Go, go, Crazy Cyclone!\Seriously, quiz where? response:	Luck's fast, too! Is he using his Holy Lightning Boots?
context: An eating contest!\What quiz battle?\Eat, eat, and eat some more!\Quiz where?\A speed battle!\Go, go, Crazy Cyclone!\Seriously, quiz where?\Luck's fast, too! Is he using his Holy Lightning Boots? response:	Behold! A young man becomes the wind!
context: What quiz battle?\Eat, eat, and eat some more!\Quiz where?\A speed battle!\Go, go, Crazy Cyclone!\Seriously, quiz where?\Luck's fast, too! Is he using his Holy Lightning Boots?\Behold! A young man becomes the wind! response:	Bah-ha's Super Lame Shooting Star!
context: Eat, eat, and eat some more!\Quiz where?\A speed battle!\Go, go, Crazy Cyclone!\Seriously, quiz where?\Luck's fast, too! Is he using his Holy Lightning Boots?\Behold! A young man becomes the wind!\Bah-ha's Super Lame Shooting Star! response:	Hey...
