context: You've got plenty blooming lately right in your own garden. response:	Oh, there's much more to it than being in full bloom.
context: A lot different from my perspective. I'm so into the celebrity hype.\Moreover, when I think of this as a BLAST member,\there's this energy within me that says\Just watch me, I'm gonna make it big.\The fact that Nana and Ren are back together\has added fuel to Nana's feelings to catch up with Ren.\And Shin began playing bass because he admires Ren.\And me too. Ren has been a target for a long time. response:	And even Yasu. He was so insistent not to go pro,
context: Moreover, when I think of this as a BLAST member,\there's this energy within me that says\Just watch me, I'm gonna make it big.\The fact that Nana and Ren are back together\has added fuel to Nana's feelings to catch up with Ren.\And Shin began playing bass because he admires Ren.\And me too. Ren has been a target for a long time.\And even Yasu. He was so insistent not to go pro, response:	but now he's teamed up with us in this battle.
context: there's this energy within me that says\Just watch me, I'm gonna make it big.\The fact that Nana and Ren are back together\has added fuel to Nana's feelings to catch up with Ren.\And Shin began playing bass because he admires Ren.\And me too. Ren has been a target for a long time.\And even Yasu. He was so insistent not to go pro,\but now he's teamed up with us in this battle. response:	Bottom line, we hafta make it big.
context: Just watch me, I'm gonna make it big.\The fact that Nana and Ren are back together\has added fuel to Nana's feelings to catch up with Ren.\And Shin began playing bass because he admires Ren.\And me too. Ren has been a target for a long time.\And even Yasu. He was so insistent not to go pro,\but now he's teamed up with us in this battle.\Bottom line, we hafta make it big. response:	We'll defeat Trapnest.
context: The fact that Nana and Ren are back together\has added fuel to Nana's feelings to catch up with Ren.\And Shin began playing bass because he admires Ren.\And me too. Ren has been a target for a long time.\And even Yasu. He was so insistent not to go pro,\but now he's teamed up with us in this battle.\Bottom line, we hafta make it big.\We'll defeat Trapnest. response:	But you know, the fact that Reira and Yasu used to be a couple
context: has added fuel to Nana's feelings to catch up with Ren.\And Shin began playing bass because he admires Ren.\And me too. Ren has been a target for a long time.\And even Yasu. He was so insistent not to go pro,\but now he's teamed up with us in this battle.\Bottom line, we hafta make it big.\We'll defeat Trapnest.\But you know, the fact that Reira and Yasu used to be a couple response:	gives you an added sense that this is a fateful battle
context: And Shin began playing bass because he admires Ren.\And me too. Ren has been a target for a long time.\And even Yasu. He was so insistent not to go pro,\but now he's teamed up with us in this battle.\Bottom line, we hafta make it big.\We'll defeat Trapnest.\But you know, the fact that Reira and Yasu used to be a couple\gives you an added sense that this is a fateful battle response:	between Trapnest and BLAST.
context: And me too. Ren has been a target for a long time.\And even Yasu. He was so insistent not to go pro,\but now he's teamed up with us in this battle.\Bottom line, we hafta make it big.\We'll defeat Trapnest.\But you know, the fact that Reira and Yasu used to be a couple\gives you an added sense that this is a fateful battle\between Trapnest and BLAST. response:	A fateful battle? You may be right.
context: And even Yasu. He was so insistent not to go pro,\but now he's teamed up with us in this battle.\Bottom line, we hafta make it big.\We'll defeat Trapnest.\But you know, the fact that Reira and Yasu used to be a couple\gives you an added sense that this is a fateful battle\between Trapnest and BLAST.\A fateful battle? You may be right. response:	But we haven't even entered the ring yet.
context: but now he's teamed up with us in this battle.\Bottom line, we hafta make it big.\We'll defeat Trapnest.\But you know, the fact that Reira and Yasu used to be a couple\gives you an added sense that this is a fateful battle\between Trapnest and BLAST.\A fateful battle? You may be right.\But we haven't even entered the ring yet. response:	I wonder why they broke up.
context: Bottom line, we hafta make it big.\We'll defeat Trapnest.\But you know, the fact that Reira and Yasu used to be a couple\gives you an added sense that this is a fateful battle\between Trapnest and BLAST.\A fateful battle? You may be right.\But we haven't even entered the ring yet.\I wonder why they broke up. response:	This is only speculation, but perhaps it's because
context: We'll defeat Trapnest.\But you know, the fact that Reira and Yasu used to be a couple\gives you an added sense that this is a fateful battle\between Trapnest and BLAST.\A fateful battle? You may be right.\But we haven't even entered the ring yet.\I wonder why they broke up.\This is only speculation, but perhaps it's because response:	Reira left for Tokyo with the other Trapnest members to go pro.
context: But you know, the fact that Reira and Yasu used to be a couple\gives you an added sense that this is a fateful battle\between Trapnest and BLAST.\A fateful battle? You may be right.\But we haven't even entered the ring yet.\I wonder why they broke up.\This is only speculation, but perhaps it's because\Reira left for Tokyo with the other Trapnest members to go pro. response:	Back then, Yasu was studying hard locally to become a lawyer
context: gives you an added sense that this is a fateful battle\between Trapnest and BLAST.\A fateful battle? You may be right.\But we haven't even entered the ring yet.\I wonder why they broke up.\This is only speculation, but perhaps it's because\Reira left for Tokyo with the other Trapnest members to go pro.\Back then, Yasu was studying hard locally to become a lawyer response:	and only saw the band as a hobby.
context: between Trapnest and BLAST.\A fateful battle? You may be right.\But we haven't even entered the ring yet.\I wonder why they broke up.\This is only speculation, but perhaps it's because\Reira left for Tokyo with the other Trapnest members to go pro.\Back then, Yasu was studying hard locally to become a lawyer\and only saw the band as a hobby. response:	So those two had different objectives.
context: A fateful battle? You may be right.\But we haven't even entered the ring yet.\I wonder why they broke up.\This is only speculation, but perhaps it's because\Reira left for Tokyo with the other Trapnest members to go pro.\Back then, Yasu was studying hard locally to become a lawyer\and only saw the band as a hobby.\So those two had different objectives. response:	Maybe they had their own ideas about the future.
context: But we haven't even entered the ring yet.\I wonder why they broke up.\This is only speculation, but perhaps it's because\Reira left for Tokyo with the other Trapnest members to go pro.\Back then, Yasu was studying hard locally to become a lawyer\and only saw the band as a hobby.\So those two had different objectives.\Maybe they had their own ideas about the future. response:	But you know,
context: I wonder why they broke up.\This is only speculation, but perhaps it's because\Reira left for Tokyo with the other Trapnest members to go pro.\Back then, Yasu was studying hard locally to become a lawyer\and only saw the band as a hobby.\So those two had different objectives.\Maybe they had their own ideas about the future.\But you know, response:	if your speculation on the reason Yasu and Reira broke up is correct,
context: This is only speculation, but perhaps it's because\Reira left for Tokyo with the other Trapnest members to go pro.\Back then, Yasu was studying hard locally to become a lawyer\and only saw the band as a hobby.\So those two had different objectives.\Maybe they had their own ideas about the future.\But you know,\if your speculation on the reason Yasu and Reira broke up is correct, response:	then they could very well get back together if they met,
context: Reira left for Tokyo with the other Trapnest members to go pro.\Back then, Yasu was studying hard locally to become a lawyer\and only saw the band as a hobby.\So those two had different objectives.\Maybe they had their own ideas about the future.\But you know,\if your speculation on the reason Yasu and Reira broke up is correct,\then they could very well get back together if they met, response:	like Nana and Ren.
context: Back then, Yasu was studying hard locally to become a lawyer\and only saw the band as a hobby.\So those two had different objectives.\Maybe they had their own ideas about the future.\But you know,\if your speculation on the reason Yasu and Reira broke up is correct,\then they could very well get back together if they met,\like Nana and Ren. response:	No, I'm not sure about that.
context: and only saw the band as a hobby.\So those two had different objectives.\Maybe they had their own ideas about the future.\But you know,\if your speculation on the reason Yasu and Reira broke up is correct,\then they could very well get back together if they met,\like Nana and Ren.\No, I'm not sure about that. response:	I think what happened between Nana and Ren is unique.
context: So those two had different objectives.\Maybe they had their own ideas about the future.\But you know,\if your speculation on the reason Yasu and Reira broke up is correct,\then they could very well get back together if they met,\like Nana and Ren.\No, I'm not sure about that.\I think what happened between Nana and Ren is unique. response:	Unique?
context: Maybe they had their own ideas about the future.\But you know,\if your speculation on the reason Yasu and Reira broke up is correct,\then they could very well get back together if they met,\like Nana and Ren.\No, I'm not sure about that.\I think what happened between Nana and Ren is unique.\Unique? response:	Unique as in special.
context: But you know,\if your speculation on the reason Yasu and Reira broke up is correct,\then they could very well get back together if they met,\like Nana and Ren.\No, I'm not sure about that.\I think what happened between Nana and Ren is unique.\Unique?\Unique as in special. response:	Still loving one another after not hearing from each other for two years
context: if your speculation on the reason Yasu and Reira broke up is correct,\then they could very well get back together if they met,\like Nana and Ren.\No, I'm not sure about that.\I think what happened between Nana and Ren is unique.\Unique?\Unique as in special.\Still loving one another after not hearing from each other for two years response:	is not something most couples can do.
context: then they could very well get back together if they met,\like Nana and Ren.\No, I'm not sure about that.\I think what happened between Nana and Ren is unique.\Unique?\Unique as in special.\Still loving one another after not hearing from each other for two years\is not something most couples can do. response:	It's only natural for people's feelings to change as time goes by.
context: like Nana and Ren.\No, I'm not sure about that.\I think what happened between Nana and Ren is unique.\Unique?\Unique as in special.\Still loving one another after not hearing from each other for two years\is not something most couples can do.\It's only natural for people's feelings to change as time goes by. response:	Besides, I think finding that someone who you can
context: No, I'm not sure about that.\I think what happened between Nana and Ren is unique.\Unique?\Unique as in special.\Still loving one another after not hearing from each other for two years\is not something most couples can do.\It's only natural for people's feelings to change as time goes by.\Besides, I think finding that someone who you can response:	feel so strongly connected to is rare enough.
context: I think what happened between Nana and Ren is unique.\Unique?\Unique as in special.\Still loving one another after not hearing from each other for two years\is not something most couples can do.\It's only natural for people's feelings to change as time goes by.\Besides, I think finding that someone who you can\feel so strongly connected to is rare enough. response:	So you're saying Nana's met her fateful partner?
context: Unique?\Unique as in special.\Still loving one another after not hearing from each other for two years\is not something most couples can do.\It's only natural for people's feelings to change as time goes by.\Besides, I think finding that someone who you can\feel so strongly connected to is rare enough.\So you're saying Nana's met her fateful partner? response:	- Oh, I love such stories. - I knew it.
context: Unique as in special.\Still loving one another after not hearing from each other for two years\is not something most couples can do.\It's only natural for people's feelings to change as time goes by.\Besides, I think finding that someone who you can\feel so strongly connected to is rare enough.\So you're saying Nana's met her fateful partner?\- Oh, I love such stories. - I knew it. response:	To be honest, I love them too. Being a romantic guy and all.
context: Still loving one another after not hearing from each other for two years\is not something most couples can do.\It's only natural for people's feelings to change as time goes by.\Besides, I think finding that someone who you can\feel so strongly connected to is rare enough.\So you're saying Nana's met her fateful partner?\- Oh, I love such stories. - I knew it.\To be honest, I love them too. Being a romantic guy and all. response:	You're a romantic guy, Nobu?
context: is not something most couples can do.\It's only natural for people's feelings to change as time goes by.\Besides, I think finding that someone who you can\feel so strongly connected to is rare enough.\So you're saying Nana's met her fateful partner?\- Oh, I love such stories. - I knew it.\To be honest, I love them too. Being a romantic guy and all.\You're a romantic guy, Nobu? response:	Is that something to laugh about?
context: It's only natural for people's feelings to change as time goes by.\Besides, I think finding that someone who you can\feel so strongly connected to is rare enough.\So you're saying Nana's met her fateful partner?\- Oh, I love such stories. - I knew it.\To be honest, I love them too. Being a romantic guy and all.\You're a romantic guy, Nobu?\Is that something to laugh about? response:	I hope I can also have such an encounter someday...
context: Besides, I think finding that someone who you can\feel so strongly connected to is rare enough.\So you're saying Nana's met her fateful partner?\- Oh, I love such stories. - I knew it.\To be honest, I love them too. Being a romantic guy and all.\You're a romantic guy, Nobu?\Is that something to laugh about?\I hope I can also have such an encounter someday... response:	with that kinda partner.
context: feel so strongly connected to is rare enough.\So you're saying Nana's met her fateful partner?\- Oh, I love such stories. - I knew it.\To be honest, I love them too. Being a romantic guy and all.\You're a romantic guy, Nobu?\Is that something to laugh about?\I hope I can also have such an encounter someday...\with that kinda partner. response:	But I'd be satisfied with a happiness closer to home.
context: So you're saying Nana's met her fateful partner?\- Oh, I love such stories. - I knew it.\To be honest, I love them too. Being a romantic guy and all.\You're a romantic guy, Nobu?\Is that something to laugh about?\I hope I can also have such an encounter someday...\with that kinda partner.\But I'd be satisfied with a happiness closer to home. response:	Like with Aki from the convenience store.
context: - Oh, I love such stories. - I knew it.\To be honest, I love them too. Being a romantic guy and all.\You're a romantic guy, Nobu?\Is that something to laugh about?\I hope I can also have such an encounter someday...\with that kinda partner.\But I'd be satisfied with a happiness closer to home.\Like with Aki from the convenience store. response:	Who's that?
context: To be honest, I love them too. Being a romantic guy and all.\You're a romantic guy, Nobu?\Is that something to laugh about?\I hope I can also have such an encounter someday...\with that kinda partner.\But I'd be satisfied with a happiness closer to home.\Like with Aki from the convenience store.\Who's that? response:	Could Aki from the convenience store be the cashier just now?
context: You're a romantic guy, Nobu?\Is that something to laugh about?\I hope I can also have such an encounter someday...\with that kinda partner.\But I'd be satisfied with a happiness closer to home.\Like with Aki from the convenience store.\Who's that?\Could Aki from the convenience store be the cashier just now? response:	No. She's an imaginative character whom I feel close to.
context: Is that something to laugh about?\I hope I can also have such an encounter someday...\with that kinda partner.\But I'd be satisfied with a happiness closer to home.\Like with Aki from the convenience store.\Who's that?\Could Aki from the convenience store be the cashier just now?\No. She's an imaginative character whom I feel close to. response:	Like Miyo from the tobacco store.
context: I hope I can also have such an encounter someday...\with that kinda partner.\But I'd be satisfied with a happiness closer to home.\Like with Aki from the convenience store.\Who's that?\Could Aki from the convenience store be the cashier just now?\No. She's an imaginative character whom I feel close to.\Like Miyo from the tobacco store. response:	So a virtual Aki and Miyo? He's the fantasy type, just like me.
context: with that kinda partner.\But I'd be satisfied with a happiness closer to home.\Like with Aki from the convenience store.\Who's that?\Could Aki from the convenience store be the cashier just now?\No. She's an imaginative character whom I feel close to.\Like Miyo from the tobacco store.\So a virtual Aki and Miyo? He's the fantasy type, just like me. response:	This is the first time I've talked about stuff like this alone with Nobu.
context: But I'd be satisfied with a happiness closer to home.\Like with Aki from the convenience store.\Who's that?\Could Aki from the convenience store be the cashier just now?\No. She's an imaginative character whom I feel close to.\Like Miyo from the tobacco store.\So a virtual Aki and Miyo? He's the fantasy type, just like me.\This is the first time I've talked about stuff like this alone with Nobu. response:	We think alike. We might just get along well.
context: Like with Aki from the convenience store.\Who's that?\Could Aki from the convenience store be the cashier just now?\No. She's an imaginative character whom I feel close to.\Like Miyo from the tobacco store.\So a virtual Aki and Miyo? He's the fantasy type, just like me.\This is the first time I've talked about stuff like this alone with Nobu.\We think alike. We might just get along well. response:	Oh, you shouldn't, Nobu. Didn't you say you quit drinking?
context: Who's that?\Could Aki from the convenience store be the cashier just now?\No. She's an imaginative character whom I feel close to.\Like Miyo from the tobacco store.\So a virtual Aki and Miyo? He's the fantasy type, just like me.\This is the first time I've talked about stuff like this alone with Nobu.\We think alike. We might just get along well.\Oh, you shouldn't, Nobu. Didn't you say you quit drinking? response:	Nothing good comes outta drinking, right?
context: Could Aki from the convenience store be the cashier just now?\No. She's an imaginative character whom I feel close to.\Like Miyo from the tobacco store.\So a virtual Aki and Miyo? He's the fantasy type, just like me.\This is the first time I've talked about stuff like this alone with Nobu.\We think alike. We might just get along well.\Oh, you shouldn't, Nobu. Didn't you say you quit drinking?\Nothing good comes outta drinking, right? response:	But nothing good happens even if I don't drink.
context: No. She's an imaginative character whom I feel close to.\Like Miyo from the tobacco store.\So a virtual Aki and Miyo? He's the fantasy type, just like me.\This is the first time I've talked about stuff like this alone with Nobu.\We think alike. We might just get along well.\Oh, you shouldn't, Nobu. Didn't you say you quit drinking?\Nothing good comes outta drinking, right?\But nothing good happens even if I don't drink. response:	My parents have disowned me, I get sent out to buy the booze,
context: Like Miyo from the tobacco store.\So a virtual Aki and Miyo? He's the fantasy type, just like me.\This is the first time I've talked about stuff like this alone with Nobu.\We think alike. We might just get along well.\Oh, you shouldn't, Nobu. Didn't you say you quit drinking?\Nothing good comes outta drinking, right?\But nothing good happens even if I don't drink.\My parents have disowned me, I get sent out to buy the booze, response:	I'm weak at mahjongg and I'm short.
context: So a virtual Aki and Miyo? He's the fantasy type, just like me.\This is the first time I've talked about stuff like this alone with Nobu.\We think alike. We might just get along well.\Oh, you shouldn't, Nobu. Didn't you say you quit drinking?\Nothing good comes outta drinking, right?\But nothing good happens even if I don't drink.\My parents have disowned me, I get sent out to buy the booze,\I'm weak at mahjongg and I'm short. response:	I'm not feeling so down anymore.
context: This is the first time I've talked about stuff like this alone with Nobu.\We think alike. We might just get along well.\Oh, you shouldn't, Nobu. Didn't you say you quit drinking?\Nothing good comes outta drinking, right?\But nothing good happens even if I don't drink.\My parents have disowned me, I get sent out to buy the booze,\I'm weak at mahjongg and I'm short.\I'm not feeling so down anymore. response:	If I had a boyfriend like Nobu,
context: We think alike. We might just get along well.\Oh, you shouldn't, Nobu. Didn't you say you quit drinking?\Nothing good comes outta drinking, right?\But nothing good happens even if I don't drink.\My parents have disowned me, I get sent out to buy the booze,\I'm weak at mahjongg and I'm short.\I'm not feeling so down anymore.\If I had a boyfriend like Nobu, response:	I'm sure every day would be so much fun.
context: Oh, you shouldn't, Nobu. Didn't you say you quit drinking?\Nothing good comes outta drinking, right?\But nothing good happens even if I don't drink.\My parents have disowned me, I get sent out to buy the booze,\I'm weak at mahjongg and I'm short.\I'm not feeling so down anymore.\If I had a boyfriend like Nobu,\I'm sure every day would be so much fun. response:	But am I thinking about him because Yasu is out of my reach?
context: Nothing good comes outta drinking, right?\But nothing good happens even if I don't drink.\My parents have disowned me, I get sent out to buy the booze,\I'm weak at mahjongg and I'm short.\I'm not feeling so down anymore.\If I had a boyfriend like Nobu,\I'm sure every day would be so much fun.\But am I thinking about him because Yasu is out of my reach? response:	What's the deal with that? I keep going after different men.
context: But nothing good happens even if I don't drink.\My parents have disowned me, I get sent out to buy the booze,\I'm weak at mahjongg and I'm short.\I'm not feeling so down anymore.\If I had a boyfriend like Nobu,\I'm sure every day would be so much fun.\But am I thinking about him because Yasu is out of my reach?\What's the deal with that? I keep going after different men. response:	But it's not like just anyone will do.
context: My parents have disowned me, I get sent out to buy the booze,\I'm weak at mahjongg and I'm short.\I'm not feeling so down anymore.\If I had a boyfriend like Nobu,\I'm sure every day would be so much fun.\But am I thinking about him because Yasu is out of my reach?\What's the deal with that? I keep going after different men.\But it's not like just anyone will do. response:	Like Jun-chan said, my surroundings are too bountiful.
context: I'm weak at mahjongg and I'm short.\I'm not feeling so down anymore.\If I had a boyfriend like Nobu,\I'm sure every day would be so much fun.\But am I thinking about him because Yasu is out of my reach?\What's the deal with that? I keep going after different men.\But it's not like just anyone will do.\Like Jun-chan said, my surroundings are too bountiful. response:	I'll ask him.
context: I'm not feeling so down anymore.\If I had a boyfriend like Nobu,\I'm sure every day would be so much fun.\But am I thinking about him because Yasu is out of my reach?\What's the deal with that? I keep going after different men.\But it's not like just anyone will do.\Like Jun-chan said, my surroundings are too bountiful.\I'll ask him. response:	Say, Nobu, don't you have a girlfriend?
context: If I had a boyfriend like Nobu,\I'm sure every day would be so much fun.\But am I thinking about him because Yasu is out of my reach?\What's the deal with that? I keep going after different men.\But it's not like just anyone will do.\Like Jun-chan said, my surroundings are too bountiful.\I'll ask him.\Say, Nobu, don't you have a girlfriend? response:	I don't.
context: I'm sure every day would be so much fun.\But am I thinking about him because Yasu is out of my reach?\What's the deal with that? I keep going after different men.\But it's not like just anyone will do.\Like Jun-chan said, my surroundings are too bountiful.\I'll ask him.\Say, Nobu, don't you have a girlfriend?\I don't. response:	Presently recruiting within-reach characters.
context: But am I thinking about him because Yasu is out of my reach?\What's the deal with that? I keep going after different men.\But it's not like just anyone will do.\Like Jun-chan said, my surroundings are too bountiful.\I'll ask him.\Say, Nobu, don't you have a girlfriend?\I don't.\Presently recruiting within-reach characters. response:	Super within-reach character
context: What's the deal with that? I keep going after different men.\But it's not like just anyone will do.\Like Jun-chan said, my surroundings are too bountiful.\I'll ask him.\Say, Nobu, don't you have a girlfriend?\I don't.\Presently recruiting within-reach characters.\Super within-reach character response:	Super within-reach character I might apply.
context: But it's not like just anyone will do.\Like Jun-chan said, my surroundings are too bountiful.\I'll ask him.\Say, Nobu, don't you have a girlfriend?\I don't.\Presently recruiting within-reach characters.\Super within-reach character\Super within-reach character I might apply. response:	Super within-reach character
context: Like Jun-chan said, my surroundings are too bountiful.\I'll ask him.\Say, Nobu, don't you have a girlfriend?\I don't.\Presently recruiting within-reach characters.\Super within-reach character\Super within-reach character I might apply.\Super within-reach character response:	What?! Takumi went home?!
context: I'll ask him.\Say, Nobu, don't you have a girlfriend?\I don't.\Presently recruiting within-reach characters.\Super within-reach character\Super within-reach character I might apply.\Super within-reach character\What?! Takumi went home?! response:	Mhm. He got a call on his cell.
context: Say, Nobu, don't you have a girlfriend?\I don't.\Presently recruiting within-reach characters.\Super within-reach character\Super within-reach character I might apply.\Super within-reach character\What?! Takumi went home?!\Mhm. He got a call on his cell. response:	He said it was urgent. A woman issue, maybe?
context: I don't.\Presently recruiting within-reach characters.\Super within-reach character\Super within-reach character I might apply.\Super within-reach character\What?! Takumi went home?!\Mhm. He got a call on his cell.\He said it was urgent. A woman issue, maybe? response:	Yeah, knowing him I'm sure it's a woman issue.
context: Presently recruiting within-reach characters.\Super within-reach character\Super within-reach character I might apply.\Super within-reach character\What?! Takumi went home?!\Mhm. He got a call on his cell.\He said it was urgent. A woman issue, maybe?\Yeah, knowing him I'm sure it's a woman issue. response:	He has no morals.
context: Super within-reach character\Super within-reach character I might apply.\Super within-reach character\What?! Takumi went home?!\Mhm. He got a call on his cell.\He said it was urgent. A woman issue, maybe?\Yeah, knowing him I'm sure it's a woman issue.\He has no morals. response:	You're one to talk.
context: Super within-reach character I might apply.\Super within-reach character\What?! Takumi went home?!\Mhm. He got a call on his cell.\He said it was urgent. A woman issue, maybe?\Yeah, knowing him I'm sure it's a woman issue.\He has no morals.\You're one to talk. response:	Come on! Why didn't you keep him here until I returned? Nana, you idiot!
context: Super within-reach character\What?! Takumi went home?!\Mhm. He got a call on his cell.\He said it was urgent. A woman issue, maybe?\Yeah, knowing him I'm sure it's a woman issue.\He has no morals.\You're one to talk.\Come on! Why didn't you keep him here until I returned? Nana, you idiot! response:	Give up on Takumi, Hachiko. He seems to be quite the player.
context: What?! Takumi went home?!\Mhm. He got a call on his cell.\He said it was urgent. A woman issue, maybe?\Yeah, knowing him I'm sure it's a woman issue.\He has no morals.\You're one to talk.\Come on! Why didn't you keep him here until I returned? Nana, you idiot!\Give up on Takumi, Hachiko. He seems to be quite the player. response:	I don't care about that!
context: Mhm. He got a call on his cell.\He said it was urgent. A woman issue, maybe?\Yeah, knowing him I'm sure it's a woman issue.\He has no morals.\You're one to talk.\Come on! Why didn't you keep him here until I returned? Nana, you idiot!\Give up on Takumi, Hachiko. He seems to be quite the player.\I don't care about that! response:	You don't care if he's like that. Then go ahead, do as you please.
context: He said it was urgent. A woman issue, maybe?\Yeah, knowing him I'm sure it's a woman issue.\He has no morals.\You're one to talk.\Come on! Why didn't you keep him here until I returned? Nana, you idiot!\Give up on Takumi, Hachiko. He seems to be quite the player.\I don't care about that!\You don't care if he's like that. Then go ahead, do as you please. response:	That's not what I mean! I wanted his autograph before he left!
context: Yeah, knowing him I'm sure it's a woman issue.\He has no morals.\You're one to talk.\Come on! Why didn't you keep him here until I returned? Nana, you idiot!\Give up on Takumi, Hachiko. He seems to be quite the player.\I don't care about that!\You don't care if he's like that. Then go ahead, do as you please.\That's not what I mean! I wanted his autograph before he left! response:	So we're talking at that level.
context: He has no morals.\You're one to talk.\Come on! Why didn't you keep him here until I returned? Nana, you idiot!\Give up on Takumi, Hachiko. He seems to be quite the player.\I don't care about that!\You don't care if he's like that. Then go ahead, do as you please.\That's not what I mean! I wanted his autograph before he left!\So we're talking at that level. response:	Don't cry, Hachiko. I'll get you Takumi's autograph.
context: You're one to talk.\Come on! Why didn't you keep him here until I returned? Nana, you idiot!\Give up on Takumi, Hachiko. He seems to be quite the player.\I don't care about that!\You don't care if he's like that. Then go ahead, do as you please.\That's not what I mean! I wanted his autograph before he left!\So we're talking at that level.\Don't cry, Hachiko. I'll get you Takumi's autograph. response:	Hachiko?
context: Come on! Why didn't you keep him here until I returned? Nana, you idiot!\Give up on Takumi, Hachiko. He seems to be quite the player.\I don't care about that!\You don't care if he's like that. Then go ahead, do as you please.\That's not what I mean! I wanted his autograph before he left!\So we're talking at that level.\Don't cry, Hachiko. I'll get you Takumi's autograph.\Hachiko? response:	I'm starting to think the nickname Hachi is actually really cute.
context: Give up on Takumi, Hachiko. He seems to be quite the player.\I don't care about that!\You don't care if he's like that. Then go ahead, do as you please.\That's not what I mean! I wanted his autograph before he left!\So we're talking at that level.\Don't cry, Hachiko. I'll get you Takumi's autograph.\Hachiko?\I'm starting to think the nickname Hachi is actually really cute. response:	May I have an autograph?!
context: I don't care about that!\You don't care if he's like that. Then go ahead, do as you please.\That's not what I mean! I wanted his autograph before he left!\So we're talking at that level.\Don't cry, Hachiko. I'll get you Takumi's autograph.\Hachiko?\I'm starting to think the nickname Hachi is actually really cute.\May I have an autograph?! response:	Autograph Paper May I have an autograph?!
context: You don't care if he's like that. Then go ahead, do as you please.\That's not what I mean! I wanted his autograph before he left!\So we're talking at that level.\Don't cry, Hachiko. I'll get you Takumi's autograph.\Hachiko?\I'm starting to think the nickname Hachi is actually really cute.\May I have an autograph?!\Autograph Paper May I have an autograph?! response:	Autograph Paper
context: That's not what I mean! I wanted his autograph before he left!\So we're talking at that level.\Don't cry, Hachiko. I'll get you Takumi's autograph.\Hachiko?\I'm starting to think the nickname Hachi is actually really cute.\May I have an autograph?!\Autograph Paper May I have an autograph?!\Autograph Paper response:	Autograph Paper I think she likes me.
context: So we're talking at that level.\Don't cry, Hachiko. I'll get you Takumi's autograph.\Hachiko?\I'm starting to think the nickname Hachi is actually really cute.\May I have an autograph?!\Autograph Paper May I have an autograph?!\Autograph Paper\Autograph Paper I think she likes me. response:	Autograph Paper Will just anyone do?
context: Don't cry, Hachiko. I'll get you Takumi's autograph.\Hachiko?\I'm starting to think the nickname Hachi is actually really cute.\May I have an autograph?!\Autograph Paper May I have an autograph?!\Autograph Paper\Autograph Paper I think she likes me.\Autograph Paper Will just anyone do? response:	There were many ups and downs, but overall this day was special.
context: Hachiko?\I'm starting to think the nickname Hachi is actually really cute.\May I have an autograph?!\Autograph Paper May I have an autograph?!\Autograph Paper\Autograph Paper I think she likes me.\Autograph Paper Will just anyone do?\There were many ups and downs, but overall this day was special. response:	Now that Takumi's gone Hachi's back to her usual self.
context: I'm starting to think the nickname Hachi is actually really cute.\May I have an autograph?!\Autograph Paper May I have an autograph?!\Autograph Paper\Autograph Paper I think she likes me.\Autograph Paper Will just anyone do?\There were many ups and downs, but overall this day was special.\Now that Takumi's gone Hachi's back to her usual self. response:	She must've been nervous.
context: May I have an autograph?!\Autograph Paper May I have an autograph?!\Autograph Paper\Autograph Paper I think she likes me.\Autograph Paper Will just anyone do?\There were many ups and downs, but overall this day was special.\Now that Takumi's gone Hachi's back to her usual self.\She must've been nervous. response:	- I was too. - Liar.
context: Autograph Paper May I have an autograph?!\Autograph Paper\Autograph Paper I think she likes me.\Autograph Paper Will just anyone do?\There were many ups and downs, but overall this day was special.\Now that Takumi's gone Hachi's back to her usual self.\She must've been nervous.\- I was too. - Liar. response:	That day, the only thing Takumi and I really talked about
context: Autograph Paper\Autograph Paper I think she likes me.\Autograph Paper Will just anyone do?\There were many ups and downs, but overall this day was special.\Now that Takumi's gone Hachi's back to her usual self.\She must've been nervous.\- I was too. - Liar.\That day, the only thing Takumi and I really talked about response:	was Jun-chan's tomatoes.
context: Autograph Paper I think she likes me.\Autograph Paper Will just anyone do?\There were many ups and downs, but overall this day was special.\Now that Takumi's gone Hachi's back to her usual self.\She must've been nervous.\- I was too. - Liar.\That day, the only thing Takumi and I really talked about\was Jun-chan's tomatoes. response:	Still I had a full serving of happiness.
context: Autograph Paper Will just anyone do?\There were many ups and downs, but overall this day was special.\Now that Takumi's gone Hachi's back to her usual self.\She must've been nervous.\- I was too. - Liar.\That day, the only thing Takumi and I really talked about\was Jun-chan's tomatoes.\Still I had a full serving of happiness. response:	But why is it that there is no limit to the desires of human beings?
context: There were many ups and downs, but overall this day was special.\Now that Takumi's gone Hachi's back to her usual self.\She must've been nervous.\- I was too. - Liar.\That day, the only thing Takumi and I really talked about\was Jun-chan's tomatoes.\Still I had a full serving of happiness.\But why is it that there is no limit to the desires of human beings? response:	Who could it be? What a pest. Let me sleep a bit more.
context: Now that Takumi's gone Hachi's back to her usual self.\She must've been nervous.\- I was too. - Liar.\That day, the only thing Takumi and I really talked about\was Jun-chan's tomatoes.\Still I had a full serving of happiness.\But why is it that there is no limit to the desires of human beings?\Who could it be? What a pest. Let me sleep a bit more. response:	Shin! Wh-What are you doing in my bed?!
context: She must've been nervous.\- I was too. - Liar.\That day, the only thing Takumi and I really talked about\was Jun-chan's tomatoes.\Still I had a full serving of happiness.\But why is it that there is no limit to the desires of human beings?\Who could it be? What a pest. Let me sleep a bit more.\Shin! Wh-What are you doing in my bed?! response:	It's so comfortable.
