context: What was that? response:	They're after the Aurora!
context: Yes. I tune the sound of the world.\What do you hope to achieve by killing me?\I'm going to destroy this world and free the Norma.\Why?\Why...?\Do the Norma really want to be freed?\It's true that there isn't a place for them in this world, as they can't use Mana.\But instead, they're given the task of fighting the DRAGONs. response:	All anyone needs for contentment and peace of mind is a place and a role.
context: What do you hope to achieve by killing me?\I'm going to destroy this world and free the Norma.\Why?\Why...?\Do the Norma really want to be freed?\It's true that there isn't a place for them in this world, as they can't use Mana.\But instead, they're given the task of fighting the DRAGONs.\All anyone needs for contentment and peace of mind is a place and a role. response:	To think for one's self and to live for one's self is an enormous burden.
context: I'm going to destroy this world and free the Norma.\Why?\Why...?\Do the Norma really want to be freed?\It's true that there isn't a place for them in this world, as they can't use Mana.\But instead, they're given the task of fighting the DRAGONs.\All anyone needs for contentment and peace of mind is a place and a role.\To think for one's self and to live for one's self is an enormous burden. response:	What are you...
context: Why?\Why...?\Do the Norma really want to be freed?\It's true that there isn't a place for them in this world, as they can't use Mana.\But instead, they're given the task of fighting the DRAGONs.\All anyone needs for contentment and peace of mind is a place and a role.\To think for one's self and to live for one's self is an enormous burden.\What are you... response:	Oh?
context: Why...?\Do the Norma really want to be freed?\It's true that there isn't a place for them in this world, as they can't use Mana.\But instead, they're given the task of fighting the DRAGONs.\All anyone needs for contentment and peace of mind is a place and a role.\To think for one's self and to live for one's self is an enormous burden.\What are you...\Oh? response:	What have you done to me?
context: Do the Norma really want to be freed?\It's true that there isn't a place for them in this world, as they can't use Mana.\But instead, they're given the task of fighting the DRAGONs.\All anyone needs for contentment and peace of mind is a place and a role.\To think for one's self and to live for one's self is an enormous burden.\What are you...\Oh?\What have you done to me? response:	Your destructive impulses arise from your anxiety.
context: It's true that there isn't a place for them in this world, as they can't use Mana.\But instead, they're given the task of fighting the DRAGONs.\All anyone needs for contentment and peace of mind is a place and a role.\To think for one's self and to live for one's self is an enormous burden.\What are you...\Oh?\What have you done to me?\Your destructive impulses arise from your anxiety. response:	You were robbed, deceived, and betrayed so many times.
context: But instead, they're given the task of fighting the DRAGONs.\All anyone needs for contentment and peace of mind is a place and a role.\To think for one's self and to live for one's self is an enormous burden.\What are you...\Oh?\What have you done to me?\Your destructive impulses arise from your anxiety.\You were robbed, deceived, and betrayed so many times. response:	You don't know where to turn.
context: All anyone needs for contentment and peace of mind is a place and a role.\To think for one's self and to live for one's self is an enormous burden.\What are you...\Oh?\What have you done to me?\Your destructive impulses arise from your anxiety.\You were robbed, deceived, and betrayed so many times.\You don't know where to turn. response:	Sh-Shut up!
context: To think for one's self and to live for one's self is an enormous burden.\What are you...\Oh?\What have you done to me?\Your destructive impulses arise from your anxiety.\You were robbed, deceived, and betrayed so many times.\You don't know where to turn.\Sh-Shut up! response:	That's why you become afraid and bare your fangs.
context: What are you...\Oh?\What have you done to me?\Your destructive impulses arise from your anxiety.\You were robbed, deceived, and betrayed so many times.\You don't know where to turn.\Sh-Shut up!\That's why you become afraid and bare your fangs. response:	I can free you from your anxiety.
context: Oh?\What have you done to me?\Your destructive impulses arise from your anxiety.\You were robbed, deceived, and betrayed so many times.\You don't know where to turn.\Sh-Shut up!\That's why you become afraid and bare your fangs.\I can free you from your anxiety. response:	Love.
context: What have you done to me?\Your destructive impulses arise from your anxiety.\You were robbed, deceived, and betrayed so many times.\You don't know where to turn.\Sh-Shut up!\That's why you become afraid and bare your fangs.\I can free you from your anxiety.\Love. response:	Peace of mind.
context: Your destructive impulses arise from your anxiety.\You were robbed, deceived, and betrayed so many times.\You don't know where to turn.\Sh-Shut up!\That's why you become afraid and bare your fangs.\I can free you from your anxiety.\Love.\Peace of mind. response:	Friendship.
context: You were robbed, deceived, and betrayed so many times.\You don't know where to turn.\Sh-Shut up!\That's why you become afraid and bare your fangs.\I can free you from your anxiety.\Love.\Peace of mind.\Friendship. response:	Trust.
context: You don't know where to turn.\Sh-Shut up!\That's why you become afraid and bare your fangs.\I can free you from your anxiety.\Love.\Peace of mind.\Friendship.\Trust. response:	Belonging.
context: Sh-Shut up!\That's why you become afraid and bare your fangs.\I can free you from your anxiety.\Love.\Peace of mind.\Friendship.\Trust.\Belonging. response:	I can provide everything you want.
context: That's why you become afraid and bare your fangs.\I can free you from your anxiety.\Love.\Peace of mind.\Friendship.\Trust.\Belonging.\I can provide everything you want. response:	So abandon everything and accept me.
context: I can free you from your anxiety.\Love.\Peace of mind.\Friendship.\Trust.\Belonging.\I can provide everything you want.\So abandon everything and accept me. response:	Abandon everything you're wearing.
context: Love.\Peace of mind.\Friendship.\Trust.\Belonging.\I can provide everything you want.\So abandon everything and accept me.\Abandon everything you're wearing. response:	You're strong.
context: Peace of mind.\Friendship.\Trust.\Belonging.\I can provide everything you want.\So abandon everything and accept me.\Abandon everything you're wearing.\You're strong. response:	You can trust me.
context: Friendship.\Trust.\Belonging.\I can provide everything you want.\So abandon everything and accept me.\Abandon everything you're wearing.\You're strong.\You can trust me. response:	Good girl.
context: Trust.\Belonging.\I can provide everything you want.\So abandon everything and accept me.\Abandon everything you're wearing.\You're strong.\You can trust me.\Good girl. response:	Golden hair and flaming eyes.
context: Belonging.\I can provide everything you want.\So abandon everything and accept me.\Abandon everything you're wearing.\You're strong.\You can trust me.\Good girl.\Golden hair and flaming eyes. response:	Pale lips and smooth skin.
context: I can provide everything you want.\So abandon everything and accept me.\Abandon everything you're wearing.\You're strong.\You can trust me.\Good girl.\Golden hair and flaming eyes.\Pale lips and smooth skin. response:	Firm, ample breasts and pink...
context: So abandon everything and accept me.\Abandon everything you're wearing.\You're strong.\You can trust me.\Good girl.\Golden hair and flaming eyes.\Pale lips and smooth skin.\Firm, ample breasts and pink... response:	You're beautiful.
context: Abandon everything you're wearing.\You're strong.\You can trust me.\Good girl.\Golden hair and flaming eyes.\Pale lips and smooth skin.\Firm, ample breasts and pink...\You're beautiful. response:	Not even Venus or Aphrodite could compare.
context: You're strong.\You can trust me.\Good girl.\Golden hair and flaming eyes.\Pale lips and smooth skin.\Firm, ample breasts and pink...\You're beautiful.\Not even Venus or Aphrodite could compare. response:	Impossible...
context: You can trust me.\Good girl.\Golden hair and flaming eyes.\Pale lips and smooth skin.\Firm, ample breasts and pink...\You're beautiful.\Not even Venus or Aphrodite could compare.\Impossible... response:	Give me anything?
context: Good girl.\Golden hair and flaming eyes.\Pale lips and smooth skin.\Firm, ample breasts and pink...\You're beautiful.\Not even Venus or Aphrodite could compare.\Impossible...\Give me anything? response:	I'm not empty enough to be content with whatever you decide to give me.
context: Golden hair and flaming eyes.\Pale lips and smooth skin.\Firm, ample breasts and pink...\You're beautiful.\Not even Venus or Aphrodite could compare.\Impossible...\Give me anything?\I'm not empty enough to be content with whatever you decide to give me. response:	I don't care if you're God or a Tuner or anything else.
context: Pale lips and smooth skin.\Firm, ample breasts and pink...\You're beautiful.\Not even Venus or Aphrodite could compare.\Impossible...\Give me anything?\I'm not empty enough to be content with whatever you decide to give me.\I don't care if you're God or a Tuner or anything else. response:	I'll kill you until you die, and then I'll destroy the world.
context: Firm, ample breasts and pink...\You're beautiful.\Not even Venus or Aphrodite could compare.\Impossible...\Give me anything?\I'm not empty enough to be content with whatever you decide to give me.\I don't care if you're God or a Tuner or anything else.\I'll kill you until you die, and then I'll destroy the world. response:	So dramatic!
context: You're beautiful.\Not even Venus or Aphrodite could compare.\Impossible...\Give me anything?\I'm not empty enough to be content with whatever you decide to give me.\I don't care if you're God or a Tuner or anything else.\I'll kill you until you die, and then I'll destroy the world.\So dramatic! response:	I may have lived just to meet you.
context: Not even Venus or Aphrodite could compare.\Impossible...\Give me anything?\I'm not empty enough to be content with whatever you decide to give me.\I don't care if you're God or a Tuner or anything else.\I'll kill you until you die, and then I'll destroy the world.\So dramatic!\I may have lived just to meet you. response:	For all these thousands of years...
context: Impossible...\Give me anything?\I'm not empty enough to be content with whatever you decide to give me.\I don't care if you're God or a Tuner or anything else.\I'll kill you until you die, and then I'll destroy the world.\So dramatic!\I may have lived just to meet you.\For all these thousands of years... response:	Commander, it's Hilda.
context: Give me anything?\I'm not empty enough to be content with whatever you decide to give me.\I don't care if you're God or a Tuner or anything else.\I'll kill you until you die, and then I'll destroy the world.\So dramatic!\I may have lived just to meet you.\For all these thousands of years...\Commander, it's Hilda. response:	I'd like to talk to you about our strategy going forward.
context: I'm not empty enough to be content with whatever you decide to give me.\I don't care if you're God or a Tuner or anything else.\I'll kill you until you die, and then I'll destroy the world.\So dramatic!\I may have lived just to meet you.\For all these thousands of years...\Commander, it's Hilda.\I'd like to talk to you about our strategy going forward. response:	We have to go back.
context: I don't care if you're God or a Tuner or anything else.\I'll kill you until you die, and then I'll destroy the world.\So dramatic!\I may have lived just to meet you.\For all these thousands of years...\Commander, it's Hilda.\I'd like to talk to you about our strategy going forward.\We have to go back. response:	You can stay here, Alektra.
context: I'll kill you until you die, and then I'll destroy the world.\So dramatic!\I may have lived just to meet you.\For all these thousands of years...\Commander, it's Hilda.\I'd like to talk to you about our strategy going forward.\We have to go back.\You can stay here, Alektra. response:	Forever.
context: So dramatic!\I may have lived just to meet you.\For all these thousands of years...\Commander, it's Hilda.\I'd like to talk to you about our strategy going forward.\We have to go back.\You can stay here, Alektra.\Forever. response:	No.
context: I may have lived just to meet you.\For all these thousands of years...\Commander, it's Hilda.\I'd like to talk to you about our strategy going forward.\We have to go back.\You can stay here, Alektra.\Forever.\No. response:	I can't.
context: For all these thousands of years...\Commander, it's Hilda.\I'd like to talk to you about our strategy going forward.\We have to go back.\You can stay here, Alektra.\Forever.\No.\I can't. response:	I'll be ruined.
context: Commander, it's Hilda.\I'd like to talk to you about our strategy going forward.\We have to go back.\You can stay here, Alektra.\Forever.\No.\I can't.\I'll be ruined. response:	I'm sorry.
context: I'd like to talk to you about our strategy going forward.\We have to go back.\You can stay here, Alektra.\Forever.\No.\I can't.\I'll be ruined.\I'm sorry. response:	I'm sorry, Embryo-sama.
context: We have to go back.\You can stay here, Alektra.\Forever.\No.\I can't.\I'll be ruined.\I'm sorry.\I'm sorry, Embryo-sama. response:	Next Episode
context: You can stay here, Alektra.\Forever.\No.\I can't.\I'll be ruined.\I'm sorry.\I'm sorry, Embryo-sama.\Next Episode response:	It's the preview, Rosalie.
context: Forever.\No.\I can't.\I'll be ruined.\I'm sorry.\I'm sorry, Embryo-sama.\Next Episode\It's the preview, Rosalie. response:	Finally, I can vent!
context: No.\I can't.\I'll be ruined.\I'm sorry.\I'm sorry, Embryo-sama.\Next Episode\It's the preview, Rosalie.\Finally, I can vent! response:	They feed me laxative, they make me talk like an old fart, and they treat me like crap!
context: I can't.\I'll be ruined.\I'm sorry.\I'm sorry, Embryo-sama.\Next Episode\It's the preview, Rosalie.\Finally, I can vent!\They feed me laxative, they make me talk like an old fart, and they treat me like crap! response:	I almost died.
context: I'll be ruined.\I'm sorry.\I'm sorry, Embryo-sama.\Next Episode\It's the preview, Rosalie.\Finally, I can vent!\They feed me laxative, they make me talk like an old fart, and they treat me like crap!\I almost died. response:	I want more RosaChri scenes!
context: I'm sorry.\I'm sorry, Embryo-sama.\Next Episode\It's the preview, Rosalie.\Finally, I can vent!\They feed me laxative, they make me talk like an old fart, and they treat me like crap!\I almost died.\I want more RosaChri scenes! response:	ChriRosa, not RosaChri.
context: I'm sorry, Embryo-sama.\Next Episode\It's the preview, Rosalie.\Finally, I can vent!\They feed me laxative, they make me talk like an old fart, and they treat me like crap!\I almost died.\I want more RosaChri scenes!\ChriRosa, not RosaChri. response:	Soul of God
context: Next Episode\It's the preview, Rosalie.\Finally, I can vent!\They feed me laxative, they make me talk like an old fart, and they treat me like crap!\I almost died.\I want more RosaChri scenes!\ChriRosa, not RosaChri.\Soul of God response:	What? Oh, right...
