context: Signs response:	Opening 1st Frame
context: Titans from all directions!\All men, engage.\Defend the female-form Titan, even if it costs you your lives!\It's no use!\Retreat, men!\Fall back into formation!\Return to Karanes!\We've been had. response:	Just look at you.
context: All men, engage.\Defend the female-form Titan, even if it costs you your lives!\It's no use!\Retreat, men!\Fall back into formation!\Return to Karanes!\We've been had.\Just look at you. response:	Don't tell me...
context: Defend the female-form Titan, even if it costs you your lives!\It's no use!\Retreat, men!\Fall back into formation!\Return to Karanes!\We've been had.\Just look at you.\Don't tell me... response:	Our enemies...
context: It's no use!\Retreat, men!\Fall back into formation!\Return to Karanes!\We've been had.\Just look at you.\Don't tell me...\Our enemies... response:	I never expected the enemy to destroy itself along with the evidence
context: Retreat, men!\Fall back into formation!\Return to Karanes!\We've been had.\Just look at you.\Don't tell me...\Our enemies...\I never expected the enemy to destroy itself along with the evidence response:	by inciting other Titans to devour its flesh.
context: Fall back into formation!\Return to Karanes!\We've been had.\Just look at you.\Don't tell me...\Our enemies...\I never expected the enemy to destroy itself along with the evidence\by inciting other Titans to devour its flesh. response:	After all our big talk at the court martial, this is what happens.
context: Return to Karanes!\We've been had.\Just look at you.\Don't tell me...\Our enemies...\I never expected the enemy to destroy itself along with the evidence\by inciting other Titans to devour its flesh.\After all our big talk at the court martial, this is what happens. response:	If we return empty-handed, who knows
context: We've been had.\Just look at you.\Don't tell me...\Our enemies...\I never expected the enemy to destroy itself along with the evidence\by inciting other Titans to devour its flesh.\After all our big talk at the court martial, this is what happens.\If we return empty-handed, who knows response:	what will happen to Eren, or to us.
context: Just look at you.\Don't tell me...\Our enemies...\I never expected the enemy to destroy itself along with the evidence\by inciting other Titans to devour its flesh.\After all our big talk at the court martial, this is what happens.\If we return empty-handed, who knows\what will happen to Eren, or to us. response:	We can think about that after we make it back.
context: Don't tell me...\Our enemies...\I never expected the enemy to destroy itself along with the evidence\by inciting other Titans to devour its flesh.\After all our big talk at the court martial, this is what happens.\If we return empty-handed, who knows\what will happen to Eren, or to us.\We can think about that after we make it back. response:	For now, our priority is getting home without any additional casualties.
context: Our enemies...\I never expected the enemy to destroy itself along with the evidence\by inciting other Titans to devour its flesh.\After all our big talk at the court martial, this is what happens.\If we return empty-handed, who knows\what will happen to Eren, or to us.\We can think about that after we make it back.\For now, our priority is getting home without any additional casualties. response:	For now...
context: I never expected the enemy to destroy itself along with the evidence\by inciting other Titans to devour its flesh.\After all our big talk at the court martial, this is what happens.\If we return empty-handed, who knows\what will happen to Eren, or to us.\We can think about that after we make it back.\For now, our priority is getting home without any additional casualties.\For now... response:	The steam from its corpse is limiting visibility.
context: by inciting other Titans to devour its flesh.\After all our big talk at the court martial, this is what happens.\If we return empty-handed, who knows\what will happen to Eren, or to us.\We can think about that after we make it back.\For now, our priority is getting home without any additional casualties.\For now...\The steam from its corpse is limiting visibility. response:	It might interfere with our signal flare message relay system.
context: After all our big talk at the court martial, this is what happens.\If we return empty-handed, who knows\what will happen to Eren, or to us.\We can think about that after we make it back.\For now, our priority is getting home without any additional casualties.\For now...\The steam from its corpse is limiting visibility.\It might interfere with our signal flare message relay system. response:	I'll call my team.
context: If we return empty-handed, who knows\what will happen to Eren, or to us.\We can think about that after we make it back.\For now, our priority is getting home without any additional casualties.\For now...\The steam from its corpse is limiting visibility.\It might interfere with our signal flare message relay system.\I'll call my team. response:	Wait, Levi...
context: what will happen to Eren, or to us.\We can think about that after we make it back.\For now, our priority is getting home without any additional casualties.\For now...\The steam from its corpse is limiting visibility.\It might interfere with our signal flare message relay system.\I'll call my team.\Wait, Levi... response:	Refill your gas and blades.
context: We can think about that after we make it back.\For now, our priority is getting home without any additional casualties.\For now...\The steam from its corpse is limiting visibility.\It might interfere with our signal flare message relay system.\I'll call my team.\Wait, Levi...\Refill your gas and blades. response:	There's no time.
context: For now, our priority is getting home without any additional casualties.\For now...\The steam from its corpse is limiting visibility.\It might interfere with our signal flare message relay system.\I'll call my team.\Wait, Levi...\Refill your gas and blades.\There's no time. response:	I should have enough.
context: For now...\The steam from its corpse is limiting visibility.\It might interfere with our signal flare message relay system.\I'll call my team.\Wait, Levi...\Refill your gas and blades.\There's no time.\I should have enough. response:	Why?
context: The steam from its corpse is limiting visibility.\It might interfere with our signal flare message relay system.\I'll call my team.\Wait, Levi...\Refill your gas and blades.\There's no time.\I should have enough.\Why? response:	That's an order.
context: It might interfere with our signal flare message relay system.\I'll call my team.\Wait, Levi...\Refill your gas and blades.\There's no time.\I should have enough.\Why?\That's an order. response:	Follow it.
context: I'll call my team.\Wait, Levi...\Refill your gas and blades.\There's no time.\I should have enough.\Why?\That's an order.\Follow it. response:	Roger, Erwin.
context: Wait, Levi...\Refill your gas and blades.\There's no time.\I should have enough.\Why?\That's an order.\Follow it.\Roger, Erwin. response:	I trust your judgment.
context: Refill your gas and blades.\There's no time.\I should have enough.\Why?\That's an order.\Follow it.\Roger, Erwin.\I trust your judgment. response:	We're retreating.
context: There's no time.\I should have enough.\Why?\That's an order.\Follow it.\Roger, Erwin.\I trust your judgment.\We're retreating. response:	Everyone, fall back.
context: I should have enough.\Why?\That's an order.\Follow it.\Roger, Erwin.\I trust your judgment.\We're retreating.\Everyone, fall back. response:	Mount your horses and retreat.
context: Why?\That's an order.\Follow it.\Roger, Erwin.\I trust your judgment.\We're retreating.\Everyone, fall back.\Mount your horses and retreat. response:	Right!
context: That's an order.\Follow it.\Roger, Erwin.\I trust your judgment.\We're retreating.\Everyone, fall back.\Mount your horses and retreat.\Right! response:	What? It's over already?
context: Follow it.\Roger, Erwin.\I trust your judgment.\We're retreating.\Everyone, fall back.\Mount your horses and retreat.\Right!\What? It's over already? response:	We can go home! All right!
context: Roger, Erwin.\I trust your judgment.\We're retreating.\Everyone, fall back.\Mount your horses and retreat.\Right!\What? It's over already?\We can go home! All right! response:	What's going on?
context: I trust your judgment.\We're retreating.\Everyone, fall back.\Mount your horses and retreat.\Right!\What? It's over already?\We can go home! All right!\What's going on? response:	Where's Eren?
context: We're retreating.\Everyone, fall back.\Mount your horses and retreat.\Right!\What? It's over already?\We can go home! All right!\What's going on?\Where's Eren? response:	Looks like it's over.
context: Everyone, fall back.\Mount your horses and retreat.\Right!\What? It's over already?\We can go home! All right!\What's going on?\Where's Eren?\Looks like it's over. response:	Back to the horses! Prepare to retreat!
context: Mount your horses and retreat.\Right!\What? It's over already?\We can go home! All right!\What's going on?\Where's Eren?\Looks like it's over.\Back to the horses! Prepare to retreat! response:	You heard the man.
context: Right!\What? It's over already?\We can go home! All right!\What's going on?\Where's Eren?\Looks like it's over.\Back to the horses! Prepare to retreat!\You heard the man. response:	Let's go see what the bastard inside that thing looks like.
context: What? It's over already?\We can go home! All right!\What's going on?\Where's Eren?\Looks like it's over.\Back to the horses! Prepare to retreat!\You heard the man.\Let's go see what the bastard inside that thing looks like. response:	Will we really find out who it is?
context: We can go home! All right!\What's going on?\Where's Eren?\Looks like it's over.\Back to the horses! Prepare to retreat!\You heard the man.\Let's go see what the bastard inside that thing looks like.\Will we really find out who it is? response:	All thanks to you.
context: What's going on?\Where's Eren?\Looks like it's over.\Back to the horses! Prepare to retreat!\You heard the man.\Let's go see what the bastard inside that thing looks like.\Will we really find out who it is?\All thanks to you. response:	I didn't really do anything.
context: Where's Eren?\Looks like it's over.\Back to the horses! Prepare to retreat!\You heard the man.\Let's go see what the bastard inside that thing looks like.\Will we really find out who it is?\All thanks to you.\I didn't really do anything. response:	You had faith in us.
context: Looks like it's over.\Back to the horses! Prepare to retreat!\You heard the man.\Let's go see what the bastard inside that thing looks like.\Will we really find out who it is?\All thanks to you.\I didn't really do anything.\You had faith in us. response:	This is the result of your choice to believe in us back then.
context: Back to the horses! Prepare to retreat!\You heard the man.\Let's go see what the bastard inside that thing looks like.\Will we really find out who it is?\All thanks to you.\I didn't really do anything.\You had faith in us.\This is the result of your choice to believe in us back then. response:	Making the right choice isn't easy.
context: You heard the man.\Let's go see what the bastard inside that thing looks like.\Will we really find out who it is?\All thanks to you.\I didn't really do anything.\You had faith in us.\This is the result of your choice to believe in us back then.\Making the right choice isn't easy. response:	Hey, don't pamper him, Petra...
context: Let's go see what the bastard inside that thing looks like.\Will we really find out who it is?\All thanks to you.\I didn't really do anything.\You had faith in us.\This is the result of your choice to believe in us back then.\Making the right choice isn't easy.\Hey, don't pamper him, Petra... response:	What did he even do, anyway?
context: Will we really find out who it is?\All thanks to you.\I didn't really do anything.\You had faith in us.\This is the result of your choice to believe in us back then.\Making the right choice isn't easy.\Hey, don't pamper him, Petra...\What did he even do, anyway? response:	He was pathetic. He just kept whining.
context: All thanks to you.\I didn't really do anything.\You had faith in us.\This is the result of your choice to believe in us back then.\Making the right choice isn't easy.\Hey, don't pamper him, Petra...\What did he even do, anyway?\He was pathetic. He just kept whining. response:	Well, coming back alive from your first excursion is a pretty good start.
context: I didn't really do anything.\You had faith in us.\This is the result of your choice to believe in us back then.\Making the right choice isn't easy.\Hey, don't pamper him, Petra...\What did he even do, anyway?\He was pathetic. He just kept whining.\Well, coming back alive from your first excursion is a pretty good start. response:	But it doesn't count until the mission's over.
context: You had faith in us.\This is the result of your choice to believe in us back then.\Making the right choice isn't easy.\Hey, don't pamper him, Petra...\What did he even do, anyway?\He was pathetic. He just kept whining.\Well, coming back alive from your first excursion is a pretty good start.\But it doesn't count until the mission's over. response:	Listen up, kiddo! The expedition lasts until you're at home in bed...
context: This is the result of your choice to believe in us back then.\Making the right choice isn't easy.\Hey, don't pamper him, Petra...\What did he even do, anyway?\He was pathetic. He just kept whining.\Well, coming back alive from your first excursion is a pretty good start.\But it doesn't count until the mission's over.\Listen up, kiddo! The expedition lasts until you're at home in bed... response:	Jeez, I know that!
context: Making the right choice isn't easy.\Hey, don't pamper him, Petra...\What did he even do, anyway?\He was pathetic. He just kept whining.\Well, coming back alive from your first excursion is a pretty good start.\But it doesn't count until the mission's over.\Listen up, kiddo! The expedition lasts until you're at home in bed...\Jeez, I know that! response:	Auruo! Petra!
context: Hey, don't pamper him, Petra...\What did he even do, anyway?\He was pathetic. He just kept whining.\Well, coming back alive from your first excursion is a pretty good start.\But it doesn't count until the mission's over.\Listen up, kiddo! The expedition lasts until you're at home in bed...\Jeez, I know that!\Auruo! Petra! response:	You guys pissed your pants and cried on your first mission.
context: What did he even do, anyway?\He was pathetic. He just kept whining.\Well, coming back alive from your first excursion is a pretty good start.\But it doesn't count until the mission's over.\Listen up, kiddo! The expedition lasts until you're at home in bed...\Jeez, I know that!\Auruo! Petra!\You guys pissed your pants and cried on your first mission. response:	You're all grown up now!
context: He was pathetic. He just kept whining.\Well, coming back alive from your first excursion is a pretty good start.\But it doesn't count until the mission's over.\Listen up, kiddo! The expedition lasts until you're at home in bed...\Jeez, I know that!\Auruo! Petra!\You guys pissed your pants and cried on your first mission.\You're all grown up now! response:	Don't say that!
context: Well, coming back alive from your first excursion is a pretty good start.\But it doesn't count until the mission's over.\Listen up, kiddo! The expedition lasts until you're at home in bed...\Jeez, I know that!\Auruo! Petra!\You guys pissed your pants and cried on your first mission.\You're all grown up now!\Don't say that! response:	What if he stops respecting me, Erd?!
context: But it doesn't count until the mission's over.\Listen up, kiddo! The expedition lasts until you're at home in bed...\Jeez, I know that!\Auruo! Petra!\You guys pissed your pants and cried on your first mission.\You're all grown up now!\Don't say that!\What if he stops respecting me, Erd?! response:	It really happened?
context: Listen up, kiddo! The expedition lasts until you're at home in bed...\Jeez, I know that!\Auruo! Petra!\You guys pissed your pants and cried on your first mission.\You're all grown up now!\Don't say that!\What if he stops respecting me, Erd?!\It really happened? response:	Sure did.
context: Jeez, I know that!\Auruo! Petra!\You guys pissed your pants and cried on your first mission.\You're all grown up now!\Don't say that!\What if he stops respecting me, Erd?!\It really happened?\Sure did. response:	And for the record, I didn't, Eren.
context: Auruo! Petra!\You guys pissed your pants and cried on your first mission.\You're all grown up now!\Don't say that!\What if he stops respecting me, Erd?!\It really happened?\Sure did.\And for the record, I didn't, Eren. response:	Idiot!
context: You guys pissed your pants and cried on your first mission.\You're all grown up now!\Don't say that!\What if he stops respecting me, Erd?!\It really happened?\Sure did.\And for the record, I didn't, Eren.\Idiot! response:	I've killed more of them than you!
context: You're all grown up now!\Don't say that!\What if he stops respecting me, Erd?!\It really happened?\Sure did.\And for the record, I didn't, Eren.\Idiot!\I've killed more of them than you! response:	I've got more kills, stupid!
context: Don't say that!\What if he stops respecting me, Erd?!\It really happened?\Sure did.\And for the record, I didn't, Eren.\Idiot!\I've killed more of them than you!\I've got more kills, stupid! response:	Your kill count isn't what makes a soldier.
context: What if he stops respecting me, Erd?!\It really happened?\Sure did.\And for the record, I didn't, Eren.\Idiot!\I've killed more of them than you!\I've got more kills, stupid!\Your kill count isn't what makes a soldier. response:	Shut up, idiot!
context: It really happened?\Sure did.\And for the record, I didn't, Eren.\Idiot!\I've killed more of them than you!\I've got more kills, stupid!\Your kill count isn't what makes a soldier.\Shut up, idiot! response:	Petra...
context: Sure did.\And for the record, I didn't, Eren.\Idiot!\I've killed more of them than you!\I've got more kills, stupid!\Your kill count isn't what makes a soldier.\Shut up, idiot!\Petra... response:	Does that mean you sprayed it everywhere in mid-air?
context: And for the record, I didn't, Eren.\Idiot!\I've killed more of them than you!\I've got more kills, stupid!\Your kill count isn't what makes a soldier.\Shut up, idiot!\Petra...\Does that mean you sprayed it everywhere in mid-air? response:	Shut up!
context: Idiot!\I've killed more of them than you!\I've got more kills, stupid!\Your kill count isn't what makes a soldier.\Shut up, idiot!\Petra...\Does that mean you sprayed it everywhere in mid-air?\Shut up! response:	Do you think you're on a picnic?
context: I've killed more of them than you!\I've got more kills, stupid!\Your kill count isn't what makes a soldier.\Shut up, idiot!\Petra...\Does that mean you sprayed it everywhere in mid-air?\Shut up!\Do you think you're on a picnic? response:	We're outside the Walls!
context: I've got more kills, stupid!\Your kill count isn't what makes a soldier.\Shut up, idiot!\Petra...\Does that mean you sprayed it everywhere in mid-air?\Shut up!\Do you think you're on a picnic?\We're outside the Walls! response:	I didn't piss my pants either, Eren.
context: Your kill count isn't what makes a soldier.\Shut up, idiot!\Petra...\Does that mean you sprayed it everywhere in mid-air?\Shut up!\Do you think you're on a picnic?\We're outside the Walls!\I didn't piss my pants either, Eren. response:	Oh, that must be the signal from Captain Levi.
context: Shut up, idiot!\Petra...\Does that mean you sprayed it everywhere in mid-air?\Shut up!\Do you think you're on a picnic?\We're outside the Walls!\I didn't piss my pants either, Eren.\Oh, that must be the signal from Captain Levi. response:	We'll rendezvous with the Captain!
context: Petra...\Does that mean you sprayed it everywhere in mid-air?\Shut up!\Do you think you're on a picnic?\We're outside the Walls!\I didn't piss my pants either, Eren.\Oh, that must be the signal from Captain Levi.\We'll rendezvous with the Captain! response:	Cut the chatter until we get back.
context: Does that mean you sprayed it everywhere in mid-air?\Shut up!\Do you think you're on a picnic?\We're outside the Walls!\I didn't piss my pants either, Eren.\Oh, that must be the signal from Captain Levi.\We'll rendezvous with the Captain!\Cut the chatter until we get back. response:	Erwin...
context: Shut up!\Do you think you're on a picnic?\We're outside the Walls!\I didn't piss my pants either, Eren.\Oh, that must be the signal from Captain Levi.\We'll rendezvous with the Captain!\Cut the chatter until we get back.\Erwin... response:	Why did you order Levi to resupply?
context: Do you think you're on a picnic?\We're outside the Walls!\I didn't piss my pants either, Eren.\Oh, that must be the signal from Captain Levi.\We'll rendezvous with the Captain!\Cut the chatter until we get back.\Erwin...\Why did you order Levi to resupply? response:	There's no time to waste.
context: We're outside the Walls!\I didn't piss my pants either, Eren.\Oh, that must be the signal from Captain Levi.\We'll rendezvous with the Captain!\Cut the chatter until we get back.\Erwin...\Why did you order Levi to resupply?\There's no time to waste. response:	The female-form Titan was eaten.
context: I didn't piss my pants either, Eren.\Oh, that must be the signal from Captain Levi.\We'll rendezvous with the Captain!\Cut the chatter until we get back.\Erwin...\Why did you order Levi to resupply?\There's no time to waste.\The female-form Titan was eaten. response:	But did you see the person inside get eaten?
context: Oh, that must be the signal from Captain Levi.\We'll rendezvous with the Captain!\Cut the chatter until we get back.\Erwin...\Why did you order Levi to resupply?\There's no time to waste.\The female-form Titan was eaten.\But did you see the person inside get eaten? response:	I didn't.
context: We'll rendezvous with the Captain!\Cut the chatter until we get back.\Erwin...\Why did you order Levi to resupply?\There's no time to waste.\The female-form Titan was eaten.\But did you see the person inside get eaten?\I didn't. response:	You can't mean
context: Cut the chatter until we get back.\Erwin...\Why did you order Levi to resupply?\There's no time to waste.\The female-form Titan was eaten.\But did you see the person inside get eaten?\I didn't.\You can't mean response:	Yes...
context: Erwin...\Why did you order Levi to resupply?\There's no time to waste.\The female-form Titan was eaten.\But did you see the person inside get eaten?\I didn't.\You can't mean\Yes... response:	If your original hypothesis was correct,
context: Why did you order Levi to resupply?\There's no time to waste.\The female-form Titan was eaten.\But did you see the person inside get eaten?\I didn't.\You can't mean\Yes...\If your original hypothesis was correct, response:	they can still move to a degree after regaining human form.
context: There's no time to waste.\The female-form Titan was eaten.\But did you see the person inside get eaten?\I didn't.\You can't mean\Yes...\If your original hypothesis was correct,\they can still move to a degree after regaining human form. response:	If they'd prepared 3D Maneuver Gear in advance...
context: The female-form Titan was eaten.\But did you see the person inside get eaten?\I didn't.\You can't mean\Yes...\If your original hypothesis was correct,\they can still move to a degree after regaining human form.\If they'd prepared 3D Maneuver Gear in advance... response:	The person inside the female-form Titan is wearing our uniform right now.
context: But did you see the person inside get eaten?\I didn't.\You can't mean\Yes...\If your original hypothesis was correct,\they can still move to a degree after regaining human form.\If they'd prepared 3D Maneuver Gear in advance...\The person inside the female-form Titan is wearing our uniform right now. response:	Captain Levi?
context: I didn't.\You can't mean\Yes...\If your original hypothesis was correct,\they can still move to a degree after regaining human form.\If they'd prepared 3D Maneuver Gear in advance...\The person inside the female-form Titan is wearing our uniform right now.\Captain Levi? response:	No, it's not!
context: You can't mean\Yes...\If your original hypothesis was correct,\they can still move to a degree after regaining human form.\If they'd prepared 3D Maneuver Gear in advance...\The person inside the female-form Titan is wearing our uniform right now.\Captain Levi?\No, it's not! response:	Who are you?!
context: Yes...\If your original hypothesis was correct,\they can still move to a degree after regaining human form.\If they'd prepared 3D Maneuver Gear in advance...\The person inside the female-form Titan is wearing our uniform right now.\Captain Levi?\No, it's not!\Who are you?! response:	G-Gunther!
context: If your original hypothesis was correct,\they can still move to a degree after regaining human form.\If they'd prepared 3D Maneuver Gear in advance...\The person inside the female-form Titan is wearing our uniform right now.\Captain Levi?\No, it's not!\Who are you?!\G-Gunther! response:	What? Why?
context: they can still move to a degree after regaining human form.\If they'd prepared 3D Maneuver Gear in advance...\The person inside the female-form Titan is wearing our uniform right now.\Captain Levi?\No, it's not!\Who are you?!\G-Gunther!\What? Why? response:	Gunther!
context: If they'd prepared 3D Maneuver Gear in advance...\The person inside the female-form Titan is wearing our uniform right now.\Captain Levi?\No, it's not!\Who are you?!\G-Gunther!\What? Why?\Gunther! response:	The enemy is now camouflaged as one of the troops.
context: The person inside the female-form Titan is wearing our uniform right now.\Captain Levi?\No, it's not!\Who are you?!\G-Gunther!\What? Why?\Gunther!\The enemy is now camouflaged as one of the troops. response:	The capture operation has failed.
context: Captain Levi?\No, it's not!\Who are you?!\G-Gunther!\What? Why?\Gunther!\The enemy is now camouflaged as one of the troops.\The capture operation has failed. response:	The female-form Titan appears before Eren once more.
context: No, it's not!\Who are you?!\G-Gunther!\What? Why?\Gunther!\The enemy is now camouflaged as one of the troops.\The capture operation has failed.\The female-form Titan appears before Eren once more. response:	All that stands between it and its target
context: Who are you?!\G-Gunther!\What? Why?\Gunther!\The enemy is now camouflaged as one of the troops.\The capture operation has failed.\The female-form Titan appears before Eren once more.\All that stands between it and its target response:	are the master Titan killers,
context: G-Gunther!\What? Why?\Gunther!\The enemy is now camouflaged as one of the troops.\The capture operation has failed.\The female-form Titan appears before Eren once more.\All that stands between it and its target\are the master Titan killers, response:	the Special Operations Squad.
context: What? Why?\Gunther!\The enemy is now camouflaged as one of the troops.\The capture operation has failed.\The female-form Titan appears before Eren once more.\All that stands between it and its target\are the master Titan killers,\the Special Operations Squad. response:	Erwin Smith
context: Gunther!\The enemy is now camouflaged as one of the troops.\The capture operation has failed.\The female-form Titan appears before Eren once more.\All that stands between it and its target\are the master Titan killers,\the Special Operations Squad.\Erwin Smith response:	57th Expedition Beyond the Walls (pt 4)
context: The enemy is now camouflaged as one of the troops.\The capture operation has failed.\The female-form Titan appears before Eren once more.\All that stands between it and its target\are the master Titan killers,\the Special Operations Squad.\Erwin Smith\57th Expedition Beyond the Walls (pt 4) response:	Crushing Blow
context: The capture operation has failed.\The female-form Titan appears before Eren once more.\All that stands between it and its target\are the master Titan killers,\the Special Operations Squad.\Erwin Smith\57th Expedition Beyond the Walls (pt 4)\Crushing Blow response:	57th Expedition Beyond the Walls (pt 5)
context: The female-form Titan appears before Eren once more.\All that stands between it and its target\are the master Titan killers,\the Special Operations Squad.\Erwin Smith\57th Expedition Beyond the Walls (pt 4)\Crushing Blow\57th Expedition Beyond the Walls (pt 5) response:	Currently Disclosable Information
context: All that stands between it and its target\are the master Titan killers,\the Special Operations Squad.\Erwin Smith\57th Expedition Beyond the Walls (pt 4)\Crushing Blow\57th Expedition Beyond the Walls (pt 5)\Currently Disclosable Information response:	Special Target Capture Weapon (pt 1) A newly developed weapon the Survey Corps created to capture a specific Titan.
context: are the master Titan killers,\the Special Operations Squad.\Erwin Smith\57th Expedition Beyond the Walls (pt 4)\Crushing Blow\57th Expedition Beyond the Walls (pt 5)\Currently Disclosable Information\Special Target Capture Weapon (pt 1) A newly developed weapon the Survey Corps created to capture a specific Titan. response:	Currently Disclosable Information
context: the Special Operations Squad.\Erwin Smith\57th Expedition Beyond the Walls (pt 4)\Crushing Blow\57th Expedition Beyond the Walls (pt 5)\Currently Disclosable Information\Special Target Capture Weapon (pt 1) A newly developed weapon the Survey Corps created to capture a specific Titan.\Currently Disclosable Information response:	Special Target Capture Weapon (pt 2) The barrels are loaded with seven steel tubes, each of which has coiled wires with arrowheads at both ends.
context: Erwin Smith\57th Expedition Beyond the Walls (pt 4)\Crushing Blow\57th Expedition Beyond the Walls (pt 5)\Currently Disclosable Information\Special Target Capture Weapon (pt 1) A newly developed weapon the Survey Corps created to capture a specific Titan.\Currently Disclosable Information\Special Target Capture Weapon (pt 2) The barrels are loaded with seven steel tubes, each of which has coiled wires with arrowheads at both ends. response:	O, my friend!
context: 57th Expedition Beyond the Walls (pt 4)\Crushing Blow\57th Expedition Beyond the Walls (pt 5)\Currently Disclosable Information\Special Target Capture Weapon (pt 1) A newly developed weapon the Survey Corps created to capture a specific Titan.\Currently Disclosable Information\Special Target Capture Weapon (pt 2) The barrels are loaded with seven steel tubes, each of which has coiled wires with arrowheads at both ends.\O, my friend! response:	This is a victory for us!
context: Crushing Blow\57th Expedition Beyond the Walls (pt 5)\Currently Disclosable Information\Special Target Capture Weapon (pt 1) A newly developed weapon the Survey Corps created to capture a specific Titan.\Currently Disclosable Information\Special Target Capture Weapon (pt 2) The barrels are loaded with seven steel tubes, each of which has coiled wires with arrowheads at both ends.\O, my friend!\This is a victory for us! response:	Our fame starts here!
context: 57th Expedition Beyond the Walls (pt 5)\Currently Disclosable Information\Special Target Capture Weapon (pt 1) A newly developed weapon the Survey Corps created to capture a specific Titan.\Currently Disclosable Information\Special Target Capture Weapon (pt 2) The barrels are loaded with seven steel tubes, each of which has coiled wires with arrowheads at both ends.\O, my friend!\This is a victory for us!\Our fame starts here! response:	O, my friend!
context: Currently Disclosable Information\Special Target Capture Weapon (pt 1) A newly developed weapon the Survey Corps created to capture a specific Titan.\Currently Disclosable Information\Special Target Capture Weapon (pt 2) The barrels are loaded with seven steel tubes, each of which has coiled wires with arrowheads at both ends.\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend! response:	Let us celebrate this victory for the next battle!
context: Special Target Capture Weapon (pt 1) A newly developed weapon the Survey Corps created to capture a specific Titan.\Currently Disclosable Information\Special Target Capture Weapon (pt 2) The barrels are loaded with seven steel tubes, each of which has coiled wires with arrowheads at both ends.\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle! response:	I died for naught I won't let it end like that for you
context: Currently Disclosable Information\Special Target Capture Weapon (pt 2) The barrels are loaded with seven steel tubes, each of which has coiled wires with arrowheads at both ends.\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you response:	until I am the last one standing
context: Special Target Capture Weapon (pt 2) The barrels are loaded with seven steel tubes, each of which has coiled wires with arrowheads at both ends.\O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing response:	The enemy is cruel... We will kill
context: O, my friend!\This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill response:	The enemy is colossal... We will jump
context: This is a victory for us!\Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump response:	In our hands we hold blades of glory
context: Our fame starts here!\O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory response:	and sing in the name of victory
context: O, my friend!\Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory response:	We bear the wings of freedom on our backs
context: Let us celebrate this victory for the next battle!\I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs response:	Swearing iron determination upon our hearts,
context: I died for naught I won't let it end like that for you\until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts, response:	we slash apart the circle of idiocy
context: until I am the last one standing\The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy response:	and soar through the sky
context: The enemy is cruel... We will kill\The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky response:	with our wings of freedom
context: The enemy is colossal... We will jump\In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom response:	O mein Freund!
context: In our hands we hold blades of glory\and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund! response:	Jetzt, hier ist ein Sieg
context: and sing in the name of victory\We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg response:	Dies ist der erste Gloria
context: We bear the wings of freedom on our backs\Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria response:	O mein Freund!
context: Swearing iron determination upon our hearts,\we slash apart the circle of idiocy\and soar through the sky\with our wings of freedom\O mein Freund!\Jetzt, hier ist ein Sieg\Dies ist der erste Gloria\O mein Freund! response:	Feiern wir diesen Sieg fur den nachsten Kampf
