context: Is that... response:	Could that be...
context: Eikichi! Stop their 10!\Shinzen Karasuno\Damn it!\I managed to tap it, but I couldn't control it.\What the hell is up with their 9 and 10's quick attack?!\Don't act all cool, you tardy test flunkers.\One lap of diving drills!\Right! response:	So in our ninth set, we finally got a win.
context: Shinzen Karasuno\Damn it!\I managed to tap it, but I couldn't control it.\What the hell is up with their 9 and 10's quick attack?!\Don't act all cool, you tardy test flunkers.\One lap of diving drills!\Right!\So in our ninth set, we finally got a win. response:	We finally don't have to do the diving drills.
context: Damn it!\I managed to tap it, but I couldn't control it.\What the hell is up with their 9 and 10's quick attack?!\Don't act all cool, you tardy test flunkers.\One lap of diving drills!\Right!\So in our ninth set, we finally got a win.\We finally don't have to do the diving drills. response:	I'm starving!
context: I managed to tap it, but I couldn't control it.\What the hell is up with their 9 and 10's quick attack?!\Don't act all cool, you tardy test flunkers.\One lap of diving drills!\Right!\So in our ninth set, we finally got a win.\We finally don't have to do the diving drills.\I'm starving! response:	Nice serve!
context: What the hell is up with their 9 and 10's quick attack?!\Don't act all cool, you tardy test flunkers.\One lap of diving drills!\Right!\So in our ninth set, we finally got a win.\We finally don't have to do the diving drills.\I'm starving!\Nice serve! response:	Looks like it's Ubugawa High versus Nekoma over there.
context: Don't act all cool, you tardy test flunkers.\One lap of diving drills!\Right!\So in our ninth set, we finally got a win.\We finally don't have to do the diving drills.\I'm starving!\Nice serve!\Looks like it's Ubugawa High versus Nekoma over there. response:	Yaku-san, nice receive!
context: One lap of diving drills!\Right!\So in our ninth set, we finally got a win.\We finally don't have to do the diving drills.\I'm starving!\Nice serve!\Looks like it's Ubugawa High versus Nekoma over there.\Yaku-san, nice receive! response:	Given the time, that might be the last game today.
context: Right!\So in our ninth set, we finally got a win.\We finally don't have to do the diving drills.\I'm starving!\Nice serve!\Looks like it's Ubugawa High versus Nekoma over there.\Yaku-san, nice receive!\Given the time, that might be the last game today. response:	Yeah.
context: So in our ninth set, we finally got a win.\We finally don't have to do the diving drills.\I'm starving!\Nice serve!\Looks like it's Ubugawa High versus Nekoma over there.\Yaku-san, nice receive!\Given the time, that might be the last game today.\Yeah. response:	In the second half, they were able to keep up with that quick attack.
context: We finally don't have to do the diving drills.\I'm starving!\Nice serve!\Looks like it's Ubugawa High versus Nekoma over there.\Yaku-san, nice receive!\Given the time, that might be the last game today.\Yeah.\In the second half, they were able to keep up with that quick attack. response:	Date Tech,
context: I'm starving!\Nice serve!\Looks like it's Ubugawa High versus Nekoma over there.\Yaku-san, nice receive!\Given the time, that might be the last game today.\Yeah.\In the second half, they were able to keep up with that quick attack.\Date Tech, response:	Seijoh,
context: Nice serve!\Looks like it's Ubugawa High versus Nekoma over there.\Yaku-san, nice receive!\Given the time, that might be the last game today.\Yeah.\In the second half, they were able to keep up with that quick attack.\Date Tech,\Seijoh, response:	and Inuoka from Nekoma.
context: Looks like it's Ubugawa High versus Nekoma over there.\Yaku-san, nice receive!\Given the time, that might be the last game today.\Yeah.\In the second half, they were able to keep up with that quick attack.\Date Tech,\Seijoh,\and Inuoka from Nekoma. response:	Apparently that quick attack won't keep working on strong opponents after all.
context: Yaku-san, nice receive!\Given the time, that might be the last game today.\Yeah.\In the second half, they were able to keep up with that quick attack.\Date Tech,\Seijoh,\and Inuoka from Nekoma.\Apparently that quick attack won't keep working on strong opponents after all. response:	Yaku-san! Nice receive!
context: Given the time, that might be the last game today.\Yeah.\In the second half, they were able to keep up with that quick attack.\Date Tech,\Seijoh,\and Inuoka from Nekoma.\Apparently that quick attack won't keep working on strong opponents after all.\Yaku-san! Nice receive! response:	Huh?
context: Yeah.\In the second half, they were able to keep up with that quick attack.\Date Tech,\Seijoh,\and Inuoka from Nekoma.\Apparently that quick attack won't keep working on strong opponents after all.\Yaku-san! Nice receive!\Huh? response:	Inuoka's on the sideline?
context: In the second half, they were able to keep up with that quick attack.\Date Tech,\Seijoh,\and Inuoka from Nekoma.\Apparently that quick attack won't keep working on strong opponents after all.\Yaku-san! Nice receive!\Huh?\Inuoka's on the sideline? response:	One blocker!
context: Date Tech,\Seijoh,\and Inuoka from Nekoma.\Apparently that quick attack won't keep working on strong opponents after all.\Yaku-san! Nice receive!\Huh?\Inuoka's on the sideline?\One blocker! response:	Go, Lev!
context: Seijoh,\and Inuoka from Nekoma.\Apparently that quick attack won't keep working on strong opponents after all.\Yaku-san! Nice receive!\Huh?\Inuoka's on the sideline?\One blocker!\Go, Lev! response:	All right!
context: and Inuoka from Nekoma.\Apparently that quick attack won't keep working on strong opponents after all.\Yaku-san! Nice receive!\Huh?\Inuoka's on the sideline?\One blocker!\Go, Lev!\All right! response:	A swing like a whip?
context: Apparently that quick attack won't keep working on strong opponents after all.\Yaku-san! Nice receive!\Huh?\Inuoka's on the sideline?\One blocker!\Go, Lev!\All right!\A swing like a whip? response:	Wow...
context: Yaku-san! Nice receive!\Huh?\Inuoka's on the sideline?\One blocker!\Go, Lev!\All right!\A swing like a whip?\Wow... response:	That 11...
context: Huh?\Inuoka's on the sideline?\One blocker!\Go, Lev!\All right!\A swing like a whip?\Wow...\That 11... response:	At first glance, it's hard to tell because he's slouching,
context: Inuoka's on the sideline?\One blocker!\Go, Lev!\All right!\A swing like a whip?\Wow...\That 11...\At first glance, it's hard to tell because he's slouching, response:	but he's pretty big. He might be over 190 cm.
context: One blocker!\Go, Lev!\All right!\A swing like a whip?\Wow...\That 11...\At first glance, it's hard to tell because he's slouching,\but he's pretty big. He might be over 190 cm. response:	His arms and legs are so long.
context: Go, Lev!\All right!\A swing like a whip?\Wow...\That 11...\At first glance, it's hard to tell because he's slouching,\but he's pretty big. He might be over 190 cm.\His arms and legs are so long. response:	Who the heck is he?
context: All right!\A swing like a whip?\Wow...\That 11...\At first glance, it's hard to tell because he's slouching,\but he's pretty big. He might be over 190 cm.\His arms and legs are so long.\Who the heck is he? response:	Nekoma Ubugawa
context: A swing like a whip?\Wow...\That 11...\At first glance, it's hard to tell because he's slouching,\but he's pretty big. He might be over 190 cm.\His arms and legs are so long.\Who the heck is he?\Nekoma Ubugawa response:	All right!
context: Wow...\That 11...\At first glance, it's hard to tell because he's slouching,\but he's pretty big. He might be over 190 cm.\His arms and legs are so long.\Who the heck is he?\Nekoma Ubugawa\All right! response:	Seriously, who the hell are
context: That 11...\At first glance, it's hard to tell because he's slouching,\but he's pretty big. He might be over 190 cm.\His arms and legs are so long.\Who the heck is he?\Nekoma Ubugawa\All right!\Seriously, who the hell are response:	that shrimpy middle blocker and setter from Karasuno?
context: At first glance, it's hard to tell because he's slouching,\but he's pretty big. He might be over 190 cm.\His arms and legs are so long.\Who the heck is he?\Nekoma Ubugawa\All right!\Seriously, who the hell are\that shrimpy middle blocker and setter from Karasuno? response:	They were completely toying with you.
context: but he's pretty big. He might be over 190 cm.\His arms and legs are so long.\Who the heck is he?\Nekoma Ubugawa\All right!\Seriously, who the hell are\that shrimpy middle blocker and setter from Karasuno?\They were completely toying with you. response:	Shut up! Take a look at their quick attack up close!
context: His arms and legs are so long.\Who the heck is he?\Nekoma Ubugawa\All right!\Seriously, who the hell are\that shrimpy middle blocker and setter from Karasuno?\They were completely toying with you.\Shut up! Take a look at their quick attack up close! response:	You wouldn't know what the heck was going on!
context: Who the heck is he?\Nekoma Ubugawa\All right!\Seriously, who the hell are\that shrimpy middle blocker and setter from Karasuno?\They were completely toying with you.\Shut up! Take a look at their quick attack up close!\You wouldn't know what the heck was going on! response:	Man, this year looks like it's gonna be interesting.
context: Nekoma Ubugawa\All right!\Seriously, who the hell are\that shrimpy middle blocker and setter from Karasuno?\They were completely toying with you.\Shut up! Take a look at their quick attack up close!\You wouldn't know what the heck was going on!\Man, this year looks like it's gonna be interesting. response:	Good job!
context: All right!\Seriously, who the hell are\that shrimpy middle blocker and setter from Karasuno?\They were completely toying with you.\Shut up! Take a look at their quick attack up close!\You wouldn't know what the heck was going on!\Man, this year looks like it's gonna be interesting.\Good job! response:	Good job!
context: Seriously, who the hell are\that shrimpy middle blocker and setter from Karasuno?\They were completely toying with you.\Shut up! Take a look at their quick attack up close!\You wouldn't know what the heck was going on!\Man, this year looks like it's gonna be interesting.\Good job!\Good job! response:	Your quick was as amazing as ever, Shoyo.
context: that shrimpy middle blocker and setter from Karasuno?\They were completely toying with you.\Shut up! Take a look at their quick attack up close!\You wouldn't know what the heck was going on!\Man, this year looks like it's gonna be interesting.\Good job!\Good job!\Your quick was as amazing as ever, Shoyo. response:	But at this rate, nothing's going to change.
context: They were completely toying with you.\Shut up! Take a look at their quick attack up close!\You wouldn't know what the heck was going on!\Man, this year looks like it's gonna be interesting.\Good job!\Good job!\Your quick was as amazing as ever, Shoyo.\But at this rate, nothing's going to change. response:	Nothing's changed since then.
context: Shut up! Take a look at their quick attack up close!\You wouldn't know what the heck was going on!\Man, this year looks like it's gonna be interesting.\Good job!\Good job!\Your quick was as amazing as ever, Shoyo.\But at this rate, nothing's going to change.\Nothing's changed since then. response:	I came here to get stronger.
context: You wouldn't know what the heck was going on!\Man, this year looks like it's gonna be interesting.\Good job!\Good job!\Your quick was as amazing as ever, Shoyo.\But at this rate, nothing's going to change.\Nothing's changed since then.\I came here to get stronger. response:	Hey! Who the heck is that middle blocker?
context: Man, this year looks like it's gonna be interesting.\Good job!\Good job!\Your quick was as amazing as ever, Shoyo.\But at this rate, nothing's going to change.\Nothing's changed since then.\I came here to get stronger.\Hey! Who the heck is that middle blocker? response:	Oh...
context: Good job!\Good job!\Your quick was as amazing as ever, Shoyo.\But at this rate, nothing's going to change.\Nothing's changed since then.\I came here to get stronger.\Hey! Who the heck is that middle blocker?\Oh... response:	That's the first-year, Haiba Lev.
context: Good job!\Your quick was as amazing as ever, Shoyo.\But at this rate, nothing's going to change.\Nothing's changed since then.\I came here to get stronger.\Hey! Who the heck is that middle blocker?\Oh...\That's the first-year, Haiba Lev. response:	He's half Russian and half Japanese.
context: Your quick was as amazing as ever, Shoyo.\But at this rate, nothing's going to change.\Nothing's changed since then.\I came here to get stronger.\Hey! Who the heck is that middle blocker?\Oh...\That's the first-year, Haiba Lev.\He's half Russian and half Japanese. response:	H-Half?! So cool!
context: But at this rate, nothing's going to change.\Nothing's changed since then.\I came here to get stronger.\Hey! Who the heck is that middle blocker?\Oh...\That's the first-year, Haiba Lev.\He's half Russian and half Japanese.\H-Half?! So cool! response:	L-Le...
context: Nothing's changed since then.\I came here to get stronger.\Hey! Who the heck is that middle blocker?\Oh...\That's the first-year, Haiba Lev.\He's half Russian and half Japanese.\H-Half?! So cool!\L-Le... response:	Lev. What does it mean in Russian again? Tiger?
context: I came here to get stronger.\Hey! Who the heck is that middle blocker?\Oh...\That's the first-year, Haiba Lev.\He's half Russian and half Japanese.\H-Half?! So cool!\L-Le...\Lev. What does it mean in Russian again? Tiger? response:	It means lion! Yup, lion!
context: Hey! Who the heck is that middle blocker?\Oh...\That's the first-year, Haiba Lev.\He's half Russian and half Japanese.\H-Half?! So cool!\L-Le...\Lev. What does it mean in Russian again? Tiger?\It means lion! Yup, lion! response:	He wasn't there last time, right?
context: Oh...\That's the first-year, Haiba Lev.\He's half Russian and half Japanese.\H-Half?! So cool!\L-Le...\Lev. What does it mean in Russian again? Tiger?\It means lion! Yup, lion!\He wasn't there last time, right? response:	Yeah. Lev started volleyball in high school.
context: That's the first-year, Haiba Lev.\He's half Russian and half Japanese.\H-Half?! So cool!\L-Le...\Lev. What does it mean in Russian again? Tiger?\It means lion! Yup, lion!\He wasn't there last time, right?\Yeah. Lev started volleyball in high school. response:	When we went to Karasuno around Golden Week, he still hadn't played very much,
context: He's half Russian and half Japanese.\H-Half?! So cool!\L-Le...\Lev. What does it mean in Russian again? Tiger?\It means lion! Yup, lion!\He wasn't there last time, right?\Yeah. Lev started volleyball in high school.\When we went to Karasuno around Golden Week, he still hadn't played very much, response:	and only the regular members went.
context: H-Half?! So cool!\L-Le...\Lev. What does it mean in Russian again? Tiger?\It means lion! Yup, lion!\He wasn't there last time, right?\Yeah. Lev started volleyball in high school.\When we went to Karasuno around Golden Week, he still hadn't played very much,\and only the regular members went. response:	He just started and he can play like that?!
context: L-Le...\Lev. What does it mean in Russian again? Tiger?\It means lion! Yup, lion!\He wasn't there last time, right?\Yeah. Lev started volleyball in high school.\When we went to Karasuno around Golden Week, he still hadn't played very much,\and only the regular members went.\He just started and he can play like that?! response:	Yeah. And when we were paired together, it was really difficult.
context: Lev. What does it mean in Russian again? Tiger?\It means lion! Yup, lion!\He wasn't there last time, right?\Yeah. Lev started volleyball in high school.\When we went to Karasuno around Golden Week, he still hadn't played very much,\and only the regular members went.\He just started and he can play like that?!\Yeah. And when we were paired together, it was really difficult. response:	No matter how hard I tried, our timing was off.
context: It means lion! Yup, lion!\He wasn't there last time, right?\Yeah. Lev started volleyball in high school.\When we went to Karasuno around Golden Week, he still hadn't played very much,\and only the regular members went.\He just started and he can play like that?!\Yeah. And when we were paired together, it was really difficult.\No matter how hard I tried, our timing was off. response:	I'm used to it now, though.
context: He wasn't there last time, right?\Yeah. Lev started volleyball in high school.\When we went to Karasuno around Golden Week, he still hadn't played very much,\and only the regular members went.\He just started and he can play like that?!\Yeah. And when we were paired together, it was really difficult.\No matter how hard I tried, our timing was off.\I'm used to it now, though. response:	Huh...
context: Yeah. Lev started volleyball in high school.\When we went to Karasuno around Golden Week, he still hadn't played very much,\and only the regular members went.\He just started and he can play like that?!\Yeah. And when we were paired together, it was really difficult.\No matter how hard I tried, our timing was off.\I'm used to it now, though.\Huh... response:	Kenma-san couldn't stop sighing.
context: When we went to Karasuno around Golden Week, he still hadn't played very much,\and only the regular members went.\He just started and he can play like that?!\Yeah. And when we were paired together, it was really difficult.\No matter how hard I tried, our timing was off.\I'm used to it now, though.\Huh...\Kenma-san couldn't stop sighing. response:	I guess there are times when even you can't read people, Kenma.
context: and only the regular members went.\He just started and he can play like that?!\Yeah. And when we were paired together, it was really difficult.\No matter how hard I tried, our timing was off.\I'm used to it now, though.\Huh...\Kenma-san couldn't stop sighing.\I guess there are times when even you can't read people, Kenma. response:	Lev is just too special.
context: He just started and he can play like that?!\Yeah. And when we were paired together, it was really difficult.\No matter how hard I tried, our timing was off.\I'm used to it now, though.\Huh...\Kenma-san couldn't stop sighing.\I guess there are times when even you can't read people, Kenma.\Lev is just too special. response:	Right now, he's mostly working with his innate physical abilities and instincts,
context: Yeah. And when we were paired together, it was really difficult.\No matter how hard I tried, our timing was off.\I'm used to it now, though.\Huh...\Kenma-san couldn't stop sighing.\I guess there are times when even you can't read people, Kenma.\Lev is just too special.\Right now, he's mostly working with his innate physical abilities and instincts, response:	and his height.
context: No matter how hard I tried, our timing was off.\I'm used to it now, though.\Huh...\Kenma-san couldn't stop sighing.\I guess there are times when even you can't read people, Kenma.\Lev is just too special.\Right now, he's mostly working with his innate physical abilities and instincts,\and his height. response:	Yeah, his height totally isn't fair!
context: I'm used to it now, though.\Huh...\Kenma-san couldn't stop sighing.\I guess there are times when even you can't read people, Kenma.\Lev is just too special.\Right now, he's mostly working with his innate physical abilities and instincts,\and his height.\Yeah, his height totally isn't fair! response:	I want some!
context: Huh...\Kenma-san couldn't stop sighing.\I guess there are times when even you can't read people, Kenma.\Lev is just too special.\Right now, he's mostly working with his innate physical abilities and instincts,\and his height.\Yeah, his height totally isn't fair!\I want some! response:	He's been blessed with too much!
context: Kenma-san couldn't stop sighing.\I guess there are times when even you can't read people, Kenma.\Lev is just too special.\Right now, he's mostly working with his innate physical abilities and instincts,\and his height.\Yeah, his height totally isn't fair!\I want some!\He's been blessed with too much! response:	But I'm not gonna lose!
context: I guess there are times when even you can't read people, Kenma.\Lev is just too special.\Right now, he's mostly working with his innate physical abilities and instincts,\and his height.\Yeah, his height totally isn't fair!\I want some!\He's been blessed with too much!\But I'm not gonna lose! response:	Well, he's a powerful asset, honest, and not a bad guy.
context: Lev is just too special.\Right now, he's mostly working with his innate physical abilities and instincts,\and his height.\Yeah, his height totally isn't fair!\I want some!\He's been blessed with too much!\But I'm not gonna lose!\Well, he's a powerful asset, honest, and not a bad guy. response:	Though he's too honest at times.
context: Right now, he's mostly working with his innate physical abilities and instincts,\and his height.\Yeah, his height totally isn't fair!\I want some!\He's been blessed with too much!\But I'm not gonna lose!\Well, he's a powerful asset, honest, and not a bad guy.\Though he's too honest at times. response:	Oh, but his passing basics are still completely bad.
context: and his height.\Yeah, his height totally isn't fair!\I want some!\He's been blessed with too much!\But I'm not gonna lose!\Well, he's a powerful asset, honest, and not a bad guy.\Though he's too honest at times.\Oh, but his passing basics are still completely bad. response:	He's worse than you, Shoyo.
context: Yeah, his height totally isn't fair!\I want some!\He's been blessed with too much!\But I'm not gonna lose!\Well, he's a powerful asset, honest, and not a bad guy.\Though he's too honest at times.\Oh, but his passing basics are still completely bad.\He's worse than you, Shoyo. response:	His serves are worse than yours, too, Shoyo.
context: I want some!\He's been blessed with too much!\But I'm not gonna lose!\Well, he's a powerful asset, honest, and not a bad guy.\Though he's too honest at times.\Oh, but his passing basics are still completely bad.\He's worse than you, Shoyo.\His serves are worse than yours, too, Shoyo. response:	Am I the the guideline of what's bad or not, Kenma?
context: He's been blessed with too much!\But I'm not gonna lose!\Well, he's a powerful asset, honest, and not a bad guy.\Though he's too honest at times.\Oh, but his passing basics are still completely bad.\He's worse than you, Shoyo.\His serves are worse than yours, too, Shoyo.\Am I the the guideline of what's bad or not, Kenma? response:	Kenma's actually talking without being shy.
context: But I'm not gonna lose!\Well, he's a powerful asset, honest, and not a bad guy.\Though he's too honest at times.\Oh, but his passing basics are still completely bad.\He's worse than you, Shoyo.\His serves are worse than yours, too, Shoyo.\Am I the the guideline of what's bad or not, Kenma?\Kenma's actually talking without being shy. response:	But you are bad.
context: Well, he's a powerful asset, honest, and not a bad guy.\Though he's too honest at times.\Oh, but his passing basics are still completely bad.\He's worse than you, Shoyo.\His serves are worse than yours, too, Shoyo.\Am I the the guideline of what's bad or not, Kenma?\Kenma's actually talking without being shy.\But you are bad. response:	Yeah.
context: Though he's too honest at times.\Oh, but his passing basics are still completely bad.\He's worse than you, Shoyo.\His serves are worse than yours, too, Shoyo.\Am I the the guideline of what's bad or not, Kenma?\Kenma's actually talking without being shy.\But you are bad.\Yeah. response:	Haiba... Haiba Lev, huh...
context: Oh, but his passing basics are still completely bad.\He's worse than you, Shoyo.\His serves are worse than yours, too, Shoyo.\Am I the the guideline of what's bad or not, Kenma?\Kenma's actually talking without being shy.\But you are bad.\Yeah.\Haiba... Haiba Lev, huh... response:	Western-style names are so cool!
context: He's worse than you, Shoyo.\His serves are worse than yours, too, Shoyo.\Am I the the guideline of what's bad or not, Kenma?\Kenma's actually talking without being shy.\But you are bad.\Yeah.\Haiba... Haiba Lev, huh...\Western-style names are so cool! response:	R-Russian! A Russian greeting! Russian!
context: His serves are worse than yours, too, Shoyo.\Am I the the guideline of what's bad or not, Kenma?\Kenma's actually talking without being shy.\But you are bad.\Yeah.\Haiba... Haiba Lev, huh...\Western-style names are so cool!\R-Russian! A Russian greeting! Russian! response:	Karasuno's 10.
context: Am I the the guideline of what's bad or not, Kenma?\Kenma's actually talking without being shy.\But you are bad.\Yeah.\Haiba... Haiba Lev, huh...\Western-style names are so cool!\R-Russian! A Russian greeting! Russian!\Karasuno's 10. response:	Japanese?!
context: Kenma's actually talking without being shy.\But you are bad.\Yeah.\Haiba... Haiba Lev, huh...\Western-style names are so cool!\R-Russian! A Russian greeting! Russian!\Karasuno's 10.\Japanese?! response:	Oh, sorry. I can't speak Russian.
context: But you are bad.\Yeah.\Haiba... Haiba Lev, huh...\Western-style names are so cool!\R-Russian! A Russian greeting! Russian!\Karasuno's 10.\Japanese?!\Oh, sorry. I can't speak Russian. response:	I was born and raised in Japan.
context: Yeah.\Haiba... Haiba Lev, huh...\Western-style names are so cool!\R-Russian! A Russian greeting! Russian!\Karasuno's 10.\Japanese?!\Oh, sorry. I can't speak Russian.\I was born and raised in Japan. response:	I see! Hey, how tall are you?
context: Haiba... Haiba Lev, huh...\Western-style names are so cool!\R-Russian! A Russian greeting! Russian!\Karasuno's 10.\Japanese?!\Oh, sorry. I can't speak Russian.\I was born and raised in Japan.\I see! Hey, how tall are you? response:	I'm Hinata Shoyo, a first-year.
context: Western-style names are so cool!\R-Russian! A Russian greeting! Russian!\Karasuno's 10.\Japanese?!\Oh, sorry. I can't speak Russian.\I was born and raised in Japan.\I see! Hey, how tall are you?\I'm Hinata Shoyo, a first-year. response:	It was 194 centimeters the last time I checked.
context: R-Russian! A Russian greeting! Russian!\Karasuno's 10.\Japanese?!\Oh, sorry. I can't speak Russian.\I was born and raised in Japan.\I see! Hey, how tall are you?\I'm Hinata Shoyo, a first-year.\It was 194 centimeters the last time I checked. response:	I'm Haiba Lev, a first-year.
context: Karasuno's 10.\Japanese?!\Oh, sorry. I can't speak Russian.\I was born and raised in Japan.\I see! Hey, how tall are you?\I'm Hinata Shoyo, a first-year.\It was 194 centimeters the last time I checked.\I'm Haiba Lev, a first-year. response:	194! So cool!
context: Japanese?!\Oh, sorry. I can't speak Russian.\I was born and raised in Japan.\I see! Hey, how tall are you?\I'm Hinata Shoyo, a first-year.\It was 194 centimeters the last time I checked.\I'm Haiba Lev, a first-year.\194! So cool! response:	You're even smaller up close, Hinata.
context: Oh, sorry. I can't speak Russian.\I was born and raised in Japan.\I see! Hey, how tall are you?\I'm Hinata Shoyo, a first-year.\It was 194 centimeters the last time I checked.\I'm Haiba Lev, a first-year.\194! So cool!\You're even smaller up close, Hinata. response:	What'd you say?! Huh?!
context: I was born and raised in Japan.\I see! Hey, how tall are you?\I'm Hinata Shoyo, a first-year.\It was 194 centimeters the last time I checked.\I'm Haiba Lev, a first-year.\194! So cool!\You're even smaller up close, Hinata.\What'd you say?! Huh?! response:	Men's Bathroom
context: I see! Hey, how tall are you?\I'm Hinata Shoyo, a first-year.\It was 194 centimeters the last time I checked.\I'm Haiba Lev, a first-year.\194! So cool!\You're even smaller up close, Hinata.\What'd you say?! Huh?!\Men's Bathroom response:	S-Sorry! I didn't mean anything bad by it.
context: I'm Hinata Shoyo, a first-year.\It was 194 centimeters the last time I checked.\I'm Haiba Lev, a first-year.\194! So cool!\You're even smaller up close, Hinata.\What'd you say?! Huh?!\Men's Bathroom\S-Sorry! I didn't mean anything bad by it. response:	But you have no problem jumping this high, do you?
context: It was 194 centimeters the last time I checked.\I'm Haiba Lev, a first-year.\194! So cool!\You're even smaller up close, Hinata.\What'd you say?! Huh?!\Men's Bathroom\S-Sorry! I didn't mean anything bad by it.\But you have no problem jumping this high, do you? response:	I saw that earlier in the match.
context: I'm Haiba Lev, a first-year.\194! So cool!\You're even smaller up close, Hinata.\What'd you say?! Huh?!\Men's Bathroom\S-Sorry! I didn't mean anything bad by it.\But you have no problem jumping this high, do you?\I saw that earlier in the match. response:	But I can jump even higher than that.
context: 194! So cool!\You're even smaller up close, Hinata.\What'd you say?! Huh?!\Men's Bathroom\S-Sorry! I didn't mean anything bad by it.\But you have no problem jumping this high, do you?\I saw that earlier in the match.\But I can jump even higher than that. response:	Men's Bathroom
context: You're even smaller up close, Hinata.\What'd you say?! Huh?!\Men's Bathroom\S-Sorry! I didn't mean anything bad by it.\But you have no problem jumping this high, do you?\I saw that earlier in the match.\But I can jump even higher than that.\Men's Bathroom response:	Ow...
context: What'd you say?! Huh?!\Men's Bathroom\S-Sorry! I didn't mean anything bad by it.\But you have no problem jumping this high, do you?\I saw that earlier in the match.\But I can jump even higher than that.\Men's Bathroom\Ow... response:	Then I'll jump even higher! Past that, to the very top!
context: Men's Bathroom\S-Sorry! I didn't mean anything bad by it.\But you have no problem jumping this high, do you?\I saw that earlier in the match.\But I can jump even higher than that.\Men's Bathroom\Ow...\Then I'll jump even higher! Past that, to the very top! response:	Your spikes were really cool, since you didn't seem to care
context: S-Sorry! I didn't mean anything bad by it.\But you have no problem jumping this high, do you?\I saw that earlier in the match.\But I can jump even higher than that.\Men's Bathroom\Ow...\Then I'll jump even higher! Past that, to the very top!\Your spikes were really cool, since you didn't seem to care response:	if there were blockers there or not.
context: But you have no problem jumping this high, do you?\I saw that earlier in the match.\But I can jump even higher than that.\Men's Bathroom\Ow...\Then I'll jump even higher! Past that, to the very top!\Your spikes were really cool, since you didn't seem to care\if there were blockers there or not. response:	Yeah, well...
context: I saw that earlier in the match.\But I can jump even higher than that.\Men's Bathroom\Ow...\Then I'll jump even higher! Past that, to the very top!\Your spikes were really cool, since you didn't seem to care\if there were blockers there or not.\Yeah, well... response:	I'm Nekoma's ace.
context: But I can jump even higher than that.\Men's Bathroom\Ow...\Then I'll jump even higher! Past that, to the very top!\Your spikes were really cool, since you didn't seem to care\if there were blockers there or not.\Yeah, well...\I'm Nekoma's ace. response:	But if I actually said that, Taketora-san would get really mad at me.
context: Men's Bathroom\Ow...\Then I'll jump even higher! Past that, to the very top!\Your spikes were really cool, since you didn't seem to care\if there were blockers there or not.\Yeah, well...\I'm Nekoma's ace.\But if I actually said that, Taketora-san would get really mad at me. response:	Wha? You don't call a guy who can barely guard an ace!
context: Ow...\Then I'll jump even higher! Past that, to the very top!\Your spikes were really cool, since you didn't seem to care\if there were blockers there or not.\Yeah, well...\I'm Nekoma's ace.\But if I actually said that, Taketora-san would get really mad at me.\Wha? You don't call a guy who can barely guard an ace! response:	But you're a middle blocker like me, right?
context: Then I'll jump even higher! Past that, to the very top!\Your spikes were really cool, since you didn't seem to care\if there were blockers there or not.\Yeah, well...\I'm Nekoma's ace.\But if I actually said that, Taketora-san would get really mad at me.\Wha? You don't call a guy who can barely guard an ace!\But you're a middle blocker like me, right? response:	Center, right?
context: Your spikes were really cool, since you didn't seem to care\if there were blockers there or not.\Yeah, well...\I'm Nekoma's ace.\But if I actually said that, Taketora-san would get really mad at me.\Wha? You don't call a guy who can barely guard an ace!\But you're a middle blocker like me, right?\Center, right? response:	Aces are usually like the mohawk guy on your team, the wing spikers, right?
context: if there were blockers there or not.\Yeah, well...\I'm Nekoma's ace.\But if I actually said that, Taketora-san would get really mad at me.\Wha? You don't call a guy who can barely guard an ace!\But you're a middle blocker like me, right?\Center, right?\Aces are usually like the mohawk guy on your team, the wing spikers, right? response:	Do position names have anything to do with it?
context: Yeah, well...\I'm Nekoma's ace.\But if I actually said that, Taketora-san would get really mad at me.\Wha? You don't call a guy who can barely guard an ace!\But you're a middle blocker like me, right?\Center, right?\Aces are usually like the mohawk guy on your team, the wing spikers, right?\Do position names have anything to do with it? response:	The one who's able to score the most points is the ace, right?
context: I'm Nekoma's ace.\But if I actually said that, Taketora-san would get really mad at me.\Wha? You don't call a guy who can barely guard an ace!\But you're a middle blocker like me, right?\Center, right?\Aces are usually like the mohawk guy on your team, the wing spikers, right?\Do position names have anything to do with it?\The one who's able to score the most points is the ace, right? response:	Simple as that.
context: But if I actually said that, Taketora-san would get really mad at me.\Wha? You don't call a guy who can barely guard an ace!\But you're a middle blocker like me, right?\Center, right?\Aces are usually like the mohawk guy on your team, the wing spikers, right?\Do position names have anything to do with it?\The one who's able to score the most points is the ace, right?\Simple as that. response:	Well, see you tomorrow.
context: Wha? You don't call a guy who can barely guard an ace!\But you're a middle blocker like me, right?\Center, right?\Aces are usually like the mohawk guy on your team, the wing spikers, right?\Do position names have anything to do with it?\The one who's able to score the most points is the ace, right?\Simple as that.\Well, see you tomorrow. response:	I'll be the first one to stop your quick tomorrow, Hinata.
context: But you're a middle blocker like me, right?\Center, right?\Aces are usually like the mohawk guy on your team, the wing spikers, right?\Do position names have anything to do with it?\The one who's able to score the most points is the ace, right?\Simple as that.\Well, see you tomorrow.\I'll be the first one to stop your quick tomorrow, Hinata. response:	The one who's able to score the most points is the ace.
