context: The universe has a beginning, but no end. response:	Infinite.
context: and destroy the world's ruling structure.\That delusional crap again? Fail!\Silence, Super Haker!\I am the Insane Mad Scientist, Hououin...\Kyouma!\That's your backstory, isn't it?\My, my... Daru.\You shouldn't hide in your shell. response:	You should listen to what people have to say.
context: That delusional crap again? Fail!\Silence, Super Haker!\I am the Insane Mad Scientist, Hououin...\Kyouma!\That's your backstory, isn't it?\My, my... Daru.\You shouldn't hide in your shell.\You should listen to what people have to say. response:	So this is today's You're the last one I want to hear that from thread.
context: Silence, Super Haker!\I am the Insane Mad Scientist, Hououin...\Kyouma!\That's your backstory, isn't it?\My, my... Daru.\You shouldn't hide in your shell.\You should listen to what people have to say.\So this is today's You're the last one I want to hear that from thread. response:	Anyway, looks like the news copter's arrived.
context: I am the Insane Mad Scientist, Hououin...\Kyouma!\That's your backstory, isn't it?\My, my... Daru.\You shouldn't hide in your shell.\You should listen to what people have to say.\So this is today's You're the last one I want to hear that from thread.\Anyway, looks like the news copter's arrived. response:	Special Report
context: Kyouma!\That's your backstory, isn't it?\My, my... Daru.\You shouldn't hide in your shell.\You should listen to what people have to say.\So this is today's You're the last one I want to hear that from thread.\Anyway, looks like the news copter's arrived.\Special Report response:	Where did it come from?
context: That's your backstory, isn't it?\My, my... Daru.\You shouldn't hide in your shell.\You should listen to what people have to say.\So this is today's You're the last one I want to hear that from thread.\Anyway, looks like the news copter's arrived.\Special Report\Where did it come from? response:	A mysterious satellite appears!!
context: My, my... Daru.\You shouldn't hide in your shell.\You should listen to what people have to say.\So this is today's You're the last one I want to hear that from thread.\Anyway, looks like the news copter's arrived.\Special Report\Where did it come from?\A mysterious satellite appears!! response:	A mysterious satellite appears!!
context: You shouldn't hide in your shell.\You should listen to what people have to say.\So this is today's You're the last one I want to hear that from thread.\Anyway, looks like the news copter's arrived.\Special Report\Where did it come from?\A mysterious satellite appears!!\A mysterious satellite appears!! response:	This object, thought to be some kind of satellite, crashed in Akihabara, Tokyo,
context: You should listen to what people have to say.\So this is today's You're the last one I want to hear that from thread.\Anyway, looks like the news copter's arrived.\Special Report\Where did it come from?\A mysterious satellite appears!!\A mysterious satellite appears!!\This object, thought to be some kind of satellite, crashed in Akihabara, Tokyo, response:	around 12:00 today.
context: So this is today's You're the last one I want to hear that from thread.\Anyway, looks like the news copter's arrived.\Special Report\Where did it come from?\A mysterious satellite appears!!\A mysterious satellite appears!!\This object, thought to be some kind of satellite, crashed in Akihabara, Tokyo,\around 12:00 today. response:	What was that?
context: Anyway, looks like the news copter's arrived.\Special Report\Where did it come from?\A mysterious satellite appears!!\A mysterious satellite appears!!\This object, thought to be some kind of satellite, crashed in Akihabara, Tokyo,\around 12:00 today.\What was that? response:	This morning, Mayuri and I left the lab, for the Radio building,
context: Special Report\Where did it come from?\A mysterious satellite appears!!\A mysterious satellite appears!!\This object, thought to be some kind of satellite, crashed in Akihabara, Tokyo,\around 12:00 today.\What was that?\This morning, Mayuri and I left the lab, for the Radio building, response:	to hear Professor Nakabachi's press conference.
context: Where did it come from?\A mysterious satellite appears!!\A mysterious satellite appears!!\This object, thought to be some kind of satellite, crashed in Akihabara, Tokyo,\around 12:00 today.\What was that?\This morning, Mayuri and I left the lab, for the Radio building,\to hear Professor Nakabachi's press conference. response:	But the next thing I knew, a satellite had crashed into the building.
context: A mysterious satellite appears!!\A mysterious satellite appears!!\This object, thought to be some kind of satellite, crashed in Akihabara, Tokyo,\around 12:00 today.\What was that?\This morning, Mayuri and I left the lab, for the Radio building,\to hear Professor Nakabachi's press conference.\But the next thing I knew, a satellite had crashed into the building. response:	And not just that...
context: A mysterious satellite appears!!\This object, thought to be some kind of satellite, crashed in Akihabara, Tokyo,\around 12:00 today.\What was that?\This morning, Mayuri and I left the lab, for the Radio building,\to hear Professor Nakabachi's press conference.\But the next thing I knew, a satellite had crashed into the building.\And not just that... response:	Me?
context: This object, thought to be some kind of satellite, crashed in Akihabara, Tokyo,\around 12:00 today.\What was that?\This morning, Mayuri and I left the lab, for the Radio building,\to hear Professor Nakabachi's press conference.\But the next thing I knew, a satellite had crashed into the building.\And not just that...\Me? response:	Yeah... You saw the satellite crash on TV and said,
context: around 12:00 today.\What was that?\This morning, Mayuri and I left the lab, for the Radio building,\to hear Professor Nakabachi's press conference.\But the next thing I knew, a satellite had crashed into the building.\And not just that...\Me?\Yeah... You saw the satellite crash on TV and said, response:	The Organization has finally made its move!
context: What was that?\This morning, Mayuri and I left the lab, for the Radio building,\to hear Professor Nakabachi's press conference.\But the next thing I knew, a satellite had crashed into the building.\And not just that...\Me?\Yeah... You saw the satellite crash on TV and said,\The Organization has finally made its move! response:	So the two of us came to see it.
context: This morning, Mayuri and I left the lab, for the Radio building,\to hear Professor Nakabachi's press conference.\But the next thing I knew, a satellite had crashed into the building.\And not just that...\Me?\Yeah... You saw the satellite crash on TV and said,\The Organization has finally made its move!\So the two of us came to see it. response:	Canceled?
context: to hear Professor Nakabachi's press conference.\But the next thing I knew, a satellite had crashed into the building.\And not just that...\Me?\Yeah... You saw the satellite crash on TV and said,\The Organization has finally made its move!\So the two of us came to see it.\Canceled? response:	Don't you remember how mad
context: But the next thing I knew, a satellite had crashed into the building.\And not just that...\Me?\Yeah... You saw the satellite crash on TV and said,\The Organization has finally made its move!\So the two of us came to see it.\Canceled?\Don't you remember how mad response:	you were this morning? Saying, He got cold feet and ran off!
context: And not just that...\Me?\Yeah... You saw the satellite crash on TV and said,\The Organization has finally made its move!\So the two of us came to see it.\Canceled?\Don't you remember how mad\you were this morning? Saying, He got cold feet and ran off! response:	Professor Nakabachi's press conference!
context: Me?\Yeah... You saw the satellite crash on TV and said,\The Organization has finally made its move!\So the two of us came to see it.\Canceled?\Don't you remember how mad\you were this morning? Saying, He got cold feet and ran off!\Professor Nakabachi's press conference! response:	It was at 12:00, at the Radio building!
context: Yeah... You saw the satellite crash on TV and said,\The Organization has finally made its move!\So the two of us came to see it.\Canceled?\Don't you remember how mad\you were this morning? Saying, He got cold feet and ran off!\Professor Nakabachi's press conference!\It was at 12:00, at the Radio building! response:	No, it wasn't, man.
context: The Organization has finally made its move!\So the two of us came to see it.\Canceled?\Don't you remember how mad\you were this morning? Saying, He got cold feet and ran off!\Professor Nakabachi's press conference!\It was at 12:00, at the Radio building!\No, it wasn't, man. response:	And a good thing...
context: So the two of us came to see it.\Canceled?\Don't you remember how mad\you were this morning? Saying, He got cold feet and ran off!\Professor Nakabachi's press conference!\It was at 12:00, at the Radio building!\No, it wasn't, man.\And a good thing... response:	If it had been, that satellite could have flattened you.
context: Canceled?\Don't you remember how mad\you were this morning? Saying, He got cold feet and ran off!\Professor Nakabachi's press conference!\It was at 12:00, at the Radio building!\No, it wasn't, man.\And a good thing...\If it had been, that satellite could have flattened you. response:	This difference in memories...
context: Don't you remember how mad\you were this morning? Saying, He got cold feet and ran off!\Professor Nakabachi's press conference!\It was at 12:00, at the Radio building!\No, it wasn't, man.\And a good thing...\If it had been, that satellite could have flattened you.\This difference in memories... response:	Is it the Organization's memory control?
context: you were this morning? Saying, He got cold feet and ran off!\Professor Nakabachi's press conference!\It was at 12:00, at the Radio building!\No, it wasn't, man.\And a good thing...\If it had been, that satellite could have flattened you.\This difference in memories...\Is it the Organization's memory control? response:	Right...
context: Professor Nakabachi's press conference!\It was at 12:00, at the Radio building!\No, it wasn't, man.\And a good thing...\If it had been, that satellite could have flattened you.\This difference in memories...\Is it the Organization's memory control?\Right... response:	This is the choice of Steins Gate!
context: It was at 12:00, at the Radio building!\No, it wasn't, man.\And a good thing...\If it had been, that satellite could have flattened you.\This difference in memories...\Is it the Organization's memory control?\Right...\This is the choice of Steins Gate! response:	That again?
context: No, it wasn't, man.\And a good thing...\If it had been, that satellite could have flattened you.\This difference in memories...\Is it the Organization's memory control?\Right...\This is the choice of Steins Gate!\That again? response:	That Stein-whatsit makes no sense, you know that?
context: And a good thing...\If it had been, that satellite could have flattened you.\This difference in memories...\Is it the Organization's memory control?\Right...\This is the choice of Steins Gate!\That again?\That Stein-whatsit makes no sense, you know that? response:	Daru, get me Future Gadget 1!
context: If it had been, that satellite could have flattened you.\This difference in memories...\Is it the Organization's memory control?\Right...\This is the choice of Steins Gate!\That again?\That Stein-whatsit makes no sense, you know that?\Daru, get me Future Gadget 1! response:	Alpaca Man-san got mad because you changed the channel.
context: This difference in memories...\Is it the Organization's memory control?\Right...\This is the choice of Steins Gate!\That again?\That Stein-whatsit makes no sense, you know that?\Daru, get me Future Gadget 1!\Alpaca Man-san got mad because you changed the channel. response:	Darn you, Mr. Braun!
context: Is it the Organization's memory control?\Right...\This is the choice of Steins Gate!\That again?\That Stein-whatsit makes no sense, you know that?\Daru, get me Future Gadget 1!\Alpaca Man-san got mad because you changed the channel.\Darn you, Mr. Braun! response:	Making us use this piece of crap...
context: Right...\This is the choice of Steins Gate!\That again?\That Stein-whatsit makes no sense, you know that?\Daru, get me Future Gadget 1!\Alpaca Man-san got mad because you changed the channel.\Darn you, Mr. Braun!\Making us use this piece of crap... response:	He gave it to us for free, right?
context: This is the choice of Steins Gate!\That again?\That Stein-whatsit makes no sense, you know that?\Daru, get me Future Gadget 1!\Alpaca Man-san got mad because you changed the channel.\Darn you, Mr. Braun!\Making us use this piece of crap...\He gave it to us for free, right? response:	Daru, get the TV!
context: That again?\That Stein-whatsit makes no sense, you know that?\Daru, get me Future Gadget 1!\Alpaca Man-san got mad because you changed the channel.\Darn you, Mr. Braun!\Making us use this piece of crap...\He gave it to us for free, right?\Daru, get the TV! response:	But I refuse.
context: That Stein-whatsit makes no sense, you know that?\Daru, get me Future Gadget 1!\Alpaca Man-san got mad because you changed the channel.\Darn you, Mr. Braun!\Making us use this piece of crap...\He gave it to us for free, right?\Daru, get the TV!\But I refuse. response:	It's hot today.
context: Daru, get me Future Gadget 1!\Alpaca Man-san got mad because you changed the channel.\Darn you, Mr. Braun!\Making us use this piece of crap...\He gave it to us for free, right?\Daru, get the TV!\But I refuse.\It's hot today. response:	And like,
context: Alpaca Man-san got mad because you changed the channel.\Darn you, Mr. Braun!\Making us use this piece of crap...\He gave it to us for free, right?\Daru, get the TV!\But I refuse.\It's hot today.\And like, response:	don't think I'm strong, just'cause I'm fat.
context: Darn you, Mr. Braun!\Making us use this piece of crap...\He gave it to us for free, right?\Daru, get the TV!\But I refuse.\It's hot today.\And like,\don't think I'm strong, just'cause I'm fat. response:	That's not something to brag about!
context: Making us use this piece of crap...\He gave it to us for free, right?\Daru, get the TV!\But I refuse.\It's hot today.\And like,\don't think I'm strong, just'cause I'm fat.\That's not something to brag about! response:	Mr. Braun!
context: He gave it to us for free, right?\Daru, get the TV!\But I refuse.\It's hot today.\And like,\don't think I'm strong, just'cause I'm fat.\That's not something to brag about!\Mr. Braun! response:	I told you to call me Tennouji-san.
context: Daru, get the TV!\But I refuse.\It's hot today.\And like,\don't think I'm strong, just'cause I'm fat.\That's not something to brag about!\Mr. Braun!\I told you to call me Tennouji-san. response:	I'd like to ask you to fix this immediately...
context: But I refuse.\It's hot today.\And like,\don't think I'm strong, just'cause I'm fat.\That's not something to brag about!\Mr. Braun!\I told you to call me Tennouji-san.\I'd like to ask you to fix this immediately... response:	You broke it already?
context: It's hot today.\And like,\don't think I'm strong, just'cause I'm fat.\That's not something to brag about!\Mr. Braun!\I told you to call me Tennouji-san.\I'd like to ask you to fix this immediately...\You broke it already? response:	You don't have enough love for the Braun tubes.
context: And like,\don't think I'm strong, just'cause I'm fat.\That's not something to brag about!\Mr. Braun!\I told you to call me Tennouji-san.\I'd like to ask you to fix this immediately...\You broke it already?\You don't have enough love for the Braun tubes. response:	1,000 yen to fix it.
context: don't think I'm strong, just'cause I'm fat.\That's not something to brag about!\Mr. Braun!\I told you to call me Tennouji-san.\I'd like to ask you to fix this immediately...\You broke it already?\You don't have enough love for the Braun tubes.\1,000 yen to fix it. response:	If anyone's at fault here, it's you, for giving us defective
context: That's not something to brag about!\Mr. Braun!\I told you to call me Tennouji-san.\I'd like to ask you to fix this immediately...\You broke it already?\You don't have enough love for the Braun tubes.\1,000 yen to fix it.\If anyone's at fault here, it's you, for giving us defective response:	Is that how you address your landlord?
context: Mr. Braun!\I told you to call me Tennouji-san.\I'd like to ask you to fix this immediately...\You broke it already?\You don't have enough love for the Braun tubes.\1,000 yen to fix it.\If anyone's at fault here, it's you, for giving us defective\Is that how you address your landlord? response:	I'll pay the repair bill.
context: I told you to call me Tennouji-san.\I'd like to ask you to fix this immediately...\You broke it already?\You don't have enough love for the Braun tubes.\1,000 yen to fix it.\If anyone's at fault here, it's you, for giving us defective\Is that how you address your landlord?\I'll pay the repair bill. response:	Mayuri-chan, you should give up on this guy.
context: I'd like to ask you to fix this immediately...\You broke it already?\You don't have enough love for the Braun tubes.\1,000 yen to fix it.\If anyone's at fault here, it's you, for giving us defective\Is that how you address your landlord?\I'll pay the repair bill.\Mayuri-chan, you should give up on this guy. response:	But Mayushii is Okarin's hostage!
context: You broke it already?\You don't have enough love for the Braun tubes.\1,000 yen to fix it.\If anyone's at fault here, it's you, for giving us defective\Is that how you address your landlord?\I'll pay the repair bill.\Mayuri-chan, you should give up on this guy.\But Mayushii is Okarin's hostage! response:	Hostage, huh?
context: You don't have enough love for the Braun tubes.\1,000 yen to fix it.\If anyone's at fault here, it's you, for giving us defective\Is that how you address your landlord?\I'll pay the repair bill.\Mayuri-chan, you should give up on this guy.\But Mayushii is Okarin's hostage!\Hostage, huh? response:	This is broken, too?
context: 1,000 yen to fix it.\If anyone's at fault here, it's you, for giving us defective\Is that how you address your landlord?\I'll pay the repair bill.\Mayuri-chan, you should give up on this guy.\But Mayushii is Okarin's hostage!\Hostage, huh?\This is broken, too? response:	Repair bill's 2,000 yen now.
context: If anyone's at fault here, it's you, for giving us defective\Is that how you address your landlord?\I'll pay the repair bill.\Mayuri-chan, you should give up on this guy.\But Mayushii is Okarin's hostage!\Hostage, huh?\This is broken, too?\Repair bill's 2,000 yen now. response:	You don't like it, take it back.
context: Is that how you address your landlord?\I'll pay the repair bill.\Mayuri-chan, you should give up on this guy.\But Mayushii is Okarin's hostage!\Hostage, huh?\This is broken, too?\Repair bill's 2,000 yen now.\You don't like it, take it back. response:	What will you do?
context: I'll pay the repair bill.\Mayuri-chan, you should give up on this guy.\But Mayushii is Okarin's hostage!\Hostage, huh?\This is broken, too?\Repair bill's 2,000 yen now.\You don't like it, take it back.\What will you do? response:	It's me.
context: Mayuri-chan, you should give up on this guy.\But Mayushii is Okarin's hostage!\Hostage, huh?\This is broken, too?\Repair bill's 2,000 yen now.\You don't like it, take it back.\What will you do?\It's me. response:	The Organization's finally gotten to that stupid baldy.
context: But Mayushii is Okarin's hostage!\Hostage, huh?\This is broken, too?\Repair bill's 2,000 yen now.\You don't like it, take it back.\What will you do?\It's me.\The Organization's finally gotten to that stupid baldy. response:	I'm encountering sabotage.
context: Hostage, huh?\This is broken, too?\Repair bill's 2,000 yen now.\You don't like it, take it back.\What will you do?\It's me.\The Organization's finally gotten to that stupid baldy.\I'm encountering sabotage. response:	Here you go.
context: This is broken, too?\Repair bill's 2,000 yen now.\You don't like it, take it back.\What will you do?\It's me.\The Organization's finally gotten to that stupid baldy.\I'm encountering sabotage.\Here you go. response:	You really do like Dr Pepper, Okarin!
context: Repair bill's 2,000 yen now.\You don't like it, take it back.\What will you do?\It's me.\The Organization's finally gotten to that stupid baldy.\I'm encountering sabotage.\Here you go.\You really do like Dr Pepper, Okarin! response:	It's an intellectual drink, for the chosen ones.
context: You don't like it, take it back.\What will you do?\It's me.\The Organization's finally gotten to that stupid baldy.\I'm encountering sabotage.\Here you go.\You really do like Dr Pepper, Okarin!\It's an intellectual drink, for the chosen ones. response:	The cicadas are really loud, aren't they?
context: What will you do?\It's me.\The Organization's finally gotten to that stupid baldy.\I'm encountering sabotage.\Here you go.\You really do like Dr Pepper, Okarin!\It's an intellectual drink, for the chosen ones.\The cicadas are really loud, aren't they? response:	Daru!
context: It's me.\The Organization's finally gotten to that stupid baldy.\I'm encountering sabotage.\Here you go.\You really do like Dr Pepper, Okarin!\It's an intellectual drink, for the chosen ones.\The cicadas are really loud, aren't they?\Daru! response:	Now that the Organization
context: The Organization's finally gotten to that stupid baldy.\I'm encountering sabotage.\Here you go.\You really do like Dr Pepper, Okarin!\It's an intellectual drink, for the chosen ones.\The cicadas are really loud, aren't they?\Daru!\Now that the Organization response:	has begun using Mr. Braun to sabotage us, we're putting the plan into action.
context: I'm encountering sabotage.\Here you go.\You really do like Dr Pepper, Okarin!\It's an intellectual drink, for the chosen ones.\The cicadas are really loud, aren't they?\Daru!\Now that the Organization\has begun using Mr. Braun to sabotage us, we're putting the plan into action. response:	We're backed into a corner!
context: Here you go.\You really do like Dr Pepper, Okarin!\It's an intellectual drink, for the chosen ones.\The cicadas are really loud, aren't they?\Daru!\Now that the Organization\has begun using Mr. Braun to sabotage us, we're putting the plan into action.\We're backed into a corner! response:	The plan? The what now?
context: You really do like Dr Pepper, Okarin!\It's an intellectual drink, for the chosen ones.\The cicadas are really loud, aren't they?\Daru!\Now that the Organization\has begun using Mr. Braun to sabotage us, we're putting the plan into action.\We're backed into a corner!\The plan? The what now? response:	The plan is the plan!
context: It's an intellectual drink, for the chosen ones.\The cicadas are really loud, aren't they?\Daru!\Now that the Organization\has begun using Mr. Braun to sabotage us, we're putting the plan into action.\We're backed into a corner!\The plan? The what now?\The plan is the plan! response:	What else could it be but the introduction of
context: The cicadas are really loud, aren't they?\Daru!\Now that the Organization\has begun using Mr. Braun to sabotage us, we're putting the plan into action.\We're backed into a corner!\The plan? The what now?\The plan is the plan!\What else could it be but the introduction of response:	Future Gadget 8 into actual combat?
context: Daru!\Now that the Organization\has begun using Mr. Braun to sabotage us, we're putting the plan into action.\We're backed into a corner!\The plan? The what now?\The plan is the plan!\What else could it be but the introduction of\Future Gadget 8 into actual combat? response:	Oh, the Phone Microwave (name subject to change).
context: Now that the Organization\has begun using Mr. Braun to sabotage us, we're putting the plan into action.\We're backed into a corner!\The plan? The what now?\The plan is the plan!\What else could it be but the introduction of\Future Gadget 8 into actual combat?\Oh, the Phone Microwave (name subject to change). response:	How do you use a microwave in combat anyway?
context: has begun using Mr. Braun to sabotage us, we're putting the plan into action.\We're backed into a corner!\The plan? The what now?\The plan is the plan!\What else could it be but the introduction of\Future Gadget 8 into actual combat?\Oh, the Phone Microwave (name subject to change).\How do you use a microwave in combat anyway? response:	It'll be nearly three and a half years since we met.
context: We're backed into a corner!\The plan? The what now?\The plan is the plan!\What else could it be but the introduction of\Future Gadget 8 into actual combat?\Oh, the Phone Microwave (name subject to change).\How do you use a microwave in combat anyway?\It'll be nearly three and a half years since we met. response:	Second year of high school...
context: The plan? The what now?\The plan is the plan!\What else could it be but the introduction of\Future Gadget 8 into actual combat?\Oh, the Phone Microwave (name subject to change).\How do you use a microwave in combat anyway?\It'll be nearly three and a half years since we met.\Second year of high school... response:	We were in different classes and barely spoke,
context: The plan is the plan!\What else could it be but the introduction of\Future Gadget 8 into actual combat?\Oh, the Phone Microwave (name subject to change).\How do you use a microwave in combat anyway?\It'll be nearly three and a half years since we met.\Second year of high school...\We were in different classes and barely spoke, response:	so it's more like two years?
context: What else could it be but the introduction of\Future Gadget 8 into actual combat?\Oh, the Phone Microwave (name subject to change).\How do you use a microwave in combat anyway?\It'll be nearly three and a half years since we met.\Second year of high school...\We were in different classes and barely spoke,\so it's more like two years? response:	The details don't matter.
context: Future Gadget 8 into actual combat?\Oh, the Phone Microwave (name subject to change).\How do you use a microwave in combat anyway?\It'll be nearly three and a half years since we met.\Second year of high school...\We were in different classes and barely spoke,\so it's more like two years?\The details don't matter. response:	Anyway, it's been that long.
context: Oh, the Phone Microwave (name subject to change).\How do you use a microwave in combat anyway?\It'll be nearly three and a half years since we met.\Second year of high school...\We were in different classes and barely spoke,\so it's more like two years?\The details don't matter.\Anyway, it's been that long. response:	Please reach the point
context: How do you use a microwave in combat anyway?\It'll be nearly three and a half years since we met.\Second year of high school...\We were in different classes and barely spoke,\so it's more like two years?\The details don't matter.\Anyway, it's been that long.\Please reach the point response:	where you can keep up with my conversations, already.
context: It'll be nearly three and a half years since we met.\Second year of high school...\We were in different classes and barely spoke,\so it's more like two years?\The details don't matter.\Anyway, it's been that long.\Please reach the point\where you can keep up with my conversations, already. response:	That is never happening!
context: Second year of high school...\We were in different classes and barely spoke,\so it's more like two years?\The details don't matter.\Anyway, it's been that long.\Please reach the point\where you can keep up with my conversations, already.\That is never happening! response:	Actually, want to try again?
context: We were in different classes and barely spoke,\so it's more like two years?\The details don't matter.\Anyway, it's been that long.\Please reach the point\where you can keep up with my conversations, already.\That is never happening!\Actually, want to try again? response:	It's all set.
context: so it's more like two years?\The details don't matter.\Anyway, it's been that long.\Please reach the point\where you can keep up with my conversations, already.\That is never happening!\Actually, want to try again?\It's all set. response:	Mayuri, bring the bananas!
context: The details don't matter.\Anyway, it's been that long.\Please reach the point\where you can keep up with my conversations, already.\That is never happening!\Actually, want to try again?\It's all set.\Mayuri, bring the bananas! response:	You're making gel-banas again?
context: Anyway, it's been that long.\Please reach the point\where you can keep up with my conversations, already.\That is never happening!\Actually, want to try again?\It's all set.\Mayuri, bring the bananas!\You're making gel-banas again? response:	It's such a waste!
context: Please reach the point\where you can keep up with my conversations, already.\That is never happening!\Actually, want to try again?\It's all set.\Mayuri, bring the bananas!\You're making gel-banas again?\It's such a waste! response:	If we're stingy, we can't win against the Organization!
context: where you can keep up with my conversations, already.\That is never happening!\Actually, want to try again?\It's all set.\Mayuri, bring the bananas!\You're making gel-banas again?\It's such a waste!\If we're stingy, we can't win against the Organization! response:	We don't need to win...
context: That is never happening!\Actually, want to try again?\It's all set.\Mayuri, bring the bananas!\You're making gel-banas again?\It's such a waste!\If we're stingy, we can't win against the Organization!\We don't need to win... response:	You know, Mayushii's the one bringing bananas, right?
context: Actually, want to try again?\It's all set.\Mayuri, bring the bananas!\You're making gel-banas again?\It's such a waste!\If we're stingy, we can't win against the Organization!\We don't need to win...\You know, Mayushii's the one bringing bananas, right? response:	I know.
context: It's all set.\Mayuri, bring the bananas!\You're making gel-banas again?\It's such a waste!\If we're stingy, we can't win against the Organization!\We don't need to win...\You know, Mayushii's the one bringing bananas, right?\I know. response:	This is R-E-N-G, the Phone Microwave (name subject to change).
context: Mayuri, bring the bananas!\You're making gel-banas again?\It's such a waste!\If we're stingy, we can't win against the Organization!\We don't need to win...\You know, Mayushii's the one bringing bananas, right?\I know.\This is R-E-N-G, the Phone Microwave (name subject to change). response:	You can manipulate the timer here.
context: You're making gel-banas again?\It's such a waste!\If we're stingy, we can't win against the Organization!\We don't need to win...\You know, Mayushii's the one bringing bananas, right?\I know.\This is R-E-N-G, the Phone Microwave (name subject to change).\You can manipulate the timer here. response:	Please hit the pound key,
context: It's such a waste!\If we're stingy, we can't win against the Organization!\We don't need to win...\You know, Mayushii's the one bringing bananas, right?\I know.\This is R-E-N-G, the Phone Microwave (name subject to change).\You can manipulate the timer here.\Please hit the pound key, response:	and then the number of seconds you wish to time cook.
context: If we're stingy, we can't win against the Organization!\We don't need to win...\You know, Mayushii's the one bringing bananas, right?\I know.\This is R-E-N-G, the Phone Microwave (name subject to change).\You can manipulate the timer here.\Please hit the pound key,\and then the number of seconds you wish to time cook. response:	One, two, zero, pound.
context: We don't need to win...\You know, Mayushii's the one bringing bananas, right?\I know.\This is R-E-N-G, the Phone Microwave (name subject to change).\You can manipulate the timer here.\Please hit the pound key,\and then the number of seconds you wish to time cook.\One, two, zero, pound. response:	Pretty turntable, isn't it?
context: You know, Mayushii's the one bringing bananas, right?\I know.\This is R-E-N-G, the Phone Microwave (name subject to change).\You can manipulate the timer here.\Please hit the pound key,\and then the number of seconds you wish to time cook.\One, two, zero, pound.\Pretty turntable, isn't it? response:	It goes in the opposite direction.
context: I know.\This is R-E-N-G, the Phone Microwave (name subject to change).\You can manipulate the timer here.\Please hit the pound key,\and then the number of seconds you wish to time cook.\One, two, zero, pound.\Pretty turntable, isn't it?\It goes in the opposite direction. response:	Opposite?
context: This is R-E-N-G, the Phone Microwave (name subject to change).\You can manipulate the timer here.\Please hit the pound key,\and then the number of seconds you wish to time cook.\One, two, zero, pound.\Pretty turntable, isn't it?\It goes in the opposite direction.\Opposite? response:	Might be important!
context: You can manipulate the timer here.\Please hit the pound key,\and then the number of seconds you wish to time cook.\One, two, zero, pound.\Pretty turntable, isn't it?\It goes in the opposite direction.\Opposite?\Might be important! response:	When you think of what's happening at the quantum level,
context: Please hit the pound key,\and then the number of seconds you wish to time cook.\One, two, zero, pound.\Pretty turntable, isn't it?\It goes in the opposite direction.\Opposite?\Might be important!\When you think of what's happening at the quantum level, response:	and you apply Hund's rules...
context: and then the number of seconds you wish to time cook.\One, two, zero, pound.\Pretty turntable, isn't it?\It goes in the opposite direction.\Opposite?\Might be important!\When you think of what's happening at the quantum level,\and you apply Hund's rules... response:	I'm sure it... isn't.
context: One, two, zero, pound.\Pretty turntable, isn't it?\It goes in the opposite direction.\Opposite?\Might be important!\When you think of what's happening at the quantum level,\and you apply Hund's rules...\I'm sure it... isn't. response:	It isn't?
context: Pretty turntable, isn't it?\It goes in the opposite direction.\Opposite?\Might be important!\When you think of what's happening at the quantum level,\and you apply Hund's rules...\I'm sure it... isn't.\It isn't? response:	Nope.
context: It goes in the opposite direction.\Opposite?\Might be important!\When you think of what's happening at the quantum level,\and you apply Hund's rules...\I'm sure it... isn't.\It isn't?\Nope. response:	Hasn't changed.
context: Opposite?\Might be important!\When you think of what's happening at the quantum level,\and you apply Hund's rules...\I'm sure it... isn't.\It isn't?\Nope.\Hasn't changed. response:	It doesn't get warm, and it doesn't get cold.
context: Might be important!\When you think of what's happening at the quantum level,\and you apply Hund's rules...\I'm sure it... isn't.\It isn't?\Nope.\Hasn't changed.\It doesn't get warm, and it doesn't get cold. response:	Mayushii's Juicy Fried Chicken 1 got frozen...
context: When you think of what's happening at the quantum level,\and you apply Hund's rules...\I'm sure it... isn't.\It isn't?\Nope.\Hasn't changed.\It doesn't get warm, and it doesn't get cold.\Mayushii's Juicy Fried Chicken 1 got frozen... response:	Well, something involving Steins Gate is at work here! That's clear, anyway!
context: and you apply Hund's rules...\I'm sure it... isn't.\It isn't?\Nope.\Hasn't changed.\It doesn't get warm, and it doesn't get cold.\Mayushii's Juicy Fried Chicken 1 got frozen...\Well, something involving Steins Gate is at work here! That's clear, anyway! response:	That again?
context: I'm sure it... isn't.\It isn't?\Nope.\Hasn't changed.\It doesn't get warm, and it doesn't get cold.\Mayushii's Juicy Fried Chicken 1 got frozen...\Well, something involving Steins Gate is at work here! That's clear, anyway!\That again? response:	Daru, don't you want to try eating this
context: It isn't?\Nope.\Hasn't changed.\It doesn't get warm, and it doesn't get cold.\Mayushii's Juicy Fried Chicken 1 got frozen...\Well, something involving Steins Gate is at work here! That's clear, anyway!\That again?\Daru, don't you want to try eating this response:	No, I don't.
context: Nope.\Hasn't changed.\It doesn't get warm, and it doesn't get cold.\Mayushii's Juicy Fried Chicken 1 got frozen...\Well, something involving Steins Gate is at work here! That's clear, anyway!\That again?\Daru, don't you want to try eating this\No, I don't. response:	Then we'll give the honor to Mayuri.
context: Hasn't changed.\It doesn't get warm, and it doesn't get cold.\Mayushii's Juicy Fried Chicken 1 got frozen...\Well, something involving Steins Gate is at work here! That's clear, anyway!\That again?\Daru, don't you want to try eating this\No, I don't.\Then we'll give the honor to Mayuri. response:	The gel-bana was soft and squishy.
context: It doesn't get warm, and it doesn't get cold.\Mayushii's Juicy Fried Chicken 1 got frozen...\Well, something involving Steins Gate is at work here! That's clear, anyway!\That again?\Daru, don't you want to try eating this\No, I don't.\Then we'll give the honor to Mayuri.\The gel-bana was soft and squishy. response:	And it had no taste.
