context: At times, he'll use his spiritual powers to help people. response:	At others, he'll use his Wind Tunnel to subjugate demons.
context: So you ARE a raccoon dog.\I'm a weasel!\Huh? You look like a raccoon dog to me.\We're totally different!\Although, I love eating raccoon dogs.\Huh?\Are you really human?\Uhh! response:	You smell like a vermin.
context: I'm a weasel!\Huh? You look like a raccoon dog to me.\We're totally different!\Although, I love eating raccoon dogs.\Huh?\Are you really human?\Uhh!\You smell like a vermin. response:	Oh no...
context: Huh? You look like a raccoon dog to me.\We're totally different!\Although, I love eating raccoon dogs.\Huh?\Are you really human?\Uhh!\You smell like a vermin.\Oh no... response:	What are you saying?!
context: We're totally different!\Although, I love eating raccoon dogs.\Huh?\Are you really human?\Uhh!\You smell like a vermin.\Oh no...\What are you saying?! response:	My name is Miroku!
context: Although, I love eating raccoon dogs.\Huh?\Are you really human?\Uhh!\You smell like a vermin.\Oh no...\What are you saying?!\My name is Miroku! response:	And if I do say so myself, I am a famous monk!
context: Huh?\Are you really human?\Uhh!\You smell like a vermin.\Oh no...\What are you saying?!\My name is Miroku!\And if I do say so myself, I am a famous monk! response:	Miroku?
context: Are you really human?\Uhh!\You smell like a vermin.\Oh no...\What are you saying?!\My name is Miroku!\And if I do say so myself, I am a famous monk!\Miroku? response:	The one that uses the Wind Tunnel?!
context: Uhh!\You smell like a vermin.\Oh no...\What are you saying?!\My name is Miroku!\And if I do say so myself, I am a famous monk!\Miroku?\The one that uses the Wind Tunnel?! response:	Precisely!
context: You smell like a vermin.\Oh no...\What are you saying?!\My name is Miroku!\And if I do say so myself, I am a famous monk!\Miroku?\The one that uses the Wind Tunnel?!\Precisely! response:	If you apologize now, I shall forgive you!
context: Oh no...\What are you saying?!\My name is Miroku!\And if I do say so myself, I am a famous monk!\Miroku?\The one that uses the Wind Tunnel?!\Precisely!\If you apologize now, I shall forgive you! response:	This is an opportune time!
context: What are you saying?!\My name is Miroku!\And if I do say so myself, I am a famous monk!\Miroku?\The one that uses the Wind Tunnel?!\Precisely!\If you apologize now, I shall forgive you!\This is an opportune time! response:	I shall devour you and become the most powerful demon in the world!
context: My name is Miroku!\And if I do say so myself, I am a famous monk!\Miroku?\The one that uses the Wind Tunnel?!\Precisely!\If you apologize now, I shall forgive you!\This is an opportune time!\I shall devour you and become the most powerful demon in the world! response:	No-o!
context: And if I do say so myself, I am a famous monk!\Miroku?\The one that uses the Wind Tunnel?!\Precisely!\If you apologize now, I shall forgive you!\This is an opportune time!\I shall devour you and become the most powerful demon in the world!\No-o! response:	Huh? Why's Miroku here?!
context: Miroku?\The one that uses the Wind Tunnel?!\Precisely!\If you apologize now, I shall forgive you!\This is an opportune time!\I shall devour you and become the most powerful demon in the world!\No-o!\Huh? Why's Miroku here?! response:	Miroku is supposed to be in the cave...
context: The one that uses the Wind Tunnel?!\Precisely!\If you apologize now, I shall forgive you!\This is an opportune time!\I shall devour you and become the most powerful demon in the world!\No-o!\Huh? Why's Miroku here?!\Miroku is supposed to be in the cave... response:	- Let's hurry! - Yeah!
context: Precisely!\If you apologize now, I shall forgive you!\This is an opportune time!\I shall devour you and become the most powerful demon in the world!\No-o!\Huh? Why's Miroku here?!\Miroku is supposed to be in the cave...\- Let's hurry! - Yeah! response:	What is this?!
context: If you apologize now, I shall forgive you!\This is an opportune time!\I shall devour you and become the most powerful demon in the world!\No-o!\Huh? Why's Miroku here?!\Miroku is supposed to be in the cave...\- Let's hurry! - Yeah!\What is this?! response:	So you ARE a raccoon dog! I'll turn you into stew!
context: This is an opportune time!\I shall devour you and become the most powerful demon in the world!\No-o!\Huh? Why's Miroku here?!\Miroku is supposed to be in the cave...\- Let's hurry! - Yeah!\What is this?!\So you ARE a raccoon dog! I'll turn you into stew! response:	S-Stay away!
context: I shall devour you and become the most powerful demon in the world!\No-o!\Huh? Why's Miroku here?!\Miroku is supposed to be in the cave...\- Let's hurry! - Yeah!\What is this?!\So you ARE a raccoon dog! I'll turn you into stew!\S-Stay away! response:	Come any closer, and I'll uncovermy Wind Tunnel!
context: No-o!\Huh? Why's Miroku here?!\Miroku is supposed to be in the cave...\- Let's hurry! - Yeah!\What is this?!\So you ARE a raccoon dog! I'll turn you into stew!\S-Stay away!\Come any closer, and I'll uncovermy Wind Tunnel! response:	Y-You're bluffing!
context: Huh? Why's Miroku here?!\Miroku is supposed to be in the cave...\- Let's hurry! - Yeah!\What is this?!\So you ARE a raccoon dog! I'll turn you into stew!\S-Stay away!\Come any closer, and I'll uncovermy Wind Tunnel!\Y-You're bluffing! response:	Shall I show you then?
context: Miroku is supposed to be in the cave...\- Let's hurry! - Yeah!\What is this?!\So you ARE a raccoon dog! I'll turn you into stew!\S-Stay away!\Come any closer, and I'll uncovermy Wind Tunnel!\Y-You're bluffing!\Shall I show you then? response:	Well... But you're...
context: - Let's hurry! - Yeah!\What is this?!\So you ARE a raccoon dog! I'll turn you into stew!\S-Stay away!\Come any closer, and I'll uncovermy Wind Tunnel!\Y-You're bluffing!\Shall I show you then?\Well... But you're... response:	Huh?!
context: What is this?!\So you ARE a raccoon dog! I'll turn you into stew!\S-Stay away!\Come any closer, and I'll uncovermy Wind Tunnel!\Y-You're bluffing!\Shall I show you then?\Well... But you're...\Huh?! response:	No-o-o-o-!
context: So you ARE a raccoon dog! I'll turn you into stew!\S-Stay away!\Come any closer, and I'll uncovermy Wind Tunnel!\Y-You're bluffing!\Shall I show you then?\Well... But you're...\Huh?!\No-o-o-o-! response:	Stupid raccoon dog. Say your prayers!
context: S-Stay away!\Come any closer, and I'll uncovermy Wind Tunnel!\Y-You're bluffing!\Shall I show you then?\Well... But you're...\Huh?!\No-o-o-o-!\Stupid raccoon dog. Say your prayers! response:	Please forgive me!
context: Come any closer, and I'll uncovermy Wind Tunnel!\Y-You're bluffing!\Shall I show you then?\Well... But you're...\Huh?!\No-o-o-o-!\Stupid raccoon dog. Say your prayers!\Please forgive me! response:	I promise to stop this! Please forgive me!
context: Y-You're bluffing!\Shall I show you then?\Well... But you're...\Huh?!\No-o-o-o-!\Stupid raccoon dog. Say your prayers!\Please forgive me!\I promise to stop this! Please forgive me! response:	Never forget those words.
context: Shall I show you then?\Well... But you're...\Huh?!\No-o-o-o-!\Stupid raccoon dog. Say your prayers!\Please forgive me!\I promise to stop this! Please forgive me!\Never forget those words. response:	Huh?
context: Well... But you're...\Huh?!\No-o-o-o-!\Stupid raccoon dog. Say your prayers!\Please forgive me!\I promise to stop this! Please forgive me!\Never forget those words.\Huh? response:	Who's there?!
context: Huh?!\No-o-o-o-!\Stupid raccoon dog. Say your prayers!\Please forgive me!\I promise to stop this! Please forgive me!\Never forget those words.\Huh?\Who's there?! response:	MasterMiroku!
context: No-o-o-o-!\Stupid raccoon dog. Say your prayers!\Please forgive me!\I promise to stop this! Please forgive me!\Never forget those words.\Huh?\Who's there?!\MasterMiroku! response:	It's been a long time, Hachi.
context: Stupid raccoon dog. Say your prayers!\Please forgive me!\I promise to stop this! Please forgive me!\Never forget those words.\Huh?\Who's there?!\MasterMiroku!\It's been a long time, Hachi. response:	Hey you... raccoon dog!
context: Please forgive me!\I promise to stop this! Please forgive me!\Never forget those words.\Huh?\Who's there?!\MasterMiroku!\It's been a long time, Hachi.\Hey you... raccoon dog! response:	I said I'm a weasel!
context: I promise to stop this! Please forgive me!\Never forget those words.\Huh?\Who's there?!\MasterMiroku!\It's been a long time, Hachi.\Hey you... raccoon dog!\I said I'm a weasel! response:	I don't care about that.
context: Never forget those words.\Huh?\Who's there?!\MasterMiroku!\It's been a long time, Hachi.\Hey you... raccoon dog!\I said I'm a weasel!\I don't care about that. response:	Justgo back quietly to yourmountain.
context: Huh?\Who's there?!\MasterMiroku!\It's been a long time, Hachi.\Hey you... raccoon dog!\I said I'm a weasel!\I don't care about that.\Justgo back quietly to yourmountain. response:	I hate violence. So let's be civil about this.
context: Who's there?!\MasterMiroku!\It's been a long time, Hachi.\Hey you... raccoon dog!\I said I'm a weasel!\I don't care about that.\Justgo back quietly to yourmountain.\I hate violence. So let's be civil about this. response:	I'll make stew outta all of you!
context: MasterMiroku!\It's been a long time, Hachi.\Hey you... raccoon dog!\I said I'm a weasel!\I don't care about that.\Justgo back quietly to yourmountain.\I hate violence. So let's be civil about this.\I'll make stew outta all of you! response:	I guess he doesn't understand reason.
context: It's been a long time, Hachi.\Hey you... raccoon dog!\I said I'm a weasel!\I don't care about that.\Justgo back quietly to yourmountain.\I hate violence. So let's be civil about this.\I'll make stew outta all of you!\I guess he doesn't understand reason. response:	Wind Tunnel!
context: Hey you... raccoon dog!\I said I'm a weasel!\I don't care about that.\Justgo back quietly to yourmountain.\I hate violence. So let's be civil about this.\I'll make stew outta all of you!\I guess he doesn't understand reason.\Wind Tunnel! response:	What?!
context: I said I'm a weasel!\I don't care about that.\Justgo back quietly to yourmountain.\I hate violence. So let's be civil about this.\I'll make stew outta all of you!\I guess he doesn't understand reason.\Wind Tunnel!\What?! response:	Damn it! He's the REAL Miroku, after all!
context: I don't care about that.\Justgo back quietly to yourmountain.\I hate violence. So let's be civil about this.\I'll make stew outta all of you!\I guess he doesn't understand reason.\Wind Tunnel!\What?!\Damn it! He's the REAL Miroku, after all! response:	I'm sorry! Forgive me!
context: Justgo back quietly to yourmountain.\I hate violence. So let's be civil about this.\I'll make stew outta all of you!\I guess he doesn't understand reason.\Wind Tunnel!\What?!\Damn it! He's the REAL Miroku, after all!\I'm sorry! Forgive me! response:	Please forgive me!
context: I hate violence. So let's be civil about this.\I'll make stew outta all of you!\I guess he doesn't understand reason.\Wind Tunnel!\What?!\Damn it! He's the REAL Miroku, after all!\I'm sorry! Forgive me!\Please forgive me! response:	- Please, oh please, stop! - As long as you understand.
context: I'll make stew outta all of you!\I guess he doesn't understand reason.\Wind Tunnel!\What?!\Damn it! He's the REAL Miroku, after all!\I'm sorry! Forgive me!\Please forgive me!\- Please, oh please, stop! - As long as you understand. response:	What? It's all over?
context: I guess he doesn't understand reason.\Wind Tunnel!\What?!\Damn it! He's the REAL Miroku, after all!\I'm sorry! Forgive me!\Please forgive me!\- Please, oh please, stop! - As long as you understand.\What? It's all over? response:	That was quick.
context: Wind Tunnel!\What?!\Damn it! He's the REAL Miroku, after all!\I'm sorry! Forgive me!\Please forgive me!\- Please, oh please, stop! - As long as you understand.\What? It's all over?\That was quick. response:	Must be a weak raccoon dog.
context: What?!\Damn it! He's the REAL Miroku, after all!\I'm sorry! Forgive me!\Please forgive me!\- Please, oh please, stop! - As long as you understand.\What? It's all over?\That was quick.\Must be a weak raccoon dog. response:	Not a raccoon dog, a weasel.
context: Damn it! He's the REAL Miroku, after all!\I'm sorry! Forgive me!\Please forgive me!\- Please, oh please, stop! - As long as you understand.\What? It's all over?\That was quick.\Must be a weak raccoon dog.\Not a raccoon dog, a weasel. response:	Hey raccoon dog!
context: I'm sorry! Forgive me!\Please forgive me!\- Please, oh please, stop! - As long as you understand.\What? It's all over?\That was quick.\Must be a weak raccoon dog.\Not a raccoon dog, a weasel.\Hey raccoon dog! response:	I said I'm a weasel!
context: Please forgive me!\- Please, oh please, stop! - As long as you understand.\What? It's all over?\That was quick.\Must be a weak raccoon dog.\Not a raccoon dog, a weasel.\Hey raccoon dog!\I said I'm a weasel! response:	Who cares about that!
context: - Please, oh please, stop! - As long as you understand.\What? It's all over?\That was quick.\Must be a weak raccoon dog.\Not a raccoon dog, a weasel.\Hey raccoon dog!\I said I'm a weasel!\Who cares about that! response:	In any case, don't try anything bad from now on.
context: What? It's all over?\That was quick.\Must be a weak raccoon dog.\Not a raccoon dog, a weasel.\Hey raccoon dog!\I said I'm a weasel!\Who cares about that!\In any case, don't try anything bad from now on. response:	Yesss!
context: That was quick.\Must be a weak raccoon dog.\Not a raccoon dog, a weasel.\Hey raccoon dog!\I said I'm a weasel!\Who cares about that!\In any case, don't try anything bad from now on.\Yesss! response:	As long as you understand. Now go back to your mountain.
context: Must be a weak raccoon dog.\Not a raccoon dog, a weasel.\Hey raccoon dog!\I said I'm a weasel!\Who cares about that!\In any case, don't try anything bad from now on.\Yesss!\As long as you understand. Now go back to your mountain. response:	Yes! I will!
context: Not a raccoon dog, a weasel.\Hey raccoon dog!\I said I'm a weasel!\Who cares about that!\In any case, don't try anything bad from now on.\Yesss!\As long as you understand. Now go back to your mountain.\Yes! I will! response:	Excuse me!
context: Hey raccoon dog!\I said I'm a weasel!\Who cares about that!\In any case, don't try anything bad from now on.\Yesss!\As long as you understand. Now go back to your mountain.\Yes! I will!\Excuse me! response:	Now then!
context: I said I'm a weasel!\Who cares about that!\In any case, don't try anything bad from now on.\Yesss!\As long as you understand. Now go back to your mountain.\Yes! I will!\Excuse me!\Now then! response:	I want a full explanation.
context: Who cares about that!\In any case, don't try anything bad from now on.\Yesss!\As long as you understand. Now go back to your mountain.\Yes! I will!\Excuse me!\Now then!\I want a full explanation. response:	Please forgive me!
context: In any case, don't try anything bad from now on.\Yesss!\As long as you understand. Now go back to your mountain.\Yes! I will!\Excuse me!\Now then!\I want a full explanation.\Please forgive me! response:	Why did you impersonate Miroku?
context: Yesss!\As long as you understand. Now go back to your mountain.\Yes! I will!\Excuse me!\Now then!\I want a full explanation.\Please forgive me!\Why did you impersonate Miroku? response:	ljust decided on the spur of the moment...
context: As long as you understand. Now go back to your mountain.\Yes! I will!\Excuse me!\Now then!\I want a full explanation.\Please forgive me!\Why did you impersonate Miroku?\ljust decided on the spur of the moment... response:	I was so hungry, I couldn't bearit.
context: Yes! I will!\Excuse me!\Now then!\I want a full explanation.\Please forgive me!\Why did you impersonate Miroku?\ljust decided on the spur of the moment...\I was so hungry, I couldn't bearit. response:	And so...
context: Excuse me!\Now then!\I want a full explanation.\Please forgive me!\Why did you impersonate Miroku?\ljust decided on the spur of the moment...\I was so hungry, I couldn't bearit.\And so... response:	I impersonated Miroku just for one time.
context: Now then!\I want a full explanation.\Please forgive me!\Why did you impersonate Miroku?\ljust decided on the spur of the moment...\I was so hungry, I couldn't bearit.\And so...\I impersonated Miroku just for one time. response:	And it went well?
context: I want a full explanation.\Please forgive me!\Why did you impersonate Miroku?\ljust decided on the spur of the moment...\I was so hungry, I couldn't bearit.\And so...\I impersonated Miroku just for one time.\And it went well? response:	Oh yes! It went unbelievably well.
context: Please forgive me!\Why did you impersonate Miroku?\ljust decided on the spur of the moment...\I was so hungry, I couldn't bearit.\And so...\I impersonated Miroku just for one time.\And it went well?\Oh yes! It went unbelievably well. response:	And you started liking it?
context: Why did you impersonate Miroku?\ljust decided on the spur of the moment...\I was so hungry, I couldn't bearit.\And so...\I impersonated Miroku just for one time.\And it went well?\Oh yes! It went unbelievably well.\And you started liking it? response:	Just as you say...
context: ljust decided on the spur of the moment...\I was so hungry, I couldn't bearit.\And so...\I impersonated Miroku just for one time.\And it went well?\Oh yes! It went unbelievably well.\And you started liking it?\Just as you say... response:	Listen here, Hachi.
context: I was so hungry, I couldn't bearit.\And so...\I impersonated Miroku just for one time.\And it went well?\Oh yes! It went unbelievably well.\And you started liking it?\Just as you say...\Listen here, Hachi. response:	Yes?
context: And so...\I impersonated Miroku just for one time.\And it went well?\Oh yes! It went unbelievably well.\And you started liking it?\Just as you say...\Listen here, Hachi.\Yes? response:	If you've learned yourlesson,
context: I impersonated Miroku just for one time.\And it went well?\Oh yes! It went unbelievably well.\And you started liking it?\Just as you say...\Listen here, Hachi.\Yes?\If you've learned yourlesson, response:	don't try anything foolish like this ever again.
context: And it went well?\Oh yes! It went unbelievably well.\And you started liking it?\Just as you say...\Listen here, Hachi.\Yes?\If you've learned yourlesson,\don't try anything foolish like this ever again. response:	Yes!
context: Oh yes! It went unbelievably well.\And you started liking it?\Just as you say...\Listen here, Hachi.\Yes?\If you've learned yourlesson,\don't try anything foolish like this ever again.\Yes! response:	The trouble I went through all because of you!
context: And you started liking it?\Just as you say...\Listen here, Hachi.\Yes?\If you've learned yourlesson,\don't try anything foolish like this ever again.\Yes!\The trouble I went through all because of you! response:	Yes...
context: Just as you say...\Listen here, Hachi.\Yes?\If you've learned yourlesson,\don't try anything foolish like this ever again.\Yes!\The trouble I went through all because of you!\Yes... response:	But it's strange.
context: Listen here, Hachi.\Yes?\If you've learned yourlesson,\don't try anything foolish like this ever again.\Yes!\The trouble I went through all because of you!\Yes...\But it's strange. response:	Huh?
context: Yes?\If you've learned yourlesson,\don't try anything foolish like this ever again.\Yes!\The trouble I went through all because of you!\Yes...\But it's strange.\Huh? response:	I really did impersonate you,
context: If you've learned yourlesson,\don't try anything foolish like this ever again.\Yes!\The trouble I went through all because of you!\Yes...\But it's strange.\Huh?\I really did impersonate you, response:	but I neverdid anything to disparage you.
context: don't try anything foolish like this ever again.\Yes!\The trouble I went through all because of you!\Yes...\But it's strange.\Huh?\I really did impersonate you,\but I neverdid anything to disparage you. response:	How disrespectful of you!
context: Yes!\The trouble I went through all because of you!\Yes...\But it's strange.\Huh?\I really did impersonate you,\but I neverdid anything to disparage you.\How disrespectful of you! response:	Is that how you see me?!
context: The trouble I went through all because of you!\Yes...\But it's strange.\Huh?\I really did impersonate you,\but I neverdid anything to disparage you.\How disrespectful of you!\Is that how you see me?! response:	You say that...
context: Yes...\But it's strange.\Huh?\I really did impersonate you,\but I neverdid anything to disparage you.\How disrespectful of you!\Is that how you see me?!\You say that... response:	but I really tried my utmost to pretend to be you.
context: But it's strange.\Huh?\I really did impersonate you,\but I neverdid anything to disparage you.\How disrespectful of you!\Is that how you see me?!\You say that...\but I really tried my utmost to pretend to be you. response:	Now that you mention it...
context: Huh?\I really did impersonate you,\but I neverdid anything to disparage you.\How disrespectful of you!\Is that how you see me?!\You say that...\but I really tried my utmost to pretend to be you.\Now that you mention it... response:	How you acted wasn't any different from how Miroku would act.
context: I really did impersonate you,\but I neverdid anything to disparage you.\How disrespectful of you!\Is that how you see me?!\You say that...\but I really tried my utmost to pretend to be you.\Now that you mention it...\How you acted wasn't any different from how Miroku would act. response:	How rude of you!
context: but I neverdid anything to disparage you.\How disrespectful of you!\Is that how you see me?!\You say that...\but I really tried my utmost to pretend to be you.\Now that you mention it...\How you acted wasn't any different from how Miroku would act.\How rude of you! response:	The only thing different is that
context: How disrespectful of you!\Is that how you see me?!\You say that...\but I really tried my utmost to pretend to be you.\Now that you mention it...\How you acted wasn't any different from how Miroku would act.\How rude of you!\The only thing different is that response:	Hachiemon was more the lady's man.
context: Is that how you see me?!\You say that...\but I really tried my utmost to pretend to be you.\Now that you mention it...\How you acted wasn't any different from how Miroku would act.\How rude of you!\The only thing different is that\Hachiemon was more the lady's man. response:	Hey, Hachi!
context: You say that...\but I really tried my utmost to pretend to be you.\Now that you mention it...\How you acted wasn't any different from how Miroku would act.\How rude of you!\The only thing different is that\Hachiemon was more the lady's man.\Hey, Hachi! response:	Y-Yes?
context: but I really tried my utmost to pretend to be you.\Now that you mention it...\How you acted wasn't any different from how Miroku would act.\How rude of you!\The only thing different is that\Hachiemon was more the lady's man.\Hey, Hachi!\Y-Yes? response:	Sorry, but can you teach me?
context: Now that you mention it...\How you acted wasn't any different from how Miroku would act.\How rude of you!\The only thing different is that\Hachiemon was more the lady's man.\Hey, Hachi!\Y-Yes?\Sorry, but can you teach me? response:	Teach you what?
context: How you acted wasn't any different from how Miroku would act.\How rude of you!\The only thing different is that\Hachiemon was more the lady's man.\Hey, Hachi!\Y-Yes?\Sorry, but can you teach me?\Teach you what? response:	The secret to being popular with the girls... What else?!
context: How rude of you!\The only thing different is that\Hachiemon was more the lady's man.\Hey, Hachi!\Y-Yes?\Sorry, but can you teach me?\Teach you what?\The secret to being popular with the girls... What else?! response:	Well sir... Indifference ensures success.
context: The only thing different is that\Hachiemon was more the lady's man.\Hey, Hachi!\Y-Yes?\Sorry, but can you teach me?\Teach you what?\The secret to being popular with the girls... What else?!\Well sir... Indifference ensures success. response:	Indifference?
context: Hachiemon was more the lady's man.\Hey, Hachi!\Y-Yes?\Sorry, but can you teach me?\Teach you what?\The secret to being popular with the girls... What else?!\Well sir... Indifference ensures success.\Indifference? response:	Miroku! What are you two whispering about?
context: Hey, Hachi!\Y-Yes?\Sorry, but can you teach me?\Teach you what?\The secret to being popular with the girls... What else?!\Well sir... Indifference ensures success.\Indifference?\Miroku! What are you two whispering about? response:	Err... nothing.
context: Y-Yes?\Sorry, but can you teach me?\Teach you what?\The secret to being popular with the girls... What else?!\Well sir... Indifference ensures success.\Indifference?\Miroku! What are you two whispering about?\Err... nothing. response:	You probably have lecherous ideas again.
context: Sorry, but can you teach me?\Teach you what?\The secret to being popular with the girls... What else?!\Well sir... Indifference ensures success.\Indifference?\Miroku! What are you two whispering about?\Err... nothing.\You probably have lecherous ideas again. response:	What are you saying?
context: Teach you what?\The secret to being popular with the girls... What else?!\Well sir... Indifference ensures success.\Indifference?\Miroku! What are you two whispering about?\Err... nothing.\You probably have lecherous ideas again.\What are you saying? response:	Does my face look like I have such thoughts?
context: The secret to being popular with the girls... What else?!\Well sir... Indifference ensures success.\Indifference?\Miroku! What are you two whispering about?\Err... nothing.\You probably have lecherous ideas again.\What are you saying?\Does my face look like I have such thoughts? response:	Yes.
context: Well sir... Indifference ensures success.\Indifference?\Miroku! What are you two whispering about?\Err... nothing.\You probably have lecherous ideas again.\What are you saying?\Does my face look like I have such thoughts?\Yes. response:	W-What?!
context: Indifference?\Miroku! What are you two whispering about?\Err... nothing.\You probably have lecherous ideas again.\What are you saying?\Does my face look like I have such thoughts?\Yes.\W-What?! response:	Huh?!
context: Miroku! What are you two whispering about?\Err... nothing.\You probably have lecherous ideas again.\What are you saying?\Does my face look like I have such thoughts?\Yes.\W-What?!\Huh?! response:	- Let's go! - Yes!
context: Err... nothing.\You probably have lecherous ideas again.\What are you saying?\Does my face look like I have such thoughts?\Yes.\W-What?!\Huh?!\- Let's go! - Yes! response:	Hey! Wait up! Miroku!
context: You probably have lecherous ideas again.\What are you saying?\Does my face look like I have such thoughts?\Yes.\W-What?!\Huh?!\- Let's go! - Yes!\Hey! Wait up! Miroku! response:	He's the real Miroku. You can talk to him!
context: What are you saying?\Does my face look like I have such thoughts?\Yes.\W-What?!\Huh?!\- Let's go! - Yes!\Hey! Wait up! Miroku!\He's the real Miroku. You can talk to him! response:	What're you saying?! He's the real one!
context: Does my face look like I have such thoughts?\Yes.\W-What?!\Huh?!\- Let's go! - Yes!\Hey! Wait up! Miroku!\He's the real Miroku. You can talk to him!\What're you saying?! He's the real one! response:	Stop fooling around, you trickstermonk!
context: Yes.\W-What?!\Huh?!\- Let's go! - Yes!\Hey! Wait up! Miroku!\He's the real Miroku. You can talk to him!\What're you saying?! He's the real one!\Stop fooling around, you trickstermonk! response:	You womanizer! You lecher!
context: W-What?!\Huh?!\- Let's go! - Yes!\Hey! Wait up! Miroku!\He's the real Miroku. You can talk to him!\What're you saying?! He's the real one!\Stop fooling around, you trickstermonk!\You womanizer! You lecher! response:	You crook! You fool!
context: Huh?!\- Let's go! - Yes!\Hey! Wait up! Miroku!\He's the real Miroku. You can talk to him!\What're you saying?! He's the real one!\Stop fooling around, you trickstermonk!\You womanizer! You lecher!\You crook! You fool! response:	Oh dear...
context: - Let's go! - Yes!\Hey! Wait up! Miroku!\He's the real Miroku. You can talk to him!\What're you saying?! He's the real one!\Stop fooling around, you trickstermonk!\You womanizer! You lecher!\You crook! You fool!\Oh dear... response:	Just what are you up to?!
context: Hey! Wait up! Miroku!\He's the real Miroku. You can talk to him!\What're you saying?! He's the real one!\Stop fooling around, you trickstermonk!\You womanizer! You lecher!\You crook! You fool!\Oh dear...\Just what are you up to?! response:	Indifference, sir!
context: He's the real Miroku. You can talk to him!\What're you saying?! He's the real one!\Stop fooling around, you trickstermonk!\You womanizer! You lecher!\You crook! You fool!\Oh dear...\Just what are you up to?!\Indifference, sir! response:	That's impossible for me!
context: What're you saying?! He's the real one!\Stop fooling around, you trickstermonk!\You womanizer! You lecher!\You crook! You fool!\Oh dear...\Just what are you up to?!\Indifference, sir!\That's impossible for me! response:	Why did that demon have a fake Sacred Jewel?
context: Stop fooling around, you trickstermonk!\You womanizer! You lecher!\You crook! You fool!\Oh dear...\Just what are you up to?!\Indifference, sir!\That's impossible for me!\Why did that demon have a fake Sacred Jewel? response:	Someone gave it to him.
context: You womanizer! You lecher!\You crook! You fool!\Oh dear...\Just what are you up to?!\Indifference, sir!\That's impossible for me!\Why did that demon have a fake Sacred Jewel?\Someone gave it to him. response:	- Who? - Ademon.
context: You crook! You fool!\Oh dear...\Just what are you up to?!\Indifference, sir!\That's impossible for me!\Why did that demon have a fake Sacred Jewel?\Someone gave it to him.\- Who? - Ademon. response:	You picking a fight?!
context: Oh dear...\Just what are you up to?!\Indifference, sir!\That's impossible for me!\Why did that demon have a fake Sacred Jewel?\Someone gave it to him.\- Who? - Ademon.\You picking a fight?! response:	Calm down, Inuyasha!
context: Just what are you up to?!\Indifference, sir!\That's impossible for me!\Why did that demon have a fake Sacred Jewel?\Someone gave it to him.\- Who? - Ademon.\You picking a fight?!\Calm down, Inuyasha! response:	Demons are trying to create a real Sacred Jewel.
context: Indifference, sir!\That's impossible for me!\Why did that demon have a fake Sacred Jewel?\Someone gave it to him.\- Who? - Ademon.\You picking a fight?!\Calm down, Inuyasha!\Demons are trying to create a real Sacred Jewel. response:	Izumo the scholar was attacked.
context: That's impossible for me!\Why did that demon have a fake Sacred Jewel?\Someone gave it to him.\- Who? - Ademon.\You picking a fight?!\Calm down, Inuyasha!\Demons are trying to create a real Sacred Jewel.\Izumo the scholar was attacked. response:	And people are being kidnapped in nearby villages.
context: Why did that demon have a fake Sacred Jewel?\Someone gave it to him.\- Who? - Ademon.\You picking a fight?!\Calm down, Inuyasha!\Demons are trying to create a real Sacred Jewel.\Izumo the scholar was attacked.\And people are being kidnapped in nearby villages. response:	Next on Inuyasha: The Sacred Jewel Maker, Part l
context: Someone gave it to him.\- Who? - Ademon.\You picking a fight?!\Calm down, Inuyasha!\Demons are trying to create a real Sacred Jewel.\Izumo the scholar was attacked.\And people are being kidnapped in nearby villages.\Next on Inuyasha: The Sacred Jewel Maker, Part l response:	Can you really make another Sacred Jewel?
