context: Tatara Nishi High School response:	Tamaki Mari-san and Kobuchizawa Shirase-san will be embarking
context: Me?\Sometimes, people are just mean.\Don't fight mean with mean.\Hold your head high.\Is that a quote?\You bet!\Besides, you're not alone right now.\What do you mean? response:	I mean you have people to vent with!
context: Sometimes, people are just mean.\Don't fight mean with mean.\Hold your head high.\Is that a quote?\You bet!\Besides, you're not alone right now.\What do you mean?\I mean you have people to vent with! response:	Cheers!
context: Don't fight mean with mean.\Hold your head high.\Is that a quote?\You bet!\Besides, you're not alone right now.\What do you mean?\I mean you have people to vent with!\Cheers! response:	Udon Soba
context: Hold your head high.\Is that a quote?\You bet!\Besides, you're not alone right now.\What do you mean?\I mean you have people to vent with!\Cheers!\Udon Soba response:	That hits the spot!
context: Is that a quote?\You bet!\Besides, you're not alone right now.\What do you mean?\I mean you have people to vent with!\Cheers!\Udon Soba\That hits the spot! response:	I see!
context: You bet!\Besides, you're not alone right now.\What do you mean?\I mean you have people to vent with!\Cheers!\Udon Soba\That hits the spot!\I see! response:	This must be what it feels to grab a drink on the way back from work.
context: Besides, you're not alone right now.\What do you mean?\I mean you have people to vent with!\Cheers!\Udon Soba\That hits the spot!\I see!\This must be what it feels to grab a drink on the way back from work. response:	I suppose it might.
context: What do you mean?\I mean you have people to vent with!\Cheers!\Udon Soba\That hits the spot!\I see!\This must be what it feels to grab a drink on the way back from work.\I suppose it might. response:	Okay, let's have one more!
context: I mean you have people to vent with!\Cheers!\Udon Soba\That hits the spot!\I see!\This must be what it feels to grab a drink on the way back from work.\I suppose it might.\Okay, let's have one more! response:	It's payday, so the old man'll cover it.
context: Cheers!\Udon Soba\That hits the spot!\I see!\This must be what it feels to grab a drink on the way back from work.\I suppose it might.\Okay, let's have one more!\It's payday, so the old man'll cover it. response:	Still, it's extremely exasperating.
context: Udon Soba\That hits the spot!\I see!\This must be what it feels to grab a drink on the way back from work.\I suppose it might.\Okay, let's have one more!\It's payday, so the old man'll cover it.\Still, it's extremely exasperating. response:	You sure hate to let things go, don't you?
context: That hits the spot!\I see!\This must be what it feels to grab a drink on the way back from work.\I suppose it might.\Okay, let's have one more!\It's payday, so the old man'll cover it.\Still, it's extremely exasperating.\You sure hate to let things go, don't you? response:	Well, the people spreading the rumors are the ones in the wrong.
context: I see!\This must be what it feels to grab a drink on the way back from work.\I suppose it might.\Okay, let's have one more!\It's payday, so the old man'll cover it.\Still, it's extremely exasperating.\You sure hate to let things go, don't you?\Well, the people spreading the rumors are the ones in the wrong. response:	Why should I yield to them?
context: This must be what it feels to grab a drink on the way back from work.\I suppose it might.\Okay, let's have one more!\It's payday, so the old man'll cover it.\Still, it's extremely exasperating.\You sure hate to let things go, don't you?\Well, the people spreading the rumors are the ones in the wrong.\Why should I yield to them? response:	Calm down.
context: I suppose it might.\Okay, let's have one more!\It's payday, so the old man'll cover it.\Still, it's extremely exasperating.\You sure hate to let things go, don't you?\Well, the people spreading the rumors are the ones in the wrong.\Why should I yield to them?\Calm down. response:	I just want to scream at the top of my lungs!
context: Okay, let's have one more!\It's payday, so the old man'll cover it.\Still, it's extremely exasperating.\You sure hate to let things go, don't you?\Well, the people spreading the rumors are the ones in the wrong.\Why should I yield to them?\Calm down.\I just want to scream at the top of my lungs! response:	Scream, then!
context: It's payday, so the old man'll cover it.\Still, it's extremely exasperating.\You sure hate to let things go, don't you?\Well, the people spreading the rumors are the ones in the wrong.\Why should I yield to them?\Calm down.\I just want to scream at the top of my lungs!\Scream, then! response:	Next to a temple? Not a great idea...
context: Still, it's extremely exasperating.\You sure hate to let things go, don't you?\Well, the people spreading the rumors are the ones in the wrong.\Why should I yield to them?\Calm down.\I just want to scream at the top of my lungs!\Scream, then!\Next to a temple? Not a great idea... response:	Then let's go to karaoke!
context: You sure hate to let things go, don't you?\Well, the people spreading the rumors are the ones in the wrong.\Why should I yield to them?\Calm down.\I just want to scream at the top of my lungs!\Scream, then!\Next to a temple? Not a great idea...\Then let's go to karaoke! response:	If we do it within the hour, we're probably good.
context: Well, the people spreading the rumors are the ones in the wrong.\Why should I yield to them?\Calm down.\I just want to scream at the top of my lungs!\Scream, then!\Next to a temple? Not a great idea...\Then let's go to karaoke!\If we do it within the hour, we're probably good. response:	I've never been to karaoke.
context: Why should I yield to them?\Calm down.\I just want to scream at the top of my lungs!\Scream, then!\Next to a temple? Not a great idea...\Then let's go to karaoke!\If we do it within the hour, we're probably good.\I've never been to karaoke. response:	No way!
context: Calm down.\I just want to scream at the top of my lungs!\Scream, then!\Next to a temple? Not a great idea...\Then let's go to karaoke!\If we do it within the hour, we're probably good.\I've never been to karaoke.\No way! response:	Then let's do it!
context: I just want to scream at the top of my lungs!\Scream, then!\Next to a temple? Not a great idea...\Then let's go to karaoke!\If we do it within the hour, we're probably good.\I've never been to karaoke.\No way!\Then let's do it! response:	No, no way!
context: Scream, then!\Next to a temple? Not a great idea...\Then let's go to karaoke!\If we do it within the hour, we're probably good.\I've never been to karaoke.\No way!\Then let's do it!\No, no way! response:	How can you all do something so embarrassing?
context: Next to a temple? Not a great idea...\Then let's go to karaoke!\If we do it within the hour, we're probably good.\I've never been to karaoke.\No way!\Then let's do it!\No, no way!\How can you all do something so embarrassing? response:	It's okay to get it all out.
context: Then let's go to karaoke!\If we do it within the hour, we're probably good.\I've never been to karaoke.\No way!\Then let's do it!\No, no way!\How can you all do something so embarrassing?\It's okay to get it all out. response:	It's our going-away party!
context: If we do it within the hour, we're probably good.\I've never been to karaoke.\No way!\Then let's do it!\No, no way!\How can you all do something so embarrassing?\It's okay to get it all out.\It's our going-away party! response:	Right?
context: I've never been to karaoke.\No way!\Then let's do it!\No, no way!\How can you all do something so embarrassing?\It's okay to get it all out.\It's our going-away party!\Right? response:	I suppose...
context: No way!\Then let's do it!\No, no way!\How can you all do something so embarrassing?\It's okay to get it all out.\It's our going-away party!\Right?\I suppose... response:	You're invited, too, Megu-chan!
context: Then let's do it!\No, no way!\How can you all do something so embarrassing?\It's okay to get it all out.\It's our going-away party!\Right?\I suppose...\You're invited, too, Megu-chan! response:	But...
context: No, no way!\How can you all do something so embarrassing?\It's okay to get it all out.\It's our going-away party!\Right?\I suppose...\You're invited, too, Megu-chan!\But... response:	You're invited.
context: How can you all do something so embarrassing?\It's okay to get it all out.\It's our going-away party!\Right?\I suppose...\You're invited, too, Megu-chan!\But...\You're invited. response:	Karaoke Parlor Tanuki-Neko
context: It's okay to get it all out.\It's our going-away party!\Right?\I suppose...\You're invited, too, Megu-chan!\But...\You're invited.\Karaoke Parlor Tanuki-Neko response:	Let's raise the roof!
context: It's our going-away party!\Right?\I suppose...\You're invited, too, Megu-chan!\But...\You're invited.\Karaoke Parlor Tanuki-Neko\Let's raise the roof! response:	Kobuchizawa Shirase!
context: Right?\I suppose...\You're invited, too, Megu-chan!\But...\You're invited.\Karaoke Parlor Tanuki-Neko\Let's raise the roof!\Kobuchizawa Shirase! response:	No.
context: I suppose...\You're invited, too, Megu-chan!\But...\You're invited.\Karaoke Parlor Tanuki-Neko\Let's raise the roof!\Kobuchizawa Shirase!\No. response:	Oh, come on!
context: You're invited, too, Megu-chan!\But...\You're invited.\Karaoke Parlor Tanuki-Neko\Let's raise the roof!\Kobuchizawa Shirase!\No.\Oh, come on! response:	Then... Takahashi Megu-chan!
context: But...\You're invited.\Karaoke Parlor Tanuki-Neko\Let's raise the roof!\Kobuchizawa Shirase!\No.\Oh, come on!\Then... Takahashi Megu-chan! response:	My friend, Megu-chan!
context: You're invited.\Karaoke Parlor Tanuki-Neko\Let's raise the roof!\Kobuchizawa Shirase!\No.\Oh, come on!\Then... Takahashi Megu-chan!\My friend, Megu-chan! response:	Let's raise the roof!
context: Karaoke Parlor Tanuki-Neko\Let's raise the roof!\Kobuchizawa Shirase!\No.\Oh, come on!\Then... Takahashi Megu-chan!\My friend, Megu-chan!\Let's raise the roof! response:	Kobuchizawa Shirase!
context: Let's raise the roof!\Kobuchizawa Shirase!\No.\Oh, come on!\Then... Takahashi Megu-chan!\My friend, Megu-chan!\Let's raise the roof!\Kobuchizawa Shirase! response:	Kobuchizawa Shirase!
context: Kobuchizawa Shirase!\No.\Oh, come on!\Then... Takahashi Megu-chan!\My friend, Megu-chan!\Let's raise the roof!\Kobuchizawa Shirase!\Kobuchizawa Shirase! response:	Kobuchizawa Shirase!
context: No.\Oh, come on!\Then... Takahashi Megu-chan!\My friend, Megu-chan!\Let's raise the roof!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase! response:	Kobuchizawa Shirase!
context: Oh, come on!\Then... Takahashi Megu-chan!\My friend, Megu-chan!\Let's raise the roof!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase! response:	The Madness of Shi rase
context: Then... Takahashi Megu-chan!\My friend, Megu-chan!\Let's raise the roof!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\The Madness of Shi rase response:	I'm so glad I wasn't there.
context: My friend, Megu-chan!\Let's raise the roof!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\The Madness of Shi rase\I'm so glad I wasn't there. response:	I'm so refreshed!
context: Let's raise the roof!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\The Madness of Shi rase\I'm so glad I wasn't there.\I'm so refreshed! response:	Are you?
context: Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\The Madness of Shi rase\I'm so glad I wasn't there.\I'm so refreshed!\Are you? response:	Yeah, tonight's been the best!
context: Kobuchizawa Shirase!\Kobuchizawa Shirase!\Kobuchizawa Shirase!\The Madness of Shi rase\I'm so glad I wasn't there.\I'm so refreshed!\Are you?\Yeah, tonight's been the best! response:	I never thought I'd get to do this stuff the night before I left.
context: Kobuchizawa Shirase!\Kobuchizawa Shirase!\The Madness of Shi rase\I'm so glad I wasn't there.\I'm so refreshed!\Are you?\Yeah, tonight's been the best!\I never thought I'd get to do this stuff the night before I left. response:	I mean, I haven't gotten to hang out with you much
context: Kobuchizawa Shirase!\The Madness of Shi rase\I'm so glad I wasn't there.\I'm so refreshed!\Are you?\Yeah, tonight's been the best!\I never thought I'd get to do this stuff the night before I left.\I mean, I haven't gotten to hang out with you much response:	since I decided to go to Antarctica.
context: The Madness of Shi rase\I'm so glad I wasn't there.\I'm so refreshed!\Are you?\Yeah, tonight's been the best!\I never thought I'd get to do this stuff the night before I left.\I mean, I haven't gotten to hang out with you much\since I decided to go to Antarctica. response:	Though I guess that was a relief to you...
context: I'm so glad I wasn't there.\I'm so refreshed!\Are you?\Yeah, tonight's been the best!\I never thought I'd get to do this stuff the night before I left.\I mean, I haven't gotten to hang out with you much\since I decided to go to Antarctica.\Though I guess that was a relief to you... response:	I wouldn't say that...
context: I'm so refreshed!\Are you?\Yeah, tonight's been the best!\I never thought I'd get to do this stuff the night before I left.\I mean, I haven't gotten to hang out with you much\since I decided to go to Antarctica.\Though I guess that was a relief to you...\I wouldn't say that... response:	Well, maybe it was.
context: Are you?\Yeah, tonight's been the best!\I never thought I'd get to do this stuff the night before I left.\I mean, I haven't gotten to hang out with you much\since I decided to go to Antarctica.\Though I guess that was a relief to you...\I wouldn't say that...\Well, maybe it was. response:	Right?
context: Yeah, tonight's been the best!\I never thought I'd get to do this stuff the night before I left.\I mean, I haven't gotten to hang out with you much\since I decided to go to Antarctica.\Though I guess that was a relief to you...\I wouldn't say that...\Well, maybe it was.\Right? response:	But it wasn't like that for me at all.
context: I never thought I'd get to do this stuff the night before I left.\I mean, I haven't gotten to hang out with you much\since I decided to go to Antarctica.\Though I guess that was a relief to you...\I wouldn't say that...\Well, maybe it was.\Right?\But it wasn't like that for me at all. response:	I've been thinking this whole time...
context: I mean, I haven't gotten to hang out with you much\since I decided to go to Antarctica.\Though I guess that was a relief to you...\I wouldn't say that...\Well, maybe it was.\Right?\But it wasn't like that for me at all.\I've been thinking this whole time... response:	About how I want to go far away,
context: since I decided to go to Antarctica.\Though I guess that was a relief to you...\I wouldn't say that...\Well, maybe it was.\Right?\But it wasn't like that for me at all.\I've been thinking this whole time...\About how I want to go far away, response:	about how I hate being where I am,
context: Though I guess that was a relief to you...\I wouldn't say that...\Well, maybe it was.\Right?\But it wasn't like that for me at all.\I've been thinking this whole time...\About how I want to go far away,\about how I hate being where I am, response:	about how I hate myself.
context: I wouldn't say that...\Well, maybe it was.\Right?\But it wasn't like that for me at all.\I've been thinking this whole time...\About how I want to go far away,\about how I hate being where I am,\about how I hate myself. response:	I never knew why I felt that way.
context: Well, maybe it was.\Right?\But it wasn't like that for me at all.\I've been thinking this whole time...\About how I want to go far away,\about how I hate being where I am,\about how I hate myself.\I never knew why I felt that way. response:	It was probably because of you, Megu-chan.
context: Right?\But it wasn't like that for me at all.\I've been thinking this whole time...\About how I want to go far away,\about how I hate being where I am,\about how I hate myself.\I never knew why I felt that way.\It was probably because of you, Megu-chan. response:	I'm always uncertain, needing you to fuss over me.
context: But it wasn't like that for me at all.\I've been thinking this whole time...\About how I want to go far away,\about how I hate being where I am,\about how I hate myself.\I never knew why I felt that way.\It was probably because of you, Megu-chan.\I'm always uncertain, needing you to fuss over me. response:	Always clinging to you, asking what I should do...
context: I've been thinking this whole time...\About how I want to go far away,\about how I hate being where I am,\about how I hate myself.\I never knew why I felt that way.\It was probably because of you, Megu-chan.\I'm always uncertain, needing you to fuss over me.\Always clinging to you, asking what I should do... response:	Are you?
context: About how I want to go far away,\about how I hate being where I am,\about how I hate myself.\I never knew why I felt that way.\It was probably because of you, Megu-chan.\I'm always uncertain, needing you to fuss over me.\Always clinging to you, asking what I should do...\Are you? response:	Yeah, and I always hated that.
context: about how I hate being where I am,\about how I hate myself.\I never knew why I felt that way.\It was probably because of you, Megu-chan.\I'm always uncertain, needing you to fuss over me.\Always clinging to you, asking what I should do...\Are you?\Yeah, and I always hated that. response:	I think I wanted to change it.
context: about how I hate myself.\I never knew why I felt that way.\It was probably because of you, Megu-chan.\I'm always uncertain, needing you to fuss over me.\Always clinging to you, asking what I should do...\Are you?\Yeah, and I always hated that.\I think I wanted to change it. response:	So I wouldn't just be clinging to you; I wouldn't be worthless.
context: I never knew why I felt that way.\It was probably because of you, Megu-chan.\I'm always uncertain, needing you to fuss over me.\Always clinging to you, asking what I should do...\Are you?\Yeah, and I always hated that.\I think I wanted to change it.\So I wouldn't just be clinging to you; I wouldn't be worthless. response:	I'd be someone you could play video games with.
context: It was probably because of you, Megu-chan.\I'm always uncertain, needing you to fuss over me.\Always clinging to you, asking what I should do...\Are you?\Yeah, and I always hated that.\I think I wanted to change it.\So I wouldn't just be clinging to you; I wouldn't be worthless.\I'd be someone you could play video games with. response:	So I'm gonna do my best out there.
context: I'm always uncertain, needing you to fuss over me.\Always clinging to you, asking what I should do...\Are you?\Yeah, and I always hated that.\I think I wanted to change it.\So I wouldn't just be clinging to you; I wouldn't be worthless.\I'd be someone you could play video games with.\So I'm gonna do my best out there. response:	Okay, see you later.
context: Always clinging to you, asking what I should do...\Are you?\Yeah, and I always hated that.\I think I wanted to change it.\So I wouldn't just be clinging to you; I wouldn't be worthless.\I'd be someone you could play video games with.\So I'm gonna do my best out there.\Okay, see you later. response:	I'm home!
context: Are you?\Yeah, and I always hated that.\I think I wanted to change it.\So I wouldn't just be clinging to you; I wouldn't be worthless.\I'd be someone you could play video games with.\So I'm gonna do my best out there.\Okay, see you later.\I'm home! response:	Wow, what's all this? Amazing!
context: Yeah, and I always hated that.\I think I wanted to change it.\So I wouldn't just be clinging to you; I wouldn't be worthless.\I'd be someone you could play video games with.\So I'm gonna do my best out there.\Okay, see you later.\I'm home!\Wow, what's all this? Amazing! response:	You're late!
context: I think I wanted to change it.\So I wouldn't just be clinging to you; I wouldn't be worthless.\I'd be someone you could play video games with.\So I'm gonna do my best out there.\Okay, see you later.\I'm home!\Wow, what's all this? Amazing!\You're late! response:	A special treat.
context: So I wouldn't just be clinging to you; I wouldn't be worthless.\I'd be someone you could play video games with.\So I'm gonna do my best out there.\Okay, see you later.\I'm home!\Wow, what's all this? Amazing!\You're late!\A special treat. response:	That's it!
context: I'd be someone you could play video games with.\So I'm gonna do my best out there.\Okay, see you later.\I'm home!\Wow, what's all this? Amazing!\You're late!\A special treat.\That's it! response:	But wait, there's more!
context: So I'm gonna do my best out there.\Okay, see you later.\I'm home!\Wow, what's all this? Amazing!\You're late!\A special treat.\That's it!\But wait, there's more! response:	Yes! Egg Paradise!
context: Okay, see you later.\I'm home!\Wow, what's all this? Amazing!\You're late!\A special treat.\That's it!\But wait, there's more!\Yes! Egg Paradise! response:	Come and eat?
context: I'm home!\Wow, what's all this? Amazing!\You're late!\A special treat.\That's it!\But wait, there's more!\Yes! Egg Paradise!\Come and eat? response:	Oh...
context: Wow, what's all this? Amazing!\You're late!\A special treat.\That's it!\But wait, there's more!\Yes! Egg Paradise!\Come and eat?\Oh... response:	Okay!
context: You're late!\A special treat.\That's it!\But wait, there's more!\Yes! Egg Paradise!\Come and eat?\Oh...\Okay! response:	See you later.
context: A special treat.\That's it!\But wait, there's more!\Yes! Egg Paradise!\Come and eat?\Oh...\Okay!\See you later. response:	See you later. See you later. See you later. See you later.
context: That's it!\But wait, there's more!\Yes! Egg Paradise!\Come and eat?\Oh...\Okay!\See you later.\See you later. See you later. See you later. See you later. response:	I'm in
context: But wait, there's more!\Yes! Egg Paradise!\Come and eat?\Oh...\Okay!\See you later.\See you later. See you later. See you later. See you later.\I'm in response:	I'm out
context: Yes! Egg Paradise!\Come and eat?\Oh...\Okay!\See you later.\See you later. See you later. See you later. See you later.\I'm in\I'm out response:	See you later.
context: Come and eat?\Oh...\Okay!\See you later.\See you later. See you later. See you later. See you later.\I'm in\I'm out\See you later. response:	You're heading out?
context: Oh...\Okay!\See you later.\See you later. See you later. See you later. See you later.\I'm in\I'm out\See you later.\You're heading out? response:	Yeah.
context: Okay!\See you later.\See you later. See you later. See you later. See you later.\I'm in\I'm out\See you later.\You're heading out?\Yeah. response:	Make sure you get breakfast in Tokyo, okay?
context: See you later.\See you later. See you later. See you later. See you later.\I'm in\I'm out\See you later.\You're heading out?\Yeah.\Make sure you get breakfast in Tokyo, okay? response:	Yeah.
context: See you later. See you later. See you later. See you later.\I'm in\I'm out\See you later.\You're heading out?\Yeah.\Make sure you get breakfast in Tokyo, okay?\Yeah. response:	Sis!
context: I'm in\I'm out\See you later.\You're heading out?\Yeah.\Make sure you get breakfast in Tokyo, okay?\Yeah.\Sis! response:	Rin...
context: I'm out\See you later.\You're heading out?\Yeah.\Make sure you get breakfast in Tokyo, okay?\Yeah.\Sis!\Rin... response:	Why didn't you wake me up?
context: See you later.\You're heading out?\Yeah.\Make sure you get breakfast in Tokyo, okay?\Yeah.\Sis!\Rin...\Why didn't you wake me up? response:	Well, it was so early...
context: You're heading out?\Yeah.\Make sure you get breakfast in Tokyo, okay?\Yeah.\Sis!\Rin...\Why didn't you wake me up?\Well, it was so early... response:	I'm worried!
context: Yeah.\Make sure you get breakfast in Tokyo, okay?\Yeah.\Sis!\Rin...\Why didn't you wake me up?\Well, it was so early...\I'm worried! response:	Don't worry. I'll keep myself safe.
context: Make sure you get breakfast in Tokyo, okay?\Yeah.\Sis!\Rin...\Why didn't you wake me up?\Well, it was so early...\I'm worried!\Don't worry. I'll keep myself safe. response:	See you later!
context: Yeah.\Sis!\Rin...\Why didn't you wake me up?\Well, it was so early...\I'm worried!\Don't worry. I'll keep myself safe.\See you later! response:	Megu-chan?
context: Sis!\Rin...\Why didn't you wake me up?\Well, it was so early...\I'm worried!\Don't worry. I'll keep myself safe.\See you later!\Megu-chan? response:	Sorry to bother you right before you set out.
context: Rin...\Why didn't you wake me up?\Well, it was so early...\I'm worried!\Don't worry. I'll keep myself safe.\See you later!\Megu-chan?\Sorry to bother you right before you set out. response:	What's up?
context: Why didn't you wake me up?\Well, it was so early...\I'm worried!\Don't worry. I'll keep myself safe.\See you later!\Megu-chan?\Sorry to bother you right before you set out.\What's up? response:	I came to break up.
context: Well, it was so early...\I'm worried!\Don't worry. I'll keep myself safe.\See you later!\Megu-chan?\Sorry to bother you right before you set out.\What's up?\I came to break up. response:	I'm saying, we're not friends anymore.
context: I'm worried!\Don't worry. I'll keep myself safe.\See you later!\Megu-chan?\Sorry to bother you right before you set out.\What's up?\I came to break up.\I'm saying, we're not friends anymore. response:	What? What do you mean?
context: Don't worry. I'll keep myself safe.\See you later!\Megu-chan?\Sorry to bother you right before you set out.\What's up?\I came to break up.\I'm saying, we're not friends anymore.\What? What do you mean? response:	You still haven't realized it?
context: See you later!\Megu-chan?\Sorry to bother you right before you set out.\What's up?\I came to break up.\I'm saying, we're not friends anymore.\What? What do you mean?\You still haven't realized it? response:	Where do you think the rumor about you and Antarctica going to Shinjuku came from?
context: Megu-chan?\Sorry to bother you right before you set out.\What's up?\I came to break up.\I'm saying, we're not friends anymore.\What? What do you mean?\You still haven't realized it?\Where do you think the rumor about you and Antarctica going to Shinjuku came from? response:	Did you tell anyone about it?
context: Sorry to bother you right before you set out.\What's up?\I came to break up.\I'm saying, we're not friends anymore.\What? What do you mean?\You still haven't realized it?\Where do you think the rumor about you and Antarctica going to Shinjuku came from?\Did you tell anyone about it? response:	No...
context: What's up?\I came to break up.\I'm saying, we're not friends anymore.\What? What do you mean?\You still haven't realized it?\Where do you think the rumor about you and Antarctica going to Shinjuku came from?\Did you tell anyone about it?\No... response:	The first time you met Antarctica,
context: I came to break up.\I'm saying, we're not friends anymore.\What? What do you mean?\You still haven't realized it?\Where do you think the rumor about you and Antarctica going to Shinjuku came from?\Did you tell anyone about it?\No...\The first time you met Antarctica, response:	how did those older girls know she had a million yen?
context: I'm saying, we're not friends anymore.\What? What do you mean?\You still haven't realized it?\Where do you think the rumor about you and Antarctica going to Shinjuku came from?\Did you tell anyone about it?\No...\The first time you met Antarctica,\how did those older girls know she had a million yen? response:	How did your mother know you were going to Antarctica before you told her?
context: What? What do you mean?\You still haven't realized it?\Where do you think the rumor about you and Antarctica going to Shinjuku came from?\Did you tell anyone about it?\No...\The first time you met Antarctica,\how did those older girls know she had a million yen?\How did your mother know you were going to Antarctica before you told her? response:	How?
context: You still haven't realized it?\Where do you think the rumor about you and Antarctica going to Shinjuku came from?\Did you tell anyone about it?\No...\The first time you met Antarctica,\how did those older girls know she had a million yen?\How did your mother know you were going to Antarctica before you told her?\How? response:	Because I told them, of course!
context: Where do you think the rumor about you and Antarctica going to Shinjuku came from?\Did you tell anyone about it?\No...\The first time you met Antarctica,\how did those older girls know she had a million yen?\How did your mother know you were going to Antarctica before you told her?\How?\Because I told them, of course! response:	I thought you'd finally catch on and get mad at me...
context: Did you tell anyone about it?\No...\The first time you met Antarctica,\how did those older girls know she had a million yen?\How did your mother know you were going to Antarctica before you told her?\How?\Because I told them, of course!\I thought you'd finally catch on and get mad at me... response:	eventually...
context: No...\The first time you met Antarctica,\how did those older girls know she had a million yen?\How did your mother know you were going to Antarctica before you told her?\How?\Because I told them, of course!\I thought you'd finally catch on and get mad at me...\eventually... response:	Why?
context: The first time you met Antarctica,\how did those older girls know she had a million yen?\How did your mother know you were going to Antarctica before you told her?\How?\Because I told them, of course!\I thought you'd finally catch on and get mad at me...\eventually...\Why? response:	But you and Antarctica and the others are such morons you didn't catch on!
context: how did those older girls know she had a million yen?\How did your mother know you were going to Antarctica before you told her?\How?\Because I told them, of course!\I thought you'd finally catch on and get mad at me...\eventually...\Why?\But you and Antarctica and the others are such morons you didn't catch on! response:	Why?!
context: How did your mother know you were going to Antarctica before you told her?\How?\Because I told them, of course!\I thought you'd finally catch on and get mad at me...\eventually...\Why?\But you and Antarctica and the others are such morons you didn't catch on!\Why?! response:	I don't know!
context: How?\Because I told them, of course!\I thought you'd finally catch on and get mad at me...\eventually...\Why?\But you and Antarctica and the others are such morons you didn't catch on!\Why?!\I don't know! response:	I don't know why I got so mad when you first told me
context: Because I told them, of course!\I thought you'd finally catch on and get mad at me...\eventually...\Why?\But you and Antarctica and the others are such morons you didn't catch on!\Why?!\I don't know!\I don't know why I got so mad when you first told me response:	you were going to Antarctica!
context: I thought you'd finally catch on and get mad at me...\eventually...\Why?\But you and Antarctica and the others are such morons you didn't catch on!\Why?!\I don't know!\I don't know why I got so mad when you first told me\you were going to Antarctica! response:	You always consulted with me before you did anything...
context: eventually...\Why?\But you and Antarctica and the others are such morons you didn't catch on!\Why?!\I don't know!\I don't know why I got so mad when you first told me\you were going to Antarctica!\You always consulted with me before you did anything... response:	No way... Wait a minute...
context: Why?\But you and Antarctica and the others are such morons you didn't catch on!\Why?!\I don't know!\I don't know why I got so mad when you first told me\you were going to Antarctica!\You always consulted with me before you did anything...\No way... Wait a minute... response:	I know I've put you through a lot.
context: But you and Antarctica and the others are such morons you didn't catch on!\Why?!\I don't know!\I don't know why I got so mad when you first told me\you were going to Antarctica!\You always consulted with me before you did anything...\No way... Wait a minute...\I know I've put you through a lot. response:	I apologize.
context: Why?!\I don't know!\I don't know why I got so mad when you first told me\you were going to Antarctica!\You always consulted with me before you did anything...\No way... Wait a minute...\I know I've put you through a lot.\I apologize. response:	I'm sorry.
context: I don't know!\I don't know why I got so mad when you first told me\you were going to Antarctica!\You always consulted with me before you did anything...\No way... Wait a minute...\I know I've put you through a lot.\I apologize.\I'm sorry. response:	Yesterday, when you were talking, I finally realized.
context: I don't know why I got so mad when you first told me\you were going to Antarctica!\You always consulted with me before you did anything...\No way... Wait a minute...\I know I've put you through a lot.\I apologize.\I'm sorry.\Yesterday, when you were talking, I finally realized. response:	You weren't the one hanging on, I was.
context: you were going to Antarctica!\You always consulted with me before you did anything...\No way... Wait a minute...\I know I've put you through a lot.\I apologize.\I'm sorry.\Yesterday, when you were talking, I finally realized.\You weren't the one hanging on, I was. response:	Having you rely on me, consult with me... me getting exasperated with you,
context: You always consulted with me before you did anything...\No way... Wait a minute...\I know I've put you through a lot.\I apologize.\I'm sorry.\Yesterday, when you were talking, I finally realized.\You weren't the one hanging on, I was.\Having you rely on me, consult with me... me getting exasperated with you, response:	pretending to mother you, acting so smart around you...
context: No way... Wait a minute...\I know I've put you through a lot.\I apologize.\I'm sorry.\Yesterday, when you were talking, I finally realized.\You weren't the one hanging on, I was.\Having you rely on me, consult with me... me getting exasperated with you,\pretending to mother you, acting so smart around you... response:	Because if I didn't have that, I didn't have anything.
context: I know I've put you through a lot.\I apologize.\I'm sorry.\Yesterday, when you were talking, I finally realized.\You weren't the one hanging on, I was.\Having you rely on me, consult with me... me getting exasperated with you,\pretending to mother you, acting so smart around you...\Because if I didn't have that, I didn't have anything. response:	Civilian Icebreaker Ship Leaves Port for First Time in Three Years
context: I apologize.\I'm sorry.\Yesterday, when you were talking, I finally realized.\You weren't the one hanging on, I was.\Having you rely on me, consult with me... me getting exasperated with you,\pretending to mother you, acting so smart around you...\Because if I didn't have that, I didn't have anything.\Civilian Icebreaker Ship Leaves Port for First Time in Three Years response:	And because I wasn't anything, I didn't want you to have anything.
context: I'm sorry.\Yesterday, when you were talking, I finally realized.\You weren't the one hanging on, I was.\Having you rely on me, consult with me... me getting exasperated with you,\pretending to mother you, acting so smart around you...\Because if I didn't have that, I didn't have anything.\Civilian Icebreaker Ship Leaves Port for First Time in Three Years\And because I wasn't anything, I didn't want you to have anything. response:	You're not the one who was worthless.
