context: Thank you, Lucy-san! response:	I can't hold a candle to Cancer, but I'm pretty good if I do say so myself!
context: Even if Grandine really has turned into a human,\this wouldn't make any sense.\That's right. Natsu, Wendy, Gajeel, too...\Your dragons disappeared seven years ago...\More precisely, 14 years ago, in 777...\Poluchka-san has known Master for a lot longer than that.\In other words, when the dragons were around, Poluchka-san was around.\That contradicts. They can't be one and the same. response:	Reincarnation, transformation, doesn't look like there's much to go on there, huh?
context: this wouldn't make any sense.\That's right. Natsu, Wendy, Gajeel, too...\Your dragons disappeared seven years ago...\More precisely, 14 years ago, in 777...\Poluchka-san has known Master for a lot longer than that.\In other words, when the dragons were around, Poluchka-san was around.\That contradicts. They can't be one and the same.\Reincarnation, transformation, doesn't look like there's much to go on there, huh? response:	No.
context: That's right. Natsu, Wendy, Gajeel, too...\Your dragons disappeared seven years ago...\More precisely, 14 years ago, in 777...\Poluchka-san has known Master for a lot longer than that.\In other words, when the dragons were around, Poluchka-san was around.\That contradicts. They can't be one and the same.\Reincarnation, transformation, doesn't look like there's much to go on there, huh?\No. response:	True, now that I've calmed down and thought about it, you're right. It doesn't make sense.
context: Your dragons disappeared seven years ago...\More precisely, 14 years ago, in 777...\Poluchka-san has known Master for a lot longer than that.\In other words, when the dragons were around, Poluchka-san was around.\That contradicts. They can't be one and the same.\Reincarnation, transformation, doesn't look like there's much to go on there, huh?\No.\True, now that I've calmed down and thought about it, you're right. It doesn't make sense. response:	Even if the voice and scent are the same, the tone and mood are completely different.
context: More precisely, 14 years ago, in 777...\Poluchka-san has known Master for a lot longer than that.\In other words, when the dragons were around, Poluchka-san was around.\That contradicts. They can't be one and the same.\Reincarnation, transformation, doesn't look like there's much to go on there, huh?\No.\True, now that I've calmed down and thought about it, you're right. It doesn't make sense.\Even if the voice and scent are the same, the tone and mood are completely different. response:	And you told me before,
context: Poluchka-san has known Master for a lot longer than that.\In other words, when the dragons were around, Poluchka-san was around.\That contradicts. They can't be one and the same.\Reincarnation, transformation, doesn't look like there's much to go on there, huh?\No.\True, now that I've calmed down and thought about it, you're right. It doesn't make sense.\Even if the voice and scent are the same, the tone and mood are completely different.\And you told me before, response:	that Grandine likes humans.
context: In other words, when the dragons were around, Poluchka-san was around.\That contradicts. They can't be one and the same.\Reincarnation, transformation, doesn't look like there's much to go on there, huh?\No.\True, now that I've calmed down and thought about it, you're right. It doesn't make sense.\Even if the voice and scent are the same, the tone and mood are completely different.\And you told me before,\that Grandine likes humans. response:	What if she hates cats?! What should I do?!
context: That contradicts. They can't be one and the same.\Reincarnation, transformation, doesn't look like there's much to go on there, huh?\No.\True, now that I've calmed down and thought about it, you're right. It doesn't make sense.\Even if the voice and scent are the same, the tone and mood are completely different.\And you told me before,\that Grandine likes humans.\What if she hates cats?! What should I do?! response:	Grandine is a kind dragon.
context: Reincarnation, transformation, doesn't look like there's much to go on there, huh?\No.\True, now that I've calmed down and thought about it, you're right. It doesn't make sense.\Even if the voice and scent are the same, the tone and mood are completely different.\And you told me before,\that Grandine likes humans.\What if she hates cats?! What should I do?!\Grandine is a kind dragon. response:	I can't even imagine a kind dragon.
context: No.\True, now that I've calmed down and thought about it, you're right. It doesn't make sense.\Even if the voice and scent are the same, the tone and mood are completely different.\And you told me before,\that Grandine likes humans.\What if she hates cats?! What should I do?!\Grandine is a kind dragon.\I can't even imagine a kind dragon. response:	Especially after seeing Acnologia...
context: True, now that I've calmed down and thought about it, you're right. It doesn't make sense.\Even if the voice and scent are the same, the tone and mood are completely different.\And you told me before,\that Grandine likes humans.\What if she hates cats?! What should I do?!\Grandine is a kind dragon.\I can't even imagine a kind dragon.\Especially after seeing Acnologia... response:	Igneel is nice, too!
context: Even if the voice and scent are the same, the tone and mood are completely different.\And you told me before,\that Grandine likes humans.\What if she hates cats?! What should I do?!\Grandine is a kind dragon.\I can't even imagine a kind dragon.\Especially after seeing Acnologia...\Igneel is nice, too! response:	Sorry I wasn't nice!
context: And you told me before,\that Grandine likes humans.\What if she hates cats?! What should I do?!\Grandine is a kind dragon.\I can't even imagine a kind dragon.\Especially after seeing Acnologia...\Igneel is nice, too!\Sorry I wasn't nice! response:	Poluchka-san!
context: that Grandine likes humans.\What if she hates cats?! What should I do?!\Grandine is a kind dragon.\I can't even imagine a kind dragon.\Especially after seeing Acnologia...\Igneel is nice, too!\Sorry I wasn't nice!\Poluchka-san! response:	You scared me!
context: What if she hates cats?! What should I do?!\Grandine is a kind dragon.\I can't even imagine a kind dragon.\Especially after seeing Acnologia...\Igneel is nice, too!\Sorry I wasn't nice!\Poluchka-san!\You scared me! response:	I have nothing to hide.
context: Grandine is a kind dragon.\I can't even imagine a kind dragon.\Especially after seeing Acnologia...\Igneel is nice, too!\Sorry I wasn't nice!\Poluchka-san!\You scared me!\I have nothing to hide. response:	I'll talk to you.
context: I can't even imagine a kind dragon.\Especially after seeing Acnologia...\Igneel is nice, too!\Sorry I wasn't nice!\Poluchka-san!\You scared me!\I have nothing to hide.\I'll talk to you. response:	I'm not Grandine, the one you're looking for.
context: Especially after seeing Acnologia...\Igneel is nice, too!\Sorry I wasn't nice!\Poluchka-san!\You scared me!\I have nothing to hide.\I'll talk to you.\I'm not Grandine, the one you're looking for. response:	I'm human, through and through.
context: Igneel is nice, too!\Sorry I wasn't nice!\Poluchka-san!\You scared me!\I have nothing to hide.\I'll talk to you.\I'm not Grandine, the one you're looking for.\I'm human, through and through. response:	But don't you hate people...?
context: Sorry I wasn't nice!\Poluchka-san!\You scared me!\I have nothing to hide.\I'll talk to you.\I'm not Grandine, the one you're looking for.\I'm human, through and through.\But don't you hate people...? response:	You got a problem with one human hating other humans?!
context: Poluchka-san!\You scared me!\I have nothing to hide.\I'll talk to you.\I'm not Grandine, the one you're looking for.\I'm human, through and through.\But don't you hate people...?\You got a problem with one human hating other humans?! response:	No, no!
context: You scared me!\I have nothing to hide.\I'll talk to you.\I'm not Grandine, the one you're looking for.\I'm human, through and through.\But don't you hate people...?\You got a problem with one human hating other humans?!\No, no! response:	I'm sorry, but I don't know where your dragon is.
context: I have nothing to hide.\I'll talk to you.\I'm not Grandine, the one you're looking for.\I'm human, through and through.\But don't you hate people...?\You got a problem with one human hating other humans?!\No, no!\I'm sorry, but I don't know where your dragon is. response:	I have no direct relationship with dragons.
context: I'll talk to you.\I'm not Grandine, the one you're looking for.\I'm human, through and through.\But don't you hate people...?\You got a problem with one human hating other humans?!\No, no!\I'm sorry, but I don't know where your dragon is.\I have no direct relationship with dragons. response:	Then what do you...
context: I'm not Grandine, the one you're looking for.\I'm human, through and through.\But don't you hate people...?\You got a problem with one human hating other humans?!\No, no!\I'm sorry, but I don't know where your dragon is.\I have no direct relationship with dragons.\Then what do you... response:	There is another world, different from this one.
context: I'm human, through and through.\But don't you hate people...?\You got a problem with one human hating other humans?!\No, no!\I'm sorry, but I don't know where your dragon is.\I have no direct relationship with dragons.\Then what do you...\There is another world, different from this one. response:	You know about Edolas, don't you?
context: But don't you hate people...?\You got a problem with one human hating other humans?!\No, no!\I'm sorry, but I don't know where your dragon is.\I have no direct relationship with dragons.\Then what do you...\There is another world, different from this one.\You know about Edolas, don't you? response:	I've heard that you've even met your Edolas counterparts.
context: You got a problem with one human hating other humans?!\No, no!\I'm sorry, but I don't know where your dragon is.\I have no direct relationship with dragons.\Then what do you...\There is another world, different from this one.\You know about Edolas, don't you?\I've heard that you've even met your Edolas counterparts. response:	Edolas...
context: No, no!\I'm sorry, but I don't know where your dragon is.\I have no direct relationship with dragons.\Then what do you...\There is another world, different from this one.\You know about Edolas, don't you?\I've heard that you've even met your Edolas counterparts.\Edolas... response:	You mean...
context: I'm sorry, but I don't know where your dragon is.\I have no direct relationship with dragons.\Then what do you...\There is another world, different from this one.\You know about Edolas, don't you?\I've heard that you've even met your Edolas counterparts.\Edolas...\You mean... response:	What?!
context: I have no direct relationship with dragons.\Then what do you...\There is another world, different from this one.\You know about Edolas, don't you?\I've heard that you've even met your Edolas counterparts.\Edolas...\You mean...\What?! response:	No way!
context: Then what do you...\There is another world, different from this one.\You know about Edolas, don't you?\I've heard that you've even met your Edolas counterparts.\Edolas...\You mean...\What?!\No way! response:	From an Earthlander's perspective,
context: There is another world, different from this one.\You know about Edolas, don't you?\I've heard that you've even met your Edolas counterparts.\Edolas...\You mean...\What?!\No way!\From an Earthlander's perspective, response:	I would be considered the Grandine of Edolas.
context: You know about Edolas, don't you?\I've heard that you've even met your Edolas counterparts.\Edolas...\You mean...\What?!\No way!\From an Earthlander's perspective,\I would be considered the Grandine of Edolas. response:	Decades ago, I got lost and ended up on this world.
context: I've heard that you've even met your Edolas counterparts.\Edolas...\You mean...\What?!\No way!\From an Earthlander's perspective,\I would be considered the Grandine of Edolas.\Decades ago, I got lost and ended up on this world. response:	Edo-Grandine...
context: Edolas...\You mean...\What?!\No way!\From an Earthlander's perspective,\I would be considered the Grandine of Edolas.\Decades ago, I got lost and ended up on this world.\Edo-Grandine... response:	A human over there!
context: You mean...\What?!\No way!\From an Earthlander's perspective,\I would be considered the Grandine of Edolas.\Decades ago, I got lost and ended up on this world.\Edo-Grandine...\A human over there! response:	Makarov helped me in my time of need.
context: What?!\No way!\From an Earthlander's perspective,\I would be considered the Grandine of Edolas.\Decades ago, I got lost and ended up on this world.\Edo-Grandine...\A human over there!\Makarov helped me in my time of need. response:	And I grew rather fond of Earthland,
context: No way!\From an Earthlander's perspective,\I would be considered the Grandine of Edolas.\Decades ago, I got lost and ended up on this world.\Edo-Grandine...\A human over there!\Makarov helped me in my time of need.\And I grew rather fond of Earthland, response:	so even though I had several opportunities to return to Edolas,
context: From an Earthlander's perspective,\I would be considered the Grandine of Edolas.\Decades ago, I got lost and ended up on this world.\Edo-Grandine...\A human over there!\Makarov helped me in my time of need.\And I grew rather fond of Earthland,\so even though I had several opportunities to return to Edolas, response:	I decided to remain here.
context: I would be considered the Grandine of Edolas.\Decades ago, I got lost and ended up on this world.\Edo-Grandine...\A human over there!\Makarov helped me in my time of need.\And I grew rather fond of Earthland,\so even though I had several opportunities to return to Edolas,\I decided to remain here. response:	Are Igneel and Metalicana humans over there, too?!
context: Decades ago, I got lost and ended up on this world.\Edo-Grandine...\A human over there!\Makarov helped me in my time of need.\And I grew rather fond of Earthland,\so even though I had several opportunities to return to Edolas,\I decided to remain here.\Are Igneel and Metalicana humans over there, too?! response:	I mean, are they here?!
context: Edo-Grandine...\A human over there!\Makarov helped me in my time of need.\And I grew rather fond of Earthland,\so even though I had several opportunities to return to Edolas,\I decided to remain here.\Are Igneel and Metalicana humans over there, too?!\I mean, are they here?! response:	I don't know.
context: A human over there!\Makarov helped me in my time of need.\And I grew rather fond of Earthland,\so even though I had several opportunities to return to Edolas,\I decided to remain here.\Are Igneel and Metalicana humans over there, too?!\I mean, are they here?!\I don't know. response:	I've never met them.
context: Makarov helped me in my time of need.\And I grew rather fond of Earthland,\so even though I had several opportunities to return to Edolas,\I decided to remain here.\Are Igneel and Metalicana humans over there, too?!\I mean, are they here?!\I don't know.\I've never met them. response:	But I have talked to the Sky Dragon.
context: And I grew rather fond of Earthland,\so even though I had several opportunities to return to Edolas,\I decided to remain here.\Are Igneel and Metalicana humans over there, too?!\I mean, are they here?!\I don't know.\I've never met them.\But I have talked to the Sky Dragon. response:	We didn't meet directly.
context: so even though I had several opportunities to return to Edolas,\I decided to remain here.\Are Igneel and Metalicana humans over there, too?!\I mean, are they here?!\I don't know.\I've never met them.\But I have talked to the Sky Dragon.\We didn't meet directly. response:	She spoke to me telepathically, I suppose through magic means.
context: I decided to remain here.\Are Igneel and Metalicana humans over there, too?!\I mean, are they here?!\I don't know.\I've never met them.\But I have talked to the Sky Dragon.\We didn't meet directly.\She spoke to me telepathically, I suppose through magic means. response:	She said you people wanted to become strong.
context: Are Igneel and Metalicana humans over there, too?!\I mean, are they here?!\I don't know.\I've never met them.\But I have talked to the Sky Dragon.\We didn't meet directly.\She spoke to me telepathically, I suppose through magic means.\She said you people wanted to become strong. response:	But it may be possible only for the girl named Wendy.
context: I mean, are they here?!\I don't know.\I've never met them.\But I have talked to the Sky Dragon.\We didn't meet directly.\She spoke to me telepathically, I suppose through magic means.\She said you people wanted to become strong.\But it may be possible only for the girl named Wendy. response:	I wrote down this magic book exactly as the Sky Dragon dictated.
context: I don't know.\I've never met them.\But I have talked to the Sky Dragon.\We didn't meet directly.\She spoke to me telepathically, I suppose through magic means.\She said you people wanted to become strong.\But it may be possible only for the girl named Wendy.\I wrote down this magic book exactly as the Sky Dragon dictated. response:	There are two types of Sky Magic,
context: I've never met them.\But I have talked to the Sky Dragon.\We didn't meet directly.\She spoke to me telepathically, I suppose through magic means.\She said you people wanted to become strong.\But it may be possible only for the girl named Wendy.\I wrote down this magic book exactly as the Sky Dragon dictated.\There are two types of Sky Magic, response:	Milky Way and Light Burst: Sky Drill,
context: But I have talked to the Sky Dragon.\We didn't meet directly.\She spoke to me telepathically, I suppose through magic means.\She said you people wanted to become strong.\But it may be possible only for the girl named Wendy.\I wrote down this magic book exactly as the Sky Dragon dictated.\There are two types of Sky Magic,\Milky Way and Light Burst: Sky Drill, response:	two secret Dragon Slayer spells that the Sky Dragon failed to teach you.
context: We didn't meet directly.\She spoke to me telepathically, I suppose through magic means.\She said you people wanted to become strong.\But it may be possible only for the girl named Wendy.\I wrote down this magic book exactly as the Sky Dragon dictated.\There are two types of Sky Magic,\Milky Way and Light Burst: Sky Drill,\two secret Dragon Slayer spells that the Sky Dragon failed to teach you. response:	Grandine told you... for me...
context: She spoke to me telepathically, I suppose through magic means.\She said you people wanted to become strong.\But it may be possible only for the girl named Wendy.\I wrote down this magic book exactly as the Sky Dragon dictated.\There are two types of Sky Magic,\Milky Way and Light Burst: Sky Drill,\two secret Dragon Slayer spells that the Sky Dragon failed to teach you.\Grandine told you... for me... response:	She wanted me to give that to you if you came by.
context: She said you people wanted to become strong.\But it may be possible only for the girl named Wendy.\I wrote down this magic book exactly as the Sky Dragon dictated.\There are two types of Sky Magic,\Milky Way and Light Burst: Sky Drill,\two secret Dragon Slayer spells that the Sky Dragon failed to teach you.\Grandine told you... for me...\She wanted me to give that to you if you came by. response:	That magic is extremely advanced.
context: But it may be possible only for the girl named Wendy.\I wrote down this magic book exactly as the Sky Dragon dictated.\There are two types of Sky Magic,\Milky Way and Light Burst: Sky Drill,\two secret Dragon Slayer spells that the Sky Dragon failed to teach you.\Grandine told you... for me...\She wanted me to give that to you if you came by.\That magic is extremely advanced. response:	Be careful you don't overdo it and damage your health.
context: I wrote down this magic book exactly as the Sky Dragon dictated.\There are two types of Sky Magic,\Milky Way and Light Burst: Sky Drill,\two secret Dragon Slayer spells that the Sky Dragon failed to teach you.\Grandine told you... for me...\She wanted me to give that to you if you came by.\That magic is extremely advanced.\Be careful you don't overdo it and damage your health. response:	Thank you, Poluchka-san!
context: There are two types of Sky Magic,\Milky Way and Light Burst: Sky Drill,\two secret Dragon Slayer spells that the Sky Dragon failed to teach you.\Grandine told you... for me...\She wanted me to give that to you if you came by.\That magic is extremely advanced.\Be careful you don't overdo it and damage your health.\Thank you, Poluchka-san! response:	Grandine!
context: Milky Way and Light Burst: Sky Drill,\two secret Dragon Slayer spells that the Sky Dragon failed to teach you.\Grandine told you... for me...\She wanted me to give that to you if you came by.\That magic is extremely advanced.\Be careful you don't overdo it and damage your health.\Thank you, Poluchka-san!\Grandine! response:	We're gonna be in it! We're gonna! We're gonna! We're gonna!
context: two secret Dragon Slayer spells that the Sky Dragon failed to teach you.\Grandine told you... for me...\She wanted me to give that to you if you came by.\That magic is extremely advanced.\Be careful you don't overdo it and damage your health.\Thank you, Poluchka-san!\Grandine!\We're gonna be in it! We're gonna! We're gonna! We're gonna! response:	No, we're not! We're not! We're not! We're not!
context: Grandine told you... for me...\She wanted me to give that to you if you came by.\That magic is extremely advanced.\Be careful you don't overdo it and damage your health.\Thank you, Poluchka-san!\Grandine!\We're gonna be in it! We're gonna! We're gonna! We're gonna!\No, we're not! We're not! We're not! We're not! response:	I refuse to give permission!
context: She wanted me to give that to you if you came by.\That magic is extremely advanced.\Be careful you don't overdo it and damage your health.\Thank you, Poluchka-san!\Grandine!\We're gonna be in it! We're gonna! We're gonna! We're gonna!\No, we're not! We're not! We're not! We're not!\I refuse to give permission! response:	We're never gonna take part in that again!
context: That magic is extremely advanced.\Be careful you don't overdo it and damage your health.\Thank you, Poluchka-san!\Grandine!\We're gonna be in it! We're gonna! We're gonna! We're gonna!\No, we're not! We're not! We're not! We're not!\I refuse to give permission!\We're never gonna take part in that again! response:	We're home...
context: Be careful you don't overdo it and damage your health.\Thank you, Poluchka-san!\Grandine!\We're gonna be in it! We're gonna! We're gonna! We're gonna!\No, we're not! We're not! We're not! We're not!\I refuse to give permission!\We're never gonna take part in that again!\We're home... response:	Oh, you're back, huh?
context: Thank you, Poluchka-san!\Grandine!\We're gonna be in it! We're gonna! We're gonna! We're gonna!\No, we're not! We're not! We're not! We're not!\I refuse to give permission!\We're never gonna take part in that again!\We're home...\Oh, you're back, huh? response:	Did you get good medicine?
context: Grandine!\We're gonna be in it! We're gonna! We're gonna! We're gonna!\No, we're not! We're not! We're not! We're not!\I refuse to give permission!\We're never gonna take part in that again!\We're home...\Oh, you're back, huh?\Did you get good medicine? response:	Just Wendy.
context: We're gonna be in it! We're gonna! We're gonna! We're gonna!\No, we're not! We're not! We're not! We're not!\I refuse to give permission!\We're never gonna take part in that again!\We're home...\Oh, you're back, huh?\Did you get good medicine?\Just Wendy. response:	You don't have the right to decide that anymore, Dad! You're not the master!
context: No, we're not! We're not! We're not! We're not!\I refuse to give permission!\We're never gonna take part in that again!\We're home...\Oh, you're back, huh?\Did you get good medicine?\Just Wendy.\You don't have the right to decide that anymore, Dad! You're not the master! response:	I'm speaking as a member of the guild!
context: I refuse to give permission!\We're never gonna take part in that again!\We're home...\Oh, you're back, huh?\Did you get good medicine?\Just Wendy.\You don't have the right to decide that anymore, Dad! You're not the master!\I'm speaking as a member of the guild! response:	What's all the fuss about?
context: We're never gonna take part in that again!\We're home...\Oh, you're back, huh?\Did you get good medicine?\Just Wendy.\You don't have the right to decide that anymore, Dad! You're not the master!\I'm speaking as a member of the guild!\What's all the fuss about? response:	Just looks like an argument between father and son to me...
context: We're home...\Oh, you're back, huh?\Did you get good medicine?\Just Wendy.\You don't have the right to decide that anymore, Dad! You're not the master!\I'm speaking as a member of the guild!\What's all the fuss about?\Just looks like an argument between father and son to me... response:	Clothes!
context: Oh, you're back, huh?\Did you get good medicine?\Just Wendy.\You don't have the right to decide that anymore, Dad! You're not the master!\I'm speaking as a member of the guild!\What's all the fuss about?\Just looks like an argument between father and son to me...\Clothes! response:	Who doesn't wanna participate?!
context: Did you get good medicine?\Just Wendy.\You don't have the right to decide that anymore, Dad! You're not the master!\I'm speaking as a member of the guild!\What's all the fuss about?\Just looks like an argument between father and son to me...\Clothes!\Who doesn't wanna participate?! response:	That's the one thing I don't wanna do again.
context: Just Wendy.\You don't have the right to decide that anymore, Dad! You're not the master!\I'm speaking as a member of the guild!\What's all the fuss about?\Just looks like an argument between father and son to me...\Clothes!\Who doesn't wanna participate?!\That's the one thing I don't wanna do again. response:	It'll just expose us to ridicule...
context: You don't have the right to decide that anymore, Dad! You're not the master!\I'm speaking as a member of the guild!\What's all the fuss about?\Just looks like an argument between father and son to me...\Clothes!\Who doesn't wanna participate?!\That's the one thing I don't wanna do again.\It'll just expose us to ridicule... response:	But now we've got the Tenrou group!
context: I'm speaking as a member of the guild!\What's all the fuss about?\Just looks like an argument between father and son to me...\Clothes!\Who doesn't wanna participate?!\That's the one thing I don't wanna do again.\It'll just expose us to ridicule...\But now we've got the Tenrou group! response:	We've got Natsu-nii and Erza-nee!
context: What's all the fuss about?\Just looks like an argument between father and son to me...\Clothes!\Who doesn't wanna participate?!\That's the one thing I don't wanna do again.\It'll just expose us to ridicule...\But now we've got the Tenrou group!\We've got Natsu-nii and Erza-nee! response:	How could Fairy Tail lose?!
context: Just looks like an argument between father and son to me...\Clothes!\Who doesn't wanna participate?!\That's the one thing I don't wanna do again.\It'll just expose us to ridicule...\But now we've got the Tenrou group!\We've got Natsu-nii and Erza-nee!\How could Fairy Tail lose?! response:	But the Tenrou group's got a seven-year blank!
context: Clothes!\Who doesn't wanna participate?!\That's the one thing I don't wanna do again.\It'll just expose us to ridicule...\But now we've got the Tenrou group!\We've got Natsu-nii and Erza-nee!\How could Fairy Tail lose?!\But the Tenrou group's got a seven-year blank! response:	You're fine just the way you are, Levy!
context: Who doesn't wanna participate?!\That's the one thing I don't wanna do again.\It'll just expose us to ridicule...\But now we've got the Tenrou group!\We've got Natsu-nii and Erza-nee!\How could Fairy Tail lose?!\But the Tenrou group's got a seven-year blank!\You're fine just the way you are, Levy! response:	What's this about bein' in it or not?
context: That's the one thing I don't wanna do again.\It'll just expose us to ridicule...\But now we've got the Tenrou group!\We've got Natsu-nii and Erza-nee!\How could Fairy Tail lose?!\But the Tenrou group's got a seven-year blank!\You're fine just the way you are, Levy!\What's this about bein' in it or not? response:	Natsu-nii, while you guys were gone, a festival started up to decide the number one guild in Fiore.
context: It'll just expose us to ridicule...\But now we've got the Tenrou group!\We've got Natsu-nii and Erza-nee!\How could Fairy Tail lose?!\But the Tenrou group's got a seven-year blank!\You're fine just the way you are, Levy!\What's this about bein' in it or not?\Natsu-nii, while you guys were gone, a festival started up to decide the number one guild in Fiore. response:	That sounds like fun!
context: But now we've got the Tenrou group!\We've got Natsu-nii and Erza-nee!\How could Fairy Tail lose?!\But the Tenrou group's got a seven-year blank!\You're fine just the way you are, Levy!\What's this about bein' in it or not?\Natsu-nii, while you guys were gone, a festival started up to decide the number one guild in Fiore.\That sounds like fun! response:	All the guilds in Fiore gather and compete with each other with their magic!
context: We've got Natsu-nii and Erza-nee!\How could Fairy Tail lose?!\But the Tenrou group's got a seven-year blank!\You're fine just the way you are, Levy!\What's this about bein' in it or not?\Natsu-nii, while you guys were gone, a festival started up to decide the number one guild in Fiore.\That sounds like fun!\All the guilds in Fiore gather and compete with each other with their magic! response:	It's called the Grand Magic Games!
context: How could Fairy Tail lose?!\But the Tenrou group's got a seven-year blank!\You're fine just the way you are, Levy!\What's this about bein' in it or not?\Natsu-nii, while you guys were gone, a festival started up to decide the number one guild in Fiore.\That sounds like fun!\All the guilds in Fiore gather and compete with each other with their magic!\It's called the Grand Magic Games! response:	Grand Magic Games?!
context: But the Tenrou group's got a seven-year blank!\You're fine just the way you are, Levy!\What's this about bein' in it or not?\Natsu-nii, while you guys were gone, a festival started up to decide the number one guild in Fiore.\That sounds like fun!\All the guilds in Fiore gather and compete with each other with their magic!\It's called the Grand Magic Games!\Grand Magic Games?! response:	It sounds like fun!
context: You're fine just the way you are, Levy!\What's this about bein' in it or not?\Natsu-nii, while you guys were gone, a festival started up to decide the number one guild in Fiore.\That sounds like fun!\All the guilds in Fiore gather and compete with each other with their magic!\It's called the Grand Magic Games!\Grand Magic Games?!\It sounds like fun! response:	Like a real festival!
context: What's this about bein' in it or not?\Natsu-nii, while you guys were gone, a festival started up to decide the number one guild in Fiore.\That sounds like fun!\All the guilds in Fiore gather and compete with each other with their magic!\It's called the Grand Magic Games!\Grand Magic Games?!\It sounds like fun!\Like a real festival! response:	I see...
context: Natsu-nii, while you guys were gone, a festival started up to decide the number one guild in Fiore.\That sounds like fun!\All the guilds in Fiore gather and compete with each other with their magic!\It's called the Grand Magic Games!\Grand Magic Games?!\It sounds like fun!\Like a real festival!\I see... response:	Right now, the number one guild in Fiore is said to be Sabertooth, right?
context: That sounds like fun!\All the guilds in Fiore gather and compete with each other with their magic!\It's called the Grand Magic Games!\Grand Magic Games?!\It sounds like fun!\Like a real festival!\I see...\Right now, the number one guild in Fiore is said to be Sabertooth, right? response:	That's right! If we beat Sabertooth and win the games,
context: All the guilds in Fiore gather and compete with each other with their magic!\It's called the Grand Magic Games!\Grand Magic Games?!\It sounds like fun!\Like a real festival!\I see...\Right now, the number one guild in Fiore is said to be Sabertooth, right?\That's right! If we beat Sabertooth and win the games, response:	we'll become Fiore's number one guild!
context: It's called the Grand Magic Games!\Grand Magic Games?!\It sounds like fun!\Like a real festival!\I see...\Right now, the number one guild in Fiore is said to be Sabertooth, right?\That's right! If we beat Sabertooth and win the games,\we'll become Fiore's number one guild! response:	But...
context: Grand Magic Games?!\It sounds like fun!\Like a real festival!\I see...\Right now, the number one guild in Fiore is said to be Sabertooth, right?\That's right! If we beat Sabertooth and win the games,\we'll become Fiore's number one guild!\But... response:	I don't know if you guys are strong enough to pull that off right now...
context: It sounds like fun!\Like a real festival!\I see...\Right now, the number one guild in Fiore is said to be Sabertooth, right?\That's right! If we beat Sabertooth and win the games,\we'll become Fiore's number one guild!\But...\I don't know if you guys are strong enough to pull that off right now... response:	That's right! Exactly!
context: Like a real festival!\I see...\Right now, the number one guild in Fiore is said to be Sabertooth, right?\That's right! If we beat Sabertooth and win the games,\we'll become Fiore's number one guild!\But...\I don't know if you guys are strong enough to pull that off right now...\That's right! Exactly! response:	If we win, the guild gets 30 million jewel as a reward!
context: I see...\Right now, the number one guild in Fiore is said to be Sabertooth, right?\That's right! If we beat Sabertooth and win the games,\we'll become Fiore's number one guild!\But...\I don't know if you guys are strong enough to pull that off right now...\That's right! Exactly!\If we win, the guild gets 30 million jewel as a reward! response:	We're in it!
context: Right now, the number one guild in Fiore is said to be Sabertooth, right?\That's right! If we beat Sabertooth and win the games,\we'll become Fiore's number one guild!\But...\I don't know if you guys are strong enough to pull that off right now...\That's right! Exactly!\If we win, the guild gets 30 million jewel as a reward!\We're in it! response:	Master!
context: That's right! If we beat Sabertooth and win the games,\we'll become Fiore's number one guild!\But...\I don't know if you guys are strong enough to pull that off right now...\That's right! Exactly!\If we win, the guild gets 30 million jewel as a reward!\We're in it!\Master! response:	It's impossible! Between Pegasus and Lamia...
context: we'll become Fiore's number one guild!\But...\I don't know if you guys are strong enough to pull that off right now...\That's right! Exactly!\If we win, the guild gets 30 million jewel as a reward!\We're in it!\Master!\It's impossible! Between Pegasus and Lamia... response:	Sabertooth isn't our only enemy!
context: But...\I don't know if you guys are strong enough to pull that off right now...\That's right! Exactly!\If we win, the guild gets 30 million jewel as a reward!\We're in it!\Master!\It's impossible! Between Pegasus and Lamia...\Sabertooth isn't our only enemy! response:	Incidentally, in past festivals, we were always in last place.
context: I don't know if you guys are strong enough to pull that off right now...\That's right! Exactly!\If we win, the guild gets 30 million jewel as a reward!\We're in it!\Master!\It's impossible! Between Pegasus and Lamia...\Sabertooth isn't our only enemy!\Incidentally, in past festivals, we were always in last place. response:	Don't be proud of that!
context: That's right! Exactly!\If we win, the guild gets 30 million jewel as a reward!\We're in it!\Master!\It's impossible! Between Pegasus and Lamia...\Sabertooth isn't our only enemy!\Incidentally, in past festivals, we were always in last place.\Don't be proud of that! response:	We'll take that crummy record and destroy it!
context: If we win, the guild gets 30 million jewel as a reward!\We're in it!\Master!\It's impossible! Between Pegasus and Lamia...\Sabertooth isn't our only enemy!\Incidentally, in past festivals, we were always in last place.\Don't be proud of that!\We'll take that crummy record and destroy it! response:	Sabertooth, huh? I'm fired up!
context: We're in it!\Master!\It's impossible! Between Pegasus and Lamia...\Sabertooth isn't our only enemy!\Incidentally, in past festivals, we were always in last place.\Don't be proud of that!\We'll take that crummy record and destroy it!\Sabertooth, huh? I'm fired up! response:	That's annoying!
context: Master!\It's impossible! Between Pegasus and Lamia...\Sabertooth isn't our only enemy!\Incidentally, in past festivals, we were always in last place.\Don't be proud of that!\We'll take that crummy record and destroy it!\Sabertooth, huh? I'm fired up!\That's annoying! response:	When is that tournament?
