context: Soccer Tournament Go, 1-6! response:	Okay! Go, class 3!
context: I'm sorry to be a bother.\I didn't intend to come in.\Oh, I got really nervous talking to your mom.\I told her you were my girlfriend.\Huh? Oh, okay.\Was that okay?\Yeah, I'm glad.\I see... response:	Studying isn't so bad.
context: I didn't intend to come in.\Oh, I got really nervous talking to your mom.\I told her you were my girlfriend.\Huh? Oh, okay.\Was that okay?\Yeah, I'm glad.\I see...\Studying isn't so bad. response:	Oh!
context: Oh, I got really nervous talking to your mom.\I told her you were my girlfriend.\Huh? Oh, okay.\Was that okay?\Yeah, I'm glad.\I see...\Studying isn't so bad.\Oh! response:	You're using the same world history textbook we do!
context: I told her you were my girlfriend.\Huh? Oh, okay.\Was that okay?\Yeah, I'm glad.\I see...\Studying isn't so bad.\Oh!\You're using the same world history textbook we do! response:	Oh, math I is the same, too.
context: Huh? Oh, okay.\Was that okay?\Yeah, I'm glad.\I see...\Studying isn't so bad.\Oh!\You're using the same world history textbook we do!\Oh, math I is the same, too. response:	Guess we can talk things through.
context: Was that okay?\Yeah, I'm glad.\I see...\Studying isn't so bad.\Oh!\You're using the same world history textbook we do!\Oh, math I is the same, too.\Guess we can talk things through. response:	You can do the memorization stuff on your own...
context: Yeah, I'm glad.\I see...\Studying isn't so bad.\Oh!\You're using the same world history textbook we do!\Oh, math I is the same, too.\Guess we can talk things through.\You can do the memorization stuff on your own... response:	Yamato-san, do you like tea?
context: I see...\Studying isn't so bad.\Oh!\You're using the same world history textbook we do!\Oh, math I is the same, too.\Guess we can talk things through.\You can do the memorization stuff on your own...\Yamato-san, do you like tea? response:	Oh, yes!
context: Studying isn't so bad.\Oh!\You're using the same world history textbook we do!\Oh, math I is the same, too.\Guess we can talk things through.\You can do the memorization stuff on your own...\Yamato-san, do you like tea?\Oh, yes! response:	I love tea.
context: Oh!\You're using the same world history textbook we do!\Oh, math I is the same, too.\Guess we can talk things through.\You can do the memorization stuff on your own...\Yamato-san, do you like tea?\Oh, yes!\I love tea. response:	Thank you!
context: You're using the same world history textbook we do!\Oh, math I is the same, too.\Guess we can talk things through.\You can do the memorization stuff on your own...\Yamato-san, do you like tea?\Oh, yes!\I love tea.\Thank you! response:	Here you go.
context: Oh, math I is the same, too.\Guess we can talk things through.\You can do the memorization stuff on your own...\Yamato-san, do you like tea?\Oh, yes!\I love tea.\Thank you!\Here you go. response:	I've never seen this cup before.
context: Guess we can talk things through.\You can do the memorization stuff on your own...\Yamato-san, do you like tea?\Oh, yes!\I love tea.\Thank you!\Here you go.\I've never seen this cup before. response:	Did she buy it?
context: You can do the memorization stuff on your own...\Yamato-san, do you like tea?\Oh, yes!\I love tea.\Thank you!\Here you go.\I've never seen this cup before.\Did she buy it? response:	Where'd you pop this out from?
context: Yamato-san, do you like tea?\Oh, yes!\I love tea.\Thank you!\Here you go.\I've never seen this cup before.\Did she buy it?\Where'd you pop this out from? response:	Stay as long as you'd like.
context: Oh, yes!\I love tea.\Thank you!\Here you go.\I've never seen this cup before.\Did she buy it?\Where'd you pop this out from?\Stay as long as you'd like. response:	Okay!
context: I love tea.\Thank you!\Here you go.\I've never seen this cup before.\Did she buy it?\Where'd you pop this out from?\Stay as long as you'd like.\Okay! response:	Oh, but I haven't told my parents I'll be late,
context: Thank you!\Here you go.\I've never seen this cup before.\Did she buy it?\Where'd you pop this out from?\Stay as long as you'd like.\Okay!\Oh, but I haven't told my parents I'll be late, response:	so I'll go home after tea.
context: Here you go.\I've never seen this cup before.\Did she buy it?\Where'd you pop this out from?\Stay as long as you'd like.\Okay!\Oh, but I haven't told my parents I'll be late,\so I'll go home after tea. response:	Oh, really?
context: I've never seen this cup before.\Did she buy it?\Where'd you pop this out from?\Stay as long as you'd like.\Okay!\Oh, but I haven't told my parents I'll be late,\so I'll go home after tea.\Oh, really? response:	That's too bad.
context: Did she buy it?\Where'd you pop this out from?\Stay as long as you'd like.\Okay!\Oh, but I haven't told my parents I'll be late,\so I'll go home after tea.\Oh, really?\That's too bad. response:	Takeo, make sure you see her home.
context: Where'd you pop this out from?\Stay as long as you'd like.\Okay!\Oh, but I haven't told my parents I'll be late,\so I'll go home after tea.\Oh, really?\That's too bad.\Takeo, make sure you see her home. response:	Don't work yourself too hard, Takeo-kun.
context: Stay as long as you'd like.\Okay!\Oh, but I haven't told my parents I'll be late,\so I'll go home after tea.\Oh, really?\That's too bad.\Takeo, make sure you see her home.\Don't work yourself too hard, Takeo-kun. response:	I know I said what I said
context: Okay!\Oh, but I haven't told my parents I'll be late,\so I'll go home after tea.\Oh, really?\That's too bad.\Takeo, make sure you see her home.\Don't work yourself too hard, Takeo-kun.\I know I said what I said response:	the other day about wanting to go to the same school
context: Oh, but I haven't told my parents I'll be late,\so I'll go home after tea.\Oh, really?\That's too bad.\Takeo, make sure you see her home.\Don't work yourself too hard, Takeo-kun.\I know I said what I said\the other day about wanting to go to the same school response:	because I was listening to what you all were saying.
context: so I'll go home after tea.\Oh, really?\That's too bad.\Takeo, make sure you see her home.\Don't work yourself too hard, Takeo-kun.\I know I said what I said\the other day about wanting to go to the same school\because I was listening to what you all were saying. response:	But it'll still be fun, even if we aren't in the same school.
context: Oh, really?\That's too bad.\Takeo, make sure you see her home.\Don't work yourself too hard, Takeo-kun.\I know I said what I said\the other day about wanting to go to the same school\because I was listening to what you all were saying.\But it'll still be fun, even if we aren't in the same school. response:	No, that's what I'd like, too.
context: That's too bad.\Takeo, make sure you see her home.\Don't work yourself too hard, Takeo-kun.\I know I said what I said\the other day about wanting to go to the same school\because I was listening to what you all were saying.\But it'll still be fun, even if we aren't in the same school.\No, that's what I'd like, too. response:	I've wished Yamato were in the same school as me...
context: Takeo, make sure you see her home.\Don't work yourself too hard, Takeo-kun.\I know I said what I said\the other day about wanting to go to the same school\because I was listening to what you all were saying.\But it'll still be fun, even if we aren't in the same school.\No, that's what I'd like, too.\I've wished Yamato were in the same school as me... response:	Yeah!
context: Don't work yourself too hard, Takeo-kun.\I know I said what I said\the other day about wanting to go to the same school\because I was listening to what you all were saying.\But it'll still be fun, even if we aren't in the same school.\No, that's what I'd like, too.\I've wished Yamato were in the same school as me...\Yeah! response:	It'd be great to be together.
context: I know I said what I said\the other day about wanting to go to the same school\because I was listening to what you all were saying.\But it'll still be fun, even if we aren't in the same school.\No, that's what I'd like, too.\I've wished Yamato were in the same school as me...\Yeah!\It'd be great to be together. response:	Okay, let's try this, Takeo-kun!
context: the other day about wanting to go to the same school\because I was listening to what you all were saying.\But it'll still be fun, even if we aren't in the same school.\No, that's what I'd like, too.\I've wished Yamato were in the same school as me...\Yeah!\It'd be great to be together.\Okay, let's try this, Takeo-kun! response:	Yeah!
context: because I was listening to what you all were saying.\But it'll still be fun, even if we aren't in the same school.\No, that's what I'd like, too.\I've wished Yamato were in the same school as me...\Yeah!\It'd be great to be together.\Okay, let's try this, Takeo-kun!\Yeah! response:	I'll try hard, too!
context: But it'll still be fun, even if we aren't in the same school.\No, that's what I'd like, too.\I've wished Yamato were in the same school as me...\Yeah!\It'd be great to be together.\Okay, let's try this, Takeo-kun!\Yeah!\I'll try hard, too! response:	I'm also going to study on weekends,
context: No, that's what I'd like, too.\I've wished Yamato were in the same school as me...\Yeah!\It'd be great to be together.\Okay, let's try this, Takeo-kun!\Yeah!\I'll try hard, too!\I'm also going to study on weekends, response:	so come over if you're free!
context: I've wished Yamato were in the same school as me...\Yeah!\It'd be great to be together.\Okay, let's try this, Takeo-kun!\Yeah!\I'll try hard, too!\I'm also going to study on weekends,\so come over if you're free! response:	Okay!
context: Yeah!\It'd be great to be together.\Okay, let's try this, Takeo-kun!\Yeah!\I'll try hard, too!\I'm also going to study on weekends,\so come over if you're free!\Okay! response:	I thought how nice it'd be if Yamato were always with me...
context: It'd be great to be together.\Okay, let's try this, Takeo-kun!\Yeah!\I'll try hard, too!\I'm also going to study on weekends,\so come over if you're free!\Okay!\I thought how nice it'd be if Yamato were always with me... response:	Let's study together!
context: Okay, let's try this, Takeo-kun!\Yeah!\I'll try hard, too!\I'm also going to study on weekends,\so come over if you're free!\Okay!\I thought how nice it'd be if Yamato were always with me...\Let's study together! response:	Yamato will come over tomorrow.
context: Yeah!\I'll try hard, too!\I'm also going to study on weekends,\so come over if you're free!\Okay!\I thought how nice it'd be if Yamato were always with me...\Let's study together!\Yamato will come over tomorrow. response:	Yamato-kun?
context: I'll try hard, too!\I'm also going to study on weekends,\so come over if you're free!\Okay!\I thought how nice it'd be if Yamato were always with me...\Let's study together!\Yamato will come over tomorrow.\Yamato-kun? response:	Yamato- san.
context: I'm also going to study on weekends,\so come over if you're free!\Okay!\I thought how nice it'd be if Yamato were always with me...\Let's study together!\Yamato will come over tomorrow.\Yamato-kun?\Yamato- san. response:	Take's girlfriend.
context: so come over if you're free!\Okay!\I thought how nice it'd be if Yamato were always with me...\Let's study together!\Yamato will come over tomorrow.\Yamato-kun?\Yamato- san.\Take's girlfriend. response:	A girlfriend, huh.
context: Okay!\I thought how nice it'd be if Yamato were always with me...\Let's study together!\Yamato will come over tomorrow.\Yamato-kun?\Yamato- san.\Take's girlfriend.\A girlfriend, huh. response:	What's she like?
context: I thought how nice it'd be if Yamato were always with me...\Let's study together!\Yamato will come over tomorrow.\Yamato-kun?\Yamato- san.\Take's girlfriend.\A girlfriend, huh.\What's she like? response:	She seems nice.
context: Let's study together!\Yamato will come over tomorrow.\Yamato-kun?\Yamato- san.\Take's girlfriend.\A girlfriend, huh.\What's she like?\She seems nice. response:	I see.
context: Yamato will come over tomorrow.\Yamato-kun?\Yamato- san.\Take's girlfriend.\A girlfriend, huh.\What's she like?\She seems nice.\I see. response:	That's good.
context: Yamato-kun?\Yamato- san.\Take's girlfriend.\A girlfriend, huh.\What's she like?\She seems nice.\I see.\That's good. response:	Yep!
context: Yamato- san.\Take's girlfriend.\A girlfriend, huh.\What's she like?\She seems nice.\I see.\That's good.\Yep! response:	What's wrong, Mom?
context: Take's girlfriend.\A girlfriend, huh.\What's she like?\She seems nice.\I see.\That's good.\Yep!\What's wrong, Mom? response:	Oh, I woke you up?
context: A girlfriend, huh.\What's she like?\She seems nice.\I see.\That's good.\Yep!\What's wrong, Mom?\Oh, I woke you up? response:	I woke up, myself, so...
context: What's she like?\She seems nice.\I see.\That's good.\Yep!\What's wrong, Mom?\Oh, I woke you up?\I woke up, myself, so... response:	Go back to sleep.
context: She seems nice.\I see.\That's good.\Yep!\What's wrong, Mom?\Oh, I woke you up?\I woke up, myself, so...\Go back to sleep. response:	Gouda!!
context: I see.\That's good.\Yep!\What's wrong, Mom?\Oh, I woke you up?\I woke up, myself, so...\Go back to sleep.\Gouda!! response:	My parents are better dressed than usual...
context: That's good.\Yep!\What's wrong, Mom?\Oh, I woke you up?\I woke up, myself, so...\Go back to sleep.\Gouda!!\My parents are better dressed than usual... response:	Make yourself at home!
context: Yep!\What's wrong, Mom?\Oh, I woke you up?\I woke up, myself, so...\Go back to sleep.\Gouda!!\My parents are better dressed than usual...\Make yourself at home! response:	Oh, is this room different somehow?
context: What's wrong, Mom?\Oh, I woke you up?\I woke up, myself, so...\Go back to sleep.\Gouda!!\My parents are better dressed than usual...\Make yourself at home!\Oh, is this room different somehow? response:	Mom cleaned up because you were coming.
context: Oh, I woke you up?\I woke up, myself, so...\Go back to sleep.\Gouda!!\My parents are better dressed than usual...\Make yourself at home!\Oh, is this room different somehow?\Mom cleaned up because you were coming. response:	Oh, I see!
context: I woke up, myself, so...\Go back to sleep.\Gouda!!\My parents are better dressed than usual...\Make yourself at home!\Oh, is this room different somehow?\Mom cleaned up because you were coming.\Oh, I see! response:	I'm sorry.
context: Go back to sleep.\Gouda!!\My parents are better dressed than usual...\Make yourself at home!\Oh, is this room different somehow?\Mom cleaned up because you were coming.\Oh, I see!\I'm sorry. response:	But I'm flattered, too.
context: Gouda!!\My parents are better dressed than usual...\Make yourself at home!\Oh, is this room different somehow?\Mom cleaned up because you were coming.\Oh, I see!\I'm sorry.\But I'm flattered, too. response:	Just take a seat wherever you want.
context: My parents are better dressed than usual...\Make yourself at home!\Oh, is this room different somehow?\Mom cleaned up because you were coming.\Oh, I see!\I'm sorry.\But I'm flattered, too.\Just take a seat wherever you want. response:	Okay.
context: Make yourself at home!\Oh, is this room different somehow?\Mom cleaned up because you were coming.\Oh, I see!\I'm sorry.\But I'm flattered, too.\Just take a seat wherever you want.\Okay. response:	World History Math I
context: Oh, is this room different somehow?\Mom cleaned up because you were coming.\Oh, I see!\I'm sorry.\But I'm flattered, too.\Just take a seat wherever you want.\Okay.\World History Math I response:	All right, let's start.
context: Mom cleaned up because you were coming.\Oh, I see!\I'm sorry.\But I'm flattered, too.\Just take a seat wherever you want.\Okay.\World History Math I\All right, let's start. response:	Okay.
context: Oh, I see!\I'm sorry.\But I'm flattered, too.\Just take a seat wherever you want.\Okay.\World History Math I\All right, let's start.\Okay. response:	I'll focus on my own studying!
context: I'm sorry.\But I'm flattered, too.\Just take a seat wherever you want.\Okay.\World History Math I\All right, let's start.\Okay.\I'll focus on my own studying! response:	I'll try my best not to talk for the next thirty minutes.
context: But I'm flattered, too.\Just take a seat wherever you want.\Okay.\World History Math I\All right, let's start.\Okay.\I'll focus on my own studying!\I'll try my best not to talk for the next thirty minutes. response:	Okay, starting now.
context: Just take a seat wherever you want.\Okay.\World History Math I\All right, let's start.\Okay.\I'll focus on my own studying!\I'll try my best not to talk for the next thirty minutes.\Okay, starting now. response:	Ready, set... Start!
context: Okay.\World History Math I\All right, let's start.\Okay.\I'll focus on my own studying!\I'll try my best not to talk for the next thirty minutes.\Okay, starting now.\Ready, set... Start! response:	Takeo, may I come in?
context: World History Math I\All right, let's start.\Okay.\I'll focus on my own studying!\I'll try my best not to talk for the next thirty minutes.\Okay, starting now.\Ready, set... Start!\Takeo, may I come in? response:	I haven't introduced myself yet.
context: All right, let's start.\Okay.\I'll focus on my own studying!\I'll try my best not to talk for the next thirty minutes.\Okay, starting now.\Ready, set... Start!\Takeo, may I come in?\I haven't introduced myself yet. response:	I'm Takeo's father.
context: Okay.\I'll focus on my own studying!\I'll try my best not to talk for the next thirty minutes.\Okay, starting now.\Ready, set... Start!\Takeo, may I come in?\I haven't introduced myself yet.\I'm Takeo's father. response:	Oh, hello!
context: I'll focus on my own studying!\I'll try my best not to talk for the next thirty minutes.\Okay, starting now.\Ready, set... Start!\Takeo, may I come in?\I haven't introduced myself yet.\I'm Takeo's father.\Oh, hello! response:	I'm Yamato. Nice to meet you.
context: I'll try my best not to talk for the next thirty minutes.\Okay, starting now.\Ready, set... Start!\Takeo, may I come in?\I haven't introduced myself yet.\I'm Takeo's father.\Oh, hello!\I'm Yamato. Nice to meet you. response:	I hear you've been very good to my son.
context: Okay, starting now.\Ready, set... Start!\Takeo, may I come in?\I haven't introduced myself yet.\I'm Takeo's father.\Oh, hello!\I'm Yamato. Nice to meet you.\I hear you've been very good to my son. response:	Yes!
context: Ready, set... Start!\Takeo, may I come in?\I haven't introduced myself yet.\I'm Takeo's father.\Oh, hello!\I'm Yamato. Nice to meet you.\I hear you've been very good to my son.\Yes! response:	Oh! I mean, he's been good to me!
context: Takeo, may I come in?\I haven't introduced myself yet.\I'm Takeo's father.\Oh, hello!\I'm Yamato. Nice to meet you.\I hear you've been very good to my son.\Yes!\Oh! I mean, he's been good to me! response:	Please take good care of him.
context: I haven't introduced myself yet.\I'm Takeo's father.\Oh, hello!\I'm Yamato. Nice to meet you.\I hear you've been very good to my son.\Yes!\Oh! I mean, he's been good to me!\Please take good care of him. response:	Okay!
context: I'm Takeo's father.\Oh, hello!\I'm Yamato. Nice to meet you.\I hear you've been very good to my son.\Yes!\Oh! I mean, he's been good to me!\Please take good care of him.\Okay! response:	Excuse me.
context: Oh, hello!\I'm Yamato. Nice to meet you.\I hear you've been very good to my son.\Yes!\Oh! I mean, he's been good to me!\Please take good care of him.\Okay!\Excuse me. response:	That was nerve-wracking!
context: I'm Yamato. Nice to meet you.\I hear you've been very good to my son.\Yes!\Oh! I mean, he's been good to me!\Please take good care of him.\Okay!\Excuse me.\That was nerve-wracking! response:	I thought you probably took after your mom,
context: I hear you've been very good to my son.\Yes!\Oh! I mean, he's been good to me!\Please take good care of him.\Okay!\Excuse me.\That was nerve-wracking!\I thought you probably took after your mom, response:	but you take after your dad, too!
context: Yes!\Oh! I mean, he's been good to me!\Please take good care of him.\Okay!\Excuse me.\That was nerve-wracking!\I thought you probably took after your mom,\but you take after your dad, too! response:	I do?
context: Oh! I mean, he's been good to me!\Please take good care of him.\Okay!\Excuse me.\That was nerve-wracking!\I thought you probably took after your mom,\but you take after your dad, too!\I do? response:	Okay, so thirty minutes from now.
context: Please take good care of him.\Okay!\Excuse me.\That was nerve-wracking!\I thought you probably took after your mom,\but you take after your dad, too!\I do?\Okay, so thirty minutes from now. response:	Okay!
context: Okay!\Excuse me.\That was nerve-wracking!\I thought you probably took after your mom,\but you take after your dad, too!\I do?\Okay, so thirty minutes from now.\Okay! response:	Are you hungry?
context: Excuse me.\That was nerve-wracking!\I thought you probably took after your mom,\but you take after your dad, too!\I do?\Okay, so thirty minutes from now.\Okay!\Are you hungry? response:	Yamato-san, do you like rice crackers?
context: That was nerve-wracking!\I thought you probably took after your mom,\but you take after your dad, too!\I do?\Okay, so thirty minutes from now.\Okay!\Are you hungry?\Yamato-san, do you like rice crackers? response:	Yes!
context: I thought you probably took after your mom,\but you take after your dad, too!\I do?\Okay, so thirty minutes from now.\Okay!\Are you hungry?\Yamato-san, do you like rice crackers?\Yes! response:	Oh, then I'm glad I brought something sweet.
context: but you take after your dad, too!\I do?\Okay, so thirty minutes from now.\Okay!\Are you hungry?\Yamato-san, do you like rice crackers?\Yes!\Oh, then I'm glad I brought something sweet. response:	We can have both kinds.
context: I do?\Okay, so thirty minutes from now.\Okay!\Are you hungry?\Yamato-san, do you like rice crackers?\Yes!\Oh, then I'm glad I brought something sweet.\We can have both kinds. response:	Oh, my.
context: Okay, so thirty minutes from now.\Okay!\Are you hungry?\Yamato-san, do you like rice crackers?\Yes!\Oh, then I'm glad I brought something sweet.\We can have both kinds.\Oh, my. response:	You made these, Yamato-san?
context: Okay!\Are you hungry?\Yamato-san, do you like rice crackers?\Yes!\Oh, then I'm glad I brought something sweet.\We can have both kinds.\Oh, my.\You made these, Yamato-san? response:	That's impressive.
context: Are you hungry?\Yamato-san, do you like rice crackers?\Yes!\Oh, then I'm glad I brought something sweet.\We can have both kinds.\Oh, my.\You made these, Yamato-san?\That's impressive. response:	Oh, they're delicious.
context: Yamato-san, do you like rice crackers?\Yes!\Oh, then I'm glad I brought something sweet.\We can have both kinds.\Oh, my.\You made these, Yamato-san?\That's impressive.\Oh, they're delicious. response:	How long have you been dating Takeo?
context: Yes!\Oh, then I'm glad I brought something sweet.\We can have both kinds.\Oh, my.\You made these, Yamato-san?\That's impressive.\Oh, they're delicious.\How long have you been dating Takeo? response:	We're going to study.
context: Oh, then I'm glad I brought something sweet.\We can have both kinds.\Oh, my.\You made these, Yamato-san?\That's impressive.\Oh, they're delicious.\How long have you been dating Takeo?\We're going to study. response:	Leave!
context: We can have both kinds.\Oh, my.\You made these, Yamato-san?\That's impressive.\Oh, they're delicious.\How long have you been dating Takeo?\We're going to study.\Leave! response:	Yamato-san, do you want to watch some golf?
context: Oh, my.\You made these, Yamato-san?\That's impressive.\Oh, they're delicious.\How long have you been dating Takeo?\We're going to study.\Leave!\Yamato-san, do you want to watch some golf? response:	Oh, golf?
context: You made these, Yamato-san?\That's impressive.\Oh, they're delicious.\How long have you been dating Takeo?\We're going to study.\Leave!\Yamato-san, do you want to watch some golf?\Oh, golf? response:	My dad watches it at home.
context: That's impressive.\Oh, they're delicious.\How long have you been dating Takeo?\We're going to study.\Leave!\Yamato-san, do you want to watch some golf?\Oh, golf?\My dad watches it at home. response:	Your dad plays golf?
context: Oh, they're delicious.\How long have you been dating Takeo?\We're going to study.\Leave!\Yamato-san, do you want to watch some golf?\Oh, golf?\My dad watches it at home.\Your dad plays golf? response:	We'd get along.
context: How long have you been dating Takeo?\We're going to study.\Leave!\Yamato-san, do you want to watch some golf?\Oh, golf?\My dad watches it at home.\Your dad plays golf?\We'd get along. response:	Wait one second.
context: We're going to study.\Leave!\Yamato-san, do you want to watch some golf?\Oh, golf?\My dad watches it at home.\Your dad plays golf?\We'd get along.\Wait one second. response:	Yamato-san, would you like more tea?
context: Leave!\Yamato-san, do you want to watch some golf?\Oh, golf?\My dad watches it at home.\Your dad plays golf?\We'd get along.\Wait one second.\Yamato-san, would you like more tea? response:	Yes, thank you.
context: Yamato-san, do you want to watch some golf?\Oh, golf?\My dad watches it at home.\Your dad plays golf?\We'd get along.\Wait one second.\Yamato-san, would you like more tea?\Yes, thank you. response:	This is a golf magazine. Ishikawa-kun's on it.
context: Oh, golf?\My dad watches it at home.\Your dad plays golf?\We'd get along.\Wait one second.\Yamato-san, would you like more tea?\Yes, thank you.\This is a golf magazine. Ishikawa-kun's on it. response:	Thank you!
context: My dad watches it at home.\Your dad plays golf?\We'd get along.\Wait one second.\Yamato-san, would you like more tea?\Yes, thank you.\This is a golf magazine. Ishikawa-kun's on it.\Thank you! response:	Sunakawa
context: Your dad plays golf?\We'd get along.\Wait one second.\Yamato-san, would you like more tea?\Yes, thank you.\This is a golf magazine. Ishikawa-kun's on it.\Thank you!\Sunakawa response:	Sure.
context: We'd get along.\Wait one second.\Yamato-san, would you like more tea?\Yes, thank you.\This is a golf magazine. Ishikawa-kun's on it.\Thank you!\Sunakawa\Sure. response:	My parents aren't home today, so you can do whatever.
context: Wait one second.\Yamato-san, would you like more tea?\Yes, thank you.\This is a golf magazine. Ishikawa-kun's on it.\Thank you!\Sunakawa\Sure.\My parents aren't home today, so you can do whatever. response:	Your room's always tidy.
context: Yamato-san, would you like more tea?\Yes, thank you.\This is a golf magazine. Ishikawa-kun's on it.\Thank you!\Sunakawa\Sure.\My parents aren't home today, so you can do whatever.\Your room's always tidy. response:	Pardon the intrusion.
context: Yes, thank you.\This is a golf magazine. Ishikawa-kun's on it.\Thank you!\Sunakawa\Sure.\My parents aren't home today, so you can do whatever.\Your room's always tidy.\Pardon the intrusion. response:	I was just studying, too.
context: This is a golf magazine. Ishikawa-kun's on it.\Thank you!\Sunakawa\Sure.\My parents aren't home today, so you can do whatever.\Your room's always tidy.\Pardon the intrusion.\I was just studying, too. response:	Takeo-kun, I'll quiz you.
context: Thank you!\Sunakawa\Sure.\My parents aren't home today, so you can do whatever.\Your room's always tidy.\Pardon the intrusion.\I was just studying, too.\Takeo-kun, I'll quiz you. response:	Sure.
context: Sunakawa\Sure.\My parents aren't home today, so you can do whatever.\Your room's always tidy.\Pardon the intrusion.\I was just studying, too.\Takeo-kun, I'll quiz you.\Sure. response:	When did World War II begin?
context: Sure.\My parents aren't home today, so you can do whatever.\Your room's always tidy.\Pardon the intrusion.\I was just studying, too.\Takeo-kun, I'll quiz you.\Sure.\When did World War II begin? response:	1939!
context: My parents aren't home today, so you can do whatever.\Your room's always tidy.\Pardon the intrusion.\I was just studying, too.\Takeo-kun, I'll quiz you.\Sure.\When did World War II begin?\1939! response:	Wow, you got it right.
context: Your room's always tidy.\Pardon the intrusion.\I was just studying, too.\Takeo-kun, I'll quiz you.\Sure.\When did World War II begin?\1939!\Wow, you got it right. response:	Yamato-san, ask something a little more challenging.
context: Pardon the intrusion.\I was just studying, too.\Takeo-kun, I'll quiz you.\Sure.\When did World War II begin?\1939!\Wow, you got it right.\Yamato-san, ask something a little more challenging. response:	Um, okay...
context: I was just studying, too.\Takeo-kun, I'll quiz you.\Sure.\When did World War II begin?\1939!\Wow, you got it right.\Yamato-san, ask something a little more challenging.\Um, okay... response:	Language Arts
context: Takeo-kun, I'll quiz you.\Sure.\When did World War II begin?\1939!\Wow, you got it right.\Yamato-san, ask something a little more challenging.\Um, okay...\Language Arts response:	I don't get it.
context: Sure.\When did World War II begin?\1939!\Wow, you got it right.\Yamato-san, ask something a little more challenging.\Um, okay...\Language Arts\I don't get it. response:	Why is this guy going back and forth between two women?
context: When did World War II begin?\1939!\Wow, you got it right.\Yamato-san, ask something a little more challenging.\Um, okay...\Language Arts\I don't get it.\Why is this guy going back and forth between two women? response:	I don't get it at all.
context: 1939!\Wow, you got it right.\Yamato-san, ask something a little more challenging.\Um, okay...\Language Arts\I don't get it.\Why is this guy going back and forth between two women?\I don't get it at all. response:	Takeo, tests don't want to know your opinion.
context: Wow, you got it right.\Yamato-san, ask something a little more challenging.\Um, okay...\Language Arts\I don't get it.\Why is this guy going back and forth between two women?\I don't get it at all.\Takeo, tests don't want to know your opinion. response:	You're right.
context: Yamato-san, ask something a little more challenging.\Um, okay...\Language Arts\I don't get it.\Why is this guy going back and forth between two women?\I don't get it at all.\Takeo, tests don't want to know your opinion.\You're right. response:	I was thinking the same thing.
context: Um, okay...\Language Arts\I don't get it.\Why is this guy going back and forth between two women?\I don't get it at all.\Takeo, tests don't want to know your opinion.\You're right.\I was thinking the same thing. response:	Why wouldn't you know which one you have real feelings for?
context: Language Arts\I don't get it.\Why is this guy going back and forth between two women?\I don't get it at all.\Takeo, tests don't want to know your opinion.\You're right.\I was thinking the same thing.\Why wouldn't you know which one you have real feelings for? response:	He's being rude to them.
context: I don't get it.\Why is this guy going back and forth between two women?\I don't get it at all.\Takeo, tests don't want to know your opinion.\You're right.\I was thinking the same thing.\Why wouldn't you know which one you have real feelings for?\He's being rude to them. response:	Not you, too.
context: Why is this guy going back and forth between two women?\I don't get it at all.\Takeo, tests don't want to know your opinion.\You're right.\I was thinking the same thing.\Why wouldn't you know which one you have real feelings for?\He's being rude to them.\Not you, too. response:	Takeo, wouldn't you be unsure if there were two of Yamato-san?
context: I don't get it at all.\Takeo, tests don't want to know your opinion.\You're right.\I was thinking the same thing.\Why wouldn't you know which one you have real feelings for?\He's being rude to them.\Not you, too.\Takeo, wouldn't you be unsure if there were two of Yamato-san? response:	Yamato-san, if there were two of Takeo, you would be, too.
context: Takeo, tests don't want to know your opinion.\You're right.\I was thinking the same thing.\Why wouldn't you know which one you have real feelings for?\He's being rude to them.\Not you, too.\Takeo, wouldn't you be unsure if there were two of Yamato-san?\Yamato-san, if there were two of Takeo, you would be, too. response:	Yamato!
context: You're right.\I was thinking the same thing.\Why wouldn't you know which one you have real feelings for?\He's being rude to them.\Not you, too.\Takeo, wouldn't you be unsure if there were two of Yamato-san?\Yamato-san, if there were two of Takeo, you would be, too.\Yamato! response:	Takeo-kun!
context: I was thinking the same thing.\Why wouldn't you know which one you have real feelings for?\He's being rude to them.\Not you, too.\Takeo, wouldn't you be unsure if there were two of Yamato-san?\Yamato-san, if there were two of Takeo, you would be, too.\Yamato!\Takeo-kun! response:	Which one's the real one!
context: Why wouldn't you know which one you have real feelings for?\He's being rude to them.\Not you, too.\Takeo, wouldn't you be unsure if there were two of Yamato-san?\Yamato-san, if there were two of Takeo, you would be, too.\Yamato!\Takeo-kun!\Which one's the real one! response:	I am!
context: He's being rude to them.\Not you, too.\Takeo, wouldn't you be unsure if there were two of Yamato-san?\Yamato-san, if there were two of Takeo, you would be, too.\Yamato!\Takeo-kun!\Which one's the real one!\I am! response:	No, me.
context: Not you, too.\Takeo, wouldn't you be unsure if there were two of Yamato-san?\Yamato-san, if there were two of Takeo, you would be, too.\Yamato!\Takeo-kun!\Which one's the real one!\I am!\No, me. response:	What about Takeo-kun?
context: Takeo, wouldn't you be unsure if there were two of Yamato-san?\Yamato-san, if there were two of Takeo, you would be, too.\Yamato!\Takeo-kun!\Which one's the real one!\I am!\No, me.\What about Takeo-kun? response:	I'm Takeo!
context: Yamato-san, if there were two of Takeo, you would be, too.\Yamato!\Takeo-kun!\Which one's the real one!\I am!\No, me.\What about Takeo-kun?\I'm Takeo! response:	That's horrible!
