context: The Third Plate response:	Twenty
context: I'm not convinced.\What?\What about the bold reinterpretation\of the three main components of the hachis Parmentier in your dish,\which opened the door to an entirely new realm of possibilities?\Yukihira guessed that Joichiro-san intended to wrap the ingredients in a crepe,\and thought to make a crunchy pommes galette with cheese, potatoes, and dried sardines\Dried Young Sardines response:	to include in the crepe along with the pommes puree.
context: What?\What about the bold reinterpretation\of the three main components of the hachis Parmentier in your dish,\which opened the door to an entirely new realm of possibilities?\Yukihira guessed that Joichiro-san intended to wrap the ingredients in a crepe,\and thought to make a crunchy pommes galette with cheese, potatoes, and dried sardines\Dried Young Sardines\to include in the crepe along with the pommes puree. response:	Cheese
context: What about the bold reinterpretation\of the three main components of the hachis Parmentier in your dish,\which opened the door to an entirely new realm of possibilities?\Yukihira guessed that Joichiro-san intended to wrap the ingredients in a crepe,\and thought to make a crunchy pommes galette with cheese, potatoes, and dried sardines\Dried Young Sardines\to include in the crepe along with the pommes puree.\Cheese response:	Pommes Puree
context: of the three main components of the hachis Parmentier in your dish,\which opened the door to an entirely new realm of possibilities?\Yukihira guessed that Joichiro-san intended to wrap the ingredients in a crepe,\and thought to make a crunchy pommes galette with cheese, potatoes, and dried sardines\Dried Young Sardines\to include in the crepe along with the pommes puree.\Cheese\Pommes Puree response:	Crepe
context: which opened the door to an entirely new realm of possibilities?\Yukihira guessed that Joichiro-san intended to wrap the ingredients in a crepe,\and thought to make a crunchy pommes galette with cheese, potatoes, and dried sardines\Dried Young Sardines\to include in the crepe along with the pommes puree.\Cheese\Pommes Puree\Crepe response:	Pommes Galette
context: Yukihira guessed that Joichiro-san intended to wrap the ingredients in a crepe,\and thought to make a crunchy pommes galette with cheese, potatoes, and dried sardines\Dried Young Sardines\to include in the crepe along with the pommes puree.\Cheese\Pommes Puree\Crepe\Pommes Galette response:	Sardines
context: and thought to make a crunchy pommes galette with cheese, potatoes, and dried sardines\Dried Young Sardines\to include in the crepe along with the pommes puree.\Cheese\Pommes Puree\Crepe\Pommes Galette\Sardines response:	That allowed the dish to have a chewy, crispy texture
context: Dried Young Sardines\to include in the crepe along with the pommes puree.\Cheese\Pommes Puree\Crepe\Pommes Galette\Sardines\That allowed the dish to have a chewy, crispy texture response:	and seafood flavor it otherwise would not have.
context: to include in the crepe along with the pommes puree.\Cheese\Pommes Puree\Crepe\Pommes Galette\Sardines\That allowed the dish to have a chewy, crispy texture\and seafood flavor it otherwise would not have. response:	And to think Nakiri-san would add her own innovation as well!
context: Cheese\Pommes Puree\Crepe\Pommes Galette\Sardines\That allowed the dish to have a chewy, crispy texture\and seafood flavor it otherwise would not have.\And to think Nakiri-san would add her own innovation as well! response:	Yeah, I was really surprised.
context: Pommes Puree\Crepe\Pommes Galette\Sardines\That allowed the dish to have a chewy, crispy texture\and seafood flavor it otherwise would not have.\And to think Nakiri-san would add her own innovation as well!\Yeah, I was really surprised. response:	She cooked one of the best beef cuts, the entrecote, until it was well done,
context: Crepe\Pommes Galette\Sardines\That allowed the dish to have a chewy, crispy texture\and seafood flavor it otherwise would not have.\And to think Nakiri-san would add her own innovation as well!\Yeah, I was really surprised.\She cooked one of the best beef cuts, the entrecote, until it was well done, response:	then created a sauce made by simmering down an entire bottle of Bordeaux wine
context: Pommes Galette\Sardines\That allowed the dish to have a chewy, crispy texture\and seafood flavor it otherwise would not have.\And to think Nakiri-san would add her own innovation as well!\Yeah, I was really surprised.\She cooked one of the best beef cuts, the entrecote, until it was well done,\then created a sauce made by simmering down an entire bottle of Bordeaux wine response:	into a concentrated Bordelaise sauce for the meat,
context: Sardines\That allowed the dish to have a chewy, crispy texture\and seafood flavor it otherwise would not have.\And to think Nakiri-san would add her own innovation as well!\Yeah, I was really surprised.\She cooked one of the best beef cuts, the entrecote, until it was well done,\then created a sauce made by simmering down an entire bottle of Bordeaux wine\into a concentrated Bordelaise sauce for the meat, response:	and had the whole thing go inside the crepe!
context: That allowed the dish to have a chewy, crispy texture\and seafood flavor it otherwise would not have.\And to think Nakiri-san would add her own innovation as well!\Yeah, I was really surprised.\She cooked one of the best beef cuts, the entrecote, until it was well done,\then created a sauce made by simmering down an entire bottle of Bordeaux wine\into a concentrated Bordelaise sauce for the meat,\and had the whole thing go inside the crepe! response:	Right, it's a specialized meat sauce that has an undeniable meatiness to it!
context: and seafood flavor it otherwise would not have.\And to think Nakiri-san would add her own innovation as well!\Yeah, I was really surprised.\She cooked one of the best beef cuts, the entrecote, until it was well done,\then created a sauce made by simmering down an entire bottle of Bordeaux wine\into a concentrated Bordelaise sauce for the meat,\and had the whole thing go inside the crepe!\Right, it's a specialized meat sauce that has an undeniable meatiness to it! response:	Her response to the assigned topic was to add even more texture to the dish!
context: And to think Nakiri-san would add her own innovation as well!\Yeah, I was really surprised.\She cooked one of the best beef cuts, the entrecote, until it was well done,\then created a sauce made by simmering down an entire bottle of Bordeaux wine\into a concentrated Bordelaise sauce for the meat,\and had the whole thing go inside the crepe!\Right, it's a specialized meat sauce that has an undeniable meatiness to it!\Her response to the assigned topic was to add even more texture to the dish! response:	If I were to make a comparison...
context: Yeah, I was really surprised.\She cooked one of the best beef cuts, the entrecote, until it was well done,\then created a sauce made by simmering down an entire bottle of Bordeaux wine\into a concentrated Bordelaise sauce for the meat,\and had the whole thing go inside the crepe!\Right, it's a specialized meat sauce that has an undeniable meatiness to it!\Her response to the assigned topic was to add even more texture to the dish!\If I were to make a comparison... response:	It's worthy of being called avant garde art, a collaboration provoked
context: She cooked one of the best beef cuts, the entrecote, until it was well done,\then created a sauce made by simmering down an entire bottle of Bordeaux wine\into a concentrated Bordelaise sauce for the meat,\and had the whole thing go inside the crepe!\Right, it's a specialized meat sauce that has an undeniable meatiness to it!\Her response to the assigned topic was to add even more texture to the dish!\If I were to make a comparison...\It's worthy of being called avant garde art, a collaboration provoked response:	by the team lead calling for different artists to bring their own ideas to the table!
context: then created a sauce made by simmering down an entire bottle of Bordeaux wine\into a concentrated Bordelaise sauce for the meat,\and had the whole thing go inside the crepe!\Right, it's a specialized meat sauce that has an undeniable meatiness to it!\Her response to the assigned topic was to add even more texture to the dish!\If I were to make a comparison...\It's worthy of being called avant garde art, a collaboration provoked\by the team lead calling for different artists to bring their own ideas to the table! response:	But the sauce was way too left field.
context: into a concentrated Bordelaise sauce for the meat,\and had the whole thing go inside the crepe!\Right, it's a specialized meat sauce that has an undeniable meatiness to it!\Her response to the assigned topic was to add even more texture to the dish!\If I were to make a comparison...\It's worthy of being called avant garde art, a collaboration provoked\by the team lead calling for different artists to bring their own ideas to the table!\But the sauce was way too left field. response:	The dish would have come together more
context: and had the whole thing go inside the crepe!\Right, it's a specialized meat sauce that has an undeniable meatiness to it!\Her response to the assigned topic was to add even more texture to the dish!\If I were to make a comparison...\It's worthy of being called avant garde art, a collaboration provoked\by the team lead calling for different artists to bring their own ideas to the table!\But the sauce was way too left field.\The dish would have come together more response:	if I had leveraged the sardines' flavor better.
context: Right, it's a specialized meat sauce that has an undeniable meatiness to it!\Her response to the assigned topic was to add even more texture to the dish!\If I were to make a comparison...\It's worthy of being called avant garde art, a collaboration provoked\by the team lead calling for different artists to bring their own ideas to the table!\But the sauce was way too left field.\The dish would have come together more\if I had leveraged the sardines' flavor better. response:	What are you saying?!
context: Her response to the assigned topic was to add even more texture to the dish!\If I were to make a comparison...\It's worthy of being called avant garde art, a collaboration provoked\by the team lead calling for different artists to bring their own ideas to the table!\But the sauce was way too left field.\The dish would have come together more\if I had leveraged the sardines' flavor better.\What are you saying?! response:	It was a great idea!
context: If I were to make a comparison...\It's worthy of being called avant garde art, a collaboration provoked\by the team lead calling for different artists to bring their own ideas to the table!\But the sauce was way too left field.\The dish would have come together more\if I had leveraged the sardines' flavor better.\What are you saying?!\It was a great idea! response:	Yeah, it sure was!
context: It's worthy of being called avant garde art, a collaboration provoked\by the team lead calling for different artists to bring their own ideas to the table!\But the sauce was way too left field.\The dish would have come together more\if I had leveraged the sardines' flavor better.\What are you saying?!\It was a great idea!\Yeah, it sure was! response:	Nakiri-san, you had a big smile on your face when you made it.
context: by the team lead calling for different artists to bring their own ideas to the table!\But the sauce was way too left field.\The dish would have come together more\if I had leveraged the sardines' flavor better.\What are you saying?!\It was a great idea!\Yeah, it sure was!\Nakiri-san, you had a big smile on your face when you made it. response:	Yup.
context: But the sauce was way too left field.\The dish would have come together more\if I had leveraged the sardines' flavor better.\What are you saying?!\It was a great idea!\Yeah, it sure was!\Nakiri-san, you had a big smile on your face when you made it.\Yup. response:	You looked like you were having real fun making it.
context: The dish would have come together more\if I had leveraged the sardines' flavor better.\What are you saying?!\It was a great idea!\Yeah, it sure was!\Nakiri-san, you had a big smile on your face when you made it.\Yup.\You looked like you were having real fun making it. response:	What now? Why are you all making fun of me?!
context: if I had leveraged the sardines' flavor better.\What are you saying?!\It was a great idea!\Yeah, it sure was!\Nakiri-san, you had a big smile on your face when you made it.\Yup.\You looked like you were having real fun making it.\What now? Why are you all making fun of me?! response:	Aldini-kun and Tadokoro-san, what you two did is more amazing!
context: What are you saying?!\It was a great idea!\Yeah, it sure was!\Nakiri-san, you had a big smile on your face when you made it.\Yup.\You looked like you were having real fun making it.\What now? Why are you all making fun of me?!\Aldini-kun and Tadokoro-san, what you two did is more amazing! response:	I'm saying that as someone with the god tongue, so there's no mistake!
context: It was a great idea!\Yeah, it sure was!\Nakiri-san, you had a big smile on your face when you made it.\Yup.\You looked like you were having real fun making it.\What now? Why are you all making fun of me?!\Aldini-kun and Tadokoro-san, what you two did is more amazing!\I'm saying that as someone with the god tongue, so there's no mistake! response:	Our dish barely qualifies as the assigned topic!
context: Yeah, it sure was!\Nakiri-san, you had a big smile on your face when you made it.\Yup.\You looked like you were having real fun making it.\What now? Why are you all making fun of me?!\Aldini-kun and Tadokoro-san, what you two did is more amazing!\I'm saying that as someone with the god tongue, so there's no mistake!\Our dish barely qualifies as the assigned topic! response:	What are you saying?
context: Nakiri-san, you had a big smile on your face when you made it.\Yup.\You looked like you were having real fun making it.\What now? Why are you all making fun of me?!\Aldini-kun and Tadokoro-san, what you two did is more amazing!\I'm saying that as someone with the god tongue, so there's no mistake!\Our dish barely qualifies as the assigned topic!\What are you saying? response:	You should get more credit for being able to bring
context: Yup.\You looked like you were having real fun making it.\What now? Why are you all making fun of me?!\Aldini-kun and Tadokoro-san, what you two did is more amazing!\I'm saying that as someone with the god tongue, so there's no mistake!\Our dish barely qualifies as the assigned topic!\What are you saying?\You should get more credit for being able to bring response:	such strong components together!
context: You looked like you were having real fun making it.\What now? Why are you all making fun of me?!\Aldini-kun and Tadokoro-san, what you two did is more amazing!\I'm saying that as someone with the god tongue, so there's no mistake!\Our dish barely qualifies as the assigned topic!\What are you saying?\You should get more credit for being able to bring\such strong components together! response:	If that's the case,
context: What now? Why are you all making fun of me?!\Aldini-kun and Tadokoro-san, what you two did is more amazing!\I'm saying that as someone with the god tongue, so there's no mistake!\Our dish barely qualifies as the assigned topic!\What are you saying?\You should get more credit for being able to bring\such strong components together!\If that's the case, response:	Tadokoro-san should get the highest recognition
context: Aldini-kun and Tadokoro-san, what you two did is more amazing!\I'm saying that as someone with the god tongue, so there's no mistake!\Our dish barely qualifies as the assigned topic!\What are you saying?\You should get more credit for being able to bring\such strong components together!\If that's the case,\Tadokoro-san should get the highest recognition response:	for providing such strong support behind the scenes!
context: I'm saying that as someone with the god tongue, so there's no mistake!\Our dish barely qualifies as the assigned topic!\What are you saying?\You should get more credit for being able to bring\such strong components together!\If that's the case,\Tadokoro-san should get the highest recognition\for providing such strong support behind the scenes! response:	Th-Th-Th-That's not true!
context: Our dish barely qualifies as the assigned topic!\What are you saying?\You should get more credit for being able to bring\such strong components together!\If that's the case,\Tadokoro-san should get the highest recognition\for providing such strong support behind the scenes!\Th-Th-Th-That's not true! response:	That is true!
context: What are you saying?\You should get more credit for being able to bring\such strong components together!\If that's the case,\Tadokoro-san should get the highest recognition\for providing such strong support behind the scenes!\Th-Th-Th-That's not true!\That is true! response:	Tadokoro, you're impressive, too! Man!
context: You should get more credit for being able to bring\such strong components together!\If that's the case,\Tadokoro-san should get the highest recognition\for providing such strong support behind the scenes!\Th-Th-Th-That's not true!\That is true!\Tadokoro, you're impressive, too! Man! response:	In order to make teamwork happen in a Team Shokugeki,
context: such strong components together!\If that's the case,\Tadokoro-san should get the highest recognition\for providing such strong support behind the scenes!\Th-Th-Th-That's not true!\That is true!\Tadokoro, you're impressive, too! Man!\In order to make teamwork happen in a Team Shokugeki, response:	it's critical for each team member to experience the others' abilities first-hand.
context: If that's the case,\Tadokoro-san should get the highest recognition\for providing such strong support behind the scenes!\Th-Th-Th-That's not true!\That is true!\Tadokoro, you're impressive, too! Man!\In order to make teamwork happen in a Team Shokugeki,\it's critical for each team member to experience the others' abilities first-hand. response:	This match allowed them to realize what challenges each of them overcame
context: Tadokoro-san should get the highest recognition\for providing such strong support behind the scenes!\Th-Th-Th-That's not true!\That is true!\Tadokoro, you're impressive, too! Man!\In order to make teamwork happen in a Team Shokugeki,\it's critical for each team member to experience the others' abilities first-hand.\This match allowed them to realize what challenges each of them overcame response:	You guys won.
context: for providing such strong support behind the scenes!\Th-Th-Th-That's not true!\That is true!\Tadokoro, you're impressive, too! Man!\In order to make teamwork happen in a Team Shokugeki,\it's critical for each team member to experience the others' abilities first-hand.\This match allowed them to realize what challenges each of them overcame\You guys won. response:	You don't get to decide.
context: Th-Th-Th-That's not true!\That is true!\Tadokoro, you're impressive, too! Man!\In order to make teamwork happen in a Team Shokugeki,\it's critical for each team member to experience the others' abilities first-hand.\This match allowed them to realize what challenges each of them overcame\You guys won.\You don't get to decide. response:	and what techniques and determination they gained as a result.
context: That is true!\Tadokoro, you're impressive, too! Man!\In order to make teamwork happen in a Team Shokugeki,\it's critical for each team member to experience the others' abilities first-hand.\This match allowed them to realize what challenges each of them overcame\You guys won.\You don't get to decide.\and what techniques and determination they gained as a result. response:	Just accept it.
context: Tadokoro, you're impressive, too! Man!\In order to make teamwork happen in a Team Shokugeki,\it's critical for each team member to experience the others' abilities first-hand.\This match allowed them to realize what challenges each of them overcame\You guys won.\You don't get to decide.\and what techniques and determination they gained as a result.\Just accept it. response:	Well, let's say both dishes tasted great.
context: In order to make teamwork happen in a Team Shokugeki,\it's critical for each team member to experience the others' abilities first-hand.\This match allowed them to realize what challenges each of them overcame\You guys won.\You don't get to decide.\and what techniques and determination they gained as a result.\Just accept it.\Well, let's say both dishes tasted great. response:	Yeah!
context: it's critical for each team member to experience the others' abilities first-hand.\This match allowed them to realize what challenges each of them overcame\You guys won.\You don't get to decide.\and what techniques and determination they gained as a result.\Just accept it.\Well, let's say both dishes tasted great.\Yeah! response:	The training has worked out well.
context: This match allowed them to realize what challenges each of them overcame\You guys won.\You don't get to decide.\and what techniques and determination they gained as a result.\Just accept it.\Well, let's say both dishes tasted great.\Yeah!\The training has worked out well. response:	So it's a draw.
context: You guys won.\You don't get to decide.\and what techniques and determination they gained as a result.\Just accept it.\Well, let's say both dishes tasted great.\Yeah!\The training has worked out well.\So it's a draw. response:	Yeah.
context: You don't get to decide.\and what techniques and determination they gained as a result.\Just accept it.\Well, let's say both dishes tasted great.\Yeah!\The training has worked out well.\So it's a draw.\Yeah. response:	Erina, that was an interesting dish.
context: and what techniques and determination they gained as a result.\Just accept it.\Well, let's say both dishes tasted great.\Yeah!\The training has worked out well.\So it's a draw.\Yeah.\Erina, that was an interesting dish. response:	You looked like you were having fun.
context: Just accept it.\Well, let's say both dishes tasted great.\Yeah!\The training has worked out well.\So it's a draw.\Yeah.\Erina, that was an interesting dish.\You looked like you were having fun. response:	Not you making fun of me, too, Grandfather!
context: Well, let's say both dishes tasted great.\Yeah!\The training has worked out well.\So it's a draw.\Yeah.\Erina, that was an interesting dish.\You looked like you were having fun.\Not you making fun of me, too, Grandfather! response:	I was just inspired by Saiba-sama and Yukihira-kun.
context: Yeah!\The training has worked out well.\So it's a draw.\Yeah.\Erina, that was an interesting dish.\You looked like you were having fun.\Not you making fun of me, too, Grandfather!\I was just inspired by Saiba-sama and Yukihira-kun. response:	If I were alone, I would not have been able to
context: The training has worked out well.\So it's a draw.\Yeah.\Erina, that was an interesting dish.\You looked like you were having fun.\Not you making fun of me, too, Grandfather!\I was just inspired by Saiba-sama and Yukihira-kun.\If I were alone, I would not have been able to response:	Indeed, that is how they have been galvanizing each other.
context: So it's a draw.\Yeah.\Erina, that was an interesting dish.\You looked like you were having fun.\Not you making fun of me, too, Grandfather!\I was just inspired by Saiba-sama and Yukihira-kun.\If I were alone, I would not have been able to\Indeed, that is how they have been galvanizing each other. response:	For that family, clashing the way they did is typical.
context: Yeah.\Erina, that was an interesting dish.\You looked like you were having fun.\Not you making fun of me, too, Grandfather!\I was just inspired by Saiba-sama and Yukihira-kun.\If I were alone, I would not have been able to\Indeed, that is how they have been galvanizing each other.\For that family, clashing the way they did is typical. response:	That is why Yukihira Soma was not cowed by this match
context: Erina, that was an interesting dish.\You looked like you were having fun.\Not you making fun of me, too, Grandfather!\I was just inspired by Saiba-sama and Yukihira-kun.\If I were alone, I would not have been able to\Indeed, that is how they have been galvanizing each other.\For that family, clashing the way they did is typical.\That is why Yukihira Soma was not cowed by this match response:	Ruffle
context: You looked like you were having fun.\Not you making fun of me, too, Grandfather!\I was just inspired by Saiba-sama and Yukihira-kun.\If I were alone, I would not have been able to\Indeed, that is how they have been galvanizing each other.\For that family, clashing the way they did is typical.\That is why Yukihira Soma was not cowed by this match\Ruffle response:	and made Joichiro accept his contribution.
context: Not you making fun of me, too, Grandfather!\I was just inspired by Saiba-sama and Yukihira-kun.\If I were alone, I would not have been able to\Indeed, that is how they have been galvanizing each other.\For that family, clashing the way they did is typical.\That is why Yukihira Soma was not cowed by this match\Ruffle\and made Joichiro accept his contribution. response:	Ruffle
context: I was just inspired by Saiba-sama and Yukihira-kun.\If I were alone, I would not have been able to\Indeed, that is how they have been galvanizing each other.\For that family, clashing the way they did is typical.\That is why Yukihira Soma was not cowed by this match\Ruffle\and made Joichiro accept his contribution.\Ruffle response:	But I couldn't dream of doing something like that with my father.
context: If I were alone, I would not have been able to\Indeed, that is how they have been galvanizing each other.\For that family, clashing the way they did is typical.\That is why Yukihira Soma was not cowed by this match\Ruffle\and made Joichiro accept his contribution.\Ruffle\But I couldn't dream of doing something like that with my father. response:	I can't imagine asking him for a favor like that.
context: Indeed, that is how they have been galvanizing each other.\For that family, clashing the way they did is typical.\That is why Yukihira Soma was not cowed by this match\Ruffle\and made Joichiro accept his contribution.\Ruffle\But I couldn't dream of doing something like that with my father.\I can't imagine asking him for a favor like that. response:	Why not ask?
context: For that family, clashing the way they did is typical.\That is why Yukihira Soma was not cowed by this match\Ruffle\and made Joichiro accept his contribution.\Ruffle\But I couldn't dream of doing something like that with my father.\I can't imagine asking him for a favor like that.\Why not ask? response:	You're his daughter.
context: That is why Yukihira Soma was not cowed by this match\Ruffle\and made Joichiro accept his contribution.\Ruffle\But I couldn't dream of doing something like that with my father.\I can't imagine asking him for a favor like that.\Why not ask?\You're his daughter. response:	You should learn to be selfish sometimes, Erina.
context: Ruffle\and made Joichiro accept his contribution.\Ruffle\But I couldn't dream of doing something like that with my father.\I can't imagine asking him for a favor like that.\Why not ask?\You're his daughter.\You should learn to be selfish sometimes, Erina. response:	Saiba-senpai and the others are on Tsukikage 4 .
context: and made Joichiro accept his contribution.\Ruffle\But I couldn't dream of doing something like that with my father.\I can't imagine asking him for a favor like that.\Why not ask?\You're his daughter.\You should learn to be selfish sometimes, Erina.\Saiba-senpai and the others are on Tsukikage 4 . response:	Here, their train's route and a different route meet.
context: Ruffle\But I couldn't dream of doing something like that with my father.\I can't imagine asking him for a favor like that.\Why not ask?\You're his daughter.\You should learn to be selfish sometimes, Erina.\Saiba-senpai and the others are on Tsukikage 4 .\Here, their train's route and a different route meet. response:	We will meet them here tomorrow
context: But I couldn't dream of doing something like that with my father.\I can't imagine asking him for a favor like that.\Why not ask?\You're his daughter.\You should learn to be selfish sometimes, Erina.\Saiba-senpai and the others are on Tsukikage 4 .\Here, their train's route and a different route meet.\We will meet them here tomorrow response:	and specify the rules for the match.
context: I can't imagine asking him for a favor like that.\Why not ask?\You're his daughter.\You should learn to be selfish sometimes, Erina.\Saiba-senpai and the others are on Tsukikage 4 .\Here, their train's route and a different route meet.\We will meet them here tomorrow\and specify the rules for the match. response:	Erina...
context: Why not ask?\You're his daughter.\You should learn to be selfish sometimes, Erina.\Saiba-senpai and the others are on Tsukikage 4 .\Here, their train's route and a different route meet.\We will meet them here tomorrow\and specify the rules for the match.\Erina... response:	I wonder if you enjoyed your playtime outside.
context: You're his daughter.\You should learn to be selfish sometimes, Erina.\Saiba-senpai and the others are on Tsukikage 4 .\Here, their train's route and a different route meet.\We will meet them here tomorrow\and specify the rules for the match.\Erina...\I wonder if you enjoyed your playtime outside. response:	It's time to hear what you have to say.
context: You should learn to be selfish sometimes, Erina.\Saiba-senpai and the others are on Tsukikage 4 .\Here, their train's route and a different route meet.\We will meet them here tomorrow\and specify the rules for the match.\Erina...\I wonder if you enjoyed your playtime outside.\It's time to hear what you have to say. response:	So this is where we'll convene to decide the rules.
context: Saiba-senpai and the others are on Tsukikage 4 .\Here, their train's route and a different route meet.\We will meet them here tomorrow\and specify the rules for the match.\Erina...\I wonder if you enjoyed your playtime outside.\It's time to hear what you have to say.\So this is where we'll convene to decide the rules. response:	Is it really here? It's in the middle of nowhere.
context: Here, their train's route and a different route meet.\We will meet them here tomorrow\and specify the rules for the match.\Erina...\I wonder if you enjoyed your playtime outside.\It's time to hear what you have to say.\So this is where we'll convene to decide the rules.\Is it really here? It's in the middle of nowhere. response:	So where are our opponents?
context: We will meet them here tomorrow\and specify the rules for the match.\Erina...\I wonder if you enjoyed your playtime outside.\It's time to hear what you have to say.\So this is where we'll convene to decide the rules.\Is it really here? It's in the middle of nowhere.\So where are our opponents? response:	Oh, there!
context: and specify the rules for the match.\Erina...\I wonder if you enjoyed your playtime outside.\It's time to hear what you have to say.\So this is where we'll convene to decide the rules.\Is it really here? It's in the middle of nowhere.\So where are our opponents?\Oh, there! response:	This was a faster way to come.
context: Erina...\I wonder if you enjoyed your playtime outside.\It's time to hear what you have to say.\So this is where we'll convene to decide the rules.\Is it really here? It's in the middle of nowhere.\So where are our opponents?\Oh, there!\This was a faster way to come. response:	The others should arrive soon, too.
context: I wonder if you enjoyed your playtime outside.\It's time to hear what you have to say.\So this is where we'll convene to decide the rules.\Is it really here? It's in the middle of nowhere.\So where are our opponents?\Oh, there!\This was a faster way to come.\The others should arrive soon, too. response:	We're all here now.
context: It's time to hear what you have to say.\So this is where we'll convene to decide the rules.\Is it really here? It's in the middle of nowhere.\So where are our opponents?\Oh, there!\This was a faster way to come.\The others should arrive soon, too.\We're all here now. response:	It's so cold.
context: So this is where we'll convene to decide the rules.\Is it really here? It's in the middle of nowhere.\So where are our opponents?\Oh, there!\This was a faster way to come.\The others should arrive soon, too.\We're all here now.\It's so cold. response:	Let's get this over with.
context: Is it really here? It's in the middle of nowhere.\So where are our opponents?\Oh, there!\This was a faster way to come.\The others should arrive soon, too.\We're all here now.\It's so cold.\Let's get this over with. response:	All six turncoat Elite Ten members are here, it seems.
context: So where are our opponents?\Oh, there!\This was a faster way to come.\The others should arrive soon, too.\We're all here now.\It's so cold.\Let's get this over with.\All six turncoat Elite Ten members are here, it seems. response:	Eizan-senpai, it's been a while since the last Shokugeki
context: Oh, there!\This was a faster way to come.\The others should arrive soon, too.\We're all here now.\It's so cold.\Let's get this over with.\All six turncoat Elite Ten members are here, it seems.\Eizan-senpai, it's been a while since the last Shokugeki response:	I'll crush you!
context: This was a faster way to come.\The others should arrive soon, too.\We're all here now.\It's so cold.\Let's get this over with.\All six turncoat Elite Ten members are here, it seems.\Eizan-senpai, it's been a while since the last Shokugeki\I'll crush you! response:	Um...
context: The others should arrive soon, too.\We're all here now.\It's so cold.\Let's get this over with.\All six turncoat Elite Ten members are here, it seems.\Eizan-senpai, it's been a while since the last Shokugeki\I'll crush you!\Um... response:	Crush!
context: We're all here now.\It's so cold.\Let's get this over with.\All six turncoat Elite Ten members are here, it seems.\Eizan-senpai, it's been a while since the last Shokugeki\I'll crush you!\Um...\Crush! response:	Uh...
context: It's so cold.\Let's get this over with.\All six turncoat Elite Ten members are here, it seems.\Eizan-senpai, it's been a while since the last Shokugeki\I'll crush you!\Um...\Crush!\Uh... response:	Crush!
context: Let's get this over with.\All six turncoat Elite Ten members are here, it seems.\Eizan-senpai, it's been a while since the last Shokugeki\I'll crush you!\Um...\Crush!\Uh...\Crush! response:	Okay.
context: All six turncoat Elite Ten members are here, it seems.\Eizan-senpai, it's been a while since the last Shokugeki\I'll crush you!\Um...\Crush!\Uh...\Crush!\Okay. response:	Crush!
context: Eizan-senpai, it's been a while since the last Shokugeki\I'll crush you!\Um...\Crush!\Uh...\Crush!\Okay.\Crush! response:	Crush, crush, crush, crush...
context: I'll crush you!\Um...\Crush!\Uh...\Crush!\Okay.\Crush!\Crush, crush, crush, crush... response:	His intentions are transparent.
context: Um...\Crush!\Uh...\Crush!\Okay.\Crush!\Crush, crush, crush, crush...\His intentions are transparent. response:	Go on, Kinokuni.
context: Crush!\Uh...\Crush!\Okay.\Crush!\Crush, crush, crush, crush...\His intentions are transparent.\Go on, Kinokuni. response:	Understood.
context: Uh...\Crush!\Okay.\Crush!\Crush, crush, crush, crush...\His intentions are transparent.\Go on, Kinokuni.\Understood. response:	Once the final stage exams are complete,
context: Crush!\Okay.\Crush!\Crush, crush, crush, crush...\His intentions are transparent.\Go on, Kinokuni.\Understood.\Once the final stage exams are complete, response:	a special examination hall will be set on the southern tip of Rebun Island
context: Okay.\Crush!\Crush, crush, crush, crush...\His intentions are transparent.\Go on, Kinokuni.\Understood.\Once the final stage exams are complete,\a special examination hall will be set on the southern tip of Rebun Island response:	to serve as the Team Shokugeki arena.
context: Crush!\Crush, crush, crush, crush...\His intentions are transparent.\Go on, Kinokuni.\Understood.\Once the final stage exams are complete,\a special examination hall will be set on the southern tip of Rebun Island\to serve as the Team Shokugeki arena. response:	Students who are continuing to travel north while clearing their advancement exams,
context: Crush, crush, crush, crush...\His intentions are transparent.\Go on, Kinokuni.\Understood.\Once the final stage exams are complete,\a special examination hall will be set on the southern tip of Rebun Island\to serve as the Team Shokugeki arena.\Students who are continuing to travel north while clearing their advancement exams, response:	Nice. You're going to make this into a spectacle.
context: His intentions are transparent.\Go on, Kinokuni.\Understood.\Once the final stage exams are complete,\a special examination hall will be set on the southern tip of Rebun Island\to serve as the Team Shokugeki arena.\Students who are continuing to travel north while clearing their advancement exams,\Nice. You're going to make this into a spectacle. response:	Yeah, to show us rebels being defeated.
context: Go on, Kinokuni.\Understood.\Once the final stage exams are complete,\a special examination hall will be set on the southern tip of Rebun Island\to serve as the Team Shokugeki arena.\Students who are continuing to travel north while clearing their advancement exams,\Nice. You're going to make this into a spectacle.\Yeah, to show us rebels being defeated. response:	Very well.
context: Understood.\Once the final stage exams are complete,\a special examination hall will be set on the southern tip of Rebun Island\to serve as the Team Shokugeki arena.\Students who are continuing to travel north while clearing their advancement exams,\Nice. You're going to make this into a spectacle.\Yeah, to show us rebels being defeated.\Very well. response:	Do we agree that the winning team will take all Elite Ten seats?
context: Once the final stage exams are complete,\a special examination hall will be set on the southern tip of Rebun Island\to serve as the Team Shokugeki arena.\Students who are continuing to travel north while clearing their advancement exams,\Nice. You're going to make this into a spectacle.\Yeah, to show us rebels being defeated.\Very well.\Do we agree that the winning team will take all Elite Ten seats? response:	I have no objections.
