context: He moved! response:	Is he waking up?
context: Dammit.\Did you just say dammit? That's unusual.\I hate her.\She's so strong and yet she's always fooling around.\I look stupid for taking it seriously!\Don't be so strict...\She could be thinking about a lot of things, even if it doesn't look like it.\All right. response:	But if I win, you have to stop calling me Scaredy Four-Eyes.
context: Did you just say dammit? That's unusual.\I hate her.\She's so strong and yet she's always fooling around.\I look stupid for taking it seriously!\Don't be so strict...\She could be thinking about a lot of things, even if it doesn't look like it.\All right.\But if I win, you have to stop calling me Scaredy Four-Eyes. response:	The rules are the same. The one who loses focus first on Infinity Mode loses.
context: I hate her.\She's so strong and yet she's always fooling around.\I look stupid for taking it seriously!\Don't be so strict...\She could be thinking about a lot of things, even if it doesn't look like it.\All right.\But if I win, you have to stop calling me Scaredy Four-Eyes.\The rules are the same. The one who loses focus first on Infinity Mode loses. response:	Are you cool with that?
context: She's so strong and yet she's always fooling around.\I look stupid for taking it seriously!\Don't be so strict...\She could be thinking about a lot of things, even if it doesn't look like it.\All right.\But if I win, you have to stop calling me Scaredy Four-Eyes.\The rules are the same. The one who loses focus first on Infinity Mode loses.\Are you cool with that? response:	Perfect.
context: I look stupid for taking it seriously!\Don't be so strict...\She could be thinking about a lot of things, even if it doesn't look like it.\All right.\But if I win, you have to stop calling me Scaredy Four-Eyes.\The rules are the same. The one who loses focus first on Infinity Mode loses.\Are you cool with that?\Perfect. response:	Special Infinity Mode selected.
context: Don't be so strict...\She could be thinking about a lot of things, even if it doesn't look like it.\All right.\But if I win, you have to stop calling me Scaredy Four-Eyes.\The rules are the same. The one who loses focus first on Infinity Mode loses.\Are you cool with that?\Perfect.\Special Infinity Mode selected. response:	Begin training.
context: She could be thinking about a lot of things, even if it doesn't look like it.\All right.\But if I win, you have to stop calling me Scaredy Four-Eyes.\The rules are the same. The one who loses focus first on Infinity Mode loses.\Are you cool with that?\Perfect.\Special Infinity Mode selected.\Begin training. response:	Amazing! They can take down all the balls at that speed?
context: All right.\But if I win, you have to stop calling me Scaredy Four-Eyes.\The rules are the same. The one who loses focus first on Infinity Mode loses.\Are you cool with that?\Perfect.\Special Infinity Mode selected.\Begin training.\Amazing! They can take down all the balls at that speed? response:	Just what are they made of?
context: But if I win, you have to stop calling me Scaredy Four-Eyes.\The rules are the same. The one who loses focus first on Infinity Mode loses.\Are you cool with that?\Perfect.\Special Infinity Mode selected.\Begin training.\Amazing! They can take down all the balls at that speed?\Just what are they made of? response:	You just concentrate on showing us what you can do!
context: The rules are the same. The one who loses focus first on Infinity Mode loses.\Are you cool with that?\Perfect.\Special Infinity Mode selected.\Begin training.\Amazing! They can take down all the balls at that speed?\Just what are they made of?\You just concentrate on showing us what you can do! response:	You'd better concentrate too, Shura.
context: Are you cool with that?\Perfect.\Special Infinity Mode selected.\Begin training.\Amazing! They can take down all the balls at that speed?\Just what are they made of?\You just concentrate on showing us what you can do!\You'd better concentrate too, Shura. response:	Don't get cocky, Scaredy-Eddy! Just listen!
context: Perfect.\Special Infinity Mode selected.\Begin training.\Amazing! They can take down all the balls at that speed?\Just what are they made of?\You just concentrate on showing us what you can do!\You'd better concentrate too, Shura.\Don't get cocky, Scaredy-Eddy! Just listen! response:	In the shadow of the pillar in the south end of the room.
context: Special Infinity Mode selected.\Begin training.\Amazing! They can take down all the balls at that speed?\Just what are they made of?\You just concentrate on showing us what you can do!\You'd better concentrate too, Shura.\Don't get cocky, Scaredy-Eddy! Just listen!\In the shadow of the pillar in the south end of the room. response:	He's hiding himself, but you can see him, right?
context: Begin training.\Amazing! They can take down all the balls at that speed?\Just what are they made of?\You just concentrate on showing us what you can do!\You'd better concentrate too, Shura.\Don't get cocky, Scaredy-Eddy! Just listen!\In the shadow of the pillar in the south end of the room.\He's hiding himself, but you can see him, right? response:	A spy from the Vatican?
context: Amazing! They can take down all the balls at that speed?\Just what are they made of?\You just concentrate on showing us what you can do!\You'd better concentrate too, Shura.\Don't get cocky, Scaredy-Eddy! Just listen!\In the shadow of the pillar in the south end of the room.\He's hiding himself, but you can see him, right?\A spy from the Vatican? response:	Yeah.
context: Just what are they made of?\You just concentrate on showing us what you can do!\You'd better concentrate too, Shura.\Don't get cocky, Scaredy-Eddy! Just listen!\In the shadow of the pillar in the south end of the room.\He's hiding himself, but you can see him, right?\A spy from the Vatican?\Yeah. response:	But he's not watching just Rin, but also you.
context: You just concentrate on showing us what you can do!\You'd better concentrate too, Shura.\Don't get cocky, Scaredy-Eddy! Just listen!\In the shadow of the pillar in the south end of the room.\He's hiding himself, but you can see him, right?\A spy from the Vatican?\Yeah.\But he's not watching just Rin, but also you. response:	That can't be.
context: You'd better concentrate too, Shura.\Don't get cocky, Scaredy-Eddy! Just listen!\In the shadow of the pillar in the south end of the room.\He's hiding himself, but you can see him, right?\A spy from the Vatican?\Yeah.\But he's not watching just Rin, but also you.\That can't be. response:	The Grigori directly ordered me to watch over Rin -
context: Don't get cocky, Scaredy-Eddy! Just listen!\In the shadow of the pillar in the south end of the room.\He's hiding himself, but you can see him, right?\A spy from the Vatican?\Yeah.\But he's not watching just Rin, but also you.\That can't be.\The Grigori directly ordered me to watch over Rin - response:	You have the blood of Satan just like Rin.
context: In the shadow of the pillar in the south end of the room.\He's hiding himself, but you can see him, right?\A spy from the Vatican?\Yeah.\But he's not watching just Rin, but also you.\That can't be.\The Grigori directly ordered me to watch over Rin -\You have the blood of Satan just like Rin. response:	From the Vatican's point of view you're just as dangerous.
context: He's hiding himself, but you can see him, right?\A spy from the Vatican?\Yeah.\But he's not watching just Rin, but also you.\That can't be.\The Grigori directly ordered me to watch over Rin -\You have the blood of Satan just like Rin.\From the Vatican's point of view you're just as dangerous. response:	Rin and I are different. First,
context: A spy from the Vatican?\Yeah.\But he's not watching just Rin, but also you.\That can't be.\The Grigori directly ordered me to watch over Rin -\You have the blood of Satan just like Rin.\From the Vatican's point of view you're just as dangerous.\Rin and I are different. First, response:	I don't have the power.
context: Yeah.\But he's not watching just Rin, but also you.\That can't be.\The Grigori directly ordered me to watch over Rin -\You have the blood of Satan just like Rin.\From the Vatican's point of view you're just as dangerous.\Rin and I are different. First,\I don't have the power. response:	If you really think so, then why the daily check-ups?
context: But he's not watching just Rin, but also you.\That can't be.\The Grigori directly ordered me to watch over Rin -\You have the blood of Satan just like Rin.\From the Vatican's point of view you're just as dangerous.\Rin and I are different. First,\I don't have the power.\If you really think so, then why the daily check-ups? response:	Aren't you just scared that one day Satan's power will appear in you just like in Rin?
context: That can't be.\The Grigori directly ordered me to watch over Rin -\You have the blood of Satan just like Rin.\From the Vatican's point of view you're just as dangerous.\Rin and I are different. First,\I don't have the power.\If you really think so, then why the daily check-ups?\Aren't you just scared that one day Satan's power will appear in you just like in Rin? response:	What are you talking about?
context: The Grigori directly ordered me to watch over Rin -\You have the blood of Satan just like Rin.\From the Vatican's point of view you're just as dangerous.\Rin and I are different. First,\I don't have the power.\If you really think so, then why the daily check-ups?\Aren't you just scared that one day Satan's power will appear in you just like in Rin?\What are you talking about? response:	Or the opposite, you want to have the power?
context: You have the blood of Satan just like Rin.\From the Vatican's point of view you're just as dangerous.\Rin and I are different. First,\I don't have the power.\If you really think so, then why the daily check-ups?\Aren't you just scared that one day Satan's power will appear in you just like in Rin?\What are you talking about?\Or the opposite, you want to have the power? response:	You're wasting your time trying to upset me like this.
context: From the Vatican's point of view you're just as dangerous.\Rin and I are different. First,\I don't have the power.\If you really think so, then why the daily check-ups?\Aren't you just scared that one day Satan's power will appear in you just like in Rin?\What are you talking about?\Or the opposite, you want to have the power?\You're wasting your time trying to upset me like this. response:	Fine, then...
context: Rin and I are different. First,\I don't have the power.\If you really think so, then why the daily check-ups?\Aren't you just scared that one day Satan's power will appear in you just like in Rin?\What are you talking about?\Or the opposite, you want to have the power?\You're wasting your time trying to upset me like this.\Fine, then... response:	But be careful, guys like you are the first to fall to demons.
context: I don't have the power.\If you really think so, then why the daily check-ups?\Aren't you just scared that one day Satan's power will appear in you just like in Rin?\What are you talking about?\Or the opposite, you want to have the power?\You're wasting your time trying to upset me like this.\Fine, then...\But be careful, guys like you are the first to fall to demons. response:	Huh?
context: If you really think so, then why the daily check-ups?\Aren't you just scared that one day Satan's power will appear in you just like in Rin?\What are you talking about?\Or the opposite, you want to have the power?\You're wasting your time trying to upset me like this.\Fine, then...\But be careful, guys like you are the first to fall to demons.\Huh? response:	Is that what pros are like?
context: Aren't you just scared that one day Satan's power will appear in you just like in Rin?\What are you talking about?\Or the opposite, you want to have the power?\You're wasting your time trying to upset me like this.\Fine, then...\But be careful, guys like you are the first to fall to demons.\Huh?\Is that what pros are like? response:	It took me all I had to hit just once or twice on beginner mode.
context: What are you talking about?\Or the opposite, you want to have the power?\You're wasting your time trying to upset me like this.\Fine, then...\But be careful, guys like you are the first to fall to demons.\Huh?\Is that what pros are like?\It took me all I had to hit just once or twice on beginner mode. response:	Dammit!
context: Or the opposite, you want to have the power?\You're wasting your time trying to upset me like this.\Fine, then...\But be careful, guys like you are the first to fall to demons.\Huh?\Is that what pros are like?\It took me all I had to hit just once or twice on beginner mode.\Dammit! response:	This!
context: You're wasting your time trying to upset me like this.\Fine, then...\But be careful, guys like you are the first to fall to demons.\Huh?\Is that what pros are like?\It took me all I had to hit just once or twice on beginner mode.\Dammit!\This! response:	Blue flames?
context: Fine, then...\But be careful, guys like you are the first to fall to demons.\Huh?\Is that what pros are like?\It took me all I had to hit just once or twice on beginner mode.\Dammit!\This!\Blue flames? response:	What are you doing, Rin?
context: But be careful, guys like you are the first to fall to demons.\Huh?\Is that what pros are like?\It took me all I had to hit just once or twice on beginner mode.\Dammit!\This!\Blue flames?\What are you doing, Rin? response:	Ah... sorry.
context: Huh?\Is that what pros are like?\It took me all I had to hit just once or twice on beginner mode.\Dammit!\This!\Blue flames?\What are you doing, Rin?\Ah... sorry. response:	But wait, only your clothes burnt, not your underwear and body!
context: Is that what pros are like?\It took me all I had to hit just once or twice on beginner mode.\Dammit!\This!\Blue flames?\What are you doing, Rin?\Ah... sorry.\But wait, only your clothes burnt, not your underwear and body! response:	Doesn't this mean I have some control?
context: It took me all I had to hit just once or twice on beginner mode.\Dammit!\This!\Blue flames?\What are you doing, Rin?\Ah... sorry.\But wait, only your clothes burnt, not your underwear and body!\Doesn't this mean I have some control? response:	Not at all!
context: Dammit!\This!\Blue flames?\What are you doing, Rin?\Ah... sorry.\But wait, only your clothes burnt, not your underwear and body!\Doesn't this mean I have some control?\Not at all! response:	Right...
context: This!\Blue flames?\What are you doing, Rin?\Ah... sorry.\But wait, only your clothes burnt, not your underwear and body!\Doesn't this mean I have some control?\Not at all!\Right... response:	I'll bring some holy water.
context: Blue flames?\What are you doing, Rin?\Ah... sorry.\But wait, only your clothes burnt, not your underwear and body!\Doesn't this mean I have some control?\Not at all!\Right...\I'll bring some holy water. response:	Thanks.
context: What are you doing, Rin?\Ah... sorry.\But wait, only your clothes burnt, not your underwear and body!\Doesn't this mean I have some control?\Not at all!\Right...\I'll bring some holy water.\Thanks. response:	For the sake of the teachings of the Buddha
context: Ah... sorry.\But wait, only your clothes burnt, not your underwear and body!\Doesn't this mean I have some control?\Not at all!\Right...\I'll bring some holy water.\Thanks.\For the sake of the teachings of the Buddha response:	and for the sake of all creation...
context: But wait, only your clothes burnt, not your underwear and body!\Doesn't this mean I have some control?\Not at all!\Right...\I'll bring some holy water.\Thanks.\For the sake of the teachings of the Buddha\and for the sake of all creation... response:	Memorizing?
context: Doesn't this mean I have some control?\Not at all!\Right...\I'll bring some holy water.\Thanks.\For the sake of the teachings of the Buddha\and for the sake of all creation...\Memorizing? response:	Sorry, did I wake you up?
context: Not at all!\Right...\I'll bring some holy water.\Thanks.\For the sake of the teachings of the Buddha\and for the sake of all creation...\Memorizing?\Sorry, did I wake you up? response:	I just had to take a leak.
context: Right...\I'll bring some holy water.\Thanks.\For the sake of the teachings of the Buddha\and for the sake of all creation...\Memorizing?\Sorry, did I wake you up?\I just had to take a leak. response:	Try not to wear yourself out...
context: I'll bring some holy water.\Thanks.\For the sake of the teachings of the Buddha\and for the sake of all creation...\Memorizing?\Sorry, did I wake you up?\I just had to take a leak.\Try not to wear yourself out... response:	I want to win.
context: Thanks.\For the sake of the teachings of the Buddha\and for the sake of all creation...\Memorizing?\Sorry, did I wake you up?\I just had to take a leak.\Try not to wear yourself out...\I want to win. response:	You mean over Kamiki?
context: For the sake of the teachings of the Buddha\and for the sake of all creation...\Memorizing?\Sorry, did I wake you up?\I just had to take a leak.\Try not to wear yourself out...\I want to win.\You mean over Kamiki? response:	Don't be stupid. Over Okumura.
context: and for the sake of all creation...\Memorizing?\Sorry, did I wake you up?\I just had to take a leak.\Try not to wear yourself out...\I want to win.\You mean over Kamiki?\Don't be stupid. Over Okumura. response:	You're winning already, aren't you?
context: Memorizing?\Sorry, did I wake you up?\I just had to take a leak.\Try not to wear yourself out...\I want to win.\You mean over Kamiki?\Don't be stupid. Over Okumura.\You're winning already, aren't you? response:	When it comes to pharmacology or chanting the sutras, you're the best in class.
context: Sorry, did I wake you up?\I just had to take a leak.\Try not to wear yourself out...\I want to win.\You mean over Kamiki?\Don't be stupid. Over Okumura.\You're winning already, aren't you?\When it comes to pharmacology or chanting the sutras, you're the best in class. response:	What's the point in having knowledge if I can't use it in action?
context: I just had to take a leak.\Try not to wear yourself out...\I want to win.\You mean over Kamiki?\Don't be stupid. Over Okumura.\You're winning already, aren't you?\When it comes to pharmacology or chanting the sutras, you're the best in class.\What's the point in having knowledge if I can't use it in action? response:	I realized that last time.
context: Try not to wear yourself out...\I want to win.\You mean over Kamiki?\Don't be stupid. Over Okumura.\You're winning already, aren't you?\When it comes to pharmacology or chanting the sutras, you're the best in class.\What's the point in having knowledge if I can't use it in action?\I realized that last time. response:	Bon...
context: I want to win.\You mean over Kamiki?\Don't be stupid. Over Okumura.\You're winning already, aren't you?\When it comes to pharmacology or chanting the sutras, you're the best in class.\What's the point in having knowledge if I can't use it in action?\I realized that last time.\Bon... response:	I have to become an Exorcist before him.
context: You mean over Kamiki?\Don't be stupid. Over Okumura.\You're winning already, aren't you?\When it comes to pharmacology or chanting the sutras, you're the best in class.\What's the point in having knowledge if I can't use it in action?\I realized that last time.\Bon...\I have to become an Exorcist before him. response:	Otherwise it'd be an offense to your parents.
context: Don't be stupid. Over Okumura.\You're winning already, aren't you?\When it comes to pharmacology or chanting the sutras, you're the best in class.\What's the point in having knowledge if I can't use it in action?\I realized that last time.\Bon...\I have to become an Exorcist before him.\Otherwise it'd be an offense to your parents. response:	Yeah...
context: You're winning already, aren't you?\When it comes to pharmacology or chanting the sutras, you're the best in class.\What's the point in having knowledge if I can't use it in action?\I realized that last time.\Bon...\I have to become an Exorcist before him.\Otherwise it'd be an offense to your parents.\Yeah... response:	He's so strong... He saw all that and he still wants to compete with Rin...
context: When it comes to pharmacology or chanting the sutras, you're the best in class.\What's the point in having knowledge if I can't use it in action?\I realized that last time.\Bon...\I have to become an Exorcist before him.\Otherwise it'd be an offense to your parents.\Yeah...\He's so strong... He saw all that and he still wants to compete with Rin... response:	I can't do that...
context: What's the point in having knowledge if I can't use it in action?\I realized that last time.\Bon...\I have to become an Exorcist before him.\Otherwise it'd be an offense to your parents.\Yeah...\He's so strong... He saw all that and he still wants to compete with Rin...\I can't do that... response:	Are you scared?
context: I realized that last time.\Bon...\I have to become an Exorcist before him.\Otherwise it'd be an offense to your parents.\Yeah...\He's so strong... He saw all that and he still wants to compete with Rin...\I can't do that...\Are you scared? response:	You'll lose someone again... Someone important... Someone you love.
context: Bon...\I have to become an Exorcist before him.\Otherwise it'd be an offense to your parents.\Yeah...\He's so strong... He saw all that and he still wants to compete with Rin...\I can't do that...\Are you scared?\You'll lose someone again... Someone important... Someone you love. response:	Accept it...
context: I have to become an Exorcist before him.\Otherwise it'd be an offense to your parents.\Yeah...\He's so strong... He saw all that and he still wants to compete with Rin...\I can't do that...\Are you scared?\You'll lose someone again... Someone important... Someone you love.\Accept it... response:	Who's that?
context: Otherwise it'd be an offense to your parents.\Yeah...\He's so strong... He saw all that and he still wants to compete with Rin...\I can't do that...\Are you scared?\You'll lose someone again... Someone important... Someone you love.\Accept it...\Who's that? response:	That fear...
context: Yeah...\He's so strong... He saw all that and he still wants to compete with Rin...\I can't do that...\Are you scared?\You'll lose someone again... Someone important... Someone you love.\Accept it...\Who's that?\That fear... response:	Dammit... Why can't I do it?
context: He's so strong... He saw all that and he still wants to compete with Rin...\I can't do that...\Are you scared?\You'll lose someone again... Someone important... Someone you love.\Accept it...\Who's that?\That fear...\Dammit... Why can't I do it? response:	Do I really have no talent?
context: I can't do that...\Are you scared?\You'll lose someone again... Someone important... Someone you love.\Accept it...\Who's that?\That fear...\Dammit... Why can't I do it?\Do I really have no talent? response:	Who's there?
context: Are you scared?\You'll lose someone again... Someone important... Someone you love.\Accept it...\Who's that?\That fear...\Dammit... Why can't I do it?\Do I really have no talent?\Who's there? response:	Why are you talking to yourself?
context: You'll lose someone again... Someone important... Someone you love.\Accept it...\Who's that?\That fear...\Dammit... Why can't I do it?\Do I really have no talent?\Who's there?\Why are you talking to yourself? response:	No reason... But what are you doing here so early?
context: Accept it...\Who's that?\That fear...\Dammit... Why can't I do it?\Do I really have no talent?\Who's there?\Why are you talking to yourself?\No reason... But what are you doing here so early? response:	I just forgot my pen case here earlier so I came to get it.
context: Who's that?\That fear...\Dammit... Why can't I do it?\Do I really have no talent?\Who's there?\Why are you talking to yourself?\No reason... But what are you doing here so early?\I just forgot my pen case here earlier so I came to get it. response:	I see...
context: That fear...\Dammit... Why can't I do it?\Do I really have no talent?\Who's there?\Why are you talking to yourself?\No reason... But what are you doing here so early?\I just forgot my pen case here earlier so I came to get it.\I see... response:	What kind of training is that?
context: Dammit... Why can't I do it?\Do I really have no talent?\Who's there?\Why are you talking to yourself?\No reason... But what are you doing here so early?\I just forgot my pen case here earlier so I came to get it.\I see...\What kind of training is that? response:	I have to light two out of the three candles.
context: Do I really have no talent?\Who's there?\Why are you talking to yourself?\No reason... But what are you doing here so early?\I just forgot my pen case here earlier so I came to get it.\I see...\What kind of training is that?\I have to light two out of the three candles. response:	But I totally can't do it.
context: Who's there?\Why are you talking to yourself?\No reason... But what are you doing here so early?\I just forgot my pen case here earlier so I came to get it.\I see...\What kind of training is that?\I have to light two out of the three candles.\But I totally can't do it. response:	Do you remember when the ghoul attacked Paku?
context: Why are you talking to yourself?\No reason... But what are you doing here so early?\I just forgot my pen case here earlier so I came to get it.\I see...\What kind of training is that?\I have to light two out of the three candles.\But I totally can't do it.\Do you remember when the ghoul attacked Paku? response:	Yeah. During our training in the dorm?
context: No reason... But what are you doing here so early?\I just forgot my pen case here earlier so I came to get it.\I see...\What kind of training is that?\I have to light two out of the three candles.\But I totally can't do it.\Do you remember when the ghoul attacked Paku?\Yeah. During our training in the dorm? response:	Back then my familiars turned on me because my heart faltered.
context: I just forgot my pen case here earlier so I came to get it.\I see...\What kind of training is that?\I have to light two out of the three candles.\But I totally can't do it.\Do you remember when the ghoul attacked Paku?\Yeah. During our training in the dorm?\Back then my familiars turned on me because my heart faltered. response:	Aren't your flames like that too?
context: I see...\What kind of training is that?\I have to light two out of the three candles.\But I totally can't do it.\Do you remember when the ghoul attacked Paku?\Yeah. During our training in the dorm?\Back then my familiars turned on me because my heart faltered.\Aren't your flames like that too? response:	If you're not afraid of them, they'll obey you.
context: What kind of training is that?\I have to light two out of the three candles.\But I totally can't do it.\Do you remember when the ghoul attacked Paku?\Yeah. During our training in the dorm?\Back then my familiars turned on me because my heart faltered.\Aren't your flames like that too?\If you're not afraid of them, they'll obey you. response:	I see.
context: I have to light two out of the three candles.\But I totally can't do it.\Do you remember when the ghoul attacked Paku?\Yeah. During our training in the dorm?\Back then my familiars turned on me because my heart faltered.\Aren't your flames like that too?\If you're not afraid of them, they'll obey you.\I see. response:	But why are you telling me this? Aren't you scared of me?
context: But I totally can't do it.\Do you remember when the ghoul attacked Paku?\Yeah. During our training in the dorm?\Back then my familiars turned on me because my heart faltered.\Aren't your flames like that too?\If you're not afraid of them, they'll obey you.\I see.\But why are you telling me this? Aren't you scared of me? response:	Not really. I guess you don't know about it, but demon-human half-breeds aren't that unusual.
context: Do you remember when the ghoul attacked Paku?\Yeah. During our training in the dorm?\Back then my familiars turned on me because my heart faltered.\Aren't your flames like that too?\If you're not afraid of them, they'll obey you.\I see.\But why are you telling me this? Aren't you scared of me?\Not really. I guess you don't know about it, but demon-human half-breeds aren't that unusual. response:	Especially among Exorcists.
context: Yeah. During our training in the dorm?\Back then my familiars turned on me because my heart faltered.\Aren't your flames like that too?\If you're not afraid of them, they'll obey you.\I see.\But why are you telling me this? Aren't you scared of me?\Not really. I guess you don't know about it, but demon-human half-breeds aren't that unusual.\Especially among Exorcists. response:	Really?
context: Back then my familiars turned on me because my heart faltered.\Aren't your flames like that too?\If you're not afraid of them, they'll obey you.\I see.\But why are you telling me this? Aren't you scared of me?\Not really. I guess you don't know about it, but demon-human half-breeds aren't that unusual.\Especially among Exorcists.\Really? response:	Everyone knows that. So you really shouldn't worry about your ancestry.
context: Aren't your flames like that too?\If you're not afraid of them, they'll obey you.\I see.\But why are you telling me this? Aren't you scared of me?\Not really. I guess you don't know about it, but demon-human half-breeds aren't that unusual.\Especially among Exorcists.\Really?\Everyone knows that. So you really shouldn't worry about your ancestry. response:	Just let them talk if they want... to talk...
context: If you're not afraid of them, they'll obey you.\I see.\But why are you telling me this? Aren't you scared of me?\Not really. I guess you don't know about it, but demon-human half-breeds aren't that unusual.\Especially among Exorcists.\Really?\Everyone knows that. So you really shouldn't worry about your ancestry.\Just let them talk if they want... to talk... response:	Eyebrows! You really are a nice person!
context: I see.\But why are you telling me this? Aren't you scared of me?\Not really. I guess you don't know about it, but demon-human half-breeds aren't that unusual.\Especially among Exorcists.\Really?\Everyone knows that. So you really shouldn't worry about your ancestry.\Just let them talk if they want... to talk...\Eyebrows! You really are a nice person! response:	Huh? Eyebrows? Don't give me weird nicknames!
context: But why are you telling me this? Aren't you scared of me?\Not really. I guess you don't know about it, but demon-human half-breeds aren't that unusual.\Especially among Exorcists.\Really?\Everyone knows that. So you really shouldn't worry about your ancestry.\Just let them talk if they want... to talk...\Eyebrows! You really are a nice person!\Huh? Eyebrows? Don't give me weird nicknames! response:	My name is Izumo Kamiki!
context: Not really. I guess you don't know about it, but demon-human half-breeds aren't that unusual.\Especially among Exorcists.\Really?\Everyone knows that. So you really shouldn't worry about your ancestry.\Just let them talk if they want... to talk...\Eyebrows! You really are a nice person!\Huh? Eyebrows? Don't give me weird nicknames!\My name is Izumo Kamiki! response:	Thanks, Izumo. You've given me motivation!
context: Especially among Exorcists.\Really?\Everyone knows that. So you really shouldn't worry about your ancestry.\Just let them talk if they want... to talk...\Eyebrows! You really are a nice person!\Huh? Eyebrows? Don't give me weird nicknames!\My name is Izumo Kamiki!\Thanks, Izumo. You've given me motivation! response:	I-It's not like I was encouraging you or anything!
context: Really?\Everyone knows that. So you really shouldn't worry about your ancestry.\Just let them talk if they want... to talk...\Eyebrows! You really are a nice person!\Huh? Eyebrows? Don't give me weird nicknames!\My name is Izumo Kamiki!\Thanks, Izumo. You've given me motivation!\I-It's not like I was encouraging you or anything! response:	What?
context: Everyone knows that. So you really shouldn't worry about your ancestry.\Just let them talk if they want... to talk...\Eyebrows! You really are a nice person!\Huh? Eyebrows? Don't give me weird nicknames!\My name is Izumo Kamiki!\Thanks, Izumo. You've given me motivation!\I-It's not like I was encouraging you or anything!\What? response:	Be careful! Something is out there.
context: Just let them talk if they want... to talk...\Eyebrows! You really are a nice person!\Huh? Eyebrows? Don't give me weird nicknames!\My name is Izumo Kamiki!\Thanks, Izumo. You've given me motivation!\I-It's not like I was encouraging you or anything!\What?\Be careful! Something is out there. response:	Who's that?
context: Eyebrows! You really are a nice person!\Huh? Eyebrows? Don't give me weird nicknames!\My name is Izumo Kamiki!\Thanks, Izumo. You've given me motivation!\I-It's not like I was encouraging you or anything!\What?\Be careful! Something is out there.\Who's that? response:	I don't get it, Okumura suddenly...
context: Huh? Eyebrows? Don't give me weird nicknames!\My name is Izumo Kamiki!\Thanks, Izumo. You've given me motivation!\I-It's not like I was encouraging you or anything!\What?\Be careful! Something is out there.\Who's that?\I don't get it, Okumura suddenly... response:	I told you I would kill you without hesitation if you hurt anyone close to me!
context: My name is Izumo Kamiki!\Thanks, Izumo. You've given me motivation!\I-It's not like I was encouraging you or anything!\What?\Be careful! Something is out there.\Who's that?\I don't get it, Okumura suddenly...\I told you I would kill you without hesitation if you hurt anyone close to me! response:	Have you forgotten? If you lose control...
context: Thanks, Izumo. You've given me motivation!\I-It's not like I was encouraging you or anything!\What?\Be careful! Something is out there.\Who's that?\I don't get it, Okumura suddenly...\I told you I would kill you without hesitation if you hurt anyone close to me!\Have you forgotten? If you lose control... response:	Konekomaru!
context: I-It's not like I was encouraging you or anything!\What?\Be careful! Something is out there.\Who's that?\I don't get it, Okumura suddenly...\I told you I would kill you without hesitation if you hurt anyone close to me!\Have you forgotten? If you lose control...\Konekomaru! response:	Episode 17 Temptation
context: What?\Be careful! Something is out there.\Who's that?\I don't get it, Okumura suddenly...\I told you I would kill you without hesitation if you hurt anyone close to me!\Have you forgotten? If you lose control...\Konekomaru!\Episode 17 Temptation response:	Emergency Staff Meeting
context: Be careful! Something is out there.\Who's that?\I don't get it, Okumura suddenly...\I told you I would kill you without hesitation if you hurt anyone close to me!\Have you forgotten? If you lose control...\Konekomaru!\Episode 17 Temptation\Emergency Staff Meeting response:	Emergency Staff Meeting
context: Who's that?\I don't get it, Okumura suddenly...\I told you I would kill you without hesitation if you hurt anyone close to me!\Have you forgotten? If you lose control...\Konekomaru!\Episode 17 Temptation\Emergency Staff Meeting\Emergency Staff Meeting response:	Shura Kirigakure To Scaredy Four-Eyes
context: I don't get it, Okumura suddenly...\I told you I would kill you without hesitation if you hurt anyone close to me!\Have you forgotten? If you lose control...\Konekomaru!\Episode 17 Temptation\Emergency Staff Meeting\Emergency Staff Meeting\Shura Kirigakure To Scaredy Four-Eyes response:	Shura Kirigakure To Scaredy Four-Eyes
context: I told you I would kill you without hesitation if you hurt anyone close to me!\Have you forgotten? If you lose control...\Konekomaru!\Episode 17 Temptation\Emergency Staff Meeting\Emergency Staff Meeting\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes response:	Shura Kirigakure To Scaredy Four-Eyes
context: Have you forgotten? If you lose control...\Konekomaru!\Episode 17 Temptation\Emergency Staff Meeting\Emergency Staff Meeting\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes response:	Shura Kirigakure To Scaredy Four-Eyes
context: Konekomaru!\Episode 17 Temptation\Emergency Staff Meeting\Emergency Staff Meeting\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes response:	Shura Kirigakure To Scaredy Four-Eyes
context: Episode 17 Temptation\Emergency Staff Meeting\Emergency Staff Meeting\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes response:	Shura Kirigakure To Scaredy Four-Eyes
context: Emergency Staff Meeting\Emergency Staff Meeting\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes\Shura Kirigakure To Scaredy Four-Eyes response:	Shura Kirigakure To Scaredy Four-Eyes
