context: Hey, Amara... response:	Have you ever thought the wind felt good?
context: Daichi!\D-Daichi!\Uncle!\Get back!\But...\Get back!\I'm sorry, Uncle.\This is my problem. response:	Don't take another step.
context: D-Daichi!\Uncle!\Get back!\But...\Get back!\I'm sorry, Uncle.\This is my problem.\Don't take another step. response:	What are you doing?
context: Uncle!\Get back!\But...\Get back!\I'm sorry, Uncle.\This is my problem.\Don't take another step.\What are you doing? response:	I'm taking Hana Mutou.
context: Get back!\But...\Get back!\I'm sorry, Uncle.\This is my problem.\Don't take another step.\What are you doing?\I'm taking Hana Mutou. response:	This is the right choice.
context: But...\Get back!\I'm sorry, Uncle.\This is my problem.\Don't take another step.\What are you doing?\I'm taking Hana Mutou.\This is the right choice. response:	What is he...
context: Get back!\I'm sorry, Uncle.\This is my problem.\Don't take another step.\What are you doing?\I'm taking Hana Mutou.\This is the right choice.\What is he... response:	Release Hana!
context: I'm sorry, Uncle.\This is my problem.\Don't take another step.\What are you doing?\I'm taking Hana Mutou.\This is the right choice.\What is he...\Release Hana! response:	Are you prepared to shoot me?
context: This is my problem.\Don't take another step.\What are you doing?\I'm taking Hana Mutou.\This is the right choice.\What is he...\Release Hana!\Are you prepared to shoot me? response:	I'm asking if you're prepared to kill someone!
context: Don't take another step.\What are you doing?\I'm taking Hana Mutou.\This is the right choice.\What is he...\Release Hana!\Are you prepared to shoot me?\I'm asking if you're prepared to kill someone! response:	That's right...
context: What are you doing?\I'm taking Hana Mutou.\This is the right choice.\What is he...\Release Hana!\Are you prepared to shoot me?\I'm asking if you're prepared to kill someone!\That's right... response:	You aren't ready to do that.
context: I'm taking Hana Mutou.\This is the right choice.\What is he...\Release Hana!\Are you prepared to shoot me?\I'm asking if you're prepared to kill someone!\That's right...\You aren't ready to do that. response:	And someone like that can't save anyone.
context: This is the right choice.\What is he...\Release Hana!\Are you prepared to shoot me?\I'm asking if you're prepared to kill someone!\That's right...\You aren't ready to do that.\And someone like that can't save anyone. response:	You're only a child who happened to get a Livlaster!
context: What is he...\Release Hana!\Are you prepared to shoot me?\I'm asking if you're prepared to kill someone!\That's right...\You aren't ready to do that.\And someone like that can't save anyone.\You're only a child who happened to get a Livlaster! response:	What are you doing, kid?!
context: Release Hana!\Are you prepared to shoot me?\I'm asking if you're prepared to kill someone!\That's right...\You aren't ready to do that.\And someone like that can't save anyone.\You're only a child who happened to get a Livlaster!\What are you doing, kid?! response:	Hana!
context: Are you prepared to shoot me?\I'm asking if you're prepared to kill someone!\That's right...\You aren't ready to do that.\And someone like that can't save anyone.\You're only a child who happened to get a Livlaster!\What are you doing, kid?!\Hana! response:	Hana!
context: I'm asking if you're prepared to kill someone!\That's right...\You aren't ready to do that.\And someone like that can't save anyone.\You're only a child who happened to get a Livlaster!\What are you doing, kid?!\Hana!\Hana! response:	Are you okay?
context: That's right...\You aren't ready to do that.\And someone like that can't save anyone.\You're only a child who happened to get a Livlaster!\What are you doing, kid?!\Hana!\Hana!\Are you okay? response:	Right then, I wondered if maybe the voice
context: You aren't ready to do that.\And someone like that can't save anyone.\You're only a child who happened to get a Livlaster!\What are you doing, kid?!\Hana!\Hana!\Are you okay?\Right then, I wondered if maybe the voice response:	that had led Hana to this planet was me...
context: And someone like that can't save anyone.\You're only a child who happened to get a Livlaster!\What are you doing, kid?!\Hana!\Hana!\Are you okay?\Right then, I wondered if maybe the voice\that had led Hana to this planet was me... response:	No.
context: You're only a child who happened to get a Livlaster!\What are you doing, kid?!\Hana!\Hana!\Are you okay?\Right then, I wondered if maybe the voice\that had led Hana to this planet was me...\No. response:	I wanted it to be me.
context: What are you doing, kid?!\Hana!\Hana!\Are you okay?\Right then, I wondered if maybe the voice\that had led Hana to this planet was me...\No.\I wanted it to be me. response:	Daichi, are you okay?
context: Hana!\Hana!\Are you okay?\Right then, I wondered if maybe the voice\that had led Hana to this planet was me...\No.\I wanted it to be me.\Daichi, are you okay? response:	I'm okay...
context: Hana!\Are you okay?\Right then, I wondered if maybe the voice\that had led Hana to this planet was me...\No.\I wanted it to be me.\Daichi, are you okay?\I'm okay... response:	Are you all right, Toshiaki-san?
context: Are you okay?\Right then, I wondered if maybe the voice\that had led Hana to this planet was me...\No.\I wanted it to be me.\Daichi, are you okay?\I'm okay...\Are you all right, Toshiaki-san? response:	Nishikubo-san...
context: Right then, I wondered if maybe the voice\that had led Hana to this planet was me...\No.\I wanted it to be me.\Daichi, are you okay?\I'm okay...\Are you all right, Toshiaki-san?\Nishikubo-san... response:	Am I correct that something just happened here...
context: that had led Hana to this planet was me...\No.\I wanted it to be me.\Daichi, are you okay?\I'm okay...\Are you all right, Toshiaki-san?\Nishikubo-san...\Am I correct that something just happened here... response:	No, that it will happen...
context: No.\I wanted it to be me.\Daichi, are you okay?\I'm okay...\Are you all right, Toshiaki-san?\Nishikubo-san...\Am I correct that something just happened here...\No, that it will happen... response:	Something normal people like me can't understand?
context: I wanted it to be me.\Daichi, are you okay?\I'm okay...\Are you all right, Toshiaki-san?\Nishikubo-san...\Am I correct that something just happened here...\No, that it will happen...\Something normal people like me can't understand? response:	I can't answer that.
context: Daichi, are you okay?\I'm okay...\Are you all right, Toshiaki-san?\Nishikubo-san...\Am I correct that something just happened here...\No, that it will happen...\Something normal people like me can't understand?\I can't answer that. response:	Don't worry.
context: I'm okay...\Are you all right, Toshiaki-san?\Nishikubo-san...\Am I correct that something just happened here...\No, that it will happen...\Something normal people like me can't understand?\I can't answer that.\Don't worry. response:	I won't tell anyone what I saw here.
context: Are you all right, Toshiaki-san?\Nishikubo-san...\Am I correct that something just happened here...\No, that it will happen...\Something normal people like me can't understand?\I can't answer that.\Don't worry.\I won't tell anyone what I saw here. response:	Toshiaki-san...
context: Nishikubo-san...\Am I correct that something just happened here...\No, that it will happen...\Something normal people like me can't understand?\I can't answer that.\Don't worry.\I won't tell anyone what I saw here.\Toshiaki-san... response:	Just tell me one thing.
context: Am I correct that something just happened here...\No, that it will happen...\Something normal people like me can't understand?\I can't answer that.\Don't worry.\I won't tell anyone what I saw here.\Toshiaki-san...\Just tell me one thing. response:	Is what Daichi is trying to do here something that only he can do?
context: No, that it will happen...\Something normal people like me can't understand?\I can't answer that.\Don't worry.\I won't tell anyone what I saw here.\Toshiaki-san...\Just tell me one thing.\Is what Daichi is trying to do here something that only he can do? response:	Yes.
context: Something normal people like me can't understand?\I can't answer that.\Don't worry.\I won't tell anyone what I saw here.\Toshiaki-san...\Just tell me one thing.\Is what Daichi is trying to do here something that only he can do?\Yes. response:	I felt a strength in his words that I've never seen in him before.
context: I can't answer that.\Don't worry.\I won't tell anyone what I saw here.\Toshiaki-san...\Just tell me one thing.\Is what Daichi is trying to do here something that only he can do?\Yes.\I felt a strength in his words that I've never seen in him before. response:	I always thought this day would come.
context: Don't worry.\I won't tell anyone what I saw here.\Toshiaki-san...\Just tell me one thing.\Is what Daichi is trying to do here something that only he can do?\Yes.\I felt a strength in his words that I've never seen in him before.\I always thought this day would come. response:	He really is my brother's... Taiyou Manatsu's son.
context: I won't tell anyone what I saw here.\Toshiaki-san...\Just tell me one thing.\Is what Daichi is trying to do here something that only he can do?\Yes.\I felt a strength in his words that I've never seen in him before.\I always thought this day would come.\He really is my brother's... Taiyou Manatsu's son. response:	Reito Hirosue has been turned over to Salty Dog.
context: Toshiaki-san...\Just tell me one thing.\Is what Daichi is trying to do here something that only he can do?\Yes.\I felt a strength in his words that I've never seen in him before.\I always thought this day would come.\He really is my brother's... Taiyou Manatsu's son.\Reito Hirosue has been turned over to Salty Dog. response:	The Ark Faction is finally starting to get more extreme.
context: Just tell me one thing.\Is what Daichi is trying to do here something that only he can do?\Yes.\I felt a strength in his words that I've never seen in him before.\I always thought this day would come.\He really is my brother's... Taiyou Manatsu's son.\Reito Hirosue has been turned over to Salty Dog.\The Ark Faction is finally starting to get more extreme. response:	The Ark Faction wants to ensure that the Kivotos Plan succeeds,
context: Is what Daichi is trying to do here something that only he can do?\Yes.\I felt a strength in his words that I've never seen in him before.\I always thought this day would come.\He really is my brother's... Taiyou Manatsu's son.\Reito Hirosue has been turned over to Salty Dog.\The Ark Faction is finally starting to get more extreme.\The Ark Faction wants to ensure that the Kivotos Plan succeeds, response:	and that humanity's chosen survive, at least.
context: Yes.\I felt a strength in his words that I've never seen in him before.\I always thought this day would come.\He really is my brother's... Taiyou Manatsu's son.\Reito Hirosue has been turned over to Salty Dog.\The Ark Faction is finally starting to get more extreme.\The Ark Faction wants to ensure that the Kivotos Plan succeeds,\and that humanity's chosen survive, at least. response:	The Interception Faction wants deploy
context: I felt a strength in his words that I've never seen in him before.\I always thought this day would come.\He really is my brother's... Taiyou Manatsu's son.\Reito Hirosue has been turned over to Salty Dog.\The Ark Faction is finally starting to get more extreme.\The Ark Faction wants to ensure that the Kivotos Plan succeeds,\and that humanity's chosen survive, at least.\The Interception Faction wants deploy response:	the Impacters to defeat the Kiltgangs.
context: I always thought this day would come.\He really is my brother's... Taiyou Manatsu's son.\Reito Hirosue has been turned over to Salty Dog.\The Ark Faction is finally starting to get more extreme.\The Ark Faction wants to ensure that the Kivotos Plan succeeds,\and that humanity's chosen survive, at least.\The Interception Faction wants deploy\the Impacters to defeat the Kiltgangs. response:	Globe has supported both plans.
context: He really is my brother's... Taiyou Manatsu's son.\Reito Hirosue has been turned over to Salty Dog.\The Ark Faction is finally starting to get more extreme.\The Ark Faction wants to ensure that the Kivotos Plan succeeds,\and that humanity's chosen survive, at least.\The Interception Faction wants deploy\the Impacters to defeat the Kiltgangs.\Globe has supported both plans. response:	Why do they have to oppose each other?
context: Reito Hirosue has been turned over to Salty Dog.\The Ark Faction is finally starting to get more extreme.\The Ark Faction wants to ensure that the Kivotos Plan succeeds,\and that humanity's chosen survive, at least.\The Interception Faction wants deploy\the Impacters to defeat the Kiltgangs.\Globe has supported both plans.\Why do they have to oppose each other? response:	Since you're the sub-commander, I want to show you something.
context: The Ark Faction is finally starting to get more extreme.\The Ark Faction wants to ensure that the Kivotos Plan succeeds,\and that humanity's chosen survive, at least.\The Interception Faction wants deploy\the Impacters to defeat the Kiltgangs.\Globe has supported both plans.\Why do they have to oppose each other?\Since you're the sub-commander, I want to show you something. response:	What's this?
context: The Ark Faction wants to ensure that the Kivotos Plan succeeds,\and that humanity's chosen survive, at least.\The Interception Faction wants deploy\the Impacters to defeat the Kiltgangs.\Globe has supported both plans.\Why do they have to oppose each other?\Since you're the sub-commander, I want to show you something.\What's this? response:	Footage from the dark side of the Moon.
context: and that humanity's chosen survive, at least.\The Interception Faction wants deploy\the Impacters to defeat the Kiltgangs.\Globe has supported both plans.\Why do they have to oppose each other?\Since you're the sub-commander, I want to show you something.\What's this?\Footage from the dark side of the Moon. response:	Only a few people in Globe,
context: The Interception Faction wants deploy\the Impacters to defeat the Kiltgangs.\Globe has supported both plans.\Why do they have to oppose each other?\Since you're the sub-commander, I want to show you something.\What's this?\Footage from the dark side of the Moon.\Only a few people in Globe, response:	and no one in the outside world, can access it.
context: the Impacters to defeat the Kiltgangs.\Globe has supported both plans.\Why do they have to oppose each other?\Since you're the sub-commander, I want to show you something.\What's this?\Footage from the dark side of the Moon.\Only a few people in Globe,\and no one in the outside world, can access it. response:	Eight years ago, the mere approach of the Kiltgang Type-1 sufficed to drain
context: Globe has supported both plans.\Why do they have to oppose each other?\Since you're the sub-commander, I want to show you something.\What's this?\Footage from the dark side of the Moon.\Only a few people in Globe,\and no one in the outside world, can access it.\Eight years ago, the mere approach of the Kiltgang Type-1 sufficed to drain response:	the few dozen personnel stationed at the Daedalus base
context: Why do they have to oppose each other?\Since you're the sub-commander, I want to show you something.\What's this?\Footage from the dark side of the Moon.\Only a few people in Globe,\and no one in the outside world, can access it.\Eight years ago, the mere approach of the Kiltgang Type-1 sufficed to drain\the few dozen personnel stationed at the Daedalus base response:	of their libidos, killing them.
context: Since you're the sub-commander, I want to show you something.\What's this?\Footage from the dark side of the Moon.\Only a few people in Globe,\and no one in the outside world, can access it.\Eight years ago, the mere approach of the Kiltgang Type-1 sufficed to drain\the few dozen personnel stationed at the Daedalus base\of their libidos, killing them. response:	The inexplicable burst phenomenon that occurred then
context: What's this?\Footage from the dark side of the Moon.\Only a few people in Globe,\and no one in the outside world, can access it.\Eight years ago, the mere approach of the Kiltgang Type-1 sufficed to drain\the few dozen personnel stationed at the Daedalus base\of their libidos, killing them.\The inexplicable burst phenomenon that occurred then response:	left the dark side of the Moon in this state.
context: Footage from the dark side of the Moon.\Only a few people in Globe,\and no one in the outside world, can access it.\Eight years ago, the mere approach of the Kiltgang Type-1 sufficed to drain\the few dozen personnel stationed at the Daedalus base\of their libidos, killing them.\The inexplicable burst phenomenon that occurred then\left the dark side of the Moon in this state. response:	And this is how the Earth will look after the Kiltgang attack it.
context: Only a few people in Globe,\and no one in the outside world, can access it.\Eight years ago, the mere approach of the Kiltgang Type-1 sufficed to drain\the few dozen personnel stationed at the Daedalus base\of their libidos, killing them.\The inexplicable burst phenomenon that occurred then\left the dark side of the Moon in this state.\And this is how the Earth will look after the Kiltgang attack it. response:	But among the Intercept Faction, who believe we can stop them,
context: and no one in the outside world, can access it.\Eight years ago, the mere approach of the Kiltgang Type-1 sufficed to drain\the few dozen personnel stationed at the Daedalus base\of their libidos, killing them.\The inexplicable burst phenomenon that occurred then\left the dark side of the Moon in this state.\And this is how the Earth will look after the Kiltgang attack it.\But among the Intercept Faction, who believe we can stop them, response:	aren't you the most right-wing member?
context: Eight years ago, the mere approach of the Kiltgang Type-1 sufficed to drain\the few dozen personnel stationed at the Daedalus base\of their libidos, killing them.\The inexplicable burst phenomenon that occurred then\left the dark side of the Moon in this state.\And this is how the Earth will look after the Kiltgang attack it.\But among the Intercept Faction, who believe we can stop them,\aren't you the most right-wing member? response:	That's right.
context: the few dozen personnel stationed at the Daedalus base\of their libidos, killing them.\The inexplicable burst phenomenon that occurred then\left the dark side of the Moon in this state.\And this is how the Earth will look after the Kiltgang attack it.\But among the Intercept Faction, who believe we can stop them,\aren't you the most right-wing member?\That's right. response:	The Kivotos Plan means the de facto extermination of humanity!
context: of their libidos, killing them.\The inexplicable burst phenomenon that occurred then\left the dark side of the Moon in this state.\And this is how the Earth will look after the Kiltgang attack it.\But among the Intercept Faction, who believe we can stop them,\aren't you the most right-wing member?\That's right.\The Kivotos Plan means the de facto extermination of humanity! response:	I refuse to accept it.
context: The inexplicable burst phenomenon that occurred then\left the dark side of the Moon in this state.\And this is how the Earth will look after the Kiltgang attack it.\But among the Intercept Faction, who believe we can stop them,\aren't you the most right-wing member?\That's right.\The Kivotos Plan means the de facto extermination of humanity!\I refuse to accept it. response:	You said that it can take your libido simply by getting close.
context: left the dark side of the Moon in this state.\And this is how the Earth will look after the Kiltgang attack it.\But among the Intercept Faction, who believe we can stop them,\aren't you the most right-wing member?\That's right.\The Kivotos Plan means the de facto extermination of humanity!\I refuse to accept it.\You said that it can take your libido simply by getting close. response:	But Daichi's even fought them at close range, in the Earth Engine.
context: And this is how the Earth will look after the Kiltgang attack it.\But among the Intercept Faction, who believe we can stop them,\aren't you the most right-wing member?\That's right.\The Kivotos Plan means the de facto extermination of humanity!\I refuse to accept it.\You said that it can take your libido simply by getting close.\But Daichi's even fought them at close range, in the Earth Engine. response:	How did he survive?
context: But among the Intercept Faction, who believe we can stop them,\aren't you the most right-wing member?\That's right.\The Kivotos Plan means the de facto extermination of humanity!\I refuse to accept it.\You said that it can take your libido simply by getting close.\But Daichi's even fought them at close range, in the Earth Engine.\How did he survive? response:	I assume that's the Livlaster's power.
context: aren't you the most right-wing member?\That's right.\The Kivotos Plan means the de facto extermination of humanity!\I refuse to accept it.\You said that it can take your libido simply by getting close.\But Daichi's even fought them at close range, in the Earth Engine.\How did he survive?\I assume that's the Livlaster's power. response:	The gun's Orgone energy seems to protect him.
context: That's right.\The Kivotos Plan means the de facto extermination of humanity!\I refuse to accept it.\You said that it can take your libido simply by getting close.\But Daichi's even fought them at close range, in the Earth Engine.\How did he survive?\I assume that's the Livlaster's power.\The gun's Orgone energy seems to protect him. response:	But even if Daichi Manatsu can fire the Livlaster,
context: The Kivotos Plan means the de facto extermination of humanity!\I refuse to accept it.\You said that it can take your libido simply by getting close.\But Daichi's even fought them at close range, in the Earth Engine.\How did he survive?\I assume that's the Livlaster's power.\The gun's Orgone energy seems to protect him.\But even if Daichi Manatsu can fire the Livlaster, response:	that doesn't change the fact that our situation is near-hopeless.
context: I refuse to accept it.\You said that it can take your libido simply by getting close.\But Daichi's even fought them at close range, in the Earth Engine.\How did he survive?\I assume that's the Livlaster's power.\The gun's Orgone energy seems to protect him.\But even if Daichi Manatsu can fire the Livlaster,\that doesn't change the fact that our situation is near-hopeless. response:	No...
context: You said that it can take your libido simply by getting close.\But Daichi's even fought them at close range, in the Earth Engine.\How did he survive?\I assume that's the Livlaster's power.\The gun's Orgone energy seems to protect him.\But even if Daichi Manatsu can fire the Livlaster,\that doesn't change the fact that our situation is near-hopeless.\No... response:	Tell me, Taiyou...
context: But Daichi's even fought them at close range, in the Earth Engine.\How did he survive?\I assume that's the Livlaster's power.\The gun's Orgone energy seems to protect him.\But even if Daichi Manatsu can fire the Livlaster,\that doesn't change the fact that our situation is near-hopeless.\No...\Tell me, Taiyou... response:	You protected Earth and humanity...
context: How did he survive?\I assume that's the Livlaster's power.\The gun's Orgone energy seems to protect him.\But even if Daichi Manatsu can fire the Livlaster,\that doesn't change the fact that our situation is near-hopeless.\No...\Tell me, Taiyou...\You protected Earth and humanity... response:	How can I do the same?
context: I assume that's the Livlaster's power.\The gun's Orgone energy seems to protect him.\But even if Daichi Manatsu can fire the Livlaster,\that doesn't change the fact that our situation is near-hopeless.\No...\Tell me, Taiyou...\You protected Earth and humanity...\How can I do the same? response:	Is humanity already doomed?
context: The gun's Orgone energy seems to protect him.\But even if Daichi Manatsu can fire the Livlaster,\that doesn't change the fact that our situation is near-hopeless.\No...\Tell me, Taiyou...\You protected Earth and humanity...\How can I do the same?\Is humanity already doomed? response:	Is getting a few chosen people out really our only hope?
context: But even if Daichi Manatsu can fire the Livlaster,\that doesn't change the fact that our situation is near-hopeless.\No...\Tell me, Taiyou...\You protected Earth and humanity...\How can I do the same?\Is humanity already doomed?\Is getting a few chosen people out really our only hope? response:	And the Kiltgang attacks Earth again.
context: that doesn't change the fact that our situation is near-hopeless.\No...\Tell me, Taiyou...\You protected Earth and humanity...\How can I do the same?\Is humanity already doomed?\Is getting a few chosen people out really our only hope?\And the Kiltgang attacks Earth again. response:	But during that battle...
context: No...\Tell me, Taiyou...\You protected Earth and humanity...\How can I do the same?\Is humanity already doomed?\Is getting a few chosen people out really our only hope?\And the Kiltgang attacks Earth again.\But during that battle... response:	The Midsummer's Knights.
context: Tell me, Taiyou...\You protected Earth and humanity...\How can I do the same?\Is humanity already doomed?\Is getting a few chosen people out really our only hope?\And the Kiltgang attacks Earth again.\But during that battle...\The Midsummer's Knights. response:	The Midsummer's Knights
context: You protected Earth and humanity...\How can I do the same?\Is humanity already doomed?\Is getting a few chosen people out really our only hope?\And the Kiltgang attacks Earth again.\But during that battle...\The Midsummer's Knights.\The Midsummer's Knights response:	I saw a single hope.
