context: Give it a rest. response:	You're the one who doesn't get it!
context: Eliminate?\He'll eliminate the space encompassing his physical tissues.\It may not be enough to kill him, but he can't exist that way.\You can't.\You can't!\No!\This won't last much longer! Where is your big sister?\She's probably on her way right now! response:	No way!
context: He'll eliminate the space encompassing his physical tissues.\It may not be enough to kill him, but he can't exist that way.\You can't.\You can't!\No!\This won't last much longer! Where is your big sister?\She's probably on her way right now!\No way! response:	Nino-san!
context: It may not be enough to kill him, but he can't exist that way.\You can't.\You can't!\No!\This won't last much longer! Where is your big sister?\She's probably on her way right now!\No way!\Nino-san! response:	Don't expect this to do much!
context: You can't.\You can't!\No!\This won't last much longer! Where is your big sister?\She's probably on her way right now!\No way!\Nino-san!\Don't expect this to do much! response:	Now!
context: You can't!\No!\This won't last much longer! Where is your big sister?\She's probably on her way right now!\No way!\Nino-san!\Don't expect this to do much!\Now! response:	He's stronger than last time!
context: No!\This won't last much longer! Where is your big sister?\She's probably on her way right now!\No way!\Nino-san!\Don't expect this to do much!\Now!\He's stronger than last time! response:	I can't hold him! He's gonna break free!
context: This won't last much longer! Where is your big sister?\She's probably on her way right now!\No way!\Nino-san!\Don't expect this to do much!\Now!\He's stronger than last time!\I can't hold him! He's gonna break free! response:	Izumi-neesama?
context: She's probably on her way right now!\No way!\Nino-san!\Don't expect this to do much!\Now!\He's stronger than last time!\I can't hold him! He's gonna break free!\Izumi-neesama? response:	Isn't this...?
context: No way!\Nino-san!\Don't expect this to do much!\Now!\He's stronger than last time!\I can't hold him! He's gonna break free!\Izumi-neesama?\Isn't this...? response:	Do I...
context: Nino-san!\Don't expect this to do much!\Now!\He's stronger than last time!\I can't hold him! He's gonna break free!\Izumi-neesama?\Isn't this...?\Do I... response:	look like...
context: Don't expect this to do much!\Now!\He's stronger than last time!\I can't hold him! He's gonna break free!\Izumi-neesama?\Isn't this...?\Do I...\look like... response:	a normal person?
context: Now!\He's stronger than last time!\I can't hold him! He's gonna break free!\Izumi-neesama?\Isn't this...?\Do I...\look like...\a normal person? response:	How could you possibly know how I feel?!
context: He's stronger than last time!\I can't hold him! He's gonna break free!\Izumi-neesama?\Isn't this...?\Do I...\look like...\a normal person?\How could you possibly know how I feel?! response:	You're the one who doesn't know anything, Kuriyama-san!
context: I can't hold him! He's gonna break free!\Izumi-neesama?\Isn't this...?\Do I...\look like...\a normal person?\How could you possibly know how I feel?!\You're the one who doesn't know anything, Kuriyama-san! response:	I'm the same way.
context: Izumi-neesama?\Isn't this...?\Do I...\look like...\a normal person?\How could you possibly know how I feel?!\You're the one who doesn't know anything, Kuriyama-san!\I'm the same way. response:	I'm sorry!
context: Isn't this...?\Do I...\look like...\a normal person?\How could you possibly know how I feel?!\You're the one who doesn't know anything, Kuriyama-san!\I'm the same way.\I'm sorry! response:	Senpai, I didn't know anything about you,
context: Do I...\look like...\a normal person?\How could you possibly know how I feel?!\You're the one who doesn't know anything, Kuriyama-san!\I'm the same way.\I'm sorry!\Senpai, I didn't know anything about you, response:	but...
context: look like...\a normal person?\How could you possibly know how I feel?!\You're the one who doesn't know anything, Kuriyama-san!\I'm the same way.\I'm sorry!\Senpai, I didn't know anything about you,\but... response:	I have to stop you!
context: a normal person?\How could you possibly know how I feel?!\You're the one who doesn't know anything, Kuriyama-san!\I'm the same way.\I'm sorry!\Senpai, I didn't know anything about you,\but...\I have to stop you! response:	Kuriyama-san?
context: How could you possibly know how I feel?!\You're the one who doesn't know anything, Kuriyama-san!\I'm the same way.\I'm sorry!\Senpai, I didn't know anything about you,\but...\I have to stop you!\Kuriyama-san? response:	Kuriyama-san?
context: You're the one who doesn't know anything, Kuriyama-san!\I'm the same way.\I'm sorry!\Senpai, I didn't know anything about you,\but...\I have to stop you!\Kuriyama-san?\Kuriyama-san? response:	Senpai...
context: I'm the same way.\I'm sorry!\Senpai, I didn't know anything about you,\but...\I have to stop you!\Kuriyama-san?\Kuriyama-san?\Senpai... response:	Sorry...
context: I'm sorry!\Senpai, I didn't know anything about you,\but...\I have to stop you!\Kuriyama-san?\Kuriyama-san?\Senpai...\Sorry... response:	I'm sorry!
context: Senpai, I didn't know anything about you,\but...\I have to stop you!\Kuriyama-san?\Kuriyama-san?\Senpai...\Sorry...\I'm sorry! response:	I see.
context: but...\I have to stop you!\Kuriyama-san?\Kuriyama-san?\Senpai...\Sorry...\I'm sorry!\I see. response:	No wonder the Society is concerned.
context: I have to stop you!\Kuriyama-san?\Kuriyama-san?\Senpai...\Sorry...\I'm sorry!\I see.\No wonder the Society is concerned. response:	I suppose I'll have to withdraw for now.
context: Kuriyama-san?\Kuriyama-san?\Senpai...\Sorry...\I'm sorry!\I see.\No wonder the Society is concerned.\I suppose I'll have to withdraw for now. response:	Thank you for the food!
context: Kuriyama-san?\Senpai...\Sorry...\I'm sorry!\I see.\No wonder the Society is concerned.\I suppose I'll have to withdraw for now.\Thank you for the food! response:	King of Chinese Cuisine
context: Senpai...\Sorry...\I'm sorry!\I see.\No wonder the Society is concerned.\I suppose I'll have to withdraw for now.\Thank you for the food!\King of Chinese Cuisine response:	King of Chinese Cuisine
context: Sorry...\I'm sorry!\I see.\No wonder the Society is concerned.\I suppose I'll have to withdraw for now.\Thank you for the food!\King of Chinese Cuisine\King of Chinese Cuisine response:	You can take your time, you know.
context: I'm sorry!\I see.\No wonder the Society is concerned.\I suppose I'll have to withdraw for now.\Thank you for the food!\King of Chinese Cuisine\King of Chinese Cuisine\You can take your time, you know. response:	I'm feeling seriously lightheaded! I need to replenish my iron.
context: I see.\No wonder the Society is concerned.\I suppose I'll have to withdraw for now.\Thank you for the food!\King of Chinese Cuisine\King of Chinese Cuisine\You can take your time, you know.\I'm feeling seriously lightheaded! I need to replenish my iron. response:	And I can't believe that thing wasn't the Hollow Shadow!
context: No wonder the Society is concerned.\I suppose I'll have to withdraw for now.\Thank you for the food!\King of Chinese Cuisine\King of Chinese Cuisine\You can take your time, you know.\I'm feeling seriously lightheaded! I need to replenish my iron.\And I can't believe that thing wasn't the Hollow Shadow! response:	To think what I got was only worth a measly 200 yen!
context: I suppose I'll have to withdraw for now.\Thank you for the food!\King of Chinese Cuisine\King of Chinese Cuisine\You can take your time, you know.\I'm feeling seriously lightheaded! I need to replenish my iron.\And I can't believe that thing wasn't the Hollow Shadow!\To think what I got was only worth a measly 200 yen! response:	I don't think Ayaka-san would lie to us though.
context: Thank you for the food!\King of Chinese Cuisine\King of Chinese Cuisine\You can take your time, you know.\I'm feeling seriously lightheaded! I need to replenish my iron.\And I can't believe that thing wasn't the Hollow Shadow!\To think what I got was only worth a measly 200 yen!\I don't think Ayaka-san would lie to us though. response:	Then what's going on here?
context: King of Chinese Cuisine\King of Chinese Cuisine\You can take your time, you know.\I'm feeling seriously lightheaded! I need to replenish my iron.\And I can't believe that thing wasn't the Hollow Shadow!\To think what I got was only worth a measly 200 yen!\I don't think Ayaka-san would lie to us though.\Then what's going on here? response:	How am I supposed to know?
context: King of Chinese Cuisine\You can take your time, you know.\I'm feeling seriously lightheaded! I need to replenish my iron.\And I can't believe that thing wasn't the Hollow Shadow!\To think what I got was only worth a measly 200 yen!\I don't think Ayaka-san would lie to us though.\Then what's going on here?\How am I supposed to know? response:	Senpai, aren't you going to eat that?
context: You can take your time, you know.\I'm feeling seriously lightheaded! I need to replenish my iron.\And I can't believe that thing wasn't the Hollow Shadow!\To think what I got was only worth a measly 200 yen!\I don't think Ayaka-san would lie to us though.\Then what's going on here?\How am I supposed to know?\Senpai, aren't you going to eat that? response:	Nope.
context: I'm feeling seriously lightheaded! I need to replenish my iron.\And I can't believe that thing wasn't the Hollow Shadow!\To think what I got was only worth a measly 200 yen!\I don't think Ayaka-san would lie to us though.\Then what's going on here?\How am I supposed to know?\Senpai, aren't you going to eat that?\Nope. response:	Where are you going?
context: And I can't believe that thing wasn't the Hollow Shadow!\To think what I got was only worth a measly 200 yen!\I don't think Ayaka-san would lie to us though.\Then what's going on here?\How am I supposed to know?\Senpai, aren't you going to eat that?\Nope.\Where are you going? response:	To the restroom.
context: To think what I got was only worth a measly 200 yen!\I don't think Ayaka-san would lie to us though.\Then what's going on here?\How am I supposed to know?\Senpai, aren't you going to eat that?\Nope.\Where are you going?\To the restroom. response:	Hey.
context: I don't think Ayaka-san would lie to us though.\Then what's going on here?\How am I supposed to know?\Senpai, aren't you going to eat that?\Nope.\Where are you going?\To the restroom.\Hey. response:	Yes?
context: Then what's going on here?\How am I supposed to know?\Senpai, aren't you going to eat that?\Nope.\Where are you going?\To the restroom.\Hey.\Yes? response:	Do you think... I look like a normal person?
context: How am I supposed to know?\Senpai, aren't you going to eat that?\Nope.\Where are you going?\To the restroom.\Hey.\Yes?\Do you think... I look like a normal person? response:	I think so.
context: Senpai, aren't you going to eat that?\Nope.\Where are you going?\To the restroom.\Hey.\Yes?\Do you think... I look like a normal person?\I think so. response:	To me, you look like a creepy upperclassman with a thing for glasses.
context: Nope.\Where are you going?\To the restroom.\Hey.\Yes?\Do you think... I look like a normal person?\I think so.\To me, you look like a creepy upperclassman with a thing for glasses. response:	How flattering.
context: Where are you going?\To the restroom.\Hey.\Yes?\Do you think... I look like a normal person?\I think so.\To me, you look like a creepy upperclassman with a thing for glasses.\How flattering. response:	seijaku wo kirisaku you otozureta no wa
context: To the restroom.\Hey.\Yes?\Do you think... I look like a normal person?\I think so.\To me, you look like a creepy upperclassman with a thing for glasses.\How flattering.\seijaku wo kirisaku you otozureta no wa response:	Breaking through the silence
context: Hey.\Yes?\Do you think... I look like a normal person?\I think so.\To me, you look like a creepy upperclassman with a thing for glasses.\How flattering.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence response:	hitsuzen toshite no kaikou
context: Yes?\Do you think... I look like a normal person?\I think so.\To me, you look like a creepy upperclassman with a thing for glasses.\How flattering.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou response:	We met in an inevitable encounter
context: Do you think... I look like a normal person?\I think so.\To me, you look like a creepy upperclassman with a thing for glasses.\How flattering.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter response:	bokura no tame ni
context: I think so.\To me, you look like a creepy upperclassman with a thing for glasses.\How flattering.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni response:	For both our sakes
context: To me, you look like a creepy upperclassman with a thing for glasses.\How flattering.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes response:	koukai wo nageku me ni
context: How flattering.\seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni response:	In your mournful eyes
context: seijaku wo kirisaku you otozureta no wa\Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes response:	utsuru kimi wa sou
context: Breaking through the silence\hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou response:	I see a reflection of regrets
context: hitsuzen toshite no kaikou\We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets response:	urei wo matotte utsukushiku saita
context: We met in an inevitable encounter\bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita response:	Enveloped in sorrow, you've blossomed beautifully
context: bokura no tame ni\For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully response:	dare ka no seimei ni tokeru hana
context: For both our sakes\koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana response:	The flower that fuses into someone's life
context: koukai wo nageku me ni\In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life response:	nee kimi ni mo mieru darou
context: In your mournful eyes\utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou response:	Hey, do you see it too?
context: utsuru kimi wa sou\I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too? response:	kitto
context: I see a reflection of regrets\urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto response:	I'm sure you do
context: urei wo matotte utsukushiku saita\Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do response:	kasaneta ayamachi nurikaeyou
context: Enveloped in sorrow, you've blossomed beautifully\dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou response:	Let's paint over all the mistakes we've made
context: dare ka no seimei ni tokeru hana\The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made response:	nando demo ii sa kurikaeshiteiku start line
context: The flower that fuses into someone's life\nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line response:	A new start line will always be there if we want to start over
context: nee kimi ni mo mieru darou\Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over response:	kako to wa chigau asu wo
context: Hey, do you see it too?\kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo response:	Let's make our future different from the past
context: kitto\I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past response:	futari dake no kibou egaku start line
context: I'm sure you do\kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line response:	Our small hope will paint a new start line
context: kasaneta ayamachi nurikaeyou\Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line response:	I never say goodbye
context: Let's paint over all the mistakes we've made\nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye response:	itsu datte sou sa
context: nando demo ii sa kurikaeshiteiku start line\A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa response:	That's how I always am
context: A new start line will always be there if we want to start over\kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am response:	Is that it?
context: kako to wa chigau asu wo\Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\Is that it? response:	Yes. I have recovered the Hollow Shadow.
context: Let's make our future different from the past\futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\Is that it?\Yes. I have recovered the Hollow Shadow. response:	This should stall the Exterminator's Society for the time being.
context: futari dake no kibou egaku start line\Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\Is that it?\Yes. I have recovered the Hollow Shadow.\This should stall the Exterminator's Society for the time being. response:	You have done well.
context: Our small hope will paint a new start line\I never say goodbye\itsu datte sou sa\That's how I always am\Is that it?\Yes. I have recovered the Hollow Shadow.\This should stall the Exterminator's Society for the time being.\You have done well. response:	You are dismissed.
context: I never say goodbye\itsu datte sou sa\That's how I always am\Is that it?\Yes. I have recovered the Hollow Shadow.\This should stall the Exterminator's Society for the time being.\You have done well.\You are dismissed. response:	Sir.
context: itsu datte sou sa\That's how I always am\Is that it?\Yes. I have recovered the Hollow Shadow.\This should stall the Exterminator's Society for the time being.\You have done well.\You are dismissed.\Sir. response:	Chartreuse Light
context: That's how I always am\Is that it?\Yes. I have recovered the Hollow Shadow.\This should stall the Exterminator's Society for the time being.\You have done well.\You are dismissed.\Sir.\Chartreuse Light response:	Chartreuse Light
context: Is that it?\Yes. I have recovered the Hollow Shadow.\This should stall the Exterminator's Society for the time being.\You have done well.\You are dismissed.\Sir.\Chartreuse Light\Chartreuse Light response:	Chartreuse Light
context: Yes. I have recovered the Hollow Shadow.\This should stall the Exterminator's Society for the time being.\You have done well.\You are dismissed.\Sir.\Chartreuse Light\Chartreuse Light\Chartreuse Light response:	Do you miss it every year?
context: This should stall the Exterminator's Society for the time being.\You have done well.\You are dismissed.\Sir.\Chartreuse Light\Chartreuse Light\Chartreuse Light\Do you miss it every year? response:	That is none of your concern.
context: You have done well.\You are dismissed.\Sir.\Chartreuse Light\Chartreuse Light\Chartreuse Light\Do you miss it every year?\That is none of your concern. response:	If you stop and think about it, we're all alone.
