context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: In other words, you're the enemy of Fairy Tail.\That's all the reason I need to fight.\Toby, hold off. I can handle this guy myself.\Wave!\I'll blow that away!\Ah, so you've noticed what it was.\Wave!\The vibrations I create can neutralize any type of magic! response:	In other words...
context: That's all the reason I need to fight.\Toby, hold off. I can handle this guy myself.\Wave!\I'll blow that away!\Ah, so you've noticed what it was.\Wave!\The vibrations I create can neutralize any type of magic!\In other words... response:	Magic that is impregnable to magic!
context: Toby, hold off. I can handle this guy myself.\Wave!\I'll blow that away!\Ah, so you've noticed what it was.\Wave!\The vibrations I create can neutralize any type of magic!\In other words...\Magic that is impregnable to magic! response:	So that's why my instincts said I couldn't block that attack with fire.
context: Wave!\I'll blow that away!\Ah, so you've noticed what it was.\Wave!\The vibrations I create can neutralize any type of magic!\In other words...\Magic that is impregnable to magic!\So that's why my instincts said I couldn't block that attack with fire. response:	While I was in Lamia Scale, I specialized in facing off against other wizards.
context: I'll blow that away!\Ah, so you've noticed what it was.\Wave!\The vibrations I create can neutralize any type of magic!\In other words...\Magic that is impregnable to magic!\So that's why my instincts said I couldn't block that attack with fire.\While I was in Lamia Scale, I specialized in facing off against other wizards. response:	I think you can see why.
context: Ah, so you've noticed what it was.\Wave!\The vibrations I create can neutralize any type of magic!\In other words...\Magic that is impregnable to magic!\So that's why my instincts said I couldn't block that attack with fire.\While I was in Lamia Scale, I specialized in facing off against other wizards.\I think you can see why. response:	It's because all wizards are powerless before me!
context: Wave!\The vibrations I create can neutralize any type of magic!\In other words...\Magic that is impregnable to magic!\So that's why my instincts said I couldn't block that attack with fire.\While I was in Lamia Scale, I specialized in facing off against other wizards.\I think you can see why.\It's because all wizards are powerless before me! response:	We'll see about that!
context: The vibrations I create can neutralize any type of magic!\In other words...\Magic that is impregnable to magic!\So that's why my instincts said I couldn't block that attack with fire.\While I was in Lamia Scale, I specialized in facing off against other wizards.\I think you can see why.\It's because all wizards are powerless before me!\We'll see about that! response:	Wave!
context: In other words...\Magic that is impregnable to magic!\So that's why my instincts said I couldn't block that attack with fire.\While I was in Lamia Scale, I specialized in facing off against other wizards.\I think you can see why.\It's because all wizards are powerless before me!\We'll see about that!\Wave! response:	I thought I told you that my wave will erase all magic before it.
context: Magic that is impregnable to magic!\So that's why my instincts said I couldn't block that attack with fire.\While I was in Lamia Scale, I specialized in facing off against other wizards.\I think you can see why.\It's because all wizards are powerless before me!\We'll see about that!\Wave!\I thought I told you that my wave will erase all magic before it. response:	Then I just need do it without magic!
context: So that's why my instincts said I couldn't block that attack with fire.\While I was in Lamia Scale, I specialized in facing off against other wizards.\I think you can see why.\It's because all wizards are powerless before me!\We'll see about that!\Wave!\I thought I told you that my wave will erase all magic before it.\Then I just need do it without magic! response:	That ain't nothing hard!
context: While I was in Lamia Scale, I specialized in facing off against other wizards.\I think you can see why.\It's because all wizards are powerless before me!\We'll see about that!\Wave!\I thought I told you that my wave will erase all magic before it.\Then I just need do it without magic!\That ain't nothing hard! response:	See? Right on through.
context: I think you can see why.\It's because all wizards are powerless before me!\We'll see about that!\Wave!\I thought I told you that my wave will erase all magic before it.\Then I just need do it without magic!\That ain't nothing hard!\See? Right on through. response:	It's reckless of you to stick your bare arm into the vortex of magical power.
context: It's because all wizards are powerless before me!\We'll see about that!\Wave!\I thought I told you that my wave will erase all magic before it.\Then I just need do it without magic!\That ain't nothing hard!\See? Right on through.\It's reckless of you to stick your bare arm into the vortex of magical power. response:	It'll get blown away.
context: We'll see about that!\Wave!\I thought I told you that my wave will erase all magic before it.\Then I just need do it without magic!\That ain't nothing hard!\See? Right on through.\It's reckless of you to stick your bare arm into the vortex of magical power.\It'll get blown away. response:	He's gonna put his whole body in?!
context: Wave!\I thought I told you that my wave will erase all magic before it.\Then I just need do it without magic!\That ain't nothing hard!\See? Right on through.\It's reckless of you to stick your bare arm into the vortex of magical power.\It'll get blown away.\He's gonna put his whole body in?! response:	This wall might not let magic in, but bare hands are no problem!
context: I thought I told you that my wave will erase all magic before it.\Then I just need do it without magic!\That ain't nothing hard!\See? Right on through.\It's reckless of you to stick your bare arm into the vortex of magical power.\It'll get blown away.\He's gonna put his whole body in?!\This wall might not let magic in, but bare hands are no problem! response:	This guy's nuts!
context: Then I just need do it without magic!\That ain't nothing hard!\See? Right on through.\It's reckless of you to stick your bare arm into the vortex of magical power.\It'll get blown away.\He's gonna put his whole body in?!\This wall might not let magic in, but bare hands are no problem!\This guy's nuts! response:	And what will you do now, Salamander?
context: That ain't nothing hard!\See? Right on through.\It's reckless of you to stick your bare arm into the vortex of magical power.\It'll get blown away.\He's gonna put his whole body in?!\This wall might not let magic in, but bare hands are no problem!\This guy's nuts!\And what will you do now, Salamander? response:	You can't use magic inside the wave...
context: See? Right on through.\It's reckless of you to stick your bare arm into the vortex of magical power.\It'll get blown away.\He's gonna put his whole body in?!\This wall might not let magic in, but bare hands are no problem!\This guy's nuts!\And what will you do now, Salamander?\You can't use magic inside the wave... response:	So I can use it outside, right?
context: It's reckless of you to stick your bare arm into the vortex of magical power.\It'll get blown away.\He's gonna put his whole body in?!\This wall might not let magic in, but bare hands are no problem!\This guy's nuts!\And what will you do now, Salamander?\You can't use magic inside the wave...\So I can use it outside, right? response:	Thanks for the advice!
context: It'll get blown away.\He's gonna put his whole body in?!\This wall might not let magic in, but bare hands are no problem!\This guy's nuts!\And what will you do now, Salamander?\You can't use magic inside the wave...\So I can use it outside, right?\Thanks for the advice! response:	Elbow of...
context: He's gonna put his whole body in?!\This wall might not let magic in, but bare hands are no problem!\This guy's nuts!\And what will you do now, Salamander?\You can't use magic inside the wave...\So I can use it outside, right?\Thanks for the advice!\Elbow of... response:	You're using a magic booster to accelerate your bare hands?!
context: This wall might not let magic in, but bare hands are no problem!\This guy's nuts!\And what will you do now, Salamander?\You can't use magic inside the wave...\So I can use it outside, right?\Thanks for the advice!\Elbow of...\You're using a magic booster to accelerate your bare hands?! response:	That's one down.
context: This guy's nuts!\And what will you do now, Salamander?\You can't use magic inside the wave...\So I can use it outside, right?\Thanks for the advice!\Elbow of...\You're using a magic booster to accelerate your bare hands?!\That's one down. response:	You're awesome.
context: And what will you do now, Salamander?\You can't use magic inside the wave...\So I can use it outside, right?\Thanks for the advice!\Elbow of...\You're using a magic booster to accelerate your bare hands?!\That's one down.\You're awesome. response:	You're about to get some awesome all to yourself.
context: You can't use magic inside the wave...\So I can use it outside, right?\Thanks for the advice!\Elbow of...\You're using a magic booster to accelerate your bare hands?!\That's one down.\You're awesome.\You're about to get some awesome all to yourself. response:	Yeah, right! I'm stronger than Yuka, see!
context: So I can use it outside, right?\Thanks for the advice!\Elbow of...\You're using a magic booster to accelerate your bare hands?!\That's one down.\You're awesome.\You're about to get some awesome all to yourself.\Yeah, right! I'm stronger than Yuka, see! response:	Paralyze-Claw: Mega-Jellyfish!
context: Thanks for the advice!\Elbow of...\You're using a magic booster to accelerate your bare hands?!\That's one down.\You're awesome.\You're about to get some awesome all to yourself.\Yeah, right! I'm stronger than Yuka, see!\Paralyze-Claw: Mega-Jellyfish! response:	These claws have got a secret hidden within them!
context: Elbow of...\You're using a magic booster to accelerate your bare hands?!\That's one down.\You're awesome.\You're about to get some awesome all to yourself.\Yeah, right! I'm stronger than Yuka, see!\Paralyze-Claw: Mega-Jellyfish!\These claws have got a secret hidden within them! response:	Like, they'll paralyze you?
context: You're using a magic booster to accelerate your bare hands?!\That's one down.\You're awesome.\You're about to get some awesome all to yourself.\Yeah, right! I'm stronger than Yuka, see!\Paralyze-Claw: Mega-Jellyfish!\These claws have got a secret hidden within them!\Like, they'll paralyze you? response:	How did he know?
context: That's one down.\You're awesome.\You're about to get some awesome all to yourself.\Yeah, right! I'm stronger than Yuka, see!\Paralyze-Claw: Mega-Jellyfish!\These claws have got a secret hidden within them!\Like, they'll paralyze you?\How did he know? response:	You're one amazing wizard!
context: You're awesome.\You're about to get some awesome all to yourself.\Yeah, right! I'm stronger than Yuka, see!\Paralyze-Claw: Mega-Jellyfish!\These claws have got a secret hidden within them!\Like, they'll paralyze you?\How did he know?\You're one amazing wizard! response:	What am I gonna do? He's a complete idiot.
context: You're about to get some awesome all to yourself.\Yeah, right! I'm stronger than Yuka, see!\Paralyze-Claw: Mega-Jellyfish!\These claws have got a secret hidden within them!\Like, they'll paralyze you?\How did he know?\You're one amazing wizard!\What am I gonna do? He's a complete idiot. response:	Don't call me an idiot!
context: Yeah, right! I'm stronger than Yuka, see!\Paralyze-Claw: Mega-Jellyfish!\These claws have got a secret hidden within them!\Like, they'll paralyze you?\How did he know?\You're one amazing wizard!\What am I gonna do? He's a complete idiot.\Don't call me an idiot! response:	Whoa there.
context: Paralyze-Claw: Mega-Jellyfish!\These claws have got a secret hidden within them!\Like, they'll paralyze you?\How did he know?\You're one amazing wizard!\What am I gonna do? He's a complete idiot.\Don't call me an idiot!\Whoa there. response:	One touch from these claws, and it's all over!
context: These claws have got a secret hidden within them!\Like, they'll paralyze you?\How did he know?\You're one amazing wizard!\What am I gonna do? He's a complete idiot.\Don't call me an idiot!\Whoa there.\One touch from these claws, and it's all over! response:	You'll be shaking like a leaf waiting only for death!
context: Like, they'll paralyze you?\How did he know?\You're one amazing wizard!\What am I gonna do? He's a complete idiot.\Don't call me an idiot!\Whoa there.\One touch from these claws, and it's all over!\You'll be shaking like a leaf waiting only for death! response:	Wait, just a second!
context: How did he know?\You're one amazing wizard!\What am I gonna do? He's a complete idiot.\Don't call me an idiot!\Whoa there.\One touch from these claws, and it's all over!\You'll be shaking like a leaf waiting only for death!\Wait, just a second! response:	You got something stuck on you up here.
context: You're one amazing wizard!\What am I gonna do? He's a complete idiot.\Don't call me an idiot!\Whoa there.\One touch from these claws, and it's all over!\You'll be shaking like a leaf waiting only for death!\Wait, just a second!\You got something stuck on you up here. response:	Ooh, that felt kind of good...
context: What am I gonna do? He's a complete idiot.\Don't call me an idiot!\Whoa there.\One touch from these claws, and it's all over!\You'll be shaking like a leaf waiting only for death!\Wait, just a second!\You got something stuck on you up here.\Ooh, that felt kind of good... response:	Yeah, definitely an idiot.
context: Don't call me an idiot!\Whoa there.\One touch from these claws, and it's all over!\You'll be shaking like a leaf waiting only for death!\Wait, just a second!\You got something stuck on you up here.\Ooh, that felt kind of good...\Yeah, definitely an idiot. response:	Those guys really did some pretty terrible stuff.
context: Whoa there.\One touch from these claws, and it's all over!\You'll be shaking like a leaf waiting only for death!\Wait, just a second!\You got something stuck on you up here.\Ooh, that felt kind of good...\Yeah, definitely an idiot.\Those guys really did some pretty terrible stuff. response:	But I'm gonna make sure the village and everyone goes back to the way they were.
context: One touch from these claws, and it's all over!\You'll be shaking like a leaf waiting only for death!\Wait, just a second!\You got something stuck on you up here.\Ooh, that felt kind of good...\Yeah, definitely an idiot.\Those guys really did some pretty terrible stuff.\But I'm gonna make sure the village and everyone goes back to the way they were. response:	Bet on it!
context: You'll be shaking like a leaf waiting only for death!\Wait, just a second!\You got something stuck on you up here.\Ooh, that felt kind of good...\Yeah, definitely an idiot.\Those guys really did some pretty terrible stuff.\But I'm gonna make sure the village and everyone goes back to the way they were.\Bet on it! response:	I'm gonna get you justice.
context: Wait, just a second!\You got something stuck on you up here.\Ooh, that felt kind of good...\Yeah, definitely an idiot.\Those guys really did some pretty terrible stuff.\But I'm gonna make sure the village and everyone goes back to the way they were.\Bet on it!\I'm gonna get you justice. response:	Reitei-sama, why didn't you finish off that troublemaker named Gray?
context: You got something stuck on you up here.\Ooh, that felt kind of good...\Yeah, definitely an idiot.\Those guys really did some pretty terrible stuff.\But I'm gonna make sure the village and everyone goes back to the way they were.\Bet on it!\I'm gonna get you justice.\Reitei-sama, why didn't you finish off that troublemaker named Gray? response:	It doesn't matter. You know I have no taste for bloodshed.
context: Ooh, that felt kind of good...\Yeah, definitely an idiot.\Those guys really did some pretty terrible stuff.\But I'm gonna make sure the village and everyone goes back to the way they were.\Bet on it!\I'm gonna get you justice.\Reitei-sama, why didn't you finish off that troublemaker named Gray?\It doesn't matter. You know I have no taste for bloodshed. response:	You say that despite ordering the village completely wiped out.
context: Yeah, definitely an idiot.\Those guys really did some pretty terrible stuff.\But I'm gonna make sure the village and everyone goes back to the way they were.\Bet on it!\I'm gonna get you justice.\Reitei-sama, why didn't you finish off that troublemaker named Gray?\It doesn't matter. You know I have no taste for bloodshed.\You say that despite ordering the village completely wiped out. response:	But it seems to me you had sympathy for your fellow pupil.
context: Those guys really did some pretty terrible stuff.\But I'm gonna make sure the village and everyone goes back to the way they were.\Bet on it!\I'm gonna get you justice.\Reitei-sama, why didn't you finish off that troublemaker named Gray?\It doesn't matter. You know I have no taste for bloodshed.\You say that despite ordering the village completely wiped out.\But it seems to me you had sympathy for your fellow pupil. response:	He won't stand against me after being defeated so easily.
context: But I'm gonna make sure the village and everyone goes back to the way they were.\Bet on it!\I'm gonna get you justice.\Reitei-sama, why didn't you finish off that troublemaker named Gray?\It doesn't matter. You know I have no taste for bloodshed.\You say that despite ordering the village completely wiped out.\But it seems to me you had sympathy for your fellow pupil.\He won't stand against me after being defeated so easily. response:	And if he does get in my way, then I'll allow no quarter.
context: Bet on it!\I'm gonna get you justice.\Reitei-sama, why didn't you finish off that troublemaker named Gray?\It doesn't matter. You know I have no taste for bloodshed.\You say that despite ordering the village completely wiped out.\But it seems to me you had sympathy for your fellow pupil.\He won't stand against me after being defeated so easily.\And if he does get in my way, then I'll allow no quarter. response:	Really...?
context: I'm gonna get you justice.\Reitei-sama, why didn't you finish off that troublemaker named Gray?\It doesn't matter. You know I have no taste for bloodshed.\You say that despite ordering the village completely wiped out.\But it seems to me you had sympathy for your fellow pupil.\He won't stand against me after being defeated so easily.\And if he does get in my way, then I'll allow no quarter.\Really...? response:	Oh? It's her...
context: Reitei-sama, why didn't you finish off that troublemaker named Gray?\It doesn't matter. You know I have no taste for bloodshed.\You say that despite ordering the village completely wiped out.\But it seems to me you had sympathy for your fellow pupil.\He won't stand against me after being defeated so easily.\And if he does get in my way, then I'll allow no quarter.\Really...?\Oh? It's her... response:	How dare you, young lady?!
context: It doesn't matter. You know I have no taste for bloodshed.\You say that despite ordering the village completely wiped out.\But it seems to me you had sympathy for your fellow pupil.\He won't stand against me after being defeated so easily.\And if he does get in my way, then I'll allow no quarter.\Really...?\Oh? It's her...\How dare you, young lady?! response:	Now Reitei-sama's trust in me will have fallen like a rock!
context: You say that despite ordering the village completely wiped out.\But it seems to me you had sympathy for your fellow pupil.\He won't stand against me after being defeated so easily.\And if he does get in my way, then I'll allow no quarter.\Really...?\Oh? It's her...\How dare you, young lady?!\Now Reitei-sama's trust in me will have fallen like a rock! response:	He'll never love me!
context: But it seems to me you had sympathy for your fellow pupil.\He won't stand against me after being defeated so easily.\And if he does get in my way, then I'll allow no quarter.\Really...?\Oh? It's her...\How dare you, young lady?!\Now Reitei-sama's trust in me will have fallen like a rock!\He'll never love me! response:	Love?
context: He won't stand against me after being defeated so easily.\And if he does get in my way, then I'll allow no quarter.\Really...?\Oh? It's her...\How dare you, young lady?!\Now Reitei-sama's trust in me will have fallen like a rock!\He'll never love me!\Love? response:	And you even did this to Angelica...
context: And if he does get in my way, then I'll allow no quarter.\Really...?\Oh? It's her...\How dare you, young lady?!\Now Reitei-sama's trust in me will have fallen like a rock!\He'll never love me!\Love?\And you even did this to Angelica... response:	I'll get you for this!
context: Really...?\Oh? It's her...\How dare you, young lady?!\Now Reitei-sama's trust in me will have fallen like a rock!\He'll never love me!\Love?\And you even did this to Angelica...\I'll get you for this! response:	Fine by me! Bring it on!
context: Oh? It's her...\How dare you, young lady?!\Now Reitei-sama's trust in me will have fallen like a rock!\He'll never love me!\Love?\And you even did this to Angelica...\I'll get you for this!\Fine by me! Bring it on! response:	Wood Doll!
context: How dare you, young lady?!\Now Reitei-sama's trust in me will have fallen like a rock!\He'll never love me!\Love?\And you even did this to Angelica...\I'll get you for this!\Fine by me! Bring it on!\Wood Doll! response:	The tree is moving!
context: Now Reitei-sama's trust in me will have fallen like a rock!\He'll never love me!\Love?\And you even did this to Angelica...\I'll get you for this!\Fine by me! Bring it on!\Wood Doll!\The tree is moving! response:	Gate of the Golden Bull, I open thee!
context: He'll never love me!\Love?\And you even did this to Angelica...\I'll get you for this!\Fine by me! Bring it on!\Wood Doll!\The tree is moving!\Gate of the Golden Bull, I open thee! response:	Taurus!
context: Love?\And you even did this to Angelica...\I'll get you for this!\Fine by me! Bring it on!\Wood Doll!\The tree is moving!\Gate of the Golden Bull, I open thee!\Taurus! response:	I'm not a perv! Just true to my desires!
context: And you even did this to Angelica...\I'll get you for this!\Fine by me! Bring it on!\Wood Doll!\The tree is moving!\Gate of the Golden Bull, I open thee!\Taurus!\I'm not a perv! Just true to my desires! response:	A Celestial Wizard! And one of the Zodiac gates, too!
context: I'll get you for this!\Fine by me! Bring it on!\Wood Doll!\The tree is moving!\Gate of the Golden Bull, I open thee!\Taurus!\I'm not a perv! Just true to my desires!\A Celestial Wizard! And one of the Zodiac gates, too! response:	Nice, Taurus!
context: Fine by me! Bring it on!\Wood Doll!\The tree is moving!\Gate of the Golden Bull, I open thee!\Taurus!\I'm not a perv! Just true to my desires!\A Celestial Wizard! And one of the Zodiac gates, too!\Nice, Taurus! response:	Lucy-san, your body's the best!
context: Wood Doll!\The tree is moving!\Gate of the Golden Bull, I open thee!\Taurus!\I'm not a perv! Just true to my desires!\A Celestial Wizard! And one of the Zodiac gates, too!\Nice, Taurus!\Lucy-san, your body's the best! response:	Forcing your spirits to say things like that for your pleasure?
context: The tree is moving!\Gate of the Golden Bull, I open thee!\Taurus!\I'm not a perv! Just true to my desires!\A Celestial Wizard! And one of the Zodiac gates, too!\Nice, Taurus!\Lucy-san, your body's the best!\Forcing your spirits to say things like that for your pleasure? response:	How uncouth.
context: Gate of the Golden Bull, I open thee!\Taurus!\I'm not a perv! Just true to my desires!\A Celestial Wizard! And one of the Zodiac gates, too!\Nice, Taurus!\Lucy-san, your body's the best!\Forcing your spirits to say things like that for your pleasure?\How uncouth. response:	I'm not forcing him, and I'm not pleased by it!
context: Taurus!\I'm not a perv! Just true to my desires!\A Celestial Wizard! And one of the Zodiac gates, too!\Nice, Taurus!\Lucy-san, your body's the best!\Forcing your spirits to say things like that for your pleasure?\How uncouth.\I'm not forcing him, and I'm not pleased by it! response:	However, Celestial Wizards are at such a disadvantage against me.
context: I'm not a perv! Just true to my desires!\A Celestial Wizard! And one of the Zodiac gates, too!\Nice, Taurus!\Lucy-san, your body's the best!\Forcing your spirits to say things like that for your pleasure?\How uncouth.\I'm not forcing him, and I'm not pleased by it!\However, Celestial Wizards are at such a disadvantage against me. response:	Taurus, do it!
context: A Celestial Wizard! And one of the Zodiac gates, too!\Nice, Taurus!\Lucy-san, your body's the best!\Forcing your spirits to say things like that for your pleasure?\How uncouth.\I'm not forcing him, and I'm not pleased by it!\However, Celestial Wizards are at such a disadvantage against me.\Taurus, do it! response:	Hey, Taurus! What's the matter?
context: Nice, Taurus!\Lucy-san, your body's the best!\Forcing your spirits to say things like that for your pleasure?\How uncouth.\I'm not forcing him, and I'm not pleased by it!\However, Celestial Wizards are at such a disadvantage against me.\Taurus, do it!\Hey, Taurus! What's the matter? response:	Rampage!
context: Lucy-san, your body's the best!\Forcing your spirits to say things like that for your pleasure?\How uncouth.\I'm not forcing him, and I'm not pleased by it!\However, Celestial Wizards are at such a disadvantage against me.\Taurus, do it!\Hey, Taurus! What's the matter?\Rampage! response:	Hey, wait!
context: Forcing your spirits to say things like that for your pleasure?\How uncouth.\I'm not forcing him, and I'm not pleased by it!\However, Celestial Wizards are at such a disadvantage against me.\Taurus, do it!\Hey, Taurus! What's the matter?\Rampage!\Hey, wait! response:	Lucy-san, I can't control my body!
context: How uncouth.\I'm not forcing him, and I'm not pleased by it!\However, Celestial Wizards are at such a disadvantage against me.\Taurus, do it!\Hey, Taurus! What's the matter?\Rampage!\Hey, wait!\Lucy-san, I can't control my body! response:	My magic, Doll Attack, allows me to control anything other than humans.
context: I'm not forcing him, and I'm not pleased by it!\However, Celestial Wizards are at such a disadvantage against me.\Taurus, do it!\Hey, Taurus! What's the matter?\Rampage!\Hey, wait!\Lucy-san, I can't control my body!\My magic, Doll Attack, allows me to control anything other than humans. response:	That goes for Celestial Spirits, since they are not human.
context: However, Celestial Wizards are at such a disadvantage against me.\Taurus, do it!\Hey, Taurus! What's the matter?\Rampage!\Hey, wait!\Lucy-san, I can't control my body!\My magic, Doll Attack, allows me to control anything other than humans.\That goes for Celestial Spirits, since they are not human. response:	Oh, no!
context: Taurus, do it!\Hey, Taurus! What's the matter?\Rampage!\Hey, wait!\Lucy-san, I can't control my body!\My magic, Doll Attack, allows me to control anything other than humans.\That goes for Celestial Spirits, since they are not human.\Oh, no! response:	I'm udderly ashamed, Lucy-san!
context: Hey, Taurus! What's the matter?\Rampage!\Hey, wait!\Lucy-san, I can't control my body!\My magic, Doll Attack, allows me to control anything other than humans.\That goes for Celestial Spirits, since they are not human.\Oh, no!\I'm udderly ashamed, Lucy-san! response:	No matter how much I will it, my body won't...
context: Rampage!\Hey, wait!\Lucy-san, I can't control my body!\My magic, Doll Attack, allows me to control anything other than humans.\That goes for Celestial Spirits, since they are not human.\Oh, no!\I'm udderly ashamed, Lucy-san!\No matter how much I will it, my body won't... response:	Gate of the Golden Bull, I command thee to close!
context: Hey, wait!\Lucy-san, I can't control my body!\My magic, Doll Attack, allows me to control anything other than humans.\That goes for Celestial Spirits, since they are not human.\Oh, no!\I'm udderly ashamed, Lucy-san!\No matter how much I will it, my body won't...\Gate of the Golden Bull, I command thee to close! response:	Doesn't the spirit and wizard have to open and close the gate together?
context: Lucy-san, I can't control my body!\My magic, Doll Attack, allows me to control anything other than humans.\That goes for Celestial Spirits, since they are not human.\Oh, no!\I'm udderly ashamed, Lucy-san!\No matter how much I will it, my body won't...\Gate of the Golden Bull, I command thee to close!\Doesn't the spirit and wizard have to open and close the gate together? response:	Close the gate, Taurus!
context: My magic, Doll Attack, allows me to control anything other than humans.\That goes for Celestial Spirits, since they are not human.\Oh, no!\I'm udderly ashamed, Lucy-san!\No matter how much I will it, my body won't...\Gate of the Golden Bull, I command thee to close!\Doesn't the spirit and wizard have to open and close the gate together?\Close the gate, Taurus! response:	You can't close it unilaterally.
context: That goes for Celestial Spirits, since they are not human.\Oh, no!\I'm udderly ashamed, Lucy-san!\No matter how much I will it, my body won't...\Gate of the Golden Bull, I command thee to close!\Doesn't the spirit and wizard have to open and close the gate together?\Close the gate, Taurus!\You can't close it unilaterally. response:	Taurus!
context: Oh, no!\I'm udderly ashamed, Lucy-san!\No matter how much I will it, my body won't...\Gate of the Golden Bull, I command thee to close!\Doesn't the spirit and wizard have to open and close the gate together?\Close the gate, Taurus!\You can't close it unilaterally.\Taurus! response:	Let's play Russian Roulette Punch, shall we?
context: I'm udderly ashamed, Lucy-san!\No matter how much I will it, my body won't...\Gate of the Golden Bull, I command thee to close!\Doesn't the spirit and wizard have to open and close the gate together?\Close the gate, Taurus!\You can't close it unilaterally.\Taurus!\Let's play Russian Roulette Punch, shall we? response:	Close your eyes and punch!
context: No matter how much I will it, my body won't...\Gate of the Golden Bull, I command thee to close!\Doesn't the spirit and wizard have to open and close the gate together?\Close the gate, Taurus!\You can't close it unilaterally.\Taurus!\Let's play Russian Roulette Punch, shall we?\Close your eyes and punch! response:	I wonder how long you'll be able to dodge?
context: Gate of the Golden Bull, I command thee to close!\Doesn't the spirit and wizard have to open and close the gate together?\Close the gate, Taurus!\You can't close it unilaterally.\Taurus!\Let's play Russian Roulette Punch, shall we?\Close your eyes and punch!\I wonder how long you'll be able to dodge? response:	Taurus, stop it!
context: Doesn't the spirit and wizard have to open and close the gate together?\Close the gate, Taurus!\You can't close it unilaterally.\Taurus!\Let's play Russian Roulette Punch, shall we?\Close your eyes and punch!\I wonder how long you'll be able to dodge?\Taurus, stop it! response:	I want to stop, but...
context: Close the gate, Taurus!\You can't close it unilaterally.\Taurus!\Let's play Russian Roulette Punch, shall we?\Close your eyes and punch!\I wonder how long you'll be able to dodge?\Taurus, stop it!\I want to stop, but... response:	So this is a Fairy Tail wizard? Nothing of substance.
context: You can't close it unilaterally.\Taurus!\Let's play Russian Roulette Punch, shall we?\Close your eyes and punch!\I wonder how long you'll be able to dodge?\Taurus, stop it!\I want to stop, but...\So this is a Fairy Tail wizard? Nothing of substance. response:	Please! Remember your contract with me, Taurus!
context: Taurus!\Let's play Russian Roulette Punch, shall we?\Close your eyes and punch!\I wonder how long you'll be able to dodge?\Taurus, stop it!\I want to stop, but...\So this is a Fairy Tail wizard? Nothing of substance.\Please! Remember your contract with me, Taurus! response:	So you're called Lucy, huh? But man, what a body you've got!
context: Let's play Russian Roulette Punch, shall we?\Close your eyes and punch!\I wonder how long you'll be able to dodge?\Taurus, stop it!\I want to stop, but...\So this is a Fairy Tail wizard? Nothing of substance.\Please! Remember your contract with me, Taurus!\So you're called Lucy, huh? But man, what a body you've got! response:	I can't get enough!
context: Close your eyes and punch!\I wonder how long you'll be able to dodge?\Taurus, stop it!\I want to stop, but...\So this is a Fairy Tail wizard? Nothing of substance.\Please! Remember your contract with me, Taurus!\So you're called Lucy, huh? But man, what a body you've got!\I can't get enough! response:	I can't believe the Spirit of the Gate of the Golden Bull is such a perv.
context: I wonder how long you'll be able to dodge?\Taurus, stop it!\I want to stop, but...\So this is a Fairy Tail wizard? Nothing of substance.\Please! Remember your contract with me, Taurus!\So you're called Lucy, huh? But man, what a body you've got!\I can't get enough!\I can't believe the Spirit of the Gate of the Golden Bull is such a perv. response:	What should I do about the contract?
context: Taurus, stop it!\I want to stop, but...\So this is a Fairy Tail wizard? Nothing of substance.\Please! Remember your contract with me, Taurus!\So you're called Lucy, huh? But man, what a body you've got!\I can't get enough!\I can't believe the Spirit of the Gate of the Golden Bull is such a perv.\What should I do about the contract? response:	There's no reason to hesitate!
context: I want to stop, but...\So this is a Fairy Tail wizard? Nothing of substance.\Please! Remember your contract with me, Taurus!\So you're called Lucy, huh? But man, what a body you've got!\I can't get enough!\I can't believe the Spirit of the Gate of the Golden Bull is such a perv.\What should I do about the contract?\There's no reason to hesitate! response:	If you contract with me, I'll make sure to protect you and that nice body of yours!
context: So this is a Fairy Tail wizard? Nothing of substance.\Please! Remember your contract with me, Taurus!\So you're called Lucy, huh? But man, what a body you've got!\I can't get enough!\I can't believe the Spirit of the Gate of the Golden Bull is such a perv.\What should I do about the contract?\There's no reason to hesitate!\If you contract with me, I'll make sure to protect you and that nice body of yours! response:	You promise?
context: Please! Remember your contract with me, Taurus!\So you're called Lucy, huh? But man, what a body you've got!\I can't get enough!\I can't believe the Spirit of the Gate of the Golden Bull is such a perv.\What should I do about the contract?\There's no reason to hesitate!\If you contract with me, I'll make sure to protect you and that nice body of yours!\You promise? response:	I promise!
context: So you're called Lucy, huh? But man, what a body you've got!\I can't get enough!\I can't believe the Spirit of the Gate of the Golden Bull is such a perv.\What should I do about the contract?\There's no reason to hesitate!\If you contract with me, I'll make sure to protect you and that nice body of yours!\You promise?\I promise! response:	You told me that'd you'd always protect me, remember?
context: I can't get enough!\I can't believe the Spirit of the Gate of the Golden Bull is such a perv.\What should I do about the contract?\There's no reason to hesitate!\If you contract with me, I'll make sure to protect you and that nice body of yours!\You promise?\I promise!\You told me that'd you'd always protect me, remember? response:	Hey, what're you hesitating for? Do what I say and get her!
context: I can't believe the Spirit of the Gate of the Golden Bull is such a perv.\What should I do about the contract?\There's no reason to hesitate!\If you contract with me, I'll make sure to protect you and that nice body of yours!\You promise?\I promise!\You told me that'd you'd always protect me, remember?\Hey, what're you hesitating for? Do what I say and get her! response:	Celestial Gates should be opened and closed by mutual agreement!
