context: Science Fell in Love, So I Tried to Prove It response:	All right, Himuro.
context: Beauty Index\The beauty index!\You give it a point value based on feeling,\and take the average of a bunch of people, bear.\100 points!\It's the same! It-It's the same!\The same! We're all... We're all the same!\Number of 3rd Parties response:	The number of third parties!
context: The beauty index!\You give it a point value based on feeling,\and take the average of a bunch of people, bear.\100 points!\It's the same! It-It's the same!\The same! We're all... We're all the same!\Number of 3rd Parties\The number of third parties! response:	Number of 3rd Parties
context: You give it a point value based on feeling,\and take the average of a bunch of people, bear.\100 points!\It's the same! It-It's the same!\The same! We're all... We're all the same!\Number of 3rd Parties\The number of third parties!\Number of 3rd Parties response:	When there's a lot of people who have nothing to do with it around,
context: and take the average of a bunch of people, bear.\100 points!\It's the same! It-It's the same!\The same! We're all... We're all the same!\Number of 3rd Parties\The number of third parties!\Number of 3rd Parties\When there's a lot of people who have nothing to do with it around, response:	you give them each a -10,000, bear.
context: 100 points!\It's the same! It-It's the same!\The same! We're all... We're all the same!\Number of 3rd Parties\The number of third parties!\Number of 3rd Parties\When there's a lot of people who have nothing to do with it around,\you give them each a -10,000, bear. response:	Though, honestly, if you gave'em negative one trillion,
context: It's the same! It-It's the same!\The same! We're all... We're all the same!\Number of 3rd Parties\The number of third parties!\Number of 3rd Parties\When there's a lot of people who have nothing to do with it around,\you give them each a -10,000, bear.\Though, honestly, if you gave'em negative one trillion, response:	it wouldn't change the results, bear.
context: The same! We're all... We're all the same!\Number of 3rd Parties\The number of third parties!\Number of 3rd Parties\When there's a lot of people who have nothing to do with it around,\you give them each a -10,000, bear.\Though, honestly, if you gave'em negative one trillion,\it wouldn't change the results, bear. response:	Degree of Illumination
context: Number of 3rd Parties\The number of third parties!\Number of 3rd Parties\When there's a lot of people who have nothing to do with it around,\you give them each a -10,000, bear.\Though, honestly, if you gave'em negative one trillion,\it wouldn't change the results, bear.\Degree of Illumination response:	The degree of illumination!
context: The number of third parties!\Number of 3rd Parties\When there's a lot of people who have nothing to do with it around,\you give them each a -10,000, bear.\Though, honestly, if you gave'em negative one trillion,\it wouldn't change the results, bear.\Degree of Illumination\The degree of illumination! response:	Degree of Illumination
context: Number of 3rd Parties\When there's a lot of people who have nothing to do with it around,\you give them each a -10,000, bear.\Though, honestly, if you gave'em negative one trillion,\it wouldn't change the results, bear.\Degree of Illumination\The degree of illumination!\Degree of Illumination response:	There's some crazy equation written here, bear,
context: When there's a lot of people who have nothing to do with it around,\you give them each a -10,000, bear.\Though, honestly, if you gave'em negative one trillion,\it wouldn't change the results, bear.\Degree of Illumination\The degree of illumination!\Degree of Illumination\There's some crazy equation written here, bear, response:	approx.
context: you give them each a -10,000, bear.\Though, honestly, if you gave'em negative one trillion,\it wouldn't change the results, bear.\Degree of Illumination\The degree of illumination!\Degree of Illumination\There's some crazy equation written here, bear,\approx. response:	lux
context: Though, honestly, if you gave'em negative one trillion,\it wouldn't change the results, bear.\Degree of Illumination\The degree of illumination!\Degree of Illumination\There's some crazy equation written here, bear,\approx.\lux response:	but when you graph it, it turns out something like this, bear.
context: it wouldn't change the results, bear.\Degree of Illumination\The degree of illumination!\Degree of Illumination\There's some crazy equation written here, bear,\approx.\lux\but when you graph it, it turns out something like this, bear. response:	The highest points are about the brightness level of a candle,
context: Degree of Illumination\The degree of illumination!\Degree of Illumination\There's some crazy equation written here, bear,\approx.\lux\but when you graph it, it turns out something like this, bear.\The highest points are about the brightness level of a candle, response:	and if it gets much darker, the points drop drastically, bear.
context: The degree of illumination!\Degree of Illumination\There's some crazy equation written here, bear,\approx.\lux\but when you graph it, it turns out something like this, bear.\The highest points are about the brightness level of a candle,\and if it gets much darker, the points drop drastically, bear. response:	I can't see anything, bear...
context: Degree of Illumination\There's some crazy equation written here, bear,\approx.\lux\but when you graph it, it turns out something like this, bear.\The highest points are about the brightness level of a candle,\and if it gets much darker, the points drop drastically, bear.\I can't see anything, bear... response:	Quietness Index
context: There's some crazy equation written here, bear,\approx.\lux\but when you graph it, it turns out something like this, bear.\The highest points are about the brightness level of a candle,\and if it gets much darker, the points drop drastically, bear.\I can't see anything, bear...\Quietness Index response:	Quietness index!
context: approx.\lux\but when you graph it, it turns out something like this, bear.\The highest points are about the brightness level of a candle,\and if it gets much darker, the points drop drastically, bear.\I can't see anything, bear...\Quietness Index\Quietness index! response:	Quietness Index
context: lux\but when you graph it, it turns out something like this, bear.\The highest points are about the brightness level of a candle,\and if it gets much darker, the points drop drastically, bear.\I can't see anything, bear...\Quietness Index\Quietness index!\Quietness Index response:	This one's complicated too, bear.
context: but when you graph it, it turns out something like this, bear.\The highest points are about the brightness level of a candle,\and if it gets much darker, the points drop drastically, bear.\I can't see anything, bear...\Quietness Index\Quietness index!\Quietness Index\This one's complicated too, bear. response:	Basically, with this one...
context: The highest points are about the brightness level of a candle,\and if it gets much darker, the points drop drastically, bear.\I can't see anything, bear...\Quietness Index\Quietness index!\Quietness Index\This one's complicated too, bear.\Basically, with this one... response:	If it's loud, the mood value drops to negative infinity, bear!
context: and if it gets much darker, the points drop drastically, bear.\I can't see anything, bear...\Quietness Index\Quietness index!\Quietness Index\This one's complicated too, bear.\Basically, with this one...\If it's loud, the mood value drops to negative infinity, bear! response:	Silently Gazing at Each Other Index
context: I can't see anything, bear...\Quietness Index\Quietness index!\Quietness Index\This one's complicated too, bear.\Basically, with this one...\If it's loud, the mood value drops to negative infinity, bear!\Silently Gazing at Each Other Index response:	The silently gazing at each other index!
context: Quietness Index\Quietness index!\Quietness Index\This one's complicated too, bear.\Basically, with this one...\If it's loud, the mood value drops to negative infinity, bear!\Silently Gazing at Each Other Index\The silently gazing at each other index! response:	Silently Gazing at Each Other Index
context: Quietness index!\Quietness Index\This one's complicated too, bear.\Basically, with this one...\If it's loud, the mood value drops to negative infinity, bear!\Silently Gazing at Each Other Index\The silently gazing at each other index!\Silently Gazing at Each Other Index response:	Another troublesome equation, bear.
context: Quietness Index\This one's complicated too, bear.\Basically, with this one...\If it's loud, the mood value drops to negative infinity, bear!\Silently Gazing at Each Other Index\The silently gazing at each other index!\Silently Gazing at Each Other Index\Another troublesome equation, bear. response:	The number of seconds spent silently gazing at each other is expressed as X5
context: This one's complicated too, bear.\Basically, with this one...\If it's loud, the mood value drops to negative infinity, bear!\Silently Gazing at Each Other Index\The silently gazing at each other index!\Silently Gazing at Each Other Index\Another troublesome equation, bear.\The number of seconds spent silently gazing at each other is expressed as X5 response:	then
context: Basically, with this one...\If it's loud, the mood value drops to negative infinity, bear!\Silently Gazing at Each Other Index\The silently gazing at each other index!\Silently Gazing at Each Other Index\Another troublesome equation, bear.\The number of seconds spent silently gazing at each other is expressed as X5\then response:	then
context: If it's loud, the mood value drops to negative infinity, bear!\Silently Gazing at Each Other Index\The silently gazing at each other index!\Silently Gazing at Each Other Index\Another troublesome equation, bear.\The number of seconds spent silently gazing at each other is expressed as X5\then\then response:	then
context: Silently Gazing at Each Other Index\The silently gazing at each other index!\Silently Gazing at Each Other Index\Another troublesome equation, bear.\The number of seconds spent silently gazing at each other is expressed as X5\then\then\then response:	In short, the longer the period of time spent looking at each other,
context: The silently gazing at each other index!\Silently Gazing at Each Other Index\Another troublesome equation, bear.\The number of seconds spent silently gazing at each other is expressed as X5\then\then\then\In short, the longer the period of time spent looking at each other, response:	the higher the points, with 30 seconds as the highest score.
context: Silently Gazing at Each Other Index\Another troublesome equation, bear.\The number of seconds spent silently gazing at each other is expressed as X5\then\then\then\In short, the longer the period of time spent looking at each other,\the higher the points, with 30 seconds as the highest score. response:	And if it exceeds 60 seconds, it starts getting stupid and the points decrease, bear.
context: Another troublesome equation, bear.\The number of seconds spent silently gazing at each other is expressed as X5\then\then\then\In short, the longer the period of time spent looking at each other,\the higher the points, with 30 seconds as the highest score.\And if it exceeds 60 seconds, it starts getting stupid and the points decrease, bear. response:	And now, from the results of the investigation...
context: The number of seconds spent silently gazing at each other is expressed as X5\then\then\then\In short, the longer the period of time spent looking at each other,\the higher the points, with 30 seconds as the highest score.\And if it exceeds 60 seconds, it starts getting stupid and the points decrease, bear.\And now, from the results of the investigation... response:	The most beautiful place on campus,
context: then\then\then\In short, the longer the period of time spent looking at each other,\the higher the points, with 30 seconds as the highest score.\And if it exceeds 60 seconds, it starts getting stupid and the points decrease, bear.\And now, from the results of the investigation...\The most beautiful place on campus, response:	where there aren't any other people,
context: then\then\In short, the longer the period of time spent looking at each other,\the higher the points, with 30 seconds as the highest score.\And if it exceeds 60 seconds, it starts getting stupid and the points decrease, bear.\And now, from the results of the investigation...\The most beautiful place on campus,\where there aren't any other people, response:	and where the brightness and quietness help create the right mood...
context: then\In short, the longer the period of time spent looking at each other,\the higher the points, with 30 seconds as the highest score.\And if it exceeds 60 seconds, it starts getting stupid and the points decrease, bear.\And now, from the results of the investigation...\The most beautiful place on campus,\where there aren't any other people,\and where the brightness and quietness help create the right mood... response:	This is that place.
context: In short, the longer the period of time spent looking at each other,\the higher the points, with 30 seconds as the highest score.\And if it exceeds 60 seconds, it starts getting stupid and the points decrease, bear.\And now, from the results of the investigation...\The most beautiful place on campus,\where there aren't any other people,\and where the brightness and quietness help create the right mood...\This is that place. response:	We've determined it's the roof of the joint research tower at dusk!
context: the higher the points, with 30 seconds as the highest score.\And if it exceeds 60 seconds, it starts getting stupid and the points decrease, bear.\And now, from the results of the investigation...\The most beautiful place on campus,\where there aren't any other people,\and where the brightness and quietness help create the right mood...\This is that place.\We've determined it's the roof of the joint research tower at dusk! response:	Science Fell in Love, So I Tried to Prove It
context: And if it exceeds 60 seconds, it starts getting stupid and the points decrease, bear.\And now, from the results of the investigation...\The most beautiful place on campus,\where there aren't any other people,\and where the brightness and quietness help create the right mood...\This is that place.\We've determined it's the roof of the joint research tower at dusk!\Science Fell in Love, So I Tried to Prove It response:	The place most suited to kissing.
context: And now, from the results of the investigation...\The most beautiful place on campus,\where there aren't any other people,\and where the brightness and quietness help create the right mood...\This is that place.\We've determined it's the roof of the joint research tower at dusk!\Science Fell in Love, So I Tried to Prove It\The place most suited to kissing. response:	The mood value is 92!
context: The most beautiful place on campus,\where there aren't any other people,\and where the brightness and quietness help create the right mood...\This is that place.\We've determined it's the roof of the joint research tower at dusk!\Science Fell in Love, So I Tried to Prove It\The place most suited to kissing.\The mood value is 92! response:	Would you...
context: where there aren't any other people,\and where the brightness and quietness help create the right mood...\This is that place.\We've determined it's the roof of the joint research tower at dusk!\Science Fell in Love, So I Tried to Prove It\The place most suited to kissing.\The mood value is 92!\Would you... response:	kiss me... Kanade.
context: and where the brightness and quietness help create the right mood...\This is that place.\We've determined it's the roof of the joint research tower at dusk!\Science Fell in Love, So I Tried to Prove It\The place most suited to kissing.\The mood value is 92!\Would you...\kiss me... Kanade. response:	Well... um...
context: This is that place.\We've determined it's the roof of the joint research tower at dusk!\Science Fell in Love, So I Tried to Prove It\The place most suited to kissing.\The mood value is 92!\Would you...\kiss me... Kanade.\Well... um... response:	I'd really rather not.
context: We've determined it's the roof of the joint research tower at dusk!\Science Fell in Love, So I Tried to Prove It\The place most suited to kissing.\The mood value is 92!\Would you...\kiss me... Kanade.\Well... um...\I'd really rather not. response:	Why?
context: Science Fell in Love, So I Tried to Prove It\The place most suited to kissing.\The mood value is 92!\Would you...\kiss me... Kanade.\Well... um...\I'd really rather not.\Why? response:	The current mood value is extremely high.
context: The place most suited to kissing.\The mood value is 92!\Would you...\kiss me... Kanade.\Well... um...\I'd really rather not.\Why?\The current mood value is extremely high. response:	It's not that I have anything against you, Yukimura-senpai...
context: The mood value is 92!\Would you...\kiss me... Kanade.\Well... um...\I'd really rather not.\Why?\The current mood value is extremely high.\It's not that I have anything against you, Yukimura-senpai... response:	It's just that kissing someone who isn't my boyfriend is a little...
context: Would you...\kiss me... Kanade.\Well... um...\I'd really rather not.\Why?\The current mood value is extremely high.\It's not that I have anything against you, Yukimura-senpai...\It's just that kissing someone who isn't my boyfriend is a little... response:	We need to perform a control experiment to collect data!
context: kiss me... Kanade.\Well... um...\I'd really rather not.\Why?\The current mood value is extremely high.\It's not that I have anything against you, Yukimura-senpai...\It's just that kissing someone who isn't my boyfriend is a little...\We need to perform a control experiment to collect data! response:	Kissing someone you love
context: Well... um...\I'd really rather not.\Why?\The current mood value is extremely high.\It's not that I have anything against you, Yukimura-senpai...\It's just that kissing someone who isn't my boyfriend is a little...\We need to perform a control experiment to collect data!\Kissing someone you love response:	Comparison
context: I'd really rather not.\Why?\The current mood value is extremely high.\It's not that I have anything against you, Yukimura-senpai...\It's just that kissing someone who isn't my boyfriend is a little...\We need to perform a control experiment to collect data!\Kissing someone you love\Comparison response:	Kissing someone you don't love
context: Why?\The current mood value is extremely high.\It's not that I have anything against you, Yukimura-senpai...\It's just that kissing someone who isn't my boyfriend is a little...\We need to perform a control experiment to collect data!\Kissing someone you love\Comparison\Kissing someone you don't love response:	In order to investigate the base conditions of love,
context: The current mood value is extremely high.\It's not that I have anything against you, Yukimura-senpai...\It's just that kissing someone who isn't my boyfriend is a little...\We need to perform a control experiment to collect data!\Kissing someone you love\Comparison\Kissing someone you don't love\In order to investigate the base conditions of love, response:	we must compare a kiss with someone you love with a kiss with someone you don't love!
context: It's not that I have anything against you, Yukimura-senpai...\It's just that kissing someone who isn't my boyfriend is a little...\We need to perform a control experiment to collect data!\Kissing someone you love\Comparison\Kissing someone you don't love\In order to investigate the base conditions of love,\we must compare a kiss with someone you love with a kiss with someone you don't love! response:	S-Still, there's no reason to do this with everyone...
context: It's just that kissing someone who isn't my boyfriend is a little...\We need to perform a control experiment to collect data!\Kissing someone you love\Comparison\Kissing someone you don't love\In order to investigate the base conditions of love,\we must compare a kiss with someone you love with a kiss with someone you don't love!\S-Still, there's no reason to do this with everyone... response:	Honestly. It's so embarrassing...
context: We need to perform a control experiment to collect data!\Kissing someone you love\Comparison\Kissing someone you don't love\In order to investigate the base conditions of love,\we must compare a kiss with someone you love with a kiss with someone you don't love!\S-Still, there's no reason to do this with everyone...\Honestly. It's so embarrassing... response:	Experiment, stage 1 complete.
context: Kissing someone you love\Comparison\Kissing someone you don't love\In order to investigate the base conditions of love,\we must compare a kiss with someone you love with a kiss with someone you don't love!\S-Still, there's no reason to do this with everyone...\Honestly. It's so embarrassing...\Experiment, stage 1 complete. response:	And why am I stage 1?
context: Comparison\Kissing someone you don't love\In order to investigate the base conditions of love,\we must compare a kiss with someone you love with a kiss with someone you don't love!\S-Still, there's no reason to do this with everyone...\Honestly. It's so embarrassing...\Experiment, stage 1 complete.\And why am I stage 1? response:	It was decided by ladder lottery. No complaining.
context: Kissing someone you don't love\In order to investigate the base conditions of love,\we must compare a kiss with someone you love with a kiss with someone you don't love!\S-Still, there's no reason to do this with everyone...\Honestly. It's so embarrassing...\Experiment, stage 1 complete.\And why am I stage 1?\It was decided by ladder lottery. No complaining. response:	Yukimura-kun didn't do anything weird to you, did he?
context: In order to investigate the base conditions of love,\we must compare a kiss with someone you love with a kiss with someone you don't love!\S-Still, there's no reason to do this with everyone...\Honestly. It's so embarrassing...\Experiment, stage 1 complete.\And why am I stage 1?\It was decided by ladder lottery. No complaining.\Yukimura-kun didn't do anything weird to you, did he? response:	Having no other choice, he offered the option of a kiss on the hand.
context: we must compare a kiss with someone you love with a kiss with someone you don't love!\S-Still, there's no reason to do this with everyone...\Honestly. It's so embarrassing...\Experiment, stage 1 complete.\And why am I stage 1?\It was decided by ladder lottery. No complaining.\Yukimura-kun didn't do anything weird to you, did he?\Having no other choice, he offered the option of a kiss on the hand. response:	Was that all? There wasn't anything else, was there?
context: S-Still, there's no reason to do this with everyone...\Honestly. It's so embarrassing...\Experiment, stage 1 complete.\And why am I stage 1?\It was decided by ladder lottery. No complaining.\Yukimura-kun didn't do anything weird to you, did he?\Having no other choice, he offered the option of a kiss on the hand.\Was that all? There wasn't anything else, was there? response:	If it's gonna make you cry, don't conduct this kind of experiment.
context: Honestly. It's so embarrassing...\Experiment, stage 1 complete.\And why am I stage 1?\It was decided by ladder lottery. No complaining.\Yukimura-kun didn't do anything weird to you, did he?\Having no other choice, he offered the option of a kiss on the hand.\Was that all? There wasn't anything else, was there?\If it's gonna make you cry, don't conduct this kind of experiment. response:	In Western countries, kissing's an everyday thing, after all.
context: Experiment, stage 1 complete.\And why am I stage 1?\It was decided by ladder lottery. No complaining.\Yukimura-kun didn't do anything weird to you, did he?\Having no other choice, he offered the option of a kiss on the hand.\Was that all? There wasn't anything else, was there?\If it's gonna make you cry, don't conduct this kind of experiment.\In Western countries, kissing's an everyday thing, after all. response:	There's no reason to take it so seriously, is there?
context: And why am I stage 1?\It was decided by ladder lottery. No complaining.\Yukimura-kun didn't do anything weird to you, did he?\Having no other choice, he offered the option of a kiss on the hand.\Was that all? There wasn't anything else, was there?\If it's gonna make you cry, don't conduct this kind of experiment.\In Western countries, kissing's an everyday thing, after all.\There's no reason to take it so seriously, is there? response:	Like this, see?
context: It was decided by ladder lottery. No complaining.\Yukimura-kun didn't do anything weird to you, did he?\Having no other choice, he offered the option of a kiss on the hand.\Was that all? There wasn't anything else, was there?\If it's gonna make you cry, don't conduct this kind of experiment.\In Western countries, kissing's an everyday thing, after all.\There's no reason to take it so seriously, is there?\Like this, see? response:	I-Ibarada!
context: Yukimura-kun didn't do anything weird to you, did he?\Having no other choice, he offered the option of a kiss on the hand.\Was that all? There wasn't anything else, was there?\If it's gonna make you cry, don't conduct this kind of experiment.\In Western countries, kissing's an everyday thing, after all.\There's no reason to take it so seriously, is there?\Like this, see?\I-Ibarada! response:	What do you think you're doing?
context: Having no other choice, he offered the option of a kiss on the hand.\Was that all? There wasn't anything else, was there?\If it's gonna make you cry, don't conduct this kind of experiment.\In Western countries, kissing's an everyday thing, after all.\There's no reason to take it so seriously, is there?\Like this, see?\I-Ibarada!\What do you think you're doing? response:	This is part of the control experiment, too.
context: Was that all? There wasn't anything else, was there?\If it's gonna make you cry, don't conduct this kind of experiment.\In Western countries, kissing's an everyday thing, after all.\There's no reason to take it so seriously, is there?\Like this, see?\I-Ibarada!\What do you think you're doing?\This is part of the control experiment, too. response:	Don't most girls do this much with each other?
context: If it's gonna make you cry, don't conduct this kind of experiment.\In Western countries, kissing's an everyday thing, after all.\There's no reason to take it so seriously, is there?\Like this, see?\I-Ibarada!\What do you think you're doing?\This is part of the control experiment, too.\Don't most girls do this much with each other? response:	No, they don't!
context: In Western countries, kissing's an everyday thing, after all.\There's no reason to take it so seriously, is there?\Like this, see?\I-Ibarada!\What do you think you're doing?\This is part of the control experiment, too.\Don't most girls do this much with each other?\No, they don't! response:	I-I haven't done that, either.
context: There's no reason to take it so seriously, is there?\Like this, see?\I-Ibarada!\What do you think you're doing?\This is part of the control experiment, too.\Don't most girls do this much with each other?\No, they don't!\I-I haven't done that, either. response:	Really?
context: Like this, see?\I-Ibarada!\What do you think you're doing?\This is part of the control experiment, too.\Don't most girls do this much with each other?\No, they don't!\I-I haven't done that, either.\Really? response:	Back in high school, pretty much everyone was doing it.
context: I-Ibarada!\What do you think you're doing?\This is part of the control experiment, too.\Don't most girls do this much with each other?\No, they don't!\I-I haven't done that, either.\Really?\Back in high school, pretty much everyone was doing it. response:	Don't worry, you two,
context: What do you think you're doing?\This is part of the control experiment, too.\Don't most girls do this much with each other?\No, they don't!\I-I haven't done that, either.\Really?\Back in high school, pretty much everyone was doing it.\Don't worry, you two, response:	a kiss between two girls isn't really a kiss. It doesn't count.
context: This is part of the control experiment, too.\Don't most girls do this much with each other?\No, they don't!\I-I haven't done that, either.\Really?\Back in high school, pretty much everyone was doing it.\Don't worry, you two,\a kiss between two girls isn't really a kiss. It doesn't count. response:	Now, then. Who would the next pair for the experiment be?
context: Don't most girls do this much with each other?\No, they don't!\I-I haven't done that, either.\Really?\Back in high school, pretty much everyone was doing it.\Don't worry, you two,\a kiss between two girls isn't really a kiss. It doesn't count.\Now, then. Who would the next pair for the experiment be? response:	Experiment 3: Himuro - Kosuke Pair
context: No, they don't!\I-I haven't done that, either.\Really?\Back in high school, pretty much everyone was doing it.\Don't worry, you two,\a kiss between two girls isn't really a kiss. It doesn't count.\Now, then. Who would the next pair for the experiment be?\Experiment 3: Himuro - Kosuke Pair response:	Kosuke-kun, I know you may be reluctant, but
context: I-I haven't done that, either.\Really?\Back in high school, pretty much everyone was doing it.\Don't worry, you two,\a kiss between two girls isn't really a kiss. It doesn't count.\Now, then. Who would the next pair for the experiment be?\Experiment 3: Himuro - Kosuke Pair\Kosuke-kun, I know you may be reluctant, but response:	if you'd please cooperate, for the sake of the experiment.
context: Really?\Back in high school, pretty much everyone was doing it.\Don't worry, you two,\a kiss between two girls isn't really a kiss. It doesn't count.\Now, then. Who would the next pair for the experiment be?\Experiment 3: Himuro - Kosuke Pair\Kosuke-kun, I know you may be reluctant, but\if you'd please cooperate, for the sake of the experiment. response:	I, Inukai Kosuke, am a man who lives for one love alone,
context: Back in high school, pretty much everyone was doing it.\Don't worry, you two,\a kiss between two girls isn't really a kiss. It doesn't count.\Now, then. Who would the next pair for the experiment be?\Experiment 3: Himuro - Kosuke Pair\Kosuke-kun, I know you may be reluctant, but\if you'd please cooperate, for the sake of the experiment.\I, Inukai Kosuke, am a man who lives for one love alone, response:	but if it will help make your love a reality, then it would be my pleasure!
context: Don't worry, you two,\a kiss between two girls isn't really a kiss. It doesn't count.\Now, then. Who would the next pair for the experiment be?\Experiment 3: Himuro - Kosuke Pair\Kosuke-kun, I know you may be reluctant, but\if you'd please cooperate, for the sake of the experiment.\I, Inukai Kosuke, am a man who lives for one love alone,\but if it will help make your love a reality, then it would be my pleasure! response:	As for location... Cheek, nose, forehead, ear...
context: a kiss between two girls isn't really a kiss. It doesn't count.\Now, then. Who would the next pair for the experiment be?\Experiment 3: Himuro - Kosuke Pair\Kosuke-kun, I know you may be reluctant, but\if you'd please cooperate, for the sake of the experiment.\I, Inukai Kosuke, am a man who lives for one love alone,\but if it will help make your love a reality, then it would be my pleasure!\As for location... Cheek, nose, forehead, ear... response:	I don't want it to be anywhere near my face.
context: Now, then. Who would the next pair for the experiment be?\Experiment 3: Himuro - Kosuke Pair\Kosuke-kun, I know you may be reluctant, but\if you'd please cooperate, for the sake of the experiment.\I, Inukai Kosuke, am a man who lives for one love alone,\but if it will help make your love a reality, then it would be my pleasure!\As for location... Cheek, nose, forehead, ear...\I don't want it to be anywhere near my face. response:	That said, I feel like a kiss on the foot would carry too much meaning.
context: Experiment 3: Himuro - Kosuke Pair\Kosuke-kun, I know you may be reluctant, but\if you'd please cooperate, for the sake of the experiment.\I, Inukai Kosuke, am a man who lives for one love alone,\but if it will help make your love a reality, then it would be my pleasure!\As for location... Cheek, nose, forehead, ear...\I don't want it to be anywhere near my face.\That said, I feel like a kiss on the foot would carry too much meaning. response:	Therefore I'll have the same as Kanade-chan, the back of my hand.
context: Kosuke-kun, I know you may be reluctant, but\if you'd please cooperate, for the sake of the experiment.\I, Inukai Kosuke, am a man who lives for one love alone,\but if it will help make your love a reality, then it would be my pleasure!\As for location... Cheek, nose, forehead, ear...\I don't want it to be anywhere near my face.\That said, I feel like a kiss on the foot would carry too much meaning.\Therefore I'll have the same as Kanade-chan, the back of my hand. response:	Gotcha.
context: if you'd please cooperate, for the sake of the experiment.\I, Inukai Kosuke, am a man who lives for one love alone,\but if it will help make your love a reality, then it would be my pleasure!\As for location... Cheek, nose, forehead, ear...\I don't want it to be anywhere near my face.\That said, I feel like a kiss on the foot would carry too much meaning.\Therefore I'll have the same as Kanade-chan, the back of my hand.\Gotcha. response:	Take a moment to savor this kiss of mine...
context: I, Inukai Kosuke, am a man who lives for one love alone,\but if it will help make your love a reality, then it would be my pleasure!\As for location... Cheek, nose, forehead, ear...\I don't want it to be anywhere near my face.\That said, I feel like a kiss on the foot would carry too much meaning.\Therefore I'll have the same as Kanade-chan, the back of my hand.\Gotcha.\Take a moment to savor this kiss of mine... response:	Thank you, Kosuke-kun!
context: but if it will help make your love a reality, then it would be my pleasure!\As for location... Cheek, nose, forehead, ear...\I don't want it to be anywhere near my face.\That said, I feel like a kiss on the foot would carry too much meaning.\Therefore I'll have the same as Kanade-chan, the back of my hand.\Gotcha.\Take a moment to savor this kiss of mine...\Thank you, Kosuke-kun! response:	I felt... absolutely nothing!
context: As for location... Cheek, nose, forehead, ear...\I don't want it to be anywhere near my face.\That said, I feel like a kiss on the foot would carry too much meaning.\Therefore I'll have the same as Kanade-chan, the back of my hand.\Gotcha.\Take a moment to savor this kiss of mine...\Thank you, Kosuke-kun!\I felt... absolutely nothing! response:	That's a lovely smile and a horrible comment!
context: I don't want it to be anywhere near my face.\That said, I feel like a kiss on the foot would carry too much meaning.\Therefore I'll have the same as Kanade-chan, the back of my hand.\Gotcha.\Take a moment to savor this kiss of mine...\Thank you, Kosuke-kun!\I felt... absolutely nothing!\That's a lovely smile and a horrible comment! response:	Experiment 4: Himuro - Kanade Pair
context: That said, I feel like a kiss on the foot would carry too much meaning.\Therefore I'll have the same as Kanade-chan, the back of my hand.\Gotcha.\Take a moment to savor this kiss of mine...\Thank you, Kosuke-kun!\I felt... absolutely nothing!\That's a lovely smile and a horrible comment!\Experiment 4: Himuro - Kanade Pair response:	It's really... a long time, isn't it? Thirty seconds...
context: Therefore I'll have the same as Kanade-chan, the back of my hand.\Gotcha.\Take a moment to savor this kiss of mine...\Thank you, Kosuke-kun!\I felt... absolutely nothing!\That's a lovely smile and a horrible comment!\Experiment 4: Himuro - Kanade Pair\It's really... a long time, isn't it? Thirty seconds... response:	You just start feeling the urge to laugh, don't you?
context: Gotcha.\Take a moment to savor this kiss of mine...\Thank you, Kosuke-kun!\I felt... absolutely nothing!\That's a lovely smile and a horrible comment!\Experiment 4: Himuro - Kanade Pair\It's really... a long time, isn't it? Thirty seconds...\You just start feeling the urge to laugh, don't you? response:	Um... Himuro-senpai?
context: Take a moment to savor this kiss of mine...\Thank you, Kosuke-kun!\I felt... absolutely nothing!\That's a lovely smile and a horrible comment!\Experiment 4: Himuro - Kanade Pair\It's really... a long time, isn't it? Thirty seconds...\You just start feeling the urge to laugh, don't you?\Um... Himuro-senpai? response:	Your hand. Why...?
context: Thank you, Kosuke-kun!\I felt... absolutely nothing!\That's a lovely smile and a horrible comment!\Experiment 4: Himuro - Kanade Pair\It's really... a long time, isn't it? Thirty seconds...\You just start feeling the urge to laugh, don't you?\Um... Himuro-senpai?\Your hand. Why...? response:	I-I'm sorry!
context: I felt... absolutely nothing!\That's a lovely smile and a horrible comment!\Experiment 4: Himuro - Kanade Pair\It's really... a long time, isn't it? Thirty seconds...\You just start feeling the urge to laugh, don't you?\Um... Himuro-senpai?\Your hand. Why...?\I-I'm sorry! response:	You see, I...
context: That's a lovely smile and a horrible comment!\Experiment 4: Himuro - Kanade Pair\It's really... a long time, isn't it? Thirty seconds...\You just start feeling the urge to laugh, don't you?\Um... Himuro-senpai?\Your hand. Why...?\I-I'm sorry!\You see, I... response:	I've never had any friends of the same gender as me.
context: Experiment 4: Himuro - Kanade Pair\It's really... a long time, isn't it? Thirty seconds...\You just start feeling the urge to laugh, don't you?\Um... Himuro-senpai?\Your hand. Why...?\I-I'm sorry!\You see, I...\I've never had any friends of the same gender as me. response:	Maybe it's my personality.
context: It's really... a long time, isn't it? Thirty seconds...\You just start feeling the urge to laugh, don't you?\Um... Himuro-senpai?\Your hand. Why...?\I-I'm sorry!\You see, I...\I've never had any friends of the same gender as me.\Maybe it's my personality. response:	I've just never been able to fit into groups of girls.
context: You just start feeling the urge to laugh, don't you?\Um... Himuro-senpai?\Your hand. Why...?\I-I'm sorry!\You see, I...\I've never had any friends of the same gender as me.\Maybe it's my personality.\I've just never been able to fit into groups of girls. response:	There wasn't a single one I felt close to.
