context: How is it? response:	Good!
context: Just come in!\You're disturbing the neighbors!\Is your school far, Rin-chan?\You already have to leave?\Uh-uh.\Kouki's mom is busy, so he always comes over early.\G-Good morning.\Daikichi, did you get married?! response:	Of course not! She's my cousin!
context: You're disturbing the neighbors!\Is your school far, Rin-chan?\You already have to leave?\Uh-uh.\Kouki's mom is busy, so he always comes over early.\G-Good morning.\Daikichi, did you get married?!\Of course not! She's my cousin! response:	Oh. Then like I figured, you're not gonna get married, huh?
context: Is your school far, Rin-chan?\You already have to leave?\Uh-uh.\Kouki's mom is busy, so he always comes over early.\G-Good morning.\Daikichi, did you get married?!\Of course not! She's my cousin!\Oh. Then like I figured, you're not gonna get married, huh? response:	What's like I figured supposed to mean?!
context: You already have to leave?\Uh-uh.\Kouki's mom is busy, so he always comes over early.\G-Good morning.\Daikichi, did you get married?!\Of course not! She's my cousin!\Oh. Then like I figured, you're not gonna get married, huh?\What's like I figured supposed to mean?! response:	Daikichi, do you wanna get married?
context: Uh-uh.\Kouki's mom is busy, so he always comes over early.\G-Good morning.\Daikichi, did you get married?!\Of course not! She's my cousin!\Oh. Then like I figured, you're not gonna get married, huh?\What's like I figured supposed to mean?!\Daikichi, do you wanna get married? response:	Look, I don't even know...
context: Kouki's mom is busy, so he always comes over early.\G-Good morning.\Daikichi, did you get married?!\Of course not! She's my cousin!\Oh. Then like I figured, you're not gonna get married, huh?\What's like I figured supposed to mean?!\Daikichi, do you wanna get married?\Look, I don't even know... response:	Mama, for you, single is better, right?
context: G-Good morning.\Daikichi, did you get married?!\Of course not! She's my cousin!\Oh. Then like I figured, you're not gonna get married, huh?\What's like I figured supposed to mean?!\Daikichi, do you wanna get married?\Look, I don't even know...\Mama, for you, single is better, right? response:	What's single?
context: Daikichi, did you get married?!\Of course not! She's my cousin!\Oh. Then like I figured, you're not gonna get married, huh?\What's like I figured supposed to mean?!\Daikichi, do you wanna get married?\Look, I don't even know...\Mama, for you, single is better, right?\What's single? response:	It's not getting married.
context: Of course not! She's my cousin!\Oh. Then like I figured, you're not gonna get married, huh?\What's like I figured supposed to mean?!\Daikichi, do you wanna get married?\Look, I don't even know...\Mama, for you, single is better, right?\What's single?\It's not getting married. response:	I know that one! Divorce, right?!
context: Oh. Then like I figured, you're not gonna get married, huh?\What's like I figured supposed to mean?!\Daikichi, do you wanna get married?\Look, I don't even know...\Mama, for you, single is better, right?\What's single?\It's not getting married.\I know that one! Divorce, right?! response:	I don't know divorce!
context: What's like I figured supposed to mean?!\Daikichi, do you wanna get married?\Look, I don't even know...\Mama, for you, single is better, right?\What's single?\It's not getting married.\I know that one! Divorce, right?!\I don't know divorce! response:	Reina-chan, your mom is married but single is better...
context: Daikichi, do you wanna get married?\Look, I don't even know...\Mama, for you, single is better, right?\What's single?\It's not getting married.\I know that one! Divorce, right?!\I don't know divorce!\Reina-chan, your mom is married but single is better... response:	Daikichi, you're single, but is married better for you?
context: Look, I don't even know...\Mama, for you, single is better, right?\What's single?\It's not getting married.\I know that one! Divorce, right?!\I don't know divorce!\Reina-chan, your mom is married but single is better...\Daikichi, you're single, but is married better for you? response:	Adults really are weird, you know?
context: Mama, for you, single is better, right?\What's single?\It's not getting married.\I know that one! Divorce, right?!\I don't know divorce!\Reina-chan, your mom is married but single is better...\Daikichi, you're single, but is married better for you?\Adults really are weird, you know? response:	They are, aren't they?
context: What's single?\It's not getting married.\I know that one! Divorce, right?!\I don't know divorce!\Reina-chan, your mom is married but single is better...\Daikichi, you're single, but is married better for you?\Adults really are weird, you know?\They are, aren't they? response:	Daikichi, can I have a rice ball?
context: It's not getting married.\I know that one! Divorce, right?!\I don't know divorce!\Reina-chan, your mom is married but single is better...\Daikichi, you're single, but is married better for you?\Adults really are weird, you know?\They are, aren't they?\Daikichi, can I have a rice ball? response:	You had breakfast before coming, didn't you?
context: I know that one! Divorce, right?!\I don't know divorce!\Reina-chan, your mom is married but single is better...\Daikichi, you're single, but is married better for you?\Adults really are weird, you know?\They are, aren't they?\Daikichi, can I have a rice ball?\You had breakfast before coming, didn't you? response:	Yeah.
context: I don't know divorce!\Reina-chan, your mom is married but single is better...\Daikichi, you're single, but is married better for you?\Adults really are weird, you know?\They are, aren't they?\Daikichi, can I have a rice ball?\You had breakfast before coming, didn't you?\Yeah. response:	Fine, have one.
context: Reina-chan, your mom is married but single is better...\Daikichi, you're single, but is married better for you?\Adults really are weird, you know?\They are, aren't they?\Daikichi, can I have a rice ball?\You had breakfast before coming, didn't you?\Yeah.\Fine, have one. response:	It was supposed to be for me, though...
context: Daikichi, you're single, but is married better for you?\Adults really are weird, you know?\They are, aren't they?\Daikichi, can I have a rice ball?\You had breakfast before coming, didn't you?\Yeah.\Fine, have one.\It was supposed to be for me, though... response:	Yes!!
context: Adults really are weird, you know?\They are, aren't they?\Daikichi, can I have a rice ball?\You had breakfast before coming, didn't you?\Yeah.\Fine, have one.\It was supposed to be for me, though...\Yes!! response:	You didn't eat breakfast?
context: They are, aren't they?\Daikichi, can I have a rice ball?\You had breakfast before coming, didn't you?\Yeah.\Fine, have one.\It was supposed to be for me, though...\Yes!!\You didn't eat breakfast? response:	Why did you eat again?
context: Daikichi, can I have a rice ball?\You had breakfast before coming, didn't you?\Yeah.\Fine, have one.\It was supposed to be for me, though...\Yes!!\You didn't eat breakfast?\Why did you eat again? response:	You're good-natured to a fault, Dai-chan.
context: You had breakfast before coming, didn't you?\Yeah.\Fine, have one.\It was supposed to be for me, though...\Yes!!\You didn't eat breakfast?\Why did you eat again?\You're good-natured to a fault, Dai-chan. response:	What's the problem?
context: Yeah.\Fine, have one.\It was supposed to be for me, though...\Yes!!\You didn't eat breakfast?\Why did you eat again?\You're good-natured to a fault, Dai-chan.\What's the problem? response:	I had one because I wanted one!
context: Fine, have one.\It was supposed to be for me, though...\Yes!!\You didn't eat breakfast?\Why did you eat again?\You're good-natured to a fault, Dai-chan.\What's the problem?\I had one because I wanted one! response:	What,'cause I gave him a rice ball?
context: It was supposed to be for me, though...\Yes!!\You didn't eat breakfast?\Why did you eat again?\You're good-natured to a fault, Dai-chan.\What's the problem?\I had one because I wanted one!\What,'cause I gave him a rice ball? response:	You're strange.
context: Yes!!\You didn't eat breakfast?\Why did you eat again?\You're good-natured to a fault, Dai-chan.\What's the problem?\I had one because I wanted one!\What,'cause I gave him a rice ball?\You're strange. response:	No, not that.
context: You didn't eat breakfast?\Why did you eat again?\You're good-natured to a fault, Dai-chan.\What's the problem?\I had one because I wanted one!\What,'cause I gave him a rice ball?\You're strange.\No, not that. response:	You must be just as busy as she is, right?
context: Why did you eat again?\You're good-natured to a fault, Dai-chan.\What's the problem?\I had one because I wanted one!\What,'cause I gave him a rice ball?\You're strange.\No, not that.\You must be just as busy as she is, right? response:	You really must have a thing for that beautiful mother...
context: You're good-natured to a fault, Dai-chan.\What's the problem?\I had one because I wanted one!\What,'cause I gave him a rice ball?\You're strange.\No, not that.\You must be just as busy as she is, right?\You really must have a thing for that beautiful mother... response:	St-Stu... Dumbass!
context: What's the problem?\I had one because I wanted one!\What,'cause I gave him a rice ball?\You're strange.\No, not that.\You must be just as busy as she is, right?\You really must have a thing for that beautiful mother...\St-Stu... Dumbass! response:	That again?!
context: I had one because I wanted one!\What,'cause I gave him a rice ball?\You're strange.\No, not that.\You must be just as busy as she is, right?\You really must have a thing for that beautiful mother...\St-Stu... Dumbass!\That again?! response:	I just thought I could help her out a little, is all...
context: What,'cause I gave him a rice ball?\You're strange.\No, not that.\You must be just as busy as she is, right?\You really must have a thing for that beautiful mother...\St-Stu... Dumbass!\That again?!\I just thought I could help her out a little, is all... response:	And Rin gets along with them, too, so...
context: You're strange.\No, not that.\You must be just as busy as she is, right?\You really must have a thing for that beautiful mother...\St-Stu... Dumbass!\That again?!\I just thought I could help her out a little, is all...\And Rin gets along with them, too, so... response:	But that's all it is.
context: No, not that.\You must be just as busy as she is, right?\You really must have a thing for that beautiful mother...\St-Stu... Dumbass!\That again?!\I just thought I could help her out a little, is all...\And Rin gets along with them, too, so...\But that's all it is. response:	I don't know the details,
context: You must be just as busy as she is, right?\You really must have a thing for that beautiful mother...\St-Stu... Dumbass!\That again?!\I just thought I could help her out a little, is all...\And Rin gets along with them, too, so...\But that's all it is.\I don't know the details, response:	but I'm pretty sure Kouki and his mother have been through a lot.
context: You really must have a thing for that beautiful mother...\St-Stu... Dumbass!\That again?!\I just thought I could help her out a little, is all...\And Rin gets along with them, too, so...\But that's all it is.\I don't know the details,\but I'm pretty sure Kouki and his mother have been through a lot. response:	It would be rude of me to be too forward.
context: St-Stu... Dumbass!\That again?!\I just thought I could help her out a little, is all...\And Rin gets along with them, too, so...\But that's all it is.\I don't know the details,\but I'm pretty sure Kouki and his mother have been through a lot.\It would be rude of me to be too forward. response:	It must be hard, being a woman on her own...
context: That again?!\I just thought I could help her out a little, is all...\And Rin gets along with them, too, so...\But that's all it is.\I don't know the details,\but I'm pretty sure Kouki and his mother have been through a lot.\It would be rude of me to be too forward.\It must be hard, being a woman on her own... response:	Reina! I told you before, if you don't hurry up, you're gonna be late!
context: I just thought I could help her out a little, is all...\And Rin gets along with them, too, so...\But that's all it is.\I don't know the details,\but I'm pretty sure Kouki and his mother have been through a lot.\It would be rude of me to be too forward.\It must be hard, being a woman on her own...\Reina! I told you before, if you don't hurry up, you're gonna be late! response:	Mama always has just one piece of toast.
context: And Rin gets along with them, too, so...\But that's all it is.\I don't know the details,\but I'm pretty sure Kouki and his mother have been through a lot.\It would be rude of me to be too forward.\It must be hard, being a woman on her own...\Reina! I told you before, if you don't hurry up, you're gonna be late!\Mama always has just one piece of toast. response:	Haruko...
context: But that's all it is.\I don't know the details,\but I'm pretty sure Kouki and his mother have been through a lot.\It would be rude of me to be too forward.\It must be hard, being a woman on her own...\Reina! I told you before, if you don't hurry up, you're gonna be late!\Mama always has just one piece of toast.\Haruko... response:	She says she's on a diet.
context: I don't know the details,\but I'm pretty sure Kouki and his mother have been through a lot.\It would be rude of me to be too forward.\It must be hard, being a woman on her own...\Reina! I told you before, if you don't hurry up, you're gonna be late!\Mama always has just one piece of toast.\Haruko...\She says she's on a diet. response:	Good morning!
context: but I'm pretty sure Kouki and his mother have been through a lot.\It would be rude of me to be too forward.\It must be hard, being a woman on her own...\Reina! I told you before, if you don't hurry up, you're gonna be late!\Mama always has just one piece of toast.\Haruko...\She says she's on a diet.\Good morning! response:	Good morning.
context: It would be rude of me to be too forward.\It must be hard, being a woman on her own...\Reina! I told you before, if you don't hurry up, you're gonna be late!\Mama always has just one piece of toast.\Haruko...\She says she's on a diet.\Good morning!\Good morning. response:	It's a secret that we're staying with Daikichi.
context: It must be hard, being a woman on her own...\Reina! I told you before, if you don't hurry up, you're gonna be late!\Mama always has just one piece of toast.\Haruko...\She says she's on a diet.\Good morning!\Good morning.\It's a secret that we're staying with Daikichi. response:	Why?
context: Reina! I told you before, if you don't hurry up, you're gonna be late!\Mama always has just one piece of toast.\Haruko...\She says she's on a diet.\Good morning!\Good morning.\It's a secret that we're staying with Daikichi.\Why? response:	Because I said so! Understand?
context: Mama always has just one piece of toast.\Haruko...\She says she's on a diet.\Good morning!\Good morning.\It's a secret that we're staying with Daikichi.\Why?\Because I said so! Understand? response:	Okay!
context: Haruko...\She says she's on a diet.\Good morning!\Good morning.\It's a secret that we're staying with Daikichi.\Why?\Because I said so! Understand?\Okay! response:	Good morning!
context: She says she's on a diet.\Good morning!\Good morning.\It's a secret that we're staying with Daikichi.\Why?\Because I said so! Understand?\Okay!\Good morning! response:	Good morning!
context: Good morning!\Good morning.\It's a secret that we're staying with Daikichi.\Why?\Because I said so! Understand?\Okay!\Good morning!\Good morning! response:	Reina-chan, did you come with your mother?
context: Good morning.\It's a secret that we're staying with Daikichi.\Why?\Because I said so! Understand?\Okay!\Good morning!\Good morning!\Reina-chan, did you come with your mother? response:	Yeah, that's right!
context: It's a secret that we're staying with Daikichi.\Why?\Because I said so! Understand?\Okay!\Good morning!\Good morning!\Reina-chan, did you come with your mother?\Yeah, that's right! response:	We secretly ran away from home, so I came by train today!
context: Why?\Because I said so! Understand?\Okay!\Good morning!\Good morning!\Reina-chan, did you come with your mother?\Yeah, that's right!\We secretly ran away from home, so I came by train today! response:	What the...?!
context: Because I said so! Understand?\Okay!\Good morning!\Good morning!\Reina-chan, did you come with your mother?\Yeah, that's right!\We secretly ran away from home, so I came by train today!\What the...?! response:	Wait!
context: Okay!\Good morning!\Good morning!\Reina-chan, did you come with your mother?\Yeah, that's right!\We secretly ran away from home, so I came by train today!\What the...?!\Wait! response:	Hey!
context: Good morning!\Good morning!\Reina-chan, did you come with your mother?\Yeah, that's right!\We secretly ran away from home, so I came by train today!\What the...?!\Wait!\Hey! response:	Didn't I tell you to hold onto it tight?!
context: Good morning!\Reina-chan, did you come with your mother?\Yeah, that's right!\We secretly ran away from home, so I came by train today!\What the...?!\Wait!\Hey!\Didn't I tell you to hold onto it tight?! response:	I'm not gonna get another one for you!
context: Reina-chan, did you come with your mother?\Yeah, that's right!\We secretly ran away from home, so I came by train today!\What the...?!\Wait!\Hey!\Didn't I tell you to hold onto it tight?!\I'm not gonna get another one for you! response:	But maybe it'll get home before us!
context: Yeah, that's right!\We secretly ran away from home, so I came by train today!\What the...?!\Wait!\Hey!\Didn't I tell you to hold onto it tight?!\I'm not gonna get another one for you!\But maybe it'll get home before us! response:	Maybe! Maybe it will...
context: We secretly ran away from home, so I came by train today!\What the...?!\Wait!\Hey!\Didn't I tell you to hold onto it tight?!\I'm not gonna get another one for you!\But maybe it'll get home before us!\Maybe! Maybe it will... response:	Have a nice evening.
context: What the...?!\Wait!\Hey!\Didn't I tell you to hold onto it tight?!\I'm not gonna get another one for you!\But maybe it'll get home before us!\Maybe! Maybe it will...\Have a nice evening. response:	Huh? You're working late.
context: Wait!\Hey!\Didn't I tell you to hold onto it tight?!\I'm not gonna get another one for you!\But maybe it'll get home before us!\Maybe! Maybe it will...\Have a nice evening.\Huh? You're working late. response:	Yeah, my husband's watching him at home.
context: Hey!\Didn't I tell you to hold onto it tight?!\I'm not gonna get another one for you!\But maybe it'll get home before us!\Maybe! Maybe it will...\Have a nice evening.\Huh? You're working late.\Yeah, my husband's watching him at home. response:	Oh. How's Yuu-kun doing?
context: Didn't I tell you to hold onto it tight?!\I'm not gonna get another one for you!\But maybe it'll get home before us!\Maybe! Maybe it will...\Have a nice evening.\Huh? You're working late.\Yeah, my husband's watching him at home.\Oh. How's Yuu-kun doing? response:	He's fine!
context: I'm not gonna get another one for you!\But maybe it'll get home before us!\Maybe! Maybe it will...\Have a nice evening.\Huh? You're working late.\Yeah, my husband's watching him at home.\Oh. How's Yuu-kun doing?\He's fine! response:	Actually, he's so rambunctious these days, he's more than I can handle.
context: But maybe it'll get home before us!\Maybe! Maybe it will...\Have a nice evening.\Huh? You're working late.\Yeah, my husband's watching him at home.\Oh. How's Yuu-kun doing?\He's fine!\Actually, he's so rambunctious these days, he's more than I can handle. response:	But it's nice that your husband helps out.
context: Maybe! Maybe it will...\Have a nice evening.\Huh? You're working late.\Yeah, my husband's watching him at home.\Oh. How's Yuu-kun doing?\He's fine!\Actually, he's so rambunctious these days, he's more than I can handle.\But it's nice that your husband helps out. response:	This is the first time!
context: Have a nice evening.\Huh? You're working late.\Yeah, my husband's watching him at home.\Oh. How's Yuu-kun doing?\He's fine!\Actually, he's so rambunctious these days, he's more than I can handle.\But it's nice that your husband helps out.\This is the first time! response:	His business trip was suddenly rescheduled, so he has the day off.
context: Huh? You're working late.\Yeah, my husband's watching him at home.\Oh. How's Yuu-kun doing?\He's fine!\Actually, he's so rambunctious these days, he's more than I can handle.\But it's nice that your husband helps out.\This is the first time!\His business trip was suddenly rescheduled, so he has the day off. response:	Oh...
context: Yeah, my husband's watching him at home.\Oh. How's Yuu-kun doing?\He's fine!\Actually, he's so rambunctious these days, he's more than I can handle.\But it's nice that your husband helps out.\This is the first time!\His business trip was suddenly rescheduled, so he has the day off.\Oh... response:	There's no way I can rely on my husband to raise our kid.
context: Oh. How's Yuu-kun doing?\He's fine!\Actually, he's so rambunctious these days, he's more than I can handle.\But it's nice that your husband helps out.\This is the first time!\His business trip was suddenly rescheduled, so he has the day off.\Oh...\There's no way I can rely on my husband to raise our kid. response:	Hurry up! Hurry up!
context: He's fine!\Actually, he's so rambunctious these days, he's more than I can handle.\But it's nice that your husband helps out.\This is the first time!\His business trip was suddenly rescheduled, so he has the day off.\Oh...\There's no way I can rely on my husband to raise our kid.\Hurry up! Hurry up! response:	Reina-chan is waiting!
context: Actually, he's so rambunctious these days, he's more than I can handle.\But it's nice that your husband helps out.\This is the first time!\His business trip was suddenly rescheduled, so he has the day off.\Oh...\There's no way I can rely on my husband to raise our kid.\Hurry up! Hurry up!\Reina-chan is waiting! response:	Okay, okay...
context: But it's nice that your husband helps out.\This is the first time!\His business trip was suddenly rescheduled, so he has the day off.\Oh...\There's no way I can rely on my husband to raise our kid.\Hurry up! Hurry up!\Reina-chan is waiting!\Okay, okay... response:	We're home! Reina-chan!
context: This is the first time!\His business trip was suddenly rescheduled, so he has the day off.\Oh...\There's no way I can rely on my husband to raise our kid.\Hurry up! Hurry up!\Reina-chan is waiting!\Okay, okay...\We're home! Reina-chan! response:	They fell asleep right away tonight.
context: His business trip was suddenly rescheduled, so he has the day off.\Oh...\There's no way I can rely on my husband to raise our kid.\Hurry up! Hurry up!\Reina-chan is waiting!\Okay, okay...\We're home! Reina-chan!\They fell asleep right away tonight. response:	Haruko, don't tell me...
context: Oh...\There's no way I can rely on my husband to raise our kid.\Hurry up! Hurry up!\Reina-chan is waiting!\Okay, okay...\We're home! Reina-chan!\They fell asleep right away tonight.\Haruko, don't tell me... response:	You don't intend to make a big thing of this, do you?
context: There's no way I can rely on my husband to raise our kid.\Hurry up! Hurry up!\Reina-chan is waiting!\Okay, okay...\We're home! Reina-chan!\They fell asleep right away tonight.\Haruko, don't tell me...\You don't intend to make a big thing of this, do you? response:	Oh, you mean divorce or something like that?
context: Hurry up! Hurry up!\Reina-chan is waiting!\Okay, okay...\We're home! Reina-chan!\They fell asleep right away tonight.\Haruko, don't tell me...\You don't intend to make a big thing of this, do you?\Oh, you mean divorce or something like that? response:	Yeah, that.
context: Reina-chan is waiting!\Okay, okay...\We're home! Reina-chan!\They fell asleep right away tonight.\Haruko, don't tell me...\You don't intend to make a big thing of this, do you?\Oh, you mean divorce or something like that?\Yeah, that. response:	No, no. That won't happen.
context: Okay, okay...\We're home! Reina-chan!\They fell asleep right away tonight.\Haruko, don't tell me...\You don't intend to make a big thing of this, do you?\Oh, you mean divorce or something like that?\Yeah, that.\No, no. That won't happen. response:	W-What the hell? I wasted time worrying about it.
context: We're home! Reina-chan!\They fell asleep right away tonight.\Haruko, don't tell me...\You don't intend to make a big thing of this, do you?\Oh, you mean divorce or something like that?\Yeah, that.\No, no. That won't happen.\W-What the hell? I wasted time worrying about it. response:	Well, I have thought about it any number of times...
context: They fell asleep right away tonight.\Haruko, don't tell me...\You don't intend to make a big thing of this, do you?\Oh, you mean divorce or something like that?\Yeah, that.\No, no. That won't happen.\W-What the hell? I wasted time worrying about it.\Well, I have thought about it any number of times... response:	In fact, I think about it almost every day...
context: Haruko, don't tell me...\You don't intend to make a big thing of this, do you?\Oh, you mean divorce or something like that?\Yeah, that.\No, no. That won't happen.\W-What the hell? I wasted time worrying about it.\Well, I have thought about it any number of times...\In fact, I think about it almost every day... response:	After all, if I come to think of my husband as the enemy
context: You don't intend to make a big thing of this, do you?\Oh, you mean divorce or something like that?\Yeah, that.\No, no. That won't happen.\W-What the hell? I wasted time worrying about it.\Well, I have thought about it any number of times...\In fact, I think about it almost every day...\After all, if I come to think of my husband as the enemy response:	while living in his family's house...
context: Oh, you mean divorce or something like that?\Yeah, that.\No, no. That won't happen.\W-What the hell? I wasted time worrying about it.\Well, I have thought about it any number of times...\In fact, I think about it almost every day...\After all, if I come to think of my husband as the enemy\while living in his family's house... response:	Except for Reina, they're all enemies to me.
context: Yeah, that.\No, no. That won't happen.\W-What the hell? I wasted time worrying about it.\Well, I have thought about it any number of times...\In fact, I think about it almost every day...\After all, if I come to think of my husband as the enemy\while living in his family's house...\Except for Reina, they're all enemies to me. response:	I think of just the two of us as family.
context: No, no. That won't happen.\W-What the hell? I wasted time worrying about it.\Well, I have thought about it any number of times...\In fact, I think about it almost every day...\After all, if I come to think of my husband as the enemy\while living in his family's house...\Except for Reina, they're all enemies to me.\I think of just the two of us as family. response:	But that isn't being realistic, is it?
context: W-What the hell? I wasted time worrying about it.\Well, I have thought about it any number of times...\In fact, I think about it almost every day...\After all, if I come to think of my husband as the enemy\while living in his family's house...\Except for Reina, they're all enemies to me.\I think of just the two of us as family.\But that isn't being realistic, is it? response:	There's Reina... and the question of my ability to earn a living...
context: Well, I have thought about it any number of times...\In fact, I think about it almost every day...\After all, if I come to think of my husband as the enemy\while living in his family's house...\Except for Reina, they're all enemies to me.\I think of just the two of us as family.\But that isn't being realistic, is it?\There's Reina... and the question of my ability to earn a living... response:	And all the problems I'd have to face before I could reach that point...
context: In fact, I think about it almost every day...\After all, if I come to think of my husband as the enemy\while living in his family's house...\Except for Reina, they're all enemies to me.\I think of just the two of us as family.\But that isn't being realistic, is it?\There's Reina... and the question of my ability to earn a living...\And all the problems I'd have to face before I could reach that point... response:	In my case, at the end of the day, it looks like I'm better off where I am.
context: After all, if I come to think of my husband as the enemy\while living in his family's house...\Except for Reina, they're all enemies to me.\I think of just the two of us as family.\But that isn't being realistic, is it?\There's Reina... and the question of my ability to earn a living...\And all the problems I'd have to face before I could reach that point...\In my case, at the end of the day, it looks like I'm better off where I am. response:	I got engaged soon after I joined the company...
context: while living in his family's house...\Except for Reina, they're all enemies to me.\I think of just the two of us as family.\But that isn't being realistic, is it?\There's Reina... and the question of my ability to earn a living...\And all the problems I'd have to face before I could reach that point...\In my case, at the end of the day, it looks like I'm better off where I am.\I got engaged soon after I joined the company... response:	When I was young, all I thought about was becoming a good wife.
context: Except for Reina, they're all enemies to me.\I think of just the two of us as family.\But that isn't being realistic, is it?\There's Reina... and the question of my ability to earn a living...\And all the problems I'd have to face before I could reach that point...\In my case, at the end of the day, it looks like I'm better off where I am.\I got engaged soon after I joined the company...\When I was young, all I thought about was becoming a good wife. response:	I have no choice... do I?
context: I think of just the two of us as family.\But that isn't being realistic, is it?\There's Reina... and the question of my ability to earn a living...\And all the problems I'd have to face before I could reach that point...\In my case, at the end of the day, it looks like I'm better off where I am.\I got engaged soon after I joined the company...\When I was young, all I thought about was becoming a good wife.\I have no choice... do I? response:	And that's the only way I can protect Reina...
context: But that isn't being realistic, is it?\There's Reina... and the question of my ability to earn a living...\And all the problems I'd have to face before I could reach that point...\In my case, at the end of the day, it looks like I'm better off where I am.\I got engaged soon after I joined the company...\When I was young, all I thought about was becoming a good wife.\I have no choice... do I?\And that's the only way I can protect Reina... response:	You know, I've never been married, but it seems like it's hard,
context: There's Reina... and the question of my ability to earn a living...\And all the problems I'd have to face before I could reach that point...\In my case, at the end of the day, it looks like I'm better off where I am.\I got engaged soon after I joined the company...\When I was young, all I thought about was becoming a good wife.\I have no choice... do I?\And that's the only way I can protect Reina...\You know, I've never been married, but it seems like it's hard, response:	even for a normal family.
context: And all the problems I'd have to face before I could reach that point...\In my case, at the end of the day, it looks like I'm better off where I am.\I got engaged soon after I joined the company...\When I was young, all I thought about was becoming a good wife.\I have no choice... do I?\And that's the only way I can protect Reina...\You know, I've never been married, but it seems like it's hard,\even for a normal family. response:	Dai-chan, you do it all by yourself.
context: In my case, at the end of the day, it looks like I'm better off where I am.\I got engaged soon after I joined the company...\When I was young, all I thought about was becoming a good wife.\I have no choice... do I?\And that's the only way I can protect Reina...\You know, I've never been married, but it seems like it's hard,\even for a normal family.\Dai-chan, you do it all by yourself. response:	It's amazing.
context: I got engaged soon after I joined the company...\When I was young, all I thought about was becoming a good wife.\I have no choice... do I?\And that's the only way I can protect Reina...\You know, I've never been married, but it seems like it's hard,\even for a normal family.\Dai-chan, you do it all by yourself.\It's amazing. response:	Nah, I haven't been able to do anything for her.
context: When I was young, all I thought about was becoming a good wife.\I have no choice... do I?\And that's the only way I can protect Reina...\You know, I've never been married, but it seems like it's hard,\even for a normal family.\Dai-chan, you do it all by yourself.\It's amazing.\Nah, I haven't been able to do anything for her. response:	That's not true. Rin-chan looks really happy.
context: I have no choice... do I?\And that's the only way I can protect Reina...\You know, I've never been married, but it seems like it's hard,\even for a normal family.\Dai-chan, you do it all by yourself.\It's amazing.\Nah, I haven't been able to do anything for her.\That's not true. Rin-chan looks really happy. response:	When she's cooking for you, for example...
context: And that's the only way I can protect Reina...\You know, I've never been married, but it seems like it's hard,\even for a normal family.\Dai-chan, you do it all by yourself.\It's amazing.\Nah, I haven't been able to do anything for her.\That's not true. Rin-chan looks really happy.\When she's cooking for you, for example... response:	Kouki-kun and his mom are doing their best too, with just the two of them.
context: You know, I've never been married, but it seems like it's hard,\even for a normal family.\Dai-chan, you do it all by yourself.\It's amazing.\Nah, I haven't been able to do anything for her.\That's not true. Rin-chan looks really happy.\When she's cooking for you, for example...\Kouki-kun and his mom are doing their best too, with just the two of them. response:	So Reina and I can hang in there.
context: even for a normal family.\Dai-chan, you do it all by yourself.\It's amazing.\Nah, I haven't been able to do anything for her.\That's not true. Rin-chan looks really happy.\When she's cooking for you, for example...\Kouki-kun and his mom are doing their best too, with just the two of them.\So Reina and I can hang in there. response:	All this the two of us...
context: Dai-chan, you do it all by yourself.\It's amazing.\Nah, I haven't been able to do anything for her.\That's not true. Rin-chan looks really happy.\When she's cooking for you, for example...\Kouki-kun and his mom are doing their best too, with just the two of them.\So Reina and I can hang in there.\All this the two of us... response:	Do you talk to your husband about this?
context: It's amazing.\Nah, I haven't been able to do anything for her.\That's not true. Rin-chan looks really happy.\When she's cooking for you, for example...\Kouki-kun and his mom are doing their best too, with just the two of them.\So Reina and I can hang in there.\All this the two of us...\Do you talk to your husband about this? response:	Mmm, he works overtime every night and we never have a decent conversation.
context: Nah, I haven't been able to do anything for her.\That's not true. Rin-chan looks really happy.\When she's cooking for you, for example...\Kouki-kun and his mom are doing their best too, with just the two of them.\So Reina and I can hang in there.\All this the two of us...\Do you talk to your husband about this?\Mmm, he works overtime every night and we never have a decent conversation. response:	That's why Reina and I will do our best.
context: That's not true. Rin-chan looks really happy.\When she's cooking for you, for example...\Kouki-kun and his mom are doing their best too, with just the two of them.\So Reina and I can hang in there.\All this the two of us...\Do you talk to your husband about this?\Mmm, he works overtime every night and we never have a decent conversation.\That's why Reina and I will do our best. response:	Besides, I've been putting up with it for years now.
context: When she's cooking for you, for example...\Kouki-kun and his mom are doing their best too, with just the two of them.\So Reina and I can hang in there.\All this the two of us...\Do you talk to your husband about this?\Mmm, he works overtime every night and we never have a decent conversation.\That's why Reina and I will do our best.\Besides, I've been putting up with it for years now. response:	I'm sure I can keep at it.
context: Kouki-kun and his mom are doing their best too, with just the two of them.\So Reina and I can hang in there.\All this the two of us...\Do you talk to your husband about this?\Mmm, he works overtime every night and we never have a decent conversation.\That's why Reina and I will do our best.\Besides, I've been putting up with it for years now.\I'm sure I can keep at it. response:	As long as I try to not feel anything, I can hold out, more or less.
context: So Reina and I can hang in there.\All this the two of us...\Do you talk to your husband about this?\Mmm, he works overtime every night and we never have a decent conversation.\That's why Reina and I will do our best.\Besides, I've been putting up with it for years now.\I'm sure I can keep at it.\As long as I try to not feel anything, I can hold out, more or less. response:	That sounds really unhealthy...
context: All this the two of us...\Do you talk to your husband about this?\Mmm, he works overtime every night and we never have a decent conversation.\That's why Reina and I will do our best.\Besides, I've been putting up with it for years now.\I'm sure I can keep at it.\As long as I try to not feel anything, I can hold out, more or less.\That sounds really unhealthy... response:	It's just the opposite!
