context: Hey! What are you looking for today? response:	Non-player characters...
context: In the real world, all I could hear was her voice.\And when I saw her, I couldn't see her face.\No, no, no.\You can tell some things from the voice...\Stupid pervert Naotsugu.\Better than being a closet pervert!\Shut up... You're making my tea taste bad.\So let's talk about which is better, being closeted or open! response:	Hey, Shiro!
context: And when I saw her, I couldn't see her face.\No, no, no.\You can tell some things from the voice...\Stupid pervert Naotsugu.\Better than being a closet pervert!\Shut up... You're making my tea taste bad.\So let's talk about which is better, being closeted or open!\Hey, Shiro! response:	The rain clouds are closing in.
context: No, no, no.\You can tell some things from the voice...\Stupid pervert Naotsugu.\Better than being a closet pervert!\Shut up... You're making my tea taste bad.\So let's talk about which is better, being closeted or open!\Hey, Shiro!\The rain clouds are closing in. response:	Shiroe, we should probably find some shelter soon.
context: You can tell some things from the voice...\Stupid pervert Naotsugu.\Better than being a closet pervert!\Shut up... You're making my tea taste bad.\So let's talk about which is better, being closeted or open!\Hey, Shiro!\The rain clouds are closing in.\Shiroe, we should probably find some shelter soon. response:	Yes.
context: Stupid pervert Naotsugu.\Better than being a closet pervert!\Shut up... You're making my tea taste bad.\So let's talk about which is better, being closeted or open!\Hey, Shiro!\The rain clouds are closing in.\Shiroe, we should probably find some shelter soon.\Yes. response:	In this zone,
context: Better than being a closet pervert!\Shut up... You're making my tea taste bad.\So let's talk about which is better, being closeted or open!\Hey, Shiro!\The rain clouds are closing in.\Shiroe, we should probably find some shelter soon.\Yes.\In this zone, response:	I think there's a village past those woods.
context: Shut up... You're making my tea taste bad.\So let's talk about which is better, being closeted or open!\Hey, Shiro!\The rain clouds are closing in.\Shiroe, we should probably find some shelter soon.\Yes.\In this zone,\I think there's a village past those woods. response:	Where are we?
context: So let's talk about which is better, being closeted or open!\Hey, Shiro!\The rain clouds are closing in.\Shiroe, we should probably find some shelter soon.\Yes.\In this zone,\I think there's a village past those woods.\Where are we? response:	The south end of the Arb Highlands.
context: Hey, Shiro!\The rain clouds are closing in.\Shiroe, we should probably find some shelter soon.\Yes.\In this zone,\I think there's a village past those woods.\Where are we?\The south end of the Arb Highlands. response:	Shiroe...
context: The rain clouds are closing in.\Shiroe, we should probably find some shelter soon.\Yes.\In this zone,\I think there's a village past those woods.\Where are we?\The south end of the Arb Highlands.\Shiroe... response:	Yes?
context: Shiroe, we should probably find some shelter soon.\Yes.\In this zone,\I think there's a village past those woods.\Where are we?\The south end of the Arb Highlands.\Shiroe...\Yes? response:	Have you been alone since then?
context: Yes.\In this zone,\I think there's a village past those woods.\Where are we?\The south end of the Arb Highlands.\Shiroe...\Yes?\Have you been alone since then? response:	Without joining any guilds?
context: In this zone,\I think there's a village past those woods.\Where are we?\The south end of the Arb Highlands.\Shiroe...\Yes?\Have you been alone since then?\Without joining any guilds? response:	Wh-What about you? What happened with that guild?
context: I think there's a village past those woods.\Where are we?\The south end of the Arb Highlands.\Shiroe...\Yes?\Have you been alone since then?\Without joining any guilds?\Wh-What about you? What happened with that guild? response:	Um, you know...
context: Where are we?\The south end of the Arb Highlands.\Shiroe...\Yes?\Have you been alone since then?\Without joining any guilds?\Wh-What about you? What happened with that guild?\Um, you know... response:	The Cat Food guild!
context: The south end of the Arb Highlands.\Shiroe...\Yes?\Have you been alone since then?\Without joining any guilds?\Wh-What about you? What happened with that guild?\Um, you know...\The Cat Food guild! response:	What's that?
context: Shiroe...\Yes?\Have you been alone since then?\Without joining any guilds?\Wh-What about you? What happened with that guild?\Um, you know...\The Cat Food guild!\What's that? response:	A proud organization comprised solely of cat people.
context: Yes?\Have you been alone since then?\Without joining any guilds?\Wh-What about you? What happened with that guild?\Um, you know...\The Cat Food guild!\What's that?\A proud organization comprised solely of cat people. response:	I loved sitting on the porch, but the house was getting old.
context: Have you been alone since then?\Without joining any guilds?\Wh-What about you? What happened with that guild?\Um, you know...\The Cat Food guild!\What's that?\A proud organization comprised solely of cat people.\I loved sitting on the porch, but the house was getting old. response:	Something like that...
context: Without joining any guilds?\Wh-What about you? What happened with that guild?\Um, you know...\The Cat Food guild!\What's that?\A proud organization comprised solely of cat people.\I loved sitting on the porch, but the house was getting old.\Something like that... response:	How wonderful!
context: Wh-What about you? What happened with that guild?\Um, you know...\The Cat Food guild!\What's that?\A proud organization comprised solely of cat people.\I loved sitting on the porch, but the house was getting old.\Something like that...\How wonderful! response:	But it couldn't handle the bad weather,
context: Um, you know...\The Cat Food guild!\What's that?\A proud organization comprised solely of cat people.\I loved sitting on the porch, but the house was getting old.\Something like that...\How wonderful!\But it couldn't handle the bad weather, response:	so half the house caved in.
context: The Cat Food guild!\What's that?\A proud organization comprised solely of cat people.\I loved sitting on the porch, but the house was getting old.\Something like that...\How wonderful!\But it couldn't handle the bad weather,\so half the house caved in. response:	Then it basically disbanded...
context: What's that?\A proud organization comprised solely of cat people.\I loved sitting on the porch, but the house was getting old.\Something like that...\How wonderful!\But it couldn't handle the bad weather,\so half the house caved in.\Then it basically disbanded... response:	Hello!
context: A proud organization comprised solely of cat people.\I loved sitting on the porch, but the house was getting old.\Something like that...\How wonderful!\But it couldn't handle the bad weather,\so half the house caved in.\Then it basically disbanded...\Hello! response:	We're travelers.
context: I loved sitting on the porch, but the house was getting old.\Something like that...\How wonderful!\But it couldn't handle the bad weather,\so half the house caved in.\Then it basically disbanded...\Hello!\We're travelers. response:	Could you put us up for the night?
context: Something like that...\How wonderful!\But it couldn't handle the bad weather,\so half the house caved in.\Then it basically disbanded...\Hello!\We're travelers.\Could you put us up for the night? response:	Oh, my... Adventurers?
context: How wonderful!\But it couldn't handle the bad weather,\so half the house caved in.\Then it basically disbanded...\Hello!\We're travelers.\Could you put us up for the night?\Oh, my... Adventurers? response:	That's a rare sight.
context: But it couldn't handle the bad weather,\so half the house caved in.\Then it basically disbanded...\Hello!\We're travelers.\Could you put us up for the night?\Oh, my... Adventurers?\That's a rare sight. response:	Yo!
context: so half the house caved in.\Then it basically disbanded...\Hello!\We're travelers.\Could you put us up for the night?\Oh, my... Adventurers?\That's a rare sight.\Yo! response:	A non-player character? A Person of the Land?
context: Then it basically disbanded...\Hello!\We're travelers.\Could you put us up for the night?\Oh, my... Adventurers?\That's a rare sight.\Yo!\A non-player character? A Person of the Land? response:	My name is Fedor. I'm the village ombudsman.
context: Hello!\We're travelers.\Could you put us up for the night?\Oh, my... Adventurers?\That's a rare sight.\Yo!\A non-player character? A Person of the Land?\My name is Fedor. I'm the village ombudsman. response:	Nice to meet you.
context: We're travelers.\Could you put us up for the night?\Oh, my... Adventurers?\That's a rare sight.\Yo!\A non-player character? A Person of the Land?\My name is Fedor. I'm the village ombudsman.\Nice to meet you. response:	Nice to meet you.
context: Could you put us up for the night?\Oh, my... Adventurers?\That's a rare sight.\Yo!\A non-player character? A Person of the Land?\My name is Fedor. I'm the village ombudsman.\Nice to meet you.\Nice to meet you. response:	Eh? So you have a name...
context: Oh, my... Adventurers?\That's a rare sight.\Yo!\A non-player character? A Person of the Land?\My name is Fedor. I'm the village ombudsman.\Nice to meet you.\Nice to meet you.\Eh? So you have a name... response:	You may use this barn as you like.
context: That's a rare sight.\Yo!\A non-player character? A Person of the Land?\My name is Fedor. I'm the village ombudsman.\Nice to meet you.\Nice to meet you.\Eh? So you have a name...\You may use this barn as you like. response:	Thank you.
context: Yo!\A non-player character? A Person of the Land?\My name is Fedor. I'm the village ombudsman.\Nice to meet you.\Nice to meet you.\Eh? So you have a name...\You may use this barn as you like.\Thank you. response:	Straw!
context: A non-player character? A Person of the Land?\My name is Fedor. I'm the village ombudsman.\Nice to meet you.\Nice to meet you.\Eh? So you have a name...\You may use this barn as you like.\Thank you.\Straw! response:	Move. We have to give everyone some.
context: My name is Fedor. I'm the village ombudsman.\Nice to meet you.\Nice to meet you.\Eh? So you have a name...\You may use this barn as you like.\Thank you.\Straw!\Move. We have to give everyone some. response:	What?
context: Nice to meet you.\Nice to meet you.\Eh? So you have a name...\You may use this barn as you like.\Thank you.\Straw!\Move. We have to give everyone some.\What? response:	Do you have a hearth?
context: Nice to meet you.\Eh? So you have a name...\You may use this barn as you like.\Thank you.\Straw!\Move. We have to give everyone some.\What?\Do you have a hearth? response:	Right over there.
context: Eh? So you have a name...\You may use this barn as you like.\Thank you.\Straw!\Move. We have to give everyone some.\What?\Do you have a hearth?\Right over there. response:	Let's go prepare dinner, Nyanta.
context: You may use this barn as you like.\Thank you.\Straw!\Move. We have to give everyone some.\What?\Do you have a hearth?\Right over there.\Let's go prepare dinner, Nyanta. response:	Give me more!
context: Thank you.\Straw!\Move. We have to give everyone some.\What?\Do you have a hearth?\Right over there.\Let's go prepare dinner, Nyanta.\Give me more! response:	This is for my lord!
context: Straw!\Move. We have to give everyone some.\What?\Do you have a hearth?\Right over there.\Let's go prepare dinner, Nyanta.\Give me more!\This is for my lord! response:	What?
context: Move. We have to give everyone some.\What?\Do you have a hearth?\Right over there.\Let's go prepare dinner, Nyanta.\Give me more!\This is for my lord!\What? response:	Your friends are quite lively.
context: What?\Do you have a hearth?\Right over there.\Let's go prepare dinner, Nyanta.\Give me more!\This is for my lord!\What?\Your friends are quite lively. response:	Yeah...
context: Do you have a hearth?\Right over there.\Let's go prepare dinner, Nyanta.\Give me more!\This is for my lord!\What?\Your friends are quite lively.\Yeah... response:	Oh... So you're going to Akihabara.
context: Right over there.\Let's go prepare dinner, Nyanta.\Give me more!\This is for my lord!\What?\Your friends are quite lively.\Yeah...\Oh... So you're going to Akihabara. response:	Yes.
context: Let's go prepare dinner, Nyanta.\Give me more!\This is for my lord!\What?\Your friends are quite lively.\Yeah...\Oh... So you're going to Akihabara.\Yes. response:	We People of the Land travel little.
context: Give me more!\This is for my lord!\What?\Your friends are quite lively.\Yeah...\Oh... So you're going to Akihabara.\Yes.\We People of the Land travel little. response:	If you want to hear tales of our travels, we have plenty!
context: This is for my lord!\What?\Your friends are quite lively.\Yeah...\Oh... So you're going to Akihabara.\Yes.\We People of the Land travel little.\If you want to hear tales of our travels, we have plenty! response:	I'd love to hear them.
context: What?\Your friends are quite lively.\Yeah...\Oh... So you're going to Akihabara.\Yes.\We People of the Land travel little.\If you want to hear tales of our travels, we have plenty!\I'd love to hear them. response:	Don't just stand there... Come in.
context: Your friends are quite lively.\Yeah...\Oh... So you're going to Akihabara.\Yes.\We People of the Land travel little.\If you want to hear tales of our travels, we have plenty!\I'd love to hear them.\Don't just stand there... Come in. response:	Don't be afraid.
context: Yeah...\Oh... So you're going to Akihabara.\Yes.\We People of the Land travel little.\If you want to hear tales of our travels, we have plenty!\I'd love to hear them.\Don't just stand there... Come in.\Don't be afraid. response:	Hi!
context: Oh... So you're going to Akihabara.\Yes.\We People of the Land travel little.\If you want to hear tales of our travels, we have plenty!\I'd love to hear them.\Don't just stand there... Come in.\Don't be afraid.\Hi! response:	Hello.
context: Yes.\We People of the Land travel little.\If you want to hear tales of our travels, we have plenty!\I'd love to hear them.\Don't just stand there... Come in.\Don't be afraid.\Hi!\Hello. response:	You're cute...
context: We People of the Land travel little.\If you want to hear tales of our travels, we have plenty!\I'd love to hear them.\Don't just stand there... Come in.\Don't be afraid.\Hi!\Hello.\You're cute... response:	Who are you?
context: If you want to hear tales of our travels, we have plenty!\I'd love to hear them.\Don't just stand there... Come in.\Don't be afraid.\Hi!\Hello.\You're cute...\Who are you? response:	Mischa!
context: I'd love to hear them.\Don't just stand there... Come in.\Don't be afraid.\Hi!\Hello.\You're cute...\Who are you?\Mischa! response:	Ivan!
context: Don't just stand there... Come in.\Don't be afraid.\Hi!\Hello.\You're cute...\Who are you?\Mischa!\Ivan! response:	Mischa and Ivan, huh?
context: Don't be afraid.\Hi!\Hello.\You're cute...\Who are you?\Mischa!\Ivan!\Mischa and Ivan, huh? response:	Good names!
context: Hi!\Hello.\You're cute...\Who are you?\Mischa!\Ivan!\Mischa and Ivan, huh?\Good names! response:	A ninja?
context: Hello.\You're cute...\Who are you?\Mischa!\Ivan!\Mischa and Ivan, huh?\Good names!\A ninja? response:	A ninja!
context: You're cute...\Who are you?\Mischa!\Ivan!\Mischa and Ivan, huh?\Good names!\A ninja?\A ninja! response:	It's a ninja!
context: Who are you?\Mischa!\Ivan!\Mischa and Ivan, huh?\Good names!\A ninja?\A ninja!\It's a ninja! response:	Throw a shuriken!
context: Mischa!\Ivan!\Mischa and Ivan, huh?\Good names!\A ninja?\A ninja!\It's a ninja!\Throw a shuriken! response:	Come on...
context: Ivan!\Mischa and Ivan, huh?\Good names!\A ninja?\A ninja!\It's a ninja!\Throw a shuriken!\Come on... response:	I guess they like her.
context: Mischa and Ivan, huh?\Good names!\A ninja?\A ninja!\It's a ninja!\Throw a shuriken!\Come on...\I guess they like her. response:	They're all kids
context: Good names!\A ninja?\A ninja!\It's a ninja!\Throw a shuriken!\Come on...\I guess they like her.\They're all kids response:	They're my grandchildren...
context: A ninja?\A ninja!\It's a ninja!\Throw a shuriken!\Come on...\I guess they like her.\They're all kids\They're my grandchildren... response:	When they were born, it was very difficult.
context: A ninja!\It's a ninja!\Throw a shuriken!\Come on...\I guess they like her.\They're all kids\They're my grandchildren...\When they were born, it was very difficult. response:	Oh, really?
context: It's a ninja!\Throw a shuriken!\Come on...\I guess they like her.\They're all kids\They're my grandchildren...\When they were born, it was very difficult.\Oh, really? response:	There was a blizzard outside.
context: Throw a shuriken!\Come on...\I guess they like her.\They're all kids\They're my grandchildren...\When they were born, it was very difficult.\Oh, really?\There was a blizzard outside. response:	And their father had gone to the town market.
context: Come on...\I guess they like her.\They're all kids\They're my grandchildren...\When they were born, it was very difficult.\Oh, really?\There was a blizzard outside.\And their father had gone to the town market. response:	I was the only man here,
context: I guess they like her.\They're all kids\They're my grandchildren...\When they were born, it was very difficult.\Oh, really?\There was a blizzard outside.\And their father had gone to the town market.\I was the only man here, response:	so I carried their mother to the doctor, on the other side of the mountain.
context: They're all kids\They're my grandchildren...\When they were born, it was very difficult.\Oh, really?\There was a blizzard outside.\And their father had gone to the town market.\I was the only man here,\so I carried their mother to the doctor, on the other side of the mountain. response:	Come here, grandpa!
context: They're my grandchildren...\When they were born, it was very difficult.\Oh, really?\There was a blizzard outside.\And their father had gone to the town market.\I was the only man here,\so I carried their mother to the doctor, on the other side of the mountain.\Come here, grandpa! response:	Oh, right...
context: When they were born, it was very difficult.\Oh, really?\There was a blizzard outside.\And their father had gone to the town market.\I was the only man here,\so I carried their mother to the doctor, on the other side of the mountain.\Come here, grandpa!\Oh, right... response:	So even NPCs not part of events have that kind of a backstory.
context: Oh, really?\There was a blizzard outside.\And their father had gone to the town market.\I was the only man here,\so I carried their mother to the doctor, on the other side of the mountain.\Come here, grandpa!\Oh, right...\So even NPCs not part of events have that kind of a backstory. response:	The more I talk to them, the more human they seem.
context: There was a blizzard outside.\And their father had gone to the town market.\I was the only man here,\so I carried their mother to the doctor, on the other side of the mountain.\Come here, grandpa!\Oh, right...\So even NPCs not part of events have that kind of a backstory.\The more I talk to them, the more human they seem. response:	They are human.
context: And their father had gone to the town market.\I was the only man here,\so I carried their mother to the doctor, on the other side of the mountain.\Come here, grandpa!\Oh, right...\So even NPCs not part of events have that kind of a backstory.\The more I talk to them, the more human they seem.\They are human. response:	They have names... Families, feelings, and memories.
context: I was the only man here,\so I carried their mother to the doctor, on the other side of the mountain.\Come here, grandpa!\Oh, right...\So even NPCs not part of events have that kind of a backstory.\The more I talk to them, the more human they seem.\They are human.\They have names... Families, feelings, and memories. response:	We adventurers have powerful bodies,
context: so I carried their mother to the doctor, on the other side of the mountain.\Come here, grandpa!\Oh, right...\So even NPCs not part of events have that kind of a backstory.\The more I talk to them, the more human they seem.\They are human.\They have names... Families, feelings, and memories.\We adventurers have powerful bodies, response:	and can revive, no matter how often we die.
context: Come here, grandpa!\Oh, right...\So even NPCs not part of events have that kind of a backstory.\The more I talk to them, the more human they seem.\They are human.\They have names... Families, feelings, and memories.\We adventurers have powerful bodies,\and can revive, no matter how often we die. response:	In this world, wouldn't that make us the abnormal ones?
context: Oh, right...\So even NPCs not part of events have that kind of a backstory.\The more I talk to them, the more human they seem.\They are human.\They have names... Families, feelings, and memories.\We adventurers have powerful bodies,\and can revive, no matter how often we die.\In this world, wouldn't that make us the abnormal ones? response:	I guess so.
context: So even NPCs not part of events have that kind of a backstory.\The more I talk to them, the more human they seem.\They are human.\They have names... Families, feelings, and memories.\We adventurers have powerful bodies,\and can revive, no matter how often we die.\In this world, wouldn't that make us the abnormal ones?\I guess so. response:	They live as one with the land.
context: The more I talk to them, the more human they seem.\They are human.\They have names... Families, feelings, and memories.\We adventurers have powerful bodies,\and can revive, no matter how often we die.\In this world, wouldn't that make us the abnormal ones?\I guess so.\They live as one with the land. response:	That's how they get their name.
context: They are human.\They have names... Families, feelings, and memories.\We adventurers have powerful bodies,\and can revive, no matter how often we die.\In this world, wouldn't that make us the abnormal ones?\I guess so.\They live as one with the land.\That's how they get their name. response:	Ever since the Apocalypse, it seems like I've seen far more of them...
context: They have names... Families, feelings, and memories.\We adventurers have powerful bodies,\and can revive, no matter how often we die.\In this world, wouldn't that make us the abnormal ones?\I guess so.\They live as one with the land.\That's how they get their name.\Ever since the Apocalypse, it seems like I've seen far more of them... response:	Maybe we just never noticed when it was a game.
context: We adventurers have powerful bodies,\and can revive, no matter how often we die.\In this world, wouldn't that make us the abnormal ones?\I guess so.\They live as one with the land.\That's how they get their name.\Ever since the Apocalypse, it seems like I've seen far more of them...\Maybe we just never noticed when it was a game. response:	Maybe.
context: and can revive, no matter how often we die.\In this world, wouldn't that make us the abnormal ones?\I guess so.\They live as one with the land.\That's how they get their name.\Ever since the Apocalypse, it seems like I've seen far more of them...\Maybe we just never noticed when it was a game.\Maybe. response:	Ta-dah!
context: In this world, wouldn't that make us the abnormal ones?\I guess so.\They live as one with the land.\That's how they get their name.\Ever since the Apocalypse, it seems like I've seen far more of them...\Maybe we just never noticed when it was a game.\Maybe.\Ta-dah! response:	Look at this!
context: I guess so.\They live as one with the land.\That's how they get their name.\Ever since the Apocalypse, it seems like I've seen far more of them...\Maybe we just never noticed when it was a game.\Maybe.\Ta-dah!\Look at this! response:	We went around to some neighboring houses.
context: They live as one with the land.\That's how they get their name.\Ever since the Apocalypse, it seems like I've seen far more of them...\Maybe we just never noticed when it was a game.\Maybe.\Ta-dah!\Look at this!\We went around to some neighboring houses. response:	They were nice enough to sell us some food.
context: That's how they get their name.\Ever since the Apocalypse, it seems like I've seen far more of them...\Maybe we just never noticed when it was a game.\Maybe.\Ta-dah!\Look at this!\We went around to some neighboring houses.\They were nice enough to sell us some food. response:	Isn't this great?
context: Ever since the Apocalypse, it seems like I've seen far more of them...\Maybe we just never noticed when it was a game.\Maybe.\Ta-dah!\Look at this!\We went around to some neighboring houses.\They were nice enough to sell us some food.\Isn't this great? response:	Cheese! Sausage!
context: Maybe we just never noticed when it was a game.\Maybe.\Ta-dah!\Look at this!\We went around to some neighboring houses.\They were nice enough to sell us some food.\Isn't this great?\Cheese! Sausage! response:	They aren't crafted?
context: Maybe.\Ta-dah!\Look at this!\We went around to some neighboring houses.\They were nice enough to sell us some food.\Isn't this great?\Cheese! Sausage!\They aren't crafted? response:	Then how?
context: Ta-dah!\Look at this!\We went around to some neighboring houses.\They were nice enough to sell us some food.\Isn't this great?\Cheese! Sausage!\They aren't crafted?\Then how? response:	No, come to think of it, those are ingredient items.
context: Look at this!\We went around to some neighboring houses.\They were nice enough to sell us some food.\Isn't this great?\Cheese! Sausage!\They aren't crafted?\Then how?\No, come to think of it, those are ingredient items. response:	Some strange parts are just like the game...
context: We went around to some neighboring houses.\They were nice enough to sell us some food.\Isn't this great?\Cheese! Sausage!\They aren't crafted?\Then how?\No, come to think of it, those are ingredient items.\Some strange parts are just like the game... response:	There's butter and eggs!
context: They were nice enough to sell us some food.\Isn't this great?\Cheese! Sausage!\They aren't crafted?\Then how?\No, come to think of it, those are ingredient items.\Some strange parts are just like the game...\There's butter and eggs! response:	I bought salt in Susukino...
context: Isn't this great?\Cheese! Sausage!\They aren't crafted?\Then how?\No, come to think of it, those are ingredient items.\Some strange parts are just like the game...\There's butter and eggs!\I bought salt in Susukino... response:	So we can make cookies. Right, Nyanta?
context: Cheese! Sausage!\They aren't crafted?\Then how?\No, come to think of it, those are ingredient items.\Some strange parts are just like the game...\There's butter and eggs!\I bought salt in Susukino...\So we can make cookies. Right, Nyanta? response:	Meow.
context: They aren't crafted?\Then how?\No, come to think of it, those are ingredient items.\Some strange parts are just like the game...\There's butter and eggs!\I bought salt in Susukino...\So we can make cookies. Right, Nyanta?\Meow. response:	Cookies?
context: Then how?\No, come to think of it, those are ingredient items.\Some strange parts are just like the game...\There's butter and eggs!\I bought salt in Susukino...\So we can make cookies. Right, Nyanta?\Meow.\Cookies? response:	What are these?
context: No, come to think of it, those are ingredient items.\Some strange parts are just like the game...\There's butter and eggs!\I bought salt in Susukino...\So we can make cookies. Right, Nyanta?\Meow.\Cookies?\What are these? response:	So good!
context: Some strange parts are just like the game...\There's butter and eggs!\I bought salt in Susukino...\So we can make cookies. Right, Nyanta?\Meow.\Cookies?\What are these?\So good! response:	Get moving!
context: There's butter and eggs!\I bought salt in Susukino...\So we can make cookies. Right, Nyanta?\Meow.\Cookies?\What are these?\So good!\Get moving! response:	We need to get back before the triffids respawn.
context: I bought salt in Susukino...\So we can make cookies. Right, Nyanta?\Meow.\Cookies?\What are these?\So good!\Get moving!\We need to get back before the triffids respawn. response:	Our healer was sent to the Cathedral...
context: So we can make cookies. Right, Nyanta?\Meow.\Cookies?\What are these?\So good!\Get moving!\We need to get back before the triffids respawn.\Our healer was sent to the Cathedral... response:	Jeez, why do I have to babysit these guys?
context: Meow.\Cookies?\What are these?\So good!\Get moving!\We need to get back before the triffids respawn.\Our healer was sent to the Cathedral...\Jeez, why do I have to babysit these guys? response:	My luck sucks.
context: Cookies?\What are these?\So good!\Get moving!\We need to get back before the triffids respawn.\Our healer was sent to the Cathedral...\Jeez, why do I have to babysit these guys?\My luck sucks. response:	You okay?
context: What are these?\So good!\Get moving!\We need to get back before the triffids respawn.\Our healer was sent to the Cathedral...\Jeez, why do I have to babysit these guys?\My luck sucks.\You okay? response:	I'm sorry.
context: So good!\Get moving!\We need to get back before the triffids respawn.\Our healer was sent to the Cathedral...\Jeez, why do I have to babysit these guys?\My luck sucks.\You okay?\I'm sorry. response:	I just feel kind of lightheaded.
context: Get moving!\We need to get back before the triffids respawn.\Our healer was sent to the Cathedral...\Jeez, why do I have to babysit these guys?\My luck sucks.\You okay?\I'm sorry.\I just feel kind of lightheaded. response:	That guy...
context: We need to get back before the triffids respawn.\Our healer was sent to the Cathedral...\Jeez, why do I have to babysit these guys?\My luck sucks.\You okay?\I'm sorry.\I just feel kind of lightheaded.\That guy... response:	Two of us died today because of that guy!
context: Our healer was sent to the Cathedral...\Jeez, why do I have to babysit these guys?\My luck sucks.\You okay?\I'm sorry.\I just feel kind of lightheaded.\That guy...\Two of us died today because of that guy! response:	But...
context: Jeez, why do I have to babysit these guys?\My luck sucks.\You okay?\I'm sorry.\I just feel kind of lightheaded.\That guy...\Two of us died today because of that guy!\But... response:	I hate to say it, but it's because we're weak.
context: My luck sucks.\You okay?\I'm sorry.\I just feel kind of lightheaded.\That guy...\Two of us died today because of that guy!\But...\I hate to say it, but it's because we're weak. response:	My luck sucks...
context: You okay?\I'm sorry.\I just feel kind of lightheaded.\That guy...\Two of us died today because of that guy!\But...\I hate to say it, but it's because we're weak.\My luck sucks... response:	We didn't hit our quota.
context: I'm sorry.\I just feel kind of lightheaded.\That guy...\Two of us died today because of that guy!\But...\I hate to say it, but it's because we're weak.\My luck sucks...\We didn't hit our quota. response:	It's because your levels are too low!
context: I just feel kind of lightheaded.\That guy...\Two of us died today because of that guy!\But...\I hate to say it, but it's because we're weak.\My luck sucks...\We didn't hit our quota.\It's because your levels are too low! response:	No, it's because his level is too high, so we stand out.
context: That guy...\Two of us died today because of that guy!\But...\I hate to say it, but it's because we're weak.\My luck sucks...\We didn't hit our quota.\It's because your levels are too low!\No, it's because his level is too high, so we stand out. response:	What do you mean?
context: Two of us died today because of that guy!\But...\I hate to say it, but it's because we're weak.\My luck sucks...\We didn't hit our quota.\It's because your levels are too low!\No, it's because his level is too high, so we stand out.\What do you mean? response:	I don't really understand it,
context: But...\I hate to say it, but it's because we're weak.\My luck sucks...\We didn't hit our quota.\It's because your levels are too low!\No, it's because his level is too high, so we stand out.\What do you mean?\I don't really understand it, response:	but he attracts all the enemies.
context: I hate to say it, but it's because we're weak.\My luck sucks...\We didn't hit our quota.\It's because your levels are too low!\No, it's because his level is too high, so we stand out.\What do you mean?\I don't really understand it,\but he attracts all the enemies. response:	As the tank, drawing their attention is my job.
context: My luck sucks...\We didn't hit our quota.\It's because your levels are too low!\No, it's because his level is too high, so we stand out.\What do you mean?\I don't really understand it,\but he attracts all the enemies.\As the tank, drawing their attention is my job. response:	That's why our formation always falls apart.
context: We didn't hit our quota.\It's because your levels are too low!\No, it's because his level is too high, so we stand out.\What do you mean?\I don't really understand it,\but he attracts all the enemies.\As the tank, drawing their attention is my job.\That's why our formation always falls apart. response:	Now that you mention it, you're right.
context: It's because your levels are too low!\No, it's because his level is too high, so we stand out.\What do you mean?\I don't really understand it,\but he attracts all the enemies.\As the tank, drawing their attention is my job.\That's why our formation always falls apart.\Now that you mention it, you're right. response:	I get it.
context: No, it's because his level is too high, so we stand out.\What do you mean?\I don't really understand it,\but he attracts all the enemies.\As the tank, drawing their attention is my job.\That's why our formation always falls apart.\Now that you mention it, you're right.\I get it. response:	That's why he used that Teacher System thing.
context: What do you mean?\I don't really understand it,\but he attracts all the enemies.\As the tank, drawing their attention is my job.\That's why our formation always falls apart.\Now that you mention it, you're right.\I get it.\That's why he used that Teacher System thing. response:	Hey, stop talking and walk!
context: I don't really understand it,\but he attracts all the enemies.\As the tank, drawing their attention is my job.\That's why our formation always falls apart.\Now that you mention it, you're right.\I get it.\That's why he used that Teacher System thing.\Hey, stop talking and walk! response:	Come on, we're almost to Akihabara.
context: but he attracts all the enemies.\As the tank, drawing their attention is my job.\That's why our formation always falls apart.\Now that you mention it, you're right.\I get it.\That's why he used that Teacher System thing.\Hey, stop talking and walk!\Come on, we're almost to Akihabara. response:	We can do it.
context: As the tank, drawing their attention is my job.\That's why our formation always falls apart.\Now that you mention it, you're right.\I get it.\That's why he used that Teacher System thing.\Hey, stop talking and walk!\Come on, we're almost to Akihabara.\We can do it. response:	Yeah.
context: That's why our formation always falls apart.\Now that you mention it, you're right.\I get it.\That's why he used that Teacher System thing.\Hey, stop talking and walk!\Come on, we're almost to Akihabara.\We can do it.\Yeah. response:	After a while, those wounds will heal on their own, but...
context: Now that you mention it, you're right.\I get it.\That's why he used that Teacher System thing.\Hey, stop talking and walk!\Come on, we're almost to Akihabara.\We can do it.\Yeah.\After a while, those wounds will heal on their own, but... response:	Every day is rough for you, Tohya.
context: I get it.\That's why he used that Teacher System thing.\Hey, stop talking and walk!\Come on, we're almost to Akihabara.\We can do it.\Yeah.\After a while, those wounds will heal on their own, but...\Every day is rough for you, Tohya. response:	What about you, Minori?
context: That's why he used that Teacher System thing.\Hey, stop talking and walk!\Come on, we're almost to Akihabara.\We can do it.\Yeah.\After a while, those wounds will heal on their own, but...\Every day is rough for you, Tohya.\What about you, Minori? response:	These injuries...
context: Hey, stop talking and walk!\Come on, we're almost to Akihabara.\We can do it.\Yeah.\After a while, those wounds will heal on their own, but...\Every day is rough for you, Tohya.\What about you, Minori?\These injuries... response:	I spend the whole day sewing.
context: Come on, we're almost to Akihabara.\We can do it.\Yeah.\After a while, those wounds will heal on their own, but...\Every day is rough for you, Tohya.\What about you, Minori?\These injuries...\I spend the whole day sewing. response:	Why did we join this guild?
