context: Ow! Hey, watch out! response:	Geez...
context: What?\We need to attend to you.\I don't need it.\But you're bleeding.\It doesn't have anything to do with you, does it?\But...\You are annoying the hell out of me! You're just a human!\I do have some ghoul mixed in! response:	Why did you go alone?
context: We need to attend to you.\I don't need it.\But you're bleeding.\It doesn't have anything to do with you, does it?\But...\You are annoying the hell out of me! You're just a human!\I do have some ghoul mixed in!\Why did you go alone? response:	It's okay if a killer like me dies. But,
context: I don't need it.\But you're bleeding.\It doesn't have anything to do with you, does it?\But...\You are annoying the hell out of me! You're just a human!\I do have some ghoul mixed in!\Why did you go alone?\It's okay if a killer like me dies. But, response:	when a ghoul like Mrs. Ryoko, or Hinami...
context: But you're bleeding.\It doesn't have anything to do with you, does it?\But...\You are annoying the hell out of me! You're just a human!\I do have some ghoul mixed in!\Why did you go alone?\It's okay if a killer like me dies. But,\when a ghoul like Mrs. Ryoko, or Hinami... response:	gets killed without any provocation... I can't bear it.
context: It doesn't have anything to do with you, does it?\But...\You are annoying the hell out of me! You're just a human!\I do have some ghoul mixed in!\Why did you go alone?\It's okay if a killer like me dies. But,\when a ghoul like Mrs. Ryoko, or Hinami...\gets killed without any provocation... I can't bear it. response:	She's aware that she's not in the right here.
context: But...\You are annoying the hell out of me! You're just a human!\I do have some ghoul mixed in!\Why did you go alone?\It's okay if a killer like me dies. But,\when a ghoul like Mrs. Ryoko, or Hinami...\gets killed without any provocation... I can't bear it.\She's aware that she's not in the right here. response:	She knows all of that and yet she still fights.
context: You are annoying the hell out of me! You're just a human!\I do have some ghoul mixed in!\Why did you go alone?\It's okay if a killer like me dies. But,\when a ghoul like Mrs. Ryoko, or Hinami...\gets killed without any provocation... I can't bear it.\She's aware that she's not in the right here.\She knows all of that and yet she still fights. response:	Touka,
context: I do have some ghoul mixed in!\Why did you go alone?\It's okay if a killer like me dies. But,\when a ghoul like Mrs. Ryoko, or Hinami...\gets killed without any provocation... I can't bear it.\She's aware that she's not in the right here.\She knows all of that and yet she still fights.\Touka, response:	I can't kill anyone.
context: Why did you go alone?\It's okay if a killer like me dies. But,\when a ghoul like Mrs. Ryoko, or Hinami...\gets killed without any provocation... I can't bear it.\She's aware that she's not in the right here.\She knows all of that and yet she still fights.\Touka,\I can't kill anyone. response:	I don't think the presence of the investigators is wrong either.
context: It's okay if a killer like me dies. But,\when a ghoul like Mrs. Ryoko, or Hinami...\gets killed without any provocation... I can't bear it.\She's aware that she's not in the right here.\She knows all of that and yet she still fights.\Touka,\I can't kill anyone.\I don't think the presence of the investigators is wrong either. response:	Nor do I think you're right.
context: when a ghoul like Mrs. Ryoko, or Hinami...\gets killed without any provocation... I can't bear it.\She's aware that she's not in the right here.\She knows all of that and yet she still fights.\Touka,\I can't kill anyone.\I don't think the presence of the investigators is wrong either.\Nor do I think you're right. response:	But when I saw Mrs. Ryoko's last moments, I had a powerful thought.
context: gets killed without any provocation... I can't bear it.\She's aware that she's not in the right here.\She knows all of that and yet she still fights.\Touka,\I can't kill anyone.\I don't think the presence of the investigators is wrong either.\Nor do I think you're right.\But when I saw Mrs. Ryoko's last moments, I had a powerful thought. response:	Whether a human dies or a ghoul dies,
context: She's aware that she's not in the right here.\She knows all of that and yet she still fights.\Touka,\I can't kill anyone.\I don't think the presence of the investigators is wrong either.\Nor do I think you're right.\But when I saw Mrs. Ryoko's last moments, I had a powerful thought.\Whether a human dies or a ghoul dies, response:	if it was someone that I knew, I wouldn't be able to take it.
context: She knows all of that and yet she still fights.\Touka,\I can't kill anyone.\I don't think the presence of the investigators is wrong either.\Nor do I think you're right.\But when I saw Mrs. Ryoko's last moments, I had a powerful thought.\Whether a human dies or a ghoul dies,\if it was someone that I knew, I wouldn't be able to take it. response:	If you were to die, Touka, I would be heartbroken.
context: Touka,\I can't kill anyone.\I don't think the presence of the investigators is wrong either.\Nor do I think you're right.\But when I saw Mrs. Ryoko's last moments, I had a powerful thought.\Whether a human dies or a ghoul dies,\if it was someone that I knew, I wouldn't be able to take it.\If you were to die, Touka, I would be heartbroken. response:	That a fact?
context: I can't kill anyone.\I don't think the presence of the investigators is wrong either.\Nor do I think you're right.\But when I saw Mrs. Ryoko's last moments, I had a powerful thought.\Whether a human dies or a ghoul dies,\if it was someone that I knew, I wouldn't be able to take it.\If you were to die, Touka, I would be heartbroken.\That a fact? response:	I want you to let me help you.
context: I don't think the presence of the investigators is wrong either.\Nor do I think you're right.\But when I saw Mrs. Ryoko's last moments, I had a powerful thought.\Whether a human dies or a ghoul dies,\if it was someone that I knew, I wouldn't be able to take it.\If you were to die, Touka, I would be heartbroken.\That a fact?\I want you to let me help you. response:	I won't kill any investigators,
context: Nor do I think you're right.\But when I saw Mrs. Ryoko's last moments, I had a powerful thought.\Whether a human dies or a ghoul dies,\if it was someone that I knew, I wouldn't be able to take it.\If you were to die, Touka, I would be heartbroken.\That a fact?\I want you to let me help you.\I won't kill any investigators, response:	but I've had enough of not being able to do anything.
context: But when I saw Mrs. Ryoko's last moments, I had a powerful thought.\Whether a human dies or a ghoul dies,\if it was someone that I knew, I wouldn't be able to take it.\If you were to die, Touka, I would be heartbroken.\That a fact?\I want you to let me help you.\I won't kill any investigators,\but I've had enough of not being able to do anything. response:	To show our respect for the courage of Investigator Kusaba Ippei,
context: Whether a human dies or a ghoul dies,\if it was someone that I knew, I wouldn't be able to take it.\If you were to die, Touka, I would be heartbroken.\That a fact?\I want you to let me help you.\I won't kill any investigators,\but I've had enough of not being able to do anything.\To show our respect for the courage of Investigator Kusaba Ippei, response:	who lost his life in the line of duty to ghoul violence,
context: if it was someone that I knew, I wouldn't be able to take it.\If you were to die, Touka, I would be heartbroken.\That a fact?\I want you to let me help you.\I won't kill any investigators,\but I've had enough of not being able to do anything.\To show our respect for the courage of Investigator Kusaba Ippei,\who lost his life in the line of duty to ghoul violence, response:	a moment of silence.
context: If you were to die, Touka, I would be heartbroken.\That a fact?\I want you to let me help you.\I won't kill any investigators,\but I've had enough of not being able to do anything.\To show our respect for the courage of Investigator Kusaba Ippei,\who lost his life in the line of duty to ghoul violence,\a moment of silence. response:	Isn't Mado here?
context: That a fact?\I want you to let me help you.\I won't kill any investigators,\but I've had enough of not being able to do anything.\To show our respect for the courage of Investigator Kusaba Ippei,\who lost his life in the line of duty to ghoul violence,\a moment of silence.\Isn't Mado here? response:	One of his own troops has died
context: I want you to let me help you.\I won't kill any investigators,\but I've had enough of not being able to do anything.\To show our respect for the courage of Investigator Kusaba Ippei,\who lost his life in the line of duty to ghoul violence,\a moment of silence.\Isn't Mado here?\One of his own troops has died response:	and he can't even come pay his respects.
context: I won't kill any investigators,\but I've had enough of not being able to do anything.\To show our respect for the courage of Investigator Kusaba Ippei,\who lost his life in the line of duty to ghoul violence,\a moment of silence.\Isn't Mado here?\One of his own troops has died\and he can't even come pay his respects. response:	That reflects on him as a superior.
context: but I've had enough of not being able to do anything.\To show our respect for the courage of Investigator Kusaba Ippei,\who lost his life in the line of duty to ghoul violence,\a moment of silence.\Isn't Mado here?\One of his own troops has died\and he can't even come pay his respects.\That reflects on him as a superior. response:	Hey, Amon, he'll do the same when you die, too.
context: To show our respect for the courage of Investigator Kusaba Ippei,\who lost his life in the line of duty to ghoul violence,\a moment of silence.\Isn't Mado here?\One of his own troops has died\and he can't even come pay his respects.\That reflects on him as a superior.\Hey, Amon, he'll do the same when you die, too. response:	If it hadn't been for that one thing,
context: who lost his life in the line of duty to ghoul violence,\a moment of silence.\Isn't Mado here?\One of his own troops has died\and he can't even come pay his respects.\That reflects on him as a superior.\Hey, Amon, he'll do the same when you die, too.\If it hadn't been for that one thing, response:	that fool would be an assistant special investigator by now.
context: a moment of silence.\Isn't Mado here?\One of his own troops has died\and he can't even come pay his respects.\That reflects on him as a superior.\Hey, Amon, he'll do the same when you die, too.\If it hadn't been for that one thing,\that fool would be an assistant special investigator by now. response:	Things are all twisted up.
context: Isn't Mado here?\One of his own troops has died\and he can't even come pay his respects.\That reflects on him as a superior.\Hey, Amon, he'll do the same when you die, too.\If it hadn't been for that one thing,\that fool would be an assistant special investigator by now.\Things are all twisted up. response:	There will be some action in the 11th Ward soon.
context: One of his own troops has died\and he can't even come pay his respects.\That reflects on him as a superior.\Hey, Amon, he'll do the same when you die, too.\If it hadn't been for that one thing,\that fool would be an assistant special investigator by now.\Things are all twisted up.\There will be some action in the 11th Ward soon. response:	When that happens, you're going to get called up too,
context: and he can't even come pay his respects.\That reflects on him as a superior.\Hey, Amon, he'll do the same when you die, too.\If it hadn't been for that one thing,\that fool would be an assistant special investigator by now.\Things are all twisted up.\There will be some action in the 11th Ward soon.\When that happens, you're going to get called up too, response:	so hurry up and take out the trash in the 20th Ward.
context: That reflects on him as a superior.\Hey, Amon, he'll do the same when you die, too.\If it hadn't been for that one thing,\that fool would be an assistant special investigator by now.\Things are all twisted up.\There will be some action in the 11th Ward soon.\When that happens, you're going to get called up too,\so hurry up and take out the trash in the 20th Ward. response:	Mr. Nakajima...
context: Hey, Amon, he'll do the same when you die, too.\If it hadn't been for that one thing,\that fool would be an assistant special investigator by now.\Things are all twisted up.\There will be some action in the 11th Ward soon.\When that happens, you're going to get called up too,\so hurry up and take out the trash in the 20th Ward.\Mr. Nakajima... response:	Mr. Amon...
context: If it hadn't been for that one thing,\that fool would be an assistant special investigator by now.\Things are all twisted up.\There will be some action in the 11th Ward soon.\When that happens, you're going to get called up too,\so hurry up and take out the trash in the 20th Ward.\Mr. Nakajima...\Mr. Amon... response:	Luckily, he was single.
context: that fool would be an assistant special investigator by now.\Things are all twisted up.\There will be some action in the 11th Ward soon.\When that happens, you're going to get called up too,\so hurry up and take out the trash in the 20th Ward.\Mr. Nakajima...\Mr. Amon...\Luckily, he was single. response:	Imagine if he had some poor wife.
context: Things are all twisted up.\There will be some action in the 11th Ward soon.\When that happens, you're going to get called up too,\so hurry up and take out the trash in the 20th Ward.\Mr. Nakajima...\Mr. Amon...\Luckily, he was single.\Imagine if he had some poor wife. response:	He seemed to respect you a great deal.
context: There will be some action in the 11th Ward soon.\When that happens, you're going to get called up too,\so hurry up and take out the trash in the 20th Ward.\Mr. Nakajima...\Mr. Amon...\Luckily, he was single.\Imagine if he had some poor wife.\He seemed to respect you a great deal. response:	Who, me?
context: When that happens, you're going to get called up too,\so hurry up and take out the trash in the 20th Ward.\Mr. Nakajima...\Mr. Amon...\Luckily, he was single.\Imagine if he had some poor wife.\He seemed to respect you a great deal.\Who, me? response:	Here's your order.
context: so hurry up and take out the trash in the 20th Ward.\Mr. Nakajima...\Mr. Amon...\Luckily, he was single.\Imagine if he had some poor wife.\He seemed to respect you a great deal.\Who, me?\Here's your order. response:	Isn't that fellow with the glasses with you today?
context: Mr. Nakajima...\Mr. Amon...\Luckily, he was single.\Imagine if he had some poor wife.\He seemed to respect you a great deal.\Who, me?\Here's your order.\Isn't that fellow with the glasses with you today? response:	Pops, some cold water.
context: Mr. Amon...\Luckily, he was single.\Imagine if he had some poor wife.\He seemed to respect you a great deal.\Who, me?\Here's your order.\Isn't that fellow with the glasses with you today?\Pops, some cold water. response:	Okay, cold water for three- or rather, two.
context: Luckily, he was single.\Imagine if he had some poor wife.\He seemed to respect you a great deal.\Who, me?\Here's your order.\Isn't that fellow with the glasses with you today?\Pops, some cold water.\Okay, cold water for three- or rather, two. response:	always order this same set.
context: Imagine if he had some poor wife.\He seemed to respect you a great deal.\Who, me?\Here's your order.\Isn't that fellow with the glasses with you today?\Pops, some cold water.\Okay, cold water for three- or rather, two.\always order this same set. response:	Every time I order, that jerk Kusaba would chime in,
context: He seemed to respect you a great deal.\Who, me?\Here's your order.\Isn't that fellow with the glasses with you today?\Pops, some cold water.\Okay, cold water for three- or rather, two.\always order this same set.\Every time I order, that jerk Kusaba would chime in, response:	Again, Mr. Nakajima? like clockwork.
context: Who, me?\Here's your order.\Isn't that fellow with the glasses with you today?\Pops, some cold water.\Okay, cold water for three- or rather, two.\always order this same set.\Every time I order, that jerk Kusaba would chime in,\Again, Mr. Nakajima? like clockwork. response:	That idiot... He'd let me pay for his, every time,
context: Here's your order.\Isn't that fellow with the glasses with you today?\Pops, some cold water.\Okay, cold water for three- or rather, two.\always order this same set.\Every time I order, that jerk Kusaba would chime in,\Again, Mr. Nakajima? like clockwork.\That idiot... He'd let me pay for his, every time, response:	and I just said Shut up and eat, for Pete's sake.
context: Isn't that fellow with the glasses with you today?\Pops, some cold water.\Okay, cold water for three- or rather, two.\always order this same set.\Every time I order, that jerk Kusaba would chime in,\Again, Mr. Nakajima? like clockwork.\That idiot... He'd let me pay for his, every time,\and I just said Shut up and eat, for Pete's sake. response:	Now I've got nobody to buy their meals for, you idiot!
context: Pops, some cold water.\Okay, cold water for three- or rather, two.\always order this same set.\Every time I order, that jerk Kusaba would chime in,\Again, Mr. Nakajima? like clockwork.\That idiot... He'd let me pay for his, every time,\and I just said Shut up and eat, for Pete's sake.\Now I've got nobody to buy their meals for, you idiot! response:	There's no good reason why Mr. Kusaba was killed!
context: Okay, cold water for three- or rather, two.\always order this same set.\Every time I order, that jerk Kusaba would chime in,\Again, Mr. Nakajima? like clockwork.\That idiot... He'd let me pay for his, every time,\and I just said Shut up and eat, for Pete's sake.\Now I've got nobody to buy their meals for, you idiot!\There's no good reason why Mr. Kusaba was killed! response:	Mr. Nakajima, this time please pay for my meal, too!
context: always order this same set.\Every time I order, that jerk Kusaba would chime in,\Again, Mr. Nakajima? like clockwork.\That idiot... He'd let me pay for his, every time,\and I just said Shut up and eat, for Pete's sake.\Now I've got nobody to buy their meals for, you idiot!\There's no good reason why Mr. Kusaba was killed!\Mr. Nakajima, this time please pay for my meal, too! response:	I can eat a lot more than Mr. Kusaba did!
context: Every time I order, that jerk Kusaba would chime in,\Again, Mr. Nakajima? like clockwork.\That idiot... He'd let me pay for his, every time,\and I just said Shut up and eat, for Pete's sake.\Now I've got nobody to buy their meals for, you idiot!\There's no good reason why Mr. Kusaba was killed!\Mr. Nakajima, this time please pay for my meal, too!\I can eat a lot more than Mr. Kusaba did! response:	Well, there goes my paycheck.
context: Again, Mr. Nakajima? like clockwork.\That idiot... He'd let me pay for his, every time,\and I just said Shut up and eat, for Pete's sake.\Now I've got nobody to buy their meals for, you idiot!\There's no good reason why Mr. Kusaba was killed!\Mr. Nakajima, this time please pay for my meal, too!\I can eat a lot more than Mr. Kusaba did!\Well, there goes my paycheck. response:	Touka!
context: That idiot... He'd let me pay for his, every time,\and I just said Shut up and eat, for Pete's sake.\Now I've got nobody to buy their meals for, you idiot!\There's no good reason why Mr. Kusaba was killed!\Mr. Nakajima, this time please pay for my meal, too!\I can eat a lot more than Mr. Kusaba did!\Well, there goes my paycheck.\Touka! response:	Huh?
context: and I just said Shut up and eat, for Pete's sake.\Now I've got nobody to buy their meals for, you idiot!\There's no good reason why Mr. Kusaba was killed!\Mr. Nakajima, this time please pay for my meal, too!\I can eat a lot more than Mr. Kusaba did!\Well, there goes my paycheck.\Touka!\Huh? response:	What is this we're doing now?
context: Now I've got nobody to buy their meals for, you idiot!\There's no good reason why Mr. Kusaba was killed!\Mr. Nakajima, this time please pay for my meal, too!\I can eat a lot more than Mr. Kusaba did!\Well, there goes my paycheck.\Touka!\Huh?\What is this we're doing now? response:	You're the one who said you wanted to help me, right?
context: There's no good reason why Mr. Kusaba was killed!\Mr. Nakajima, this time please pay for my meal, too!\I can eat a lot more than Mr. Kusaba did!\Well, there goes my paycheck.\Touka!\Huh?\What is this we're doing now?\You're the one who said you wanted to help me, right? response:	Yeah, I did, but...
context: Mr. Nakajima, this time please pay for my meal, too!\I can eat a lot more than Mr. Kusaba did!\Well, there goes my paycheck.\Touka!\Huh?\What is this we're doing now?\You're the one who said you wanted to help me, right?\Yeah, I did, but... response:	This should do.
context: I can eat a lot more than Mr. Kusaba did!\Well, there goes my paycheck.\Touka!\Huh?\What is this we're doing now?\You're the one who said you wanted to help me, right?\Yeah, I did, but...\This should do. response:	All right, onto the next.
context: Well, there goes my paycheck.\Touka!\Huh?\What is this we're doing now?\You're the one who said you wanted to help me, right?\Yeah, I did, but...\This should do.\All right, onto the next. response:	Huh?
context: Touka!\Huh?\What is this we're doing now?\You're the one who said you wanted to help me, right?\Yeah, I did, but...\This should do.\All right, onto the next.\Huh? response:	This time, it's your turn.
context: Huh?\What is this we're doing now?\You're the one who said you wanted to help me, right?\Yeah, I did, but...\This should do.\All right, onto the next.\Huh?\This time, it's your turn. response:	What do you mean? Just a minute, Touka!
context: What is this we're doing now?\You're the one who said you wanted to help me, right?\Yeah, I did, but...\This should do.\All right, onto the next.\Huh?\This time, it's your turn.\What do you mean? Just a minute, Touka! response:	This is Mado.
context: You're the one who said you wanted to help me, right?\Yeah, I did, but...\This should do.\All right, onto the next.\Huh?\This time, it's your turn.\What do you mean? Just a minute, Touka!\This is Mado. response:	Senior Investigator Mado,
context: Yeah, I did, but...\This should do.\All right, onto the next.\Huh?\This time, it's your turn.\What do you mean? Just a minute, Touka!\This is Mado.\Senior Investigator Mado, response:	we've received some eyewitness information regarding number 745.
context: This should do.\All right, onto the next.\Huh?\This time, it's your turn.\What do you mean? Just a minute, Touka!\This is Mado.\Senior Investigator Mado,\we've received some eyewitness information regarding number 745. response:	Hmm...
context: All right, onto the next.\Huh?\This time, it's your turn.\What do you mean? Just a minute, Touka!\This is Mado.\Senior Investigator Mado,\we've received some eyewitness information regarding number 745.\Hmm... response:	Their voice was trembling, so I think it may be another prank call,
context: Huh?\This time, it's your turn.\What do you mean? Just a minute, Touka!\This is Mado.\Senior Investigator Mado,\we've received some eyewitness information regarding number 745.\Hmm...\Their voice was trembling, so I think it may be another prank call, response:	but I thought you should know.
context: This time, it's your turn.\What do you mean? Just a minute, Touka!\This is Mado.\Senior Investigator Mado,\we've received some eyewitness information regarding number 745.\Hmm...\Their voice was trembling, so I think it may be another prank call,\but I thought you should know. response:	And?
context: What do you mean? Just a minute, Touka!\This is Mado.\Senior Investigator Mado,\we've received some eyewitness information regarding number 745.\Hmm...\Their voice was trembling, so I think it may be another prank call,\but I thought you should know.\And? response:	No 745, Shigehara Elementary School, waterway
context: This is Mado.\Senior Investigator Mado,\we've received some eyewitness information regarding number 745.\Hmm...\Their voice was trembling, so I think it may be another prank call,\but I thought you should know.\And?\No 745, Shigehara Elementary School, waterway response:	Mm-hmm, thanks.
context: Senior Investigator Mado,\we've received some eyewitness information regarding number 745.\Hmm...\Their voice was trembling, so I think it may be another prank call,\but I thought you should know.\And?\No 745, Shigehara Elementary School, waterway\Mm-hmm, thanks. response:	Ghoul Investigator Killed
context: we've received some eyewitness information regarding number 745.\Hmm...\Their voice was trembling, so I think it may be another prank call,\but I thought you should know.\And?\No 745, Shigehara Elementary School, waterway\Mm-hmm, thanks.\Ghoul Investigator Killed response:	Men who adhere to a sense of justice...
context: Hmm...\Their voice was trembling, so I think it may be another prank call,\but I thought you should know.\And?\No 745, Shigehara Elementary School, waterway\Mm-hmm, thanks.\Ghoul Investigator Killed\Men who adhere to a sense of justice... response:	Children who have had their loved ones taken from them...
context: Their voice was trembling, so I think it may be another prank call,\but I thought you should know.\And?\No 745, Shigehara Elementary School, waterway\Mm-hmm, thanks.\Ghoul Investigator Killed\Men who adhere to a sense of justice...\Children who have had their loved ones taken from them... response:	Those who fought to protect someone...
context: but I thought you should know.\And?\No 745, Shigehara Elementary School, waterway\Mm-hmm, thanks.\Ghoul Investigator Killed\Men who adhere to a sense of justice...\Children who have had their loved ones taken from them...\Those who fought to protect someone... response:	Why should they have to lay down their lives?
context: And?\No 745, Shigehara Elementary School, waterway\Mm-hmm, thanks.\Ghoul Investigator Killed\Men who adhere to a sense of justice...\Children who have had their loved ones taken from them...\Those who fought to protect someone...\Why should they have to lay down their lives? response:	Shigehara Elementary School
context: No 745, Shigehara Elementary School, waterway\Mm-hmm, thanks.\Ghoul Investigator Killed\Men who adhere to a sense of justice...\Children who have had their loved ones taken from them...\Those who fought to protect someone...\Why should they have to lay down their lives?\Shigehara Elementary School response:	It would be hard to use a quinque there, huh?
context: Mm-hmm, thanks.\Ghoul Investigator Killed\Men who adhere to a sense of justice...\Children who have had their loved ones taken from them...\Those who fought to protect someone...\Why should they have to lay down their lives?\Shigehara Elementary School\It would be hard to use a quinque there, huh? response:	The ghouls' unique sense of smell...
context: Ghoul Investigator Killed\Men who adhere to a sense of justice...\Children who have had their loved ones taken from them...\Those who fought to protect someone...\Why should they have to lay down their lives?\Shigehara Elementary School\It would be hard to use a quinque there, huh?\The ghouls' unique sense of smell... response:	The rabbit was clearly of some relation to number 745.
context: Men who adhere to a sense of justice...\Children who have had their loved ones taken from them...\Those who fought to protect someone...\Why should they have to lay down their lives?\Shigehara Elementary School\It would be hard to use a quinque there, huh?\The ghouls' unique sense of smell...\The rabbit was clearly of some relation to number 745. response:	And now, this...
context: Children who have had their loved ones taken from them...\Those who fought to protect someone...\Why should they have to lay down their lives?\Shigehara Elementary School\It would be hard to use a quinque there, huh?\The ghouls' unique sense of smell...\The rabbit was clearly of some relation to number 745.\And now, this... response:	How does it connect?
context: Those who fought to protect someone...\Why should they have to lay down their lives?\Shigehara Elementary School\It would be hard to use a quinque there, huh?\The ghouls' unique sense of smell...\The rabbit was clearly of some relation to number 745.\And now, this...\How does it connect? response:	Come on in. It's ready.
context: Why should they have to lay down their lives?\Shigehara Elementary School\It would be hard to use a quinque there, huh?\The ghouls' unique sense of smell...\The rabbit was clearly of some relation to number 745.\And now, this...\How does it connect?\Come on in. It's ready. response:	I'll join you for a little splashing around, rabbit.
context: Shigehara Elementary School\It would be hard to use a quinque there, huh?\The ghouls' unique sense of smell...\The rabbit was clearly of some relation to number 745.\And now, this...\How does it connect?\Come on in. It's ready.\I'll join you for a little splashing around, rabbit. response:	Hinami...
context: It would be hard to use a quinque there, huh?\The ghouls' unique sense of smell...\The rabbit was clearly of some relation to number 745.\And now, this...\How does it connect?\Come on in. It's ready.\I'll join you for a little splashing around, rabbit.\Hinami... response:	I'll change it.
context: The ghouls' unique sense of smell...\The rabbit was clearly of some relation to number 745.\And now, this...\How does it connect?\Come on in. It's ready.\I'll join you for a little splashing around, rabbit.\Hinami...\I'll change it. response:	I am going to change...
context: The rabbit was clearly of some relation to number 745.\And now, this...\How does it connect?\Come on in. It's ready.\I'll join you for a little splashing around, rabbit.\Hinami...\I'll change it.\I am going to change... response:	this wrong-way...
context: And now, this...\How does it connect?\Come on in. It's ready.\I'll join you for a little splashing around, rabbit.\Hinami...\I'll change it.\I am going to change...\this wrong-way... response:	world of ours!
context: How does it connect?\Come on in. It's ready.\I'll join you for a little splashing around, rabbit.\Hinami...\I'll change it.\I am going to change...\this wrong-way...\world of ours! response:	Though the city sleeps, its buildings are always
context: Come on in. It's ready.\I'll join you for a little splashing around, rabbit.\Hinami...\I'll change it.\I am going to change...\this wrong-way...\world of ours!\Though the city sleeps, its buildings are always response:	under construction
context: I'll join you for a little splashing around, rabbit.\Hinami...\I'll change it.\I am going to change...\this wrong-way...\world of ours!\Though the city sleeps, its buildings are always\under construction response:	Urban planning carries on
context: Hinami...\I'll change it.\I am going to change...\this wrong-way...\world of ours!\Though the city sleeps, its buildings are always\under construction\Urban planning carries on response:	Its belt lines morphing, snakes interlocking,
context: I'll change it.\I am going to change...\this wrong-way...\world of ours!\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking, response:	stirring up endorphins, and off you go, go, go
context: I am going to change...\this wrong-way...\world of ours!\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go response:	Souls ascend up into the night sky
context: this wrong-way...\world of ours!\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky response:	Their procession and their faith both resembling
context: world of ours!\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling response:	an aberrant riddle
context: Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle response:	Our as-yet-empty tomorrows
context: under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows response:	are an all but black shade of gray
context: Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray response:	Without any possibilities
context: Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities response:	an all but black shade of gray
context: stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray response:	Ah, tonight, you're the one I want
context: Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want response:	Saints
context: Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints response:	Ah, I want you to signal the end
context: an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end response:	Saints
context: Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints response:	Saints
context: are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints response:	Saints
context: Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints response:	Ah, Kaneki! Kaneki!
context: an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Ah, Kaneki! Kaneki! response:	Oh, Mr. Uta? Huh?!
context: Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Ah, Kaneki! Kaneki!\Oh, Mr. Uta? Huh?! response:	Your mask is done, so I wanted to deliver it immediately.
context: Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Ah, Kaneki! Kaneki!\Oh, Mr. Uta? Huh?!\Your mask is done, so I wanted to deliver it immediately. response:	And as long as I'm here, I'd sure like to see you put it on.
context: Ah, I want you to signal the end\Saints\Saints\Saints\Ah, Kaneki! Kaneki!\Oh, Mr. Uta? Huh?!\Your mask is done, so I wanted to deliver it immediately.\And as long as I'm here, I'd sure like to see you put it on. response:	Please wait one moment...
context: Saints\Saints\Saints\Ah, Kaneki! Kaneki!\Oh, Mr. Uta? Huh?!\Your mask is done, so I wanted to deliver it immediately.\And as long as I'm here, I'd sure like to see you put it on.\Please wait one moment... response:	Yes, you just put it on like that. Yes, yes.
context: Saints\Saints\Ah, Kaneki! Kaneki!\Oh, Mr. Uta? Huh?!\Your mask is done, so I wanted to deliver it immediately.\And as long as I'm here, I'd sure like to see you put it on.\Please wait one moment...\Yes, you just put it on like that. Yes, yes. response:	L-Like this?
