context: How many times do I have to tell you before you can get it in your head?! response:	Shirokawa, don't dye your hair! Earrings aren't allowed, either!
context: Oh!\Maybe he doesn't really care about the maid thing because he's uninterested?\Hey...\Why are you here as a customer?!\I don't get it... what is he up to?\Wow, he's...\So cute!\Oh, found ya. response:	Is he here to poke fun at me? Or to have a battle of willpower?
context: Maybe he doesn't really care about the maid thing because he's uninterested?\Hey...\Why are you here as a customer?!\I don't get it... what is he up to?\Wow, he's...\So cute!\Oh, found ya.\Is he here to poke fun at me? Or to have a battle of willpower? response:	Is it a challenge? It is, isn't it.
context: Hey...\Why are you here as a customer?!\I don't get it... what is he up to?\Wow, he's...\So cute!\Oh, found ya.\Is he here to poke fun at me? Or to have a battle of willpower?\Is it a challenge? It is, isn't it. response:	Bring it on then, punk!
context: Why are you here as a customer?!\I don't get it... what is he up to?\Wow, he's...\So cute!\Oh, found ya.\Is he here to poke fun at me? Or to have a battle of willpower?\Is it a challenge? It is, isn't it.\Bring it on then, punk! response:	You'd better be ready!
context: I don't get it... what is he up to?\Wow, he's...\So cute!\Oh, found ya.\Is he here to poke fun at me? Or to have a battle of willpower?\Is it a challenge? It is, isn't it.\Bring it on then, punk!\You'd better be ready! response:	This is utterly humiliating.
context: Wow, he's...\So cute!\Oh, found ya.\Is he here to poke fun at me? Or to have a battle of willpower?\Is it a challenge? It is, isn't it.\Bring it on then, punk!\You'd better be ready!\This is utterly humiliating. response:	I apologize for the wait.
context: So cute!\Oh, found ya.\Is he here to poke fun at me? Or to have a battle of willpower?\Is it a challenge? It is, isn't it.\Bring it on then, punk!\You'd better be ready!\This is utterly humiliating.\I apologize for the wait. response:	Hey, hey, is he your boyfriend or something?!
context: Oh, found ya.\Is he here to poke fun at me? Or to have a battle of willpower?\Is it a challenge? It is, isn't it.\Bring it on then, punk!\You'd better be ready!\This is utterly humiliating.\I apologize for the wait.\Hey, hey, is he your boyfriend or something?! response:	He's been staring at you the entire time!
context: Is he here to poke fun at me? Or to have a battle of willpower?\Is it a challenge? It is, isn't it.\Bring it on then, punk!\You'd better be ready!\This is utterly humiliating.\I apologize for the wait.\Hey, hey, is he your boyfriend or something?!\He's been staring at you the entire time! response:	No.
context: Is it a challenge? It is, isn't it.\Bring it on then, punk!\You'd better be ready!\This is utterly humiliating.\I apologize for the wait.\Hey, hey, is he your boyfriend or something?!\He's been staring at you the entire time!\No. response:	What?
context: Bring it on then, punk!\You'd better be ready!\This is utterly humiliating.\I apologize for the wait.\Hey, hey, is he your boyfriend or something?!\He's been staring at you the entire time!\No.\What? response:	He's having fun by driving me into a corner mentally.
context: You'd better be ready!\This is utterly humiliating.\I apologize for the wait.\Hey, hey, is he your boyfriend or something?!\He's been staring at you the entire time!\No.\What?\He's having fun by driving me into a corner mentally. response:	He sat there for an hour after ordering nothing but a cup of coffee.
context: This is utterly humiliating.\I apologize for the wait.\Hey, hey, is he your boyfriend or something?!\He's been staring at you the entire time!\No.\What?\He's having fun by driving me into a corner mentally.\He sat there for an hour after ordering nothing but a cup of coffee. response:	I've been so tired lately...
context: I apologize for the wait.\Hey, hey, is he your boyfriend or something?!\He's been staring at you the entire time!\No.\What?\He's having fun by driving me into a corner mentally.\He sat there for an hour after ordering nothing but a cup of coffee.\I've been so tired lately... response:	I feel so sluggish...
context: Hey, hey, is he your boyfriend or something?!\He's been staring at you the entire time!\No.\What?\He's having fun by driving me into a corner mentally.\He sat there for an hour after ordering nothing but a cup of coffee.\I've been so tired lately...\I feel so sluggish... response:	Huh?
context: He's been staring at you the entire time!\No.\What?\He's having fun by driving me into a corner mentally.\He sat there for an hour after ordering nothing but a cup of coffee.\I've been so tired lately...\I feel so sluggish...\Huh? response:	You were still here, Usui-san?
context: No.\What?\He's having fun by driving me into a corner mentally.\He sat there for an hour after ordering nothing but a cup of coffee.\I've been so tired lately...\I feel so sluggish...\Huh?\You were still here, Usui-san? response:	Yeah.
context: What?\He's having fun by driving me into a corner mentally.\He sat there for an hour after ordering nothing but a cup of coffee.\I've been so tired lately...\I feel so sluggish...\Huh?\You were still here, Usui-san?\Yeah. response:	Yo, Takezawa, you went to the same middle school as the Prez, right?
context: He's having fun by driving me into a corner mentally.\He sat there for an hour after ordering nothing but a cup of coffee.\I've been so tired lately...\I feel so sluggish...\Huh?\You were still here, Usui-san?\Yeah.\Yo, Takezawa, you went to the same middle school as the Prez, right? response:	Yeah.
context: He sat there for an hour after ordering nothing but a cup of coffee.\I've been so tired lately...\I feel so sluggish...\Huh?\You were still here, Usui-san?\Yeah.\Yo, Takezawa, you went to the same middle school as the Prez, right?\Yeah. response:	Has she always been like that?
context: I've been so tired lately...\I feel so sluggish...\Huh?\You were still here, Usui-san?\Yeah.\Yo, Takezawa, you went to the same middle school as the Prez, right?\Yeah.\Has she always been like that? response:	Well, maybe not'always'.
context: I feel so sluggish...\Huh?\You were still here, Usui-san?\Yeah.\Yo, Takezawa, you went to the same middle school as the Prez, right?\Yeah.\Has she always been like that?\Well, maybe not'always'. response:	I think she started acting like that since the second year of middle school.
context: Huh?\You were still here, Usui-san?\Yeah.\Yo, Takezawa, you went to the same middle school as the Prez, right?\Yeah.\Has she always been like that?\Well, maybe not'always'.\I think she started acting like that since the second year of middle school. response:	I heard a lot went on in her house.
context: You were still here, Usui-san?\Yeah.\Yo, Takezawa, you went to the same middle school as the Prez, right?\Yeah.\Has she always been like that?\Well, maybe not'always'.\I think she started acting like that since the second year of middle school.\I heard a lot went on in her house. response:	And ever since then...
context: Yeah.\Yo, Takezawa, you went to the same middle school as the Prez, right?\Yeah.\Has she always been like that?\Well, maybe not'always'.\I think she started acting like that since the second year of middle school.\I heard a lot went on in her house.\And ever since then... response:	Wait, it's rare of you to talk about girls.
context: Yo, Takezawa, you went to the same middle school as the Prez, right?\Yeah.\Has she always been like that?\Well, maybe not'always'.\I think she started acting like that since the second year of middle school.\I heard a lot went on in her house.\And ever since then...\Wait, it's rare of you to talk about girls. response:	And the Prez, at that.
context: Yeah.\Has she always been like that?\Well, maybe not'always'.\I think she started acting like that since the second year of middle school.\I heard a lot went on in her house.\And ever since then...\Wait, it's rare of you to talk about girls.\And the Prez, at that. response:	He's here again.
context: Has she always been like that?\Well, maybe not'always'.\I think she started acting like that since the second year of middle school.\I heard a lot went on in her house.\And ever since then...\Wait, it's rare of you to talk about girls.\And the Prez, at that.\He's here again. response:	That guy's here again!
context: Well, maybe not'always'.\I think she started acting like that since the second year of middle school.\I heard a lot went on in her house.\And ever since then...\Wait, it's rare of you to talk about girls.\And the Prez, at that.\He's here again.\That guy's here again! response:	Doesn't he get that people are starting to notice him?
context: I think she started acting like that since the second year of middle school.\I heard a lot went on in her house.\And ever since then...\Wait, it's rare of you to talk about girls.\And the Prez, at that.\He's here again.\That guy's here again!\Doesn't he get that people are starting to notice him? response:	He keeps staring at Misa-chan.
context: I heard a lot went on in her house.\And ever since then...\Wait, it's rare of you to talk about girls.\And the Prez, at that.\He's here again.\That guy's here again!\Doesn't he get that people are starting to notice him?\He keeps staring at Misa-chan. response:	I knew it! He's interested in you!
context: And ever since then...\Wait, it's rare of you to talk about girls.\And the Prez, at that.\He's here again.\That guy's here again!\Doesn't he get that people are starting to notice him?\He keeps staring at Misa-chan.\I knew it! He's interested in you! response:	Huh?
context: Wait, it's rare of you to talk about girls.\And the Prez, at that.\He's here again.\That guy's here again!\Doesn't he get that people are starting to notice him?\He keeps staring at Misa-chan.\I knew it! He's interested in you!\Huh? response:	His eyes look so worried! How lovable!
context: And the Prez, at that.\He's here again.\That guy's here again!\Doesn't he get that people are starting to notice him?\He keeps staring at Misa-chan.\I knew it! He's interested in you!\Huh?\His eyes look so worried! How lovable! response:	What? Worried?
context: He's here again.\That guy's here again!\Doesn't he get that people are starting to notice him?\He keeps staring at Misa-chan.\I knew it! He's interested in you!\Huh?\His eyes look so worried! How lovable!\What? Worried? response:	He's only watching because he's amused.
context: That guy's here again!\Doesn't he get that people are starting to notice him?\He keeps staring at Misa-chan.\I knew it! He's interested in you!\Huh?\His eyes look so worried! How lovable!\What? Worried?\He's only watching because he's amused. response:	There's no way he's worried.
context: Doesn't he get that people are starting to notice him?\He keeps staring at Misa-chan.\I knew it! He's interested in you!\Huh?\His eyes look so worried! How lovable!\What? Worried?\He's only watching because he's amused.\There's no way he's worried. response:	Hey, Misaki!
context: He keeps staring at Misa-chan.\I knew it! He's interested in you!\Huh?\His eyes look so worried! How lovable!\What? Worried?\He's only watching because he's amused.\There's no way he's worried.\Hey, Misaki! response:	Great job!
context: I knew it! He's interested in you!\Huh?\His eyes look so worried! How lovable!\What? Worried?\He's only watching because he's amused.\There's no way he's worried.\Hey, Misaki!\Great job! response:	You got second place on the mock exam!
context: Huh?\His eyes look so worried! How lovable!\What? Worried?\He's only watching because he's amused.\There's no way he's worried.\Hey, Misaki!\Great job!\You got second place on the mock exam! response:	Second place?
context: His eyes look so worried! How lovable!\What? Worried?\He's only watching because he's amused.\There's no way he's worried.\Hey, Misaki!\Great job!\You got second place on the mock exam!\Second place? response:	Who's first?
context: What? Worried?\He's only watching because he's amused.\There's no way he's worried.\Hey, Misaki!\Great job!\You got second place on the mock exam!\Second place?\Who's first? response:	Usui Takumi.
context: He's only watching because he's amused.\There's no way he's worried.\Hey, Misaki!\Great job!\You got second place on the mock exam!\Second place?\Who's first?\Usui Takumi. response:	Don't screw around with me!
context: There's no way he's worried.\Hey, Misaki!\Great job!\You got second place on the mock exam!\Second place?\Who's first?\Usui Takumi.\Don't screw around with me! response:	Huh?
context: Hey, Misaki!\Great job!\You got second place on the mock exam!\Second place?\Who's first?\Usui Takumi.\Don't screw around with me!\Huh? response:	She must not be satisfied.
context: Great job!\You got second place on the mock exam!\Second place?\Who's first?\Usui Takumi.\Don't screw around with me!\Huh?\She must not be satisfied. response:	He's probably just having fun by laughing at me, since I don't have much time to spare.
context: You got second place on the mock exam!\Second place?\Who's first?\Usui Takumi.\Don't screw around with me!\Huh?\She must not be satisfied.\He's probably just having fun by laughing at me, since I don't have much time to spare. response:	I feel like I'm being looked down upon.
context: Second place?\Who's first?\Usui Takumi.\Don't screw around with me!\Huh?\She must not be satisfied.\He's probably just having fun by laughing at me, since I don't have much time to spare.\I feel like I'm being looked down upon. response:	What are those indecent magazines?
context: Who's first?\Usui Takumi.\Don't screw around with me!\Huh?\She must not be satisfied.\He's probably just having fun by laughing at me, since I don't have much time to spare.\I feel like I'm being looked down upon.\What are those indecent magazines? response:	They're just comics!
context: Usui Takumi.\Don't screw around with me!\Huh?\She must not be satisfied.\He's probably just having fun by laughing at me, since I don't have much time to spare.\I feel like I'm being looked down upon.\What are those indecent magazines?\They're just comics! response:	What, just having some gravure images makes them'indecent'?
context: Don't screw around with me!\Huh?\She must not be satisfied.\He's probably just having fun by laughing at me, since I don't have much time to spare.\I feel like I'm being looked down upon.\What are those indecent magazines?\They're just comics!\What, just having some gravure images makes them'indecent'? response:	Confiscated!
context: Huh?\She must not be satisfied.\He's probably just having fun by laughing at me, since I don't have much time to spare.\I feel like I'm being looked down upon.\What are those indecent magazines?\They're just comics!\What, just having some gravure images makes them'indecent'?\Confiscated! response:	Why the hell?!
context: She must not be satisfied.\He's probably just having fun by laughing at me, since I don't have much time to spare.\I feel like I'm being looked down upon.\What are those indecent magazines?\They're just comics!\What, just having some gravure images makes them'indecent'?\Confiscated!\Why the hell?! response:	Besides, how come girls are allowed to have magazines while we're not?!
context: He's probably just having fun by laughing at me, since I don't have much time to spare.\I feel like I'm being looked down upon.\What are those indecent magazines?\They're just comics!\What, just having some gravure images makes them'indecent'?\Confiscated!\Why the hell?!\Besides, how come girls are allowed to have magazines while we're not?! response:	You're being too harsh on us; I don't think you're giving us equal rights!
context: I feel like I'm being looked down upon.\What are those indecent magazines?\They're just comics!\What, just having some gravure images makes them'indecent'?\Confiscated!\Why the hell?!\Besides, how come girls are allowed to have magazines while we're not?!\You're being too harsh on us; I don't think you're giving us equal rights! response:	If you're going to enforce the rules with us, you need to be harsher to the girls too!
context: What are those indecent magazines?\They're just comics!\What, just having some gravure images makes them'indecent'?\Confiscated!\Why the hell?!\Besides, how come girls are allowed to have magazines while we're not?!\You're being too harsh on us; I don't think you're giving us equal rights!\If you're going to enforce the rules with us, you need to be harsher to the girls too! response:	Fine.
context: They're just comics!\What, just having some gravure images makes them'indecent'?\Confiscated!\Why the hell?!\Besides, how come girls are allowed to have magazines while we're not?!\You're being too harsh on us; I don't think you're giving us equal rights!\If you're going to enforce the rules with us, you need to be harsher to the girls too!\Fine. response:	I'll review the case after checking the content of the magazines.
context: What, just having some gravure images makes them'indecent'?\Confiscated!\Why the hell?!\Besides, how come girls are allowed to have magazines while we're not?!\You're being too harsh on us; I don't think you're giving us equal rights!\If you're going to enforce the rules with us, you need to be harsher to the girls too!\Fine.\I'll review the case after checking the content of the magazines. response:	Those that are just simply inappropriate for school are banned.
context: Confiscated!\Why the hell?!\Besides, how come girls are allowed to have magazines while we're not?!\You're being too harsh on us; I don't think you're giving us equal rights!\If you're going to enforce the rules with us, you need to be harsher to the girls too!\Fine.\I'll review the case after checking the content of the magazines.\Those that are just simply inappropriate for school are banned. response:	Let me know the names of the magazines you'd like to read at school.
context: Why the hell?!\Besides, how come girls are allowed to have magazines while we're not?!\You're being too harsh on us; I don't think you're giving us equal rights!\If you're going to enforce the rules with us, you need to be harsher to the girls too!\Fine.\I'll review the case after checking the content of the magazines.\Those that are just simply inappropriate for school are banned.\Let me know the names of the magazines you'd like to read at school. response:	Both male and female.
context: Besides, how come girls are allowed to have magazines while we're not?!\You're being too harsh on us; I don't think you're giving us equal rights!\If you're going to enforce the rules with us, you need to be harsher to the girls too!\Fine.\I'll review the case after checking the content of the magazines.\Those that are just simply inappropriate for school are banned.\Let me know the names of the magazines you'd like to read at school.\Both male and female. response:	There's going to be a lot, then.
context: You're being too harsh on us; I don't think you're giving us equal rights!\If you're going to enforce the rules with us, you need to be harsher to the girls too!\Fine.\I'll review the case after checking the content of the magazines.\Those that are just simply inappropriate for school are banned.\Let me know the names of the magazines you'd like to read at school.\Both male and female.\There's going to be a lot, then. response:	You seem busy enough already, Misaki.
context: If you're going to enforce the rules with us, you need to be harsher to the girls too!\Fine.\I'll review the case after checking the content of the magazines.\Those that are just simply inappropriate for school are banned.\Let me know the names of the magazines you'd like to read at school.\Both male and female.\There's going to be a lot, then.\You seem busy enough already, Misaki. response:	It's fine.
context: Fine.\I'll review the case after checking the content of the magazines.\Those that are just simply inappropriate for school are banned.\Let me know the names of the magazines you'd like to read at school.\Both male and female.\There's going to be a lot, then.\You seem busy enough already, Misaki.\It's fine. response:	I need to do this much as the President.
context: I'll review the case after checking the content of the magazines.\Those that are just simply inappropriate for school are banned.\Let me know the names of the magazines you'd like to read at school.\Both male and female.\There's going to be a lot, then.\You seem busy enough already, Misaki.\It's fine.\I need to do this much as the President. response:	P-Prez?
context: Those that are just simply inappropriate for school are banned.\Let me know the names of the magazines you'd like to read at school.\Both male and female.\There's going to be a lot, then.\You seem busy enough already, Misaki.\It's fine.\I need to do this much as the President.\P-Prez? response:	Yes?
context: Let me know the names of the magazines you'd like to read at school.\Both male and female.\There's going to be a lot, then.\You seem busy enough already, Misaki.\It's fine.\I need to do this much as the President.\P-Prez?\Yes? response:	U-Umm... well...
context: Both male and female.\There's going to be a lot, then.\You seem busy enough already, Misaki.\It's fine.\I need to do this much as the President.\P-Prez?\Yes?\U-Umm... well... response:	The accounts for last month aren't adding up properly...
context: There's going to be a lot, then.\You seem busy enough already, Misaki.\It's fine.\I need to do this much as the President.\P-Prez?\Yes?\U-Umm... well...\The accounts for last month aren't adding up properly... response:	What?!
context: You seem busy enough already, Misaki.\It's fine.\I need to do this much as the President.\P-Prez?\Yes?\U-Umm... well...\The accounts for last month aren't adding up properly...\What?! response:	I told you to at least count the money accurately!!
context: It's fine.\I need to do this much as the President.\P-Prez?\Yes?\U-Umm... well...\The accounts for last month aren't adding up properly...\What?!\I told you to at least count the money accurately!! response:	PLACEHOLDER
context: I need to do this much as the President.\P-Prez?\Yes?\U-Umm... well...\The accounts for last month aren't adding up properly...\What?!\I told you to at least count the money accurately!!\PLACEHOLDER response:	I'm sorry! I'm sorry! I'm sorry!
context: P-Prez?\Yes?\U-Umm... well...\The accounts for last month aren't adding up properly...\What?!\I told you to at least count the money accurately!!\PLACEHOLDER\I'm sorry! I'm sorry! I'm sorry! response:	Whatever! I'll do it myself.
context: Yes?\U-Umm... well...\The accounts for last month aren't adding up properly...\What?!\I told you to at least count the money accurately!!\PLACEHOLDER\I'm sorry! I'm sorry! I'm sorry!\Whatever! I'll do it myself. response:	I'm so busy...
context: U-Umm... well...\The accounts for last month aren't adding up properly...\What?!\I told you to at least count the money accurately!!\PLACEHOLDER\I'm sorry! I'm sorry! I'm sorry!\Whatever! I'll do it myself.\I'm so busy... response:	Are you a masochist, Prez?
context: The accounts for last month aren't adding up properly...\What?!\I told you to at least count the money accurately!!\PLACEHOLDER\I'm sorry! I'm sorry! I'm sorry!\Whatever! I'll do it myself.\I'm so busy...\Are you a masochist, Prez? response:	What are you doing here?!
context: What?!\I told you to at least count the money accurately!!\PLACEHOLDER\I'm sorry! I'm sorry! I'm sorry!\Whatever! I'll do it myself.\I'm so busy...\Are you a masochist, Prez?\What are you doing here?! response:	You seem to enjoy driving yourself into a corner.
context: I told you to at least count the money accurately!!\PLACEHOLDER\I'm sorry! I'm sorry! I'm sorry!\Whatever! I'll do it myself.\I'm so busy...\Are you a masochist, Prez?\What are you doing here?!\You seem to enjoy driving yourself into a corner. response:	Oh, I guess you're a sadist too.
context: PLACEHOLDER\I'm sorry! I'm sorry! I'm sorry!\Whatever! I'll do it myself.\I'm so busy...\Are you a masochist, Prez?\What are you doing here?!\You seem to enjoy driving yourself into a corner.\Oh, I guess you're a sadist too. response:	What?!
context: I'm sorry! I'm sorry! I'm sorry!\Whatever! I'll do it myself.\I'm so busy...\Are you a masochist, Prez?\What are you doing here?!\You seem to enjoy driving yourself into a corner.\Oh, I guess you're a sadist too.\What?! response:	I think you should loosen up a bit.
context: Whatever! I'll do it myself.\I'm so busy...\Are you a masochist, Prez?\What are you doing here?!\You seem to enjoy driving yourself into a corner.\Oh, I guess you're a sadist too.\What?!\I think you should loosen up a bit. response:	Just watching you...
context: I'm so busy...\Are you a masochist, Prez?\What are you doing here?!\You seem to enjoy driving yourself into a corner.\Oh, I guess you're a sadist too.\What?!\I think you should loosen up a bit.\Just watching you... response:	Uh-oh...
context: Are you a masochist, Prez?\What are you doing here?!\You seem to enjoy driving yourself into a corner.\Oh, I guess you're a sadist too.\What?!\I think you should loosen up a bit.\Just watching you...\Uh-oh... response:	Stay away!
context: What are you doing here?!\You seem to enjoy driving yourself into a corner.\Oh, I guess you're a sadist too.\What?!\I think you should loosen up a bit.\Just watching you...\Uh-oh...\Stay away! response:	Okay then.
context: You seem to enjoy driving yourself into a corner.\Oh, I guess you're a sadist too.\What?!\I think you should loosen up a bit.\Just watching you...\Uh-oh...\Stay away!\Okay then. response:	I don't have the leisure to be tired...
context: Oh, I guess you're a sadist too.\What?!\I think you should loosen up a bit.\Just watching you...\Uh-oh...\Stay away!\Okay then.\I don't have the leisure to be tired... response:	The accounts really won't add up, either...
context: What?!\I think you should loosen up a bit.\Just watching you...\Uh-oh...\Stay away!\Okay then.\I don't have the leisure to be tired...\The accounts really won't add up, either... response:	I need to hurry up and decide which magazines will be allowed, too...
context: I think you should loosen up a bit.\Just watching you...\Uh-oh...\Stay away!\Okay then.\I don't have the leisure to be tired...\The accounts really won't add up, either...\I need to hurry up and decide which magazines will be allowed, too... response:	I also need more time than what I have now to study...
context: Just watching you...\Uh-oh...\Stay away!\Okay then.\I don't have the leisure to be tired...\The accounts really won't add up, either...\I need to hurry up and decide which magazines will be allowed, too...\I also need more time than what I have now to study... response:	I think you should loosen up a bit.
context: Uh-oh...\Stay away!\Okay then.\I don't have the leisure to be tired...\The accounts really won't add up, either...\I need to hurry up and decide which magazines will be allowed, too...\I also need more time than what I have now to study...\I think you should loosen up a bit. response:	I don't need help from the likes of you!
context: Stay away!\Okay then.\I don't have the leisure to be tired...\The accounts really won't add up, either...\I need to hurry up and decide which magazines will be allowed, too...\I also need more time than what I have now to study...\I think you should loosen up a bit.\I don't need help from the likes of you! response:	I feel like I'm just halfway doing everything...
context: Okay then.\I don't have the leisure to be tired...\The accounts really won't add up, either...\I need to hurry up and decide which magazines will be allowed, too...\I also need more time than what I have now to study...\I think you should loosen up a bit.\I don't need help from the likes of you!\I feel like I'm just halfway doing everything... response:	I don't feel too well...
context: I don't have the leisure to be tired...\The accounts really won't add up, either...\I need to hurry up and decide which magazines will be allowed, too...\I also need more time than what I have now to study...\I think you should loosen up a bit.\I don't need help from the likes of you!\I feel like I'm just halfway doing everything...\I don't feel too well... response:	Huh? Isn't that the Prez?
context: The accounts really won't add up, either...\I need to hurry up and decide which magazines will be allowed, too...\I also need more time than what I have now to study...\I think you should loosen up a bit.\I don't need help from the likes of you!\I feel like I'm just halfway doing everything...\I don't feel too well...\Huh? Isn't that the Prez? response:	Wow, it really is.
context: I need to hurry up and decide which magazines will be allowed, too...\I also need more time than what I have now to study...\I think you should loosen up a bit.\I don't need help from the likes of you!\I feel like I'm just halfway doing everything...\I don't feel too well...\Huh? Isn't that the Prez?\Wow, it really is. response:	Seriously? A maid?
context: I also need more time than what I have now to study...\I think you should loosen up a bit.\I don't need help from the likes of you!\I feel like I'm just halfway doing everything...\I don't feel too well...\Huh? Isn't that the Prez?\Wow, it really is.\Seriously? A maid? response:	This is hilarious.
context: I think you should loosen up a bit.\I don't need help from the likes of you!\I feel like I'm just halfway doing everything...\I don't feel too well...\Huh? Isn't that the Prez?\Wow, it really is.\Seriously? A maid?\This is hilarious. response:	Hey, let's call everyone over.
context: I don't need help from the likes of you!\I feel like I'm just halfway doing everything...\I don't feel too well...\Huh? Isn't that the Prez?\Wow, it really is.\Seriously? A maid?\This is hilarious.\Hey, let's call everyone over. response:	My ears hurt really badly.
context: I feel like I'm just halfway doing everything...\I don't feel too well...\Huh? Isn't that the Prez?\Wow, it really is.\Seriously? A maid?\This is hilarious.\Hey, let's call everyone over.\My ears hurt really badly. response:	Time to take pics.
context: I don't feel too well...\Huh? Isn't that the Prez?\Wow, it really is.\Seriously? A maid?\This is hilarious.\Hey, let's call everyone over.\My ears hurt really badly.\Time to take pics. response:	Everything's going downhill.
context: Huh? Isn't that the Prez?\Wow, it really is.\Seriously? A maid?\This is hilarious.\Hey, let's call everyone over.\My ears hurt really badly.\Time to take pics.\Everything's going downhill. response:	Are you going to run away?
context: Wow, it really is.\Seriously? A maid?\This is hilarious.\Hey, let's call everyone over.\My ears hurt really badly.\Time to take pics.\Everything's going downhill.\Are you going to run away? response:	Is this really okay, Prez?
context: Seriously? A maid?\This is hilarious.\Hey, let's call everyone over.\My ears hurt really badly.\Time to take pics.\Everything's going downhill.\Are you going to run away?\Is this really okay, Prez? response:	You torment guys all the time at school, and then you're going to tell us that you were actually a maid?
context: This is hilarious.\Hey, let's call everyone over.\My ears hurt really badly.\Time to take pics.\Everything's going downhill.\Are you going to run away?\Is this really okay, Prez?\You torment guys all the time at school, and then you're going to tell us that you were actually a maid? response:	Let go!
context: Hey, let's call everyone over.\My ears hurt really badly.\Time to take pics.\Everything's going downhill.\Are you going to run away?\Is this really okay, Prez?\You torment guys all the time at school, and then you're going to tell us that you were actually a maid?\Let go! response:	We're going to need some special service then.
context: My ears hurt really badly.\Time to take pics.\Everything's going downhill.\Are you going to run away?\Is this really okay, Prez?\You torment guys all the time at school, and then you're going to tell us that you were actually a maid?\Let go!\We're going to need some special service then. response:	Okay, I'm taking it.
context: Time to take pics.\Everything's going downhill.\Are you going to run away?\Is this really okay, Prez?\You torment guys all the time at school, and then you're going to tell us that you were actually a maid?\Let go!\We're going to need some special service then.\Okay, I'm taking it. response:	Call us your masters or something.
context: Everything's going downhill.\Are you going to run away?\Is this really okay, Prez?\You torment guys all the time at school, and then you're going to tell us that you were actually a maid?\Let go!\We're going to need some special service then.\Okay, I'm taking it.\Call us your masters or something. response:	Aren't you supposed to be a maid?
context: Are you going to run away?\Is this really okay, Prez?\You torment guys all the time at school, and then you're going to tell us that you were actually a maid?\Let go!\We're going to need some special service then.\Okay, I'm taking it.\Call us your masters or something.\Aren't you supposed to be a maid? response:	My body feels so weak...
context: Is this really okay, Prez?\You torment guys all the time at school, and then you're going to tell us that you were actually a maid?\Let go!\We're going to need some special service then.\Okay, I'm taking it.\Call us your masters or something.\Aren't you supposed to be a maid?\My body feels so weak... response:	Wow, I didn't realize you were actually a girl.
context: You torment guys all the time at school, and then you're going to tell us that you were actually a maid?\Let go!\We're going to need some special service then.\Okay, I'm taking it.\Call us your masters or something.\Aren't you supposed to be a maid?\My body feels so weak...\Wow, I didn't realize you were actually a girl. response:	Dressing like this actually makes you look-
context: Let go!\We're going to need some special service then.\Okay, I'm taking it.\Call us your masters or something.\Aren't you supposed to be a maid?\My body feels so weak...\Wow, I didn't realize you were actually a girl.\Dressing like this actually makes you look- response:	Don't touch her just because she's darn cute.
context: We're going to need some special service then.\Okay, I'm taking it.\Call us your masters or something.\Aren't you supposed to be a maid?\My body feels so weak...\Wow, I didn't realize you were actually a girl.\Dressing like this actually makes you look-\Don't touch her just because she's darn cute. response:	U-Usui!
context: Okay, I'm taking it.\Call us your masters or something.\Aren't you supposed to be a maid?\My body feels so weak...\Wow, I didn't realize you were actually a girl.\Dressing like this actually makes you look-\Don't touch her just because she's darn cute.\U-Usui! response:	Are you okay?
context: Call us your masters or something.\Aren't you supposed to be a maid?\My body feels so weak...\Wow, I didn't realize you were actually a girl.\Dressing like this actually makes you look-\Don't touch her just because she's darn cute.\U-Usui!\Are you okay? response:	Sorry.
context: Aren't you supposed to be a maid?\My body feels so weak...\Wow, I didn't realize you were actually a girl.\Dressing like this actually makes you look-\Don't touch her just because she's darn cute.\U-Usui!\Are you okay?\Sorry. response:	Sorry, Usui.
context: My body feels so weak...\Wow, I didn't realize you were actually a girl.\Dressing like this actually makes you look-\Don't touch her just because she's darn cute.\U-Usui!\Are you okay?\Sorry.\Sorry, Usui. response:	It's okay. Rest all you want.
context: Wow, I didn't realize you were actually a girl.\Dressing like this actually makes you look-\Don't touch her just because she's darn cute.\U-Usui!\Are you okay?\Sorry.\Sorry, Usui.\It's okay. Rest all you want. response:	Misaki.
context: Dressing like this actually makes you look-\Don't touch her just because she's darn cute.\U-Usui!\Are you okay?\Sorry.\Sorry, Usui.\It's okay. Rest all you want.\Misaki. response:	I was so shocked when the chief called.
context: Don't touch her just because she's darn cute.\U-Usui!\Are you okay?\Sorry.\Sorry, Usui.\It's okay. Rest all you want.\Misaki.\I was so shocked when the chief called. response:	Sorry.
context: U-Usui!\Are you okay?\Sorry.\Sorry, Usui.\It's okay. Rest all you want.\Misaki.\I was so shocked when the chief called.\Sorry. response:	Here.
context: Are you okay?\Sorry.\Sorry, Usui.\It's okay. Rest all you want.\Misaki.\I was so shocked when the chief called.\Sorry.\Here. response:	Rest easy for today, okay?
context: Sorry.\Sorry, Usui.\It's okay. Rest all you want.\Misaki.\I was so shocked when the chief called.\Sorry.\Here.\Rest easy for today, okay? response:	Resting for a day helped clear my mind.
context: Sorry, Usui.\It's okay. Rest all you want.\Misaki.\I was so shocked when the chief called.\Sorry.\Here.\Rest easy for today, okay?\Resting for a day helped clear my mind. response:	You know, they haven't told anyone that you're a maid.
context: It's okay. Rest all you want.\Misaki.\I was so shocked when the chief called.\Sorry.\Here.\Rest easy for today, okay?\Resting for a day helped clear my mind.\You know, they haven't told anyone that you're a maid. response:	Oh.
