context: Access granted. response:	Access granted.
context: I-I'm sorry.\Is there something bothering you besides the title screening?\W-Well, I...\Why don't we take a break?\What? We don't need to...\Two coffees.\I'm sorry.\I see. response:	I had a similar experience once.
context: Is there something bothering you besides the title screening?\W-Well, I...\Why don't we take a break?\What? We don't need to...\Two coffees.\I'm sorry.\I see.\I had a similar experience once. response:	Just before graduating from college,
context: W-Well, I...\Why don't we take a break?\What? We don't need to...\Two coffees.\I'm sorry.\I see.\I had a similar experience once.\Just before graduating from college, response:	I was busy preparing to start this job.
context: Why don't we take a break?\What? We don't need to...\Two coffees.\I'm sorry.\I see.\I had a similar experience once.\Just before graduating from college,\I was busy preparing to start this job. response:	At the same time,
context: What? We don't need to...\Two coffees.\I'm sorry.\I see.\I had a similar experience once.\Just before graduating from college,\I was busy preparing to start this job.\At the same time, response:	a girl I was interested in was having trouble...
context: Two coffees.\I'm sorry.\I see.\I had a similar experience once.\Just before graduating from college,\I was busy preparing to start this job.\At the same time,\a girl I was interested in was having trouble... response:	deciding what she wanted to do.
context: I'm sorry.\I see.\I had a similar experience once.\Just before graduating from college,\I was busy preparing to start this job.\At the same time,\a girl I was interested in was having trouble...\deciding what she wanted to do. response:	Should she become an artist or an art teacher?
context: I see.\I had a similar experience once.\Just before graduating from college,\I was busy preparing to start this job.\At the same time,\a girl I was interested in was having trouble...\deciding what she wanted to do.\Should she become an artist or an art teacher? response:	But I didn't have time to worry about her.
context: I had a similar experience once.\Just before graduating from college,\I was busy preparing to start this job.\At the same time,\a girl I was interested in was having trouble...\deciding what she wanted to do.\Should she become an artist or an art teacher?\But I didn't have time to worry about her. response:	If you can't give up one,
context: Just before graduating from college,\I was busy preparing to start this job.\At the same time,\a girl I was interested in was having trouble...\deciding what she wanted to do.\Should she become an artist or an art teacher?\But I didn't have time to worry about her.\If you can't give up one, response:	there must be a way to manage both without choosing one or the other.
context: I was busy preparing to start this job.\At the same time,\a girl I was interested in was having trouble...\deciding what she wanted to do.\Should she become an artist or an art teacher?\But I didn't have time to worry about her.\If you can't give up one,\there must be a way to manage both without choosing one or the other. response:	It doesn't matter which...
context: At the same time,\a girl I was interested in was having trouble...\deciding what she wanted to do.\Should she become an artist or an art teacher?\But I didn't have time to worry about her.\If you can't give up one,\there must be a way to manage both without choosing one or the other.\It doesn't matter which... response:	you choose as long as...
context: a girl I was interested in was having trouble...\deciding what she wanted to do.\Should she become an artist or an art teacher?\But I didn't have time to worry about her.\If you can't give up one,\there must be a way to manage both without choosing one or the other.\It doesn't matter which...\you choose as long as... response:	you consider what you want to do and what you should do.
context: deciding what she wanted to do.\Should she become an artist or an art teacher?\But I didn't have time to worry about her.\If you can't give up one,\there must be a way to manage both without choosing one or the other.\It doesn't matter which...\you choose as long as...\you consider what you want to do and what you should do. response:	What I want to do?
context: Should she become an artist or an art teacher?\But I didn't have time to worry about her.\If you can't give up one,\there must be a way to manage both without choosing one or the other.\It doesn't matter which...\you choose as long as...\you consider what you want to do and what you should do.\What I want to do? response:	Yes.
context: But I didn't have time to worry about her.\If you can't give up one,\there must be a way to manage both without choosing one or the other.\It doesn't matter which...\you choose as long as...\you consider what you want to do and what you should do.\What I want to do?\Yes. response:	What would you like to do? Should we continue?
context: If you can't give up one,\there must be a way to manage both without choosing one or the other.\It doesn't matter which...\you choose as long as...\you consider what you want to do and what you should do.\What I want to do?\Yes.\What would you like to do? Should we continue? response:	Yes, please.
context: there must be a way to manage both without choosing one or the other.\It doesn't matter which...\you choose as long as...\you consider what you want to do and what you should do.\What I want to do?\Yes.\What would you like to do? Should we continue?\Yes, please. response:	Title Screening Meeting
context: It doesn't matter which...\you choose as long as...\you consider what you want to do and what you should do.\What I want to do?\Yes.\What would you like to do? Should we continue?\Yes, please.\Title Screening Meeting response:	March 7th.
context: you choose as long as...\you consider what you want to do and what you should do.\What I want to do?\Yes.\What would you like to do? Should we continue?\Yes, please.\Title Screening Meeting\March 7th. response:	That's the day before the graduation ceremony.
context: you consider what you want to do and what you should do.\What I want to do?\Yes.\What would you like to do? Should we continue?\Yes, please.\Title Screening Meeting\March 7th.\That's the day before the graduation ceremony. response:	What? Today was your last day?
context: What I want to do?\Yes.\What would you like to do? Should we continue?\Yes, please.\Title Screening Meeting\March 7th.\That's the day before the graduation ceremony.\What? Today was your last day? response:	Yeah.
context: Yes.\What would you like to do? Should we continue?\Yes, please.\Title Screening Meeting\March 7th.\That's the day before the graduation ceremony.\What? Today was your last day?\Yeah. response:	Today was my last day after taking lessons...
context: What would you like to do? Should we continue?\Yes, please.\Title Screening Meeting\March 7th.\That's the day before the graduation ceremony.\What? Today was your last day?\Yeah.\Today was my last day after taking lessons... response:	for two years.
context: Yes, please.\Title Screening Meeting\March 7th.\That's the day before the graduation ceremony.\What? Today was your last day?\Yeah.\Today was my last day after taking lessons...\for two years. response:	Two years.
context: Title Screening Meeting\March 7th.\That's the day before the graduation ceremony.\What? Today was your last day?\Yeah.\Today was my last day after taking lessons...\for two years.\Two years. response:	Yeah.
context: March 7th.\That's the day before the graduation ceremony.\What? Today was your last day?\Yeah.\Today was my last day after taking lessons...\for two years.\Two years.\Yeah. response:	Two years, huh?
context: That's the day before the graduation ceremony.\What? Today was your last day?\Yeah.\Today was my last day after taking lessons...\for two years.\Two years.\Yeah.\Two years, huh? response:	Why did you say it twice?
context: What? Today was your last day?\Yeah.\Today was my last day after taking lessons...\for two years.\Two years.\Yeah.\Two years, huh?\Why did you say it twice? response:	I was just thinking... that's a long time.
context: Yeah.\Today was my last day after taking lessons...\for two years.\Two years.\Yeah.\Two years, huh?\Why did you say it twice?\I was just thinking... that's a long time. response:	Yeah, I guess you're right.
context: Today was my last day after taking lessons...\for two years.\Two years.\Yeah.\Two years, huh?\Why did you say it twice?\I was just thinking... that's a long time.\Yeah, I guess you're right. response:	Hey, listen...
context: for two years.\Two years.\Yeah.\Two years, huh?\Why did you say it twice?\I was just thinking... that's a long time.\Yeah, I guess you're right.\Hey, listen... response:	What?
context: Two years.\Yeah.\Two years, huh?\Why did you say it twice?\I was just thinking... that's a long time.\Yeah, I guess you're right.\Hey, listen...\What? response:	Why do you want to become a voice actor?
context: Yeah.\Two years, huh?\Why did you say it twice?\I was just thinking... that's a long time.\Yeah, I guess you're right.\Hey, listen...\What?\Why do you want to become a voice actor? response:	In elementary school,
context: Two years, huh?\Why did you say it twice?\I was just thinking... that's a long time.\Yeah, I guess you're right.\Hey, listen...\What?\Why do you want to become a voice actor?\In elementary school, response:	my teacher complimented me when I was reading aloud.
context: Why did you say it twice?\I was just thinking... that's a long time.\Yeah, I guess you're right.\Hey, listen...\What?\Why do you want to become a voice actor?\In elementary school,\my teacher complimented me when I was reading aloud. response:	That's when it all started.
context: I was just thinking... that's a long time.\Yeah, I guess you're right.\Hey, listen...\What?\Why do you want to become a voice actor?\In elementary school,\my teacher complimented me when I was reading aloud.\That's when it all started. response:	I became more interested in voice-over work...
context: Yeah, I guess you're right.\Hey, listen...\What?\Why do you want to become a voice actor?\In elementary school,\my teacher complimented me when I was reading aloud.\That's when it all started.\I became more interested in voice-over work... response:	and eventually decided to give it a try.
context: Hey, listen...\What?\Why do you want to become a voice actor?\In elementary school,\my teacher complimented me when I was reading aloud.\That's when it all started.\I became more interested in voice-over work...\and eventually decided to give it a try. response:	When I talked to my father about it, he was extremely opposed.
context: What?\Why do you want to become a voice actor?\In elementary school,\my teacher complimented me when I was reading aloud.\That's when it all started.\I became more interested in voice-over work...\and eventually decided to give it a try.\When I talked to my father about it, he was extremely opposed. response:	But that just made me more determined.
context: Why do you want to become a voice actor?\In elementary school,\my teacher complimented me when I was reading aloud.\That's when it all started.\I became more interested in voice-over work...\and eventually decided to give it a try.\When I talked to my father about it, he was extremely opposed.\But that just made me more determined. response:	Simple, right?
context: In elementary school,\my teacher complimented me when I was reading aloud.\That's when it all started.\I became more interested in voice-over work...\and eventually decided to give it a try.\When I talked to my father about it, he was extremely opposed.\But that just made me more determined.\Simple, right? response:	That momentum might be necessary...
context: my teacher complimented me when I was reading aloud.\That's when it all started.\I became more interested in voice-over work...\and eventually decided to give it a try.\When I talked to my father about it, he was extremely opposed.\But that just made me more determined.\Simple, right?\That momentum might be necessary... response:	when you're setting out to achieve something.
context: That's when it all started.\I became more interested in voice-over work...\and eventually decided to give it a try.\When I talked to my father about it, he was extremely opposed.\But that just made me more determined.\Simple, right?\That momentum might be necessary...\when you're setting out to achieve something. response:	You're right.
context: I became more interested in voice-over work...\and eventually decided to give it a try.\When I talked to my father about it, he was extremely opposed.\But that just made me more determined.\Simple, right?\That momentum might be necessary...\when you're setting out to achieve something.\You're right. response:	The same goes for collecting signatures.
context: and eventually decided to give it a try.\When I talked to my father about it, he was extremely opposed.\But that just made me more determined.\Simple, right?\That momentum might be necessary...\when you're setting out to achieve something.\You're right.\The same goes for collecting signatures. response:	Let's take that momentum and give it our best shot!
context: When I talked to my father about it, he was extremely opposed.\But that just made me more determined.\Simple, right?\That momentum might be necessary...\when you're setting out to achieve something.\You're right.\The same goes for collecting signatures.\Let's take that momentum and give it our best shot! response:	It'd be great if we both passed and Sakura Hall didn't get torn down.
context: But that just made me more determined.\Simple, right?\That momentum might be necessary...\when you're setting out to achieve something.\You're right.\The same goes for collecting signatures.\Let's take that momentum and give it our best shot!\It'd be great if we both passed and Sakura Hall didn't get torn down. response:	Yeah.
context: Simple, right?\That momentum might be necessary...\when you're setting out to achieve something.\You're right.\The same goes for collecting signatures.\Let's take that momentum and give it our best shot!\It'd be great if we both passed and Sakura Hall didn't get torn down.\Yeah. response:	We're back.
context: That momentum might be necessary...\when you're setting out to achieve something.\You're right.\The same goes for collecting signatures.\Let's take that momentum and give it our best shot!\It'd be great if we both passed and Sakura Hall didn't get torn down.\Yeah.\We're back. response:	What are you doing?
context: when you're setting out to achieve something.\You're right.\The same goes for collecting signatures.\Let's take that momentum and give it our best shot!\It'd be great if we both passed and Sakura Hall didn't get torn down.\Yeah.\We're back.\What are you doing? response:	I was looking at Sakura Hall.
context: You're right.\The same goes for collecting signatures.\Let's take that momentum and give it our best shot!\It'd be great if we both passed and Sakura Hall didn't get torn down.\Yeah.\We're back.\What are you doing?\I was looking at Sakura Hall. response:	This arrived.
context: The same goes for collecting signatures.\Let's take that momentum and give it our best shot!\It'd be great if we both passed and Sakura Hall didn't get torn down.\Yeah.\We're back.\What are you doing?\I was looking at Sakura Hall.\This arrived. response:	Okay.
context: Let's take that momentum and give it our best shot!\It'd be great if we both passed and Sakura Hall didn't get torn down.\Yeah.\We're back.\What are you doing?\I was looking at Sakura Hall.\This arrived.\Okay. response:	I failed.
context: It'd be great if we both passed and Sakura Hall didn't get torn down.\Yeah.\We're back.\What are you doing?\I was looking at Sakura Hall.\This arrived.\Okay.\I failed. response:	I failed.
context: Yeah.\We're back.\What are you doing?\I was looking at Sakura Hall.\This arrived.\Okay.\I failed.\I failed. response:	You couldn't have...
context: We're back.\What are you doing?\I was looking at Sakura Hall.\This arrived.\Okay.\I failed.\I failed.\You couldn't have... response:	I did all I could.
context: What are you doing?\I was looking at Sakura Hall.\This arrived.\Okay.\I failed.\I failed.\You couldn't have...\I did all I could. response:	I don't have any regrets.
context: I was looking at Sakura Hall.\This arrived.\Okay.\I failed.\I failed.\You couldn't have...\I did all I could.\I don't have any regrets. response:	Oh well. It's over.
context: This arrived.\Okay.\I failed.\I failed.\You couldn't have...\I did all I could.\I don't have any regrets.\Oh well. It's over. response:	Aoyama.
context: Okay.\I failed.\I failed.\You couldn't have...\I did all I could.\I don't have any regrets.\Oh well. It's over.\Aoyama. response:	It's okay.
context: I failed.\I failed.\You couldn't have...\I did all I could.\I don't have any regrets.\Oh well. It's over.\Aoyama.\It's okay. response:	I'm not crying.
context: I failed.\You couldn't have...\I did all I could.\I don't have any regrets.\Oh well. It's over.\Aoyama.\It's okay.\I'm not crying. response:	Don't push yourself too hard.
context: You couldn't have...\I did all I could.\I don't have any regrets.\Oh well. It's over.\Aoyama.\It's okay.\I'm not crying.\Don't push yourself too hard. response:	If I cry now, I'll end up being good for nothing.
context: I did all I could.\I don't have any regrets.\Oh well. It's over.\Aoyama.\It's okay.\I'm not crying.\Don't push yourself too hard.\If I cry now, I'll end up being good for nothing. response:	I don't want to stop gathering signatures...
context: I don't have any regrets.\Oh well. It's over.\Aoyama.\It's okay.\I'm not crying.\Don't push yourself too hard.\If I cry now, I'll end up being good for nothing.\I don't want to stop gathering signatures... response:	when Sakura Hall might be torn down.
context: Oh well. It's over.\Aoyama.\It's okay.\I'm not crying.\Don't push yourself too hard.\If I cry now, I'll end up being good for nothing.\I don't want to stop gathering signatures...\when Sakura Hall might be torn down. response:	I don't want to end up like that.
context: Aoyama.\It's okay.\I'm not crying.\Don't push yourself too hard.\If I cry now, I'll end up being good for nothing.\I don't want to stop gathering signatures...\when Sakura Hall might be torn down.\I don't want to end up like that. response:	Kamiigusa-senpai and Mitaka-senpai are about to graduate, too.
context: It's okay.\I'm not crying.\Don't push yourself too hard.\If I cry now, I'll end up being good for nothing.\I don't want to stop gathering signatures...\when Sakura Hall might be torn down.\I don't want to end up like that.\Kamiigusa-senpai and Mitaka-senpai are about to graduate, too. response:	I don't want to make them worry.
context: I'm not crying.\Don't push yourself too hard.\If I cry now, I'll end up being good for nothing.\I don't want to stop gathering signatures...\when Sakura Hall might be torn down.\I don't want to end up like that.\Kamiigusa-senpai and Mitaka-senpai are about to graduate, too.\I don't want to make them worry. response:	I want to send them off with a smile.
context: Don't push yourself too hard.\If I cry now, I'll end up being good for nothing.\I don't want to stop gathering signatures...\when Sakura Hall might be torn down.\I don't want to end up like that.\Kamiigusa-senpai and Mitaka-senpai are about to graduate, too.\I don't want to make them worry.\I want to send them off with a smile. response:	I'll be fine until graduation.
context: If I cry now, I'll end up being good for nothing.\I don't want to stop gathering signatures...\when Sakura Hall might be torn down.\I don't want to end up like that.\Kamiigusa-senpai and Mitaka-senpai are about to graduate, too.\I don't want to make them worry.\I want to send them off with a smile.\I'll be fine until graduation. response:	I'll cry a river after the ceremony.
context: I don't want to stop gathering signatures...\when Sakura Hall might be torn down.\I don't want to end up like that.\Kamiigusa-senpai and Mitaka-senpai are about to graduate, too.\I don't want to make them worry.\I want to send them off with a smile.\I'll be fine until graduation.\I'll cry a river after the ceremony. response:	Listen, kouhai-kun!
context: when Sakura Hall might be torn down.\I don't want to end up like that.\Kamiigusa-senpai and Mitaka-senpai are about to graduate, too.\I don't want to make them worry.\I want to send them off with a smile.\I'll be fine until graduation.\I'll cry a river after the ceremony.\Listen, kouhai-kun! response:	Why are you wearing that?
context: I don't want to end up like that.\Kamiigusa-senpai and Mitaka-senpai are about to graduate, too.\I don't want to make them worry.\I want to send them off with a smile.\I'll be fine until graduation.\I'll cry a river after the ceremony.\Listen, kouhai-kun!\Why are you wearing that? response:	I came up with a great idea to get lots more signatures!
context: Kamiigusa-senpai and Mitaka-senpai are about to graduate, too.\I don't want to make them worry.\I want to send them off with a smile.\I'll be fine until graduation.\I'll cry a river after the ceremony.\Listen, kouhai-kun!\Why are you wearing that?\I came up with a great idea to get lots more signatures! response:	I call it my costume plan!
context: I don't want to make them worry.\I want to send them off with a smile.\I'll be fine until graduation.\I'll cry a river after the ceremony.\Listen, kouhai-kun!\Why are you wearing that?\I came up with a great idea to get lots more signatures!\I call it my costume plan! response:	The critters of the forest are watching!
context: I want to send them off with a smile.\I'll be fine until graduation.\I'll cry a river after the ceremony.\Listen, kouhai-kun!\Why are you wearing that?\I came up with a great idea to get lots more signatures!\I call it my costume plan!\The critters of the forest are watching! response:	You're going to gather signatures wearing that?!
context: I'll be fine until graduation.\I'll cry a river after the ceremony.\Listen, kouhai-kun!\Why are you wearing that?\I came up with a great idea to get lots more signatures!\I call it my costume plan!\The critters of the forest are watching!\You're going to gather signatures wearing that?! response:	That's right!
context: I'll cry a river after the ceremony.\Listen, kouhai-kun!\Why are you wearing that?\I came up with a great idea to get lots more signatures!\I call it my costume plan!\The critters of the forest are watching!\You're going to gather signatures wearing that?!\That's right! response:	Well, I'm not wearing that.
context: Listen, kouhai-kun!\Why are you wearing that?\I came up with a great idea to get lots more signatures!\I call it my costume plan!\The critters of the forest are watching!\You're going to gather signatures wearing that?!\That's right!\Well, I'm not wearing that. response:	Oh, you definitely will!
context: Why are you wearing that?\I came up with a great idea to get lots more signatures!\I call it my costume plan!\The critters of the forest are watching!\You're going to gather signatures wearing that?!\That's right!\Well, I'm not wearing that.\Oh, you definitely will! response:	Please help us gather signatures!
context: I came up with a great idea to get lots more signatures!\I call it my costume plan!\The critters of the forest are watching!\You're going to gather signatures wearing that?!\That's right!\Well, I'm not wearing that.\Oh, you definitely will!\Please help us gather signatures! response:	Please help us gather signatures!
context: I call it my costume plan!\The critters of the forest are watching!\You're going to gather signatures wearing that?!\That's right!\Well, I'm not wearing that.\Oh, you definitely will!\Please help us gather signatures!\Please help us gather signatures! response:	Don't interrupt their practice!
context: The critters of the forest are watching!\You're going to gather signatures wearing that?!\That's right!\Well, I'm not wearing that.\Oh, you definitely will!\Please help us gather signatures!\Please help us gather signatures!\Don't interrupt their practice! response:	What a situation this is...
context: You're going to gather signatures wearing that?!\That's right!\Well, I'm not wearing that.\Oh, you definitely will!\Please help us gather signatures!\Please help us gather signatures!\Don't interrupt their practice!\What a situation this is... response:	Nanami has so much energy.
context: That's right!\Well, I'm not wearing that.\Oh, you definitely will!\Please help us gather signatures!\Please help us gather signatures!\Don't interrupt their practice!\What a situation this is...\Nanami has so much energy. response:	Yeah.
context: Well, I'm not wearing that.\Oh, you definitely will!\Please help us gather signatures!\Please help us gather signatures!\Don't interrupt their practice!\What a situation this is...\Nanami has so much energy.\Yeah. response:	This is some turn of events.
context: Oh, you definitely will!\Please help us gather signatures!\Please help us gather signatures!\Don't interrupt their practice!\What a situation this is...\Nanami has so much energy.\Yeah.\This is some turn of events. response:	Did Misaki tell her, I'll stop chasing them if you wear a costume, too?
context: Please help us gather signatures!\Please help us gather signatures!\Don't interrupt their practice!\What a situation this is...\Nanami has so much energy.\Yeah.\This is some turn of events.\Did Misaki tell her, I'll stop chasing them if you wear a costume, too? response:	That's not what you promised, she says.
context: Please help us gather signatures!\Don't interrupt their practice!\What a situation this is...\Nanami has so much energy.\Yeah.\This is some turn of events.\Did Misaki tell her, I'll stop chasing them if you wear a costume, too?\That's not what you promised, she says. response:	Don't worry so much, Sorata.
context: Don't interrupt their practice!\What a situation this is...\Nanami has so much energy.\Yeah.\This is some turn of events.\Did Misaki tell her, I'll stop chasing them if you wear a costume, too?\That's not what you promised, she says.\Don't worry so much, Sorata. response:	But when I think of how Aoyama must feel...
context: What a situation this is...\Nanami has so much energy.\Yeah.\This is some turn of events.\Did Misaki tell her, I'll stop chasing them if you wear a costume, too?\That's not what you promised, she says.\Don't worry so much, Sorata.\But when I think of how Aoyama must feel... response:	Aoyama-san's probably trying way too hard to be strong.
context: Nanami has so much energy.\Yeah.\This is some turn of events.\Did Misaki tell her, I'll stop chasing them if you wear a costume, too?\That's not what you promised, she says.\Don't worry so much, Sorata.\But when I think of how Aoyama must feel...\Aoyama-san's probably trying way too hard to be strong. response:	But right now, she wants to act cheerful for the sake of Sakura Hall.
context: Yeah.\This is some turn of events.\Did Misaki tell her, I'll stop chasing them if you wear a costume, too?\That's not what you promised, she says.\Don't worry so much, Sorata.\But when I think of how Aoyama must feel...\Aoyama-san's probably trying way too hard to be strong.\But right now, she wants to act cheerful for the sake of Sakura Hall. response:	We should do everything we can, too.
context: This is some turn of events.\Did Misaki tell her, I'll stop chasing them if you wear a costume, too?\That's not what you promised, she says.\Don't worry so much, Sorata.\But when I think of how Aoyama must feel...\Aoyama-san's probably trying way too hard to be strong.\But right now, she wants to act cheerful for the sake of Sakura Hall.\We should do everything we can, too. response:	If Sakura Hall disappears now, Aoyama-san will be beyond saving.
context: Did Misaki tell her, I'll stop chasing them if you wear a costume, too?\That's not what you promised, she says.\Don't worry so much, Sorata.\But when I think of how Aoyama must feel...\Aoyama-san's probably trying way too hard to be strong.\But right now, she wants to act cheerful for the sake of Sakura Hall.\We should do everything we can, too.\If Sakura Hall disappears now, Aoyama-san will be beyond saving. response:	Incoming Call
context: That's not what you promised, she says.\Don't worry so much, Sorata.\But when I think of how Aoyama must feel...\Aoyama-san's probably trying way too hard to be strong.\But right now, she wants to act cheerful for the sake of Sakura Hall.\We should do everything we can, too.\If Sakura Hall disappears now, Aoyama-san will be beyond saving.\Incoming Call response:	International Call
context: Don't worry so much, Sorata.\But when I think of how Aoyama must feel...\Aoyama-san's probably trying way too hard to be strong.\But right now, she wants to act cheerful for the sake of Sakura Hall.\We should do everything we can, too.\If Sakura Hall disappears now, Aoyama-san will be beyond saving.\Incoming Call\International Call response:	Former Freeloader
context: But when I think of how Aoyama must feel...\Aoyama-san's probably trying way too hard to be strong.\But right now, she wants to act cheerful for the sake of Sakura Hall.\We should do everything we can, too.\If Sakura Hall disappears now, Aoyama-san will be beyond saving.\Incoming Call\International Call\Former Freeloader response:	Ryunosuke-sama, you have an incoming...
context: Aoyama-san's probably trying way too hard to be strong.\But right now, she wants to act cheerful for the sake of Sakura Hall.\We should do everything we can, too.\If Sakura Hall disappears now, Aoyama-san will be beyond saving.\Incoming Call\International Call\Former Freeloader\Ryunosuke-sama, you have an incoming... response:	international call from Rita Ainsworth-sama.
context: But right now, she wants to act cheerful for the sake of Sakura Hall.\We should do everything we can, too.\If Sakura Hall disappears now, Aoyama-san will be beyond saving.\Incoming Call\International Call\Former Freeloader\Ryunosuke-sama, you have an incoming...\international call from Rita Ainsworth-sama. response:	I'm busy. Ignore her.
context: We should do everything we can, too.\If Sakura Hall disappears now, Aoyama-san will be beyond saving.\Incoming Call\International Call\Former Freeloader\Ryunosuke-sama, you have an incoming...\international call from Rita Ainsworth-sama.\I'm busy. Ignore her. response:	What's wrong?
context: If Sakura Hall disappears now, Aoyama-san will be beyond saving.\Incoming Call\International Call\Former Freeloader\Ryunosuke-sama, you have an incoming...\international call from Rita Ainsworth-sama.\I'm busy. Ignore her.\What's wrong? response:	I believe her reason for calling may be important.
context: Incoming Call\International Call\Former Freeloader\Ryunosuke-sama, you have an incoming...\international call from Rita Ainsworth-sama.\I'm busy. Ignore her.\What's wrong?\I believe her reason for calling may be important. response:	I recommend you answer her call.
context: International Call\Former Freeloader\Ryunosuke-sama, you have an incoming...\international call from Rita Ainsworth-sama.\I'm busy. Ignore her.\What's wrong?\I believe her reason for calling may be important.\I recommend you answer her call. response:	It's me.
context: Former Freeloader\Ryunosuke-sama, you have an incoming...\international call from Rita Ainsworth-sama.\I'm busy. Ignore her.\What's wrong?\I believe her reason for calling may be important.\I recommend you answer her call.\It's me. response:	Please give us your signatures to keep Sakura Hall from closing!
context: Ryunosuke-sama, you have an incoming...\international call from Rita Ainsworth-sama.\I'm busy. Ignore her.\What's wrong?\I believe her reason for calling may be important.\I recommend you answer her call.\It's me.\Please give us your signatures to keep Sakura Hall from closing! response:	Please!
context: international call from Rita Ainsworth-sama.\I'm busy. Ignore her.\What's wrong?\I believe her reason for calling may be important.\I recommend you answer her call.\It's me.\Please give us your signatures to keep Sakura Hall from closing!\Please! response:	Please!
context: I'm busy. Ignore her.\What's wrong?\I believe her reason for calling may be important.\I recommend you answer her call.\It's me.\Please give us your signatures to keep Sakura Hall from closing!\Please!\Please! response:	Jin-san's right.
context: What's wrong?\I believe her reason for calling may be important.\I recommend you answer her call.\It's me.\Please give us your signatures to keep Sakura Hall from closing!\Please!\Please!\Jin-san's right. response:	Please show your support!
context: I believe her reason for calling may be important.\I recommend you answer her call.\It's me.\Please give us your signatures to keep Sakura Hall from closing!\Please!\Please!\Jin-san's right.\Please show your support! response:	We can't give up when Aoyama's working so hard.
context: I recommend you answer her call.\It's me.\Please give us your signatures to keep Sakura Hall from closing!\Please!\Please!\Jin-san's right.\Please show your support!\We can't give up when Aoyama's working so hard. response:	Please!
context: It's me.\Please give us your signatures to keep Sakura Hall from closing!\Please!\Please!\Jin-san's right.\Please show your support!\We can't give up when Aoyama's working so hard.\Please! response:	I don't waste my efforts on meaningless pursuits.
context: Please give us your signatures to keep Sakura Hall from closing!\Please!\Please!\Jin-san's right.\Please show your support!\We can't give up when Aoyama's working so hard.\Please!\I don't waste my efforts on meaningless pursuits. response:	That's all there is to it.
context: Please!\Please!\Jin-san's right.\Please show your support!\We can't give up when Aoyama's working so hard.\Please!\I don't waste my efforts on meaningless pursuits.\That's all there is to it. response:	I understand your reasoning.
context: Please!\Jin-san's right.\Please show your support!\We can't give up when Aoyama's working so hard.\Please!\I don't waste my efforts on meaningless pursuits.\That's all there is to it.\I understand your reasoning. response:	But I'm asking about your feelings.
context: Jin-san's right.\Please show your support!\We can't give up when Aoyama's working so hard.\Please!\I don't waste my efforts on meaningless pursuits.\That's all there is to it.\I understand your reasoning.\But I'm asking about your feelings. response:	I heard that you had a painful experience in middle school.
context: Please show your support!\We can't give up when Aoyama's working so hard.\Please!\I don't waste my efforts on meaningless pursuits.\That's all there is to it.\I understand your reasoning.\But I'm asking about your feelings.\I heard that you had a painful experience in middle school. response:	I tried to abandon art and move away from Mashiro,
context: We can't give up when Aoyama's working so hard.\Please!\I don't waste my efforts on meaningless pursuits.\That's all there is to it.\I understand your reasoning.\But I'm asking about your feelings.\I heard that you had a painful experience in middle school.\I tried to abandon art and move away from Mashiro, response:	so I understand how you feel.
context: Please!\I don't waste my efforts on meaningless pursuits.\That's all there is to it.\I understand your reasoning.\But I'm asking about your feelings.\I heard that you had a painful experience in middle school.\I tried to abandon art and move away from Mashiro,\so I understand how you feel. response:	If you're only going to be disappointed,
context: I don't waste my efforts on meaningless pursuits.\That's all there is to it.\I understand your reasoning.\But I'm asking about your feelings.\I heard that you had a painful experience in middle school.\I tried to abandon art and move away from Mashiro,\so I understand how you feel.\If you're only going to be disappointed, response:	you may as well abandon it before you start.
context: That's all there is to it.\I understand your reasoning.\But I'm asking about your feelings.\I heard that you had a painful experience in middle school.\I tried to abandon art and move away from Mashiro,\so I understand how you feel.\If you're only going to be disappointed,\you may as well abandon it before you start. response:	It's natural to think like that.
context: I understand your reasoning.\But I'm asking about your feelings.\I heard that you had a painful experience in middle school.\I tried to abandon art and move away from Mashiro,\so I understand how you feel.\If you're only going to be disappointed,\you may as well abandon it before you start.\It's natural to think like that. response:	But I've kept on painting.
context: But I'm asking about your feelings.\I heard that you had a painful experience in middle school.\I tried to abandon art and move away from Mashiro,\so I understand how you feel.\If you're only going to be disappointed,\you may as well abandon it before you start.\It's natural to think like that.\But I've kept on painting. response:	I still consider Mashiro a friend.
context: I heard that you had a painful experience in middle school.\I tried to abandon art and move away from Mashiro,\so I understand how you feel.\If you're only going to be disappointed,\you may as well abandon it before you start.\It's natural to think like that.\But I've kept on painting.\I still consider Mashiro a friend. response:	It's because I had Sorata, Nanami, Misaki, Jin... and you, Ryunosuke.
context: I tried to abandon art and move away from Mashiro,\so I understand how you feel.\If you're only going to be disappointed,\you may as well abandon it before you start.\It's natural to think like that.\But I've kept on painting.\I still consider Mashiro a friend.\It's because I had Sorata, Nanami, Misaki, Jin... and you, Ryunosuke. response:	Ryunosuke, Sakura Hall must be important to you, too.
context: so I understand how you feel.\If you're only going to be disappointed,\you may as well abandon it before you start.\It's natural to think like that.\But I've kept on painting.\I still consider Mashiro a friend.\It's because I had Sorata, Nanami, Misaki, Jin... and you, Ryunosuke.\Ryunosuke, Sakura Hall must be important to you, too. response:	You have true friends who won't abandon or betray you now.
context: If you're only going to be disappointed,\you may as well abandon it before you start.\It's natural to think like that.\But I've kept on painting.\I still consider Mashiro a friend.\It's because I had Sorata, Nanami, Misaki, Jin... and you, Ryunosuke.\Ryunosuke, Sakura Hall must be important to you, too.\You have true friends who won't abandon or betray you now. response:	You must treasure those people.
