context: Piano! response:	Piano...
context: Can we continue S-Oke?\Huh?\That's a good idea!\Right? Moreover third year students Sakura and me can continue...\If you do it, Masumi-chan will do it too... and the others will find time in their works to get together...\Stop joking around!\Huh?\I don't have time to entertain such unrealistic talk!! response:	Where is it unrealistic??
context: Huh?\That's a good idea!\Right? Moreover third year students Sakura and me can continue...\If you do it, Masumi-chan will do it too... and the others will find time in their works to get together...\Stop joking around!\Huh?\I don't have time to entertain such unrealistic talk!!\Where is it unrealistic?? response:	Amateur Oke, whatever Oke, there are so many Oke, right?
context: That's a good idea!\Right? Moreover third year students Sakura and me can continue...\If you do it, Masumi-chan will do it too... and the others will find time in their works to get together...\Stop joking around!\Huh?\I don't have time to entertain such unrealistic talk!!\Where is it unrealistic??\Amateur Oke, whatever Oke, there are so many Oke, right? response:	If we wish to continue, we can continue, can't we?
context: Right? Moreover third year students Sakura and me can continue...\If you do it, Masumi-chan will do it too... and the others will find time in their works to get together...\Stop joking around!\Huh?\I don't have time to entertain such unrealistic talk!!\Where is it unrealistic??\Amateur Oke, whatever Oke, there are so many Oke, right?\If we wish to continue, we can continue, can't we? response:	With you becoming the Conductor, all of us can gather more people...
context: If you do it, Masumi-chan will do it too... and the others will find time in their works to get together...\Stop joking around!\Huh?\I don't have time to entertain such unrealistic talk!!\Where is it unrealistic??\Amateur Oke, whatever Oke, there are so many Oke, right?\If we wish to continue, we can continue, can't we?\With you becoming the Conductor, all of us can gather more people... response:	And then?
context: Stop joking around!\Huh?\I don't have time to entertain such unrealistic talk!!\Where is it unrealistic??\Amateur Oke, whatever Oke, there are so many Oke, right?\If we wish to continue, we can continue, can't we?\With you becoming the Conductor, all of us can gather more people...\And then? response:	With you as the Concert Master,
context: Huh?\I don't have time to entertain such unrealistic talk!!\Where is it unrealistic??\Amateur Oke, whatever Oke, there are so many Oke, right?\If we wish to continue, we can continue, can't we?\With you becoming the Conductor, all of us can gather more people...\And then?\With you as the Concert Master, response:	and that fuzzy-fuzzy Sakura,
context: I don't have time to entertain such unrealistic talk!!\Where is it unrealistic??\Amateur Oke, whatever Oke, there are so many Oke, right?\If we wish to continue, we can continue, can't we?\With you becoming the Conductor, all of us can gather more people...\And then?\With you as the Concert Master,\and that fuzzy-fuzzy Sakura, response:	you expect me to be the Conductor??
context: Where is it unrealistic??\Amateur Oke, whatever Oke, there are so many Oke, right?\If we wish to continue, we can continue, can't we?\With you becoming the Conductor, all of us can gather more people...\And then?\With you as the Concert Master,\and that fuzzy-fuzzy Sakura,\you expect me to be the Conductor?? response:	What do you intend to do with that we-are-all-friends play-acting?
context: Amateur Oke, whatever Oke, there are so many Oke, right?\If we wish to continue, we can continue, can't we?\With you becoming the Conductor, all of us can gather more people...\And then?\With you as the Concert Master,\and that fuzzy-fuzzy Sakura,\you expect me to be the Conductor??\What do you intend to do with that we-are-all-friends play-acting? response:	Like aspiring to become a professional Oke?
context: If we wish to continue, we can continue, can't we?\With you becoming the Conductor, all of us can gather more people...\And then?\With you as the Concert Master,\and that fuzzy-fuzzy Sakura,\you expect me to be the Conductor??\What do you intend to do with that we-are-all-friends play-acting?\Like aspiring to become a professional Oke? response:	Gimme a break!
context: With you becoming the Conductor, all of us can gather more people...\And then?\With you as the Concert Master,\and that fuzzy-fuzzy Sakura,\you expect me to be the Conductor??\What do you intend to do with that we-are-all-friends play-acting?\Like aspiring to become a professional Oke?\Gimme a break! response:	Then what are Chiaki going to do from now?
context: And then?\With you as the Concert Master,\and that fuzzy-fuzzy Sakura,\you expect me to be the Conductor??\What do you intend to do with that we-are-all-friends play-acting?\Like aspiring to become a professional Oke?\Gimme a break!\Then what are Chiaki going to do from now? response:	Is there a place you can conduct?
context: With you as the Concert Master,\and that fuzzy-fuzzy Sakura,\you expect me to be the Conductor??\What do you intend to do with that we-are-all-friends play-acting?\Like aspiring to become a professional Oke?\Gimme a break!\Then what are Chiaki going to do from now?\Is there a place you can conduct? response:	Why?
context: and that fuzzy-fuzzy Sakura,\you expect me to be the Conductor??\What do you intend to do with that we-are-all-friends play-acting?\Like aspiring to become a professional Oke?\Gimme a break!\Then what are Chiaki going to do from now?\Is there a place you can conduct?\Why? response:	Remaining in Japan, what do you actually intend to do?!!
context: you expect me to be the Conductor??\What do you intend to do with that we-are-all-friends play-acting?\Like aspiring to become a professional Oke?\Gimme a break!\Then what are Chiaki going to do from now?\Is there a place you can conduct?\Why?\Remaining in Japan, what do you actually intend to do?!! response:	Didn't you want to be a Conductor?!
context: What do you intend to do with that we-are-all-friends play-acting?\Like aspiring to become a professional Oke?\Gimme a break!\Then what are Chiaki going to do from now?\Is there a place you can conduct?\Why?\Remaining in Japan, what do you actually intend to do?!!\Didn't you want to be a Conductor?! response:	Idiot Chiaki!!
context: Like aspiring to become a professional Oke?\Gimme a break!\Then what are Chiaki going to do from now?\Is there a place you can conduct?\Why?\Remaining in Japan, what do you actually intend to do?!!\Didn't you want to be a Conductor?!\Idiot Chiaki!! response:	This person too, that person too...
context: Gimme a break!\Then what are Chiaki going to do from now?\Is there a place you can conduct?\Why?\Remaining in Japan, what do you actually intend to do?!!\Didn't you want to be a Conductor?!\Idiot Chiaki!!\This person too, that person too... response:	Who needs your meddling!
context: Then what are Chiaki going to do from now?\Is there a place you can conduct?\Why?\Remaining in Japan, what do you actually intend to do?!!\Didn't you want to be a Conductor?!\Idiot Chiaki!!\This person too, that person too...\Who needs your meddling! response:	Senpai, what are you doing?
context: Is there a place you can conduct?\Why?\Remaining in Japan, what do you actually intend to do?!!\Didn't you want to be a Conductor?!\Idiot Chiaki!!\This person too, that person too...\Who needs your meddling!\Senpai, what are you doing? response:	What? Shopping for dinner!
context: Why?\Remaining in Japan, what do you actually intend to do?!!\Didn't you want to be a Conductor?!\Idiot Chiaki!!\This person too, that person too...\Who needs your meddling!\Senpai, what are you doing?\What? Shopping for dinner! response:	Fish meat...
context: Remaining in Japan, what do you actually intend to do?!!\Didn't you want to be a Conductor?!\Idiot Chiaki!!\This person too, that person too...\Who needs your meddling!\Senpai, what are you doing?\What? Shopping for dinner!\Fish meat... response:	Deer meat...
context: Didn't you want to be a Conductor?!\Idiot Chiaki!!\This person too, that person too...\Who needs your meddling!\Senpai, what are you doing?\What? Shopping for dinner!\Fish meat...\Deer meat... response:	Bear meat...
context: Idiot Chiaki!!\This person too, that person too...\Who needs your meddling!\Senpai, what are you doing?\What? Shopping for dinner!\Fish meat...\Deer meat...\Bear meat... response:	Bullying?
context: This person too, that person too...\Who needs your meddling!\Senpai, what are you doing?\What? Shopping for dinner!\Fish meat...\Deer meat...\Bear meat...\Bullying? response:	Kangaroo Meat
context: Who needs your meddling!\Senpai, what are you doing?\What? Shopping for dinner!\Fish meat...\Deer meat...\Bear meat...\Bullying?\Kangaroo Meat response:	Senpai, today Nodame will treat you!
context: Senpai, what are you doing?\What? Shopping for dinner!\Fish meat...\Deer meat...\Bear meat...\Bullying?\Kangaroo Meat\Senpai, today Nodame will treat you! response:	(this is kaiten/turning-around sushi, cheap)
context: What? Shopping for dinner!\Fish meat...\Deer meat...\Bear meat...\Bullying?\Kangaroo Meat\Senpai, today Nodame will treat you!\(this is kaiten/turning-around sushi, cheap) response:	(3000 yen!)
context: Fish meat...\Deer meat...\Bear meat...\Bullying?\Kangaroo Meat\Senpai, today Nodame will treat you!\(this is kaiten/turning-around sushi, cheap)\(3000 yen!) response:	Okay, please help yourself! Today I'll treat you to sushi!
context: Deer meat...\Bear meat...\Bullying?\Kangaroo Meat\Senpai, today Nodame will treat you!\(this is kaiten/turning-around sushi, cheap)\(3000 yen!)\Okay, please help yourself! Today I'll treat you to sushi! response:	Ah, here comes the egg...the egg... (cheapest)
context: Bear meat...\Bullying?\Kangaroo Meat\Senpai, today Nodame will treat you!\(this is kaiten/turning-around sushi, cheap)\(3000 yen!)\Okay, please help yourself! Today I'll treat you to sushi!\Ah, here comes the egg...the egg... (cheapest) response:	What Senpai likes hasn't come round yet?
context: Bullying?\Kangaroo Meat\Senpai, today Nodame will treat you!\(this is kaiten/turning-around sushi, cheap)\(3000 yen!)\Okay, please help yourself! Today I'll treat you to sushi!\Ah, here comes the egg...the egg... (cheapest)\What Senpai likes hasn't come round yet? response:	Dammit!!
context: Kangaroo Meat\Senpai, today Nodame will treat you!\(this is kaiten/turning-around sushi, cheap)\(3000 yen!)\Okay, please help yourself! Today I'll treat you to sushi!\Ah, here comes the egg...the egg... (cheapest)\What Senpai likes hasn't come round yet?\Dammit!! response:	Why are the sushi turning around?
context: Senpai, today Nodame will treat you!\(this is kaiten/turning-around sushi, cheap)\(3000 yen!)\Okay, please help yourself! Today I'll treat you to sushi!\Ah, here comes the egg...the egg... (cheapest)\What Senpai likes hasn't come round yet?\Dammit!!\Why are the sushi turning around? response:	(which shows he's never been to kaiten sushi, but only to bar sushi, which is EXPENSIVE)
context: (this is kaiten/turning-around sushi, cheap)\(3000 yen!)\Okay, please help yourself! Today I'll treat you to sushi!\Ah, here comes the egg...the egg... (cheapest)\What Senpai likes hasn't come round yet?\Dammit!!\Why are the sushi turning around?\(which shows he's never been to kaiten sushi, but only to bar sushi, which is EXPENSIVE) response:	(sea urchin, gold plate price=400 yen)
context: (3000 yen!)\Okay, please help yourself! Today I'll treat you to sushi!\Ah, here comes the egg...the egg... (cheapest)\What Senpai likes hasn't come round yet?\Dammit!!\Why are the sushi turning around?\(which shows he's never been to kaiten sushi, but only to bar sushi, which is EXPENSIVE)\(sea urchin, gold plate price=400 yen) response:	Mukyaaa!
context: Okay, please help yourself! Today I'll treat you to sushi!\Ah, here comes the egg...the egg... (cheapest)\What Senpai likes hasn't come round yet?\Dammit!!\Why are the sushi turning around?\(which shows he's never been to kaiten sushi, but only to bar sushi, which is EXPENSIVE)\(sea urchin, gold plate price=400 yen)\Mukyaaa! response:	Sea urchin?? Suddenly sea urchin??
context: Ah, here comes the egg...the egg... (cheapest)\What Senpai likes hasn't come round yet?\Dammit!!\Why are the sushi turning around?\(which shows he's never been to kaiten sushi, but only to bar sushi, which is EXPENSIVE)\(sea urchin, gold plate price=400 yen)\Mukyaaa!\Sea urchin?? Suddenly sea urchin?? response:	Senpai, that's gold plate! 400 yen!!
context: What Senpai likes hasn't come round yet?\Dammit!!\Why are the sushi turning around?\(which shows he's never been to kaiten sushi, but only to bar sushi, which is EXPENSIVE)\(sea urchin, gold plate price=400 yen)\Mukyaaa!\Sea urchin?? Suddenly sea urchin??\Senpai, that's gold plate! 400 yen!! response:	It's decided in the market that a student should only take the 100-yen white plates...
context: Dammit!!\Why are the sushi turning around?\(which shows he's never been to kaiten sushi, but only to bar sushi, which is EXPENSIVE)\(sea urchin, gold plate price=400 yen)\Mukyaaa!\Sea urchin?? Suddenly sea urchin??\Senpai, that's gold plate! 400 yen!!\It's decided in the market that a student should only take the 100-yen white plates... response:	Humph!! Just so so! (=which shows he only eats high grade sea urchin!)
context: Why are the sushi turning around?\(which shows he's never been to kaiten sushi, but only to bar sushi, which is EXPENSIVE)\(sea urchin, gold plate price=400 yen)\Mukyaaa!\Sea urchin?? Suddenly sea urchin??\Senpai, that's gold plate! 400 yen!!\It's decided in the market that a student should only take the 100-yen white plates...\Humph!! Just so so! (=which shows he only eats high grade sea urchin!) response:	Here! Hmh! I'll give them to you!!
context: (which shows he's never been to kaiten sushi, but only to bar sushi, which is EXPENSIVE)\(sea urchin, gold plate price=400 yen)\Mukyaaa!\Sea urchin?? Suddenly sea urchin??\Senpai, that's gold plate! 400 yen!!\It's decided in the market that a student should only take the 100-yen white plates...\Humph!! Just so so! (=which shows he only eats high grade sea urchin!)\Here! Hmh! I'll give them to you!! response:	These too, I'll give them to you!
context: (sea urchin, gold plate price=400 yen)\Mukyaaa!\Sea urchin?? Suddenly sea urchin??\Senpai, that's gold plate! 400 yen!!\It's decided in the market that a student should only take the 100-yen white plates...\Humph!! Just so so! (=which shows he only eats high grade sea urchin!)\Here! Hmh! I'll give them to you!!\These too, I'll give them to you! response:	Gyabo!!
context: Mukyaaa!\Sea urchin?? Suddenly sea urchin??\Senpai, that's gold plate! 400 yen!!\It's decided in the market that a student should only take the 100-yen white plates...\Humph!! Just so so! (=which shows he only eats high grade sea urchin!)\Here! Hmh! I'll give them to you!!\These too, I'll give them to you!\Gyabo!! response:	Why did you leave the rice??
context: Sea urchin?? Suddenly sea urchin??\Senpai, that's gold plate! 400 yen!!\It's decided in the market that a student should only take the 100-yen white plates...\Humph!! Just so so! (=which shows he only eats high grade sea urchin!)\Here! Hmh! I'll give them to you!!\These too, I'll give them to you!\Gyabo!!\Why did you leave the rice?? response:	You just eat the sashimi toppings??
context: Senpai, that's gold plate! 400 yen!!\It's decided in the market that a student should only take the 100-yen white plates...\Humph!! Just so so! (=which shows he only eats high grade sea urchin!)\Here! Hmh! I'll give them to you!!\These too, I'll give them to you!\Gyabo!!\Why did you leave the rice??\You just eat the sashimi toppings?? response:	Ohhh...again it's gold plate! (abalone, 400yen)
context: It's decided in the market that a student should only take the 100-yen white plates...\Humph!! Just so so! (=which shows he only eats high grade sea urchin!)\Here! Hmh! I'll give them to you!!\These too, I'll give them to you!\Gyabo!!\Why did you leave the rice??\You just eat the sashimi toppings??\Ohhh...again it's gold plate! (abalone, 400yen) response:	Nodame also wants to eat sashimi with rice...
context: Humph!! Just so so! (=which shows he only eats high grade sea urchin!)\Here! Hmh! I'll give them to you!!\These too, I'll give them to you!\Gyabo!!\Why did you leave the rice??\You just eat the sashimi toppings??\Ohhh...again it's gold plate! (abalone, 400yen)\Nodame also wants to eat sashimi with rice... response:	Okay, here they are!
context: Here! Hmh! I'll give them to you!!\These too, I'll give them to you!\Gyabo!!\Why did you leave the rice??\You just eat the sashimi toppings??\Ohhh...again it's gold plate! (abalone, 400yen)\Nodame also wants to eat sashimi with rice...\Okay, here they are! response:	Gari sushi!
context: These too, I'll give them to you!\Gyabo!!\Why did you leave the rice??\You just eat the sashimi toppings??\Ohhh...again it's gold plate! (abalone, 400yen)\Nodame also wants to eat sashimi with rice...\Okay, here they are!\Gari sushi! response:	(no such thing! He just put the FREE ginger pickles, or gari, on the rice!!)
context: Gyabo!!\Why did you leave the rice??\You just eat the sashimi toppings??\Ohhh...again it's gold plate! (abalone, 400yen)\Nodame also wants to eat sashimi with rice...\Okay, here they are!\Gari sushi!\(no such thing! He just put the FREE ginger pickles, or gari, on the rice!!) response:	MUKYAAA!!!
context: Why did you leave the rice??\You just eat the sashimi toppings??\Ohhh...again it's gold plate! (abalone, 400yen)\Nodame also wants to eat sashimi with rice...\Okay, here they are!\Gari sushi!\(no such thing! He just put the FREE ginger pickles, or gari, on the rice!!)\MUKYAAA!!! response:	Senpai is weird! No common sense!
context: You just eat the sashimi toppings??\Ohhh...again it's gold plate! (abalone, 400yen)\Nodame also wants to eat sashimi with rice...\Okay, here they are!\Gari sushi!\(no such thing! He just put the FREE ginger pickles, or gari, on the rice!!)\MUKYAAA!!!\Senpai is weird! No common sense! response:	Surely I'm NOT going to treat you anymore!!
context: Ohhh...again it's gold plate! (abalone, 400yen)\Nodame also wants to eat sashimi with rice...\Okay, here they are!\Gari sushi!\(no such thing! He just put the FREE ginger pickles, or gari, on the rice!!)\MUKYAAA!!!\Senpai is weird! No common sense!\Surely I'm NOT going to treat you anymore!! response:	What treat? In the end I was the one paying!
context: Nodame also wants to eat sashimi with rice...\Okay, here they are!\Gari sushi!\(no such thing! He just put the FREE ginger pickles, or gari, on the rice!!)\MUKYAAA!!!\Senpai is weird! No common sense!\Surely I'm NOT going to treat you anymore!!\What treat? In the end I was the one paying! response:	If one has only 3000 yen, will she normally enter a sushi shop?
context: Okay, here they are!\Gari sushi!\(no such thing! He just put the FREE ginger pickles, or gari, on the rice!!)\MUKYAAA!!!\Senpai is weird! No common sense!\Surely I'm NOT going to treat you anymore!!\What treat? In the end I was the one paying!\If one has only 3000 yen, will she normally enter a sushi shop? response:	Usually that's always enough for a kaiten sushi!!
context: Gari sushi!\(no such thing! He just put the FREE ginger pickles, or gari, on the rice!!)\MUKYAAA!!!\Senpai is weird! No common sense!\Surely I'm NOT going to treat you anymore!!\What treat? In the end I was the one paying!\If one has only 3000 yen, will she normally enter a sushi shop?\Usually that's always enough for a kaiten sushi!! response:	Senpai seems strange, so Nodame...
context: (no such thing! He just put the FREE ginger pickles, or gari, on the rice!!)\MUKYAAA!!!\Senpai is weird! No common sense!\Surely I'm NOT going to treat you anymore!!\What treat? In the end I was the one paying!\If one has only 3000 yen, will she normally enter a sushi shop?\Usually that's always enough for a kaiten sushi!!\Senpai seems strange, so Nodame... response:	Could it be...
context: MUKYAAA!!!\Senpai is weird! No common sense!\Surely I'm NOT going to treat you anymore!!\What treat? In the end I was the one paying!\If one has only 3000 yen, will she normally enter a sushi shop?\Usually that's always enough for a kaiten sushi!!\Senpai seems strange, so Nodame...\Could it be... response:	that even Nodame is worried about me?
context: Senpai is weird! No common sense!\Surely I'm NOT going to treat you anymore!!\What treat? In the end I was the one paying!\If one has only 3000 yen, will she normally enter a sushi shop?\Usually that's always enough for a kaiten sushi!!\Senpai seems strange, so Nodame...\Could it be...\that even Nodame is worried about me? response:	What's this...everybody's worrying about me...
context: Surely I'm NOT going to treat you anymore!!\What treat? In the end I was the one paying!\If one has only 3000 yen, will she normally enter a sushi shop?\Usually that's always enough for a kaiten sushi!!\Senpai seems strange, so Nodame...\Could it be...\that even Nodame is worried about me?\What's this...everybody's worrying about me... response:	Senpai?
context: What treat? In the end I was the one paying!\If one has only 3000 yen, will she normally enter a sushi shop?\Usually that's always enough for a kaiten sushi!!\Senpai seems strange, so Nodame...\Could it be...\that even Nodame is worried about me?\What's this...everybody's worrying about me...\Senpai? response:	Someone like Nodame, it's not your place to worry about others
context: If one has only 3000 yen, will she normally enter a sushi shop?\Usually that's always enough for a kaiten sushi!!\Senpai seems strange, so Nodame...\Could it be...\that even Nodame is worried about me?\What's this...everybody's worrying about me...\Senpai?\Someone like Nodame, it's not your place to worry about others response:	You too, next year you'll be a fourth-year student!
context: Usually that's always enough for a kaiten sushi!!\Senpai seems strange, so Nodame...\Could it be...\that even Nodame is worried about me?\What's this...everybody's worrying about me...\Senpai?\Someone like Nodame, it's not your place to worry about others\You too, next year you'll be a fourth-year student! response:	What are you going to do after that?
context: Senpai seems strange, so Nodame...\Could it be...\that even Nodame is worried about me?\What's this...everybody's worrying about me...\Senpai?\Someone like Nodame, it's not your place to worry about others\You too, next year you'll be a fourth-year student!\What are you going to do after that? response:	What am I going to do?
context: Could it be...\that even Nodame is worried about me?\What's this...everybody's worrying about me...\Senpai?\Someone like Nodame, it's not your place to worry about others\You too, next year you'll be a fourth-year student!\What are you going to do after that?\What am I going to do? response:	After graduating, Nodame intends to be a kindergarten teacher
context: that even Nodame is worried about me?\What's this...everybody's worrying about me...\Senpai?\Someone like Nodame, it's not your place to worry about others\You too, next year you'll be a fourth-year student!\What are you going to do after that?\What am I going to do?\After graduating, Nodame intends to be a kindergarten teacher response:	So you were serious...
context: What's this...everybody's worrying about me...\Senpai?\Someone like Nodame, it's not your place to worry about others\You too, next year you'll be a fourth-year student!\What are you going to do after that?\What am I going to do?\After graduating, Nodame intends to be a kindergarten teacher\So you were serious... response:	Yes!
context: Senpai?\Someone like Nodame, it's not your place to worry about others\You too, next year you'll be a fourth-year student!\What are you going to do after that?\What am I going to do?\After graduating, Nodame intends to be a kindergarten teacher\So you were serious...\Yes! response:	That's why next year I'll be busy with such things like training in the field of education...
context: Someone like Nodame, it's not your place to worry about others\You too, next year you'll be a fourth-year student!\What are you going to do after that?\What am I going to do?\After graduating, Nodame intends to be a kindergarten teacher\So you were serious...\Yes!\That's why next year I'll be busy with such things like training in the field of education... response:	Why?
context: You too, next year you'll be a fourth-year student!\What are you going to do after that?\What am I going to do?\After graduating, Nodame intends to be a kindergarten teacher\So you were serious...\Yes!\That's why next year I'll be busy with such things like training in the field of education...\Why? response:	When I thought you had become a little bit more serious about piano...
context: What are you going to do after that?\What am I going to do?\After graduating, Nodame intends to be a kindergarten teacher\So you were serious...\Yes!\That's why next year I'll be busy with such things like training in the field of education...\Why?\When I thought you had become a little bit more serious about piano... response:	Even though you play sloppily... you can play that well!
context: What am I going to do?\After graduating, Nodame intends to be a kindergarten teacher\So you were serious...\Yes!\That's why next year I'll be busy with such things like training in the field of education...\Why?\When I thought you had become a little bit more serious about piano...\Even though you play sloppily... you can play that well! response:	Why didn't you aim higher?
context: After graduating, Nodame intends to be a kindergarten teacher\So you were serious...\Yes!\That's why next year I'll be busy with such things like training in the field of education...\Why?\When I thought you had become a little bit more serious about piano...\Even though you play sloppily... you can play that well!\Why didn't you aim higher? response:	Ah!
context: So you were serious...\Yes!\That's why next year I'll be busy with such things like training in the field of education...\Why?\When I thought you had become a little bit more serious about piano...\Even though you play sloppily... you can play that well!\Why didn't you aim higher?\Ah! response:	Why won't you go abroad?
context: Yes!\That's why next year I'll be busy with such things like training in the field of education...\Why?\When I thought you had become a little bit more serious about piano...\Even though you play sloppily... you can play that well!\Why didn't you aim higher?\Ah!\Why won't you go abroad? response:	When you have such a talent!
context: That's why next year I'll be busy with such things like training in the field of education...\Why?\When I thought you had become a little bit more serious about piano...\Even though you play sloppily... you can play that well!\Why didn't you aim higher?\Ah!\Why won't you go abroad?\When you have such a talent! response:	Just as I think about Nodame...
context: Why?\When I thought you had become a little bit more serious about piano...\Even though you play sloppily... you can play that well!\Why didn't you aim higher?\Ah!\Why won't you go abroad?\When you have such a talent!\Just as I think about Nodame... response:	if everyone also thinks about me...
context: When I thought you had become a little bit more serious about piano...\Even though you play sloppily... you can play that well!\Why didn't you aim higher?\Ah!\Why won't you go abroad?\When you have such a talent!\Just as I think about Nodame...\if everyone also thinks about me... response:	that's something to be grateful for...
context: Even though you play sloppily... you can play that well!\Why didn't you aim higher?\Ah!\Why won't you go abroad?\When you have such a talent!\Just as I think about Nodame...\if everyone also thinks about me...\that's something to be grateful for... response:	perhaps it's an honor...
context: Why didn't you aim higher?\Ah!\Why won't you go abroad?\When you have such a talent!\Just as I think about Nodame...\if everyone also thinks about me...\that's something to be grateful for...\perhaps it's an honor... response:	Senpai...yes as I thought, you're strange...
context: Ah!\Why won't you go abroad?\When you have such a talent!\Just as I think about Nodame...\if everyone also thinks about me...\that's something to be grateful for...\perhaps it's an honor...\Senpai...yes as I thought, you're strange... response:	It's not a problem of not being able to go abroad anymore...now
context: Why won't you go abroad?\When you have such a talent!\Just as I think about Nodame...\if everyone also thinks about me...\that's something to be grateful for...\perhaps it's an honor...\Senpai...yes as I thought, you're strange...\It's not a problem of not being able to go abroad anymore...now response:	Yes...
context: When you have such a talent!\Just as I think about Nodame...\if everyone also thinks about me...\that's something to be grateful for...\perhaps it's an honor...\Senpai...yes as I thought, you're strange...\It's not a problem of not being able to go abroad anymore...now\Yes... response:	Why??
context: Just as I think about Nodame...\if everyone also thinks about me...\that's something to be grateful for...\perhaps it's an honor...\Senpai...yes as I thought, you're strange...\It's not a problem of not being able to go abroad anymore...now\Yes...\Why?? response:	Remaining in Japan, what do you actually intend to do?!!
context: if everyone also thinks about me...\that's something to be grateful for...\perhaps it's an honor...\Senpai...yes as I thought, you're strange...\It's not a problem of not being able to go abroad anymore...now\Yes...\Why??\Remaining in Japan, what do you actually intend to do?!! response:	That is the problem.
context: that's something to be grateful for...\perhaps it's an honor...\Senpai...yes as I thought, you're strange...\It's not a problem of not being able to go abroad anymore...now\Yes...\Why??\Remaining in Japan, what do you actually intend to do?!!\That is the problem. response:	Senpai...
context: perhaps it's an honor...\Senpai...yes as I thought, you're strange...\It's not a problem of not being able to go abroad anymore...now\Yes...\Why??\Remaining in Japan, what do you actually intend to do?!!\That is the problem.\Senpai... response:	Cut it out!!
context: Senpai...yes as I thought, you're strange...\It's not a problem of not being able to go abroad anymore...now\Yes...\Why??\Remaining in Japan, what do you actually intend to do?!!\That is the problem.\Senpai...\Cut it out!! response:	Iyaaan...
context: It's not a problem of not being able to go abroad anymore...now\Yes...\Why??\Remaining in Japan, what do you actually intend to do?!!\That is the problem.\Senpai...\Cut it out!!\Iyaaan... response:	GIMME A BREAK!!
context: Yes...\Why??\Remaining in Japan, what do you actually intend to do?!!\That is the problem.\Senpai...\Cut it out!!\Iyaaan...\GIMME A BREAK!! response:	Too near!!
context: Why??\Remaining in Japan, what do you actually intend to do?!!\That is the problem.\Senpai...\Cut it out!!\Iyaaan...\GIMME A BREAK!!\Too near!! response:	Chiaki!
context: Remaining in Japan, what do you actually intend to do?!!\That is the problem.\Senpai...\Cut it out!!\Iyaaan...\GIMME A BREAK!!\Too near!!\Chiaki! response:	I'm not going to give up!
context: That is the problem.\Senpai...\Cut it out!!\Iyaaan...\GIMME A BREAK!!\Too near!!\Chiaki!\I'm not going to give up! response:	Too persistent!!
context: Senpai...\Cut it out!!\Iyaaan...\GIMME A BREAK!!\Too near!!\Chiaki!\I'm not going to give up!\Too persistent!! response:	Chiaki-kun!
context: Cut it out!!\Iyaaan...\GIMME A BREAK!!\Too near!!\Chiaki!\I'm not going to give up!\Too persistent!!\Chiaki-kun! response:	Good! I had been looking for you.
context: Iyaaan...\GIMME A BREAK!!\Too near!!\Chiaki!\I'm not going to give up!\Too persistent!!\Chiaki-kun!\Good! I had been looking for you. response:	Huh?
context: GIMME A BREAK!!\Too near!!\Chiaki!\I'm not going to give up!\Too persistent!!\Chiaki-kun!\Good! I had been looking for you.\Huh? response:	Eh? You're going to Graduate School too?
context: Too near!!\Chiaki!\I'm not going to give up!\Too persistent!!\Chiaki-kun!\Good! I had been looking for you.\Huh?\Eh? You're going to Graduate School too? response:	Actually I planned to return to Vienna soon
context: Chiaki!\I'm not going to give up!\Too persistent!!\Chiaki-kun!\Good! I had been looking for you.\Huh?\Eh? You're going to Graduate School too?\Actually I planned to return to Vienna soon response:	but the teacher who used to guide me over there will be busy for a while doing his own tour...
context: I'm not going to give up!\Too persistent!!\Chiaki-kun!\Good! I had been looking for you.\Huh?\Eh? You're going to Graduate School too?\Actually I planned to return to Vienna soon\but the teacher who used to guide me over there will be busy for a while doing his own tour... response:	Well, it's a good chance...I'm thinking of participating in competitions here in Japan
context: Too persistent!!\Chiaki-kun!\Good! I had been looking for you.\Huh?\Eh? You're going to Graduate School too?\Actually I planned to return to Vienna soon\but the teacher who used to guide me over there will be busy for a while doing his own tour...\Well, it's a good chance...I'm thinking of participating in competitions here in Japan response:	Eeh...
context: Chiaki-kun!\Good! I had been looking for you.\Huh?\Eh? You're going to Graduate School too?\Actually I planned to return to Vienna soon\but the teacher who used to guide me over there will be busy for a while doing his own tour...\Well, it's a good chance...I'm thinking of participating in competitions here in Japan\Eeh... response:	That, and...
context: Good! I had been looking for you.\Huh?\Eh? You're going to Graduate School too?\Actually I planned to return to Vienna soon\but the teacher who used to guide me over there will be busy for a while doing his own tour...\Well, it's a good chance...I'm thinking of participating in competitions here in Japan\Eeh...\That, and... response:	there's one more thing I want to do...
context: Huh?\Eh? You're going to Graduate School too?\Actually I planned to return to Vienna soon\but the teacher who used to guide me over there will be busy for a while doing his own tour...\Well, it's a good chance...I'm thinking of participating in competitions here in Japan\Eeh...\That, and...\there's one more thing I want to do... response:	I want to make an orchestra...with Chiaki-kun
context: Eh? You're going to Graduate School too?\Actually I planned to return to Vienna soon\but the teacher who used to guide me over there will be busy for a while doing his own tour...\Well, it's a good chance...I'm thinking of participating in competitions here in Japan\Eeh...\That, and...\there's one more thing I want to do...\I want to make an orchestra...with Chiaki-kun response:	Huh?
context: Actually I planned to return to Vienna soon\but the teacher who used to guide me over there will be busy for a while doing his own tour...\Well, it's a good chance...I'm thinking of participating in competitions here in Japan\Eeh...\That, and...\there's one more thing I want to do...\I want to make an orchestra...with Chiaki-kun\Huh? response:	Huh?
