context: So she merged with multiple copies of her consciousness at once? response:	- Nurse's Room
context: This place is where the souls of young people come to find peace.\If Hinata had caught that fly to second, he would have found peace and disappeared...\What meddlesome idiots we were, me and Yui...\Iwasawa found peace with her own strength and disappeared.\Nobody is here because they want to be.\They're just fighting against an unfair life.\But Kanade said that's not the case.\She wanted us to know a life which isn't unfair. response:	She wanted to let us spend time as a normal youth.
context: If Hinata had caught that fly to second, he would have found peace and disappeared...\What meddlesome idiots we were, me and Yui...\Iwasawa found peace with her own strength and disappeared.\Nobody is here because they want to be.\They're just fighting against an unfair life.\But Kanade said that's not the case.\She wanted us to know a life which isn't unfair.\She wanted to let us spend time as a normal youth. response:	She tried to persuade those who wanted to stay here.
context: What meddlesome idiots we were, me and Yui...\Iwasawa found peace with her own strength and disappeared.\Nobody is here because they want to be.\They're just fighting against an unfair life.\But Kanade said that's not the case.\She wanted us to know a life which isn't unfair.\She wanted to let us spend time as a normal youth.\She tried to persuade those who wanted to stay here. response:	How ironic is that.
context: Iwasawa found peace with her own strength and disappeared.\Nobody is here because they want to be.\They're just fighting against an unfair life.\But Kanade said that's not the case.\She wanted us to know a life which isn't unfair.\She wanted to let us spend time as a normal youth.\She tried to persuade those who wanted to stay here.\How ironic is that. response:	It was all so simple, but both sides fought for their own beliefs,
context: Nobody is here because they want to be.\They're just fighting against an unfair life.\But Kanade said that's not the case.\She wanted us to know a life which isn't unfair.\She wanted to let us spend time as a normal youth.\She tried to persuade those who wanted to stay here.\How ironic is that.\It was all so simple, but both sides fought for their own beliefs, response:	eventually even making weapons...
context: They're just fighting against an unfair life.\But Kanade said that's not the case.\She wanted us to know a life which isn't unfair.\She wanted to let us spend time as a normal youth.\She tried to persuade those who wanted to stay here.\How ironic is that.\It was all so simple, but both sides fought for their own beliefs,\eventually even making weapons... response:	And now, every day is a battle.
context: But Kanade said that's not the case.\She wanted us to know a life which isn't unfair.\She wanted to let us spend time as a normal youth.\She tried to persuade those who wanted to stay here.\How ironic is that.\It was all so simple, but both sides fought for their own beliefs,\eventually even making weapons...\And now, every day is a battle. response:	You are ridiculously awkward.
context: She wanted us to know a life which isn't unfair.\She wanted to let us spend time as a normal youth.\She tried to persuade those who wanted to stay here.\How ironic is that.\It was all so simple, but both sides fought for their own beliefs,\eventually even making weapons...\And now, every day is a battle.\You are ridiculously awkward. response:	I know.
context: She wanted to let us spend time as a normal youth.\She tried to persuade those who wanted to stay here.\How ironic is that.\It was all so simple, but both sides fought for their own beliefs,\eventually even making weapons...\And now, every day is a battle.\You are ridiculously awkward.\I know. response:	You know it yourself?
context: She tried to persuade those who wanted to stay here.\How ironic is that.\It was all so simple, but both sides fought for their own beliefs,\eventually even making weapons...\And now, every day is a battle.\You are ridiculously awkward.\I know.\You know it yourself? response:	Yes.
context: How ironic is that.\It was all so simple, but both sides fought for their own beliefs,\eventually even making weapons...\And now, every day is a battle.\You are ridiculously awkward.\I know.\You know it yourself?\Yes. response:	But maybe...
context: It was all so simple, but both sides fought for their own beliefs,\eventually even making weapons...\And now, every day is a battle.\You are ridiculously awkward.\I know.\You know it yourself?\Yes.\But maybe... response:	with you here, it might be possible.
context: eventually even making weapons...\And now, every day is a battle.\You are ridiculously awkward.\I know.\You know it yourself?\Yes.\But maybe...\with you here, it might be possible. response:	You want me to help you?
context: And now, every day is a battle.\You are ridiculously awkward.\I know.\You know it yourself?\Yes.\But maybe...\with you here, it might be possible.\You want me to help you? response:	If you really have no regrets then you should have disappeared.
context: You are ridiculously awkward.\I know.\You know it yourself?\Yes.\But maybe...\with you here, it might be possible.\You want me to help you?\If you really have no regrets then you should have disappeared. response:	But you're still here.
context: I know.\You know it yourself?\Yes.\But maybe...\with you here, it might be possible.\You want me to help you?\If you really have no regrets then you should have disappeared.\But you're still here. response:	Am I the first person who could be your ally?
context: You know it yourself?\Yes.\But maybe...\with you here, it might be possible.\You want me to help you?\If you really have no regrets then you should have disappeared.\But you're still here.\Am I the first person who could be your ally? response:	That wasn't your true regret.
context: Yes.\But maybe...\with you here, it might be possible.\You want me to help you?\If you really have no regrets then you should have disappeared.\But you're still here.\Am I the first person who could be your ally?\That wasn't your true regret. response:	That might be true.
context: But maybe...\with you here, it might be possible.\You want me to help you?\If you really have no regrets then you should have disappeared.\But you're still here.\Am I the first person who could be your ally?\That wasn't your true regret.\That might be true. response:	But...
context: with you here, it might be possible.\You want me to help you?\If you really have no regrets then you should have disappeared.\But you're still here.\Am I the first person who could be your ally?\That wasn't your true regret.\That might be true.\But... response:	Yet on that day, even with my confidence as an older sister,
context: You want me to help you?\If you really have no regrets then you should have disappeared.\But you're still here.\Am I the first person who could be your ally?\That wasn't your true regret.\That might be true.\But...\Yet on that day, even with my confidence as an older sister, response:	everything I wanted to protect was stolen from me within the space of 30 minutes.
context: If you really have no regrets then you should have disappeared.\But you're still here.\Am I the first person who could be your ally?\That wasn't your true regret.\That might be true.\But...\Yet on that day, even with my confidence as an older sister,\everything I wanted to protect was stolen from me within the space of 30 minutes. response:	How could it be that unreasonable?
context: But you're still here.\Am I the first person who could be your ally?\That wasn't your true regret.\That might be true.\But...\Yet on that day, even with my confidence as an older sister,\everything I wanted to protect was stolen from me within the space of 30 minutes.\How could it be that unreasonable? response:	I can't accept that kind of life.
context: Am I the first person who could be your ally?\That wasn't your true regret.\That might be true.\But...\Yet on that day, even with my confidence as an older sister,\everything I wanted to protect was stolen from me within the space of 30 minutes.\How could it be that unreasonable?\I can't accept that kind of life. response:	Impossible...
context: That wasn't your true regret.\That might be true.\But...\Yet on that day, even with my confidence as an older sister,\everything I wanted to protect was stolen from me within the space of 30 minutes.\How could it be that unreasonable?\I can't accept that kind of life.\Impossible... response:	No, it's because of that...
context: That might be true.\But...\Yet on that day, even with my confidence as an older sister,\everything I wanted to protect was stolen from me within the space of 30 minutes.\How could it be that unreasonable?\I can't accept that kind of life.\Impossible...\No, it's because of that... response:	Precisely because I don't want her to have to carry those memories forever that I want to save her.
context: But...\Yet on that day, even with my confidence as an older sister,\everything I wanted to protect was stolen from me within the space of 30 minutes.\How could it be that unreasonable?\I can't accept that kind of life.\Impossible...\No, it's because of that...\Precisely because I don't want her to have to carry those memories forever that I want to save her. response:	Can I do this?
context: Yet on that day, even with my confidence as an older sister,\everything I wanted to protect was stolen from me within the space of 30 minutes.\How could it be that unreasonable?\I can't accept that kind of life.\Impossible...\No, it's because of that...\Precisely because I don't want her to have to carry those memories forever that I want to save her.\Can I do this? response:	With this clumsy Angel?
context: everything I wanted to protect was stolen from me within the space of 30 minutes.\How could it be that unreasonable?\I can't accept that kind of life.\Impossible...\No, it's because of that...\Precisely because I don't want her to have to carry those memories forever that I want to save her.\Can I do this?\With this clumsy Angel? response:	I can't count on her...
context: How could it be that unreasonable?\I can't accept that kind of life.\Impossible...\No, it's because of that...\Precisely because I don't want her to have to carry those memories forever that I want to save her.\Can I do this?\With this clumsy Angel?\I can't count on her... response:	Maybe this is impossible.
context: I can't accept that kind of life.\Impossible...\No, it's because of that...\Precisely because I don't want her to have to carry those memories forever that I want to save her.\Can I do this?\With this clumsy Angel?\I can't count on her...\Maybe this is impossible. response:	No, if I don't try, the fighting will continue.
context: Impossible...\No, it's because of that...\Precisely because I don't want her to have to carry those memories forever that I want to save her.\Can I do this?\With this clumsy Angel?\I can't count on her...\Maybe this is impossible.\No, if I don't try, the fighting will continue. response:	What should I do?
context: No, it's because of that...\Precisely because I don't want her to have to carry those memories forever that I want to save her.\Can I do this?\With this clumsy Angel?\I can't count on her...\Maybe this is impossible.\No, if I don't try, the fighting will continue.\What should I do? response:	As her friend, as the only ally she has, shouldn't I do everything I can to help?
context: Precisely because I don't want her to have to carry those memories forever that I want to save her.\Can I do this?\With this clumsy Angel?\I can't count on her...\Maybe this is impossible.\No, if I don't try, the fighting will continue.\What should I do?\As her friend, as the only ally she has, shouldn't I do everything I can to help? response:	Hey, can you help me out?
context: Can I do this?\With this clumsy Angel?\I can't count on her...\Maybe this is impossible.\No, if I don't try, the fighting will continue.\What should I do?\As her friend, as the only ally she has, shouldn't I do everything I can to help?\Hey, can you help me out? response:	Shouldn't I be saying that?
context: With this clumsy Angel?\I can't count on her...\Maybe this is impossible.\No, if I don't try, the fighting will continue.\What should I do?\As her friend, as the only ally she has, shouldn't I do everything I can to help?\Hey, can you help me out?\Shouldn't I be saying that? response:	Yeah, I guess...
context: I can't count on her...\Maybe this is impossible.\No, if I don't try, the fighting will continue.\What should I do?\As her friend, as the only ally she has, shouldn't I do everything I can to help?\Hey, can you help me out?\Shouldn't I be saying that?\Yeah, I guess... response:	What am I saying...
context: Maybe this is impossible.\No, if I don't try, the fighting will continue.\What should I do?\As her friend, as the only ally she has, shouldn't I do everything I can to help?\Hey, can you help me out?\Shouldn't I be saying that?\Yeah, I guess...\What am I saying... response:	Alright, Kanade.
context: No, if I don't try, the fighting will continue.\What should I do?\As her friend, as the only ally she has, shouldn't I do everything I can to help?\Hey, can you help me out?\Shouldn't I be saying that?\Yeah, I guess...\What am I saying...\Alright, Kanade. response:	Let's help them graduate from here.
context: What should I do?\As her friend, as the only ally she has, shouldn't I do everything I can to help?\Hey, can you help me out?\Shouldn't I be saying that?\Yeah, I guess...\What am I saying...\Alright, Kanade.\Let's help them graduate from here. response:	Everyone.
context: As her friend, as the only ally she has, shouldn't I do everything I can to help?\Hey, can you help me out?\Shouldn't I be saying that?\Yeah, I guess...\What am I saying...\Alright, Kanade.\Let's help them graduate from here.\Everyone. response:	And so, we discovered that someone switched the papers for all subjects in order to make Tachibana fail.
context: Hey, can you help me out?\Shouldn't I be saying that?\Yeah, I guess...\What am I saying...\Alright, Kanade.\Let's help them graduate from here.\Everyone.\And so, we discovered that someone switched the papers for all subjects in order to make Tachibana fail. response:	After analyzing the handwriting, we declare Tachibana innocent, and reinstate her to the position of student council president.
context: Shouldn't I be saying that?\Yeah, I guess...\What am I saying...\Alright, Kanade.\Let's help them graduate from here.\Everyone.\And so, we discovered that someone switched the papers for all subjects in order to make Tachibana fail.\After analyzing the handwriting, we declare Tachibana innocent, and reinstate her to the position of student council president. response:	And Naoi, who has been working hard as the acting president, will be the vice - president again.
context: Yeah, I guess...\What am I saying...\Alright, Kanade.\Let's help them graduate from here.\Everyone.\And so, we discovered that someone switched the papers for all subjects in order to make Tachibana fail.\After analyzing the handwriting, we declare Tachibana innocent, and reinstate her to the position of student council president.\And Naoi, who has been working hard as the acting president, will be the vice - president again. response:	Dammit, why do I have to do this...
context: What am I saying...\Alright, Kanade.\Let's help them graduate from here.\Everyone.\And so, we discovered that someone switched the papers for all subjects in order to make Tachibana fail.\After analyzing the handwriting, we declare Tachibana innocent, and reinstate her to the position of student council president.\And Naoi, who has been working hard as the acting president, will be the vice - president again.\Dammit, why do I have to do this... response:	Exposing all of us like that...
context: Alright, Kanade.\Let's help them graduate from here.\Everyone.\And so, we discovered that someone switched the papers for all subjects in order to make Tachibana fail.\After analyzing the handwriting, we declare Tachibana innocent, and reinstate her to the position of student council president.\And Naoi, who has been working hard as the acting president, will be the vice - president again.\Dammit, why do I have to do this...\Exposing all of us like that... response:	How did we all get shot down in flames like that?
context: Let's help them graduate from here.\Everyone.\And so, we discovered that someone switched the papers for all subjects in order to make Tachibana fail.\After analyzing the handwriting, we declare Tachibana innocent, and reinstate her to the position of student council president.\And Naoi, who has been working hard as the acting president, will be the vice - president again.\Dammit, why do I have to do this...\Exposing all of us like that...\How did we all get shot down in flames like that? response:	I know, right!
context: Everyone.\And so, we discovered that someone switched the papers for all subjects in order to make Tachibana fail.\After analyzing the handwriting, we declare Tachibana innocent, and reinstate her to the position of student council president.\And Naoi, who has been working hard as the acting president, will be the vice - president again.\Dammit, why do I have to do this...\Exposing all of us like that...\How did we all get shot down in flames like that?\I know, right! response:	Oh?
context: And so, we discovered that someone switched the papers for all subjects in order to make Tachibana fail.\After analyzing the handwriting, we declare Tachibana innocent, and reinstate her to the position of student council president.\And Naoi, who has been working hard as the acting president, will be the vice - president again.\Dammit, why do I have to do this...\Exposing all of us like that...\How did we all get shot down in flames like that?\I know, right!\Oh? response:	We agree on something for once.
context: After analyzing the handwriting, we declare Tachibana innocent, and reinstate her to the position of student council president.\And Naoi, who has been working hard as the acting president, will be the vice - president again.\Dammit, why do I have to do this...\Exposing all of us like that...\How did we all get shot down in flames like that?\I know, right!\Oh?\We agree on something for once. response:	People who've been trodden on together understand each other.
context: And Naoi, who has been working hard as the acting president, will be the vice - president again.\Dammit, why do I have to do this...\Exposing all of us like that...\How did we all get shot down in flames like that?\I know, right!\Oh?\We agree on something for once.\People who've been trodden on together understand each other. response:	We're shot - down - plane comrades!
context: Dammit, why do I have to do this...\Exposing all of us like that...\How did we all get shot down in flames like that?\I know, right!\Oh?\We agree on something for once.\People who've been trodden on together understand each other.\We're shot - down - plane comrades! response:	Well now, are you trying to undress me?
context: Exposing all of us like that...\How did we all get shot down in flames like that?\I know, right!\Oh?\We agree on something for once.\People who've been trodden on together understand each other.\We're shot - down - plane comrades!\Well now, are you trying to undress me? response:	Whatever, go on, take it off!
context: How did we all get shot down in flames like that?\I know, right!\Oh?\We agree on something for once.\People who've been trodden on together understand each other.\We're shot - down - plane comrades!\Well now, are you trying to undress me?\Whatever, go on, take it off! response:	Stop that, you're noisy.
context: I know, right!\Oh?\We agree on something for once.\People who've been trodden on together understand each other.\We're shot - down - plane comrades!\Well now, are you trying to undress me?\Whatever, go on, take it off!\Stop that, you're noisy. response:	Hear that? Stop that, it's gross!
context: Oh?\We agree on something for once.\People who've been trodden on together understand each other.\We're shot - down - plane comrades!\Well now, are you trying to undress me?\Whatever, go on, take it off!\Stop that, you're noisy.\Hear that? Stop that, it's gross! response:	Make up your mind.
context: We agree on something for once.\People who've been trodden on together understand each other.\We're shot - down - plane comrades!\Well now, are you trying to undress me?\Whatever, go on, take it off!\Stop that, you're noisy.\Hear that? Stop that, it's gross!\Make up your mind. response:	Though, it looks like Angel's lost all her memories with us these last few days...
context: People who've been trodden on together understand each other.\We're shot - down - plane comrades!\Well now, are you trying to undress me?\Whatever, go on, take it off!\Stop that, you're noisy.\Hear that? Stop that, it's gross!\Make up your mind.\Though, it looks like Angel's lost all her memories with us these last few days... response:	It's natural.
context: We're shot - down - plane comrades!\Well now, are you trying to undress me?\Whatever, go on, take it off!\Stop that, you're noisy.\Hear that? Stop that, it's gross!\Make up your mind.\Though, it looks like Angel's lost all her memories with us these last few days...\It's natural. response:	The 100 Angels, the ones who attacked us, appear to have won.
context: Well now, are you trying to undress me?\Whatever, go on, take it off!\Stop that, you're noisy.\Hear that? Stop that, it's gross!\Make up your mind.\Though, it looks like Angel's lost all her memories with us these last few days...\It's natural.\The 100 Angels, the ones who attacked us, appear to have won. response:	And I seriously thought for a moment she could be our friend...
context: Whatever, go on, take it off!\Stop that, you're noisy.\Hear that? Stop that, it's gross!\Make up your mind.\Though, it looks like Angel's lost all her memories with us these last few days...\It's natural.\The 100 Angels, the ones who attacked us, appear to have won.\And I seriously thought for a moment she could be our friend... response:	Dammit!
context: Stop that, you're noisy.\Hear that? Stop that, it's gross!\Make up your mind.\Though, it looks like Angel's lost all her memories with us these last few days...\It's natural.\The 100 Angels, the ones who attacked us, appear to have won.\And I seriously thought for a moment she could be our friend...\Dammit! response:	First I'll have to find out about their pasts.
context: Hear that? Stop that, it's gross!\Make up your mind.\Though, it looks like Angel's lost all her memories with us these last few days...\It's natural.\The 100 Angels, the ones who attacked us, appear to have won.\And I seriously thought for a moment she could be our friend...\Dammit!\First I'll have to find out about their pasts. response:	But without an opponent, there'll be nothing to distract Yuri so I have time to act.
context: Make up your mind.\Though, it looks like Angel's lost all her memories with us these last few days...\It's natural.\The 100 Angels, the ones who attacked us, appear to have won.\And I seriously thought for a moment she could be our friend...\Dammit!\First I'll have to find out about their pasts.\But without an opponent, there'll be nothing to distract Yuri so I have time to act. response:	So Kanade, I want you to become the student council president again.
context: Though, it looks like Angel's lost all her memories with us these last few days...\It's natural.\The 100 Angels, the ones who attacked us, appear to have won.\And I seriously thought for a moment she could be our friend...\Dammit!\First I'll have to find out about their pasts.\But without an opponent, there'll be nothing to distract Yuri so I have time to act.\So Kanade, I want you to become the student council president again. response:	I need you to fight once more.
context: It's natural.\The 100 Angels, the ones who attacked us, appear to have won.\And I seriously thought for a moment she could be our friend...\Dammit!\First I'll have to find out about their pasts.\But without an opponent, there'll be nothing to distract Yuri so I have time to act.\So Kanade, I want you to become the student council president again.\I need you to fight once more. response:	And I need you to act as I tell you.
context: The 100 Angels, the ones who attacked us, appear to have won.\And I seriously thought for a moment she could be our friend...\Dammit!\First I'll have to find out about their pasts.\But without an opponent, there'll be nothing to distract Yuri so I have time to act.\So Kanade, I want you to become the student council president again.\I need you to fight once more.\And I need you to act as I tell you. response:	That plan suits me well.
context: And I seriously thought for a moment she could be our friend...\Dammit!\First I'll have to find out about their pasts.\But without an opponent, there'll be nothing to distract Yuri so I have time to act.\So Kanade, I want you to become the student council president again.\I need you to fight once more.\And I need you to act as I tell you.\That plan suits me well. response:	Sorry, you'll have to be alone again...
context: Dammit!\First I'll have to find out about their pasts.\But without an opponent, there'll be nothing to distract Yuri so I have time to act.\So Kanade, I want you to become the student council president again.\I need you to fight once more.\And I need you to act as I tell you.\That plan suits me well.\Sorry, you'll have to be alone again... response:	But when it's all over...
context: First I'll have to find out about their pasts.\But without an opponent, there'll be nothing to distract Yuri so I have time to act.\So Kanade, I want you to become the student council president again.\I need you to fight once more.\And I need you to act as I tell you.\That plan suits me well.\Sorry, you'll have to be alone again...\But when it's all over... response:	When it's all over...
context: But without an opponent, there'll be nothing to distract Yuri so I have time to act.\So Kanade, I want you to become the student council president again.\I need you to fight once more.\And I need you to act as I tell you.\That plan suits me well.\Sorry, you'll have to be alone again...\But when it's all over...\When it's all over... response:	After that...
context: So Kanade, I want you to become the student council president again.\I need you to fight once more.\And I need you to act as I tell you.\That plan suits me well.\Sorry, you'll have to be alone again...\But when it's all over...\When it's all over...\After that... response:	After that,
context: I need you to fight once more.\And I need you to act as I tell you.\That plan suits me well.\Sorry, you'll have to be alone again...\But when it's all over...\When it's all over...\After that...\After that, response:	what'll happen to us?
context: And I need you to act as I tell you.\That plan suits me well.\Sorry, you'll have to be alone again...\But when it's all over...\When it's all over...\After that...\After that,\what'll happen to us? response:	<preview>
context: That plan suits me well.\Sorry, you'll have to be alone again...\But when it's all over...\When it's all over...\After that...\After that,\what'll happen to us?\<preview> response:	The band died because of your guitar.
context: Sorry, you'll have to be alone again...\But when it's all over...\When it's all over...\After that...\After that,\what'll happen to us?\<preview>\The band died because of your guitar. response:	Angel?!
context: But when it's all over...\When it's all over...\After that...\After that,\what'll happen to us?\<preview>\The band died because of your guitar.\Angel?! response:	That's all it was!
context: When it's all over...\After that...\After that,\what'll happen to us?\<preview>\The band died because of your guitar.\Angel?!\That's all it was! response:	I can hear it.
context: After that...\After that,\what'll happen to us?\<preview>\The band died because of your guitar.\Angel?!\That's all it was!\I can hear it. response:	German Suplex.
context: After that,\what'll happen to us?\<preview>\The band died because of your guitar.\Angel?!\That's all it was!\I can hear it.\German Suplex. response:	I can't do this one thing I wanted to.
context: what'll happen to us?\<preview>\The band died because of your guitar.\Angel?!\That's all it was!\I can hear it.\German Suplex.\I can't do this one thing I wanted to. response:	Prepare yourself!
context: <preview>\The band died because of your guitar.\Angel?!\That's all it was!\I can hear it.\German Suplex.\I can't do this one thing I wanted to.\Prepare yourself! response:	Was his idiocy cured?
context: The band died because of your guitar.\Angel?!\That's all it was!\I can hear it.\German Suplex.\I can't do this one thing I wanted to.\Prepare yourself!\Was his idiocy cured? response:	Us guys will win!
context: Angel?!\That's all it was!\I can hear it.\German Suplex.\I can't do this one thing I wanted to.\Prepare yourself!\Was his idiocy cured?\Us guys will win! response:	Damn you, whose side are you on?!
context: That's all it was!\I can hear it.\German Suplex.\I can't do this one thing I wanted to.\Prepare yourself!\Was his idiocy cured?\Us guys will win!\Damn you, whose side are you on?! response:	Alright, I'll grant that!
context: I can hear it.\German Suplex.\I can't do this one thing I wanted to.\Prepare yourself!\Was his idiocy cured?\Us guys will win!\Damn you, whose side are you on?!\Alright, I'll grant that! response:	All happiness was stolen from me.
context: German Suplex.\I can't do this one thing I wanted to.\Prepare yourself!\Was his idiocy cured?\Us guys will win!\Damn you, whose side are you on?!\Alright, I'll grant that!\All happiness was stolen from me. response:	TS
context: I can't do this one thing I wanted to.\Prepare yourself!\Was his idiocy cured?\Us guys will win!\Damn you, whose side are you on?!\Alright, I'll grant that!\All happiness was stolen from me.\TS response:	Medical Section (closed) - Nurse's Room
context: Prepare yourself!\Was his idiocy cured?\Us guys will win!\Damn you, whose side are you on?!\Alright, I'll grant that!\All happiness was stolen from me.\TS\Medical Section (closed) - Nurse's Room response:	Principal's Office
context: Was his idiocy cured?\Us guys will win!\Damn you, whose side are you on?!\Alright, I'll grant that!\All happiness was stolen from me.\TS\Medical Section (closed) - Nurse's Room\Principal's Office response:	Anti - Angel Operations Headquarters
context: Us guys will win!\Damn you, whose side are you on?!\Alright, I'll grant that!\All happiness was stolen from me.\TS\Medical Section (closed) - Nurse's Room\Principal's Office\Anti - Angel Operations Headquarters response:	Emergency Torch
context: Damn you, whose side are you on?!\Alright, I'll grant that!\All happiness was stolen from me.\TS\Medical Section (closed) - Nurse's Room\Principal's Office\Anti - Angel Operations Headquarters\Emergency Torch response:	Citizen Health Insurance Proof of Insurance
context: Alright, I'll grant that!\All happiness was stolen from me.\TS\Medical Section (closed) - Nurse's Room\Principal's Office\Anti - Angel Operations Headquarters\Emergency Torch\Citizen Health Insurance Proof of Insurance response:	Citizen Health Insurance Proof of Insurance
context: All happiness was stolen from me.\TS\Medical Section (closed) - Nurse's Room\Principal's Office\Anti - Angel Operations Headquarters\Emergency Torch\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance response:	Citizen Health Insurance Proof of Insurance
context: TS\Medical Section (closed) - Nurse's Room\Principal's Office\Anti - Angel Operations Headquarters\Emergency Torch\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance response:	Citizen Health Insurance Proof of Insurance
context: Medical Section (closed) - Nurse's Room\Principal's Office\Anti - Angel Operations Headquarters\Emergency Torch\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance response:	Citizen Health Insurance Proof of Insurance
context: Principal's Office\Anti - Angel Operations Headquarters\Emergency Torch\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance response:	Citizen Health Insurance Proof of Insurance
context: Anti - Angel Operations Headquarters\Emergency Torch\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance response:	Citizen Health Insurance Proof of Insurance
context: Emergency Torch\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance response:	Citizen Health Insurance Proof of Insurance
context: Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance response:	Name: Otonashi Yuzuru
context: Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Name: Otonashi Yuzuru response:	Name: Otonashi Yuzuru
context: Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru response:	Name: Otonashi Yuzuru
context: Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru response:	Name: Otonashi Yuzuru
context: Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru response:	Name: Otonashi Yuzuru
context: Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru response:	Name: Otonashi Yuzuru
context: Citizen Health Insurance Proof of Insurance\Citizen Health Insurance Proof of Insurance\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru response:	Name: Otonashi Yuzuru
context: Citizen Health Insurance Proof of Insurance\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru response:	Name: Otonashi Yuzuru
context: Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru response:	Sex: Male
context: Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Sex: Male response:	Sex: Male
context: Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Sex: Male\Sex: Male response:	Sex: Male
context: Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Sex: Male\Sex: Male\Sex: Male response:	Sex: Male
context: Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Sex: Male\Sex: Male\Sex: Male\Sex: Male response:	Sex: Male
context: Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male response:	Sex: Male
context: Name: Otonashi Yuzuru\Name: Otonashi Yuzuru\Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male response:	Sex: Male
context: Name: Otonashi Yuzuru\Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male response:	Sex: Male
context: Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male\Sex: Male response:	Thehspacehbelowhcanhbehusedhtohindicatehyourhwillhtohparticipatehinhorganhdonation.
