context: Gather round! response:	Our first game today is with Nekoma.
context: One!\Don't mind! Don't mind!\Next one! Next one!\One more on the dot!\All right!\Don't mind!\Nice kill, Lev!\All right! response:	Cover! Cover!
context: Don't mind! Don't mind!\Next one! Next one!\One more on the dot!\All right!\Don't mind!\Nice kill, Lev!\All right!\Cover! Cover! response:	Nice serve!
context: Next one! Next one!\One more on the dot!\All right!\Don't mind!\Nice kill, Lev!\All right!\Cover! Cover!\Nice serve! response:	One more! Nice serve!
context: One more on the dot!\All right!\Don't mind!\Nice kill, Lev!\All right!\Cover! Cover!\Nice serve!\One more! Nice serve! response:	Thank you very much!
context: All right!\Don't mind!\Nice kill, Lev!\All right!\Cover! Cover!\Nice serve!\One more! Nice serve!\Thank you very much! response:	Thank you!
context: Don't mind!\Nice kill, Lev!\All right!\Cover! Cover!\Nice serve!\One more! Nice serve!\Thank you very much!\Thank you! response:	We'll see you the week after next,
context: Nice kill, Lev!\All right!\Cover! Cover!\Nice serve!\One more! Nice serve!\Thank you very much!\Thank you!\We'll see you the week after next, response:	at the summer vacation training camp.
context: All right!\Cover! Cover!\Nice serve!\One more! Nice serve!\Thank you very much!\Thank you!\We'll see you the week after next,\at the summer vacation training camp. response:	Yes, sir! It'll be a pleasure working with you!
context: Cover! Cover!\Nice serve!\One more! Nice serve!\Thank you very much!\Thank you!\We'll see you the week after next,\at the summer vacation training camp.\Yes, sir! It'll be a pleasure working with you! response:	This is where it's going to get real.
context: Nice serve!\One more! Nice serve!\Thank you very much!\Thank you!\We'll see you the week after next,\at the summer vacation training camp.\Yes, sir! It'll be a pleasure working with you!\This is where it's going to get real. response:	It's the last long-term training camp before the spring tournament prelims.
context: One more! Nice serve!\Thank you very much!\Thank you!\We'll see you the week after next,\at the summer vacation training camp.\Yes, sir! It'll be a pleasure working with you!\This is where it's going to get real.\It's the last long-term training camp before the spring tournament prelims. response:	Yes.
context: Thank you very much!\Thank you!\We'll see you the week after next,\at the summer vacation training camp.\Yes, sir! It'll be a pleasure working with you!\This is where it's going to get real.\It's the last long-term training camp before the spring tournament prelims.\Yes. response:	Just know that you're gonna be joining me for drinks every night for a week.
context: Thank you!\We'll see you the week after next,\at the summer vacation training camp.\Yes, sir! It'll be a pleasure working with you!\This is where it's going to get real.\It's the last long-term training camp before the spring tournament prelims.\Yes.\Just know that you're gonna be joining me for drinks every night for a week. response:	Yes, sir!
context: We'll see you the week after next,\at the summer vacation training camp.\Yes, sir! It'll be a pleasure working with you!\This is where it's going to get real.\It's the last long-term training camp before the spring tournament prelims.\Yes.\Just know that you're gonna be joining me for drinks every night for a week.\Yes, sir! response:	Thank you very much.
context: at the summer vacation training camp.\Yes, sir! It'll be a pleasure working with you!\This is where it's going to get real.\It's the last long-term training camp before the spring tournament prelims.\Yes.\Just know that you're gonna be joining me for drinks every night for a week.\Yes, sir!\Thank you very much. response:	I'm mentioning this a bit late,
context: Yes, sir! It'll be a pleasure working with you!\This is where it's going to get real.\It's the last long-term training camp before the spring tournament prelims.\Yes.\Just know that you're gonna be joining me for drinks every night for a week.\Yes, sir!\Thank you very much.\I'm mentioning this a bit late, response:	No worries.
context: This is where it's going to get real.\It's the last long-term training camp before the spring tournament prelims.\Yes.\Just know that you're gonna be joining me for drinks every night for a week.\Yes, sir!\Thank you very much.\I'm mentioning this a bit late,\No worries. response:	but looks like all your third-years stuck around, too.
context: It's the last long-term training camp before the spring tournament prelims.\Yes.\Just know that you're gonna be joining me for drinks every night for a week.\Yes, sir!\Thank you very much.\I'm mentioning this a bit late,\No worries.\but looks like all your third-years stuck around, too. response:	I'll start packing the gear into the back,
context: Yes.\Just know that you're gonna be joining me for drinks every night for a week.\Yes, sir!\Thank you very much.\I'm mentioning this a bit late,\No worries.\but looks like all your third-years stuck around, too.\I'll start packing the gear into the back, response:	so keep bringing me more.
context: Just know that you're gonna be joining me for drinks every night for a week.\Yes, sir!\Thank you very much.\I'm mentioning this a bit late,\No worries.\but looks like all your third-years stuck around, too.\I'll start packing the gear into the back,\so keep bringing me more. response:	Yeah. You guys ended up going
context: Yes, sir!\Thank you very much.\I'm mentioning this a bit late,\No worries.\but looks like all your third-years stuck around, too.\I'll start packing the gear into the back,\so keep bringing me more.\Yeah. You guys ended up going response:	Right!
context: Thank you very much.\I'm mentioning this a bit late,\No worries.\but looks like all your third-years stuck around, too.\I'll start packing the gear into the back,\so keep bringing me more.\Yeah. You guys ended up going\Right! response:	against last year's winners on the second day, right?
context: I'm mentioning this a bit late,\No worries.\but looks like all your third-years stuck around, too.\I'll start packing the gear into the back,\so keep bringing me more.\Yeah. You guys ended up going\Right!\against last year's winners on the second day, right? response:	During the Inter-High prelims?
context: No worries.\but looks like all your third-years stuck around, too.\I'll start packing the gear into the back,\so keep bringing me more.\Yeah. You guys ended up going\Right!\against last year's winners on the second day, right?\During the Inter-High prelims? response:	I heard that from Hinata.
context: but looks like all your third-years stuck around, too.\I'll start packing the gear into the back,\so keep bringing me more.\Yeah. You guys ended up going\Right!\against last year's winners on the second day, right?\During the Inter-High prelims?\I heard that from Hinata. response:	Yeah. We stopped at the quarterfinals.
context: I'll start packing the gear into the back,\so keep bringing me more.\Yeah. You guys ended up going\Right!\against last year's winners on the second day, right?\During the Inter-High prelims?\I heard that from Hinata.\Yeah. We stopped at the quarterfinals. response:	Tokyo's quarterfinals are amazing.
context: so keep bringing me more.\Yeah. You guys ended up going\Right!\against last year's winners on the second day, right?\During the Inter-High prelims?\I heard that from Hinata.\Yeah. We stopped at the quarterfinals.\Tokyo's quarterfinals are amazing. response:	There's no point if we don't win.
context: Yeah. You guys ended up going\Right!\against last year's winners on the second day, right?\During the Inter-High prelims?\I heard that from Hinata.\Yeah. We stopped at the quarterfinals.\Tokyo's quarterfinals are amazing.\There's no point if we don't win. response:	You're right.
context: Right!\against last year's winners on the second day, right?\During the Inter-High prelims?\I heard that from Hinata.\Yeah. We stopped at the quarterfinals.\Tokyo's quarterfinals are amazing.\There's no point if we don't win.\You're right. response:	See ya later, Hinata.
context: against last year's winners on the second day, right?\During the Inter-High prelims?\I heard that from Hinata.\Yeah. We stopped at the quarterfinals.\Tokyo's quarterfinals are amazing.\There's no point if we don't win.\You're right.\See ya later, Hinata. response:	I'll stop you next time, too.
context: During the Inter-High prelims?\I heard that from Hinata.\Yeah. We stopped at the quarterfinals.\Tokyo's quarterfinals are amazing.\There's no point if we don't win.\You're right.\See ya later, Hinata.\I'll stop you next time, too. response:	I'm not gonna lose!
context: I heard that from Hinata.\Yeah. We stopped at the quarterfinals.\Tokyo's quarterfinals are amazing.\There's no point if we don't win.\You're right.\See ya later, Hinata.\I'll stop you next time, too.\I'm not gonna lose! response:	I may be 163 centimeters, but I'll beat your 194-centimeter butt!
context: Yeah. We stopped at the quarterfinals.\Tokyo's quarterfinals are amazing.\There's no point if we don't win.\You're right.\See ya later, Hinata.\I'll stop you next time, too.\I'm not gonna lose!\I may be 163 centimeters, but I'll beat your 194-centimeter butt! response:	This training camp was really great.
context: Tokyo's quarterfinals are amazing.\There's no point if we don't win.\You're right.\See ya later, Hinata.\I'll stop you next time, too.\I'm not gonna lose!\I may be 163 centimeters, but I'll beat your 194-centimeter butt!\This training camp was really great. response:	I think we found a lot of areas for improvement.
context: There's no point if we don't win.\You're right.\See ya later, Hinata.\I'll stop you next time, too.\I'm not gonna lose!\I may be 163 centimeters, but I'll beat your 194-centimeter butt!\This training camp was really great.\I think we found a lot of areas for improvement. response:	Well, we're gonna have to take them one at a time.
context: You're right.\See ya later, Hinata.\I'll stop you next time, too.\I'm not gonna lose!\I may be 163 centimeters, but I'll beat your 194-centimeter butt!\This training camp was really great.\I think we found a lot of areas for improvement.\Well, we're gonna have to take them one at a time. response:	Indeed. Let's go home and carefully think about them.
context: See ya later, Hinata.\I'll stop you next time, too.\I'm not gonna lose!\I may be 163 centimeters, but I'll beat your 194-centimeter butt!\This training camp was really great.\I think we found a lot of areas for improvement.\Well, we're gonna have to take them one at a time.\Indeed. Let's go home and carefully think about them. response:	Go home, huh...
context: I'll stop you next time, too.\I'm not gonna lose!\I may be 163 centimeters, but I'll beat your 194-centimeter butt!\This training camp was really great.\I think we found a lot of areas for improvement.\Well, we're gonna have to take them one at a time.\Indeed. Let's go home and carefully think about them.\Go home, huh... response:	Ukai-kun?
context: I'm not gonna lose!\I may be 163 centimeters, but I'll beat your 194-centimeter butt!\This training camp was really great.\I think we found a lot of areas for improvement.\Well, we're gonna have to take them one at a time.\Indeed. Let's go home and carefully think about them.\Go home, huh...\Ukai-kun? response:	Speaking of going home,
context: I may be 163 centimeters, but I'll beat your 194-centimeter butt!\This training camp was really great.\I think we found a lot of areas for improvement.\Well, we're gonna have to take them one at a time.\Indeed. Let's go home and carefully think about them.\Go home, huh...\Ukai-kun?\Speaking of going home, response:	a rather annoying relative is coming home...
context: This training camp was really great.\I think we found a lot of areas for improvement.\Well, we're gonna have to take them one at a time.\Indeed. Let's go home and carefully think about them.\Go home, huh...\Ukai-kun?\Speaking of going home,\a rather annoying relative is coming home... response:	All right, everyone. Good work.
context: I think we found a lot of areas for improvement.\Well, we're gonna have to take them one at a time.\Indeed. Let's go home and carefully think about them.\Go home, huh...\Ukai-kun?\Speaking of going home,\a rather annoying relative is coming home...\All right, everyone. Good work. response:	Thank you!
context: Well, we're gonna have to take them one at a time.\Indeed. Let's go home and carefully think about them.\Go home, huh...\Ukai-kun?\Speaking of going home,\a rather annoying relative is coming home...\All right, everyone. Good work.\Thank you! response:	So, as I mentioned, tomorrow there will be inspections in the gym,
context: Indeed. Let's go home and carefully think about them.\Go home, huh...\Ukai-kun?\Speaking of going home,\a rather annoying relative is coming home...\All right, everyone. Good work.\Thank you!\So, as I mentioned, tomorrow there will be inspections in the gym, response:	so there'll be no club activities.
context: Go home, huh...\Ukai-kun?\Speaking of going home,\a rather annoying relative is coming home...\All right, everyone. Good work.\Thank you!\So, as I mentioned, tomorrow there will be inspections in the gym,\so there'll be no club activities. response:	You've all gone a long time without a break,
context: Ukai-kun?\Speaking of going home,\a rather annoying relative is coming home...\All right, everyone. Good work.\Thank you!\So, as I mentioned, tomorrow there will be inspections in the gym,\so there'll be no club activities.\You've all gone a long time without a break, response:	so please enjoy it.
context: Speaking of going home,\a rather annoying relative is coming home...\All right, everyone. Good work.\Thank you!\So, as I mentioned, tomorrow there will be inspections in the gym,\so there'll be no club activities.\You've all gone a long time without a break,\so please enjoy it. response:	Kageyama.
context: a rather annoying relative is coming home...\All right, everyone. Good work.\Thank you!\So, as I mentioned, tomorrow there will be inspections in the gym,\so there'll be no club activities.\You've all gone a long time without a break,\so please enjoy it.\Kageyama. response:	Give me a toss.
context: All right, everyone. Good work.\Thank you!\So, as I mentioned, tomorrow there will be inspections in the gym,\so there'll be no club activities.\You've all gone a long time without a break,\so please enjoy it.\Kageyama.\Give me a toss. response:	Huh?
context: Thank you!\So, as I mentioned, tomorrow there will be inspections in the gym,\so there'll be no club activities.\You've all gone a long time without a break,\so please enjoy it.\Kageyama.\Give me a toss.\Huh? response:	You two aren't going home yet?
context: So, as I mentioned, tomorrow there will be inspections in the gym,\so there'll be no club activities.\You've all gone a long time without a break,\so please enjoy it.\Kageyama.\Give me a toss.\Huh?\You two aren't going home yet? response:	Yachi-san, if you don't mind,
context: so there'll be no club activities.\You've all gone a long time without a break,\so please enjoy it.\Kageyama.\Give me a toss.\Huh?\You two aren't going home yet?\Yachi-san, if you don't mind, response:	could you throw us some balls?
context: You've all gone a long time without a break,\so please enjoy it.\Kageyama.\Give me a toss.\Huh?\You two aren't going home yet?\Yachi-san, if you don't mind,\could you throw us some balls? response:	Huh? Can I do that?
context: so please enjoy it.\Kageyama.\Give me a toss.\Huh?\You two aren't going home yet?\Yachi-san, if you don't mind,\could you throw us some balls?\Huh? Can I do that? response:	You just have to throw the ball above Kageyama's head.
context: Kageyama.\Give me a toss.\Huh?\You two aren't going home yet?\Yachi-san, if you don't mind,\could you throw us some balls?\Huh? Can I do that?\You just have to throw the ball above Kageyama's head. response:	S-Sure! I'll give it a try.
context: Give me a toss.\Huh?\You two aren't going home yet?\Yachi-san, if you don't mind,\could you throw us some balls?\Huh? Can I do that?\You just have to throw the ball above Kageyama's head.\S-Sure! I'll give it a try. response:	Let's do this!
context: Huh?\You two aren't going home yet?\Yachi-san, if you don't mind,\could you throw us some balls?\Huh? Can I do that?\You just have to throw the ball above Kageyama's head.\S-Sure! I'll give it a try.\Let's do this! response:	Here you go.
context: You two aren't going home yet?\Yachi-san, if you don't mind,\could you throw us some balls?\Huh? Can I do that?\You just have to throw the ball above Kageyama's head.\S-Sure! I'll give it a try.\Let's do this!\Here you go. response:	He keeps getting distracted by the ball
context: Yachi-san, if you don't mind,\could you throw us some balls?\Huh? Can I do that?\You just have to throw the ball above Kageyama's head.\S-Sure! I'll give it a try.\Let's do this!\Here you go.\He keeps getting distracted by the ball response:	and can't jump his highest.
context: could you throw us some balls?\Huh? Can I do that?\You just have to throw the ball above Kageyama's head.\S-Sure! I'll give it a try.\Let's do this!\Here you go.\He keeps getting distracted by the ball\and can't jump his highest. response:	One more time!
context: Huh? Can I do that?\You just have to throw the ball above Kageyama's head.\S-Sure! I'll give it a try.\Let's do this!\Here you go.\He keeps getting distracted by the ball\and can't jump his highest.\One more time! response:	One more time!
context: You just have to throw the ball above Kageyama's head.\S-Sure! I'll give it a try.\Let's do this!\Here you go.\He keeps getting distracted by the ball\and can't jump his highest.\One more time!\One more time! response:	Instead of practicing an attack we're not sure you'll ever be able to do,
context: S-Sure! I'll give it a try.\Let's do this!\Here you go.\He keeps getting distracted by the ball\and can't jump his highest.\One more time!\One more time!\Instead of practicing an attack we're not sure you'll ever be able to do, response:	you should be working on the attacks we've been using,
context: Let's do this!\Here you go.\He keeps getting distracted by the ball\and can't jump his highest.\One more time!\One more time!\Instead of practicing an attack we're not sure you'll ever be able to do,\you should be working on the attacks we've been using, response:	as well as serving and blocking!
context: Here you go.\He keeps getting distracted by the ball\and can't jump his highest.\One more time!\One more time!\Instead of practicing an attack we're not sure you'll ever be able to do,\you should be working on the attacks we've been using,\as well as serving and blocking! response:	But if this quick doesn't work,
context: He keeps getting distracted by the ball\and can't jump his highest.\One more time!\One more time!\Instead of practicing an attack we're not sure you'll ever be able to do,\you should be working on the attacks we've been using,\as well as serving and blocking!\But if this quick doesn't work, response:	there's no point in me being on the court.
context: and can't jump his highest.\One more time!\One more time!\Instead of practicing an attack we're not sure you'll ever be able to do,\you should be working on the attacks we've been using,\as well as serving and blocking!\But if this quick doesn't work,\there's no point in me being on the court. response:	And I told you, your will isn't needed for that quick!
context: One more time!\One more time!\Instead of practicing an attack we're not sure you'll ever be able to do,\you should be working on the attacks we've been using,\as well as serving and blocking!\But if this quick doesn't work,\there's no point in me being on the court.\And I told you, your will isn't needed for that quick! response:	I'll give you tosses that won't be stopped by blocks!
context: One more time!\Instead of practicing an attack we're not sure you'll ever be able to do,\you should be working on the attacks we've been using,\as well as serving and blocking!\But if this quick doesn't work,\there's no point in me being on the court.\And I told you, your will isn't needed for that quick!\I'll give you tosses that won't be stopped by blocks! response:	But then I'll never get better!
context: Instead of practicing an attack we're not sure you'll ever be able to do,\you should be working on the attacks we've been using,\as well as serving and blocking!\But if this quick doesn't work,\there's no point in me being on the court.\And I told you, your will isn't needed for that quick!\I'll give you tosses that won't be stopped by blocks!\But then I'll never get better! response:	The prelims for the spring tournament start next month!
context: you should be working on the attacks we've been using,\as well as serving and blocking!\But if this quick doesn't work,\there's no point in me being on the court.\And I told you, your will isn't needed for that quick!\I'll give you tosses that won't be stopped by blocks!\But then I'll never get better!\The prelims for the spring tournament start next month! response:	They're right around the corner.
context: as well as serving and blocking!\But if this quick doesn't work,\there's no point in me being on the court.\And I told you, your will isn't needed for that quick!\I'll give you tosses that won't be stopped by blocks!\But then I'll never get better!\The prelims for the spring tournament start next month!\They're right around the corner. response:	What do you think will be an effective weapon for us?
context: But if this quick doesn't work,\there's no point in me being on the court.\And I told you, your will isn't needed for that quick!\I'll give you tosses that won't be stopped by blocks!\But then I'll never get better!\The prelims for the spring tournament start next month!\They're right around the corner.\What do you think will be an effective weapon for us? response:	A complete quick or an absolutely useless quick?! Huh?!
context: there's no point in me being on the court.\And I told you, your will isn't needed for that quick!\I'll give you tosses that won't be stopped by blocks!\But then I'll never get better!\The prelims for the spring tournament start next month!\They're right around the corner.\What do you think will be an effective weapon for us?\A complete quick or an absolutely useless quick?! Huh?! response:	N-No fighting, guys.
context: And I told you, your will isn't needed for that quick!\I'll give you tosses that won't be stopped by blocks!\But then I'll never get better!\The prelims for the spring tournament start next month!\They're right around the corner.\What do you think will be an effective weapon for us?\A complete quick or an absolutely useless quick?! Huh?!\N-No fighting, guys. response:	Calm down, Kageyama-kun.
context: I'll give you tosses that won't be stopped by blocks!\But then I'll never get better!\The prelims for the spring tournament start next month!\They're right around the corner.\What do you think will be an effective weapon for us?\A complete quick or an absolutely useless quick?! Huh?!\N-No fighting, guys.\Calm down, Kageyama-kun. response:	Damn it!
context: But then I'll never get better!\The prelims for the spring tournament start next month!\They're right around the corner.\What do you think will be an effective weapon for us?\A complete quick or an absolutely useless quick?! Huh?!\N-No fighting, guys.\Calm down, Kageyama-kun.\Damn it! response:	What I'm saying is correct,
context: The prelims for the spring tournament start next month!\They're right around the corner.\What do you think will be an effective weapon for us?\A complete quick or an absolutely useless quick?! Huh?!\N-No fighting, guys.\Calm down, Kageyama-kun.\Damn it!\What I'm saying is correct, response:	You, too, Hinata...
context: They're right around the corner.\What do you think will be an effective weapon for us?\A complete quick or an absolutely useless quick?! Huh?!\N-No fighting, guys.\Calm down, Kageyama-kun.\Damn it!\What I'm saying is correct,\You, too, Hinata... response:	so why...
context: What do you think will be an effective weapon for us?\A complete quick or an absolutely useless quick?! Huh?!\N-No fighting, guys.\Calm down, Kageyama-kun.\Damn it!\What I'm saying is correct,\You, too, Hinata...\so why... response:	Why does he keep hanging on?!
context: A complete quick or an absolutely useless quick?! Huh?!\N-No fighting, guys.\Calm down, Kageyama-kun.\Damn it!\What I'm saying is correct,\You, too, Hinata...\so why...\Why does he keep hanging on?! response:	I want to be strong enough to compete by myself!
context: N-No fighting, guys.\Calm down, Kageyama-kun.\Damn it!\What I'm saying is correct,\You, too, Hinata...\so why...\Why does he keep hanging on?!\I want to be strong enough to compete by myself! response:	Your selfishness is going to destroy the team's balance!
context: Calm down, Kageyama-kun.\Damn it!\What I'm saying is correct,\You, too, Hinata...\so why...\Why does he keep hanging on?!\I want to be strong enough to compete by myself!\Your selfishness is going to destroy the team's balance! response:	L-Let's all...
context: Damn it!\What I'm saying is correct,\You, too, Hinata...\so why...\Why does he keep hanging on?!\I want to be strong enough to compete by myself!\Your selfishness is going to destroy the team's balance!\L-Let's all... response:	Let's all be friends, o-okay?!
context: What I'm saying is correct,\You, too, Hinata...\so why...\Why does he keep hanging on?!\I want to be strong enough to compete by myself!\Your selfishness is going to destroy the team's balance!\L-Let's all...\Let's all be friends, o-okay?! response:	I'll toss to anyone who's essential to winning.
context: You, too, Hinata...\so why...\Why does he keep hanging on?!\I want to be strong enough to compete by myself!\Your selfishness is going to destroy the team's balance!\L-Let's all...\Let's all be friends, o-okay?!\I'll toss to anyone who's essential to winning. response:	But I don't think you're essential to winning right now.
context: so why...\Why does he keep hanging on?!\I want to be strong enough to compete by myself!\Your selfishness is going to destroy the team's balance!\L-Let's all...\Let's all be friends, o-okay?!\I'll toss to anyone who's essential to winning.\But I don't think you're essential to winning right now. response:	And I don't feel any different now.
context: Why does he keep hanging on?!\I want to be strong enough to compete by myself!\Your selfishness is going to destroy the team's balance!\L-Let's all...\Let's all be friends, o-okay?!\I'll toss to anyone who's essential to winning.\But I don't think you're essential to winning right now.\And I don't feel any different now. response:	Kageyama!
context: I want to be strong enough to compete by myself!\Your selfishness is going to destroy the team's balance!\L-Let's all...\Let's all be friends, o-okay?!\I'll toss to anyone who's essential to winning.\But I don't think you're essential to winning right now.\And I don't feel any different now.\Kageyama! response:	Damn it! Let go!
context: Your selfishness is going to destroy the team's balance!\L-Let's all...\Let's all be friends, o-okay?!\I'll toss to anyone who's essential to winning.\But I don't think you're essential to winning right now.\And I don't feel any different now.\Kageyama!\Damn it! Let go! response:	I won't let go until you give me a toss!
context: L-Let's all...\Let's all be friends, o-okay?!\I'll toss to anyone who's essential to winning.\But I don't think you're essential to winning right now.\And I don't feel any different now.\Kageyama!\Damn it! Let go!\I won't let go until you give me a toss! response:	Give me one!
context: Let's all be friends, o-okay?!\I'll toss to anyone who's essential to winning.\But I don't think you're essential to winning right now.\And I don't feel any different now.\Kageyama!\Damn it! Let go!\I won't let go until you give me a toss!\Give me one! response:	Someone... Senpai!
context: I'll toss to anyone who's essential to winning.\But I don't think you're essential to winning right now.\And I don't feel any different now.\Kageyama!\Damn it! Let go!\I won't let go until you give me a toss!\Give me one!\Someone... Senpai! response:	Don't be ridiculous!
context: But I don't think you're essential to winning right now.\And I don't feel any different now.\Kageyama!\Damn it! Let go!\I won't let go until you give me a toss!\Give me one!\Someone... Senpai!\Don't be ridiculous! response:	That quick was stopped!
context: And I don't feel any different now.\Kageyama!\Damn it! Let go!\I won't let go until you give me a toss!\Give me one!\Someone... Senpai!\Don't be ridiculous!\That quick was stopped! response:	Today, and during the Seijoh match!
context: Kageyama!\Damn it! Let go!\I won't let go until you give me a toss!\Give me one!\Someone... Senpai!\Don't be ridiculous!\That quick was stopped!\Today, and during the Seijoh match! response:	Are you trying to say that my toss was at fault?
context: Damn it! Let go!\I won't let go until you give me a toss!\Give me one!\Someone... Senpai!\Don't be ridiculous!\That quick was stopped!\Today, and during the Seijoh match!\Are you trying to say that my toss was at fault? response:	No! That's not it!
context: I won't let go until you give me a toss!\Give me one!\Someone... Senpai!\Don't be ridiculous!\That quick was stopped!\Today, and during the Seijoh match!\Are you trying to say that my toss was at fault?\No! That's not it! response:	It was perfect! It was spot-on!
context: Give me one!\Someone... Senpai!\Don't be ridiculous!\That quick was stopped!\Today, and during the Seijoh match!\Are you trying to say that my toss was at fault?\No! That's not it!\It was perfect! It was spot-on! response:	And yet, it was stopped!
context: Someone... Senpai!\Don't be ridiculous!\That quick was stopped!\Today, and during the Seijoh match!\Are you trying to say that my toss was at fault?\No! That's not it!\It was perfect! It was spot-on!\And yet, it was stopped! response:	If I don't get better, it's not going to work on stronger opponents, either!
context: Don't be ridiculous!\That quick was stopped!\Today, and during the Seijoh match!\Are you trying to say that my toss was at fault?\No! That's not it!\It was perfect! It was spot-on!\And yet, it was stopped!\If I don't get better, it's not going to work on stronger opponents, either! response:	Hey!
context: That quick was stopped!\Today, and during the Seijoh match!\Are you trying to say that my toss was at fault?\No! That's not it!\It was perfect! It was spot-on!\And yet, it was stopped!\If I don't get better, it's not going to work on stronger opponents, either!\Hey! response:	Stop it, you two!
context: Today, and during the Seijoh match!\Are you trying to say that my toss was at fault?\No! That's not it!\It was perfect! It was spot-on!\And yet, it was stopped!\If I don't get better, it's not going to work on stronger opponents, either!\Hey!\Stop it, you two! response:	I-I'm just going to the bus stop over there, so I'm fine here.
context: Are you trying to say that my toss was at fault?\No! That's not it!\It was perfect! It was spot-on!\And yet, it was stopped!\If I don't get better, it's not going to work on stronger opponents, either!\Hey!\Stop it, you two!\I-I'm just going to the bus stop over there, so I'm fine here. response:	Thanks.
context: No! That's not it!\It was perfect! It was spot-on!\And yet, it was stopped!\If I don't get better, it's not going to work on stronger opponents, either!\Hey!\Stop it, you two!\I-I'm just going to the bus stop over there, so I'm fine here.\Thanks. response:	I'm sorry, Yachi-san.
context: It was perfect! It was spot-on!\And yet, it was stopped!\If I don't get better, it's not going to work on stronger opponents, either!\Hey!\Stop it, you two!\I-I'm just going to the bus stop over there, so I'm fine here.\Thanks.\I'm sorry, Yachi-san. response:	N-No worries!
context: And yet, it was stopped!\If I don't get better, it's not going to work on stronger opponents, either!\Hey!\Stop it, you two!\I-I'm just going to the bus stop over there, so I'm fine here.\Thanks.\I'm sorry, Yachi-san.\N-No worries! response:	It's fine... I'm totally fine.
context: If I don't get better, it's not going to work on stronger opponents, either!\Hey!\Stop it, you two!\I-I'm just going to the bus stop over there, so I'm fine here.\Thanks.\I'm sorry, Yachi-san.\N-No worries!\It's fine... I'm totally fine. response:	But you're...
context: Hey!\Stop it, you two!\I-I'm just going to the bus stop over there, so I'm fine here.\Thanks.\I'm sorry, Yachi-san.\N-No worries!\It's fine... I'm totally fine.\But you're... response:	In my first and final tournament in junior high,
context: Stop it, you two!\I-I'm just going to the bus stop over there, so I'm fine here.\Thanks.\I'm sorry, Yachi-san.\N-No worries!\It's fine... I'm totally fine.\But you're...\In my first and final tournament in junior high, response:	we were destroyed by Kageyama.
context: I-I'm just going to the bus stop over there, so I'm fine here.\Thanks.\I'm sorry, Yachi-san.\N-No worries!\It's fine... I'm totally fine.\But you're...\In my first and final tournament in junior high,\we were destroyed by Kageyama. response:	I vowed revenge when I got into high school,
context: Thanks.\I'm sorry, Yachi-san.\N-No worries!\It's fine... I'm totally fine.\But you're...\In my first and final tournament in junior high,\we were destroyed by Kageyama.\I vowed revenge when I got into high school, response:	Kids' Volleyball
context: I'm sorry, Yachi-san.\N-No worries!\It's fine... I'm totally fine.\But you're...\In my first and final tournament in junior high,\we were destroyed by Kageyama.\I vowed revenge when I got into high school,\Kids' Volleyball response:	and of course I ran right into him.
context: N-No worries!\It's fine... I'm totally fine.\But you're...\In my first and final tournament in junior high,\we were destroyed by Kageyama.\I vowed revenge when I got into high school,\Kids' Volleyball\and of course I ran right into him. response:	He was even worse than I could have imagined and we went through a lot,
context: It's fine... I'm totally fine.\But you're...\In my first and final tournament in junior high,\we were destroyed by Kageyama.\I vowed revenge when I got into high school,\Kids' Volleyball\and of course I ran right into him.\He was even worse than I could have imagined and we went through a lot, response:	but once we started playing our matches, I felt like we understood each other.
context: But you're...\In my first and final tournament in junior high,\we were destroyed by Kageyama.\I vowed revenge when I got into high school,\Kids' Volleyball\and of course I ran right into him.\He was even worse than I could have imagined and we went through a lot,\but once we started playing our matches, I felt like we understood each other. response:	It wasn't that he was the first friend I'd made. He was a partner.
context: In my first and final tournament in junior high,\we were destroyed by Kageyama.\I vowed revenge when I got into high school,\Kids' Volleyball\and of course I ran right into him.\He was even worse than I could have imagined and we went through a lot,\but once we started playing our matches, I felt like we understood each other.\It wasn't that he was the first friend I'd made. He was a partner. response:	Well, see you later.
context: we were destroyed by Kageyama.\I vowed revenge when I got into high school,\Kids' Volleyball\and of course I ran right into him.\He was even worse than I could have imagined and we went through a lot,\but once we started playing our matches, I felt like we understood each other.\It wasn't that he was the first friend I'd made. He was a partner.\Well, see you later. response:	Yeah...
context: I vowed revenge when I got into high school,\Kids' Volleyball\and of course I ran right into him.\He was even worse than I could have imagined and we went through a lot,\but once we started playing our matches, I felt like we understood each other.\It wasn't that he was the first friend I'd made. He was a partner.\Well, see you later.\Yeah... response:	What?
context: Kids' Volleyball\and of course I ran right into him.\He was even worse than I could have imagined and we went through a lot,\but once we started playing our matches, I felt like we understood each other.\It wasn't that he was the first friend I'd made. He was a partner.\Well, see you later.\Yeah...\What? response:	They got into a fight?
context: and of course I ran right into him.\He was even worse than I could have imagined and we went through a lot,\but once we started playing our matches, I felt like we understood each other.\It wasn't that he was the first friend I'd made. He was a partner.\Well, see you later.\Yeah...\What?\They got into a fight? response:	There's been tension between them ever since the training camp.
context: He was even worse than I could have imagined and we went through a lot,\but once we started playing our matches, I felt like we understood each other.\It wasn't that he was the first friend I'd made. He was a partner.\Well, see you later.\Yeah...\What?\They got into a fight?\There's been tension between them ever since the training camp. response:	I wonder if they're gonna be okay, considering the spring tournament's coming up.
