context: Ye Hua. response:	Ye Hua?
context: I don't know what she said to the consort\but she suddenly pushed Her Highness over the edge.\Fortunately, the Crown Prince arrived in time.\Her Highness managed to survive the accident.\What?\That woman dared to harm the consort?\How outrageous!\Consort Su Jin is the heir of a loyal tribe. response:	All of her tribesmen sacrificed for the Celestial Tribe.
context: but she suddenly pushed Her Highness over the edge.\Fortunately, the Crown Prince arrived in time.\Her Highness managed to survive the accident.\What?\That woman dared to harm the consort?\How outrageous!\Consort Su Jin is the heir of a loyal tribe.\All of her tribesmen sacrificed for the Celestial Tribe. response:	Even us, the commanders of the sub-tribes
context: Fortunately, the Crown Prince arrived in time.\Her Highness managed to survive the accident.\What?\That woman dared to harm the consort?\How outrageous!\Consort Su Jin is the heir of a loyal tribe.\All of her tribesmen sacrificed for the Celestial Tribe.\Even us, the commanders of the sub-tribes response:	and even the Heavenly Lord treats her kindly with great care.
context: Her Highness managed to survive the accident.\What?\That woman dared to harm the consort?\How outrageous!\Consort Su Jin is the heir of a loyal tribe.\All of her tribesmen sacrificed for the Celestial Tribe.\Even us, the commanders of the sub-tribes\and even the Heavenly Lord treats her kindly with great care. response:	That mere mortal!
context: What?\That woman dared to harm the consort?\How outrageous!\Consort Su Jin is the heir of a loyal tribe.\All of her tribesmen sacrificed for the Celestial Tribe.\Even us, the commanders of the sub-tribes\and even the Heavenly Lord treats her kindly with great care.\That mere mortal! response:	How dare she push the consort off Zhuxian Terrace?
context: That woman dared to harm the consort?\How outrageous!\Consort Su Jin is the heir of a loyal tribe.\All of her tribesmen sacrificed for the Celestial Tribe.\Even us, the commanders of the sub-tribes\and even the Heavenly Lord treats her kindly with great care.\That mere mortal!\How dare she push the consort off Zhuxian Terrace? response:	Heavenly Lord!
context: How outrageous!\Consort Su Jin is the heir of a loyal tribe.\All of her tribesmen sacrificed for the Celestial Tribe.\Even us, the commanders of the sub-tribes\and even the Heavenly Lord treats her kindly with great care.\That mere mortal!\How dare she push the consort off Zhuxian Terrace?\Heavenly Lord! response:	Crown Prince!
context: Consort Su Jin is the heir of a loyal tribe.\All of her tribesmen sacrificed for the Celestial Tribe.\Even us, the commanders of the sub-tribes\and even the Heavenly Lord treats her kindly with great care.\That mere mortal!\How dare she push the consort off Zhuxian Terrace?\Heavenly Lord!\Crown Prince! response:	That mortal must not be spared.
context: All of her tribesmen sacrificed for the Celestial Tribe.\Even us, the commanders of the sub-tribes\and even the Heavenly Lord treats her kindly with great care.\That mere mortal!\How dare she push the consort off Zhuxian Terrace?\Heavenly Lord!\Crown Prince!\That mortal must not be spared. response:	She must be pushed off Zhuxian Terrace.
context: Even us, the commanders of the sub-tribes\and even the Heavenly Lord treats her kindly with great care.\That mere mortal!\How dare she push the consort off Zhuxian Terrace?\Heavenly Lord!\Crown Prince!\That mortal must not be spared.\She must be pushed off Zhuxian Terrace. response:	Only when her soul disintegrates can it make up for Su Jin's eyes!
context: and even the Heavenly Lord treats her kindly with great care.\That mere mortal!\How dare she push the consort off Zhuxian Terrace?\Heavenly Lord!\Crown Prince!\That mortal must not be spared.\She must be pushed off Zhuxian Terrace.\Only when her soul disintegrates can it make up for Su Jin's eyes! response:	Exactly!
context: That mere mortal!\How dare she push the consort off Zhuxian Terrace?\Heavenly Lord!\Crown Prince!\That mortal must not be spared.\She must be pushed off Zhuxian Terrace.\Only when her soul disintegrates can it make up for Su Jin's eyes!\Exactly! response:	That mortal must not be spared!
context: How dare she push the consort off Zhuxian Terrace?\Heavenly Lord!\Crown Prince!\That mortal must not be spared.\She must be pushed off Zhuxian Terrace.\Only when her soul disintegrates can it make up for Su Jin's eyes!\Exactly!\That mortal must not be spared! response:	Heavenly Lord.
context: Heavenly Lord!\Crown Prince!\That mortal must not be spared.\She must be pushed off Zhuxian Terrace.\Only when her soul disintegrates can it make up for Su Jin's eyes!\Exactly!\That mortal must not be spared!\Heavenly Lord. response:	That mortal is carrying the Crown Prince's child.
context: Crown Prince!\That mortal must not be spared.\She must be pushed off Zhuxian Terrace.\Only when her soul disintegrates can it make up for Su Jin's eyes!\Exactly!\That mortal must not be spared!\Heavenly Lord.\That mortal is carrying the Crown Prince's child. response:	She must have found out that Su Jin has been given to Ye Hua
context: That mortal must not be spared.\She must be pushed off Zhuxian Terrace.\Only when her soul disintegrates can it make up for Su Jin's eyes!\Exactly!\That mortal must not be spared!\Heavenly Lord.\That mortal is carrying the Crown Prince's child.\She must have found out that Su Jin has been given to Ye Hua response:	and pushed her by accident?
context: She must be pushed off Zhuxian Terrace.\Only when her soul disintegrates can it make up for Su Jin's eyes!\Exactly!\That mortal must not be spared!\Heavenly Lord.\That mortal is carrying the Crown Prince's child.\She must have found out that Su Jin has been given to Ye Hua\and pushed her by accident? response:	By accident?
context: Only when her soul disintegrates can it make up for Su Jin's eyes!\Exactly!\That mortal must not be spared!\Heavenly Lord.\That mortal is carrying the Crown Prince's child.\She must have found out that Su Jin has been given to Ye Hua\and pushed her by accident?\By accident? response:	Do you call this an accident?
context: Exactly!\That mortal must not be spared!\Heavenly Lord.\That mortal is carrying the Crown Prince's child.\She must have found out that Su Jin has been given to Ye Hua\and pushed her by accident?\By accident?\Do you call this an accident? response:	Look at her!
context: That mortal must not be spared!\Heavenly Lord.\That mortal is carrying the Crown Prince's child.\She must have found out that Su Jin has been given to Ye Hua\and pushed her by accident?\By accident?\Do you call this an accident?\Look at her! response:	Take a good look at her!
context: Heavenly Lord.\That mortal is carrying the Crown Prince's child.\She must have found out that Su Jin has been given to Ye Hua\and pushed her by accident?\By accident?\Do you call this an accident?\Look at her!\Take a good look at her! response:	The consort's eyes are ruined!
context: That mortal is carrying the Crown Prince's child.\She must have found out that Su Jin has been given to Ye Hua\and pushed her by accident?\By accident?\Do you call this an accident?\Look at her!\Take a good look at her!\The consort's eyes are ruined! response:	Uncles...
context: She must have found out that Su Jin has been given to Ye Hua\and pushed her by accident?\By accident?\Do you call this an accident?\Look at her!\Take a good look at her!\The consort's eyes are ruined!\Uncles... response:	Don't...
context: and pushed her by accident?\By accident?\Do you call this an accident?\Look at her!\Take a good look at her!\The consort's eyes are ruined!\Uncles...\Don't... response:	Don't be angry at that mortal.
context: By accident?\Do you call this an accident?\Look at her!\Take a good look at her!\The consort's eyes are ruined!\Uncles...\Don't...\Don't be angry at that mortal. response:	After all, she is already pregnant with the Crown Prince's child.
context: Do you call this an accident?\Look at her!\Take a good look at her!\The consort's eyes are ruined!\Uncles...\Don't...\Don't be angry at that mortal.\After all, she is already pregnant with the Crown Prince's child. response:	She didn't mean to do this to me.
context: Look at her!\Take a good look at her!\The consort's eyes are ruined!\Uncles...\Don't...\Don't be angry at that mortal.\After all, she is already pregnant with the Crown Prince's child.\She didn't mean to do this to me. response:	You don't have to say a word.
context: Take a good look at her!\The consort's eyes are ruined!\Uncles...\Don't...\Don't be angry at that mortal.\After all, she is already pregnant with the Crown Prince's child.\She didn't mean to do this to me.\You don't have to say a word. response:	I'll uphold justice for you.
context: The consort's eyes are ruined!\Uncles...\Don't...\Don't be angry at that mortal.\After all, she is already pregnant with the Crown Prince's child.\She didn't mean to do this to me.\You don't have to say a word.\I'll uphold justice for you. response:	Heavenly Lord!
context: Uncles...\Don't...\Don't be angry at that mortal.\After all, she is already pregnant with the Crown Prince's child.\She didn't mean to do this to me.\You don't have to say a word.\I'll uphold justice for you.\Heavenly Lord! response:	Ye Hua.
context: Don't...\Don't be angry at that mortal.\After all, she is already pregnant with the Crown Prince's child.\She didn't mean to do this to me.\You don't have to say a word.\I'll uphold justice for you.\Heavenly Lord!\Ye Hua. response:	Su Jin is the heir of a loyal tribe.
context: Don't be angry at that mortal.\After all, she is already pregnant with the Crown Prince's child.\She didn't mean to do this to me.\You don't have to say a word.\I'll uphold justice for you.\Heavenly Lord!\Ye Hua.\Su Jin is the heir of a loyal tribe. response:	The Celestial Tribe should treat her kindly.
context: After all, she is already pregnant with the Crown Prince's child.\She didn't mean to do this to me.\You don't have to say a word.\I'll uphold justice for you.\Heavenly Lord!\Ye Hua.\Su Jin is the heir of a loyal tribe.\The Celestial Tribe should treat her kindly. response:	However, she has now been severely injured by Su Su.
context: She didn't mean to do this to me.\You don't have to say a word.\I'll uphold justice for you.\Heavenly Lord!\Ye Hua.\Su Jin is the heir of a loyal tribe.\The Celestial Tribe should treat her kindly.\However, she has now been severely injured by Su Su. response:	If this matter isn't handled well, my officials might be disheartened.
context: You don't have to say a word.\I'll uphold justice for you.\Heavenly Lord!\Ye Hua.\Su Jin is the heir of a loyal tribe.\The Celestial Tribe should treat her kindly.\However, she has now been severely injured by Su Su.\If this matter isn't handled well, my officials might be disheartened. response:	How do you think Su Su should be punished to appease everyone
context: I'll uphold justice for you.\Heavenly Lord!\Ye Hua.\Su Jin is the heir of a loyal tribe.\The Celestial Tribe should treat her kindly.\However, she has now been severely injured by Su Su.\If this matter isn't handled well, my officials might be disheartened.\How do you think Su Su should be punished to appease everyone response:	and to uphold justice for Su Jin?
context: Heavenly Lord!\Ye Hua.\Su Jin is the heir of a loyal tribe.\The Celestial Tribe should treat her kindly.\However, she has now been severely injured by Su Su.\If this matter isn't handled well, my officials might be disheartened.\How do you think Su Su should be punished to appease everyone\and to uphold justice for Su Jin? response:	Nai Nai...
context: Ye Hua.\Su Jin is the heir of a loyal tribe.\The Celestial Tribe should treat her kindly.\However, she has now been severely injured by Su Su.\If this matter isn't handled well, my officials might be disheartened.\How do you think Su Su should be punished to appease everyone\and to uphold justice for Su Jin?\Nai Nai... response:	You must testify for me.
context: Su Jin is the heir of a loyal tribe.\The Celestial Tribe should treat her kindly.\However, she has now been severely injured by Su Su.\If this matter isn't handled well, my officials might be disheartened.\How do you think Su Su should be punished to appease everyone\and to uphold justice for Su Jin?\Nai Nai...\You must testify for me. response:	I didn't push her.
context: The Celestial Tribe should treat her kindly.\However, she has now been severely injured by Su Su.\If this matter isn't handled well, my officials might be disheartened.\How do you think Su Su should be punished to appease everyone\and to uphold justice for Su Jin?\Nai Nai...\You must testify for me.\I didn't push her. response:	She set me up for all of this.
context: However, she has now been severely injured by Su Su.\If this matter isn't handled well, my officials might be disheartened.\How do you think Su Su should be punished to appease everyone\and to uphold justice for Su Jin?\Nai Nai...\You must testify for me.\I didn't push her.\She set me up for all of this. response:	Lady Su Su...
context: If this matter isn't handled well, my officials might be disheartened.\How do you think Su Su should be punished to appease everyone\and to uphold justice for Su Jin?\Nai Nai...\You must testify for me.\I didn't push her.\She set me up for all of this.\Lady Su Su... response:	When I got to Zhuxian Terrace
context: How do you think Su Su should be punished to appease everyone\and to uphold justice for Su Jin?\Nai Nai...\You must testify for me.\I didn't push her.\She set me up for all of this.\Lady Su Su...\When I got to Zhuxian Terrace response:	Consort Su Jin was already in the Crown Prince's arms.
context: and to uphold justice for Su Jin?\Nai Nai...\You must testify for me.\I didn't push her.\She set me up for all of this.\Lady Su Su...\When I got to Zhuxian Terrace\Consort Su Jin was already in the Crown Prince's arms. response:	Do you also think that I pushed her?
context: Nai Nai...\You must testify for me.\I didn't push her.\She set me up for all of this.\Lady Su Su...\When I got to Zhuxian Terrace\Consort Su Jin was already in the Crown Prince's arms.\Do you also think that I pushed her? response:	No, I'd never think that you did that!
context: You must testify for me.\I didn't push her.\She set me up for all of this.\Lady Su Su...\When I got to Zhuxian Terrace\Consort Su Jin was already in the Crown Prince's arms.\Do you also think that I pushed her?\No, I'd never think that you did that! response:	Lady Su Su...
context: I didn't push her.\She set me up for all of this.\Lady Su Su...\When I got to Zhuxian Terrace\Consort Su Jin was already in the Crown Prince's arms.\Do you also think that I pushed her?\No, I'd never think that you did that!\Lady Su Su... response:	You witnessed it last time.
context: She set me up for all of this.\Lady Su Su...\When I got to Zhuxian Terrace\Consort Su Jin was already in the Crown Prince's arms.\Do you also think that I pushed her?\No, I'd never think that you did that!\Lady Su Su...\You witnessed it last time. response:	Even if I testify for you, no one will believe me.
context: Lady Su Su...\When I got to Zhuxian Terrace\Consort Su Jin was already in the Crown Prince's arms.\Do you also think that I pushed her?\No, I'd never think that you did that!\Lady Su Su...\You witnessed it last time.\Even if I testify for you, no one will believe me. response:	You're right.
context: When I got to Zhuxian Terrace\Consort Su Jin was already in the Crown Prince's arms.\Do you also think that I pushed her?\No, I'd never think that you did that!\Lady Su Su...\You witnessed it last time.\Even if I testify for you, no one will believe me.\You're right. response:	Even if you could testify for me...
context: Consort Su Jin was already in the Crown Prince's arms.\Do you also think that I pushed her?\No, I'd never think that you did that!\Lady Su Su...\You witnessed it last time.\Even if I testify for you, no one will believe me.\You're right.\Even if you could testify for me... response:	no one would believe you.
context: Do you also think that I pushed her?\No, I'd never think that you did that!\Lady Su Su...\You witnessed it last time.\Even if I testify for you, no one will believe me.\You're right.\Even if you could testify for me...\no one would believe you. response:	Even Ye Hua doesn't believe me.
context: No, I'd never think that you did that!\Lady Su Su...\You witnessed it last time.\Even if I testify for you, no one will believe me.\You're right.\Even if you could testify for me...\no one would believe you.\Even Ye Hua doesn't believe me. response:	Why would the others?
context: Lady Su Su...\You witnessed it last time.\Even if I testify for you, no one will believe me.\You're right.\Even if you could testify for me...\no one would believe you.\Even Ye Hua doesn't believe me.\Why would the others? response:	Ye Hua and Su Jin are childhood sweethearts.
context: You witnessed it last time.\Even if I testify for you, no one will believe me.\You're right.\Even if you could testify for me...\no one would believe you.\Even Ye Hua doesn't believe me.\Why would the others?\Ye Hua and Su Jin are childhood sweethearts. response:	He loves her so deeply.
context: Even if I testify for you, no one will believe me.\You're right.\Even if you could testify for me...\no one would believe you.\Even Ye Hua doesn't believe me.\Why would the others?\Ye Hua and Su Jin are childhood sweethearts.\He loves her so deeply. response:	He surely won't believe me.
context: You're right.\Even if you could testify for me...\no one would believe you.\Even Ye Hua doesn't believe me.\Why would the others?\Ye Hua and Su Jin are childhood sweethearts.\He loves her so deeply.\He surely won't believe me. response:	Lady Su Su, what are you talking about?
context: Even if you could testify for me...\no one would believe you.\Even Ye Hua doesn't believe me.\Why would the others?\Ye Hua and Su Jin are childhood sweethearts.\He loves her so deeply.\He surely won't believe me.\Lady Su Su, what are you talking about? response:	You mustn't say such nonsense.
context: no one would believe you.\Even Ye Hua doesn't believe me.\Why would the others?\Ye Hua and Su Jin are childhood sweethearts.\He loves her so deeply.\He surely won't believe me.\Lady Su Su, what are you talking about?\You mustn't say such nonsense. response:	Su Jin is the Heavenly Lord's concubine.
context: Even Ye Hua doesn't believe me.\Why would the others?\Ye Hua and Su Jin are childhood sweethearts.\He loves her so deeply.\He surely won't believe me.\Lady Su Su, what are you talking about?\You mustn't say such nonsense.\Su Jin is the Heavenly Lord's concubine. response:	She won't be. Not for long.
context: Why would the others?\Ye Hua and Su Jin are childhood sweethearts.\He loves her so deeply.\He surely won't believe me.\Lady Su Su, what are you talking about?\You mustn't say such nonsense.\Su Jin is the Heavenly Lord's concubine.\She won't be. Not for long. response:	What did you say?
context: Ye Hua and Su Jin are childhood sweethearts.\He loves her so deeply.\He surely won't believe me.\Lady Su Su, what are you talking about?\You mustn't say such nonsense.\Su Jin is the Heavenly Lord's concubine.\She won't be. Not for long.\What did you say? response:	She's been given to Ye Hua as his side consort.
context: He loves her so deeply.\He surely won't believe me.\Lady Su Su, what are you talking about?\You mustn't say such nonsense.\Su Jin is the Heavenly Lord's concubine.\She won't be. Not for long.\What did you say?\She's been given to Ye Hua as his side consort. response:	What?
context: He surely won't believe me.\Lady Su Su, what are you talking about?\You mustn't say such nonsense.\Su Jin is the Heavenly Lord's concubine.\She won't be. Not for long.\What did you say?\She's been given to Ye Hua as his side consort.\What? response:	I didn't push her.
context: Lady Su Su, what are you talking about?\You mustn't say such nonsense.\Su Jin is the Heavenly Lord's concubine.\She won't be. Not for long.\What did you say?\She's been given to Ye Hua as his side consort.\What?\I didn't push her. response:	Ye Hua won't just believe her side of the story.
context: You mustn't say such nonsense.\Su Jin is the Heavenly Lord's concubine.\She won't be. Not for long.\What did you say?\She's been given to Ye Hua as his side consort.\What?\I didn't push her.\Ye Hua won't just believe her side of the story. response:	There were so many others around.
context: Su Jin is the Heavenly Lord's concubine.\She won't be. Not for long.\What did you say?\She's been given to Ye Hua as his side consort.\What?\I didn't push her.\Ye Hua won't just believe her side of the story.\There were so many others around. response:	So many people witnessed it.
context: She won't be. Not for long.\What did you say?\She's been given to Ye Hua as his side consort.\What?\I didn't push her.\Ye Hua won't just believe her side of the story.\There were so many others around.\So many people witnessed it. response:	Someone must have seen that I didn't push her.
context: What did you say?\She's been given to Ye Hua as his side consort.\What?\I didn't push her.\Ye Hua won't just believe her side of the story.\There were so many others around.\So many people witnessed it.\Someone must have seen that I didn't push her. response:	It wasn't me.
context: She's been given to Ye Hua as his side consort.\What?\I didn't push her.\Ye Hua won't just believe her side of the story.\There were so many others around.\So many people witnessed it.\Someone must have seen that I didn't push her.\It wasn't me. response:	It shouldn't...
context: What?\I didn't push her.\Ye Hua won't just believe her side of the story.\There were so many others around.\So many people witnessed it.\Someone must have seen that I didn't push her.\It wasn't me.\It shouldn't... response:	Lady Su Su!
context: I didn't push her.\Ye Hua won't just believe her side of the story.\There were so many others around.\So many people witnessed it.\Someone must have seen that I didn't push her.\It wasn't me.\It shouldn't...\Lady Su Su! response:	What's wrong?
context: Ye Hua won't just believe her side of the story.\There were so many others around.\So many people witnessed it.\Someone must have seen that I didn't push her.\It wasn't me.\It shouldn't...\Lady Su Su!\What's wrong? response:	Is anyone out there?
context: There were so many others around.\So many people witnessed it.\Someone must have seen that I didn't push her.\It wasn't me.\It shouldn't...\Lady Su Su!\What's wrong?\Is anyone out there? response:	Lady Su Su!
context: So many people witnessed it.\Someone must have seen that I didn't push her.\It wasn't me.\It shouldn't...\Lady Su Su!\What's wrong?\Is anyone out there?\Lady Su Su! response:	What's wrong?
context: Someone must have seen that I didn't push her.\It wasn't me.\It shouldn't...\Lady Su Su!\What's wrong?\Is anyone out there?\Lady Su Su!\What's wrong? response:	Heavenly Lord is right.
context: It wasn't me.\It shouldn't...\Lady Su Su!\What's wrong?\Is anyone out there?\Lady Su Su!\What's wrong?\Heavenly Lord is right. response:	I didn't see very clearly either.
context: It shouldn't...\Lady Su Su!\What's wrong?\Is anyone out there?\Lady Su Su!\What's wrong?\Heavenly Lord is right.\I didn't see very clearly either. response:	I only heard from the consort that Su Su didn't do it intentionally.
context: Lady Su Su!\What's wrong?\Is anyone out there?\Lady Su Su!\What's wrong?\Heavenly Lord is right.\I didn't see very clearly either.\I only heard from the consort that Su Su didn't do it intentionally. response:	Although it wasn't intentional...
context: What's wrong?\Is anyone out there?\Lady Su Su!\What's wrong?\Heavenly Lord is right.\I didn't see very clearly either.\I only heard from the consort that Su Su didn't do it intentionally.\Although it wasn't intentional... response:	the consort's eyes were still injured.
context: Is anyone out there?\Lady Su Su!\What's wrong?\Heavenly Lord is right.\I didn't see very clearly either.\I only heard from the consort that Su Su didn't do it intentionally.\Although it wasn't intentional...\the consort's eyes were still injured. response:	As a mortal, she pushed a celestial consort off Zhuxian Terrace.
context: Lady Su Su!\What's wrong?\Heavenly Lord is right.\I didn't see very clearly either.\I only heard from the consort that Su Su didn't do it intentionally.\Although it wasn't intentional...\the consort's eyes were still injured.\As a mortal, she pushed a celestial consort off Zhuxian Terrace. response:	Su Su's action is not to be condoned.
context: What's wrong?\Heavenly Lord is right.\I didn't see very clearly either.\I only heard from the consort that Su Su didn't do it intentionally.\Although it wasn't intentional...\the consort's eyes were still injured.\As a mortal, she pushed a celestial consort off Zhuxian Terrace.\Su Su's action is not to be condoned. response:	I wonder if it would appease everyone to hand over Su Su's eyes
context: Heavenly Lord is right.\I didn't see very clearly either.\I only heard from the consort that Su Su didn't do it intentionally.\Although it wasn't intentional...\the consort's eyes were still injured.\As a mortal, she pushed a celestial consort off Zhuxian Terrace.\Su Su's action is not to be condoned.\I wonder if it would appease everyone to hand over Su Su's eyes response:	and be struck by lightning for three years?
context: I didn't see very clearly either.\I only heard from the consort that Su Su didn't do it intentionally.\Although it wasn't intentional...\the consort's eyes were still injured.\As a mortal, she pushed a celestial consort off Zhuxian Terrace.\Su Su's action is not to be condoned.\I wonder if it would appease everyone to hand over Su Su's eyes\and be struck by lightning for three years? response:	The Crown Prince's suggestion sounds good.
context: I only heard from the consort that Su Su didn't do it intentionally.\Although it wasn't intentional...\the consort's eyes were still injured.\As a mortal, she pushed a celestial consort off Zhuxian Terrace.\Su Su's action is not to be condoned.\I wonder if it would appease everyone to hand over Su Su's eyes\and be struck by lightning for three years?\The Crown Prince's suggestion sounds good. response:	The Celestial Consort did say that the mortal pushed her by accident.
context: Although it wasn't intentional...\the consort's eyes were still injured.\As a mortal, she pushed a celestial consort off Zhuxian Terrace.\Su Su's action is not to be condoned.\I wonder if it would appease everyone to hand over Su Su's eyes\and be struck by lightning for three years?\The Crown Prince's suggestion sounds good.\The Celestial Consort did say that the mortal pushed her by accident. response:	We shouldn't be too harsh on her.
context: the consort's eyes were still injured.\As a mortal, she pushed a celestial consort off Zhuxian Terrace.\Su Su's action is not to be condoned.\I wonder if it would appease everyone to hand over Su Su's eyes\and be struck by lightning for three years?\The Crown Prince's suggestion sounds good.\The Celestial Consort did say that the mortal pushed her by accident.\We shouldn't be too harsh on her. response:	Yes.
context: As a mortal, she pushed a celestial consort off Zhuxian Terrace.\Su Su's action is not to be condoned.\I wonder if it would appease everyone to hand over Su Su's eyes\and be struck by lightning for three years?\The Crown Prince's suggestion sounds good.\The Celestial Consort did say that the mortal pushed her by accident.\We shouldn't be too harsh on her.\Yes. response:	Indeed. Three years of lightning torment is harsh enough.
context: Su Su's action is not to be condoned.\I wonder if it would appease everyone to hand over Su Su's eyes\and be struck by lightning for three years?\The Crown Prince's suggestion sounds good.\The Celestial Consort did say that the mortal pushed her by accident.\We shouldn't be too harsh on her.\Yes.\Indeed. Three years of lightning torment is harsh enough. response:	The Crown Prince's suggestion is just.
context: I wonder if it would appease everyone to hand over Su Su's eyes\and be struck by lightning for three years?\The Crown Prince's suggestion sounds good.\The Celestial Consort did say that the mortal pushed her by accident.\We shouldn't be too harsh on her.\Yes.\Indeed. Three years of lightning torment is harsh enough.\The Crown Prince's suggestion is just. response:	The Crown Prince is wise!
context: and be struck by lightning for three years?\The Crown Prince's suggestion sounds good.\The Celestial Consort did say that the mortal pushed her by accident.\We shouldn't be too harsh on her.\Yes.\Indeed. Three years of lightning torment is harsh enough.\The Crown Prince's suggestion is just.\The Crown Prince is wise! response:	All right.
context: The Crown Prince's suggestion sounds good.\The Celestial Consort did say that the mortal pushed her by accident.\We shouldn't be too harsh on her.\Yes.\Indeed. Three years of lightning torment is harsh enough.\The Crown Prince's suggestion is just.\The Crown Prince is wise!\All right. response:	That is just fine.
context: The Celestial Consort did say that the mortal pushed her by accident.\We shouldn't be too harsh on her.\Yes.\Indeed. Three years of lightning torment is harsh enough.\The Crown Prince's suggestion is just.\The Crown Prince is wise!\All right.\That is just fine. response:	Heavenly Lord.
context: We shouldn't be too harsh on her.\Yes.\Indeed. Three years of lightning torment is harsh enough.\The Crown Prince's suggestion is just.\The Crown Prince is wise!\All right.\That is just fine.\Heavenly Lord. response:	Su Su once saved my life.
context: Yes.\Indeed. Three years of lightning torment is harsh enough.\The Crown Prince's suggestion is just.\The Crown Prince is wise!\All right.\That is just fine.\Heavenly Lord.\Su Su once saved my life. response:	You've taught me that one who doesn't repay the kindness one receives
context: Indeed. Three years of lightning torment is harsh enough.\The Crown Prince's suggestion is just.\The Crown Prince is wise!\All right.\That is just fine.\Heavenly Lord.\Su Su once saved my life.\You've taught me that one who doesn't repay the kindness one receives response:	isn't a truly righteous man.
context: The Crown Prince's suggestion is just.\The Crown Prince is wise!\All right.\That is just fine.\Heavenly Lord.\Su Su once saved my life.\You've taught me that one who doesn't repay the kindness one receives\isn't a truly righteous man. response:	Su Su was only brought to the Celestial Palace because of me.
context: The Crown Prince is wise!\All right.\That is just fine.\Heavenly Lord.\Su Su once saved my life.\You've taught me that one who doesn't repay the kindness one receives\isn't a truly righteous man.\Su Su was only brought to the Celestial Palace because of me. response:	Now that such an accident has occurred
context: All right.\That is just fine.\Heavenly Lord.\Su Su once saved my life.\You've taught me that one who doesn't repay the kindness one receives\isn't a truly righteous man.\Su Su was only brought to the Celestial Palace because of me.\Now that such an accident has occurred response:	I should bear the consequences.
context: That is just fine.\Heavenly Lord.\Su Su once saved my life.\You've taught me that one who doesn't repay the kindness one receives\isn't a truly righteous man.\Su Su was only brought to the Celestial Palace because of me.\Now that such an accident has occurred\I should bear the consequences. response:	Moreover, she is now carrying my child.
context: Heavenly Lord.\Su Su once saved my life.\You've taught me that one who doesn't repay the kindness one receives\isn't a truly righteous man.\Su Su was only brought to the Celestial Palace because of me.\Now that such an accident has occurred\I should bear the consequences.\Moreover, she is now carrying my child. response:	Hence...
context: Su Su once saved my life.\You've taught me that one who doesn't repay the kindness one receives\isn't a truly righteous man.\Su Su was only brought to the Celestial Palace because of me.\Now that such an accident has occurred\I should bear the consequences.\Moreover, she is now carrying my child.\Hence... response:	I ask for your permission to take
context: You've taught me that one who doesn't repay the kindness one receives\isn't a truly righteous man.\Su Su was only brought to the Celestial Palace because of me.\Now that such an accident has occurred\I should bear the consequences.\Moreover, she is now carrying my child.\Hence...\I ask for your permission to take response:	the three years of lightning torment in her stead.
context: isn't a truly righteous man.\Su Su was only brought to the Celestial Palace because of me.\Now that such an accident has occurred\I should bear the consequences.\Moreover, she is now carrying my child.\Hence...\I ask for your permission to take\the three years of lightning torment in her stead. response:	You wish to take on three years of lightning torment for her?
context: Su Su was only brought to the Celestial Palace because of me.\Now that such an accident has occurred\I should bear the consequences.\Moreover, she is now carrying my child.\Hence...\I ask for your permission to take\the three years of lightning torment in her stead.\You wish to take on three years of lightning torment for her? response:	Exactly.
context: Now that such an accident has occurred\I should bear the consequences.\Moreover, she is now carrying my child.\Hence...\I ask for your permission to take\the three years of lightning torment in her stead.\You wish to take on three years of lightning torment for her?\Exactly. response:	This is to repay her kindness.
context: I should bear the consequences.\Moreover, she is now carrying my child.\Hence...\I ask for your permission to take\the three years of lightning torment in her stead.\You wish to take on three years of lightning torment for her?\Exactly.\This is to repay her kindness. response:	It's also for the sake of my child.
context: Moreover, she is now carrying my child.\Hence...\I ask for your permission to take\the three years of lightning torment in her stead.\You wish to take on three years of lightning torment for her?\Exactly.\This is to repay her kindness.\It's also for the sake of my child. response:	All right.
context: Hence...\I ask for your permission to take\the three years of lightning torment in her stead.\You wish to take on three years of lightning torment for her?\Exactly.\This is to repay her kindness.\It's also for the sake of my child.\All right. response:	I will agree to it.
context: I ask for your permission to take\the three years of lightning torment in her stead.\You wish to take on three years of lightning torment for her?\Exactly.\This is to repay her kindness.\It's also for the sake of my child.\All right.\I will agree to it. response:	Thank you, Heavenly Lord.
context: the three years of lightning torment in her stead.\You wish to take on three years of lightning torment for her?\Exactly.\This is to repay her kindness.\It's also for the sake of my child.\All right.\I will agree to it.\Thank you, Heavenly Lord. response:	I will have her eyes taken out today.
context: You wish to take on three years of lightning torment for her?\Exactly.\This is to repay her kindness.\It's also for the sake of my child.\All right.\I will agree to it.\Thank you, Heavenly Lord.\I will have her eyes taken out today. response:	The Medicine King will have those eyes implanted into Su Jin.
context: Exactly.\This is to repay her kindness.\It's also for the sake of my child.\All right.\I will agree to it.\Thank you, Heavenly Lord.\I will have her eyes taken out today.\The Medicine King will have those eyes implanted into Su Jin. response:	Head over to Jade Manor.
context: This is to repay her kindness.\It's also for the sake of my child.\All right.\I will agree to it.\Thank you, Heavenly Lord.\I will have her eyes taken out today.\The Medicine King will have those eyes implanted into Su Jin.\Head over to Jade Manor. response:	Be prepared to take on the lightning torment.
