context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: I have a question I must ask you, Princess.\What is it, Louise?\What do you think... of...\What do I think?\He's doing great as a chevalier.\Not as the Queen, but as a friend!\Answer me as a woman!\Louise? response:	Are you not thinking of Saito as a man?
context: What is it, Louise?\What do you think... of...\What do I think?\He's doing great as a chevalier.\Not as the Queen, but as a friend!\Answer me as a woman!\Louise?\Are you not thinking of Saito as a man? response:	That's why during the ball, you and Saito...
context: What do you think... of...\What do I think?\He's doing great as a chevalier.\Not as the Queen, but as a friend!\Answer me as a woman!\Louise?\Are you not thinking of Saito as a man?\That's why during the ball, you and Saito... response:	I've been lonely. I've had no one to rely on.
context: What do I think?\He's doing great as a chevalier.\Not as the Queen, but as a friend!\Answer me as a woman!\Louise?\Are you not thinking of Saito as a man?\That's why during the ball, you and Saito...\I've been lonely. I've had no one to rely on. response:	Perhaps I wanted to lean on someone.
context: He's doing great as a chevalier.\Not as the Queen, but as a friend!\Answer me as a woman!\Louise?\Are you not thinking of Saito as a man?\That's why during the ball, you and Saito...\I've been lonely. I've had no one to rely on.\Perhaps I wanted to lean on someone. response:	It could have been anyone?
context: Not as the Queen, but as a friend!\Answer me as a woman!\Louise?\Are you not thinking of Saito as a man?\That's why during the ball, you and Saito...\I've been lonely. I've had no one to rely on.\Perhaps I wanted to lean on someone.\It could have been anyone? response:	I'm not entirely sure myself.
context: Answer me as a woman!\Louise?\Are you not thinking of Saito as a man?\That's why during the ball, you and Saito...\I've been lonely. I've had no one to rely on.\Perhaps I wanted to lean on someone.\It could have been anyone?\I'm not entirely sure myself. response:	Not sure?
context: Louise?\Are you not thinking of Saito as a man?\That's why during the ball, you and Saito...\I've been lonely. I've had no one to rely on.\Perhaps I wanted to lean on someone.\It could have been anyone?\I'm not entirely sure myself.\Not sure? response:	That's fine. Your feelings belong to you.
context: Are you not thinking of Saito as a man?\That's why during the ball, you and Saito...\I've been lonely. I've had no one to rely on.\Perhaps I wanted to lean on someone.\It could have been anyone?\I'm not entirely sure myself.\Not sure?\That's fine. Your feelings belong to you. response:	They're nothing I can comment on.
context: That's why during the ball, you and Saito...\I've been lonely. I've had no one to rely on.\Perhaps I wanted to lean on someone.\It could have been anyone?\I'm not entirely sure myself.\Not sure?\That's fine. Your feelings belong to you.\They're nothing I can comment on. response:	Louise?
context: I've been lonely. I've had no one to rely on.\Perhaps I wanted to lean on someone.\It could have been anyone?\I'm not entirely sure myself.\Not sure?\That's fine. Your feelings belong to you.\They're nothing I can comment on.\Louise? response:	However, Saito is my familiar.
context: Perhaps I wanted to lean on someone.\It could have been anyone?\I'm not entirely sure myself.\Not sure?\That's fine. Your feelings belong to you.\They're nothing I can comment on.\Louise?\However, Saito is my familiar. response:	If you lay your hand on him,
context: It could have been anyone?\I'm not entirely sure myself.\Not sure?\That's fine. Your feelings belong to you.\They're nothing I can comment on.\Louise?\However, Saito is my familiar.\If you lay your hand on him, response:	please be ready for the consequences.
context: I'm not entirely sure myself.\Not sure?\That's fine. Your feelings belong to you.\They're nothing I can comment on.\Louise?\However, Saito is my familiar.\If you lay your hand on him,\please be ready for the consequences. response:	You're right.
context: Not sure?\That's fine. Your feelings belong to you.\They're nothing I can comment on.\Louise?\However, Saito is my familiar.\If you lay your hand on him,\please be ready for the consequences.\You're right. response:	Saito-san is important to you.
context: That's fine. Your feelings belong to you.\They're nothing I can comment on.\Louise?\However, Saito is my familiar.\If you lay your hand on him,\please be ready for the consequences.\You're right.\Saito-san is important to you. response:	I'm envious of you...
context: They're nothing I can comment on.\Louise?\However, Saito is my familiar.\If you lay your hand on him,\please be ready for the consequences.\You're right.\Saito-san is important to you.\I'm envious of you... response:	Since I don't have one anymore.
context: Louise?\However, Saito is my familiar.\If you lay your hand on him,\please be ready for the consequences.\You're right.\Saito-san is important to you.\I'm envious of you...\Since I don't have one anymore. response:	I'm sorry, Louise.
context: However, Saito is my familiar.\If you lay your hand on him,\please be ready for the consequences.\You're right.\Saito-san is important to you.\I'm envious of you...\Since I don't have one anymore.\I'm sorry, Louise. response:	But if so, we need to convince him to not go to Gallia.
context: If you lay your hand on him,\please be ready for the consequences.\You're right.\Saito-san is important to you.\I'm envious of you...\Since I don't have one anymore.\I'm sorry, Louise.\But if so, we need to convince him to not go to Gallia. response:	I can't do that.
context: please be ready for the consequences.\You're right.\Saito-san is important to you.\I'm envious of you...\Since I don't have one anymore.\I'm sorry, Louise.\But if so, we need to convince him to not go to Gallia.\I can't do that. response:	Why? Can you sit by and watch your dearest go to war?
context: You're right.\Saito-san is important to you.\I'm envious of you...\Since I don't have one anymore.\I'm sorry, Louise.\But if so, we need to convince him to not go to Gallia.\I can't do that.\Why? Can you sit by and watch your dearest go to war? response:	Tabitha always helped us.
context: Saito-san is important to you.\I'm envious of you...\Since I don't have one anymore.\I'm sorry, Louise.\But if so, we need to convince him to not go to Gallia.\I can't do that.\Why? Can you sit by and watch your dearest go to war?\Tabitha always helped us. response:	So this time, we want to help her.
context: I'm envious of you...\Since I don't have one anymore.\I'm sorry, Louise.\But if so, we need to convince him to not go to Gallia.\I can't do that.\Why? Can you sit by and watch your dearest go to war?\Tabitha always helped us.\So this time, we want to help her. response:	Louise...
context: Since I don't have one anymore.\I'm sorry, Louise.\But if so, we need to convince him to not go to Gallia.\I can't do that.\Why? Can you sit by and watch your dearest go to war?\Tabitha always helped us.\So this time, we want to help her.\Louise... response:	Why even you?
context: I'm sorry, Louise.\But if so, we need to convince him to not go to Gallia.\I can't do that.\Why? Can you sit by and watch your dearest go to war?\Tabitha always helped us.\So this time, we want to help her.\Louise...\Why even you? response:	With this, I'm no longer an aristocrat.
context: But if so, we need to convince him to not go to Gallia.\I can't do that.\Why? Can you sit by and watch your dearest go to war?\Tabitha always helped us.\So this time, we want to help her.\Louise...\Why even you?\With this, I'm no longer an aristocrat. response:	I'm just Louise.
context: I can't do that.\Why? Can you sit by and watch your dearest go to war?\Tabitha always helped us.\So this time, we want to help her.\Louise...\Why even you?\With this, I'm no longer an aristocrat.\I'm just Louise. response:	Treat me as a traitor who has stood against you.
context: Why? Can you sit by and watch your dearest go to war?\Tabitha always helped us.\So this time, we want to help her.\Louise...\Why even you?\With this, I'm no longer an aristocrat.\I'm just Louise.\Treat me as a traitor who has stood against you. response:	Then nothing will befall you or Tristain.
context: Tabitha always helped us.\So this time, we want to help her.\Louise...\Why even you?\With this, I'm no longer an aristocrat.\I'm just Louise.\Treat me as a traitor who has stood against you.\Then nothing will befall you or Tristain. response:	Gallia is after your Void magic, too!
context: So this time, we want to help her.\Louise...\Why even you?\With this, I'm no longer an aristocrat.\I'm just Louise.\Treat me as a traitor who has stood against you.\Then nothing will befall you or Tristain.\Gallia is after your Void magic, too! response:	I know.
context: Louise...\Why even you?\With this, I'm no longer an aristocrat.\I'm just Louise.\Treat me as a traitor who has stood against you.\Then nothing will befall you or Tristain.\Gallia is after your Void magic, too!\I know. response:	But doing this is for an aristocrat,
context: Why even you?\With this, I'm no longer an aristocrat.\I'm just Louise.\Treat me as a traitor who has stood against you.\Then nothing will befall you or Tristain.\Gallia is after your Void magic, too!\I know.\But doing this is for an aristocrat, response:	or rather,
context: With this, I'm no longer an aristocrat.\I'm just Louise.\Treat me as a traitor who has stood against you.\Then nothing will befall you or Tristain.\Gallia is after your Void magic, too!\I know.\But doing this is for an aristocrat,\or rather, response:	for a human being, the right thing to do.
context: I'm just Louise.\Treat me as a traitor who has stood against you.\Then nothing will befall you or Tristain.\Gallia is after your Void magic, too!\I know.\But doing this is for an aristocrat,\or rather,\for a human being, the right thing to do. response:	If you're doing what you think is right,
context: Treat me as a traitor who has stood against you.\Then nothing will befall you or Tristain.\Gallia is after your Void magic, too!\I know.\But doing this is for an aristocrat,\or rather,\for a human being, the right thing to do.\If you're doing what you think is right, response:	then I will have to do what I think is right.
context: Then nothing will befall you or Tristain.\Gallia is after your Void magic, too!\I know.\But doing this is for an aristocrat,\or rather,\for a human being, the right thing to do.\If you're doing what you think is right,\then I will have to do what I think is right. response:	I'm hungry.
context: Gallia is after your Void magic, too!\I know.\But doing this is for an aristocrat,\or rather,\for a human being, the right thing to do.\If you're doing what you think is right,\then I will have to do what I think is right.\I'm hungry. response:	I'm gonna die.
context: I know.\But doing this is for an aristocrat,\or rather,\for a human being, the right thing to do.\If you're doing what you think is right,\then I will have to do what I think is right.\I'm hungry.\I'm gonna die. response:	What's taking Louise so long?
context: But doing this is for an aristocrat,\or rather,\for a human being, the right thing to do.\If you're doing what you think is right,\then I will have to do what I think is right.\I'm hungry.\I'm gonna die.\What's taking Louise so long? response:	What could she be doing?
context: or rather,\for a human being, the right thing to do.\If you're doing what you think is right,\then I will have to do what I think is right.\I'm hungry.\I'm gonna die.\What's taking Louise so long?\What could she be doing? response:	Is that Louise?
context: for a human being, the right thing to do.\If you're doing what you think is right,\then I will have to do what I think is right.\I'm hungry.\I'm gonna die.\What's taking Louise so long?\What could she be doing?\Is that Louise? response:	Louise!
context: If you're doing what you think is right,\then I will have to do what I think is right.\I'm hungry.\I'm gonna die.\What's taking Louise so long?\What could she be doing?\Is that Louise?\Louise! response:	See? Just like I said, right?
context: then I will have to do what I think is right.\I'm hungry.\I'm gonna die.\What's taking Louise so long?\What could she be doing?\Is that Louise?\Louise!\See? Just like I said, right? response:	You sure took your time, Louise!
context: I'm hungry.\I'm gonna die.\What's taking Louise so long?\What could she be doing?\Is that Louise?\Louise!\See? Just like I said, right?\You sure took your time, Louise! response:	We got tired waiting for you.
context: I'm gonna die.\What's taking Louise so long?\What could she be doing?\Is that Louise?\Louise!\See? Just like I said, right?\You sure took your time, Louise!\We got tired waiting for you. response:	Huh?
context: What's taking Louise so long?\What could she be doing?\Is that Louise?\Louise!\See? Just like I said, right?\You sure took your time, Louise!\We got tired waiting for you.\Huh? response:	Where's your...
context: What could she be doing?\Is that Louise?\Louise!\See? Just like I said, right?\You sure took your time, Louise!\We got tired waiting for you.\Huh?\Where's your... response:	I returned it to the Princess.
context: Is that Louise?\Louise!\See? Just like I said, right?\You sure took your time, Louise!\We got tired waiting for you.\Huh?\Where's your...\I returned it to the Princess. response:	Huh? Returned?
context: Louise!\See? Just like I said, right?\You sure took your time, Louise!\We got tired waiting for you.\Huh?\Where's your...\I returned it to the Princess.\Huh? Returned? response:	Why?
context: See? Just like I said, right?\You sure took your time, Louise!\We got tired waiting for you.\Huh?\Where's your...\I returned it to the Princess.\Huh? Returned?\Why? response:	What do you mean, Louise?
context: You sure took your time, Louise!\We got tired waiting for you.\Huh?\Where's your...\I returned it to the Princess.\Huh? Returned?\Why?\What do you mean, Louise? response:	You didn't persuade the Princess?
context: We got tired waiting for you.\Huh?\Where's your...\I returned it to the Princess.\Huh? Returned?\Why?\What do you mean, Louise?\You didn't persuade the Princess? response:	Can't you tell by looking?
context: Huh?\Where's your...\I returned it to the Princess.\Huh? Returned?\Why?\What do you mean, Louise?\You didn't persuade the Princess?\Can't you tell by looking? response:	I disobeyed the Princess as well and got arrested.
context: Where's your...\I returned it to the Princess.\Huh? Returned?\Why?\What do you mean, Louise?\You didn't persuade the Princess?\Can't you tell by looking?\I disobeyed the Princess as well and got arrested. response:	Arrested?
context: I returned it to the Princess.\Huh? Returned?\Why?\What do you mean, Louise?\You didn't persuade the Princess?\Can't you tell by looking?\I disobeyed the Princess as well and got arrested.\Arrested? response:	I had no other choice.
context: Huh? Returned?\Why?\What do you mean, Louise?\You didn't persuade the Princess?\Can't you tell by looking?\I disobeyed the Princess as well and got arrested.\Arrested?\I had no other choice. response:	To avoid causing any problems for her, this was the only way.
context: Why?\What do you mean, Louise?\You didn't persuade the Princess?\Can't you tell by looking?\I disobeyed the Princess as well and got arrested.\Arrested?\I had no other choice.\To avoid causing any problems for her, this was the only way. response:	You might be sad to know that you're now a familiar of a plain girl.
context: What do you mean, Louise?\You didn't persuade the Princess?\Can't you tell by looking?\I disobeyed the Princess as well and got arrested.\Arrested?\I had no other choice.\To avoid causing any problems for her, this was the only way.\You might be sad to know that you're now a familiar of a plain girl. response:	Louise!
context: You didn't persuade the Princess?\Can't you tell by looking?\I disobeyed the Princess as well and got arrested.\Arrested?\I had no other choice.\To avoid causing any problems for her, this was the only way.\You might be sad to know that you're now a familiar of a plain girl.\Louise! response:	For you to throw away your status as an aristocrat for Tabitha's sake!
context: Can't you tell by looking?\I disobeyed the Princess as well and got arrested.\Arrested?\I had no other choice.\To avoid causing any problems for her, this was the only way.\You might be sad to know that you're now a familiar of a plain girl.\Louise!\For you to throw away your status as an aristocrat for Tabitha's sake! response:	Amazing?
context: I disobeyed the Princess as well and got arrested.\Arrested?\I had no other choice.\To avoid causing any problems for her, this was the only way.\You might be sad to know that you're now a familiar of a plain girl.\Louise!\For you to throw away your status as an aristocrat for Tabitha's sake!\Amazing? response:	Or should I say I'm touched?
context: Arrested?\I had no other choice.\To avoid causing any problems for her, this was the only way.\You might be sad to know that you're now a familiar of a plain girl.\Louise!\For you to throw away your status as an aristocrat for Tabitha's sake!\Amazing?\Or should I say I'm touched? response:	Saito?
context: I had no other choice.\To avoid causing any problems for her, this was the only way.\You might be sad to know that you're now a familiar of a plain girl.\Louise!\For you to throw away your status as an aristocrat for Tabitha's sake!\Amazing?\Or should I say I'm touched?\Saito? response:	This isn't the way it's supposed to go!
context: To avoid causing any problems for her, this was the only way.\You might be sad to know that you're now a familiar of a plain girl.\Louise!\For you to throw away your status as an aristocrat for Tabitha's sake!\Amazing?\Or should I say I'm touched?\Saito?\This isn't the way it's supposed to go! response:	What are you going to do with all four of us arrested?
context: You might be sad to know that you're now a familiar of a plain girl.\Louise!\For you to throw away your status as an aristocrat for Tabitha's sake!\Amazing?\Or should I say I'm touched?\Saito?\This isn't the way it's supposed to go!\What are you going to do with all four of us arrested? response:	You rejoiced a moment ago, saying it's an aristocrat's honour.
context: Louise!\For you to throw away your status as an aristocrat for Tabitha's sake!\Amazing?\Or should I say I'm touched?\Saito?\This isn't the way it's supposed to go!\What are you going to do with all four of us arrested?\You rejoiced a moment ago, saying it's an aristocrat's honour. response:	They are different matters entirely!
context: For you to throw away your status as an aristocrat for Tabitha's sake!\Amazing?\Or should I say I'm touched?\Saito?\This isn't the way it's supposed to go!\What are you going to do with all four of us arrested?\You rejoiced a moment ago, saying it's an aristocrat's honour.\They are different matters entirely! response:	To be trapped in a place like this...
context: Amazing?\Or should I say I'm touched?\Saito?\This isn't the way it's supposed to go!\What are you going to do with all four of us arrested?\You rejoiced a moment ago, saying it's an aristocrat's honour.\They are different matters entirely!\To be trapped in a place like this... response:	I won't see Illococoo...
context: Or should I say I'm touched?\Saito?\This isn't the way it's supposed to go!\What are you going to do with all four of us arrested?\You rejoiced a moment ago, saying it's an aristocrat's honour.\They are different matters entirely!\To be trapped in a place like this...\I won't see Illococoo... response:	What, are you giving up already?
context: Saito?\This isn't the way it's supposed to go!\What are you going to do with all four of us arrested?\You rejoiced a moment ago, saying it's an aristocrat's honour.\They are different matters entirely!\To be trapped in a place like this...\I won't see Illococoo...\What, are you giving up already? response:	I'm not.
context: This isn't the way it's supposed to go!\What are you going to do with all four of us arrested?\You rejoiced a moment ago, saying it's an aristocrat's honour.\They are different matters entirely!\To be trapped in a place like this...\I won't see Illococoo...\What, are you giving up already?\I'm not. response:	I will get myself out of here.
context: What are you going to do with all four of us arrested?\You rejoiced a moment ago, saying it's an aristocrat's honour.\They are different matters entirely!\To be trapped in a place like this...\I won't see Illococoo...\What, are you giving up already?\I'm not.\I will get myself out of here. response:	I will come save you, Tabitha.
context: You rejoiced a moment ago, saying it's an aristocrat's honour.\They are different matters entirely!\To be trapped in a place like this...\I won't see Illococoo...\What, are you giving up already?\I'm not.\I will get myself out of here.\I will come save you, Tabitha. response:	Are you awake now?
context: They are different matters entirely!\To be trapped in a place like this...\I won't see Illococoo...\What, are you giving up already?\I'm not.\I will get myself out of here.\I will come save you, Tabitha.\Are you awake now? response:	You're the...
context: To be trapped in a place like this...\I won't see Illococoo...\What, are you giving up already?\I'm not.\I will get myself out of here.\I will come save you, Tabitha.\Are you awake now?\You're the... response:	Vitartial.
context: I won't see Illococoo...\What, are you giving up already?\I'm not.\I will get myself out of here.\I will come save you, Tabitha.\Are you awake now?\You're the...\Vitartial. response:	I have your wand.
context: What, are you giving up already?\I'm not.\I will get myself out of here.\I will come save you, Tabitha.\Are you awake now?\You're the...\Vitartial.\I have your wand. response:	Where am I?
context: I'm not.\I will get myself out of here.\I will come save you, Tabitha.\Are you awake now?\You're the...\Vitartial.\I have your wand.\Where am I? response:	This is the Al Hambra Castle.
context: I will get myself out of here.\I will come save you, Tabitha.\Are you awake now?\You're the...\Vitartial.\I have your wand.\Where am I?\This is the Al Hambra Castle. response:	If you're of the royal family, I'm sure you've heard the name.
context: I will come save you, Tabitha.\Are you awake now?\You're the...\Vitartial.\I have your wand.\Where am I?\This is the Al Hambra Castle.\If you're of the royal family, I'm sure you've heard the name. response:	Where's my mother?
context: Are you awake now?\You're the...\Vitartial.\I have your wand.\Where am I?\This is the Al Hambra Castle.\If you're of the royal family, I'm sure you've heard the name.\Where's my mother? response:	Mother!
context: You're the...\Vitartial.\I have your wand.\Where am I?\This is the Al Hambra Castle.\If you're of the royal family, I'm sure you've heard the name.\Where's my mother?\Mother! response:	Mother?
context: Vitartial.\I have your wand.\Where am I?\This is the Al Hambra Castle.\If you're of the royal family, I'm sure you've heard the name.\Where's my mother?\Mother!\Mother? response:	I put her to sleep since she had fits.
context: I have your wand.\Where am I?\This is the Al Hambra Castle.\If you're of the royal family, I'm sure you've heard the name.\Where's my mother?\Mother!\Mother?\I put her to sleep since she had fits. response:	Do not worry. I didn't harm her in any way.
context: Where am I?\This is the Al Hambra Castle.\If you're of the royal family, I'm sure you've heard the name.\Where's my mother?\Mother!\Mother?\I put her to sleep since she had fits.\Do not worry. I didn't harm her in any way. response:	Do not think of trying to escape.
context: This is the Al Hambra Castle.\If you're of the royal family, I'm sure you've heard the name.\Where's my mother?\Mother!\Mother?\I put her to sleep since she had fits.\Do not worry. I didn't harm her in any way.\Do not think of trying to escape. response:	Where's my familiar?
context: If you're of the royal family, I'm sure you've heard the name.\Where's my mother?\Mother!\Mother?\I put her to sleep since she had fits.\Do not worry. I didn't harm her in any way.\Do not think of trying to escape.\Where's my familiar? response:	That nature dragon got away.
context: Where's my mother?\Mother!\Mother?\I put her to sleep since she had fits.\Do not worry. I didn't harm her in any way.\Do not think of trying to escape.\Where's my familiar?\That nature dragon got away. response:	Don't think of calling for help.
context: Mother!\Mother?\I put her to sleep since she had fits.\Do not worry. I didn't harm her in any way.\Do not think of trying to escape.\Where's my familiar?\That nature dragon got away.\Don't think of calling for help. response:	You've seen my power.
context: Mother?\I put her to sleep since she had fits.\Do not worry. I didn't harm her in any way.\Do not think of trying to escape.\Where's my familiar?\That nature dragon got away.\Don't think of calling for help.\You've seen my power. response:	What do you plan on doing, shutting us in a place like this?
context: I put her to sleep since she had fits.\Do not worry. I didn't harm her in any way.\Do not think of trying to escape.\Where's my familiar?\That nature dragon got away.\Don't think of calling for help.\You've seen my power.\What do you plan on doing, shutting us in a place like this? response:	A drug is being made right now.
context: Do not worry. I didn't harm her in any way.\Do not think of trying to escape.\Where's my familiar?\That nature dragon got away.\Don't think of calling for help.\You've seen my power.\What do you plan on doing, shutting us in a place like this?\A drug is being made right now. response:	When it's done, we're having you take it.
context: Do not think of trying to escape.\Where's my familiar?\That nature dragon got away.\Don't think of calling for help.\You've seen my power.\What do you plan on doing, shutting us in a place like this?\A drug is being made right now.\When it's done, we're having you take it. response:	A drug?
context: Where's my familiar?\That nature dragon got away.\Don't think of calling for help.\You've seen my power.\What do you plan on doing, shutting us in a place like this?\A drug is being made right now.\When it's done, we're having you take it.\A drug? response:	The same one your mother drank.
context: That nature dragon got away.\Don't think of calling for help.\You've seen my power.\What do you plan on doing, shutting us in a place like this?\A drug is being made right now.\When it's done, we're having you take it.\A drug?\The same one your mother drank. response:	The drug that erases the heart.
context: Don't think of calling for help.\You've seen my power.\What do you plan on doing, shutting us in a place like this?\A drug is being made right now.\When it's done, we're having you take it.\A drug?\The same one your mother drank.\The drug that erases the heart. response:	That drug?
context: You've seen my power.\What do you plan on doing, shutting us in a place like this?\A drug is being made right now.\When it's done, we're having you take it.\A drug?\The same one your mother drank.\The drug that erases the heart.\That drug? response:	Only we can make it.
context: What do you plan on doing, shutting us in a place like this?\A drug is being made right now.\When it's done, we're having you take it.\A drug?\The same one your mother drank.\The drug that erases the heart.\That drug?\Only we can make it. response:	If the time before it's completed passes slowly, read a book.
context: A drug is being made right now.\When it's done, we're having you take it.\A drug?\The same one your mother drank.\The drug that erases the heart.\That drug?\Only we can make it.\If the time before it's completed passes slowly, read a book. response:	It's a heroic epic of a man named l'Ivaldi who goes to save a girl captured by a dragon.
context: When it's done, we're having you take it.\A drug?\The same one your mother drank.\The drug that erases the heart.\That drug?\Only we can make it.\If the time before it's completed passes slowly, read a book.\It's a heroic epic of a man named l'Ivaldi who goes to save a girl captured by a dragon. response:	You said you will get out of here no matter what,
context: A drug?\The same one your mother drank.\The drug that erases the heart.\That drug?\Only we can make it.\If the time before it's completed passes slowly, read a book.\It's a heroic epic of a man named l'Ivaldi who goes to save a girl captured by a dragon.\You said you will get out of here no matter what, response:	so I thought you had some idea...
context: The same one your mother drank.\The drug that erases the heart.\That drug?\Only we can make it.\If the time before it's completed passes slowly, read a book.\It's a heroic epic of a man named l'Ivaldi who goes to save a girl captured by a dragon.\You said you will get out of here no matter what,\so I thought you had some idea... response:	And why is it only us working?
context: The drug that erases the heart.\That drug?\Only we can make it.\If the time before it's completed passes slowly, read a book.\It's a heroic epic of a man named l'Ivaldi who goes to save a girl captured by a dragon.\You said you will get out of here no matter what,\so I thought you had some idea...\And why is it only us working? response:	If you have the time to move your mouth, move your hands!
context: That drug?\Only we can make it.\If the time before it's completed passes slowly, read a book.\It's a heroic epic of a man named l'Ivaldi who goes to save a girl captured by a dragon.\You said you will get out of here no matter what,\so I thought you had some idea...\And why is it only us working?\If you have the time to move your mouth, move your hands! response:	If only I had my wand, I could easily get out of this place.
context: Only we can make it.\If the time before it's completed passes slowly, read a book.\It's a heroic epic of a man named l'Ivaldi who goes to save a girl captured by a dragon.\You said you will get out of here no matter what,\so I thought you had some idea...\And why is it only us working?\If you have the time to move your mouth, move your hands!\If only I had my wand, I could easily get out of this place. response:	If I had Delf here, then same goes for me.
context: If the time before it's completed passes slowly, read a book.\It's a heroic epic of a man named l'Ivaldi who goes to save a girl captured by a dragon.\You said you will get out of here no matter what,\so I thought you had some idea...\And why is it only us working?\If you have the time to move your mouth, move your hands!\If only I had my wand, I could easily get out of this place.\If I had Delf here, then same goes for me. response:	But Malicorn, I'm surprised that you had spoons on you.
context: It's a heroic epic of a man named l'Ivaldi who goes to save a girl captured by a dragon.\You said you will get out of here no matter what,\so I thought you had some idea...\And why is it only us working?\If you have the time to move your mouth, move your hands!\If only I had my wand, I could easily get out of this place.\If I had Delf here, then same goes for me.\But Malicorn, I'm surprised that you had spoons on you. response:	More than one, not to mention.
context: You said you will get out of here no matter what,\so I thought you had some idea...\And why is it only us working?\If you have the time to move your mouth, move your hands!\If only I had my wand, I could easily get out of this place.\If I had Delf here, then same goes for me.\But Malicorn, I'm surprised that you had spoons on you.\More than one, not to mention. response:	I always have them with me.
context: so I thought you had some idea...\And why is it only us working?\If you have the time to move your mouth, move your hands!\If only I had my wand, I could easily get out of this place.\If I had Delf here, then same goes for me.\But Malicorn, I'm surprised that you had spoons on you.\More than one, not to mention.\I always have them with me. response:	This way I can eat anything, anywhere.
context: And why is it only us working?\If you have the time to move your mouth, move your hands!\If only I had my wand, I could easily get out of this place.\If I had Delf here, then same goes for me.\But Malicorn, I'm surprised that you had spoons on you.\More than one, not to mention.\I always have them with me.\This way I can eat anything, anywhere. response:	No wonder his breasts grow.
context: If you have the time to move your mouth, move your hands!\If only I had my wand, I could easily get out of this place.\If I had Delf here, then same goes for me.\But Malicorn, I'm surprised that you had spoons on you.\More than one, not to mention.\I always have them with me.\This way I can eat anything, anywhere.\No wonder his breasts grow. response:	Everyone in Tristain!
context: If only I had my wand, I could easily get out of this place.\If I had Delf here, then same goes for me.\But Malicorn, I'm surprised that you had spoons on you.\More than one, not to mention.\I always have them with me.\This way I can eat anything, anywhere.\No wonder his breasts grow.\Everyone in Tristain! response:	What was that?
context: If I had Delf here, then same goes for me.\But Malicorn, I'm surprised that you had spoons on you.\More than one, not to mention.\I always have them with me.\This way I can eat anything, anywhere.\No wonder his breasts grow.\Everyone in Tristain!\What was that? response:	That voice!
context: But Malicorn, I'm surprised that you had spoons on you.\More than one, not to mention.\I always have them with me.\This way I can eat anything, anywhere.\No wonder his breasts grow.\Everyone in Tristain!\What was that?\That voice! response:	We have news.
context: More than one, not to mention.\I always have them with me.\This way I can eat anything, anywhere.\No wonder his breasts grow.\Everyone in Tristain!\What was that?\That voice!\We have news. response:	Germania's von Zerbst family has come to show you the latest piece of technology that uses the water vapour engine, the Ostland.
context: I always have them with me.\This way I can eat anything, anywhere.\No wonder his breasts grow.\Everyone in Tristain!\What was that?\That voice!\We have news.\Germania's von Zerbst family has come to show you the latest piece of technology that uses the water vapour engine, the Ostland. response:	Those in the city and those in the castle.
context: This way I can eat anything, anywhere.\No wonder his breasts grow.\Everyone in Tristain!\What was that?\That voice!\We have news.\Germania's von Zerbst family has come to show you the latest piece of technology that uses the water vapour engine, the Ostland.\Those in the city and those in the castle. response:	Come closer and take a look.
context: No wonder his breasts grow.\Everyone in Tristain!\What was that?\That voice!\We have news.\Germania's von Zerbst family has come to show you the latest piece of technology that uses the water vapour engine, the Ostland.\Those in the city and those in the castle.\Come closer and take a look. response:	Those guys...
context: Everyone in Tristain!\What was that?\That voice!\We have news.\Germania's von Zerbst family has come to show you the latest piece of technology that uses the water vapour engine, the Ostland.\Those in the city and those in the castle.\Come closer and take a look.\Those guys... response:	What are they thinking, waving hands?
context: What was that?\That voice!\We have news.\Germania's von Zerbst family has come to show you the latest piece of technology that uses the water vapour engine, the Ostland.\Those in the city and those in the castle.\Come closer and take a look.\Those guys...\What are they thinking, waving hands? response:	Kirche!
context: That voice!\We have news.\Germania's von Zerbst family has come to show you the latest piece of technology that uses the water vapour engine, the Ostland.\Those in the city and those in the castle.\Come closer and take a look.\Those guys...\What are they thinking, waving hands?\Kirche! response:	Colbert-sensei!
context: We have news.\Germania's von Zerbst family has come to show you the latest piece of technology that uses the water vapour engine, the Ostland.\Those in the city and those in the castle.\Come closer and take a look.\Those guys...\What are they thinking, waving hands?\Kirche!\Colbert-sensei! response:	We'll talk later.
context: Germania's von Zerbst family has come to show you the latest piece of technology that uses the water vapour engine, the Ostland.\Those in the city and those in the castle.\Come closer and take a look.\Those guys...\What are they thinking, waving hands?\Kirche!\Colbert-sensei!\We'll talk later. response:	Yes!
context: Those in the city and those in the castle.\Come closer and take a look.\Those guys...\What are they thinking, waving hands?\Kirche!\Colbert-sensei!\We'll talk later.\Yes! response:	Saito-san!
context: Come closer and take a look.\Those guys...\What are they thinking, waving hands?\Kirche!\Colbert-sensei!\We'll talk later.\Yes!\Saito-san! response:	Over here!
context: Those guys...\What are they thinking, waving hands?\Kirche!\Colbert-sensei!\We'll talk later.\Yes!\Saito-san!\Over here! response:	Siesta!
context: What are they thinking, waving hands?\Kirche!\Colbert-sensei!\We'll talk later.\Yes!\Saito-san!\Over here!\Siesta! response:	Tiffa!
context: Kirche!\Colbert-sensei!\We'll talk later.\Yes!\Saito-san!\Over here!\Siesta!\Tiffa! response:	You guys shortened our lives.
context: Colbert-sensei!\We'll talk later.\Yes!\Saito-san!\Over here!\Siesta!\Tiffa!\You guys shortened our lives. response:	Montmorency!
