context: One winter day, response:	I found an invitation in my shoe locker
context: You're taking the same course?\It starts next week and runs through the end of the year with no breaks.\I can't wait.\I didn't know you were so serious about your studies.\What's that look for?\Can you stop staring at me?\What? Cram school?\We can't afford it. response:	Besides, you don't need the help.
context: It starts next week and runs through the end of the year with no breaks.\I can't wait.\I didn't know you were so serious about your studies.\What's that look for?\Can you stop staring at me?\What? Cram school?\We can't afford it.\Besides, you don't need the help. response:	I did it again.
context: I can't wait.\I didn't know you were so serious about your studies.\What's that look for?\Can you stop staring at me?\What? Cram school?\We can't afford it.\Besides, you don't need the help.\I did it again. response:	Why am I making a competition of this?
context: I didn't know you were so serious about your studies.\What's that look for?\Can you stop staring at me?\What? Cram school?\We can't afford it.\Besides, you don't need the help.\I did it again.\Why am I making a competition of this? response:	It defies all reason.
context: What's that look for?\Can you stop staring at me?\What? Cram school?\We can't afford it.\Besides, you don't need the help.\I did it again.\Why am I making a competition of this?\It defies all reason. response:	Have I lost my mind?
context: Can you stop staring at me?\What? Cram school?\We can't afford it.\Besides, you don't need the help.\I did it again.\Why am I making a competition of this?\It defies all reason.\Have I lost my mind? response:	Oh, that reminds me.
context: What? Cram school?\We can't afford it.\Besides, you don't need the help.\I did it again.\Why am I making a competition of this?\It defies all reason.\Have I lost my mind?\Oh, that reminds me. response:	Thank you for your help, Yamaken-kun.
context: We can't afford it.\Besides, you don't need the help.\I did it again.\Why am I making a competition of this?\It defies all reason.\Have I lost my mind?\Oh, that reminds me.\Thank you for your help, Yamaken-kun. response:	You helped me reach a decision.
context: Besides, you don't need the help.\I did it again.\Why am I making a competition of this?\It defies all reason.\Have I lost my mind?\Oh, that reminds me.\Thank you for your help, Yamaken-kun.\You helped me reach a decision. response:	Huh? What are you talking about?
context: I did it again.\Why am I making a competition of this?\It defies all reason.\Have I lost my mind?\Oh, that reminds me.\Thank you for your help, Yamaken-kun.\You helped me reach a decision.\Huh? What are you talking about? response:	You gave me some advice a while back.
context: Why am I making a competition of this?\It defies all reason.\Have I lost my mind?\Oh, that reminds me.\Thank you for your help, Yamaken-kun.\You helped me reach a decision.\Huh? What are you talking about?\You gave me some advice a while back. response:	I've decided to have a talk with Haru very soon.
context: It defies all reason.\Have I lost my mind?\Oh, that reminds me.\Thank you for your help, Yamaken-kun.\You helped me reach a decision.\Huh? What are you talking about?\You gave me some advice a while back.\I've decided to have a talk with Haru very soon. response:	Wait!
context: Have I lost my mind?\Oh, that reminds me.\Thank you for your help, Yamaken-kun.\You helped me reach a decision.\Huh? What are you talking about?\You gave me some advice a while back.\I've decided to have a talk with Haru very soon.\Wait! response:	You've already made up your mind?
context: Oh, that reminds me.\Thank you for your help, Yamaken-kun.\You helped me reach a decision.\Huh? What are you talking about?\You gave me some advice a while back.\I've decided to have a talk with Haru very soon.\Wait!\You've already made up your mind? response:	Isn't that a little too fast? Hold on!
context: Thank you for your help, Yamaken-kun.\You helped me reach a decision.\Huh? What are you talking about?\You gave me some advice a while back.\I've decided to have a talk with Haru very soon.\Wait!\You've already made up your mind?\Isn't that a little too fast? Hold on! response:	Fast? How so?
context: You helped me reach a decision.\Huh? What are you talking about?\You gave me some advice a while back.\I've decided to have a talk with Haru very soon.\Wait!\You've already made up your mind?\Isn't that a little too fast? Hold on!\Fast? How so? response:	You should wait!
context: Huh? What are you talking about?\You gave me some advice a while back.\I've decided to have a talk with Haru very soon.\Wait!\You've already made up your mind?\Isn't that a little too fast? Hold on!\Fast? How so?\You should wait! response:	How is that too fast?
context: You gave me some advice a while back.\I've decided to have a talk with Haru very soon.\Wait!\You've already made up your mind?\Isn't that a little too fast? Hold on!\Fast? How so?\You should wait!\How is that too fast? response:	Spend some more time thinking this through!
context: I've decided to have a talk with Haru very soon.\Wait!\You've already made up your mind?\Isn't that a little too fast? Hold on!\Fast? How so?\You should wait!\How is that too fast?\Spend some more time thinking this through! response:	I don't understand what you mean.
context: Wait!\You've already made up your mind?\Isn't that a little too fast? Hold on!\Fast? How so?\You should wait!\How is that too fast?\Spend some more time thinking this through!\I don't understand what you mean. response:	What?
context: You've already made up your mind?\Isn't that a little too fast? Hold on!\Fast? How so?\You should wait!\How is that too fast?\Spend some more time thinking this through!\I don't understand what you mean.\What? response:	Please stop bothering Haru-kun and Mitty.
context: Isn't that a little too fast? Hold on!\Fast? How so?\You should wait!\How is that too fast?\Spend some more time thinking this through!\I don't understand what you mean.\What?\Please stop bothering Haru-kun and Mitty. response:	Eh?
context: Fast? How so?\You should wait!\How is that too fast?\Spend some more time thinking this through!\I don't understand what you mean.\What?\Please stop bothering Haru-kun and Mitty.\Eh? response:	It's not your business, so stay out of it!
context: You should wait!\How is that too fast?\Spend some more time thinking this through!\I don't understand what you mean.\What?\Please stop bothering Haru-kun and Mitty.\Eh?\It's not your business, so stay out of it! response:	You should stay out of it, then.
context: How is that too fast?\Spend some more time thinking this through!\I don't understand what you mean.\What?\Please stop bothering Haru-kun and Mitty.\Eh?\It's not your business, so stay out of it!\You should stay out of it, then. response:	Y-You have no chance with Mitty!
context: Spend some more time thinking this through!\I don't understand what you mean.\What?\Please stop bothering Haru-kun and Mitty.\Eh?\It's not your business, so stay out of it!\You should stay out of it, then.\Y-You have no chance with Mitty! response:	She has Haru-kun!
context: I don't understand what you mean.\What?\Please stop bothering Haru-kun and Mitty.\Eh?\It's not your business, so stay out of it!\You should stay out of it, then.\Y-You have no chance with Mitty!\She has Haru-kun! response:	That's creepy as hell!
context: What?\Please stop bothering Haru-kun and Mitty.\Eh?\It's not your business, so stay out of it!\You should stay out of it, then.\Y-You have no chance with Mitty!\She has Haru-kun!\That's creepy as hell! response:	Ow! Ow! Ow!
context: Please stop bothering Haru-kun and Mitty.\Eh?\It's not your business, so stay out of it!\You should stay out of it, then.\Y-You have no chance with Mitty!\She has Haru-kun!\That's creepy as hell!\Ow! Ow! Ow! response:	It's like you guys are still in grade school!
context: Eh?\It's not your business, so stay out of it!\You should stay out of it, then.\Y-You have no chance with Mitty!\She has Haru-kun!\That's creepy as hell!\Ow! Ow! Ow!\It's like you guys are still in grade school! response:	What are you doing?
context: It's not your business, so stay out of it!\You should stay out of it, then.\Y-You have no chance with Mitty!\She has Haru-kun!\That's creepy as hell!\Ow! Ow! Ow!\It's like you guys are still in grade school!\What are you doing? response:	If that's what you think, then what about her?
context: You should stay out of it, then.\Y-You have no chance with Mitty!\She has Haru-kun!\That's creepy as hell!\Ow! Ow! Ow!\It's like you guys are still in grade school!\What are you doing?\If that's what you think, then what about her? response:	She confessed to Haru during the cultural festival.
context: Y-You have no chance with Mitty!\She has Haru-kun!\That's creepy as hell!\Ow! Ow! Ow!\It's like you guys are still in grade school!\What are you doing?\If that's what you think, then what about her?\She confessed to Haru during the cultural festival. response:	What?!
context: She has Haru-kun!\That's creepy as hell!\Ow! Ow! Ow!\It's like you guys are still in grade school!\What are you doing?\If that's what you think, then what about her?\She confessed to Haru during the cultural festival.\What?! response:	O-Oshima-san knows her place, so it's okay!
context: That's creepy as hell!\Ow! Ow! Ow!\It's like you guys are still in grade school!\What are you doing?\If that's what you think, then what about her?\She confessed to Haru during the cultural festival.\What?!\O-Oshima-san knows her place, so it's okay! response:	I'm sorry, Oshima-san! I didn't mean it in a bad way!
context: Ow! Ow! Ow!\It's like you guys are still in grade school!\What are you doing?\If that's what you think, then what about her?\She confessed to Haru during the cultural festival.\What?!\O-Oshima-san knows her place, so it's okay!\I'm sorry, Oshima-san! I didn't mean it in a bad way! response:	U-Um, I'm sorry!
context: It's like you guys are still in grade school!\What are you doing?\If that's what you think, then what about her?\She confessed to Haru during the cultural festival.\What?!\O-Oshima-san knows her place, so it's okay!\I'm sorry, Oshima-san! I didn't mean it in a bad way!\U-Um, I'm sorry! response:	What should I do?
context: What are you doing?\If that's what you think, then what about her?\She confessed to Haru during the cultural festival.\What?!\O-Oshima-san knows her place, so it's okay!\I'm sorry, Oshima-san! I didn't mean it in a bad way!\U-Um, I'm sorry!\What should I do? response:	I can teach you a trick for cheering yourself up?
context: If that's what you think, then what about her?\She confessed to Haru during the cultural festival.\What?!\O-Oshima-san knows her place, so it's okay!\I'm sorry, Oshima-san! I didn't mean it in a bad way!\U-Um, I'm sorry!\What should I do?\I can teach you a trick for cheering yourself up? response:	I'm sorry.
context: She confessed to Haru during the cultural festival.\What?!\O-Oshima-san knows her place, so it's okay!\I'm sorry, Oshima-san! I didn't mean it in a bad way!\U-Um, I'm sorry!\What should I do?\I can teach you a trick for cheering yourself up?\I'm sorry. response:	So you draw a circle on your palm, then...
context: What?!\O-Oshima-san knows her place, so it's okay!\I'm sorry, Oshima-san! I didn't mean it in a bad way!\U-Um, I'm sorry!\What should I do?\I can teach you a trick for cheering yourself up?\I'm sorry.\So you draw a circle on your palm, then... response:	H-How about this?
context: O-Oshima-san knows her place, so it's okay!\I'm sorry, Oshima-san! I didn't mean it in a bad way!\U-Um, I'm sorry!\What should I do?\I can teach you a trick for cheering yourself up?\I'm sorry.\So you draw a circle on your palm, then...\H-How about this? response:	I know this online community that provides emotional support.
context: I'm sorry, Oshima-san! I didn't mean it in a bad way!\U-Um, I'm sorry!\What should I do?\I can teach you a trick for cheering yourself up?\I'm sorry.\So you draw a circle on your palm, then...\H-How about this?\I know this online community that provides emotional support. response:	I-It's okay...
context: U-Um, I'm sorry!\What should I do?\I can teach you a trick for cheering yourself up?\I'm sorry.\So you draw a circle on your palm, then...\H-How about this?\I know this online community that provides emotional support.\I-It's okay... response:	Yeah, that. Thanks.
context: What should I do?\I can teach you a trick for cheering yourself up?\I'm sorry.\So you draw a circle on your palm, then...\H-How about this?\I know this online community that provides emotional support.\I-It's okay...\Yeah, that. Thanks. response:	You have no chance with Mitty!
context: I can teach you a trick for cheering yourself up?\I'm sorry.\So you draw a circle on your palm, then...\H-How about this?\I know this online community that provides emotional support.\I-It's okay...\Yeah, that. Thanks.\You have no chance with Mitty! response:	She has Haru-kun!
context: I'm sorry.\So you draw a circle on your palm, then...\H-How about this?\I know this online community that provides emotional support.\I-It's okay...\Yeah, that. Thanks.\You have no chance with Mitty!\She has Haru-kun! response:	It must be nice, Haru.
context: So you draw a circle on your palm, then...\H-How about this?\I know this online community that provides emotional support.\I-It's okay...\Yeah, that. Thanks.\You have no chance with Mitty!\She has Haru-kun!\It must be nice, Haru. response:	Sounds like you're having fun at your new school.
context: H-How about this?\I know this online community that provides emotional support.\I-It's okay...\Yeah, that. Thanks.\You have no chance with Mitty!\She has Haru-kun!\It must be nice, Haru.\Sounds like you're having fun at your new school. response:	I remember that you always said you wanted friends.
context: I know this online community that provides emotional support.\I-It's okay...\Yeah, that. Thanks.\You have no chance with Mitty!\She has Haru-kun!\It must be nice, Haru.\Sounds like you're having fun at your new school.\I remember that you always said you wanted friends. response:	If I offered to become your friend in exchange for Mizutani-san,
context: I-It's okay...\Yeah, that. Thanks.\You have no chance with Mitty!\She has Haru-kun!\It must be nice, Haru.\Sounds like you're having fun at your new school.\I remember that you always said you wanted friends.\If I offered to become your friend in exchange for Mizutani-san, response:	what would you do?
context: Yeah, that. Thanks.\You have no chance with Mitty!\She has Haru-kun!\It must be nice, Haru.\Sounds like you're having fun at your new school.\I remember that you always said you wanted friends.\If I offered to become your friend in exchange for Mizutani-san,\what would you do? response:	I don't need you if I have Shizuku.
context: You have no chance with Mitty!\She has Haru-kun!\It must be nice, Haru.\Sounds like you're having fun at your new school.\I remember that you always said you wanted friends.\If I offered to become your friend in exchange for Mizutani-san,\what would you do?\I don't need you if I have Shizuku. response:	You didn't need to answer.
context: She has Haru-kun!\It must be nice, Haru.\Sounds like you're having fun at your new school.\I remember that you always said you wanted friends.\If I offered to become your friend in exchange for Mizutani-san,\what would you do?\I don't need you if I have Shizuku.\You didn't need to answer. response:	I was just joking.
context: It must be nice, Haru.\Sounds like you're having fun at your new school.\I remember that you always said you wanted friends.\If I offered to become your friend in exchange for Mizutani-san,\what would you do?\I don't need you if I have Shizuku.\You didn't need to answer.\I was just joking. response:	She's mine.
context: Sounds like you're having fun at your new school.\I remember that you always said you wanted friends.\If I offered to become your friend in exchange for Mizutani-san,\what would you do?\I don't need you if I have Shizuku.\You didn't need to answer.\I was just joking.\She's mine. response:	I found her.
context: I remember that you always said you wanted friends.\If I offered to become your friend in exchange for Mizutani-san,\what would you do?\I don't need you if I have Shizuku.\You didn't need to answer.\I was just joking.\She's mine.\I found her. response:	What if Mizutani-san says that she likes me more?
context: If I offered to become your friend in exchange for Mizutani-san,\what would you do?\I don't need you if I have Shizuku.\You didn't need to answer.\I was just joking.\She's mine.\I found her.\What if Mizutani-san says that she likes me more? response:	Haru.
context: what would you do?\I don't need you if I have Shizuku.\You didn't need to answer.\I was just joking.\She's mine.\I found her.\What if Mizutani-san says that she likes me more?\Haru. response:	What are you doing up there?
context: I don't need you if I have Shizuku.\You didn't need to answer.\I was just joking.\She's mine.\I found her.\What if Mizutani-san says that she likes me more?\Haru.\What are you doing up there? response:	Shizuku, are you going home?
context: You didn't need to answer.\I was just joking.\She's mine.\I found her.\What if Mizutani-san says that she likes me more?\Haru.\What are you doing up there?\Shizuku, are you going home? response:	Yes.
context: I was just joking.\She's mine.\I found her.\What if Mizutani-san says that she likes me more?\Haru.\What are you doing up there?\Shizuku, are you going home?\Yes. response:	I'm coming with you!
context: She's mine.\I found her.\What if Mizutani-san says that she likes me more?\Haru.\What are you doing up there?\Shizuku, are you going home?\Yes.\I'm coming with you! response:	He wouldn't have...
context: I found her.\What if Mizutani-san says that she likes me more?\Haru.\What are you doing up there?\Shizuku, are you going home?\Yes.\I'm coming with you!\He wouldn't have... response:	Yamaken.
context: What if Mizutani-san says that she likes me more?\Haru.\What are you doing up there?\Shizuku, are you going home?\Yes.\I'm coming with you!\He wouldn't have...\Yamaken. response:	Keep your hands off Shizuku.
context: Haru.\What are you doing up there?\Shizuku, are you going home?\Yes.\I'm coming with you!\He wouldn't have...\Yamaken.\Keep your hands off Shizuku. response:	Were you waiting for me?
context: What are you doing up there?\Shizuku, are you going home?\Yes.\I'm coming with you!\He wouldn't have...\Yamaken.\Keep your hands off Shizuku.\Were you waiting for me? response:	It's like a spider's thread.
context: Shizuku, are you going home?\Yes.\I'm coming with you!\He wouldn't have...\Yamaken.\Keep your hands off Shizuku.\Were you waiting for me?\It's like a spider's thread. response:	Huh?
context: Yes.\I'm coming with you!\He wouldn't have...\Yamaken.\Keep your hands off Shizuku.\Were you waiting for me?\It's like a spider's thread.\Huh? response:	Your hair.
context: I'm coming with you!\He wouldn't have...\Yamaken.\Keep your hands off Shizuku.\Were you waiting for me?\It's like a spider's thread.\Huh?\Your hair. response:	It's long and thin, like spider thread.
context: He wouldn't have...\Yamaken.\Keep your hands off Shizuku.\Were you waiting for me?\It's like a spider's thread.\Huh?\Your hair.\It's long and thin, like spider thread. response:	You mean like angel hair?
context: Yamaken.\Keep your hands off Shizuku.\Were you waiting for me?\It's like a spider's thread.\Huh?\Your hair.\It's long and thin, like spider thread.\You mean like angel hair? response:	No.
context: Keep your hands off Shizuku.\Were you waiting for me?\It's like a spider's thread.\Huh?\Your hair.\It's long and thin, like spider thread.\You mean like angel hair?\No. response:	It's that story.
context: Were you waiting for me?\It's like a spider's thread.\Huh?\Your hair.\It's long and thin, like spider thread.\You mean like angel hair?\No.\It's that story. response:	Where God dangles a spider's thread before the bad guy.
context: It's like a spider's thread.\Huh?\Your hair.\It's long and thin, like spider thread.\You mean like angel hair?\No.\It's that story.\Where God dangles a spider's thread before the bad guy. response:	Oh, Akutagawa's story?
context: Huh?\Your hair.\It's long and thin, like spider thread.\You mean like angel hair?\No.\It's that story.\Where God dangles a spider's thread before the bad guy.\Oh, Akutagawa's story? response:	It was so sad.
context: Your hair.\It's long and thin, like spider thread.\You mean like angel hair?\No.\It's that story.\Where God dangles a spider's thread before the bad guy.\Oh, Akutagawa's story?\It was so sad. response:	The guy gets partway up before he's dropped back down.
context: It's long and thin, like spider thread.\You mean like angel hair?\No.\It's that story.\Where God dangles a spider's thread before the bad guy.\Oh, Akutagawa's story?\It was so sad.\The guy gets partway up before he's dropped back down. response:	God shouldn't be so cruel.
context: You mean like angel hair?\No.\It's that story.\Where God dangles a spider's thread before the bad guy.\Oh, Akutagawa's story?\It was so sad.\The guy gets partway up before he's dropped back down.\God shouldn't be so cruel. response:	It was probably meant as a test of his conscience.
context: No.\It's that story.\Where God dangles a spider's thread before the bad guy.\Oh, Akutagawa's story?\It was so sad.\The guy gets partway up before he's dropped back down.\God shouldn't be so cruel.\It was probably meant as a test of his conscience. response:	But that thread was his only chance at salvation.
context: It's that story.\Where God dangles a spider's thread before the bad guy.\Oh, Akutagawa's story?\It was so sad.\The guy gets partway up before he's dropped back down.\God shouldn't be so cruel.\It was probably meant as a test of his conscience.\But that thread was his only chance at salvation. response:	Who wouldn't try to shake everyone else off?
context: Where God dangles a spider's thread before the bad guy.\Oh, Akutagawa's story?\It was so sad.\The guy gets partway up before he's dropped back down.\God shouldn't be so cruel.\It was probably meant as a test of his conscience.\But that thread was his only chance at salvation.\Who wouldn't try to shake everyone else off? response:	True...
context: Oh, Akutagawa's story?\It was so sad.\The guy gets partway up before he's dropped back down.\God shouldn't be so cruel.\It was probably meant as a test of his conscience.\But that thread was his only chance at salvation.\Who wouldn't try to shake everyone else off?\True... response:	but then the thread snaps
context: It was so sad.\The guy gets partway up before he's dropped back down.\God shouldn't be so cruel.\It was probably meant as a test of his conscience.\But that thread was his only chance at salvation.\Who wouldn't try to shake everyone else off?\True...\but then the thread snaps response:	and no one is saved.
context: The guy gets partway up before he's dropped back down.\God shouldn't be so cruel.\It was probably meant as a test of his conscience.\But that thread was his only chance at salvation.\Who wouldn't try to shake everyone else off?\True...\but then the thread snaps\and no one is saved. response:	Yeah...
context: God shouldn't be so cruel.\It was probably meant as a test of his conscience.\But that thread was his only chance at salvation.\Who wouldn't try to shake everyone else off?\True...\but then the thread snaps\and no one is saved.\Yeah... response:	Your hair looks strong.
context: It was probably meant as a test of his conscience.\But that thread was his only chance at salvation.\Who wouldn't try to shake everyone else off?\True...\but then the thread snaps\and no one is saved.\Yeah...\Your hair looks strong. response:	The Christmas party was a lot of fun, having everyone together.
context: But that thread was his only chance at salvation.\Who wouldn't try to shake everyone else off?\True...\but then the thread snaps\and no one is saved.\Yeah...\Your hair looks strong.\The Christmas party was a lot of fun, having everyone together. response:	Yes.
context: Who wouldn't try to shake everyone else off?\True...\but then the thread snaps\and no one is saved.\Yeah...\Your hair looks strong.\The Christmas party was a lot of fun, having everyone together.\Yes. response:	Next up is staying home for New Year's.
context: True...\but then the thread snaps\and no one is saved.\Yeah...\Your hair looks strong.\The Christmas party was a lot of fun, having everyone together.\Yes.\Next up is staying home for New Year's. response:	Mi-chan said that if you
context: but then the thread snaps\and no one is saved.\Yeah...\Your hair looks strong.\The Christmas party was a lot of fun, having everyone together.\Yes.\Next up is staying home for New Year's.\Mi-chan said that if you response:	stay home during the New Year holiday,
context: and no one is saved.\Yeah...\Your hair looks strong.\The Christmas party was a lot of fun, having everyone together.\Yes.\Next up is staying home for New Year's.\Mi-chan said that if you\stay home during the New Year holiday, response:	you'll have good health next year.
context: Yeah...\Your hair looks strong.\The Christmas party was a lot of fun, having everyone together.\Yes.\Next up is staying home for New Year's.\Mi-chan said that if you\stay home during the New Year holiday,\you'll have good health next year. response:	You're already moving on to next year?
context: Your hair looks strong.\The Christmas party was a lot of fun, having everyone together.\Yes.\Next up is staying home for New Year's.\Mi-chan said that if you\stay home during the New Year holiday,\you'll have good health next year.\You're already moving on to next year? response:	Yeah...
context: The Christmas party was a lot of fun, having everyone together.\Yes.\Next up is staying home for New Year's.\Mi-chan said that if you\stay home during the New Year holiday,\you'll have good health next year.\You're already moving on to next year?\Yeah... response:	Do you have to take that winter prep course?
context: Yes.\Next up is staying home for New Year's.\Mi-chan said that if you\stay home during the New Year holiday,\you'll have good health next year.\You're already moving on to next year?\Yeah...\Do you have to take that winter prep course? response:	Can't you study just fine without that?
context: Next up is staying home for New Year's.\Mi-chan said that if you\stay home during the New Year holiday,\you'll have good health next year.\You're already moving on to next year?\Yeah...\Do you have to take that winter prep course?\Can't you study just fine without that? response:	Yamaken's gonna be there.
context: Mi-chan said that if you\stay home during the New Year holiday,\you'll have good health next year.\You're already moving on to next year?\Yeah...\Do you have to take that winter prep course?\Can't you study just fine without that?\Yamaken's gonna be there. response:	You're going to spend your whole winter break with him?
context: stay home during the New Year holiday,\you'll have good health next year.\You're already moving on to next year?\Yeah...\Do you have to take that winter prep course?\Can't you study just fine without that?\Yamaken's gonna be there.\You're going to spend your whole winter break with him? response:	Is he...
context: you'll have good health next year.\You're already moving on to next year?\Yeah...\Do you have to take that winter prep course?\Can't you study just fine without that?\Yamaken's gonna be there.\You're going to spend your whole winter break with him?\Is he... response:	Are you jealous?
context: You're already moving on to next year?\Yeah...\Do you have to take that winter prep course?\Can't you study just fine without that?\Yamaken's gonna be there.\You're going to spend your whole winter break with him?\Is he...\Are you jealous? response:	Yeah...
context: Yeah...\Do you have to take that winter prep course?\Can't you study just fine without that?\Yamaken's gonna be there.\You're going to spend your whole winter break with him?\Is he...\Are you jealous?\Yeah... response:	So this is jealousy.
context: Do you have to take that winter prep course?\Can't you study just fine without that?\Yamaken's gonna be there.\You're going to spend your whole winter break with him?\Is he...\Are you jealous?\Yeah...\So this is jealousy. response:	Jealousy.
context: Can't you study just fine without that?\Yamaken's gonna be there.\You're going to spend your whole winter break with him?\Is he...\Are you jealous?\Yeah...\So this is jealousy.\Jealousy. response:	There's no point in telling him that he doesn't need to worry.
context: Yamaken's gonna be there.\You're going to spend your whole winter break with him?\Is he...\Are you jealous?\Yeah...\So this is jealousy.\Jealousy.\There's no point in telling him that he doesn't need to worry. response:	I wanted to talk to you before the course started.
context: You're going to spend your whole winter break with him?\Is he...\Are you jealous?\Yeah...\So this is jealousy.\Jealousy.\There's no point in telling him that he doesn't need to worry.\I wanted to talk to you before the course started. response:	Right, first...
context: Is he...\Are you jealous?\Yeah...\So this is jealousy.\Jealousy.\There's no point in telling him that he doesn't need to worry.\I wanted to talk to you before the course started.\Right, first... response:	I have to tell him how I feel.
context: Are you jealous?\Yeah...\So this is jealousy.\Jealousy.\There's no point in telling him that he doesn't need to worry.\I wanted to talk to you before the course started.\Right, first...\I have to tell him how I feel. response:	I love you, Haru.
context: Yeah...\So this is jealousy.\Jealousy.\There's no point in telling him that he doesn't need to worry.\I wanted to talk to you before the course started.\Right, first...\I have to tell him how I feel.\I love you, Haru. response:	So you don't need to worry.
context: So this is jealousy.\Jealousy.\There's no point in telling him that he doesn't need to worry.\I wanted to talk to you before the course started.\Right, first...\I have to tell him how I feel.\I love you, Haru.\So you don't need to worry. response:	I've made up my mind.
context: Jealousy.\There's no point in telling him that he doesn't need to worry.\I wanted to talk to you before the course started.\Right, first...\I have to tell him how I feel.\I love you, Haru.\So you don't need to worry.\I've made up my mind. response:	You can trust me, Haru.
context: There's no point in telling him that he doesn't need to worry.\I wanted to talk to you before the course started.\Right, first...\I have to tell him how I feel.\I love you, Haru.\So you don't need to worry.\I've made up my mind.\You can trust me, Haru. response:	Th-That means you won't take the winter prep course?
context: I wanted to talk to you before the course started.\Right, first...\I have to tell him how I feel.\I love you, Haru.\So you don't need to worry.\I've made up my mind.\You can trust me, Haru.\Th-That means you won't take the winter prep course? response:	Hmm?
context: Right, first...\I have to tell him how I feel.\I love you, Haru.\So you don't need to worry.\I've made up my mind.\You can trust me, Haru.\Th-That means you won't take the winter prep course?\Hmm? response:	Huh?
context: I have to tell him how I feel.\I love you, Haru.\So you don't need to worry.\I've made up my mind.\You can trust me, Haru.\Th-That means you won't take the winter prep course?\Hmm?\Huh? response:	Sasaki Seminar
context: I love you, Haru.\So you don't need to worry.\I've made up my mind.\You can trust me, Haru.\Th-That means you won't take the winter prep course?\Hmm?\Huh?\Sasaki Seminar response:	Pass in One Try
context: So you don't need to worry.\I've made up my mind.\You can trust me, Haru.\Th-That means you won't take the winter prep course?\Hmm?\Huh?\Sasaki Seminar\Pass in One Try response:	Why are you here?!
context: I've made up my mind.\You can trust me, Haru.\Th-That means you won't take the winter prep course?\Hmm?\Huh?\Sasaki Seminar\Pass in One Try\Why are you here?! response:	Aren't you supposed to be in love with me?!
context: You can trust me, Haru.\Th-That means you won't take the winter prep course?\Hmm?\Huh?\Sasaki Seminar\Pass in One Try\Why are you here?!\Aren't you supposed to be in love with me?! response:	I told you not to come!
context: Th-That means you won't take the winter prep course?\Hmm?\Huh?\Sasaki Seminar\Pass in One Try\Why are you here?!\Aren't you supposed to be in love with me?!\I told you not to come! response:	Stop! Stop! Stop!
context: Hmm?\Huh?\Sasaki Seminar\Pass in One Try\Why are you here?!\Aren't you supposed to be in love with me?!\I told you not to come!\Stop! Stop! Stop! response:	Get away from her, Yamaken!
context: Huh?\Sasaki Seminar\Pass in One Try\Why are you here?!\Aren't you supposed to be in love with me?!\I told you not to come!\Stop! Stop! Stop!\Get away from her, Yamaken! response:	Hey! Are you listening to me, Shizuku?!
context: Sasaki Seminar\Pass in One Try\Why are you here?!\Aren't you supposed to be in love with me?!\I told you not to come!\Stop! Stop! Stop!\Get away from her, Yamaken!\Hey! Are you listening to me, Shizuku?! response:	Shut up!
context: Pass in One Try\Why are you here?!\Aren't you supposed to be in love with me?!\I told you not to come!\Stop! Stop! Stop!\Get away from her, Yamaken!\Hey! Are you listening to me, Shizuku?!\Shut up! response:	I decide what I want to do!
context: Why are you here?!\Aren't you supposed to be in love with me?!\I told you not to come!\Stop! Stop! Stop!\Get away from her, Yamaken!\Hey! Are you listening to me, Shizuku?!\Shut up!\I decide what I want to do! response:	Don't interfere with my studies!
context: Aren't you supposed to be in love with me?!\I told you not to come!\Stop! Stop! Stop!\Get away from her, Yamaken!\Hey! Are you listening to me, Shizuku?!\Shut up!\I decide what I want to do!\Don't interfere with my studies! response:	Shi
context: I told you not to come!\Stop! Stop! Stop!\Get away from her, Yamaken!\Hey! Are you listening to me, Shizuku?!\Shut up!\I decide what I want to do!\Don't interfere with my studies!\Shi response:	Pity.
context: Stop! Stop! Stop!\Get away from her, Yamaken!\Hey! Are you listening to me, Shizuku?!\Shut up!\I decide what I want to do!\Don't interfere with my studies!\Shi\Pity. response:	This is as far as you go.
context: Get away from her, Yamaken!\Hey! Are you listening to me, Shizuku?!\Shut up!\I decide what I want to do!\Don't interfere with my studies!\Shi\Pity.\This is as far as you go. response:	Don't come inside, Haru.
context: Hey! Are you listening to me, Shizuku?!\Shut up!\I decide what I want to do!\Don't interfere with my studies!\Shi\Pity.\This is as far as you go.\Don't come inside, Haru. response:	Math
context: Shut up!\I decide what I want to do!\Don't interfere with my studies!\Shi\Pity.\This is as far as you go.\Don't come inside, Haru.\Math response:	It's a good thing Haru's an idiot.
context: I decide what I want to do!\Don't interfere with my studies!\Shi\Pity.\This is as far as you go.\Don't come inside, Haru.\Math\It's a good thing Haru's an idiot. response:	My winter prep course has begun.
context: Don't interfere with my studies!\Shi\Pity.\This is as far as you go.\Don't come inside, Haru.\Math\It's a good thing Haru's an idiot.\My winter prep course has begun. response:	Listen to me!
context: Shi\Pity.\This is as far as you go.\Don't come inside, Haru.\Math\It's a good thing Haru's an idiot.\My winter prep course has begun.\Listen to me! response:	Go straight home as soon as it's over!
context: Pity.\This is as far as you go.\Don't come inside, Haru.\Math\It's a good thing Haru's an idiot.\My winter prep course has begun.\Listen to me!\Go straight home as soon as it's over! response:	Don't go anywhere else!
context: This is as far as you go.\Don't come inside, Haru.\Math\It's a good thing Haru's an idiot.\My winter prep course has begun.\Listen to me!\Go straight home as soon as it's over!\Don't go anywhere else! response:	Hey! Are you listening to me, Shizuku?!
