context: Tsukiyama! response:	Mmm... Long time no see, Miss Kirishima.
context: but I have absolutely no interest in your members-only gourmet club.\W-Why not? Don't you wish to have a taste of something higher?\Well, whatever you can arrange on a plate for me won't be enough.\Sure, there's nothing that beats flavor when eating,\but ghouls, pretending to be high society, devoted to their palates?\It's comical how human that would be, isn't it, Tsukiyama?\Why, that little...! How dare an ignoble sow like her\make a mockery of my dining! response:	Um, M-Mr. Tsukiyama?
context: W-Why not? Don't you wish to have a taste of something higher?\Well, whatever you can arrange on a plate for me won't be enough.\Sure, there's nothing that beats flavor when eating,\but ghouls, pretending to be high society, devoted to their palates?\It's comical how human that would be, isn't it, Tsukiyama?\Why, that little...! How dare an ignoble sow like her\make a mockery of my dining!\Um, M-Mr. Tsukiyama? response:	Ow!
context: Well, whatever you can arrange on a plate for me won't be enough.\Sure, there's nothing that beats flavor when eating,\but ghouls, pretending to be high society, devoted to their palates?\It's comical how human that would be, isn't it, Tsukiyama?\Why, that little...! How dare an ignoble sow like her\make a mockery of my dining!\Um, M-Mr. Tsukiyama?\Ow! response:	Oh, how could I let that happen? I'm sorry!
context: Sure, there's nothing that beats flavor when eating,\but ghouls, pretending to be high society, devoted to their palates?\It's comical how human that would be, isn't it, Tsukiyama?\Why, that little...! How dare an ignoble sow like her\make a mockery of my dining!\Um, M-Mr. Tsukiyama?\Ow!\Oh, how could I let that happen? I'm sorry! response:	It's all right. I just cut myself a little.
context: but ghouls, pretending to be high society, devoted to their palates?\It's comical how human that would be, isn't it, Tsukiyama?\Why, that little...! How dare an ignoble sow like her\make a mockery of my dining!\Um, M-Mr. Tsukiyama?\Ow!\Oh, how could I let that happen? I'm sorry!\It's all right. I just cut myself a little. response:	T-Tell you what, Kaneki, I know it's not much of an apology,
context: It's comical how human that would be, isn't it, Tsukiyama?\Why, that little...! How dare an ignoble sow like her\make a mockery of my dining!\Um, M-Mr. Tsukiyama?\Ow!\Oh, how could I let that happen? I'm sorry!\It's all right. I just cut myself a little.\T-Tell you what, Kaneki, I know it's not much of an apology, response:	but Miss Kamishiro's favorite hangout is near here.
context: Why, that little...! How dare an ignoble sow like her\make a mockery of my dining!\Um, M-Mr. Tsukiyama?\Ow!\Oh, how could I let that happen? I'm sorry!\It's all right. I just cut myself a little.\T-Tell you what, Kaneki, I know it's not much of an apology,\but Miss Kamishiro's favorite hangout is near here. response:	Would you like to go there?
context: make a mockery of my dining!\Um, M-Mr. Tsukiyama?\Ow!\Oh, how could I let that happen? I'm sorry!\It's all right. I just cut myself a little.\T-Tell you what, Kaneki, I know it's not much of an apology,\but Miss Kamishiro's favorite hangout is near here.\Would you like to go there? response:	Miss Rize's favorite place? Yes, I would.
context: Um, M-Mr. Tsukiyama?\Ow!\Oh, how could I let that happen? I'm sorry!\It's all right. I just cut myself a little.\T-Tell you what, Kaneki, I know it's not much of an apology,\but Miss Kamishiro's favorite hangout is near here.\Would you like to go there?\Miss Rize's favorite place? Yes, I would. response:	All right. With that settled, let's head there right now.
context: Ow!\Oh, how could I let that happen? I'm sorry!\It's all right. I just cut myself a little.\T-Tell you what, Kaneki, I know it's not much of an apology,\but Miss Kamishiro's favorite hangout is near here.\Would you like to go there?\Miss Rize's favorite place? Yes, I would.\All right. With that settled, let's head there right now. response:	Is your finger all right?
context: Oh, how could I let that happen? I'm sorry!\It's all right. I just cut myself a little.\T-Tell you what, Kaneki, I know it's not much of an apology,\but Miss Kamishiro's favorite hangout is near here.\Would you like to go there?\Miss Rize's favorite place? Yes, I would.\All right. With that settled, let's head there right now.\Is your finger all right? response:	Oh, yes. The bleeding seems to have stopped.
context: It's all right. I just cut myself a little.\T-Tell you what, Kaneki, I know it's not much of an apology,\but Miss Kamishiro's favorite hangout is near here.\Would you like to go there?\Miss Rize's favorite place? Yes, I would.\All right. With that settled, let's head there right now.\Is your finger all right?\Oh, yes. The bleeding seems to have stopped. response:	I'll be sure to wash this later, and-
context: T-Tell you what, Kaneki, I know it's not much of an apology,\but Miss Kamishiro's favorite hangout is near here.\Would you like to go there?\Miss Rize's favorite place? Yes, I would.\All right. With that settled, let's head there right now.\Is your finger all right?\Oh, yes. The bleeding seems to have stopped.\I'll be sure to wash this later, and- response:	O-Oh, no, it's okay. Don't worry about it.
context: but Miss Kamishiro's favorite hangout is near here.\Would you like to go there?\Miss Rize's favorite place? Yes, I would.\All right. With that settled, let's head there right now.\Is your finger all right?\Oh, yes. The bleeding seems to have stopped.\I'll be sure to wash this later, and-\O-Oh, no, it's okay. Don't worry about it. response:	I'll wash it myself.
context: Would you like to go there?\Miss Rize's favorite place? Yes, I would.\All right. With that settled, let's head there right now.\Is your finger all right?\Oh, yes. The bleeding seems to have stopped.\I'll be sure to wash this later, and-\O-Oh, no, it's okay. Don't worry about it.\I'll wash it myself. response:	That was a close one. I can't believe I let myself spook him.
context: Miss Rize's favorite place? Yes, I would.\All right. With that settled, let's head there right now.\Is your finger all right?\Oh, yes. The bleeding seems to have stopped.\I'll be sure to wash this later, and-\O-Oh, no, it's okay. Don't worry about it.\I'll wash it myself.\That was a close one. I can't believe I let myself spook him. response:	Be cool... Keep it smooth, why don't you?
context: All right. With that settled, let's head there right now.\Is your finger all right?\Oh, yes. The bleeding seems to have stopped.\I'll be sure to wash this later, and-\O-Oh, no, it's okay. Don't worry about it.\I'll wash it myself.\That was a close one. I can't believe I let myself spook him.\Be cool... Keep it smooth, why don't you? response:	Tsukiyama Shu, you just have to be patient a little longer.
context: Is your finger all right?\Oh, yes. The bleeding seems to have stopped.\I'll be sure to wash this later, and-\O-Oh, no, it's okay. Don't worry about it.\I'll wash it myself.\That was a close one. I can't believe I let myself spook him.\Be cool... Keep it smooth, why don't you?\Tsukiyama Shu, you just have to be patient a little longer. response:	Such tender sweetness, and...
context: Oh, yes. The bleeding seems to have stopped.\I'll be sure to wash this later, and-\O-Oh, no, it's okay. Don't worry about it.\I'll wash it myself.\That was a close one. I can't believe I let myself spook him.\Be cool... Keep it smooth, why don't you?\Tsukiyama Shu, you just have to be patient a little longer.\Such tender sweetness, and... response:	mellow harmony...
context: I'll be sure to wash this later, and-\O-Oh, no, it's okay. Don't worry about it.\I'll wash it myself.\That was a close one. I can't believe I let myself spook him.\Be cool... Keep it smooth, why don't you?\Tsukiyama Shu, you just have to be patient a little longer.\Such tender sweetness, and...\mellow harmony... response:	This newly discovered treat...
context: O-Oh, no, it's okay. Don't worry about it.\I'll wash it myself.\That was a close one. I can't believe I let myself spook him.\Be cool... Keep it smooth, why don't you?\Tsukiyama Shu, you just have to be patient a little longer.\Such tender sweetness, and...\mellow harmony...\This newly discovered treat... response:	is, as regards my happiness...
context: I'll wash it myself.\That was a close one. I can't believe I let myself spook him.\Be cool... Keep it smooth, why don't you?\Tsukiyama Shu, you just have to be patient a little longer.\Such tender sweetness, and...\mellow harmony...\This newly discovered treat...\is, as regards my happiness... response:	even better than discovering a new star!
context: That was a close one. I can't believe I let myself spook him.\Be cool... Keep it smooth, why don't you?\Tsukiyama Shu, you just have to be patient a little longer.\Such tender sweetness, and...\mellow harmony...\This newly discovered treat...\is, as regards my happiness...\even better than discovering a new star! response:	Monsieur Savarin...
context: Be cool... Keep it smooth, why don't you?\Tsukiyama Shu, you just have to be patient a little longer.\Such tender sweetness, and...\mellow harmony...\This newly discovered treat...\is, as regards my happiness...\even better than discovering a new star!\Monsieur Savarin... response:	you were absolutely right...
context: Tsukiyama Shu, you just have to be patient a little longer.\Such tender sweetness, and...\mellow harmony...\This newly discovered treat...\is, as regards my happiness...\even better than discovering a new star!\Monsieur Savarin...\you were absolutely right... response:	Why am I even taking a shower, anyway?
context: Such tender sweetness, and...\mellow harmony...\This newly discovered treat...\is, as regards my happiness...\even better than discovering a new star!\Monsieur Savarin...\you were absolutely right...\Why am I even taking a shower, anyway? response:	Mr. Kaneki?
context: mellow harmony...\This newly discovered treat...\is, as regards my happiness...\even better than discovering a new star!\Monsieur Savarin...\you were absolutely right...\Why am I even taking a shower, anyway?\Mr. Kaneki? response:	Oh, yes?
context: This newly discovered treat...\is, as regards my happiness...\even better than discovering a new star!\Monsieur Savarin...\you were absolutely right...\Why am I even taking a shower, anyway?\Mr. Kaneki?\Oh, yes? response:	I have left some clothes here for you. Please, be my guest.
context: is, as regards my happiness...\even better than discovering a new star!\Monsieur Savarin...\you were absolutely right...\Why am I even taking a shower, anyway?\Mr. Kaneki?\Oh, yes?\I have left some clothes here for you. Please, be my guest. response:	Okay, thanks.
context: even better than discovering a new star!\Monsieur Savarin...\you were absolutely right...\Why am I even taking a shower, anyway?\Mr. Kaneki?\Oh, yes?\I have left some clothes here for you. Please, be my guest.\Okay, thanks. response:	Miss Rize used to come here, too?
context: Monsieur Savarin...\you were absolutely right...\Why am I even taking a shower, anyway?\Mr. Kaneki?\Oh, yes?\I have left some clothes here for you. Please, be my guest.\Okay, thanks.\Miss Rize used to come here, too? response:	I brought you a cup of coffee.
context: you were absolutely right...\Why am I even taking a shower, anyway?\Mr. Kaneki?\Oh, yes?\I have left some clothes here for you. Please, be my guest.\Okay, thanks.\Miss Rize used to come here, too?\I brought you a cup of coffee. response:	Enjoy.
context: Why am I even taking a shower, anyway?\Mr. Kaneki?\Oh, yes?\I have left some clothes here for you. Please, be my guest.\Okay, thanks.\Miss Rize used to come here, too?\I brought you a cup of coffee.\Enjoy. response:	Uh, excuse me, where is Mr. Tsukiyama?
context: Mr. Kaneki?\Oh, yes?\I have left some clothes here for you. Please, be my guest.\Okay, thanks.\Miss Rize used to come here, too?\I brought you a cup of coffee.\Enjoy.\Uh, excuse me, where is Mr. Tsukiyama? response:	What is this?!
context: Oh, yes?\I have left some clothes here for you. Please, be my guest.\Okay, thanks.\Miss Rize used to come here, too?\I brought you a cup of coffee.\Enjoy.\Uh, excuse me, where is Mr. Tsukiyama?\What is this?! response:	Ladies and gentlemen, thank you for waiting.
context: I have left some clothes here for you. Please, be my guest.\Okay, thanks.\Miss Rize used to come here, too?\I brought you a cup of coffee.\Enjoy.\Uh, excuse me, where is Mr. Tsukiyama?\What is this?!\Ladies and gentlemen, thank you for waiting. response:	Presenting today's main dish!
context: Okay, thanks.\Miss Rize used to come here, too?\I brought you a cup of coffee.\Enjoy.\Uh, excuse me, where is Mr. Tsukiyama?\What is this?!\Ladies and gentlemen, thank you for waiting.\Presenting today's main dish! response:	Today's entree is an unusual cut of meat.
context: Miss Rize used to come here, too?\I brought you a cup of coffee.\Enjoy.\Uh, excuse me, where is Mr. Tsukiyama?\What is this?!\Ladies and gentlemen, thank you for waiting.\Presenting today's main dish!\Today's entree is an unusual cut of meat. response:	A ghoul, of all things!
context: I brought you a cup of coffee.\Enjoy.\Uh, excuse me, where is Mr. Tsukiyama?\What is this?!\Ladies and gentlemen, thank you for waiting.\Presenting today's main dish!\Today's entree is an unusual cut of meat.\A ghoul, of all things! response:	Ghoul?
context: Enjoy.\Uh, excuse me, where is Mr. Tsukiyama?\What is this?!\Ladies and gentlemen, thank you for waiting.\Presenting today's main dish!\Today's entree is an unusual cut of meat.\A ghoul, of all things!\Ghoul? response:	I'm not quite up for cannibalism.
context: Uh, excuse me, where is Mr. Tsukiyama?\What is this?!\Ladies and gentlemen, thank you for waiting.\Presenting today's main dish!\Today's entree is an unusual cut of meat.\A ghoul, of all things!\Ghoul?\I'm not quite up for cannibalism. response:	It is being furnished by Mr. MM!
context: What is this?!\Ladies and gentlemen, thank you for waiting.\Presenting today's main dish!\Today's entree is an unusual cut of meat.\A ghoul, of all things!\Ghoul?\I'm not quite up for cannibalism.\It is being furnished by Mr. MM! response:	Oh, Mr. MM!
context: Ladies and gentlemen, thank you for waiting.\Presenting today's main dish!\Today's entree is an unusual cut of meat.\A ghoul, of all things!\Ghoul?\I'm not quite up for cannibalism.\It is being furnished by Mr. MM!\Oh, Mr. MM! response:	It's Mr. MM!
context: Presenting today's main dish!\Today's entree is an unusual cut of meat.\A ghoul, of all things!\Ghoul?\I'm not quite up for cannibalism.\It is being furnished by Mr. MM!\Oh, Mr. MM!\It's Mr. MM! response:	Esteemed ladies and gentlemen, the flesh of a ghoul
context: Today's entree is an unusual cut of meat.\A ghoul, of all things!\Ghoul?\I'm not quite up for cannibalism.\It is being furnished by Mr. MM!\Oh, Mr. MM!\It's Mr. MM!\Esteemed ladies and gentlemen, the flesh of a ghoul response:	offers a coarse flavor not worthy of devouring.
context: A ghoul, of all things!\Ghoul?\I'm not quite up for cannibalism.\It is being furnished by Mr. MM!\Oh, Mr. MM!\It's Mr. MM!\Esteemed ladies and gentlemen, the flesh of a ghoul\offers a coarse flavor not worthy of devouring. response:	I am sure that those of you here of such discerning taste
context: Ghoul?\I'm not quite up for cannibalism.\It is being furnished by Mr. MM!\Oh, Mr. MM!\It's Mr. MM!\Esteemed ladies and gentlemen, the flesh of a ghoul\offers a coarse flavor not worthy of devouring.\I am sure that those of you here of such discerning taste response:	are well aware of this.
context: I'm not quite up for cannibalism.\It is being furnished by Mr. MM!\Oh, Mr. MM!\It's Mr. MM!\Esteemed ladies and gentlemen, the flesh of a ghoul\offers a coarse flavor not worthy of devouring.\I am sure that those of you here of such discerning taste\are well aware of this. response:	M-Mr. Tsukiyama!
context: It is being furnished by Mr. MM!\Oh, Mr. MM!\It's Mr. MM!\Esteemed ladies and gentlemen, the flesh of a ghoul\offers a coarse flavor not worthy of devouring.\I am sure that those of you here of such discerning taste\are well aware of this.\M-Mr. Tsukiyama! response:	W-Why...?
context: Oh, Mr. MM!\It's Mr. MM!\Esteemed ladies and gentlemen, the flesh of a ghoul\offers a coarse flavor not worthy of devouring.\I am sure that those of you here of such discerning taste\are well aware of this.\M-Mr. Tsukiyama!\W-Why...? response:	The thing that caught my attention was his scent.
context: It's Mr. MM!\Esteemed ladies and gentlemen, the flesh of a ghoul\offers a coarse flavor not worthy of devouring.\I am sure that those of you here of such discerning taste\are well aware of this.\M-Mr. Tsukiyama!\W-Why...?\The thing that caught my attention was his scent. response:	For while he is a ghoul, the scent of human is also pervasive.
context: Esteemed ladies and gentlemen, the flesh of a ghoul\offers a coarse flavor not worthy of devouring.\I am sure that those of you here of such discerning taste\are well aware of this.\M-Mr. Tsukiyama!\W-Why...?\The thing that caught my attention was his scent.\For while he is a ghoul, the scent of human is also pervasive. response:	Oh, he's right!
context: offers a coarse flavor not worthy of devouring.\I am sure that those of you here of such discerning taste\are well aware of this.\M-Mr. Tsukiyama!\W-Why...?\The thing that caught my attention was his scent.\For while he is a ghoul, the scent of human is also pervasive.\Oh, he's right! response:	How aromatic!
context: I am sure that those of you here of such discerning taste\are well aware of this.\M-Mr. Tsukiyama!\W-Why...?\The thing that caught my attention was his scent.\For while he is a ghoul, the scent of human is also pervasive.\Oh, he's right!\How aromatic! response:	Magnificent!
context: are well aware of this.\M-Mr. Tsukiyama!\W-Why...?\The thing that caught my attention was his scent.\For while he is a ghoul, the scent of human is also pervasive.\Oh, he's right!\How aromatic!\Magnificent! response:	Ah, I can't take it!
context: M-Mr. Tsukiyama!\W-Why...?\The thing that caught my attention was his scent.\For while he is a ghoul, the scent of human is also pervasive.\Oh, he's right!\How aromatic!\Magnificent!\Ah, I can't take it! response:	Aren't you fascinated?
context: W-Why...?\The thing that caught my attention was his scent.\For while he is a ghoul, the scent of human is also pervasive.\Oh, he's right!\How aromatic!\Magnificent!\Ah, I can't take it!\Aren't you fascinated? response:	What sort of flavor does a ghoul who smells like a human possess?!
context: The thing that caught my attention was his scent.\For while he is a ghoul, the scent of human is also pervasive.\Oh, he's right!\How aromatic!\Magnificent!\Ah, I can't take it!\Aren't you fascinated?\What sort of flavor does a ghoul who smells like a human possess?! response:	I've been set up. This whole thing was a trap.
context: For while he is a ghoul, the scent of human is also pervasive.\Oh, he's right!\How aromatic!\Magnificent!\Ah, I can't take it!\Aren't you fascinated?\What sort of flavor does a ghoul who smells like a human possess?!\I've been set up. This whole thing was a trap. response:	An adventur into the unknown for the sense of smell and taste...
context: Oh, he's right!\How aromatic!\Magnificent!\Ah, I can't take it!\Aren't you fascinated?\What sort of flavor does a ghoul who smells like a human possess?!\I've been set up. This whole thing was a trap.\An adventur into the unknown for the sense of smell and taste... response:	Now! Let us enjoy the ultimate epicurean delight!
context: How aromatic!\Magnificent!\Ah, I can't take it!\Aren't you fascinated?\What sort of flavor does a ghoul who smells like a human possess?!\I've been set up. This whole thing was a trap.\An adventur into the unknown for the sense of smell and taste...\Now! Let us enjoy the ultimate epicurean delight! response:	Now, here is the scrapper who will be serving today's main dish!
context: Magnificent!\Ah, I can't take it!\Aren't you fascinated?\What sort of flavor does a ghoul who smells like a human possess?!\I've been set up. This whole thing was a trap.\An adventur into the unknown for the sense of smell and taste...\Now! Let us enjoy the ultimate epicurean delight!\Now, here is the scrapper who will be serving today's main dish! response:	Tell me, Madam A...
context: Ah, I can't take it!\Aren't you fascinated?\What sort of flavor does a ghoul who smells like a human possess?!\I've been set up. This whole thing was a trap.\An adventur into the unknown for the sense of smell and taste...\Now! Let us enjoy the ultimate epicurean delight!\Now, here is the scrapper who will be serving today's main dish!\Tell me, Madam A... response:	Oh, what is it, Mr. PG?
context: Aren't you fascinated?\What sort of flavor does a ghoul who smells like a human possess?!\I've been set up. This whole thing was a trap.\An adventur into the unknown for the sense of smell and taste...\Now! Let us enjoy the ultimate epicurean delight!\Now, here is the scrapper who will be serving today's main dish!\Tell me, Madam A...\Oh, what is it, Mr. PG? response:	Which scrapper have you brought with you today?
context: What sort of flavor does a ghoul who smells like a human possess?!\I've been set up. This whole thing was a trap.\An adventur into the unknown for the sense of smell and taste...\Now! Let us enjoy the ultimate epicurean delight!\Now, here is the scrapper who will be serving today's main dish!\Tell me, Madam A...\Oh, what is it, Mr. PG?\Which scrapper have you brought with you today? response:	Today, it's my all-time favorite, Taro.
context: I've been set up. This whole thing was a trap.\An adventur into the unknown for the sense of smell and taste...\Now! Let us enjoy the ultimate epicurean delight!\Now, here is the scrapper who will be serving today's main dish!\Tell me, Madam A...\Oh, what is it, Mr. PG?\Which scrapper have you brought with you today?\Today, it's my all-time favorite, Taro. response:	Pleazzure to meed you.
context: An adventur into the unknown for the sense of smell and taste...\Now! Let us enjoy the ultimate epicurean delight!\Now, here is the scrapper who will be serving today's main dish!\Tell me, Madam A...\Oh, what is it, Mr. PG?\Which scrapper have you brought with you today?\Today, it's my all-time favorite, Taro.\Pleazzure to meed you. response:	Sawnter, sawnter, sawnter, sawnter...
context: Now! Let us enjoy the ultimate epicurean delight!\Now, here is the scrapper who will be serving today's main dish!\Tell me, Madam A...\Oh, what is it, Mr. PG?\Which scrapper have you brought with you today?\Today, it's my all-time favorite, Taro.\Pleazzure to meed you.\Sawnter, sawnter, sawnter, sawnter... response:	Gah!
context: Now, here is the scrapper who will be serving today's main dish!\Tell me, Madam A...\Oh, what is it, Mr. PG?\Which scrapper have you brought with you today?\Today, it's my all-time favorite, Taro.\Pleazzure to meed you.\Sawnter, sawnter, sawnter, sawnter...\Gah! response:	Squash him good!
context: Tell me, Madam A...\Oh, what is it, Mr. PG?\Which scrapper have you brought with you today?\Today, it's my all-time favorite, Taro.\Pleazzure to meed you.\Sawnter, sawnter, sawnter, sawnter...\Gah!\Squash him good! response:	Hunh? W-Waid up!
context: Oh, what is it, Mr. PG?\Which scrapper have you brought with you today?\Today, it's my all-time favorite, Taro.\Pleazzure to meed you.\Sawnter, sawnter, sawnter, sawnter...\Gah!\Squash him good!\Hunh? W-Waid up! response:	W-Waid up!
context: Which scrapper have you brought with you today?\Today, it's my all-time favorite, Taro.\Pleazzure to meed you.\Sawnter, sawnter, sawnter, sawnter...\Gah!\Squash him good!\Hunh? W-Waid up!\W-Waid up! response:	Taro! Come on, run!
context: Today, it's my all-time favorite, Taro.\Pleazzure to meed you.\Sawnter, sawnter, sawnter, sawnter...\Gah!\Squash him good!\Hunh? W-Waid up!\W-Waid up!\Taro! Come on, run! response:	Mamma!
context: Pleazzure to meed you.\Sawnter, sawnter, sawnter, sawnter...\Gah!\Squash him good!\Hunh? W-Waid up!\W-Waid up!\Taro! Come on, run!\Mamma! response:	His owner, Madam A, also offers her encouragement!
context: Sawnter, sawnter, sawnter, sawnter...\Gah!\Squash him good!\Hunh? W-Waid up!\W-Waid up!\Taro! Come on, run!\Mamma!\His owner, Madam A, also offers her encouragement! response:	Gotta get outta here! Gotta get outta here!
context: Gah!\Squash him good!\Hunh? W-Waid up!\W-Waid up!\Taro! Come on, run!\Mamma!\His owner, Madam A, also offers her encouragement!\Gotta get outta here! Gotta get outta here! response:	I-I've gotta do something!
context: Squash him good!\Hunh? W-Waid up!\W-Waid up!\Taro! Come on, run!\Mamma!\His owner, Madam A, also offers her encouragement!\Gotta get outta here! Gotta get outta here!\I-I've gotta do something! response:	You can't geddaway!
context: Hunh? W-Waid up!\W-Waid up!\Taro! Come on, run!\Mamma!\His owner, Madam A, also offers her encouragement!\Gotta get outta here! Gotta get outta here!\I-I've gotta do something!\You can't geddaway! response:	-Get him! -This is bad! I can't get away!
context: W-Waid up!\Taro! Come on, run!\Mamma!\His owner, Madam A, also offers her encouragement!\Gotta get outta here! Gotta get outta here!\I-I've gotta do something!\You can't geddaway!\-Get him! -This is bad! I can't get away! response:	See you, saw you!
context: Taro! Come on, run!\Mamma!\His owner, Madam A, also offers her encouragement!\Gotta get outta here! Gotta get outta here!\I-I've gotta do something!\You can't geddaway!\-Get him! -This is bad! I can't get away!\See you, saw you! response:	It's no use. That had no effect at all.
context: Mamma!\His owner, Madam A, also offers her encouragement!\Gotta get outta here! Gotta get outta here!\I-I've gotta do something!\You can't geddaway!\-Get him! -This is bad! I can't get away!\See you, saw you!\It's no use. That had no effect at all. response:	What's the matter, Kaneki? Why don't you use your kagune?
context: His owner, Madam A, also offers her encouragement!\Gotta get outta here! Gotta get outta here!\I-I've gotta do something!\You can't geddaway!\-Get him! -This is bad! I can't get away!\See you, saw you!\It's no use. That had no effect at all.\What's the matter, Kaneki? Why don't you use your kagune? response:	We have to hurry thing along, here.
context: Gotta get outta here! Gotta get outta here!\I-I've gotta do something!\You can't geddaway!\-Get him! -This is bad! I can't get away!\See you, saw you!\It's no use. That had no effect at all.\What's the matter, Kaneki? Why don't you use your kagune?\We have to hurry thing along, here. response:	I have to think of some way to slip out of here!
context: I-I've gotta do something!\You can't geddaway!\-Get him! -This is bad! I can't get away!\See you, saw you!\It's no use. That had no effect at all.\What's the matter, Kaneki? Why don't you use your kagune?\We have to hurry thing along, here.\I have to think of some way to slip out of here! response:	Shood!
context: You can't geddaway!\-Get him! -This is bad! I can't get away!\See you, saw you!\It's no use. That had no effect at all.\What's the matter, Kaneki? Why don't you use your kagune?\We have to hurry thing along, here.\I have to think of some way to slip out of here!\Shood! response:	-What? -Did his legs get all twisted up?
context: -Get him! -This is bad! I can't get away!\See you, saw you!\It's no use. That had no effect at all.\What's the matter, Kaneki? Why don't you use your kagune?\We have to hurry thing along, here.\I have to think of some way to slip out of here!\Shood!\-What? -Did his legs get all twisted up? response:	Ladies and gentlemen, it appears the drug is starting to take effect.
context: See you, saw you!\It's no use. That had no effect at all.\What's the matter, Kaneki? Why don't you use your kagune?\We have to hurry thing along, here.\I have to think of some way to slip out of here!\Shood!\-What? -Did his legs get all twisted up?\Ladies and gentlemen, it appears the drug is starting to take effect. response:	Don't tell me the coffee was...
context: It's no use. That had no effect at all.\What's the matter, Kaneki? Why don't you use your kagune?\We have to hurry thing along, here.\I have to think of some way to slip out of here!\Shood!\-What? -Did his legs get all twisted up?\Ladies and gentlemen, it appears the drug is starting to take effect.\Don't tell me the coffee was... response:	A-A-Awright! I-I g-godcha!
context: What's the matter, Kaneki? Why don't you use your kagune?\We have to hurry thing along, here.\I have to think of some way to slip out of here!\Shood!\-What? -Did his legs get all twisted up?\Ladies and gentlemen, it appears the drug is starting to take effect.\Don't tell me the coffee was...\A-A-Awright! I-I g-godcha! response:	Get him! Wring his neck!
context: We have to hurry thing along, here.\I have to think of some way to slip out of here!\Shood!\-What? -Did his legs get all twisted up?\Ladies and gentlemen, it appears the drug is starting to take effect.\Don't tell me the coffee was...\A-A-Awright! I-I g-godcha!\Get him! Wring his neck! response:	Rip his guts out!
context: I have to think of some way to slip out of here!\Shood!\-What? -Did his legs get all twisted up?\Ladies and gentlemen, it appears the drug is starting to take effect.\Don't tell me the coffee was...\A-A-Awright! I-I g-godcha!\Get him! Wring his neck!\Rip his guts out! response:	This is... This is fun!
context: Shood!\-What? -Did his legs get all twisted up?\Ladies and gentlemen, it appears the drug is starting to take effect.\Don't tell me the coffee was...\A-A-Awright! I-I g-godcha!\Get him! Wring his neck!\Rip his guts out!\This is... This is fun! response:	Tschuss, Kaneki.
context: -What? -Did his legs get all twisted up?\Ladies and gentlemen, it appears the drug is starting to take effect.\Don't tell me the coffee was...\A-A-Awright! I-I g-godcha!\Get him! Wring his neck!\Rip his guts out!\This is... This is fun!\Tschuss, Kaneki. response:	Huh? What's that?
context: Ladies and gentlemen, it appears the drug is starting to take effect.\Don't tell me the coffee was...\A-A-Awright! I-I g-godcha!\Get him! Wring his neck!\Rip his guts out!\This is... This is fun!\Tschuss, Kaneki.\Huh? What's that? response:	A-A one-eyed ghoul!
context: Don't tell me the coffee was...\A-A-Awright! I-I g-godcha!\Get him! Wring his neck!\Rip his guts out!\This is... This is fun!\Tschuss, Kaneki.\Huh? What's that?\A-A one-eyed ghoul! response:	One eye?!
context: A-A-Awright! I-I g-godcha!\Get him! Wring his neck!\Rip his guts out!\This is... This is fun!\Tschuss, Kaneki.\Huh? What's that?\A-A one-eyed ghoul!\One eye?! response:	One eye? For real?
context: Get him! Wring his neck!\Rip his guts out!\This is... This is fun!\Tschuss, Kaneki.\Huh? What's that?\A-A one-eyed ghoul!\One eye?!\One eye? For real? response:	Taro, snap out of it! Get up!
context: Rip his guts out!\This is... This is fun!\Tschuss, Kaneki.\Huh? What's that?\A-A one-eyed ghoul!\One eye?!\One eye? For real?\Taro, snap out of it! Get up! response:	It hurdz! It hurdz! It hurdz!
context: This is... This is fun!\Tschuss, Kaneki.\Huh? What's that?\A-A one-eyed ghoul!\One eye?!\One eye? For real?\Taro, snap out of it! Get up!\It hurdz! It hurdz! It hurdz! response:	One eye... How rare!
context: Tschuss, Kaneki.\Huh? What's that?\A-A one-eyed ghoul!\One eye?!\One eye? For real?\Taro, snap out of it! Get up!\It hurdz! It hurdz! It hurdz!\One eye... How rare! response:	Mr. MM?
context: Huh? What's that?\A-A one-eyed ghoul!\One eye?!\One eye? For real?\Taro, snap out of it! Get up!\It hurdz! It hurdz! It hurdz!\One eye... How rare!\Mr. MM? response:	Are you all right?
context: A-A one-eyed ghoul!\One eye?!\One eye? For real?\Taro, snap out of it! Get up!\It hurdz! It hurdz! It hurdz!\One eye... How rare!\Mr. MM?\Are you all right? response:	What a delicacy!
context: One eye?!\One eye? For real?\Taro, snap out of it! Get up!\It hurdz! It hurdz! It hurdz!\One eye... How rare!\Mr. MM?\Are you all right?\What a delicacy! response:	Get up! Taro!
context: One eye? For real?\Taro, snap out of it! Get up!\It hurdz! It hurdz! It hurdz!\One eye... How rare!\Mr. MM?\Are you all right?\What a delicacy!\Get up! Taro! response:	Mamma!
context: Taro, snap out of it! Get up!\It hurdz! It hurdz! It hurdz!\One eye... How rare!\Mr. MM?\Are you all right?\What a delicacy!\Get up! Taro!\Mamma! response:	It's hopeless...
context: It hurdz! It hurdz! It hurdz!\One eye... How rare!\Mr. MM?\Are you all right?\What a delicacy!\Get up! Taro!\Mamma!\It's hopeless... response:	That's it! What a good walker! What a good walker! What a good walker!
context: One eye... How rare!\Mr. MM?\Are you all right?\What a delicacy!\Get up! Taro!\Mamma!\It's hopeless...\That's it! What a good walker! What a good walker! What a good walker! response:	Mamma is so excited!
