context: Mashima-kun is still down by 5 cards! response:	He can't catch up!
context: The one card I need won't be read.\It never is.\Is that how my life will go?\Is everything I do futile?\Six more dead cards.\After many, May it, My life, Nothing, Silent, Gust...\Is it futile to keep remembering these?\Still... God... response:	I beg you...
context: It never is.\Is that how my life will go?\Is everything I do futile?\Six more dead cards.\After many, May it, My life, Nothing, Silent, Gust...\Is it futile to keep remembering these?\Still... God...\I beg you... response:	I don't care if my card is never read in a luck-of-the-draw again.
context: Is that how my life will go?\Is everything I do futile?\Six more dead cards.\After many, May it, My life, Nothing, Silent, Gust...\Is it futile to keep remembering these?\Still... God...\I beg you...\I don't care if my card is never read in a luck-of-the-draw again. response:	So please...
context: Is everything I do futile?\Six more dead cards.\After many, May it, My life, Nothing, Silent, Gust...\Is it futile to keep remembering these?\Still... God...\I beg you...\I don't care if my card is never read in a luck-of-the-draw again.\So please... response:	Just today...
context: Six more dead cards.\After many, May it, My life, Nothing, Silent, Gust...\Is it futile to keep remembering these?\Still... God...\I beg you...\I don't care if my card is never read in a luck-of-the-draw again.\So please...\Just today... response:	This one time...
context: After many, May it, My life, Nothing, Silent, Gust...\Is it futile to keep remembering these?\Still... God...\I beg you...\I don't care if my card is never read in a luck-of-the-draw again.\So please...\Just today...\This one time... response:	Just this once...
context: Is it futile to keep remembering these?\Still... God...\I beg you...\I don't care if my card is never read in a luck-of-the-draw again.\So please...\Just today...\This one time...\Just this once... response:	Like a boatsman adrift...
context: Still... God...\I beg you...\I don't care if my card is never read in a luck-of-the-draw again.\So please...\Just today...\This one time...\Just this once...\Like a boatsman adrift... response:	W-We did it...
context: I beg you...\I don't care if my card is never read in a luck-of-the-draw again.\So please...\Just today...\This one time...\Just this once...\Like a boatsman adrift...\W-We did it... response:	We did it! We did it!
context: I don't care if my card is never read in a luck-of-the-draw again.\So please...\Just today...\This one time...\Just this once...\Like a boatsman adrift...\W-We did it...\We did it! We did it! response:	We did it!
context: So please...\Just today...\This one time...\Just this once...\Like a boatsman adrift...\W-We did it...\We did it! We did it!\We did it! response:	Yes! We did it!
context: Just today...\This one time...\Just this once...\Like a boatsman adrift...\W-We did it...\We did it! We did it!\We did it!\Yes! We did it! response:	Quiet.
context: This one time...\Just this once...\Like a boatsman adrift...\W-We did it...\We did it! We did it!\We did it!\Yes! We did it!\Quiet. response:	The match isn't over
context: Just this once...\Like a boatsman adrift...\W-We did it...\We did it! We did it!\We did it!\Yes! We did it!\Quiet.\The match isn't over response:	until the second verse has been read.
context: Like a boatsman adrift...\W-We did it...\We did it! We did it!\We did it!\Yes! We did it!\Quiet.\The match isn't over\until the second verse has been read. response:	I do not know where this love will take me
context: W-We did it...\We did it! We did it!\We did it!\Yes! We did it!\Quiet.\The match isn't over\until the second verse has been read.\I do not know where this love will take me response:	Hey.
context: We did it! We did it!\We did it!\Yes! We did it!\Quiet.\The match isn't over\until the second verse has been read.\I do not know where this love will take me\Hey. response:	You've got tatami marks.
context: We did it!\Yes! We did it!\Quiet.\The match isn't over\until the second verse has been read.\I do not know where this love will take me\Hey.\You've got tatami marks. response:	The winner of the team championship is Mizusawa,
context: Yes! We did it!\Quiet.\The match isn't over\until the second verse has been read.\I do not know where this love will take me\Hey.\You've got tatami marks.\The winner of the team championship is Mizusawa, response:	Thank you very much.
context: Quiet.\The match isn't over\until the second verse has been read.\I do not know where this love will take me\Hey.\You've got tatami marks.\The winner of the team championship is Mizusawa,\Thank you very much. response:	Thank you very much.
context: The match isn't over\until the second verse has been read.\I do not know where this love will take me\Hey.\You've got tatami marks.\The winner of the team championship is Mizusawa,\Thank you very much.\Thank you very much. response:	We lost.
context: until the second verse has been read.\I do not know where this love will take me\Hey.\You've got tatami marks.\The winner of the team championship is Mizusawa,\Thank you very much.\Thank you very much.\We lost. response:	Second place.
context: I do not know where this love will take me\Hey.\You've got tatami marks.\The winner of the team championship is Mizusawa,\Thank you very much.\Thank you very much.\We lost.\Second place. response:	We came in second.
context: Hey.\You've got tatami marks.\The winner of the team championship is Mizusawa,\Thank you very much.\Thank you very much.\We lost.\Second place.\We came in second. response:	This loss is my fault.
context: You've got tatami marks.\The winner of the team championship is Mizusawa,\Thank you very much.\Thank you very much.\We lost.\Second place.\We came in second.\This loss is my fault. response:	If I were the god of karuta,
context: The winner of the team championship is Mizusawa,\Thank you very much.\Thank you very much.\We lost.\Second place.\We came in second.\This loss is my fault.\If I were the god of karuta, response:	I would have sided with Mizusawa for their valiant display.
context: Thank you very much.\Thank you very much.\We lost.\Second place.\We came in second.\This loss is my fault.\If I were the god of karuta,\I would have sided with Mizusawa for their valiant display. response:	It's my fault for building a team solely based on strength.
context: Thank you very much.\We lost.\Second place.\We came in second.\This loss is my fault.\If I were the god of karuta,\I would have sided with Mizusawa for their valiant display.\It's my fault for building a team solely based on strength. response:	I looked down on my opponent for spending an entire year
context: We lost.\Second place.\We came in second.\This loss is my fault.\If I were the god of karuta,\I would have sided with Mizusawa for their valiant display.\It's my fault for building a team solely based on strength.\I looked down on my opponent for spending an entire year response:	kicking around Class B.
context: Second place.\We came in second.\This loss is my fault.\If I were the god of karuta,\I would have sided with Mizusawa for their valiant display.\It's my fault for building a team solely based on strength.\I looked down on my opponent for spending an entire year\kicking around Class B. response:	That was my mistake.
context: We came in second.\This loss is my fault.\If I were the god of karuta,\I would have sided with Mizusawa for their valiant display.\It's my fault for building a team solely based on strength.\I looked down on my opponent for spending an entire year\kicking around Class B.\That was my mistake. response:	That guy's on his way up.
context: This loss is my fault.\If I were the god of karuta,\I would have sided with Mizusawa for their valiant display.\It's my fault for building a team solely based on strength.\I looked down on my opponent for spending an entire year\kicking around Class B.\That was my mistake.\That guy's on his way up. response:	Ri-Rion?!
context: If I were the god of karuta,\I would have sided with Mizusawa for their valiant display.\It's my fault for building a team solely based on strength.\I looked down on my opponent for spending an entire year\kicking around Class B.\That was my mistake.\That guy's on his way up.\Ri-Rion?! response:	You're not supposed to show emotion!
context: I would have sided with Mizusawa for their valiant display.\It's my fault for building a team solely based on strength.\I looked down on my opponent for spending an entire year\kicking around Class B.\That was my mistake.\That guy's on his way up.\Ri-Rion?!\You're not supposed to show emotion! response:	Wait...
context: It's my fault for building a team solely based on strength.\I looked down on my opponent for spending an entire year\kicking around Class B.\That was my mistake.\That guy's on his way up.\Ri-Rion?!\You're not supposed to show emotion!\Wait... response:	Rion, listen to me.
context: I looked down on my opponent for spending an entire year\kicking around Class B.\That was my mistake.\That guy's on his way up.\Ri-Rion?!\You're not supposed to show emotion!\Wait...\Rion, listen to me. response:	None of our players are capable of defeating Ayase-san.
context: kicking around Class B.\That was my mistake.\That guy's on his way up.\Ri-Rion?!\You're not supposed to show emotion!\Wait...\Rion, listen to me.\None of our players are capable of defeating Ayase-san. response:	It's not your fault that you couldn't win,
context: That was my mistake.\That guy's on his way up.\Ri-Rion?!\You're not supposed to show emotion!\Wait...\Rion, listen to me.\None of our players are capable of defeating Ayase-san.\It's not your fault that you couldn't win, response:	but you need to realize that you lost despite having the advantage.
context: That guy's on his way up.\Ri-Rion?!\You're not supposed to show emotion!\Wait...\Rion, listen to me.\None of our players are capable of defeating Ayase-san.\It's not your fault that you couldn't win,\but you need to realize that you lost despite having the advantage. response:	Learn some humility.
context: Ri-Rion?!\You're not supposed to show emotion!\Wait...\Rion, listen to me.\None of our players are capable of defeating Ayase-san.\It's not your fault that you couldn't win,\but you need to realize that you lost despite having the advantage.\Learn some humility. response:	It's on you to make sure that we don't lose a single match next summer.
context: You're not supposed to show emotion!\Wait...\Rion, listen to me.\None of our players are capable of defeating Ayase-san.\It's not your fault that you couldn't win,\but you need to realize that you lost despite having the advantage.\Learn some humility.\It's on you to make sure that we don't lose a single match next summer. response:	The ceremony will be on the first floor in 10 minutes.
context: Wait...\Rion, listen to me.\None of our players are capable of defeating Ayase-san.\It's not your fault that you couldn't win,\but you need to realize that you lost despite having the advantage.\Learn some humility.\It's on you to make sure that we don't lose a single match next summer.\The ceremony will be on the first floor in 10 minutes. response:	Please prepare as necessary and proceed there.
context: Rion, listen to me.\None of our players are capable of defeating Ayase-san.\It's not your fault that you couldn't win,\but you need to realize that you lost despite having the advantage.\Learn some humility.\It's on you to make sure that we don't lose a single match next summer.\The ceremony will be on the first floor in 10 minutes.\Please prepare as necessary and proceed there. response:	Don't forget anything.
context: None of our players are capable of defeating Ayase-san.\It's not your fault that you couldn't win,\but you need to realize that you lost despite having the advantage.\Learn some humility.\It's on you to make sure that we don't lose a single match next summer.\The ceremony will be on the first floor in 10 minutes.\Please prepare as necessary and proceed there.\Don't forget anything. response:	We had some excellent matches this year.
context: It's not your fault that you couldn't win,\but you need to realize that you lost despite having the advantage.\Learn some humility.\It's on you to make sure that we don't lose a single match next summer.\The ceremony will be on the first floor in 10 minutes.\Please prepare as necessary and proceed there.\Don't forget anything.\We had some excellent matches this year. response:	So Mizusawa is our champion.
context: but you need to realize that you lost despite having the advantage.\Learn some humility.\It's on you to make sure that we don't lose a single match next summer.\The ceremony will be on the first floor in 10 minutes.\Please prepare as necessary and proceed there.\Don't forget anything.\We had some excellent matches this year.\So Mizusawa is our champion. response:	If you become the best player in Japan,
context: Learn some humility.\It's on you to make sure that we don't lose a single match next summer.\The ceremony will be on the first floor in 10 minutes.\Please prepare as necessary and proceed there.\Don't forget anything.\We had some excellent matches this year.\So Mizusawa is our champion.\If you become the best player in Japan, response:	you'll be the best in the world.
context: It's on you to make sure that we don't lose a single match next summer.\The ceremony will be on the first floor in 10 minutes.\Please prepare as necessary and proceed there.\Don't forget anything.\We had some excellent matches this year.\So Mizusawa is our champion.\If you become the best player in Japan,\you'll be the best in the world. response:	I'm not interested in team tournaments.
context: The ceremony will be on the first floor in 10 minutes.\Please prepare as necessary and proceed there.\Don't forget anything.\We had some excellent matches this year.\So Mizusawa is our champion.\If you become the best player in Japan,\you'll be the best in the world.\I'm not interested in team tournaments. response:	I'm focused on winning the individual tournament.
context: Please prepare as necessary and proceed there.\Don't forget anything.\We had some excellent matches this year.\So Mizusawa is our champion.\If you become the best player in Japan,\you'll be the best in the world.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament. response:	Well, let's head downstairs, Ayase-san.
context: Don't forget anything.\We had some excellent matches this year.\So Mizusawa is our champion.\If you become the best player in Japan,\you'll be the best in the world.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Well, let's head downstairs, Ayase-san. response:	D-Did you watch?
context: We had some excellent matches this year.\So Mizusawa is our champion.\If you become the best player in Japan,\you'll be the best in the world.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Well, let's head downstairs, Ayase-san.\D-Did you watch? response:	Huh?
context: So Mizusawa is our champion.\If you become the best player in Japan,\you'll be the best in the world.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Well, let's head downstairs, Ayase-san.\D-Did you watch?\Huh? response:	Were you watching?
context: If you become the best player in Japan,\you'll be the best in the world.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Well, let's head downstairs, Ayase-san.\D-Did you watch?\Huh?\Were you watching? response:	My team is the best in Japan.
context: you'll be the best in the world.\I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Well, let's head downstairs, Ayase-san.\D-Did you watch?\Huh?\Were you watching?\My team is the best in Japan. response:	I became the best in Japan without becoming Queen.
context: I'm not interested in team tournaments.\I'm focused on winning the individual tournament.\Well, let's head downstairs, Ayase-san.\D-Did you watch?\Huh?\Were you watching?\My team is the best in Japan.\I became the best in Japan without becoming Queen. response:	It's because we were playing together.
context: I'm focused on winning the individual tournament.\Well, let's head downstairs, Ayase-san.\D-Did you watch?\Huh?\Were you watching?\My team is the best in Japan.\I became the best in Japan without becoming Queen.\It's because we were playing together. response:	Don't say that you're not interested in teams!
context: Well, let's head downstairs, Ayase-san.\D-Did you watch?\Huh?\Were you watching?\My team is the best in Japan.\I became the best in Japan without becoming Queen.\It's because we were playing together.\Don't say that you're not interested in teams! response:	And then there's the Impassionate gods card!
context: D-Did you watch?\Huh?\Were you watching?\My team is the best in Japan.\I became the best in Japan without becoming Queen.\It's because we were playing together.\Don't say that you're not interested in teams!\And then there's the Impassionate gods card! response:	Wataya-kun said that the card has the same name as me!
context: Huh?\Were you watching?\My team is the best in Japan.\I became the best in Japan without becoming Queen.\It's because we were playing together.\Don't say that you're not interested in teams!\And then there's the Impassionate gods card!\Wataya-kun said that the card has the same name as me! response:	The three of us will win together, right?
context: Were you watching?\My team is the best in Japan.\I became the best in Japan without becoming Queen.\It's because we were playing together.\Don't say that you're not interested in teams!\And then there's the Impassionate gods card!\Wataya-kun said that the card has the same name as me!\The three of us will win together, right? response:	Yeah.
context: My team is the best in Japan.\I became the best in Japan without becoming Queen.\It's because we were playing together.\Don't say that you're not interested in teams!\And then there's the Impassionate gods card!\Wataya-kun said that the card has the same name as me!\The three of us will win together, right?\Yeah. response:	Yeah.
