context: No! I don't want to die! response:	Shut up!
context: But it does matter! They're the ones to blame.\Humans can be scary, huh?\After I quit, they kept spreading all kinds of rumors to lay the blame on me.\Is that why you quit school?\Hinata.\Sorry I'm a loser!\Then the ones who sent the email are...\Yeah. My old teammates. response:	They want to talk during the broadcast.
context: Humans can be scary, huh?\After I quit, they kept spreading all kinds of rumors to lay the blame on me.\Is that why you quit school?\Hinata.\Sorry I'm a loser!\Then the ones who sent the email are...\Yeah. My old teammates.\They want to talk during the broadcast. response:	They said they were proud their friend went to Antarctica.
context: After I quit, they kept spreading all kinds of rumors to lay the blame on me.\Is that why you quit school?\Hinata.\Sorry I'm a loser!\Then the ones who sent the email are...\Yeah. My old teammates.\They want to talk during the broadcast.\They said they were proud their friend went to Antarctica. response:	Though mainly, I was thinking Oh, were we friends?
context: Is that why you quit school?\Hinata.\Sorry I'm a loser!\Then the ones who sent the email are...\Yeah. My old teammates.\They want to talk during the broadcast.\They said they were proud their friend went to Antarctica.\Though mainly, I was thinking Oh, were we friends? response:	Well?
context: Hinata.\Sorry I'm a loser!\Then the ones who sent the email are...\Yeah. My old teammates.\They want to talk during the broadcast.\They said they were proud their friend went to Antarctica.\Though mainly, I was thinking Oh, were we friends?\Well? response:	What? Different from what you imagined?
context: Sorry I'm a loser!\Then the ones who sent the email are...\Yeah. My old teammates.\They want to talk during the broadcast.\They said they were proud their friend went to Antarctica.\Though mainly, I was thinking Oh, were we friends?\Well?\What? Different from what you imagined? response:	It's almost otherworldly, huh?
context: Then the ones who sent the email are...\Yeah. My old teammates.\They want to talk during the broadcast.\They said they were proud their friend went to Antarctica.\Though mainly, I was thinking Oh, were we friends?\Well?\What? Different from what you imagined?\It's almost otherworldly, huh? response:	Oh, uh, yeah!
context: Yeah. My old teammates.\They want to talk during the broadcast.\They said they were proud their friend went to Antarctica.\Though mainly, I was thinking Oh, were we friends?\Well?\What? Different from what you imagined?\It's almost otherworldly, huh?\Oh, uh, yeah! response:	What an unusual color!
context: They want to talk during the broadcast.\They said they were proud their friend went to Antarctica.\Though mainly, I was thinking Oh, were we friends?\Well?\What? Different from what you imagined?\It's almost otherworldly, huh?\Oh, uh, yeah!\What an unusual color! response:	We'll set up a tent and antenna down that way.
context: They said they were proud their friend went to Antarctica.\Though mainly, I was thinking Oh, were we friends?\Well?\What? Different from what you imagined?\It's almost otherworldly, huh?\Oh, uh, yeah!\What an unusual color!\We'll set up a tent and antenna down that way. response:	Okay!
context: Though mainly, I was thinking Oh, were we friends?\Well?\What? Different from what you imagined?\It's almost otherworldly, huh?\Oh, uh, yeah!\What an unusual color!\We'll set up a tent and antenna down that way.\Okay! response:	Hey!
context: Well?\What? Different from what you imagined?\It's almost otherworldly, huh?\Oh, uh, yeah!\What an unusual color!\We'll set up a tent and antenna down that way.\Okay!\Hey! response:	How long are you gonna drag this out? Forget it.
context: What? Different from what you imagined?\It's almost otherworldly, huh?\Oh, uh, yeah!\What an unusual color!\We'll set up a tent and antenna down that way.\Okay!\Hey!\How long are you gonna drag this out? Forget it. response:	I don't like being treated this way.
context: It's almost otherworldly, huh?\Oh, uh, yeah!\What an unusual color!\We'll set up a tent and antenna down that way.\Okay!\Hey!\How long are you gonna drag this out? Forget it.\I don't like being treated this way. response:	But...
context: Oh, uh, yeah!\What an unusual color!\We'll set up a tent and antenna down that way.\Okay!\Hey!\How long are you gonna drag this out? Forget it.\I don't like being treated this way.\But... response:	Look, why do you think I came to Antarctica?
context: What an unusual color!\We'll set up a tent and antenna down that way.\Okay!\Hey!\How long are you gonna drag this out? Forget it.\I don't like being treated this way.\But...\Look, why do you think I came to Antarctica? response:	Because there's nothing here!
context: We'll set up a tent and antenna down that way.\Okay!\Hey!\How long are you gonna drag this out? Forget it.\I don't like being treated this way.\But...\Look, why do you think I came to Antarctica?\Because there's nothing here! response:	I wanted to go to an empty place with no one to tie me down!
context: Okay!\Hey!\How long are you gonna drag this out? Forget it.\I don't like being treated this way.\But...\Look, why do you think I came to Antarctica?\Because there's nothing here!\I wanted to go to an empty place with no one to tie me down! response:	Look, isn't it amazing?
context: Hey!\How long are you gonna drag this out? Forget it.\I don't like being treated this way.\But...\Look, why do you think I came to Antarctica?\Because there's nothing here!\I wanted to go to an empty place with no one to tie me down!\Look, isn't it amazing? response:	Glaciers! Strata! Water from melted snow!
context: How long are you gonna drag this out? Forget it.\I don't like being treated this way.\But...\Look, why do you think I came to Antarctica?\Because there's nothing here!\I wanted to go to an empty place with no one to tie me down!\Look, isn't it amazing?\Glaciers! Strata! Water from melted snow! response:	Colors and shapes I've never seen before!
context: I don't like being treated this way.\But...\Look, why do you think I came to Antarctica?\Because there's nothing here!\I wanted to go to an empty place with no one to tie me down!\Look, isn't it amazing?\Glaciers! Strata! Water from melted snow!\Colors and shapes I've never seen before! response:	We're in a place isolated from everything we know,
context: But...\Look, why do you think I came to Antarctica?\Because there's nothing here!\I wanted to go to an empty place with no one to tie me down!\Look, isn't it amazing?\Glaciers! Strata! Water from melted snow!\Colors and shapes I've never seen before!\We're in a place isolated from everything we know, response:	a completely different world from where we've been before.
context: Look, why do you think I came to Antarctica?\Because there's nothing here!\I wanted to go to an empty place with no one to tie me down!\Look, isn't it amazing?\Glaciers! Strata! Water from melted snow!\Colors and shapes I've never seen before!\We're in a place isolated from everything we know,\a completely different world from where we've been before. response:	That's what I came here to enjoy!
context: Because there's nothing here!\I wanted to go to an empty place with no one to tie me down!\Look, isn't it amazing?\Glaciers! Strata! Water from melted snow!\Colors and shapes I've never seen before!\We're in a place isolated from everything we know,\a completely different world from where we've been before.\That's what I came here to enjoy! response:	But it doesn't mean anything if you're all sad, right?
context: I wanted to go to an empty place with no one to tie me down!\Look, isn't it amazing?\Glaciers! Strata! Water from melted snow!\Colors and shapes I've never seen before!\We're in a place isolated from everything we know,\a completely different world from where we've been before.\That's what I came here to enjoy!\But it doesn't mean anything if you're all sad, right? response:	Got it. Then we'll forget it!
context: Look, isn't it amazing?\Glaciers! Strata! Water from melted snow!\Colors and shapes I've never seen before!\We're in a place isolated from everything we know,\a completely different world from where we've been before.\That's what I came here to enjoy!\But it doesn't mean anything if you're all sad, right?\Got it. Then we'll forget it! response:	First, we've got camping to do!
context: Glaciers! Strata! Water from melted snow!\Colors and shapes I've never seen before!\We're in a place isolated from everything we know,\a completely different world from where we've been before.\That's what I came here to enjoy!\But it doesn't mean anything if you're all sad, right?\Got it. Then we'll forget it!\First, we've got camping to do! response:	It's not a game!
context: Colors and shapes I've never seen before!\We're in a place isolated from everything we know,\a completely different world from where we've been before.\That's what I came here to enjoy!\But it doesn't mean anything if you're all sad, right?\Got it. Then we'll forget it!\First, we've got camping to do!\It's not a game! response:	Shirase?
context: We're in a place isolated from everything we know,\a completely different world from where we've been before.\That's what I came here to enjoy!\But it doesn't mean anything if you're all sad, right?\Got it. Then we'll forget it!\First, we've got camping to do!\It's not a game!\Shirase? response:	It does mean something.
context: a completely different world from where we've been before.\That's what I came here to enjoy!\But it doesn't mean anything if you're all sad, right?\Got it. Then we'll forget it!\First, we've got camping to do!\It's not a game!\Shirase?\It does mean something. response:	It absolutely does mean something!
context: That's what I came here to enjoy!\But it doesn't mean anything if you're all sad, right?\Got it. Then we'll forget it!\First, we've got camping to do!\It's not a game!\Shirase?\It does mean something.\It absolutely does mean something! response:	It's like a sci-fi movie, isn't it?
context: But it doesn't mean anything if you're all sad, right?\Got it. Then we'll forget it!\First, we've got camping to do!\It's not a game!\Shirase?\It does mean something.\It absolutely does mean something!\It's like a sci-fi movie, isn't it? response:	Want to drink the water? It's delicious.
context: Got it. Then we'll forget it!\First, we've got camping to do!\It's not a game!\Shirase?\It does mean something.\It absolutely does mean something!\It's like a sci-fi movie, isn't it?\Want to drink the water? It's delicious. response:	We can drink it?
context: First, we've got camping to do!\It's not a game!\Shirase?\It does mean something.\It absolutely does mean something!\It's like a sci-fi movie, isn't it?\Want to drink the water? It's delicious.\We can drink it? response:	In a way, it's the cleanest water on the planet.
context: It's not a game!\Shirase?\It does mean something.\It absolutely does mean something!\It's like a sci-fi movie, isn't it?\Want to drink the water? It's delicious.\We can drink it?\In a way, it's the cleanest water on the planet. response:	Hardly anyone's ever touched it,
context: Shirase?\It does mean something.\It absolutely does mean something!\It's like a sci-fi movie, isn't it?\Want to drink the water? It's delicious.\We can drink it?\In a way, it's the cleanest water on the planet.\Hardly anyone's ever touched it, response:	and it doesn't get warm enough to breed bacteria.
context: It does mean something.\It absolutely does mean something!\It's like a sci-fi movie, isn't it?\Want to drink the water? It's delicious.\We can drink it?\In a way, it's the cleanest water on the planet.\Hardly anyone's ever touched it,\and it doesn't get warm enough to breed bacteria. response:	I'm first!
context: It absolutely does mean something!\It's like a sci-fi movie, isn't it?\Want to drink the water? It's delicious.\We can drink it?\In a way, it's the cleanest water on the planet.\Hardly anyone's ever touched it,\and it doesn't get warm enough to breed bacteria.\I'm first! response:	No fair!
context: It's like a sci-fi movie, isn't it?\Want to drink the water? It's delicious.\We can drink it?\In a way, it's the cleanest water on the planet.\Hardly anyone's ever touched it,\and it doesn't get warm enough to breed bacteria.\I'm first!\No fair! response:	How is it?
context: Want to drink the water? It's delicious.\We can drink it?\In a way, it's the cleanest water on the planet.\Hardly anyone's ever touched it,\and it doesn't get warm enough to breed bacteria.\I'm first!\No fair!\How is it? response:	Delicious!
context: We can drink it?\In a way, it's the cleanest water on the planet.\Hardly anyone's ever touched it,\and it doesn't get warm enough to breed bacteria.\I'm first!\No fair!\How is it?\Delicious! response:	I want to try, too!
context: In a way, it's the cleanest water on the planet.\Hardly anyone's ever touched it,\and it doesn't get warm enough to breed bacteria.\I'm first!\No fair!\How is it?\Delicious!\I want to try, too! response:	You're right! It's delicious and cold!
context: Hardly anyone's ever touched it,\and it doesn't get warm enough to breed bacteria.\I'm first!\No fair!\How is it?\Delicious!\I want to try, too!\You're right! It's delicious and cold! response:	It really hits the spot!
context: and it doesn't get warm enough to breed bacteria.\I'm first!\No fair!\How is it?\Delicious!\I want to try, too!\You're right! It's delicious and cold!\It really hits the spot! response:	Want some, Shirase-chan?
context: I'm first!\No fair!\How is it?\Delicious!\I want to try, too!\You're right! It's delicious and cold!\It really hits the spot!\Want some, Shirase-chan? response:	Later.
context: No fair!\How is it?\Delicious!\I want to try, too!\You're right! It's delicious and cold!\It really hits the spot!\Want some, Shirase-chan?\Later. response:	We got through.
context: How is it?\Delicious!\I want to try, too!\You're right! It's delicious and cold!\It really hits the spot!\Want some, Shirase-chan?\Later.\We got through. response:	Talk.
context: Delicious!\I want to try, too!\You're right! It's delicious and cold!\It really hits the spot!\Want some, Shirase-chan?\Later.\We got through.\Talk. response:	Me?
context: I want to try, too!\You're right! It's delicious and cold!\It really hits the spot!\Want some, Shirase-chan?\Later.\We got through.\Talk.\Me? response:	U-Um... this is Kobuchizawa at RundvAgshetta.
context: You're right! It's delicious and cold!\It really hits the spot!\Want some, Shirase-chan?\Later.\We got through.\Talk.\Me?\U-Um... this is Kobuchizawa at RundvAgshetta. response:	Over.
context: It really hits the spot!\Want some, Shirase-chan?\Later.\We got through.\Talk.\Me?\U-Um... this is Kobuchizawa at RundvAgshetta.\Over. response:	This is Syowa. We read you loud and clear.
context: Want some, Shirase-chan?\Later.\We got through.\Talk.\Me?\U-Um... this is Kobuchizawa at RundvAgshetta.\Over.\This is Syowa. We read you loud and clear. response:	How is the scenery? Over.
context: Later.\We got through.\Talk.\Me?\U-Um... this is Kobuchizawa at RundvAgshetta.\Over.\This is Syowa. We read you loud and clear.\How is the scenery? Over. response:	Um... It's like we're surrounded by cake.
context: We got through.\Talk.\Me?\U-Um... this is Kobuchizawa at RundvAgshetta.\Over.\This is Syowa. We read you loud and clear.\How is the scenery? Over.\Um... It's like we're surrounded by cake. response:	Cake?
context: Talk.\Me?\U-Um... this is Kobuchizawa at RundvAgshetta.\Over.\This is Syowa. We read you loud and clear.\How is the scenery? Over.\Um... It's like we're surrounded by cake.\Cake? response:	Takako said the same thing.
context: Me?\U-Um... this is Kobuchizawa at RundvAgshetta.\Over.\This is Syowa. We read you loud and clear.\How is the scenery? Over.\Um... It's like we're surrounded by cake.\Cake?\Takako said the same thing. response:	The minute we got there, I want to eat chocolate cake!
context: U-Um... this is Kobuchizawa at RundvAgshetta.\Over.\This is Syowa. We read you loud and clear.\How is the scenery? Over.\Um... It's like we're surrounded by cake.\Cake?\Takako said the same thing.\The minute we got there, I want to eat chocolate cake! response:	My mother said that?
context: Over.\This is Syowa. We read you loud and clear.\How is the scenery? Over.\Um... It's like we're surrounded by cake.\Cake?\Takako said the same thing.\The minute we got there, I want to eat chocolate cake!\My mother said that? response:	It's the best natural water I've ever had!
context: This is Syowa. We read you loud and clear.\How is the scenery? Over.\Um... It's like we're surrounded by cake.\Cake?\Takako said the same thing.\The minute we got there, I want to eat chocolate cake!\My mother said that?\It's the best natural water I've ever had! response:	Like this?
context: How is the scenery? Over.\Um... It's like we're surrounded by cake.\Cake?\Takako said the same thing.\The minute we got there, I want to eat chocolate cake!\My mother said that?\It's the best natural water I've ever had!\Like this? response:	Perfect.
context: Um... It's like we're surrounded by cake.\Cake?\Takako said the same thing.\The minute we got there, I want to eat chocolate cake!\My mother said that?\It's the best natural water I've ever had!\Like this?\Perfect. response:	Kimari-san, you're good at the strangest things.
context: Cake?\Takako said the same thing.\The minute we got there, I want to eat chocolate cake!\My mother said that?\It's the best natural water I've ever had!\Like this?\Perfect.\Kimari-san, you're good at the strangest things. response:	That's not strange, is it?
context: Takako said the same thing.\The minute we got there, I want to eat chocolate cake!\My mother said that?\It's the best natural water I've ever had!\Like this?\Perfect.\Kimari-san, you're good at the strangest things.\That's not strange, is it? response:	Can they see this on the satellites?
context: The minute we got there, I want to eat chocolate cake!\My mother said that?\It's the best natural water I've ever had!\Like this?\Perfect.\Kimari-san, you're good at the strangest things.\That's not strange, is it?\Can they see this on the satellites? response:	Yes. We use these so they can check our location on the satellites.
context: My mother said that?\It's the best natural water I've ever had!\Like this?\Perfect.\Kimari-san, you're good at the strangest things.\That's not strange, is it?\Can they see this on the satellites?\Yes. We use these so they can check our location on the satellites. response:	It will definitely show up.
context: It's the best natural water I've ever had!\Like this?\Perfect.\Kimari-san, you're good at the strangest things.\That's not strange, is it?\Can they see this on the satellites?\Yes. We use these so they can check our location on the satellites.\It will definitely show up. response:	It's not taking it now.
context: Like this?\Perfect.\Kimari-san, you're good at the strangest things.\That's not strange, is it?\Can they see this on the satellites?\Yes. We use these so they can check our location on the satellites.\It will definitely show up.\It's not taking it now. response:	Yu-kun...
context: Perfect.\Kimari-san, you're good at the strangest things.\That's not strange, is it?\Can they see this on the satellites?\Yes. We use these so they can check our location on the satellites.\It will definitely show up.\It's not taking it now.\Yu-kun... response:	Yu-kun!
context: Kimari-san, you're good at the strangest things.\That's not strange, is it?\Can they see this on the satellites?\Yes. We use these so they can check our location on the satellites.\It will definitely show up.\It's not taking it now.\Yu-kun...\Yu-kun! response:	Um...
context: That's not strange, is it?\Can they see this on the satellites?\Yes. We use these so they can check our location on the satellites.\It will definitely show up.\It's not taking it now.\Yu-kun...\Yu-kun!\Um... response:	Don't let it bother you. She does this constantly.
context: Can they see this on the satellites?\Yes. We use these so they can check our location on the satellites.\It will definitely show up.\It's not taking it now.\Yu-kun...\Yu-kun!\Um...\Don't let it bother you. She does this constantly. response:	We even put a plate here. Someone's watching, huh?
context: Yes. We use these so they can check our location on the satellites.\It will definitely show up.\It's not taking it now.\Yu-kun...\Yu-kun!\Um...\Don't let it bother you. She does this constantly.\We even put a plate here. Someone's watching, huh? response:	It's nothing personal, okay?
context: It will definitely show up.\It's not taking it now.\Yu-kun...\Yu-kun!\Um...\Don't let it bother you. She does this constantly.\We even put a plate here. Someone's watching, huh?\It's nothing personal, okay? response:	What bliss!
context: It's not taking it now.\Yu-kun...\Yu-kun!\Um...\Don't let it bother you. She does this constantly.\We even put a plate here. Someone's watching, huh?\It's nothing personal, okay?\What bliss! response:	Especially since it's getting colder.
context: Yu-kun...\Yu-kun!\Um...\Don't let it bother you. She does this constantly.\We even put a plate here. Someone's watching, huh?\It's nothing personal, okay?\What bliss!\Especially since it's getting colder. response:	And now it's time for...
context: Yu-kun!\Um...\Don't let it bother you. She does this constantly.\We even put a plate here. Someone's watching, huh?\It's nothing personal, okay?\What bliss!\Especially since it's getting colder.\And now it's time for... response:	Ta-da!
context: Um...\Don't let it bother you. She does this constantly.\We even put a plate here. Someone's watching, huh?\It's nothing personal, okay?\What bliss!\Especially since it's getting colder.\And now it's time for...\Ta-da! response:	Next time we get hot water going, let's make tamagoyaki!
context: Don't let it bother you. She does this constantly.\We even put a plate here. Someone's watching, huh?\It's nothing personal, okay?\What bliss!\Especially since it's getting colder.\And now it's time for...\Ta-da!\Next time we get hot water going, let's make tamagoyaki! response:	You really like tamagoyaki, huh?
context: We even put a plate here. Someone's watching, huh?\It's nothing personal, okay?\What bliss!\Especially since it's getting colder.\And now it's time for...\Ta-da!\Next time we get hot water going, let's make tamagoyaki!\You really like tamagoyaki, huh? response:	She did eat a lot of it for breakfast in Singapore!
context: It's nothing personal, okay?\What bliss!\Especially since it's getting colder.\And now it's time for...\Ta-da!\Next time we get hot water going, let's make tamagoyaki!\You really like tamagoyaki, huh?\She did eat a lot of it for breakfast in Singapore! response:	Hinata.
context: What bliss!\Especially since it's getting colder.\And now it's time for...\Ta-da!\Next time we get hot water going, let's make tamagoyaki!\You really like tamagoyaki, huh?\She did eat a lot of it for breakfast in Singapore!\Hinata. response:	I'm going to collect water. Come with me.
context: Especially since it's getting colder.\And now it's time for...\Ta-da!\Next time we get hot water going, let's make tamagoyaki!\You really like tamagoyaki, huh?\She did eat a lot of it for breakfast in Singapore!\Hinata.\I'm going to collect water. Come with me. response:	We don't have enough? Sorry I used it all earlier...
context: And now it's time for...\Ta-da!\Next time we get hot water going, let's make tamagoyaki!\You really like tamagoyaki, huh?\She did eat a lot of it for breakfast in Singapore!\Hinata.\I'm going to collect water. Come with me.\We don't have enough? Sorry I used it all earlier... response:	Kimari-san.
context: Ta-da!\Next time we get hot water going, let's make tamagoyaki!\You really like tamagoyaki, huh?\She did eat a lot of it for breakfast in Singapore!\Hinata.\I'm going to collect water. Come with me.\We don't have enough? Sorry I used it all earlier...\Kimari-san. response:	Wow, it's freezing when the wind blows.
context: Next time we get hot water going, let's make tamagoyaki!\You really like tamagoyaki, huh?\She did eat a lot of it for breakfast in Singapore!\Hinata.\I'm going to collect water. Come with me.\We don't have enough? Sorry I used it all earlier...\Kimari-san.\Wow, it's freezing when the wind blows. response:	I could just die right now!
context: You really like tamagoyaki, huh?\She did eat a lot of it for breakfast in Singapore!\Hinata.\I'm going to collect water. Come with me.\We don't have enough? Sorry I used it all earlier...\Kimari-san.\Wow, it's freezing when the wind blows.\I could just die right now! response:	I've been thinking about what I'd do in your position.
context: She did eat a lot of it for breakfast in Singapore!\Hinata.\I'm going to collect water. Come with me.\We don't have enough? Sorry I used it all earlier...\Kimari-san.\Wow, it's freezing when the wind blows.\I could just die right now!\I've been thinking about what I'd do in your position. response:	We're sorry for leaving you all alone.
context: Hinata.\I'm going to collect water. Come with me.\We don't have enough? Sorry I used it all earlier...\Kimari-san.\Wow, it's freezing when the wind blows.\I could just die right now!\I've been thinking about what I'd do in your position.\We're sorry for leaving you all alone. response:	If someone had treated me so awfully,
context: I'm going to collect water. Come with me.\We don't have enough? Sorry I used it all earlier...\Kimari-san.\Wow, it's freezing when the wind blows.\I could just die right now!\I've been thinking about what I'd do in your position.\We're sorry for leaving you all alone.\If someone had treated me so awfully, response:	then called me up out of the blue, as though nothing happened,
context: We don't have enough? Sorry I used it all earlier...\Kimari-san.\Wow, it's freezing when the wind blows.\I could just die right now!\I've been thinking about what I'd do in your position.\We're sorry for leaving you all alone.\If someone had treated me so awfully,\then called me up out of the blue, as though nothing happened, response:	wanting to apologize for the permanent damage they'd done...
context: Kimari-san.\Wow, it's freezing when the wind blows.\I could just die right now!\I've been thinking about what I'd do in your position.\We're sorry for leaving you all alone.\If someone had treated me so awfully,\then called me up out of the blue, as though nothing happened,\wanting to apologize for the permanent damage they'd done... response:	Hey, look...
context: Wow, it's freezing when the wind blows.\I could just die right now!\I've been thinking about what I'd do in your position.\We're sorry for leaving you all alone.\If someone had treated me so awfully,\then called me up out of the blue, as though nothing happened,\wanting to apologize for the permanent damage they'd done...\Hey, look... response:	I couldn't be okay with it.
context: I could just die right now!\I've been thinking about what I'd do in your position.\We're sorry for leaving you all alone.\If someone had treated me so awfully,\then called me up out of the blue, as though nothing happened,\wanting to apologize for the permanent damage they'd done...\Hey, look...\I couldn't be okay with it. response:	I couldn't smile.
context: I've been thinking about what I'd do in your position.\We're sorry for leaving you all alone.\If someone had treated me so awfully,\then called me up out of the blue, as though nothing happened,\wanting to apologize for the permanent damage they'd done...\Hey, look...\I couldn't be okay with it.\I couldn't smile. response:	You're not me, though.
context: We're sorry for leaving you all alone.\If someone had treated me so awfully,\then called me up out of the blue, as though nothing happened,\wanting to apologize for the permanent damage they'd done...\Hey, look...\I couldn't be okay with it.\I couldn't smile.\You're not me, though. response:	I know, but...
context: If someone had treated me so awfully,\then called me up out of the blue, as though nothing happened,\wanting to apologize for the permanent damage they'd done...\Hey, look...\I couldn't be okay with it.\I couldn't smile.\You're not me, though.\I know, but... response:	I know, but...
context: then called me up out of the blue, as though nothing happened,\wanting to apologize for the permanent damage they'd done...\Hey, look...\I couldn't be okay with it.\I couldn't smile.\You're not me, though.\I know, but...\I know, but... response:	Shirase.
context: wanting to apologize for the permanent damage they'd done...\Hey, look...\I couldn't be okay with it.\I couldn't smile.\You're not me, though.\I know, but...\I know, but...\Shirase. response:	Take off your gloves.
context: Hey, look...\I couldn't be okay with it.\I couldn't smile.\You're not me, though.\I know, but...\I know, but...\Shirase.\Take off your gloves. response:	Hand them over.
context: I couldn't be okay with it.\I couldn't smile.\You're not me, though.\I know, but...\I know, but...\Shirase.\Take off your gloves.\Hand them over. response:	Your hands are enough.
context: I couldn't smile.\You're not me, though.\I know, but...\I know, but...\Shirase.\Take off your gloves.\Hand them over.\Your hands are enough. response:	Shirase, you're so annoying, the way you keep talking and talking.
context: You're not me, though.\I know, but...\I know, but...\Shirase.\Take off your gloves.\Hand them over.\Your hands are enough.\Shirase, you're so annoying, the way you keep talking and talking. response:	Thanks.
context: I know, but...\I know, but...\Shirase.\Take off your gloves.\Hand them over.\Your hands are enough.\Shirase, you're so annoying, the way you keep talking and talking.\Thanks. response:	I'm sorry. I guess I'm still scared.
context: I know, but...\Shirase.\Take off your gloves.\Hand them over.\Your hands are enough.\Shirase, you're so annoying, the way you keep talking and talking.\Thanks.\I'm sorry. I guess I'm still scared. response:	Hinata...
context: Shirase.\Take off your gloves.\Hand them over.\Your hands are enough.\Shirase, you're so annoying, the way you keep talking and talking.\Thanks.\I'm sorry. I guess I'm still scared.\Hinata... response:	I'm scared.
context: Take off your gloves.\Hand them over.\Your hands are enough.\Shirase, you're so annoying, the way you keep talking and talking.\Thanks.\I'm sorry. I guess I'm still scared.\Hinata...\I'm scared. response:	But we...
context: Hand them over.\Your hands are enough.\Shirase, you're so annoying, the way you keep talking and talking.\Thanks.\I'm sorry. I guess I'm still scared.\Hinata...\I'm scared.\But we... response:	I said your hands were enough, remember?
context: Your hands are enough.\Shirase, you're so annoying, the way you keep talking and talking.\Thanks.\I'm sorry. I guess I'm still scared.\Hinata...\I'm scared.\But we...\I said your hands were enough, remember? response:	Thanks for bringing me along.
context: Shirase, you're so annoying, the way you keep talking and talking.\Thanks.\I'm sorry. I guess I'm still scared.\Hinata...\I'm scared.\But we...\I said your hands were enough, remember?\Thanks for bringing me along. response:	Tamagoyaki's ready!
context: Thanks.\I'm sorry. I guess I'm still scared.\Hinata...\I'm scared.\But we...\I said your hands were enough, remember?\Thanks for bringing me along.\Tamagoyaki's ready! response:	Okay! We're on our way!
context: I'm sorry. I guess I'm still scared.\Hinata...\I'm scared.\But we...\I said your hands were enough, remember?\Thanks for bringing me along.\Tamagoyaki's ready!\Okay! We're on our way! response:	C'mon!
context: Hinata...\I'm scared.\But we...\I said your hands were enough, remember?\Thanks for bringing me along.\Tamagoyaki's ready!\Okay! We're on our way!\C'mon! response:	12/31 Choose Your Own New Year's Soba Tempura Mochi Plain
context: I'm scared.\But we...\I said your hands were enough, remember?\Thanks for bringing me along.\Tamagoyaki's ready!\Okay! We're on our way!\C'mon!\12/31 Choose Your Own New Year's Soba Tempura Mochi Plain response:	You suck! They're not supposed to be flat noodles!
context: But we...\I said your hands were enough, remember?\Thanks for bringing me along.\Tamagoyaki's ready!\Okay! We're on our way!\C'mon!\12/31 Choose Your Own New Year's Soba Tempura Mochi Plain\You suck! They're not supposed to be flat noodles! response:	They're thin enough!
context: I said your hands were enough, remember?\Thanks for bringing me along.\Tamagoyaki's ready!\Okay! We're on our way!\C'mon!\12/31 Choose Your Own New Year's Soba Tempura Mochi Plain\You suck! They're not supposed to be flat noodles!\They're thin enough! response:	Start from scratch.
context: Thanks for bringing me along.\Tamagoyaki's ready!\Okay! We're on our way!\C'mon!\12/31 Choose Your Own New Year's Soba Tempura Mochi Plain\You suck! They're not supposed to be flat noodles!\They're thin enough!\Start from scratch. response:	Really?!
context: Tamagoyaki's ready!\Okay! We're on our way!\C'mon!\12/31 Choose Your Own New Year's Soba Tempura Mochi Plain\You suck! They're not supposed to be flat noodles!\They're thin enough!\Start from scratch.\Really?! response:	Ready to roll in ten minutes.
context: Okay! We're on our way!\C'mon!\12/31 Choose Your Own New Year's Soba Tempura Mochi Plain\You suck! They're not supposed to be flat noodles!\They're thin enough!\Start from scratch.\Really?!\Ready to roll in ten minutes. response:	Understood!
context: C'mon!\12/31 Choose Your Own New Year's Soba Tempura Mochi Plain\You suck! They're not supposed to be flat noodles!\They're thin enough!\Start from scratch.\Really?!\Ready to roll in ten minutes.\Understood! response:	My sun tan never recovered...
context: 12/31 Choose Your Own New Year's Soba Tempura Mochi Plain\You suck! They're not supposed to be flat noodles!\They're thin enough!\Start from scratch.\Really?!\Ready to roll in ten minutes.\Understood!\My sun tan never recovered... response:	It's proof that you're enjoying Antarctica.
context: You suck! They're not supposed to be flat noodles!\They're thin enough!\Start from scratch.\Really?!\Ready to roll in ten minutes.\Understood!\My sun tan never recovered...\It's proof that you're enjoying Antarctica. response:	Hey.
context: They're thin enough!\Start from scratch.\Really?!\Ready to roll in ten minutes.\Understood!\My sun tan never recovered...\It's proof that you're enjoying Antarctica.\Hey. response:	Do you think I'll feel better if I forgive them?
context: Start from scratch.\Really?!\Ready to roll in ten minutes.\Understood!\My sun tan never recovered...\It's proof that you're enjoying Antarctica.\Hey.\Do you think I'll feel better if I forgive them? response:	You want to forgive them?
context: Really?!\Ready to roll in ten minutes.\Understood!\My sun tan never recovered...\It's proof that you're enjoying Antarctica.\Hey.\Do you think I'll feel better if I forgive them?\You want to forgive them? response:	If it would make me feel better, I might.
context: Ready to roll in ten minutes.\Understood!\My sun tan never recovered...\It's proof that you're enjoying Antarctica.\Hey.\Do you think I'll feel better if I forgive them?\You want to forgive them?\If it would make me feel better, I might. response:	But when I imagine them looking all relieved afterwords, it gets under my skin.
context: Understood!\My sun tan never recovered...\It's proof that you're enjoying Antarctica.\Hey.\Do you think I'll feel better if I forgive them?\You want to forgive them?\If it would make me feel better, I might.\But when I imagine them looking all relieved afterwords, it gets under my skin. response:	Piss off?
context: My sun tan never recovered...\It's proof that you're enjoying Antarctica.\Hey.\Do you think I'll feel better if I forgive them?\You want to forgive them?\If it would make me feel better, I might.\But when I imagine them looking all relieved afterwords, it gets under my skin.\Piss off? response:	Yeah.
