context: Agreement response:	I lost.
context: There is a species of bird that does not raise its own children,\but engages in brood parasitism.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\When the parents return, none the wiser, they work hard to feed and raise\the chicks of the bird that murdered their own offspring.\Ah, that's me. response:	Even if the cuckoo chick outgrows its surrogate parents,
context: but engages in brood parasitism.\The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\When the parents return, none the wiser, they work hard to feed and raise\the chicks of the bird that murdered their own offspring.\Ah, that's me.\Even if the cuckoo chick outgrows its surrogate parents, response:	they will continue to feed their chick.
context: The cuckoo lays its eggs in the nests of shrikes or meadow buntings.\The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\When the parents return, none the wiser, they work hard to feed and raise\the chicks of the bird that murdered their own offspring.\Ah, that's me.\Even if the cuckoo chick outgrows its surrogate parents,\they will continue to feed their chick. response:	That bird is me.
context: The hatched chick then tosses the original eggs out of the nest before they're hatched.\In this way, it takes over the nest.\When the parents return, none the wiser, they work hard to feed and raise\the chicks of the bird that murdered their own offspring.\Ah, that's me.\Even if the cuckoo chick outgrows its surrogate parents,\they will continue to feed their chick.\That bird is me. response:	You're really not going to high school?
context: In this way, it takes over the nest.\When the parents return, none the wiser, they work hard to feed and raise\the chicks of the bird that murdered their own offspring.\Ah, that's me.\Even if the cuckoo chick outgrows its surrogate parents,\they will continue to feed their chick.\That bird is me.\You're really not going to high school? response:	Yes.
context: When the parents return, none the wiser, they work hard to feed and raise\the chicks of the bird that murdered their own offspring.\Ah, that's me.\Even if the cuckoo chick outgrows its surrogate parents,\they will continue to feed their chick.\That bird is me.\You're really not going to high school?\Yes. response:	Are you sure that's what you want?
context: the chicks of the bird that murdered their own offspring.\Ah, that's me.\Even if the cuckoo chick outgrows its surrogate parents,\they will continue to feed their chick.\That bird is me.\You're really not going to high school?\Yes.\Are you sure that's what you want? response:	I think school is a place you go to in order to choose your future course.
context: Ah, that's me.\Even if the cuckoo chick outgrows its surrogate parents,\they will continue to feed their chick.\That bird is me.\You're really not going to high school?\Yes.\Are you sure that's what you want?\I think school is a place you go to in order to choose your future course. response:	So I don't think it's necessary for me anymore.
context: Even if the cuckoo chick outgrows its surrogate parents,\they will continue to feed their chick.\That bird is me.\You're really not going to high school?\Yes.\Are you sure that's what you want?\I think school is a place you go to in order to choose your future course.\So I don't think it's necessary for me anymore. response:	If I continue at this rate, this year, or if that proves impossible,
context: they will continue to feed their chick.\That bird is me.\You're really not going to high school?\Yes.\Are you sure that's what you want?\I think school is a place you go to in order to choose your future course.\So I don't think it's necessary for me anymore.\If I continue at this rate, this year, or if that proves impossible, response:	next year, I'll surpass the 3rd dan league and become a professional.
context: That bird is me.\You're really not going to high school?\Yes.\Are you sure that's what you want?\I think school is a place you go to in order to choose your future course.\So I don't think it's necessary for me anymore.\If I continue at this rate, this year, or if that proves impossible,\next year, I'll surpass the 3rd dan league and become a professional. response:	I want to focus on shogi.
context: You're really not going to high school?\Yes.\Are you sure that's what you want?\I think school is a place you go to in order to choose your future course.\So I don't think it's necessary for me anymore.\If I continue at this rate, this year, or if that proves impossible,\next year, I'll surpass the 3rd dan league and become a professional.\I want to focus on shogi. response:	After I become a professional, I'll do my best to improve my performance,
context: Yes.\Are you sure that's what you want?\I think school is a place you go to in order to choose your future course.\So I don't think it's necessary for me anymore.\If I continue at this rate, this year, or if that proves impossible,\next year, I'll surpass the 3rd dan league and become a professional.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance, response:	I'll leave that house.
context: Are you sure that's what you want?\I think school is a place you go to in order to choose your future course.\So I don't think it's necessary for me anymore.\If I continue at this rate, this year, or if that proves impossible,\next year, I'll surpass the 3rd dan league and become a professional.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I'll leave that house. response:	win tournaments and money, and save that money...
context: I think school is a place you go to in order to choose your future course.\So I don't think it's necessary for me anymore.\If I continue at this rate, this year, or if that proves impossible,\next year, I'll surpass the 3rd dan league and become a professional.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I'll leave that house.\win tournaments and money, and save that money... response:	I have to leave there as soon as possible.
context: So I don't think it's necessary for me anymore.\If I continue at this rate, this year, or if that proves impossible,\next year, I'll surpass the 3rd dan league and become a professional.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I'll leave that house.\win tournaments and money, and save that money...\I have to leave there as soon as possible. response:	so I can become independent.
context: If I continue at this rate, this year, or if that proves impossible,\next year, I'll surpass the 3rd dan league and become a professional.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I'll leave that house.\win tournaments and money, and save that money...\I have to leave there as soon as possible.\so I can become independent. response:	Before I devour the members of that family...
context: next year, I'll surpass the 3rd dan league and become a professional.\I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I'll leave that house.\win tournaments and money, and save that money...\I have to leave there as soon as possible.\so I can become independent.\Before I devour the members of that family... response:	I did it.
context: I want to focus on shogi.\After I become a professional, I'll do my best to improve my performance,\I'll leave that house.\win tournaments and money, and save that money...\I have to leave there as soon as possible.\so I can become independent.\Before I devour the members of that family...\I did it. response:	It's a little zig-zaggy...
context: After I become a professional, I'll do my best to improve my performance,\I'll leave that house.\win tournaments and money, and save that money...\I have to leave there as soon as possible.\so I can become independent.\Before I devour the members of that family...\I did it.\It's a little zig-zaggy... response:	Good. I can still wear it.
context: I'll leave that house.\win tournaments and money, and save that money...\I have to leave there as soon as possible.\so I can become independent.\Before I devour the members of that family...\I did it.\It's a little zig-zaggy...\Good. I can still wear it. response:	What is it, Rei? Are you cold?
context: win tournaments and money, and save that money...\I have to leave there as soon as possible.\so I can become independent.\Before I devour the members of that family...\I did it.\It's a little zig-zaggy...\Good. I can still wear it.\What is it, Rei? Are you cold? response:	I'm the cuckoo...
context: I have to leave there as soon as possible.\so I can become independent.\Before I devour the members of that family...\I did it.\It's a little zig-zaggy...\Good. I can still wear it.\What is it, Rei? Are you cold?\I'm the cuckoo... response:	I know. For now, put this on.
context: so I can become independent.\Before I devour the members of that family...\I did it.\It's a little zig-zaggy...\Good. I can still wear it.\What is it, Rei? Are you cold?\I'm the cuckoo...\I know. For now, put this on. response:	Sorry it's mine...
context: Before I devour the members of that family...\I did it.\It's a little zig-zaggy...\Good. I can still wear it.\What is it, Rei? Are you cold?\I'm the cuckoo...\I know. For now, put this on.\Sorry it's mine... response:	It's a little big on you.
context: I did it.\It's a little zig-zaggy...\Good. I can still wear it.\What is it, Rei? Are you cold?\I'm the cuckoo...\I know. For now, put this on.\Sorry it's mine...\It's a little big on you. response:	Th-That's okay. I'm happy to wear it.
context: It's a little zig-zaggy...\Good. I can still wear it.\What is it, Rei? Are you cold?\I'm the cuckoo...\I know. For now, put this on.\Sorry it's mine...\It's a little big on you.\Th-That's okay. I'm happy to wear it. response:	It's really warm.
context: Good. I can still wear it.\What is it, Rei? Are you cold?\I'm the cuckoo...\I know. For now, put this on.\Sorry it's mine...\It's a little big on you.\Th-That's okay. I'm happy to wear it.\It's really warm. response:	I hear them calling out a song of spring.
context: What is it, Rei? Are you cold?\I'm the cuckoo...\I know. For now, put this on.\Sorry it's mine...\It's a little big on you.\Th-That's okay. I'm happy to wear it.\It's really warm.\I hear them calling out a song of spring. response:	Thank you, Dad.
context: I'm the cuckoo...\I know. For now, put this on.\Sorry it's mine...\It's a little big on you.\Th-That's okay. I'm happy to wear it.\It's really warm.\I hear them calling out a song of spring.\Thank you, Dad. response:	And I think, that if I truly were a bird,
context: I know. For now, put this on.\Sorry it's mine...\It's a little big on you.\Th-That's okay. I'm happy to wear it.\It's really warm.\I hear them calling out a song of spring.\Thank you, Dad.\And I think, that if I truly were a bird, response:	then at least...
context: Sorry it's mine...\It's a little big on you.\Th-That's okay. I'm happy to wear it.\It's really warm.\I hear them calling out a song of spring.\Thank you, Dad.\And I think, that if I truly were a bird,\then at least... response:	I could have never known about this relentless pain.
context: It's a little big on you.\Th-That's okay. I'm happy to wear it.\It's really warm.\I hear them calling out a song of spring.\Thank you, Dad.\And I think, that if I truly were a bird,\then at least...\I could have never known about this relentless pain. response:	Over the Cuckoo's Nest
context: Th-That's okay. I'm happy to wear it.\It's really warm.\I hear them calling out a song of spring.\Thank you, Dad.\And I think, that if I truly were a bird,\then at least...\I could have never known about this relentless pain.\Over the Cuckoo's Nest response:	Next Episode Preview
context: It's really warm.\I hear them calling out a song of spring.\Thank you, Dad.\And I think, that if I truly were a bird,\then at least...\I could have never known about this relentless pain.\Over the Cuckoo's Nest\Next Episode Preview response:	Episode 6
context: I hear them calling out a song of spring.\Thank you, Dad.\And I think, that if I truly were a bird,\then at least...\I could have never known about this relentless pain.\Over the Cuckoo's Nest\Next Episode Preview\Episode 6 response:	I want to go somewhere.
context: Thank you, Dad.\And I think, that if I truly were a bird,\then at least...\I could have never known about this relentless pain.\Over the Cuckoo's Nest\Next Episode Preview\Episode 6\I want to go somewhere. response:	Chinatown! In Yokohama. We can get meat dumplings, or chili shrimp.
context: And I think, that if I truly were a bird,\then at least...\I could have never known about this relentless pain.\Over the Cuckoo's Nest\Next Episode Preview\Episode 6\I want to go somewhere.\Chinatown! In Yokohama. We can get meat dumplings, or chili shrimp. response:	How about a place with a beautiful beach, where we can relax?
context: then at least...\I could have never known about this relentless pain.\Over the Cuckoo's Nest\Next Episode Preview\Episode 6\I want to go somewhere.\Chinatown! In Yokohama. We can get meat dumplings, or chili shrimp.\How about a place with a beautiful beach, where we can relax? response:	Digging for sweet potatoes! And a soy sauce factory!
context: I could have never known about this relentless pain.\Over the Cuckoo's Nest\Next Episode Preview\Episode 6\I want to go somewhere.\Chinatown! In Yokohama. We can get meat dumplings, or chili shrimp.\How about a place with a beautiful beach, where we can relax?\Digging for sweet potatoes! And a soy sauce factory! response:	Let's soft-pedal it, and talk about it more indirectly. That's too straightforward.
context: Over the Cuckoo's Nest\Next Episode Preview\Episode 6\I want to go somewhere.\Chinatown! In Yokohama. We can get meat dumplings, or chili shrimp.\How about a place with a beautiful beach, where we can relax?\Digging for sweet potatoes! And a soy sauce factory!\Let's soft-pedal it, and talk about it more indirectly. That's too straightforward. response:	March... March Comes in Like a Lion.
context: Next Episode Preview\Episode 6\I want to go somewhere.\Chinatown! In Yokohama. We can get meat dumplings, or chili shrimp.\How about a place with a beautiful beach, where we can relax?\Digging for sweet potatoes! And a soy sauce factory!\Let's soft-pedal it, and talk about it more indirectly. That's too straightforward.\March... March Comes in Like a Lion. response:	Momo likes Bodoro more than lions!
