context: No! response:	Fate doesn't matter.
context: I can feel it rising up!\From the depths of the earth!\The energy of life itself!\Aquarion Evol!\In ancient alchemy, men and women boiling in one pot\represented each working together and covering for the weaknesses of the other.\The Elements are coming together in the bath,\fighting as one and covering each others' weaknesses. response:	Is that what you wanted from this special training, High Commander Fudo?
context: From the depths of the earth!\The energy of life itself!\Aquarion Evol!\In ancient alchemy, men and women boiling in one pot\represented each working together and covering for the weaknesses of the other.\The Elements are coming together in the bath,\fighting as one and covering each others' weaknesses.\Is that what you wanted from this special training, High Commander Fudo? response:	So that's why we're bathing together. But why the bananas?
context: The energy of life itself!\Aquarion Evol!\In ancient alchemy, men and women boiling in one pot\represented each working together and covering for the weaknesses of the other.\The Elements are coming together in the bath,\fighting as one and covering each others' weaknesses.\Is that what you wanted from this special training, High Commander Fudo?\So that's why we're bathing together. But why the bananas? response:	A bunch of bananas are a bunch of fruits that represent ripening!
context: Aquarion Evol!\In ancient alchemy, men and women boiling in one pot\represented each working together and covering for the weaknesses of the other.\The Elements are coming together in the bath,\fighting as one and covering each others' weaknesses.\Is that what you wanted from this special training, High Commander Fudo?\So that's why we're bathing together. But why the bananas?\A bunch of bananas are a bunch of fruits that represent ripening! response:	In the Garden of Atlandia, the Serpent that tempted Eve hid itself in a banana tree.
context: In ancient alchemy, men and women boiling in one pot\represented each working together and covering for the weaknesses of the other.\The Elements are coming together in the bath,\fighting as one and covering each others' weaknesses.\Is that what you wanted from this special training, High Commander Fudo?\So that's why we're bathing together. But why the bananas?\A bunch of bananas are a bunch of fruits that represent ripening!\In the Garden of Atlandia, the Serpent that tempted Eve hid itself in a banana tree. response:	The banana is the fruit of Paradise, and the fruit of the Sun.
context: represented each working together and covering for the weaknesses of the other.\The Elements are coming together in the bath,\fighting as one and covering each others' weaknesses.\Is that what you wanted from this special training, High Commander Fudo?\So that's why we're bathing together. But why the bananas?\A bunch of bananas are a bunch of fruits that represent ripening!\In the Garden of Atlandia, the Serpent that tempted Eve hid itself in a banana tree.\The banana is the fruit of Paradise, and the fruit of the Sun. response:	As it ripens, the banana rises up and faces the Sun!
context: The Elements are coming together in the bath,\fighting as one and covering each others' weaknesses.\Is that what you wanted from this special training, High Commander Fudo?\So that's why we're bathing together. But why the bananas?\A bunch of bananas are a bunch of fruits that represent ripening!\In the Garden of Atlandia, the Serpent that tempted Eve hid itself in a banana tree.\The banana is the fruit of Paradise, and the fruit of the Sun.\As it ripens, the banana rises up and faces the Sun! response:	This feels wonderful!
context: fighting as one and covering each others' weaknesses.\Is that what you wanted from this special training, High Commander Fudo?\So that's why we're bathing together. But why the bananas?\A bunch of bananas are a bunch of fruits that represent ripening!\In the Garden of Atlandia, the Serpent that tempted Eve hid itself in a banana tree.\The banana is the fruit of Paradise, and the fruit of the Sun.\As it ripens, the banana rises up and faces the Sun!\This feels wonderful! response:	I feel warmth all through my body!
context: Is that what you wanted from this special training, High Commander Fudo?\So that's why we're bathing together. But why the bananas?\A bunch of bananas are a bunch of fruits that represent ripening!\In the Garden of Atlandia, the Serpent that tempted Eve hid itself in a banana tree.\The banana is the fruit of Paradise, and the fruit of the Sun.\As it ripens, the banana rises up and faces the Sun!\This feels wonderful!\I feel warmth all through my body! response:	Let's warm up!
context: So that's why we're bathing together. But why the bananas?\A bunch of bananas are a bunch of fruits that represent ripening!\In the Garden of Atlandia, the Serpent that tempted Eve hid itself in a banana tree.\The banana is the fruit of Paradise, and the fruit of the Sun.\As it ripens, the banana rises up and faces the Sun!\This feels wonderful!\I feel warmth all through my body!\Let's warm up! response:	Aquarion...
context: A bunch of bananas are a bunch of fruits that represent ripening!\In the Garden of Atlandia, the Serpent that tempted Eve hid itself in a banana tree.\The banana is the fruit of Paradise, and the fruit of the Sun.\As it ripens, the banana rises up and faces the Sun!\This feels wonderful!\I feel warmth all through my body!\Let's warm up!\Aquarion... response:	has shed its peel.
context: In the Garden of Atlandia, the Serpent that tempted Eve hid itself in a banana tree.\The banana is the fruit of Paradise, and the fruit of the Sun.\As it ripens, the banana rises up and faces the Sun!\This feels wonderful!\I feel warmth all through my body!\Let's warm up!\Aquarion...\has shed its peel. response:	Cluster Infinity Punch!
context: The banana is the fruit of Paradise, and the fruit of the Sun.\As it ripens, the banana rises up and faces the Sun!\This feels wonderful!\I feel warmth all through my body!\Let's warm up!\Aquarion...\has shed its peel.\Cluster Infinity Punch! response:	Break him!
context: As it ripens, the banana rises up and faces the Sun!\This feels wonderful!\I feel warmth all through my body!\Let's warm up!\Aquarion...\has shed its peel.\Cluster Infinity Punch!\Break him! response:	They did it!
context: This feels wonderful!\I feel warmth all through my body!\Let's warm up!\Aquarion...\has shed its peel.\Cluster Infinity Punch!\Break him!\They did it! response:	Fill the hole... in your heart...
context: I feel warmth all through my body!\Let's warm up!\Aquarion...\has shed its peel.\Cluster Infinity Punch!\Break him!\They did it!\Fill the hole... in your heart... response:	I've found a fragment of the Wings of the Sun.
context: Let's warm up!\Aquarion...\has shed its peel.\Cluster Infinity Punch!\Break him!\They did it!\Fill the hole... in your heart...\I've found a fragment of the Wings of the Sun. response:	But the better part of them are elsewhere.
context: Aquarion...\has shed its peel.\Cluster Infinity Punch!\Break him!\They did it!\Fill the hole... in your heart...\I've found a fragment of the Wings of the Sun.\But the better part of them are elsewhere. response:	You can have as many fruits of the Sun as you wish.
context: has shed its peel.\Cluster Infinity Punch!\Break him!\They did it!\Fill the hole... in your heart...\I've found a fragment of the Wings of the Sun.\But the better part of them are elsewhere.\You can have as many fruits of the Sun as you wish. response:	But as for the Wings of the Sun...
context: Cluster Infinity Punch!\Break him!\They did it!\Fill the hole... in your heart...\I've found a fragment of the Wings of the Sun.\But the better part of them are elsewhere.\You can have as many fruits of the Sun as you wish.\But as for the Wings of the Sun... response:	Morning, Amata!
context: Break him!\They did it!\Fill the hole... in your heart...\I've found a fragment of the Wings of the Sun.\But the better part of them are elsewhere.\You can have as many fruits of the Sun as you wish.\But as for the Wings of the Sun...\Morning, Amata! response:	Morning...
context: They did it!\Fill the hole... in your heart...\I've found a fragment of the Wings of the Sun.\But the better part of them are elsewhere.\You can have as many fruits of the Sun as you wish.\But as for the Wings of the Sun...\Morning, Amata!\Morning... response:	Um, Zessica?
context: Fill the hole... in your heart...\I've found a fragment of the Wings of the Sun.\But the better part of them are elsewhere.\You can have as many fruits of the Sun as you wish.\But as for the Wings of the Sun...\Morning, Amata!\Morning...\Um, Zessica? response:	Zessica, what are you wearing?
context: I've found a fragment of the Wings of the Sun.\But the better part of them are elsewhere.\You can have as many fruits of the Sun as you wish.\But as for the Wings of the Sun...\Morning, Amata!\Morning...\Um, Zessica?\Zessica, what are you wearing? response:	What happened?
context: But the better part of them are elsewhere.\You can have as many fruits of the Sun as you wish.\But as for the Wings of the Sun...\Morning, Amata!\Morning...\Um, Zessica?\Zessica, what are you wearing?\What happened? response:	I just had a change of heart.
context: You can have as many fruits of the Sun as you wish.\But as for the Wings of the Sun...\Morning, Amata!\Morning...\Um, Zessica?\Zessica, what are you wearing?\What happened?\I just had a change of heart. response:	Oh, I forgot to tell you...
context: But as for the Wings of the Sun...\Morning, Amata!\Morning...\Um, Zessica?\Zessica, what are you wearing?\What happened?\I just had a change of heart.\Oh, I forgot to tell you... response:	Amata rejected me.
context: Morning, Amata!\Morning...\Um, Zessica?\Zessica, what are you wearing?\What happened?\I just had a change of heart.\Oh, I forgot to tell you...\Amata rejected me. response:	But that's okay.
context: Morning...\Um, Zessica?\Zessica, what are you wearing?\What happened?\I just had a change of heart.\Oh, I forgot to tell you...\Amata rejected me.\But that's okay. response:	If love ripens, Aquarion goes nuts, you know.
context: Um, Zessica?\Zessica, what are you wearing?\What happened?\I just had a change of heart.\Oh, I forgot to tell you...\Amata rejected me.\But that's okay.\If love ripens, Aquarion goes nuts, you know. response:	I'll keep loving Amata, even if he never loves me back.
context: Zessica, what are you wearing?\What happened?\I just had a change of heart.\Oh, I forgot to tell you...\Amata rejected me.\But that's okay.\If love ripens, Aquarion goes nuts, you know.\I'll keep loving Amata, even if he never loves me back. response:	Who was I back then?
context: What happened?\I just had a change of heart.\Oh, I forgot to tell you...\Amata rejected me.\But that's okay.\If love ripens, Aquarion goes nuts, you know.\I'll keep loving Amata, even if he never loves me back.\Who was I back then? response:	A strong-willed and confident fighter!
context: I just had a change of heart.\Oh, I forgot to tell you...\Amata rejected me.\But that's okay.\If love ripens, Aquarion goes nuts, you know.\I'll keep loving Amata, even if he never loves me back.\Who was I back then?\A strong-willed and confident fighter! response:	A strong-willed...
context: Oh, I forgot to tell you...\Amata rejected me.\But that's okay.\If love ripens, Aquarion goes nuts, you know.\I'll keep loving Amata, even if he never loves me back.\Who was I back then?\A strong-willed and confident fighter!\A strong-willed... response:	I don't know! I don't understand!
context: Amata rejected me.\But that's okay.\If love ripens, Aquarion goes nuts, you know.\I'll keep loving Amata, even if he never loves me back.\Who was I back then?\A strong-willed and confident fighter!\A strong-willed...\I don't know! I don't understand! response:	Rise Up, Life
context: But that's okay.\If love ripens, Aquarion goes nuts, you know.\I'll keep loving Amata, even if he never loves me back.\Who was I back then?\A strong-willed and confident fighter!\A strong-willed...\I don't know! I don't understand!\Rise Up, Life response:	Next Time
context: If love ripens, Aquarion goes nuts, you know.\I'll keep loving Amata, even if he never loves me back.\Who was I back then?\A strong-willed and confident fighter!\A strong-willed...\I don't know! I don't understand!\Rise Up, Life\Next Time response:	Rare Igura
context: I'll keep loving Amata, even if he never loves me back.\Who was I back then?\A strong-willed and confident fighter!\A strong-willed...\I don't know! I don't understand!\Rise Up, Life\Next Time\Rare Igura response:	zetsubouteki ni kimi wa kirei sa
context: Who was I back then?\A strong-willed and confident fighter!\A strong-willed...\I don't know! I don't understand!\Rise Up, Life\Next Time\Rare Igura\zetsubouteki ni kimi wa kirei sa response:	hanten suru sekai no kattou ni aishiaou
context: A strong-willed and confident fighter!\A strong-willed...\I don't know! I don't understand!\Rise Up, Life\Next Time\Rare Igura\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou response:	bokura ga miteru sekai wa itsudemo sakasama de
context: A strong-willed...\I don't know! I don't understand!\Rise Up, Life\Next Time\Rare Igura\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de response:	doushiyou mo nai koto de taigai kimatteku
context: I don't know! I don't understand!\Rise Up, Life\Next Time\Rare Igura\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku response:	namida suru hodo kizu tsuku hitomi
context: Rise Up, Life\Next Time\Rare Igura\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi response:	kokoro de sakebi nagara
context: Next Time\Rare Igura\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara response:	tada atteitai saigo no futari masarenai mama
context: Rare Igura\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama response:	byouyomi ga kikoetekuru
context: zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru response:	zetsubouteki ni kimi wa kirei sa
context: hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa response:	sutareyuku doubutsu mitai ni aishiaou
context: bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou response:	nakitai kurai kimi wa kirei sa
context: doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa response:	hanten suru sekai no kattou ni kanjitai yo
context: namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo response:	You're so beautiful it's depressing
context: kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing response:	Let's love one another amidst the chaos in this backwards world
context: tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world response:	This world of ours moves in reverse
context: byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse response:	controlled by forces we can't even touch
context: zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch response:	There is pain in your eyes so deep I want to cry
context: sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry response:	Screaming from my heart
context: nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart response:	The last couple who desire each other cannot be together
context: hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together response:	And time is running out
context: You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out response:	You're so beautiful it's depressing
context: Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing response:	Let's love one another like abandoned animals
context: This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals response:	You're so beautiful I want to cry
context: controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry response:	Let's love one another amidst the chaos in this backwards world
context: There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world response:	kimi he tsuzuku sakamichi ni
context: Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni response:	shiroi hana ga saiteta
context: The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta response:	yume kara sameta ato mo kanashii sora miteta
context: And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta response:	kono kimochi happa no ue ni susunderu
context: You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu response:	asatsuyu wo ochiru oto ni mimi wo sumaseteru no
context: Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no response:	kamisama anata ga tsukutta sekai wa kanpeki ja nai
context: You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai response:	koko de wa mainichi koi ga boroboro shindeku
context: Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku response:	hajimete suki ni natta no wo anata wa shiranai deshou
context: kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou response:	chikyuu no uragawa de ii kara soba ni ite hoshikatta
context: shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta response:	watashi wo wasuretemo ii kara soba ni ite hoshikatta
context: yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta response:	There were white flowers growing
context: kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing response:	on the road on the hill that leads to you
context: asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you response:	When I woke from the dream, the sky still looked sad
context: kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad response:	My feelings drift on a leaf in the wind
context: koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind response:	I'm straining my ears for the sound of the dew falling
context: hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling response:	God in Heaven, this world You made is far from perfect
context: chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect response:	Down here, love is shattered day by day
context: watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day response:	You don't know what it's like to fall in love for the first time
context: There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time response:	Let it be on the other end of the world, but I wanted to be with him
context: on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him response:	Even if You were to forget me, I wanted to be with him
context: When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him response:	kimi he tsuzuku sakamichi ni
context: My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni response:	shiroi hana ga saiteta
context: I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta response:	yume kara sameta ato mo kanashii sora miteta
context: God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta response:	kono kimochi happa no ue ni susunderu
context: Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu response:	asatsuyu wo ochiru oto ni mimi wo sumaseteru no
context: You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no response:	kamisama anata ga tsukutta sekai wa kanpeki ja nai
context: Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai response:	koko de wa mainichi koi ga boroboro shindeku
context: Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku response:	hajimete suki ni natta no wo anata wa shiranai deshou
context: kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou response:	chikyuu no uragawa de ii kara soba ni ite hoshikatta
context: shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta response:	watashi wo wasuretemo ii kara soba ni ite hoshikatta
context: yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta response:	There were white flowers growing
context: kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing response:	on the road on the hill that leads to you
