context: Take this! response:	Bring it on!
context: Even in the face of the oncoming grief\You know, yesterday...\I had another dream about Onii-chan.\He was smiling.\There were white flappy things blowing in the wind.\White flappy things?\I don't really know.\It was somewhere close to the sky, I think. response:	Onii-chan called me, Komari.
context: You know, yesterday...\I had another dream about Onii-chan.\He was smiling.\There were white flappy things blowing in the wind.\White flappy things?\I don't really know.\It was somewhere close to the sky, I think.\Onii-chan called me, Komari. response:	And when I woke up, his voice echoed in my ears.
context: I had another dream about Onii-chan.\He was smiling.\There were white flappy things blowing in the wind.\White flappy things?\I don't really know.\It was somewhere close to the sky, I think.\Onii-chan called me, Komari.\And when I woke up, his voice echoed in my ears. response:	He might be looking for me somewhere.
context: He was smiling.\There were white flappy things blowing in the wind.\White flappy things?\I don't really know.\It was somewhere close to the sky, I think.\Onii-chan called me, Komari.\And when I woke up, his voice echoed in my ears.\He might be looking for me somewhere. response:	Maybe that's why he's calling me in my dreams.
context: There were white flappy things blowing in the wind.\White flappy things?\I don't really know.\It was somewhere close to the sky, I think.\Onii-chan called me, Komari.\And when I woke up, his voice echoed in my ears.\He might be looking for me somewhere.\Maybe that's why he's calling me in my dreams. response:	White flappy things...
context: White flappy things?\I don't really know.\It was somewhere close to the sky, I think.\Onii-chan called me, Komari.\And when I woke up, his voice echoed in my ears.\He might be looking for me somewhere.\Maybe that's why he's calling me in my dreams.\White flappy things... response:	Somewhere close to the sky...
context: I don't really know.\It was somewhere close to the sky, I think.\Onii-chan called me, Komari.\And when I woke up, his voice echoed in my ears.\He might be looking for me somewhere.\Maybe that's why he's calling me in my dreams.\White flappy things...\Somewhere close to the sky... response:	A hospital?
context: It was somewhere close to the sky, I think.\Onii-chan called me, Komari.\And when I woke up, his voice echoed in my ears.\He might be looking for me somewhere.\Maybe that's why he's calling me in my dreams.\White flappy things...\Somewhere close to the sky...\A hospital? response:	What's wrong?
context: Onii-chan called me, Komari.\And when I woke up, his voice echoed in my ears.\He might be looking for me somewhere.\Maybe that's why he's calling me in my dreams.\White flappy things...\Somewhere close to the sky...\A hospital?\What's wrong? response:	Komari-san's brother might have been in a hospital.
context: And when I woke up, his voice echoed in my ears.\He might be looking for me somewhere.\Maybe that's why he's calling me in my dreams.\White flappy things...\Somewhere close to the sky...\A hospital?\What's wrong?\Komari-san's brother might have been in a hospital. response:	And...
context: He might be looking for me somewhere.\Maybe that's why he's calling me in my dreams.\White flappy things...\Somewhere close to the sky...\A hospital?\What's wrong?\Komari-san's brother might have been in a hospital.\And... response:	he passed away.
context: Maybe that's why he's calling me in my dreams.\White flappy things...\Somewhere close to the sky...\A hospital?\What's wrong?\Komari-san's brother might have been in a hospital.\And...\he passed away. response:	No! He has to be alive!
context: White flappy things...\Somewhere close to the sky...\A hospital?\What's wrong?\Komari-san's brother might have been in a hospital.\And...\he passed away.\No! He has to be alive! response:	It'd be great if he were...
context: Somewhere close to the sky...\A hospital?\What's wrong?\Komari-san's brother might have been in a hospital.\And...\he passed away.\No! He has to be alive!\It'd be great if he were... response:	Riki, is there some way we can find him?
context: A hospital?\What's wrong?\Komari-san's brother might have been in a hospital.\And...\he passed away.\No! He has to be alive!\It'd be great if he were...\Riki, is there some way we can find him? response:	Kojirou-san, I'm coming in.
context: What's wrong?\Komari-san's brother might have been in a hospital.\And...\he passed away.\No! He has to be alive!\It'd be great if he were...\Riki, is there some way we can find him?\Kojirou-san, I'm coming in. response:	Get out!
context: Komari-san's brother might have been in a hospital.\And...\he passed away.\No! He has to be alive!\It'd be great if he were...\Riki, is there some way we can find him?\Kojirou-san, I'm coming in.\Get out! response:	Oh, it's just you, kid?
context: And...\he passed away.\No! He has to be alive!\It'd be great if he were...\Riki, is there some way we can find him?\Kojirou-san, I'm coming in.\Get out!\Oh, it's just you, kid? response:	You don't need to yell.
context: he passed away.\No! He has to be alive!\It'd be great if he were...\Riki, is there some way we can find him?\Kojirou-san, I'm coming in.\Get out!\Oh, it's just you, kid?\You don't need to yell. response:	Who wouldn't yell at a rude kid entering without permission?
context: No! He has to be alive!\It'd be great if he were...\Riki, is there some way we can find him?\Kojirou-san, I'm coming in.\Get out!\Oh, it's just you, kid?\You don't need to yell.\Who wouldn't yell at a rude kid entering without permission? response:	But I knocked...
context: It'd be great if he were...\Riki, is there some way we can find him?\Kojirou-san, I'm coming in.\Get out!\Oh, it's just you, kid?\You don't need to yell.\Who wouldn't yell at a rude kid entering without permission?\But I knocked... response:	Go back out and do it again.
context: Riki, is there some way we can find him?\Kojirou-san, I'm coming in.\Get out!\Oh, it's just you, kid?\You don't need to yell.\Who wouldn't yell at a rude kid entering without permission?\But I knocked...\Go back out and do it again. response:	Ask for permission with a loud, enthusiastic voice.
context: Kojirou-san, I'm coming in.\Get out!\Oh, it's just you, kid?\You don't need to yell.\Who wouldn't yell at a rude kid entering without permission?\But I knocked...\Go back out and do it again.\Ask for permission with a loud, enthusiastic voice. response:	If you sound like a punk, even better.
context: Get out!\Oh, it's just you, kid?\You don't need to yell.\Who wouldn't yell at a rude kid entering without permission?\But I knocked...\Go back out and do it again.\Ask for permission with a loud, enthusiastic voice.\If you sound like a punk, even better. response:	Yo! Naoe Riki here!
context: Oh, it's just you, kid?\You don't need to yell.\Who wouldn't yell at a rude kid entering without permission?\But I knocked...\Go back out and do it again.\Ask for permission with a loud, enthusiastic voice.\If you sound like a punk, even better.\Yo! Naoe Riki here! response:	I'm here to see Kojirou-san!
context: You don't need to yell.\Who wouldn't yell at a rude kid entering without permission?\But I knocked...\Go back out and do it again.\Ask for permission with a loud, enthusiastic voice.\If you sound like a punk, even better.\Yo! Naoe Riki here!\I'm here to see Kojirou-san! response:	Alright! Come in!
context: Who wouldn't yell at a rude kid entering without permission?\But I knocked...\Go back out and do it again.\Ask for permission with a loud, enthusiastic voice.\If you sound like a punk, even better.\Yo! Naoe Riki here!\I'm here to see Kojirou-san!\Alright! Come in! response:	Roger!
context: But I knocked...\Go back out and do it again.\Ask for permission with a loud, enthusiastic voice.\If you sound like a punk, even better.\Yo! Naoe Riki here!\I'm here to see Kojirou-san!\Alright! Come in!\Roger! response:	I'm just an old man trying to make the most of what little time he still has.
context: Go back out and do it again.\Ask for permission with a loud, enthusiastic voice.\If you sound like a punk, even better.\Yo! Naoe Riki here!\I'm here to see Kojirou-san!\Alright! Come in!\Roger!\I'm just an old man trying to make the most of what little time he still has. response:	Don't take it too hard, kid.
context: Ask for permission with a loud, enthusiastic voice.\If you sound like a punk, even better.\Yo! Naoe Riki here!\I'm here to see Kojirou-san!\Alright! Come in!\Roger!\I'm just an old man trying to make the most of what little time he still has.\Don't take it too hard, kid. response:	So, what do you want?
context: If you sound like a punk, even better.\Yo! Naoe Riki here!\I'm here to see Kojirou-san!\Alright! Come in!\Roger!\I'm just an old man trying to make the most of what little time he still has.\Don't take it too hard, kid.\So, what do you want? response:	You wouldn't come here unless you wanted something.
context: Yo! Naoe Riki here!\I'm here to see Kojirou-san!\Alright! Come in!\Roger!\I'm just an old man trying to make the most of what little time he still has.\Don't take it too hard, kid.\So, what do you want?\You wouldn't come here unless you wanted something. response:	I know it's not my place to ask,
context: I'm here to see Kojirou-san!\Alright! Come in!\Roger!\I'm just an old man trying to make the most of what little time he still has.\Don't take it too hard, kid.\So, what do you want?\You wouldn't come here unless you wanted something.\I know it's not my place to ask, response:	but I'd like to know about Komari-san's brother.
context: Alright! Come in!\Roger!\I'm just an old man trying to make the most of what little time he still has.\Don't take it too hard, kid.\So, what do you want?\You wouldn't come here unless you wanted something.\I know it's not my place to ask,\but I'd like to know about Komari-san's brother. response:	You know something about him right, Kojirou-san?
context: Roger!\I'm just an old man trying to make the most of what little time he still has.\Don't take it too hard, kid.\So, what do you want?\You wouldn't come here unless you wanted something.\I know it's not my place to ask,\but I'd like to know about Komari-san's brother.\You know something about him right, Kojirou-san? response:	Komari-san often dreams about her brother.
context: I'm just an old man trying to make the most of what little time he still has.\Don't take it too hard, kid.\So, what do you want?\You wouldn't come here unless you wanted something.\I know it's not my place to ask,\but I'd like to know about Komari-san's brother.\You know something about him right, Kojirou-san?\Komari-san often dreams about her brother. response:	She wants to see him.
context: Don't take it too hard, kid.\So, what do you want?\You wouldn't come here unless you wanted something.\I know it's not my place to ask,\but I'd like to know about Komari-san's brother.\You know something about him right, Kojirou-san?\Komari-san often dreams about her brother.\She wants to see him. response:	If she really has a brother, and he's still alive, I want to look for him.
context: So, what do you want?\You wouldn't come here unless you wanted something.\I know it's not my place to ask,\but I'd like to know about Komari-san's brother.\You know something about him right, Kojirou-san?\Komari-san often dreams about her brother.\She wants to see him.\If she really has a brother, and he's still alive, I want to look for him. response:	How much do you know, kid?
context: You wouldn't come here unless you wanted something.\I know it's not my place to ask,\but I'd like to know about Komari-san's brother.\You know something about him right, Kojirou-san?\Komari-san often dreams about her brother.\She wants to see him.\If she really has a brother, and he's still alive, I want to look for him.\How much do you know, kid? response:	Nothing.
context: I know it's not my place to ask,\but I'd like to know about Komari-san's brother.\You know something about him right, Kojirou-san?\Komari-san often dreams about her brother.\She wants to see him.\If she really has a brother, and he's still alive, I want to look for him.\How much do you know, kid?\Nothing. response:	But I think her brother was in a hospital.
context: but I'd like to know about Komari-san's brother.\You know something about him right, Kojirou-san?\Komari-san often dreams about her brother.\She wants to see him.\If she really has a brother, and he's still alive, I want to look for him.\How much do you know, kid?\Nothing.\But I think her brother was in a hospital. response:	Well, you're right.
context: You know something about him right, Kojirou-san?\Komari-san often dreams about her brother.\She wants to see him.\If she really has a brother, and he's still alive, I want to look for him.\How much do you know, kid?\Nothing.\But I think her brother was in a hospital.\Well, you're right. response:	As for where he is now, it's probably exactly where you think.
context: Komari-san often dreams about her brother.\She wants to see him.\If she really has a brother, and he's still alive, I want to look for him.\How much do you know, kid?\Nothing.\But I think her brother was in a hospital.\Well, you're right.\As for where he is now, it's probably exactly where you think. response:	Do me a favor and don't tell the girl.
context: She wants to see him.\If she really has a brother, and he's still alive, I want to look for him.\How much do you know, kid?\Nothing.\But I think her brother was in a hospital.\Well, you're right.\As for where he is now, it's probably exactly where you think.\Do me a favor and don't tell the girl. response:	Alright.
context: If she really has a brother, and he's still alive, I want to look for him.\How much do you know, kid?\Nothing.\But I think her brother was in a hospital.\Well, you're right.\As for where he is now, it's probably exactly where you think.\Do me a favor and don't tell the girl.\Alright. response:	If you really care about her, don't pry any deeper.
context: How much do you know, kid?\Nothing.\But I think her brother was in a hospital.\Well, you're right.\As for where he is now, it's probably exactly where you think.\Do me a favor and don't tell the girl.\Alright.\If you really care about her, don't pry any deeper. response:	But why hasn't anyone told Komari-san
context: Nothing.\But I think her brother was in a hospital.\Well, you're right.\As for where he is now, it's probably exactly where you think.\Do me a favor and don't tell the girl.\Alright.\If you really care about her, don't pry any deeper.\But why hasn't anyone told Komari-san response:	I told you not to pry.
context: But I think her brother was in a hospital.\Well, you're right.\As for where he is now, it's probably exactly where you think.\Do me a favor and don't tell the girl.\Alright.\If you really care about her, don't pry any deeper.\But why hasn't anyone told Komari-san\I told you not to pry. response:	I'm sorry.
context: Well, you're right.\As for where he is now, it's probably exactly where you think.\Do me a favor and don't tell the girl.\Alright.\If you really care about her, don't pry any deeper.\But why hasn't anyone told Komari-san\I told you not to pry.\I'm sorry. response:	I can't tell you any more.
context: As for where he is now, it's probably exactly where you think.\Do me a favor and don't tell the girl.\Alright.\If you really care about her, don't pry any deeper.\But why hasn't anyone told Komari-san\I told you not to pry.\I'm sorry.\I can't tell you any more. response:	Consider what I've told you thanks for cleaning my room the other day.
context: Do me a favor and don't tell the girl.\Alright.\If you really care about her, don't pry any deeper.\But why hasn't anyone told Komari-san\I told you not to pry.\I'm sorry.\I can't tell you any more.\Consider what I've told you thanks for cleaning my room the other day. response:	Thank you very much.
context: Alright.\If you really care about her, don't pry any deeper.\But why hasn't anyone told Komari-san\I told you not to pry.\I'm sorry.\I can't tell you any more.\Consider what I've told you thanks for cleaning my room the other day.\Thank you very much. response:	Next time I come, I won't ask about this.
context: If you really care about her, don't pry any deeper.\But why hasn't anyone told Komari-san\I told you not to pry.\I'm sorry.\I can't tell you any more.\Consider what I've told you thanks for cleaning my room the other day.\Thank you very much.\Next time I come, I won't ask about this. response:	Muscles...
context: But why hasn't anyone told Komari-san\I told you not to pry.\I'm sorry.\I can't tell you any more.\Consider what I've told you thanks for cleaning my room the other day.\Thank you very much.\Next time I come, I won't ask about this.\Muscles... response:	Yay...
context: I told you not to pry.\I'm sorry.\I can't tell you any more.\Consider what I've told you thanks for cleaning my room the other day.\Thank you very much.\Next time I come, I won't ask about this.\Muscles...\Yay... response:	So Komari-san's brother really did pass away.
context: I'm sorry.\I can't tell you any more.\Consider what I've told you thanks for cleaning my room the other day.\Thank you very much.\Next time I come, I won't ask about this.\Muscles...\Yay...\So Komari-san's brother really did pass away. response:	But why doesn't Komari-san remember anything about him,
context: I can't tell you any more.\Consider what I've told you thanks for cleaning my room the other day.\Thank you very much.\Next time I come, I won't ask about this.\Muscles...\Yay...\So Komari-san's brother really did pass away.\But why doesn't Komari-san remember anything about him, response:	and why hasn't anyone told her that he died?
context: Consider what I've told you thanks for cleaning my room the other day.\Thank you very much.\Next time I come, I won't ask about this.\Muscles...\Yay...\So Komari-san's brother really did pass away.\But why doesn't Komari-san remember anything about him,\and why hasn't anyone told her that he died? response:	Because she'd be sad?
context: Thank you very much.\Next time I come, I won't ask about this.\Muscles...\Yay...\So Komari-san's brother really did pass away.\But why doesn't Komari-san remember anything about him,\and why hasn't anyone told her that he died?\Because she'd be sad? response:	That can't be the only reason.
context: Next time I come, I won't ask about this.\Muscles...\Yay...\So Komari-san's brother really did pass away.\But why doesn't Komari-san remember anything about him,\and why hasn't anyone told her that he died?\Because she'd be sad?\That can't be the only reason. response:	They're hiding something.
context: Muscles...\Yay...\So Komari-san's brother really did pass away.\But why doesn't Komari-san remember anything about him,\and why hasn't anyone told her that he died?\Because she'd be sad?\That can't be the only reason.\They're hiding something. response:	A secret from Komari-san.
context: Yay...\So Komari-san's brother really did pass away.\But why doesn't Komari-san remember anything about him,\and why hasn't anyone told her that he died?\Because she'd be sad?\That can't be the only reason.\They're hiding something.\A secret from Komari-san. response:	Huh?
context: So Komari-san's brother really did pass away.\But why doesn't Komari-san remember anything about him,\and why hasn't anyone told her that he died?\Because she'd be sad?\That can't be the only reason.\They're hiding something.\A secret from Komari-san.\Huh? response:	I was just hungry!
context: But why doesn't Komari-san remember anything about him,\and why hasn't anyone told her that he died?\Because she'd be sad?\That can't be the only reason.\They're hiding something.\A secret from Komari-san.\Huh?\I was just hungry! response:	Komari-san?
context: and why hasn't anyone told her that he died?\Because she'd be sad?\That can't be the only reason.\They're hiding something.\A secret from Komari-san.\Huh?\I was just hungry!\Komari-san? response:	No!
context: Because she'd be sad?\That can't be the only reason.\They're hiding something.\A secret from Komari-san.\Huh?\I was just hungry!\Komari-san?\No! response:	I'm not Komari, but I am Komari,
context: That can't be the only reason.\They're hiding something.\A secret from Komari-san.\Huh?\I was just hungry!\Komari-san?\No!\I'm not Komari, but I am Komari, response:	but I'm a different Komari...
context: They're hiding something.\A secret from Komari-san.\Huh?\I was just hungry!\Komari-san?\No!\I'm not Komari, but I am Komari,\but I'm a different Komari... response:	Wait, maybe I should calm down first.
context: A secret from Komari-san.\Huh?\I was just hungry!\Komari-san?\No!\I'm not Komari, but I am Komari,\but I'm a different Komari...\Wait, maybe I should calm down first. response:	You scared me there.
context: Huh?\I was just hungry!\Komari-san?\No!\I'm not Komari, but I am Komari,\but I'm a different Komari...\Wait, maybe I should calm down first.\You scared me there. response:	I thought I was going to be in trouble.
context: I was just hungry!\Komari-san?\No!\I'm not Komari, but I am Komari,\but I'm a different Komari...\Wait, maybe I should calm down first.\You scared me there.\I thought I was going to be in trouble. response:	I accidentally fooled you completely.
context: Komari-san?\No!\I'm not Komari, but I am Komari,\but I'm a different Komari...\Wait, maybe I should calm down first.\You scared me there.\I thought I was going to be in trouble.\I accidentally fooled you completely. response:	You didn't fool me completely, though.
context: No!\I'm not Komari, but I am Komari,\but I'm a different Komari...\Wait, maybe I should calm down first.\You scared me there.\I thought I was going to be in trouble.\I accidentally fooled you completely.\You didn't fool me completely, though. response:	Why are you outside?
context: I'm not Komari, but I am Komari,\but I'm a different Komari...\Wait, maybe I should calm down first.\You scared me there.\I thought I was going to be in trouble.\I accidentally fooled you completely.\You didn't fool me completely, though.\Why are you outside? response:	To get some more snacks.
context: but I'm a different Komari...\Wait, maybe I should calm down first.\You scared me there.\I thought I was going to be in trouble.\I accidentally fooled you completely.\You didn't fool me completely, though.\Why are you outside?\To get some more snacks. response:	I'm going to stay awake until morning with some crackers and chips.
context: Wait, maybe I should calm down first.\You scared me there.\I thought I was going to be in trouble.\I accidentally fooled you completely.\You didn't fool me completely, though.\Why are you outside?\To get some more snacks.\I'm going to stay awake until morning with some crackers and chips. response:	Until morning?
context: You scared me there.\I thought I was going to be in trouble.\I accidentally fooled you completely.\You didn't fool me completely, though.\Why are you outside?\To get some more snacks.\I'm going to stay awake until morning with some crackers and chips.\Until morning? response:	There's a meteor shower tonight.
context: I thought I was going to be in trouble.\I accidentally fooled you completely.\You didn't fool me completely, though.\Why are you outside?\To get some more snacks.\I'm going to stay awake until morning with some crackers and chips.\Until morning?\There's a meteor shower tonight. response:	I think I can see it from my window too.
context: I accidentally fooled you completely.\You didn't fool me completely, though.\Why are you outside?\To get some more snacks.\I'm going to stay awake until morning with some crackers and chips.\Until morning?\There's a meteor shower tonight.\I think I can see it from my window too. response:	Oh, I know!
context: You didn't fool me completely, though.\Why are you outside?\To get some more snacks.\I'm going to stay awake until morning with some crackers and chips.\Until morning?\There's a meteor shower tonight.\I think I can see it from my window too.\Oh, I know! response:	If you want to join me, we can watch it there!
context: Why are you outside?\To get some more snacks.\I'm going to stay awake until morning with some crackers and chips.\Until morning?\There's a meteor shower tonight.\I think I can see it from my window too.\Oh, I know!\If you want to join me, we can watch it there! response:	Let's watch some shooting stars!
context: To get some more snacks.\I'm going to stay awake until morning with some crackers and chips.\Until morning?\There's a meteor shower tonight.\I think I can see it from my window too.\Oh, I know!\If you want to join me, we can watch it there!\Let's watch some shooting stars! response:	From somewhere close to the stars!
context: I'm going to stay awake until morning with some crackers and chips.\Until morning?\There's a meteor shower tonight.\I think I can see it from my window too.\Oh, I know!\If you want to join me, we can watch it there!\Let's watch some shooting stars!\From somewhere close to the stars! response:	The view here is incredible.
context: Until morning?\There's a meteor shower tonight.\I think I can see it from my window too.\Oh, I know!\If you want to join me, we can watch it there!\Let's watch some shooting stars!\From somewhere close to the stars!\The view here is incredible. response:	It's like the city is part of the stars in the sky!
context: There's a meteor shower tonight.\I think I can see it from my window too.\Oh, I know!\If you want to join me, we can watch it there!\Let's watch some shooting stars!\From somewhere close to the stars!\The view here is incredible.\It's like the city is part of the stars in the sky! response:	It's something you can see anywhere,
context: I think I can see it from my window too.\Oh, I know!\If you want to join me, we can watch it there!\Let's watch some shooting stars!\From somewhere close to the stars!\The view here is incredible.\It's like the city is part of the stars in the sky!\It's something you can see anywhere, response:	but when you say that, it really does look like part of it.
context: Oh, I know!\If you want to join me, we can watch it there!\Let's watch some shooting stars!\From somewhere close to the stars!\The view here is incredible.\It's like the city is part of the stars in the sky!\It's something you can see anywhere,\but when you say that, it really does look like part of it. response:	Did you know?
context: If you want to join me, we can watch it there!\Let's watch some shooting stars!\From somewhere close to the stars!\The view here is incredible.\It's like the city is part of the stars in the sky!\It's something you can see anywhere,\but when you say that, it really does look like part of it.\Did you know? response:	When you see a shooting star, if you make a wish three times, it'll come true.
context: Let's watch some shooting stars!\From somewhere close to the stars!\The view here is incredible.\It's like the city is part of the stars in the sky!\It's something you can see anywhere,\but when you say that, it really does look like part of it.\Did you know?\When you see a shooting star, if you make a wish three times, it'll come true. response:	A wish?
context: From somewhere close to the stars!\The view here is incredible.\It's like the city is part of the stars in the sky!\It's something you can see anywhere,\but when you say that, it really does look like part of it.\Did you know?\When you see a shooting star, if you make a wish three times, it'll come true.\A wish? response:	It doesn't look like it's started yet.
context: The view here is incredible.\It's like the city is part of the stars in the sky!\It's something you can see anywhere,\but when you say that, it really does look like part of it.\Did you know?\When you see a shooting star, if you make a wish three times, it'll come true.\A wish?\It doesn't look like it's started yet. response:	I'm not a very lucky person, so it's all up to your luck, Komari-san.
context: It's like the city is part of the stars in the sky!\It's something you can see anywhere,\but when you say that, it really does look like part of it.\Did you know?\When you see a shooting star, if you make a wish three times, it'll come true.\A wish?\It doesn't look like it's started yet.\I'm not a very lucky person, so it's all up to your luck, Komari-san. response:	What should I wish on for a shooting star to fall?
context: It's something you can see anywhere,\but when you say that, it really does look like part of it.\Did you know?\When you see a shooting star, if you make a wish three times, it'll come true.\A wish?\It doesn't look like it's started yet.\I'm not a very lucky person, so it's all up to your luck, Komari-san.\What should I wish on for a shooting star to fall? response:	Did I say something funny?
context: but when you say that, it really does look like part of it.\Did you know?\When you see a shooting star, if you make a wish three times, it'll come true.\A wish?\It doesn't look like it's started yet.\I'm not a very lucky person, so it's all up to your luck, Komari-san.\What should I wish on for a shooting star to fall?\Did I say something funny? response:	No, it's just that we thought the same thing.
context: Did you know?\When you see a shooting star, if you make a wish three times, it'll come true.\A wish?\It doesn't look like it's started yet.\I'm not a very lucky person, so it's all up to your luck, Komari-san.\What should I wish on for a shooting star to fall?\Did I say something funny?\No, it's just that we thought the same thing. response:	What should I wish on for a shooting star to fall?
context: When you see a shooting star, if you make a wish three times, it'll come true.\A wish?\It doesn't look like it's started yet.\I'm not a very lucky person, so it's all up to your luck, Komari-san.\What should I wish on for a shooting star to fall?\Did I say something funny?\No, it's just that we thought the same thing.\What should I wish on for a shooting star to fall? response:	Since we're already here, why don't we go somewhere higher?
context: A wish?\It doesn't look like it's started yet.\I'm not a very lucky person, so it's all up to your luck, Komari-san.\What should I wish on for a shooting star to fall?\Did I say something funny?\No, it's just that we thought the same thing.\What should I wish on for a shooting star to fall?\Since we're already here, why don't we go somewhere higher? response:	If I go up first, you'll see them.
context: It doesn't look like it's started yet.\I'm not a very lucky person, so it's all up to your luck, Komari-san.\What should I wish on for a shooting star to fall?\Did I say something funny?\No, it's just that we thought the same thing.\What should I wish on for a shooting star to fall?\Since we're already here, why don't we go somewhere higher?\If I go up first, you'll see them. response:	And it's a bear today...
context: I'm not a very lucky person, so it's all up to your luck, Komari-san.\What should I wish on for a shooting star to fall?\Did I say something funny?\No, it's just that we thought the same thing.\What should I wish on for a shooting star to fall?\Since we're already here, why don't we go somewhere higher?\If I go up first, you'll see them.\And it's a bear today... response:	I-It's not that I like wearing kiddy panties!
context: What should I wish on for a shooting star to fall?\Did I say something funny?\No, it's just that we thought the same thing.\What should I wish on for a shooting star to fall?\Since we're already here, why don't we go somewhere higher?\If I go up first, you'll see them.\And it's a bear today...\I-It's not that I like wearing kiddy panties! response:	I just happened to wear a bear today and a flower yesterday...
context: Did I say something funny?\No, it's just that we thought the same thing.\What should I wish on for a shooting star to fall?\Since we're already here, why don't we go somewhere higher?\If I go up first, you'll see them.\And it's a bear today...\I-It's not that I like wearing kiddy panties!\I just happened to wear a bear today and a flower yesterday... response:	I wore grown-up ones the day before that...
context: No, it's just that we thought the same thing.\What should I wish on for a shooting star to fall?\Since we're already here, why don't we go somewhere higher?\If I go up first, you'll see them.\And it's a bear today...\I-It's not that I like wearing kiddy panties!\I just happened to wear a bear today and a flower yesterday...\I wore grown-up ones the day before that... response:	I didn't ask anything.
context: What should I wish on for a shooting star to fall?\Since we're already here, why don't we go somewhere higher?\If I go up first, you'll see them.\And it's a bear today...\I-It's not that I like wearing kiddy panties!\I just happened to wear a bear today and a flower yesterday...\I wore grown-up ones the day before that...\I didn't ask anything. response:	What if I cover my eyes?
context: Since we're already here, why don't we go somewhere higher?\If I go up first, you'll see them.\And it's a bear today...\I-It's not that I like wearing kiddy panties!\I just happened to wear a bear today and a flower yesterday...\I wore grown-up ones the day before that...\I didn't ask anything.\What if I cover my eyes? response:	Is this okay?
context: If I go up first, you'll see them.\And it's a bear today...\I-It's not that I like wearing kiddy panties!\I just happened to wear a bear today and a flower yesterday...\I wore grown-up ones the day before that...\I didn't ask anything.\What if I cover my eyes?\Is this okay? response:	Okay. Don't look.
context: And it's a bear today...\I-It's not that I like wearing kiddy panties!\I just happened to wear a bear today and a flower yesterday...\I wore grown-up ones the day before that...\I didn't ask anything.\What if I cover my eyes?\Is this okay?\Okay. Don't look. response:	Wow, this is high.
context: I-It's not that I like wearing kiddy panties!\I just happened to wear a bear today and a flower yesterday...\I wore grown-up ones the day before that...\I didn't ask anything.\What if I cover my eyes?\Is this okay?\Okay. Don't look.\Wow, this is high. response:	This will be the best place to see them.
context: I just happened to wear a bear today and a flower yesterday...\I wore grown-up ones the day before that...\I didn't ask anything.\What if I cover my eyes?\Is this okay?\Okay. Don't look.\Wow, this is high.\This will be the best place to see them. response:	Have some black cossee.
context: I wore grown-up ones the day before that...\I didn't ask anything.\What if I cover my eyes?\Is this okay?\Okay. Don't look.\Wow, this is high.\This will be the best place to see them.\Have some black cossee. response:	They didn't have any seaweed'n' salt ones, so I got some lightly salted ones.
context: I didn't ask anything.\What if I cover my eyes?\Is this okay?\Okay. Don't look.\Wow, this is high.\This will be the best place to see them.\Have some black cossee.\They didn't have any seaweed'n' salt ones, so I got some lightly salted ones. response:	Thanks.
context: What if I cover my eyes?\Is this okay?\Okay. Don't look.\Wow, this is high.\This will be the best place to see them.\Have some black cossee.\They didn't have any seaweed'n' salt ones, so I got some lightly salted ones.\Thanks. response:	Let's munch down on these while watching the shooting stars.
context: Is this okay?\Okay. Don't look.\Wow, this is high.\This will be the best place to see them.\Have some black cossee.\They didn't have any seaweed'n' salt ones, so I got some lightly salted ones.\Thanks.\Let's munch down on these while watching the shooting stars. response:	This'll be my first time seeing a shooting star.
context: Okay. Don't look.\Wow, this is high.\This will be the best place to see them.\Have some black cossee.\They didn't have any seaweed'n' salt ones, so I got some lightly salted ones.\Thanks.\Let's munch down on these while watching the shooting stars.\This'll be my first time seeing a shooting star. response:	I was never even interested in seeing one before.
context: Wow, this is high.\This will be the best place to see them.\Have some black cossee.\They didn't have any seaweed'n' salt ones, so I got some lightly salted ones.\Thanks.\Let's munch down on these while watching the shooting stars.\This'll be my first time seeing a shooting star.\I was never even interested in seeing one before. response:	I think you're really good at finding things like this.
context: This will be the best place to see them.\Have some black cossee.\They didn't have any seaweed'n' salt ones, so I got some lightly salted ones.\Thanks.\Let's munch down on these while watching the shooting stars.\This'll be my first time seeing a shooting star.\I was never even interested in seeing one before.\I think you're really good at finding things like this. response:	Things like what?
context: Have some black cossee.\They didn't have any seaweed'n' salt ones, so I got some lightly salted ones.\Thanks.\Let's munch down on these while watching the shooting stars.\This'll be my first time seeing a shooting star.\I was never even interested in seeing one before.\I think you're really good at finding things like this.\Things like what? response:	Wonderful things.
context: They didn't have any seaweed'n' salt ones, so I got some lightly salted ones.\Thanks.\Let's munch down on these while watching the shooting stars.\This'll be my first time seeing a shooting star.\I was never even interested in seeing one before.\I think you're really good at finding things like this.\Things like what?\Wonderful things. response:	I think you can see more things than normal people can.
context: Thanks.\Let's munch down on these while watching the shooting stars.\This'll be my first time seeing a shooting star.\I was never even interested in seeing one before.\I think you're really good at finding things like this.\Things like what?\Wonderful things.\I think you can see more things than normal people can. response:	I'm normal.
context: Let's munch down on these while watching the shooting stars.\This'll be my first time seeing a shooting star.\I was never even interested in seeing one before.\I think you're really good at finding things like this.\Things like what?\Wonderful things.\I think you can see more things than normal people can.\I'm normal. response:	I think your eyes can see more than normal too, if you tried.
