context: Interesting. response:	Wow.
context: Yeah! Purple!\No, you probably shouldn't draw that.\If you really have to draw it, don't use the color pens!\Draw black laces!\No, come on! Strawberries!\Take the middle and add a leopard pattern!\What the hell?\Thanks for the wait, masters. response:	One Moe Moe Omelet Rice, but with a special service added.
context: No, you probably shouldn't draw that.\If you really have to draw it, don't use the color pens!\Draw black laces!\No, come on! Strawberries!\Take the middle and add a leopard pattern!\What the hell?\Thanks for the wait, masters.\One Moe Moe Omelet Rice, but with a special service added. response:	TLnote:'Annoying' can be written with the kanji for'Flies of May'
context: If you really have to draw it, don't use the color pens!\Draw black laces!\No, come on! Strawberries!\Take the middle and add a leopard pattern!\What the hell?\Thanks for the wait, masters.\One Moe Moe Omelet Rice, but with a special service added.\TLnote:'Annoying' can be written with the kanji for'Flies of May' response:	Flies...?
context: Draw black laces!\No, come on! Strawberries!\Take the middle and add a leopard pattern!\What the hell?\Thanks for the wait, masters.\One Moe Moe Omelet Rice, but with a special service added.\TLnote:'Annoying' can be written with the kanji for'Flies of May'\Flies...? response:	May?
context: No, come on! Strawberries!\Take the middle and add a leopard pattern!\What the hell?\Thanks for the wait, masters.\One Moe Moe Omelet Rice, but with a special service added.\TLnote:'Annoying' can be written with the kanji for'Flies of May'\Flies...?\May? response:	Flies of May?
context: Take the middle and add a leopard pattern!\What the hell?\Thanks for the wait, masters.\One Moe Moe Omelet Rice, but with a special service added.\TLnote:'Annoying' can be written with the kanji for'Flies of May'\Flies...?\May?\Flies of May? response:	It always impresses me how hardworking she is.
context: What the hell?\Thanks for the wait, masters.\One Moe Moe Omelet Rice, but with a special service added.\TLnote:'Annoying' can be written with the kanji for'Flies of May'\Flies...?\May?\Flies of May?\It always impresses me how hardworking she is. response:	She was lifting dumbells the other day during her break while reading a textbook.
context: Thanks for the wait, masters.\One Moe Moe Omelet Rice, but with a special service added.\TLnote:'Annoying' can be written with the kanji for'Flies of May'\Flies...?\May?\Flies of May?\It always impresses me how hardworking she is.\She was lifting dumbells the other day during her break while reading a textbook. response:	Anyway, she's definitely reliable and level-headed.
context: One Moe Moe Omelet Rice, but with a special service added.\TLnote:'Annoying' can be written with the kanji for'Flies of May'\Flies...?\May?\Flies of May?\It always impresses me how hardworking she is.\She was lifting dumbells the other day during her break while reading a textbook.\Anyway, she's definitely reliable and level-headed. response:	She was also quick on the uptake when learning this job, too.
context: TLnote:'Annoying' can be written with the kanji for'Flies of May'\Flies...?\May?\Flies of May?\It always impresses me how hardworking she is.\She was lifting dumbells the other day during her break while reading a textbook.\Anyway, she's definitely reliable and level-headed.\She was also quick on the uptake when learning this job, too. response:	To be blunt, I hated her at the beginning.
context: Flies...?\May?\Flies of May?\It always impresses me how hardworking she is.\She was lifting dumbells the other day during her break while reading a textbook.\Anyway, she's definitely reliable and level-headed.\She was also quick on the uptake when learning this job, too.\To be blunt, I hated her at the beginning. response:	I don't know what happened in her family or whatever, but it pissed me off because she was being treated so well.
context: May?\Flies of May?\It always impresses me how hardworking she is.\She was lifting dumbells the other day during her break while reading a textbook.\Anyway, she's definitely reliable and level-headed.\She was also quick on the uptake when learning this job, too.\To be blunt, I hated her at the beginning.\I don't know what happened in her family or whatever, but it pissed me off because she was being treated so well. response:	But she carries heavy things for us, and more importantly,
context: Flies of May?\It always impresses me how hardworking she is.\She was lifting dumbells the other day during her break while reading a textbook.\Anyway, she's definitely reliable and level-headed.\She was also quick on the uptake when learning this job, too.\To be blunt, I hated her at the beginning.\I don't know what happened in her family or whatever, but it pissed me off because she was being treated so well.\But she carries heavy things for us, and more importantly, response:	If it requires muscle power, just leave it to me!
context: It always impresses me how hardworking she is.\She was lifting dumbells the other day during her break while reading a textbook.\Anyway, she's definitely reliable and level-headed.\She was also quick on the uptake when learning this job, too.\To be blunt, I hated her at the beginning.\I don't know what happened in her family or whatever, but it pissed me off because she was being treated so well.\But she carries heavy things for us, and more importantly,\If it requires muscle power, just leave it to me! response:	if a bad master happens to go unpleasant...
context: She was lifting dumbells the other day during her break while reading a textbook.\Anyway, she's definitely reliable and level-headed.\She was also quick on the uptake when learning this job, too.\To be blunt, I hated her at the beginning.\I don't know what happened in her family or whatever, but it pissed me off because she was being treated so well.\But she carries heavy things for us, and more importantly,\If it requires muscle power, just leave it to me!\if a bad master happens to go unpleasant... response:	Could you let her off the hook please, Master?
context: Anyway, she's definitely reliable and level-headed.\She was also quick on the uptake when learning this job, too.\To be blunt, I hated her at the beginning.\I don't know what happened in her family or whatever, but it pissed me off because she was being treated so well.\But she carries heavy things for us, and more importantly,\If it requires muscle power, just leave it to me!\if a bad master happens to go unpleasant...\Could you let her off the hook please, Master? response:	And the masters love it!
context: She was also quick on the uptake when learning this job, too.\To be blunt, I hated her at the beginning.\I don't know what happened in her family or whatever, but it pissed me off because she was being treated so well.\But she carries heavy things for us, and more importantly,\If it requires muscle power, just leave it to me!\if a bad master happens to go unpleasant...\Could you let her off the hook please, Master?\And the masters love it! response:	So I figured she wasn't all that bad.
context: To be blunt, I hated her at the beginning.\I don't know what happened in her family or whatever, but it pissed me off because she was being treated so well.\But she carries heavy things for us, and more importantly,\If it requires muscle power, just leave it to me!\if a bad master happens to go unpleasant...\Could you let her off the hook please, Master?\And the masters love it!\So I figured she wasn't all that bad. response:	Convenient to have her around, too.
context: I don't know what happened in her family or whatever, but it pissed me off because she was being treated so well.\But she carries heavy things for us, and more importantly,\If it requires muscle power, just leave it to me!\if a bad master happens to go unpleasant...\Could you let her off the hook please, Master?\And the masters love it!\So I figured she wasn't all that bad.\Convenient to have her around, too. response:	Onii-tan?
context: But she carries heavy things for us, and more importantly,\If it requires muscle power, just leave it to me!\if a bad master happens to go unpleasant...\Could you let her off the hook please, Master?\And the masters love it!\So I figured she wasn't all that bad.\Convenient to have her around, too.\Onii-tan? response:	You're really scheming, Honoka.
context: If it requires muscle power, just leave it to me!\if a bad master happens to go unpleasant...\Could you let her off the hook please, Master?\And the masters love it!\So I figured she wasn't all that bad.\Convenient to have her around, too.\Onii-tan?\You're really scheming, Honoka. response:	-chan?
context: if a bad master happens to go unpleasant...\Could you let her off the hook please, Master?\And the masters love it!\So I figured she wasn't all that bad.\Convenient to have her around, too.\Onii-tan?\You're really scheming, Honoka.\-chan? response:	-san?
context: Could you let her off the hook please, Master?\And the masters love it!\So I figured she wasn't all that bad.\Convenient to have her around, too.\Onii-tan?\You're really scheming, Honoka.\-chan?\-san? response:	Three varieties?
context: And the masters love it!\So I figured she wasn't all that bad.\Convenient to have her around, too.\Onii-tan?\You're really scheming, Honoka.\-chan?\-san?\Three varieties? response:	What are you looking at?
context: So I figured she wasn't all that bad.\Convenient to have her around, too.\Onii-tan?\You're really scheming, Honoka.\-chan?\-san?\Three varieties?\What are you looking at? response:	Just making an observation.
context: Convenient to have her around, too.\Onii-tan?\You're really scheming, Honoka.\-chan?\-san?\Three varieties?\What are you looking at?\Just making an observation. response:	Was wondering what color you'd be.
context: Onii-tan?\You're really scheming, Honoka.\-chan?\-san?\Three varieties?\What are you looking at?\Just making an observation.\Was wondering what color you'd be. response:	I told you, just pick whatever!
context: You're really scheming, Honoka.\-chan?\-san?\Three varieties?\What are you looking at?\Just making an observation.\Was wondering what color you'd be.\I told you, just pick whatever! response:	Anything other than'transparent'.
context: -chan?\-san?\Three varieties?\What are you looking at?\Just making an observation.\Was wondering what color you'd be.\I told you, just pick whatever!\Anything other than'transparent'. response:	I guess your mind is filled with'Onii-tan' right now?
context: -san?\Three varieties?\What are you looking at?\Just making an observation.\Was wondering what color you'd be.\I told you, just pick whatever!\Anything other than'transparent'.\I guess your mind is filled with'Onii-tan' right now? response:	Shush.
context: Three varieties?\What are you looking at?\Just making an observation.\Was wondering what color you'd be.\I told you, just pick whatever!\Anything other than'transparent'.\I guess your mind is filled with'Onii-tan' right now?\Shush. response:	Don't you have a little sister?
context: What are you looking at?\Just making an observation.\Was wondering what color you'd be.\I told you, just pick whatever!\Anything other than'transparent'.\I guess your mind is filled with'Onii-tan' right now?\Shush.\Don't you have a little sister? response:	Shouldn't it be easy for you to come up with the right image?
context: Just making an observation.\Was wondering what color you'd be.\I told you, just pick whatever!\Anything other than'transparent'.\I guess your mind is filled with'Onii-tan' right now?\Shush.\Don't you have a little sister?\Shouldn't it be easy for you to come up with the right image? response:	Mine doesn't say things like'Onii-tan'.
context: Was wondering what color you'd be.\I told you, just pick whatever!\Anything other than'transparent'.\I guess your mind is filled with'Onii-tan' right now?\Shush.\Don't you have a little sister?\Shouldn't it be easy for you to come up with the right image?\Mine doesn't say things like'Onii-tan'. response:	And for starters, I've never heard her beg in a doting voice.
context: I told you, just pick whatever!\Anything other than'transparent'.\I guess your mind is filled with'Onii-tan' right now?\Shush.\Don't you have a little sister?\Shouldn't it be easy for you to come up with the right image?\Mine doesn't say things like'Onii-tan'.\And for starters, I've never heard her beg in a doting voice. response:	If you can't do it, why don't you ask them to change your shift?
context: Anything other than'transparent'.\I guess your mind is filled with'Onii-tan' right now?\Shush.\Don't you have a little sister?\Shouldn't it be easy for you to come up with the right image?\Mine doesn't say things like'Onii-tan'.\And for starters, I've never heard her beg in a doting voice.\If you can't do it, why don't you ask them to change your shift? response:	Just take the day off.
context: I guess your mind is filled with'Onii-tan' right now?\Shush.\Don't you have a little sister?\Shouldn't it be easy for you to come up with the right image?\Mine doesn't say things like'Onii-tan'.\And for starters, I've never heard her beg in a doting voice.\If you can't do it, why don't you ask them to change your shift?\Just take the day off. response:	Quit acting so spoiled, brat.
context: Shush.\Don't you have a little sister?\Shouldn't it be easy for you to come up with the right image?\Mine doesn't say things like'Onii-tan'.\And for starters, I've never heard her beg in a doting voice.\If you can't do it, why don't you ask them to change your shift?\Just take the day off.\Quit acting so spoiled, brat. response:	I don't want to let out words like I can't do it or It's impossible so easily!
context: Don't you have a little sister?\Shouldn't it be easy for you to come up with the right image?\Mine doesn't say things like'Onii-tan'.\And for starters, I've never heard her beg in a doting voice.\If you can't do it, why don't you ask them to change your shift?\Just take the day off.\Quit acting so spoiled, brat.\I don't want to let out words like I can't do it or It's impossible so easily! response:	And what makes Maid Latte so different from regular cafes...
context: Shouldn't it be easy for you to come up with the right image?\Mine doesn't say things like'Onii-tan'.\And for starters, I've never heard her beg in a doting voice.\If you can't do it, why don't you ask them to change your shift?\Just take the day off.\Quit acting so spoiled, brat.\I don't want to let out words like I can't do it or It's impossible so easily!\And what makes Maid Latte so different from regular cafes... response:	In any case, it's a place where you can experience a special atmosphere.
context: Mine doesn't say things like'Onii-tan'.\And for starters, I've never heard her beg in a doting voice.\If you can't do it, why don't you ask them to change your shift?\Just take the day off.\Quit acting so spoiled, brat.\I don't want to let out words like I can't do it or It's impossible so easily!\And what makes Maid Latte so different from regular cafes...\In any case, it's a place where you can experience a special atmosphere. response:	I finally realized that the staff are encouraged to create that atmosphere.
context: And for starters, I've never heard her beg in a doting voice.\If you can't do it, why don't you ask them to change your shift?\Just take the day off.\Quit acting so spoiled, brat.\I don't want to let out words like I can't do it or It's impossible so easily!\And what makes Maid Latte so different from regular cafes...\In any case, it's a place where you can experience a special atmosphere.\I finally realized that the staff are encouraged to create that atmosphere. response:	That's why I'm going to act like a soothing chara-
context: If you can't do it, why don't you ask them to change your shift?\Just take the day off.\Quit acting so spoiled, brat.\I don't want to let out words like I can't do it or It's impossible so easily!\And what makes Maid Latte so different from regular cafes...\In any case, it's a place where you can experience a special atmosphere.\I finally realized that the staff are encouraged to create that atmosphere.\That's why I'm going to act like a soothing chara- response:	Then isn't that all the more the reason not to overwork yourself?
context: Just take the day off.\Quit acting so spoiled, brat.\I don't want to let out words like I can't do it or It's impossible so easily!\And what makes Maid Latte so different from regular cafes...\In any case, it's a place where you can experience a special atmosphere.\I finally realized that the staff are encouraged to create that atmosphere.\That's why I'm going to act like a soothing chara-\Then isn't that all the more the reason not to overwork yourself? response:	What?
context: Quit acting so spoiled, brat.\I don't want to let out words like I can't do it or It's impossible so easily!\And what makes Maid Latte so different from regular cafes...\In any case, it's a place where you can experience a special atmosphere.\I finally realized that the staff are encouraged to create that atmosphere.\That's why I'm going to act like a soothing chara-\Then isn't that all the more the reason not to overwork yourself?\What? response:	How did you come up with that?!
context: I don't want to let out words like I can't do it or It's impossible so easily!\And what makes Maid Latte so different from regular cafes...\In any case, it's a place where you can experience a special atmosphere.\I finally realized that the staff are encouraged to create that atmosphere.\That's why I'm going to act like a soothing chara-\Then isn't that all the more the reason not to overwork yourself?\What?\How did you come up with that?! response:	I think you're fine the way you are.
context: And what makes Maid Latte so different from regular cafes...\In any case, it's a place where you can experience a special atmosphere.\I finally realized that the staff are encouraged to create that atmosphere.\That's why I'm going to act like a soothing chara-\Then isn't that all the more the reason not to overwork yourself?\What?\How did you come up with that?!\I think you're fine the way you are. response:	If your normal self was my little sister, Prez...
context: In any case, it's a place where you can experience a special atmosphere.\I finally realized that the staff are encouraged to create that atmosphere.\That's why I'm going to act like a soothing chara-\Then isn't that all the more the reason not to overwork yourself?\What?\How did you come up with that?!\I think you're fine the way you are.\If your normal self was my little sister, Prez... response:	If I were your sister?
context: I finally realized that the staff are encouraged to create that atmosphere.\That's why I'm going to act like a soothing chara-\Then isn't that all the more the reason not to overwork yourself?\What?\How did you come up with that?!\I think you're fine the way you are.\If your normal self was my little sister, Prez...\If I were your sister? response:	I'd take pictures of your sleeping face daily and make a photo album,
context: That's why I'm going to act like a soothing chara-\Then isn't that all the more the reason not to overwork yourself?\What?\How did you come up with that?!\I think you're fine the way you are.\If your normal self was my little sister, Prez...\If I were your sister?\I'd take pictures of your sleeping face daily and make a photo album, response:	and I'd wonder what angle I should use to take today's picture.
context: Then isn't that all the more the reason not to overwork yourself?\What?\How did you come up with that?!\I think you're fine the way you are.\If your normal self was my little sister, Prez...\If I were your sister?\I'd take pictures of your sleeping face daily and make a photo album,\and I'd wonder what angle I should use to take today's picture. response:	In other words, you're just a creep!
context: What?\How did you come up with that?!\I think you're fine the way you are.\If your normal self was my little sister, Prez...\If I were your sister?\I'd take pictures of your sleeping face daily and make a photo album,\and I'd wonder what angle I should use to take today's picture.\In other words, you're just a creep! response:	You must be tired after a long day!
context: How did you come up with that?!\I think you're fine the way you are.\If your normal self was my little sister, Prez...\If I were your sister?\I'd take pictures of your sleeping face daily and make a photo album,\and I'd wonder what angle I should use to take today's picture.\In other words, you're just a creep!\You must be tired after a long day! response:	Still a hint of awkwardness, but she sounds really natural!
context: I think you're fine the way you are.\If your normal self was my little sister, Prez...\If I were your sister?\I'd take pictures of your sleeping face daily and make a photo album,\and I'd wonder what angle I should use to take today's picture.\In other words, you're just a creep!\You must be tired after a long day!\Still a hint of awkwardness, but she sounds really natural! response:	Please sit down!
context: If your normal self was my little sister, Prez...\If I were your sister?\I'd take pictures of your sleeping face daily and make a photo album,\and I'd wonder what angle I should use to take today's picture.\In other words, you're just a creep!\You must be tired after a long day!\Still a hint of awkwardness, but she sounds really natural!\Please sit down! response:	Would you like something to drink?
context: If I were your sister?\I'd take pictures of your sleeping face daily and make a photo album,\and I'd wonder what angle I should use to take today's picture.\In other words, you're just a creep!\You must be tired after a long day!\Still a hint of awkwardness, but she sounds really natural!\Please sit down!\Would you like something to drink? response:	Or would you rather eat first?
context: I'd take pictures of your sleeping face daily and make a photo album,\and I'd wonder what angle I should use to take today's picture.\In other words, you're just a creep!\You must be tired after a long day!\Still a hint of awkwardness, but she sounds really natural!\Please sit down!\Would you like something to drink?\Or would you rather eat first? response:	The conversation is a bit cliched,
context: and I'd wonder what angle I should use to take today's picture.\In other words, you're just a creep!\You must be tired after a long day!\Still a hint of awkwardness, but she sounds really natural!\Please sit down!\Would you like something to drink?\Or would you rather eat first?\The conversation is a bit cliched, response:	but I'd say she made the mark!
context: In other words, you're just a creep!\You must be tired after a long day!\Still a hint of awkwardness, but she sounds really natural!\Please sit down!\Would you like something to drink?\Or would you rather eat first?\The conversation is a bit cliched,\but I'd say she made the mark! response:	I'll acknowledge the fact that she put effort into becoming a loli little sister type.
context: You must be tired after a long day!\Still a hint of awkwardness, but she sounds really natural!\Please sit down!\Would you like something to drink?\Or would you rather eat first?\The conversation is a bit cliched,\but I'd say she made the mark!\I'll acknowledge the fact that she put effort into becoming a loli little sister type. response:	She probably could have pulled off the Serious and Tidy little sister type,
context: Still a hint of awkwardness, but she sounds really natural!\Please sit down!\Would you like something to drink?\Or would you rather eat first?\The conversation is a bit cliched,\but I'd say she made the mark!\I'll acknowledge the fact that she put effort into becoming a loli little sister type.\She probably could have pulled off the Serious and Tidy little sister type, response:	but I guess she didn't realize that possibility.
context: Please sit down!\Would you like something to drink?\Or would you rather eat first?\The conversation is a bit cliched,\but I'd say she made the mark!\I'll acknowledge the fact that she put effort into becoming a loli little sister type.\She probably could have pulled off the Serious and Tidy little sister type,\but I guess she didn't realize that possibility. response:	S-Something wrong?
context: Would you like something to drink?\Or would you rather eat first?\The conversation is a bit cliched,\but I'd say she made the mark!\I'll acknowledge the fact that she put effort into becoming a loli little sister type.\She probably could have pulled off the Serious and Tidy little sister type,\but I guess she didn't realize that possibility.\S-Something wrong? response:	I should be asking you that, Misa.
context: Or would you rather eat first?\The conversation is a bit cliched,\but I'd say she made the mark!\I'll acknowledge the fact that she put effort into becoming a loli little sister type.\She probably could have pulled off the Serious and Tidy little sister type,\but I guess she didn't realize that possibility.\S-Something wrong?\I should be asking you that, Misa. response:	Huh?
context: The conversation is a bit cliched,\but I'd say she made the mark!\I'll acknowledge the fact that she put effort into becoming a loli little sister type.\She probably could have pulled off the Serious and Tidy little sister type,\but I guess she didn't realize that possibility.\S-Something wrong?\I should be asking you that, Misa.\Huh? response:	You never call me'Onii-tan'.
context: but I'd say she made the mark!\I'll acknowledge the fact that she put effort into becoming a loli little sister type.\She probably could have pulled off the Serious and Tidy little sister type,\but I guess she didn't realize that possibility.\S-Something wrong?\I should be asking you that, Misa.\Huh?\You never call me'Onii-tan'. response:	Being so hyped up all of a sudden is a little creepy.
context: I'll acknowledge the fact that she put effort into becoming a loli little sister type.\She probably could have pulled off the Serious and Tidy little sister type,\but I guess she didn't realize that possibility.\S-Something wrong?\I should be asking you that, Misa.\Huh?\You never call me'Onii-tan'.\Being so hyped up all of a sudden is a little creepy. response:	Oh, I know. You're probably going to ask me to buy you something.
context: She probably could have pulled off the Serious and Tidy little sister type,\but I guess she didn't realize that possibility.\S-Something wrong?\I should be asking you that, Misa.\Huh?\You never call me'Onii-tan'.\Being so hyped up all of a sudden is a little creepy.\Oh, I know. You're probably going to ask me to buy you something. response:	Or is it that you feel guilty about something?
context: but I guess she didn't realize that possibility.\S-Something wrong?\I should be asking you that, Misa.\Huh?\You never call me'Onii-tan'.\Being so hyped up all of a sudden is a little creepy.\Oh, I know. You're probably going to ask me to buy you something.\Or is it that you feel guilty about something? response:	W-
context: S-Something wrong?\I should be asking you that, Misa.\Huh?\You never call me'Onii-tan'.\Being so hyped up all of a sudden is a little creepy.\Oh, I know. You're probably going to ask me to buy you something.\Or is it that you feel guilty about something?\W- response:	What are you talking about, Onii-tan?
context: I should be asking you that, Misa.\Huh?\You never call me'Onii-tan'.\Being so hyped up all of a sudden is a little creepy.\Oh, I know. You're probably going to ask me to buy you something.\Or is it that you feel guilty about something?\W-\What are you talking about, Onii-tan? response:	Misa is always like this-
context: Huh?\You never call me'Onii-tan'.\Being so hyped up all of a sudden is a little creepy.\Oh, I know. You're probably going to ask me to buy you something.\Or is it that you feel guilty about something?\W-\What are you talking about, Onii-tan?\Misa is always like this- response:	Could it be that you're trying to make up for the fact that you farted in front of me before?
context: You never call me'Onii-tan'.\Being so hyped up all of a sudden is a little creepy.\Oh, I know. You're probably going to ask me to buy you something.\Or is it that you feel guilty about something?\W-\What are you talking about, Onii-tan?\Misa is always like this-\Could it be that you're trying to make up for the fact that you farted in front of me before? response:	No, Misa-chan!
context: Being so hyped up all of a sudden is a little creepy.\Oh, I know. You're probably going to ask me to buy you something.\Or is it that you feel guilty about something?\W-\What are you talking about, Onii-tan?\Misa is always like this-\Could it be that you're trying to make up for the fact that you farted in front of me before?\No, Misa-chan! response:	You can't actually get mad at a customer's joke...
context: Oh, I know. You're probably going to ask me to buy you something.\Or is it that you feel guilty about something?\W-\What are you talking about, Onii-tan?\Misa is always like this-\Could it be that you're trying to make up for the fact that you farted in front of me before?\No, Misa-chan!\You can't actually get mad at a customer's joke... response:	Well, it is a pretty tasteless joke.
context: Or is it that you feel guilty about something?\W-\What are you talking about, Onii-tan?\Misa is always like this-\Could it be that you're trying to make up for the fact that you farted in front of me before?\No, Misa-chan!\You can't actually get mad at a customer's joke...\Well, it is a pretty tasteless joke. response:	Y-You're so mean, Onii-tan!
context: W-\What are you talking about, Onii-tan?\Misa is always like this-\Could it be that you're trying to make up for the fact that you farted in front of me before?\No, Misa-chan!\You can't actually get mad at a customer's joke...\Well, it is a pretty tasteless joke.\Y-You're so mean, Onii-tan! response:	Misa didn't fart!
context: What are you talking about, Onii-tan?\Misa is always like this-\Could it be that you're trying to make up for the fact that you farted in front of me before?\No, Misa-chan!\You can't actually get mad at a customer's joke...\Well, it is a pretty tasteless joke.\Y-You're so mean, Onii-tan!\Misa didn't fart! response:	Here's...
context: Misa is always like this-\Could it be that you're trying to make up for the fact that you farted in front of me before?\No, Misa-chan!\You can't actually get mad at a customer's joke...\Well, it is a pretty tasteless joke.\Y-You're so mean, Onii-tan!\Misa didn't fart!\Here's... response:	Where did you get that water?
context: Could it be that you're trying to make up for the fact that you farted in front of me before?\No, Misa-chan!\You can't actually get mad at a customer's joke...\Well, it is a pretty tasteless joke.\Y-You're so mean, Onii-tan!\Misa didn't fart!\Here's...\Where did you get that water? response:	I only drink water from the Alps.
context: No, Misa-chan!\You can't actually get mad at a customer's joke...\Well, it is a pretty tasteless joke.\Y-You're so mean, Onii-tan!\Misa didn't fart!\Here's...\Where did you get that water?\I only drink water from the Alps. response:	Could you go get some?
context: You can't actually get mad at a customer's joke...\Well, it is a pretty tasteless joke.\Y-You're so mean, Onii-tan!\Misa didn't fart!\Here's...\Where did you get that water?\I only drink water from the Alps.\Could you go get some? response:	Come on, stop being so selfish!
context: Well, it is a pretty tasteless joke.\Y-You're so mean, Onii-tan!\Misa didn't fart!\Here's...\Where did you get that water?\I only drink water from the Alps.\Could you go get some?\Come on, stop being so selfish! response:	Please don't give Misa so much trouble, Onii-tan.
context: Y-You're so mean, Onii-tan!\Misa didn't fart!\Here's...\Where did you get that water?\I only drink water from the Alps.\Could you go get some?\Come on, stop being so selfish!\Please don't give Misa so much trouble, Onii-tan. response:	Anyway, what would you like to eat today?
context: Misa didn't fart!\Here's...\Where did you get that water?\I only drink water from the Alps.\Could you go get some?\Come on, stop being so selfish!\Please don't give Misa so much trouble, Onii-tan.\Anyway, what would you like to eat today? response:	Misa would recommend Omelet Rice.
context: Here's...\Where did you get that water?\I only drink water from the Alps.\Could you go get some?\Come on, stop being so selfish!\Please don't give Misa so much trouble, Onii-tan.\Anyway, what would you like to eat today?\Misa would recommend Omelet Rice. response:	Onii-tan would like a roasted lobster.
context: Where did you get that water?\I only drink water from the Alps.\Could you go get some?\Come on, stop being so selfish!\Please don't give Misa so much trouble, Onii-tan.\Anyway, what would you like to eat today?\Misa would recommend Omelet Rice.\Onii-tan would like a roasted lobster. response:	Also, a poele with red wine sauce and foie gras, summer truffles on the side.
context: I only drink water from the Alps.\Could you go get some?\Come on, stop being so selfish!\Please don't give Misa so much trouble, Onii-tan.\Anyway, what would you like to eat today?\Misa would recommend Omelet Rice.\Onii-tan would like a roasted lobster.\Also, a poele with red wine sauce and foie gras, summer truffles on the side. response:	Come on, stop being so unreasonable.
context: Could you go get some?\Come on, stop being so selfish!\Please don't give Misa so much trouble, Onii-tan.\Anyway, what would you like to eat today?\Misa would recommend Omelet Rice.\Onii-tan would like a roasted lobster.\Also, a poele with red wine sauce and foie gras, summer truffles on the side.\Come on, stop being so unreasonable. response:	I keep asking you not to trouble Misa!
context: Come on, stop being so selfish!\Please don't give Misa so much trouble, Onii-tan.\Anyway, what would you like to eat today?\Misa would recommend Omelet Rice.\Onii-tan would like a roasted lobster.\Also, a poele with red wine sauce and foie gras, summer truffles on the side.\Come on, stop being so unreasonable.\I keep asking you not to trouble Misa! response:	Misa, you shouldn't be acting so spoiled, saying you can't do this and that.
context: Please don't give Misa so much trouble, Onii-tan.\Anyway, what would you like to eat today?\Misa would recommend Omelet Rice.\Onii-tan would like a roasted lobster.\Also, a poele with red wine sauce and foie gras, summer truffles on the side.\Come on, stop being so unreasonable.\I keep asking you not to trouble Misa!\Misa, you shouldn't be acting so spoiled, saying you can't do this and that. response:	You also lied and said you didn't fart.
context: Anyway, what would you like to eat today?\Misa would recommend Omelet Rice.\Onii-tan would like a roasted lobster.\Also, a poele with red wine sauce and foie gras, summer truffles on the side.\Come on, stop being so unreasonable.\I keep asking you not to trouble Misa!\Misa, you shouldn't be acting so spoiled, saying you can't do this and that.\You also lied and said you didn't fart. response:	I did not, you perverted son of a bitch!
context: Misa would recommend Omelet Rice.\Onii-tan would like a roasted lobster.\Also, a poele with red wine sauce and foie gras, summer truffles on the side.\Come on, stop being so unreasonable.\I keep asking you not to trouble Misa!\Misa, you shouldn't be acting so spoiled, saying you can't do this and that.\You also lied and said you didn't fart.\I did not, you perverted son of a bitch! response:	Uh-oh, she finally snapped.
context: Onii-tan would like a roasted lobster.\Also, a poele with red wine sauce and foie gras, summer truffles on the side.\Come on, stop being so unreasonable.\I keep asking you not to trouble Misa!\Misa, you shouldn't be acting so spoiled, saying you can't do this and that.\You also lied and said you didn't fart.\I did not, you perverted son of a bitch!\Uh-oh, she finally snapped. response:	You seem to be in a bad mood today, so I'm gonna leave.
context: Also, a poele with red wine sauce and foie gras, summer truffles on the side.\Come on, stop being so unreasonable.\I keep asking you not to trouble Misa!\Misa, you shouldn't be acting so spoiled, saying you can't do this and that.\You also lied and said you didn't fart.\I did not, you perverted son of a bitch!\Uh-oh, she finally snapped.\You seem to be in a bad mood today, so I'm gonna leave. response:	O-Onii-tan...
context: Come on, stop being so unreasonable.\I keep asking you not to trouble Misa!\Misa, you shouldn't be acting so spoiled, saying you can't do this and that.\You also lied and said you didn't fart.\I did not, you perverted son of a bitch!\Uh-oh, she finally snapped.\You seem to be in a bad mood today, so I'm gonna leave.\O-Onii-tan... response:	Y-You know, I don't mind if you visit again.
context: I keep asking you not to trouble Misa!\Misa, you shouldn't be acting so spoiled, saying you can't do this and that.\You also lied and said you didn't fart.\I did not, you perverted son of a bitch!\Uh-oh, she finally snapped.\You seem to be in a bad mood today, so I'm gonna leave.\O-Onii-tan...\Y-You know, I don't mind if you visit again. response:	Th-This is...!
context: Misa, you shouldn't be acting so spoiled, saying you can't do this and that.\You also lied and said you didn't fart.\I did not, you perverted son of a bitch!\Uh-oh, she finally snapped.\You seem to be in a bad mood today, so I'm gonna leave.\O-Onii-tan...\Y-You know, I don't mind if you visit again.\Th-This is...! response:	It can't be...!
context: You also lied and said you didn't fart.\I did not, you perverted son of a bitch!\Uh-oh, she finally snapped.\You seem to be in a bad mood today, so I'm gonna leave.\O-Onii-tan...\Y-You know, I don't mind if you visit again.\Th-This is...!\It can't be...! response:	Another little sister type?
context: I did not, you perverted son of a bitch!\Uh-oh, she finally snapped.\You seem to be in a bad mood today, so I'm gonna leave.\O-Onii-tan...\Y-You know, I don't mind if you visit again.\Th-This is...!\It can't be...!\Another little sister type? response:	It has to be that!
context: Uh-oh, she finally snapped.\You seem to be in a bad mood today, so I'm gonna leave.\O-Onii-tan...\Y-You know, I don't mind if you visit again.\Th-This is...!\It can't be...!\Another little sister type?\It has to be that! response:	That's right!
