context: Every weekday's tightly packed. response:	Madly dashing around again since morning.
context: Lest you forget, I'm dating Kohsaka. That Kohsaka!\Like it or not, I get used to otaku.\Like it or not, I get used to otaku. I'm guessing not.\I've been making efforts lately too.\Oh? What kind?\Like keeping my distance when it's anime and game time.\Isn't that you being neglected?\Shut up. response:	Oh, but the other day I played a game with him some.
context: Like it or not, I get used to otaku.\Like it or not, I get used to otaku. I'm guessing not.\I've been making efforts lately too.\Oh? What kind?\Like keeping my distance when it's anime and game time.\Isn't that you being neglected?\Shut up.\Oh, but the other day I played a game with him some. response:	Well, how about that?
context: Like it or not, I get used to otaku. I'm guessing not.\I've been making efforts lately too.\Oh? What kind?\Like keeping my distance when it's anime and game time.\Isn't that you being neglected?\Shut up.\Oh, but the other day I played a game with him some.\Well, how about that? response:	There's this prince guy.
context: I've been making efforts lately too.\Oh? What kind?\Like keeping my distance when it's anime and game time.\Isn't that you being neglected?\Shut up.\Oh, but the other day I played a game with him some.\Well, how about that?\There's this prince guy. response:	Prince?
context: Oh? What kind?\Like keeping my distance when it's anime and game time.\Isn't that you being neglected?\Shut up.\Oh, but the other day I played a game with him some.\Well, how about that?\There's this prince guy.\Prince? response:	You roll this thing, and it picks up other things.
context: Like keeping my distance when it's anime and game time.\Isn't that you being neglected?\Shut up.\Oh, but the other day I played a game with him some.\Well, how about that?\There's this prince guy.\Prince?\You roll this thing, and it picks up other things. response:	Ahh, didn't part two come out recently?
context: Isn't that you being neglected?\Shut up.\Oh, but the other day I played a game with him some.\Well, how about that?\There's this prince guy.\Prince?\You roll this thing, and it picks up other things.\Ahh, didn't part two come out recently? response:	Got me. But it's like, simple and fun so I played for about an hour.
context: Shut up.\Oh, but the other day I played a game with him some.\Well, how about that?\There's this prince guy.\Prince?\You roll this thing, and it picks up other things.\Ahh, didn't part two come out recently?\Got me. But it's like, simple and fun so I played for about an hour. response:	Wow... Uh, I mean...
context: Oh, but the other day I played a game with him some.\Well, how about that?\There's this prince guy.\Prince?\You roll this thing, and it picks up other things.\Ahh, didn't part two come out recently?\Got me. But it's like, simple and fun so I played for about an hour.\Wow... Uh, I mean... response:	Huh? This's quite a shock.
context: Well, how about that?\There's this prince guy.\Prince?\You roll this thing, and it picks up other things.\Ahh, didn't part two come out recently?\Got me. But it's like, simple and fun so I played for about an hour.\Wow... Uh, I mean...\Huh? This's quite a shock. response:	Uh, but in the end, I'm not sure I wanted you to do that.
context: There's this prince guy.\Prince?\You roll this thing, and it picks up other things.\Ahh, didn't part two come out recently?\Got me. But it's like, simple and fun so I played for about an hour.\Wow... Uh, I mean...\Huh? This's quite a shock.\Uh, but in the end, I'm not sure I wanted you to do that. response:	Huh? Why not?
context: Prince?\You roll this thing, and it picks up other things.\Ahh, didn't part two come out recently?\Got me. But it's like, simple and fun so I played for about an hour.\Wow... Uh, I mean...\Huh? This's quite a shock.\Uh, but in the end, I'm not sure I wanted you to do that.\Huh? Why not? response:	Well, I'm totally cool with you dating Kohsaka.
context: You roll this thing, and it picks up other things.\Ahh, didn't part two come out recently?\Got me. But it's like, simple and fun so I played for about an hour.\Wow... Uh, I mean...\Huh? This's quite a shock.\Uh, but in the end, I'm not sure I wanted you to do that.\Huh? Why not?\Well, I'm totally cool with you dating Kohsaka. response:	But it's like... I wanted you to walk a thorny path.
context: Ahh, didn't part two come out recently?\Got me. But it's like, simple and fun so I played for about an hour.\Wow... Uh, I mean...\Huh? This's quite a shock.\Uh, but in the end, I'm not sure I wanted you to do that.\Huh? Why not?\Well, I'm totally cool with you dating Kohsaka.\But it's like... I wanted you to walk a thorny path. response:	That's creepy.
context: Got me. But it's like, simple and fun so I played for about an hour.\Wow... Uh, I mean...\Huh? This's quite a shock.\Uh, but in the end, I'm not sure I wanted you to do that.\Huh? Why not?\Well, I'm totally cool with you dating Kohsaka.\But it's like... I wanted you to walk a thorny path.\That's creepy. response:	Aha.
context: Wow... Uh, I mean...\Huh? This's quite a shock.\Uh, but in the end, I'm not sure I wanted you to do that.\Huh? Why not?\Well, I'm totally cool with you dating Kohsaka.\But it's like... I wanted you to walk a thorny path.\That's creepy.\Aha. response:	Excuse me, sea bream, please.
context: Huh? This's quite a shock.\Uh, but in the end, I'm not sure I wanted you to do that.\Huh? Why not?\Well, I'm totally cool with you dating Kohsaka.\But it's like... I wanted you to walk a thorny path.\That's creepy.\Aha.\Excuse me, sea bream, please. response:	To be honest, I'd just as soon you were from another planet.
context: Uh, but in the end, I'm not sure I wanted you to do that.\Huh? Why not?\Well, I'm totally cool with you dating Kohsaka.\But it's like... I wanted you to walk a thorny path.\That's creepy.\Aha.\Excuse me, sea bream, please.\To be honest, I'd just as soon you were from another planet. response:	Huh?
context: Huh? Why not?\Well, I'm totally cool with you dating Kohsaka.\But it's like... I wanted you to walk a thorny path.\That's creepy.\Aha.\Excuse me, sea bream, please.\To be honest, I'd just as soon you were from another planet.\Huh? response:	What was that?
context: Well, I'm totally cool with you dating Kohsaka.\But it's like... I wanted you to walk a thorny path.\That's creepy.\Aha.\Excuse me, sea bream, please.\To be honest, I'd just as soon you were from another planet.\Huh?\What was that? response:	A little wish.
context: But it's like... I wanted you to walk a thorny path.\That's creepy.\Aha.\Excuse me, sea bream, please.\To be honest, I'd just as soon you were from another planet.\Huh?\What was that?\A little wish. response:	Looks like I'm the one on the thorny path.
context: That's creepy.\Aha.\Excuse me, sea bream, please.\To be honest, I'd just as soon you were from another planet.\Huh?\What was that?\A little wish.\Looks like I'm the one on the thorny path. response:	Ow, hot!
context: Aha.\Excuse me, sea bream, please.\To be honest, I'd just as soon you were from another planet.\Huh?\What was that?\A little wish.\Looks like I'm the one on the thorny path.\Ow, hot! response:	Well, what to say.
context: Excuse me, sea bream, please.\To be honest, I'd just as soon you were from another planet.\Huh?\What was that?\A little wish.\Looks like I'm the one on the thorny path.\Ow, hot!\Well, what to say. response:	Here's your sea bream!
context: To be honest, I'd just as soon you were from another planet.\Huh?\What was that?\A little wish.\Looks like I'm the one on the thorny path.\Ow, hot!\Well, what to say.\Here's your sea bream! response:	Shinjuku Station
context: Huh?\What was that?\A little wish.\Looks like I'm the one on the thorny path.\Ow, hot!\Well, what to say.\Here's your sea bream!\Shinjuku Station response:	Care to sit?
context: What was that?\A little wish.\Looks like I'm the one on the thorny path.\Ow, hot!\Well, what to say.\Here's your sea bream!\Shinjuku Station\Care to sit? response:	Huh?
context: A little wish.\Looks like I'm the one on the thorny path.\Ow, hot!\Well, what to say.\Here's your sea bream!\Shinjuku Station\Care to sit?\Huh? response:	I'm fine. You take it.
context: Looks like I'm the one on the thorny path.\Ow, hot!\Well, what to say.\Here's your sea bream!\Shinjuku Station\Care to sit?\Huh?\I'm fine. You take it. response:	Ain't it indecent for a man to sit down first?
context: Ow, hot!\Well, what to say.\Here's your sea bream!\Shinjuku Station\Care to sit?\Huh?\I'm fine. You take it.\Ain't it indecent for a man to sit down first? response:	Huh?
context: Well, what to say.\Here's your sea bream!\Shinjuku Station\Care to sit?\Huh?\I'm fine. You take it.\Ain't it indecent for a man to sit down first?\Huh? response:	You're speaking otaku again.
context: Here's your sea bream!\Shinjuku Station\Care to sit?\Huh?\I'm fine. You take it.\Ain't it indecent for a man to sit down first?\Huh?\You're speaking otaku again. response:	Okay, then I will...
context: Shinjuku Station\Care to sit?\Huh?\I'm fine. You take it.\Ain't it indecent for a man to sit down first?\Huh?\You're speaking otaku again.\Okay, then I will... response:	Well, there are no rude drunks around.
context: Care to sit?\Huh?\I'm fine. You take it.\Ain't it indecent for a man to sit down first?\Huh?\You're speaking otaku again.\Okay, then I will...\Well, there are no rude drunks around. response:	And she's more likely to take care of things herself than ask for help.
context: Huh?\I'm fine. You take it.\Ain't it indecent for a man to sit down first?\Huh?\You're speaking otaku again.\Okay, then I will...\Well, there are no rude drunks around.\And she's more likely to take care of things herself than ask for help. response:	Beautiful muscles
context: I'm fine. You take it.\Ain't it indecent for a man to sit down first?\Huh?\You're speaking otaku again.\Okay, then I will...\Well, there are no rude drunks around.\And she's more likely to take care of things herself than ask for help.\Beautiful muscles response:	Hi there.
context: Ain't it indecent for a man to sit down first?\Huh?\You're speaking otaku again.\Okay, then I will...\Well, there are no rude drunks around.\And she's more likely to take care of things herself than ask for help.\Beautiful muscles\Hi there. response:	So you had sushi?
context: Huh?\You're speaking otaku again.\Okay, then I will...\Well, there are no rude drunks around.\And she's more likely to take care of things herself than ask for help.\Beautiful muscles\Hi there.\So you had sushi? response:	Uh, yeah, we did.
context: You're speaking otaku again.\Okay, then I will...\Well, there are no rude drunks around.\And she's more likely to take care of things herself than ask for help.\Beautiful muscles\Hi there.\So you had sushi?\Uh, yeah, we did. response:	I could've gone for that.
context: Okay, then I will...\Well, there are no rude drunks around.\And she's more likely to take care of things herself than ask for help.\Beautiful muscles\Hi there.\So you had sushi?\Uh, yeah, we did.\I could've gone for that. response:	You said you were gaming all day. Could you've made it to Shinjuku?
context: Well, there are no rude drunks around.\And she's more likely to take care of things herself than ask for help.\Beautiful muscles\Hi there.\So you had sushi?\Uh, yeah, we did.\I could've gone for that.\You said you were gaming all day. Could you've made it to Shinjuku? response:	Guess not.
context: And she's more likely to take care of things herself than ask for help.\Beautiful muscles\Hi there.\So you had sushi?\Uh, yeah, we did.\I could've gone for that.\You said you were gaming all day. Could you've made it to Shinjuku?\Guess not. response:	Did the new Menma-chan come out?
context: Beautiful muscles\Hi there.\So you had sushi?\Uh, yeah, we did.\I could've gone for that.\You said you were gaming all day. Could you've made it to Shinjuku?\Guess not.\Did the new Menma-chan come out? response:	Oh, I didn't have time to check.
context: Hi there.\So you had sushi?\Uh, yeah, we did.\I could've gone for that.\You said you were gaming all day. Could you've made it to Shinjuku?\Guess not.\Did the new Menma-chan come out?\Oh, I didn't have time to check. response:	Oh, okay.
context: So you had sushi?\Uh, yeah, we did.\I could've gone for that.\You said you were gaming all day. Could you've made it to Shinjuku?\Guess not.\Did the new Menma-chan come out?\Oh, I didn't have time to check.\Oh, okay. response:	I'm going to Akihabara Saturday. Want me to pick it up?
context: Uh, yeah, we did.\I could've gone for that.\You said you were gaming all day. Could you've made it to Shinjuku?\Guess not.\Did the new Menma-chan come out?\Oh, I didn't have time to check.\Oh, okay.\I'm going to Akihabara Saturday. Want me to pick it up? response:	Would you mind?
context: I could've gone for that.\You said you were gaming all day. Could you've made it to Shinjuku?\Guess not.\Did the new Menma-chan come out?\Oh, I didn't have time to check.\Oh, okay.\I'm going to Akihabara Saturday. Want me to pick it up?\Would you mind? response:	Sure thing. M'kay, take it easy.
context: You said you were gaming all day. Could you've made it to Shinjuku?\Guess not.\Did the new Menma-chan come out?\Oh, I didn't have time to check.\Oh, okay.\I'm going to Akihabara Saturday. Want me to pick it up?\Would you mind?\Sure thing. M'kay, take it easy. response:	What should we do tonight?
context: Guess not.\Did the new Menma-chan come out?\Oh, I didn't have time to check.\Oh, okay.\I'm going to Akihabara Saturday. Want me to pick it up?\Would you mind?\Sure thing. M'kay, take it easy.\What should we do tonight? response:	Can I sleep at your place?
context: Did the new Menma-chan come out?\Oh, I didn't have time to check.\Oh, okay.\I'm going to Akihabara Saturday. Want me to pick it up?\Would you mind?\Sure thing. M'kay, take it easy.\What should we do tonight?\Can I sleep at your place? response:	That'd be fine.
context: Oh, I didn't have time to check.\Oh, okay.\I'm going to Akihabara Saturday. Want me to pick it up?\Would you mind?\Sure thing. M'kay, take it easy.\What should we do tonight?\Can I sleep at your place?\That'd be fine. response:	Okay!
context: Oh, okay.\I'm going to Akihabara Saturday. Want me to pick it up?\Would you mind?\Sure thing. M'kay, take it easy.\What should we do tonight?\Can I sleep at your place?\That'd be fine.\Okay! response:	Huh. That's not bad, is it?
context: I'm going to Akihabara Saturday. Want me to pick it up?\Would you mind?\Sure thing. M'kay, take it easy.\What should we do tonight?\Can I sleep at your place?\That'd be fine.\Okay!\Huh. That's not bad, is it? response:	Y18,000! Just for pants!
context: Would you mind?\Sure thing. M'kay, take it easy.\What should we do tonight?\Can I sleep at your place?\That'd be fine.\Okay!\Huh. That's not bad, is it?\Y18,000! Just for pants! response:	I never buy clothes above Y3,000!
context: Sure thing. M'kay, take it easy.\What should we do tonight?\Can I sleep at your place?\That'd be fine.\Okay!\Huh. That's not bad, is it?\Y18,000! Just for pants!\I never buy clothes above Y3,000! response:	Even Kasukabe may give her okay on these.
context: What should we do tonight?\Can I sleep at your place?\That'd be fine.\Okay!\Huh. That's not bad, is it?\Y18,000! Just for pants!\I never buy clothes above Y3,000!\Even Kasukabe may give her okay on these. response:	Uhh, but Saki's apparently fine with spending about 100,000 at a time.
context: Can I sleep at your place?\That'd be fine.\Okay!\Huh. That's not bad, is it?\Y18,000! Just for pants!\I never buy clothes above Y3,000!\Even Kasukabe may give her okay on these.\Uhh, but Saki's apparently fine with spending about 100,000 at a time. response:	I see someone getting hit very hard!
context: That'd be fine.\Okay!\Huh. That's not bad, is it?\Y18,000! Just for pants!\I never buy clothes above Y3,000!\Even Kasukabe may give her okay on these.\Uhh, but Saki's apparently fine with spending about 100,000 at a time.\I see someone getting hit very hard! response:	Wait, that's me!
context: Okay!\Huh. That's not bad, is it?\Y18,000! Just for pants!\I never buy clothes above Y3,000!\Even Kasukabe may give her okay on these.\Uhh, but Saki's apparently fine with spending about 100,000 at a time.\I see someone getting hit very hard!\Wait, that's me! response:	It doesn't really matter. I just bought what I wanted to buy.
context: Huh. That's not bad, is it?\Y18,000! Just for pants!\I never buy clothes above Y3,000!\Even Kasukabe may give her okay on these.\Uhh, but Saki's apparently fine with spending about 100,000 at a time.\I see someone getting hit very hard!\Wait, that's me!\It doesn't really matter. I just bought what I wanted to buy. response:	She who ridicules otaku is otaku.
context: Y18,000! Just for pants!\I never buy clothes above Y3,000!\Even Kasukabe may give her okay on these.\Uhh, but Saki's apparently fine with spending about 100,000 at a time.\I see someone getting hit very hard!\Wait, that's me!\It doesn't really matter. I just bought what I wanted to buy.\She who ridicules otaku is otaku. response:	Well said! What a great thing to say!
context: I never buy clothes above Y3,000!\Even Kasukabe may give her okay on these.\Uhh, but Saki's apparently fine with spending about 100,000 at a time.\I see someone getting hit very hard!\Wait, that's me!\It doesn't really matter. I just bought what I wanted to buy.\She who ridicules otaku is otaku.\Well said! What a great thing to say! response:	What's up?
context: Even Kasukabe may give her okay on these.\Uhh, but Saki's apparently fine with spending about 100,000 at a time.\I see someone getting hit very hard!\Wait, that's me!\It doesn't really matter. I just bought what I wanted to buy.\She who ridicules otaku is otaku.\Well said! What a great thing to say!\What's up? response:	She's here!
context: Uhh, but Saki's apparently fine with spending about 100,000 at a time.\I see someone getting hit very hard!\Wait, that's me!\It doesn't really matter. I just bought what I wanted to buy.\She who ridicules otaku is otaku.\Well said! What a great thing to say!\What's up?\She's here! response:	Wow.
context: I see someone getting hit very hard!\Wait, that's me!\It doesn't really matter. I just bought what I wanted to buy.\She who ridicules otaku is otaku.\Well said! What a great thing to say!\What's up?\She's here!\Wow. response:	Nice. Looks good on you.
context: Wait, that's me!\It doesn't really matter. I just bought what I wanted to buy.\She who ridicules otaku is otaku.\Well said! What a great thing to say!\What's up?\She's here!\Wow.\Nice. Looks good on you. response:	Yeah, I win!
context: It doesn't really matter. I just bought what I wanted to buy.\She who ridicules otaku is otaku.\Well said! What a great thing to say!\What's up?\She's here!\Wow.\Nice. Looks good on you.\Yeah, I win! response:	Win what? That's so exaggerated.
context: She who ridicules otaku is otaku.\Well said! What a great thing to say!\What's up?\She's here!\Wow.\Nice. Looks good on you.\Yeah, I win!\Win what? That's so exaggerated. response:	Hey, well.
context: Well said! What a great thing to say!\What's up?\She's here!\Wow.\Nice. Looks good on you.\Yeah, I win!\Win what? That's so exaggerated.\Hey, well. response:	Are you a little surprised?
context: What's up?\She's here!\Wow.\Nice. Looks good on you.\Yeah, I win!\Win what? That's so exaggerated.\Hey, well.\Are you a little surprised? response:	A little more open than expected, huh?
context: She's here!\Wow.\Nice. Looks good on you.\Yeah, I win!\Win what? That's so exaggerated.\Hey, well.\Are you a little surprised?\A little more open than expected, huh? response:	Not happy!
context: Wow.\Nice. Looks good on you.\Yeah, I win!\Win what? That's so exaggerated.\Hey, well.\Are you a little surprised?\A little more open than expected, huh?\Not happy! response:	Well, you were so down on me before.
context: Nice. Looks good on you.\Yeah, I win!\Win what? That's so exaggerated.\Hey, well.\Are you a little surprised?\A little more open than expected, huh?\Not happy!\Well, you were so down on me before. response:	Aw, come on. You're thin, but your shoulders are broad.
context: Yeah, I win!\Win what? That's so exaggerated.\Hey, well.\Are you a little surprised?\A little more open than expected, huh?\Not happy!\Well, you were so down on me before.\Aw, come on. You're thin, but your shoulders are broad. response:	That look's in these days.
context: Win what? That's so exaggerated.\Hey, well.\Are you a little surprised?\A little more open than expected, huh?\Not happy!\Well, you were so down on me before.\Aw, come on. You're thin, but your shoulders are broad.\That look's in these days. response:	Aha. Maybe I'll buy something too.
context: Hey, well.\Are you a little surprised?\A little more open than expected, huh?\Not happy!\Well, you were so down on me before.\Aw, come on. You're thin, but your shoulders are broad.\That look's in these days.\Aha. Maybe I'll buy something too. response:	There are sales next month if you do it soon.
context: Are you a little surprised?\A little more open than expected, huh?\Not happy!\Well, you were so down on me before.\Aw, come on. You're thin, but your shoulders are broad.\That look's in these days.\Aha. Maybe I'll buy something too.\There are sales next month if you do it soon. response:	No, now is no time for us to be following fashions!
context: A little more open than expected, huh?\Not happy!\Well, you were so down on me before.\Aw, come on. You're thin, but your shoulders are broad.\That look's in these days.\Aha. Maybe I'll buy something too.\There are sales next month if you do it soon.\No, now is no time for us to be following fashions! response:	Oh, do you need one too?
context: Not happy!\Well, you were so down on me before.\Aw, come on. You're thin, but your shoulders are broad.\That look's in these days.\Aha. Maybe I'll buy something too.\There are sales next month if you do it soon.\No, now is no time for us to be following fashions!\Oh, do you need one too? response:	Oh, do you need one too? You screwed up!
context: Well, you were so down on me before.\Aw, come on. You're thin, but your shoulders are broad.\That look's in these days.\Aha. Maybe I'll buy something too.\There are sales next month if you do it soon.\No, now is no time for us to be following fashions!\Oh, do you need one too?\Oh, do you need one too? You screwed up! response:	You didn't have to buy that!
context: Aw, come on. You're thin, but your shoulders are broad.\That look's in these days.\Aha. Maybe I'll buy something too.\There are sales next month if you do it soon.\No, now is no time for us to be following fashions!\Oh, do you need one too?\Oh, do you need one too? You screwed up!\You didn't have to buy that! response:	Huh?
context: That look's in these days.\Aha. Maybe I'll buy something too.\There are sales next month if you do it soon.\No, now is no time for us to be following fashions!\Oh, do you need one too?\Oh, do you need one too? You screwed up!\You didn't have to buy that!\Huh? response:	But...
context: Aha. Maybe I'll buy something too.\There are sales next month if you do it soon.\No, now is no time for us to be following fashions!\Oh, do you need one too?\Oh, do you need one too? You screwed up!\You didn't have to buy that!\Huh?\But... response:	At least change your hairstyle!
context: There are sales next month if you do it soon.\No, now is no time for us to be following fashions!\Oh, do you need one too?\Oh, do you need one too? You screwed up!\You didn't have to buy that!\Huh?\But...\At least change your hairstyle! response:	Oh, the Akihabara custom outfit.
context: No, now is no time for us to be following fashions!\Oh, do you need one too?\Oh, do you need one too? You screwed up!\You didn't have to buy that!\Huh?\But...\At least change your hairstyle!\Oh, the Akihabara custom outfit. response:	Ta-da!
context: Oh, do you need one too?\Oh, do you need one too? You screwed up!\You didn't have to buy that!\Huh?\But...\At least change your hairstyle!\Oh, the Akihabara custom outfit.\Ta-da! response:	Now let's get going!
context: Oh, do you need one too? You screwed up!\You didn't have to buy that!\Huh?\But...\At least change your hairstyle!\Oh, the Akihabara custom outfit.\Ta-da!\Now let's get going! response:	I-it's kinda sad how it's not Ch-Char custom.
context: You didn't have to buy that!\Huh?\But...\At least change your hairstyle!\Oh, the Akihabara custom outfit.\Ta-da!\Now let's get going!\I-it's kinda sad how it's not Ch-Char custom. response:	We took no detours or shortcuts...
context: Huh?\But...\At least change your hairstyle!\Oh, the Akihabara custom outfit.\Ta-da!\Now let's get going!\I-it's kinda sad how it's not Ch-Char custom.\We took no detours or shortcuts... response:	Only vivid dreams extended deep into the shadows.
context: But...\At least change your hairstyle!\Oh, the Akihabara custom outfit.\Ta-da!\Now let's get going!\I-it's kinda sad how it's not Ch-Char custom.\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows. response:	We were simple when we were young...
context: At least change your hairstyle!\Oh, the Akihabara custom outfit.\Ta-da!\Now let's get going!\I-it's kinda sad how it's not Ch-Char custom.\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young... response:	The time we spied from there...
context: Oh, the Akihabara custom outfit.\Ta-da!\Now let's get going!\I-it's kinda sad how it's not Ch-Char custom.\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there... response:	What is seen from the marbles...
context: Ta-da!\Now let's get going!\I-it's kinda sad how it's not Ch-Char custom.\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles... response:	Preview
context: Now let's get going!\I-it's kinda sad how it's not Ch-Char custom.\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Preview response:	Preview
context: I-it's kinda sad how it's not Ch-Char custom.\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Preview\Preview response:	Preview What's the worst meal you've had?
context: We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Preview\Preview\Preview What's the worst meal you've had? response:	Like M-McDonald's?
context: Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Preview\Preview\Preview What's the worst meal you've had?\Like M-McDonald's? response:	I think that's pretty decent, actually.
context: We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Preview\Preview\Preview What's the worst meal you've had?\Like M-McDonald's?\I think that's pretty decent, actually. response:	Things like street-stall udon or school rice balls.
context: The time we spied from there...\What is seen from the marbles...\Preview\Preview\Preview What's the worst meal you've had?\Like M-McDonald's?\I think that's pretty decent, actually.\Things like street-stall udon or school rice balls. response:	Ah, those individually-packaged ones.
context: What is seen from the marbles...\Preview\Preview\Preview What's the worst meal you've had?\Like M-McDonald's?\I think that's pretty decent, actually.\Things like street-stall udon or school rice balls.\Ah, those individually-packaged ones. response:	I know someone who put soy sauce on tissues, toasted them, and ate them.
context: Preview\Preview\Preview What's the worst meal you've had?\Like M-McDonald's?\I think that's pretty decent, actually.\Things like street-stall udon or school rice balls.\Ah, those individually-packaged ones.\I know someone who put soy sauce on tissues, toasted them, and ate them. response:	What? Is that good?
context: Preview\Preview What's the worst meal you've had?\Like M-McDonald's?\I think that's pretty decent, actually.\Things like street-stall udon or school rice balls.\Ah, those individually-packaged ones.\I know someone who put soy sauce on tissues, toasted them, and ate them.\What? Is that good? response:	What? Is that good? Dunno.
context: Preview What's the worst meal you've had?\Like M-McDonald's?\I think that's pretty decent, actually.\Things like street-stall udon or school rice balls.\Ah, those individually-packaged ones.\I know someone who put soy sauce on tissues, toasted them, and ate them.\What? Is that good?\What? Is that good? Dunno. response:	Can't you guys cook?
context: Like M-McDonald's?\I think that's pretty decent, actually.\Things like street-stall udon or school rice balls.\Ah, those individually-packaged ones.\I know someone who put soy sauce on tissues, toasted them, and ate them.\What? Is that good?\What? Is that good? Dunno.\Can't you guys cook? response:	N-no.
context: I think that's pretty decent, actually.\Things like street-stall udon or school rice balls.\Ah, those individually-packaged ones.\I know someone who put soy sauce on tissues, toasted them, and ate them.\What? Is that good?\What? Is that good? Dunno.\Can't you guys cook?\N-no. response:	I can boil water, at least.
context: Things like street-stall udon or school rice balls.\Ah, those individually-packaged ones.\I know someone who put soy sauce on tissues, toasted them, and ate them.\What? Is that good?\What? Is that good? Dunno.\Can't you guys cook?\N-no.\I can boil water, at least. response:	Hey, Madarame. What's your shabby meal?
context: Ah, those individually-packaged ones.\I know someone who put soy sauce on tissues, toasted them, and ate them.\What? Is that good?\What? Is that good? Dunno.\Can't you guys cook?\N-no.\I can boil water, at least.\Hey, Madarame. What's your shabby meal? response:	Shabby meal?
context: I know someone who put soy sauce on tissues, toasted them, and ate them.\What? Is that good?\What? Is that good? Dunno.\Can't you guys cook?\N-no.\I can boil water, at least.\Hey, Madarame. What's your shabby meal?\Shabby meal? response:	Shabby meal? Right.
