context: Why was I beaten? response:	I won't lose to you!
context: Not all of the powers of the host seems to be transferable.\It's still just a fake!\Although, I'm a bit jealous.\What's with that sword?!\I'm coming!\Kagome!\Do something about that Kagome!\Don't call it my name, I said! response:	And why don't YOU do something about that Inuyasha!?
context: It's still just a fake!\Although, I'm a bit jealous.\What's with that sword?!\I'm coming!\Kagome!\Do something about that Kagome!\Don't call it my name, I said!\And why don't YOU do something about that Inuyasha!? response:	That ain't me!
context: Although, I'm a bit jealous.\What's with that sword?!\I'm coming!\Kagome!\Do something about that Kagome!\Don't call it my name, I said!\And why don't YOU do something about that Inuyasha!?\That ain't me! response:	Oh dear, I guess it can't be helped.
context: What's with that sword?!\I'm coming!\Kagome!\Do something about that Kagome!\Don't call it my name, I said!\And why don't YOU do something about that Inuyasha!?\That ain't me!\Oh dear, I guess it can't be helped. response:	We'll take care of it.
context: I'm coming!\Kagome!\Do something about that Kagome!\Don't call it my name, I said!\And why don't YOU do something about that Inuyasha!?\That ain't me!\Oh dear, I guess it can't be helped.\We'll take care of it. response:	Still...
context: Kagome!\Do something about that Kagome!\Don't call it my name, I said!\And why don't YOU do something about that Inuyasha!?\That ain't me!\Oh dear, I guess it can't be helped.\We'll take care of it.\Still... response:	I feel a bit hesitant.
context: Do something about that Kagome!\Don't call it my name, I said!\And why don't YOU do something about that Inuyasha!?\That ain't me!\Oh dear, I guess it can't be helped.\We'll take care of it.\Still...\I feel a bit hesitant. response:	Miroku, can you take care ofKagome?
context: Don't call it my name, I said!\And why don't YOU do something about that Inuyasha!?\That ain't me!\Oh dear, I guess it can't be helped.\We'll take care of it.\Still...\I feel a bit hesitant.\Miroku, can you take care ofKagome? response:	Don't call it Kagome!
context: And why don't YOU do something about that Inuyasha!?\That ain't me!\Oh dear, I guess it can't be helped.\We'll take care of it.\Still...\I feel a bit hesitant.\Miroku, can you take care ofKagome?\Don't call it Kagome! response:	No, I'll take care ofInuyasha.
context: That ain't me!\Oh dear, I guess it can't be helped.\We'll take care of it.\Still...\I feel a bit hesitant.\Miroku, can you take care ofKagome?\Don't call it Kagome!\No, I'll take care ofInuyasha. response:	That's not me!
context: Oh dear, I guess it can't be helped.\We'll take care of it.\Still...\I feel a bit hesitant.\Miroku, can you take care ofKagome?\Don't call it Kagome!\No, I'll take care ofInuyasha.\That's not me! response:	I can fight Inuyasha without reservations.
context: We'll take care of it.\Still...\I feel a bit hesitant.\Miroku, can you take care ofKagome?\Don't call it Kagome!\No, I'll take care ofInuyasha.\That's not me!\I can fight Inuyasha without reservations. response:	What does that mean?!
context: Still...\I feel a bit hesitant.\Miroku, can you take care ofKagome?\Don't call it Kagome!\No, I'll take care ofInuyasha.\That's not me!\I can fight Inuyasha without reservations.\What does that mean?! response:	Well, just that...
context: I feel a bit hesitant.\Miroku, can you take care ofKagome?\Don't call it Kagome!\No, I'll take care ofInuyasha.\That's not me!\I can fight Inuyasha without reservations.\What does that mean?!\Well, just that... response:	Move! You guys!
context: Miroku, can you take care ofKagome?\Don't call it Kagome!\No, I'll take care ofInuyasha.\That's not me!\I can fight Inuyasha without reservations.\What does that mean?!\Well, just that...\Move! You guys! response:	I'll get rid of them with my Wind Scar!
context: Don't call it Kagome!\No, I'll take care ofInuyasha.\That's not me!\I can fight Inuyasha without reservations.\What does that mean?!\Well, just that...\Move! You guys!\I'll get rid of them with my Wind Scar! response:	On guard!
context: No, I'll take care ofInuyasha.\That's not me!\I can fight Inuyasha without reservations.\What does that mean?!\Well, just that...\Move! You guys!\I'll get rid of them with my Wind Scar!\On guard! response:	M-My body!
context: That's not me!\I can fight Inuyasha without reservations.\What does that mean?!\Well, just that...\Move! You guys!\I'll get rid of them with my Wind Scar!\On guard!\M-My body! response:	Well, Demon?
context: I can fight Inuyasha without reservations.\What does that mean?!\Well, just that...\Move! You guys!\I'll get rid of them with my Wind Scar!\On guard!\M-My body!\Well, Demon? response:	We'll seal your movements!
context: What does that mean?!\Well, just that...\Move! You guys!\I'll get rid of them with my Wind Scar!\On guard!\M-My body!\Well, Demon?\We'll seal your movements! response:	Shippo!
context: Well, just that...\Move! You guys!\I'll get rid of them with my Wind Scar!\On guard!\M-My body!\Well, Demon?\We'll seal your movements!\Shippo! response:	Oh no! That cute little one is in pain, too!
context: Move! You guys!\I'll get rid of them with my Wind Scar!\On guard!\M-My body!\Well, Demon?\We'll seal your movements!\Shippo!\Oh no! That cute little one is in pain, too! response:	It can't be helped. It's a demon, too.
context: I'll get rid of them with my Wind Scar!\On guard!\M-My body!\Well, Demon?\We'll seal your movements!\Shippo!\Oh no! That cute little one is in pain, too!\It can't be helped. It's a demon, too. response:	Enough, you two!
context: On guard!\M-My body!\Well, Demon?\We'll seal your movements!\Shippo!\Oh no! That cute little one is in pain, too!\It can't be helped. It's a demon, too.\Enough, you two! response:	That demon is still moving!
context: M-My body!\Well, Demon?\We'll seal your movements!\Shippo!\Oh no! That cute little one is in pain, too!\It can't be helped. It's a demon, too.\Enough, you two!\That demon is still moving! response:	Go!
context: Well, Demon?\We'll seal your movements!\Shippo!\Oh no! That cute little one is in pain, too!\It can't be helped. It's a demon, too.\Enough, you two!\That demon is still moving!\Go! response:	We're going.
context: We'll seal your movements!\Shippo!\Oh no! That cute little one is in pain, too!\It can't be helped. It's a demon, too.\Enough, you two!\That demon is still moving!\Go!\We're going. response:	If you get in our way, we'll get rid of you, too!
context: Shippo!\Oh no! That cute little one is in pain, too!\It can't be helped. It's a demon, too.\Enough, you two!\That demon is still moving!\Go!\We're going.\If you get in our way, we'll get rid of you, too! response:	Hey! Stop already! We haven't done anything bad!
context: Oh no! That cute little one is in pain, too!\It can't be helped. It's a demon, too.\Enough, you two!\That demon is still moving!\Go!\We're going.\If you get in our way, we'll get rid of you, too!\Hey! Stop already! We haven't done anything bad! response:	Monk, let us subdue those two maidens first.
context: It can't be helped. It's a demon, too.\Enough, you two!\That demon is still moving!\Go!\We're going.\If you get in our way, we'll get rid of you, too!\Hey! Stop already! We haven't done anything bad!\Monk, let us subdue those two maidens first. response:	I guess we have no choice.
context: Enough, you two!\That demon is still moving!\Go!\We're going.\If you get in our way, we'll get rid of you, too!\Hey! Stop already! We haven't done anything bad!\Monk, let us subdue those two maidens first.\I guess we have no choice. response:	Do not interfere with us!
context: That demon is still moving!\Go!\We're going.\If you get in our way, we'll get rid of you, too!\Hey! Stop already! We haven't done anything bad!\Monk, let us subdue those two maidens first.\I guess we have no choice.\Do not interfere with us! response:	Why you! Enough already!
context: Go!\We're going.\If you get in our way, we'll get rid of you, too!\Hey! Stop already! We haven't done anything bad!\Monk, let us subdue those two maidens first.\I guess we have no choice.\Do not interfere with us!\Why you! Enough already! response:	If you don't cut it out!
context: We're going.\If you get in our way, we'll get rid of you, too!\Hey! Stop already! We haven't done anything bad!\Monk, let us subdue those two maidens first.\I guess we have no choice.\Do not interfere with us!\Why you! Enough already!\If you don't cut it out! response:	Stubborn demon!
context: If you get in our way, we'll get rid of you, too!\Hey! Stop already! We haven't done anything bad!\Monk, let us subdue those two maidens first.\I guess we have no choice.\Do not interfere with us!\Why you! Enough already!\If you don't cut it out!\Stubborn demon! response:	We won't lose either!
context: Hey! Stop already! We haven't done anything bad!\Monk, let us subdue those two maidens first.\I guess we have no choice.\Do not interfere with us!\Why you! Enough already!\If you don't cut it out!\Stubborn demon!\We won't lose either! response:	You there!
context: Monk, let us subdue those two maidens first.\I guess we have no choice.\Do not interfere with us!\Why you! Enough already!\If you don't cut it out!\Stubborn demon!\We won't lose either!\You there! response:	Watch out!
context: I guess we have no choice.\Do not interfere with us!\Why you! Enough already!\If you don't cut it out!\Stubborn demon!\We won't lose either!\You there!\Watch out! response:	I'm free!
context: Do not interfere with us!\Why you! Enough already!\If you don't cut it out!\Stubborn demon!\We won't lose either!\You there!\Watch out!\I'm free! response:	Why you!
context: Why you! Enough already!\If you don't cut it out!\Stubborn demon!\We won't lose either!\You there!\Watch out!\I'm free!\Why you! response:	Take that!
context: If you don't cut it out!\Stubborn demon!\We won't lose either!\You there!\Watch out!\I'm free!\Why you!\Take that! response:	No!
context: Stubborn demon!\We won't lose either!\You there!\Watch out!\I'm free!\Why you!\Take that!\No! response:	How's that?
context: We won't lose either!\You there!\Watch out!\I'm free!\Why you!\Take that!\No!\How's that? response:	They've just fainted. Their lives aren't in danger.
context: You there!\Watch out!\I'm free!\Why you!\Take that!\No!\How's that?\They've just fainted. Their lives aren't in danger. response:	And they don't seem to be hurt... Owwee!
context: Watch out!\I'm free!\Why you!\Take that!\No!\How's that?\They've just fainted. Their lives aren't in danger.\And they don't seem to be hurt... Owwee! response:	What'll we do with these two?
context: I'm free!\Why you!\Take that!\No!\How's that?\They've just fainted. Their lives aren't in danger.\And they don't seem to be hurt... Owwee!\What'll we do with these two? response:	When they come to, will they attack us again?
context: Why you!\Take that!\No!\How's that?\They've just fainted. Their lives aren't in danger.\And they don't seem to be hurt... Owwee!\What'll we do with these two?\When they come to, will they attack us again? response:	Tsubaki tricked them or sweet-talked them.
context: Take that!\No!\How's that?\They've just fainted. Their lives aren't in danger.\And they don't seem to be hurt... Owwee!\What'll we do with these two?\When they come to, will they attack us again?\Tsubaki tricked them or sweet-talked them. response:	In any case, I think they'd understand if we explain it thoroughly.
context: No!\How's that?\They've just fainted. Their lives aren't in danger.\And they don't seem to be hurt... Owwee!\What'll we do with these two?\When they come to, will they attack us again?\Tsubaki tricked them or sweet-talked them.\In any case, I think they'd understand if we explain it thoroughly. response:	And who's gonna take on such a silly task!
context: How's that?\They've just fainted. Their lives aren't in danger.\And they don't seem to be hurt... Owwee!\What'll we do with these two?\When they come to, will they attack us again?\Tsubaki tricked them or sweet-talked them.\In any case, I think they'd understand if we explain it thoroughly.\And who's gonna take on such a silly task! response:	Naturally, me!
context: They've just fainted. Their lives aren't in danger.\And they don't seem to be hurt... Owwee!\What'll we do with these two?\When they come to, will they attack us again?\Tsubaki tricked them or sweet-talked them.\In any case, I think they'd understand if we explain it thoroughly.\And who's gonna take on such a silly task!\Naturally, me! response:	Huh?
context: And they don't seem to be hurt... Owwee!\What'll we do with these two?\When they come to, will they attack us again?\Tsubaki tricked them or sweet-talked them.\In any case, I think they'd understand if we explain it thoroughly.\And who's gonna take on such a silly task!\Naturally, me!\Huh? response:	I will take them both in and explain in detail.
context: What'll we do with these two?\When they come to, will they attack us again?\Tsubaki tricked them or sweet-talked them.\In any case, I think they'd understand if we explain it thoroughly.\And who's gonna take on such a silly task!\Naturally, me!\Huh?\I will take them both in and explain in detail. response:	Shippo, will you stay with Miroku?
context: When they come to, will they attack us again?\Tsubaki tricked them or sweet-talked them.\In any case, I think they'd understand if we explain it thoroughly.\And who's gonna take on such a silly task!\Naturally, me!\Huh?\I will take them both in and explain in detail.\Shippo, will you stay with Miroku? response:	Me? But what am I to do?
context: Tsubaki tricked them or sweet-talked them.\In any case, I think they'd understand if we explain it thoroughly.\And who's gonna take on such a silly task!\Naturally, me!\Huh?\I will take them both in and explain in detail.\Shippo, will you stay with Miroku?\Me? But what am I to do? response:	All you have to do is keep an eye on Miroku.
context: In any case, I think they'd understand if we explain it thoroughly.\And who's gonna take on such a silly task!\Naturally, me!\Huh?\I will take them both in and explain in detail.\Shippo, will you stay with Miroku?\Me? But what am I to do?\All you have to do is keep an eye on Miroku. response:	Besides, it'll be easy for you to convince them...
context: And who's gonna take on such a silly task!\Naturally, me!\Huh?\I will take them both in and explain in detail.\Shippo, will you stay with Miroku?\Me? But what am I to do?\All you have to do is keep an eye on Miroku.\Besides, it'll be easy for you to convince them... response:	that you're not a bad demon.
context: Naturally, me!\Huh?\I will take them both in and explain in detail.\Shippo, will you stay with Miroku?\Me? But what am I to do?\All you have to do is keep an eye on Miroku.\Besides, it'll be easy for you to convince them...\that you're not a bad demon. response:	I must be strong and alert!
context: Huh?\I will take them both in and explain in detail.\Shippo, will you stay with Miroku?\Me? But what am I to do?\All you have to do is keep an eye on Miroku.\Besides, it'll be easy for you to convince them...\that you're not a bad demon.\I must be strong and alert! response:	Kirara, you stay, too.
context: I will take them both in and explain in detail.\Shippo, will you stay with Miroku?\Me? But what am I to do?\All you have to do is keep an eye on Miroku.\Besides, it'll be easy for you to convince them...\that you're not a bad demon.\I must be strong and alert!\Kirara, you stay, too. response:	Do as you please! I'm going after Tsubaki!
context: Shippo, will you stay with Miroku?\Me? But what am I to do?\All you have to do is keep an eye on Miroku.\Besides, it'll be easy for you to convince them...\that you're not a bad demon.\I must be strong and alert!\Kirara, you stay, too.\Do as you please! I'm going after Tsubaki! response:	Hey, Inuyasha!
context: Me? But what am I to do?\All you have to do is keep an eye on Miroku.\Besides, it'll be easy for you to convince them...\that you're not a bad demon.\I must be strong and alert!\Kirara, you stay, too.\Do as you please! I'm going after Tsubaki!\Hey, Inuyasha! response:	Wait until I bring down the barrier.
context: All you have to do is keep an eye on Miroku.\Besides, it'll be easy for you to convince them...\that you're not a bad demon.\I must be strong and alert!\Kirara, you stay, too.\Do as you please! I'm going after Tsubaki!\Hey, Inuyasha!\Wait until I bring down the barrier. response:	It will open soon.
context: Besides, it'll be easy for you to convince them...\that you're not a bad demon.\I must be strong and alert!\Kirara, you stay, too.\Do as you please! I'm going after Tsubaki!\Hey, Inuyasha!\Wait until I bring down the barrier.\It will open soon. response:	Just what's inside there anyway?
context: that you're not a bad demon.\I must be strong and alert!\Kirara, you stay, too.\Do as you please! I'm going after Tsubaki!\Hey, Inuyasha!\Wait until I bring down the barrier.\It will open soon.\Just what's inside there anyway? response:	A demon.
context: I must be strong and alert!\Kirara, you stay, too.\Do as you please! I'm going after Tsubaki!\Hey, Inuyasha!\Wait until I bring down the barrier.\It will open soon.\Just what's inside there anyway?\A demon. response:	100 years ago, the head priest lost many of his men...
context: Kirara, you stay, too.\Do as you please! I'm going after Tsubaki!\Hey, Inuyasha!\Wait until I bring down the barrier.\It will open soon.\Just what's inside there anyway?\A demon.\100 years ago, the head priest lost many of his men... response:	and it was all he could do to seal it in the Pagoda...
context: Do as you please! I'm going after Tsubaki!\Hey, Inuyasha!\Wait until I bring down the barrier.\It will open soon.\Just what's inside there anyway?\A demon.\100 years ago, the head priest lost many of his men...\and it was all he could do to seal it in the Pagoda... response:	This demon.
context: Hey, Inuyasha!\Wait until I bring down the barrier.\It will open soon.\Just what's inside there anyway?\A demon.\100 years ago, the head priest lost many of his men...\and it was all he could do to seal it in the Pagoda...\This demon. response:	There's such a frightening demon inside?
context: Wait until I bring down the barrier.\It will open soon.\Just what's inside there anyway?\A demon.\100 years ago, the head priest lost many of his men...\and it was all he could do to seal it in the Pagoda...\This demon.\There's such a frightening demon inside? response:	Generation after generation has taken turns making sure the door remained sealed.
context: It will open soon.\Just what's inside there anyway?\A demon.\100 years ago, the head priest lost many of his men...\and it was all he could do to seal it in the Pagoda...\This demon.\There's such a frightening demon inside?\Generation after generation has taken turns making sure the door remained sealed. response:	Tsubaki, in time, you will be given this duty.
context: Just what's inside there anyway?\A demon.\100 years ago, the head priest lost many of his men...\and it was all he could do to seal it in the Pagoda...\This demon.\There's such a frightening demon inside?\Generation after generation has taken turns making sure the door remained sealed.\Tsubaki, in time, you will be given this duty. response:	Yes, Master!
context: A demon.\100 years ago, the head priest lost many of his men...\and it was all he could do to seal it in the Pagoda...\This demon.\There's such a frightening demon inside?\Generation after generation has taken turns making sure the door remained sealed.\Tsubaki, in time, you will be given this duty.\Yes, Master! response:	You must never open it.
context: 100 years ago, the head priest lost many of his men...\and it was all he could do to seal it in the Pagoda...\This demon.\There's such a frightening demon inside?\Generation after generation has taken turns making sure the door remained sealed.\Tsubaki, in time, you will be given this duty.\Yes, Master!\You must never open it. response:	It is the forbidden Pagoda!
context: and it was all he could do to seal it in the Pagoda...\This demon.\There's such a frightening demon inside?\Generation after generation has taken turns making sure the door remained sealed.\Tsubaki, in time, you will be given this duty.\Yes, Master!\You must never open it.\It is the forbidden Pagoda! response:	The demon sealed inside this forbidden Pagoda is enormously strong.
context: This demon.\There's such a frightening demon inside?\Generation after generation has taken turns making sure the door remained sealed.\Tsubaki, in time, you will be given this duty.\Yes, Master!\You must never open it.\It is the forbidden Pagoda!\The demon sealed inside this forbidden Pagoda is enormously strong. response:	However...
context: There's such a frightening demon inside?\Generation after generation has taken turns making sure the door remained sealed.\Tsubaki, in time, you will be given this duty.\Yes, Master!\You must never open it.\It is the forbidden Pagoda!\The demon sealed inside this forbidden Pagoda is enormously strong.\However... response:	You intend to use the Sacred Jewel to make him heed your orders?
context: Generation after generation has taken turns making sure the door remained sealed.\Tsubaki, in time, you will be given this duty.\Yes, Master!\You must never open it.\It is the forbidden Pagoda!\The demon sealed inside this forbidden Pagoda is enormously strong.\However...\You intend to use the Sacred Jewel to make him heed your orders? response:	Yes. I'll use it!
context: Tsubaki, in time, you will be given this duty.\Yes, Master!\You must never open it.\It is the forbidden Pagoda!\The demon sealed inside this forbidden Pagoda is enormously strong.\However...\You intend to use the Sacred Jewel to make him heed your orders?\Yes. I'll use it! response:	I don't intend it all to end yet!
context: Yes, Master!\You must never open it.\It is the forbidden Pagoda!\The demon sealed inside this forbidden Pagoda is enormously strong.\However...\You intend to use the Sacred Jewel to make him heed your orders?\Yes. I'll use it!\I don't intend it all to end yet! response:	I can see something!
context: You must never open it.\It is the forbidden Pagoda!\The demon sealed inside this forbidden Pagoda is enormously strong.\However...\You intend to use the Sacred Jewel to make him heed your orders?\Yes. I'll use it!\I don't intend it all to end yet!\I can see something! response:	I feel the Sacred Jewel just ahead!
context: It is the forbidden Pagoda!\The demon sealed inside this forbidden Pagoda is enormously strong.\However...\You intend to use the Sacred Jewel to make him heed your orders?\Yes. I'll use it!\I don't intend it all to end yet!\I can see something!\I feel the Sacred Jewel just ahead! response:	Is Tsubaki there?!
context: The demon sealed inside this forbidden Pagoda is enormously strong.\However...\You intend to use the Sacred Jewel to make him heed your orders?\Yes. I'll use it!\I don't intend it all to end yet!\I can see something!\I feel the Sacred Jewel just ahead!\Is Tsubaki there?! response:	W-What is this?!
context: However...\You intend to use the Sacred Jewel to make him heed your orders?\Yes. I'll use it!\I don't intend it all to end yet!\I can see something!\I feel the Sacred Jewel just ahead!\Is Tsubaki there?!\W-What is this?! response:	Inuyasha!
context: You intend to use the Sacred Jewel to make him heed your orders?\Yes. I'll use it!\I don't intend it all to end yet!\I can see something!\I feel the Sacred Jewel just ahead!\Is Tsubaki there?!\W-What is this?!\Inuyasha! response:	Even the gate has a barrier!
context: Yes. I'll use it!\I don't intend it all to end yet!\I can see something!\I feel the Sacred Jewel just ahead!\Is Tsubaki there?!\W-What is this?!\Inuyasha!\Even the gate has a barrier! response:	He's so reckless!
context: I don't intend it all to end yet!\I can see something!\I feel the Sacred Jewel just ahead!\Is Tsubaki there?!\W-What is this?!\Inuyasha!\Even the gate has a barrier!\He's so reckless! response:	Come on out, Tsubaki!
context: I can see something!\I feel the Sacred Jewel just ahead!\Is Tsubaki there?!\W-What is this?!\Inuyasha!\Even the gate has a barrier!\He's so reckless!\Come on out, Tsubaki! response:	Why? Why did I lose to Kikyo?
context: I feel the Sacred Jewel just ahead!\Is Tsubaki there?!\W-What is this?!\Inuyasha!\Even the gate has a barrier!\He's so reckless!\Come on out, Tsubaki!\Why? Why did I lose to Kikyo? response:	What is that Pagoda?
context: Is Tsubaki there?!\W-What is this?!\Inuyasha!\Even the gate has a barrier!\He's so reckless!\Come on out, Tsubaki!\Why? Why did I lose to Kikyo?\What is that Pagoda? response:	Did Tsubaki escape into that?
context: W-What is this?!\Inuyasha!\Even the gate has a barrier!\He's so reckless!\Come on out, Tsubaki!\Why? Why did I lose to Kikyo?\What is that Pagoda?\Did Tsubaki escape into that? response:	What am I lacking?!
context: Inuyasha!\Even the gate has a barrier!\He's so reckless!\Come on out, Tsubaki!\Why? Why did I lose to Kikyo?\What is that Pagoda?\Did Tsubaki escape into that?\What am I lacking?! response:	That's Kagura!
context: Even the gate has a barrier!\He's so reckless!\Come on out, Tsubaki!\Why? Why did I lose to Kikyo?\What is that Pagoda?\Did Tsubaki escape into that?\What am I lacking?!\That's Kagura! response:	So Naraku and Tsubaki are in cahoots, after all!
context: He's so reckless!\Come on out, Tsubaki!\Why? Why did I lose to Kikyo?\What is that Pagoda?\Did Tsubaki escape into that?\What am I lacking?!\That's Kagura!\So Naraku and Tsubaki are in cahoots, after all! response:	Oh demon!
context: Come on out, Tsubaki!\Why? Why did I lose to Kikyo?\What is that Pagoda?\Did Tsubaki escape into that?\What am I lacking?!\That's Kagura!\So Naraku and Tsubaki are in cahoots, after all!\Oh demon! response:	If you desire the Sacred Jewel, you must obey me!
context: Why? Why did I lose to Kikyo?\What is that Pagoda?\Did Tsubaki escape into that?\What am I lacking?!\That's Kagura!\So Naraku and Tsubaki are in cahoots, after all!\Oh demon!\If you desire the Sacred Jewel, you must obey me! response:	Next on Inuyasha: The Forbidden Pagoda and the Giant Demon!
context: What is that Pagoda?\Did Tsubaki escape into that?\What am I lacking?!\That's Kagura!\So Naraku and Tsubaki are in cahoots, after all!\Oh demon!\If you desire the Sacred Jewel, you must obey me!\Next on Inuyasha: The Forbidden Pagoda and the Giant Demon! response:	I will attain eternity!
