context: Huh? Where'd I put my pass? response:	Ah, here it is.
context: What the heck is that?\You big moron!\This is just hilariously bad.\You sure said it!\Me? I didn't say anything like that!\Something like that's not in Disneyland!\Isn't it about time to go?\Where are you guys going? response:	Bathroom.
context: You big moron!\This is just hilariously bad.\You sure said it!\Me? I didn't say anything like that!\Something like that's not in Disneyland!\Isn't it about time to go?\Where are you guys going?\Bathroom. response:	It's time to go to the bathroom!
context: This is just hilariously bad.\You sure said it!\Me? I didn't say anything like that!\Something like that's not in Disneyland!\Isn't it about time to go?\Where are you guys going?\Bathroom.\It's time to go to the bathroom! response:	Sounds suspicious to me.
context: You sure said it!\Me? I didn't say anything like that!\Something like that's not in Disneyland!\Isn't it about time to go?\Where are you guys going?\Bathroom.\It's time to go to the bathroom!\Sounds suspicious to me. response:	Ah, Ya-...
context: Me? I didn't say anything like that!\Something like that's not in Disneyland!\Isn't it about time to go?\Where are you guys going?\Bathroom.\It's time to go to the bathroom!\Sounds suspicious to me.\Ah, Ya-... response:	What is it?
context: Something like that's not in Disneyland!\Isn't it about time to go?\Where are you guys going?\Bathroom.\It's time to go to the bathroom!\Sounds suspicious to me.\Ah, Ya-...\What is it? response:	U-Um... uh...
context: Isn't it about time to go?\Where are you guys going?\Bathroom.\It's time to go to the bathroom!\Sounds suspicious to me.\Ah, Ya-...\What is it?\U-Um... uh... response:	Your suggestion of Disneyland the other day...
context: Where are you guys going?\Bathroom.\It's time to go to the bathroom!\Sounds suspicious to me.\Ah, Ya-...\What is it?\U-Um... uh...\Your suggestion of Disneyland the other day... response:	T-They didn't approve it at the student council meeting.
context: Bathroom.\It's time to go to the bathroom!\Sounds suspicious to me.\Ah, Ya-...\What is it?\U-Um... uh...\Your suggestion of Disneyland the other day...\T-They didn't approve it at the student council meeting. response:	I'm sorry... it was a really good idea, too...
context: It's time to go to the bathroom!\Sounds suspicious to me.\Ah, Ya-...\What is it?\U-Um... uh...\Your suggestion of Disneyland the other day...\T-They didn't approve it at the student council meeting.\I'm sorry... it was a really good idea, too... response:	Apparently, there's a lot of stuff when dealing with the copyright on Disney...
context: Sounds suspicious to me.\Ah, Ya-...\What is it?\U-Um... uh...\Your suggestion of Disneyland the other day...\T-They didn't approve it at the student council meeting.\I'm sorry... it was a really good idea, too...\Apparently, there's a lot of stuff when dealing with the copyright on Disney... response:	Ah... I see.
context: Ah, Ya-...\What is it?\U-Um... uh...\Your suggestion of Disneyland the other day...\T-They didn't approve it at the student council meeting.\I'm sorry... it was a really good idea, too...\Apparently, there's a lot of stuff when dealing with the copyright on Disney...\Ah... I see. response:	Is that all?
context: What is it?\U-Um... uh...\Your suggestion of Disneyland the other day...\T-They didn't approve it at the student council meeting.\I'm sorry... it was a really good idea, too...\Apparently, there's a lot of stuff when dealing with the copyright on Disney...\Ah... I see.\Is that all? response:	Y-Yeah.
context: U-Um... uh...\Your suggestion of Disneyland the other day...\T-They didn't approve it at the student council meeting.\I'm sorry... it was a really good idea, too...\Apparently, there's a lot of stuff when dealing with the copyright on Disney...\Ah... I see.\Is that all?\Y-Yeah. response:	Even if you say that...
context: Your suggestion of Disneyland the other day...\T-They didn't approve it at the student council meeting.\I'm sorry... it was a really good idea, too...\Apparently, there's a lot of stuff when dealing with the copyright on Disney...\Ah... I see.\Is that all?\Y-Yeah.\Even if you say that... response:	What am I supposed to do?
context: T-They didn't approve it at the student council meeting.\I'm sorry... it was a really good idea, too...\Apparently, there's a lot of stuff when dealing with the copyright on Disney...\Ah... I see.\Is that all?\Y-Yeah.\Even if you say that...\What am I supposed to do? response:	Hey... don't you think she's a lot cuter with her hair down like that?
context: I'm sorry... it was a really good idea, too...\Apparently, there's a lot of stuff when dealing with the copyright on Disney...\Ah... I see.\Is that all?\Y-Yeah.\Even if you say that...\What am I supposed to do?\Hey... don't you think she's a lot cuter with her hair down like that? response:	Don't you think so?
context: Apparently, there's a lot of stuff when dealing with the copyright on Disney...\Ah... I see.\Is that all?\Y-Yeah.\Even if you say that...\What am I supposed to do?\Hey... don't you think she's a lot cuter with her hair down like that?\Don't you think so? response:	I think it's just your imagination.
context: Ah... I see.\Is that all?\Y-Yeah.\Even if you say that...\What am I supposed to do?\Hey... don't you think she's a lot cuter with her hair down like that?\Don't you think so?\I think it's just your imagination. response:	It definitely is.
context: Is that all?\Y-Yeah.\Even if you say that...\What am I supposed to do?\Hey... don't you think she's a lot cuter with her hair down like that?\Don't you think so?\I think it's just your imagination.\It definitely is. response:	It's the same hairstyle as when she had me undress her...
context: Y-Yeah.\Even if you say that...\What am I supposed to do?\Hey... don't you think she's a lot cuter with her hair down like that?\Don't you think so?\I think it's just your imagination.\It definitely is.\It's the same hairstyle as when she had me undress her... response:	Is she trying to get at me...?
context: Even if you say that...\What am I supposed to do?\Hey... don't you think she's a lot cuter with her hair down like that?\Don't you think so?\I think it's just your imagination.\It definitely is.\It's the same hairstyle as when she had me undress her...\Is she trying to get at me...? response:	This is no good. When I look at her head during class, I can't concentrate at all.
context: What am I supposed to do?\Hey... don't you think she's a lot cuter with her hair down like that?\Don't you think so?\I think it's just your imagination.\It definitely is.\It's the same hairstyle as when she had me undress her...\Is she trying to get at me...?\This is no good. When I look at her head during class, I can't concentrate at all. response:	What?
context: Hey... don't you think she's a lot cuter with her hair down like that?\Don't you think so?\I think it's just your imagination.\It definitely is.\It's the same hairstyle as when she had me undress her...\Is she trying to get at me...?\This is no good. When I look at her head during class, I can't concentrate at all.\What? response:	2 - 7 Summer break
context: Don't you think so?\I think it's just your imagination.\It definitely is.\It's the same hairstyle as when she had me undress her...\Is she trying to get at me...?\This is no good. When I look at her head during class, I can't concentrate at all.\What?\2 - 7 Summer break response:	Takahashi. Need me to do anything?
context: I think it's just your imagination.\It definitely is.\It's the same hairstyle as when she had me undress her...\Is she trying to get at me...?\This is no good. When I look at her head during class, I can't concentrate at all.\What?\2 - 7 Summer break\Takahashi. Need me to do anything? response:	U-Umm, could you do some painting?
context: It definitely is.\It's the same hairstyle as when she had me undress her...\Is she trying to get at me...?\This is no good. When I look at her head during class, I can't concentrate at all.\What?\2 - 7 Summer break\Takahashi. Need me to do anything?\U-Umm, could you do some painting? response:	Yeah. I pretty much finished it.
context: It's the same hairstyle as when she had me undress her...\Is she trying to get at me...?\This is no good. When I look at her head during class, I can't concentrate at all.\What?\2 - 7 Summer break\Takahashi. Need me to do anything?\U-Umm, could you do some painting?\Yeah. I pretty much finished it. response:	Are you carrying that?
context: Is she trying to get at me...?\This is no good. When I look at her head during class, I can't concentrate at all.\What?\2 - 7 Summer break\Takahashi. Need me to do anything?\U-Umm, could you do some painting?\Yeah. I pretty much finished it.\Are you carrying that? response:	Ah... yeah.
context: This is no good. When I look at her head during class, I can't concentrate at all.\What?\2 - 7 Summer break\Takahashi. Need me to do anything?\U-Umm, could you do some painting?\Yeah. I pretty much finished it.\Are you carrying that?\Ah... yeah. response:	Give it to me.
context: What?\2 - 7 Summer break\Takahashi. Need me to do anything?\U-Umm, could you do some painting?\Yeah. I pretty much finished it.\Are you carrying that?\Ah... yeah.\Give it to me. response:	Th-Thanks.
context: 2 - 7 Summer break\Takahashi. Need me to do anything?\U-Umm, could you do some painting?\Yeah. I pretty much finished it.\Are you carrying that?\Ah... yeah.\Give it to me.\Th-Thanks. response:	Yano sure is devoted this year!
context: Takahashi. Need me to do anything?\U-Umm, could you do some painting?\Yeah. I pretty much finished it.\Are you carrying that?\Ah... yeah.\Give it to me.\Th-Thanks.\Yano sure is devoted this year! response:	Completely different from last year.
context: U-Umm, could you do some painting?\Yeah. I pretty much finished it.\Are you carrying that?\Ah... yeah.\Give it to me.\Th-Thanks.\Yano sure is devoted this year!\Completely different from last year. response:	This is...
context: Yeah. I pretty much finished it.\Are you carrying that?\Ah... yeah.\Give it to me.\Th-Thanks.\Yano sure is devoted this year!\Completely different from last year.\This is... response:	Takahashi!
context: Are you carrying that?\Ah... yeah.\Give it to me.\Th-Thanks.\Yano sure is devoted this year!\Completely different from last year.\This is...\Takahashi! response:	Work, please!
context: Ah... yeah.\Give it to me.\Th-Thanks.\Yano sure is devoted this year!\Completely different from last year.\This is...\Takahashi!\Work, please! response:	Yes!
context: Give it to me.\Th-Thanks.\Yano sure is devoted this year!\Completely different from last year.\This is...\Takahashi!\Work, please!\Yes! response:	Takahashi, I'm done!
context: Th-Thanks.\Yano sure is devoted this year!\Completely different from last year.\This is...\Takahashi!\Work, please!\Yes!\Takahashi, I'm done! response:	Do this next!
context: Yano sure is devoted this year!\Completely different from last year.\This is...\Takahashi!\Work, please!\Yes!\Takahashi, I'm done!\Do this next! response:	Takahashi, I'll carry that!
context: Completely different from last year.\This is...\Takahashi!\Work, please!\Yes!\Takahashi, I'm done!\Do this next!\Takahashi, I'll carry that! response:	O-Okay.
context: This is...\Takahashi!\Work, please!\Yes!\Takahashi, I'm done!\Do this next!\Takahashi, I'll carry that!\O-Okay. response:	Takahashi.
context: Takahashi!\Work, please!\Yes!\Takahashi, I'm done!\Do this next!\Takahashi, I'll carry that!\O-Okay.\Takahashi. response:	Yano?!
context: Work, please!\Yes!\Takahashi, I'm done!\Do this next!\Takahashi, I'll carry that!\O-Okay.\Takahashi.\Yano?! response:	I can really see your motivation!
context: Yes!\Takahashi, I'm done!\Do this next!\Takahashi, I'll carry that!\O-Okay.\Takahashi.\Yano?!\I can really see your motivation! response:	That's why I'll leave the big job to you!
context: Takahashi, I'm done!\Do this next!\Takahashi, I'll carry that!\O-Okay.\Takahashi.\Yano?!\I can really see your motivation!\That's why I'll leave the big job to you! response:	Huh? Weren't you the head of the float group?
context: Do this next!\Takahashi, I'll carry that!\O-Okay.\Takahashi.\Yano?!\I can really see your motivation!\That's why I'll leave the big job to you!\Huh? Weren't you the head of the float group? response:	NEW person in charge and responsible for the cafe
context: Takahashi, I'll carry that!\O-Okay.\Takahashi.\Yano?!\I can really see your motivation!\That's why I'll leave the big job to you!\Huh? Weren't you the head of the float group?\NEW person in charge and responsible for the cafe response:	Exile...?
context: O-Okay.\Takahashi.\Yano?!\I can really see your motivation!\That's why I'll leave the big job to you!\Huh? Weren't you the head of the float group?\NEW person in charge and responsible for the cafe\Exile...? response:	She exiled me...?
context: Takahashi.\Yano?!\I can really see your motivation!\That's why I'll leave the big job to you!\Huh? Weren't you the head of the float group?\NEW person in charge and responsible for the cafe\Exile...?\She exiled me...? response:	Takeuchi-kun.
context: Yano?!\I can really see your motivation!\That's why I'll leave the big job to you!\Huh? Weren't you the head of the float group?\NEW person in charge and responsible for the cafe\Exile...?\She exiled me...?\Takeuchi-kun. response:	Drink this. It's nice and cold.
context: I can really see your motivation!\That's why I'll leave the big job to you!\Huh? Weren't you the head of the float group?\NEW person in charge and responsible for the cafe\Exile...?\She exiled me...?\Takeuchi-kun.\Drink this. It's nice and cold. response:	Here you go?
context: That's why I'll leave the big job to you!\Huh? Weren't you the head of the float group?\NEW person in charge and responsible for the cafe\Exile...?\She exiled me...?\Takeuchi-kun.\Drink this. It's nice and cold.\Here you go? response:	Ah, thanks. Could you leave it over there?
context: Huh? Weren't you the head of the float group?\NEW person in charge and responsible for the cafe\Exile...?\She exiled me...?\Takeuchi-kun.\Drink this. It's nice and cold.\Here you go?\Ah, thanks. Could you leave it over there? response:	I actually gave it to him!
context: NEW person in charge and responsible for the cafe\Exile...?\She exiled me...?\Takeuchi-kun.\Drink this. It's nice and cold.\Here you go?\Ah, thanks. Could you leave it over there?\I actually gave it to him! response:	I really can't drink this sweet stuff...
context: Exile...?\She exiled me...?\Takeuchi-kun.\Drink this. It's nice and cold.\Here you go?\Ah, thanks. Could you leave it over there?\I actually gave it to him!\I really can't drink this sweet stuff... response:	Where are you going?!
context: She exiled me...?\Takeuchi-kun.\Drink this. It's nice and cold.\Here you go?\Ah, thanks. Could you leave it over there?\I actually gave it to him!\I really can't drink this sweet stuff...\Where are you going?! response:	Why are you...?!
context: Takeuchi-kun.\Drink this. It's nice and cold.\Here you go?\Ah, thanks. Could you leave it over there?\I actually gave it to him!\I really can't drink this sweet stuff...\Where are you going?!\Why are you...?! response:	Oh, a sugar-filled drink?
context: Drink this. It's nice and cold.\Here you go?\Ah, thanks. Could you leave it over there?\I actually gave it to him!\I really can't drink this sweet stuff...\Where are you going?!\Why are you...?!\Oh, a sugar-filled drink? response:	You can't drink this, can you?
context: Here you go?\Ah, thanks. Could you leave it over there?\I actually gave it to him!\I really can't drink this sweet stuff...\Where are you going?!\Why are you...?!\Oh, a sugar-filled drink?\You can't drink this, can you? response:	I'll drink it for you!
context: Ah, thanks. Could you leave it over there?\I actually gave it to him!\I really can't drink this sweet stuff...\Where are you going?!\Why are you...?!\Oh, a sugar-filled drink?\You can't drink this, can you?\I'll drink it for you! response:	Let go!
context: I actually gave it to him!\I really can't drink this sweet stuff...\Where are you going?!\Why are you...?!\Oh, a sugar-filled drink?\You can't drink this, can you?\I'll drink it for you!\Let go! response:	I'm busy working on the cafe with the rest of the group. This isn't a fair fight.
context: I really can't drink this sweet stuff...\Where are you going?!\Why are you...?!\Oh, a sugar-filled drink?\You can't drink this, can you?\I'll drink it for you!\Let go!\I'm busy working on the cafe with the rest of the group. This isn't a fair fight. response:	Therefore, approaching her is forbidden while working on the school festival.
context: Where are you going?!\Why are you...?!\Oh, a sugar-filled drink?\You can't drink this, can you?\I'll drink it for you!\Let go!\I'm busy working on the cafe with the rest of the group. This isn't a fair fight.\Therefore, approaching her is forbidden while working on the school festival. response:	She didn't like you out here, right?
context: Why are you...?!\Oh, a sugar-filled drink?\You can't drink this, can you?\I'll drink it for you!\Let go!\I'm busy working on the cafe with the rest of the group. This isn't a fair fight.\Therefore, approaching her is forbidden while working on the school festival.\She didn't like you out here, right? response:	And furthermore, why is the head of the cafe group out here in the courtyard?
context: Oh, a sugar-filled drink?\You can't drink this, can you?\I'll drink it for you!\Let go!\I'm busy working on the cafe with the rest of the group. This isn't a fair fight.\Therefore, approaching her is forbidden while working on the school festival.\She didn't like you out here, right?\And furthermore, why is the head of the cafe group out here in the courtyard? response:	Nana. There's something I want to talk to you about.
context: You can't drink this, can you?\I'll drink it for you!\Let go!\I'm busy working on the cafe with the rest of the group. This isn't a fair fight.\Therefore, approaching her is forbidden while working on the school festival.\She didn't like you out here, right?\And furthermore, why is the head of the cafe group out here in the courtyard?\Nana. There's something I want to talk to you about. response:	Shoot! Hide!
context: I'll drink it for you!\Let go!\I'm busy working on the cafe with the rest of the group. This isn't a fair fight.\Therefore, approaching her is forbidden while working on the school festival.\She didn't like you out here, right?\And furthermore, why is the head of the cafe group out here in the courtyard?\Nana. There's something I want to talk to you about.\Shoot! Hide! response:	She'll find out that I'm already slacking off!
context: Let go!\I'm busy working on the cafe with the rest of the group. This isn't a fair fight.\Therefore, approaching her is forbidden while working on the school festival.\She didn't like you out here, right?\And furthermore, why is the head of the cafe group out here in the courtyard?\Nana. There's something I want to talk to you about.\Shoot! Hide!\She'll find out that I'm already slacking off! response:	Don't you think Takeuchi-kun likes you, Nana? That's how it looks to me...
context: I'm busy working on the cafe with the rest of the group. This isn't a fair fight.\Therefore, approaching her is forbidden while working on the school festival.\She didn't like you out here, right?\And furthermore, why is the head of the cafe group out here in the courtyard?\Nana. There's something I want to talk to you about.\Shoot! Hide!\She'll find out that I'm already slacking off!\Don't you think Takeuchi-kun likes you, Nana? That's how it looks to me... response:	N-No way...
context: Therefore, approaching her is forbidden while working on the school festival.\She didn't like you out here, right?\And furthermore, why is the head of the cafe group out here in the courtyard?\Nana. There's something I want to talk to you about.\Shoot! Hide!\She'll find out that I'm already slacking off!\Don't you think Takeuchi-kun likes you, Nana? That's how it looks to me...\N-No way... response:	You should be able to tell just by looking. You can be really slow sometimes.
context: She didn't like you out here, right?\And furthermore, why is the head of the cafe group out here in the courtyard?\Nana. There's something I want to talk to you about.\Shoot! Hide!\She'll find out that I'm already slacking off!\Don't you think Takeuchi-kun likes you, Nana? That's how it looks to me...\N-No way...\You should be able to tell just by looking. You can be really slow sometimes. response:	B-But Takeuchi-kun is friends with Yano.
context: And furthermore, why is the head of the cafe group out here in the courtyard?\Nana. There's something I want to talk to you about.\Shoot! Hide!\She'll find out that I'm already slacking off!\Don't you think Takeuchi-kun likes you, Nana? That's how it looks to me...\N-No way...\You should be able to tell just by looking. You can be really slow sometimes.\B-But Takeuchi-kun is friends with Yano. response:	He wouldn't do something like fall in love with his friend's ex.
context: Nana. There's something I want to talk to you about.\Shoot! Hide!\She'll find out that I'm already slacking off!\Don't you think Takeuchi-kun likes you, Nana? That's how it looks to me...\N-No way...\You should be able to tell just by looking. You can be really slow sometimes.\B-But Takeuchi-kun is friends with Yano.\He wouldn't do something like fall in love with his friend's ex. response:	Takeuchi-kun isn't that type of person.
context: Shoot! Hide!\She'll find out that I'm already slacking off!\Don't you think Takeuchi-kun likes you, Nana? That's how it looks to me...\N-No way...\You should be able to tell just by looking. You can be really slow sometimes.\B-But Takeuchi-kun is friends with Yano.\He wouldn't do something like fall in love with his friend's ex.\Takeuchi-kun isn't that type of person. response:	It's not possible.
context: She'll find out that I'm already slacking off!\Don't you think Takeuchi-kun likes you, Nana? That's how it looks to me...\N-No way...\You should be able to tell just by looking. You can be really slow sometimes.\B-But Takeuchi-kun is friends with Yano.\He wouldn't do something like fall in love with his friend's ex.\Takeuchi-kun isn't that type of person.\It's not possible. response:	I-If you put it like that, you're pretty persuasive...
context: Don't you think Takeuchi-kun likes you, Nana? That's how it looks to me...\N-No way...\You should be able to tell just by looking. You can be really slow sometimes.\B-But Takeuchi-kun is friends with Yano.\He wouldn't do something like fall in love with his friend's ex.\Takeuchi-kun isn't that type of person.\It's not possible.\I-If you put it like that, you're pretty persuasive... response:	Then, what about Yano?
context: N-No way...\You should be able to tell just by looking. You can be really slow sometimes.\B-But Takeuchi-kun is friends with Yano.\He wouldn't do something like fall in love with his friend's ex.\Takeuchi-kun isn't that type of person.\It's not possible.\I-If you put it like that, you're pretty persuasive...\Then, what about Yano? response:	What do you plan to do about him? You even threw him inside for the cafe.
context: You should be able to tell just by looking. You can be really slow sometimes.\B-But Takeuchi-kun is friends with Yano.\He wouldn't do something like fall in love with his friend's ex.\Takeuchi-kun isn't that type of person.\It's not possible.\I-If you put it like that, you're pretty persuasive...\Then, what about Yano?\What do you plan to do about him? You even threw him inside for the cafe. response:	Isn't he working his hardest for you?
context: B-But Takeuchi-kun is friends with Yano.\He wouldn't do something like fall in love with his friend's ex.\Takeuchi-kun isn't that type of person.\It's not possible.\I-If you put it like that, you're pretty persuasive...\Then, what about Yano?\What do you plan to do about him? You even threw him inside for the cafe.\Isn't he working his hardest for you? response:	Are you thinking of starting over at some point?
context: He wouldn't do something like fall in love with his friend's ex.\Takeuchi-kun isn't that type of person.\It's not possible.\I-If you put it like that, you're pretty persuasive...\Then, what about Yano?\What do you plan to do about him? You even threw him inside for the cafe.\Isn't he working his hardest for you?\Are you thinking of starting over at some point? response:	Yano...
context: Takeuchi-kun isn't that type of person.\It's not possible.\I-If you put it like that, you're pretty persuasive...\Then, what about Yano?\What do you plan to do about him? You even threw him inside for the cafe.\Isn't he working his hardest for you?\Are you thinking of starting over at some point?\Yano... response:	When he does stuff like this, it bothers me.
context: It's not possible.\I-If you put it like that, you're pretty persuasive...\Then, what about Yano?\What do you plan to do about him? You even threw him inside for the cafe.\Isn't he working his hardest for you?\Are you thinking of starting over at some point?\Yano...\When he does stuff like this, it bothers me. response:	Honestly, I don't know how to react to it...
context: I-If you put it like that, you're pretty persuasive...\Then, what about Yano?\What do you plan to do about him? You even threw him inside for the cafe.\Isn't he working his hardest for you?\Are you thinking of starting over at some point?\Yano...\When he does stuff like this, it bothers me.\Honestly, I don't know how to react to it... response:	I wish he'd leave me alone...
context: Then, what about Yano?\What do you plan to do about him? You even threw him inside for the cafe.\Isn't he working his hardest for you?\Are you thinking of starting over at some point?\Yano...\When he does stuff like this, it bothers me.\Honestly, I don't know how to react to it...\I wish he'd leave me alone... response:	Right now, I want to be alone... and have some time to think.
context: What do you plan to do about him? You even threw him inside for the cafe.\Isn't he working his hardest for you?\Are you thinking of starting over at some point?\Yano...\When he does stuff like this, it bothers me.\Honestly, I don't know how to react to it...\I wish he'd leave me alone...\Right now, I want to be alone... and have some time to think. response:	Hey...
context: Isn't he working his hardest for you?\Are you thinking of starting over at some point?\Yano...\When he does stuff like this, it bothers me.\Honestly, I don't know how to react to it...\I wish he'd leave me alone...\Right now, I want to be alone... and have some time to think.\Hey... response:	It's no big deal.
context: Are you thinking of starting over at some point?\Yano...\When he does stuff like this, it bothers me.\Honestly, I don't know how to react to it...\I wish he'd leave me alone...\Right now, I want to be alone... and have some time to think.\Hey...\It's no big deal. response:	It isn't.
context: Yano...\When he does stuff like this, it bothers me.\Honestly, I don't know how to react to it...\I wish he'd leave me alone...\Right now, I want to be alone... and have some time to think.\Hey...\It's no big deal.\It isn't. response:	Being pushed away...
context: When he does stuff like this, it bothers me.\Honestly, I don't know how to react to it...\I wish he'd leave me alone...\Right now, I want to be alone... and have some time to think.\Hey...\It's no big deal.\It isn't.\Being pushed away... response:	It doesn't bug me one bit.
context: Honestly, I don't know how to react to it...\I wish he'd leave me alone...\Right now, I want to be alone... and have some time to think.\Hey...\It's no big deal.\It isn't.\Being pushed away...\It doesn't bug me one bit. response:	I've learned my lesson.
context: I wish he'd leave me alone...\Right now, I want to be alone... and have some time to think.\Hey...\It's no big deal.\It isn't.\Being pushed away...\It doesn't bug me one bit.\I've learned my lesson. response:	This is still much better than her leaving and not being able to do anything about it.
context: Right now, I want to be alone... and have some time to think.\Hey...\It's no big deal.\It isn't.\Being pushed away...\It doesn't bug me one bit.\I've learned my lesson.\This is still much better than her leaving and not being able to do anything about it. response:	I'm lucky.
context: Hey...\It's no big deal.\It isn't.\Being pushed away...\It doesn't bug me one bit.\I've learned my lesson.\This is still much better than her leaving and not being able to do anything about it.\I'm lucky. response:	Don't you think?
context: It's no big deal.\It isn't.\Being pushed away...\It doesn't bug me one bit.\I've learned my lesson.\This is still much better than her leaving and not being able to do anything about it.\I'm lucky.\Don't you think? response:	I won't lose to you.
context: It isn't.\Being pushed away...\It doesn't bug me one bit.\I've learned my lesson.\This is still much better than her leaving and not being able to do anything about it.\I'm lucky.\Don't you think?\I won't lose to you. response:	Negai hoshi hitotsu yurete
context: Being pushed away...\It doesn't bug me one bit.\I've learned my lesson.\This is still much better than her leaving and not being able to do anything about it.\I'm lucky.\Don't you think?\I won't lose to you.\Negai hoshi hitotsu yurete response:	Shiawasena kimochi de nemuru
context: It doesn't bug me one bit.\I've learned my lesson.\This is still much better than her leaving and not being able to do anything about it.\I'm lucky.\Don't you think?\I won't lose to you.\Negai hoshi hitotsu yurete\Shiawasena kimochi de nemuru response:	Mou aitaku natteiru sakki sayonara shita bakari
context: I've learned my lesson.\This is still much better than her leaving and not being able to do anything about it.\I'm lucky.\Don't you think?\I won't lose to you.\Negai hoshi hitotsu yurete\Shiawasena kimochi de nemuru\Mou aitaku natteiru sakki sayonara shita bakari response:	Na no ni
context: This is still much better than her leaving and not being able to do anything about it.\I'm lucky.\Don't you think?\I won't lose to you.\Negai hoshi hitotsu yurete\Shiawasena kimochi de nemuru\Mou aitaku natteiru sakki sayonara shita bakari\Na no ni response:	Kimi no ai ha totemo ookikutte
context: I'm lucky.\Don't you think?\I won't lose to you.\Negai hoshi hitotsu yurete\Shiawasena kimochi de nemuru\Mou aitaku natteiru sakki sayonara shita bakari\Na no ni\Kimi no ai ha totemo ookikutte response:	Yozora no youni tsutsunde kureru
context: Don't you think?\I won't lose to you.\Negai hoshi hitotsu yurete\Shiawasena kimochi de nemuru\Mou aitaku natteiru sakki sayonara shita bakari\Na no ni\Kimi no ai ha totemo ookikutte\Yozora no youni tsutsunde kureru response:	Wow moshi namida ga yattekitemo
context: I won't lose to you.\Negai hoshi hitotsu yurete\Shiawasena kimochi de nemuru\Mou aitaku natteiru sakki sayonara shita bakari\Na no ni\Kimi no ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Wow moshi namida ga yattekitemo response:	Kitto heiki watashi dake no kimi ga iru
context: Negai hoshi hitotsu yurete\Shiawasena kimochi de nemuru\Mou aitaku natteiru sakki sayonara shita bakari\Na no ni\Kimi no ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Wow moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru response:	Ai ha totemo ookikutte
context: Shiawasena kimochi de nemuru\Mou aitaku natteiru sakki sayonara shita bakari\Na no ni\Kimi no ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Wow moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\Ai ha totemo ookikutte response:	Yozora no youni tsutsunde kureru
context: Mou aitaku natteiru sakki sayonara shita bakari\Na no ni\Kimi no ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Wow moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\Ai ha totemo ookikutte\Yozora no youni tsutsunde kureru response:	Moshi namida ga yattekitemo
context: Na no ni\Kimi no ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Wow moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\Ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Moshi namida ga yattekitemo response:	Kitto heiki watashi dake no kimi ga iru
context: Kimi no ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Wow moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\Ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru response:	A single wishing star twinkles
context: Yozora no youni tsutsunde kureru\Wow moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\Ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\A single wishing star twinkles response:	and I sleep happily.
context: Wow moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\Ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\A single wishing star twinkles\and I sleep happily. response:	I already want to see you, even though we just said our goodbyes.
context: Kitto heiki watashi dake no kimi ga iru\Ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\A single wishing star twinkles\and I sleep happily.\I already want to see you, even though we just said our goodbyes. response:	Yet...
context: Ai ha totemo ookikutte\Yozora no youni tsutsunde kureru\Moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\A single wishing star twinkles\and I sleep happily.\I already want to see you, even though we just said our goodbyes.\Yet... response:	Your love is so large
context: Yozora no youni tsutsunde kureru\Moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\A single wishing star twinkles\and I sleep happily.\I already want to see you, even though we just said our goodbyes.\Yet...\Your love is so large response:	that it wraps me up like the blue sky above.
context: Moshi namida ga yattekitemo\Kitto heiki watashi dake no kimi ga iru\A single wishing star twinkles\and I sleep happily.\I already want to see you, even though we just said our goodbyes.\Yet...\Your love is so large\that it wraps me up like the blue sky above. response:	Even if there are tears coming.
context: Kitto heiki watashi dake no kimi ga iru\A single wishing star twinkles\and I sleep happily.\I already want to see you, even though we just said our goodbyes.\Yet...\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming. response:	I'm sure I'll be fine because you're there, the only one for me.
context: A single wishing star twinkles\and I sleep happily.\I already want to see you, even though we just said our goodbyes.\Yet...\Your love is so large\that it wraps me up like the blue sky above.\Even if there are tears coming.\I'm sure I'll be fine because you're there, the only one for me. response:	Your love is so large
