context: Wait. response:	Be a good apple and stay where you are.
context: He's coming this way.\You can never judge a person by their appearance.\I never would have imagined Usui-san visiting a maid cafe.\Maybe someone he likes works there?\I thought his favorite was you. What a shocker.\Sakura.\Hey, I'm really reluctant to do things like this. Let's stop.\We have an action! response:	He went in here.
context: You can never judge a person by their appearance.\I never would have imagined Usui-san visiting a maid cafe.\Maybe someone he likes works there?\I thought his favorite was you. What a shocker.\Sakura.\Hey, I'm really reluctant to do things like this. Let's stop.\We have an action!\He went in here. response:	Figures.
context: I never would have imagined Usui-san visiting a maid cafe.\Maybe someone he likes works there?\I thought his favorite was you. What a shocker.\Sakura.\Hey, I'm really reluctant to do things like this. Let's stop.\We have an action!\He went in here.\Figures. response:	High Class Sports Club.
context: Maybe someone he likes works there?\I thought his favorite was you. What a shocker.\Sakura.\Hey, I'm really reluctant to do things like this. Let's stop.\We have an action!\He went in here.\Figures.\High Class Sports Club. response:	It's just as I imagined.
context: I thought his favorite was you. What a shocker.\Sakura.\Hey, I'm really reluctant to do things like this. Let's stop.\We have an action!\He went in here.\Figures.\High Class Sports Club.\It's just as I imagined. response:	What a blatant name this sports club has.
context: Sakura.\Hey, I'm really reluctant to do things like this. Let's stop.\We have an action!\He went in here.\Figures.\High Class Sports Club.\It's just as I imagined.\What a blatant name this sports club has. response:	Let's go.
context: Hey, I'm really reluctant to do things like this. Let's stop.\We have an action!\He went in here.\Figures.\High Class Sports Club.\It's just as I imagined.\What a blatant name this sports club has.\Let's go. response:	Yeah.
context: We have an action!\He went in here.\Figures.\High Class Sports Club.\It's just as I imagined.\What a blatant name this sports club has.\Let's go.\Yeah. response:	I actually don't want to, but...
context: He went in here.\Figures.\High Class Sports Club.\It's just as I imagined.\What a blatant name this sports club has.\Let's go.\Yeah.\I actually don't want to, but... response:	Wow, it looks so rich inside.
context: Figures.\High Class Sports Club.\It's just as I imagined.\What a blatant name this sports club has.\Let's go.\Yeah.\I actually don't want to, but...\Wow, it looks so rich inside. response:	He's been coming to a place like this?
context: High Class Sports Club.\It's just as I imagined.\What a blatant name this sports club has.\Let's go.\Yeah.\I actually don't want to, but...\Wow, it looks so rich inside.\He's been coming to a place like this? response:	Looks like he got off on the second floor.
context: It's just as I imagined.\What a blatant name this sports club has.\Let's go.\Yeah.\I actually don't want to, but...\Wow, it looks so rich inside.\He's been coming to a place like this?\Looks like he got off on the second floor. response:	I'm telling you. He's a son of a rich family.
context: What a blatant name this sports club has.\Let's go.\Yeah.\I actually don't want to, but...\Wow, it looks so rich inside.\He's been coming to a place like this?\Looks like he got off on the second floor.\I'm telling you. He's a son of a rich family. response:	Three people for the tour, please.
context: Let's go.\Yeah.\I actually don't want to, but...\Wow, it looks so rich inside.\He's been coming to a place like this?\Looks like he got off on the second floor.\I'm telling you. He's a son of a rich family.\Three people for the tour, please. response:	Certainly.
context: Yeah.\I actually don't want to, but...\Wow, it looks so rich inside.\He's been coming to a place like this?\Looks like he got off on the second floor.\I'm telling you. He's a son of a rich family.\Three people for the tour, please.\Certainly. response:	Where could he be?
context: I actually don't want to, but...\Wow, it looks so rich inside.\He's been coming to a place like this?\Looks like he got off on the second floor.\I'm telling you. He's a son of a rich family.\Three people for the tour, please.\Certainly.\Where could he be? response:	Isn't that Usui-kun?
context: Wow, it looks so rich inside.\He's been coming to a place like this?\Looks like he got off on the second floor.\I'm telling you. He's a son of a rich family.\Three people for the tour, please.\Certainly.\Where could he be?\Isn't that Usui-kun? response:	Wow! Usui-kun's really catching all the girls' eyes!
context: He's been coming to a place like this?\Looks like he got off on the second floor.\I'm telling you. He's a son of a rich family.\Three people for the tour, please.\Certainly.\Where could he be?\Isn't that Usui-kun?\Wow! Usui-kun's really catching all the girls' eyes! response:	Where are you looking, Misaki?
context: Looks like he got off on the second floor.\I'm telling you. He's a son of a rich family.\Three people for the tour, please.\Certainly.\Where could he be?\Isn't that Usui-kun?\Wow! Usui-kun's really catching all the girls' eyes!\Where are you looking, Misaki? response:	You've got to keep your eyes on Usui-kun.
context: I'm telling you. He's a son of a rich family.\Three people for the tour, please.\Certainly.\Where could he be?\Isn't that Usui-kun?\Wow! Usui-kun's really catching all the girls' eyes!\Where are you looking, Misaki?\You've got to keep your eyes on Usui-kun. response:	But...
context: Three people for the tour, please.\Certainly.\Where could he be?\Isn't that Usui-kun?\Wow! Usui-kun's really catching all the girls' eyes!\Where are you looking, Misaki?\You've got to keep your eyes on Usui-kun.\But... response:	He's gone already.
context: Certainly.\Where could he be?\Isn't that Usui-kun?\Wow! Usui-kun's really catching all the girls' eyes!\Where are you looking, Misaki?\You've got to keep your eyes on Usui-kun.\But...\He's gone already. response:	Hurry, you two.
context: Where could he be?\Isn't that Usui-kun?\Wow! Usui-kun's really catching all the girls' eyes!\Where are you looking, Misaki?\You've got to keep your eyes on Usui-kun.\But...\He's gone already.\Hurry, you two. response:	Usui-san has already left the pool.
context: Isn't that Usui-kun?\Wow! Usui-kun's really catching all the girls' eyes!\Where are you looking, Misaki?\You've got to keep your eyes on Usui-kun.\But...\He's gone already.\Hurry, you two.\Usui-san has already left the pool. response:	Let's wait for him outside.
context: Wow! Usui-kun's really catching all the girls' eyes!\Where are you looking, Misaki?\You've got to keep your eyes on Usui-kun.\But...\He's gone already.\Hurry, you two.\Usui-san has already left the pool.\Let's wait for him outside. response:	Okay.
context: Where are you looking, Misaki?\You've got to keep your eyes on Usui-kun.\But...\He's gone already.\Hurry, you two.\Usui-san has already left the pool.\Let's wait for him outside.\Okay. response:	And next is this?
context: You've got to keep your eyes on Usui-kun.\But...\He's gone already.\Hurry, you two.\Usui-san has already left the pool.\Let's wait for him outside.\Okay.\And next is this? response:	It's the High Class Tailor Shop.
context: But...\He's gone already.\Hurry, you two.\Usui-san has already left the pool.\Let's wait for him outside.\Okay.\And next is this?\It's the High Class Tailor Shop. response:	Yet again, just like I thought.
context: He's gone already.\Hurry, you two.\Usui-san has already left the pool.\Let's wait for him outside.\Okay.\And next is this?\It's the High Class Tailor Shop.\Yet again, just like I thought. response:	I wonder who he actually is.
context: Hurry, you two.\Usui-san has already left the pool.\Let's wait for him outside.\Okay.\And next is this?\It's the High Class Tailor Shop.\Yet again, just like I thought.\I wonder who he actually is. response:	I'm telling you. He's a son of a rich family.
context: Usui-san has already left the pool.\Let's wait for him outside.\Okay.\And next is this?\It's the High Class Tailor Shop.\Yet again, just like I thought.\I wonder who he actually is.\I'm telling you. He's a son of a rich family. response:	Let's go.
context: Let's wait for him outside.\Okay.\And next is this?\It's the High Class Tailor Shop.\Yet again, just like I thought.\I wonder who he actually is.\I'm telling you. He's a son of a rich family.\Let's go. response:	What? We're going in?
context: Okay.\And next is this?\It's the High Class Tailor Shop.\Yet again, just like I thought.\I wonder who he actually is.\I'm telling you. He's a son of a rich family.\Let's go.\What? We're going in? response:	Of course.
context: And next is this?\It's the High Class Tailor Shop.\Yet again, just like I thought.\I wonder who he actually is.\I'm telling you. He's a son of a rich family.\Let's go.\What? We're going in?\Of course. response:	Wow, it looks expensive.
context: It's the High Class Tailor Shop.\Yet again, just like I thought.\I wonder who he actually is.\I'm telling you. He's a son of a rich family.\Let's go.\What? We're going in?\Of course.\Wow, it looks expensive. response:	It's really spacious in here.
context: Yet again, just like I thought.\I wonder who he actually is.\I'm telling you. He's a son of a rich family.\Let's go.\What? We're going in?\Of course.\Wow, it looks expensive.\It's really spacious in here. response:	They could really put more items here.
context: I wonder who he actually is.\I'm telling you. He's a son of a rich family.\Let's go.\What? We're going in?\Of course.\Wow, it looks expensive.\It's really spacious in here.\They could really put more items here. response:	No, we're...
context: I'm telling you. He's a son of a rich family.\Let's go.\What? We're going in?\Of course.\Wow, it looks expensive.\It's really spacious in here.\They could really put more items here.\No, we're... response:	We're fine, thank you.
context: Let's go.\What? We're going in?\Of course.\Wow, it looks expensive.\It's really spacious in here.\They could really put more items here.\No, we're...\We're fine, thank you. response:	We're only taking a look.
context: What? We're going in?\Of course.\Wow, it looks expensive.\It's really spacious in here.\They could really put more items here.\No, we're...\We're fine, thank you.\We're only taking a look. response:	Please enjoy.
context: Of course.\Wow, it looks expensive.\It's really spacious in here.\They could really put more items here.\No, we're...\We're fine, thank you.\We're only taking a look.\Please enjoy. response:	Wow, Shizuko!
context: Wow, it looks expensive.\It's really spacious in here.\They could really put more items here.\No, we're...\We're fine, thank you.\We're only taking a look.\Please enjoy.\Wow, Shizuko! response:	You're so natural.
context: It's really spacious in here.\They could really put more items here.\No, we're...\We're fine, thank you.\We're only taking a look.\Please enjoy.\Wow, Shizuko!\You're so natural. response:	Let's search for Usui-san.
context: They could really put more items here.\No, we're...\We're fine, thank you.\We're only taking a look.\Please enjoy.\Wow, Shizuko!\You're so natural.\Let's search for Usui-san. response:	Don't leave me.
context: No, we're...\We're fine, thank you.\We're only taking a look.\Please enjoy.\Wow, Shizuko!\You're so natural.\Let's search for Usui-san.\Don't leave me. response:	These look really expensive.
context: We're fine, thank you.\We're only taking a look.\Please enjoy.\Wow, Shizuko!\You're so natural.\Let's search for Usui-san.\Don't leave me.\These look really expensive. response:	How much is this?
context: We're only taking a look.\Please enjoy.\Wow, Shizuko!\You're so natural.\Let's search for Usui-san.\Don't leave me.\These look really expensive.\How much is this? response:	500,000 yen?!
context: Please enjoy.\Wow, Shizuko!\You're so natural.\Let's search for Usui-san.\Don't leave me.\These look really expensive.\How much is this?\500,000 yen?! response:	Excuse me.
context: Wow, Shizuko!\You're so natural.\Let's search for Usui-san.\Don't leave me.\These look really expensive.\How much is this?\500,000 yen?!\Excuse me. response:	These are ready-made, but I'm sure the order-mades are about twice the cost.
context: You're so natural.\Let's search for Usui-san.\Don't leave me.\These look really expensive.\How much is this?\500,000 yen?!\Excuse me.\These are ready-made, but I'm sure the order-mades are about twice the cost. response:	Such expensive clothes exist in this world?
context: Let's search for Usui-san.\Don't leave me.\These look really expensive.\How much is this?\500,000 yen?!\Excuse me.\These are ready-made, but I'm sure the order-mades are about twice the cost.\Such expensive clothes exist in this world? response:	Usui-kun doesn't look like he's in here.
context: Don't leave me.\These look really expensive.\How much is this?\500,000 yen?!\Excuse me.\These are ready-made, but I'm sure the order-mades are about twice the cost.\Such expensive clothes exist in this world?\Usui-kun doesn't look like he's in here. response:	I get it. He must have run out in surprise over the price.
context: These look really expensive.\How much is this?\500,000 yen?!\Excuse me.\These are ready-made, but I'm sure the order-mades are about twice the cost.\Such expensive clothes exist in this world?\Usui-kun doesn't look like he's in here.\I get it. He must have run out in surprise over the price. response:	No. He could be in the VIP Lounge.
context: How much is this?\500,000 yen?!\Excuse me.\These are ready-made, but I'm sure the order-mades are about twice the cost.\Such expensive clothes exist in this world?\Usui-kun doesn't look like he's in here.\I get it. He must have run out in surprise over the price.\No. He could be in the VIP Lounge. response:	VIP?!
context: 500,000 yen?!\Excuse me.\These are ready-made, but I'm sure the order-mades are about twice the cost.\Such expensive clothes exist in this world?\Usui-kun doesn't look like he's in here.\I get it. He must have run out in surprise over the price.\No. He could be in the VIP Lounge.\VIP?! response:	Yes, the VIP Lounge.
context: Excuse me.\These are ready-made, but I'm sure the order-mades are about twice the cost.\Such expensive clothes exist in this world?\Usui-kun doesn't look like he's in here.\I get it. He must have run out in surprise over the price.\No. He could be in the VIP Lounge.\VIP?!\Yes, the VIP Lounge. response:	VIP!
context: These are ready-made, but I'm sure the order-mades are about twice the cost.\Such expensive clothes exist in this world?\Usui-kun doesn't look like he's in here.\I get it. He must have run out in surprise over the price.\No. He could be in the VIP Lounge.\VIP?!\Yes, the VIP Lounge.\VIP! response:	You look great, sir.
context: Such expensive clothes exist in this world?\Usui-kun doesn't look like he's in here.\I get it. He must have run out in surprise over the price.\No. He could be in the VIP Lounge.\VIP?!\Yes, the VIP Lounge.\VIP!\You look great, sir. response:	Can I leave in this?
context: Usui-kun doesn't look like he's in here.\I get it. He must have run out in surprise over the price.\No. He could be in the VIP Lounge.\VIP?!\Yes, the VIP Lounge.\VIP!\You look great, sir.\Can I leave in this? response:	Most certainly.
context: I get it. He must have run out in surprise over the price.\No. He could be in the VIP Lounge.\VIP?!\Yes, the VIP Lounge.\VIP!\You look great, sir.\Can I leave in this?\Most certainly. response:	Okay.
context: No. He could be in the VIP Lounge.\VIP?!\Yes, the VIP Lounge.\VIP!\You look great, sir.\Can I leave in this?\Most certainly.\Okay. response:	He's coming this way.
context: VIP?!\Yes, the VIP Lounge.\VIP!\You look great, sir.\Can I leave in this?\Most certainly.\Okay.\He's coming this way. response:	This just makes me even more confused about him.
context: Yes, the VIP Lounge.\VIP!\You look great, sir.\Can I leave in this?\Most certainly.\Okay.\He's coming this way.\This just makes me even more confused about him. response:	Let's go after him.
context: VIP!\You look great, sir.\Can I leave in this?\Most certainly.\Okay.\He's coming this way.\This just makes me even more confused about him.\Let's go after him. response:	Yay.
context: You look great, sir.\Can I leave in this?\Most certainly.\Okay.\He's coming this way.\This just makes me even more confused about him.\Let's go after him.\Yay. response:	Where are we?
context: Can I leave in this?\Most certainly.\Okay.\He's coming this way.\This just makes me even more confused about him.\Let's go after him.\Yay.\Where are we? response:	It's a high class restaurant.
context: Most certainly.\Okay.\He's coming this way.\This just makes me even more confused about him.\Let's go after him.\Yay.\Where are we?\It's a high class restaurant. response:	The name of the restaurant is High Class, too.
context: Okay.\He's coming this way.\This just makes me even more confused about him.\Let's go after him.\Yay.\Where are we?\It's a high class restaurant.\The name of the restaurant is High Class, too. response:	What do we do? My guess was right again.
context: He's coming this way.\This just makes me even more confused about him.\Let's go after him.\Yay.\Where are we?\It's a high class restaurant.\The name of the restaurant is High Class, too.\What do we do? My guess was right again. response:	It's almost scary.
context: This just makes me even more confused about him.\Let's go after him.\Yay.\Where are we?\It's a high class restaurant.\The name of the restaurant is High Class, too.\What do we do? My guess was right again.\It's almost scary. response:	If it's a restaurant, we can't go in for a tour or window shopping.
context: Let's go after him.\Yay.\Where are we?\It's a high class restaurant.\The name of the restaurant is High Class, too.\What do we do? My guess was right again.\It's almost scary.\If it's a restaurant, we can't go in for a tour or window shopping. response:	Let's go.
context: Yay.\Where are we?\It's a high class restaurant.\The name of the restaurant is High Class, too.\What do we do? My guess was right again.\It's almost scary.\If it's a restaurant, we can't go in for a tour or window shopping.\Let's go. response:	We are going? Yay.
context: Where are we?\It's a high class restaurant.\The name of the restaurant is High Class, too.\What do we do? My guess was right again.\It's almost scary.\If it's a restaurant, we can't go in for a tour or window shopping.\Let's go.\We are going? Yay. response:	Do you have reservations?
context: It's a high class restaurant.\The name of the restaurant is High Class, too.\What do we do? My guess was right again.\It's almost scary.\If it's a restaurant, we can't go in for a tour or window shopping.\Let's go.\We are going? Yay.\Do you have reservations? response:	It looks like our company's not here yet, so may we wait here for a while?
context: The name of the restaurant is High Class, too.\What do we do? My guess was right again.\It's almost scary.\If it's a restaurant, we can't go in for a tour or window shopping.\Let's go.\We are going? Yay.\Do you have reservations?\It looks like our company's not here yet, so may we wait here for a while? response:	Most certainly.
context: What do we do? My guess was right again.\It's almost scary.\If it's a restaurant, we can't go in for a tour or window shopping.\Let's go.\We are going? Yay.\Do you have reservations?\It looks like our company's not here yet, so may we wait here for a while?\Most certainly. response:	Please come this way.
context: It's almost scary.\If it's a restaurant, we can't go in for a tour or window shopping.\Let's go.\We are going? Yay.\Do you have reservations?\It looks like our company's not here yet, so may we wait here for a while?\Most certainly.\Please come this way. response:	Isn't it rude not to take the hat off?
context: If it's a restaurant, we can't go in for a tour or window shopping.\Let's go.\We are going? Yay.\Do you have reservations?\It looks like our company's not here yet, so may we wait here for a while?\Most certainly.\Please come this way.\Isn't it rude not to take the hat off? response:	Since it's a disguise, they'll have to forgive our poor etiquette.
context: Let's go.\We are going? Yay.\Do you have reservations?\It looks like our company's not here yet, so may we wait here for a while?\Most certainly.\Please come this way.\Isn't it rude not to take the hat off?\Since it's a disguise, they'll have to forgive our poor etiquette. response:	Would you like the drink menu?
context: We are going? Yay.\Do you have reservations?\It looks like our company's not here yet, so may we wait here for a while?\Most certainly.\Please come this way.\Isn't it rude not to take the hat off?\Since it's a disguise, they'll have to forgive our poor etiquette.\Would you like the drink menu? response:	No! Water will do!
context: Do you have reservations?\It looks like our company's not here yet, so may we wait here for a while?\Most certainly.\Please come this way.\Isn't it rude not to take the hat off?\Since it's a disguise, they'll have to forgive our poor etiquette.\Would you like the drink menu?\No! Water will do! response:	Most certainly.
context: It looks like our company's not here yet, so may we wait here for a while?\Most certainly.\Please come this way.\Isn't it rude not to take the hat off?\Since it's a disguise, they'll have to forgive our poor etiquette.\Would you like the drink menu?\No! Water will do!\Most certainly. response:	The biggest discovery through this is how fearless Shizuko is.
context: Most certainly.\Please come this way.\Isn't it rude not to take the hat off?\Since it's a disguise, they'll have to forgive our poor etiquette.\Would you like the drink menu?\No! Water will do!\Most certainly.\The biggest discovery through this is how fearless Shizuko is. response:	She does pull it off when she has to.
context: Please come this way.\Isn't it rude not to take the hat off?\Since it's a disguise, they'll have to forgive our poor etiquette.\Would you like the drink menu?\No! Water will do!\Most certainly.\The biggest discovery through this is how fearless Shizuko is.\She does pull it off when she has to. response:	Now, let's see how Usui-san's doing.
context: Isn't it rude not to take the hat off?\Since it's a disguise, they'll have to forgive our poor etiquette.\Would you like the drink menu?\No! Water will do!\Most certainly.\The biggest discovery through this is how fearless Shizuko is.\She does pull it off when she has to.\Now, let's see how Usui-san's doing. response:	Is he waiting for someone?
context: Since it's a disguise, they'll have to forgive our poor etiquette.\Would you like the drink menu?\No! Water will do!\Most certainly.\The biggest discovery through this is how fearless Shizuko is.\She does pull it off when she has to.\Now, let's see how Usui-san's doing.\Is he waiting for someone? response:	Possibly.
context: Would you like the drink menu?\No! Water will do!\Most certainly.\The biggest discovery through this is how fearless Shizuko is.\She does pull it off when she has to.\Now, let's see how Usui-san's doing.\Is he waiting for someone?\Possibly. response:	It's hard to think anyone eating alone at a restaurant like this.
context: No! Water will do!\Most certainly.\The biggest discovery through this is how fearless Shizuko is.\She does pull it off when she has to.\Now, let's see how Usui-san's doing.\Is he waiting for someone?\Possibly.\It's hard to think anyone eating alone at a restaurant like this. response:	Will the Usui family finally show up?
context: Most certainly.\The biggest discovery through this is how fearless Shizuko is.\She does pull it off when she has to.\Now, let's see how Usui-san's doing.\Is he waiting for someone?\Possibly.\It's hard to think anyone eating alone at a restaurant like this.\Will the Usui family finally show up? response:	What if he's meeting with his girlfriend?
context: The biggest discovery through this is how fearless Shizuko is.\She does pull it off when she has to.\Now, let's see how Usui-san's doing.\Is he waiting for someone?\Possibly.\It's hard to think anyone eating alone at a restaurant like this.\Will the Usui family finally show up?\What if he's meeting with his girlfriend? response:	What kind of person's going to come?
context: She does pull it off when she has to.\Now, let's see how Usui-san's doing.\Is he waiting for someone?\Possibly.\It's hard to think anyone eating alone at a restaurant like this.\Will the Usui family finally show up?\What if he's meeting with his girlfriend?\What kind of person's going to come? response:	What? What's wrong?
context: Now, let's see how Usui-san's doing.\Is he waiting for someone?\Possibly.\It's hard to think anyone eating alone at a restaurant like this.\Will the Usui family finally show up?\What if he's meeting with his girlfriend?\What kind of person's going to come?\What? What's wrong? response:	Maybe she's the person Usui-kun was waiting for?
context: Is he waiting for someone?\Possibly.\It's hard to think anyone eating alone at a restaurant like this.\Will the Usui family finally show up?\What if he's meeting with his girlfriend?\What kind of person's going to come?\What? What's wrong?\Maybe she's the person Usui-kun was waiting for? response:	She's walking towards...
context: Possibly.\It's hard to think anyone eating alone at a restaurant like this.\Will the Usui family finally show up?\What if he's meeting with his girlfriend?\What kind of person's going to come?\What? What's wrong?\Maybe she's the person Usui-kun was waiting for?\She's walking towards... response:	Usui-kun waved his hand!
context: It's hard to think anyone eating alone at a restaurant like this.\Will the Usui family finally show up?\What if he's meeting with his girlfriend?\What kind of person's going to come?\What? What's wrong?\Maybe she's the person Usui-kun was waiting for?\She's walking towards...\Usui-kun waved his hand! response:	So she is the person he was waiting for?
context: Will the Usui family finally show up?\What if he's meeting with his girlfriend?\What kind of person's going to come?\What? What's wrong?\Maybe she's the person Usui-kun was waiting for?\She's walking towards...\Usui-kun waved his hand!\So she is the person he was waiting for? response:	But there are always cases where you think so, yet it turns out differently, so we can't tell yet.
context: What if he's meeting with his girlfriend?\What kind of person's going to come?\What? What's wrong?\Maybe she's the person Usui-kun was waiting for?\She's walking towards...\Usui-kun waved his hand!\So she is the person he was waiting for?\But there are always cases where you think so, yet it turns out differently, so we can't tell yet. response:	I sort of feel relieved.
context: What kind of person's going to come?\What? What's wrong?\Maybe she's the person Usui-kun was waiting for?\She's walking towards...\Usui-kun waved his hand!\So she is the person he was waiting for?\But there are always cases where you think so, yet it turns out differently, so we can't tell yet.\I sort of feel relieved. response:	That was very misleading.
context: What? What's wrong?\Maybe she's the person Usui-kun was waiting for?\She's walking towards...\Usui-kun waved his hand!\So she is the person he was waiting for?\But there are always cases where you think so, yet it turns out differently, so we can't tell yet.\I sort of feel relieved.\That was very misleading. response:	What's wrong, Misaki?
context: Maybe she's the person Usui-kun was waiting for?\She's walking towards...\Usui-kun waved his hand!\So she is the person he was waiting for?\But there are always cases where you think so, yet it turns out differently, so we can't tell yet.\I sort of feel relieved.\That was very misleading.\What's wrong, Misaki? response:	He'll spot us.
context: She's walking towards...\Usui-kun waved his hand!\So she is the person he was waiting for?\But there are always cases where you think so, yet it turns out differently, so we can't tell yet.\I sort of feel relieved.\That was very misleading.\What's wrong, Misaki?\He'll spot us. response:	Sorry. I'm going home.
context: Usui-kun waved his hand!\So she is the person he was waiting for?\But there are always cases where you think so, yet it turns out differently, so we can't tell yet.\I sort of feel relieved.\That was very misleading.\What's wrong, Misaki?\He'll spot us.\Sorry. I'm going home. response:	What am I doing...
context: So she is the person he was waiting for?\But there are always cases where you think so, yet it turns out differently, so we can't tell yet.\I sort of feel relieved.\That was very misleading.\What's wrong, Misaki?\He'll spot us.\Sorry. I'm going home.\What am I doing... response:	Misaki!
context: But there are always cases where you think so, yet it turns out differently, so we can't tell yet.\I sort of feel relieved.\That was very misleading.\What's wrong, Misaki?\He'll spot us.\Sorry. I'm going home.\What am I doing...\Misaki! response:	Are you sure you're going to abandon this?
context: I sort of feel relieved.\That was very misleading.\What's wrong, Misaki?\He'll spot us.\Sorry. I'm going home.\What am I doing...\Misaki!\Are you sure you're going to abandon this? response:	Yeah. I wasn't interested in Usui's secret to begin with.
context: That was very misleading.\What's wrong, Misaki?\He'll spot us.\Sorry. I'm going home.\What am I doing...\Misaki!\Are you sure you're going to abandon this?\Yeah. I wasn't interested in Usui's secret to begin with. response:	Okay. If you're going to say that.
context: What's wrong, Misaki?\He'll spot us.\Sorry. I'm going home.\What am I doing...\Misaki!\Are you sure you're going to abandon this?\Yeah. I wasn't interested in Usui's secret to begin with.\Okay. If you're going to say that. response:	We'll stop this here.
context: He'll spot us.\Sorry. I'm going home.\What am I doing...\Misaki!\Are you sure you're going to abandon this?\Yeah. I wasn't interested in Usui's secret to begin with.\Okay. If you're going to say that.\We'll stop this here. response:	Double glasses?!
context: Sorry. I'm going home.\What am I doing...\Misaki!\Are you sure you're going to abandon this?\Yeah. I wasn't interested in Usui's secret to begin with.\Okay. If you're going to say that.\We'll stop this here.\Double glasses?! response:	What the?! He can run like that?
context: What am I doing...\Misaki!\Are you sure you're going to abandon this?\Yeah. I wasn't interested in Usui's secret to begin with.\Okay. If you're going to say that.\We'll stop this here.\Double glasses?!\What the?! He can run like that? response:	When did he change into a kimono?
context: Misaki!\Are you sure you're going to abandon this?\Yeah. I wasn't interested in Usui's secret to begin with.\Okay. If you're going to say that.\We'll stop this here.\Double glasses?!\What the?! He can run like that?\When did he change into a kimono? response:	Since it interests me, I'm going to continue tailing him.
context: Are you sure you're going to abandon this?\Yeah. I wasn't interested in Usui's secret to begin with.\Okay. If you're going to say that.\We'll stop this here.\Double glasses?!\What the?! He can run like that?\When did he change into a kimono?\Since it interests me, I'm going to continue tailing him. response:	Let's go, Misaki!
context: Yeah. I wasn't interested in Usui's secret to begin with.\Okay. If you're going to say that.\We'll stop this here.\Double glasses?!\What the?! He can run like that?\When did he change into a kimono?\Since it interests me, I'm going to continue tailing him.\Let's go, Misaki! response:	Hey!
context: Okay. If you're going to say that.\We'll stop this here.\Double glasses?!\What the?! He can run like that?\When did he change into a kimono?\Since it interests me, I'm going to continue tailing him.\Let's go, Misaki!\Hey! response:	Please be careful.
context: We'll stop this here.\Double glasses?!\What the?! He can run like that?\When did he change into a kimono?\Since it interests me, I'm going to continue tailing him.\Let's go, Misaki!\Hey!\Please be careful. response:	I'm tired.
context: Double glasses?!\What the?! He can run like that?\When did he change into a kimono?\Since it interests me, I'm going to continue tailing him.\Let's go, Misaki!\Hey!\Please be careful.\I'm tired. response:	It's so dark out, too, I took my sunglasses off.
context: What the?! He can run like that?\When did he change into a kimono?\Since it interests me, I'm going to continue tailing him.\Let's go, Misaki!\Hey!\Please be careful.\I'm tired.\It's so dark out, too, I took my sunglasses off. response:	Usui-san is totally a mystery figure.
context: When did he change into a kimono?\Since it interests me, I'm going to continue tailing him.\Let's go, Misaki!\Hey!\Please be careful.\I'm tired.\It's so dark out, too, I took my sunglasses off.\Usui-san is totally a mystery figure. response:	Is this intense schedule what he goes through every day?
context: Since it interests me, I'm going to continue tailing him.\Let's go, Misaki!\Hey!\Please be careful.\I'm tired.\It's so dark out, too, I took my sunglasses off.\Usui-san is totally a mystery figure.\Is this intense schedule what he goes through every day? response:	I've had enough with investigating his secret.
context: Let's go, Misaki!\Hey!\Please be careful.\I'm tired.\It's so dark out, too, I took my sunglasses off.\Usui-san is totally a mystery figure.\Is this intense schedule what he goes through every day?\I've had enough with investigating his secret. response:	I quit.
context: Hey!\Please be careful.\I'm tired.\It's so dark out, too, I took my sunglasses off.\Usui-san is totally a mystery figure.\Is this intense schedule what he goes through every day?\I've had enough with investigating his secret.\I quit. response:	I agree.
context: Please be careful.\I'm tired.\It's so dark out, too, I took my sunglasses off.\Usui-san is totally a mystery figure.\Is this intense schedule what he goes through every day?\I've had enough with investigating his secret.\I quit.\I agree. response:	Therefore, I'm going to clean up Misaki's disguise set as well.
context: I'm tired.\It's so dark out, too, I took my sunglasses off.\Usui-san is totally a mystery figure.\Is this intense schedule what he goes through every day?\I've had enough with investigating his secret.\I quit.\I agree.\Therefore, I'm going to clean up Misaki's disguise set as well. response:	See ya, Misaki.
context: It's so dark out, too, I took my sunglasses off.\Usui-san is totally a mystery figure.\Is this intense schedule what he goes through every day?\I've had enough with investigating his secret.\I quit.\I agree.\Therefore, I'm going to clean up Misaki's disguise set as well.\See ya, Misaki. response:	It was fun, wasn't it?
context: Usui-san is totally a mystery figure.\Is this intense schedule what he goes through every day?\I've had enough with investigating his secret.\I quit.\I agree.\Therefore, I'm going to clean up Misaki's disguise set as well.\See ya, Misaki.\It was fun, wasn't it? response:	I'll see you tomorrow, Misaki-san.
context: Is this intense schedule what he goes through every day?\I've had enough with investigating his secret.\I quit.\I agree.\Therefore, I'm going to clean up Misaki's disguise set as well.\See ya, Misaki.\It was fun, wasn't it?\I'll see you tomorrow, Misaki-san. response:	It's a short cut if you go through the park.
context: I've had enough with investigating his secret.\I quit.\I agree.\Therefore, I'm going to clean up Misaki's disguise set as well.\See ya, Misaki.\It was fun, wasn't it?\I'll see you tomorrow, Misaki-san.\It's a short cut if you go through the park. response:	Then let's do that.
context: I quit.\I agree.\Therefore, I'm going to clean up Misaki's disguise set as well.\See ya, Misaki.\It was fun, wasn't it?\I'll see you tomorrow, Misaki-san.\It's a short cut if you go through the park.\Then let's do that. response:	Um...
context: I agree.\Therefore, I'm going to clean up Misaki's disguise set as well.\See ya, Misaki.\It was fun, wasn't it?\I'll see you tomorrow, Misaki-san.\It's a short cut if you go through the park.\Then let's do that.\Um... response:	I guess I'll go home, too.
