context: Episode 7 response:	Saturday Night
context: Come sit here, next to Chizu.\What's going on?\Here, come on.\This is so fun.\You're so soft, Sawako.\You're, like, a girl.\I knew it!\Our prince is in trouble! response:	Oh man, this is too fun.
context: What's going on?\Here, come on.\This is so fun.\You're so soft, Sawako.\You're, like, a girl.\I knew it!\Our prince is in trouble!\Oh man, this is too fun. response:	Playtime's over, kids!
context: Here, come on.\This is so fun.\You're so soft, Sawako.\You're, like, a girl.\I knew it!\Our prince is in trouble!\Oh man, this is too fun.\Playtime's over, kids! response:	Get lost, you angel of death!
context: This is so fun.\You're so soft, Sawako.\You're, like, a girl.\I knew it!\Our prince is in trouble!\Oh man, this is too fun.\Playtime's over, kids!\Get lost, you angel of death! response:	Why don't you go home, take a dump, and go to bed?
context: You're so soft, Sawako.\You're, like, a girl.\I knew it!\Our prince is in trouble!\Oh man, this is too fun.\Playtime's over, kids!\Get lost, you angel of death!\Why don't you go home, take a dump, and go to bed? response:	W-Why is Arai-sensei here?
context: You're, like, a girl.\I knew it!\Our prince is in trouble!\Oh man, this is too fun.\Playtime's over, kids!\Get lost, you angel of death!\Why don't you go home, take a dump, and go to bed?\W-Why is Arai-sensei here? response:	Were we too loud? Did we get reported?
context: I knew it!\Our prince is in trouble!\Oh man, this is too fun.\Playtime's over, kids!\Get lost, you angel of death!\Why don't you go home, take a dump, and go to bed?\W-Why is Arai-sensei here?\Were we too loud? Did we get reported? response:	No, Kuronuma.
context: Our prince is in trouble!\Oh man, this is too fun.\Playtime's over, kids!\Get lost, you angel of death!\Why don't you go home, take a dump, and go to bed?\W-Why is Arai-sensei here?\Were we too loud? Did we get reported?\No, Kuronuma. response:	I was in the little league that this kid's dad runs.
context: Oh man, this is too fun.\Playtime's over, kids!\Get lost, you angel of death!\Why don't you go home, take a dump, and go to bed?\W-Why is Arai-sensei here?\Were we too loud? Did we get reported?\No, Kuronuma.\I was in the little league that this kid's dad runs. response:	I've known him since he was a little brat.
context: Playtime's over, kids!\Get lost, you angel of death!\Why don't you go home, take a dump, and go to bed?\W-Why is Arai-sensei here?\Were we too loud? Did we get reported?\No, Kuronuma.\I was in the little league that this kid's dad runs.\I've known him since he was a little brat. response:	And you have no manners since you're a regular at Ryu's place.
context: Get lost, you angel of death!\Why don't you go home, take a dump, and go to bed?\W-Why is Arai-sensei here?\Were we too loud? Did we get reported?\No, Kuronuma.\I was in the little league that this kid's dad runs.\I've known him since he was a little brat.\And you have no manners since you're a regular at Ryu's place. response:	Oh really?
context: Why don't you go home, take a dump, and go to bed?\W-Why is Arai-sensei here?\Were we too loud? Did we get reported?\No, Kuronuma.\I was in the little league that this kid's dad runs.\I've known him since he was a little brat.\And you have no manners since you're a regular at Ryu's place.\Oh really? response:	Oh right, you wouldn't know, Sadako.
context: W-Why is Arai-sensei here?\Were we too loud? Did we get reported?\No, Kuronuma.\I was in the little league that this kid's dad runs.\I've known him since he was a little brat.\And you have no manners since you're a regular at Ryu's place.\Oh really?\Oh right, you wouldn't know, Sadako. response:	Are you all okay?
context: Were we too loud? Did we get reported?\No, Kuronuma.\I was in the little league that this kid's dad runs.\I've known him since he was a little brat.\And you have no manners since you're a regular at Ryu's place.\Oh really?\Oh right, you wouldn't know, Sadako.\Are you all okay? response:	I saw little old men run around after I looked into her eyes.
context: No, Kuronuma.\I was in the little league that this kid's dad runs.\I've known him since he was a little brat.\And you have no manners since you're a regular at Ryu's place.\Oh really?\Oh right, you wouldn't know, Sadako.\Are you all okay?\I saw little old men run around after I looked into her eyes. response:	I have a little old man at my place too.
context: I was in the little league that this kid's dad runs.\I've known him since he was a little brat.\And you have no manners since you're a regular at Ryu's place.\Oh really?\Oh right, you wouldn't know, Sadako.\Are you all okay?\I saw little old men run around after I looked into her eyes.\I have a little old man at my place too. response:	I knew it!
context: I've known him since he was a little brat.\And you have no manners since you're a regular at Ryu's place.\Oh really?\Oh right, you wouldn't know, Sadako.\Are you all okay?\I saw little old men run around after I looked into her eyes.\I have a little old man at my place too.\I knew it! response:	Pin, have you ever had sleep paralysis?
context: And you have no manners since you're a regular at Ryu's place.\Oh really?\Oh right, you wouldn't know, Sadako.\Are you all okay?\I saw little old men run around after I looked into her eyes.\I have a little old man at my place too.\I knew it!\Pin, have you ever had sleep paralysis? response:	All the time when I was a kid, yeah.
context: Oh really?\Oh right, you wouldn't know, Sadako.\Are you all okay?\I saw little old men run around after I looked into her eyes.\I have a little old man at my place too.\I knew it!\Pin, have you ever had sleep paralysis?\All the time when I was a kid, yeah. response:	Pretty often these days too.
context: Oh right, you wouldn't know, Sadako.\Are you all okay?\I saw little old men run around after I looked into her eyes.\I have a little old man at my place too.\I knew it!\Pin, have you ever had sleep paralysis?\All the time when I was a kid, yeah.\Pretty often these days too. response:	Do you hear things in your room when it happens?
context: Are you all okay?\I saw little old men run around after I looked into her eyes.\I have a little old man at my place too.\I knew it!\Pin, have you ever had sleep paralysis?\All the time when I was a kid, yeah.\Pretty often these days too.\Do you hear things in your room when it happens? response:	Yeah, my place is old. It creaks and cracks.
context: I saw little old men run around after I looked into her eyes.\I have a little old man at my place too.\I knew it!\Pin, have you ever had sleep paralysis?\All the time when I was a kid, yeah.\Pretty often these days too.\Do you hear things in your room when it happens?\Yeah, my place is old. It creaks and cracks. response:	Maybe you've just got a psychic aura.
context: I have a little old man at my place too.\I knew it!\Pin, have you ever had sleep paralysis?\All the time when I was a kid, yeah.\Pretty often these days too.\Do you hear things in your room when it happens?\Yeah, my place is old. It creaks and cracks.\Maybe you've just got a psychic aura. response:	Oh yeah, I couldn't sleep last night.
context: I knew it!\Pin, have you ever had sleep paralysis?\All the time when I was a kid, yeah.\Pretty often these days too.\Do you hear things in your room when it happens?\Yeah, my place is old. It creaks and cracks.\Maybe you've just got a psychic aura.\Oh yeah, I couldn't sleep last night. response:	I felt something heavy on me.
context: Pin, have you ever had sleep paralysis?\All the time when I was a kid, yeah.\Pretty often these days too.\Do you hear things in your room when it happens?\Yeah, my place is old. It creaks and cracks.\Maybe you've just got a psychic aura.\Oh yeah, I couldn't sleep last night.\I felt something heavy on me. response:	Um...
context: All the time when I was a kid, yeah.\Pretty often these days too.\Do you hear things in your room when it happens?\Yeah, my place is old. It creaks and cracks.\Maybe you've just got a psychic aura.\Oh yeah, I couldn't sleep last night.\I felt something heavy on me.\Um... response:	It might help if you bathe in salt water before you go to bed.
context: Pretty often these days too.\Do you hear things in your room when it happens?\Yeah, my place is old. It creaks and cracks.\Maybe you've just got a psychic aura.\Oh yeah, I couldn't sleep last night.\I felt something heavy on me.\Um...\It might help if you bathe in salt water before you go to bed. response:	Purging salt!
context: Do you hear things in your room when it happens?\Yeah, my place is old. It creaks and cracks.\Maybe you've just got a psychic aura.\Oh yeah, I couldn't sleep last night.\I felt something heavy on me.\Um...\It might help if you bathe in salt water before you go to bed.\Purging salt! response:	It makes you feel warm and helps you sleep better.
context: Yeah, my place is old. It creaks and cracks.\Maybe you've just got a psychic aura.\Oh yeah, I couldn't sleep last night.\I felt something heavy on me.\Um...\It might help if you bathe in salt water before you go to bed.\Purging salt!\It makes you feel warm and helps you sleep better. response:	She knows how to banish spirits!
context: Maybe you've just got a psychic aura.\Oh yeah, I couldn't sleep last night.\I felt something heavy on me.\Um...\It might help if you bathe in salt water before you go to bed.\Purging salt!\It makes you feel warm and helps you sleep better.\She knows how to banish spirits! response:	I hope I'm helping.
context: Oh yeah, I couldn't sleep last night.\I felt something heavy on me.\Um...\It might help if you bathe in salt water before you go to bed.\Purging salt!\It makes you feel warm and helps you sleep better.\She knows how to banish spirits!\I hope I'm helping. response:	Please!
context: I felt something heavy on me.\Um...\It might help if you bathe in salt water before you go to bed.\Purging salt!\It makes you feel warm and helps you sleep better.\She knows how to banish spirits!\I hope I'm helping.\Please! response:	That's enough, Pin, go home.
context: Um...\It might help if you bathe in salt water before you go to bed.\Purging salt!\It makes you feel warm and helps you sleep better.\She knows how to banish spirits!\I hope I'm helping.\Please!\That's enough, Pin, go home. response:	What? Why don't you go?
context: It might help if you bathe in salt water before you go to bed.\Purging salt!\It makes you feel warm and helps you sleep better.\She knows how to banish spirits!\I hope I'm helping.\Please!\That's enough, Pin, go home.\What? Why don't you go? response:	It's almost 9.
context: Purging salt!\It makes you feel warm and helps you sleep better.\She knows how to banish spirits!\I hope I'm helping.\Please!\That's enough, Pin, go home.\What? Why don't you go?\It's almost 9. response:	They're so stupid.
context: It makes you feel warm and helps you sleep better.\She knows how to banish spirits!\I hope I'm helping.\Please!\That's enough, Pin, go home.\What? Why don't you go?\It's almost 9.\They're so stupid. response:	Oh my.
context: She knows how to banish spirits!\I hope I'm helping.\Please!\That's enough, Pin, go home.\What? Why don't you go?\It's almost 9.\They're so stupid.\Oh my. response:	Oh, now you act like a teacher.
context: I hope I'm helping.\Please!\That's enough, Pin, go home.\What? Why don't you go?\It's almost 9.\They're so stupid.\Oh my.\Oh, now you act like a teacher. response:	Shut up! It's closing time!
context: Please!\That's enough, Pin, go home.\What? Why don't you go?\It's almost 9.\They're so stupid.\Oh my.\Oh, now you act like a teacher.\Shut up! It's closing time! response:	Should we split?
context: That's enough, Pin, go home.\What? Why don't you go?\It's almost 9.\They're so stupid.\Oh my.\Oh, now you act like a teacher.\Shut up! It's closing time!\Should we split? response:	He has a face like this as well...
context: What? Why don't you go?\It's almost 9.\They're so stupid.\Oh my.\Oh, now you act like a teacher.\Shut up! It's closing time!\Should we split?\He has a face like this as well... response:	That was fun.
context: It's almost 9.\They're so stupid.\Oh my.\Oh, now you act like a teacher.\Shut up! It's closing time!\Should we split?\He has a face like this as well...\That was fun. response:	It was.
context: They're so stupid.\Oh my.\Oh, now you act like a teacher.\Shut up! It's closing time!\Should we split?\He has a face like this as well...\That was fun.\It was. response:	We'll have lots of fun from now on.
context: Oh my.\Oh, now you act like a teacher.\Shut up! It's closing time!\Should we split?\He has a face like this as well...\That was fun.\It was.\We'll have lots of fun from now on. response:	Saturday night with my friends.
context: Oh, now you act like a teacher.\Shut up! It's closing time!\Should we split?\He has a face like this as well...\That was fun.\It was.\We'll have lots of fun from now on.\Saturday night with my friends. response:	Thanks for having us!
context: Shut up! It's closing time!\Should we split?\He has a face like this as well...\That was fun.\It was.\We'll have lots of fun from now on.\Saturday night with my friends.\Thanks for having us! response:	I couldn't believe I was there.
context: Should we split?\He has a face like this as well...\That was fun.\It was.\We'll have lots of fun from now on.\Saturday night with my friends.\Thanks for having us!\I couldn't believe I was there. response:	I'm heading to the corner store, so I'm going that way too.
context: He has a face like this as well...\That was fun.\It was.\We'll have lots of fun from now on.\Saturday night with my friends.\Thanks for having us!\I couldn't believe I was there.\I'm heading to the corner store, so I'm going that way too. response:	My heart's racing, but I feel at ease.
context: That was fun.\It was.\We'll have lots of fun from now on.\Saturday night with my friends.\Thanks for having us!\I couldn't believe I was there.\I'm heading to the corner store, so I'm going that way too.\My heart's racing, but I feel at ease. response:	Good luck, mister!
context: It was.\We'll have lots of fun from now on.\Saturday night with my friends.\Thanks for having us!\I couldn't believe I was there.\I'm heading to the corner store, so I'm going that way too.\My heart's racing, but I feel at ease.\Good luck, mister! response:	Have at it, mister!
context: We'll have lots of fun from now on.\Saturday night with my friends.\Thanks for having us!\I couldn't believe I was there.\I'm heading to the corner store, so I'm going that way too.\My heart's racing, but I feel at ease.\Good luck, mister!\Have at it, mister! response:	I hate them!
context: Saturday night with my friends.\Thanks for having us!\I couldn't believe I was there.\I'm heading to the corner store, so I'm going that way too.\My heart's racing, but I feel at ease.\Good luck, mister!\Have at it, mister!\I hate them! response:	Everyone was smiling.
context: Thanks for having us!\I couldn't believe I was there.\I'm heading to the corner store, so I'm going that way too.\My heart's racing, but I feel at ease.\Good luck, mister!\Have at it, mister!\I hate them!\Everyone was smiling. response:	It was so fun.
context: I couldn't believe I was there.\I'm heading to the corner store, so I'm going that way too.\My heart's racing, but I feel at ease.\Good luck, mister!\Have at it, mister!\I hate them!\Everyone was smiling.\It was so fun. response:	We're going to have lots of fun.
context: I'm heading to the corner store, so I'm going that way too.\My heart's racing, but I feel at ease.\Good luck, mister!\Have at it, mister!\I hate them!\Everyone was smiling.\It was so fun.\We're going to have lots of fun. response:	See you, Chizu.
context: My heart's racing, but I feel at ease.\Good luck, mister!\Have at it, mister!\I hate them!\Everyone was smiling.\It was so fun.\We're going to have lots of fun.\See you, Chizu. response:	Later, Yano-chin.
context: Good luck, mister!\Have at it, mister!\I hate them!\Everyone was smiling.\It was so fun.\We're going to have lots of fun.\See you, Chizu.\Later, Yano-chin. response:	Wait, why are you going this way?
context: Have at it, mister!\I hate them!\Everyone was smiling.\It was so fun.\We're going to have lots of fun.\See you, Chizu.\Later, Yano-chin.\Wait, why are you going this way? response:	What do you want me to do?
context: I hate them!\Everyone was smiling.\It was so fun.\We're going to have lots of fun.\See you, Chizu.\Later, Yano-chin.\Wait, why are you going this way?\What do you want me to do? response:	You're annoying, move over.
context: Everyone was smiling.\It was so fun.\We're going to have lots of fun.\See you, Chizu.\Later, Yano-chin.\Wait, why are you going this way?\What do you want me to do?\You're annoying, move over. response:	Shut up!
context: It was so fun.\We're going to have lots of fun.\See you, Chizu.\Later, Yano-chin.\Wait, why are you going this way?\What do you want me to do?\You're annoying, move over.\Shut up! response:	You should be afraid going alone.
context: We're going to have lots of fun.\See you, Chizu.\Later, Yano-chin.\Wait, why are you going this way?\What do you want me to do?\You're annoying, move over.\Shut up!\You should be afraid going alone. response:	I guess I'll go home and take a bath or something.
context: See you, Chizu.\Later, Yano-chin.\Wait, why are you going this way?\What do you want me to do?\You're annoying, move over.\Shut up!\You should be afraid going alone.\I guess I'll go home and take a bath or something. response:	Oh yeah,
context: Later, Yano-chin.\Wait, why are you going this way?\What do you want me to do?\You're annoying, move over.\Shut up!\You should be afraid going alone.\I guess I'll go home and take a bath or something.\Oh yeah, response:	what kind of girl do you like?
context: Wait, why are you going this way?\What do you want me to do?\You're annoying, move over.\Shut up!\You should be afraid going alone.\I guess I'll go home and take a bath or something.\Oh yeah,\what kind of girl do you like? response:	Type?
context: What do you want me to do?\You're annoying, move over.\Shut up!\You should be afraid going alone.\I guess I'll go home and take a bath or something.\Oh yeah,\what kind of girl do you like?\Type? response:	You said Kurumi's not your type, remember?
context: You're annoying, move over.\Shut up!\You should be afraid going alone.\I guess I'll go home and take a bath or something.\Oh yeah,\what kind of girl do you like?\Type?\You said Kurumi's not your type, remember? response:	Someone blunt and simple.
context: Shut up!\You should be afraid going alone.\I guess I'll go home and take a bath or something.\Oh yeah,\what kind of girl do you like?\Type?\You said Kurumi's not your type, remember?\Someone blunt and simple. response:	That's some pretty obscure taste.
context: You should be afraid going alone.\I guess I'll go home and take a bath or something.\Oh yeah,\what kind of girl do you like?\Type?\You said Kurumi's not your type, remember?\Someone blunt and simple.\That's some pretty obscure taste. response:	I guess.
context: I guess I'll go home and take a bath or something.\Oh yeah,\what kind of girl do you like?\Type?\You said Kurumi's not your type, remember?\Someone blunt and simple.\That's some pretty obscure taste.\I guess. response:	Blunt and simple?
context: Oh yeah,\what kind of girl do you like?\Type?\You said Kurumi's not your type, remember?\Someone blunt and simple.\That's some pretty obscure taste.\I guess.\Blunt and simple? response:	Like Sadako?
context: what kind of girl do you like?\Type?\You said Kurumi's not your type, remember?\Someone blunt and simple.\That's some pretty obscure taste.\I guess.\Blunt and simple?\Like Sadako? response:	You didn't have to.
context: Type?\You said Kurumi's not your type, remember?\Someone blunt and simple.\That's some pretty obscure taste.\I guess.\Blunt and simple?\Like Sadako?\You didn't have to. response:	I already knew.
context: You said Kurumi's not your type, remember?\Someone blunt and simple.\That's some pretty obscure taste.\I guess.\Blunt and simple?\Like Sadako?\You didn't have to.\I already knew. response:	Knew what?
context: Someone blunt and simple.\That's some pretty obscure taste.\I guess.\Blunt and simple?\Like Sadako?\You didn't have to.\I already knew.\Knew what? response:	You came to tell me that you made up, right?
context: That's some pretty obscure taste.\I guess.\Blunt and simple?\Like Sadako?\You didn't have to.\I already knew.\Knew what?\You came to tell me that you made up, right? response:	Heh.
context: I guess.\Blunt and simple?\Like Sadako?\You didn't have to.\I already knew.\Knew what?\You came to tell me that you made up, right?\Heh. response:	My heart's still racing.
context: Blunt and simple?\Like Sadako?\You didn't have to.\I already knew.\Knew what?\You came to tell me that you made up, right?\Heh.\My heart's still racing. response:	It was so fun.
context: Like Sadako?\You didn't have to.\I already knew.\Knew what?\You came to tell me that you made up, right?\Heh.\My heart's still racing.\It was so fun. response:	I'm glad I'm in this school.
context: You didn't have to.\I already knew.\Knew what?\You came to tell me that you made up, right?\Heh.\My heart's still racing.\It was so fun.\I'm glad I'm in this school. response:	With everyone else.
context: I already knew.\Knew what?\You came to tell me that you made up, right?\Heh.\My heart's still racing.\It was so fun.\I'm glad I'm in this school.\With everyone else. response:	With me too?
context: Knew what?\You came to tell me that you made up, right?\Heh.\My heart's still racing.\It was so fun.\I'm glad I'm in this school.\With everyone else.\With me too? response:	Of course!
context: You came to tell me that you made up, right?\Heh.\My heart's still racing.\It was so fun.\I'm glad I'm in this school.\With everyone else.\With me too?\Of course! response:	My life wouldn't have been the same without you.
context: Heh.\My heart's still racing.\It was so fun.\I'm glad I'm in this school.\With everyone else.\With me too?\Of course!\My life wouldn't have been the same without you. response:	You make such a big deal out of it.
context: My heart's still racing.\It was so fun.\I'm glad I'm in this school.\With everyone else.\With me too?\Of course!\My life wouldn't have been the same without you.\You make such a big deal out of it. response:	Sorry, I just wanted to try pouting.
context: It was so fun.\I'm glad I'm in this school.\With everyone else.\With me too?\Of course!\My life wouldn't have been the same without you.\You make such a big deal out of it.\Sorry, I just wanted to try pouting. response:	Pouting?
context: I'm glad I'm in this school.\With everyone else.\With me too?\Of course!\My life wouldn't have been the same without you.\You make such a big deal out of it.\Sorry, I just wanted to try pouting.\Pouting? response:	I'm lying.
context: With everyone else.\With me too?\Of course!\My life wouldn't have been the same without you.\You make such a big deal out of it.\Sorry, I just wanted to try pouting.\Pouting?\I'm lying. response:	Truth is, I really just wanted peace of mind.
context: With me too?\Of course!\My life wouldn't have been the same without you.\You make such a big deal out of it.\Sorry, I just wanted to try pouting.\Pouting?\I'm lying.\Truth is, I really just wanted peace of mind. response:	His face as it was in middle school,
context: Of course!\My life wouldn't have been the same without you.\You make such a big deal out of it.\Sorry, I just wanted to try pouting.\Pouting?\I'm lying.\Truth is, I really just wanted peace of mind.\His face as it was in middle school, response:	his face as it was for the first time today.
context: My life wouldn't have been the same without you.\You make such a big deal out of it.\Sorry, I just wanted to try pouting.\Pouting?\I'm lying.\Truth is, I really just wanted peace of mind.\His face as it was in middle school,\his face as it was for the first time today. response:	I think I got to see a different side of Kazehaya today.
context: You make such a big deal out of it.\Sorry, I just wanted to try pouting.\Pouting?\I'm lying.\Truth is, I really just wanted peace of mind.\His face as it was in middle school,\his face as it was for the first time today.\I think I got to see a different side of Kazehaya today. response:	I'm sort of happy.
context: Sorry, I just wanted to try pouting.\Pouting?\I'm lying.\Truth is, I really just wanted peace of mind.\His face as it was in middle school,\his face as it was for the first time today.\I think I got to see a different side of Kazehaya today.\I'm sort of happy. response:	What are you buying at the store, Kazehaya-kun?
context: Pouting?\I'm lying.\Truth is, I really just wanted peace of mind.\His face as it was in middle school,\his face as it was for the first time today.\I think I got to see a different side of Kazehaya today.\I'm sort of happy.\What are you buying at the store, Kazehaya-kun? response:	What should I buy?
context: I'm lying.\Truth is, I really just wanted peace of mind.\His face as it was in middle school,\his face as it was for the first time today.\I think I got to see a different side of Kazehaya today.\I'm sort of happy.\What are you buying at the store, Kazehaya-kun?\What should I buy? response:	Huh?
context: Truth is, I really just wanted peace of mind.\His face as it was in middle school,\his face as it was for the first time today.\I think I got to see a different side of Kazehaya today.\I'm sort of happy.\What are you buying at the store, Kazehaya-kun?\What should I buy?\Huh? response:	And many more new faces from now on...
context: His face as it was in middle school,\his face as it was for the first time today.\I think I got to see a different side of Kazehaya today.\I'm sort of happy.\What are you buying at the store, Kazehaya-kun?\What should I buy?\Huh?\And many more new faces from now on... response:	The sunset sky,
context: his face as it was for the first time today.\I think I got to see a different side of Kazehaya today.\I'm sort of happy.\What are you buying at the store, Kazehaya-kun?\What should I buy?\Huh?\And many more new faces from now on...\The sunset sky, response:	a change in the wind...
context: I think I got to see a different side of Kazehaya today.\I'm sort of happy.\What are you buying at the store, Kazehaya-kun?\What should I buy?\Huh?\And many more new faces from now on...\The sunset sky,\a change in the wind... response:	Next episode: Self-Practice
