context: Inside the human body, response:	roughly 37.2 trillion cells work energetically,
context: What the hell are they planning to do?\Cells at Work!\Cells at Work!\Stay away!\There's no end to them!\Get out of here now!\My bad! You saved me!\No, it's all good. More importantly... response:	Well, well, not bad!
context: Cells at Work!\Cells at Work!\Stay away!\There's no end to them!\Get out of here now!\My bad! You saved me!\No, it's all good. More importantly...\Well, well, not bad! response:	But I wonder how long you can hold out.
context: Cells at Work!\Stay away!\There's no end to them!\Get out of here now!\My bad! You saved me!\No, it's all good. More importantly...\Well, well, not bad!\But I wonder how long you can hold out. response:	There are tons more of us on their way in!
context: Stay away!\There's no end to them!\Get out of here now!\My bad! You saved me!\No, it's all good. More importantly...\Well, well, not bad!\But I wonder how long you can hold out.\There are tons more of us on their way in! response:	Your backup is here!
context: There's no end to them!\Get out of here now!\My bad! You saved me!\No, it's all good. More importantly...\Well, well, not bad!\But I wonder how long you can hold out.\There are tons more of us on their way in!\Your backup is here! response:	I owe you
context: Get out of here now!\My bad! You saved me!\No, it's all good. More importantly...\Well, well, not bad!\But I wonder how long you can hold out.\There are tons more of us on their way in!\Your backup is here!\I owe you response:	Dammit, the draft...
context: My bad! You saved me!\No, it's all good. More importantly...\Well, well, not bad!\But I wonder how long you can hold out.\There are tons more of us on their way in!\Your backup is here!\I owe you\Dammit, the draft... response:	No. 4989!
context: No, it's all good. More importantly...\Well, well, not bad!\But I wonder how long you can hold out.\There are tons more of us on their way in!\Your backup is here!\I owe you\Dammit, the draft...\No. 4989! response:	N-No way! No. 4989!
context: Well, well, not bad!\But I wonder how long you can hold out.\There are tons more of us on their way in!\Your backup is here!\I owe you\Dammit, the draft...\No. 4989!\N-No way! No. 4989! response:	Keep your L-selectin on!
context: But I wonder how long you can hold out.\There are tons more of us on their way in!\Your backup is here!\I owe you\Dammit, the draft...\No. 4989!\N-No way! No. 4989!\Keep your L-selectin on! response:	L-SELECTIN: A type of glycoprotein involved in binding white blood cells and vascular endothelial cells.
context: There are tons more of us on their way in!\Your backup is here!\I owe you\Dammit, the draft...\No. 4989!\N-No way! No. 4989!\Keep your L-selectin on!\L-SELECTIN: A type of glycoprotein involved in binding white blood cells and vascular endothelial cells. response:	Oh crap! Behind us!
context: Your backup is here!\I owe you\Dammit, the draft...\No. 4989!\N-No way! No. 4989!\Keep your L-selectin on!\L-SELECTIN: A type of glycoprotein involved in binding white blood cells and vascular endothelial cells.\Oh crap! Behind us! response:	Your friends are rather flaky, aren't they now?
context: I owe you\Dammit, the draft...\No. 4989!\N-No way! No. 4989!\Keep your L-selectin on!\L-SELECTIN: A type of glycoprotein involved in binding white blood cells and vascular endothelial cells.\Oh crap! Behind us!\Your friends are rather flaky, aren't they now? response:	How I pity you.
context: Dammit, the draft...\No. 4989!\N-No way! No. 4989!\Keep your L-selectin on!\L-SELECTIN: A type of glycoprotein involved in binding white blood cells and vascular endothelial cells.\Oh crap! Behind us!\Your friends are rather flaky, aren't they now?\How I pity you. response:	Aren't you getting a little tired?
context: No. 4989!\N-No way! No. 4989!\Keep your L-selectin on!\L-SELECTIN: A type of glycoprotein involved in binding white blood cells and vascular endothelial cells.\Oh crap! Behind us!\Your friends are rather flaky, aren't they now?\How I pity you.\Aren't you getting a little tired? response:	Quite pathetic, you Neutrophils.
context: N-No way! No. 4989!\Keep your L-selectin on!\L-SELECTIN: A type of glycoprotein involved in binding white blood cells and vascular endothelial cells.\Oh crap! Behind us!\Your friends are rather flaky, aren't they now?\How I pity you.\Aren't you getting a little tired?\Quite pathetic, you Neutrophils. response:	All the battling you do to protect other cells day after day...
context: Keep your L-selectin on!\L-SELECTIN: A type of glycoprotein involved in binding white blood cells and vascular endothelial cells.\Oh crap! Behind us!\Your friends are rather flaky, aren't they now?\How I pity you.\Aren't you getting a little tired?\Quite pathetic, you Neutrophils.\All the battling you do to protect other cells day after day... response:	But when you find yourselves in trouble,
context: L-SELECTIN: A type of glycoprotein involved in binding white blood cells and vascular endothelial cells.\Oh crap! Behind us!\Your friends are rather flaky, aren't they now?\How I pity you.\Aren't you getting a little tired?\Quite pathetic, you Neutrophils.\All the battling you do to protect other cells day after day...\But when you find yourselves in trouble, response:	not one of them comes to your rescue.
context: Oh crap! Behind us!\Your friends are rather flaky, aren't they now?\How I pity you.\Aren't you getting a little tired?\Quite pathetic, you Neutrophils.\All the battling you do to protect other cells day after day...\But when you find yourselves in trouble,\not one of them comes to your rescue. response:	Did you just call us Neutrophils, not White Blood Cells?
context: Your friends are rather flaky, aren't they now?\How I pity you.\Aren't you getting a little tired?\Quite pathetic, you Neutrophils.\All the battling you do to protect other cells day after day...\But when you find yourselves in trouble,\not one of them comes to your rescue.\Did you just call us Neutrophils, not White Blood Cells? response:	I see you've at least done some homework.
context: How I pity you.\Aren't you getting a little tired?\Quite pathetic, you Neutrophils.\All the battling you do to protect other cells day after day...\But when you find yourselves in trouble,\not one of them comes to your rescue.\Did you just call us Neutrophils, not White Blood Cells?\I see you've at least done some homework. response:	Oh my, of course I have.
context: Aren't you getting a little tired?\Quite pathetic, you Neutrophils.\All the battling you do to protect other cells day after day...\But when you find yourselves in trouble,\not one of them comes to your rescue.\Did you just call us Neutrophils, not White Blood Cells?\I see you've at least done some homework.\Oh my, of course I have. response:	After all, I heard the rumors about a certain Pneumococcus perishing
context: Quite pathetic, you Neutrophils.\All the battling you do to protect other cells day after day...\But when you find yourselves in trouble,\not one of them comes to your rescue.\Did you just call us Neutrophils, not White Blood Cells?\I see you've at least done some homework.\Oh my, of course I have.\After all, I heard the rumors about a certain Pneumococcus perishing response:	because he didn't case the joint before he invaded!
context: All the battling you do to protect other cells day after day...\But when you find yourselves in trouble,\not one of them comes to your rescue.\Did you just call us Neutrophils, not White Blood Cells?\I see you've at least done some homework.\Oh my, of course I have.\After all, I heard the rumors about a certain Pneumococcus perishing\because he didn't case the joint before he invaded! response:	Wasn't that your kid brother?
context: But when you find yourselves in trouble,\not one of them comes to your rescue.\Did you just call us Neutrophils, not White Blood Cells?\I see you've at least done some homework.\Oh my, of course I have.\After all, I heard the rumors about a certain Pneumococcus perishing\because he didn't case the joint before he invaded!\Wasn't that your kid brother? response:	Oh, I've done all the research I need.
context: not one of them comes to your rescue.\Did you just call us Neutrophils, not White Blood Cells?\I see you've at least done some homework.\Oh my, of course I have.\After all, I heard the rumors about a certain Pneumococcus perishing\because he didn't case the joint before he invaded!\Wasn't that your kid brother?\Oh, I've done all the research I need. response:	All about you members of the immune system.
context: Did you just call us Neutrophils, not White Blood Cells?\I see you've at least done some homework.\Oh my, of course I have.\After all, I heard the rumors about a certain Pneumococcus perishing\because he didn't case the joint before he invaded!\Wasn't that your kid brother?\Oh, I've done all the research I need.\All about you members of the immune system. response:	Right down to the fact that you scrubs, known as the Neutrophils,
context: I see you've at least done some homework.\Oh my, of course I have.\After all, I heard the rumors about a certain Pneumococcus perishing\because he didn't case the joint before he invaded!\Wasn't that your kid brother?\Oh, I've done all the research I need.\All about you members of the immune system.\Right down to the fact that you scrubs, known as the Neutrophils, response:	are the first responders to a bacterial invasion through an abrasion.
context: Oh my, of course I have.\After all, I heard the rumors about a certain Pneumococcus perishing\because he didn't case the joint before he invaded!\Wasn't that your kid brother?\Oh, I've done all the research I need.\All about you members of the immune system.\Right down to the fact that you scrubs, known as the Neutrophils,\are the first responders to a bacterial invasion through an abrasion. response:	As well as the fact that the big guns, the Macrophages and Monocytes,
context: After all, I heard the rumors about a certain Pneumococcus perishing\because he didn't case the joint before he invaded!\Wasn't that your kid brother?\Oh, I've done all the research I need.\All about you members of the immune system.\Right down to the fact that you scrubs, known as the Neutrophils,\are the first responders to a bacterial invasion through an abrasion.\As well as the fact that the big guns, the Macrophages and Monocytes, response:	are always late to the party.
context: because he didn't case the joint before he invaded!\Wasn't that your kid brother?\Oh, I've done all the research I need.\All about you members of the immune system.\Right down to the fact that you scrubs, known as the Neutrophils,\are the first responders to a bacterial invasion through an abrasion.\As well as the fact that the big guns, the Macrophages and Monocytes,\are always late to the party. response:	Not to mention that the brigade known as Lymphocytes
context: Wasn't that your kid brother?\Oh, I've done all the research I need.\All about you members of the immune system.\Right down to the fact that you scrubs, known as the Neutrophils,\are the first responders to a bacterial invasion through an abrasion.\As well as the fact that the big guns, the Macrophages and Monocytes,\are always late to the party.\Not to mention that the brigade known as Lymphocytes response:	never show up until even later.
context: Oh, I've done all the research I need.\All about you members of the immune system.\Right down to the fact that you scrubs, known as the Neutrophils,\are the first responders to a bacterial invasion through an abrasion.\As well as the fact that the big guns, the Macrophages and Monocytes,\are always late to the party.\Not to mention that the brigade known as Lymphocytes\never show up until even later. response:	Do you understand?
context: All about you members of the immune system.\Right down to the fact that you scrubs, known as the Neutrophils,\are the first responders to a bacterial invasion through an abrasion.\As well as the fact that the big guns, the Macrophages and Monocytes,\are always late to the party.\Not to mention that the brigade known as Lymphocytes\never show up until even later.\Do you understand? response:	In other words,
context: Right down to the fact that you scrubs, known as the Neutrophils,\are the first responders to a bacterial invasion through an abrasion.\As well as the fact that the big guns, the Macrophages and Monocytes,\are always late to the party.\Not to mention that the brigade known as Lymphocytes\never show up until even later.\Do you understand?\In other words, response:	as long as I take you Neutrophils out here,
context: are the first responders to a bacterial invasion through an abrasion.\As well as the fact that the big guns, the Macrophages and Monocytes,\are always late to the party.\Not to mention that the brigade known as Lymphocytes\never show up until even later.\Do you understand?\In other words,\as long as I take you Neutrophils out here, response:	I will
context: As well as the fact that the big guns, the Macrophages and Monocytes,\are always late to the party.\Not to mention that the brigade known as Lymphocytes\never show up until even later.\Do you understand?\In other words,\as long as I take you Neutrophils out here,\I will response:	have the upper hand!
context: are always late to the party.\Not to mention that the brigade known as Lymphocytes\never show up until even later.\Do you understand?\In other words,\as long as I take you Neutrophils out here,\I will\have the upper hand! response:	Here's the deathblow!
context: Not to mention that the brigade known as Lymphocytes\never show up until even later.\Do you understand?\In other words,\as long as I take you Neutrophils out here,\I will\have the upper hand!\Here's the deathblow! response:	Wha... You blocked it? How do you even have the energy?
context: never show up until even later.\Do you understand?\In other words,\as long as I take you Neutrophils out here,\I will\have the upper hand!\Here's the deathblow!\Wha... You blocked it? How do you even have the energy? response:	Oh, I get it now. What a lame strategy.
context: Do you understand?\In other words,\as long as I take you Neutrophils out here,\I will\have the upper hand!\Here's the deathblow!\Wha... You blocked it? How do you even have the energy?\Oh, I get it now. What a lame strategy. response:	Wh-What did you say?
context: In other words,\as long as I take you Neutrophils out here,\I will\have the upper hand!\Here's the deathblow!\Wha... You blocked it? How do you even have the energy?\Oh, I get it now. What a lame strategy.\Wh-What did you say? response:	Looks like you forgot the blood cell you need to be careful of!
context: as long as I take you Neutrophils out here,\I will\have the upper hand!\Here's the deathblow!\Wha... You blocked it? How do you even have the energy?\Oh, I get it now. What a lame strategy.\Wh-What did you say?\Looks like you forgot the blood cell you need to be careful of! response:	Not a Macrophage or a Monocyte or a Killer T Cell or a B Cell.
context: I will\have the upper hand!\Here's the deathblow!\Wha... You blocked it? How do you even have the energy?\Oh, I get it now. What a lame strategy.\Wh-What did you say?\Looks like you forgot the blood cell you need to be careful of!\Not a Macrophage or a Monocyte or a Killer T Cell or a B Cell. response:	Those powerful helpers of ours...
context: have the upper hand!\Here's the deathblow!\Wha... You blocked it? How do you even have the energy?\Oh, I get it now. What a lame strategy.\Wh-What did you say?\Looks like you forgot the blood cell you need to be careful of!\Not a Macrophage or a Monocyte or a Killer T Cell or a B Cell.\Those powerful helpers of ours... response:	Professionals who can turn the tide just like that...
context: Here's the deathblow!\Wha... You blocked it? How do you even have the energy?\Oh, I get it now. What a lame strategy.\Wh-What did you say?\Looks like you forgot the blood cell you need to be careful of!\Not a Macrophage or a Monocyte or a Killer T Cell or a B Cell.\Those powerful helpers of ours...\Professionals who can turn the tide just like that... response:	They're that powerful!
context: Wha... You blocked it? How do you even have the energy?\Oh, I get it now. What a lame strategy.\Wh-What did you say?\Looks like you forgot the blood cell you need to be careful of!\Not a Macrophage or a Monocyte or a Killer T Cell or a B Cell.\Those powerful helpers of ours...\Professionals who can turn the tide just like that...\They're that powerful! response:	Wh-Who are you talking about?
context: Oh, I get it now. What a lame strategy.\Wh-What did you say?\Looks like you forgot the blood cell you need to be careful of!\Not a Macrophage or a Monocyte or a Killer T Cell or a B Cell.\Those powerful helpers of ours...\Professionals who can turn the tide just like that...\They're that powerful!\Wh-Who are you talking about? response:	Thank you for your hard work!
context: Wh-What did you say?\Looks like you forgot the blood cell you need to be careful of!\Not a Macrophage or a Monocyte or a Killer T Cell or a B Cell.\Those powerful helpers of ours...\Professionals who can turn the tide just like that...\They're that powerful!\Wh-Who are you talking about?\Thank you for your hard work! response:	Remember to stay together so no one loses their way!
context: Looks like you forgot the blood cell you need to be careful of!\Not a Macrophage or a Monocyte or a Killer T Cell or a B Cell.\Those powerful helpers of ours...\Professionals who can turn the tide just like that...\They're that powerful!\Wh-Who are you talking about?\Thank you for your hard work!\Remember to stay together so no one loses their way! response:	Right!
context: Not a Macrophage or a Monocyte or a Killer T Cell or a B Cell.\Those powerful helpers of ours...\Professionals who can turn the tide just like that...\They're that powerful!\Wh-Who are you talking about?\Thank you for your hard work!\Remember to stay together so no one loses their way!\Right! response:	No fighting with other kids!
context: Those powerful helpers of ours...\Professionals who can turn the tide just like that...\They're that powerful!\Wh-Who are you talking about?\Thank you for your hard work!\Remember to stay together so no one loses their way!\Right!\No fighting with other kids! response:	Right!
context: Professionals who can turn the tide just like that...\They're that powerful!\Wh-Who are you talking about?\Thank you for your hard work!\Remember to stay together so no one loses their way!\Right!\No fighting with other kids!\Right! response:	Remember to use your GP1b so you won't get blasted away!
context: They're that powerful!\Wh-Who are you talking about?\Thank you for your hard work!\Remember to stay together so no one loses their way!\Right!\No fighting with other kids!\Right!\Remember to use your GP1b so you won't get blasted away! response:	GP1b: When there's damage to the blood vessel, platelets bind through the von Willebrand Factor, and adhere to the vascular endothelial cell.
context: Wh-Who are you talking about?\Thank you for your hard work!\Remember to stay together so no one loses their way!\Right!\No fighting with other kids!\Right!\Remember to use your GP1b so you won't get blasted away!\GP1b: When there's damage to the blood vessel, platelets bind through the von Willebrand Factor, and adhere to the vascular endothelial cell. response:	Right!
context: Thank you for your hard work!\Remember to stay together so no one loses their way!\Right!\No fighting with other kids!\Right!\Remember to use your GP1b so you won't get blasted away!\GP1b: When there's damage to the blood vessel, platelets bind through the von Willebrand Factor, and adhere to the vascular endothelial cell.\Right! response:	Um...
context: Remember to stay together so no one loses their way!\Right!\No fighting with other kids!\Right!\Remember to use your GP1b so you won't get blasted away!\GP1b: When there's damage to the blood vessel, platelets bind through the von Willebrand Factor, and adhere to the vascular endothelial cell.\Right!\Um... response:	COAGULATION FACTOR: A substance necessary to coagulate the blood.
context: Right!\No fighting with other kids!\Right!\Remember to use your GP1b so you won't get blasted away!\GP1b: When there's damage to the blood vessel, platelets bind through the von Willebrand Factor, and adhere to the vascular endothelial cell.\Right!\Um...\COAGULATION FACTOR: A substance necessary to coagulate the blood. response:	Did you all bring your coagulation factors?
context: No fighting with other kids!\Right!\Remember to use your GP1b so you won't get blasted away!\GP1b: When there's damage to the blood vessel, platelets bind through the von Willebrand Factor, and adhere to the vascular endothelial cell.\Right!\Um...\COAGULATION FACTOR: A substance necessary to coagulate the blood.\Did you all bring your coagulation factors? response:	Yes, we did!
context: Right!\Remember to use your GP1b so you won't get blasted away!\GP1b: When there's damage to the blood vessel, platelets bind through the von Willebrand Factor, and adhere to the vascular endothelial cell.\Right!\Um...\COAGULATION FACTOR: A substance necessary to coagulate the blood.\Did you all bring your coagulation factors?\Yes, we did! response:	All right!
context: Remember to use your GP1b so you won't get blasted away!\GP1b: When there's damage to the blood vessel, platelets bind through the von Willebrand Factor, and adhere to the vascular endothelial cell.\Right!\Um...\COAGULATION FACTOR: A substance necessary to coagulate the blood.\Did you all bring your coagulation factors?\Yes, we did!\All right! response:	Then,
context: GP1b: When there's damage to the blood vessel, platelets bind through the von Willebrand Factor, and adhere to the vascular endothelial cell.\Right!\Um...\COAGULATION FACTOR: A substance necessary to coagulate the blood.\Did you all bring your coagulation factors?\Yes, we did!\All right!\Then, response:	let's go!
context: Right!\Um...\COAGULATION FACTOR: A substance necessary to coagulate the blood.\Did you all bring your coagulation factors?\Yes, we did!\All right!\Then,\let's go! response:	Right!
context: Um...\COAGULATION FACTOR: A substance necessary to coagulate the blood.\Did you all bring your coagulation factors?\Yes, we did!\All right!\Then,\let's go!\Right! response:	Who are these little squirts?
context: COAGULATION FACTOR: A substance necessary to coagulate the blood.\Did you all bring your coagulation factors?\Yes, we did!\All right!\Then,\let's go!\Right!\Who are these little squirts? response:	Back up those Platelets!
context: Did you all bring your coagulation factors?\Yes, we did!\All right!\Then,\let's go!\Right!\Who are these little squirts?\Back up those Platelets! response:	Thank you very much!
context: Yes, we did!\All right!\Then,\let's go!\Right!\Who are these little squirts?\Back up those Platelets!\Thank you very much! response:	What do you think you're doing?
context: All right!\Then,\let's go!\Right!\Who are these little squirts?\Back up those Platelets!\Thank you very much!\What do you think you're doing? response:	Make sure you don't fall!
context: Then,\let's go!\Right!\Who are these little squirts?\Back up those Platelets!\Thank you very much!\What do you think you're doing?\Make sure you don't fall! response:	No problem!
context: let's go!\Right!\Who are these little squirts?\Back up those Platelets!\Thank you very much!\What do you think you're doing?\Make sure you don't fall!\No problem! response:	We brought you the fibrin!
context: Right!\Who are these little squirts?\Back up those Platelets!\Thank you very much!\What do you think you're doing?\Make sure you don't fall!\No problem!\We brought you the fibrin! response:	FIBRIN: A protein involved in clotting the blood.
context: Who are these little squirts?\Back up those Platelets!\Thank you very much!\What do you think you're doing?\Make sure you don't fall!\No problem!\We brought you the fibrin!\FIBRIN: A protein involved in clotting the blood. response:	Right! Now then, please take out your coagulation factors!
context: Back up those Platelets!\Thank you very much!\What do you think you're doing?\Make sure you don't fall!\No problem!\We brought you the fibrin!\FIBRIN: A protein involved in clotting the blood.\Right! Now then, please take out your coagulation factors! response:	Right!
context: Thank you very much!\What do you think you're doing?\Make sure you don't fall!\No problem!\We brought you the fibrin!\FIBRIN: A protein involved in clotting the blood.\Right! Now then, please take out your coagulation factors!\Right! response:	Attach the fibrin to the coagulation factors like this.
context: What do you think you're doing?\Make sure you don't fall!\No problem!\We brought you the fibrin!\FIBRIN: A protein involved in clotting the blood.\Right! Now then, please take out your coagulation factors!\Right!\Attach the fibrin to the coagulation factors like this. response:	Right!
context: Make sure you don't fall!\No problem!\We brought you the fibrin!\FIBRIN: A protein involved in clotting the blood.\Right! Now then, please take out your coagulation factors!\Right!\Attach the fibrin to the coagulation factors like this.\Right! response:	Finished!
context: No problem!\We brought you the fibrin!\FIBRIN: A protein involved in clotting the blood.\Right! Now then, please take out your coagulation factors!\Right!\Attach the fibrin to the coagulation factors like this.\Right!\Finished! response:	This part, too!
context: We brought you the fibrin!\FIBRIN: A protein involved in clotting the blood.\Right! Now then, please take out your coagulation factors!\Right!\Attach the fibrin to the coagulation factors like this.\Right!\Finished!\This part, too! response:	All right, then. Here we go!
context: FIBRIN: A protein involved in clotting the blood.\Right! Now then, please take out your coagulation factors!\Right!\Attach the fibrin to the coagulation factors like this.\Right!\Finished!\This part, too!\All right, then. Here we go! response:	Heave-ho!
context: Right! Now then, please take out your coagulation factors!\Right!\Attach the fibrin to the coagulation factors like this.\Right!\Finished!\This part, too!\All right, then. Here we go!\Heave-ho! response:	Miss Staphylococcus, look...
context: Right!\Attach the fibrin to the coagulation factors like this.\Right!\Finished!\This part, too!\All right, then. Here we go!\Heave-ho!\Miss Staphylococcus, look... response:	Clot completed!
context: Attach the fibrin to the coagulation factors like this.\Right!\Finished!\This part, too!\All right, then. Here we go!\Heave-ho!\Miss Staphylococcus, look...\Clot completed! response:	Ugh!
context: Right!\Finished!\This part, too!\All right, then. Here we go!\Heave-ho!\Miss Staphylococcus, look...\Clot completed!\Ugh! response:	Blood clotting.
context: Finished!\This part, too!\All right, then. Here we go!\Heave-ho!\Miss Staphylococcus, look...\Clot completed!\Ugh!\Blood clotting. response:	BLOOD CLOTTING: Platelets, activated by a binding protein called the von Willebrand Factor, aggregate to close a wound. Afterwards, proteins in the blood called coagulation factors are activated, ultimately forming a fibrin mesh over the entire platelet plug, and clotting.
context: This part, too!\All right, then. Here we go!\Heave-ho!\Miss Staphylococcus, look...\Clot completed!\Ugh!\Blood clotting.\BLOOD CLOTTING: Platelets, activated by a binding protein called the von Willebrand Factor, aggregate to close a wound. Afterwards, proteins in the blood called coagulation factors are activated, ultimately forming a fibrin mesh over the entire platelet plug, and clotting. response:	Platelets, activated by a binding protein
context: All right, then. Here we go!\Heave-ho!\Miss Staphylococcus, look...\Clot completed!\Ugh!\Blood clotting.\BLOOD CLOTTING: Platelets, activated by a binding protein called the von Willebrand Factor, aggregate to close a wound. Afterwards, proteins in the blood called coagulation factors are activated, ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Platelets, activated by a binding protein response:	called the von Willebrand Factor, aggregate to close a wound.
context: Heave-ho!\Miss Staphylococcus, look...\Clot completed!\Ugh!\Blood clotting.\BLOOD CLOTTING: Platelets, activated by a binding protein called the von Willebrand Factor, aggregate to close a wound. Afterwards, proteins in the blood called coagulation factors are activated, ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Platelets, activated by a binding protein\called the von Willebrand Factor, aggregate to close a wound. response:	Afterwards, proteins in the blood called coagulation factors are activated,
context: Miss Staphylococcus, look...\Clot completed!\Ugh!\Blood clotting.\BLOOD CLOTTING: Platelets, activated by a binding protein called the von Willebrand Factor, aggregate to close a wound. Afterwards, proteins in the blood called coagulation factors are activated, ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Platelets, activated by a binding protein\called the von Willebrand Factor, aggregate to close a wound.\Afterwards, proteins in the blood called coagulation factors are activated, response:	ultimately forming a fibrin mesh over the entire platelet plug, and clotting.
context: Clot completed!\Ugh!\Blood clotting.\BLOOD CLOTTING: Platelets, activated by a binding protein called the von Willebrand Factor, aggregate to close a wound. Afterwards, proteins in the blood called coagulation factors are activated, ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Platelets, activated by a binding protein\called the von Willebrand Factor, aggregate to close a wound.\Afterwards, proteins in the blood called coagulation factors are activated,\ultimately forming a fibrin mesh over the entire platelet plug, and clotting. response:	Now we can finally get rid of them!
context: Ugh!\Blood clotting.\BLOOD CLOTTING: Platelets, activated by a binding protein called the von Willebrand Factor, aggregate to close a wound. Afterwards, proteins in the blood called coagulation factors are activated, ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Platelets, activated by a binding protein\called the von Willebrand Factor, aggregate to close a wound.\Afterwards, proteins in the blood called coagulation factors are activated,\ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Now we can finally get rid of them! response:	Yeah.
context: Blood clotting.\BLOOD CLOTTING: Platelets, activated by a binding protein called the von Willebrand Factor, aggregate to close a wound. Afterwards, proteins in the blood called coagulation factors are activated, ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Platelets, activated by a binding protein\called the von Willebrand Factor, aggregate to close a wound.\Afterwards, proteins in the blood called coagulation factors are activated,\ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Now we can finally get rid of them!\Yeah. response:	The wound's been plugged?
context: BLOOD CLOTTING: Platelets, activated by a binding protein called the von Willebrand Factor, aggregate to close a wound. Afterwards, proteins in the blood called coagulation factors are activated, ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Platelets, activated by a binding protein\called the von Willebrand Factor, aggregate to close a wound.\Afterwards, proteins in the blood called coagulation factors are activated,\ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Now we can finally get rid of them!\Yeah.\The wound's been plugged? response:	But now we can't summon any more friends!
context: Platelets, activated by a binding protein\called the von Willebrand Factor, aggregate to close a wound.\Afterwards, proteins in the blood called coagulation factors are activated,\ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Now we can finally get rid of them!\Yeah.\The wound's been plugged?\But now we can't summon any more friends! response:	All right, now that there's no risk of falling, we've got this!
context: called the von Willebrand Factor, aggregate to close a wound.\Afterwards, proteins in the blood called coagulation factors are activated,\ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Now we can finally get rid of them!\Yeah.\The wound's been plugged?\But now we can't summon any more friends!\All right, now that there's no risk of falling, we've got this! response:	I'll kill you, germ!
context: Afterwards, proteins in the blood called coagulation factors are activated,\ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Now we can finally get rid of them!\Yeah.\The wound's been plugged?\But now we can't summon any more friends!\All right, now that there's no risk of falling, we've got this!\I'll kill you, germ! response:	Turns out you were the one with the flaky friends.
context: ultimately forming a fibrin mesh over the entire platelet plug, and clotting.\Now we can finally get rid of them!\Yeah.\The wound's been plugged?\But now we can't summon any more friends!\All right, now that there's no risk of falling, we've got this!\I'll kill you, germ!\Turns out you were the one with the flaky friends. response:	And you're the only one left now.
context: Now we can finally get rid of them!\Yeah.\The wound's been plugged?\But now we can't summon any more friends!\All right, now that there's no risk of falling, we've got this!\I'll kill you, germ!\Turns out you were the one with the flaky friends.\And you're the only one left now. response:	Th-Then,
context: Yeah.\The wound's been plugged?\But now we can't summon any more friends!\All right, now that there's no risk of falling, we've got this!\I'll kill you, germ!\Turns out you were the one with the flaky friends.\And you're the only one left now.\Th-Then, response:	I alone will have to...
context: The wound's been plugged?\But now we can't summon any more friends!\All right, now that there's no risk of falling, we've got this!\I'll kill you, germ!\Turns out you were the one with the flaky friends.\And you're the only one left now.\Th-Then,\I alone will have to... response:	Too late for that now!
context: But now we can't summon any more friends!\All right, now that there's no risk of falling, we've got this!\I'll kill you, germ!\Turns out you were the one with the flaky friends.\And you're the only one left now.\Th-Then,\I alone will have to...\Too late for that now! response:	Thank you for your hard work!
context: All right, now that there's no risk of falling, we've got this!\I'll kill you, germ!\Turns out you were the one with the flaky friends.\And you're the only one left now.\Th-Then,\I alone will have to...\Too late for that now!\Thank you for your hard work! response:	Hey, No. 4989, you survived!
context: I'll kill you, germ!\Turns out you were the one with the flaky friends.\And you're the only one left now.\Th-Then,\I alone will have to...\Too late for that now!\Thank you for your hard work!\Hey, No. 4989, you survived! response:	Yeah. That was scary.
context: Turns out you were the one with the flaky friends.\And you're the only one left now.\Th-Then,\I alone will have to...\Too late for that now!\Thank you for your hard work!\Hey, No. 4989, you survived!\Yeah. That was scary. response:	Hey, White Blood Cell!
context: And you're the only one left now.\Th-Then,\I alone will have to...\Too late for that now!\Thank you for your hard work!\Hey, No. 4989, you survived!\Yeah. That was scary.\Hey, White Blood Cell! response:	White Blood Cell!
context: Th-Then,\I alone will have to...\Too late for that now!\Thank you for your hard work!\Hey, No. 4989, you survived!\Yeah. That was scary.\Hey, White Blood Cell!\White Blood Cell! response:	Big Sister, over there!
context: I alone will have to...\Too late for that now!\Thank you for your hard work!\Hey, No. 4989, you survived!\Yeah. That was scary.\Hey, White Blood Cell!\White Blood Cell!\Big Sister, over there! response:	There you are! White Blood Cell!
context: Too late for that now!\Thank you for your hard work!\Hey, No. 4989, you survived!\Yeah. That was scary.\Hey, White Blood Cell!\White Blood Cell!\Big Sister, over there!\There you are! White Blood Cell! response:	Red Blood Cell.
context: Thank you for your hard work!\Hey, No. 4989, you survived!\Yeah. That was scary.\Hey, White Blood Cell!\White Blood Cell!\Big Sister, over there!\There you are! White Blood Cell!\Red Blood Cell. response:	Thank goodness!
context: Hey, No. 4989, you survived!\Yeah. That was scary.\Hey, White Blood Cell!\White Blood Cell!\Big Sister, over there!\There you are! White Blood Cell!\Red Blood Cell.\Thank goodness! response:	I see you made it!
context: Yeah. That was scary.\Hey, White Blood Cell!\White Blood Cell!\Big Sister, over there!\There you are! White Blood Cell!\Red Blood Cell.\Thank goodness!\I see you made it! response:	Yeah, this is nothing but a scratch.
