context: Wait! Please just listen to me for now. response:	Not on your life!
context: I just took off my mask.\Should I feel relieved or pathetic?\Kagari-tan.\What?\How are the burns from the other day? You should stabilize your ability soon.\Are you telling me I should get emerged?\Yes. Even without the burns, your body is still...\What a thing to say to a defective being like me. response:	I won't be chosen by anybody, nor will I choose anybody.
context: Should I feel relieved or pathetic?\Kagari-tan.\What?\How are the burns from the other day? You should stabilize your ability soon.\Are you telling me I should get emerged?\Yes. Even without the burns, your body is still...\What a thing to say to a defective being like me.\I won't be chosen by anybody, nor will I choose anybody. response:	I only have one wish...
context: Kagari-tan.\What?\How are the burns from the other day? You should stabilize your ability soon.\Are you telling me I should get emerged?\Yes. Even without the burns, your body is still...\What a thing to say to a defective being like me.\I won't be chosen by anybody, nor will I choose anybody.\I only have one wish... response:	To kill that man with my own hands.
context: What?\How are the burns from the other day? You should stabilize your ability soon.\Are you telling me I should get emerged?\Yes. Even without the burns, your body is still...\What a thing to say to a defective being like me.\I won't be chosen by anybody, nor will I choose anybody.\I only have one wish...\To kill that man with my own hands. response:	Kagari-tan!
context: How are the burns from the other day? You should stabilize your ability soon.\Are you telling me I should get emerged?\Yes. Even without the burns, your body is still...\What a thing to say to a defective being like me.\I won't be chosen by anybody, nor will I choose anybody.\I only have one wish...\To kill that man with my own hands.\Kagari-tan! response:	I'm going out to work, so please tell Miya I don't need dinner.
context: Are you telling me I should get emerged?\Yes. Even without the burns, your body is still...\What a thing to say to a defective being like me.\I won't be chosen by anybody, nor will I choose anybody.\I only have one wish...\To kill that man with my own hands.\Kagari-tan!\I'm going out to work, so please tell Miya I don't need dinner. response:	Kagari-tan...
context: Yes. Even without the burns, your body is still...\What a thing to say to a defective being like me.\I won't be chosen by anybody, nor will I choose anybody.\I only have one wish...\To kill that man with my own hands.\Kagari-tan!\I'm going out to work, so please tell Miya I don't need dinner.\Kagari-tan... response:	I-I wanna take a peek... No!
context: What a thing to say to a defective being like me.\I won't be chosen by anybody, nor will I choose anybody.\I only have one wish...\To kill that man with my own hands.\Kagari-tan!\I'm going out to work, so please tell Miya I don't need dinner.\Kagari-tan...\I-I wanna take a peek... No! response:	In the end I let him stay last night, but I can't believe I'm alone with a boy...
context: I won't be chosen by anybody, nor will I choose anybody.\I only have one wish...\To kill that man with my own hands.\Kagari-tan!\I'm going out to work, so please tell Miya I don't need dinner.\Kagari-tan...\I-I wanna take a peek... No!\In the end I let him stay last night, but I can't believe I'm alone with a boy... response:	I'm sure... I'm your Sekirei.
context: I only have one wish...\To kill that man with my own hands.\Kagari-tan!\I'm going out to work, so please tell Miya I don't need dinner.\Kagari-tan...\I-I wanna take a peek... No!\In the end I let him stay last night, but I can't believe I'm alone with a boy...\I'm sure... I'm your Sekirei. response:	Please give me your... seal.
context: To kill that man with my own hands.\Kagari-tan!\I'm going out to work, so please tell Miya I don't need dinner.\Kagari-tan...\I-I wanna take a peek... No!\In the end I let him stay last night, but I can't believe I'm alone with a boy...\I'm sure... I'm your Sekirei.\Please give me your... seal. response:	Hold it! What do you mean, seal?!
context: Kagari-tan!\I'm going out to work, so please tell Miya I don't need dinner.\Kagari-tan...\I-I wanna take a peek... No!\In the end I let him stay last night, but I can't believe I'm alone with a boy...\I'm sure... I'm your Sekirei.\Please give me your... seal.\Hold it! What do you mean, seal?! response:	The symbol to prove that I am yours.
context: I'm going out to work, so please tell Miya I don't need dinner.\Kagari-tan...\I-I wanna take a peek... No!\In the end I let him stay last night, but I can't believe I'm alone with a boy...\I'm sure... I'm your Sekirei.\Please give me your... seal.\Hold it! What do you mean, seal?!\The symbol to prove that I am yours. response:	Wait a sec! I can't understand what you're talking about at all!
context: Kagari-tan...\I-I wanna take a peek... No!\In the end I let him stay last night, but I can't believe I'm alone with a boy...\I'm sure... I'm your Sekirei.\Please give me your... seal.\Hold it! What do you mean, seal?!\The symbol to prove that I am yours.\Wait a sec! I can't understand what you're talking about at all! response:	So, what's a Sekirei?
context: I-I wanna take a peek... No!\In the end I let him stay last night, but I can't believe I'm alone with a boy...\I'm sure... I'm your Sekirei.\Please give me your... seal.\Hold it! What do you mean, seal?!\The symbol to prove that I am yours.\Wait a sec! I can't understand what you're talking about at all!\So, what's a Sekirei? response:	The Sekirei Plan...
context: In the end I let him stay last night, but I can't believe I'm alone with a boy...\I'm sure... I'm your Sekirei.\Please give me your... seal.\Hold it! What do you mean, seal?!\The symbol to prove that I am yours.\Wait a sec! I can't understand what you're talking about at all!\So, what's a Sekirei?\The Sekirei Plan... response:	That's the name of the game unfolding here in the capital.
context: I'm sure... I'm your Sekirei.\Please give me your... seal.\Hold it! What do you mean, seal?!\The symbol to prove that I am yours.\Wait a sec! I can't understand what you're talking about at all!\So, what's a Sekirei?\The Sekirei Plan...\That's the name of the game unfolding here in the capital. response:	Game?
context: Please give me your... seal.\Hold it! What do you mean, seal?!\The symbol to prove that I am yours.\Wait a sec! I can't understand what you're talking about at all!\So, what's a Sekirei?\The Sekirei Plan...\That's the name of the game unfolding here in the capital.\Game? response:	And we Sekireis were released
context: Hold it! What do you mean, seal?!\The symbol to prove that I am yours.\Wait a sec! I can't understand what you're talking about at all!\So, what's a Sekirei?\The Sekirei Plan...\That's the name of the game unfolding here in the capital.\Game?\And we Sekireis were released response:	in order to meet our individual Ashikabi-sama, our masters.
context: The symbol to prove that I am yours.\Wait a sec! I can't understand what you're talking about at all!\So, what's a Sekirei?\The Sekirei Plan...\That's the name of the game unfolding here in the capital.\Game?\And we Sekireis were released\in order to meet our individual Ashikabi-sama, our masters. response:	Normally I could never believe something like that,
context: Wait a sec! I can't understand what you're talking about at all!\So, what's a Sekirei?\The Sekirei Plan...\That's the name of the game unfolding here in the capital.\Game?\And we Sekireis were released\in order to meet our individual Ashikabi-sama, our masters.\Normally I could never believe something like that, response:	but he doesn't look like he was lying...
context: So, what's a Sekirei?\The Sekirei Plan...\That's the name of the game unfolding here in the capital.\Game?\And we Sekireis were released\in order to meet our individual Ashikabi-sama, our masters.\Normally I could never believe something like that,\but he doesn't look like he was lying... response:	I'm number 107, Shiina, and probably your Sekirei.
context: The Sekirei Plan...\That's the name of the game unfolding here in the capital.\Game?\And we Sekireis were released\in order to meet our individual Ashikabi-sama, our masters.\Normally I could never believe something like that,\but he doesn't look like he was lying...\I'm number 107, Shiina, and probably your Sekirei. response:	Probably?
context: That's the name of the game unfolding here in the capital.\Game?\And we Sekireis were released\in order to meet our individual Ashikabi-sama, our masters.\Normally I could never believe something like that,\but he doesn't look like he was lying...\I'm number 107, Shiina, and probably your Sekirei.\Probably? response:	I said probably because I haven't confirmed my body's reaction.
context: Game?\And we Sekireis were released\in order to meet our individual Ashikabi-sama, our masters.\Normally I could never believe something like that,\but he doesn't look like he was lying...\I'm number 107, Shiina, and probably your Sekirei.\Probably?\I said probably because I haven't confirmed my body's reaction. response:	And to confirm, I must have mucosal contact, so...
context: And we Sekireis were released\in order to meet our individual Ashikabi-sama, our masters.\Normally I could never believe something like that,\but he doesn't look like he was lying...\I'm number 107, Shiina, and probably your Sekirei.\Probably?\I said probably because I haven't confirmed my body's reaction.\And to confirm, I must have mucosal contact, so... response:	Mucosal... like a kiss?
context: in order to meet our individual Ashikabi-sama, our masters.\Normally I could never believe something like that,\but he doesn't look like he was lying...\I'm number 107, Shiina, and probably your Sekirei.\Probably?\I said probably because I haven't confirmed my body's reaction.\And to confirm, I must have mucosal contact, so...\Mucosal... like a kiss? response:	If you wish, I can do more!
context: Normally I could never believe something like that,\but he doesn't look like he was lying...\I'm number 107, Shiina, and probably your Sekirei.\Probably?\I said probably because I haven't confirmed my body's reaction.\And to confirm, I must have mucosal contact, so...\Mucosal... like a kiss?\If you wish, I can do more! response:	More...
context: but he doesn't look like he was lying...\I'm number 107, Shiina, and probably your Sekirei.\Probably?\I said probably because I haven't confirmed my body's reaction.\And to confirm, I must have mucosal contact, so...\Mucosal... like a kiss?\If you wish, I can do more!\More... response:	Thank you for the bath.
context: I'm number 107, Shiina, and probably your Sekirei.\Probably?\I said probably because I haven't confirmed my body's reaction.\And to confirm, I must have mucosal contact, so...\Mucosal... like a kiss?\If you wish, I can do more!\More...\Thank you for the bath. response:	Is anything wrong?
context: Probably?\I said probably because I haven't confirmed my body's reaction.\And to confirm, I must have mucosal contact, so...\Mucosal... like a kiss?\If you wish, I can do more!\More...\Thank you for the bath.\Is anything wrong? response:	No, nothing.
context: I said probably because I haven't confirmed my body's reaction.\And to confirm, I must have mucosal contact, so...\Mucosal... like a kiss?\If you wish, I can do more!\More...\Thank you for the bath.\Is anything wrong?\No, nothing. response:	I could never tell Mom or Bro about this...
context: And to confirm, I must have mucosal contact, so...\Mucosal... like a kiss?\If you wish, I can do more!\More...\Thank you for the bath.\Is anything wrong?\No, nothing.\I could never tell Mom or Bro about this... response:	Hey, how about going out shopping tomorrow?
context: Mucosal... like a kiss?\If you wish, I can do more!\More...\Thank you for the bath.\Is anything wrong?\No, nothing.\I could never tell Mom or Bro about this...\Hey, how about going out shopping tomorrow? response:	There aren't any boys' clothes here, and you need to change, don't you?
context: If you wish, I can do more!\More...\Thank you for the bath.\Is anything wrong?\No, nothing.\I could never tell Mom or Bro about this...\Hey, how about going out shopping tomorrow?\There aren't any boys' clothes here, and you need to change, don't you? response:	But what if someone chases me like yesterday?
context: More...\Thank you for the bath.\Is anything wrong?\No, nothing.\I could never tell Mom or Bro about this...\Hey, how about going out shopping tomorrow?\There aren't any boys' clothes here, and you need to change, don't you?\But what if someone chases me like yesterday? response:	No problem. I thought of a plan.
context: Thank you for the bath.\Is anything wrong?\No, nothing.\I could never tell Mom or Bro about this...\Hey, how about going out shopping tomorrow?\There aren't any boys' clothes here, and you need to change, don't you?\But what if someone chases me like yesterday?\No problem. I thought of a plan. response:	What?! Didst thou say she's also Minato's Sekirei?!
context: Is anything wrong?\No, nothing.\I could never tell Mom or Bro about this...\Hey, how about going out shopping tomorrow?\There aren't any boys' clothes here, and you need to change, don't you?\But what if someone chases me like yesterday?\No problem. I thought of a plan.\What?! Didst thou say she's also Minato's Sekirei?! response:	Yes... I'm sorry.
context: No, nothing.\I could never tell Mom or Bro about this...\Hey, how about going out shopping tomorrow?\There aren't any boys' clothes here, and you need to change, don't you?\But what if someone chases me like yesterday?\No problem. I thought of a plan.\What?! Didst thou say she's also Minato's Sekirei?!\Yes... I'm sorry. response:	That's how it is. Nice to meet you, Tsukiumi-tan.
context: I could never tell Mom or Bro about this...\Hey, how about going out shopping tomorrow?\There aren't any boys' clothes here, and you need to change, don't you?\But what if someone chases me like yesterday?\No problem. I thought of a plan.\What?! Didst thou say she's also Minato's Sekirei?!\Yes... I'm sorry.\That's how it is. Nice to meet you, Tsukiumi-tan. response:	Stop that tan thing!
context: Hey, how about going out shopping tomorrow?\There aren't any boys' clothes here, and you need to change, don't you?\But what if someone chases me like yesterday?\No problem. I thought of a plan.\What?! Didst thou say she's also Minato's Sekirei?!\Yes... I'm sorry.\That's how it is. Nice to meet you, Tsukiumi-tan.\Stop that tan thing! response:	Whoa! You've got another one, again!
context: There aren't any boys' clothes here, and you need to change, don't you?\But what if someone chases me like yesterday?\No problem. I thought of a plan.\What?! Didst thou say she's also Minato's Sekirei?!\Yes... I'm sorry.\That's how it is. Nice to meet you, Tsukiumi-tan.\Stop that tan thing!\Whoa! You've got another one, again! response:	I'm sorry.
context: But what if someone chases me like yesterday?\No problem. I thought of a plan.\What?! Didst thou say she's also Minato's Sekirei?!\Yes... I'm sorry.\That's how it is. Nice to meet you, Tsukiumi-tan.\Stop that tan thing!\Whoa! You've got another one, again!\I'm sorry. response:	Minato! Don't tell me she is also...
context: No problem. I thought of a plan.\What?! Didst thou say she's also Minato's Sekirei?!\Yes... I'm sorry.\That's how it is. Nice to meet you, Tsukiumi-tan.\Stop that tan thing!\Whoa! You've got another one, again!\I'm sorry.\Minato! Don't tell me she is also... response:	No, no! She's definitely not!
context: What?! Didst thou say she's also Minato's Sekirei?!\Yes... I'm sorry.\That's how it is. Nice to meet you, Tsukiumi-tan.\Stop that tan thing!\Whoa! You've got another one, again!\I'm sorry.\Minato! Don't tell me she is also...\No, no! She's definitely not! response:	My Ashikabi's not here.
context: Yes... I'm sorry.\That's how it is. Nice to meet you, Tsukiumi-tan.\Stop that tan thing!\Whoa! You've got another one, again!\I'm sorry.\Minato! Don't tell me she is also...\No, no! She's definitely not!\My Ashikabi's not here. response:	That's good. I'm Tsukiumi. Pleased to meet thee.
context: That's how it is. Nice to meet you, Tsukiumi-tan.\Stop that tan thing!\Whoa! You've got another one, again!\I'm sorry.\Minato! Don't tell me she is also...\No, no! She's definitely not!\My Ashikabi's not here.\That's good. I'm Tsukiumi. Pleased to meet thee. response:	I'm Uzume. You've got a lot of competition. Good luck!
context: Stop that tan thing!\Whoa! You've got another one, again!\I'm sorry.\Minato! Don't tell me she is also...\No, no! She's definitely not!\My Ashikabi's not here.\That's good. I'm Tsukiumi. Pleased to meet thee.\I'm Uzume. You've got a lot of competition. Good luck! response:	Uzume-san! Stop adding more fuel to the flame!
context: Whoa! You've got another one, again!\I'm sorry.\Minato! Don't tell me she is also...\No, no! She's definitely not!\My Ashikabi's not here.\That's good. I'm Tsukiumi. Pleased to meet thee.\I'm Uzume. You've got a lot of competition. Good luck!\Uzume-san! Stop adding more fuel to the flame! response:	Because... I am Minato's real wife.
context: I'm sorry.\Minato! Don't tell me she is also...\No, no! She's definitely not!\My Ashikabi's not here.\That's good. I'm Tsukiumi. Pleased to meet thee.\I'm Uzume. You've got a lot of competition. Good luck!\Uzume-san! Stop adding more fuel to the flame!\Because... I am Minato's real wife. response:	I am his real wife, too!
context: Minato! Don't tell me she is also...\No, no! She's definitely not!\My Ashikabi's not here.\That's good. I'm Tsukiumi. Pleased to meet thee.\I'm Uzume. You've got a lot of competition. Good luck!\Uzume-san! Stop adding more fuel to the flame!\Because... I am Minato's real wife.\I am his real wife, too! response:	Dost thou understand what real wife means?
context: No, no! She's definitely not!\My Ashikabi's not here.\That's good. I'm Tsukiumi. Pleased to meet thee.\I'm Uzume. You've got a lot of competition. Good luck!\Uzume-san! Stop adding more fuel to the flame!\Because... I am Minato's real wife.\I am his real wife, too!\Dost thou understand what real wife means? response:	No, I don't.
context: My Ashikabi's not here.\That's good. I'm Tsukiumi. Pleased to meet thee.\I'm Uzume. You've got a lot of competition. Good luck!\Uzume-san! Stop adding more fuel to the flame!\Because... I am Minato's real wife.\I am his real wife, too!\Dost thou understand what real wife means?\No, I don't. response:	Here, Minato-san. Open your mouth wide.
context: That's good. I'm Tsukiumi. Pleased to meet thee.\I'm Uzume. You've got a lot of competition. Good luck!\Uzume-san! Stop adding more fuel to the flame!\Because... I am Minato's real wife.\I am his real wife, too!\Dost thou understand what real wife means?\No, I don't.\Here, Minato-san. Open your mouth wide. response:	Minato, I'm sure thou understandest
context: I'm Uzume. You've got a lot of competition. Good luck!\Uzume-san! Stop adding more fuel to the flame!\Because... I am Minato's real wife.\I am his real wife, too!\Dost thou understand what real wife means?\No, I don't.\Here, Minato-san. Open your mouth wide.\Minato, I'm sure thou understandest response:	that if thou shouldst eat that, thy life would be forfeit.
context: Uzume-san! Stop adding more fuel to the flame!\Because... I am Minato's real wife.\I am his real wife, too!\Dost thou understand what real wife means?\No, I don't.\Here, Minato-san. Open your mouth wide.\Minato, I'm sure thou understandest\that if thou shouldst eat that, thy life would be forfeit. response:	Ah... thank you, but I can eat by myself...
context: Because... I am Minato's real wife.\I am his real wife, too!\Dost thou understand what real wife means?\No, I don't.\Here, Minato-san. Open your mouth wide.\Minato, I'm sure thou understandest\that if thou shouldst eat that, thy life would be forfeit.\Ah... thank you, but I can eat by myself... response:	Here!
context: I am his real wife, too!\Dost thou understand what real wife means?\No, I don't.\Here, Minato-san. Open your mouth wide.\Minato, I'm sure thou understandest\that if thou shouldst eat that, thy life would be forfeit.\Ah... thank you, but I can eat by myself...\Here! response:	You're only a child!
context: Dost thou understand what real wife means?\No, I don't.\Here, Minato-san. Open your mouth wide.\Minato, I'm sure thou understandest\that if thou shouldst eat that, thy life would be forfeit.\Ah... thank you, but I can eat by myself...\Here!\You're only a child! response:	This place has become quite lively.
context: No, I don't.\Here, Minato-san. Open your mouth wide.\Minato, I'm sure thou understandest\that if thou shouldst eat that, thy life would be forfeit.\Ah... thank you, but I can eat by myself...\Here!\You're only a child!\This place has become quite lively. response:	Yes, it'll be more fun.
context: Here, Minato-san. Open your mouth wide.\Minato, I'm sure thou understandest\that if thou shouldst eat that, thy life would be forfeit.\Ah... thank you, but I can eat by myself...\Here!\You're only a child!\This place has become quite lively.\Yes, it'll be more fun. response:	That Minato... I told him I would wash his back, but...
context: Minato, I'm sure thou understandest\that if thou shouldst eat that, thy life would be forfeit.\Ah... thank you, but I can eat by myself...\Here!\You're only a child!\This place has become quite lively.\Yes, it'll be more fun.\That Minato... I told him I would wash his back, but... response:	He refrained.
context: that if thou shouldst eat that, thy life would be forfeit.\Ah... thank you, but I can eat by myself...\Here!\You're only a child!\This place has become quite lively.\Yes, it'll be more fun.\That Minato... I told him I would wash his back, but...\He refrained. response:	Sharing bath and berth are the privileges of Ashikabis.
context: Ah... thank you, but I can eat by myself...\Here!\You're only a child!\This place has become quite lively.\Yes, it'll be more fun.\That Minato... I told him I would wash his back, but...\He refrained.\Sharing bath and berth are the privileges of Ashikabis. response:	What is sharing a berth?
context: Here!\You're only a child!\This place has become quite lively.\Yes, it'll be more fun.\That Minato... I told him I would wash his back, but...\He refrained.\Sharing bath and berth are the privileges of Ashikabis.\What is sharing a berth? response:	It's when a man and a woman sleep cocooned together.
context: You're only a child!\This place has become quite lively.\Yes, it'll be more fun.\That Minato... I told him I would wash his back, but...\He refrained.\Sharing bath and berth are the privileges of Ashikabis.\What is sharing a berth?\It's when a man and a woman sleep cocooned together. response:	Cocooned?
context: This place has become quite lively.\Yes, it'll be more fun.\That Minato... I told him I would wash his back, but...\He refrained.\Sharing bath and berth are the privileges of Ashikabis.\What is sharing a berth?\It's when a man and a woman sleep cocooned together.\Cocooned? response:	Ugh, I feel a chill. I did get doused with water a lot today...
context: Yes, it'll be more fun.\That Minato... I told him I would wash his back, but...\He refrained.\Sharing bath and berth are the privileges of Ashikabis.\What is sharing a berth?\It's when a man and a woman sleep cocooned together.\Cocooned?\Ugh, I feel a chill. I did get doused with water a lot today... response:	Big brother...
context: That Minato... I told him I would wash his back, but...\He refrained.\Sharing bath and berth are the privileges of Ashikabis.\What is sharing a berth?\It's when a man and a woman sleep cocooned together.\Cocooned?\Ugh, I feel a chill. I did get doused with water a lot today...\Big brother... response:	Who do you like?
context: He refrained.\Sharing bath and berth are the privileges of Ashikabis.\What is sharing a berth?\It's when a man and a woman sleep cocooned together.\Cocooned?\Ugh, I feel a chill. I did get doused with water a lot today...\Big brother...\Who do you like? response:	Y-You can't just ask me out of the blue like that...
context: Sharing bath and berth are the privileges of Ashikabis.\What is sharing a berth?\It's when a man and a woman sleep cocooned together.\Cocooned?\Ugh, I feel a chill. I did get doused with water a lot today...\Big brother...\Who do you like?\Y-You can't just ask me out of the blue like that... response:	Well... I like all of you.
context: What is sharing a berth?\It's when a man and a woman sleep cocooned together.\Cocooned?\Ugh, I feel a chill. I did get doused with water a lot today...\Big brother...\Who do you like?\Y-You can't just ask me out of the blue like that...\Well... I like all of you. response:	Thou dost not need to know.
context: It's when a man and a woman sleep cocooned together.\Cocooned?\Ugh, I feel a chill. I did get doused with water a lot today...\Big brother...\Who do you like?\Y-You can't just ask me out of the blue like that...\Well... I like all of you.\Thou dost not need to know. response:	- Musubi-chan, Tsukiumi... - Eh? I'm his wife, too!
context: Cocooned?\Ugh, I feel a chill. I did get doused with water a lot today...\Big brother...\Who do you like?\Y-You can't just ask me out of the blue like that...\Well... I like all of you.\Thou dost not need to know.\- Musubi-chan, Tsukiumi... - Eh? I'm his wife, too! response:	Matsu-san,
context: Ugh, I feel a chill. I did get doused with water a lot today...\Big brother...\Who do you like?\Y-You can't just ask me out of the blue like that...\Well... I like all of you.\Thou dost not need to know.\- Musubi-chan, Tsukiumi... - Eh? I'm his wife, too!\Matsu-san, response:	And Ku-chan, too.
context: Big brother...\Who do you like?\Y-You can't just ask me out of the blue like that...\Well... I like all of you.\Thou dost not need to know.\- Musubi-chan, Tsukiumi... - Eh? I'm his wife, too!\Matsu-san,\And Ku-chan, too. response:	All of you chose someone like me who doesn't have any special abilities or qualifications.
context: Who do you like?\Y-You can't just ask me out of the blue like that...\Well... I like all of you.\Thou dost not need to know.\- Musubi-chan, Tsukiumi... - Eh? I'm his wife, too!\Matsu-san,\And Ku-chan, too.\All of you chose someone like me who doesn't have any special abilities or qualifications. response:	So I want to repay you for caring for me.
context: Y-You can't just ask me out of the blue like that...\Well... I like all of you.\Thou dost not need to know.\- Musubi-chan, Tsukiumi... - Eh? I'm his wife, too!\Matsu-san,\And Ku-chan, too.\All of you chose someone like me who doesn't have any special abilities or qualifications.\So I want to repay you for caring for me. response:	Something I can do...
context: Well... I like all of you.\Thou dost not need to know.\- Musubi-chan, Tsukiumi... - Eh? I'm his wife, too!\Matsu-san,\And Ku-chan, too.\All of you chose someone like me who doesn't have any special abilities or qualifications.\So I want to repay you for caring for me.\Something I can do... response:	Well, I don't even know what I can do yet, though.
context: Thou dost not need to know.\- Musubi-chan, Tsukiumi... - Eh? I'm his wife, too!\Matsu-san,\And Ku-chan, too.\All of you chose someone like me who doesn't have any special abilities or qualifications.\So I want to repay you for caring for me.\Something I can do...\Well, I don't even know what I can do yet, though. response:	Was that too complicated for you, Ku-chan?
context: - Musubi-chan, Tsukiumi... - Eh? I'm his wife, too!\Matsu-san,\And Ku-chan, too.\All of you chose someone like me who doesn't have any special abilities or qualifications.\So I want to repay you for caring for me.\Something I can do...\Well, I don't even know what I can do yet, though.\Was that too complicated for you, Ku-chan? response:	Ku-chan!
context: Matsu-san,\And Ku-chan, too.\All of you chose someone like me who doesn't have any special abilities or qualifications.\So I want to repay you for caring for me.\Something I can do...\Well, I don't even know what I can do yet, though.\Was that too complicated for you, Ku-chan?\Ku-chan! response:	I like you very much, big brother.
context: And Ku-chan, too.\All of you chose someone like me who doesn't have any special abilities or qualifications.\So I want to repay you for caring for me.\Something I can do...\Well, I don't even know what I can do yet, though.\Was that too complicated for you, Ku-chan?\Ku-chan!\I like you very much, big brother. response:	Stay with me forever.
context: All of you chose someone like me who doesn't have any special abilities or qualifications.\So I want to repay you for caring for me.\Something I can do...\Well, I don't even know what I can do yet, though.\Was that too complicated for you, Ku-chan?\Ku-chan!\I like you very much, big brother.\Stay with me forever. response:	And then, when I get bigger,
context: So I want to repay you for caring for me.\Something I can do...\Well, I don't even know what I can do yet, though.\Was that too complicated for you, Ku-chan?\Ku-chan!\I like you very much, big brother.\Stay with me forever.\And then, when I get bigger, response:	please make me your wife.
context: Something I can do...\Well, I don't even know what I can do yet, though.\Was that too complicated for you, Ku-chan?\Ku-chan!\I like you very much, big brother.\Stay with me forever.\And then, when I get bigger,\please make me your wife. response:	What was that?! I just felt like someone got the better of me.
context: Well, I don't even know what I can do yet, though.\Was that too complicated for you, Ku-chan?\Ku-chan!\I like you very much, big brother.\Stay with me forever.\And then, when I get bigger,\please make me your wife.\What was that?! I just felt like someone got the better of me. response:	Me, too!
context: Was that too complicated for you, Ku-chan?\Ku-chan!\I like you very much, big brother.\Stay with me forever.\And then, when I get bigger,\please make me your wife.\What was that?! I just felt like someone got the better of me.\Me, too! response:	Really, it'd be best if we could stay like this, with no fights at all...
context: Ku-chan!\I like you very much, big brother.\Stay with me forever.\And then, when I get bigger,\please make me your wife.\What was that?! I just felt like someone got the better of me.\Me, too!\Really, it'd be best if we could stay like this, with no fights at all... response:	Number 09. I confirmed her emergence.
context: I like you very much, big brother.\Stay with me forever.\And then, when I get bigger,\please make me your wife.\What was that?! I just felt like someone got the better of me.\Me, too!\Really, it'd be best if we could stay like this, with no fights at all...\Number 09. I confirmed her emergence. response:	It's time.
context: Stay with me forever.\And then, when I get bigger,\please make me your wife.\What was that?! I just felt like someone got the better of me.\Me, too!\Really, it'd be best if we could stay like this, with no fights at all...\Number 09. I confirmed her emergence.\It's time. response:	The time has come.
context: And then, when I get bigger,\please make me your wife.\What was that?! I just felt like someone got the better of me.\Me, too!\Really, it'd be best if we could stay like this, with no fights at all...\Number 09. I confirmed her emergence.\It's time.\The time has come. response:	The economy, technologies, networks...
context: please make me your wife.\What was that?! I just felt like someone got the better of me.\Me, too!\Really, it'd be best if we could stay like this, with no fights at all...\Number 09. I confirmed her emergence.\It's time.\The time has come.\The economy, technologies, networks... response:	there's nothing to fear any longer.
context: What was that?! I just felt like someone got the better of me.\Me, too!\Really, it'd be best if we could stay like this, with no fights at all...\Number 09. I confirmed her emergence.\It's time.\The time has come.\The economy, technologies, networks...\there's nothing to fear any longer. response:	For the sake of the lovely birds who flew to land, I shall willingly play the fool!
context: Me, too!\Really, it'd be best if we could stay like this, with no fights at all...\Number 09. I confirmed her emergence.\It's time.\The time has come.\The economy, technologies, networks...\there's nothing to fear any longer.\For the sake of the lovely birds who flew to land, I shall willingly play the fool! response:	It's a festival!
context: Really, it'd be best if we could stay like this, with no fights at all...\Number 09. I confirmed her emergence.\It's time.\The time has come.\The economy, technologies, networks...\there's nothing to fear any longer.\For the sake of the lovely birds who flew to land, I shall willingly play the fool!\It's a festival! response:	The stage Shintou Teito!
context: Number 09. I confirmed her emergence.\It's time.\The time has come.\The economy, technologies, networks...\there's nothing to fear any longer.\For the sake of the lovely birds who flew to land, I shall willingly play the fool!\It's a festival!\The stage Shintou Teito! response:	The Sekirei Plan moves to phase two!
context: It's time.\The time has come.\The economy, technologies, networks...\there's nothing to fear any longer.\For the sake of the lovely birds who flew to land, I shall willingly play the fool!\It's a festival!\The stage Shintou Teito!\The Sekirei Plan moves to phase two! response:	Yo, baby girls! Get ready now!
context: The time has come.\The economy, technologies, networks...\there's nothing to fear any longer.\For the sake of the lovely birds who flew to land, I shall willingly play the fool!\It's a festival!\The stage Shintou Teito!\The Sekirei Plan moves to phase two!\Yo, baby girls! Get ready now! response:	This is renai no shinansho
context: The economy, technologies, networks...\there's nothing to fear any longer.\For the sake of the lovely birds who flew to land, I shall willingly play the fool!\It's a festival!\The stage Shintou Teito!\The Sekirei Plan moves to phase two!\Yo, baby girls! Get ready now!\This is renai no shinansho response:	Don't let it go, aserazu so
context: there's nothing to fear any longer.\For the sake of the lovely birds who flew to land, I shall willingly play the fool!\It's a festival!\The stage Shintou Teito!\The Sekirei Plan moves to phase two!\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so response:	Without furaingu de show time
context: For the sake of the lovely birds who flew to land, I shall willingly play the fool!\It's a festival!\The stage Shintou Teito!\The Sekirei Plan moves to phase two!\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time response:	Get the funky beat!
context: It's a festival!\The stage Shintou Teito!\The Sekirei Plan moves to phase two!\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat! response:	Hayai mono gachi?
context: The stage Shintou Teito!\The Sekirei Plan moves to phase two!\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi? response:	Kono bayai wa kankei nai nai
context: The Sekirei Plan moves to phase two!\Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai response:	Nozomu tokoro yo
context: Yo, baby girls! Get ready now!\This is renai no shinansho\Don't let it go, aserazu so\Without furaingu de show time\Get the funky beat!\Hayai mono gachi?\Kono bayai wa kankei nai nai\Nozomu tokoro yo response:	Soudatsusen boppzatsu
