context: Ko-Koizumi. response:	Nothing...
context: Don't say that! Please!\Otani left all his work to me and ran off to play with his club.\If the coach isn't around, shouldn't they just take the day off?\Well, they can't do that.\Besides, Otani-kun is the captain...\Didn't you know?\When last year's seniors graduated, Otani became captain.\No way! response:	He did say he might make it, but I didn't think he'd actually...
context: Otani left all his work to me and ran off to play with his club.\If the coach isn't around, shouldn't they just take the day off?\Well, they can't do that.\Besides, Otani-kun is the captain...\Didn't you know?\When last year's seniors graduated, Otani became captain.\No way!\He did say he might make it, but I didn't think he'd actually... response:	This was decided a half a year ago.
context: If the coach isn't around, shouldn't they just take the day off?\Well, they can't do that.\Besides, Otani-kun is the captain...\Didn't you know?\When last year's seniors graduated, Otani became captain.\No way!\He did say he might make it, but I didn't think he'd actually...\This was decided a half a year ago. response:	Ever since then, he's been working really hard.
context: Well, they can't do that.\Besides, Otani-kun is the captain...\Didn't you know?\When last year's seniors graduated, Otani became captain.\No way!\He did say he might make it, but I didn't think he'd actually...\This was decided a half a year ago.\Ever since then, he's been working really hard. response:	That's great.
context: Besides, Otani-kun is the captain...\Didn't you know?\When last year's seniors graduated, Otani became captain.\No way!\He did say he might make it, but I didn't think he'd actually...\This was decided a half a year ago.\Ever since then, he's been working really hard.\That's great. response:	Line up! Has everyone warmed up?
context: Didn't you know?\When last year's seniors graduated, Otani became captain.\No way!\He did say he might make it, but I didn't think he'd actually...\This was decided a half a year ago.\Ever since then, he's been working really hard.\That's great.\Line up! Has everyone warmed up? response:	Ahh. It's a matching pair.
context: When last year's seniors graduated, Otani became captain.\No way!\He did say he might make it, but I didn't think he'd actually...\This was decided a half a year ago.\Ever since then, he's been working really hard.\That's great.\Line up! Has everyone warmed up?\Ahh. It's a matching pair. response:	Well of course.
context: No way!\He did say he might make it, but I didn't think he'd actually...\This was decided a half a year ago.\Ever since then, he's been working really hard.\That's great.\Line up! Has everyone warmed up?\Ahh. It's a matching pair.\Well of course. response:	Is it all right for you not to do the class rep work?
context: He did say he might make it, but I didn't think he'd actually...\This was decided a half a year ago.\Ever since then, he's been working really hard.\That's great.\Line up! Has everyone warmed up?\Ahh. It's a matching pair.\Well of course.\Is it all right for you not to do the class rep work? response:	Ahh. You're right.
context: This was decided a half a year ago.\Ever since then, he's been working really hard.\That's great.\Line up! Has everyone warmed up?\Ahh. It's a matching pair.\Well of course.\Is it all right for you not to do the class rep work?\Ahh. You're right. response:	I'll be in the classroom, so tell Otani to come later.
context: Ever since then, he's been working really hard.\That's great.\Line up! Has everyone warmed up?\Ahh. It's a matching pair.\Well of course.\Is it all right for you not to do the class rep work?\Ahh. You're right.\I'll be in the classroom, so tell Otani to come later. response:	Got it!
context: That's great.\Line up! Has everyone warmed up?\Ahh. It's a matching pair.\Well of course.\Is it all right for you not to do the class rep work?\Ahh. You're right.\I'll be in the classroom, so tell Otani to come later.\Got it! response:	Oh, and so we don't get in your way, the rest of us will leave early.
context: Line up! Has everyone warmed up?\Ahh. It's a matching pair.\Well of course.\Is it all right for you not to do the class rep work?\Ahh. You're right.\I'll be in the classroom, so tell Otani to come later.\Got it!\Oh, and so we don't get in your way, the rest of us will leave early. response:	You...
context: Ahh. It's a matching pair.\Well of course.\Is it all right for you not to do the class rep work?\Ahh. You're right.\I'll be in the classroom, so tell Otani to come later.\Got it!\Oh, and so we don't get in your way, the rest of us will leave early.\You... response:	Why...
context: Well of course.\Is it all right for you not to do the class rep work?\Ahh. You're right.\I'll be in the classroom, so tell Otani to come later.\Got it!\Oh, and so we don't get in your way, the rest of us will leave early.\You...\Why... response:	There are way too many reasons.
context: Is it all right for you not to do the class rep work?\Ahh. You're right.\I'll be in the classroom, so tell Otani to come later.\Got it!\Oh, and so we don't get in your way, the rest of us will leave early.\You...\Why...\There are way too many reasons. response:	I don't even know, myself.
context: Ahh. You're right.\I'll be in the classroom, so tell Otani to come later.\Got it!\Oh, and so we don't get in your way, the rest of us will leave early.\You...\Why...\There are way too many reasons.\I don't even know, myself. response:	In the end, I still prefer Otani, after all.
context: I'll be in the classroom, so tell Otani to come later.\Got it!\Oh, and so we don't get in your way, the rest of us will leave early.\You...\Why...\There are way too many reasons.\I don't even know, myself.\In the end, I still prefer Otani, after all. response:	Sorry I'm late.
context: Got it!\Oh, and so we don't get in your way, the rest of us will leave early.\You...\Why...\There are way too many reasons.\I don't even know, myself.\In the end, I still prefer Otani, after all.\Sorry I'm late. response:	Ahh. Thanks for all your hard work.
context: Oh, and so we don't get in your way, the rest of us will leave early.\You...\Why...\There are way too many reasons.\I don't even know, myself.\In the end, I still prefer Otani, after all.\Sorry I'm late.\Ahh. Thanks for all your hard work. response:	I'm tired.
context: You...\Why...\There are way too many reasons.\I don't even know, myself.\In the end, I still prefer Otani, after all.\Sorry I'm late.\Ahh. Thanks for all your hard work.\I'm tired. response:	When you're playing basketball, you're like a completely different person.
context: Why...\There are way too many reasons.\I don't even know, myself.\In the end, I still prefer Otani, after all.\Sorry I'm late.\Ahh. Thanks for all your hard work.\I'm tired.\When you're playing basketball, you're like a completely different person. response:	Is it because I'm so cool when I play basketball?
context: There are way too many reasons.\I don't even know, myself.\In the end, I still prefer Otani, after all.\Sorry I'm late.\Ahh. Thanks for all your hard work.\I'm tired.\When you're playing basketball, you're like a completely different person.\Is it because I'm so cool when I play basketball? response:	Don't say that yourself.
context: I don't even know, myself.\In the end, I still prefer Otani, after all.\Sorry I'm late.\Ahh. Thanks for all your hard work.\I'm tired.\When you're playing basketball, you're like a completely different person.\Is it because I'm so cool when I play basketball?\Don't say that yourself. response:	But I am cool, right?
context: In the end, I still prefer Otani, after all.\Sorry I'm late.\Ahh. Thanks for all your hard work.\I'm tired.\When you're playing basketball, you're like a completely different person.\Is it because I'm so cool when I play basketball?\Don't say that yourself.\But I am cool, right? response:	Yes, yes.
context: Sorry I'm late.\Ahh. Thanks for all your hard work.\I'm tired.\When you're playing basketball, you're like a completely different person.\Is it because I'm so cool when I play basketball?\Don't say that yourself.\But I am cool, right?\Yes, yes. response:	So, are you done?
context: Ahh. Thanks for all your hard work.\I'm tired.\When you're playing basketball, you're like a completely different person.\Is it because I'm so cool when I play basketball?\Don't say that yourself.\But I am cool, right?\Yes, yes.\So, are you done? response:	Done? Don't tell me you're not going to help?
context: I'm tired.\When you're playing basketball, you're like a completely different person.\Is it because I'm so cool when I play basketball?\Don't say that yourself.\But I am cool, right?\Yes, yes.\So, are you done?\Done? Don't tell me you're not going to help? response:	Of course. It's your fault I'm class rep, in the first place.
context: When you're playing basketball, you're like a completely different person.\Is it because I'm so cool when I play basketball?\Don't say that yourself.\But I am cool, right?\Yes, yes.\So, are you done?\Done? Don't tell me you're not going to help?\Of course. It's your fault I'm class rep, in the first place. response:	Take some responsibility.
context: Is it because I'm so cool when I play basketball?\Don't say that yourself.\But I am cool, right?\Yes, yes.\So, are you done?\Done? Don't tell me you're not going to help?\Of course. It's your fault I'm class rep, in the first place.\Take some responsibility. response:	But if no one had volunteered, I'd have felt bad for Maity-sensei.
context: Don't say that yourself.\But I am cool, right?\Yes, yes.\So, are you done?\Done? Don't tell me you're not going to help?\Of course. It's your fault I'm class rep, in the first place.\Take some responsibility.\But if no one had volunteered, I'd have felt bad for Maity-sensei. response:	What is it? Did you remember Maity-sensei's gentle whisper?
context: But I am cool, right?\Yes, yes.\So, are you done?\Done? Don't tell me you're not going to help?\Of course. It's your fault I'm class rep, in the first place.\Take some responsibility.\But if no one had volunteered, I'd have felt bad for Maity-sensei.\What is it? Did you remember Maity-sensei's gentle whisper? response:	No! Don't mention Maity! He's disgusting!
context: Yes, yes.\So, are you done?\Done? Don't tell me you're not going to help?\Of course. It's your fault I'm class rep, in the first place.\Take some responsibility.\But if no one had volunteered, I'd have felt bad for Maity-sensei.\What is it? Did you remember Maity-sensei's gentle whisper?\No! Don't mention Maity! He's disgusting! response:	Why not? Maity
context: So, are you done?\Done? Don't tell me you're not going to help?\Of course. It's your fault I'm class rep, in the first place.\Take some responsibility.\But if no one had volunteered, I'd have felt bad for Maity-sensei.\What is it? Did you remember Maity-sensei's gentle whisper?\No! Don't mention Maity! He's disgusting!\Why not? Maity response:	What is it?
context: Done? Don't tell me you're not going to help?\Of course. It's your fault I'm class rep, in the first place.\Take some responsibility.\But if no one had volunteered, I'd have felt bad for Maity-sensei.\What is it? Did you remember Maity-sensei's gentle whisper?\No! Don't mention Maity! He's disgusting!\Why not? Maity\What is it? response:	What?
context: Of course. It's your fault I'm class rep, in the first place.\Take some responsibility.\But if no one had volunteered, I'd have felt bad for Maity-sensei.\What is it? Did you remember Maity-sensei's gentle whisper?\No! Don't mention Maity! He's disgusting!\Why not? Maity\What is it?\What? response:	What what?
context: Take some responsibility.\But if no one had volunteered, I'd have felt bad for Maity-sensei.\What is it? Did you remember Maity-sensei's gentle whisper?\No! Don't mention Maity! He's disgusting!\Why not? Maity\What is it?\What?\What what? response:	Maity. Do you seriously like that guy?
context: But if no one had volunteered, I'd have felt bad for Maity-sensei.\What is it? Did you remember Maity-sensei's gentle whisper?\No! Don't mention Maity! He's disgusting!\Why not? Maity\What is it?\What?\What what?\Maity. Do you seriously like that guy? response:	I do.
context: What is it? Did you remember Maity-sensei's gentle whisper?\No! Don't mention Maity! He's disgusting!\Why not? Maity\What is it?\What?\What what?\Maity. Do you seriously like that guy?\I do. response:	Ugh. That's gross.
context: No! Don't mention Maity! He's disgusting!\Why not? Maity\What is it?\What?\What what?\Maity. Do you seriously like that guy?\I do.\Ugh. That's gross. response:	Don't. Don't go for a cold guy like that.
context: Why not? Maity\What is it?\What?\What what?\Maity. Do you seriously like that guy?\I do.\Ugh. That's gross.\Don't. Don't go for a cold guy like that. response:	When he says don't...
context: What is it?\What?\What what?\Maity. Do you seriously like that guy?\I do.\Ugh. That's gross.\Don't. Don't go for a cold guy like that.\When he says don't... response:	No way.
context: What?\What what?\Maity. Do you seriously like that guy?\I do.\Ugh. That's gross.\Don't. Don't go for a cold guy like that.\When he says don't...\No way. response:	He probably just said it without thinking.
context: What what?\Maity. Do you seriously like that guy?\I do.\Ugh. That's gross.\Don't. Don't go for a cold guy like that.\When he says don't...\No way.\He probably just said it without thinking. response:	I get it.
context: Maity. Do you seriously like that guy?\I do.\Ugh. That's gross.\Don't. Don't go for a cold guy like that.\When he says don't...\No way.\He probably just said it without thinking.\I get it. response:	Ahh. I remember now.
context: I do.\Ugh. That's gross.\Don't. Don't go for a cold guy like that.\When he says don't...\No way.\He probably just said it without thinking.\I get it.\Ahh. I remember now. response:	When I was sick and you came to visit me...
context: Ugh. That's gross.\Don't. Don't go for a cold guy like that.\When he says don't...\No way.\He probably just said it without thinking.\I get it.\Ahh. I remember now.\When I was sick and you came to visit me... response:	That's right. I was staring at your face like this...
context: Don't. Don't go for a cold guy like that.\When he says don't...\No way.\He probably just said it without thinking.\I get it.\Ahh. I remember now.\When I was sick and you came to visit me...\That's right. I was staring at your face like this... response:	And then...
context: When he says don't...\No way.\He probably just said it without thinking.\I get it.\Ahh. I remember now.\When I was sick and you came to visit me...\That's right. I was staring at your face like this...\And then... response:	Your hair...
context: No way.\He probably just said it without thinking.\I get it.\Ahh. I remember now.\When I was sick and you came to visit me...\That's right. I was staring at your face like this...\And then...\Your hair... response:	There was a grain of rice stuck to it.
context: He probably just said it without thinking.\I get it.\Ahh. I remember now.\When I was sick and you came to visit me...\That's right. I was staring at your face like this...\And then...\Your hair...\There was a grain of rice stuck to it. response:	Rice... Rice... Rice...
context: I get it.\Ahh. I remember now.\When I was sick and you came to visit me...\That's right. I was staring at your face like this...\And then...\Your hair...\There was a grain of rice stuck to it.\Rice... Rice... Rice... response:	Rice stuck to it...
context: Ahh. I remember now.\When I was sick and you came to visit me...\That's right. I was staring at your face like this...\And then...\Your hair...\There was a grain of rice stuck to it.\Rice... Rice... Rice...\Rice stuck to it... response:	Rice... Rice... Rice...
context: When I was sick and you came to visit me...\That's right. I was staring at your face like this...\And then...\Your hair...\There was a grain of rice stuck to it.\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice... response:	Rice stuck to it...
context: That's right. I was staring at your face like this...\And then...\Your hair...\There was a grain of rice stuck to it.\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\Rice stuck to it... response:	Rice... Rice... Rice...
context: And then...\Your hair...\There was a grain of rice stuck to it.\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice... response:	So then I was thinking I'd take the rice off while making a joke, when I suddenly got dizzy...
context: Your hair...\There was a grain of rice stuck to it.\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\So then I was thinking I'd take the rice off while making a joke, when I suddenly got dizzy... response:	I don't remember anything after that.
context: There was a grain of rice stuck to it.\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\So then I was thinking I'd take the rice off while making a joke, when I suddenly got dizzy...\I don't remember anything after that. response:	But you're angry about what happened after that, right?
context: Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\So then I was thinking I'd take the rice off while making a joke, when I suddenly got dizzy...\I don't remember anything after that.\But you're angry about what happened after that, right? response:	After or before, above or below, left or right...
context: Rice stuck to it...\Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\So then I was thinking I'd take the rice off while making a joke, when I suddenly got dizzy...\I don't remember anything after that.\But you're angry about what happened after that, right?\After or before, above or below, left or right... response:	You damn idiot...
context: Rice... Rice... Rice...\Rice stuck to it...\Rice... Rice... Rice...\So then I was thinking I'd take the rice off while making a joke, when I suddenly got dizzy...\I don't remember anything after that.\But you're angry about what happened after that, right?\After or before, above or below, left or right...\You damn idiot... response:	Rice? Rice?!
context: Rice stuck to it...\Rice... Rice... Rice...\So then I was thinking I'd take the rice off while making a joke, when I suddenly got dizzy...\I don't remember anything after that.\But you're angry about what happened after that, right?\After or before, above or below, left or right...\You damn idiot...\Rice? Rice?! response:	Of course there would be rice. I am Japanese!
context: Rice... Rice... Rice...\So then I was thinking I'd take the rice off while making a joke, when I suddenly got dizzy...\I don't remember anything after that.\But you're angry about what happened after that, right?\After or before, above or below, left or right...\You damn idiot...\Rice? Rice?!\Of course there would be rice. I am Japanese! response:	Rice is a staple in my diet.
context: So then I was thinking I'd take the rice off while making a joke, when I suddenly got dizzy...\I don't remember anything after that.\But you're angry about what happened after that, right?\After or before, above or below, left or right...\You damn idiot...\Rice? Rice?!\Of course there would be rice. I am Japanese!\Rice is a staple in my diet. response:	I eat plenty of rice!
context: I don't remember anything after that.\But you're angry about what happened after that, right?\After or before, above or below, left or right...\You damn idiot...\Rice? Rice?!\Of course there would be rice. I am Japanese!\Rice is a staple in my diet.\I eat plenty of rice! response:	Then why are you so angry?
context: But you're angry about what happened after that, right?\After or before, above or below, left or right...\You damn idiot...\Rice? Rice?!\Of course there would be rice. I am Japanese!\Rice is a staple in my diet.\I eat plenty of rice!\Then why are you so angry? response:	Because you were sick and didn't come to school,
context: After or before, above or below, left or right...\You damn idiot...\Rice? Rice?!\Of course there would be rice. I am Japanese!\Rice is a staple in my diet.\I eat plenty of rice!\Then why are you so angry?\Because you were sick and didn't come to school, response:	I-Is that so?
context: You damn idiot...\Rice? Rice?!\Of course there would be rice. I am Japanese!\Rice is a staple in my diet.\I eat plenty of rice!\Then why are you so angry?\Because you were sick and didn't come to school,\I-Is that so? response:	Sorry.
context: Rice? Rice?!\Of course there would be rice. I am Japanese!\Rice is a staple in my diet.\I eat plenty of rice!\Then why are you so angry?\Because you were sick and didn't come to school,\I-Is that so?\Sorry. response:	What do you mean, sorry?
context: Of course there would be rice. I am Japanese!\Rice is a staple in my diet.\I eat plenty of rice!\Then why are you so angry?\Because you were sick and didn't come to school,\I-Is that so?\Sorry.\What do you mean, sorry? response:	Even though the two of us are alone in this room right now, I don't feel a thing.
context: Rice is a staple in my diet.\I eat plenty of rice!\Then why are you so angry?\Because you were sick and didn't come to school,\I-Is that so?\Sorry.\What do you mean, sorry?\Even though the two of us are alone in this room right now, I don't feel a thing. response:	Because you said that... I was trying my best.
context: I eat plenty of rice!\Then why are you so angry?\Because you were sick and didn't come to school,\I-Is that so?\Sorry.\What do you mean, sorry?\Even though the two of us are alone in this room right now, I don't feel a thing.\Because you said that... I was trying my best. response:	Now that I think about it, I was so embarrassed I could've died.
context: Then why are you so angry?\Because you were sick and didn't come to school,\I-Is that so?\Sorry.\What do you mean, sorry?\Even though the two of us are alone in this room right now, I don't feel a thing.\Because you said that... I was trying my best.\Now that I think about it, I was so embarrassed I could've died. response:	But rice, you say...
context: Because you were sick and didn't come to school,\I-Is that so?\Sorry.\What do you mean, sorry?\Even though the two of us are alone in this room right now, I don't feel a thing.\Because you said that... I was trying my best.\Now that I think about it, I was so embarrassed I could've died.\But rice, you say... response:	Rice...
context: I-Is that so?\Sorry.\What do you mean, sorry?\Even though the two of us are alone in this room right now, I don't feel a thing.\Because you said that... I was trying my best.\Now that I think about it, I was so embarrassed I could've died.\But rice, you say...\Rice... response:	Yes?
context: Sorry.\What do you mean, sorry?\Even though the two of us are alone in this room right now, I don't feel a thing.\Because you said that... I was trying my best.\Now that I think about it, I was so embarrassed I could've died.\But rice, you say...\Rice...\Yes? response:	You didn't take the rice.
context: What do you mean, sorry?\Even though the two of us are alone in this room right now, I don't feel a thing.\Because you said that... I was trying my best.\Now that I think about it, I was so embarrassed I could've died.\But rice, you say...\Rice...\Yes?\You didn't take the rice. response:	What you took was my lips.
context: Even though the two of us are alone in this room right now, I don't feel a thing.\Because you said that... I was trying my best.\Now that I think about it, I was so embarrassed I could've died.\But rice, you say...\Rice...\Yes?\You didn't take the rice.\What you took was my lips. response:	Huh? What are you talking about now?
context: Because you said that... I was trying my best.\Now that I think about it, I was so embarrassed I could've died.\But rice, you say...\Rice...\Yes?\You didn't take the rice.\What you took was my lips.\Huh? What are you talking about now? response:	Wha-Wha-Wha
context: Now that I think about it, I was so embarrassed I could've died.\But rice, you say...\Rice...\Yes?\You didn't take the rice.\What you took was my lips.\Huh? What are you talking about now?\Wha-Wha-Wha response:	I guess that really was just an accidental bump, huh?
context: But rice, you say...\Rice...\Yes?\You didn't take the rice.\What you took was my lips.\Huh? What are you talking about now?\Wha-Wha-Wha\I guess that really was just an accidental bump, huh? response:	An accidental... bump?
context: Rice...\Yes?\You didn't take the rice.\What you took was my lips.\Huh? What are you talking about now?\Wha-Wha-Wha\I guess that really was just an accidental bump, huh?\An accidental... bump? response:	I'm really no good?
context: Yes?\You didn't take the rice.\What you took was my lips.\Huh? What are you talking about now?\Wha-Wha-Wha\I guess that really was just an accidental bump, huh?\An accidental... bump?\I'm really no good? response:	I've been trying so hard...
context: You didn't take the rice.\What you took was my lips.\Huh? What are you talking about now?\Wha-Wha-Wha\I guess that really was just an accidental bump, huh?\An accidental... bump?\I'm really no good?\I've been trying so hard... response:	Even though you rejected me, I've been trying my best.
context: What you took was my lips.\Huh? What are you talking about now?\Wha-Wha-Wha\I guess that really was just an accidental bump, huh?\An accidental... bump?\I'm really no good?\I've been trying so hard...\Even though you rejected me, I've been trying my best. response:	But if I go on liking you like this, nothing will change.
context: Huh? What are you talking about now?\Wha-Wha-Wha\I guess that really was just an accidental bump, huh?\An accidental... bump?\I'm really no good?\I've been trying so hard...\Even though you rejected me, I've been trying my best.\But if I go on liking you like this, nothing will change. response:	Koizumi...
context: Wha-Wha-Wha\I guess that really was just an accidental bump, huh?\An accidental... bump?\I'm really no good?\I've been trying so hard...\Even though you rejected me, I've been trying my best.\But if I go on liking you like this, nothing will change.\Koizumi... response:	I've had enough.
context: I guess that really was just an accidental bump, huh?\An accidental... bump?\I'm really no good?\I've been trying so hard...\Even though you rejected me, I've been trying my best.\But if I go on liking you like this, nothing will change.\Koizumi...\I've had enough. response:	I've had enough of this.
context: An accidental... bump?\I'm really no good?\I've been trying so hard...\Even though you rejected me, I've been trying my best.\But if I go on liking you like this, nothing will change.\Koizumi...\I've had enough.\I've had enough of this. response:	I'm through with loving you!
context: I'm really no good?\I've been trying so hard...\Even though you rejected me, I've been trying my best.\But if I go on liking you like this, nothing will change.\Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you! response:	Koizumi!
context: I've been trying so hard...\Even though you rejected me, I've been trying my best.\But if I go on liking you like this, nothing will change.\Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you!\Koizumi! response:	I've had enough.
context: Even though you rejected me, I've been trying my best.\But if I go on liking you like this, nothing will change.\Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you!\Koizumi!\I've had enough. response:	Even if I like him, nothing will change...
context: But if I go on liking you like this, nothing will change.\Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you!\Koizumi!\I've had enough.\Even if I like him, nothing will change... response:	If there's no point at all...
context: Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you!\Koizumi!\I've had enough.\Even if I like him, nothing will change...\If there's no point at all... response:	I give up.
context: I've had enough.\I've had enough of this.\I'm through with loving you!\Koizumi!\I've had enough.\Even if I like him, nothing will change...\If there's no point at all...\I give up. response:	What do you mean, Maity for Life?
context: I've had enough of this.\I'm through with loving you!\Koizumi!\I've had enough.\Even if I like him, nothing will change...\If there's no point at all...\I give up.\What do you mean, Maity for Life? response:	You stole a kiss from me, too...
context: I'm through with loving you!\Koizumi!\I've had enough.\Even if I like him, nothing will change...\If there's no point at all...\I give up.\What do you mean, Maity for Life?\You stole a kiss from me, too... response:	Shut up! Shut your mouth!
context: Koizumi!\I've had enough.\Even if I like him, nothing will change...\If there's no point at all...\I give up.\What do you mean, Maity for Life?\You stole a kiss from me, too...\Shut up! Shut your mouth! response:	Lovely Complex Love Com.
context: I've had enough.\Even if I like him, nothing will change...\If there's no point at all...\I give up.\What do you mean, Maity for Life?\You stole a kiss from me, too...\Shut up! Shut your mouth!\Lovely Complex Love Com. response:	Next: A Dangerous Man - Maity's Sweet Seduction.
context: Even if I like him, nothing will change...\If there's no point at all...\I give up.\What do you mean, Maity for Life?\You stole a kiss from me, too...\Shut up! Shut your mouth!\Lovely Complex Love Com.\Next: A Dangerous Man - Maity's Sweet Seduction. response:	A Dangerous Man - Maity's Sweet Seduction
context: If there's no point at all...\I give up.\What do you mean, Maity for Life?\You stole a kiss from me, too...\Shut up! Shut your mouth!\Lovely Complex Love Com.\Next: A Dangerous Man - Maity's Sweet Seduction.\A Dangerous Man - Maity's Sweet Seduction response:	Be sure to watch!
