context: TS response:	OP
context: We'll return her to her world.\Return her?!\But if we have her, the research on Scub Coral and Secrets will progress a lot faster!\She's fated to come here again.\Thirteen years ago.\What are you talking about?\Do you know of a way to return her?\You just don't want Generation Bleu to take herEurekaaway from you. response:	Did you fall for her, ten years ago?
context: Return her?!\But if we have her, the research on Scub Coral and Secrets will progress a lot faster!\She's fated to come here again.\Thirteen years ago.\What are you talking about?\Do you know of a way to return her?\You just don't want Generation Bleu to take herEurekaaway from you.\Did you fall for her, ten years ago? response:	Huh? Am I right?
context: But if we have her, the research on Scub Coral and Secrets will progress a lot faster!\She's fated to come here again.\Thirteen years ago.\What are you talking about?\Do you know of a way to return her?\You just don't want Generation Bleu to take herEurekaaway from you.\Did you fall for her, ten years ago?\Huh? Am I right? response:	Stop being retarded, Gazelle!
context: She's fated to come here again.\Thirteen years ago.\What are you talking about?\Do you know of a way to return her?\You just don't want Generation Bleu to take herEurekaaway from you.\Did you fall for her, ten years ago?\Huh? Am I right?\Stop being retarded, Gazelle! response:	Why are you always pretending to know it all
context: Thirteen years ago.\What are you talking about?\Do you know of a way to return her?\You just don't want Generation Bleu to take herEurekaaway from you.\Did you fall for her, ten years ago?\Huh? Am I right?\Stop being retarded, Gazelle!\Why are you always pretending to know it all response:	and get in our way all the freaking time?!
context: What are you talking about?\Do you know of a way to return her?\You just don't want Generation Bleu to take herEurekaaway from you.\Did you fall for her, ten years ago?\Huh? Am I right?\Stop being retarded, Gazelle!\Why are you always pretending to know it all\and get in our way all the freaking time?! response:	What the hell do you know?!
context: Do you know of a way to return her?\You just don't want Generation Bleu to take herEurekaaway from you.\Did you fall for her, ten years ago?\Huh? Am I right?\Stop being retarded, Gazelle!\Why are you always pretending to know it all\and get in our way all the freaking time?!\What the hell do you know?! response:	Gazelle!
context: You just don't want Generation Bleu to take herEurekaaway from you.\Did you fall for her, ten years ago?\Huh? Am I right?\Stop being retarded, Gazelle!\Why are you always pretending to know it all\and get in our way all the freaking time?!\What the hell do you know?!\Gazelle! response:	Ao!
context: Did you fall for her, ten years ago?\Huh? Am I right?\Stop being retarded, Gazelle!\Why are you always pretending to know it all\and get in our way all the freaking time?!\What the hell do you know?!\Gazelle!\Ao! response:	The smell of gunpowder!
context: Huh? Am I right?\Stop being retarded, Gazelle!\Why are you always pretending to know it all\and get in our way all the freaking time?!\What the hell do you know?!\Gazelle!\Ao!\The smell of gunpowder! response:	Don't tell me!
context: Stop being retarded, Gazelle!\Why are you always pretending to know it all\and get in our way all the freaking time?!\What the hell do you know?!\Gazelle!\Ao!\The smell of gunpowder!\Don't tell me! response:	It really is you, Eureka.
context: Why are you always pretending to know it all\and get in our way all the freaking time?!\What the hell do you know?!\Gazelle!\Ao!\The smell of gunpowder!\Don't tell me!\It really is you, Eureka. response:	There's no mistake.
context: and get in our way all the freaking time?!\What the hell do you know?!\Gazelle!\Ao!\The smell of gunpowder!\Don't tell me!\It really is you, Eureka.\There's no mistake. response:	What do you want?
context: What the hell do you know?!\Gazelle!\Ao!\The smell of gunpowder!\Don't tell me!\It really is you, Eureka.\There's no mistake.\What do you want? response:	Where is Hannah?
context: Gazelle!\Ao!\The smell of gunpowder!\Don't tell me!\It really is you, Eureka.\There's no mistake.\What do you want?\Where is Hannah? response:	The woman who was with you is unhurt.
context: Ao!\The smell of gunpowder!\Don't tell me!\It really is you, Eureka.\There's no mistake.\What do you want?\Where is Hannah?\The woman who was with you is unhurt. response:	Hannah!
context: The smell of gunpowder!\Don't tell me!\It really is you, Eureka.\There's no mistake.\What do you want?\Where is Hannah?\The woman who was with you is unhurt.\Hannah! response:	How could you...
context: Don't tell me!\It really is you, Eureka.\There's no mistake.\What do you want?\Where is Hannah?\The woman who was with you is unhurt.\Hannah!\How could you... response:	What's wrong?! What happened?!
context: It really is you, Eureka.\There's no mistake.\What do you want?\Where is Hannah?\The woman who was with you is unhurt.\Hannah!\How could you...\What's wrong?! What happened?! response:	You! You're Endo from the ground forces!
context: There's no mistake.\What do you want?\Where is Hannah?\The woman who was with you is unhurt.\Hannah!\How could you...\What's wrong?! What happened?!\You! You're Endo from the ground forces! response:	Endo?
context: What do you want?\Where is Hannah?\The woman who was with you is unhurt.\Hannah!\How could you...\What's wrong?! What happened?!\You! You're Endo from the ground forces!\Endo? response:	Keep them cornered!
context: Where is Hannah?\The woman who was with you is unhurt.\Hannah!\How could you...\What's wrong?! What happened?!\You! You're Endo from the ground forces!\Endo?\Keep them cornered! response:	Now, this way.
context: The woman who was with you is unhurt.\Hannah!\How could you...\What's wrong?! What happened?!\You! You're Endo from the ground forces!\Endo?\Keep them cornered!\Now, this way. response:	Wait! Please!
context: Hannah!\How could you...\What's wrong?! What happened?!\You! You're Endo from the ground forces!\Endo?\Keep them cornered!\Now, this way.\Wait! Please! response:	Return fire?
context: How could you...\What's wrong?! What happened?!\You! You're Endo from the ground forces!\Endo?\Keep them cornered!\Now, this way.\Wait! Please!\Return fire? response:	We can't while they have her!
context: What's wrong?! What happened?!\You! You're Endo from the ground forces!\Endo?\Keep them cornered!\Now, this way.\Wait! Please!\Return fire?\We can't while they have her! response:	I don't know!
context: You! You're Endo from the ground forces!\Endo?\Keep them cornered!\Now, this way.\Wait! Please!\Return fire?\We can't while they have her!\I don't know! response:	I don't know, but it can't stay as it is!
context: Endo?\Keep them cornered!\Now, this way.\Wait! Please!\Return fire?\We can't while they have her!\I don't know!\I don't know, but it can't stay as it is! response:	Mom's gonna stay with me! I won't let anyone take her!
context: Keep them cornered!\Now, this way.\Wait! Please!\Return fire?\We can't while they have her!\I don't know!\I don't know, but it can't stay as it is!\Mom's gonna stay with me! I won't let anyone take her! response:	Is that...
context: Now, this way.\Wait! Please!\Return fire?\We can't while they have her!\I don't know!\I don't know, but it can't stay as it is!\Mom's gonna stay with me! I won't let anyone take her!\Is that... response:	Mom!
context: Wait! Please!\Return fire?\We can't while they have her!\I don't know!\I don't know, but it can't stay as it is!\Mom's gonna stay with me! I won't let anyone take her!\Is that...\Mom! response:	No way... Is that Eureka?
context: Return fire?\We can't while they have her!\I don't know!\I don't know, but it can't stay as it is!\Mom's gonna stay with me! I won't let anyone take her!\Is that...\Mom!\No way... Is that Eureka? response:	Mom, let's escape together?
context: We can't while they have her!\I don't know!\I don't know, but it can't stay as it is!\Mom's gonna stay with me! I won't let anyone take her!\Is that...\Mom!\No way... Is that Eureka?\Mom, let's escape together? response:	Where to?
context: I don't know!\I don't know, but it can't stay as it is!\Mom's gonna stay with me! I won't let anyone take her!\Is that...\Mom!\No way... Is that Eureka?\Mom, let's escape together?\Where to? response:	The Chief said he'll send you back,
context: I don't know, but it can't stay as it is!\Mom's gonna stay with me! I won't let anyone take her!\Is that...\Mom!\No way... Is that Eureka?\Mom, let's escape together?\Where to?\The Chief said he'll send you back, response:	but I don't want to say goodbye!
context: Mom's gonna stay with me! I won't let anyone take her!\Is that...\Mom!\No way... Is that Eureka?\Mom, let's escape together?\Where to?\The Chief said he'll send you back,\but I don't want to say goodbye! response:	But if the child you're carrying is me
context: Is that...\Mom!\No way... Is that Eureka?\Mom, let's escape together?\Where to?\The Chief said he'll send you back,\but I don't want to say goodbye!\But if the child you're carrying is me response:	then this way I won't get... born...
context: Mom!\No way... Is that Eureka?\Mom, let's escape together?\Where to?\The Chief said he'll send you back,\but I don't want to say goodbye!\But if the child you're carrying is me\then this way I won't get... born... response:	You're slow, Eureka's child.
context: No way... Is that Eureka?\Mom, let's escape together?\Where to?\The Chief said he'll send you back,\but I don't want to say goodbye!\But if the child you're carrying is me\then this way I won't get... born...\You're slow, Eureka's child. response:	Truth!
context: Mom, let's escape together?\Where to?\The Chief said he'll send you back,\but I don't want to say goodbye!\But if the child you're carrying is me\then this way I won't get... born...\You're slow, Eureka's child.\Truth! response:	Who are you?
context: Where to?\The Chief said he'll send you back,\but I don't want to say goodbye!\But if the child you're carrying is me\then this way I won't get... born...\You're slow, Eureka's child.\Truth!\Who are you? response:	Sorry for being so rough.
context: The Chief said he'll send you back,\but I don't want to say goodbye!\But if the child you're carrying is me\then this way I won't get... born...\You're slow, Eureka's child.\Truth!\Who are you?\Sorry for being so rough. response:	But in this world you can't trust the Allied Forces nor Generation Bleu.
context: but I don't want to say goodbye!\But if the child you're carrying is me\then this way I won't get... born...\You're slow, Eureka's child.\Truth!\Who are you?\Sorry for being so rough.\But in this world you can't trust the Allied Forces nor Generation Bleu. response:	We, the Japanese, are the only ones truly wishing for peace.
context: But if the child you're carrying is me\then this way I won't get... born...\You're slow, Eureka's child.\Truth!\Who are you?\Sorry for being so rough.\But in this world you can't trust the Allied Forces nor Generation Bleu.\We, the Japanese, are the only ones truly wishing for peace. response:	Please...
context: then this way I won't get... born...\You're slow, Eureka's child.\Truth!\Who are you?\Sorry for being so rough.\But in this world you can't trust the Allied Forces nor Generation Bleu.\We, the Japanese, are the only ones truly wishing for peace.\Please... response:	Truth...
context: You're slow, Eureka's child.\Truth!\Who are you?\Sorry for being so rough.\But in this world you can't trust the Allied Forces nor Generation Bleu.\We, the Japanese, are the only ones truly wishing for peace.\Please...\Truth... response:	Naru...
context: Truth!\Who are you?\Sorry for being so rough.\But in this world you can't trust the Allied Forces nor Generation Bleu.\We, the Japanese, are the only ones truly wishing for peace.\Please...\Truth...\Naru... response:	Ao... My Ao...
context: Who are you?\Sorry for being so rough.\But in this world you can't trust the Allied Forces nor Generation Bleu.\We, the Japanese, are the only ones truly wishing for peace.\Please...\Truth...\Naru...\Ao... My Ao... response:	Mom...
context: Sorry for being so rough.\But in this world you can't trust the Allied Forces nor Generation Bleu.\We, the Japanese, are the only ones truly wishing for peace.\Please...\Truth...\Naru...\Ao... My Ao...\Mom... response:	Mom!
context: But in this world you can't trust the Allied Forces nor Generation Bleu.\We, the Japanese, are the only ones truly wishing for peace.\Please...\Truth...\Naru...\Ao... My Ao...\Mom...\Mom! response:	Ao! Return to where I belong... to Renton.
context: We, the Japanese, are the only ones truly wishing for peace.\Please...\Truth...\Naru...\Ao... My Ao...\Mom...\Mom!\Ao! Return to where I belong... to Renton. response:	You're the only one who can do that.
context: Please...\Truth...\Naru...\Ao... My Ao...\Mom...\Mom!\Ao! Return to where I belong... to Renton.\You're the only one who can do that. response:	I don't want to!
context: Truth...\Naru...\Ao... My Ao...\Mom...\Mom!\Ao! Return to where I belong... to Renton.\You're the only one who can do that.\I don't want to! response:	I finally get to meet you!
context: Naru...\Ao... My Ao...\Mom...\Mom!\Ao! Return to where I belong... to Renton.\You're the only one who can do that.\I don't want to!\I finally get to meet you! response:	I've been looking for you all this time!
context: Ao... My Ao...\Mom...\Mom!\Ao! Return to where I belong... to Renton.\You're the only one who can do that.\I don't want to!\I finally get to meet you!\I've been looking for you all this time! response:	Please. A terrible thing is about to happen.
context: Mom...\Mom!\Ao! Return to where I belong... to Renton.\You're the only one who can do that.\I don't want to!\I finally get to meet you!\I've been looking for you all this time!\Please. A terrible thing is about to happen. response:	A terrible thing?
context: Mom!\Ao! Return to where I belong... to Renton.\You're the only one who can do that.\I don't want to!\I finally get to meet you!\I've been looking for you all this time!\Please. A terrible thing is about to happen.\A terrible thing? response:	The Secrets aren't your enemies.
context: Ao! Return to where I belong... to Renton.\You're the only one who can do that.\I don't want to!\I finally get to meet you!\I've been looking for you all this time!\Please. A terrible thing is about to happen.\A terrible thing?\The Secrets aren't your enemies. response:	What?
context: You're the only one who can do that.\I don't want to!\I finally get to meet you!\I've been looking for you all this time!\Please. A terrible thing is about to happen.\A terrible thing?\The Secrets aren't your enemies.\What? response:	What did you just say?
context: I don't want to!\I finally get to meet you!\I've been looking for you all this time!\Please. A terrible thing is about to happen.\A terrible thing?\The Secrets aren't your enemies.\What?\What did you just say? response:	What do you mean the Secrets aren't our enemies?!
context: I finally get to meet you!\I've been looking for you all this time!\Please. A terrible thing is about to happen.\A terrible thing?\The Secrets aren't your enemies.\What?\What did you just say?\What do you mean the Secrets aren't our enemies?! response:	Oh? He protected you?
context: I've been looking for you all this time!\Please. A terrible thing is about to happen.\A terrible thing?\The Secrets aren't your enemies.\What?\What did you just say?\What do you mean the Secrets aren't our enemies?!\Oh? He protected you? response:	Who are you?
context: Please. A terrible thing is about to happen.\A terrible thing?\The Secrets aren't your enemies.\What?\What did you just say?\What do you mean the Secrets aren't our enemies?!\Oh? He protected you?\Who are you? response:	What a rude greeting.
context: A terrible thing?\The Secrets aren't your enemies.\What?\What did you just say?\What do you mean the Secrets aren't our enemies?!\Oh? He protected you?\Who are you?\What a rude greeting. response:	But it doesn't matter.
context: The Secrets aren't your enemies.\What?\What did you just say?\What do you mean the Secrets aren't our enemies?!\Oh? He protected you?\Who are you?\What a rude greeting.\But it doesn't matter. response:	You are mine.
context: What?\What did you just say?\What do you mean the Secrets aren't our enemies?!\Oh? He protected you?\Who are you?\What a rude greeting.\But it doesn't matter.\You are mine. response:	Get away from her!
context: What did you just say?\What do you mean the Secrets aren't our enemies?!\Oh? He protected you?\Who are you?\What a rude greeting.\But it doesn't matter.\You are mine.\Get away from her! response:	Step away, Truth!
context: What do you mean the Secrets aren't our enemies?!\Oh? He protected you?\Who are you?\What a rude greeting.\But it doesn't matter.\You are mine.\Get away from her!\Step away, Truth! response:	Get lost.
context: Oh? He protected you?\Who are you?\What a rude greeting.\But it doesn't matter.\You are mine.\Get away from her!\Step away, Truth!\Get lost. response:	Now then.
context: Who are you?\What a rude greeting.\But it doesn't matter.\You are mine.\Get away from her!\Step away, Truth!\Get lost.\Now then. response:	Stop!
context: What a rude greeting.\But it doesn't matter.\You are mine.\Get away from her!\Step away, Truth!\Get lost.\Now then.\Stop! response:	IFO?
context: But it doesn't matter.\You are mine.\Get away from her!\Step away, Truth!\Get lost.\Now then.\Stop!\IFO? response:	That's... Ao!
context: You are mine.\Get away from her!\Step away, Truth!\Get lost.\Now then.\Stop!\IFO?\That's... Ao! response:	Fukai Ao! You can't change this world!
context: Get away from her!\Step away, Truth!\Get lost.\Now then.\Stop!\IFO?\That's... Ao!\Fukai Ao! You can't change this world! response:	Ao!
context: Step away, Truth!\Get lost.\Now then.\Stop!\IFO?\That's... Ao!\Fukai Ao! You can't change this world!\Ao! response:	Thank you very much.
context: Get lost.\Now then.\Stop!\IFO?\That's... Ao!\Fukai Ao! You can't change this world!\Ao!\Thank you very much. response:	I have a child.
context: Now then.\Stop!\IFO?\That's... Ao!\Fukai Ao! You can't change this world!\Ao!\Thank you very much.\I have a child. response:	Two years old. A real troublemaker.
context: Stop!\IFO?\That's... Ao!\Fukai Ao! You can't change this world!\Ao!\Thank you very much.\I have a child.\Two years old. A real troublemaker. response:	Oh... really?
context: IFO?\That's... Ao!\Fukai Ao! You can't change this world!\Ao!\Thank you very much.\I have a child.\Two years old. A real troublemaker.\Oh... really? response:	If something happens to me, please take care of him.
context: That's... Ao!\Fukai Ao! You can't change this world!\Ao!\Thank you very much.\I have a child.\Two years old. A real troublemaker.\Oh... really?\If something happens to me, please take care of him. response:	Take care of Ao.
context: Fukai Ao! You can't change this world!\Ao!\Thank you very much.\I have a child.\Two years old. A real troublemaker.\Oh... really?\If something happens to me, please take care of him.\Take care of Ao. response:	Ao?
context: Ao!\Thank you very much.\I have a child.\Two years old. A real troublemaker.\Oh... really?\If something happens to me, please take care of him.\Take care of Ao.\Ao? response:	You bastard...
context: Thank you very much.\I have a child.\Two years old. A real troublemaker.\Oh... really?\If something happens to me, please take care of him.\Take care of Ao.\Ao?\You bastard... response:	She asked me!
context: I have a child.\Two years old. A real troublemaker.\Oh... really?\If something happens to me, please take care of him.\Take care of Ao.\Ao?\You bastard...\She asked me! response:	She asked me to protect her child!
context: Two years old. A real troublemaker.\Oh... really?\If something happens to me, please take care of him.\Take care of Ao.\Ao?\You bastard...\She asked me!\She asked me to protect her child! response:	You're not getting away!
context: Oh... really?\If something happens to me, please take care of him.\Take care of Ao.\Ao?\You bastard...\She asked me!\She asked me to protect her child!\You're not getting away! response:	In here!
context: If something happens to me, please take care of him.\Take care of Ao.\Ao?\You bastard...\She asked me!\She asked me to protect her child!\You're not getting away!\In here! response:	Damn Nirvash!
context: Take care of Ao.\Ao?\You bastard...\She asked me!\She asked me to protect her child!\You're not getting away!\In here!\Damn Nirvash! response:	Can you fly?
context: Ao?\You bastard...\She asked me!\She asked me to protect her child!\You're not getting away!\In here!\Damn Nirvash!\Can you fly? response:	I don't know where am I or who those people are, but I only know...
context: You bastard...\She asked me!\She asked me to protect her child!\You're not getting away!\In here!\Damn Nirvash!\Can you fly?\I don't know where am I or who those people are, but I only know... response:	That I have to protect this planet!
context: She asked me!\She asked me to protect her child!\You're not getting away!\In here!\Damn Nirvash!\Can you fly?\I don't know where am I or who those people are, but I only know...\That I have to protect this planet! response:	Nirvash!
context: She asked me to protect her child!\You're not getting away!\In here!\Damn Nirvash!\Can you fly?\I don't know where am I or who those people are, but I only know...\That I have to protect this planet!\Nirvash! response:	Is that...
context: You're not getting away!\In here!\Damn Nirvash!\Can you fly?\I don't know where am I or who those people are, but I only know...\That I have to protect this planet!\Nirvash!\Is that... response:	The Nirvash!
context: In here!\Damn Nirvash!\Can you fly?\I don't know where am I or who those people are, but I only know...\That I have to protect this planet!\Nirvash!\Is that...\The Nirvash! response:	Go!
context: Damn Nirvash!\Can you fly?\I don't know where am I or who those people are, but I only know...\That I have to protect this planet!\Nirvash!\Is that...\The Nirvash!\Go! response:	Ao!
context: Can you fly?\I don't know where am I or who those people are, but I only know...\That I have to protect this planet!\Nirvash!\Is that...\The Nirvash!\Go!\Ao! response:	Eureka!
context: I don't know where am I or who those people are, but I only know...\That I have to protect this planet!\Nirvash!\Is that...\The Nirvash!\Go!\Ao!\Eureka! response:	Let's go, Nirvash!
context: That I have to protect this planet!\Nirvash!\Is that...\The Nirvash!\Go!\Ao!\Eureka!\Let's go, Nirvash! response:	To be continued.
context: Nirvash!\Is that...\The Nirvash!\Go!\Ao!\Eureka!\Let's go, Nirvash!\To be continued. response:	Next time on Eureka Seven AO.
context: Is that...\The Nirvash!\Go!\Ao!\Eureka!\Let's go, Nirvash!\To be continued.\Next time on Eureka Seven AO. response:	Truth and the two Nirvash face off in a wild battle.
context: The Nirvash!\Go!\Ao!\Eureka!\Let's go, Nirvash!\To be continued.\Next time on Eureka Seven AO.\Truth and the two Nirvash face off in a wild battle. response:	The Secret that appears in the middle of the fight
context: Go!\Ao!\Eureka!\Let's go, Nirvash!\To be continued.\Next time on Eureka Seven AO.\Truth and the two Nirvash face off in a wild battle.\The Secret that appears in the middle of the fight response:	cracks the walls of the world.
context: Ao!\Eureka!\Let's go, Nirvash!\To be continued.\Next time on Eureka Seven AO.\Truth and the two Nirvash face off in a wild battle.\The Secret that appears in the middle of the fight\cracks the walls of the world. response:	The revealed truth pulls Ao into despair.
context: Eureka!\Let's go, Nirvash!\To be continued.\Next time on Eureka Seven AO.\Truth and the two Nirvash face off in a wild battle.\The Secret that appears in the middle of the fight\cracks the walls of the world.\The revealed truth pulls Ao into despair. response:	Eureka Seven AO, episode 14: Starfire.
context: Let's go, Nirvash!\To be continued.\Next time on Eureka Seven AO.\Truth and the two Nirvash face off in a wild battle.\The Secret that appears in the middle of the fight\cracks the walls of the world.\The revealed truth pulls Ao into despair.\Eureka Seven AO, episode 14: Starfire. response:	Listen to the voices of the children of the stars.
context: To be continued.\Next time on Eureka Seven AO.\Truth and the two Nirvash face off in a wild battle.\The Secret that appears in the middle of the fight\cracks the walls of the world.\The revealed truth pulls Ao into despair.\Eureka Seven AO, episode 14: Starfire.\Listen to the voices of the children of the stars. response:	She's a Rainbow
context: Next time on Eureka Seven AO.\Truth and the two Nirvash face off in a wild battle.\The Secret that appears in the middle of the fight\cracks the walls of the world.\The revealed truth pulls Ao into despair.\Eureka Seven AO, episode 14: Starfire.\Listen to the voices of the children of the stars.\She's a Rainbow response:	Preview
context: Truth and the two Nirvash face off in a wild battle.\The Secret that appears in the middle of the fight\cracks the walls of the world.\The revealed truth pulls Ao into despair.\Eureka Seven AO, episode 14: Starfire.\Listen to the voices of the children of the stars.\She's a Rainbow\Preview response:	Escape
context: The Secret that appears in the middle of the fight\cracks the walls of the world.\The revealed truth pulls Ao into despair.\Eureka Seven AO, episode 14: Starfire.\Listen to the voices of the children of the stars.\She's a Rainbow\Preview\Escape response:	kono kaze ni
context: cracks the walls of the world.\The revealed truth pulls Ao into despair.\Eureka Seven AO, episode 14: Starfire.\Listen to the voices of the children of the stars.\She's a Rainbow\Preview\Escape\kono kaze ni response:	namida wo nose
context: The revealed truth pulls Ao into despair.\Eureka Seven AO, episode 14: Starfire.\Listen to the voices of the children of the stars.\She's a Rainbow\Preview\Escape\kono kaze ni\namida wo nose response:	kareru made supiido agete
context: Eureka Seven AO, episode 14: Starfire.\Listen to the voices of the children of the stars.\She's a Rainbow\Preview\Escape\kono kaze ni\namida wo nose\kareru made supiido agete response:	tobikoete yukeru
context: Listen to the voices of the children of the stars.\She's a Rainbow\Preview\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru response:	kitto kotae wa
context: She's a Rainbow\Preview\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa response:	harukana ano sora no mukou
context: Preview\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou response:	kotae ga mitsukaranai koko de wa
context: Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa response:	tameiki wo tsuite sora wo miru
context: kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru response:	aoku somerareta hitomi no oku de kagayaiteru no wa
context: namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa response:	doko de mo yukeru, yume wo miteru
context: kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru response:	jibun na no sa
context: tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa response:	Escape
context: kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape response:	kono kaze ni
context: harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni response:	negai wo nosete
context: kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete response:	nobashita te wa asu wo egaku
context: tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku response:	mou kowaku nado nai
context: aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai response:	namida no ato
context: doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato response:	nijiiro ni somatte tondeyuku
context: jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku response:	ano sora no mukou
context: Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou response:	Escape
context: kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape response:	kono kaze ni
context: negai wo nosete\nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni response:	namida wo nose
context: nobashita te wa asu wo egaku\mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni\namida wo nose response:	kareru made supiido agete
context: mou kowaku nado nai\namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni\namida wo nose\kareru made supiido agete response:	tobikoete yukeru
context: namida no ato\nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru response:	kitto kotae wa
context: nijiiro ni somatte tondeyuku\ano sora no mukou\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa response:	harukana ano sora no mukou
context: ano sora no mukou\Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou response:	kotae ga mitsukaranai koko de wa
context: Escape\kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa response:	tameiki wo tsuite sora wo miru
context: kono kaze ni\namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru response:	aoku somerareta hitomi no oku de kagayaiteru no wa
context: namida wo nose\kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa response:	doko de mo yukeru, yume wo miteru
context: kareru made supiido agete\tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru response:	jibun na no sa
context: tobikoete yukeru\kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa response:	Escape
context: kitto kotae wa\harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape response:	kono kaze ni
context: harukana ano sora no mukou\kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni response:	negai wo nosete
context: kotae ga mitsukaranai koko de wa\tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete response:	nobashita te wa asu wo egaku
context: tameiki wo tsuite sora wo miru\aoku somerareta hitomi no oku de kagayaiteru no wa\doko de mo yukeru, yume wo miteru\jibun na no sa\Escape\kono kaze ni\negai wo nosete\nobashita te wa asu wo egaku response:	mou kowaku nado nai
