context: You must not change history without my permission. response:	You must not tell anyone else the truth.
context: We are, but why?\I have business with him.\Just ask Rabura, then.\I don't think she'd tell me.\She's so tight-lipped, it's like trying to shove barium down her throat.\You just said helium a minute ago.\That's not the point!\Rando-oniichan is coming here this afternoon. response:	What?
context: I have business with him.\Just ask Rabura, then.\I don't think she'd tell me.\She's so tight-lipped, it's like trying to shove barium down her throat.\You just said helium a minute ago.\That's not the point!\Rando-oniichan is coming here this afternoon.\What? response:	He wants to check on Muhi.
context: Just ask Rabura, then.\I don't think she'd tell me.\She's so tight-lipped, it's like trying to shove barium down her throat.\You just said helium a minute ago.\That's not the point!\Rando-oniichan is coming here this afternoon.\What?\He wants to check on Muhi. response:	Soul
context: I don't think she'd tell me.\She's so tight-lipped, it's like trying to shove barium down her throat.\You just said helium a minute ago.\That's not the point!\Rando-oniichan is coming here this afternoon.\What?\He wants to check on Muhi.\Soul response:	I see. So you know about the Qmay Group's plans.
context: She's so tight-lipped, it's like trying to shove barium down her throat.\You just said helium a minute ago.\That's not the point!\Rando-oniichan is coming here this afternoon.\What?\He wants to check on Muhi.\Soul\I see. So you know about the Qmay Group's plans. response:	I guess there's no point in hiding it, then.
context: You just said helium a minute ago.\That's not the point!\Rando-oniichan is coming here this afternoon.\What?\He wants to check on Muhi.\Soul\I see. So you know about the Qmay Group's plans.\I guess there's no point in hiding it, then. response:	I used to be a Qmay Group devotee.
context: That's not the point!\Rando-oniichan is coming here this afternoon.\What?\He wants to check on Muhi.\Soul\I see. So you know about the Qmay Group's plans.\I guess there's no point in hiding it, then.\I used to be a Qmay Group devotee. response:	A fervent one, at that.
context: Rando-oniichan is coming here this afternoon.\What?\He wants to check on Muhi.\Soul\I see. So you know about the Qmay Group's plans.\I guess there's no point in hiding it, then.\I used to be a Qmay Group devotee.\A fervent one, at that. response:	Tsubouchi Qmay took a liking to me,
context: What?\He wants to check on Muhi.\Soul\I see. So you know about the Qmay Group's plans.\I guess there's no point in hiding it, then.\I used to be a Qmay Group devotee.\A fervent one, at that.\Tsubouchi Qmay took a liking to me, response:	and he put me in charge of caring for Muhi.
context: He wants to check on Muhi.\Soul\I see. So you know about the Qmay Group's plans.\I guess there's no point in hiding it, then.\I used to be a Qmay Group devotee.\A fervent one, at that.\Tsubouchi Qmay took a liking to me,\and he put me in charge of caring for Muhi. response:	I was ordered to take him from a research facility deep in
context: Soul\I see. So you know about the Qmay Group's plans.\I guess there's no point in hiding it, then.\I used to be a Qmay Group devotee.\A fervent one, at that.\Tsubouchi Qmay took a liking to me,\and he put me in charge of caring for Muhi.\I was ordered to take him from a research facility deep in response:	the mountains of Nagano to the Tokyo headquarters.
context: I see. So you know about the Qmay Group's plans.\I guess there's no point in hiding it, then.\I used to be a Qmay Group devotee.\A fervent one, at that.\Tsubouchi Qmay took a liking to me,\and he put me in charge of caring for Muhi.\I was ordered to take him from a research facility deep in\the mountains of Nagano to the Tokyo headquarters. response:	But I ended up going...
context: I guess there's no point in hiding it, then.\I used to be a Qmay Group devotee.\A fervent one, at that.\Tsubouchi Qmay took a liking to me,\and he put me in charge of caring for Muhi.\I was ordered to take him from a research facility deep in\the mountains of Nagano to the Tokyo headquarters.\But I ended up going... response:	To Korai House.
context: I used to be a Qmay Group devotee.\A fervent one, at that.\Tsubouchi Qmay took a liking to me,\and he put me in charge of caring for Muhi.\I was ordered to take him from a research facility deep in\the mountains of Nagano to the Tokyo headquarters.\But I ended up going...\To Korai House. response:	You came to give Muhi to Ito.
context: A fervent one, at that.\Tsubouchi Qmay took a liking to me,\and he put me in charge of caring for Muhi.\I was ordered to take him from a research facility deep in\the mountains of Nagano to the Tokyo headquarters.\But I ended up going...\To Korai House.\You came to give Muhi to Ito. response:	Why did you defy your orders?
context: Tsubouchi Qmay took a liking to me,\and he put me in charge of caring for Muhi.\I was ordered to take him from a research facility deep in\the mountains of Nagano to the Tokyo headquarters.\But I ended up going...\To Korai House.\You came to give Muhi to Ito.\Why did you defy your orders? response:	To stop the project, of course.
context: and he put me in charge of caring for Muhi.\I was ordered to take him from a research facility deep in\the mountains of Nagano to the Tokyo headquarters.\But I ended up going...\To Korai House.\You came to give Muhi to Ito.\Why did you defy your orders?\To stop the project, of course. response:	Without Muhi, they can't make W.
context: I was ordered to take him from a research facility deep in\the mountains of Nagano to the Tokyo headquarters.\But I ended up going...\To Korai House.\You came to give Muhi to Ito.\Why did you defy your orders?\To stop the project, of course.\Without Muhi, they can't make W. response:	But you said you were a fervent devotee.
context: the mountains of Nagano to the Tokyo headquarters.\But I ended up going...\To Korai House.\You came to give Muhi to Ito.\Why did you defy your orders?\To stop the project, of course.\Without Muhi, they can't make W.\But you said you were a fervent devotee. response:	You know how they say that the day before the field trip is the most fun?
context: But I ended up going...\To Korai House.\You came to give Muhi to Ito.\Why did you defy your orders?\To stop the project, of course.\Without Muhi, they can't make W.\But you said you were a fervent devotee.\You know how they say that the day before the field trip is the most fun? response:	I was intoxicated by the Qmay Group's teachings because they were so unrealistic.
context: To Korai House.\You came to give Muhi to Ito.\Why did you defy your orders?\To stop the project, of course.\Without Muhi, they can't make W.\But you said you were a fervent devotee.\You know how they say that the day before the field trip is the most fun?\I was intoxicated by the Qmay Group's teachings because they were so unrealistic. response:	Then it became real, and I got turned off.
context: You came to give Muhi to Ito.\Why did you defy your orders?\To stop the project, of course.\Without Muhi, they can't make W.\But you said you were a fervent devotee.\You know how they say that the day before the field trip is the most fun?\I was intoxicated by the Qmay Group's teachings because they were so unrealistic.\Then it became real, and I got turned off. response:	What did you do after you gave Muhi to Ito?
context: Why did you defy your orders?\To stop the project, of course.\Without Muhi, they can't make W.\But you said you were a fervent devotee.\You know how they say that the day before the field trip is the most fun?\I was intoxicated by the Qmay Group's teachings because they were so unrealistic.\Then it became real, and I got turned off.\What did you do after you gave Muhi to Ito? response:	I headed back to the mountains in my car, and ran into a guard rail.
context: To stop the project, of course.\Without Muhi, they can't make W.\But you said you were a fervent devotee.\You know how they say that the day before the field trip is the most fun?\I was intoxicated by the Qmay Group's teachings because they were so unrealistic.\Then it became real, and I got turned off.\What did you do after you gave Muhi to Ito?\I headed back to the mountains in my car, and ran into a guard rail. response:	In order to make it look like Muhi got away in an accident.
context: Without Muhi, they can't make W.\But you said you were a fervent devotee.\You know how they say that the day before the field trip is the most fun?\I was intoxicated by the Qmay Group's teachings because they were so unrealistic.\Then it became real, and I got turned off.\What did you do after you gave Muhi to Ito?\I headed back to the mountains in my car, and ran into a guard rail.\In order to make it look like Muhi got away in an accident. response:	That's how you got injured?
context: But you said you were a fervent devotee.\You know how they say that the day before the field trip is the most fun?\I was intoxicated by the Qmay Group's teachings because they were so unrealistic.\Then it became real, and I got turned off.\What did you do after you gave Muhi to Ito?\I headed back to the mountains in my car, and ran into a guard rail.\In order to make it look like Muhi got away in an accident.\That's how you got injured? response:	No, this isn't from the accident.
context: You know how they say that the day before the field trip is the most fun?\I was intoxicated by the Qmay Group's teachings because they were so unrealistic.\Then it became real, and I got turned off.\What did you do after you gave Muhi to Ito?\I headed back to the mountains in my car, and ran into a guard rail.\In order to make it look like Muhi got away in an accident.\That's how you got injured?\No, this isn't from the accident. response:	The Qmay Group people did it to me.
context: I was intoxicated by the Qmay Group's teachings because they were so unrealistic.\Then it became real, and I got turned off.\What did you do after you gave Muhi to Ito?\I headed back to the mountains in my car, and ran into a guard rail.\In order to make it look like Muhi got away in an accident.\That's how you got injured?\No, this isn't from the accident.\The Qmay Group people did it to me. response:	As punishment for letting Muhi get away.
context: Then it became real, and I got turned off.\What did you do after you gave Muhi to Ito?\I headed back to the mountains in my car, and ran into a guard rail.\In order to make it look like Muhi got away in an accident.\That's how you got injured?\No, this isn't from the accident.\The Qmay Group people did it to me.\As punishment for letting Muhi get away. response:	That's how I came to quit the group.
context: What did you do after you gave Muhi to Ito?\I headed back to the mountains in my car, and ran into a guard rail.\In order to make it look like Muhi got away in an accident.\That's how you got injured?\No, this isn't from the accident.\The Qmay Group people did it to me.\As punishment for letting Muhi get away.\That's how I came to quit the group. response:	Nee-chan covered the expensive resignation fee.
context: I headed back to the mountains in my car, and ran into a guard rail.\In order to make it look like Muhi got away in an accident.\That's how you got injured?\No, this isn't from the accident.\The Qmay Group people did it to me.\As punishment for letting Muhi get away.\That's how I came to quit the group.\Nee-chan covered the expensive resignation fee. response:	Tsugaru Forced-Sightseeing Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya
context: In order to make it look like Muhi got away in an accident.\That's how you got injured?\No, this isn't from the accident.\The Qmay Group people did it to me.\As punishment for letting Muhi get away.\That's how I came to quit the group.\Nee-chan covered the expensive resignation fee.\Tsugaru Forced-Sightseeing Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya response:	The apples of Tsugaru are ripe with nectar...
context: That's how you got injured?\No, this isn't from the accident.\The Qmay Group people did it to me.\As punishment for letting Muhi get away.\That's how I came to quit the group.\Nee-chan covered the expensive resignation fee.\Tsugaru Forced-Sightseeing Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\The apples of Tsugaru are ripe with nectar... response:	Even Dracula eats the garlic grown in Tsugaru...
context: No, this isn't from the accident.\The Qmay Group people did it to me.\As punishment for letting Muhi get away.\That's how I came to quit the group.\Nee-chan covered the expensive resignation fee.\Tsugaru Forced-Sightseeing Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\The apples of Tsugaru are ripe with nectar...\Even Dracula eats the garlic grown in Tsugaru... response:	Hey, by the way, is it true that Meika is Strange Juice's right-hand man?
context: The Qmay Group people did it to me.\As punishment for letting Muhi get away.\That's how I came to quit the group.\Nee-chan covered the expensive resignation fee.\Tsugaru Forced-Sightseeing Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\The apples of Tsugaru are ripe with nectar...\Even Dracula eats the garlic grown in Tsugaru...\Hey, by the way, is it true that Meika is Strange Juice's right-hand man? response:	Code name: Pumpkin Chair.
context: As punishment for letting Muhi get away.\That's how I came to quit the group.\Nee-chan covered the expensive resignation fee.\Tsugaru Forced-Sightseeing Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\The apples of Tsugaru are ripe with nectar...\Even Dracula eats the garlic grown in Tsugaru...\Hey, by the way, is it true that Meika is Strange Juice's right-hand man?\Code name: Pumpkin Chair. response:	I'm basically in charge of mechanical engineering.
context: That's how I came to quit the group.\Nee-chan covered the expensive resignation fee.\Tsugaru Forced-Sightseeing Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\The apples of Tsugaru are ripe with nectar...\Even Dracula eats the garlic grown in Tsugaru...\Hey, by the way, is it true that Meika is Strange Juice's right-hand man?\Code name: Pumpkin Chair.\I'm basically in charge of mechanical engineering. response:	Then you made that costume, Meika?
context: Nee-chan covered the expensive resignation fee.\Tsugaru Forced-Sightseeing Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\The apples of Tsugaru are ripe with nectar...\Even Dracula eats the garlic grown in Tsugaru...\Hey, by the way, is it true that Meika is Strange Juice's right-hand man?\Code name: Pumpkin Chair.\I'm basically in charge of mechanical engineering.\Then you made that costume, Meika? response:	Of course.
context: Tsugaru Forced-Sightseeing Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\The apples of Tsugaru are ripe with nectar...\Even Dracula eats the garlic grown in Tsugaru...\Hey, by the way, is it true that Meika is Strange Juice's right-hand man?\Code name: Pumpkin Chair.\I'm basically in charge of mechanical engineering.\Then you made that costume, Meika?\Of course. response:	Speaking of which, Narugino, you're going on
context: The apples of Tsugaru are ripe with nectar...\Even Dracula eats the garlic grown in Tsugaru...\Hey, by the way, is it true that Meika is Strange Juice's right-hand man?\Code name: Pumpkin Chair.\I'm basically in charge of mechanical engineering.\Then you made that costume, Meika?\Of course.\Speaking of which, Narugino, you're going on response:	missions without wearing your short pants, aren't you?
context: Even Dracula eats the garlic grown in Tsugaru...\Hey, by the way, is it true that Meika is Strange Juice's right-hand man?\Code name: Pumpkin Chair.\I'm basically in charge of mechanical engineering.\Then you made that costume, Meika?\Of course.\Speaking of which, Narugino, you're going on\missions without wearing your short pants, aren't you? response:	The size isn't quite right.
context: Hey, by the way, is it true that Meika is Strange Juice's right-hand man?\Code name: Pumpkin Chair.\I'm basically in charge of mechanical engineering.\Then you made that costume, Meika?\Of course.\Speaking of which, Narugino, you're going on\missions without wearing your short pants, aren't you?\The size isn't quite right. response:	They are pretty tight, aren't they?
context: Code name: Pumpkin Chair.\I'm basically in charge of mechanical engineering.\Then you made that costume, Meika?\Of course.\Speaking of which, Narugino, you're going on\missions without wearing your short pants, aren't you?\The size isn't quite right.\They are pretty tight, aren't they? response:	It'll fine. I'll lose weight.
context: I'm basically in charge of mechanical engineering.\Then you made that costume, Meika?\Of course.\Speaking of which, Narugino, you're going on\missions without wearing your short pants, aren't you?\The size isn't quite right.\They are pretty tight, aren't they?\It'll fine. I'll lose weight. response:	You totally won't, will you?
context: Then you made that costume, Meika?\Of course.\Speaking of which, Narugino, you're going on\missions without wearing your short pants, aren't you?\The size isn't quite right.\They are pretty tight, aren't they?\It'll fine. I'll lose weight.\You totally won't, will you? response:	Harakiri Harrassment Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya
context: Of course.\Speaking of which, Narugino, you're going on\missions without wearing your short pants, aren't you?\The size isn't quite right.\They are pretty tight, aren't they?\It'll fine. I'll lose weight.\You totally won't, will you?\Harakiri Harrassment Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya response:	Eager harakiri...
context: Speaking of which, Narugino, you're going on\missions without wearing your short pants, aren't you?\The size isn't quite right.\They are pretty tight, aren't they?\It'll fine. I'll lose weight.\You totally won't, will you?\Harakiri Harrassment Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Eager harakiri... response:	Heart-pounding, gut-wrenching...
context: missions without wearing your short pants, aren't you?\The size isn't quite right.\They are pretty tight, aren't they?\It'll fine. I'll lose weight.\You totally won't, will you?\Harakiri Harrassment Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Eager harakiri...\Heart-pounding, gut-wrenching... response:	Eager harakiri...
context: The size isn't quite right.\They are pretty tight, aren't they?\It'll fine. I'll lose weight.\You totally won't, will you?\Harakiri Harrassment Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Eager harakiri...\Heart-pounding, gut-wrenching...\Eager harakiri... response:	Okay, Yuta-kun, you're up next.
context: They are pretty tight, aren't they?\It'll fine. I'll lose weight.\You totally won't, will you?\Harakiri Harrassment Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Eager harakiri...\Heart-pounding, gut-wrenching...\Eager harakiri...\Okay, Yuta-kun, you're up next. response:	Huh? No, that's okay.
context: It'll fine. I'll lose weight.\You totally won't, will you?\Harakiri Harrassment Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Eager harakiri...\Heart-pounding, gut-wrenching...\Eager harakiri...\Okay, Yuta-kun, you're up next.\Huh? No, that's okay. response:	You're not getting out of it.
context: You totally won't, will you?\Harakiri Harrassment Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Eager harakiri...\Heart-pounding, gut-wrenching...\Eager harakiri...\Okay, Yuta-kun, you're up next.\Huh? No, that's okay.\You're not getting out of it. response:	It's your turn.
context: Harakiri Harrassment Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Eager harakiri...\Heart-pounding, gut-wrenching...\Eager harakiri...\Okay, Yuta-kun, you're up next.\Huh? No, that's okay.\You're not getting out of it.\It's your turn. response:	It's your duty as a resident.
context: Eager harakiri...\Heart-pounding, gut-wrenching...\Eager harakiri...\Okay, Yuta-kun, you're up next.\Huh? No, that's okay.\You're not getting out of it.\It's your turn.\It's your duty as a resident. response:	I really don't want to!
context: Heart-pounding, gut-wrenching...\Eager harakiri...\Okay, Yuta-kun, you're up next.\Huh? No, that's okay.\You're not getting out of it.\It's your turn.\It's your duty as a resident.\I really don't want to! response:	Come on.
context: Eager harakiri...\Okay, Yuta-kun, you're up next.\Huh? No, that's okay.\You're not getting out of it.\It's your turn.\It's your duty as a resident.\I really don't want to!\Come on. response:	No! I'm not singing, okay?
context: Okay, Yuta-kun, you're up next.\Huh? No, that's okay.\You're not getting out of it.\It's your turn.\It's your duty as a resident.\I really don't want to!\Come on.\No! I'm not singing, okay? response:	No matter what anyone says
context: Huh? No, that's okay.\You're not getting out of it.\It's your turn.\It's your duty as a resident.\I really don't want to!\Come on.\No! I'm not singing, okay?\No matter what anyone says response:	So white and plump...
context: You're not getting out of it.\It's your turn.\It's your duty as a resident.\I really don't want to!\Come on.\No! I'm not singing, okay?\No matter what anyone says\So white and plump... response:	I want to stack your buns
context: It's your turn.\It's your duty as a resident.\I really don't want to!\Come on.\No! I'm not singing, okay?\No matter what anyone says\So white and plump...\I want to stack your buns response:	higher than Burj Khalifa!
context: It's your duty as a resident.\I really don't want to!\Come on.\No! I'm not singing, okay?\No matter what anyone says\So white and plump...\I want to stack your buns\higher than Burj Khalifa! response:	I Wanna Stack Your Buns Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya
context: I really don't want to!\Come on.\No! I'm not singing, okay?\No matter what anyone says\So white and plump...\I want to stack your buns\higher than Burj Khalifa!\I Wanna Stack Your Buns Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya response:	Korai House is the best!
context: Come on.\No! I'm not singing, okay?\No matter what anyone says\So white and plump...\I want to stack your buns\higher than Burj Khalifa!\I Wanna Stack Your Buns Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Korai House is the best! response:	Yay!
context: No! I'm not singing, okay?\No matter what anyone says\So white and plump...\I want to stack your buns\higher than Burj Khalifa!\I Wanna Stack Your Buns Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Korai House is the best!\Yay! response:	Rabura-san, come on!
context: No matter what anyone says\So white and plump...\I want to stack your buns\higher than Burj Khalifa!\I Wanna Stack Your Buns Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Korai House is the best!\Yay!\Rabura-san, come on! response:	Hey, when should we do this next?
context: So white and plump...\I want to stack your buns\higher than Burj Khalifa!\I Wanna Stack Your Buns Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Korai House is the best!\Yay!\Rabura-san, come on!\Hey, when should we do this next? response:	A party?
context: I want to stack your buns\higher than Burj Khalifa!\I Wanna Stack Your Buns Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Korai House is the best!\Yay!\Rabura-san, come on!\Hey, when should we do this next?\A party? response:	The closest celebration is New Year's Eve.
context: higher than Burj Khalifa!\I Wanna Stack Your Buns Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Korai House is the best!\Yay!\Rabura-san, come on!\Hey, when should we do this next?\A party?\The closest celebration is New Year's Eve. response:	That's a bit soon, isn't it?
context: I Wanna Stack Your Buns Lyrics: Uchikoshi Koutarou Music: Komuro Tetsuya\Korai House is the best!\Yay!\Rabura-san, come on!\Hey, when should we do this next?\A party?\The closest celebration is New Year's Eve.\That's a bit soon, isn't it? response:	We can do something else, then.
context: Korai House is the best!\Yay!\Rabura-san, come on!\Hey, when should we do this next?\A party?\The closest celebration is New Year's Eve.\That's a bit soon, isn't it?\We can do something else, then. response:	Like, an event that will get our hearts pumping...
context: Yay!\Rabura-san, come on!\Hey, when should we do this next?\A party?\The closest celebration is New Year's Eve.\That's a bit soon, isn't it?\We can do something else, then.\Like, an event that will get our hearts pumping... response:	Like...
context: Rabura-san, come on!\Hey, when should we do this next?\A party?\The closest celebration is New Year's Eve.\That's a bit soon, isn't it?\We can do something else, then.\Like, an event that will get our hearts pumping...\Like... response:	Fireworks?
context: Hey, when should we do this next?\A party?\The closest celebration is New Year's Eve.\That's a bit soon, isn't it?\We can do something else, then.\Like, an event that will get our hearts pumping...\Like...\Fireworks? response:	Fireworks?
context: A party?\The closest celebration is New Year's Eve.\That's a bit soon, isn't it?\We can do something else, then.\Like, an event that will get our hearts pumping...\Like...\Fireworks?\Fireworks? response:	That's it!
context: The closest celebration is New Year's Eve.\That's a bit soon, isn't it?\We can do something else, then.\Like, an event that will get our hearts pumping...\Like...\Fireworks?\Fireworks?\That's it! response:	Fireworks in the middle of winter...
context: That's a bit soon, isn't it?\We can do something else, then.\Like, an event that will get our hearts pumping...\Like...\Fireworks?\Fireworks?\That's it!\Fireworks in the middle of winter... response:	I just love the mismatch!
context: We can do something else, then.\Like, an event that will get our hearts pumping...\Like...\Fireworks?\Fireworks?\That's it!\Fireworks in the middle of winter...\I just love the mismatch! response:	All right, let's all do fireworks on New Year's Eve!
context: Like, an event that will get our hearts pumping...\Like...\Fireworks?\Fireworks?\That's it!\Fireworks in the middle of winter...\I just love the mismatch!\All right, let's all do fireworks on New Year's Eve! response:	Woo-hoo!
context: Like...\Fireworks?\Fireworks?\That's it!\Fireworks in the middle of winter...\I just love the mismatch!\All right, let's all do fireworks on New Year's Eve!\Woo-hoo! response:	What did you want to talk to me about?
context: Fireworks?\Fireworks?\That's it!\Fireworks in the middle of winter...\I just love the mismatch!\All right, let's all do fireworks on New Year's Eve!\Woo-hoo!\What did you want to talk to me about? response:	Well... I wanted to thank you.
context: Fireworks?\That's it!\Fireworks in the middle of winter...\I just love the mismatch!\All right, let's all do fireworks on New Year's Eve!\Woo-hoo!\What did you want to talk to me about?\Well... I wanted to thank you. response:	Thank me?
context: That's it!\Fireworks in the middle of winter...\I just love the mismatch!\All right, let's all do fireworks on New Year's Eve!\Woo-hoo!\What did you want to talk to me about?\Well... I wanted to thank you.\Thank me? response:	You helped me when the bus hijacking happened, right?
context: Fireworks in the middle of winter...\I just love the mismatch!\All right, let's all do fireworks on New Year's Eve!\Woo-hoo!\What did you want to talk to me about?\Well... I wanted to thank you.\Thank me?\You helped me when the bus hijacking happened, right? response:	So...
context: I just love the mismatch!\All right, let's all do fireworks on New Year's Eve!\Woo-hoo!\What did you want to talk to me about?\Well... I wanted to thank you.\Thank me?\You helped me when the bus hijacking happened, right?\So... response:	Thanks.
context: All right, let's all do fireworks on New Year's Eve!\Woo-hoo!\What did you want to talk to me about?\Well... I wanted to thank you.\Thank me?\You helped me when the bus hijacking happened, right?\So...\Thanks. response:	You don't need to thank me.
context: Woo-hoo!\What did you want to talk to me about?\Well... I wanted to thank you.\Thank me?\You helped me when the bus hijacking happened, right?\So...\Thanks.\You don't need to thank me. response:	There's something I've felt since I first met you.
context: What did you want to talk to me about?\Well... I wanted to thank you.\Thank me?\You helped me when the bus hijacking happened, right?\So...\Thanks.\You don't need to thank me.\There's something I've felt since I first met you. response:	You give me a really nostalgic feeling, somehow.
context: Well... I wanted to thank you.\Thank me?\You helped me when the bus hijacking happened, right?\So...\Thanks.\You don't need to thank me.\There's something I've felt since I first met you.\You give me a really nostalgic feeling, somehow. response:	Sorry, that was a weird thing to say...
context: Thank me?\You helped me when the bus hijacking happened, right?\So...\Thanks.\You don't need to thank me.\There's something I've felt since I first met you.\You give me a really nostalgic feeling, somehow.\Sorry, that was a weird thing to say... response:	See you.
context: You helped me when the bus hijacking happened, right?\So...\Thanks.\You don't need to thank me.\There's something I've felt since I first met you.\You give me a really nostalgic feeling, somehow.\Sorry, that was a weird thing to say...\See you. response:	Narugino!
