context: Shion! Shion! response:	Ah, Suou... I'm glad you came.
context: Dear, your hair is standing up.\Thanks.\How about waking up a bit earlier yourself, Papa?\I'm off!\Good morning!\Something is missing.\I wonder when I started thinking that way.\Whether I'm together with my friends, or with my family, response:	I always have the feeling that something is missing.
context: Thanks.\How about waking up a bit earlier yourself, Papa?\I'm off!\Good morning!\Something is missing.\I wonder when I started thinking that way.\Whether I'm together with my friends, or with my family,\I always have the feeling that something is missing. response:	My friends say that I'm longing for someone.
context: How about waking up a bit earlier yourself, Papa?\I'm off!\Good morning!\Something is missing.\I wonder when I started thinking that way.\Whether I'm together with my friends, or with my family,\I always have the feeling that something is missing.\My friends say that I'm longing for someone. response:	But, it's not like I'm feeling lonely at all.
context: I'm off!\Good morning!\Something is missing.\I wonder when I started thinking that way.\Whether I'm together with my friends, or with my family,\I always have the feeling that something is missing.\My friends say that I'm longing for someone.\But, it's not like I'm feeling lonely at all. response:	Instead, I have this reassuring feeling that Im always protected.
context: Good morning!\Something is missing.\I wonder when I started thinking that way.\Whether I'm together with my friends, or with my family,\I always have the feeling that something is missing.\My friends say that I'm longing for someone.\But, it's not like I'm feeling lonely at all.\Instead, I have this reassuring feeling that Im always protected. response:	By someone I haven't met or seen yet. Someone I can't even imagine.
context: Something is missing.\I wonder when I started thinking that way.\Whether I'm together with my friends, or with my family,\I always have the feeling that something is missing.\My friends say that I'm longing for someone.\But, it's not like I'm feeling lonely at all.\Instead, I have this reassuring feeling that Im always protected.\By someone I haven't met or seen yet. Someone I can't even imagine. response:	But I have the feeling that I know him very well.
context: I wonder when I started thinking that way.\Whether I'm together with my friends, or with my family,\I always have the feeling that something is missing.\My friends say that I'm longing for someone.\But, it's not like I'm feeling lonely at all.\Instead, I have this reassuring feeling that Im always protected.\By someone I haven't met or seen yet. Someone I can't even imagine.\But I have the feeling that I know him very well. response:	And I believe that one day, I'll meet him.
context: Whether I'm together with my friends, or with my family,\I always have the feeling that something is missing.\My friends say that I'm longing for someone.\But, it's not like I'm feeling lonely at all.\Instead, I have this reassuring feeling that Im always protected.\By someone I haven't met or seen yet. Someone I can't even imagine.\But I have the feeling that I know him very well.\And I believe that one day, I'll meet him. response:	Farewell.
context: I always have the feeling that something is missing.\My friends say that I'm longing for someone.\But, it's not like I'm feeling lonely at all.\Instead, I have this reassuring feeling that Im always protected.\By someone I haven't met or seen yet. Someone I can't even imagine.\But I have the feeling that I know him very well.\And I believe that one day, I'll meet him.\Farewell. response:	It's moving away.
context: My friends say that I'm longing for someone.\But, it's not like I'm feeling lonely at all.\Instead, I have this reassuring feeling that Im always protected.\By someone I haven't met or seen yet. Someone I can't even imagine.\But I have the feeling that I know him very well.\And I believe that one day, I'll meet him.\Farewell.\It's moving away. response:	She's there just like Shion wished.
context: But, it's not like I'm feeling lonely at all.\Instead, I have this reassuring feeling that Im always protected.\By someone I haven't met or seen yet. Someone I can't even imagine.\But I have the feeling that I know him very well.\And I believe that one day, I'll meet him.\Farewell.\It's moving away.\She's there just like Shion wished. response:	Yes.
context: Instead, I have this reassuring feeling that Im always protected.\By someone I haven't met or seen yet. Someone I can't even imagine.\But I have the feeling that I know him very well.\And I believe that one day, I'll meet him.\Farewell.\It's moving away.\She's there just like Shion wished.\Yes. response:	July is with her, too.
context: By someone I haven't met or seen yet. Someone I can't even imagine.\But I have the feeling that I know him very well.\And I believe that one day, I'll meet him.\Farewell.\It's moving away.\She's there just like Shion wished.\Yes.\July is with her, too. response:	It's over.
context: But I have the feeling that I know him very well.\And I believe that one day, I'll meet him.\Farewell.\It's moving away.\She's there just like Shion wished.\Yes.\July is with her, too.\It's over. response:	Everything.
context: And I believe that one day, I'll meet him.\Farewell.\It's moving away.\She's there just like Shion wished.\Yes.\July is with her, too.\It's over.\Everything. response:	No.
context: Farewell.\It's moving away.\She's there just like Shion wished.\Yes.\July is with her, too.\It's over.\Everything.\No. response:	This is the beginning.
context: It's moving away.\She's there just like Shion wished.\Yes.\July is with her, too.\It's over.\Everything.\No.\This is the beginning. response:	Yes.
context: She's there just like Shion wished.\Yes.\July is with her, too.\It's over.\Everything.\No.\This is the beginning.\Yes. response:	That's why I asked you to join us.
context: Yes.\July is with her, too.\It's over.\Everything.\No.\This is the beginning.\Yes.\That's why I asked you to join us. response:	Hi! Want a ride?
context: July is with her, too.\It's over.\Everything.\No.\This is the beginning.\Yes.\That's why I asked you to join us.\Hi! Want a ride? response:	Kureteku yuubae ni senaka osarete
context: It's over.\Everything.\No.\This is the beginning.\Yes.\That's why I asked you to join us.\Hi! Want a ride?\Kureteku yuubae ni senaka osarete response:	My back is pressed by the darkening glow of dusk
context: Everything.\No.\This is the beginning.\Yes.\That's why I asked you to join us.\Hi! Want a ride?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk response:	Y-You're...
context: No.\This is the beginning.\Yes.\That's why I asked you to join us.\Hi! Want a ride?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Y-You're... response:	After that, we left the Gate as if we were running away.
context: This is the beginning.\Yes.\That's why I asked you to join us.\Hi! Want a ride?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Y-You're...\After that, we left the Gate as if we were running away. response:	America took control over the streets of Tokyo to restore their former glory.
context: Yes.\That's why I asked you to join us.\Hi! Want a ride?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Y-You're...\After that, we left the Gate as if we were running away.\America took control over the streets of Tokyo to restore their former glory. response:	Arukidasu kage ga shimesu hou e
context: That's why I asked you to join us.\Hi! Want a ride?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Y-You're...\After that, we left the Gate as if we were running away.\America took control over the streets of Tokyo to restore their former glory.\Arukidasu kage ga shimesu hou e response:	I start walking toward where my shadow points
context: Hi! Want a ride?\Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Y-You're...\After that, we left the Gate as if we were running away.\America took control over the streets of Tokyo to restore their former glory.\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points response:	And the Syndicate operating from the shadows completely ceased to exist.
context: Kureteku yuubae ni senaka osarete\My back is pressed by the darkening glow of dusk\Y-You're...\After that, we left the Gate as if we were running away.\America took control over the streets of Tokyo to restore their former glory.\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\And the Syndicate operating from the shadows completely ceased to exist. response:	Taenai ikutsu mo no deai to wakare o
context: My back is pressed by the darkening glow of dusk\Y-You're...\After that, we left the Gate as if we were running away.\America took control over the streets of Tokyo to restore their former glory.\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\And the Syndicate operating from the shadows completely ceased to exist.\Taenai ikutsu mo no deai to wakare o response:	Repeating the many, ceaseless encounters and partings
context: Y-You're...\After that, we left the Gate as if we were running away.\America took control over the streets of Tokyo to restore their former glory.\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\And the Syndicate operating from the shadows completely ceased to exist.\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings response:	Another Gate has opened.
context: After that, we left the Gate as if we were running away.\America took control over the streets of Tokyo to restore their former glory.\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\And the Syndicate operating from the shadows completely ceased to exist.\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Another Gate has opened. response:	Let's go! Let's go!
context: America took control over the streets of Tokyo to restore their former glory.\Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\And the Syndicate operating from the shadows completely ceased to exist.\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Another Gate has opened.\Let's go! Let's go! response:	What is the thing that was prophesied to be born from this?
context: Arukidasu kage ga shimesu hou e\I start walking toward where my shadow points\And the Syndicate operating from the shadows completely ceased to exist.\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Another Gate has opened.\Let's go! Let's go!\What is the thing that was prophesied to be born from this? response:	Kurikaeshi doko e mukau no ka
context: I start walking toward where my shadow points\And the Syndicate operating from the shadows completely ceased to exist.\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Another Gate has opened.\Let's go! Let's go!\What is the thing that was prophesied to be born from this?\Kurikaeshi doko e mukau no ka response:	Where do I head to?
context: And the Syndicate operating from the shadows completely ceased to exist.\Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Another Gate has opened.\Let's go! Let's go!\What is the thing that was prophesied to be born from this?\Kurikaeshi doko e mukau no ka\Where do I head to? response:	Hito wa dare mo mayoinagara
context: Taenai ikutsu mo no deai to wakare o\Repeating the many, ceaseless encounters and partings\Another Gate has opened.\Let's go! Let's go!\What is the thing that was prophesied to be born from this?\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara response:	For all people, while they are lost,
context: Repeating the many, ceaseless encounters and partings\Another Gate has opened.\Let's go! Let's go!\What is the thing that was prophesied to be born from this?\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost, response:	And how will it affect the world?
context: Another Gate has opened.\Let's go! Let's go!\What is the thing that was prophesied to be born from this?\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\And how will it affect the world? response:	tsumi to iu na no sadame o seotte
context: Let's go! Let's go!\What is the thing that was prophesied to be born from this?\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\And how will it affect the world?\tsumi to iu na no sadame o seotte response:	they bear the fate known as sin
context: What is the thing that was prophesied to be born from this?\Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\And how will it affect the world?\tsumi to iu na no sadame o seotte\they bear the fate known as sin response:	Sore de mo nao ikiru imi o shiru darou
context: Kurikaeshi doko e mukau no ka\Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\And how will it affect the world?\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou response:	Nevertheless, I'll still learn of the meaning to live, right?
context: Where do I head to?\Hito wa dare mo mayoinagara\For all people, while they are lost,\And how will it affect the world?\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right? response:	In a not so distant future, we chose to walk the same path for the sake of something that's predestined to happen.
context: Hito wa dare mo mayoinagara\For all people, while they are lost,\And how will it affect the world?\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\In a not so distant future, we chose to walk the same path for the sake of something that's predestined to happen. response:	Bokura wa sou Day by Day
context: For all people, while they are lost,\And how will it affect the world?\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\In a not so distant future, we chose to walk the same path for the sake of something that's predestined to happen.\Bokura wa sou Day by Day response:	That's right, Day by Day,
context: And how will it affect the world?\tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\In a not so distant future, we chose to walk the same path for the sake of something that's predestined to happen.\Bokura wa sou Day by Day\That's right, Day by Day, response:	Ironically, people called us the Syndicate.
context: tsumi to iu na no sadame o seotte\they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\In a not so distant future, we chose to walk the same path for the sake of something that's predestined to happen.\Bokura wa sou Day by Day\That's right, Day by Day,\Ironically, people called us the Syndicate. response:	ashita e tsuzuku michi no tochuu de
context: they bear the fate known as sin\Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\In a not so distant future, we chose to walk the same path for the sake of something that's predestined to happen.\Bokura wa sou Day by Day\That's right, Day by Day,\Ironically, people called us the Syndicate.\ashita e tsuzuku michi no tochuu de response:	we're midway on the road leading to tomorrow
context: Sore de mo nao ikiru imi o shiru darou\Nevertheless, I'll still learn of the meaning to live, right?\In a not so distant future, we chose to walk the same path for the sake of something that's predestined to happen.\Bokura wa sou Day by Day\That's right, Day by Day,\Ironically, people called us the Syndicate.\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow response:	Ever since then, I've heard nothing about him.
context: Nevertheless, I'll still learn of the meaning to live, right?\In a not so distant future, we chose to walk the same path for the sake of something that's predestined to happen.\Bokura wa sou Day by Day\That's right, Day by Day,\Ironically, people called us the Syndicate.\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Ever since then, I've heard nothing about him. response:	Now Say It Again kimi to futari no mama
context: In a not so distant future, we chose to walk the same path for the sake of something that's predestined to happen.\Bokura wa sou Day by Day\That's right, Day by Day,\Ironically, people called us the Syndicate.\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Ever since then, I've heard nothing about him.\Now Say It Again kimi to futari no mama response:	Now Say It Again, though it'd be great if
context: Bokura wa sou Day by Day\That's right, Day by Day,\Ironically, people called us the Syndicate.\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Ever since then, I've heard nothing about him.\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if response:	Yet I still believe... that he's alive.
context: That's right, Day by Day,\Ironically, people called us the Syndicate.\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Ever since then, I've heard nothing about him.\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\Yet I still believe... that he's alive. response:	irareta nara ii no ni naa...
context: Ironically, people called us the Syndicate.\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Ever since then, I've heard nothing about him.\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\Yet I still believe... that he's alive.\irareta nara ii no ni naa... response:	I could remain together with you...
