context: All of a sudden, I was there. response:	I was there, all alone.
context: Am I going to die?\Firebolt!\Please, Goddess Hestia.\I'll try to convince him, too.\Please tell Bell-kun to fire his supporter.\It won't work.\Huh?\He's already made his decision. response:	No matter what happens, he won't abandon that supporter.
context: Firebolt!\Please, Goddess Hestia.\I'll try to convince him, too.\Please tell Bell-kun to fire his supporter.\It won't work.\Huh?\He's already made his decision.\No matter what happens, he won't abandon that supporter. response:	Firebolt!
context: Please, Goddess Hestia.\I'll try to convince him, too.\Please tell Bell-kun to fire his supporter.\It won't work.\Huh?\He's already made his decision.\No matter what happens, he won't abandon that supporter.\Firebolt! response:	Goddess... even if that's true,
context: I'll try to convince him, too.\Please tell Bell-kun to fire his supporter.\It won't work.\Huh?\He's already made his decision.\No matter what happens, he won't abandon that supporter.\Firebolt!\Goddess... even if that's true, response:	if she's in trouble, I want to help her.
context: Please tell Bell-kun to fire his supporter.\It won't work.\Huh?\He's already made his decision.\No matter what happens, he won't abandon that supporter.\Firebolt!\Goddess... even if that's true,\if she's in trouble, I want to help her. response:	She looks so lonely.
context: It won't work.\Huh?\He's already made his decision.\No matter what happens, he won't abandon that supporter.\Firebolt!\Goddess... even if that's true,\if she's in trouble, I want to help her.\She looks so lonely. response:	Like I was before I met you!
context: Huh?\He's already made his decision.\No matter what happens, he won't abandon that supporter.\Firebolt!\Goddess... even if that's true,\if she's in trouble, I want to help her.\She looks so lonely.\Like I was before I met you! response:	Lili, you're safe, right?
context: He's already made his decision.\No matter what happens, he won't abandon that supporter.\Firebolt!\Goddess... even if that's true,\if she's in trouble, I want to help her.\She looks so lonely.\Like I was before I met you!\Lili, you're safe, right? response:	Did they hurt you?
context: No matter what happens, he won't abandon that supporter.\Firebolt!\Goddess... even if that's true,\if she's in trouble, I want to help her.\She looks so lonely.\Like I was before I met you!\Lili, you're safe, right?\Did they hurt you? response:	Bell-sama...
context: Firebolt!\Goddess... even if that's true,\if she's in trouble, I want to help her.\She looks so lonely.\Like I was before I met you!\Lili, you're safe, right?\Did they hurt you?\Bell-sama... response:	How did you get here?
context: Goddess... even if that's true,\if she's in trouble, I want to help her.\She looks so lonely.\Like I was before I met you!\Lili, you're safe, right?\Did they hurt you?\Bell-sama...\How did you get here? response:	I couldn't really see it in the fog,
context: if she's in trouble, I want to help her.\She looks so lonely.\Like I was before I met you!\Lili, you're safe, right?\Did they hurt you?\Bell-sama...\How did you get here?\I couldn't really see it in the fog, response:	but after you left another adventurer came, I guess,
context: She looks so lonely.\Like I was before I met you!\Lili, you're safe, right?\Did they hurt you?\Bell-sama...\How did you get here?\I couldn't really see it in the fog,\but after you left another adventurer came, I guess, response:	and all the orcs around me disappeared.
context: Like I was before I met you!\Lili, you're safe, right?\Did they hurt you?\Bell-sama...\How did you get here?\I couldn't really see it in the fog,\but after you left another adventurer came, I guess,\and all the orcs around me disappeared. response:	So I was able to follow you quickly.
context: Lili, you're safe, right?\Did they hurt you?\Bell-sama...\How did you get here?\I couldn't really see it in the fog,\but after you left another adventurer came, I guess,\and all the orcs around me disappeared.\So I was able to follow you quickly. response:	I'm glad I made it in time.
context: Did they hurt you?\Bell-sama...\How did you get here?\I couldn't really see it in the fog,\but after you left another adventurer came, I guess,\and all the orcs around me disappeared.\So I was able to follow you quickly.\I'm glad I made it in time. response:	Why?
context: Bell-sama...\How did you get here?\I couldn't really see it in the fog,\but after you left another adventurer came, I guess,\and all the orcs around me disappeared.\So I was able to follow you quickly.\I'm glad I made it in time.\Why? response:	Why? Why did you save me?
context: How did you get here?\I couldn't really see it in the fog,\but after you left another adventurer came, I guess,\and all the orcs around me disappeared.\So I was able to follow you quickly.\I'm glad I made it in time.\Why?\Why? Why did you save me? response:	Why aren't you abandoning me?
context: I couldn't really see it in the fog,\but after you left another adventurer came, I guess,\and all the orcs around me disappeared.\So I was able to follow you quickly.\I'm glad I made it in time.\Why?\Why? Why did you save me?\Why aren't you abandoning me? response:	Wait, do you not understand that I was tricking you?
context: but after you left another adventurer came, I guess,\and all the orcs around me disappeared.\So I was able to follow you quickly.\I'm glad I made it in time.\Why?\Why? Why did you save me?\Why aren't you abandoning me?\Wait, do you not understand that I was tricking you? response:	Do you think I stole your knife as a joke?
context: and all the orcs around me disappeared.\So I was able to follow you quickly.\I'm glad I made it in time.\Why?\Why? Why did you save me?\Why aren't you abandoning me?\Wait, do you not understand that I was tricking you?\Do you think I stole your knife as a joke? response:	Lili!
context: So I was able to follow you quickly.\I'm glad I made it in time.\Why?\Why? Why did you save me?\Why aren't you abandoning me?\Wait, do you not understand that I was tricking you?\Do you think I stole your knife as a joke?\Lili! response:	What is wrong with you?
context: I'm glad I made it in time.\Why?\Why? Why did you save me?\Why aren't you abandoning me?\Wait, do you not understand that I was tricking you?\Do you think I stole your knife as a joke?\Lili!\What is wrong with you? response:	Are you a moron? An idiot?
context: Why?\Why? Why did you save me?\Why aren't you abandoning me?\Wait, do you not understand that I was tricking you?\Do you think I stole your knife as a joke?\Lili!\What is wrong with you?\Are you a moron? An idiot? response:	A complete fool?
context: Why? Why did you save me?\Why aren't you abandoning me?\Wait, do you not understand that I was tricking you?\Do you think I stole your knife as a joke?\Lili!\What is wrong with you?\Are you a moron? An idiot?\A complete fool? response:	Lili, calm down!
context: Why aren't you abandoning me?\Wait, do you not understand that I was tricking you?\Do you think I stole your knife as a joke?\Lili!\What is wrong with you?\Are you a moron? An idiot?\A complete fool?\Lili, calm down! response:	I can't!
context: Wait, do you not understand that I was tricking you?\Do you think I stole your knife as a joke?\Lili!\What is wrong with you?\Are you a moron? An idiot?\A complete fool?\Lili, calm down!\I can't! response:	You didn't notice anything!
context: Do you think I stole your knife as a joke?\Lili!\What is wrong with you?\Are you a moron? An idiot?\A complete fool?\Lili, calm down!\I can't!\You didn't notice anything! response:	I lied to you about how much money I got for trading in the magic stones!
context: Lili!\What is wrong with you?\Are you a moron? An idiot?\A complete fool?\Lili, calm down!\I can't!\You didn't notice anything!\I lied to you about how much money I got for trading in the magic stones! response:	Our share wasn't 50-50!
context: What is wrong with you?\Are you a moron? An idiot?\A complete fool?\Lili, calm down!\I can't!\You didn't notice anything!\I lied to you about how much money I got for trading in the magic stones!\Our share wasn't 50-50! response:	It was 40-60! Some days I got cocky and even made it 30-70!
context: Are you a moron? An idiot?\A complete fool?\Lili, calm down!\I can't!\You didn't notice anything!\I lied to you about how much money I got for trading in the magic stones!\Our share wasn't 50-50!\It was 40-60! Some days I got cocky and even made it 30-70! response:	And when you asked me to go pick up items,
context: A complete fool?\Lili, calm down!\I can't!\You didn't notice anything!\I lied to you about how much money I got for trading in the magic stones!\Our share wasn't 50-50!\It was 40-60! Some days I got cocky and even made it 30-70!\And when you asked me to go pick up items, response:	I told you the items cost more than twice what they really did!
context: Lili, calm down!\I can't!\You didn't notice anything!\I lied to you about how much money I got for trading in the magic stones!\Our share wasn't 50-50!\It was 40-60! Some days I got cocky and even made it 30-70!\And when you asked me to go pick up items,\I told you the items cost more than twice what they really did! response:	I've even said really mean things about you behind your back!
context: I can't!\You didn't notice anything!\I lied to you about how much money I got for trading in the magic stones!\Our share wasn't 50-50!\It was 40-60! Some days I got cocky and even made it 30-70!\And when you asked me to go pick up items,\I told you the items cost more than twice what they really did!\I've even said really mean things about you behind your back! response:	Don't you understand?
context: You didn't notice anything!\I lied to you about how much money I got for trading in the magic stones!\Our share wasn't 50-50!\It was 40-60! Some days I got cocky and even made it 30-70!\And when you asked me to go pick up items,\I told you the items cost more than twice what they really did!\I've even said really mean things about you behind your back!\Don't you understand? response:	I'm a bad person!
context: I lied to you about how much money I got for trading in the magic stones!\Our share wasn't 50-50!\It was 40-60! Some days I got cocky and even made it 30-70!\And when you asked me to go pick up items,\I told you the items cost more than twice what they really did!\I've even said really mean things about you behind your back!\Don't you understand?\I'm a bad person! response:	A thief!
context: Our share wasn't 50-50!\It was 40-60! Some days I got cocky and even made it 30-70!\And when you asked me to go pick up items,\I told you the items cost more than twice what they really did!\I've even said really mean things about you behind your back!\Don't you understand?\I'm a bad person!\A thief! response:	I'm the worst kind of prum! I've done nothing but lie to you!
context: It was 40-60! Some days I got cocky and even made it 30-70!\And when you asked me to go pick up items,\I told you the items cost more than twice what they really did!\I've even said really mean things about you behind your back!\Don't you understand?\I'm a bad person!\A thief!\I'm the worst kind of prum! I've done nothing but lie to you! response:	Will you... Will you save me anyway?
context: And when you asked me to go pick up items,\I told you the items cost more than twice what they really did!\I've even said really mean things about you behind your back!\Don't you understand?\I'm a bad person!\A thief!\I'm the worst kind of prum! I've done nothing but lie to you!\Will you... Will you save me anyway? response:	Yup.
context: I told you the items cost more than twice what they really did!\I've even said really mean things about you behind your back!\Don't you understand?\I'm a bad person!\A thief!\I'm the worst kind of prum! I've done nothing but lie to you!\Will you... Will you save me anyway?\Yup. response:	Why?
context: I've even said really mean things about you behind your back!\Don't you understand?\I'm a bad person!\A thief!\I'm the worst kind of prum! I've done nothing but lie to you!\Will you... Will you save me anyway?\Yup.\Why? response:	Because you're a girl?
context: Don't you understand?\I'm a bad person!\A thief!\I'm the worst kind of prum! I've done nothing but lie to you!\Will you... Will you save me anyway?\Yup.\Why?\Because you're a girl? response:	You dummy!
context: I'm a bad person!\A thief!\I'm the worst kind of prum! I've done nothing but lie to you!\Will you... Will you save me anyway?\Yup.\Why?\Because you're a girl?\You dummy! response:	Not this again!
context: A thief!\I'm the worst kind of prum! I've done nothing but lie to you!\Will you... Will you save me anyway?\Yup.\Why?\Because you're a girl?\You dummy!\Not this again! response:	Will you save any woman just because she's a woman?
context: I'm the worst kind of prum! I've done nothing but lie to you!\Will you... Will you save me anyway?\Yup.\Why?\Because you're a girl?\You dummy!\Not this again!\Will you save any woman just because she's a woman? response:	I can't believe you!
context: Will you... Will you save me anyway?\Yup.\Why?\Because you're a girl?\You dummy!\Not this again!\Will you save any woman just because she's a woman?\I can't believe you! response:	You're horrible!
context: Yup.\Why?\Because you're a girl?\You dummy!\Not this again!\Will you save any woman just because she's a woman?\I can't believe you!\You're horrible! response:	You philanderer!
context: Why?\Because you're a girl?\You dummy!\Not this again!\Will you save any woman just because she's a woman?\I can't believe you!\You're horrible!\You philanderer! response:	Womanizer!
context: Because you're a girl?\You dummy!\Not this again!\Will you save any woman just because she's a woman?\I can't believe you!\You're horrible!\You philanderer!\Womanizer! response:	Pervert!
context: You dummy!\Not this again!\Will you save any woman just because she's a woman?\I can't believe you!\You're horrible!\You philanderer!\Womanizer!\Pervert! response:	Enemy of womankind!
context: Not this again!\Will you save any woman just because she's a woman?\I can't believe you!\You're horrible!\You philanderer!\Womanizer!\Pervert!\Enemy of womankind! response:	Then it's because you're you.
context: Will you save any woman just because she's a woman?\I can't believe you!\You're horrible!\You philanderer!\Womanizer!\Pervert!\Enemy of womankind!\Then it's because you're you. response:	I wanted to save you because you're you.
context: I can't believe you!\You're horrible!\You philanderer!\Womanizer!\Pervert!\Enemy of womankind!\Then it's because you're you.\I wanted to save you because you're you. response:	I didn't want you to leave, because you're you.
context: You're horrible!\You philanderer!\Womanizer!\Pervert!\Enemy of womankind!\Then it's because you're you.\I wanted to save you because you're you.\I didn't want you to leave, because you're you. response:	I can't find another reason.
context: You philanderer!\Womanizer!\Pervert!\Enemy of womankind!\Then it's because you're you.\I wanted to save you because you're you.\I didn't want you to leave, because you're you.\I can't find another reason. response:	I don't need another reason to save you.
context: Womanizer!\Pervert!\Enemy of womankind!\Then it's because you're you.\I wanted to save you because you're you.\I didn't want you to leave, because you're you.\I can't find another reason.\I don't need another reason to save you. response:	Lili, if you're in trouble, talk to me.
context: Pervert!\Enemy of womankind!\Then it's because you're you.\I wanted to save you because you're you.\I didn't want you to leave, because you're you.\I can't find another reason.\I don't need another reason to save you.\Lili, if you're in trouble, talk to me. response:	I'm an idiot, so I won't understand unless you say something.
context: Enemy of womankind!\Then it's because you're you.\I wanted to save you because you're you.\I didn't want you to leave, because you're you.\I can't find another reason.\I don't need another reason to save you.\Lili, if you're in trouble, talk to me.\I'm an idiot, so I won't understand unless you say something. response:	But I'll save you.
context: Then it's because you're you.\I wanted to save you because you're you.\I didn't want you to leave, because you're you.\I can't find another reason.\I don't need another reason to save you.\Lili, if you're in trouble, talk to me.\I'm an idiot, so I won't understand unless you say something.\But I'll save you. response:	I'm sorry! I'm sorry!
context: I wanted to save you because you're you.\I didn't want you to leave, because you're you.\I can't find another reason.\I don't need another reason to save you.\Lili, if you're in trouble, talk to me.\I'm an idiot, so I won't understand unless you say something.\But I'll save you.\I'm sorry! I'm sorry! response:	I'm sorry!
context: I didn't want you to leave, because you're you.\I can't find another reason.\I don't need another reason to save you.\Lili, if you're in trouble, talk to me.\I'm an idiot, so I won't understand unless you say something.\But I'll save you.\I'm sorry! I'm sorry!\I'm sorry! response:	Yeah.
context: I can't find another reason.\I don't need another reason to save you.\Lili, if you're in trouble, talk to me.\I'm an idiot, so I won't understand unless you say something.\But I'll save you.\I'm sorry! I'm sorry!\I'm sorry!\Yeah. response:	I'm sorry, Eina-san.
context: I don't need another reason to save you.\Lili, if you're in trouble, talk to me.\I'm an idiot, so I won't understand unless you say something.\But I'll save you.\I'm sorry! I'm sorry!\I'm sorry!\Yeah.\I'm sorry, Eina-san. response:	It looks like I really had you worried.
context: Lili, if you're in trouble, talk to me.\I'm an idiot, so I won't understand unless you say something.\But I'll save you.\I'm sorry! I'm sorry!\I'm sorry!\Yeah.\I'm sorry, Eina-san.\It looks like I really had you worried. response:	And I lost your protector.
context: I'm an idiot, so I won't understand unless you say something.\But I'll save you.\I'm sorry! I'm sorry!\I'm sorry!\Yeah.\I'm sorry, Eina-san.\It looks like I really had you worried.\And I lost your protector. response:	It's okay.
context: But I'll save you.\I'm sorry! I'm sorry!\I'm sorry!\Yeah.\I'm sorry, Eina-san.\It looks like I really had you worried.\And I lost your protector.\It's okay. response:	As long as you're safe.
context: I'm sorry! I'm sorry!\I'm sorry!\Yeah.\I'm sorry, Eina-san.\It looks like I really had you worried.\And I lost your protector.\It's okay.\As long as you're safe. response:	So what are you going to do now?
context: I'm sorry!\Yeah.\I'm sorry, Eina-san.\It looks like I really had you worried.\And I lost your protector.\It's okay.\As long as you're safe.\So what are you going to do now? response:	Miss Supporter! Miss Supporter!
context: Yeah.\I'm sorry, Eina-san.\It looks like I really had you worried.\And I lost your protector.\It's okay.\As long as you're safe.\So what are you going to do now?\Miss Supporter! Miss Supporter! response:	Are you looking for an adventurer?
context: I'm sorry, Eina-san.\It looks like I really had you worried.\And I lost your protector.\It's okay.\As long as you're safe.\So what are you going to do now?\Miss Supporter! Miss Supporter!\Are you looking for an adventurer? response:	Are you confused?
context: It looks like I really had you worried.\And I lost your protector.\It's okay.\As long as you're safe.\So what are you going to do now?\Miss Supporter! Miss Supporter!\Are you looking for an adventurer?\Are you confused? response:	But it's actually quite simple.
context: And I lost your protector.\It's okay.\As long as you're safe.\So what are you going to do now?\Miss Supporter! Miss Supporter!\Are you looking for an adventurer?\Are you confused?\But it's actually quite simple. response:	A rookie adventurer who wants the help of a supporter is advertising himself.
context: It's okay.\As long as you're safe.\So what are you going to do now?\Miss Supporter! Miss Supporter!\Are you looking for an adventurer?\Are you confused?\But it's actually quite simple.\A rookie adventurer who wants the help of a supporter is advertising himself. response:	Bell-sama...
context: As long as you're safe.\So what are you going to do now?\Miss Supporter! Miss Supporter!\Are you looking for an adventurer?\Are you confused?\But it's actually quite simple.\A rookie adventurer who wants the help of a supporter is advertising himself.\Bell-sama... response:	Will you go back into the dungeon with me, Lili?
context: So what are you going to do now?\Miss Supporter! Miss Supporter!\Are you looking for an adventurer?\Are you confused?\But it's actually quite simple.\A rookie adventurer who wants the help of a supporter is advertising himself.\Bell-sama...\Will you go back into the dungeon with me, Lili? response:	Yes.
context: Miss Supporter! Miss Supporter!\Are you looking for an adventurer?\Are you confused?\But it's actually quite simple.\A rookie adventurer who wants the help of a supporter is advertising himself.\Bell-sama...\Will you go back into the dungeon with me, Lili?\Yes. response:	Bell-sama!
context: Are you looking for an adventurer?\Are you confused?\But it's actually quite simple.\A rookie adventurer who wants the help of a supporter is advertising himself.\Bell-sama...\Will you go back into the dungeon with me, Lili?\Yes.\Bell-sama! response:	I still wasn't able to apologize.
context: Are you confused?\But it's actually quite simple.\A rookie adventurer who wants the help of a supporter is advertising himself.\Bell-sama...\Will you go back into the dungeon with me, Lili?\Yes.\Bell-sama!\I still wasn't able to apologize. response:	What's this?
context: But it's actually quite simple.\A rookie adventurer who wants the help of a supporter is advertising himself.\Bell-sama...\Will you go back into the dungeon with me, Lili?\Yes.\Bell-sama!\I still wasn't able to apologize.\What's this? response:	Aiz Wallenstein Sword Princess
context: A rookie adventurer who wants the help of a supporter is advertising himself.\Bell-sama...\Will you go back into the dungeon with me, Lili?\Yes.\Bell-sama!\I still wasn't able to apologize.\What's this?\Aiz Wallenstein Sword Princess response:	Next Time
context: Bell-sama...\Will you go back into the dungeon with me, Lili?\Yes.\Bell-sama!\I still wasn't able to apologize.\What's this?\Aiz Wallenstein Sword Princess\Next Time response:	Next time: Aiz Wallenstein.
