context: kimi ni utai kikasetai koto response:	There's something I want to tell you
context: Please, let me feel them!\Well, this is quite...\Me, too! Let me!\W-Wait, stop!\Paula-san, your skin's so white!\It looks really smooth.\Could you please stop staring?\Your skin is real pretty, too, Haru. response:	Hurry up and...
context: Well, this is quite...\Me, too! Let me!\W-Wait, stop!\Paula-san, your skin's so white!\It looks really smooth.\Could you please stop staring?\Your skin is real pretty, too, Haru.\Hurry up and... response:	Take everything off!
context: Me, too! Let me!\W-Wait, stop!\Paula-san, your skin's so white!\It looks really smooth.\Could you please stop staring?\Your skin is real pretty, too, Haru.\Hurry up and...\Take everything off! response:	Come on!
context: W-Wait, stop!\Paula-san, your skin's so white!\It looks really smooth.\Could you please stop staring?\Your skin is real pretty, too, Haru.\Hurry up and...\Take everything off!\Come on! response:	I can do it myself!
context: Paula-san, your skin's so white!\It looks really smooth.\Could you please stop staring?\Your skin is real pretty, too, Haru.\Hurry up and...\Take everything off!\Come on!\I can do it myself! response:	Huh? Fuu-chan, your face is red.
context: It looks really smooth.\Could you please stop staring?\Your skin is real pretty, too, Haru.\Hurry up and...\Take everything off!\Come on!\I can do it myself!\Huh? Fuu-chan, your face is red. response:	We haven't even been in the hot spring, yet you're already dizzy?
context: Could you please stop staring?\Your skin is real pretty, too, Haru.\Hurry up and...\Take everything off!\Come on!\I can do it myself!\Huh? Fuu-chan, your face is red.\We haven't even been in the hot spring, yet you're already dizzy? response:	Hm? Not really.
context: Your skin is real pretty, too, Haru.\Hurry up and...\Take everything off!\Come on!\I can do it myself!\Huh? Fuu-chan, your face is red.\We haven't even been in the hot spring, yet you're already dizzy?\Hm? Not really. response:	What's that?
context: Hurry up and...\Take everything off!\Come on!\I can do it myself!\Huh? Fuu-chan, your face is red.\We haven't even been in the hot spring, yet you're already dizzy?\Hm? Not really.\What's that? response:	It's a geyser! This is the first time I've seen one!
context: Take everything off!\Come on!\I can do it myself!\Huh? Fuu-chan, your face is red.\We haven't even been in the hot spring, yet you're already dizzy?\Hm? Not really.\What's that?\It's a geyser! This is the first time I've seen one! response:	That's pretty cool.
context: Come on!\I can do it myself!\Huh? Fuu-chan, your face is red.\We haven't even been in the hot spring, yet you're already dizzy?\Hm? Not really.\What's that?\It's a geyser! This is the first time I've seen one!\That's pretty cool. response:	What did you all do with your clothes and the stuff you were carrying?
context: I can do it myself!\Huh? Fuu-chan, your face is red.\We haven't even been in the hot spring, yet you're already dizzy?\Hm? Not really.\What's that?\It's a geyser! This is the first time I've seen one!\That's pretty cool.\What did you all do with your clothes and the stuff you were carrying? response:	We should keep everything in one place.
context: Huh? Fuu-chan, your face is red.\We haven't even been in the hot spring, yet you're already dizzy?\Hm? Not really.\What's that?\It's a geyser! This is the first time I've seen one!\That's pretty cool.\What did you all do with your clothes and the stuff you were carrying?\We should keep everything in one place. response:	A monkey might come and swipe something.
context: We haven't even been in the hot spring, yet you're already dizzy?\Hm? Not really.\What's that?\It's a geyser! This is the first time I've seen one!\That's pretty cool.\What did you all do with your clothes and the stuff you were carrying?\We should keep everything in one place.\A monkey might come and swipe something. response:	Really? I kind of want to see them.
context: Hm? Not really.\What's that?\It's a geyser! This is the first time I've seen one!\That's pretty cool.\What did you all do with your clothes and the stuff you were carrying?\We should keep everything in one place.\A monkey might come and swipe something.\Really? I kind of want to see them. response:	This should do the trick.
context: What's that?\It's a geyser! This is the first time I've seen one!\That's pretty cool.\What did you all do with your clothes and the stuff you were carrying?\We should keep everything in one place.\A monkey might come and swipe something.\Really? I kind of want to see them.\This should do the trick. response:	Now then, let's all enjoy the hot springs!
context: It's a geyser! This is the first time I've seen one!\That's pretty cool.\What did you all do with your clothes and the stuff you were carrying?\We should keep everything in one place.\A monkey might come and swipe something.\Really? I kind of want to see them.\This should do the trick.\Now then, let's all enjoy the hot springs! response:	Huh?
context: That's pretty cool.\What did you all do with your clothes and the stuff you were carrying?\We should keep everything in one place.\A monkey might come and swipe something.\Really? I kind of want to see them.\This should do the trick.\Now then, let's all enjoy the hot springs!\Huh? response:	Wha?
context: What did you all do with your clothes and the stuff you were carrying?\We should keep everything in one place.\A monkey might come and swipe something.\Really? I kind of want to see them.\This should do the trick.\Now then, let's all enjoy the hot springs!\Huh?\Wha? response:	Wow. This is a pretty nice looking hot spring.
context: We should keep everything in one place.\A monkey might come and swipe something.\Really? I kind of want to see them.\This should do the trick.\Now then, let's all enjoy the hot springs!\Huh?\Wha?\Wow. This is a pretty nice looking hot spring. response:	I wonder if Onodera and the other girls are already bathing.
context: A monkey might come and swipe something.\Really? I kind of want to see them.\This should do the trick.\Now then, let's all enjoy the hot springs!\Huh?\Wha?\Wow. This is a pretty nice looking hot spring.\I wonder if Onodera and the other girls are already bathing. response:	I don't think anything will come up this time, so I can relax.
context: Really? I kind of want to see them.\This should do the trick.\Now then, let's all enjoy the hot springs!\Huh?\Wha?\Wow. This is a pretty nice looking hot spring.\I wonder if Onodera and the other girls are already bathing.\I don't think anything will come up this time, so I can relax. response:	Come to think of it, where did Shuu go?
context: This should do the trick.\Now then, let's all enjoy the hot springs!\Huh?\Wha?\Wow. This is a pretty nice looking hot spring.\I wonder if Onodera and the other girls are already bathing.\I don't think anything will come up this time, so I can relax.\Come to think of it, where did Shuu go? response:	He said he'd be here soon.
context: Now then, let's all enjoy the hot springs!\Huh?\Wha?\Wow. This is a pretty nice looking hot spring.\I wonder if Onodera and the other girls are already bathing.\I don't think anything will come up this time, so I can relax.\Come to think of it, where did Shuu go?\He said he'd be here soon. response:	Hm?
context: Huh?\Wha?\Wow. This is a pretty nice looking hot spring.\I wonder if Onodera and the other girls are already bathing.\I don't think anything will come up this time, so I can relax.\Come to think of it, where did Shuu go?\He said he'd be here soon.\Hm? response:	What?
context: Wha?\Wow. This is a pretty nice looking hot spring.\I wonder if Onodera and the other girls are already bathing.\I don't think anything will come up this time, so I can relax.\Come to think of it, where did Shuu go?\He said he'd be here soon.\Hm?\What? response:	What was that sound just now?
context: Wow. This is a pretty nice looking hot spring.\I wonder if Onodera and the other girls are already bathing.\I don't think anything will come up this time, so I can relax.\Come to think of it, where did Shuu go?\He said he'd be here soon.\Hm?\What?\What was that sound just now? response:	Found it.
context: I wonder if Onodera and the other girls are already bathing.\I don't think anything will come up this time, so I can relax.\Come to think of it, where did Shuu go?\He said he'd be here soon.\Hm?\What?\What was that sound just now?\Found it. response:	Geez, why did it have to land over there?
context: I don't think anything will come up this time, so I can relax.\Come to think of it, where did Shuu go?\He said he'd be here soon.\Hm?\What?\What was that sound just now?\Found it.\Geez, why did it have to land over there? response:	Isn't that the men's bath?
context: Come to think of it, where did Shuu go?\He said he'd be here soon.\Hm?\What?\What was that sound just now?\Found it.\Geez, why did it have to land over there?\Isn't that the men's bath? response:	Our cell phones and bags were in there.
context: He said he'd be here soon.\Hm?\What?\What was that sound just now?\Found it.\Geez, why did it have to land over there?\Isn't that the men's bath?\Our cell phones and bags were in there. response:	More importantly, our clothes went along, too.
context: Hm?\What?\What was that sound just now?\Found it.\Geez, why did it have to land over there?\Isn't that the men's bath?\Our cell phones and bags were in there.\More importantly, our clothes went along, too. response:	We can't go anywhere without them.
context: What?\What was that sound just now?\Found it.\Geez, why did it have to land over there?\Isn't that the men's bath?\Our cell phones and bags were in there.\More importantly, our clothes went along, too.\We can't go anywhere without them. response:	But doesn't that mean...
context: What was that sound just now?\Found it.\Geez, why did it have to land over there?\Isn't that the men's bath?\Our cell phones and bags were in there.\More importantly, our clothes went along, too.\We can't go anywhere without them.\But doesn't that mean... response:	everyone's underwear is in there, too?
context: Found it.\Geez, why did it have to land over there?\Isn't that the men's bath?\Our cell phones and bags were in there.\More importantly, our clothes went along, too.\We can't go anywhere without them.\But doesn't that mean...\everyone's underwear is in there, too? response:	If Ichijou-senpai finds them...
context: Geez, why did it have to land over there?\Isn't that the men's bath?\Our cell phones and bags were in there.\More importantly, our clothes went along, too.\We can't go anywhere without them.\But doesn't that mean...\everyone's underwear is in there, too?\If Ichijou-senpai finds them... response:	Let's go retrieve it before that bean sprout finds them!
context: Isn't that the men's bath?\Our cell phones and bags were in there.\More importantly, our clothes went along, too.\We can't go anywhere without them.\But doesn't that mean...\everyone's underwear is in there, too?\If Ichijou-senpai finds them...\Let's go retrieve it before that bean sprout finds them! response:	If we all work together, I'm sure we can pull it off!
context: Our cell phones and bags were in there.\More importantly, our clothes went along, too.\We can't go anywhere without them.\But doesn't that mean...\everyone's underwear is in there, too?\If Ichijou-senpai finds them...\Let's go retrieve it before that bean sprout finds them!\If we all work together, I'm sure we can pull it off! response:	Right!
context: More importantly, our clothes went along, too.\We can't go anywhere without them.\But doesn't that mean...\everyone's underwear is in there, too?\If Ichijou-senpai finds them...\Let's go retrieve it before that bean sprout finds them!\If we all work together, I'm sure we can pull it off!\Right! response:	What was that sound earlier?
context: We can't go anywhere without them.\But doesn't that mean...\everyone's underwear is in there, too?\If Ichijou-senpai finds them...\Let's go retrieve it before that bean sprout finds them!\If we all work together, I'm sure we can pull it off!\Right!\What was that sound earlier? response:	It's really bothering me.
context: But doesn't that mean...\everyone's underwear is in there, too?\If Ichijou-senpai finds them...\Let's go retrieve it before that bean sprout finds them!\If we all work together, I'm sure we can pull it off!\Right!\What was that sound earlier?\It's really bothering me. response:	Geez, why do I have to sneak into the men's bath looking like this?
context: everyone's underwear is in there, too?\If Ichijou-senpai finds them...\Let's go retrieve it before that bean sprout finds them!\If we all work together, I'm sure we can pull it off!\Right!\What was that sound earlier?\It's really bothering me.\Geez, why do I have to sneak into the men's bath looking like this? response:	It looks like he hasn't noticed our bag yet.
context: If Ichijou-senpai finds them...\Let's go retrieve it before that bean sprout finds them!\If we all work together, I'm sure we can pull it off!\Right!\What was that sound earlier?\It's really bothering me.\Geez, why do I have to sneak into the men's bath looking like this?\It looks like he hasn't noticed our bag yet. response:	If I move quickly and snatch it up, this'll be over in no time.
context: Let's go retrieve it before that bean sprout finds them!\If we all work together, I'm sure we can pull it off!\Right!\What was that sound earlier?\It's really bothering me.\Geez, why do I have to sneak into the men's bath looking like this?\It looks like he hasn't noticed our bag yet.\If I move quickly and snatch it up, this'll be over in no time. response:	What's that sound?
context: If we all work together, I'm sure we can pull it off!\Right!\What was that sound earlier?\It's really bothering me.\Geez, why do I have to sneak into the men's bath looking like this?\It looks like he hasn't noticed our bag yet.\If I move quickly and snatch it up, this'll be over in no time.\What's that sound? response:	Mistress, now's your chance!
context: Right!\What was that sound earlier?\It's really bothering me.\Geez, why do I have to sneak into the men's bath looking like this?\It looks like he hasn't noticed our bag yet.\If I move quickly and snatch it up, this'll be over in no time.\What's that sound?\Mistress, now's your chance! response:	Nice one, Tsugumi! Now, while I have the chance...
context: What was that sound earlier?\It's really bothering me.\Geez, why do I have to sneak into the men's bath looking like this?\It looks like he hasn't noticed our bag yet.\If I move quickly and snatch it up, this'll be over in no time.\What's that sound?\Mistress, now's your chance!\Nice one, Tsugumi! Now, while I have the chance... response:	Oh crap.
context: It's really bothering me.\Geez, why do I have to sneak into the men's bath looking like this?\It looks like he hasn't noticed our bag yet.\If I move quickly and snatch it up, this'll be over in no time.\What's that sound?\Mistress, now's your chance!\Nice one, Tsugumi! Now, while I have the chance...\Oh crap. response:	Is there a snake or something?
context: Geez, why do I have to sneak into the men's bath looking like this?\It looks like he hasn't noticed our bag yet.\If I move quickly and snatch it up, this'll be over in no time.\What's that sound?\Mistress, now's your chance!\Nice one, Tsugumi! Now, while I have the chance...\Oh crap.\Is there a snake or something? response:	I need a stick or so
context: It looks like he hasn't noticed our bag yet.\If I move quickly and snatch it up, this'll be over in no time.\What's that sound?\Mistress, now's your chance!\Nice one, Tsugumi! Now, while I have the chance...\Oh crap.\Is there a snake or something?\I need a stick or so response:	Gyah! Don't look this way!
context: If I move quickly and snatch it up, this'll be over in no time.\What's that sound?\Mistress, now's your chance!\Nice one, Tsugumi! Now, while I have the chance...\Oh crap.\Is there a snake or something?\I need a stick or so\Gyah! Don't look this way! response:	What was that splash just now?
context: What's that sound?\Mistress, now's your chance!\Nice one, Tsugumi! Now, while I have the chance...\Oh crap.\Is there a snake or something?\I need a stick or so\Gyah! Don't look this way!\What was that splash just now? response:	Shuu? Is that you?
context: Mistress, now's your chance!\Nice one, Tsugumi! Now, while I have the chance...\Oh crap.\Is there a snake or something?\I need a stick or so\Gyah! Don't look this way!\What was that splash just now?\Shuu? Is that you? response:	Oh crap!
context: Nice one, Tsugumi! Now, while I have the chance...\Oh crap.\Is there a snake or something?\I need a stick or so\Gyah! Don't look this way!\What was that splash just now?\Shuu? Is that you?\Oh crap! response:	We have to help her!
context: Oh crap.\Is there a snake or something?\I need a stick or so\Gyah! Don't look this way!\What was that splash just now?\Shuu? Is that you?\Oh crap!\We have to help her! response:	Distraction!
context: Is there a snake or something?\I need a stick or so\Gyah! Don't look this way!\What was that splash just now?\Shuu? Is that you?\Oh crap!\We have to help her!\Distraction! response:	Ah! What is it this time?
context: I need a stick or so\Gyah! Don't look this way!\What was that splash just now?\Shuu? Is that you?\Oh crap!\We have to help her!\Distraction!\Ah! What is it this time? response:	Wh?
context: Gyah! Don't look this way!\What was that splash just now?\Shuu? Is that you?\Oh crap!\We have to help her!\Distraction!\Ah! What is it this time?\Wh? response:	What the hell? What's going on?
context: What was that splash just now?\Shuu? Is that you?\Oh crap!\We have to help her!\Distraction!\Ah! What is it this time?\Wh?\What the hell? What's going on? response:	Are you all right, Mistress?
context: Shuu? Is that you?\Oh crap!\We have to help her!\Distraction!\Ah! What is it this time?\Wh?\What the hell? What's going on?\Are you all right, Mistress? response:	Thanks. You saved me.
context: Oh crap!\We have to help her!\Distraction!\Ah! What is it this time?\Wh?\What the hell? What's going on?\Are you all right, Mistress?\Thanks. You saved me. response:	I'll go next.
context: We have to help her!\Distraction!\Ah! What is it this time?\Wh?\What the hell? What's going on?\Are you all right, Mistress?\Thanks. You saved me.\I'll go next. response:	No, me! I'm going next!
context: Distraction!\Ah! What is it this time?\Wh?\What the hell? What's going on?\Are you all right, Mistress?\Thanks. You saved me.\I'll go next.\No, me! I'm going next! response:	Oh no! The bag is going to fall!
context: Ah! What is it this time?\Wh?\What the hell? What's going on?\Are you all right, Mistress?\Thanks. You saved me.\I'll go next.\No, me! I'm going next!\Oh no! The bag is going to fall! response:	What should we do? It'll fall any moment now!
context: Wh?\What the hell? What's going on?\Are you all right, Mistress?\Thanks. You saved me.\I'll go next.\No, me! I'm going next!\Oh no! The bag is going to fall!\What should we do? It'll fall any moment now! response:	Crap, We have to hurry.
context: What the hell? What's going on?\Are you all right, Mistress?\Thanks. You saved me.\I'll go next.\No, me! I'm going next!\Oh no! The bag is going to fall!\What should we do? It'll fall any moment now!\Crap, We have to hurry. response:	Is is some kind of weird animal?
context: Are you all right, Mistress?\Thanks. You saved me.\I'll go next.\No, me! I'm going next!\Oh no! The bag is going to fall!\What should we do? It'll fall any moment now!\Crap, We have to hurry.\Is is some kind of weird animal? response:	I need to finish up here quickly.
context: Thanks. You saved me.\I'll go next.\No, me! I'm going next!\Oh no! The bag is going to fall!\What should we do? It'll fall any moment now!\Crap, We have to hurry.\Is is some kind of weird animal?\I need to finish up here quickly. response:	Look! I think Senpai is about to wash his hair.
context: I'll go next.\No, me! I'm going next!\Oh no! The bag is going to fall!\What should we do? It'll fall any moment now!\Crap, We have to hurry.\Is is some kind of weird animal?\I need to finish up here quickly.\Look! I think Senpai is about to wash his hair. response:	Now's your chance!
context: No, me! I'm going next!\Oh no! The bag is going to fall!\What should we do? It'll fall any moment now!\Crap, We have to hurry.\Is is some kind of weird animal?\I need to finish up here quickly.\Look! I think Senpai is about to wash his hair.\Now's your chance! response:	Oh, I'll go now!
context: Oh no! The bag is going to fall!\What should we do? It'll fall any moment now!\Crap, We have to hurry.\Is is some kind of weird animal?\I need to finish up here quickly.\Look! I think Senpai is about to wash his hair.\Now's your chance!\Oh, I'll go now! response:	I can't believe I'm standing in front of Ichijou-kun looking like this.
context: What should we do? It'll fall any moment now!\Crap, We have to hurry.\Is is some kind of weird animal?\I need to finish up here quickly.\Look! I think Senpai is about to wash his hair.\Now's your chance!\Oh, I'll go now!\I can't believe I'm standing in front of Ichijou-kun looking like this. response:	What am I doing?
context: Crap, We have to hurry.\Is is some kind of weird animal?\I need to finish up here quickly.\Look! I think Senpai is about to wash his hair.\Now's your chance!\Oh, I'll go now!\I can't believe I'm standing in front of Ichijou-kun looking like this.\What am I doing? response:	Hm? Shuu?
context: Is is some kind of weird animal?\I need to finish up here quickly.\Look! I think Senpai is about to wash his hair.\Now's your chance!\Oh, I'll go now!\I can't believe I'm standing in front of Ichijou-kun looking like this.\What am I doing?\Hm? Shuu? response:	Good timing.
context: I need to finish up here quickly.\Look! I think Senpai is about to wash his hair.\Now's your chance!\Oh, I'll go now!\I can't believe I'm standing in front of Ichijou-kun looking like this.\What am I doing?\Hm? Shuu?\Good timing. response:	Could you hand me the soap over there?
context: Look! I think Senpai is about to wash his hair.\Now's your chance!\Oh, I'll go now!\I can't believe I'm standing in front of Ichijou-kun looking like this.\What am I doing?\Hm? Shuu?\Good timing.\Could you hand me the soap over there? response:	Shuu?
context: Now's your chance!\Oh, I'll go now!\I can't believe I'm standing in front of Ichijou-kun looking like this.\What am I doing?\Hm? Shuu?\Good timing.\Could you hand me the soap over there?\Shuu? response:	It's Shuu, right?
context: Oh, I'll go now!\I can't believe I'm standing in front of Ichijou-kun looking like this.\What am I doing?\Hm? Shuu?\Good timing.\Could you hand me the soap over there?\Shuu?\It's Shuu, right? response:	Huh?
context: I can't believe I'm standing in front of Ichijou-kun looking like this.\What am I doing?\Hm? Shuu?\Good timing.\Could you hand me the soap over there?\Shuu?\It's Shuu, right?\Huh? response:	That feeling...
context: What am I doing?\Hm? Shuu?\Good timing.\Could you hand me the soap over there?\Shuu?\It's Shuu, right?\Huh?\That feeling... response:	Shuu?
context: Hm? Shuu?\Good timing.\Could you hand me the soap over there?\Shuu?\It's Shuu, right?\Huh?\That feeling...\Shuu? response:	Huh? There's no one here.
context: Good timing.\Could you hand me the soap over there?\Shuu?\It's Shuu, right?\Huh?\That feeling...\Shuu?\Huh? There's no one here. response:	What's going on?
context: Could you hand me the soap over there?\Shuu?\It's Shuu, right?\Huh?\That feeling...\Shuu?\Huh? There's no one here.\What's going on? response:	Sorry.
context: Shuu?\It's Shuu, right?\Huh?\That feeling...\Shuu?\Huh? There's no one here.\What's going on?\Sorry. response:	You're kidding.
context: It's Shuu, right?\Huh?\That feeling...\Shuu?\Huh? There's no one here.\What's going on?\Sorry.\You're kidding. response:	Then, just now...
context: Huh?\That feeling...\Shuu?\Huh? There's no one here.\What's going on?\Sorry.\You're kidding.\Then, just now... response:	The one passing me the soap was...
context: That feeling...\Shuu?\Huh? There's no one here.\What's going on?\Sorry.\You're kidding.\Then, just now...\The one passing me the soap was... response:	Friend.
context: Shuu?\Huh? There's no one here.\What's going on?\Sorry.\You're kidding.\Then, just now...\The one passing me the soap was...\Friend. response:	That idiot! Don't fall, don't fall!
context: Huh? There's no one here.\What's going on?\Sorry.\You're kidding.\Then, just now...\The one passing me the soap was...\Friend.\That idiot! Don't fall, don't fall! response:	Chitoge-chan! If you lean too hard it's going to...
context: What's going on?\Sorry.\You're kidding.\Then, just now...\The one passing me the soap was...\Friend.\That idiot! Don't fall, don't fall!\Chitoge-chan! If you lean too hard it's going to... response:	Huh? What are you guys doing there?
context: Sorry.\You're kidding.\Then, just now...\The one passing me the soap was...\Friend.\That idiot! Don't fall, don't fall!\Chitoge-chan! If you lean too hard it's going to...\Huh? What are you guys doing there? response:	G-G
context: You're kidding.\Then, just now...\The one passing me the soap was...\Friend.\That idiot! Don't fall, don't fall!\Chitoge-chan! If you lean too hard it's going to...\Huh? What are you guys doing there?\G-G response:	Get amnesia!
context: Then, just now...\The one passing me the soap was...\Friend.\That idiot! Don't fall, don't fall!\Chitoge-chan! If you lean too hard it's going to...\Huh? What are you guys doing there?\G-G\Get amnesia! response:	I've kept at it for two hours!
context: The one passing me the soap was...\Friend.\That idiot! Don't fall, don't fall!\Chitoge-chan! If you lean too hard it's going to...\Huh? What are you guys doing there?\G-G\Get amnesia!\I've kept at it for two hours! response:	They'll never expect me to come climbing up this steep mountain!
context: Friend.\That idiot! Don't fall, don't fall!\Chitoge-chan! If you lean too hard it's going to...\Huh? What are you guys doing there?\G-G\Get amnesia!\I've kept at it for two hours!\They'll never expect me to come climbing up this steep mountain! response:	Here I come, garden of the goddesses,
context: That idiot! Don't fall, don't fall!\Chitoge-chan! If you lean too hard it's going to...\Huh? What are you guys doing there?\G-G\Get amnesia!\I've kept at it for two hours!\They'll never expect me to come climbing up this steep mountain!\Here I come, garden of the goddesses, response:	Shangri-La!
context: Chitoge-chan! If you lean too hard it's going to...\Huh? What are you guys doing there?\G-G\Get amnesia!\I've kept at it for two hours!\They'll never expect me to come climbing up this steep mountain!\Here I come, garden of the goddesses,\Shangri-La! response:	Huh?
context: Huh? What are you guys doing there?\G-G\Get amnesia!\I've kept at it for two hours!\They'll never expect me to come climbing up this steep mountain!\Here I come, garden of the goddesses,\Shangri-La!\Huh? response:	Why... isn't anyone here?
context: G-G\Get amnesia!\I've kept at it for two hours!\They'll never expect me to come climbing up this steep mountain!\Here I come, garden of the goddesses,\Shangri-La!\Huh?\Why... isn't anyone here? response:	Huh?
context: Get amnesia!\I've kept at it for two hours!\They'll never expect me to come climbing up this steep mountain!\Here I come, garden of the goddesses,\Shangri-La!\Huh?\Why... isn't anyone here?\Huh? response:	Huh?!
context: I've kept at it for two hours!\They'll never expect me to come climbing up this steep mountain!\Here I come, garden of the goddesses,\Shangri-La!\Huh?\Why... isn't anyone here?\Huh?\Huh?! response:	omoi no sokudo hayamatte
context: They'll never expect me to come climbing up this steep mountain!\Here I come, garden of the goddesses,\Shangri-La!\Huh?\Why... isn't anyone here?\Huh?\Huh?!\omoi no sokudo hayamatte response:	oitekareta kotoba jikan ga nagai yo
context: Here I come, garden of the goddesses,\Shangri-La!\Huh?\Why... isn't anyone here?\Huh?\Huh?!\omoi no sokudo hayamatte\oitekareta kotoba jikan ga nagai yo response:	kimi no jishaku ni tsukamatte
context: Shangri-La!\Huh?\Why... isn't anyone here?\Huh?\Huh?!\omoi no sokudo hayamatte\oitekareta kotoba jikan ga nagai yo\kimi no jishaku ni tsukamatte response:	shiranai watashi shitta doushite kurushiino
context: Huh?\Why... isn't anyone here?\Huh?\Huh?!\omoi no sokudo hayamatte\oitekareta kotoba jikan ga nagai yo\kimi no jishaku ni tsukamatte\shiranai watashi shitta doushite kurushiino response:	wagamama bakka de
context: Why... isn't anyone here?\Huh?\Huh?!\omoi no sokudo hayamatte\oitekareta kotoba jikan ga nagai yo\kimi no jishaku ni tsukamatte\shiranai watashi shitta doushite kurushiino\wagamama bakka de response:	kowagari de
context: Huh?\Huh?!\omoi no sokudo hayamatte\oitekareta kotoba jikan ga nagai yo\kimi no jishaku ni tsukamatte\shiranai watashi shitta doushite kurushiino\wagamama bakka de\kowagari de response:	kimi ga daiji de
context: Huh?!\omoi no sokudo hayamatte\oitekareta kotoba jikan ga nagai yo\kimi no jishaku ni tsukamatte\shiranai watashi shitta doushite kurushiino\wagamama bakka de\kowagari de\kimi ga daiji de response:	aa kawaikunaritai no
context: omoi no sokudo hayamatte\oitekareta kotoba jikan ga nagai yo\kimi no jishaku ni tsukamatte\shiranai watashi shitta doushite kurushiino\wagamama bakka de\kowagari de\kimi ga daiji de\aa kawaikunaritai no response:	meibii ashita no hiroin ha
context: oitekareta kotoba jikan ga nagai yo\kimi no jishaku ni tsukamatte\shiranai watashi shitta doushite kurushiino\wagamama bakka de\kowagari de\kimi ga daiji de\aa kawaikunaritai no\meibii ashita no hiroin ha response:	koi wo hakobu kamisama no kimagure no sata shidai
context: kimi no jishaku ni tsukamatte\shiranai watashi shitta doushite kurushiino\wagamama bakka de\kowagari de\kimi ga daiji de\aa kawaikunaritai no\meibii ashita no hiroin ha\koi wo hakobu kamisama no kimagure no sata shidai response:	donna mondai ga narande donna taisetsu tsukuru no
context: shiranai watashi shitta doushite kurushiino\wagamama bakka de\kowagari de\kimi ga daiji de\aa kawaikunaritai no\meibii ashita no hiroin ha\koi wo hakobu kamisama no kimagure no sata shidai\donna mondai ga narande donna taisetsu tsukuru no response:	kimi no kokoro sotto oshiete
context: wagamama bakka de\kowagari de\kimi ga daiji de\aa kawaikunaritai no\meibii ashita no hiroin ha\koi wo hakobu kamisama no kimagure no sata shidai\donna mondai ga narande donna taisetsu tsukuru no\kimi no kokoro sotto oshiete response:	My feelings are picking up speed
context: kowagari de\kimi ga daiji de\aa kawaikunaritai no\meibii ashita no hiroin ha\koi wo hakobu kamisama no kimagure no sata shidai\donna mondai ga narande donna taisetsu tsukuru no\kimi no kokoro sotto oshiete\My feelings are picking up speed response:	Time drags on and words get left behind
context: kimi ga daiji de\aa kawaikunaritai no\meibii ashita no hiroin ha\koi wo hakobu kamisama no kimagure no sata shidai\donna mondai ga narande donna taisetsu tsukuru no\kimi no kokoro sotto oshiete\My feelings are picking up speed\Time drags on and words get left behind response:	When I was drawn in by your magnet
context: aa kawaikunaritai no\meibii ashita no hiroin ha\koi wo hakobu kamisama no kimagure no sata shidai\donna mondai ga narande donna taisetsu tsukuru no\kimi no kokoro sotto oshiete\My feelings are picking up speed\Time drags on and words get left behind\When I was drawn in by your magnet response:	I, who was ignorant, became aware. Why is it so painful?
context: meibii ashita no hiroin ha\koi wo hakobu kamisama no kimagure no sata shidai\donna mondai ga narande donna taisetsu tsukuru no\kimi no kokoro sotto oshiete\My feelings are picking up speed\Time drags on and words get left behind\When I was drawn in by your magnet\I, who was ignorant, became aware. Why is it so painful? response:	Youre always selfish
context: koi wo hakobu kamisama no kimagure no sata shidai\donna mondai ga narande donna taisetsu tsukuru no\kimi no kokoro sotto oshiete\My feelings are picking up speed\Time drags on and words get left behind\When I was drawn in by your magnet\I, who was ignorant, became aware. Why is it so painful?\Youre always selfish response:	Youre always afraid
context: donna mondai ga narande donna taisetsu tsukuru no\kimi no kokoro sotto oshiete\My feelings are picking up speed\Time drags on and words get left behind\When I was drawn in by your magnet\I, who was ignorant, became aware. Why is it so painful?\Youre always selfish\Youre always afraid response:	But because youre so precious to me
context: kimi no kokoro sotto oshiete\My feelings are picking up speed\Time drags on and words get left behind\When I was drawn in by your magnet\I, who was ignorant, became aware. Why is it so painful?\Youre always selfish\Youre always afraid\But because youre so precious to me response:	Ah! I want to be dear to you
context: My feelings are picking up speed\Time drags on and words get left behind\When I was drawn in by your magnet\I, who was ignorant, became aware. Why is it so painful?\Youre always selfish\Youre always afraid\But because youre so precious to me\Ah! I want to be dear to you response:	Maybe tomorrows heroine
context: Time drags on and words get left behind\When I was drawn in by your magnet\I, who was ignorant, became aware. Why is it so painful?\Youre always selfish\Youre always afraid\But because youre so precious to me\Ah! I want to be dear to you\Maybe tomorrows heroine response:	Will depend upon the whims of the god who bears love
context: When I was drawn in by your magnet\I, who was ignorant, became aware. Why is it so painful?\Youre always selfish\Youre always afraid\But because youre so precious to me\Ah! I want to be dear to you\Maybe tomorrows heroine\Will depend upon the whims of the god who bears love response:	No matter what kind of problems come along, no matter what you deem important
context: I, who was ignorant, became aware. Why is it so painful?\Youre always selfish\Youre always afraid\But because youre so precious to me\Ah! I want to be dear to you\Maybe tomorrows heroine\Will depend upon the whims of the god who bears love\No matter what kind of problems come along, no matter what you deem important response:	Whisper your feelings to me
