context: EPISODE 9: THYMOCYTE response:	Thymocyte!
context: Hey you over there! Quit that loud bellyaching! Drop out right now!\N-No, I won't, sir!\Hey, don't be so stubborn. It's gonna end the same anyway!\You're not cut out to be T Cell.\Only the top achievers in this class can hope to survive. Right?\That's right.\Everyone who's finished, head back to the dorm!\That was exhausting! response:	My body is aching!
context: N-No, I won't, sir!\Hey, don't be so stubborn. It's gonna end the same anyway!\You're not cut out to be T Cell.\Only the top achievers in this class can hope to survive. Right?\That's right.\Everyone who's finished, head back to the dorm!\That was exhausting!\My body is aching! response:	Dammit!
context: Hey, don't be so stubborn. It's gonna end the same anyway!\You're not cut out to be T Cell.\Only the top achievers in this class can hope to survive. Right?\That's right.\Everyone who's finished, head back to the dorm!\That was exhausting!\My body is aching!\Dammit! response:	I'm laying my life on the line here, and you're always sipping tea!
context: You're not cut out to be T Cell.\Only the top achievers in this class can hope to survive. Right?\That's right.\Everyone who's finished, head back to the dorm!\That was exhausting!\My body is aching!\Dammit!\I'm laying my life on the line here, and you're always sipping tea! response:	Shut up, will you?
context: Only the top achievers in this class can hope to survive. Right?\That's right.\Everyone who's finished, head back to the dorm!\That was exhausting!\My body is aching!\Dammit!\I'm laying my life on the line here, and you're always sipping tea!\Shut up, will you? response:	You want another poke to the forehead?
context: That's right.\Everyone who's finished, head back to the dorm!\That was exhausting!\My body is aching!\Dammit!\I'm laying my life on the line here, and you're always sipping tea!\Shut up, will you?\You want another poke to the forehead? response:	All right. Let's do this.
context: Everyone who's finished, head back to the dorm!\That was exhausting!\My body is aching!\Dammit!\I'm laying my life on the line here, and you're always sipping tea!\Shut up, will you?\You want another poke to the forehead?\All right. Let's do this. response:	I think I'll call it a night.
context: That was exhausting!\My body is aching!\Dammit!\I'm laying my life on the line here, and you're always sipping tea!\Shut up, will you?\You want another poke to the forehead?\All right. Let's do this.\I think I'll call it a night. response:	Wh-What the heck is he doing?
context: My body is aching!\Dammit!\I'm laying my life on the line here, and you're always sipping tea!\Shut up, will you?\You want another poke to the forehead?\All right. Let's do this.\I think I'll call it a night.\Wh-What the heck is he doing? response:	Killer T punch! 42 in a row!
context: Dammit!\I'm laying my life on the line here, and you're always sipping tea!\Shut up, will you?\You want another poke to the forehead?\All right. Let's do this.\I think I'll call it a night.\Wh-What the heck is he doing?\Killer T punch! 42 in a row! response:	Bam, bam, bam, bam, bam! Punch, punch, punch! Jab, jabbity, jab!
context: I'm laying my life on the line here, and you're always sipping tea!\Shut up, will you?\You want another poke to the forehead?\All right. Let's do this.\I think I'll call it a night.\Wh-What the heck is he doing?\Killer T punch! 42 in a row!\Bam, bam, bam, bam, bam! Punch, punch, punch! Jab, jabbity, jab! response:	He's got to be wiped out after today's drills.
context: Shut up, will you?\You want another poke to the forehead?\All right. Let's do this.\I think I'll call it a night.\Wh-What the heck is he doing?\Killer T punch! 42 in a row!\Bam, bam, bam, bam, bam! Punch, punch, punch! Jab, jabbity, jab!\He's got to be wiped out after today's drills. response:	Epic Immune Cytolysis Fist!
context: You want another poke to the forehead?\All right. Let's do this.\I think I'll call it a night.\Wh-What the heck is he doing?\Killer T punch! 42 in a row!\Bam, bam, bam, bam, bam! Punch, punch, punch! Jab, jabbity, jab!\He's got to be wiped out after today's drills.\Epic Immune Cytolysis Fist! response:	Ultimate Internal Secret Art!
context: All right. Let's do this.\I think I'll call it a night.\Wh-What the heck is he doing?\Killer T punch! 42 in a row!\Bam, bam, bam, bam, bam! Punch, punch, punch! Jab, jabbity, jab!\He's got to be wiped out after today's drills.\Epic Immune Cytolysis Fist!\Ultimate Internal Secret Art! response:	Antigen-bludgeoning Pulverizing Fist!
context: I think I'll call it a night.\Wh-What the heck is he doing?\Killer T punch! 42 in a row!\Bam, bam, bam, bam, bam! Punch, punch, punch! Jab, jabbity, jab!\He's got to be wiped out after today's drills.\Epic Immune Cytolysis Fist!\Ultimate Internal Secret Art!\Antigen-bludgeoning Pulverizing Fist! response:	Jeez, what does he mean, Secret Art? Moron...
context: Wh-What the heck is he doing?\Killer T punch! 42 in a row!\Bam, bam, bam, bam, bam! Punch, punch, punch! Jab, jabbity, jab!\He's got to be wiped out after today's drills.\Epic Immune Cytolysis Fist!\Ultimate Internal Secret Art!\Antigen-bludgeoning Pulverizing Fist!\Jeez, what does he mean, Secret Art? Moron... response:	Oh whatever.
context: Killer T punch! 42 in a row!\Bam, bam, bam, bam, bam! Punch, punch, punch! Jab, jabbity, jab!\He's got to be wiped out after today's drills.\Epic Immune Cytolysis Fist!\Ultimate Internal Secret Art!\Antigen-bludgeoning Pulverizing Fist!\Jeez, what does he mean, Secret Art? Moron...\Oh whatever. response:	It has nothing to do with me.
context: Bam, bam, bam, bam, bam! Punch, punch, punch! Jab, jabbity, jab!\He's got to be wiped out after today's drills.\Epic Immune Cytolysis Fist!\Ultimate Internal Secret Art!\Antigen-bludgeoning Pulverizing Fist!\Jeez, what does he mean, Secret Art? Moron...\Oh whatever.\It has nothing to do with me. response:	Now that's what you call youth!
context: He's got to be wiped out after today's drills.\Epic Immune Cytolysis Fist!\Ultimate Internal Secret Art!\Antigen-bludgeoning Pulverizing Fist!\Jeez, what does he mean, Secret Art? Moron...\Oh whatever.\It has nothing to do with me.\Now that's what you call youth! response:	You're interested in those two, as well?
context: Epic Immune Cytolysis Fist!\Ultimate Internal Secret Art!\Antigen-bludgeoning Pulverizing Fist!\Jeez, what does he mean, Secret Art? Moron...\Oh whatever.\It has nothing to do with me.\Now that's what you call youth!\You're interested in those two, as well? response:	No. Not really.
context: Ultimate Internal Secret Art!\Antigen-bludgeoning Pulverizing Fist!\Jeez, what does he mean, Secret Art? Moron...\Oh whatever.\It has nothing to do with me.\Now that's what you call youth!\You're interested in those two, as well?\No. Not really. response:	Now if the fists started flying, it'd make it even more like a teen movie.
context: Antigen-bludgeoning Pulverizing Fist!\Jeez, what does he mean, Secret Art? Moron...\Oh whatever.\It has nothing to do with me.\Now that's what you call youth!\You're interested in those two, as well?\No. Not really.\Now if the fists started flying, it'd make it even more like a teen movie. response:	Is that right?
context: Jeez, what does he mean, Secret Art? Moron...\Oh whatever.\It has nothing to do with me.\Now that's what you call youth!\You're interested in those two, as well?\No. Not really.\Now if the fists started flying, it'd make it even more like a teen movie.\Is that right? response:	I hope those two end up surviving, don't you?
context: Oh whatever.\It has nothing to do with me.\Now that's what you call youth!\You're interested in those two, as well?\No. Not really.\Now if the fists started flying, it'd make it even more like a teen movie.\Is that right?\I hope those two end up surviving, don't you? response:	We're apprentice T Cells!
context: It has nothing to do with me.\Now that's what you call youth!\You're interested in those two, as well?\No. Not really.\Now if the fists started flying, it'd make it even more like a teen movie.\Is that right?\I hope those two end up surviving, don't you?\We're apprentice T Cells! response:	Cells...
context: Now that's what you call youth!\You're interested in those two, as well?\No. Not really.\Now if the fists started flying, it'd make it even more like a teen movie.\Is that right?\I hope those two end up surviving, don't you?\We're apprentice T Cells!\Cells... response:	Cells at Work!
context: You're interested in those two, as well?\No. Not really.\Now if the fists started flying, it'd make it even more like a teen movie.\Is that right?\I hope those two end up surviving, don't you?\We're apprentice T Cells!\Cells...\Cells at Work! response:	We're apprentice T Cells!
context: No. Not really.\Now if the fists started flying, it'd make it even more like a teen movie.\Is that right?\I hope those two end up surviving, don't you?\We're apprentice T Cells!\Cells...\Cells at Work!\We're apprentice T Cells! response:	There's nothing in this world that we fear!
context: Now if the fists started flying, it'd make it even more like a teen movie.\Is that right?\I hope those two end up surviving, don't you?\We're apprentice T Cells!\Cells...\Cells at Work!\We're apprentice T Cells!\There's nothing in this world that we fear! response:	We're apprentice T Cells!
context: Is that right?\I hope those two end up surviving, don't you?\We're apprentice T Cells!\Cells...\Cells at Work!\We're apprentice T Cells!\There's nothing in this world that we fear!\We're apprentice T Cells! response:	And we're gonna kill...
context: I hope those two end up surviving, don't you?\We're apprentice T Cells!\Cells...\Cells at Work!\We're apprentice T Cells!\There's nothing in this world that we fear!\We're apprentice T Cells!\And we're gonna kill... response:	Today, there's gonna be a special surprise test!
context: We're apprentice T Cells!\Cells...\Cells at Work!\We're apprentice T Cells!\There's nothing in this world that we fear!\We're apprentice T Cells!\And we're gonna kill...\Today, there's gonna be a special surprise test! response:	Don't flinch like that, you idiots!
context: Cells...\Cells at Work!\We're apprentice T Cells!\There's nothing in this world that we fear!\We're apprentice T Cells!\And we're gonna kill...\Today, there's gonna be a special surprise test!\Don't flinch like that, you idiots! response:	There's no advance warning when an external enemy shows up!
context: Cells at Work!\We're apprentice T Cells!\There's nothing in this world that we fear!\We're apprentice T Cells!\And we're gonna kill...\Today, there's gonna be a special surprise test!\Don't flinch like that, you idiots!\There's no advance warning when an external enemy shows up! response:	Those of you who lack sufficient training
context: We're apprentice T Cells!\There's nothing in this world that we fear!\We're apprentice T Cells!\And we're gonna kill...\Today, there's gonna be a special surprise test!\Don't flinch like that, you idiots!\There's no advance warning when an external enemy shows up!\Those of you who lack sufficient training response:	will be saying goodbye today!
context: There's nothing in this world that we fear!\We're apprentice T Cells!\And we're gonna kill...\Today, there's gonna be a special surprise test!\Don't flinch like that, you idiots!\There's no advance warning when an external enemy shows up!\Those of you who lack sufficient training\will be saying goodbye today! response:	You guys will be taking a test called Positive Selection!
context: We're apprentice T Cells!\And we're gonna kill...\Today, there's gonna be a special surprise test!\Don't flinch like that, you idiots!\There's no advance warning when an external enemy shows up!\Those of you who lack sufficient training\will be saying goodbye today!\You guys will be taking a test called Positive Selection! response:	The rules are the same as always!
context: And we're gonna kill...\Today, there's gonna be a special surprise test!\Don't flinch like that, you idiots!\There's no advance warning when an external enemy shows up!\Those of you who lack sufficient training\will be saying goodbye today!\You guys will be taking a test called Positive Selection!\The rules are the same as always! response:	POSITIVE SELECTION/NEGATIVE SELECTION: Positive Selection (selecting useful T Cells for survival) and Negative Selection (eliminating harmful, self-destructive T Cells) occur in the thymus. Through this process, the Lymphocytes that can precisely distinguish between self and non-self proteins, such as pathogens are selected. Ultimately, only a few percent of these cells can become T Cells.
context: Today, there's gonna be a special surprise test!\Don't flinch like that, you idiots!\There's no advance warning when an external enemy shows up!\Those of you who lack sufficient training\will be saying goodbye today!\You guys will be taking a test called Positive Selection!\The rules are the same as always!\POSITIVE SELECTION/NEGATIVE SELECTION: Positive Selection (selecting useful T Cells for survival) and Negative Selection (eliminating harmful, self-destructive T Cells) occur in the thymus. Through this process, the Lymphocytes that can precisely distinguish between self and non-self proteins, such as pathogens are selected. Ultimately, only a few percent of these cells can become T Cells. response:	All you need to do is assault the antigen panels until time's up!
context: Don't flinch like that, you idiots!\There's no advance warning when an external enemy shows up!\Those of you who lack sufficient training\will be saying goodbye today!\You guys will be taking a test called Positive Selection!\The rules are the same as always!\POSITIVE SELECTION/NEGATIVE SELECTION: Positive Selection (selecting useful T Cells for survival) and Negative Selection (eliminating harmful, self-destructive T Cells) occur in the thymus. Through this process, the Lymphocytes that can precisely distinguish between self and non-self proteins, such as pathogens are selected. Ultimately, only a few percent of these cells can become T Cells.\All you need to do is assault the antigen panels until time's up! response:	But almost all of you will be weeded out today!
context: There's no advance warning when an external enemy shows up!\Those of you who lack sufficient training\will be saying goodbye today!\You guys will be taking a test called Positive Selection!\The rules are the same as always!\POSITIVE SELECTION/NEGATIVE SELECTION: Positive Selection (selecting useful T Cells for survival) and Negative Selection (eliminating harmful, self-destructive T Cells) occur in the thymus. Through this process, the Lymphocytes that can precisely distinguish between self and non-self proteins, such as pathogens are selected. Ultimately, only a few percent of these cells can become T Cells.\All you need to do is assault the antigen panels until time's up!\But almost all of you will be weeded out today! response:	Don't worry!
context: Those of you who lack sufficient training\will be saying goodbye today!\You guys will be taking a test called Positive Selection!\The rules are the same as always!\POSITIVE SELECTION/NEGATIVE SELECTION: Positive Selection (selecting useful T Cells for survival) and Negative Selection (eliminating harmful, self-destructive T Cells) occur in the thymus. Through this process, the Lymphocytes that can precisely distinguish between self and non-self proteins, such as pathogens are selected. Ultimately, only a few percent of these cells can become T Cells.\All you need to do is assault the antigen panels until time's up!\But almost all of you will be weeded out today!\Don't worry! response:	You just need to carry on as usual!
context: will be saying goodbye today!\You guys will be taking a test called Positive Selection!\The rules are the same as always!\POSITIVE SELECTION/NEGATIVE SELECTION: Positive Selection (selecting useful T Cells for survival) and Negative Selection (eliminating harmful, self-destructive T Cells) occur in the thymus. Through this process, the Lymphocytes that can precisely distinguish between self and non-self proteins, such as pathogens are selected. Ultimately, only a few percent of these cells can become T Cells.\All you need to do is assault the antigen panels until time's up!\But almost all of you will be weeded out today!\Don't worry!\You just need to carry on as usual! response:	Get going!
context: You guys will be taking a test called Positive Selection!\The rules are the same as always!\POSITIVE SELECTION/NEGATIVE SELECTION: Positive Selection (selecting useful T Cells for survival) and Negative Selection (eliminating harmful, self-destructive T Cells) occur in the thymus. Through this process, the Lymphocytes that can precisely distinguish between self and non-self proteins, such as pathogens are selected. Ultimately, only a few percent of these cells can become T Cells.\All you need to do is assault the antigen panels until time's up!\But almost all of you will be weeded out today!\Don't worry!\You just need to carry on as usual!\Get going! response:	I just need to carry on as usual, right?
context: The rules are the same as always!\POSITIVE SELECTION/NEGATIVE SELECTION: Positive Selection (selecting useful T Cells for survival) and Negative Selection (eliminating harmful, self-destructive T Cells) occur in the thymus. Through this process, the Lymphocytes that can precisely distinguish between self and non-self proteins, such as pathogens are selected. Ultimately, only a few percent of these cells can become T Cells.\All you need to do is assault the antigen panels until time's up!\But almost all of you will be weeded out today!\Don't worry!\You just need to carry on as usual!\Get going!\I just need to carry on as usual, right? response:	All right!
context: POSITIVE SELECTION/NEGATIVE SELECTION: Positive Selection (selecting useful T Cells for survival) and Negative Selection (eliminating harmful, self-destructive T Cells) occur in the thymus. Through this process, the Lymphocytes that can precisely distinguish between self and non-self proteins, such as pathogens are selected. Ultimately, only a few percent of these cells can become T Cells.\All you need to do is assault the antigen panels until time's up!\But almost all of you will be weeded out today!\Don't worry!\You just need to carry on as usual!\Get going!\I just need to carry on as usual, right?\All right! response:	That head...
context: All you need to do is assault the antigen panels until time's up!\But almost all of you will be weeded out today!\Don't worry!\You just need to carry on as usual!\Get going!\I just need to carry on as usual, right?\All right!\That head... response:	Target sighted! All right!
context: But almost all of you will be weeded out today!\Don't worry!\You just need to carry on as usual!\Get going!\I just need to carry on as usual, right?\All right!\That head...\Target sighted! All right! response:	This means I've passed!
context: Don't worry!\You just need to carry on as usual!\Get going!\I just need to carry on as usual, right?\All right!\That head...\Target sighted! All right!\This means I've passed! response:	Wh-What's this?
context: You just need to carry on as usual!\Get going!\I just need to carry on as usual, right?\All right!\That head...\Target sighted! All right!\This means I've passed!\Wh-What's this? response:	You're out!
context: Get going!\I just need to carry on as usual, right?\All right!\That head...\Target sighted! All right!\This means I've passed!\Wh-What's this?\You're out! response:	That's a panel of a common cell holding a pickling stone!
context: I just need to carry on as usual, right?\All right!\That head...\Target sighted! All right!\This means I've passed!\Wh-What's this?\You're out!\That's a panel of a common cell holding a pickling stone! response:	This isn't the same as usual!
context: All right!\That head...\Target sighted! All right!\This means I've passed!\Wh-What's this?\You're out!\That's a panel of a common cell holding a pickling stone!\This isn't the same as usual! response:	I thought it was a virus, but it was just a fancy hat!
context: That head...\Target sighted! All right!\This means I've passed!\Wh-What's this?\You're out!\That's a panel of a common cell holding a pickling stone!\This isn't the same as usual!\I thought it was a virus, but it was just a fancy hat! response:	You're out!
context: Target sighted! All right!\This means I've passed!\Wh-What's this?\You're out!\That's a panel of a common cell holding a pickling stone!\This isn't the same as usual!\I thought it was a virus, but it was just a fancy hat!\You're out! response:	That's impressive! You pass!
context: This means I've passed!\Wh-What's this?\You're out!\That's a panel of a common cell holding a pickling stone!\This isn't the same as usual!\I thought it was a virus, but it was just a fancy hat!\You're out!\That's impressive! You pass! response:	I see.
context: Wh-What's this?\You're out!\That's a panel of a common cell holding a pickling stone!\This isn't the same as usual!\I thought it was a virus, but it was just a fancy hat!\You're out!\That's impressive! You pass!\I see. response:	So, it looks like this test is more difficult than usual.
context: You're out!\That's a panel of a common cell holding a pickling stone!\This isn't the same as usual!\I thought it was a virus, but it was just a fancy hat!\You're out!\That's impressive! You pass!\I see.\So, it looks like this test is more difficult than usual. response:	No, this is a common cell wearing a disaster hood!
context: That's a panel of a common cell holding a pickling stone!\This isn't the same as usual!\I thought it was a virus, but it was just a fancy hat!\You're out!\That's impressive! You pass!\I see.\So, it looks like this test is more difficult than usual.\No, this is a common cell wearing a disaster hood! response:	It's this one!
context: This isn't the same as usual!\I thought it was a virus, but it was just a fancy hat!\You're out!\That's impressive! You pass!\I see.\So, it looks like this test is more difficult than usual.\No, this is a common cell wearing a disaster hood!\It's this one! response:	So, now, it's my turn, huh?
context: I thought it was a virus, but it was just a fancy hat!\You're out!\That's impressive! You pass!\I see.\So, it looks like this test is more difficult than usual.\No, this is a common cell wearing a disaster hood!\It's this one!\So, now, it's my turn, huh? response:	Whenever you attack, you have a habit of unconsciously closing your eyes.
context: You're out!\That's impressive! You pass!\I see.\So, it looks like this test is more difficult than usual.\No, this is a common cell wearing a disaster hood!\It's this one!\So, now, it's my turn, huh?\Whenever you attack, you have a habit of unconsciously closing your eyes. response:	So, no wonder you can't land a punch.
context: That's impressive! You pass!\I see.\So, it looks like this test is more difficult than usual.\No, this is a common cell wearing a disaster hood!\It's this one!\So, now, it's my turn, huh?\Whenever you attack, you have a habit of unconsciously closing your eyes.\So, no wonder you can't land a punch. response:	When you're attacking your target, keep your eyes on it until the end!
context: I see.\So, it looks like this test is more difficult than usual.\No, this is a common cell wearing a disaster hood!\It's this one!\So, now, it's my turn, huh?\Whenever you attack, you have a habit of unconsciously closing your eyes.\So, no wonder you can't land a punch.\When you're attacking your target, keep your eyes on it until the end! response:	Th-That guy...
context: So, it looks like this test is more difficult than usual.\No, this is a common cell wearing a disaster hood!\It's this one!\So, now, it's my turn, huh?\Whenever you attack, you have a habit of unconsciously closing your eyes.\So, no wonder you can't land a punch.\When you're attacking your target, keep your eyes on it until the end!\Th-That guy... response:	Next!
context: No, this is a common cell wearing a disaster hood!\It's this one!\So, now, it's my turn, huh?\Whenever you attack, you have a habit of unconsciously closing your eyes.\So, no wonder you can't land a punch.\When you're attacking your target, keep your eyes on it until the end!\Th-That guy...\Next! response:	R-Right!
context: It's this one!\So, now, it's my turn, huh?\Whenever you attack, you have a habit of unconsciously closing your eyes.\So, no wonder you can't land a punch.\When you're attacking your target, keep your eyes on it until the end!\Th-That guy...\Next!\R-Right! response:	I-I'm so nervous, I'm starting to feel sick!
context: So, now, it's my turn, huh?\Whenever you attack, you have a habit of unconsciously closing your eyes.\So, no wonder you can't land a punch.\When you're attacking your target, keep your eyes on it until the end!\Th-That guy...\Next!\R-Right!\I-I'm so nervous, I'm starting to feel sick! response:	That's it!
context: Whenever you attack, you have a habit of unconsciously closing your eyes.\So, no wonder you can't land a punch.\When you're attacking your target, keep your eyes on it until the end!\Th-That guy...\Next!\R-Right!\I-I'm so nervous, I'm starting to feel sick!\That's it! response:	Whenever you attack, you have a habit of unconsciously closing your eyes.
context: So, no wonder you can't land a punch.\When you're attacking your target, keep your eyes on it until the end!\Th-That guy...\Next!\R-Right!\I-I'm so nervous, I'm starting to feel sick!\That's it!\Whenever you attack, you have a habit of unconsciously closing your eyes. response:	Keep your eyes on it!
context: When you're attacking your target, keep your eyes on it until the end!\Th-That guy...\Next!\R-Right!\I-I'm so nervous, I'm starting to feel sick!\That's it!\Whenever you attack, you have a habit of unconsciously closing your eyes.\Keep your eyes on it! response:	Th-That was close!
context: Th-That guy...\Next!\R-Right!\I-I'm so nervous, I'm starting to feel sick!\That's it!\Whenever you attack, you have a habit of unconsciously closing your eyes.\Keep your eyes on it!\Th-That was close! response:	This is a common cell holding a pincushion!
context: Next!\R-Right!\I-I'm so nervous, I'm starting to feel sick!\That's it!\Whenever you attack, you have a habit of unconsciously closing your eyes.\Keep your eyes on it!\Th-That was close!\This is a common cell holding a pincushion! response:	A sewing kit?
context: R-Right!\I-I'm so nervous, I'm starting to feel sick!\That's it!\Whenever you attack, you have a habit of unconsciously closing your eyes.\Keep your eyes on it!\Th-That was close!\This is a common cell holding a pincushion!\A sewing kit? response:	So you didn't fall for it!
context: I-I'm so nervous, I'm starting to feel sick!\That's it!\Whenever you attack, you have a habit of unconsciously closing your eyes.\Keep your eyes on it!\Th-That was close!\This is a common cell holding a pincushion!\A sewing kit?\So you didn't fall for it! response:	N-No!
context: That's it!\Whenever you attack, you have a habit of unconsciously closing your eyes.\Keep your eyes on it!\Th-That was close!\This is a common cell holding a pincushion!\A sewing kit?\So you didn't fall for it!\N-No! response:	Jeez, he makes me nervous.
context: Whenever you attack, you have a habit of unconsciously closing your eyes.\Keep your eyes on it!\Th-That was close!\This is a common cell holding a pincushion!\A sewing kit?\So you didn't fall for it!\N-No!\Jeez, he makes me nervous. response:	There isn't much time left! Stay alert until the end!
context: Keep your eyes on it!\Th-That was close!\This is a common cell holding a pincushion!\A sewing kit?\So you didn't fall for it!\N-No!\Jeez, he makes me nervous.\There isn't much time left! Stay alert until the end! response:	Behind you! Behind you!
context: Th-That was close!\This is a common cell holding a pincushion!\A sewing kit?\So you didn't fall for it!\N-No!\Jeez, he makes me nervous.\There isn't much time left! Stay alert until the end!\Behind you! Behind you! response:	What?
context: This is a common cell holding a pincushion!\A sewing kit?\So you didn't fall for it!\N-No!\Jeez, he makes me nervous.\There isn't much time left! Stay alert until the end!\Behind you! Behind you!\What? response:	To your right! To your right!
context: A sewing kit?\So you didn't fall for it!\N-No!\Jeez, he makes me nervous.\There isn't much time left! Stay alert until the end!\Behind you! Behind you!\What?\To your right! To your right! response:	Wh-Which way is right again?
context: So you didn't fall for it!\N-No!\Jeez, he makes me nervous.\There isn't much time left! Stay alert until the end!\Behind you! Behind you!\What?\To your right! To your right!\Wh-Which way is right again? response:	Dummy! Don't be nervous! That way! To your left!
context: N-No!\Jeez, he makes me nervous.\There isn't much time left! Stay alert until the end!\Behind you! Behind you!\What?\To your right! To your right!\Wh-Which way is right again?\Dummy! Don't be nervous! That way! To your left! response:	- No, right! - No, left!
context: Jeez, he makes me nervous.\There isn't much time left! Stay alert until the end!\Behind you! Behind you!\What?\To your right! To your right!\Wh-Which way is right again?\Dummy! Don't be nervous! That way! To your left!\- No, right! - No, left! response:	- No, right! - Behind you!
context: There isn't much time left! Stay alert until the end!\Behind you! Behind you!\What?\To your right! To your right!\Wh-Which way is right again?\Dummy! Don't be nervous! That way! To your left!\- No, right! - No, left!\- No, right! - Behind you! response:	- No, right! - Behind me... Which way is it?
context: Behind you! Behind you!\What?\To your right! To your right!\Wh-Which way is right again?\Dummy! Don't be nervous! That way! To your left!\- No, right! - No, left!\- No, right! - Behind you!\- No, right! - Behind me... Which way is it? response:	- Right! - Left!
context: What?\To your right! To your right!\Wh-Which way is right again?\Dummy! Don't be nervous! That way! To your left!\- No, right! - No, left!\- No, right! - Behind you!\- No, right! - Behind me... Which way is it?\- Right! - Left! response:	- Behind you! - Right!
context: To your right! To your right!\Wh-Which way is right again?\Dummy! Don't be nervous! That way! To your left!\- No, right! - No, left!\- No, right! - Behind you!\- No, right! - Behind me... Which way is it?\- Right! - Left!\- Behind you! - Right! response:	- Left! - Behind you!
context: Wh-Which way is right again?\Dummy! Don't be nervous! That way! To your left!\- No, right! - No, left!\- No, right! - Behind you!\- No, right! - Behind me... Which way is it?\- Right! - Left!\- Behind you! - Right!\- Left! - Behind you! response:	You're running out of time! Behind you! Behind you!
context: Dummy! Don't be nervous! That way! To your left!\- No, right! - No, left!\- No, right! - Behind you!\- No, right! - Behind me... Which way is it?\- Right! - Left!\- Behind you! - Right!\- Left! - Behind you!\You're running out of time! Behind you! Behind you! response:	Ultimate Internal Secret Art Antigen-bludgeoning Pulverizing Fist!
context: - No, right! - No, left!\- No, right! - Behind you!\- No, right! - Behind me... Which way is it?\- Right! - Left!\- Behind you! - Right!\- Left! - Behind you!\You're running out of time! Behind you! Behind you!\Ultimate Internal Secret Art Antigen-bludgeoning Pulverizing Fist! response:	How come you know about that?
context: - No, right! - Behind you!\- No, right! - Behind me... Which way is it?\- Right! - Left!\- Behind you! - Right!\- Left! - Behind you!\You're running out of time! Behind you! Behind you!\Ultimate Internal Secret Art Antigen-bludgeoning Pulverizing Fist!\How come you know about that? response:	You pass!
context: - No, right! - Behind me... Which way is it?\- Right! - Left!\- Behind you! - Right!\- Left! - Behind you!\You're running out of time! Behind you! Behind you!\Ultimate Internal Secret Art Antigen-bludgeoning Pulverizing Fist!\How come you know about that?\You pass! response:	Congratulations!
context: - Right! - Left!\- Behind you! - Right!\- Left! - Behind you!\You're running out of time! Behind you! Behind you!\Ultimate Internal Secret Art Antigen-bludgeoning Pulverizing Fist!\How come you know about that?\You pass!\Congratulations! response:	You should be glad.
context: - Behind you! - Right!\- Left! - Behind you!\You're running out of time! Behind you! Behind you!\Ultimate Internal Secret Art Antigen-bludgeoning Pulverizing Fist!\How come you know about that?\You pass!\Congratulations!\You should be glad. response:	That you passed and all.
context: - Left! - Behind you!\You're running out of time! Behind you! Behind you!\Ultimate Internal Secret Art Antigen-bludgeoning Pulverizing Fist!\How come you know about that?\You pass!\Congratulations!\You should be glad.\That you passed and all. response:	That was dumb luck.
context: You're running out of time! Behind you! Behind you!\Ultimate Internal Secret Art Antigen-bludgeoning Pulverizing Fist!\How come you know about that?\You pass!\Congratulations!\You should be glad.\That you passed and all.\That was dumb luck. response:	To be honest, I have no confidence
context: Ultimate Internal Secret Art Antigen-bludgeoning Pulverizing Fist!\How come you know about that?\You pass!\Congratulations!\You should be glad.\That you passed and all.\That was dumb luck.\To be honest, I have no confidence response:	in being able to carry on as a T Cell.
context: How come you know about that?\You pass!\Congratulations!\You should be glad.\That you passed and all.\That was dumb luck.\To be honest, I have no confidence\in being able to carry on as a T Cell. response:	Lucky you.
context: You pass!\Congratulations!\You should be glad.\That you passed and all.\That was dumb luck.\To be honest, I have no confidence\in being able to carry on as a T Cell.\Lucky you. response:	They told you
context: Congratulations!\You should be glad.\That you passed and all.\That was dumb luck.\To be honest, I have no confidence\in being able to carry on as a T Cell.\Lucky you.\They told you response:	you could be a Helper or a Regulatory T Cell, not just a Killer T Cell, right?
context: You should be glad.\That you passed and all.\That was dumb luck.\To be honest, I have no confidence\in being able to carry on as a T Cell.\Lucky you.\They told you\you could be a Helper or a Regulatory T Cell, not just a Killer T Cell, right? response:	If you're gonna be like that,
context: That you passed and all.\That was dumb luck.\To be honest, I have no confidence\in being able to carry on as a T Cell.\Lucky you.\They told you\you could be a Helper or a Regulatory T Cell, not just a Killer T Cell, right?\If you're gonna be like that, response:	it's not too late to tell them you're gonna drop out.
context: That was dumb luck.\To be honest, I have no confidence\in being able to carry on as a T Cell.\Lucky you.\They told you\you could be a Helper or a Regulatory T Cell, not just a Killer T Cell, right?\If you're gonna be like that,\it's not too late to tell them you're gonna drop out. response:	You have no confidence, right?
context: To be honest, I have no confidence\in being able to carry on as a T Cell.\Lucky you.\They told you\you could be a Helper or a Regulatory T Cell, not just a Killer T Cell, right?\If you're gonna be like that,\it's not too late to tell them you're gonna drop out.\You have no confidence, right? response:	Then, why don't you quit?
context: in being able to carry on as a T Cell.\Lucky you.\They told you\you could be a Helper or a Regulatory T Cell, not just a Killer T Cell, right?\If you're gonna be like that,\it's not too late to tell them you're gonna drop out.\You have no confidence, right?\Then, why don't you quit? response:	Wh-What did you say?
context: Lucky you.\They told you\you could be a Helper or a Regulatory T Cell, not just a Killer T Cell, right?\If you're gonna be like that,\it's not too late to tell them you're gonna drop out.\You have no confidence, right?\Then, why don't you quit?\Wh-What did you say? response:	Just for the record,
