context: One more! Give me another! response:	Shut up. I know that.
context: One more.\68th Prefecture Sporting Competition Volleyball Tournament\Karasuno Gymnasium Indoor Sports Arena\Idate Ind Karasuno\It's a feint. In front!\Nice, Noya-san.\Asahi.\Iron Wall of Idate Idate Industrial High School Volleyball Club supporters association response:	Damn.
context: 68th Prefecture Sporting Competition Volleyball Tournament\Karasuno Gymnasium Indoor Sports Arena\Idate Ind Karasuno\It's a feint. In front!\Nice, Noya-san.\Asahi.\Iron Wall of Idate Idate Industrial High School Volleyball Club supporters association\Damn. response:	He missed, but still, that libero is amazing.
context: Karasuno Gymnasium Indoor Sports Arena\Idate Ind Karasuno\It's a feint. In front!\Nice, Noya-san.\Asahi.\Iron Wall of Idate Idate Industrial High School Volleyball Club supporters association\Damn.\He missed, but still, that libero is amazing. response:	I'm sorry. I'll get the next one.
context: Idate Ind Karasuno\It's a feint. In front!\Nice, Noya-san.\Asahi.\Iron Wall of Idate Idate Industrial High School Volleyball Club supporters association\Damn.\He missed, but still, that libero is amazing.\I'm sorry. I'll get the next one. response:	Yeah. His skills are amazingly high-level.
context: It's a feint. In front!\Nice, Noya-san.\Asahi.\Iron Wall of Idate Idate Industrial High School Volleyball Club supporters association\Damn.\He missed, but still, that libero is amazing.\I'm sorry. I'll get the next one.\Yeah. His skills are amazingly high-level. response:	But the offense is weak...
context: Nice, Noya-san.\Asahi.\Iron Wall of Idate Idate Industrial High School Volleyball Club supporters association\Damn.\He missed, but still, that libero is amazing.\I'm sorry. I'll get the next one.\Yeah. His skills are amazingly high-level.\But the offense is weak... response:	Blocked again...
context: Asahi.\Iron Wall of Idate Idate Industrial High School Volleyball Club supporters association\Damn.\He missed, but still, that libero is amazing.\I'm sorry. I'll get the next one.\Yeah. His skills are amazingly high-level.\But the offense is weak...\Blocked again... response:	I've lost count of how many they've blocked.
context: Iron Wall of Idate Idate Industrial High School Volleyball Club supporters association\Damn.\He missed, but still, that libero is amazing.\I'm sorry. I'll get the next one.\Yeah. His skills are amazingly high-level.\But the offense is weak...\Blocked again...\I've lost count of how many they've blocked. response:	I kept calling for a toss. Bring it to me.
context: Damn.\He missed, but still, that libero is amazing.\I'm sorry. I'll get the next one.\Yeah. His skills are amazingly high-level.\But the offense is weak...\Blocked again...\I've lost count of how many they've blocked.\I kept calling for a toss. Bring it to me. response:	I will score.
context: He missed, but still, that libero is amazing.\I'm sorry. I'll get the next one.\Yeah. His skills are amazingly high-level.\But the offense is weak...\Blocked again...\I've lost count of how many they've blocked.\I kept calling for a toss. Bring it to me.\I will score. response:	But I've reached the very end.
context: I'm sorry. I'll get the next one.\Yeah. His skills are amazingly high-level.\But the offense is weak...\Blocked again...\I've lost count of how many they've blocked.\I kept calling for a toss. Bring it to me.\I will score.\But I've reached the very end. response:	I'm scared to call for a toss.
context: Yeah. His skills are amazingly high-level.\But the offense is weak...\Blocked again...\I've lost count of how many they've blocked.\I kept calling for a toss. Bring it to me.\I will score.\But I've reached the very end.\I'm scared to call for a toss. response:	Asahi-san?
context: But the offense is weak...\Blocked again...\I've lost count of how many they've blocked.\I kept calling for a toss. Bring it to me.\I will score.\But I've reached the very end.\I'm scared to call for a toss.\Asahi-san? response:	Asahi?
context: Blocked again...\I've lost count of how many they've blocked.\I kept calling for a toss. Bring it to me.\I will score.\But I've reached the very end.\I'm scared to call for a toss.\Asahi-san?\Asahi? response:	Suga, to the right.
context: I've lost count of how many they've blocked.\I kept calling for a toss. Bring it to me.\I will score.\But I've reached the very end.\I'm scared to call for a toss.\Asahi-san?\Asahi?\Suga, to the right. response:	Da-Daichi!
context: I kept calling for a toss. Bring it to me.\I will score.\But I've reached the very end.\I'm scared to call for a toss.\Asahi-san?\Asahi?\Suga, to the right.\Da-Daichi! response:	Idate Ind Karasuno
context: I will score.\But I've reached the very end.\I'm scared to call for a toss.\Asahi-san?\Asahi?\Suga, to the right.\Da-Daichi!\Idate Ind Karasuno response:	Damn it!
context: But I've reached the very end.\I'm scared to call for a toss.\Asahi-san?\Asahi?\Suga, to the right.\Da-Daichi!\Idate Ind Karasuno\Damn it! response:	I couldn't follow on any of the blocks.
context: I'm scared to call for a toss.\Asahi-san?\Asahi?\Suga, to the right.\Da-Daichi!\Idate Ind Karasuno\Damn it!\I couldn't follow on any of the blocks. response:	Dashing Full Force
context: Asahi-san?\Asahi?\Suga, to the right.\Da-Daichi!\Idate Ind Karasuno\Damn it!\I couldn't follow on any of the blocks.\Dashing Full Force response:	Why? Why aren't you berating me?
context: Asahi?\Suga, to the right.\Da-Daichi!\Idate Ind Karasuno\Damn it!\I couldn't follow on any of the blocks.\Dashing Full Force\Why? Why aren't you berating me? response:	We lost because of me.
context: Suga, to the right.\Da-Daichi!\Idate Ind Karasuno\Damn it!\I couldn't follow on any of the blocks.\Dashing Full Force\Why? Why aren't you berating me?\We lost because of me. response:	No matter how much you followed,
context: Da-Daichi!\Idate Ind Karasuno\Damn it!\I couldn't follow on any of the blocks.\Dashing Full Force\Why? Why aren't you berating me?\We lost because of me.\No matter how much you followed, response:	if I can't spike and score, it's all for nothing!
context: Idate Ind Karasuno\Damn it!\I couldn't follow on any of the blocks.\Dashing Full Force\Why? Why aren't you berating me?\We lost because of me.\No matter how much you followed,\if I can't spike and score, it's all for nothing! response:	Asahi.
context: Damn it!\I couldn't follow on any of the blocks.\Dashing Full Force\Why? Why aren't you berating me?\We lost because of me.\No matter how much you followed,\if I can't spike and score, it's all for nothing!\Asahi. response:	What do you mean it's all for nothing?
context: I couldn't follow on any of the blocks.\Dashing Full Force\Why? Why aren't you berating me?\We lost because of me.\No matter how much you followed,\if I can't spike and score, it's all for nothing!\Asahi.\What do you mean it's all for nothing? response:	Then why didn't you call for a toss at the end?
context: Dashing Full Force\Why? Why aren't you berating me?\We lost because of me.\No matter how much you followed,\if I can't spike and score, it's all for nothing!\Asahi.\What do you mean it's all for nothing?\Then why didn't you call for a toss at the end? response:	You were in a position to spike.
context: Why? Why aren't you berating me?\We lost because of me.\No matter how much you followed,\if I can't spike and score, it's all for nothing!\Asahi.\What do you mean it's all for nothing?\Then why didn't you call for a toss at the end?\You were in a position to spike. response:	Stop it, Nishinoya.
context: We lost because of me.\No matter how much you followed,\if I can't spike and score, it's all for nothing!\Asahi.\What do you mean it's all for nothing?\Then why didn't you call for a toss at the end?\You were in a position to spike.\Stop it, Nishinoya. response:	I was only bringing the ball to Asahi. He must've been tired.
context: No matter how much you followed,\if I can't spike and score, it's all for nothing!\Asahi.\What do you mean it's all for nothing?\Then why didn't you call for a toss at the end?\You were in a position to spike.\Stop it, Nishinoya.\I was only bringing the ball to Asahi. He must've been tired. response:	Toss to me all you want.
context: if I can't spike and score, it's all for nothing!\Asahi.\What do you mean it's all for nothing?\Then why didn't you call for a toss at the end?\You were in a position to spike.\Stop it, Nishinoya.\I was only bringing the ball to Asahi. He must've been tired.\Toss to me all you want. response:	I'll never score.
context: Asahi.\What do you mean it's all for nothing?\Then why didn't you call for a toss at the end?\You were in a position to spike.\Stop it, Nishinoya.\I was only bringing the ball to Asahi. He must've been tired.\Toss to me all you want.\I'll never score. response:	You don't know that'til you spike.
context: What do you mean it's all for nothing?\Then why didn't you call for a toss at the end?\You were in a position to spike.\Stop it, Nishinoya.\I was only bringing the ball to Asahi. He must've been tired.\Toss to me all you want.\I'll never score.\You don't know that'til you spike. response:	Maybe the next one will score!
context: Then why didn't you call for a toss at the end?\You were in a position to spike.\Stop it, Nishinoya.\I was only bringing the ball to Asahi. He must've been tired.\Toss to me all you want.\I'll never score.\You don't know that'til you spike.\Maybe the next one will score! response:	I kept the ball in the air.
context: You were in a position to spike.\Stop it, Nishinoya.\I was only bringing the ball to Asahi. He must've been tired.\Toss to me all you want.\I'll never score.\You don't know that'til you spike.\Maybe the next one will score!\I kept the ball in the air. response:	It's not your place to give up.
context: Stop it, Nishinoya.\I was only bringing the ball to Asahi. He must've been tired.\Toss to me all you want.\I'll never score.\You don't know that'til you spike.\Maybe the next one will score!\I kept the ball in the air.\It's not your place to give up. response:	Noya!
context: I was only bringing the ball to Asahi. He must've been tired.\Toss to me all you want.\I'll never score.\You don't know that'til you spike.\Maybe the next one will score!\I kept the ball in the air.\It's not your place to give up.\Noya! response:	I'm a libero. I'm essential to defense.
context: Toss to me all you want.\I'll never score.\You don't know that'til you spike.\Maybe the next one will score!\I kept the ball in the air.\It's not your place to give up.\Noya!\I'm a libero. I'm essential to defense. response:	I'm the cornerstone of the team!
context: I'll never score.\You don't know that'til you spike.\Maybe the next one will score!\I kept the ball in the air.\It's not your place to give up.\Noya!\I'm a libero. I'm essential to defense.\I'm the cornerstone of the team! response:	But...
context: You don't know that'til you spike.\Maybe the next one will score!\I kept the ball in the air.\It's not your place to give up.\Noya!\I'm a libero. I'm essential to defense.\I'm the cornerstone of the team!\But... response:	I'm not the one who can score points.
context: Maybe the next one will score!\I kept the ball in the air.\It's not your place to give up.\Noya!\I'm a libero. I'm essential to defense.\I'm the cornerstone of the team!\But...\I'm not the one who can score points. response:	I can't attack.
context: I kept the ball in the air.\It's not your place to give up.\Noya!\I'm a libero. I'm essential to defense.\I'm the cornerstone of the team!\But...\I'm not the one who can score points.\I can't attack. response:	I don't care if your spikes don't score.
context: It's not your place to give up.\Noya!\I'm a libero. I'm essential to defense.\I'm the cornerstone of the team!\But...\I'm not the one who can score points.\I can't attack.\I don't care if your spikes don't score. response:	I would never berate you in the least.
context: Noya!\I'm a libero. I'm essential to defense.\I'm the cornerstone of the team!\But...\I'm not the one who can score points.\I can't attack.\I don't care if your spikes don't score.\I would never berate you in the least. response:	But I won't stand for you giving up so selfishly.
context: I'm a libero. I'm essential to defense.\I'm the cornerstone of the team!\But...\I'm not the one who can score points.\I can't attack.\I don't care if your spikes don't score.\I would never berate you in the least.\But I won't stand for you giving up so selfishly. response:	A-Asahi-san.
context: I'm the cornerstone of the team!\But...\I'm not the one who can score points.\I can't attack.\I don't care if your spikes don't score.\I would never berate you in the least.\But I won't stand for you giving up so selfishly.\A-Asahi-san. response:	Asahi.
context: But...\I'm not the one who can score points.\I can't attack.\I don't care if your spikes don't score.\I would never berate you in the least.\But I won't stand for you giving up so selfishly.\A-Asahi-san.\Asahi. response:	Wait, Asahi.
context: I'm not the one who can score points.\I can't attack.\I don't care if your spikes don't score.\I would never berate you in the least.\But I won't stand for you giving up so selfishly.\A-Asahi-san.\Asahi.\Wait, Asahi. response:	Why didn't you show up at club yesterday?
context: I can't attack.\I don't care if your spikes don't score.\I would never berate you in the least.\But I won't stand for you giving up so selfishly.\A-Asahi-san.\Asahi.\Wait, Asahi.\Why didn't you show up at club yesterday? response:	Soon after New Year, it'll be the Inter-High.
context: I don't care if your spikes don't score.\I would never berate you in the least.\But I won't stand for you giving up so selfishly.\A-Asahi-san.\Asahi.\Wait, Asahi.\Why didn't you show up at club yesterday?\Soon after New Year, it'll be the Inter-High. response:	It's no fun hitting spikes that don't score.
context: I would never berate you in the least.\But I won't stand for you giving up so selfishly.\A-Asahi-san.\Asahi.\Wait, Asahi.\Why didn't you show up at club yesterday?\Soon after New Year, it'll be the Inter-High.\It's no fun hitting spikes that don't score. response:	What am I saying?
context: But I won't stand for you giving up so selfishly.\A-Asahi-san.\Asahi.\Wait, Asahi.\Why didn't you show up at club yesterday?\Soon after New Year, it'll be the Inter-High.\It's no fun hitting spikes that don't score.\What am I saying? response:	I don't think that at all.
context: A-Asahi-san.\Asahi.\Wait, Asahi.\Why didn't you show up at club yesterday?\Soon after New Year, it'll be the Inter-High.\It's no fun hitting spikes that don't score.\What am I saying?\I don't think that at all. response:	You, too. You save the ball, but if no one scores,
context: Asahi.\Wait, Asahi.\Why didn't you show up at club yesterday?\Soon after New Year, it'll be the Inter-High.\It's no fun hitting spikes that don't score.\What am I saying?\I don't think that at all.\You, too. You save the ball, but if no one scores, response:	it's all in vain.
context: Wait, Asahi.\Why didn't you show up at club yesterday?\Soon after New Year, it'll be the Inter-High.\It's no fun hitting spikes that don't score.\What am I saying?\I don't think that at all.\You, too. You save the ball, but if no one scores,\it's all in vain. response:	Stop it.
context: Why didn't you show up at club yesterday?\Soon after New Year, it'll be the Inter-High.\It's no fun hitting spikes that don't score.\What am I saying?\I don't think that at all.\You, too. You save the ball, but if no one scores,\it's all in vain.\Stop it. response:	Nishinoya isn't a guy that thinks like that.
context: Soon after New Year, it'll be the Inter-High.\It's no fun hitting spikes that don't score.\What am I saying?\I don't think that at all.\You, too. You save the ball, but if no one scores,\it's all in vain.\Stop it.\Nishinoya isn't a guy that thinks like that. response:	Suga felt responsible every time my ball got blocked
context: It's no fun hitting spikes that don't score.\What am I saying?\I don't think that at all.\You, too. You save the ball, but if no one scores,\it's all in vain.\Stop it.\Nishinoya isn't a guy that thinks like that.\Suga felt responsible every time my ball got blocked response:	Who cares about the other guys?
context: What am I saying?\I don't think that at all.\You, too. You save the ball, but if no one scores,\it's all in vain.\Stop it.\Nishinoya isn't a guy that thinks like that.\Suga felt responsible every time my ball got blocked\Who cares about the other guys? response:	Hey, who's shouting?
context: I don't think that at all.\You, too. You save the ball, but if no one scores,\it's all in vain.\Stop it.\Nishinoya isn't a guy that thinks like that.\Suga felt responsible every time my ball got blocked\Who cares about the other guys?\Hey, who's shouting? response:	Don't make noise in the hall.
context: You, too. You save the ball, but if no one scores,\it's all in vain.\Stop it.\Nishinoya isn't a guy that thinks like that.\Suga felt responsible every time my ball got blocked\Who cares about the other guys?\Hey, who's shouting?\Don't make noise in the hall. response:	Asahi-san.
context: it's all in vain.\Stop it.\Nishinoya isn't a guy that thinks like that.\Suga felt responsible every time my ball got blocked\Who cares about the other guys?\Hey, who's shouting?\Don't make noise in the hall.\Asahi-san. response:	Hey.
context: Stop it.\Nishinoya isn't a guy that thinks like that.\Suga felt responsible every time my ball got blocked\Who cares about the other guys?\Hey, who's shouting?\Don't make noise in the hall.\Asahi-san.\Hey. response:	Shut up!
context: Nishinoya isn't a guy that thinks like that.\Suga felt responsible every time my ball got blocked\Who cares about the other guys?\Hey, who's shouting?\Don't make noise in the hall.\Asahi-san.\Hey.\Shut up! response:	How dare you!
context: Suga felt responsible every time my ball got blocked\Who cares about the other guys?\Hey, who's shouting?\Don't make noise in the hall.\Asahi-san.\Hey.\Shut up!\How dare you! response:	He did that in front of the dean.
context: Who cares about the other guys?\Hey, who's shouting?\Don't make noise in the hall.\Asahi-san.\Hey.\Shut up!\How dare you!\He did that in front of the dean. response:	Don't you want to spike and score again?
context: Hey, who's shouting?\Don't make noise in the hall.\Asahi-san.\Hey.\Shut up!\How dare you!\He did that in front of the dean.\Don't you want to spike and score again? response:	Nice, Hinata.
context: Don't make noise in the hall.\Asahi-san.\Hey.\Shut up!\How dare you!\He did that in front of the dean.\Don't you want to spike and score again?\Nice, Hinata. response:	Thanks!
context: Asahi-san.\Hey.\Shut up!\How dare you!\He did that in front of the dean.\Don't you want to spike and score again?\Nice, Hinata.\Thanks! response:	Hinata, you serve next.
context: Hey.\Shut up!\How dare you!\He did that in front of the dean.\Don't you want to spike and score again?\Nice, Hinata.\Thanks!\Hinata, you serve next. response:	That's what I want.
context: Shut up!\How dare you!\He did that in front of the dean.\Don't you want to spike and score again?\Nice, Hinata.\Thanks!\Hinata, you serve next.\That's what I want. response:	No matter how many times I fail,
context: How dare you!\He did that in front of the dean.\Don't you want to spike and score again?\Nice, Hinata.\Thanks!\Hinata, you serve next.\That's what I want.\No matter how many times I fail, response:	I still want to spike.
context: He did that in front of the dean.\Don't you want to spike and score again?\Nice, Hinata.\Thanks!\Hinata, you serve next.\That's what I want.\No matter how many times I fail,\I still want to spike. response:	Then, I'm fine.
context: Don't you want to spike and score again?\Nice, Hinata.\Thanks!\Hinata, you serve next.\That's what I want.\No matter how many times I fail,\I still want to spike.\Then, I'm fine. response:	Now that you said that, I'm fine.
context: Nice, Hinata.\Thanks!\Hinata, you serve next.\That's what I want.\No matter how many times I fail,\I still want to spike.\Then, I'm fine.\Now that you said that, I'm fine. response:	My job is to keep the ball in play. That's all.
context: Thanks!\Hinata, you serve next.\That's what I want.\No matter how many times I fail,\I still want to spike.\Then, I'm fine.\Now that you said that, I'm fine.\My job is to keep the ball in play. That's all. response:	Hinata, nice serve!
context: Hinata, you serve next.\That's what I want.\No matter how many times I fail,\I still want to spike.\Then, I'm fine.\Now that you said that, I'm fine.\My job is to keep the ball in play. That's all.\Hinata, nice serve! response:	Net in!
context: That's what I want.\No matter how many times I fail,\I still want to spike.\Then, I'm fine.\Now that you said that, I'm fine.\My job is to keep the ball in play. That's all.\Hinata, nice serve!\Net in! response:	Whoops.
context: No matter how many times I fail,\I still want to spike.\Then, I'm fine.\Now that you said that, I'm fine.\My job is to keep the ball in play. That's all.\Hinata, nice serve!\Net in!\Whoops. response:	Sorry! Cover for me.
context: I still want to spike.\Then, I'm fine.\Now that you said that, I'm fine.\My job is to keep the ball in play. That's all.\Hinata, nice serve!\Net in!\Whoops.\Sorry! Cover for me. response:	Long-hair guy, you do last.
context: Then, I'm fine.\Now that you said that, I'm fine.\My job is to keep the ball in play. That's all.\Hinata, nice serve!\Net in!\Whoops.\Sorry! Cover for me.\Long-hair guy, you do last. response:	The sky is the domain of spikers.
context: Now that you said that, I'm fine.\My job is to keep the ball in play. That's all.\Hinata, nice serve!\Net in!\Whoops.\Sorry! Cover for me.\Long-hair guy, you do last.\The sky is the domain of spikers. response:	I can't do battle up there...
context: My job is to keep the ball in play. That's all.\Hinata, nice serve!\Net in!\Whoops.\Sorry! Cover for me.\Long-hair guy, you do last.\The sky is the domain of spikers.\I can't do battle up there... response:	Let's block'em.
context: Hinata, nice serve!\Net in!\Whoops.\Sorry! Cover for me.\Long-hair guy, you do last.\The sky is the domain of spikers.\I can't do battle up there...\Let's block'em. response:	Don't give orders.
context: Net in!\Whoops.\Sorry! Cover for me.\Long-hair guy, you do last.\The sky is the domain of spikers.\I can't do battle up there...\Let's block'em.\Don't give orders. response:	Asahi-san, I'm blocking you for real.
context: Whoops.\Sorry! Cover for me.\Long-hair guy, you do last.\The sky is the domain of spikers.\I can't do battle up there...\Let's block'em.\Don't give orders.\Asahi-san, I'm blocking you for real. response:	If I keep the ball in play... as long it stays connected...
context: Sorry! Cover for me.\Long-hair guy, you do last.\The sky is the domain of spikers.\I can't do battle up there...\Let's block'em.\Don't give orders.\Asahi-san, I'm blocking you for real.\If I keep the ball in play... as long it stays connected... response:	I want to spike again.
context: Long-hair guy, you do last.\The sky is the domain of spikers.\I can't do battle up there...\Let's block'em.\Don't give orders.\Asahi-san, I'm blocking you for real.\If I keep the ball in play... as long it stays connected...\I want to spike again. response:	I know the ace will score for us.
context: The sky is the domain of spikers.\I can't do battle up there...\Let's block'em.\Don't give orders.\Asahi-san, I'm blocking you for real.\If I keep the ball in play... as long it stays connected...\I want to spike again.\I know the ace will score for us. response:	He saved it.
context: I can't do battle up there...\Let's block'em.\Don't give orders.\Asahi-san, I'm blocking you for real.\If I keep the ball in play... as long it stays connected...\I want to spike again.\I know the ace will score for us.\He saved it. response:	Nice follow.
context: Let's block'em.\Don't give orders.\Asahi-san, I'm blocking you for real.\If I keep the ball in play... as long it stays connected...\I want to spike again.\I know the ace will score for us.\He saved it.\Nice follow. response:	Mainly block-follow.
context: Don't give orders.\Asahi-san, I'm blocking you for real.\If I keep the ball in play... as long it stays connected...\I want to spike again.\I know the ace will score for us.\He saved it.\Nice follow.\Mainly block-follow. response:	Training in saving balls that get blocked.
context: Asahi-san, I'm blocking you for real.\If I keep the ball in play... as long it stays connected...\I want to spike again.\I know the ace will score for us.\He saved it.\Nice follow.\Mainly block-follow.\Training in saving balls that get blocked. response:	Noya-san...
context: If I keep the ball in play... as long it stays connected...\I want to spike again.\I know the ace will score for us.\He saved it.\Nice follow.\Mainly block-follow.\Training in saving balls that get blocked.\Noya-san... response:	Even if the ball bounces off the wall...
context: I want to spike again.\I know the ace will score for us.\He saved it.\Nice follow.\Mainly block-follow.\Training in saving balls that get blocked.\Noya-san...\Even if the ball bounces off the wall... response:	I'll keep it in play.
context: I know the ace will score for us.\He saved it.\Nice follow.\Mainly block-follow.\Training in saving balls that get blocked.\Noya-san...\Even if the ball bounces off the wall...\I'll keep it in play. response:	So call for a toss again,
context: He saved it.\Nice follow.\Mainly block-follow.\Training in saving balls that get blocked.\Noya-san...\Even if the ball bounces off the wall...\I'll keep it in play.\So call for a toss again, response:	ace!
context: Nice follow.\Mainly block-follow.\Training in saving balls that get blocked.\Noya-san...\Even if the ball bounces off the wall...\I'll keep it in play.\So call for a toss again,\ace! response:	Cover.
context: Mainly block-follow.\Training in saving balls that get blocked.\Noya-san...\Even if the ball bounces off the wall...\I'll keep it in play.\So call for a toss again,\ace!\Cover. response:	All right.
context: Training in saving balls that get blocked.\Noya-san...\Even if the ball bounces off the wall...\I'll keep it in play.\So call for a toss again,\ace!\Cover.\All right. response:	What should I do? Who do I toss it to?
context: Noya-san...\Even if the ball bounces off the wall...\I'll keep it in play.\So call for a toss again,\ace!\Cover.\All right.\What should I do? Who do I toss it to? response:	The left is open. That might be the best, but...
context: Even if the ball bounces off the wall...\I'll keep it in play.\So call for a toss again,\ace!\Cover.\All right.\What should I do? Who do I toss it to?\The left is open. That might be the best, but... response:	If I toss to Asahi and he gets blocked again...
context: I'll keep it in play.\So call for a toss again,\ace!\Cover.\All right.\What should I do? Who do I toss it to?\The left is open. That might be the best, but...\If I toss to Asahi and he gets blocked again... response:	Sugawara-san.
context: So call for a toss again,\ace!\Cover.\All right.\What should I do? Who do I toss it to?\The left is open. That might be the best, but...\If I toss to Asahi and he gets blocked again...\Sugawara-san. response:	Give it to him
context: ace!\Cover.\All right.\What should I do? Who do I toss it to?\The left is open. That might be the best, but...\If I toss to Asahi and he gets blocked again...\Sugawara-san.\Give it to him response:	'til he scores.
context: Cover.\All right.\What should I do? Who do I toss it to?\The left is open. That might be the best, but...\If I toss to Asahi and he gets blocked again...\Sugawara-san.\Give it to him\'til he scores. response:	You're a total sadist, King.
context: All right.\What should I do? Who do I toss it to?\The left is open. That might be the best, but...\If I toss to Asahi and he gets blocked again...\Sugawara-san.\Give it to him\'til he scores.\You're a total sadist, King. response:	What?
context: What should I do? Who do I toss it to?\The left is open. That might be the best, but...\If I toss to Asahi and he gets blocked again...\Sugawara-san.\Give it to him\'til he scores.\You're a total sadist, King.\What? response:	When the going gets rough, when the receive is tenuous,
context: The left is open. That might be the best, but...\If I toss to Asahi and he gets blocked again...\Sugawara-san.\Give it to him\'til he scores.\You're a total sadist, King.\What?\When the going gets rough, when the receive is tenuous, response:	the last ball is entrusted to the ace.
context: If I toss to Asahi and he gets blocked again...\Sugawara-san.\Give it to him\'til he scores.\You're a total sadist, King.\What?\When the going gets rough, when the receive is tenuous,\the last ball is entrusted to the ace. response:	I know. I know it,
context: Sugawara-san.\Give it to him\'til he scores.\You're a total sadist, King.\What?\When the going gets rough, when the receive is tenuous,\the last ball is entrusted to the ace.\I know. I know it, response:	but Asahi isn't waiting for a toss,
context: Give it to him\'til he scores.\You're a total sadist, King.\What?\When the going gets rough, when the receive is tenuous,\the last ball is entrusted to the ace.\I know. I know it,\but Asahi isn't waiting for a toss, response:	and I'm putting him on the spot against three blockers.
context: 'til he scores.\You're a total sadist, King.\What?\When the going gets rough, when the receive is tenuous,\the last ball is entrusted to the ace.\I know. I know it,\but Asahi isn't waiting for a toss,\and I'm putting him on the spot against three blockers. response:	The spike...
context: You're a total sadist, King.\What?\When the going gets rough, when the receive is tenuous,\the last ball is entrusted to the ace.\I know. I know it,\but Asahi isn't waiting for a toss,\and I'm putting him on the spot against three blockers.\The spike... response:	I can spike because the toss goes up.
context: What?\When the going gets rough, when the receive is tenuous,\the last ball is entrusted to the ace.\I know. I know it,\but Asahi isn't waiting for a toss,\and I'm putting him on the spot against three blockers.\The spike...\I can spike because the toss goes up. response:	Let me toss to you again, Asahi.
context: When the going gets rough, when the receive is tenuous,\the last ball is entrusted to the ace.\I know. I know it,\but Asahi isn't waiting for a toss,\and I'm putting him on the spot against three blockers.\The spike...\I can spike because the toss goes up.\Let me toss to you again, Asahi. response:	The toss goes up because of the connecting receive.
context: the last ball is entrusted to the ace.\I know. I know it,\but Asahi isn't waiting for a toss,\and I'm putting him on the spot against three blockers.\The spike...\I can spike because the toss goes up.\Let me toss to you again, Asahi.\The toss goes up because of the connecting receive. response:	I kept the ball in the air.
context: I know. I know it,\but Asahi isn't waiting for a toss,\and I'm putting him on the spot against three blockers.\The spike...\I can spike because the toss goes up.\Let me toss to you again, Asahi.\The toss goes up because of the connecting receive.\I kept the ball in the air. response:	It's not your place to give up.
context: but Asahi isn't waiting for a toss,\and I'm putting him on the spot against three blockers.\The spike...\I can spike because the toss goes up.\Let me toss to you again, Asahi.\The toss goes up because of the connecting receive.\I kept the ball in the air.\It's not your place to give up. response:	I'm not the only one who spikes.
context: and I'm putting him on the spot against three blockers.\The spike...\I can spike because the toss goes up.\Let me toss to you again, Asahi.\The toss goes up because of the connecting receive.\I kept the ball in the air.\It's not your place to give up.\I'm not the only one who spikes. response:	Everybody plays his own respective part.
context: The spike...\I can spike because the toss goes up.\Let me toss to you again, Asahi.\The toss goes up because of the connecting receive.\I kept the ball in the air.\It's not your place to give up.\I'm not the only one who spikes.\Everybody plays his own respective part. response:	And yet, I...
context: I can spike because the toss goes up.\Let me toss to you again, Asahi.\The toss goes up because of the connecting receive.\I kept the ball in the air.\It's not your place to give up.\I'm not the only one who spikes.\Everybody plays his own respective part.\And yet, I... response:	You don't win alone. That's just how it is.
context: Let me toss to you again, Asahi.\The toss goes up because of the connecting receive.\I kept the ball in the air.\It's not your place to give up.\I'm not the only one who spikes.\Everybody plays his own respective part.\And yet, I...\You don't win alone. That's just how it is. response:	That's why everyone calls you an ace, Asahi-san.
context: The toss goes up because of the connecting receive.\I kept the ball in the air.\It's not your place to give up.\I'm not the only one who spikes.\Everybody plays his own respective part.\And yet, I...\You don't win alone. That's just how it is.\That's why everyone calls you an ace, Asahi-san. response:	If you still like volleyball...
context: I kept the ball in the air.\It's not your place to give up.\I'm not the only one who spikes.\Everybody plays his own respective part.\And yet, I...\You don't win alone. That's just how it is.\That's why everyone calls you an ace, Asahi-san.\If you still like volleyball... response:	Call for a toss again,
context: It's not your place to give up.\I'm not the only one who spikes.\Everybody plays his own respective part.\And yet, I...\You don't win alone. That's just how it is.\That's why everyone calls you an ace, Asahi-san.\If you still like volleyball...\Call for a toss again, response:	ace!
context: I'm not the only one who spikes.\Everybody plays his own respective part.\And yet, I...\You don't win alone. That's just how it is.\That's why everyone calls you an ace, Asahi-san.\If you still like volleyball...\Call for a toss again,\ace! response:	All right.
context: Everybody plays his own respective part.\And yet, I...\You don't win alone. That's just how it is.\That's why everyone calls you an ace, Asahi-san.\If you still like volleyball...\Call for a toss again,\ace!\All right. response:	Shimada-san
context: And yet, I...\You don't win alone. That's just how it is.\That's why everyone calls you an ace, Asahi-san.\If you still like volleyball...\Call for a toss again,\ace!\All right.\Shimada-san response:	Suga!
context: You don't win alone. That's just how it is.\That's why everyone calls you an ace, Asahi-san.\If you still like volleyball...\Call for a toss again,\ace!\All right.\Shimada-san\Suga! response:	One more!
context: That's why everyone calls you an ace, Asahi-san.\If you still like volleyball...\Call for a toss again,\ace!\All right.\Shimada-san\Suga!\One more! response:	Ah,
context: If you still like volleyball...\Call for a toss again,\ace!\All right.\Shimada-san\Suga!\One more!\Ah, response:	the ace awaits.
context: Call for a toss again,\ace!\All right.\Shimada-san\Suga!\One more!\Ah,\the ace awaits. response:	He's calling for a toss.
context: ace!\All right.\Shimada-san\Suga!\One more!\Ah,\the ace awaits.\He's calling for a toss. response:	A high toss, slightly away from the net.
